Charge / Procedure Number,CPT / HCPCS Code,Billing Description,CDM Price
11980485,,Screw Sy Locking 5.0x24mm ST 212.206,468.00
11980486,,Screw Sy Locking 5.0x22mm St 212.205,556.00
11980487,,Plate Sy Va-Lcp Prox Tibia 3.5/4H/85mm Rt 02.127.210,"4,980.00"
11980488,,Screw Sy Cannulated 7.3x45mm 208.845,839.00
11980489,,Screw Sy Headless Comp 3.0x38mm Short 02.226.038,"1,371.00"
11980490,,Screw Sy Headless Comp 3.0x40mm Short 02.226.040,"1,371.00"
11980491,,Plate Sy 2.7 Recon 10H/80mm 245.22,"1,090.00"
11980493,,Plate Sy 2.7 Recon 14H/112mm 245.24,"1,406.00"
11980494,,Screw Sy Cannulated 3.0x17mm Long 202.717,636.00
11980495,,Charging System SJM Eon Mini LE 3722,"26,328.00"
11980496,,Lead SMJ 60cm Exclaim 3224,"11,139.00"
11980498,,Plate Sy Adaptation 2.7mm LCP 12H 97mm 247.370,"1,736.00"
11980499,,Screw Sy Can Lock 5.0x75mm 02.205.075,639.00
11980500,,Screw Sy Can Lock 5.0x70mm 02.205.070,747.00
11980501,,Screw Sy Can Lock 5.0x65mm 02.205.065,747.00
11980502,,PLATE LCP PROX TIB 4.5MM X 262MM 14H RT  240.046,"5,720.00"
12011744,,Transcatheter aortic valve replacement  with prosthetic valve; transapical exposure,"8,065.00"
12011748,,"Image-guided fluid collection drainage by catheter; peritoneal or retroperitoneal, transvag/rectal","2,271.00"
12011750,,"Cystourethroscopy, w ureteroscopy/pyeloscopy; w lithotripsy incl insertion indwelling ureteral stent","3,909.00"
12011751,,"Chemodenerv musc neck musc excl musc of larynx, unilat, for cervical dystonia, spasmodic torticollis",838.00
12011752,,"Chemodenervation of muscle(s); larynx, unilateral, percutaneous","1,301.00"
12011753,,Chemodenervation of one extremity; 1-4 muscle(s),695.00
12011754,,Chemodenervation of one extrem; ea addl extrem 1-4 muscle(s) (List sep in add to code for prim proc),492.00
12011755,,Chemodenervation of one extremity; 5 or more muscle(s),774.00
12011756,,"Chemodenervation of one extremity; each additional extremity, 5 or more muscle(s)",578.00
12011757,,Chemodenervation of trunk muscle(s); 1-5 muscle(s),830.00
12011758,,Chemodenervation of trunk muscle(s); 6 or more muscle(s),"1,186.00"
12011759,,"Insertion of anterior segment aqueous drainage device, w/o extraocular reservoir, external approach","4,611.00"
12011760,,Percutaneous transcatheter closure of patent ductus arteriosus,"5,290.00"
12011761,,"Percutaneous transcatheter septal reduction therapy, incl temporary pacemaker insert when performed","5,885.00"
12011796,,"Stent placemt,retro, intrathorac common carotid/innominate artery, opn ipsilat cerv carotid expos","7,340.00"
12011798,,"Transcatheter placement intravascular stent, (see exclusions) open or percutaneous; initial artery","3,351.00"
12011799,,"Transcatheter placement intravascular stent, (see exclusions) open or percutaneous; ea addl artery","1,954.00"
12011800,,"Transcatheter placement intravascular stent, open or percutaneous; initial vein","18,907.00"
12011801,,"Transcatheter placement intravascular stent, (see exclusions) open or percutaneous; ea addl vein","8,886.00"
12011802,,"Vasc embolize, incl rad supv & interpret, roadmap, & imaging guid; venous other than hemorrhage","19,671.00"
12011803,,"Vascular embolization or occlusion; arterial, other than hemorrhage or tumor","3,733.00"
12011804,,"Vascular embolization or occlusion; for tumors, organ ischemia, or infarction","4,572.00"
12011805,,Vascular embolization or occlusion; for arterial or venous hemorrhage or lymphatic extravasation,"4,837.00"
12011806,,76282-0257-01 - nabumetone 500 mg Tab - 76282-0257-01,6.50
12011807,,"Endoscopic retrograde cholangiopancreatography; w biliary or pancreatic duct stent placement, ea","3,667.00"
12011808,,Endoscopic retrograde cholangiopancreatography; w remvl foreign body/stent from bili/pancr duct(s),"2,282.00"
12011809,,"Endoscopic retrograde cholangiopancreatography; w remvl & exchange stent biliary/pancreatic duct, ea","3,306.00"
12011810,,00591-0607-01 - labetalol 300 mg Tab,5.25
12011811,,"Endoscopic retrograde cholangiopancreatography; trans-endo balloon dilation duct or ampulla, ea","2,494.00"
12011812,,"Endoscopic retrograde cholangiopancreatography; w ablation of tumor(s), polyp(s), other lesion(s)","1,466.00"
12011813,,"Image-guided fluid collection drainage by catheter; visceral, percutaneous","1,614.00"
12011814,,"Image-guided fluid collection drainage by catheter; peritoneal or retroperitoneal, percutaneous","1,885.00"
12011815,,"Laparoscopy, surgical, w radical hyst/bilat total pelv lymphadenectomy/para-aortic lymph sample","11,687.00"
12011816,,"Laparoscopy, surgical, repair, recurrent incisional hernia; incarcerated or strangulated","7,053.00"
12011817,,"Laparoscopy, surgical, repair, incisional hernia; incarcerated or strangulated","6,619.00"
12011827,,00486-1111-01 - potassium acid phosphate 500 mg Tab,2.80
12011828,,00472-0013-04 - griseofulvin microcrystalline 125 mg/5 mL Oral Susp 120 mL,3.30
12011829,,00781-3172-07 - SUMAtriptan 6 mg/0.5 mL Sol,575.00
12028478,,Abutment DermaLock 6mm BA400 93333,"6,150.00"
12028479,,Abutment DermaLock 8mm BA400 93334,"6,150.00"
12028480,,Abutment DermaLock 10mm BA400 93335,"6,150.00"
12028481,,Abutment DermaLock 12mm BA400 93336,"6,150.00"
12028482,,00378-0318-93 - pioglitazone 45 mg Tab,58.10
12028483,,71020TC For Coding XR Chest Frontal and Lateral - 2 views,692.00
12028518,,"Monitoring for id and lateralization of cerebral seizure focus, EEG record & interp, ea 24 hrs","4,286.00"
12028536,,63739-0522-10 - aspirin 81 mg Oral UD ED Tab - 63739-0522-10,0.25
12028537,,"63323-0462-17 - bupivacaine-EPINEPHrine 0.5%-1:200,000 PF Inj Sol 10 mL - 63323-0462-17",105.50
12043736,,Articular Surface Zi PSN PS 14mm L 6-9 GH 42-5124-009-14,"5,115.00"
12043738,,Perc Insertion of Nephrostomy Tube,"10,672.00"
12043752,,00115-1329-01 - amphetamine-dextroamphetamine 10 mg Cap,30.70
12043761,,IUD Insertion,"9,226.00"
12043763,,Subdermal Contraceptive Implant Insertion,213.00
12060473,,Screw Sy Cortex 2.4x40mm ST 201.790,214.00
12060474,,Plate Nv Helix 44mm 7800244,"3,039.00"
12060475,,Screw Nv Helix 4.0x13mm 7803113,927.00
12060485,,00228-2820-11 - hydrochlorothiazide 12.5 mg Tab - 00228-2820-11,4.15
12060546,,00054-0114-27 - valACYclovir 500 mg Tab - 00054-0114-27,36.20
12060547,,00054-0115-27 - valACYclovir 1 gm Tab - 00054-0115-27,63.30
12075750,,Articular Surface Zi LCCK CD 5-6 12mm 5994-041-12,"6,720.00"
12075751,,Liner Zi Continuum Oblique LL 32x58 8755-013-32,"6,870.00"
12075752,,Neck Zi Kinectiv Modular C 7848-033-00,"3,798.00"
12123276,,00597-0140-30 - linagliptin 5 mg Tab - 00597-0140-30,69.30
12123277,,50419-0422-01 - levonorgestrel 13.5 mg Dev,"2,341.20"
12123279,,49702-0228-13 - dolutegravir 50 mg Tab - 49702-0228-13,265.30
12123280,,23155-0071-01 - methimazole 10 mg Tab - 23155-0071-01,3.85
12123281,,42858-0804-01 - morphine 100 mg ER Tab - 42858-0804-01,10.60
12123288,,63323-0304-74 - piperacillin-tazobactam 36 g-4.5 g Pow,"1,248.40"
12140474,,Plate Sy 2.4 VA-LCP Dorsal Dist Rad L 3H/41mm/+20deg 02.115.430,"2,081.00"
12140475,,Screw Sy Locking f/IM Nails 5.0x58mm 458.958,684.00
12140476,,Liner Zi Continuum Longevity Oblique GG 32x48mm 8755-008-32,"6,870.00"
12140477,,Neck Zi Kinectiv Modular DD 7848-044-01,"3,798.00"
12140478,,NAIL 9MM X 240MM TI CANN HUMERAL  04.001.428S,"7,014.00"
12140494,,59011-0440-10 - oxyCODONE 40 mg Tab,64.10
12140495,,57664-0370-88 - oxyCODONE 10 mg Tab,3.15
12140496,,00378-0228-93 - pioglitazone 30 mg Tab,53.55
12140497,,63739-0572-10 - simvastatin 20 mg Tab,1.05
12140498,,00469-3250-10 - micafungin 50 mg Pow,800.90
12140499,,00054-0098-25 - OXcarbazepine 300 mg Tab - 00054-0098-25,13.30
12156477,,00169-7205-01 - coagulation factor VIIa 5000 mcg (5 mg) Pow,39.35
12171730,,Button Zi Cable NCB 2.5mm 47-2232-060-00,"2,240.00"
12186927,,67253-0200-10 - penicillin V potassium 250 mg Tab,2.30
12186928,,00135-0196-05 - nicotine 7 mg/24 hr Transderm Patch - 00135-0196-05,8.60
12186929,,00135-0195-05 - nicotine 14 mg/24 hr Transderm Patch - 00135-0195-05,8.60
12186930,,59011-0420-10 - oxyCODONE 20 mg Tab,37.40
12186931,,00054-4571-25 - methadone 10 mg Tab,2.25
12186932,,00135-0194-05 - nicotine 21 mg/24 hr Transderm Patch - 00135-0194-05,8.60
12186933,,76282-0412-30 - finasteride 5 mg Tab,15.60
12186934,,50419-0422-01 - levonorgestrel 13.5 mg Dev,"2,341.20"
12186935,,49702-0228-13 - dolutegravir 50 mg Tab,265.30
12186936,,44178-0552-01 - mannitol - Kit,18.45
12186937,,00597-0140-30 - linagliptin 5 mg Tab,69.30
12186938,,"13533-0618-02 - rabies immune globulin, human 150 intl units/mL Sol","1,592.60"
12186945,,00378-6173-01 - metolazone 5 mg Tab - 00378-6173-01,13.50
12234472,,00143-9738-01 - predniSONE 20 mg Tab,1.20
12234474,,00135-0195-05 - nicotine 14 mg/24 hr Patch-24,8.60
12234507,,00409-7517-16 - dextrose 50% IV Sol 50 mL Syringe - 00409-7517-16,96.40
12234519,,00169-7202-01 - coagulation factor VIIa 2000 mcg (2 mg) Pow,39.35
12234521,,Fluoroscopic needle guidance for spine/paraspinous dx or therapeutic procedure,210.00
12234523,,00054-0097-25 - OXcarbazepine 150 mg Tab - 00054-0097-25,7.30
12249742,,00904-6178-60 - bethanechol 25 mg Tab,8.95
12266473,,WIRE KIRSCHNER 2.5MM W/ TROCAR 285MM  292.26,358.00
12266475,,00378-5211-93 - omeprazole 10 mg Cap,18.50
12266485,,00173-0249-75 - digoxin 250 mcg (0.25 mg) Tab,3.80
12266506,,61553-0668-44 - fentaNYL 20 mcg/mL-0.9% Sol,265.10
12266507,,61553-0648-44 - morphine 2 mg/mL-NaCl 0.9% Sol,234.00
12266508,,61553-0687-75 - bupivacaine-fentaNYL 0.125%-2 mcg/mL-0.9% Sol,284.70
12266510,,61553-0166-44 - hydromorphone 1 mg/mL Soln-Inj,314.50
12281760,,Screw Sy Cannulated 3.0x13mm Short 202.613,646.00
12281761,,Stem Stry Hip OMNIFIT HFX Sz10 132 6070-1035A,"7,023.00"
12281762,,Head Stry Inter C-Taper LFIT S-1400-HH62,"3,642.00"
12281763,,Bipolar Stry UHR 26x48mm UH1-48-26,"4,920.00"
12281764,,Head Stry C-Taper COCR LFIT 26mm/+5 06-2605,"3,642.00"
12281765,,Stem Stry Hip OMNIFIT HFX Sz08 127 6076-0830A,"7,023.00"
12281766,,Bipolar Stry UHR 26x46mm UH1-46-26,"4,920.00"
12281863,,00591-0242-01 - LORazepam 2 mg Tab - 00591-0242-01,6.50
12281864,,00378-2777-01 - LORazepam 2 mg Tab - 00378-2777-01,6.45
12281866,,00904-5809-61 - lisinopril 20 mg Tab,2.85
12297072,,62756-0294-88 - cephalexin 500 mg Cap,6.90
12297073,,00904-5808-61 - lisinopril 10 mg Tab,2.55
12297084,,60429-0012-05 - acyclovir 200 mg Cap,0.70
12297105,,Placement of amniotic membrane on the ocular surface; without sutures,"6,005.00"
12312314,,TUBING SET PCA GEMINI 20 DROP MICROBORE YELLOW,113.00
12343670,,00187-0730-30 - buPROPion 150 mg/24 hours Tab,244.20
12360505,,68382-0761-14 - clarithromycin 250 mg Tab - 68382-0761-14,22.65
12360529,,60429-0771-10 - topiramate 100 mg Tab - 60429-0771-10,1.20
12376471,,Plate Sy LCP TM 2.0mm 7H 247.347,932.00
12376472,,Screw Zi Female PSN 2.5/25mm 42-5099-025-25,313.00
12376473,,Screw Sy 5.0x80mm Cannulated VA Locking 02.231.680,941.00
12376474,,Screw Sy Tfn 5.0x52mm Im Nail 458.952,507.00
12392471,,Pacemaker BSci Ingenio DR IS-1 K174,"19,200.00"
12392472,,Plate Sy Calcaneal Locking Short Rt 241.622,"2,619.00"
12392473,,Plate Sy 2.7/3.5mm 4H Lt 02.118.003,"4,797.00"
12392474,,Screw Sy Metaphyseal 2.7x46mm ST 02.118.546,149.00
12392475,,Screw Sy 3.5x12mm Va-Locking 02.127.112,490.00
12392476,,Screw Sy Cortex 3.5x12mm ST 02.206.212,137.00
12392477,,SCREW 4.0MM X 42MM TI LCK W/T25 STRDRV F/IM NAILS  04.005.432,456.00
12392478,,Nail Sy Tibial EX Cannulated 9x345mm 04.034.349S,"4,100.00"
12392479,,NAIL 10MM X 360MM RETRO/ANT  04.013.452S,"4,681.00"
12424422,,Plate Sy Calcaneal 70mm 241.62,"2,015.00"
12456452,,00641-6142-25 - phenylephrine 10 mg/mL Inj Sol - 00641-6142-25,605.90
12456458,,00378-6725-01 - zonisamide 25 mg Cap - 00378-6725-01,2.75
12472387,,Suture Maxon 6-0 CV-22 30in 6213-11,49.00
12472388,,Suture Maxon 7-0 CV-1 18in 6145-01,458.00
12472474,,"CULTURE ANAEROBIC, ADDL METHODS FOR ID S/O",133.00
12472475,,"SPECIAL STAIN, GROUP II S/O",197.00
12472476,,"MORPHO ANAL, COMPUTER ASSIST S/O",745.00
12472477,,"SURGICAL PATH, GROSS & MICRO L V S/O",354.00
12488370,,PLATE SY LCP 2.0MM 10H 247.360,797.00
12488371,,PLATE SY 1.3X19MM TI EXT 8H RT 421.320,901.00
12488372,,NAIL SY TFN CANNULATED 12MM/130DEG/420MM RT 456.482S,"5,013.00"
12488374,,PLATE SY 3.5 METAPHYSEAL LCP 14H 223.414,"4,911.00"
12488375,,PLATE SY 4.5MM CVD NARROW LCP 10H 02.161.240,"1,990.00"
12488376,,PIN SY 6.0MM TRANSFIXATION 225MM 294.950,470.00
12488377,,PLATE SY TIB 3.5 MED/DIST/4H/LT 02.112.511,"5,267.00"
12488379,,PLATE DHS STD BARREL 135 DEG 3H 62MM  281.131,"2,035.00"
12488380,,PLATE SY DHS 135 3H/62MM SHORT 281.530,"2,035.00"
12488381,,SPACER STRY OSTEONICS UNIV DISTAL 1067-0012,461.00
12488382,,HEAD STRY C-TAPER COCR 26MM/0 6001-2600,"2,215.00"
12488383,,STEM STRY HIP OMNIFIT HFX SZ05 127 6076-0525A,"5,618.00"
12488384,,BIPOLAR STRY UHR 26X44MM UH1-44-26,"3,936.00"
12488385,,ACCOLADE STRY HFX SZ5 6077-0537,"6,250.00"
12488386,,HEAD STRY ENDO UNITRAX MODULAR 50MM 6942-5-050,"2,986.00"
12488387,,SLEEVE STRY UNITRAX V40 TAPER +0MM 6942-6-065,619.00
12488388,,PLATE SY T LCP 3.5/7H RT ANGLE 241.171,"2,155.00"
12488389,,FEMUR ZI PSN CMT CCR STD SZ10 RT 42-5006-068-02,"11,115.00"
12488391,,SCREW SKYLINE 14MM CONST SD 186860014,975.00
12488392,,PLATE SKYLINE 2 LEVEL 40MM 186802040,"4,500.00"
12488417,,00574-0152-10 - caffeine citrate 20 mg/mL Liq,228.20
12488418,,00904-5809-61 - lisinopril 20 mg Tab,2.85
12488493,,61570-0131-20 - silver sulfADIAZINE Top 1% Crm 20 gm - 61570-0131-20,48.50
12488530,,00409-1778-05 - metoprolol 1 mg/mL Inj Sol 5 mL - 00409-1778-05,85.00
12520348,,00603-7818-74 - nystatin topical 100000 units/g Cre,87.60
12520349,,00603-6468-21 - zolpidem 5 mg Tab,23.15
12520350,,"63323-0462-17 - bupivacaine-EPINEPHrine 0.5%-1:200,000 preservative-free Sol",105.50
12520358,,"00409-1746-10 - bupivacaine-EPINEPHrine 0.25%-1:200,000 preservative-free Sol",55.40
12520359,,63323-0286-23 - ropivacaine 0.5% Sol,182.30
12536346,,Screw Sy Locking f/IM Nail 5.0x34mm 458.934,507.00
12568345,,63739-0516-10 - lamoTRIgine 100 mg Tab,12.40
12568373,,DRUG SCRN QUANT CAFFEINE S/O,82.00
12568374,,DRUG SCRN QUANT CLOZAPINE S/O,108.00
12568375,,DRUG SCRN QUANT EVEROLIMUS S/O,410.00
12568376,,DRUG SCRN QUANT GABAPENTIN S/O,110.00
12568377,,DRUG SCRN QUANT LAMOTRIGINE S/O,228.00
12568378,,DRUG SCRN QUANT LEVETIRACETAM S/O,287.00
12568379,,DRUG SCRN QUANT MYCOPHENOLATE S/O,239.00
12568380,,DRUG SCRN QUANT OXCARBAZEPIN S/O,212.00
12568381,,DRUG SCRN QUANT TIAGABINE S/O,105.00
12568382,,DRUG SCRN QUANT ZONISAMIDE S/O,77.00
12568383,,"MGMT GENE, methylation anal S/O",269.00
12568386,,TRICHOMONAS VAGINALIS AMPLIF S/O,204.00
12568395,,60429-0139-01 - metoprolol 25 mg Tab-ER,6.40
12584342,,ART SURFACE ZI PSN PS 13MM VE R 6-9 EF 42-5224-007-13,"4,534.00"
12584344,,63323-0286-31 - ropivacaine 0.5% Sol,240.90
12584370,,43598-0207-52 - amoxicillin 400 mg/5 mL Pow,0.50
12584371,,00007-4640-13 - eltrombopag 25 mg Tab,435.50
12584372,,51079-0150-20 - sertraline 50 mg Tab,14.25
12584373,,60429-0309-01 - acyclovir 400 mg Tab,0.95
12584386,,"Esophagoscopy, rigid, transoral; diagnostic, incl collect of specimen by brushing  when performed",708.00
12584392,,"Esophagoscopy, rigid, transoral; with directed submucosal injection(s), any substance",779.00
12584396,,"Esophagoscopy, rigid, transoral; with biopsy, single or multiple",778.00
12584400,,"Esophagoscopy, rigid, transoral; with removal of foreign body",884.00
12584404,,"Esophagoscopy, rigid, transoral; with balloon dilation (less than 30 mm diameter)",845.00
12584416,,"Esophagoscopy, rigid, transoral; with insertion of guide wire followed by dilation over guide wire",905.00
12584420,,"Esophagoscopy, flexible, transnasal; diagnostic, incl collect specimen by brushing when performed","1,029.00"
12584424,,"Esophagoscopy, flexible, transnasal; with biopsy, single or multiple","1,141.00"
12584428,,"Esophagoscopy, flexible, transoral; with endoscopic mucosal resection","1,310.00"
12584432,,"Esophagoscopy, flexible, transoral; with placement of endoscopic stent","1,084.00"
12584436,,"Esophagoscopy, flexible, transoral; with dilation of esophagus, by balloon or dilator, retrograde","5,901.00"
12584438,,00517-4601-25 - glycopyrrolate 0.2 mg/mL Sol,174.70
12584441,,"Esophagoscopy, flexible, transoral; with dilation of esophagus with balloon 30mm dia",993.00
12584445,,"Esophagoscopy, flexible, transoral; with ablation of tumor(s), polyp(s), or other lesion(s)","1,994.00"
12584449,,"Esophagogastroduodenoscopy, flex, transoral; w dilation of esophagus w balloon (30 mm diameter or >)","1,141.00"
12584453,,"Esophagogastroduodenoscopy, flex, transoral; w transendoscopic US-guided transmural inj (dx/therap)","1,783.00"
12584457,,"Esophagogastroduodenoscopy, flex, transoral; w endoscopic mucosal resection","1,705.00"
12584461,,Esophagogastroduodenoscopy flex transoral; w/ placement endoscopic stent,"1,454.00"
12584465,,"Esophagogastroduodenoscopy, flex, transoral; w ablation of tumor polyp other lesion","2,361.00"
12616442,,00591-3525-30 - lidocaine topical 5 % Patch,46.85
12631509,,00378-5335-93 - OLANZapine 7.5 mg Tab,80.45
12631510,,60505-0033-07 - pentoxifylline 400 mg Tab,5.55
12680342,,00603-6161-32 - traZODone 100 mg Tab,2.90
12680349,,00054-3117-63 - calcium carbonate 1250 mg/5 mL Sus,0.65
12680374,,66689-0025-30 - oxyCODONE 20 mg/mL Oral Conc 30 mL - 66689-0025-30,28.20
12695448,,00185-0801-30 - rifampin 150 mg Cap,16.25
12695461,,00472-0911-45 - metroNIDAZOLE topical 0.75% Cre,"1,358.60"
12695462,,00641-6006-10 - atropine 0.4 mg/mL Sol,403.10
12695463,,44567-0707-25 - ceFAZolin 1 g Pow,35.50
12695464,,"CX, FUNGI, DEFINITIVE ID, YEAST S/O",101.00
12695465,,THYROXINE BINDING GLOBULIN S/O,87.00
12695466,,"CRP, HIGH SENSITIVITY (HSCRP) S/O",184.00
12695467,,"RESPIRATORY VIRUS, AMPL PROBE MULTI  12-15",985.00
12695468,,"INF AGENT DETECT, AMPLIFIED PROBE",634.00
12695469,,"CHLAMYDIA PHEUMONIAE, DIRECT PROBE",100.00
12695470,,"MYCOPLASMA PNEUMONIAE, AMP PROBE",376.00
12712342,,PLATE KLS STR MEDIUM 25-396-34,845.00
12712343,,PLATE KLS L SHAPE 25-397-27,627.00
12712344,,DRILL BIT KLS 1.5x20MM W/7MM STOP 50-924-07,919.00
12712345,,SCREW KLS MAX DRIVE Mini 2.0x11MM 25-872-11-91,178.00
12712346,,SCREW KLS MAX DRIVE Mini 2.0x13MM 25-872-13-91,178.00
12712347,,SCREW KLS MAX DRIVE DF 2.0x5MM 25-879-05-91,192.00
12712348,,SCREW KLS MAX DRIVE DF 2.0x7MM 25-879-07-91,192.00
12712349,,PLATE KLS C SHAPE MEDIUM 25-398-31,626.00
12712350,,PLATE KLS L SHAPE MEDIUM 25-397-31,577.00
12712351,,SCREW KLS EMERGENCY MAX 2.3x7MM 25-873-47-91,226.00
12712352,,SCREW KLS EMERGENCY MAX 2.3x5MM 25-873-45-91,226.00
12712353,,SCREW KLS MAX DRIVE Mini 2.0x17MM 25-872-17-91,178.00
12727501,,00143-9680-25 - glycopyrrolate 0.2 mg/mL Soln-Inj,275.40
12727502,,52343-0031-99 - gabapentin 300 mg Cap,6.65
12727503,,"Repair, paraesophageal hiatal hernia, via laparotomy, except neonatal; w/o mesh or other prosthesis","6,671.00"
12744347,,STEM S&N SYNERGY CEMENTED SZ16 140MM 7131-6016,"9,387.00"
12744348,,HEAD S&N UNIPOLAR 53MM 12-6653,"1,564.00"
12744349,,HEAD S&N UNIPOLAR 52MM 12-6652,"1,564.00"
12744350,,SLEEVE S&N UNIPOLAR 12/14 TAPER +0 7132-6600,410.00
12744351,,SLEEVE S&N UNIPOLAR 12/14 TAPER +4 7132-6604,410.00
12744352,,STEM S&N SYNERGY POROUS-COATED SZ13 155MM 7130-6613,"19,824.00"
12744353,,STEM S&N ANTHOLOGY HIGH OFFSET POROUS SZ8 7135-6108,"18,948.00"
12744354,,CENTRALIZER S&N DIST INVIS SZ11MM 7131-3211,369.00
12760345,,SCREW SY CANNULATED VA LOCKING 5.0MMx85MM 02.231.685,941.00
12760346,,PLATE SY VA LCP CURVED 4.5MM x 266 MM 12H L 02.124.413,"5,913.00"
12760348,,SCREW LOCKING VA 5.0 X 26MM ST STRDRV  02.231.226,592.00
12760350,,SCREW SY TI CORTEX ST 2.7MM x 18MM 402.818,133.00
12760351,,SCREW SY CORTEX TI ST 3.5MM x 18MM 404.816,68.00
12760352,,SCREW SY TI CORTEX ST 3.5MM x 22MM 404.822,68.00
12792342,,00904-3991-61 - traZODone 100 mg Tab,3.95
12792367,,"Evaluation of speech fluency (e.g., stuttering, cluttering)",387.00
12792368,,Evaluation of speech sound production,702.00
12792369,,Evaluation of speech sound production; with eval of language comprehension & expression,727.00
12792370,,Behavioral and qualitative analysis of voice and resonance,722.00
12792371,,"Low freq, non-contact, non-thermal US, incl topical app, wound assess, instruct, per day",235.00
12792392,,"Low freq, non-contact, non-thermal US, incl topical app, wound assess, instruct, per day - OT",235.00
12792409,,00603-0649-88 - capsaicin topical 0.075% Cream 60 gm - 00603-0649-88,134.80
12808342,,SCREW CORTEX ST T8 STRDRV 2.7MM x 55MM 202.968,145.00
12808344,,PLATE SY 3.5MM LCP DIST HUM 8H LT 02.104.028,"4,826.00"
12808345,,FEMUR ZI PSN PS CMT CCR STD SZ4 R 42-5006-056-02,"12,540.00"
12808346,,PROLONG ZI NEXGEN LPS-FLEX EF 5-6 5962-040-20,"4,194.00"
12808350,,25021-0132-82 - levofloxacin 500 mg/100 mL Sol,137.00
12808351,,24987-0242-56 - digoxin 125 mcg (0.125 mg) UD Tab - 24987-0242-56,14.40
12808352,,55111-0687-25 - gemcitabine 1 g Pow,"4,816.90"
12808353,,53014-0975-71 - metolazone 2.5 mg Tab,13.20
12808360,,16714-0101-02 - gemfibrozil 600 mg Tab,12.20
12808361,,00069-3858-10 - gemcitabine 1 g Pow,753.50
12808362,,51079-0083-20 - isoniazid 300 mg Tab,6.45
12808363,,00000-9061-03 - epinephrine 1 mg/mL Soln-Inj,85.00
12824344,,ELECTRODE OLYMPUS HF 90DEG 24-28FR A22253C,868.00
12824345,,00378-3350-99 - estradiol 0.05 mg/24 hours weekly Fil,116.10
12824348,,45802-0050-03 - dibucaine topical 1% Oin,32.15
12824366,,00591-2715-01 - methylphenidate 18 mg/24 hr Tab,48.70
12840348,,WIRE KIRSCHER 2.0MM W/TROCAR PT 240MM  03.010.025,412.00
12840349,,SCREW CORTEX ST T8 STRDRV 2.7MMx44MM 202.963,145.00
12840350,,NAIL HUMERAL TI END CAPS T25 STRDRV 0MM 04.001.000,427.00
12840351,,ROD CARBON 11.0MM X 450MM  394.88,865.00
12840352,,ROD CARBON 8.0MM X 220MM  395.784,"1,698.00"
12840353,,64720-0139-10 - methenamine hippurate 1 gm Tab - 64720-0139-10,10.50
12840354,,16714-0571-01 - bicalutamide 50 mg Tab - 16714-0571-01,92.70
12840585,,00135-0194-05 - nicotine 21 mg Patch-24,8.60
12856338,,SCREW 1.5MM X 18MM TI CORTEX ST  400.818.96,133.00
12856341,,SCREW SY LCK ST STRDRV 2.0MMx10MM,436.00
12856342,,SCREW PERIPROS VA LCK  ST STRDRV 5.0MMx10MM 02.231.010,831.00
12856344,,64720-0139-10 - methenamine hippurate 1 g Tab,10.50
12872339,,PLATE SY CONDYLAR 4.5MM CRVD 14H/301MM/RT 02.124.414,"6,311.00"
12872341,,BLADE SPIRAL TI F/HUMERAL NAIL 42MM  462.642,"1,639.00"
12872342,,BLADE SPIRAL TI F/HUMERAL NAIL 46MM  462.646,"1,639.00"
