Hospital Name:  AHMC GARFIELD MEDICAL CENTER,,,,
OSHPD Facility No: 106190315,,,,
"Effective Date of Charges: June 1, 2018",,,,
,,,,
,,,,
CDM,CHARGE DESCRIPTION , PRICE ,,
5050856,.REF DPD INTERP CHARGE,$34.40,,
5050857,.REF DPD RPT CHARGE,$34.20,,
5050858,DPD GENE MUTATION ANALYSIS (),$275.00,,
5050874,CYSTIC FIBROSIS GENE DEL OR DUP (),$400.00,,
5050876,URINE DRUG SCR CONFIRMATION (QUEST),$91.90,,
5050878,.REF.RMSF IGG TITER CHARGE,$17.84,,
5050879,.REF.RMSF IGM TITER CHARGE,$17.84,,
5050901,.REF CPK CHARGE,$8.54,,
5050902,.REF CPK ISO CHARGE,$8.54,,
5050905,.REF LEGION IGM CHARGE,$16.80,,
5050906,".REF LEGION IGM(2-6 ,8)CHARGE",$16.80,,
5050908,.REF BORD PERT CHARGE,$15.37,,
5050909,.REF BORD PARA CHARGE,$15.38,,
5050910,.REF.THROMBIN CLOT CHARGE,$37.18,,
5050918,.REF MICRO ALB CREAT 24HR .UR CHARGE,$13.17,,
5050919,.REF C.TRACHI IGM CHARGE,$26.44,,
5050921,.REF DRUG SCR  CHARGE,$62.27,,
5050922,.REF DRUG SCR ALCH CHARGE,$62.27,,
5050924,.REF OXALIC CREAT.UR CHARGE,$10.00,,
5050925,.REF HG CREAT.UR CHARGE,$10.00,,
5050926,.REF HVA CREAT.UR CHARGE,$10.00,,
5050927,.REF CYSTINE CREAT.UR CHARGE,$12.87,,
5050928,.REF CITRIC CREAT.UR CHARGE,$10.00,,
5050929,.REF CITRIC ACID.UR CHARGE,$3.32,,
5050930,.REF IGE-TOTAL CHARGE,$12.30,,
5050932,.REF IGE SESAME SEED CHARGE,$6.91,,
5050933,.REF IGE-TOTAL CHARGE,$14.15,,
5050934,.REF CREAT.UR CHARGE,$10.00,,
5050938,.REF COLO -1CHARGE,$44.40,,
5050939,.REF COLO -2 CHARGE,$44.40,,
5050940,.REF COLO -3 CHARGE,$44.40,,
5050941,.REF COLO -4 CHARGE,$44.40,,
5050942,.REF COLO -5  CHARGE,$44.40,,
5050943,.REF COLO -6  CHARGE,$44.40,,
5050944,.REF COLO -7  CHARGE,$44.40,,
5050945,.REF COLO -8  CHARGE,$44.20,,
5050946,COLOVANTAGE(R) (METHYLATED SEPTIN 9),$355.00,,
5050947,BK VIRUS DNA QUANT PCR PLASMA (),$183.74,,
5050955,.REF D1/D2 IGE CHARGE,$10.00,,
5050956,.REF E1/E5  IGE CHARGE,$10.00,,
5050957,.REF G2/G6  IGE CHARGE,$10.00,,
5050958,.REF G10/I6  IGE CHARGE,$10.00,,
5050959,.REF M1/M2 IGE CHARGE,$10.00,,
5050960,.REF M3/M6 IGE CHARGE,$10.00,,
5050961,.REF T2//T6 IGE CHARGE,$10.00,,
5050962,.REF T7//T8 IGE CHARGE,$10.00,,
5050963,.REF T9//T10 IGE CHARGE,$10.00,,
5050964,.REF T14/T70 IGE CHARGE,$10.00,,
5050965,.REF W1/ W6 IGE CHARGE,$10.00,,
5050966,.REF W11/ W14 IGE CHARGE,$10.00,,
5050967,.REF IGE-TOTAL CHARGE,$59.85,,
5050977,.REF RUBELLA IGG CHARGE,$11.56,,
5050979,.REF RUBELLA IGM CHARGE,$11.57,,
5050981,.REF CMV IGG CHARGE,$18.00,,
5050982,.REF CMV IGM CHARGE,$17.99,,
5050985,ADENOVIRUS DNA QUAL PCR  CSF (),$80.00,,
5050987,T CELL RECEPTOR GAMMA GENE QL PCR (),$400.00,,
5050988,.REF TISSUE TRANSGLU IgA CHARGE,$21.10,,
5050989,.REF CELIAC TOTAL IgA,$21.10,,
5050994,.REF LEUK LYMPH 2 MARKER1 CHARGE,$25.30,,
5050995,.REF LEUK LYMPH 2 MARKER2 CHARGE,$25.30,,
5050997,ALPHA FETOPTOTEIN PERTONEAL FLUID (),$21.81,,
5050998,.REF.LEUK LYMPH-1 MA CHARGE,$25.30,,
5050999,.REF.LEUK LYMPH-3 MA CHARGE,$75.90,,
5051000,KRAS-ISO OR EXTRACT NA(83891)-1,$4.68,,
5051001,KRAS-MUTATION ID(83914)-7,$4.68,,
5051002,KRAS-AMP PATIENT NA(83898)-7,$19.57,,
5051003,KRAS-LYSIS OF CELLS(83907)-1,$15.60,,
5051004,KRAS-MICRODISSECTION(88381)-1,$205.87,,
5051005,KRAS-MUTATION ID(83914)-7,$19.57,,
5051006,KRAS-INTERP AND REPORT(8391226)-1,$15.30,,
5051007,BRAF-ISO OR EXTRACT NA(83891)-1,$4.68,,
5051008,BRAF-NA PROBE(83896)-2,$4.68,,
5051009,BRAF-AMP PATIENT NA(83898)-1,$19.58,,
5051010,BRAF-LYSIS OF CELLS(83907)-1,$15.60,,
5051011,BRAF-MICRODISSECTION(88381)-1,$205.87,,
5051012,BRAF-MUTATION ID(83914)-1,$19.58,,
5051013,BRAF-ENZYMATIC DIGEST.(83892)-2,$4.68,,
5051014,BRAF-INTERP AND REPORT(8391226)-1,$15.30,,
5051015,EGFR-LYSIS OF CELLS(83907)-1,$15.60,,
5051016,EGFR-AMP PATIENT FIRST 2 NA(83900)-1,$39.16,,
5051017,EGFR-AMP PATIENT EACH ADD.(83901)-23,$19.57,,
5051018,EGFR-HIGH PURITY NA ISO.(83891)-1,$4.68,,
5051019,EGFR-NA PROBE(83896)-29,$4.68,,
5051020,EGFR-AMP PATIENT NA EACH SEQ.(83901)-4,$19.75,,
5051021,EGFR- MICRODISSECTION(88381)-1,$205.87,,
5051022,EGFR-INTERP AND REPORT(8391226)-1,$15.30,,
5051023,EGFR-MUTATION ID(83914)-29,$19.57,,
5051026,PATH-NEO 15-20 CELL 2 KARY(88262)*,$300.00,,
5051027,PATH-NEO CHROM ANAL(88264)*,$214.00,,
5051028,PATH-NEO CHROM KARY(88280)*,$87.00,,
5051029,PATH-NEO CHROM TISSUE(88237)*,$216.00,,
5051031,PATH-GEMINI FLOW 1ST MARK(88184),$55.14,,
5051032,PATH-GEMINI FLOW ADD MARK(88185),$33.31,,
5051033,PATH-BREAST MARKERS (88361),$98.54,,
5051034,PATH-IHC MORPH(88360),$62.05,,
5051035,PATH-ISH(88365),$89.56,,
5051036,PATH-FISH MANUAL(88368),$126.16,,
5051037,PATH-FISH COMPUTER(88367),$162.84,,
5051038,PATH-JAK2 Y617F(81270),$290.00,,
5051039,PATH-HER2 BY FISH(88368),$182.94,,
5051040,PATH-CLAR MOLAR PREG DNA(88182),$96.38,,
5051041,PATH-TUMOR OF ORIGIN(81504),$1960.00,,
5051042,PATH-GEN CHROM ANAL(88237),$180.00,,
5051043,PATH-GEN CHROM ANAL(88261),$253.00,,
5051044,PATH-GEN (PROF) 88285,$17.00,,
5051045,PATH-GEN CHROM TISSUE(88237),$180.00,,
5051046,BRAF (81210),$74.81,,
5051047,EGFR (81235),$1236.24,,
5051048,KRAS (81275),$313.13,,
5051049,INT MGMT (81479),$705.00,,
5051050,PATH-IHC MCARE 1ST(G0461),$30.00,,
5051051,PATH-IHC MCARE ADDTL(G0462),$30.00,,
5051052,PATH-IHC ADDTL TRIPL(88344),$42.00,,
5051053,PATH-RESPONSE/EGFR/LUNG PROF(81479),$221.00,,
5051054,PATH-RESPONSE/ALK/FISH/LUNG PROF(88368),$252.00,,
5051056,PATH-RESPONSE/ROS1/FISH/LUNG PROF(88368),$252.00,,
5051057,PATH-RESP LUNG PROFILE,$0.00,,
5051058,PATH-RESPONSE/KRAS/COLON PROF(81275),$130.00,,
5051059,PATH-RESPONSE/BRAF/COLON PROF(81210),$130.00,,
5051060,PATH-RESPONSE/MSI/COLON PROF(88381),$130.00,,
5051061,PATH-RESP COLON PROFILE,$0.00,,
5051062,PATH-RESP/BRAF-PCR/THYROID PROF(81210),$130.00,,
5051063,PATH-RESP/RET(FISH)/THYROID PROF(88368),$252.00,,
5051064,PATH-RESP/KRAS-PCR/THYROID PROF(81275),$130.00,,
5051065,PATH-RESP/NKRAS-PCR/THYROID PROF(81404),$128.00,,
5051066,PATH-RESP THYROID PROFILE,$0.00,,
5051067,PATH-RESP/BRAF-PCR/MELANOMA PROF(81210),$130.00,,
5051068,PATH-RESP/NKRAS-PCR/MELANO PROF(81404),$128.00,,
5051069,PATH-RESP/c-KIT/MELONOMA PROF(81404),$132.00,,
5051076,PATH-RESP MELANOMA PROFILE,$0.00,,
5051078,PATH-MMR(CGI) (88342),$75.00,,
5051079,PATH-NRAS(CGI) (81311),$207.00,,
5051080,PATH-PDLI(CGI) (88360),$95.00,,
5051081,PATH-HER 2 BY FISH (NEO) (88374),$2940.00,,
5051082,PATH-BLC2 BY FISH (NEO) (88377),$420.00,,
5052000,.REF.HIV 1 DIFF CHARGE,$41.14,,
5052001,.REF.HIV 2 DIFF CHARGE,$41.15,,
5052005,BCR ABL 1 GENE REARRANGEMENT QUANT (),$177.66,,
5052006,RESPIRATORY VIRUS PCR QUANT (),$445.97,,
5052007,CMV DNA PCR QUANT OTHER (),$124.87,,
5052008,MERCURY 24 HOURS URINE (),$22.25,,
5052009,COPPER 24 HOURS URINE (),$12.94,,
5052010,.REF LCM IGG CHARGE,$19.50,,
5052011,.REF LCM IGM CHARGE,$19.50,,
5052019,.REF PNH1 CHARGE,$35.00,,
5052020,.REF PNH2 CHARGE,$35.00,,
5052021,.REF PNH3 CHARGE,$35.00,,
5052022,.REF PNH4 CHARGE,$35.00,,
5052023,.REF PNH5 CHARGE,$35.00,,
5052024,.REF PNH6 CHARGE,$35.00,,
5052025,.REF PNH7 CHARGE,$35.00,,
5052026,.REF PNH8 CHARGE,$35.00,,
5052027,.REF PNH9 CHARGE,$35.00,,
5052028,.REF PNH10 CHARGE,$35.00,,
5052034,CHIKUNGUNYA VIRUS RNA QL PCR (),$298.00,,
5052039,MOPATH PROCEDURE LEVEL 4,$435.00,,
5052041,MGMT GENE METHYLATION ANAL,$435.00,,
5052043,UNLISTED MOLECULAR PATHOLOGY PROCEDURE,$435.00,,
5052045,M / PHMTRC ALYS ISHQUANT / SEMIQ,$435.00,,
5052047,INSITU HYBRIDIZATION MANUAL,$528.00,,
5052049,BRAF GENE - SOLID TUMOR PROFILE,$528.00,,
5052051,EGFR GENE COM VARIANTS,$528.00,,
5052053,KRAS GENE,$528.00,,
5052055,MOPATH PROC LEVEL 5 - SOLID TUMOR PROFIL,$528.00,,
5052057,TUMOR IMMUNOHISTOCHEM,$528.00,,
5052059,BRAF GENE - MELANOMA PROFILE,$553.00,,
5052061,MOPATH PROCEDURE LEVEL 5 - MELANOMA PROF,$553.00,,
5052063,MICRO SATELLITE INSTABILITY,$553.00,,
5052070,.REF DRUG GENERAL TOX  CHARGE1,$14.81,,
5052071,.REF DRUG GENERAL TOX  CHARGE2,$14.81,,
5052072,.REF DRUG GENERAL TOX  CHARGE3,$14.81,,
5052073,.REF DRUG GENERAL TOX  CHARGE4,$14.81,,
5052074,.REF DRUG GENERAL TOX  CHARGE5,$14.81,,
5052075,.REF DRUG GENERAL TOX  CHARGE6,$14.81,,
5052076,.REF DRUG GENERAL TOX  CHARGE7,$14.81,,
5052077,.REF DRUG GENERAL TOX  CHARGE8,$14.81,,
5052078,.REF DRUG GENERAL TOX  CHARGE9,$14.81,,
5052079,.REF DRUG GENERAL TOX  CHARGE10,$14.81,,
5052721,.REF ADD.CD MK3.CHARGE,$75.90,,
5052725,STREP PNEUMO AG DET(SERUM) (),$57.68,,
5052726,.REF ASCA IGG CHARGE,$53.16,,
5052727,.REF ASCA IGA CHARGE,$53.16,,
5052728,SACCHAROMYCES CEREVISIAE ASCA(A G) (),$0.00,,
5052730,.REF.TYPHU IgG TITER CHARGE,$17.42,,
5052731,.QUEST HANDLING FEE,$0.00,,
5052749,BK VIRUS DNA QUANT PCR URINE (),$183.74,,
5052750,.REF.TYPHU IgM TITER CHARGE,$17.84,,
5052751,.REF.P190 BCR ABL CHARGE,$118.80,,
5052752,.REF.P210 BCR ABL CHARGE,$118.80,,
5052755,SP-PATH-PROST NEEDLE BX-MEDICARE,$711.00,,
5052763,.REF CBC CHARGE,$47.43,,
5052764,.REF TCELL CHARGE,$47.49,,
5052765,.REF TCELL ABS CHARGE,$47.49,,
5052766,.REF MONO CELL AG 1 CHARGE,$47.49,,
5052767,.REF B CELL T  CHARGE,$47.49,,
5052768,.REF NK CELL   CHARGE,$47.49,,
5052769,.REF MONO CELL AG 2 CHARGE,$47.49,,
5052770,.REF MONO CELL AG 3 CHARGE,$47.49,,
5052771,.REF MONO CELL AG 4 CHARGE,$47.49,,
5052772,.REF MONO CELL AG 5 CHARGE,$47.49,,
5052775,MTB PROBE CHARGE,$221.40,,
5052776,MAC PROBE CHARGE,$221.40,,
5052777,MG PROBE CHARGE,$221.40,,
5052778,AFB SEQUENCING 1 CHARGE,$432.00,,
5052794,.REF PLT IND IGG CHARGE,$99.01,,
5052795,.REF PLT IND IGM CHARGE,$99.02,,
5052801,EBV QUANT PCR QUANT CSF (),$255.00,,
5052802,EBV QUANT PCR QUANT BLOOD (),$255.00,,
5052806,.REF ETHAMBUTOL BROTH MIC CHARGE,$33.79,,
5052807,.REF ISONIAZID BROTH MIC CHARGE,$33.79,,
5052808,.REF PYRAZ BROTH MIC CHARGE,$33.79,,
5052809,.REF RIFAMPIN BROTH MIC CHARGE,$33.79,,
5052810,.REF STREPTO BROTH MIC CHARGE,$33.81,,
5052815,.REF CEBPA MUTATON CHARGE,$291.00,,
5052816,.REF NPM MUTATON CHARGE,$310.00,,
5052818,.REF.FLT3 ITD CHARGE,$150.00,,
5052819,.REF.TKD MUTATION CHARGE,$150.00,,
5052822,.REF.HU AB WB CHARGE,$100.00,,
5052823,.REF.YO AB WB CHARGE,$90.00,,
5052824,.REF.RI AB WB CHARGE,$100.00,,
5052827,.REF ENTEROVIRUS CHARGE,$148.65,,
5052828,.REF PARECHOVIRUS  CHARGE,$148.66,,
5052931,.REF HSV 1 DNA QUAL CHARGE,$63.76,,
5052932,.REF HSV 2 DNA QUAL CHARGE,$63.76,,
5052938,.REF ALDOSTERONE CHARGE,$20.27,,
5052939,.REF CORTISOL CHARGE,$20.24,,
5052942,.REF ALDOSTERONE CHARGE-1,$70.03,,
5052943,.REF ALDOSTERONE CHARGE-2,$70.03,,
5052944,.REF ALDOSTERONE CHARGE-3,$70.03,,
5052945,.REF CORTISOL CHARGE-1,$70.03,,
5052946,.REF CORTISOL CHARGE-2,$70.03,,
5052947,.REF CORTISOL CHARGE-3,$70.02,,
5052949,.REF ALDOST.SITE 1 CHARGE,$62.37,,
5052950,.REF ALDOST.SITE 2 CHARGE,$62.37,,
5052951,.REF ALDOST.SITE 3 CHARGE,$62.37,,
5052952,.REF ALDOST.SITE 4 CHARGE,$62.37,,
5052953,.REF CORTISOL SITE 1 CHARGE,$62.37,,
5052954,.REF CORTISOL SITE 2 CHARGE,$62.37,,
5052955,.REF CORTISOL SITE 3 CHARGE,$62.37,,
5052956,.REF CORTISOL SITE 4 CHARGE,$62.36,,
5052958,MALDI-TOF ID 1 CHARGE,$221.40,,
5210001,.AHMC ACUTE HEPATITIS PANEL,$79.80,,
5210004,"AHMC-ANTISTREPTOLYSIN O,SCREEN",$9.70,,
5210006,AHMC-ASSAY ALKALINE PHOSPHATASE,$11.00,,
5210007,.MPH CULTURE APPENDIX,$24.80,,
5210008,AHMC PROTIME(5050),$12.60,,
5210009,AHMC ACETAMINOPHEN QUANT SERUM,$33.90,,
5210010,.MPH CULTURE ENVIRONMENTAL,$64.80,,
5210011,AHMC AMMONIA BLOOD,$24.40,,
5210012,.AHMC URINE 24HR MAGNESIUM,$10.00,,
5210013,AHMC AMYLASE  (PLASMA),$10.90,,
5210015,.MPH CULTURE SPUTUM W GRAM STAIN,$27.10,,
5210016,.MPH CULTURE THROAT,$7.70,,
5210017,.AHMC OSMOLALITY SERUM,$11.10,,
5210018,AHMC-ASSAY OF BLOOD/URIC ACID,$7.60,,
5210019,AHMC HDL,$8.60,,
5210020,AHMC-ASSAY OF CALCIUM,$22.90,,
5210022,AHMC LDL,$8.30,,
5210023,AHMC-ASSAY OF CREATININE,$8.60,,
5210025,AHMC-ASSAY OF DIGOXIN,$22.30,,
5210026,AHMC ALCOHOL BLOOD,$18.10,,
5210028,AHMC FETAL FIBRONECTIN,$225.00,,
5210029,AHMC THYROXINE FREE,$15.10,,
5210030,AHMC GENTAMICIN PEAK,$27.50,,
5210031,AHMC-ASSAY OF GGT,$12.10,,
5210032,AHMC-ASSAY OF HAPTOGLOBINS,$28.80,,
5210033,AHMC-ASSAY OF IRON,$10.90,,
5210034,AHMC LACTIC ACID,$17.90,,
5210035,AHMC LIPASE SERUM,$11.50,,
5210036,AHMC LITHIUM,$11.10,,
5210037,AHMC MAGNESIUM SERUM,$11.20,,
5210038,AHMC-ASSAY OF MYOGLOBIN,$21.60,,
5210039,.MPH CULTURE TRACHEAL,$19.20,,
5210040,AHMC PHENOBARBITAL,$19.20,,
5210041,AHMC-ASSAY OF PHOSPHORUS,$8.00,,
5210042,.MPH CULTURE AMNIOTIC FLUID,$12.30,,
5210043,AHMC-ASSAY OF PREALBUMIN,$24.50,,
5210044,AHMC ACUTE HEPATITIS PANEL SERUM,$79.80,,
5210045,AHMC PHENYTOIN TOTAL,$28.10,,
5210047,AHMC CSF PROTEIN,$6.10,,
5210048,"AHMC-ASSAY OF PROTEIN, SERUM",$6.10,,
5210051,AHMC SALICYLATE BLOOD,$11.90,,
5210052,AHMC-ASSAY OF SERUM ALBUMIN,$8.30,,
5210053,AHMC-ASSAY OF SERUM POTASSIUM,$7.70,,
5210054,AHMC-ASSAY OF SERUM SODIUM,$8.10,,
5210055,.AHMC THEOPHYLINE,$23.70,,
5210056,.AHMC TOBRAMYCIN TROUGH,$27.00,,
5210057,AHMC C DIFF,$21.40,,
5210058,AHMC-ASSAY OF TRIGLYCERIDES,$9.60,,
5210059,"AHMC-ASSAY OF TROPONIN, QUANT",$16.50,,
5210060,AHMC URINE CHLORIDE RANDOM,$8.40,,
5210062,AHMC PTT(5050),$8.70,,
5210063,.AHMC OSMOLALITY URINE,$11.40,,
5210068,AHMC VANCOMYCIN PEAK,$22.70,,
5210069,AHMC TSH,$28.20,,
5210070,AHMC CHOLESTEROL,$7.30,,
5210072,AHMC CARBAMAZEPINE,$24.40,,
5210073,AHMC INDIA INK,$22.70,,
5210076,AHMC-AUTOMATED DIFF WBC COUNT,$10.80,,
5210077,.TEST AHMC HCV,$23.90,,
5210078,AHMC-AUTOMATED PLATELET COUNT,$7.50,,
5210079,.MPH CULTURE BLOOD,$5.00,,
5210080,AHMC RETIC COUNT (AUTO),$6.70,,
5210081,AHMC-B-12 BINDING CAPACITY,$24.00,,
5210083,"AHMC-BILIRUBIN, TOTAL",$8.40,,
5210084,AHMC FOLIC ACID,$24.60,,
5210086,AHMC CA 125,$28.10,,
5210088,AHMC-CARCINOEMBRYONIC ANTIGEN,$31.80,,
5210089,AHMC CBC W DIFF,$0.00,,
5210090,AHMC-MANUAL DIFF CHARGE,$13.00,,
5210091,AHMC-CKMB,$19.40,,
5210092,AHMC CBC W/AUTO DIFF(CHARGE),$13.00,,
5210093,AHMC-HEMOGRAM AUTO CHARGE,$10.80,,
5210094,AHMC CMP,$30.00,,
5210095,"AHMC-CORTISOL, FREE",$28.00,,
5210096,AHMC CRP QUANT,$8.70,,
5210097,AHMC CRP HIGH SENSITIVE,$21.70,,
5210100,.MPH CULTURE AB DRAINAGE,$15.90,,
5210101,MPH C DIFFICILE  TOXIGENIC DNA,$13.50,,
5210102,.MPH CULTURE ANAEROBE,$13.50,,
5210103,.MPH CULTURE GC,$11.10,,
5210105,.AHMC URINE DRUG SCREEN,$24.40,,
5210107,AHMC-ELECTROLYTE PANEL,$11.80,,
5210108,.MPH CULTURE STOOL,$15.80,,
5210109,AHMC-FETAL FIBRONECTION,$225.00,,
5210110,AHMC FIBRIN SPLIT PRODUCTS (FSP),$11.00,,
5210111,AHMC D DIMER QUANT,$17.10,,
5210113,AHMC-FIBRINOGEN TEST,$19.00,,
5210114,AHMC-FREE ASSAY (FT-3),$28.40,,
5210116,AHMC CSF GLUCOSE,$6.60,,
5210117,AHMC-GLUCOSE TEST,$8.00,,
5210118,AHMC TRIGLYCERIDES,$8.30,,
5210119,AHMC-GLYCOSYLATED HEMOGLOBIN TEST,$16.30,,
5210120,AHMC-HEMATOCRIT,$4.00,,
5210121,AHMC-HEMOGLOBIN,$4.00,,
5210122,"AHMC-HEP A ANITIBODY, TOTAL",$20.80,,
5210123,.AHMC HEPATITIS B SURFACE AB,$18.00,,
5210124,AHMC-HEPARIN ASSAY,$21.90,,
5210125,AHMC HEPATIC FUNCTION PANEL,$13.70,,
5210126,.AHMC HEPATITIS B SURFACE AG,$17.30,,
5210127,.AHMC HEPATITIS C AB,$23.90,,
5210129,AHMC-HIV-1,$14.90,,
5210130,.MPH CULTURE WOUND OR  ABCESS,$32.31,,
5210132,"AHMC-IMMUNOASSAY, TUMOR, CA 19-9",$34.90,,
5210133,AHMC-IRON BINDING TEST,$11.70,,
5210135,AHMC LIPID PANEL,$25.00,,
5210137,AHMC BMP,$15.00,,
5210138,"AHMC-MICROBE SUSCEPTIBLE, DIFFUSE",$2.70,,
5210139,"AHMC-MICROBE SUSCEPTIBLE, DISK",$11.60,,
5210140,"AHMC-MICROBE SUSCEPTIBLE, ENZYME",$2.70,,
5210141,.MPH SENSITIVITY (CHARGE),$13.17,,
5210142,AHMC-NATRIURETIC PEPTIDE,$56.90,,
5210143,AHMC BETA HCG QUANT,$17.10,,
5210144,.AHMC PLATELET FUNCTION,$65.00,,
5210145,AHMC FIBRINOGEN,$15.00,,
5210146,AHMC PROTIME,$6.60,,
5210149,AHMC-RENAL FUNCTION PANEL,$14.60,,
5210150,"AHMC-RESP SYNCYTIAL AG, EIA",$15.60,,
5210151,AHMC-RHEUMATOID FACTOR TEST,$9.50,,
5210152,"AHMC-RHEUMATOID FACTOR, QUANT",$9.50,,
5210153,AHMC-RUBELLA ANTIBODY,$24.10,,
5210154,AHMC-RUBEOLA ANTIBODY,$21.60,,
5210155,.MPH CULTURE BODY FLUID,$9.00,,
5210156,MPH GRAM STAIN,$7.20,,
5210158,AHMC PTT,$10.10,,
5210160,AHMC-TRANSFERASE (AST) (SGOT),$8.70,,
5210161,AHMC TROPONIN T,$16.50,,
5210162,.MPH CULTURE URINE,$11.00,,
5210163,AHMC-URINE PREGNANCY TEST,$3.90,,
5210164,AHMC VALPROIC ACID,$25.30,,
5210165,.MPH CULTURE BRONC WASH,$21.60,,
5210166,AHMC VITAMIN B12,$25.30,,
5210167,.AHMC AMIKACIN PEAK,$25.30,,
5210168,.AHMC AMIKACIN TROUGH SERUM,$25.30,,
5210169,.AHMC AMIKACIN RANDOM SERUM,$25.30,,
5210170,.AHMC TOBRAMYCIN PEAK,$27.00,,
5210171,.AHMC TOBRAMYCIN RANDOM,$27.00,,
5210172,AHMC GENTAMICIN TROUGH,$27.50,,
5210173,AHMC GENTAMICIN RANDOM,$27.50,,
5210174,AHMC VANCOMYCIN TROUGH,$22.70,,
5210175,AHMC VANCOMYCIN RANDOM,$22.70,,
5210192,.MPH CULTURE CERVIX,$11.10,,
5210210,AHMC PT AND PTT,$0.00,,
5210300,MPH CULTURE URINE,$11.00,,
5210301,MPH CULTURE WOUND OR  ABCESS,$32.31,,
5210302,MPH CULTURE BLOOD,$5.00,,
5210303,MPH CULTURE SPUTUM,$27.10,,
5210304,MPH CULTURE ANAEROBE,$13.50,,
5210305,MPH CULTURE ENVIRONMENTAL,$64.80,,
5210306,MPH CULTURE BODY FLUID,$9.00,,
5210307,MPH CULTURE STOOL,$15.80,,
5210308,MPH CULTURE APPENDIX,$24.80,,
5210309,MPH CULTURE BRONC WASH,$21.60,,
5210316,MPH CULTURE THROAT,$7.70,,
5210317,MPH CULTURE TISSUE,$527.95,,
5210318,MPH CULTURE TRACHEAL,$19.20,,
5210322,MPH CULTURE AB DRAINAGE,$15.90,,
5210324,MPH CULTURE AMNIOTIC FLUID,$12.30,,
5210326,MPH CULTURE BARTHOLIN CYS,$583.00,,
5210327,MPH CULTURE BONE MARROW,$583.00,,
5210328,MPH CULTURE CERVIX,$11.10,,
5210329,MPH CULTURE CYST,$583.00,,
5210331,MPH CULTURE GASTRIC ASPIRATE,$13.00,,
5210332,MPH CULTURE GC,$11.10,,
5210334,MPH CULTURE LUNG,$583.00,,
5210335,MPH CULTURE LYMPH NODE,$13.00,,
5210336,MPH CULTURE MOUTH,$583.00,,
5210338,MPH CULTURE NASOPHARYNGEAL,$583.00,,
5210345,MPH CULTURE SINUS,$583.00,,
5210347,MPH CULTURE ULCER,$583.00,,
5210348,MPH CULTURE UMBILICAL CORD,$583.00,,
5210350,AHMC HEPATITIS B SURFACE AG,$17.30,,
5210351,AHMC HEPATITIS C AB,$23.90,,
5210354,AHMC HEPATITIS B SURFACE AB,$18.00,,
5210355,AHMC AMIKACIN PEAK,$25.30,,
5210356,AHMC AMIKACIN RANDOM SERUM,$25.30,,
5210357,AHMC AMIKACIN TROUGH SERUM,$25.30,,
5210361,AHMC OSMOLALITY SERUM,$11.10,,
5210362,AHMC OSMOLALITY URINE,$11.40,,
5210364,AHMC PLATELET FUNCTION,$65.00,,
5210366,AHMC TOBRAMYCIN PEAK,$27.00,,
5210367,AHMC TOBRAMYCIN RANDOM,$27.00,,
5210368,AHMC TOBRAMYCIN TROUGH,$27.00,,
5210369,AHMC THEOPHYLINE,$23.70,,
5210372,AHMC URINE CALCIUM RANDOM,$15.00,,
5210376,AHMC URINE 24HR MAGNESIUM,$10.00,,
5210382,AHMC IONIZED CALCIUM,$8.00,,
5210383,.AHMC IONIZED CALCIUM,$8.00,,
5210390,MPH CULTURE UTERUS,$583.00,,
5210392,AHMC URINE DRUG SCREEN,$24.40,,
5210500,.MPH GRAM STAIN (CHARGE),$13.17,,
5230640,.MPH CULTURE BONE MARROW,$583.00,,
5230657,CULTURE BRONC WASH MPH,$583.00,,
5230665,CULTURE RECTAL MPH,$583.00,,
5230673,CULTURE EAR MPH,$583.00,,
5230681,CULTURE BIOPSY/SURG SP MPH,$583.00,,
5230699,CULTURE CATH TIP MPH,$583.00,,
5230707,CULTURE OTHER SOURCE MPH,$583.00,,
5230708,.MPH CULTURE ULCER,$583.00,,
5230709,CULTURE AB DRAINAGE MPH,$583.00,,
5230710,CULTURE AMNIOTIC FLUID MPH,$583.00,,
5230711,CULTURE APPENDIX MPH,$583.00,,
5230712,CULTURE AXILLA MPH,$583.00,,
5230713,.MPH CULTURE BARTHOLIN CYS,$583.00,,
5230714,CULTURE BILE MPH,$583.00,,
5230715,CULTURE CERVIX MPH,$583.00,,
5230716,CULTURE BODY FLD W GRAM STAIN MPH,$583.00,,
5230717,CULTURE BONE MARROW MPH,$583.00,,
5230718,CULTURE CATH MPH,$583.00,,
5230719,.MPH CULTURE CYST,$583.00,,
5230720,CULTURE FOOT MPH,$583.00,,
5230721,CULTURE GALL BLADDER MPH,$583.00,,
5230722,.MPH CULTURE GASTRIC ASPIRATE,$583.00,,
5230723,CULTURE ENVIRONMENTAL MPH,$583.00,,
5230724,.MPH CULTURE LUNG,$583.00,,
5230725,.MPH CULTURE LYMPH NODE,$583.00,,
5230727,.MPH CULTURE MOUTH,$583.00,,
5230728,MPH CULTURE MRSA SCREEN,$583.00,,
5230729,CULTURE NASAL MPH,$583.00,,
5230730,.MPH CULTURE NASOPHARYNGEAL,$583.00,,
5230731,CULTURE EYE MPH,$583.00,,
5230732,CULTURE PERIRECTAL ABSC MPH,$583.00,,
5230733,CULTURE PERITONEAL SWAB MPH,$583.00,,
5230734,CULTURE PLACENTA MPH,$583.00,,
5230735,CULTURE PUS MPH,$583.00,,
