Charge Number,Description,Charge
70173783,TUBE G REPLACEMENT 0100-18,104.35
2052801,TUBE GASTRO 18FR,87.5
1101129,TUBE GASTRO 24FR,87.5
1130991,TUBE GASTRO ALL SIZE,107
2059180,TUBE GASTRO SIZE 22FR  2/BX,87.5
2059181,TUBE GASTRO SIZE 24FR  2/BX,87.5
2050439,TUBE GASTROSTOMY 16FR,76
1101126,TUBE GASTROSTOMY 20FR,87.5
2050440,TUBE GASTROSTOMY 20FR  2/BX,87.5
70172700,TUBE KAMVAC SUCTION,91
2040460,TUBE KEOFEED 8FR,60
2502924,TUBE NASAL RAE,12
2030129,TUBE NASO-GASTRIC,17.75
2502926,TUBE ORAL RAE,8.4
2030173,TUBE SALEM SUMP,16
2040457,TUBE SALEM SUMP 12FR 50/CS,17.25
2041618,TUBE SALEM SUMP 14FR 50/CS,17.25
2051289,TUBE SALEM SUMP 16FR 50/CS,36.75
2052720,TUBE SALEM SUMP 18FR 50/CS,24.25
70170293,TUBE SHEEHY TYPE BUTTON,1643
431634,TUBE THORACOSTOMY,254
65058,TUBE TRACH 6 CLJ SS,19.5
70173417,TUBE TRACH HYPERFLEX 60,461.55
70173438,TUBE VENT TRIUNE1.35MM  510-121,72.6
1511076,TUBERCULIN SKIN TEST 5UNITS/0.1ML,67
70172671,TUBES EAR,72
2030414,TUBING ARTERIAL PRESSURE,17.25
70172010,TUBING ARTHREX PUMP,134.2
70174090,TUBING BIPOLAR 4004-134,100.8
70130905,TUBING CO 2 INSUFFLATION,66
70170830,TUBING CYSTO IRRIGATION,5.58
2531034,TUBING EPIDURAL PUMP SET,70
70170922,TUBING IRRIGATION SET,44.38
2030392,TUBING IV PUMP DAILY,30
70170832,TUBING LARGE BORE (Y BORE),14.63
70173258,TUBING POWER INJ HIGH PRESSURE HPF480K,31.5
70131436,TUBING SUCTION CONMED BOVIE,166
70170831,TUBING TUPB IRRIGATION,11.76
1512026,TUCKS PERIANAL WIPES,19
1512897,TUMS {CALCIUM CARBONATE 500MG} TAB,2
70172766,TURY TUBING,43
1511865,TUSSIONEX DOSE {HYDROCODONE-CHL} 5ML,14
70180129,TW DRL/.9X46MM DRL 4MMSTOP END,306.4
70174315,TWIST DRILL 1.4TWIST DRILL 1.4mm DIA. AO,181
70174123,TWIST DRILL 1.9TWIST DRILL 1.9mm DIA. AO,181
70174314,TWIST DRILL 2.5mm DIA. AO,181
1510015,TYLENOL {ACETAMINOPHEN 120MG} SUPP,0
1513645,TYLENOL {ACETAMINOPHEN 325MG} SUPP,7
1512045,TYLENOL {ACETAMINOPHEN 325MG} TAB,0
1510016,TYLENOL {ACETAMINOPHEN 650MG} SUPP,8
1514311,TYLENOL {ACETAMINOPHEN 80MG} SUPP (S),0
1511870,TYLENOL E/S {ACETAMINOPHEN 500MG} TAB,0
1500390,TYLENOL LIQ UD  650MG/20ML (N),0
1513473,TYLENOL LIQ UD {ACETAMINOPHEN} 160MG/5ML,0
1513833,TYLENOL PM X/S TAB (S),0
1513474,TYLENOL W/CODEINE ELIXIR 5ML UD,14
1512038,TYLENOL/CODEINE #3 TAB,14
5050430,TYPE & Rh,0
5094233,TYPE AND SCREEN,0
5005434,U2 SNRNP,70
2051321,U-BAG PEDIATRIC 100/BX,22.5
3370169,UGI AND SMALL BOWEL W/AIR CONTRAST,926
3370442,UGI AND SMALL BOWEL W/O AIR CONTRAST,610
3370164,UGI W/AIR CONTRAST,610
3370441,UGI W/O AIR CONTRAST,528
70185152,"UKA TIBIAL BEARING, SIZE 1, 8MM, VIT-E",2250
70180168,"UKA TIBIAL BEARING, SIZE 2 9MM VIT-E",2250
70170420,ULNAR NERVE PADS,12
1500432,ULORIC {FEBUXOSTAT} 40MG,12
1514242,ULTANE {SEVOFLURANE} PER 20ML USE,102
1514686,ULTRACET TAB:37.5/325MG (N),13
1513714,ULTRAM {traMADol 50MG} TAB,13
70172767,ULTRASTONE SHORT NOSE,613
1514564,UNASYN 3G/NS100ML MINI{AMPICI/SULBA} (S),113
1513264,UNASYN{AMPICILLIN/SULBACT}INJ 1.5GM VIAL,70
1513263,UNASYN{AMPICILLIN/SULBACTAM}INJ 3GM VIAL,74
2054964,UNDERPAD PREWRAPPED  HH10 PK/CS,32
70174471,UNIVERSAL APEX HUMERAL STEM AR-9100-10S,4450
70170124,UNIVERSAL DRAPE PACK,21.73
70174472,UNIVERSAL II HUMERAL HEAD AR-9156-24P,2337.5
70174470,UNIVERSAL VAULTLOCK SMALL AR-9106-01,2100
5084427,UREA NITROGEN CLEARANCE,36
5084371,UREA NITROGEN URINE (BUN URINE),52
1515576,URECHOLINE {BETHANECHOL 25MG} TAB,10
1515090,URECHOLINE {BETHANECHOL 5MG} TAB (S),10
70170892,URETERAL SHEATH 28CM,225
70170893,URETERAL SHEATH 35CM,206.25
70174270,URETHERAL CATHETERS POLYURTHONE OPEN TIP,64.84
70172769,URETHERAL STENT,575
5084033,URIC ACID,29
5094235,URIC ACID URINE,36
5093029,URIC ACID URINE 24HR,49
5005560,URIC ACID URINE 24HR MMCN,49
70170441,URIMETER BAG,192.5
2030836,URINAL MALE,19.5
2055021,URINAL MALE 48MIN,17.25
5093094,URINALYSIS,0
5050472,URINALYSIS - MMCN,0
5050442,URINALYSIS - OUTPATIENT,0
5005200,URINALYSIS W/O MICROSCOPIC,26
5005483,URINALYSIS W/O REFLEX TO CULTURE,0
5050399,URINE ALBUMIN,56
5005260,URINE BLOOD,10
431649,URINE CATH COMPLEX,137
431648,URINE CATH SIMPLE,95
5089029,URINE CHLORIDE (SPOT),56
5005449,URINE HCG QUALITATIVE FOR DI STUDIES,0
5005095,URINE MICROSCOPIC ONLY,12
5050406,URINE PROTEIN (SPOT),44
5093039,URINE W/MICROSCOPIC,25
1512078,URISPAS {FLAVOXATE 100MG} TAB,10
1514932,UROCIT-K TAB:10MEQ (S),10
1514247,UROGESIC BLUE,12
70131791,UROVAC BLADDER 730-125,128
1515014,UROXATRAL {ALFUZOSIN 10MG} TAB,23
3203307,US 3D RECONSTRUCTION,86
3271001,US ABDOMEN,463
3203203,US ABDOMEN (LIMITED),305
3203286,US ANKLE/BRACHIAL INDICES,195
3203295,US ANKLE/BRACHIAL INDICES (DISABILITY),195
3303436,US ANKLE/BRACHIAL INDICES (NON RAD),195
3203225,US AORTA COMPLETE,420
3203226,US AORTA LIMITED,386
3203235,US AORTA MEDICARE SCREENING,386
3203282,US ARTERIAL DOP LOW EXT/LIMITED,170
3203283,US ARTERIAL DOP LOW EXT/LIMITED (NONRAD),170
3203278,US ARTERIAL DOP UPP EXTREM/LIMITED,164
3271039,US ARTERIAL DOPPER UP/LOWER EXTREM,463
3203274,US ARTERIAL DOPPER UP/LOWR EXTREM NONRAD,463
3203324,US BREAST LEFT COMPLETE,371
3203326,US BREAST LEFT LIMITED,371
3271032,US BREAST RIGHT COMPLETE,371
3203229,US BREAST SPECIMEN,146
3203201,US CHEST,290
3203234,US DIFINITY (CONTRAST) PER 1ML,78
3203292,US DUPLEX CAROTID BILAT NON RAD,463
3271045,US DUPLEX CAROTID BILATERAL,463
3203276,US DUPLEX CAROTID BILATERAL (NON RAD),463
3271069,US DUPLEX SCAN ABD PELVIS,639
3203265,US ECHO COMP NON-RAD,1240
3203300,US ECHO COMP PHILIP NON-RAD,1240
3203303,US ECHO LIMITED PHILIP,587
3203344,US ECHO STRAIN IMAGING,1000
3271041,US ECHOCARDIOGRAPHY COMPLTE,1240
3271070,US ECHOCARDIOGRAPHY LIMITED,587
3203290,US EXTREMITIES LIMITED,193
3271075,US FETAL LIMITED,323
3203206,US FETAL OB EA. ADD GEST < 14 WKS,62
3271085,US FETAL OB EA. ADD GEST > 14 WKS,62
3203208,US FETAL OB FOLLOW-UP,193
3271008,US FETAL OB GREATER THAN 14 WKS,463
3203205,US FETAL OB LESS THAN 14 WKS,461
3203211,US FETAL OB MC < 14 WKS,461
3271083,US FETAL OB MC > THAN 14 WEEKS,461
3203214,US FETAL OB MC FOLLOW-UP,193
32032217,US FETAL OB MC LIMITED (AFI),323
3271010,US GALLBLADDER,386
3203232,US GUIDANCE VASCULAR ACCESS,90
3203230,US GUIDED ABSCESS DRAIN W/CATH PLAC PRO,949
400505,US GUIDED ASPIRATN  INTERMEDIATE JOINT,1268
3271077,"US GUIDED BIOPSY EX THYROID, DISC SPACE",849
3203204,US GUIDED BREAST BIOPSY,2400
3203264,US GUIDED BREAST BIOPSY NON-RAD,2400
3203342,US GUIDED CYST FNA,1202
3271029,US GUIDED FOR NEEDLE PLACEMENT,302
3203217,US GUIDED PARACENTESIS,1012
3203341,US GUIDED PLEURAL DRAINAGE CATHETER,1212.98
3203316,US GUIDED SUPERFICIQAL LYMPH NODE BX,604
3270576,US GUIDED THORACENTSIS INJ PROC,1012
3271078,US GUIDED THYROID BIOPSY S/I,348
3271084,US INTRAOPERATIVE,511
3271015,US LIVER (HEPATIC STUDY),386
3271071,US OB BIOPHT W/O NST,582
3203224,US OB BIOPHY MC W/NST,722
32032216,US OB BIOPHY MC W/O NST,582
3203223,US OB BIOPHY W/NST,722
3271062,US OB LIMITED,193
3203215,US OB MC TRANSVAGINAL,461
3203209,US OB TRANSVAGINAL,492
3303499,US OB/GYN OFFICE,0
3271018,US PANCREAS,336
3271019,US PELVIS,463
3203233,US PELVIS LIMITED,224
3271002,US RENAL COMPLETE,420
3271024,US RENAL LIMITED,386
3271031,US SCROTUM,335
3203202,US SOFT TISSUE HEAD/NECK,371
3203269,US SPLEEN,400
3271026,US THYROID,371
3203266,US TRANSESOPH ECHO NON-RAD,1160
3271079,US TRANSESOPHAGEAL ECHO 2D,1160
3271081,"US TRANSESOPHAGEAL, ECHO COLOR",309
3203267,"US TRANSESOPHAGEAL, ECHO COLOR NON-RAD",309
3271080,"US TRANSESOPHAGEAL, ECHO PWCW",309
3203268,"US TRANSESOPHAGEAL, ECHO PWCW NON-RAD",309
3271033,US TRANSVAGINAL NON-OBSTETRIC,463
3271043,US VENOUS DOPPLER BI-LATERAL,463
3203270,US VENOUS DOPPLER BI-LATERAL (NON RAD),463
3203221,US VENOUS DOPPLER UNI-LAT,463
3203272,US VENOUS DOPPLER UNI-LAT (NON RAD),463
3203311,US VENOUS INSUFFICIENCY STUDY BILAT,463
3203309,US VENOUS INSUFFICIENCY STUDY BILAT NONR,463
3203312,US VENOUS INSUFFICIENCY STUDY UNILAT,463
3203310,US VENOUS INSUFFICIENCY STUDY UNILAT NON,463
70174101,V CARE LARGE CONMED 60-6085-202,217.25
70174099,V CARE MEDIUM CONMED 60-6085-201,217.25
70174100,V CARE SMALL CONMED 60-6085-200,217.25
5092451,V ZOSTER IGG/IGM 235945,49
70180025,V40 COCR LFIT HEAD 32mm/0,1615.3
70173285,VADAPTOR COMP BIOMET VERSA DIAL STANDARD,355
2030328,VAGINAL PACKING 1  E R (CS),19.75
5005443,VAGINITIS PLUS NUSWAB 180021,50
1512102,VALIUM {DIAZEPAM 10MG} TAB,12
1511872,VALIUM {DIAZEPAM 2MG} TAB,8
1511873,VALIUM {DIAZEPAM 5MG} TAB,8
1511699,VALIUM {DIAZEPAM} INJ 10MG/2ML,53
5094244,VALPROIC ACID (DEPAKENE),77
5084057,VALPROIC ACID FREE (DEPAKENE-FREE),77
1513842,VALTREX {valACYclovir 500MG} TAB,20
1101137,VALVE BIOPSY,17.61
1101171,VALVE SET DEFENDO DISPOSABLE,37.5
2502936,VALVE SUCT DISP,50.15
1101135,VALVE SUCTION,41.1
1101167,VALVE Y-OPSY IRRIGATOR FOR OLYMPUS,25
1512799,VANCOCIN (VANCOMYCIN) CAP:125MG (S),32
1515182,VANCOMYCIN 1500MG/NS 500ML (S),406
1500672,VANCOMYCIN 1750MG/500ML,187
1515184,VANCOMYCIN 1750MG/NS 500ML (S),488
1514525,VANCOMYCIN 1GM ADVANTAGE VIAL,262
1515238,VANCOMYCIN 1GM/NS 250ML ADD-VANTAGE (S),262
1500673,VANCOMYCIN 2000MG/500ML,187
1521103,VANCOMYCIN 750MG ADV VIAL,59.22
1515185,VANCOMYCIN 750MG/NS 250ML ADVANTAGE,262
1513066,VANCOMYCIN INJ 1GM VIAL,187
1500607,VANCOMYCIN INJ 1GM VIAL  OMNICELL,187
1512720,VANCOMYCIN INJ 500MG VIAL,106
1515380,VANCOMYCIN ORAL SOLN 500MG/20ML CMPD (S),51
1500068,VANCOMYCIN ORAL SOLUTION: 500MG/20ML (N),35
5092165,VANCOMYCIN PEAK,102
5050213,VANCOMYCIN RANDOM,102
5094245,VANCOMYCIN TROUGH,102
1513757,VANTIN (CEFPODOXIME) TAB:200MG (S),18
70173604,VAPRS COOLPULSE 90 DEPUY 228147,872.5
70180131,VARIAX COMPRESSION PLATE 7 HOLE/L90 WITH,764.5
70185288,"VARIAX COMPRESSION PLATE, NARROW, STRAIG",1122
70180189,"VARIAX COMPRESSIONPLATE, NARROW, STRAIGH",764.5
70185081,"VARIAX STRAIGHT PLATE, 10 HOLE",808.5
20173908,"VARIAX STRAIGHT PLATE, 5 HOLE",778.79
70173918,"VARIAX STRAIGHT PLATE, 5 HPLATE 4",778.79
70180017,"VARIAX STRAIGHT PLATE, 6 HOLE",778.8
70173676,VARIAX STRAIGHT PLATPLATE 8HOLE 40-20808,778.79
70180020,"VARIAX STRAVARIAX STRAIGHT PLATE, 7 HOLE",778.8
5005438,VARICELLA ZOSTER DFA 185009,240
5050482,VARICELLA ZOSTER DNA PCR 138313,475
5091069,VARICELLA ZOSTER VIRUS IGG 096206,118
5094246,VARICELLA ZOSTER VIRUS IGM 096776,118
1500698,VARIZIG SOLN INJ 125 UNITS,2790.27
70170510,VASCULAR GRAFT PTFE 8MMx70CM,2059.96
51662,VASELINE 16 OZ,0
6506567,VASOPNEUMATIC DEVICE,48
1518417,VASOPRESSIN DRIP 50UNITS/50ML,71
1500237,VASOTEC (ENALAPRIL) TAB 2.5MG (N),10
1512982,VASOTEC {ENALAPRIL 10MG} TAB,13
1512788,VASOTEC {ENALAPRIL 5MG} TAB,12
1513169,VASOTEC I.V. (ENALAPRAT):2.5MG/2ML,90
1513685,VASOTEC I.V. {ENALAPRIL} 1.25MG/1ML,40
3370465,VCU (VOIDING CYSTOGRAM) INJ PROC,282
3370024,VCU (VOIDING CYSTOGRAM) S/I,282
5091056,VDRL CSF 006445,47.56
5005307,VEGF 117021,365
70173598,VEIN SAPHENOUS V010,14680
1514891,VENOFER (IRON SUCROSE) INJ:100MG/5ML,170
1500353,VENOFER {IRON SUCROSE} INJ 100MG/5ML (S),148
5005249,VENOUS BLOOD GASES,150
4704800,VENOUS PUNCTURE,0
4765002,VENT EQUIPMENT CHECK=>,0
4704709,VENTILATOR CIRCUIT - SUPPLY,26
4765022,VENTILATOR CONTINUOUS (PER HOUR),0
4765001,VENTILATOR INITIAL DAY,1267
4765103,VENTILATOR SUBSEQUENT DAYS,1020
70170186,VENTRALEX  0010301 DAVOL,824
4704708,VENTURI MASK SUPPLY,34
1512436,VERAPAMIL INJ 5MG/2ML,39
1513330,VERELAN SR {VERAPAMIL 180MG} CAP (S),10
70173447,VERSAPORT 12M BLADELESS TROCAR,106.27
70173448,VERSAPORT 5M BLADELESS REF ONB5STF,95.66
45644,VERSASTEP 5MM 3/BX  VS101005,0
70170621,VERSASTEP NEEDLE LONG,96
70170617,VERSASTEP NEEDLE S100000,96
70170654,VERSASTEP NEEDLE SHORT,96
70170264,VERSASTEP SLEEVE,154
1512741,VERSED {MIDAZOLAM} INJ 10MG/2ML (S),102
1513746,VERSED {MIDAZOLAM} INJ 1MG/ML 2ML VIAL,41
1514191,VERSED {MIDAZOLAM} SYRUP 10MG/5ML DOSE,49
1520369,VERSED 100MG/100ML DRIP,641
9009056,VERSED INJ (MIDAZOLAM) 2MG/ML,24
1500238,VERSED INJ (MIDAZOLAM): 50MG/10ML (N),40
1513744,VERSED INJ 1MG/ML 10ML VIAL (S),62
1512898,VERSED INJ 1MG/ML 5ML VIAL (S),53
1515165,VESICARE {SOLIFENACIN 5MG} TAB,21
70170531,VESSEL LOOPS MAXI BLUE (10-00-78),7.2
70170529,VESSEL LOOPS MAXI RED (10-00-76),7.2
70170533,VESSEL LOOPS MAXI WHITE (10-00-82),7.2
70170530,VESSEL LOOPS MINI BLUE (10-00-77),7.2
70170532,VESSEL LOOPS MINI WHITE (10-00-81),7.2
70170526,VESSEL LOOPS MINI YELLOW (10-00-79),7.2
2056471,VEST SMALL RESTRAINT PED,31
1520622,VFEND (VORICONAZOLE) ORAL TABLET 200MG,140
1520688,VFEND(VORICONAZOLE) I.V. INJECTION 200MG,270
1500594,VIBATIV {TELAVANCIN} INJ 750MG/VIAL,1015
1500710,VIBERZI 100MG TAB,51
1512121,VIBRAMYCIN {DOXYCYCLINE100MG} ORAL,12
1512122,VIBRAMYCIN IV {DOXYCYCLINE 100MG}  VIAL,40
1514088,VICOPROFEN {HYDROcodone/IBUPROFEN} TAB,12
61661681,VICRYL 2-0 RAPIDE CT1 VR945,19.5
61661682,VICRYL 3-0 RAPIDE SH VR416,18.3
1500586,VICTOZA INJ {LIRAGLUTIDE} 6MG/ML,497
1514916,VIGAMOX{MOXIFLOXACIN 0.5%}OPTH DROPS 3ML,113
1515449,VIIBRYD {VILAZODONE HCL 20MG} TAB,25
1500510,VIMPAT (LACOSAMIDE) TABLET: 100MG (N),12
1500240,VIMPAT {LACOSAMIDE 50MG} TAB,12
1515369,VIMPAT INJ 200MG/20ML VIAL,111
5050333,VIRAL CULTURE RAPID RESP 186015,42
1520793,VIRASAL TOPICAL SOLUTION 27.5%:10ML,654
5005488,VIRUS DFA RESPIRATORY PROFILE W/REFLEX,150
1500700,VISAPAQUE NO CHARGE ATTACHED (PACU ONLY),0
5084155,VISCOSITY SERUM 004861,82
1512135,VISINE EYE DROPS:15ML,20
1515072,VISION BLUE 0.06% SYRINGE 0.5ML EACH,138
1520820,VISIPAQUE INJECTION SOL 320MG/1ML:100ML,62
70173360,VISIPAQUE V046 320 150ML,165.25
70171952,VISISORB ABSORB STICK,6.88
1511413,VISKEN {PINDOLOL 5MG} TAB,10
1515448,VISTARIL (hydrOXYzine) INJ:100MG/2ML (S),37
1510937,VISTARIL (hydrOXYzine) INJ:50MG/1ML (S),37
1512594,VISTARIL (hydrOXYzine) PAMO CAP:25MG (S),14
1512138,VISTARIL (hydrOXYzine) PAMO CAP:50MG (S),10
1515440,VISTARIL {hydrOXYzine} INJ 25MG/1ML,37
1500318,VISTARIL CAP (HYDROXYZINE): 25MG (N),10
1500319,VISTARIL CAP (HYDROXYZINE):50MG (N),10
5084257,VITAMIN A (RETINOL)  017509,122
1514702,VITAMIN B COMPLEX TAB (S),7
5094247,VITAMIN B-1 ASSESSMENT  121186,146
5093658,VITAMIN B12,67
1514162,VITAMIN B12 (CYANOCOBAL) TAB:1000MCG (S),12
1513811,VITAMIN B12 {CYANOCOBAL 100MCG} TAB (S),8
5092522,VITAMIN B-6  004655,115
1511618,VITAMIN B-6 {PYRIDOXINE 100MG} TAB,10
5092594,VITAMIN C  001479,98
1512147,VITAMIN C {ASCORBIC ACID 500MG} TAB,7
5084133,VITAMIN D 1 25 DIHYDROXY 081091,163
5094248,VITAMIN D 25-HYDROXY,163
5005562,VITAMIN D 25-HYDROXY MMCN,163
1515013,VITAMIN D ORAL 400UNIT,7
5050277,VITAMIN D PANEL 504115,120
1515223,VITAMIN D TAB 1000UNIT,7
1500381,VITAMIN D TAB 5000 UNIT,7
1512987,VITAMIN D{ERGOCALCIFEROL 50000UNITS} CAP,7
1512149,VITAMIN E 400 UNITS CAP,7
1500243,VITAMIN E CAP : 200UNITS (N),8
1511906,VITAMIN E CAP:100UNIT (S),7
5092341,VITAMIN E SERUM 070140,122
5050393,VITAMIN K1 121200,220
70173470,VITOSS BA2X 2102-2110,6227.68
70185258,VITOSS BBTRAUMA FOAM PACK 5CC,3110
1513707,VIVARIN {CAFFEINE 200MG} TAB,7
5005275,VKORC1,500
5091050,VMA (QUANT) URINE 24HR 004143,97
5084414,VMA RANDOM URINE 123208,169
1514493,VODKA FOR RESP CARE USE:3CC (S),0
70185210,"Volar distal Radius Plates, Narrow Left",1987.5
70185182,"Volar distal Radius Plates, Narrow Right",1987.5
70174163,"Volar Distal Radius Plates, Standard Lef",1987.5
70180217,"Volar Distal Radius Plates, Standard Rig",1987.5
5084227,"VOLATILES, BLOOD 007062",59
5050318,VOLTAGE GATED CALCIUM CHANNEL AB 140640,360
1512997,VOLTAREN DEL RELEASE 75MG TAB (S),14
1500448,VOLTAREN GEL {DICLOFENAC SODIUM} 1%,96
1513987,VOLTAREN OPHTH DROPS PER USE {SURG} (S),41
5084318,VOLUME MEASUREMENT,27.67
5092303,VON WILLEBRAND ACTIVITY 164509,204
5005226,VON WILLEBRAND FACTOR MULTIMERS 500148,310
5092485,VON WILLEBRAND PROFILE 084715,310
5005642,VORICONAZOLE 700353,230
1101275,WALLFLEX COLONIC STENT SYSTEM,3450
1101285,WALLFLEX ENTERNAL DUODENAL 27/22X9 230CM,4928
1101266,WALLFLEX FULLY COVERED RMV 10X40,7988
1101267,WALLFLEX FULLY COVERED RMV 10X60,7988
1101261,WALLFLEX UNCOVERED 10X40,5674
70173326,WAND PROCISE MAX EIC8898-01,613
70172202,WAND ULTRA PED COBLATOR,647
70172366,WAND WHIRLWIND,400
5005274,WARFARIN P450 2C9 AND VKORC1 511460,500
2055218,WARMER HEEL INFANT DISPOSABLE 25/BX,8
70185315,WASHER FOR 3.5mm SCREW,156.2
65209,WATER BOTTLE FOR INHALATION CAREFUSION,0
1513548,WATER FOR INJ {BACTERIOSTATIC} 30ML (S),15
1500693,WATER FOR INJECTION (STERILE):5ML,8
1514098,WATER FOR INJECTION {STERILE} 1000ML,32
1513546,WATER FOR INJECTION {STERILE} 10ML,8
1500682,WATER FOR INJECTION {STERILE} 20ML,8
1513547,WATER FOR INJECTION {STERILE} 50ML,17
1101208,WATER PORT CONNECTORS SINGLE USE,7.5
5088042,WBC COUNT,31
5082005,WEAK D,37
4765148,WEANING PARAMETERS RSBI,35
70171700,WECK WIPES,6.06
70171953,WECK-CEL SURGICAL SPEARS,6.25
2031356,WEDGE GEL CUSHION POSEY,11.5
1514708,WELCHOL {COLESEVELAM 625MG} TAB,13
70170258,WELL LEG HOLDER FOAM,122.5
1513385,WELLBUTRIN {buPROPion 100MG} TAB,12
1513384,WELLBUTRIN {buPROPion 75MG} TAB,12
1514358,WELLBUTRIN SR {buPROPion 100MG} TAB,12
1513995,WELLBUTRIN SR {buPROPion 150MG} TAB (S),14
1515021,WELLBUTRIN XL (buPROPion)TAB:300MG (S),17
1514926,WELLBUTRIN XL {buPROPion 150MG} TAB,14
5005030,WEST NILE VIR 138842,383
5005028,WEST NILE VIR IGM,96
5050206,"WEST NILE VIRUS, CSF 138966",150
5081068,WET MOUNT,55
6506568,WHIRLPOOL,234
6564011,WHIRLPOOL I FULL BODY SINGLE EXTREMITY,112
6564029,WHIRLPOOL OPEN WOUND/SMALL,87
1510319,WHISKEY/BOURBON 30ML,0
3203308,WI US 3D RECONSTRUCTION,86
32032100,WI US ABDOMEN (LIMITED),305
32032101,WI US ABDOMINAL,463
32032102,WI US AORTA COMPLETE,420
3203327,WI US BREAST LEFT COMPLETE,371
3203329,WI US BREAST LEFT LIMITED,371
32032105,WI US BREAST RIGHT COMPLETE,371
3203328,WI US BREAST RIGHT LIMITED,371
32032107,WI US CHEST,290
32032111,WI US DUPLEX CAROTID BILATERAL,463
3203291,WI US EXTREMITIES LIMITED,193
32032117,WI US FETAL LIMITED (AFI),323
32032120,WI US FETAL OB FOLLOW-UP,193
32032121,WI US FETAL OB GREATER THAN 14 WKS,463
32032122,WI US FETAL OB LESS THAN 14 WKS,461
32032123,WI US FETAL OB MC < 14 WKS,461
32032124,WI US FETAL OB MC > THAN 14 WEEKS,461
32032125,WI US FETAL OB MC EA. ADD GEST < 14 WKS,62
32032127,WI US FETAL OB MC FOLLOW-UP,193
32032128,WI US FETAL OB MC LIMITED (AFI),323
32032129,WI US GALLBLADDER,386
32032131,WI US LIVER (HEPATIC STUDY),386
32032133,WI US OB BIOPHY MC W/NST,722
32032136,WI US OB LIMITED,193
32032138,WI US OB TRANSVAGINAL,492
32032142,WI US PELVIS,463
3203313,WI US PELVIS LIMITED,224
3203314,WI US RENAL COMPLETE,420
32032144,WI US RENAL LIMITED,386
32032145,WI US SOFT TISSUE HEAD/NECK,371
32032146,WI US THYROID,371
32032147,WI US TRANSVAGINAL NON-OBSTETRIC,463
32032149,WI US VENOUS DOPPLER BI-LATERAL,463
32032150,WI US VENOUS DOPPLER UNI-LAT,463
51823,WIPE BABY 12MIN,5.75
2002001,WIPE BABY 15/CS 80 SHEETS/PK,5.75
2054814,WIRE GUIDE .035 X 150CM STR 5/BX 670-308,0
70174156,WIRE GUIDE 1.35,80
70174480,WIRE GUIDE 260CM CURVED G45353,247.5
6506569,WORK HARDENING/CONDITIONING INTITIAL 2HR,114
300303,WOUND CARE/DRESSING CHANGE,91
431655,WOUND REPAIR BY ADHESIVE,36
2058964,WRAP COBAN  3  24/BX,8
2058965,WRAP COBAN  6   12/BX,9.75
2051256,WRAP COBAN 4  18/BX,8
3370836,WRIST BILATERAL,293
3370174,WRIST LEFT,254
3303311,WRIST LT 2 VIEWS,252
3370175,WRIST RIGHT,254
3303312,WRIST RT 2 VIEWS,252
70171584,WRIST SPLINT LEFT LG,31.3
70171582,WRIST SPLINT LEFT MED,31.3
70171585,WRIST SPLINT RIGHT LG,31.3
70180174,X3 TRIATHLON CS INS SIZE2 16MM,3695.76
70185084,X3 TRIATHLON CS INS SIZE3 16MM,3695.76
70185209,X3 TRIATHLON CS INS SIZE3 19MM,3695.76
70180035,X3 TRIATHLON CS INS SIZE4 9MM,3695.76
1513937,XALATAN OPHTH DROPS 0.005% 2.5ML,129
1512307,XANAX (ALPRAZolam) TAB:0.25MG (S),12
1512308,XANAX (ALPRAZolam) TAB:0.5MG (S),15
1512309,XANAX (ALPRAZolam) TAB:1MG (S),17
1500321,XANAX TAB (ALPRAZolam) 0.25MG (N),10
1500322,XANAX TAB (ALPRAZolam) 0.5MG (N),10
1500323,XANAX TAB (ALPRAZolam) 1MG (N),10
1500376,XARELTO TABLET(RIVAROXABAN 10MG),20
1500470,XARELTO TABLETS {RIVAROXABAN} 15MG,25
1515197,XIFAXAN {RIFAXIMIN 550MG} TAB,55
1517545,XOLAIR 150 MG VIAL,3146.52
1514392,XOPENEX (LEVALBUTEROL) SOLN 0.63MG/3ML,17
1514629,XOPENEX (LEVALBUTEROL) SOLN 1.25MG/3ML,18
3303517,XR PLEURAL CATH REMOVAL,1531
1517273,XYLOCAINE  2% MPF INJ 10ML VIAL,22
1513425,XYLOCAINE  2% MPF INJ 5ML VIAL,22
1500690,XYLOCAINE  2% MPF INJ:2ML VIAL,22
1500406,XYLOCAINE {LIDOCAINE} 1%/EPI  20ML MDV,32
1517662,XYLOCAINE {LIDOCAINE} 2%/EPI 20ML MDV,21
1500244,XYLOCAINE 0.5% INJ (LIDOCAINE): 50ML (N),30
1513520,XYLOCAINE 0.5% INJ-PER DOSE (S),24
1500245,XYLOCAINE 0.5%/EPI INJ:50ML (N),30
1512179,XYLOCAINE 0.5%/EPI INJ-PER USE (S),39
1500689,XYLOCAINE 1% MPF INJ 2ML,17
1515211,XYLOCAINE 1% MPF INJ 5ML,17
1514854,XYLOCAINE 1%/EPI INJ 50ML MDV (S),45
1500246,XYLOCAINE 1%/EPI INJ:20ML (N),28
1513912,XYLOCAINE 1%/EPI INJ-PER USE (S),32
2030187,XYLOCAINE 2% 50CC VIAL,26
1500408,XYLOCAINE 2% INJ 50ML MDV (S),26
1515161,XYLOCAINE 2% JELLY {LIDOCAINE} 5ML,33
