Hospital Service, Price ,,,,,,,,
CYTARABINE LIPOSOME 50MG P10MG  ," $8,892.00 ",,,,,,,,
"CYTOMEGALOVIRUS IMM IV /VIAL,   "," $3,344.31 ",,,,,,,,
D5W 400ML BAG                   , $4.80 ,,,,,,,,
DABIGATRAN 150MG CAPSULE        , $14.67 ,,,,,,,,
DABIGATRAN 75MG CAPSULE         , $14.67 ,,,,,,,,
"DACARBAZINE 200MG, P200 MG      ", $16.74 ,,,,,,,,
"DACTINOMYCIN 0.5MG, P0.5MG      "," $5,068.38 ",,,,,,,,
"DALTEPARIN 2500IU, P2500IU      ", $15.39 ,,,,,,,,
DALTEPARIN 5000IU PER2500IU     , $24.99 ,,,,,,,,
DANAZOL 200MG CAPSULE           , $30.87 ,,,,,,,,
DANAZOL 50MG CAPSULE            , $10.89 ,,,,,,,,
DANTROLENE 100MG CAPSULE        , $4.08 ,,,,,,,,
DANTROLENE 25MG CAPSULE         , $2.40 ,,,,,,,,
DANTROLENE SODIUM 20MG VIAL     , $185.01 ,,,,,,,,
DANTROLENE SODIUM 250MG VIAL    ," $5,475.30 ",,,,,,,,
DAPSONE 100MG TABLET            , $3.12 ,,,,,,,,
DAPSONE 25MG TABLET             , $2.94 ,,,,,,,,
DAPTOMYCIN 10 MG/ML PER 1MG     , $87.36 ,,,,,,,,
DAPTOMYCIN 500MG VL PER 1MG     , $436.80 ,,,,,,,,
DAPTOMYCIN 50MG/ML SYRINGE      , $43.68 ,,,,,,,,
DAPTOMYCIN IVP 500MG/10ML SYR   , $436.80 ,,,,,,,,
DAPTOMYCIN NICU 10MG/ML P1MG    , $87.36 ,,,,,,,,
DAPTOMYCIN-HEPARIN CATHLOCK     , $62.76 ,,,,,,,,
DARATUMUMAB 100 MG/5 ML VIAL    ," $1,521.87 ",,,,,,,,
DARATUMUMAB 400 MG/20 ML VIAL   ," $6,087.48 ",,,,,,,,
DARBEPOETIN 100 MCG/0.5 ML SYR  ," $2,094.03 ",,,,,,,,
DARBEPOETIN 300 MCG/0.6 ML SYR  ," $6,282.12 ",,,,,,,,
DARUNAVIR 400MG TABLET          , $75.57 ,,,,,,,,
DARUNAVIR 600MG TABLET          , $74.25 ,,,,,,,,
DARUNAVIR/COBICISTAT 800-150MG  , $169.71 ,,,,,,,,
DASATINIB 20MG TABLET           , $336.57 ,,,,,,,,
DASATINIB 50MG CAPSULE          , $673.14 ,,,,,,,,
DASATINIB 70MG TABLET           , $673.14 ,,,,,,,,
DAUNORUB-CYTARA LIPO 44-100MG   ," $23,250.00 ",,,,,,,,
"DAUNORUBICIN 20MG VL, P10MG     ", $247.02 ,,,,,,,,
DAUNORUBICIN CIT LIPO 50MG P 2  , $816.00 ,,,,,,,,
DEFERASIROX 125 MG EXJADE       , $117.30 ,,,,,,,,
DEFERASIROX 180MG GRAN PACKETS  , $220.38 ,,,,,,,,
DEFERASIROX 180MG TABLET        , $220.35 ,,,,,,,,
DEFERASIROX 360                 , $440.76 ,,,,,,,,
DEFERASIROX 360 MG TABLET       , $440.70 ,,,,,,,,
DEFERASIROX 500 MG EXJADE       , $469.14 ,,,,,,,,
DEFERASIROX 90MG GRAN PACKET    , $110.19 ,,,,,,,,
DEFERASIROX 90MG TABLET         , $110.19 ,,,,,,,,
DEFEROXAMINE 100 MG/ML          , $24.84 ,,,,,,,,
DEFEROXAMINE 2000 MG VL         , $66.60 ,,,,,,,,
DEFEROXAMINE 500MG VL P500MG    , $24.84 ,,,,,,,,
DEFIBROTIDE 10MG/ML D5W         ," $1,274.70 ",,,,,,,,
DEFITELIO 200MG/2.5ML VIAL      ," $2,549.25 ",,,,,,,,
DEGARELIX 120MG VIAL P 1MG      ," $2,147.73 ",,,,,,,,
DEGARELIX 80MG KIT P 1MG        ," $1,376.55 ",,,,,,,,
DELAVIRDINE 100MG TABLET        , $3.51 ,,,,,,,,
DEMECLOCYCLINE 150MG TABLET     , $26.88 ,,,,,,,,
DENOSUMAB 120MG/1.7 ML P1MG     ," $6,248.58 ",,,,,,,,
DENOSUMAB 60 MG/ML SYRINGE      ," $3,550.65 ",,,,,,,,
"DERMAGRAFT, per sq cm-Used"," $9,234.00 ",,,,,,,,
"DERMAGRAFT, per sq cm-Wasted", $243.00 ,,,,,,,,
DESCOVY 200-25 MG TABLET        , $157.41 ,,,,,,,,
DESFLURANE INHALATION 240ML     , $424.86 ,,,,,,,,
DESIPRAMINE 10MG TABLET         , $4.56 ,,,,,,,,
DESIPRAMINE 25MG TABLET         , $4.26 ,,,,,,,,
DESIPRAMINE 50MG TABLET         , $10.29 ,,,,,,,,
DESMOPRESS NSLSPR 0.1MG/ML 5ML  , $217.80 ,,,,,,,,
DESMOPRESSIN 0.1MG TABLET       , $4.95 ,,,,,,,,
DESMOPRESSIN 0.2MG TABLET       , $7.23 ,,,,,,,,
DESMOPRESSIN 80MCG/ML 20ML      , $55.74 ,,,,,,,,
DESMOPRESSIN AC 40 MCG VIAL     ," $2,265.90 ",,,,,,,,
"DESMOPRESSIN AC 4MCG, P1MCG     ", $223.80 ,,,,,,,,
DESVENLAFAXINE 100MG XR TABLET  , $35.85 ,,,,,,,,
DESVENLAFAXINE 50MG XR TAB      , $35.85 ,,,,,,,,
DEXAMETH 1MG TAB P 0.25MG       , $0.63 ,,,,,,,,
DEXAMETH 2MG TAB P 0.25MG       , $1.23 ,,,,,,,,
DEXAMETH PM 10MG NS 50ML P1MG   , $5.34 ,,,,,,,,
DEXAMETH SOD PH 10MG/ML P1MG    , $5.34 ,,,,,,,,
DEXAMETH SOD PHO 10MG/1ML P1MG  , $4.68 ,,,,,,,,
"DEXAMETH SOD PHOS 4MG/ML 1ML,   ", $2.97 ,,,,,,,,
DEXAMETH SOD PHOS0.25MG/ML NIC  , $0.18 ,,,,,,,,
DEXAMETHASONE 0.5MG TAB P0.25M  , $0.45 ,,,,,,,,
DEXAMETHASONE 0.5MG/5ML 60ML    , $5.25 ,,,,,,,,
DEXAMETHASONE 0.75MG TAB P.25M  , $0.60 ,,,,,,,,
DEXAMETHASONE 20 MG/5 ML VIAL   , $2.10 ,,,,,,,,
DEXAMETHASONE 4MG TAB P0.25MG   , $2.46 ,,,,,,,,
DEXAMETHASONE 4MG/ML ORL SYR    , $2.97 ,,,,,,,,
DEXAMETHASONE 4MG/ML P 1MG      , $2.97 ,,,,,,,,
DEXAMETHASONE OPTH 0.1% 5ML     , $20.88 ,,,,,,,,
DEXAMETHASONE* 0.2 MG/ML        , $1.50 ,,,,,,,,
DEXMEDETOMIDINE 200 MCG/50 ML   , $123.99 ,,,,,,,,
DEXMEDETOMIDINE 200MCG VIAL     , $11.79 ,,,,,,,,
DEXMEDETOMIDINE PREMIX 400/100  , $225.45 ,,,,,,,,
DEXMETHYLPHENIDATE 10MG ER      , $34.23 ,,,,,,,,
DEXMETHYLPHENIDATE 20MG CAP     , $13.53 ,,,,,,,,
DEXMETHYLPHENIDATE 5MG ER       , $33.72 ,,,,,,,,
DEXMETHYLPHENIDATE 5MG TAB      , $2.79 ,,,,,,,,
"DEXRAZOXANE 250MG VL ,P250MG    ", $347.01 ,,,,,,,,
DEXRAZOXANE 500MG VL P250MG     ," $1,645.56 ",,,,,,,,
DEXTR 2.5%-NACL 0.45% 500ML     , $1.95 ,,,,,,,,
"DEXTRAN 40 INFUSION, 500 ML     ", $75.33 ,,,,,,,,
DEXTRAN 40/DEXTROSE 500ML       , $63.27 ,,,,,,,,
DEXTROAMPHETAMINE 10MG TAB      , $718.08 ,,,,,,,,
DEXTROAMPHETAMINE 5MG TAB       , $633.60 ,,,,,,,,
DEXTROAMPHETAMINE SULF 5MG TAB  , $2.82 ,,,,,,,,
DEXTROAMPHETAMINE/AMPHET 25MG   , $20.07 ,,,,,,,,
DEXTROAMPHETAMINE/AMPHET 30MG   , $20.07 ,,,,,,,,
DEXTROMETHORPHAN SYR 30MG/5ML   , $20.76 ,,,,,,,,
DEXTROSE 10% INJ 1000ML BAG     , $10.53 ,,,,,,,,
DEXTROSE 10% INJ 250ML BAG      , $7.92 ,,,,,,,,
DEXTROSE 12.5% INJ 100ML BAG    , $4.68 ,,,,,,,,
DEXTROSE 12.5% INJ 250ML BAG    , $9.42 ,,,,,,,,
DEXTROSE 2.5% INJ 1000ML BAG    , $11.67 ,,,,,,,,
DEXTROSE 2.5% INJ 100ML BAG     , $4.95 ,,,,,,,,
DEXTROSE 2.5% INJ 250ML BAG     , $5.85 ,,,,,,,,
DEXTROSE 20%-WATER 500ML BG     , $39.36 ,,,,,,,,
DEXTROSE 25% SYR INFANT 10ML    , $22.11 ,,,,,,,,
DEXTROSE 5 % IN WATER-AVIVA     , $13.80 ,,,,,,,,
DEXTROSE 5 % IN WATER-EXCEL     , $11.91 ,,,,,,,,
DEXTROSE 5% 350ML BAG           , $8.16 ,,,,,,,,
DEXTROSE 5% INJ 1000ML BAG      , $7.62 ,,,,,,,,
DEXTROSE 5% INJ 100ML BAG       , $8.88 ,,,,,,,,
DEXTROSE 5% INJ 125ML BAG       , $6.21 ,,,,,,,,
DEXTROSE 5% INJ 200ML BAG       , $9.93 ,,,,,,,,
DEXTROSE 5% INJ 250ML BAG       , $5.85 ,,,,,,,,
DEXTROSE 5% INJ 25ML BAG        , $1.23 ,,,,,,,,
DEXTROSE 5% INJ 500ML BAG       , $144.21 ,,,,,,,,
DEXTROSE 5% INJ 50ML BAG        , $4.53 ,,,,,,,,
DEXTROSE 5%-LACT RING 1000ML    , $8.22 ,,,,,,,,
DEXTROSE 5%-NACL 0.2% 1000ML    , $11.73 ,,,,,,,,
DEXTROSE 5%-NACL 0.2% 250ML     , $2.28 ,,,,,,,,
DEXTROSE 5%-NACL 0.33% 1000ML   , $4.92 ,,,,,,,,
DEXTROSE 5%-NACL 0.33% 500ML    , $5.34 ,,,,,,,,
DEXTROSE 5%-NACL 0.45% 1000ML   , $8.40 ,,,,,,,,
DEXTROSE 5%-NACL 0.9% 1000ML    , $7.71 ,,,,,,,,
DEXTROSE 5%-WATER 100ML BAG     , $5.31 ,,,,,,,,
DEXTROSE 5%-WATER 150ML BAG     , $9.93 ,,,,,,,,
DEXTROSE 5%-WATER 200ML BAG     , $9.93 ,,,,,,,,
DEXTROSE 5%-WATER 300ML BAG     , $5.82 ,,,,,,,,
DEXTROSE 5%-WATER 50ML BAG      , $8.70 ,,,,,,,,
DEXTROSE 50% 50ML VIAL          , $7.53 ,,,,,,,,
DEXTROSE 50% DISP SYR 50ML      , $21.66 ,,,,,,,,
DEXTROSE 7.5% 100ML             , $1.80 ,,,,,,,,
DEXTROSE 7.5% 250ML             , $4.50 ,,,,,,,,
DEXTROSE 70%-WATER              , $46.68 ,,,,,,,,
DEXTROSE GEL 180ML BOTTLE       , $26.49 ,,,,,,,,
DIAGNOSTIC LOCM 200-299 ML, $3.00 ,,,,,,,,
DIAGNOSTIC LOCM 300-399 ML, $3.00 ,,,,,,,,
DIANEAL D4.25% 5000ML           , $0.03 ,,,,,,,,
DIANEAL LO CA D1.5% 2000ML      , $15.75 ,,,,,,,,
DIANEAL LO CA D1.5% 5000ML      , $21.42 ,,,,,,,,
DIANEAL LO CA D2.5% 2000ML      , $15.72 ,,,,,,,,
DIANEAL LO CA D2.5% 5000ML      , $21.42 ,,,,,,,,
DIANEAL LO CA D4.25% 5000ML     , $0.03 ,,,,,,,,
DIANEAL PD-2 DEXT 1.5% 2000ML   , $15.72 ,,,,,,,,
DIANEAL PD-2 DEXT 1.5% 5000ML   , $21.42 ,,,,,,,,
DIANEAL PD-2 DEXT 2.5% 2000ML   , $15.75 ,,,,,,,,
DIANEAL PD-2 DEXT 2.5% 5000ML   , $21.42 ,,,,,,,,
DIATR MEGLU/DIATR SOD 120ML     , $62.49 ,,,,,,,,
DIATR MEGLU/DIATR SOD 30ML      , $39.00 ,,,,,,,,
DIAZEPAM 10MG SYR NICU P5MG     , $47.01 ,,,,,,,,
"DIAZEPAM 10MGINJ, P5MG          ", $47.01 ,,,,,,,,
DIAZEPAM 1MG/1ML ORL SYR        , $0.33 ,,,,,,,,
DIAZEPAM 2MG TABLET             , $0.18 ,,,,,,,,
DIAZEPAM 5MG TABLET             , $0.12 ,,,,,,,,
DIAZEPAM 5MG/ML 10ML P5MG VL    , $96.45 ,,,,,,,,
DIAZEPAM ORAL SOLN 5MG CUP      , $8.46 ,,,,,,,,
DIAZEPAM RECTAL 2.5MG (PED)KIT  , $422.04 ,,,,,,,,
DIAZEPAM RECTAL GEL 10MG KIT    , $726.15 ,,,,,,,,
DIAZOXIDE SUSP 50MG/ML 30ML     , $833.91 ,,,,,,,,
DIBUCAINE OINT 1% 30GM TUBE     , $16.53 ,,,,,,,,
DICLOFENAC 25MG TABLET EC       , $4.23 ,,,,,,,,
DICLOFENAC 50MG TABLET EC       , $1.02 ,,,,,,,,
DICLOFENAC OPHT SOL 0.1% 2.5ML  , $10.50 ,,,,,,,,
DICLOXACILLIN 250MG CAPSULE     , $1.32 ,,,,,,,,
DICYCLOMINE 10MG CAPSULE        , $1.32 ,,,,,,,,
DICYCLOMINE 20MG VL P20MG       , $225.84 ,,,,,,,,
DIDANOSINE (PED) PWD 10MG/ML    , $155.76 ,,,,,,,,
DIDANOSINE EC 125MG CAPSULE     , $12.69 ,,,,,,,,
DIDANOSINE EC 250MG CAPSULE     , $25.86 ,,,,,,,,
DIDANOSINE-EC 200MG CAP         , $20.28 ,,,,,,,,
DIGOXIN 0.125MG TABLET          , $35.01 ,,,,,,,,
DIGOXIN 0.1MG AMP P0.5 MG       , $283.11 ,,,,,,,,
DIGOXIN 0.25MG TABLET           , $20.25 ,,,,,,,,
DIGOXIN 10 MCG/ML               , $28.32 ,,,,,,,,
DIGOXIN 100 MCG/ML              , $283.11 ,,,,,,,,
DIGOXIN 125MCG TABLET           , $35.01 ,,,,,,,,
DIGOXIN 250MCG TABLET           , $35.01 ,,,,,,,,
DIGOXIN 50MCG/ML 60ML BOTTLE    , $356.22 ,,,,,,,,
DIGOXIN 50MCG/ML ORAL SYRINGE   , $5.94 ,,,,,,,,
DIGOXIN IMMUNE FAB 40           ," $11,080.77 ",,,,,,,,
"DIGOXIN INJ, 0.5 MG             ", $9.09 ,,,,,,,,
DIGOXIN NICU 10MCG/ML P0.5MG    , $283.11 ,,,,,,,,
DIHYDROERGOTAMINE 1MG VL P1MG   , $186.54 ,,,,,,,,
DILTIAZEM 125 MG/25 ML VIAL     , $37.50 ,,,,,,,,
DILTIAZEM 125MG/D5W125ML        , $26.25 ,,,,,,,,
DILTIAZEM 125MG/NS125ML         , $4.26 ,,,,,,,,
DILTIAZEM 25MG/5ML VIAL         , $10.53 ,,,,,,,,
DILTIAZEM 30MG TABLET           , $0.27 ,,,,,,,,
DILTIAZEM 60MG TABLET           , $0.48 ,,,,,,,,
DILTIAZEM CD  120MG CAP SA      , $0.90 ,,,,,,,,
DILTIAZEM CD  180MG CAP SA      , $0.69 ,,,,,,,,
DILTIAZEM CD  240MG CAP SA      , $0.99 ,,,,,,,,
DILTIAZEM CD  300MG CAP SA      , $3.51 ,,,,,,,,
DIMECAPROL 300MG AMP PER 100MG  , $477.03 ,,,,,,,,
DIMETHYL SULFOXIDE 50% 50ML     ," $1,705.68 ",,,,,,,,
DINOPROSTONE 20MG VAG SUPP E2   ," $6,624.36 ",,,,,,,,
DINOPROSTONE CERV GEL .5MG/3GM  ," $1,596.48 ",,,,,,,,
DINOPROSTONE VAG INSERT 10MG    ," $1,056.75 ",,,,,,,,
DINUTUXIMAB 17.5 MG/5 ML P1MG   ," $29,590.50 ",,,,,,,,
DIPH & TET VACC ADULT 0.5ML     , $56.94 ,,,,,,,,
"DIPH,TET,PERT (ADACEL)          ", $99.42 ,,,,,,,,
"DIPH,TET,PERT (INFANRIX) VAC    ", $65.10 ,,,,,,,,
DIPHENHYDRAMINE 12.5MG/5ML CUP  , $0.09 ,,,,,,,,
DIPHENHYDRAMINE 25MG CAPSULE    , $0.09 ,,,,,,,,
DIPHENHYDRAMINE 25MG/10ML CUP   , $0.12 ,,,,,,,,
DIPHENHYDRAMINE 50 MG/ML        , $1.62 ,,,,,,,,
DIPHENHYDRAMINE 50MG CAP        , $0.09 ,,,,,,,,
DIPHENHYDRAMINE HCL UP TO 50MG  , $7.71 ,,,,,,,,
DIPHENOXYLATE/ATROP SULF TAB    , $0.81 ,,,,,,,,
DIPHENOXYLATE-ATROPINE ORL SYR  , $14.46 ,,,,,,,,
DIPHHEN/LIDOCAINE/MYLANTA 15 M  , $0.09 ,,,,,,,,
DIPHHEN/LIDOCAINE/NYSTATIN 15M  , $0.69 ,,,,,,,,
DIPIVEFRIN OPHT SOLN 0.1%       , $4.83 ,,,,,,,,
DIPYRIDAMOLE 25MG TABLET        , $0.84 ,,,,,,,,
DIPYRIDAMOLE 50MG TABLET        , $2.31 ,,,,,,,,
DIPYRIDAMOLE 50MG/10ML PER10MG  , $55.23 ,,,,,,,,
DIPYRIDAMOLE 75MG TABLET        , $3.06 ,,,,,,,,
DIPYRIDAMOLE/ASPIRIN CAPSULE    , $20.79 ,,,,,,,,
DISOPYRAMIDE 100MG CAPSULE      , $2.64 ,,,,,,,,
DISOPYRAMIDE 150MG CAPSULE      , $2.22 ,,,,,,,,
DISOPYRAMIDE CR  100MG CAPSULE  , $11.31 ,,,,,,,,
DISULFIRAM 250 TABLET           , $3.84 ,,,,,,,,
DISULFIRAM 500MG TABLET         , $8.07 ,,,,,,,,
DIVALPROEX SODIUM 250MG TABLET  , $0.18 ,,,,,,,,
DIVALPROEX SODIUM 500MG TABLET  , $1.26 ,,,,,,,,
DIVALPROEX SPRINKLE 125MG CAP   , $2.22 ,,,,,,,,
"DOBUTAM 2,000MCG/ML 45ML P90MG  ", $13.56 ,,,,,,,,
"DOBUTAM 4,000MCG/ML 45ML P180   ", $13.56 ,,,,,,,,
"DOBUTAM 5,000MCG/ML 45ML P225   ", $13.56 ,,,,,,,,
"DOBUTAMINE 1,000 MCG/ML 45ML    ", $13.56 ,,,,,,,,
DOBUTAMINE 250MG VIAL           , $13.65 ,,,,,,,,
DOBUTAMINE 500MG BAG PER 250MG  , $29.55 ,,,,,,,,
DOCETAXEL 20MG/1ML VL P1MG      , $117.90 ,,,,,,,,
DOCETAXEL 80MG VL PER 1MG       , $545.07 ,,,,,,,,
DOCETAXEL 80MG/4ML VL P1MG      , $191.64 ,,,,,,,,
DOCUSATE 100MG CAPSULE          , $0.09 ,,,,,,,,
DOCUSATE LIQUID  100MG  10ML    , $1.38 ,,,,,,,,
DOFETILIDE 125MCG CAPSULE       , $22.62 ,,,,,,,,
DOFETILIDE 250MCG CAPSULE       , $30.87 ,,,,,,,,
DOFETILIDE 500MCG CAPSULE       , $25.68 ,,,,,,,,
DONEPEZIL 10MG TABLET           , $0.33 ,,,,,,,,
DONEPEZIL 5MG TABLET            , $0.36 ,,,,,,,,
DOPAMINE 1600MCG/ML 45ML        , $5.25 ,,,,,,,,
DOPAMINE 3200 MCG/ML 45ML       , $20.04 ,,,,,,,,
DOPAMINE 400 MCG/ML 45ML        , $5.01 ,,,,,,,,
DOPAMINE 400MG BAG PER 40MG     , $29.19 ,,,,,,,,
DOPAMINE 6MG/ML 45ML P270MG     , $10.02 ,,,,,,,,
DOPAMINE 800MCG/ML 45ML         , $10.02 ,,,,,,,,
DOPAMINE HCL IN DEXTROSE 5 800  , $28.11 ,,,,,,,,
"DOPAMINE INJ, 200MG VL P 40MG   ", $7.02 ,,,,,,,,
"DOPAMINE INJ, 400MG VL, P40MG   ", $4.95 ,,,,,,,,
DORIPENEM 500MG P10MG VIAL      , $117.63 ,,,,,,,,
DORNASE ALPHA 2.5MG/2.5ML       , $323.82 ,,,,,,,,
DORZOLAMID/TIMOLOL 2-0.5% 10ML  , $52.50 ,,,,,,,,
DORZOLAMIDE OPHT SOLN 2% 10ML   , $38.43 ,,,,,,,,
DOTARAM PER ML, $12.00 ,,,,,,,,
DOXAZOSIN 1MG TABLET            , $2.37 ,,,,,,,,
DOXAZOSIN 2MG TABLET            , $2.37 ,,,,,,,,
DOXAZOSIN 4MG TABLET            , $0.45 ,,,,,,,,
DOXEPIN 10MG CAPSULE            , $1.41 ,,,,,,,,
DOXEPIN 25MG CAPSULE            , $1.89 ,,,,,,,,
DOXEPIN 25MG/2.5ML ORAL SYR     , $0.33 ,,,,,,,,
DOXEPIN 50MG CAPSULE            , $2.61 ,,,,,,,,
DOXORUBIC 50MG VL P10MG         , $93.90 ,,,,,,,,
DOXORUBICIN 10MG VL P10MG       , $18.18 ,,,,,,,,
DOXORUBICIN 200MG VL PER 10MG   , $106.29 ,,,,,,,,
DOXORUBICIN LIPID 50MG P10MG    ," $4,271.34 ",,,,,,,,
DOXORUBICIN LIPO 20MG P10MG     ," $1,708.53 ",,,,,,,,
"DOXORUBICIN-LC BEAD50MG,P10MG   ", $36.57 ,,,,,,,,
"DOXORUBICIN-ONCOZENE50MG,P10MG  ", $36.57 ,,,,,,,,
DOXYCYCLINE 1 MG/ML             , $0.36 ,,,,,,,,
DOXYCYCLINE 100MG CAPSULE       , $5.46 ,,,,,,,,
DOXYCYCLINE 25MG/5ML 60ML       , $49.29 ,,,,,,,,
DOXYCYCLINE 50MG CAPSULE        , $2.16 ,,,,,,,,
DOXYCYCLINE NICU 1 MG/ML        , $5.22 ,,,,,,,,
DOXYCYCLINE VIAL PER 100MG      , $52.14 ,,,,,,,,
DRONABINOL 5MG CAPSULE          , $20.97 ,,,,,,,,
"DRONABINOL, 2.5 MG, ORAL        ", $10.95 ,,,,,,,,
DRONEDARONE 400MG TABLET        , $29.04 ,,,,,,,,
"DROPERIDOL 5MG/2ML, P5MG        ", $6.36 ,,,,,,,,
DULOXETINE 20MG CAPSULE         , $3.69 ,,,,,,,,
DULOXETINE 30MG CAPSULE         , $0.63 ,,,,,,,,
DULOXETINE 60MG CAPSULE         , $2.55 ,,,,,,,,
DUONEB 0.5MG / 3.0MG            , $0.72 ,,,,,,,,
DURVALUMAB 120MG/2.4ML          ," $2,523.54 ",,,,,,,,
DURVALUMAB 500MG/10ML VIAL      ," $10,514.73 ",,,,,,,,
DUTASTERIDE 0.5MG CAPSULE       , $17.88 ,,,,,,,,
ECALLANTIDE 10MG/ML VIAL PERMG  ," $14,337.36 ",,,,,,,,
ECONAZOLE CREAM 1%              , $21.78 ,,,,,,,,
"ECTION, DECITABINE, 1MG    636  ", $930.00 ,,,,,,,,
ECULIZUMAB 300 MG/30 ML VIAL    ," $19,569.00 ",,,,,,,,
EDETATE CA DISOD 1GM P1000MG    ," $16,156.41 ",,,,,,,,
EDOXABAN TOSYLATE 30            , $23.70 ,,,,,,,,
EDROPHONIUM 10MG/ML 15ML VL     , $61.77 ,,,,,,,,
EFAVIRENZ 200MG CAPSULE         , $30.69 ,,,,,,,,
EFAVIRENZ 50MG CAPSULE          , $7.68 ,,,,,,,,
EFAVIRENZ 600MG TABLET          , $92.10 ,,,,,,,,
ELECTROLYTE SOLN  4000ML        , $18.78 ,,,,,,,,
ELECTROLYTE-A SOLN 1000ML       , $5.34 ,,,,,,,,
ELTROMBOPAG 25MG TABLET         , $456.12 ,,,,,,,,
ELTROMBOPAG 50 MG TABLET        , $825.42 ,,,,,,,,
ELTROMBOPAG 75 MG TABLET        ," $1,238.13 ",,,,,,,,
EMTRICITAB/RILPIVIRINE/TENOFO   , $251.82 ,,,,,,,,
EMTRICITABINE 10MG/ML           , $389.61 ,,,,,,,,
EMTROCOTABIN/TENOFOVIR 200/300  , $157.41 ,,,,,,,,
ENALAPRIL 10MG TABLET           , $1.14 ,,,,,,,,
ENALAPRIL 2.5MG TABLET          , $1.83 ,,,,,,,,
ENALAPRIL 20MG TABLET           , $0.69 ,,,,,,,,
ENALAPRIL 5MG TABLET            , $1.17 ,,,,,,,,
ENALAPRIL 5MG/5ML ORAL SYRINGE  , $26.70 ,,,,,,,,
ENALAPRIL ORL 1MG/ML 150ML SOL  , $9.24 ,,,,,,,,
ENALAPRILAT I.V. 1.25MG/ML VL   , $8.25 ,,,,,,,,
ENALAPRILAT* 25MCG/ML SYRINGE   , $0.09 ,,,,,,,,
ENALAPRILAT* NICU 25MCG/ML      , $0.90 ,,,,,,,,
ENASIDENIB 100 MG TABLET        ," $2,486.94 ",,,,,,,,
ENFUVIRTIDE 90MG KIT PER 1MG    ," $10,104.84 ",,,,,,,,
ENGERIX-B 10MCG/0.5ML SYRINGE   , $47.91 ,,,,,,,,
ENOXAPARIN 100MG SYR PER 10MG   , $25.74 ,,,,,,,,
ENOXAPARIN 100MG/ML P10MG       , $25.74 ,,,,,,,,
ENOXAPARIN 120MG SYR PER 10MG   , $107.73 ,,,,,,,,
ENOXAPARIN 150MG SYR PER 10MG   , $291.84 ,,,,,,,,
ENOXAPARIN 30MG SYR P10MG       , $17.94 ,,,,,,,,
ENOXAPARIN 40MG SYR P10MG       , $10.23 ,,,,,,,,
ENOXAPARIN 60MG SYR P10MG       , $53.85 ,,,,,,,,
ENOXAPARIN 80MG SYR P10MG       , $47.88 ,,,,,,,,
ENOXAPARIN*20MG/ML PER 10MG     , $5.13 ,,,,,,,,
ENTACAPONE 200MG TABLET         , $21.72 ,,,,,,,,
ENTECAVIR 0.5MG TABLET          , $48.18 ,,,,,,,,
ENTECAVIR 1 MG TABLET           , $48.18 ,,,,,,,,
ENTECAVIR ORL SOLN 60ML         , $773.55 ,,,,,,,,
EOVIST 2.5 MMOL/10 ML VIAL      , $400.05 ,,,,,,,,
EOVIST PER ML, $81.00 ,,,,,,,,
EPCORD 3CM x 5CM," $9,630.00 ",,,,,,,,
EPHEDRINE 25MG CAPSULE          , $0.69 ,,,,,,,,
EPHEDRINE SULF 50MG VIAL        , $36.63 ,,,,,,,,
EPHEDRINE-NS 50 MG/10 ML SYR    , $78.42 ,,,,,,,,
EPI FIX (16CM/SQ)," $14,970.00 ",,,,,,,,
EPI FIX (2CM/SQ)," $2,370.00 ",,,,,,,,
EPI FIX (6CM/SQ)," $7,170.00 ",,,,,,,,
EPICORD  2CM x 3 CM," $3,885.00 ",,,,,,,,
EPIFIX 18MM DISK," $6,705.00 ",,,,,,,,
EPIFIX 2X2 CM," $9,585.00 ",,,,,,,,
EPIFIX 2x4 CM," $12,150.00 ",,,,,,,,
EPIFIX 3X4 CM," $21,420.00 ",,,,,,,,
EPIFIX 5X6 CM," $51,489.00 ",,,,,,,,
EPIFIX 7X7 CM," $83,655.00 ",,,,,,,,
EPIFIX- ALLOGRAFT AMNION 4X4CM," $27,459.00 ",,,,,,,,
Epifix Graft 14mm Disk," $2,817.00 ",,,,,,,,
Epifix Graft 2x3 cm," $10,296.00 ",,,,,,,,
Epifix Graft 4x4 cm," $27,459.00 ",,,,,,,,
EPIFIX MESH 3.5 CM X 3.5 CM," $11,196.00 ",,,,,,,,
EPIFIX MESH 4 CM X 4 CM," $12,546.00 ",,,,,,,,
EPINEPHRIN PM 8MG/250NS P0.1MG  , $40.65 ,,,,,,,,
EPINEPHRINE 0.15MG/.3ML P0.1MG  , $857.61 ,,,,,,,,
EPINEPHRINE 0.3MG/1ML SYR       , $422.73 ,,,,,,,,
EPINEPHRINE 1.35MG SYR P0.1MG   , $11.07 ,,,,,,,,
EPINEPHRINE 1MG/10ML P0.1SYR    , $12.03 ,,,,,,,,
EPINEPHRINE 1MG/1ML AMP P0.1MG  , $42.15 ,,,,,,,,
EPINEPHRINE 1MG/ML P 0.1 30ML   , $152.49 ,,,,,,,,
EPINEPHRINE 2.7MG SYR P 0.1MG   , $16.62 ,,,,,,,,
EPINEPHRINE 3MG IN 100ML NACL   , $126.48 ,,,,,,,,
EPIRUBICIN 50MG VL P2MG         , $94.41 ,,,,,,,,
EPLERENONE 25MG TABLET          , $8.58 ,,,,,,,,
