Procedure Code,Procedure Description,Price
721143352,SHELL ACET PINN GRIP 52MM,"$8,882.50 "
721143375,STEM HUM MINI CMPHSV W/H 12MM,"$21,450.00 "
721143409,HEAD MODULAR CATHCART 56MM,"$3,285.00 "
721143418,PLATE TIB LCP 4H 3.5MM SS RT,"$13,688.40 "
721143437,HEAD RMR RIA 12.0MM STRL,"$3,828.12 "
721143438,ASSEMBLY RIA 520MM 314.742,"$4,625.28 "
721143475,SHELL ACET CNTUM C/H 50MM #HH,"$12,622.50 "
721143477,INSERT TIB PS TRATH X3 #2 11MM,"$8,415.00 "
721143501,SHELL ACET RVRS TRIL M/H 54MM,"$19,914.40 "
721143514,PEG GUID BRKAWY APG+ 2.5MM,"$1,388.06 "
721143516,SHELL ACET CNTUM C/H 48MM #GG,"$12,622.50 "
721143550,FEMUR PS NP LEGN #7 RT,"$12,000.00 "
721143556,STEM FEM SUMT STD CEM 12/14 #6,"$12,000.00 "
721143562,HEAD MODULAR CATHCART 48MM,"$3,285.00 "
721143563,SCREW XPIN LOKG 2.0X12MM,"$1,112.61 "
721143577,SCREW LOKG ST T8 2.4X26MM SS,"$1,430.13 "
721143586,MESH V-PATCH C-QUR 8CMX8CM,"$6,241.50 "
721143618,STEM HUM TM 48D 12X130MM,"$22,000.00 "
721143635,K-WIRE TRCR 1.8X150MM SS,$102.15 
721143642,INSERT TIB CS TRATH X3 #4 9MM,"$8,415.00 "
721143645,SCREW MALIBU POLY 6.5X50MM,"$7,807.25 "
721143702,SHUNT LP T-TUBE NEURO 44520,"$7,764.24 "
721143704,STEM FEM FLUT UNIV 20X75MM,"$12,349.01 "
721143713,SLING TVT EXACT RETROPUBIC SYS,"$8,459.88 "
721143719,LINER ACET ALTRX+4 10D 32X48MM,"$7,480.00 "
721143756,INSERT TIB PS TRATH X3 #7 16MM,"$8,415.00 "
721143765,HEAD HUM VERSADIAL 54X24X58MM,"$8,415.00 "
721143834,POST GLEN HYBRID RGNRX,"$2,409.00 "
721143835,BASEPLATE GLEN HYBRID SM 4MM,"$8,415.00 "
721143844,PATELLA PRLNG NXGN 35MM,"$5,475.00 "
721143869,TRAY TIB CEM TS TRATH #4,"$10,752.50 "
721143900,FEMUR CR CEM TRATH #7 RT,"$14,400.00 "
721143906,PLATE LCP LAT 4H 3.5MM LF,"$7,016.76 "
721143946,HEAD FEM BIOLOX 36MM-3.5 CRMC,"$8,415.00 "
721143947,SHELL ACET CNTUM C/H 54MM #JJ,"$12,622.50 "
721143950,BIT DRILL GLEN,"$1,469.78 "
721143980,CENTRALIZER DSTL SUMT 8.5MM,$486.44 
721144027,SCREW VERTEX CANC M/A 4.5X26MM,"$7,638.95 "
721144028,ROD OCCIPTL SELECT 3.5X120MM,"$2,678.81 "
721144030,BIT DRILL VERTEX 2.4MM STRL,"$3,556.01 "
721144036,INSERT TIB PS TRATH X3 #6 9MM,"$8,415.00 "
721144073,INSERT TIB CR TRATH X3 #7 9MM,"$8,415.00 "
721144074,LINER ACET LGVTY NEUT 32MM #GG,"$7,480.00 "
721144085,PLATE T LCP 2X3H 2.7X32MM SS,"$8,129.28 "
721144090,PLATE RAD COLUMN 5H,"$5,858.25 "
721144092,SCREW CORT 2.3X18MM SS,$899.91 
721144093,SCREW CORT 2.3X20MM SS,$899.91 
721144099,SCREW CORT 2.3X22MM SS,$899.91 
721144114,SCREW CORT ST T8 2.4X14MM SS,$685.88 
721144115,SCREW CORT ST T8 2.4X28MM SS,$685.88 
721144128,INSERT TIB PS TRATH X3 #7 13MM,"$8,415.00 "
721144136,INSERT TIB PS TRATH X3 #5 11MM,"$8,415.00 "
721144155,INSERT ACET TRI 0D 28MM #F,"$22,020.00 "
721144160,PLATE FRAC LOKG 4H 33MM,"$5,212.20 "
721144165,SHEATH ACCESS UT FLEXR 12F 45,"$1,380.88 "
721144213,HEAD HUM VERSADIAL 46X18X53MM,"$8,415.00 "
721144255,PLATE BRD CRV 17H 4.5X318MM,"$9,753.92 "
721144269,SCREW BIOC INTERF TENO 4.75X15,"$3,777.75 "
721144287,AUGMENT FEM NXGN POST #E 5MM,"$9,539.34 "
721144302,HEAD FEM DLTA 12/14 32MM +5,"$16,185.60 "
721144303,BLADE EXPLANT TRNCTD SHT 48MM,"$6,296.25 "
721144310,TRAY TIB CEM TS TRATH #6,"$10,752.50 "
721144312,FEMUR LPS NXGN #D RT,"$16,800.00 "
721144317,PLATE LCP LAT 4H 3.5MM RT,"$7,016.76 "
721144318,STEM HUM MINI CMPHSV W/H 14MM,"$21,450.00 "
721144327,HEAD MODULAR CATHCART 46MM,"$3,285.00 "
721144328,PLATE LCP HUM X-ART 6H 3.5 LF,"$13,037.64 "
721144342,ROD MALIBU PRECONTOUR 5.5X35MM,"$2,190.00 "
721144346,PLATE CLAV NP STR LF 8H,"$11,229.35 "
721144364,BLADE SINUS INFER TURB 2.9 M4,"$2,568.87 "
721144365,FEMUR PS NP LEGN #4 RT,"$12,000.00 "
721144408,SHELL ACET PINN GRIP 60MM,"$8,882.50 "
721144409,LINER ACET ALTRX 0D 36X60MM,"$7,480.00 "
721144428,SLEEVE FEM POROCOAT UNIV 40MM,"$22,644.00 "
721144464,PLATE CLAV SUP 94MM RT W/EXT,"$8,616.96 "
721144474,GLENOSPHERE DLTA STD 38MM,"$13,557.50 "
721144519,FILLER PROLANRYN GEL W/SYR 1CC,"$6,843.75 "
721144523,SEALANT PLEURAL KIT 4ML PROGEL,"$8,415.00 "
721144531,PLATE CLAV LCP 7H 100MM LF,"$8,946.08 "
721144539,SHELL ACET PINN GRIP 64MM,"$8,882.50 "
721144552,TRAY TIB CEM TS TRATH #2,"$10,752.50 "
721144568,SCREW LOKG ST T15 3.5X52MM SS,"$1,566.34 "
721144569,SCREW LOKG ST T15 3.5X42MM SS,"$1,566.34 "
721144584,COUNTERSINK PERI-LO 3.5MM,"$3,843.45 "
721144585,BIT DRILL QC 3.5MM SHT QC,"$3,000.30 "
721144614,HEAD HUM VERSADIAL 54X21X64MM,"$8,415.00 "
721144615,GLENOSPHERE HYB VRSADL 4MM LG,"$8,415.00 "
721144645,GUIDEWIRE 1.35X130MM,$243.22 
721144665,INSERT TIB HIGH FLEX #1-2 15MM,"$9,350.00 "
721144673,PLATE TROCH GRIP 2CBLS MD 100,"$10,130.73 "
721144713,PLATE PROX LB 6H 102 LF,"$13,860.44 "
721144714,SCREW CORT ST HEX 3.5X42MM SS,$279.70 
721144748,BIT DRILL QC 2.7MM QC SHT,"$2,407.88 "
721144766,SCREW BIOC INTERF TENO 7.00X23,"$3,777.75 "
721144767,SCREW BIOC INTERF 8.00X23,"$3,777.75 "
721144811,LINER ACET LGVTY 0D 60X36MM,"$7,480.00 "
721144845,SCREW GAP PLATE REST 20MM,"$1,441.08 "
721144850,SCREW CORT LOKG LP 3.5X14MM TI,"$1,033.69 "
721144851,GUIDEWIRE TRCR TIP 0.062IN,$182.42 
721144855,PLATE LCP LAT 3H 3.5MM RT,"$6,902.88 "
721144856,SCREW LOKG ST T8 2.7X8MM SS,"$1,478.78 "
721144874,PLATE DSTL LCP VA 6X4H 66MM LF,"$9,664.16 "
721144875,SCREW VOLAR DSTL VA 2.4X22 SS,"$1,644.17 "
721144876,SCREW NCB CORT ST 5.0X26MM SS,"$2,370.46 "
721144879,HEAD HUM VERSADIAL 24X50MM,"$8,415.00 "
721144886,FEMUR PS NP LEGN #6 RT,"$12,000.00 "
721144895,SCREW NCB CORT ST 5.0X28MM SS,"$2,370.46 "
721144966,PLUG ALLEN 28-32MM W/INSERTER,"$2,190.00 "
721144989,LENS IOL ALCON SN60WF 15.0,"$1,824.15 "
721144991,LENS IOL ALCON SN60WF 17.0,"$1,824.15 "
721144993,LENS IOL ALCON SN60WF 19.0,"$1,824.15 "
721144994,LENS IOL ALCON SN60WF 20.0,"$1,824.15 "
721144995,LENS IOL ALCON SN60WF 21.0,"$1,824.15 "
721144996,LENS IOL ALCON SN60WF 22.0,"$1,824.15 "
721144999,LENS IOL ALCON SN60WF 13.5,"$1,824.15 "
721145000,LENS IOL ALCON SN60WF 14.5,"$1,824.15 "
721145003,LENS IOL ALCON SN60WF 17.5,"$1,824.15 "
721145005,LENS IOL ALCON SN60WF 19.5,"$1,824.15 "
721145006,LENS IOL ALCON SN60WF 20.5,"$1,824.15 "
721145007,LENS IOL ALCON SN60WF 21.5,"$1,824.15 "
721145008,LENS IOL ALCON SN60WF 22.5,"$1,824.15 "
721145010,LENS IOL ALCON SN60WF 26.0,"$1,824.15 "
721145012,LENS IOL ALCON SN60WF 24.0,"$1,824.15 "
721145013,LENS IOL ALCON SN60WF 23.5,"$1,824.15 "
721145050,LENS IOL ALCON SN60WF26.5,"$1,824.15 "
721145052,LENS IOL ALCON SN60WF 24.5,"$1,824.15 "
721145054,CABLE TRLING MULTI-LEAD,"$2,359.23 "
721145072,SCREW CANN FT 3.75X38MM,"$2,190.00 "
721145074,BIT DRILL CANN 2.75MM,"$3,832.50 "
721145076,STAPLER CNTOUR 3.5MM BLU,"$4,925.86 "
721145077,K-WIRE 0.062X6IN,$486.44 
721145078,GUIDEWIRE LNG 0.062X7IN,$486.44 
721145152,PACK GSM CRANIOTOMY,"$1,579.11 "
721145155,COLLECTOR BNE ASSY 12MM,"$1,872.79 "
721145182,BIT DRILL MIC LNG ACUTRAK2,"$3,493.05 "
721145191,BIT DRILL CANN 4MM SS,"$2,237.62 "
721145194,SCREW VOLAR DSTL VA 2.4X24 SS,"$1,644.17 "
721145195,PLATE DSTL LCP VA 6X3H 54MM LF,"$9,312.60 "
721145197,PROBE NEURO/SURG 20MHZ .8MMTIP,"$3,999.49 "
721145204,INSERT ACET REST X3 28X56MM,"$9,350.00 "
721145208,CLIP ANEUR TEMP 10.5 STR 10MM,"$3,942.00 "
721145211,SCREW ATLNTS VA SD 4.0X16MM,"$1,732.94 "
721145217,KIT EXT 2X4 40CM,"$11,790.35 "
721145230,SHEATH CLNR LENS 45D ESCRB 4MM,$686.25 
721145232,SHEATH ACCESS UT FLEXR 12F 35,"$1,380.88 "
721145235,FEMUR LPS FLEX NXGN #F RT,"$15,600.00 "
721145244,STEM FEM MC VSYS 14X140 EXT,"$18,000.00 "
721145268,SCREW BIOC INTERF FT 11X28MM,"$2,573.25 "
721145269,SCREW DLTA INTERF TPR 11X35MM,"$2,573.25 "
721145271,FEMUR LPS FLEX NXGN #F LF,"$15,600.00 "
721145272,SCREW VERTEX CANC M/A 3.5X20MM,"$7,638.95 "
721145277,STEM FEM MC VSYS 15X160 STD,"$18,000.00 "
721145296,REAMER CANN LP 9MM STRL,"$2,371.40 "
721145297,HEAD HUM VERSADIAL 46X21X50MM,"$8,415.00 "
721145303,STAPLER CNTOUR 4.7MM GRN,"$4,925.86 "
721145306,SCREW SOLERA CORT M/A 6.5X45MM,"$7,621.19 "
721145307,SCREW SOLERA CORT M/A 6.5X40MM,"$7,621.19 "
721145308,SCREW SOLERA CORT M/A 6.5X50MM,"$7,621.19 "
721145329,MESH PARIETEX PROGRIP 6X6IN,"$3,005.78 "
721145352,ANCHOR BIOC TAK 3X14MM,"$3,504.00 "
721145357,SCREW ACUTRAK2 MIC 12MM STRL,"$5,781.60 "
721145363,CAGE PEEK VRT-STCK 14X11X10MM,"$10,481.35 "
721145364,STRUT PEEK VRT-STCK 14X11X5MM,"$16,552.80 "
721145366,MIXER CEM REVOLUTION W/NOZ,$966.80 
721145374,BLADE SAW OSC CRSCNT 13.5X25.5,"$1,427.58 "
721145375,SCREW SOLERA SET BOF 4.75MM,"$1,016.66 "
721145376,ROD SOLERA CRV CCM 4.75X70MM,"$3,890.54 "
721145394,PLATE T LCP 2X7H 2.4X58MM SS,"$8,129.28 "
721145396,SCREW CORT ST T8 2.7X40MM SS,$466.98 
721145397,SCREW CMPSN HDLESS LNG 3X32MM,"$3,731.76 "
721145405,KIT BOOMERANG GLV & SPLINT,$559.77 
721145439,LINER POLY SHDR 7D 36MM +0 STD,"$9,350.00 "
721145447,BONE SPACER LRD TRIAD 6X11X14,"$9,976.45 "
721145472,PLATE META LP 4.0MM RF,"$7,433.25 "
721145475,PLATE CLAV SUP 8H 115MM LF,"$9,177.96 "
721145477,FEMUR LPS FLEX NXGN #G LF,"$15,600.00 "
721145479,SCREW SOLERA CORT M/A 5.5X50MM,"$7,621.19 "
721145480,SCREW SOLERA CORT M/A 5.5X45MM,"$7,621.19 "
721145482,SCREW SOLERA CORT M/A 5.0X50MM,"$7,621.19 "
721145497,KIT PUSHLOCK DISP 2.9MM,"$2,128.18 "
721145498,ANCHOR SUT PUSHLOCK 2.9X10.7MM,"$3,942.00 "
721145505,SHELL ACET TRI PRIM C/H 60MM,"$9,817.50 "
721145511,SCREW SOLERA CORT M/A 7.5X40MM,"$7,621.19 "
721145512,SCREW SOLERA CORT M/A 7.5X45MM,"$7,621.19 "
721145516,SCREW SHDR INV/REV 4.5X27MM,$608.05 
721145517,LEAD SPNL CORD STIM KIT 50CM,"$17,866.40 "
721145530,STEM HUM RVRS TM 12X130MM,"$28,600.00 "
721145535,SCREW DLTA INTERF TPR 10X35MM,"$2,573.25 "
721145536,PLATE HUM PERIARTIC 3.5X109 RT,"$12,748.80 "
721145549,TIP EXTCTR F/SC STP 4.5-5.5MM,"$2,244.75 "
721145558,SCREW CORT ST 3.5X60MM SS,$390.85 
721145578,PULLER PLUG ULTRADRIVE 6MM,"$8,228.00 "
721145586,SCREW SOLERA CORT M/A 7.5X50MM,"$7,621.19 "
721145589,ROD SOLERA CRV CCM 4.75X40MM,"$3,890.54 "
721145590,ROD SOLERA CRV CCM 4.75X60MM,"$3,890.54 "
721145598,STEM FEM MC VSYS 16X160 STD,"$18,000.00 "
721145625,SCREW VARIAX NLOKG T7 2.7X12MM,$787.30 
721145628,STEM HUM TM 48D 16X130MM,"$22,000.00 "
721145641,SLEEVE FEM POROCOAT UNIV 46MM,"$22,644.00 "
721145666,TIGHTROPE ACL SNGL USE,"$3,832.50 "
721145678,PLATE LCP LAT 5H 3.5MM SS RT,"$7,113.12 "
721145700,ANCHOR SPNL CORD STIM CLIK,"$3,510.90 "
721145704,TUNNELER LNG,"$2,371.77 "
721145707,PLATE ACP ATLNTS 35.0MM,"$10,161.58 "
721145733,ANCHOR CRKSCR FT MINI,"$3,120.75 "
721145735,PAD PERONEAL POST SUPINE,"$1,075.03 "
721145736,WAND ABLAT ASPRTG COOLCUT 50D,"$2,128.18 "
721145740,ANCHOR SUT HIPPUSHLOCK2.9X15.5,"$3,942.00 "
721145741,PLATE H EXTD 8H 1.5MM SS LT,"$2,671.80 "
721145742,ANCHOR SUT HIP PUSHLOCK 2.9MM,"$2,128.18 "
721145743,ROD STR SOLERA 4.75X500MM COCR,"$7,704.03 "
721145775,LINER ACET ALTRX 0D 32X54MM,"$7,480.00 "
721145796,KIT ACC WRENCH TORQ 4IN-OZ,$648.79 
721145803,ENDCAP 5MM GRY T40 EXT,"$2,373.96 "
721145805,ANCHOR CRKSCR FT MIC,"$3,120.75 "
721145826,SCREW SOLERA CORT M/A 6.5X35MM,"$7,621.19 "
721145828,TIP EXTCTR F/SC 3.5-5.0MM,"$2,463.75 "
721145876,SCREW CORT ST T8 2.7X30MM SS,$466.98 
721145881,LINER ACET ALTRX+4 0D 36X60MM,"$7,480.00 "
721145883,HEAD HUM BGFW OFS 18X46MM,"$9,350.00 "
721145884,SCREW INTERF SFT 10X30MM,"$1,155.30 "
721145885,SCREW INTERF SFT 8X30MM,"$1,155.30 "
721145897,SLEEVE ADPT UNIV V40 +0,$486.44 
721145910,ROD SOLERA CRV CCM 4.75X30MM,"$3,890.54 "
721145916,SCREW ATLNTS VA SD 4.0X13MM,"$1,732.94 "
721145925,SCREW CONG NON-TGLG 2.3X12MM,"$1,313.39 "
721145945,STAPLER PROX TXV LNR 30MM TK,"$1,116.99 "
721145953,SCREW LOKG ST T15 3.5X44MM SS,"$1,566.34 "
721145954,SCREW LOKG ST T15 3.5X46MM SS,"$1,566.34 "
721145989,SCREW DLTA INTERF TPR 9X35MM,"$2,573.25 "
721145992,BIT DRILL 11MM,"$1,848.47 "
721145993,STEM FEM MC VSYS 12X140 STD,"$18,000.00 "
721146002,PLATE CLAV SUP 6H 105 LF W/EXT,"$8,714.20 "
721146017,FEMUR LPS FLEX NXGN #D LF,"$15,600.00 "
721146040,ELECTRODE CUT LOOP 24F 90D,"$2,310.35 "
721146079,BIT DRILL CALIBD 2.0MM,"$1,155.30 "
721146095,PLATE ACP ATLNTS 19.0MM,"$8,207.43 "
721146138,PLATE PDS FLEX .15X50X40MM,"$3,274.05 "
721146144,LEAD STIM EXT RSTR 1X8 40CM,"$6,638.44 "
721146182,STEM FEM STR MOD REST 19X165MM,"$22,380.00 "
721146192,SCREW VOLAR DSTL VA 2.4X14 SS,"$1,644.17 "
721146235,INSERT HUM RVRS TM 7D 36MM+3,"$9,350.00 "
721146261,STEM FEM MC VSYS 15X160 LM STD,"$18,000.00 "
721146262,SCREW CANN 4X56MM SS LNG THRD,"$2,216.28 "
721146274,PLATE HUM PERIARTIC 3.5X199 RT,"$14,163.20 "
721146276,FIXATOR SECURESTRAP ABSORB 5MM,"$5,886.72 "
721146295,TRAY TIB CEM TS TRATH #3,"$10,752.50 "
721146325,STEM HUM TM 48D 13X130MM,"$22,000.00 "
721146371,KIT AMZ T3 OSTY PROC,"$5,464.05 "
721146372,SCREW CORT ST T6 2.0X14MM SS,$442.66 
721146374,KIT NEUROSTIM DBS 40CM 1.5MM,"$23,264.48 "
721146376,IPG NEUROSTIM ACTIVA PC,"$73,409.60 "
721146377,PROGRAMMER PT ACTIVA DBS,"$9,522.98 "
721146378,KIT TUNNELING PERCU 3550-05,"$2,182.29 "
721146388,IPG NEUROSTIM ACTIVA SC,"$38,305.30 "
721146389,IPG NEUROSTIM ACTIVA SCX,"$38,305.30 "
721146390,IPG NEUROSTIM ACTIVA RC,"$111,821.60 "
721146391,CHARGER DBS F/ACTIVA,"$15,908.00 "
721146393,BIT DRILL CANN 3.0MM,"$2,128.18 "
721146406,BIT DRILL QR CALIBD 2.3MM,"$1,605.25 "
721146427,BLADE SINUS RAD 4MM 12D ROT,"$3,484.84 "
721146437,ANCHOR BIOC 2.4X6.5MM W/1 2-0,"$3,558.75 "
721146452,PLATE ACP RATCH 57.5MM,"$11,724.90 "
721146462,CHARGER NEURO STM,"$22,348.80 "
721146468,WASHER SPKD 18MM LP,"$1,216.10 "
721146475,ROD STR SOLERA4.75X500MM COCR+,"$7,704.03 "
721146481,SCREW VOLAR DSTL VA 2.4X12 SS,"$1,644.17 "
721146486,TIP EXTCTR F/SC STP 3.5-4.5MM,"$2,244.75 "
721146488,ROD SOLERA CRV CCM 4.75X95MM,"$3,890.54 "
721146489,ROD SOLERA CRV CCM 4.75X100MM,"$3,890.54 "
721146510,ADAPTER PCKT SNGL CHMBR ACTIVA,"$5,420.25 "
721146511,ADAPTER PCKT DUAL CHMBR ACTIVA,"$9,256.50 "
721146515,NEEDLE INSRTN STIM 5IN,"$1,894.68 "
721146537,BLADE LARYN MAC #3 ADLT SS,$239.69 
721146549,SCREW CORT ST T8 2.7X20MM SS,$466.98 
721146553,SCREW VA ST LOKG 2.7X38MM SS,"$1,722.00 "
721146554,SCREW VA ST LOKG 2.7X40MM SS,"$1,722.00 "
721146560,STEM HUM MINI CMPHSV W/H 13MM,"$21,450.00 "
721146565,ANCHOR SUT CRKSCR 6.5MM W/#2FW,"$3,230.25 "
721146567,ASPIRATOR JUHN TYM EAR FLUD,$134.26 
721146570,SCREW SOLERA CORT M/A 5.5X40MM,"$7,621.19 "
721146574,PLATE ACP ATLNTS 60.0MM,"$11,724.90 "
721146607,LINER ACET LGVTY 0D 58X36MM,"$7,480.00 "
721146677,LEAD TRL 70CM W/STIFF STYLET,"$17,866.40 "
721146701,CAP PROTCT F/CF ROD 8.0MM,$26.75 
721146706,PLATE POST-MED 4H 105 SS STRL,"$9,335.04 "
721146741,SCREW XDRV MIC 1.8X7MM DF,$758.85 
721146746,REAMER MTP META 22MM,"$4,927.50 "
721146747,REAMER PHALANGEAL 22MM,"$4,927.50 "
721146751,BIT DRILL 2.2MM,"$1,033.69 "
721146771,BIT DRILL CANN 2.0MM,"$2,128.18 "
721146772,LINER ACET MDM 46MM #F COCR,"$9,350.00 "
721146773,INSERT ACET REST X3 28/52MM,"$9,350.00 "
721146797,KIT PROC HTA PROCERVA,"$13,076.88 "
721146823,SCREW ATLNTS VA SD 4.0X11MM,"$1,732.94 "
721146845,SCREW CORT NLOKG LP 3.5X16 SS,$425.64 
721146846,SCREW CANC 4.0X30MM LP,$425.64 
721146850,SYSTEM ACHILLES SPEDBRDG,"$13,920.00 "
721146869,SCREW HEXALOB LOKG 3.5X14MM,"$1,824.15 "
721146895,TIP ASPIR PAYNER 360,"$6,548.10 "
721146896,TIP ASPIR LNG SPETZLR CLAW,"$6,865.65 "
721146898,SCREW CORTEX 2.4X14MM SS ST,$598.32 
721146913,PLATE HUM PERIARTIC 3.5X91 RT,"$12,569.60 "
721146939,SHELL ACET CNTUM C/H 58MM #LL,"$12,622.50 "
721146949,PIN PREFIX TRANSLATIONAL,"$1,062.87 "
721146950,SCREW HEXALOB NLOKG 3.5X12MM,"$1,094.49 "
721146951,SCREW HEXALOB NLOKG 3.5X16MM,"$1,094.49 "
721146991,SCREW HEXALOB LOKG 3.5X12MM,"$1,824.15 "
721146994,SCREW CORT NLOKG LP 3.5X18 SS,$425.64 
721147007,PLATE RAD COLUMN 3H,"$5,858.25 "
721147009,SCREW CORT 2.3X14MM SS,$899.91 
721147010,SCREW CORT 2.3X24MM SS,$899.91 
721147038,SHELL ACETAB 56MM MOD RING,$702.30 
721147043,PIN FIX TEMP 1.4MM,"$1,082.33 "
721147051,SCREW ORTHLC LOKG 3.5X14MM,"$2,409.00 "
721147059,BREAST SIL NATRELLE 410MX 370G,"$10,238.25 "
721147069,BIT DRILL 2.4MM VERTEX,"$2,496.60 "
721147070,SCREW VERTEX CANC M/A 3.5X30MM,"$7,638.95 "
721147071,SCREW VERTEX CANC M/A 3.5X32MM,"$8,041.00 "
721147074,LINER ACET DRLC 10D 28X48MM,"$13,661.75 "
721147091,ROD SOLERA CRV CCM 4.75X50MM,"$3,890.54 "
721147096,ROD SOLERA CRV CCM 4.75X35MM,"$3,890.54 "
721147099,ANCHOR SWIVELOCK BIOC 3.5X5.5,"$4,380.00 "
721147106,ANCHOR SUT CRKSCR 3.5 W/NDL,"$13,323.75 "
721147172,SCREW SOLERA CORT M/A 5.5X35MM,"$7,621.19 "
721147175,LINER CLR KICK BUCKET,$1.46 
721147193,CATH CSF BACTISEAL PERIT 120CM,"$6,314.32 "
721147202,INSERT TIB NSM 12MM CD/1-2,"$7,665.00 "
721147213,BIT DRILL CANN 2.7X155MM,"$7,012.50 "
721147229,PIN BUTT VA LOKG T8 1.8X22,"$1,644.17 "
721147250,LINER ACET MPLR VSYS 22X40-41,"$2,190.00 "
721147257,SCREW BONE 3.0X5.0MM,"$1,039.77 "
721147280,STEM NEXGEN FLUTED EXT 17X75,"$10,249.00 "
721147284,ROD SOLERA CRV CCM 4.75X55MM,"$3,890.54 "
721147300,STEM FEM MC VSYS 16X160 EXT,"$18,000.00 "
721147303,KIT CRANIOPLASTIC 75PPM 431280,"$13,216.00 "
721147309,BLADE BNE MILL MD DISP,"$3,640.88 "
721147311,SCREW POLY 5.5X45MM,"$8,103.00 "
721147313,SCREW EVEREST SET,$486.44 
721147343,SCREW VERTEX CANC M/A 3.5X26MM,"$7,638.95 "
721147354,SCREW BIO-CMPSN 2.7X20MM,"$4,325.25 "
721147355,GUIDEWIRE W/TOCAR TIP .045IN,$85.13 
721147361,LINER ACET ALTRX 0D 36X54MM,"$7,480.00 "
721147367,PLATE CLAV SUP ANT 110MM RT,"$8,946.08 "
721147377,PLATE CLAV LCP 7H 100MM RT,"$8,946.08 "
721147399,PLATE CLAV LCP HK 3H 62MM ST,"$6,456.12 "
721147413,SCREW ATLNTS VA SD 4.0X12MM,"$1,732.94 "
721147414,PACK GSM LMBR LAMI,"$1,379.79 "
721147451,SCREW SNOWCAP3 VA SD 4X16MM,"$1,641.74 "
721147452,PLATE ACP 2LVL SNOWCAP3 38MM,"$7,480.00 "
721147469,KIT NRV-BLK 600ML ON-Q DUAL,"$6,296.25 "
721147470,RESERVOIR PENILE AMS 100ML FLT,"$19,432.00 "
721147471,SCREW LOKG ST T15 3.5X48MM SS,"$1,566.34 "
721147503,COUNTERSINK SCREW 2.7/3.5MM,"$1,582.51 "
721147508,BIT DRILL CANN 2.5MM DARTFIRE,"$2,222.85 "
721147525,FINGER JNT INTRPHLG NEUFLEX #4,"$7,202.91 "
721147528,ANCHOR SUT CRKSCR 4.5 W/#2 FW,"$3,120.75 "
721147530,K-WIRE TRCR PT 1.25X150MM,$895.66 
721147531,PIN GUID FIX PROVNL 2.7X14MM,"$4,686.60 "
721147554,STEM FEM MC VSYS 12X140 LM EXT,"$18,000.00 "
721147585,PLATE DSTL LCP VA 7X3H 55MM LF,"$9,312.60 "
721147601,LINER ACET ALTRX 0D 32X50MM,"$7,480.00 "
721147622,SCREW BIOC INTERF TENO 5.50X15,"$3,777.75 "
721147623,SCREW EMERGENCY 2.4X8MM TI,"$1,001.94 "
721147634,PLATE TIB LCP 8H 3.5MM SS RT,"$14,017.52 "
721147640,PLATE TROCH GRIP 2CBLS MD 150,"$13,202.20 "
721147656,LINER ACET ALTRX+4 0D 36X62MM,"$7,480.00 "
721147658,KIT HIP ARTHSCP W/BLDE,"$4,927.50 "
721147676,TRAY TIB TRATH #4 LM/RL,"$11,687.50 "
721147692,LINER ACET ALTRX 0D 32X48MM,"$7,480.00 "
721147728,TAPE FIBERTAPE AR-7237,"$1,155.30 "
721147741,PLATE OSTETMY WRE FORM 3H,"$3,996.75 "
721147756,HEAD FEM V40 BIOLOX 32MM-4,"$7,947.50 "
721147782,HEAD FEM DLTA 12/14 28MM+8.5,"$15,372.00 "
721147784,SET TU HYSTSCP OUTFLOW,"$1,454.46 "
721147794,AUGMENT TIB TRATH #5 5MM RM/LL,"$9,158.33 "
721147797,SCREW CORT LOKG LP 2.7X14MM SS,"$1,398.52 "
721147798,SCREW CORT LOKG LP 2.7X16MM SS,"$1,398.52 "
721147825,PATELLA PRLNG NXGN 32MM,"$5,475.00 "
721147831,CLIP ANEUR 10 SLIGHT CRV 9MM,"$3,942.00 "
721147839,ROD SOLERA CRV CCM 4.75X80MM,"$3,890.54 "
721147855,BIT DRILL STEP 2.4MM TISSTAK,$972.88 
721147862,HEAD FEM DLTA 12/14 28MM+5,"$15,372.00 "
721147874,RETRACTOR WND O ALEXIS 11-17CM,$918.16 
721147878,SCREW XDRV MIC 1.5X4MM DF,$758.85 
721147898,PLATE LCP 6H 2.7X58MM SS,"$4,669.08 "
721147899,PLATE DSTL LCP VA 7X3H 55MM RT,"$9,312.60 "
721147900,SCREW VOLAR DSTL VA 2.4X26 SS,"$1,644.17 "
721147902,BLADE ENT RAD 90DEG 3.5MM,"$3,022.53 "
721147903,CLIP ANEUR TEMP MINI 7STR SLIM,"$3,942.00 "
721147904,LINER ACET ALTRX+4 10D 36X62MM,"$7,480.00 "
721147929,LINER ACET ALTRX 0D 36X52MM,"$7,480.00 "
721147937,COVER WND ALLOWRAP DS 2X4CM,"$8,527.20 "
721147956,SCREW SOLERA CORT M/A 5.5X55MM,"$7,621.19 "
721147957,SCREW SOLERA CORT M/A 6.5X55MM,"$7,621.19 "
721147963,PROTECTOR NRV 7MMX4CM,"$20,936.00 "
721147970,SCREW NCB CORT ST 4.0X32MM,"$1,765.78 "
721148000,SCREW ATLNTS VA SD 4.0X17MM,"$1,732.94 "
