POLIOVIRUS VACCINE 40-8-32 UNIT/0.5 ML INJ SUSP [108127],"$1,255.74 ",1  x 5 mL Vial
POLYETHYLENE GLYCOL 3350 17 GRAM ORAL PWPK [25424],$8.19 ,1 each
POLYETHYLENE GLYCOL 3350 17 GRAM ORAL PWPK [25424],$5.70 ,1 each
"POLYMYXIN B SULF-TRIMETHOPRIM 10,000 UNIT- 1 MG/ML OPHT DROP [11596]",$37.40 ,1  x 10 mL DROP BTL
"POLYMYXIN B SULF-TRIMETHOPRIM 10,000 UNIT- 1 MG/ML OPHT DROP [11596]",$38.90 ,1  x 10 mL DROP BTL
"POLYMYXIN B SULFATE 500,000 UNIT INJ SOLR [6393]",$46.87 ,1 each
"POLYMYXIN B SULFATE 500,000 UNIT INJ SOLR [6393]",$54.07 ,1 each
POLYVINYL ALCOHOL 1.4 % OPHT DROP [27994],$7.93 ,1  x 15 mL DROP BTL
POLYVINYL ALCOHOL 1.4 % OPHT DROP [27994],$15.07 ,1  x 15 mL DROP BTL
POLYVINYL ALCOHOL-POVIDON(PF) 1.4-0.6 % OPHT DPET [123500],$4.42 ,1 each
PORACTANT ALFA 120 MG/1.5 ML INTR SUSP [27047],"$1,548.81 ",1  x 1.5 mL Vial
POSACONAZOLE 100 MG ORAL TBEC [124917],$166.51 ,1 each
POSACONAZOLE 200 MG/5 ML (40 MG/ML) ORAL SUSP [77371],"$4,334.13 ",1  x 105 mL Bottle
POSACONAZOLE 300 MG/16.7 ML IV SOLN [125429],"$2,047.79 ",1  x 16.7 mL Vial
"POT,SODIUM CITRATE-CITRIC ACID 550-500-334 MG/5 ML ORAL SOLN [11057]",$160.56 ,1  x 473 mL Bottle
POTASSIUM ACETATE 2 MEQ/ML IV SOLN [6420],$51.19 ,1  x 50 mL Vial
POTASSIUM ACETATE 2 MEQ/ML IV SOLN [6420],$23.93 ,1  x 20 mL Vial
POTASSIUM ACETATE 2 MEQ/ML IV SOLN [6420],$23.03 ,1  x 20 mL Vial
POTASSIUM ACETATE 2 MEQ/ML IV SOLN [6420],$31.61 ,1  x 20 mL Vial
POTASSIUM ACETATE 2 MEQ/ML ORAL SOLN [172894],$11.67 ,1  x 10 mL Bottle
POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP [9801],$45.00 ,1  x 1000 mL Bag
POTASSIUM CHLORID-D5-0.45%NACL 30 MEQ/L IV SOLP [9804],$47.05 ,1  x 1000 mL Bag
POTASSIUM CHLORID-D5-0.45%NACL 40 MEQ/L IV SOLP [9807],$47.05 ,1  x 1000 mL Bag
POTASSIUM CHLORIDE 10 MEQ ORAL CPER [13644],$3.25 ,1 each
POTASSIUM CHLORIDE 10 MEQ ORAL CPER [13644],$3.46 ,1 each
POTASSIUM CHLORIDE 10 MEQ ORAL TBTQ [35942],$2.90 ,1 each
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN [6429],$67.67 ,1  x 250 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN [6429],$14.71 ,1  x 10 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN [6429],$16.89 ,1  x 20 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN [6429],$26.75 ,1  x 20 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN [6429],$22.27 ,1  x 10 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN [6429],$26.75 ,1  x 20 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML ORAL SOLN [172910],$52.99 ,1  x 250 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML ORAL SOLN [172910],$9.46 ,1  x 10 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML ORAL SOLN [172910],$11.25 ,1  x 20 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML ORAL SOLN [172910],$19.35 ,1  x 20 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML ORAL SOLN [172910],$15.67 ,1  x 10 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML ORAL SOLN [172910],$15.67 ,1  x 10 mL Vial
POTASSIUM CHLORIDE 2 MEQ/ML ORAL SOLN [172910],$19.35 ,1  x 20 mL Vial
POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQD [76913],$20.55 ,1  x 15 mL Cup
POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQD [76913],$9.78 ,1  x 15 mL Cup
POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQD [76913],"$1,016.42 ",1  x 473 mL Bottle
POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQD [76913],$10.43 ,1  x 5 mEq Cup
POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQD [76913],$59.64 ,1  x 15 mL Cup
POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQD [76913],,
POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQD [76913],$55.22 ,1  x 15 mL Cup
POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP [11081],$42.87 ,1  x 1000 mL Bag
POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP (NO RATE REQ) [169081],$42.87 ,1  x 1000 mL Bag
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK [11077],$23.35 ,1  x 50 mL Bag
POTASSIUM CHLORIDE IN WATER 20 MEQ/50 ML IV PGBK [11077],$21.11 ,1  x 50 mL Bag
POTASSIUM CHLORIDE IN WATER 40 MEQ/100 ML IV PGBK [11079],$23.03 ,1  x 100 mL Bag
POTASSIUM CHLORIDE-0.45 % NACL 20 MEQ/L IV SOLP [36046],$45.00 ,1  x 1000 mL Bag
POTASSIUM CHLORIDE-0.45 % NACL 20 MEQ/L IV SOLP (NO RATE REQ) [169082],$45.00 ,1  x 1000 mL Bag
POTASSIUM CHLORIDE-D5-0.2%NACL 20 MEQ/L IV SOLP [9800],$47.05 ,1  x 1000 mL Bag
POTASSIUM CHLORIDE-D5-0.9%NACL 20 MEQ/L IV SOLP [9795],$50.25 ,1  x 1000 mL Bag
POTASSIUM CHLORIDE-D5-0.9%NACL 40 MEQ/L IV SOLP [9796],$39.67 ,1  x 1000 mL Bag
POTASSIUM CHLORIDE-D5-0.9%NACL 40 MEQ/L IV SOLP [9796],$20.47 ,1  x 1000 mL Bag
POTASSIUM CITRATE 5 MEQ (540 MG) ORAL TBER [11084],$5.91 ,1 each
"POTASSIUM CITRATE-CITRIC ACID 1,100-334 MG/5 ML ORAL SOLN [22646]",$138.17 ,1  x 473 mL Bottle
POTASSIUM HYDROXIDE 20 % TOP SOLN [40840234],,
POTASSIUM IODIDE 1 GRAM/ML ORAL SOLN [6445],$465.06 ,1  x 237 mL Bottle
POTASSIUM PHOSPHATE 3 MMOL/ML ORAL SOLN [174414],$36.97 ,1  x 10 mL Bottle
POTASSIUM PHOSPHATE M-/D-BASIC 3 MMOL/ML IV SOLN [127665],$269.11 ,1  x 50 mL Vial
POTASSIUM PHOSPHATE M-/D-BASIC 3 MMOL/ML IV SOLN [127665],$66.84 ,1  x 15 mL Vial
POTASSIUM PHOSPHATE M-/D-BASIC 3 MMOL/ML IV SOLN [172916],$269.11 ,1  x 50 mL Vial
POTASSIUM PHOSPHATE M-/D-BASIC 3 MMOL/ML IV SOLN [172916],$66.84 ,1  x 15 mL Vial
"POTASSIUM, SODIUM PHOSPHATES 280-160-250 MG ORAL PWPK [70284]",$2.78 ,1 each
POVIDONE-IODINE 10 % TOP OINT [6455],$19.49 ,1  x 28.4 g Tube
POVIDONE-IODINE 10 % TOP OINT [6455],$11.76 ,1  x 28.35 g Tube
POVIDONE-IODINE 10 % TOP OINT [6455],$3.97 ,1  x 1 g Packet
POVIDONE-IODINE 10 % TOP SOLN [6454],$9.24 ,1  x 240 mL Bottle
POVIDONE-IODINE 10 % TOP SOLN [6454],$7.59 ,1  x 118 mL Bottle
POVIDONE-IODINE 10 % TOP SOLN [6454],$6.71 ,1  x 60 mL Bottle
POVIDONE-IODINE 5 % OPHT SOLN [19791],$5.37 ,1  x 30 mL Bottle
POVIDONE-IODINE 7.5 % TOP SOLN [6460],$15.35 ,1  x 118 mL Bottle
PRALIDOXIME 1 GRAM INJ SOLR [6462],$288.31 ,1 each
PRAVASTATIN 20 MG ORAL TAB [11111],$8.76 ,1 each
PRAVASTATIN 20 MG ORAL TAB [11111],$2.75 ,1 each
PRAVASTATIN 20 MG ORAL TAB [11111],$3.07 ,1 each
PRAZOSIN 1 MG ORAL CAP [6468],$3.57 ,1 each
PREDNISOLONE 15 MG/5 ML ORAL SOLN [11117],$492.33 ,1  x 480 mL Bottle
PREDNISOLONE ACETATE 1 % OPHT DRPS [6487],$142.42 ,1  x 5 mL DROP BTL
PREDNISOLONE ACETATE 1 % OPHT DRPS [6487],$149.05 ,1  x 5 mL DROP BTL
PREDNISOLONE SODIUM PHOSPHATE 10 MG ORAL TBDL [77790],$53.64 ,1 each
PREDNISOLONE SODIUM PHOSPHATE 10 MG ORAL TBDL [77790],$33.11 ,1 each
PREDNISOLONE SODIUM PHOSPHATE 10 MG ORAL TBDL [77790],$33.11 ,1 each
PREDNISOLONE SODIUM PHOSPHATE 15 MG ORAL TBDL [77035],$66.02 ,1 each
PREDNISOLONE SODIUM PHOSPHATE 15 MG ORAL TBDL [77035],$54.11 ,1 each
PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML (3 MG/ML) ORAL SOLN [29302],$202.02 ,1  x 237 mL Bottle
PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML (3 MG/ML) ORAL SOLN [29302],$74.25 ,1  x 237 mL Bottle
PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML (3 MG/ML) ORAL SOLN [29302],$8.83 ,1  x 6 mg Syringe
PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML (3 MG/ML) ORAL SOLN [29302],$8.74 ,1  x 9 mg Syringe
PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML (3 MG/ML) ORAL SOLN [29302],$13.05 ,1  x 15 mg Syringe
PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML (3 MG/ML) ORAL SOLN [29302],$14.72 ,1  x 20 mg Syringe
PREDNISOLONE SODIUM PHOSPHATE 30 MG ORAL TBDL [77791],$69.11 ,1 each
PREDNISOLONE SODIUM PHOSPHATE 30 MG ORAL TBDL [77791],$69.11 ,1 each
PREDNISONE 1 MG ORAL TAB [6493],$2.16 ,1 each
PREDNISONE 1 MG ORAL TAB [6493],$2.21 ,1 each
PREDNISONE 10 MG ORAL TAB [6494],$2.08 ,1 each
PREDNISONE 10 MG ORAL TAB [6494],$2.19 ,1 each
PREDNISONE 10 MG ORAL TAB [6494],$1.99 ,1 each
PREDNISONE 2.5 MG ORAL TAB [6495],$1.97 ,1 each
PREDNISONE 2.5 MG ORAL TAB [6495],$2.00 ,1 each
PREDNISONE 20 MG ORAL TAB [6496],$2.23 ,1 each
PREDNISONE 20 MG ORAL TAB [6496],$2.82 ,1 each
PREDNISONE 20 MG ORAL TAB [6496],$2.23 ,1 each
PREDNISONE 5 MG ORAL TAB [6497],$2.15 ,1 each
PREDNISONE 5 MG ORAL TAB [6497],$2.06 ,1 each
PREDNISONE 5 MG ORAL TAB [6497],$2.15 ,1 each
PREDNISONE 5 MG/ML ORAL CONC [121764],$416.58 ,1  x 30 mL Bottle
PREGABALIN 25 MG ORAL CAP [42162],$19.71 ,1 each
PREGABALIN 50 MG ORAL CAP [42163],$21.51 ,1 each
PRENATAL VITS96-IRON FUM-FOLIC 27 MG IRON- 800 MCG ORAL TAB [131095],$1.77 ,1 each
PRIMIDONE 250 MG ORAL TAB [6544],$3.68 ,1 each
PRIMIDONE 250 MG ORAL TAB [6544],$3.03 ,1 each
PRIMIDONE 250 MG ORAL TAB [6544],$2.40 ,1 each
PRIMIDONE 250 MG ORAL TAB [6544],$3.35 ,1 each
PRIMIDONE 50 MG ORAL TAB [11129],$3.34 ,1 each
PRIMIDONE 50 MG ORAL TAB [11129],$2.79 ,1 each
PRIMIDONE 50 MG ORAL TAB [11129],$2.17 ,1 each
PRIMIDONE 50 MG ORAL TAB [11129],$3.69 ,1 each
PROBENECID 500 MG ORAL TAB [6561],$3.76 ,1 each
PROCAINAMIDE 100 MG/ML INJ SOLN [6562],$313.98 ,1  x 10 mL Vial
PROCAINAMIDE 500 MG/ML INJ SOLN [6563],$262.39 ,1  x 2 mL Vial
PROCARBAZINE 50 MG ORAL CAP [11136],$177.68 ,1 each
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN [6580],$81.91 ,1  x 2 mL Vial
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN [6580],$81.91 ,1  x 2 mL Vial
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN [6580],$81.91 ,1  x 2 mL Vial
PROCHLORPERAZINE MALEATE 5 MG ORAL TAB [6583],$2.24 ,1 each
PROCHLORPERAZINE MALEATE 5 MG ORAL TAB [6583],$2.95 ,1 each
PROMETHAZINE 12.5 MG ORAL TAB [6621],$2.59 ,1 each
PROMETHAZINE 12.5 MG ORAL TAB [6621],$2.68 ,1 each
PROMETHAZINE 12.5 MG ORAL TAB [6621],$2.68 ,1 each
PROMETHAZINE 12.5 MG RECT SUPP [11143],$50.12 ,1 each
PROMETHAZINE 25 MG ORAL TAB [6622],$2.92 ,1 each
PROMETHAZINE 25 MG ORAL TAB [6622],$2.71 ,1 each
PROMETHAZINE 25 MG ORAL TAB [6622],$3.69 ,1 each
PROMETHAZINE 25 MG RECT SUPP [11144],$50.12 ,1 each
PROMETHAZINE 25 MG/ML INJ SOLN [6618],$14.18 ,1  x 1 mL Vial
PROMETHAZINE 25 MG/ML INJ SOLN [6618],$13.63 ,1  x 1 mL Vial
PROMETHAZINE 25 MG/ML INJ SOLN [6618],$13.56 ,1  x 1 mL AMPUL
PROMETHAZINE 25 MG/ML INJ SOLN [6618],$13.63 ,1  x 1 mL Vial
PROMETHAZINE 6.25 MG/5 ML ORAL SYRP [6620],$64.77 ,1  x 473 mL Bottle
PROMETHAZINE 6.25 MG/5 ML ORAL SYRP [6620],$63.53 ,1  x 473 mL Bottle
PROPAFENONE 150 MG ORAL TAB [11146],$5.19 ,1 each
PROPARACAINE 0.5 % OPHT DROP [6644],$118.95 ,1  x 15 mL DROP BTL
PROPARACAINE 0.5 % OPHT DROP [6644],$118.95 ,1  x 15 mL DROP BTL
PROPOFOL 10 MG/ML IV EMUL [11150],$56.95 ,1  x 100 mL Vial
PROPOFOL 10 MG/ML IV EMUL [11150],$20.09 ,1  x 20 mL Vial
PROPOFOL 100 MG/10 ML (10 MG/ML) IV SYRG [130714],$40.12 ,1  x 10 mL Syringe
PROPOFOL INFUSION 10 MG/ML [40840026],$56.95 ,1  x 100 mL Vial
PROPOFOL INFUSION 10 MG/ML [40840026],$20.09 ,1  x 20 mL Vial
PROPRANOLOL 1 MG/ML IV SOLN [29335],$49.54 ,1  x 1 mL Vial
PROPRANOLOL 1 MG/ML IV SOLN [29335],$42.87 ,1  x 1 mL Vial
PROPRANOLOL 20 MG ORAL TAB [6657],$2.72 ,1 each
PROPRANOLOL 20 MG ORAL TAB [6657],$2.72 ,1 each
PROPRANOLOL 20 MG/5 ML (4 MG/ML) ORAL SOLN [6654],$179.88 ,1  x 500 mL Bottle
PROTAMINE 10 MG/ML IV SOLN [6677],$152.39 ,1  x 25 mL Vial
PROTAMINE 10 MG/ML IV SOLN [6677],$111.19 ,1  x 25 mL Vial
PSEUDOEPHEDRINE HCL 30 MG ORAL TAB [6714],$1.68 ,1 each
PSEUDOEPHEDRINE HCL 30 MG ORAL TAB [6714],$1.65 ,1 each
PSEUDOEPHEDRINE HCL 30 MG/5 ML ORAL LIQD [6713],$24.96 ,1  x 473 mL Bottle
PSYLLIUM HUSK (WITH SUGAR) 3.4 GRAM/7 GRAM ORAL POWD [128790],$44.81 ,1  x 822 g Jar
PYRAZINAMIDE 100 MG/ML ORAL SUSPENSION [168518],$318.75 ,1  x 120 mL 
PYRAZINAMIDE 500 MG ORAL TAB [6738],$15.08 ,1 each
PYRIDOSTIGMINE BROMIDE 5 MG/ML INJ SOLN [127668],$133.75 ,1  x 2 mL AMPUL
PYRIDOSTIGMINE BROMIDE 5 MG/ML INJ SOLN [127668],$93.02 ,1  x 2 mL AMPUL
PYRIDOSTIGMINE BROMIDE 60 MG ORAL TAB [11239],$4.40 ,1 each
PYRIDOSTIGMINE BROMIDE 60 MG ORAL TAB [11239],$2.65 ,1 each
PYRIDOSTIGMINE BROMIDE 60 MG/5 ML ORAL SYRP [11238],"$3,345.17 ",1  x 473 mL Bottle
PYRIDOXINE (VITAMIN B6) 100 MG/ML INJ SOLN [6744],$69.24 ,1  x 1 mL Vial
PYRIDOXINE (VITAMIN B6) 100 MG/ML ORAL SOLN [40842004],$54.28 ,1  x 1 mL Vial
PYRIDOXINE (VITAMIN B6) 50 MG ORAL TAB [6748],$1.67 ,1 each
PYRIDOXINE (VITAMIN B6) 50 MG ORAL TAB [6748],$8.83 ,100 tablet
PYRIDOXINE (VITAMIN B6) 50 MG ORAL TAB [6748],$2.22 ,1 each
QUETIAPINE 100 MG ORAL TAB [21824],$2.92 ,1 each
QUETIAPINE 100 MG ORAL TAB [21824],$2.92 ,1 each
QUETIAPINE 25 MG ORAL TAB [21823],$2.86 ,1 each
QUETIAPINE 25 MG ORAL TAB [21823],$2.22 ,1 each
QUETIAPINE 25 MG ORAL TAB [21823],$9.88 ,1 each
QUINIDINE SULFATE 10 MG/ML ORAL SUSPENSION [168926],$9.72 ,1  x 100 mL Bottle
QUINIDINE SULFATE 200 MG ORAL TAB [6777],$2.28 ,1 each
QUINIDINE SULFATE 300 MG ORAL TAB [6778],$2.86 ,1 each
RABIES IMMUNE GLOBULIN (PF) 150 UNIT/ML IM SOLN [11256],"$2,903.03 ",1  x 2 mL Vial
RABIES IMMUNE GLOBULIN (PF) 150 UNIT/ML IM SOLN [11256],"$3,008.72 ",1  x 2 mL Vial
"RABIES VACC,HUMAN DIPLOID (PF) 2.5 UNIT IM SOLR [11257]","$1,302.07 ",1 each
"RABIES VACCINE, PCEC (PF) 2.5 UNIT IM SUSR [22120]","$1,174.71 ",1 each
RACEPINEPHRINE 2.25 % INHL NEBU [113082],$10.99 ,1 each
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$32.16 ,1  x 10 mL Cup
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$926.86 ,1  x 473 mL Bottle
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$24.50 ,1  x 10 mL Cup
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$928.10 ,1  x 473 mL Bottle
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$7.28 ,1  x 2 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$7.28 ,1  x 4 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$7.28 ,1  x 6 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$8.25 ,1  x 10 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$8.24 ,1  x 15 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$9.25 ,1  x 20 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$10.17 ,1  x 30 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$12.20 ,1  x 40 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$14.04 ,1  x 60 mg Syringe
RANITIDINE HCL 15 MG/ML ORAL SYRP [6802],$15.97 ,1  x 75 mg Syringe
RANITIDINE HCL 150 MG ORAL TAB [11265],$1.91 ,1 each
RANITIDINE HCL 150 MG ORAL TAB [11265],$5.11 ,1 each
RANITIDINE HCL 150 MG ORAL TAB [11265],$1.95 ,1 each
RANITIDINE HCL 150 MG ORAL TAB [11265],$1.88 ,1 each
RANITIDINE HCL 25 MG/ML INJ SOLN [40110],$181.95 ,1  x 6 mL Vial
RANITIDINE HCL 25 MG/ML INJ SOLN [40110],"$1,028.47 ",1  x 40 mL Vial
RANITIDINE HCL 25 MG/ML INJ SOLN [40110],"$1,028.47 ",1  x 40 mL Vial
RANITIDINE HCL 50 MG/2 ML (25 MG/ML) INJ SOLN [40109],$67.90 ,1  x 2 mL Vial
RANITIDINE HCL 50 MG/2 ML (25 MG/ML) INJ SOLN [40109],$137.59 ,1  x 2 mL Vial
RANITIDINE HCL 75 MG ORAL TAB [16956],$1.76 ,1 each
RANITIDINE HCL 75 MG ORAL TAB [16956],$8.70 ,1 each
RANITIDINE HCL 75 MG ORAL TAB [16956],$2.28 ,1 each
RASBURICASE 1.5 MG IV SOLR [33591],"$3,189.64 ",1  x 1.5 mg Vial
REMIFENTANIL 1 MG IV SOLR [18398],$246.23 ,1 each
REMIFENTANIL 1 MG IV SOLR [18398],$246.23 ,1  x 3 mL Vial
REMIFENTANIL 1 MG IV SOLR [18398],$237.43 ,1 each
REMIFENTANIL 2 MG IV SOLR [18400],$481.59 ,1 each
REMIFENTANIL HCL-0.9%NACL (PF) 100 MCG/2 ML (50 MCG/ML) IV SYRG [130822],$82.87 ,1  x 2 mL Syringe
RESTA EX CREAM [169060],$29.80 ,1  x 107 g Jar
RESTA EX CREAM [169060],$77.19 ,1  x 454 g Jar
RESTA LITE EX LOTN [169065],$17.91 ,1  x 85 g Tube
"RHO(D) IMMUNE GLOBULIN-MALTOSE 1,500 UNIT/1.3 ML INJ SOLN [70575]","$1,656.76 ",1  x 1.3 mL Vial
RIBOFLAVIN (VITAMIN B2) 100 MG ORAL TAB [11288],$1.74 ,1 each
RIFABUTIN 150 MG ORAL CAP [11290],$39.91 ,1 each
RIFAMPIN 10 MG/ML ORAL SUSPENSION [168517],$44.18 ,1  x 120 mL Bottle
RIFAMPIN 150 MG ORAL CAP [11292],$8.70 ,1 each
RIFAMPIN 300 MG ORAL CAP [11293],$5.77 ,1 each
RIFAMPIN 300 MG ORAL CAP [11293],$5.78 ,1 each
RIFAMPIN 300 MG ORAL CAP [11293],$3.99 ,1 each
RIFAMPIN 600 MG IV SOLR [11291],$12.79 ,1  x 600 mg Vial
RIFAXIMIN 200 MG ORAL TAB [39063],$47.58 ,1 each
RIMANTADINE 100 MG ORAL TAB [15440],$6.95 ,1 each
RISPERIDONE 1 MG ORAL TBDL [35687],$11.65 ,1 each
RISPERIDONE 1 MG ORAL TBDL [35687],$14.18 ,1 each
RISPERIDONE 1 MG ORAL TBDL [35687],$14.18 ,1 each
RISPERIDONE 1 MG/ML ORAL SOLN [17377],$407.04 ,1  x 30 mL Bottle
RISPERIDONE 2 MG ORAL TBDL [35688],$22.06 ,1 each
RITUXIMAB 10 MG/ML IV CONC [129648],"$3,618.62 ",1  x 10 mL Vial
RITUXIMAB 10 MG/ML IV CONC [129648],"$18,049.59 ",1  x 50 mL Vial
RIVAROXABAN 15 MG ORAL TAB [112834],$35.60 ,1 each
RIVAROXABAN 20 MG ORAL TAB [112835],$35.60 ,1 each
RIZATRIPTAN 10 MG ORAL TBDL [27630],$81.26 ,1 each
RIZATRIPTAN 5 MG ORAL TBDL [27629],$97.71 ,1 each
RIZATRIPTAN 5 MG ORAL TBDL [27629],$55.55 ,1 each
RIZATRIPTAN 5 MG ORAL TBDL [27629],$74.40 ,1 each
RIZATRIPTAN 5 MG ORAL TBDL [27629],$81.26 ,1 each
RIZATRIPTAN 5 MG ORAL TBDL [27629],$74.40 ,1 each
ROCURONIUM 10 MG/ML IV SOLN [95811],$25.00 ,1  x 5 mL Vial
ROCURONIUM 10 MG/ML IV SOLN [95811],$24.89 ,1  x 5 mL Vial
ROCURONIUM 10 MG/ML IV SOLN [95811],$33.91 ,1  x 5 mL Vial
ROCURONIUM 10 MG/ML IV SOLN [95811],$30.27 ,1  x 5 mL Vial
ROCURONIUM 50 MG/5 ML (10 MG/ML) IV SYRG [129241],$49.66 ,1  x 5 mL Syringe
ROCURONIUM 50 MG/5 ML (10 MG/ML) IV SYRG [129241],$51.91 ,1  x 5 mL Syringe
ROMIPLOSTIM 250 MCG SUBQ SOLR [93566],"$6,939.67 ",1  x 250 mcg Vial
ROMIPLOSTIM 500 MCG SUBQ SOLR [93567],"$13,868.47 ",1  x 500 mcg Vial
ROPIVACAINE (PF) 10 MG/ML (1 %) INJ SOLN [18194],$98.04 ,1  x 20 mL Vial
ROPIVACAINE (PF) 10 MG/ML (1 %) INJ SOLN [18194],$39.42 ,1  x 20 mL Vial
ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJ SOLN [18192],"$1,790.39 ",1  x 100 mL Bottle
ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJ SOLN [18192],$48.06 ,1  x 20 mL Vial
ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJ SOLN [18192],$62.71 ,1  x 20 mL Vial
ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJ SOLN [18192],$48.06 ,1  x 20 mL Vial
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJ SOLN [18195],$77.59 ,1  x 30 mL Vial
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJ SOLN [18195],$66.49 ,1  x 20 mL Vial
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJ SOLN [18195],$119.26 ,1  x 30 mL Vial
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJ SOLN [18195],$33.91 ,1  x 30 mL Vial
"ROTAVIRUS VAC, LIVE ATT, 89-12 10EXP6 CCID50/ML ORAL SUSR [91822]",$376.98 ,1  x 1 mL Vial
RUFINAMIDE 200 MG ORAL TAB [95691],"$1,748.84 ",120 tablet
RUFINAMIDE 40 MG/ML ORAL SUSP [108804],"$4,603.54 ",1  x 460 mL Bottle
RUFINAMIDE 400 MG ORAL TAB [95692],"$3,311.24 ",120 tablet
RUXOLITINIB 25 MG ORAL TAB [112940],$321.05 ,1 each
RUXOLITINIB 5 MG ORAL TAB [112936],$321.05 ,1 each
SALICYLIC ACID 17 % TOP LIQD [11323],$16.85 ,1  x 9.8 mL Bottle
SALICYLIC ACID-SULFUR 2-2 % TOP SHAM [11327],$15.35 ,1  x 118 mL Bottle
SARGRAMOSTIM 250 MCG INJ SOLR [11338],$961.30 ,1 each
SCHILLER'S TOPICAL SOLUTION [40840233],,
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D [128147],$179.43 ,1 each
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D [128147],$63.81 ,1 each
SELENIUM 40 MCG/ML IV SOLN [77308],$81.79 ,1  x 10 mL Vial
SELENIUM SULFIDE 1 % TOP SHAM [38961],$15.53 ,1  x 207 mL Bottle
SELENIUM SULFIDE 2.5 % TOP LOTN [134035],$29.62 ,1  x 118 mL Bottle
SENNOSIDES 8.6 MG ORAL TAB [11349],$2.00 ,1 each
SENNOSIDES 8.6 MG ORAL TAB [11349],$1.77 ,1 each
SENNOSIDES 8.8 MG/5 ML ORAL SYRP [121784],$37.96 ,1  x 236 mL Bottle
SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG ORAL TAB [24216],$1.87 ,1 each
SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG ORAL TAB [24216],$2.00 ,1 each
SERTRALINE 100 MG ORAL TAB [11350],$2.26 ,1 each
SERTRALINE 20 MG/ML ORAL CONC [28011],$182.75 ,1  x 60 mL Bottle
SERTRALINE 50 MG ORAL TAB [11351],$2.26 ,1 each
