"MORPHINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,12.18
"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,4.06
"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",tablet extended release,1,BLIST PACK,5.43
"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,8.11
"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",tablet extended release,1,BLIST PACK,10.85
"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,13.51
"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",tablet extended release,1,BLIST PACK,18.09
"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",tablet extended release,100,BLIST PACK,27.01
"MORPHINE ER 60 MG TABLET,EXTENDED RELEASE",tablet extended release,1,BLIST PACK,36.17
MOXIFLOXACIN 0.5 % EYE DROPS,Drops,3,DROP BTL,76.97
MOXIFLOXACIN 0.5 % EYE DROPS,Drops,3,DROP BTL,537.18
MOXIFLOXACIN 400 MG TABLET,tablet,50,BLIST PACK,44.01
MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,Liquid,236,Bottle,0.69
MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,Liquid,237,Bottle,0.9
MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,Liquid,15,Cup,0.95
MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,Liquid,15,Syringe,1.74
MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,Liquid,60,Bottle,6.93
MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,Liquid,236,Bottle,11.57
MULTIVIT AND MINERALS-FERROUS GLUCONATE 9 MG IRON/15 ML ORAL LIQUID,Liquid,236,Bottle,22.31
MULTIVITAMIN WITH FOLIC ACID 400 MCG TABLET,tablet,130,Bottle,0.09
MULTIVITAMIN WITH FOLIC ACID 400 MCG TABLET,tablet,100,BLIST PACK,0.13
MULTIVITAMIN WITH IRON-MINERAL ORAL LIQUID,Liquid,240,Bottle,9.24
MULTIVITAMIN-IRON 9 MG-FOLIC ACID 400 MCG-CALCIUM AND MINERALS TABLET,tablet,130,Bottle,0.1
MULTIVITAMIN-IRON 9 MG-FOLIC ACID 400 MCG-CALCIUM AND MINERALS TABLET,tablet,100,BLIST PACK,0.15
MUPIROCIN 2 % TOPICAL OINTMENT,Ointment,22,Tube,19.02
MUPIROCIN 2 % TOPICAL OINTMENT,Ointment,22,Tube,45.51
MVI ADULT,Solution,10,Vial,32.94
MVI ADULT,Solution,10,Vial,32.94
"MVI, PEDI NO.2 WITH VIT K 80 MG-400 UNIT-200 MCG INTRAVENOUS SOLUTION",Recon Soln,1,Vial,28.79
"MVI,ADULT NO.4 WITH VIT K 3300 UNIT-150 MCG/10 ML INTRAVENOUS SOLUTION",Solution,10,Vial,32.94
"MVI,ADULT NO.4 WITH VIT K 3300 UNIT-150 MCG/10 ML INTRAVENOUS SOLUTION",Solution,10,Vial,32.94
MYCOPHENOLATE 500 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,233.02
MYCOPHENOLATE 500 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,361.08
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,160,Bottle,38.14
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,160,Bottle,57.2
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,160,Bottle,72.16
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,160,Bottle,76.27
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,160,Bottle,108.23
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,160,Bottle,114.4
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,160,Bottle,144.31
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION,Suspension for Reconstitution,160,Bottle,216.46
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION (PEDIATRIC),Suspension for Reconstitution,160,Bottle,72.16
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION (PEDIATRIC),Suspension for Reconstitution,160,Bottle,108.23
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION (PEDIATRIC),Suspension for Reconstitution,160,Bottle,144.31
MYCOPHENOLATE MOFETIL 200 MG/ML ORAL SUSPENSION (PEDIATRIC),Suspension for Reconstitution,160,Bottle,216.46
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,0.9
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,1.8
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,2.04
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,2.7
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,3.6
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,4.08
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,6.12
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,8.15
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,30.09
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,60.17
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,90.25
MYCOPHENOLATE MOFETIL 250 MG CAPSULE,capsule,100,Bottle,120.33
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,6.77
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,13.54
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,16
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,17.02
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,20.31
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,27.08
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,31.99
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,34.04
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,47.98
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,51.06
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,63.97
"MYCOPHENOLATE SODIUM 180 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,68.07
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,5.65
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,11.29
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",1,BLIST PACK,13.32
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",30,BLIST PACK,16.25
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,17.02
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,22.57
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",1,BLIST PACK,26.63
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",30,BLIST PACK,32.49
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,34.04
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",1,BLIST PACK,53.26
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",30,BLIST PACK,64.97
"MYCOPHENOLATE SODIUM 360 MG TABLET,DELAYED RELEASE","tablet,delayed release (DR/EC)",120,Bottle,68.07
NABUMETONE 500 MG TABLET,tablet,100,Bottle,0.7
NABUMETONE 500 MG TABLET,tablet,100,Bottle,0.88
NABUMETONE 500 MG TABLET,tablet,100,Bottle,1.05
NABUMETONE 500 MG TABLET,tablet,100,Bottle,1.32
NABUMETONE 500 MG TABLET,tablet,100,Bottle,1.4
NABUMETONE 500 MG TABLET,tablet,100,Bottle,1.76
NADOLOL 40 MG TABLET,tablet,100,Bottle,7.03
NADOLOL 40 MG TABLET,tablet,100,BLIST PACK,7.31
NADOLOL 40 MG TABLET,tablet,1,BLIST PACK,10.54
NADOLOL 40 MG TABLET,tablet,100,Bottle,14.05
NADOLOL 40 MG TABLET,tablet,100,BLIST PACK,14.61
NADOLOL 40 MG TABLET,tablet,1,BLIST PACK,21.08
NADOLOL 40 MG TABLET,tablet,100,Bottle,28.09
NADOLOL 40 MG TABLET,tablet,100,BLIST PACK,29.22
NADOLOL 40 MG TABLET,tablet,100,Bottle,42.13
NADOLOL 40 MG TABLET,tablet,1,BLIST PACK,42.16
NADOLOL 40 MG TABLET,tablet,100,BLIST PACK,43.82
NADOLOL 40 MG TABLET,tablet,100,Bottle,56.17
NADOLOL 40 MG TABLET,tablet,100,BLIST PACK,58.43
NADOLOL 40 MG TABLET,tablet,1,BLIST PACK,63.24
NADOLOL 40 MG TABLET,tablet,1,BLIST PACK,84.31
NADOLOL 80 MG TABLET,tablet,100,Bottle,4.71
NADOLOL 80 MG TABLET,tablet,100,Bottle,4.83
NADOLOL 80 MG TABLET,tablet,100,Bottle,9.42
NADOLOL 80 MG TABLET,tablet,100,Bottle,9.65
NADOLOL 80 MG TABLET,tablet,100,Bottle,18.83
NADOLOL 80 MG TABLET,tablet,100,Bottle,19.3
NADOLOL 80 MG TABLET,tablet,100,Bottle,28.24
NADOLOL 80 MG TABLET,tablet,100,Bottle,28.94
NADOLOL 80 MG TABLET,tablet,100,Bottle,37.65
NADOLOL 80 MG TABLET,tablet,100,Bottle,38.59
NAFCILLIN 1 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,16.16
NAFCILLIN 1 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,48.67
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,25.68
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,26.97
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,29.11
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,31.19
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,38.26
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,79.1
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,92.4
NAFCILLIN 2 GRAM SOLUTION FOR INJECTION,Recon Soln,1,Vial,94.45
NALBUPHINE 10 MG/ML INJECTION SOLUTION,Solution,10,Vial,105.32
NALOXONE 0.4 MG/ML INJECTION SOLUTION,Solution,1,Vial,45.5
NALOXONE 0.4 MG/ML INJECTION SOLUTION,Solution,1,Vial,47.92
NALOXONE 0.4 MG/ML INJECTION SOLUTION,Solution,1,Vial,50.24
NALOXONE 0.4 MG/ML INJECTION SOLUTION,Solution,1,Vial,53.14
NALOXONE 1 MG/ML INJECTION SYRINGE,Syringe,2,Syringe,116.46
NALOXONE 1 MG/ML NASAL SOLUTION KIT ,Solution,2,Syringe,116.46
NALOXONE 4 MG/ACTUATION NASAL SPRAY,"Spray, Non-Aerosol",2,BLIST PACK,408.8
NALTREXONE 50 MG TABLET,tablet,30,Bottle,0.99
NALTREXONE 50 MG TABLET,tablet,30,Bottle,1.98
NALTREXONE 50 MG TABLET,tablet,30,BLIST PACK,3.66
NALTREXONE 50 MG TABLET,tablet,1,BLIST PACK,3.78
NALTREXONE 50 MG TABLET,tablet,30,Bottle,3.95
NALTREXONE 50 MG TABLET,tablet,30,Bottle,4.98
NALTREXONE 50 MG TABLET,tablet,30,Bottle,5.93
NALTREXONE 50 MG TABLET,tablet,30,BLIST PACK,7.32
NALTREXONE 50 MG TABLET,tablet,1,BLIST PACK,7.55
NALTREXONE 50 MG TABLET,tablet,30,Bottle,9.96
NALTREXONE 50 MG TABLET,tablet,30,BLIST PACK,14.64
NALTREXONE 50 MG TABLET,tablet,1,BLIST PACK,15.1
NALTREXONE 50 MG TABLET,tablet,30,Bottle,19.91
NALTREXONE 50 MG TABLET,tablet,30,BLIST PACK,21.96
NALTREXONE 50 MG TABLET,tablet,1,BLIST PACK,22.65
NALTREXONE 50 MG TABLET,tablet,30,Bottle,29.86
"NALTREXONE ER 380 MG INTRAMUSCULAR SUSPENSION,EXTENDED RELEASE","suspension,extended rel recon",1,KIT,"4,280.96"
NAPROXEN 125 MG/5 ML ORAL SUSPENSION,Suspension,500,Bottle,119
NAPROXEN 125 MG/5 ML ORAL SUSPENSION,Suspension,60,Bottle,249.9
NAPROXEN 125 MG/5 ML ORAL SUSPENSION,Suspension,500,Bottle,"2,079.00"
NAPROXEN 125 MG/5 ML ORAL SUSPENSION (PEDIATRIC),Suspension,5,Syringe,20.83
NAPROXEN 125 MG/5 ML ORAL SUSPENSION (PEDIATRIC),Suspension,500,Bottle,119
NAPROXEN 125 MG/5 ML ORAL SUSPENSION (PEDIATRIC),Suspension,500,Bottle,"2,079.00"
NAPROXEN 125 MG/5 ML ORAL SUSPENSION ORDERABLE,Suspension,500,Bottle,"2,079.00"
NAPROXEN 250 MG TABLET,tablet,100,BLIST PACK,0.24
NAPROXEN 250 MG TABLET,tablet,100,BLIST PACK,0.35
NAPROXEN 250 MG TABLET,tablet,100,BLIST PACK,0.47
NAPROXEN 250 MG TABLET,tablet,50,BLIST PACK,0.89
NAPROXEN 250 MG TABLET,tablet,1,BLIST PACK,0.91
NAPROXEN 250 MG TABLET,tablet,50,BLIST PACK,1.33
NAPROXEN 250 MG TABLET,tablet,1,BLIST PACK,1.36
NAPROXEN 250 MG TABLET,tablet,50,BLIST PACK,1.78
NAPROXEN 250 MG TABLET,tablet,1,BLIST PACK,1.82
NATALIZUMAB 300 MG/15 ML INTRAVENOUS SOLUTION,Solution,15,Vial,"21,630.00"
"NATAMYCIN 5 % EYE DROPS,SUSPENSION","Drops, Suspension",15,DROP BTL,"1,076.52"
NATEGLINIDE 60 MG TABLET,tablet,100,Bottle,3.32
NATEGLINIDE 60 MG TABLET,tablet,100,Bottle,6.63
NEFAZODONE 100 MG TABLET,tablet,60,Bottle,2.98
NEFAZODONE 100 MG TABLET,tablet,60,Bottle,4.47
NEFAZODONE 100 MG TABLET,tablet,60,Bottle,5.95
NEFAZODONE 100 MG TABLET,tablet,60,Bottle,8.93
NEFAZODONE 150 MG TABLET,tablet,60,Bottle,1.98
NEFAZODONE 150 MG TABLET,tablet,60,Bottle,2.97
NEFAZODONE 150 MG TABLET,tablet,60,Bottle,3.96
NEFAZODONE 150 MG TABLET,tablet,60,Bottle,5.94
NELARABINE 250 MG/50 ML INTRAVENOUS SOLUTION,Solution,50,Vial,"2,427.08"
NELARABINE 250 MG/50 ML INTRAVENOUS SOLUTION,Solution,50,Vial,"2,573.73"
NELFINAVIR 250 MG TABLET,tablet,300,Bottle,39.71
NELFINAVIR 250 MG TABLET,tablet,300,Bottle,66.17
NELFINAVIR 625 MG TABLET,tablet,120,Bottle,66.18
"NEOMYCIN 3.5 MG/G-POLYMYXIN B 10,000 UNIT/G-DEXAMETH 0.1 % EYE OINT",Ointment,3.5,Tube,37.98
"NEOMYCIN 3.5 MG/G-POLYMYXIN B 10,000 UNIT/G-DEXAMETH 0.1 % EYE OINT",Ointment,3.5,Tube,47.22
NEOMYCIN 500 MG TABLET,tablet,100,Bottle,3.24
NEOMYCIN 500 MG TABLET,tablet,100,Bottle,6.47
"NEOMYCIN-BACITRACIN-POLY-HC 3.5 MG-400-10,000 UNIT/G-1 % EYE OINTMENT",Ointment,3.5,Tube,174.9
"NEOMYCIN-BACITRACIN-POLY-HC 3.5 MG-400-10,000 UNIT/G-1 % EYE OINTMENT",Ointment,3.5,Tube,175.54
"NEOMYCIN-BACITRACN ZN-POLYMYX 3.5 MG-400 UNIT-5,000 UNIT/GRAM TOP OINT",Ointment,28.4,Tube,6.37
"NEOMYCIN-BACITRACN ZN-POLYMYX 3.5 MG-400 UNIT-5,000 UNIT/GRAM TOP OINT",Ointment,14.17,Tube,6.93
"NEOMYCIN-BACITRACN ZN-POLYMYX 3.5 MG-400 UNIT-5,000 UNIT/GRAM TOP OINT",Ointment,14,Tube,7.51
"NEOMYCIN-BACITRACN ZN-POLYMYX 3.5 MG-400 UNIT-5,000 UNIT/GRAM TOP OINT",Ointment,14,Tube,9.22
"NEOMYCIN-BACITRACN ZN-POLYMYX 3.5 MG-400 UNIT-5,000 UNIT/GRAM TOP OINT",Ointment,14,Tube,9.31
"NEOMYCIN-BACITRACN ZN-POLYMYX 3.5 MG-400 UNIT-5,000 UNIT/GRAM TOP OINT",Ointment,14.2,Tube,13.97
"NEOMYCIN-POLYMYXIN-HYDROCORT 3.5 MG/ML-10,000 UNIT/ML-1 % EAR SOLUTION",Solution,10,DROP BTL,93.75
"NEOMYCIN-POLYMYXIN-HYDROCORT 3.5 MG-10,000 UNIT/ML-1 % EAR DROPS,SUSP","Drops, Suspension",10,DROP BTL,101.89
"NEOMYCIN-POLYMYXIN-HYDROCORT 3.5 MG-10,000 UNIT/ML-1 % EAR DROPS,SUSP","Drops, Suspension",10,DROP BTL,198.17
NEOSTIGMINE METHYLSULFATE 0.5 MG/ML INJECTION SOLUTION,Solution,10,Vial,46.97
NEOSTIGMINE METHYLSULFATE 0.5 MG/ML INJECTION SOLUTION,Solution,10,Vial,46.97
NEOSTIGMINE METHYLSULFATE 0.5 MG/ML INJECTION SOLUTION,Solution,10,Vial,46.97
NEOSTIGMINE METHYLSULFATE 1 MG/ML INTRAVENOUS SOLUTION,Solution,10,Vial,135.38
NEOSTIGMINE METHYLSULFATE 1 MG/ML INTRAVENOUS SOLUTION,Solution,10,Vial,161
NEOSTIGMINE METHYLSULFATE 1 MG/ML INTRAVENOUS SOLUTION,Solution,10,Vial,202.55
NESIRITIDE 1.5 MG INTRAVENOUS SOLUTION,Recon Soln,1,Vial,"3,539.55"
NEVIRAPINE 200 MG TABLET,tablet,60,Bottle,0.81
NEVIRAPINE 200 MG TABLET,tablet,60,Bottle,46.59
NEVIRAPINE 50 MG/5 ML ORAL SUSPENSION,Suspension,60,Bottle,150.99
NEVIRAPINE 50 MG/5 ML ORAL SUSPENSION,Suspension,240,Bottle,530.04
NEVIRAPINE 50 MG/5 ML ORAL SUSPENSION,Suspension,240,Bottle,605.64
NEVIRAPINE 50 MG/5 ML ORAL SUSPENSION (PEDIATRIC),Suspension,240,Bottle,530.04
NEVIRAPINE 50 MG/5 ML ORAL SUSPENSION (PEDIATRIC),Suspension,240,Bottle,605.64
NIACIN 100 MG TABLET,tablet,100,Bottle,0.05
NIACIN 100 MG TABLET,tablet,100,Bottle,0.11
NIACIN 100 MG TABLET,tablet,100,Bottle,0.13
NIACIN 100 MG TABLET,tablet,100,Bottle,0.25
NIACIN 100 MG TABLET,tablet,100,Bottle,0.26
NIACIN 100 MG TABLET,tablet,100,Bottle,0.51
"NIACIN ER 1,000 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24 hr,90,Bottle,14.93
"NIACIN ER 1,000 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24 hr,90,Bottle,22.39
"NIACIN ER 1,000 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24 hr,90,Bottle,29.85
"NIACIN ER 500 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24 hr,90,Bottle,15.47
"NIACIN ER 500 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24 hr,90,Bottle,29.93
NIACINAMIDE 500 MG TABLET,tablet,100,Bottle,0.02
NIACINAMIDE 500 MG TABLET,tablet,100,Bottle,0.09
NICARDIPINE 25 MG/10 ML INTRAVENOUS SOLUTION,Solution,10,Vial,71.68
NICARDIPINE 25 MG/10 ML INTRAVENOUS SOLUTION,Solution,10,Vial,122.5
NICARDIPINE 30 MG CAPSULE,capsule,90,Bottle,7.45
NICARDIPINE 30 MG CAPSULE,capsule,90,Bottle,11.18
NICARDIPINE 30 MG CAPSULE,capsule,90,Bottle,14.9
NICARDIPINE 40 MG/200 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,Piggyback,200,Bag,665
NICARDIPINE 40 MG/200 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,Piggyback,200,Bag,711.9
NICOTINE (POLACRILEX) 2 MG BUCCAL LOZENGE,Lozenge,72,Bottle,1.02
NICOTINE (POLACRILEX) 2 MG BUCCAL LOZENGE,Lozenge,72,Bottle,2.03
NICOTINE (POLACRILEX) 2 MG BUCCAL MINI LOZENGE,"lozenge, mini",81,Bottle,1.4
NICOTINE (POLACRILEX) 2 MG BUCCAL MINI LOZENGE,"lozenge, mini",81,Bottle,1.4
NICOTINE (POLACRILEX) 2 MG BUCCAL MINI LOZENGE,"lozenge, mini",81,Bottle,1.8
NICOTINE (POLACRILEX) 2 MG BUCCAL MINI LOZENGE,"lozenge, mini",81,Bottle,1.8
NICOTINE (POLACRILEX) 2 MG GUM,Gum,50,Box,0.77
NICOTINE (POLACRILEX) 2 MG GUM,Gum,50,Box,1.54
NICOTINE (POLACRILEX) 4 MG BUCCAL LOZENGE,Lozenge,1,Box,0.7
NICOTINE (POLACRILEX) 4 MG BUCCAL LOZENGE,Lozenge,1,Box,0.7
NICOTINE (POLACRILEX) 4 MG BUCCAL LOZENGE,Lozenge,1,Box,1.4
NICOTINE (POLACRILEX) 4 MG BUCCAL LOZENGE,Lozenge,1,Box,1.4
NICOTINE (POLACRILEX) 4 MG BUCCAL MINI LOZENGE,"lozenge, mini",81,Bottle,136.37
NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,5.2
NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,5.99
NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,6.23
NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,6.44
NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,7,Box,8.96
NICOTINE 14 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,12.83
NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,5.2
NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,5.99
NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,1,Packet,6
NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,6.23
NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,6.44
NICOTINE 21 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,10.52
NICOTINE 7 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,4.76
NICOTINE 7 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,5.99
NICOTINE 7 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,1,Packet,6
NICOTINE 7 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,14,Box,6.23
NICOTINE 7 MG/24 HR DAILY TRANSDERMAL PATCH,Patch 24 hr,7,Box,7.33
NIFEDIPINE 10 MG CAPSULE,capsule,100,Bottle,1.65
NIFEDIPINE 10 MG CAPSULE,capsule,100,Bottle,2.72
NIFEDIPINE 10 MG CAPSULE,capsule,100,Bottle,3.3
NIFEDIPINE 10 MG CAPSULE,capsule,100,Bottle,5.43
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,Bottle,1.75
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,Bottle,3.5
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE",tablet extended release,100,Bottle,5.25
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,2.29
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,1,BLIST PACK,3.55
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,1,BLIST PACK,4.13
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,4.25
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,4.58
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,4.64
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,6.86
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,1,BLIST PACK,7.09
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,1,BLIST PACK,8.26
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,8.49
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,9.27
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,1,BLIST PACK,10.63
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,1,BLIST PACK,12.39
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,12.73
"NIFEDIPINE ER 30 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,BLIST PACK,13.91
"NIFEDIPINE ER 60 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,100,Bottle,2.1
"NIFEDIPINE ER 60 MG TABLET,EXTENDED RELEASE 24 HR",tablet extended release 24hr,1,BLIST PACK,3.06
