SERVICE DESCRIPTION,SERVICE CHARGE CODE,Gross Charge,M'caid  CPT,M'care  CPT,W'Comp  Cpt,Other  CPT
TENEX - KNEE,4010398,"$1,903.65",SURG,SURG,SURG,SURG
TENEX - SHOULDER,4010402,"$1,903.65",SURG,SURG,SURG,SURG
TENEX- ACHILLES FOOT,4010403,"$1,903.65",SURG,SURG,SURG,SURG
TENEX HIP,4010420,"$1,903.65",SURG,SURG,SURG,SURG
TENEX -PLANTAR FOOT,4010392,"$1,903.65",SURG,SURG,SURG,SURG
TENEX PROC - ELBOW,4158175,"$1,903.65",SURG,SURG,SURG,SURG
TENEX PROC - FOOT,4010356,"$1,903.65",SURG,SURG,SURG,SURG
TEQUIN 400MG,4400491,$48.00,,A9270,,
TERAZOSIN 1MG CAP,4401096,$6.50,,A9270,,
TERAZOSIN 5MG CAP,4401097,$6.50,,A9270,,
TERBULATINE 2.5MG TA,4400202,$6.00,,A9270,,
TERCONAZOLE-7,4401843,$163.00,,A9270,,
TESTO,440003,$6.52,84410,84410,84410,84410
TESTO,4301083,$10.00,84410,84410,84410,84410
"TESTOSTERONE, FREE",4308569,$143.00,84402,84402,84402,84402
"TESTOSTERONE, TOTAL",4308570,$188.00,84403,84403,84403,84403
TETANUS AND DIPHTH T,4401542,$187.00,90714,90714,90714,90714
TETANUS ANTIBODY,4308571,$64.05,86774,86774,86774,86774
TETANUS TOXOID ADSOR,4400005,$193.00,90703,90703,90703,90703
TETRACAINE 0.5% 2ML,4401885,$44.00,,A9270,,
TETRACYCLINE 250MG,4401606,$31.50,,A9270,,
TETRACYCLINE 500MG,4401607,$6.00,,A9270,,
TEVETEN 400MG,4401819,$9.75,,A9270,,
TEVETEN 600MG,4401608,$11.25,,A9270,,
THC(CANNABINOIDS) CO,4307050,$78.00,82542,82542,82542,82542
THC(CANNABINOIDS)QUA,4309330,$312.48,80307,80307,80307,80307
THEOPHYLLINE,4301397,$99.75,80198,80198,80198,80198
THEOPHYLLINE 100MG,4402303,$6.00,,A9270,,
THEOPHYLLINE 200MG,4401613,$6.00,,A9270,,
THEOPHYLLINE 300MG,4401614,$6.00,,A9270,,
THEOPHYLLINE/D5W,4401969,$40.50,J2810,J2810,J2810,J2810
THER ACT (1/4 HR),4660115,$98.10,97530,97530,97530,97530
THER EX (1/4 HR),4660103,$90.66,97110,97110,97110,97110
THERA VITAMIN,4401892,$6.00,,A9270,,
THERACYS 81MG/ML,4400083,$642.95,J9031,J9031,J9031,J9031
THERAPEUTIC-M,4401918,$6.00,,A9270,,
THERAPUETIC DRUG LVL,4309006,$87.00,80299,80299,80299,80299
THERAPY SIMULATION 3,4721801,"$2,405.70",77295,77295,77295,77295
THERAVITE,4401617,$6.00,,A9270,,
THIAMINE 100MG/ML,4400074,$117.00,J3411,J3411,J3411,J3411
THIAMINE HCL 100MG,4401618,$6.00,,A9270,,
THIOCYANATE,4308573,$82.00,84430,84430,84430,84430
THIORIDAZINE 10MG,4401202,$6.00,,A9270,,
THIORIDAZINE 25MG,4401893,$6.00,,A9270,,
THIOTEPA 15MG,4400019,"$1,892.10",J9340,J9340,J9340,J9340
THIOTHIXENE 1MG,4401619,$6.00,,A9270,,
THORA/PARA/LAVAGE,4607038,$631.00,SURG,SURG,SURG,SURG
THORACENTESIS W/IMAG,4158241,"$1,283.00",32555,32555,32555,32555
THORACENTESIS/PROC,3112536,$514.00,SURG,SURG,SURG,SURG
THORACIC KYPHOPLASTY,4158036,"$5,497.69",22513,22513,22513,22513
THRE TIP PIN 2.5MM X,4000492,$106.40,C1713,C1713,C1713,C1713
THROMBIN TIME,4302703,$105.00,85670,85670,85670,85670
THROMBOSTAT 5000MU,4400494,$344.50,,A9270,,
THYROGLOBULIN,4308574,$194.00,84432,84432,84432,84432
THYROGLOBULIN ANTIBO,4308575,$103.40,86800,86800,86800,86800
THYROID ASPIRATE FN,4305042,$117.00,88173,88173,88173,88173
THYROID PEROX AB,4306007,$62.53,86376,86376,86376,86376
THYROXINE BINDING GL,4308578,$165.00,84442,84442,84442,84442
TI LOCKING SCREWS,4001147,$532.00,C1773,C1773,C1773,C1773
TIB AUG HALF BLOCK,4000298,"$3,255.00",C1776,C1776,C1776,C1776
TIB AUG HALF BLOCK,4000299,"$3,178.28",C1776,C1776,C1776,C1776
TIB BEAR INSERT 9MM,4000309,"$4,683.00",C1776,C1776,C1776,C1776
TIB COMP SZ 2,4000356,"$8,135.40",C1776,C1776,C1776,C1776
TIB INS W/SCR SZ B,4000358,"$3,805.20",C1776,C1776,C1776,C1776
TIB TENDON/POSTERIOR,4000771,"$3,237.50",C1762,C1762,C1762,C1762
TIBI BEAR INSER #6 1,4000373,"$5,446.00",C1776,C1776,C1776,C1776
TIBI BEAR INSERT 9MM,4000177,"$8,310.40",C1776,C1776,C1776,C1776
TIBIA COMPONENT SZ 4,4005146,"$8,135.40",C1776,C1776,C1776,C1776
TIBIA EIUS UNI,4000921,"$5,580.40",C1776,C1776,C1776,C1776
TIBIA H/BLK 5545A201,4005137,"$2,468.20",C1776,C1776,C1776,C1776
TIBIA H/BLK 5545A202,4005138,"$2,507.40",C1776,C1776,C1776,C1776
TIBIA PLATE 6 HOLE,4005172,"$3,906.00",C1713,C1713,C1713,C1713
TIBIA PLATE PROXIMAL,4002118,"$3,530.00",C1713,C1713,C1713,C1713
TIBIAL AUGMENT HALF,4002002,"$2,755.00",C1776,C1776,C1776,C1776
TIBIAL BASEPLATE,4002459,"$2,035.60",C1776,C1776,C1776,C1776
TIBIAL BASEPLATE #2,4005136,"$6,171.20",C1776,C1776,C1776,C1776
TIBIAL BASEPLATE #3,4005158,"$6,294.00",C1776,C1776,C1776,C1776
TIBIAL BEAR INS #2 9,4000368,"$6,123.99",C1776,C1776,C1776,C1776
TIBIAL BEAR INS 9MM,4000367,"$5,608.75",C1776,C1776,C1776,C1776
TIBIAL BEARING,4001193,"$8,337.00",C1776,C1776,C1776,C1776
TIBIAL BEARING ANT,4002026,"$5,890.50",C1776,C1776,C1776,C1776
TIBIAL BEARING INSER,4000534,"$8,536.71",C1776,C1776,C1776,C1776
TIBIAL BRG INSERT16M,4005159,"$5,925.00",C1776,C1776,C1776,C1776
TIBIAL COM PRECT SZ6,4001086,"$7,691.60",C1776,C1776,C1776,C1776
TIBIAL COMP PRECOAT,4000980,"$5,098.80",C1776,C1776,C1776,C1776
TIBIAL COMP PRECOAT,4001178,"$4,949.70",C1776,C1776,C1776,C1776
TIBIAL COMP STEM SZ3,4001128,"$6,727.00",C1776,C1776,C1776,C1776
TIBIAL COMP STEM SZ4,4001126,"$6,727.00",C1776,C1776,C1776,C1776
TIBIAL COMPONENT,4000954,"$6,727.00",C1776,C1776,C1776,C1776
TIBIAL COMPONENT,4002384,"$5,608.75",C1776,C1776,C1776,C1776
TIBIAL COMPONENT,4002460,"$5,174.40",C1776,C1776,C1776,C1776
TIBIAL FULL BLOCK,4002213,"$4,169.20",C1776,C1776,C1776,C1776
TIBIAL HALF BLOCK,4000952,"$5,227.60",C1776,C1776,C1776,C1776
TIBIAL HALF BLOCK,4002017,"$6,048.00",C1776,C1776,C1776,C1776
TIBIAL INSERT,4000360,"$4,339.30",C1776,C1776,C1776,C1776
TIBIAL INSERT MEDIUM,4002156,"$3,584.00",C1776,C1776,C1776,C1776
TIBIAL INSERT POSTER,4000956,"$9,462.60",C1776,C1776,C1776,C1776
TIBIAL INSRT #3 16MM,4001145,"$3,285.00",C1776,C1776,C1776,C1776
TIBIAL INST CRUCIATE,4002209,"$5,804.40",C1776,C1776,C1776,C1776
TIBIAL LEFT 1/2 19MM,4005123,"$5,528.60",C1776,C1776,C1776,C1776
TIBIAL PLATE,4002203,"$3,593.00",C1713,C1713,C1713,C1713
TIBIAL PRECOAT,4003372,"$5,641.60",D6199,D6199,D6199,D6199
TIBIAL SLEEVE,4002462,$925.40,C1776,C1776,C1776,C1776
TIBIAL STEMMED SZ 7,4005132,"$8,159.20",C1776,C1776,C1776,C1776
TICAGRELOR 90MG,4402316,$25.00,,A9270,,
TICLID 250MG,4401623,$12.00,,A9270,,
TICLODIPINE 250MG TA,4402065,$7.50,,A9270,,
TIGER WIRE,4002422,$55.00,,,,
TIGHTROPE SYNDEMOSIS,4005748,"$3,080.00",,C1713,,
TIGHTROPE SYNDEMOSIS,4006710,"$5,232.50",C1713,C1713,C1713,C1713
TIGHTROPE-KNOTLESS,4006667,"$5,232.50",C1713,C1713,C1713,C1713
TIMOLOL 0.25% OPTH,4401625,$60.00,,A9270,,
TIMOLOL 0.5% OPHTH,4401626,$68.00,,A9270,,
TIMOLOL 0.5% XE OPHT,4401627,$73.25,,A9270,,
TIMOLOL 10MG TAB,4400747,$6.75,,A9270,,
TIP THR GUIDE WIRE,4002138,$.00,,,,
TISS TRANSGLUTAM IGA,4307172,$78.75,83516,83516,83516,83516
TISS TRANSGLUTAM IGG,4307179,$91.35,83516,83516,83516,83516
TISSUE CULT NEO DIS,4309406,"$1,245.00",88237,88237,88237,88237
TISSUE EXAM BY PATHO,4309612,$119.10,88305,88305,88305,88305
TISSUE HOMOGEN CULT,4302211,$30.43,87176,87176,87176,87176
TISSUE MATRIX 4X7,4005204,"$2,247.00",,C1763,,
TISSUE MEND SIZE 1,4005446,"$7,838.25",C1763,C1763,C1763,C1763
TISSUE MEND SIZE 4,4005447,"$12,300.00",C1763,C1763,C1763,C1763
TISSUE MEND SIZE 6,4005451,"$4,571.00",C1763,C1763,C1763,C1763
"TISSUE, PELVICOL 4X7",4429410,"$4,633.20",C1762,C1762,C1762,C1762
"TITANIUM,SERUM QT",4308816,$208.95,83018,83018,83018,83018
TKA - SMITH & NEPHEW,4006101,"$21,000.00",C1776,C1776,C1776,C1776
TLSO BRACE,3103024,"$4,231.10",L0486,L0486,L0486,L0486
TLSO BRACE,3303031,"$4,231.10",L0486,L0486,L0486,L0486
TMZF PL HIP STEM #5,4000301,"$13,556.00",C1776,C1776,C1776,C1776
TMZF PL HIP STEM #6,4000404,"$8,598.80",C1776,C1776,C1776,C1776
TMZF PL HIP STEM4.5,4000449,"$8,768.20",C1776,C1776,C1776,C1776
TMZF PLU HIP ST #4,4000378,"$8,598.80",C1776,C1776,C1776,C1776
TMZF PLU HIP STEM #2,4000385,"$8,598.80",C1776,C1776,C1776,C1776
TMZF PLU HIP STEM #3,4000371,"$9,781.87",C1776,C1776,C1776,C1776
TMZF PLUS HIP STE #1,4000393,"$9,660.00",C1776,C1776,C1776,C1776
TOBRADEX OPHTH 2.5ML,4401629,$152.00,,A9270,,
TOBRADEX OPHTH 5ML,4401630,$304.00,,A9270,,
TOBRAMYCIN 0.3% OPHT,4401846,$60.00,,A9270,,
TOBRAMYCIN 1.2GM,4402008,$57.00,J3260,J3260,J3260,J3260
TOBRAMYCIN 40MG MDV,4500903,$175.00,J3260,J3260,J3260,J3260
TOBRAMYCIN 40MG/ML,4400497,$20.00,J3260,J3260,J3260,J3260
"TOBRAMYCIN, PEAK",4301401,$110.25,80200,80200,80200,80200
"TOBRAMYCIN, TROUGH",4301403,$110.25,80200,80200,80200,80200
"TOBRAMYCIN,RANDOM",4307160,$105.00,80200,80200,80200,80200
TOBREX OPHTH OINT,4401631,$261.00,,A9270,,
TOLBUTAMIDE 500MG,4401634,$6.00,,A9270,,
TOLNAFTATE 1% POWDER,4401595,$24.00,,A9270,,
TOPAMAX 100MG,4401917,$24.75,,A9270,,
TOPAMAX 25MG,4401636,$9.00,,A9270,,
TOPIRAMATE,4301299,$159.00,80201,80201,80201,80201
TOPIRAMATE 25MG,4402280,$8.00,,A9270,,
TOPIRAMATE 25MG TABS,4401123,$41.75,,A9270,,
TOPROL XL 100MG,4401639,$6.00,,A9270,,
TOPROL XL 25MG,4401637,$6.00,,A9270,,
TOPROL XL 50MG,4401638,$6.00,,A9270,,
TORNIER - TSA,4006096,"$24,720.00",C1776,C1776,C1776,C1776
TORNIER - TSA,4006684,"$21,332.50",C1776,C1776,C1776,C1776
TORNIER - TSA,4006751,"$29,750.00",C1776,C1776,C1776,C1776
TORNIER - TSA,4006757,"$24,832.50",C1776,C1776,C1776,C1776
TORNIER - TSA,4006769,"$29,750.00",C1776,C1776,C1776,C1776
TORNIER - TSA,4006770,"$36,190.00",C1776,C1776,C1776,C1776
TORNIER TSA W/SPACER,4005307,"$17,150.00",,C1776,,
TORNIER-FLEX TSA,4006089,"$17,150.00",C1776,C1776,C1776,C1776
TORNIER-REV SHOULDER,4006647,"$26,250.00",C1776,C1776,C1776,C1776
TORNIER-REVERSE TSA,4006091,"$23,800.00",C1776,C1776,C1776,C1776
TORNIER-TSA FULL REV,4006800,"$48,245.00",C1776,C1776,C1776,C1776
TORNIER-TSA REVISION,4006683,"$26,250.00",C1776,C1776,C1776,C1776
TORSEMIDE 100MG,4400246,$14.00,,A9270,,
TORSEMIDE 20MG TAB,4400247,$6.00,,A9270,,
TORSEMIDE TAB 5MG,4402233,$6.00,,A9270,,
TOT KNEE CEM STEM,4000300,"$4,188.00",C1776,C1776,C1776,C1776
TOT KNEE CS LPD 19MM,4001148,"$3,696.00",C1776,C1776,C1776,C1776
TOT KNEE W/STEM TIB,4002019,"$14,353.50",C1776,C1776,C1776,C1776
TOTAL ANKE REPLACEMT,4006681,"$39,850.00",C1776,C1776,C1776,C1776
TOTAL ANKLE,4006492,"$32,200.00",C1776,C1776,C1776,C1776
TOTAL ANKLE REPL,4006735,"$43,000.00",C1776,C1776,C1776,C1776
TOTAL ANKLE-EXACTECH,4006714,"$34,125.00",C1776,C1776,C1776,C1776
TOTAL ANKLE-EXACTECH,4006774,"$42,272.00",C1776,C1776,C1776,C1776
TOTAL ANKLE-WRIGHT,8600708,"$45,738.00",C1776,C1776,C1776,C1776
TOTAL ANKLE-WRIGHT,4006808,"$45,738.00",C1776,C1776,C1776,C1776
TOTAL DISC REPL SYS,4006023,"$17,150.00",C1821,C1821,C1821,C1821
TOTAL DISC REPL SYS,4006792,"$15,750.00",C1821,C1821,C1821,C1821
TOTAL DISC SYSTEM,4006097,"$34,300.00",C1821,C1821,C1821,C1821
TOTAL HIP EXPLANT,4006682,"$13,650.00",C1776,C1776,C1776,C1776
TOTAL HIP SHHPX,4000634,"$20,230.00",C1776,C1776,C1776,C1776
TOTAL HUMERAL RECON,4010325,"$12,250.00",C1776,C1776,C1776,C1776
TOTAL KNEE,4010368,"$19,600.00",C1776,C1776,C1776,C1776
TOTAL KNEE EXPLANT,4006709,"$15,750.00",C1776,C1776,C1776,C1776
TOTAL KNEE PLUS,4000491,"$17,595.20",C1776,C1776,C1776,C1776
TOTAL KNEE SKCTXX,4000635,"$15,079.40",C1776,C1776,C1776,C1776
TOTAL TIBIAL INSERT,4001143,"$3,192.00",C1776,C1776,C1776,C1776
TOX DRUG SCREEN PANL,4309000,$512.88,80306,80306,80306,80306
TOXOCARA CANA SEROLO,4308581,$185.00,86682,86682,86682,86682
TOXOPLASMOSIS IGG,4308582,$142.80,86777,86777,86777,86777
TOXOPLASMOSIS IGM,4308583,$99.00,86778,86778,86778,86778
T-PLATE,4001028,"$1,554.00",C1713,C1713,C1713,C1713
TRA,4309605,$41.56,83520,83520,83520,83520
TRAB POLY LINER,4002134,"$3,724.00",C1776,C1776,C1776,C1776
TRAB SHELL ACETABULR,4001135,"$7,434.00",C1776,C1776,C1776,C1776
TRABECULAR BASE PLT,4002130,"$6,868.40",C1776,C1776,C1776,C1776
TRACHEAL INTUBATION,4531101,$478.55,SURG,SURG,SURG,SURG
TRACKER EX WALKER,4427220,$382.58,L4387,L4387,L4387,L4387
TRACKER WALKER MD/LG,4427322,$382.58,L4387,L4387,L4387,L4387
TRACKER WALKER XL,4427321,$382.58,L4387,L4387,L4387,L4387
TRACKER WALKER XS,4427320,$382.58,L4387,L4387,L4387,L4387
TRADJENTA 5MG TAB,4402263,$61.00,,A9270,,
TRADJENTA 5MG TABS,4402260,$40.00,,A9270,,
TRAM BLOOD,4309518,$120.00,80373,80373,80373,80373
TRAM URINE,4309519,$245.83,80307,80307,80307,80307
TRAMADOL 50MG,4401674,$6.00,,A9270,,
TRANEXA 1000MG/10ML,4400069,$313.50,J3490,J3490,J3490,J3490
TRANSDERM-SCOP,4401642,$102.25,,A9270,,
TRANSFERRIN,4308584,$71.40,84466,84466,84466,84466
TRANSFERRIN RECEPTOR,4307186,$165.00,82397,82397,82397,82397
TRANSFERRIN RECEPTOR,4309336,$110.00,83520,83520,83520,83520
TRANSFERRIN RECEPTOR,4308838,$110.00,83520,83520,83520,83520
TRANSFORMING GROWTH,4309455,$55.63,83520,83520,83520,83520
TRAVATAN OPHTH DROPS,4401643,$785.75,,A9270,,
TRAY - REV SHOULDER,4006676,"$10,115.00",C1776,C1776,C1776,C1776
TRAZODONE 100MG TAB,1101011,$7.00,,A9270,,
TRAZODONE 100MG TAB,4401060,$6.00,,A9270,,
TRAZODONE 150MG TAB,4401644,$6.00,,A9270,,
TRAZODONE 50MG,4400917,$6.00,,A9270,,
TREAT FRACT. R,4604132,"$5,177.70",25606,25606,25606,25606
TREATMENT DEVICE - C,4729015,$590.70,77334,77334,77334,77334
TREATMENT DEVICE - I,4729014,$438.90,77333,77333,77333,77333
TREATMENT DEVICE - S,4729013,$438.90,77332,77332,77332,77332
TREPONEMA AB CONFIRM,4301243,$54.60,86780,86780,86780,86780
TRI ASS X3 P,4000530,"$2,870.00",C1776,C1776,C1776,C1776
TRI ASSYM X 3 P 700,4000521,"$2,668.40",C1776,C1776,C1776,C1776
TRI ASY PATELLA 1,4000383,"$2,464.00",C1776,C1776,C1776,C1776
TRI ASYM PATELLA,4000380,"$2,564.10",C1776,C1776,C1776,C1776
TRI ASYM X3 PA,4000485,"$2,233.00",C1776,C1776,C1776,C1776
TRI ASYMM PATEL,4000516,"$2,201.50",C1776,C1776,C1776,C1776
TRI FEM DISTAL FIX,4000390,"$1,171.80",C1776,C1776,C1776,C1776
TRI HEM ACE SHELL,4000447,"$4,156.60",C1776,C1776,C1776,C1776
TRI HEM HA SOLID BK,4000526,"$4,156.60",C1776,C1776,C1776,C1776
TRI HEMI ACETABU S,4000384,"$4,155.20",C1776,C1776,C1776,C1776
TRI OA@ X 3 INS 36M,4000528,"$4,820.00",C1776,C1776,C1776,C1776
TRI PRI TIB BASEPLAT,4000517,"$3,129.00",C1776,C1776,C1776,C1776
TRI PRIM TIB BASEPLA,4000519,"$3,129.00",C1776,C1776,C1776,C1776
TRI PRIM TIB BASEPLA,4000531,"$5,349.40",C1776,C1776,C1776,C1776
TRI PRIM TIB BASEPLA,4000484,"$3,005.80",C1776,C1776,C1776,C1776
TRI PRIM TIB BS PLT,4000388,"$3,986.50",C1776,C1776,C1776,C1776
TRI PRIM TIB BSPLT #,4000375,"$4,812.50",C1776,C1776,C1776,C1776
TRI PS FE COMP/CEME,4000515,"$9,117.00",C1776,C1776,C1776,C1776
TRI PS FEM COMP #6,4000376,"$7,904.75",C1776,C1776,C1776,C1776
TRI PS FEM COMP CE,4000532,"$5,608.75",C1776,C1776,C1776,C1776
TRI PS FEM COMP CE,4000533,"$8,143.00",C1776,C1776,C1776,C1776
TRI PS FEM COMP/CEME,4000524,"$9,116.10",C1776,C1776,C1776,C1776
TRI PS FEM COMPO CE,4000520,"$8,938.00",C1776,C1776,C1776,C1776
TRI PS FEMOR COMPONE,4000387,"$16,954.00",C1776,C1776,C1776,C1776
TRI PS TIBIAL INSERT,4000518,"$4,423.00",C1776,C1776,C1776,C1776
TRI PS X 3 IBIA INS,4000523,"$4,769.80",C1776,C1776,C1776,C1776
TRI PS X 3 TIBI INS,4000529,"$5,765.20",C1776,C1776,C1776,C1776
TRI PX X 3 TIBI IN,4000522,"$5,979.00",C1776,C1776,C1776,C1776
TRI TOTKNEESYS SKCTX,4000489,"$17,000.20",C1776,C1776,C1776,C1776
TRI X3 ASYM PAT 1,4000374,"$2,233.00",C1776,C1776,C1776,C1776
TRI X3 TIB INS POS 9,4000389,"$5,383.00",C1776,C1776,C1776,C1776
TRI X3 TIB INS POST,4000377,"$5,789.00",C1776,C1776,C1776,C1776
TRIAM 0.1% CR 15GM,4401647,$52.50,,A9270,,
TRIAM 0.1% OINT 15GM,4401648,$14.25,,A9270,,
TRIAM/HCTZ 37.5/25,4400983,$6.00,,A9270,,
TRIAMCIN 0.1% 80GM,4401646,$23.00,,A9270,,
TRIAMCINOLONE 0.025%,4500940,$91.00,,A9270,,
TRIAMCINOLONE ORABAS,4402292,$149.36,,A9270,,
TRIAMT/HCTZ 37.5/25,4401195,$14.00,,A9270,,
TRIATH PS TIB IN 13,4000446,"$5,124.00",C1776,C1776,C1776,C1776
TRIATH PS TIBIAL IN,4000445,"$6,820.80",C1776,C1776,C1776,C1776
TRIATHLON CR TIB INS,4000685,"$6,104.00",C1776,C1776,C1776,C1776
TRIATHX3 ASY PAT 1,4000451,"$2,781.00",C1776,C1776,C1776,C1776
TRICAL WEDGE SEMICIR,4002189,"$3,413.00",C1760,C1760,C1760,C1760
TRICALCIUM GRANULES,4002188,"$2,468.20",,C1763,,
TRICHOMONAS NAA URIN,4309396,$201.75,87798,87798,87798,87798
TRICOR 145MG,4401653,$35.50,,A9270,,
TRICOR 160MG,4401654,$28.50,,A9270,,
TRICOR 48MG,4401652,$10.50,,A9270,,
TRIDENTX3/0/POLY IN,4000448,"$4,820.00",C1776,C1776,C1776,C1776
TRIFLUOPERAZINE 10MG,4401656,$6.75,,A9270,,
TRIFLUOPERAZINE 5MG,4401655,$6.00,,A9270,,
TRIG.PT.INJ (3+),4158219,$700.00,20553,20553,20553,20553
TRIGGER POINT INJ,4151029,$350.00,SURG,SURG,SURG,SURG
TRIGGER POINT INJ,4158235,$633.63,SURG,SURG,SURG,SURG
TRIGLYCERIDES,4301407,$89.25,84478,84478,84478,84478
TRIHEXYPHENIDYL 2MG,4401657,$6.00,,A9270,,
TRIHEXYPHENIDYL 5MG,4401658,$6.00,,A9270,,
TRILEPTAL 150MG TAB,4500928,$7.50,,A9270,,
TRILEPTAL 300MG,4401660,$37.75,,A9270,,
TRILEPTAL 300MG/5ML,4401913,$13.00,,A9270,,
TRIMETHOB 100MG SUPP,4401361,$12.50,,A9270,,
TRIMETHOBENZ 100MG/M,4401661,$23.00,,A9270,,
TRIMETHOBENZ 200MG S,4400496,$7.00,,A9270,,
TRIMETHOBENZ 300MG,4401662,$6.00,,A9270,,
TRIMETHOPRIM 100MG,4401663,$6.00,,A9270,,
TRINSICON,4401664,$6.00,,A9270,,
TRIPLE AB OINT,4401280,$18.25,,A9270,,
TROM COOL KNEE BRACE,4002173,$292.13,L1810,L1810,L1810,L1810
TROPONIN-I,4307069,$173.25,84484,84484,84484,84484
TRPL ANTBIOT OINT 1G,4401930,$6.00,,A9270,,
TRUSOPT OPHTH,4401666,$202.25,,A9270,,
TRUVADA TABLET,4500944,$250.75,,A9270,,
TRYPSINOGEN,4306893,$128.00,83519,83519,83519,83519
TRYPTASE,4309350,$148.00,83520,83520,83520,83520
TSH,4301399,$101.85,84443,84443,84443,84443
TSI,4309604,$188.34,84445,84445,84445,84445
TSI (THY STIM IG),4301400,$280.00,84445,84445,84445,84445
TUBE FEEDING MIC 18F,4002095,$548.80,C1752,C1752,C1752,C1752
TUBE JEJUNAL 20FR,4001117,$434.00,C1752,C1752,C1752,C1752
TUCKS,4401980,$12.50,,A9270,,
TULAREMIA AGGLUTININ,4309351,$72.45,86000,86000,86000,86000
TULAREMIA ANTIBODIES,4308829,$195.30,86668,86668,86668,86668
TUMOR ABL PROBE KIT,4010697,"$8,655.00",,A4649,,
TUMOR IMMUNOCHEM/COM,4309318,$148.01,88361,88361,88361,88361
TUMOR IMMUNOCHEM/MAN,4309317,$215.25,88360,88360,88360,88360
TUMS 500MG,4401667,$6.00,,A9270,,
TUSSIONEX SUSPENSION,4401668,$25.00,,A9270,,
TVT DEVICE J & J #81,4006849,"$1,996.50",C2631,C2631,C2631,C2631
TWIN LOOP FORCE FIBE,4002182,"$1,134.00",C1713,C1713,C1713,C1713
TWINFIX AB 6.5 ANCH,4001140,"$1,052.80",,,,
TWINFIX AB ANCH W/D,4000224,"$1,093.40",,,,
TWINFIX AB ANCH W/S,4000223,$849.63,,,,
TWINFIX AB ANCH W/T,4000924,$994.00,C1713,C1713,C1713,C1713
TWINFIX ANCH W/SUT50,4001008,$917.00,C1713,C1713,C1713,C1713
TX BURN LG W/O ANES,4607024,$283.00,SURG,SURG,SURG,SURG
TX BURN MED W/O ANES,4607022,$543.54,16025,16025,16025,16025
TX BURN SML W/O ANES,4607020,$543.54,16020,16020,16020,16020
TYGACIL 50MG INJ,4401894,$544.75,J3243,J3243,J3243,J3243
TYLENOL 325MG,4401669,$6.00,,A9270,,
TYLENOL EX 500MG,4401671,$6.00,,A9270,,
TYLENOL INFANT DROPS,4401897,$32.50,,A9270,,
TYPHUS FEVER IGG/IGM,4309352,$70.00,86757,86757,86757,86757
TYROSINE 500MG TAB,4401994,$6.00,,A9270,,
TZANK SMEAR,4306006,$113.00,87207,87207,87207,87207
U/S GUIDED NEEDLE,4106226,$533.00,76942,76942,76942,76942
U/S GUIDED NEEDLE PL,4005820,$333.00,76942,76942,76942,76942
UA- MICROSCOPIC,4309364,$15.00,81015,81015,81015,81015
ULNAR PLATE TORNIER,4005754,"$4,287.50",C1713,C1713,C1713,C1713
ULORIC TAB 40 MG,4402232,$48.25,,A9270,,
ULTRACET,4401673,$6.00,,A9270,,
ULTRAM 100MG ER TAB,4402052,$15.25,,A9270,,
ULTRAM TRAMIDOL QT,4308160,$114.00,80102,80102,80102,80102
ULTRASLING,4002171,$131.45,L3650,L3650,L3650,L3650
ULTRASLING ER,4002228,$131.45,L3650,L3650,L3650,L3650
ULTRASLING II,4002170,$131.45,L3650,L3650,L3650,L3650
UNASYN 1.5GM,4400506,$25.00,J0295,J0295,J0295,J0295
UNASYN 3 GM VIAL,4400332,$114.00,J0295,J0295,J0295,J0295
UNI ARTICULAR SURFAC,4001181,"$2,207.45",C1776,C1776,C1776,C1776
UNI FEM MED LM/RL,4005093,"$8,831.20",C1776,C1776,C1776,C1776
UNI TIB BASEPLATE,4000297,"$7,273.00",C1713,C1713,C1713,C1713
UNI TIB LG 6MM LM/RL,4005092,"$6,137.60",C1776,C1776,C1776,C1776
UNI TIB SM 6MM LM/RL,4005094,"$6,137.60",C1776,C1776,C1776,C1776
UNIPOLAR HEAD,4002463,"$2,109.00",C1776,C1776,C1776,C1776
UNITRAX ADJ SLEEVE,4001191,"$2,037.00",C1776,C1776,C1776,C1776
UNIVASC 7.5MG,4401675,$12.50,,A9270,,
UR BILIRUBIN AUTO,4307504,$126.00,81003,81003,81003,81003
UREA CLEARANCE,4307033,$18.00,84545,84545,84545,84545
"UREA NITROGEN, SERUM",4301411,$48.30,84520,84520,84520,84520
"UREA NITROGEN, URINE",4308751,$63.00,84540,84540,84540,84540
"URIC ACID, 24 HR URI",4308753,$20.41,84560,84560,84560,84560
"URIC ACID, SERUM",4301417,$58.80,84550,84550,84550,84550
"URIC ACID, URINE RAN",4308754,$20.41,84560,84560,84560,84560
URINALYSIS W/O MICRO,4307516,$44.10,81003,81003,81003,81003
URINALYSIS WITH MICR,4307514,$48.00,81001,81001,81001,81001
URINE DRUG FOR FACTO,4307091,$74.00,80100,80100,80100,80100
URISPAS 100MG,4401677,$6.50,,A9270,,
UROCIT-K,4401678,$11.00,,A9270,,
UROGESIC BLUE,4401679,$6.00,,A9270,,
UROXATRAL 10MG,4401820,$92.00,,A9270,,
US +EA.ADD.GESTATION,4202501,$188.76,76802,76802,76802,76802
US +EA.ADD.GESTATION,4202506,$288.93,76810,76810,76810,76810
US 2D ECHO COMPLETE,4207653,$650.00,93307,93307,93307,93307
