MEMORIAL SLOAN KETTERING CANCER CENTER - Pricing as of 01/01/2019,,
"Hospitals are required by law to make available information about their standard charges for the items and services they provide. These standard charges do not represent what a person will actually pay for medical care at Memorial Sloan Kettering Cancer Center. They also do not reflect or represent the actual payment the hospital will receive from insurance or from patients for those services. Therefore, referring to these standard charges to determine out-of-pocket costs is misleading.",,
,,
"We can provide you with an estimate of your out-of-pocket costs before you begin treatment, so you can make the right decision for you and your family. Services or items rendered to each patient and their cost may vary because of treatment decisions, unforeseen complications, additional tests or services ordered by a doctor, and the individual’s needs. In addition, estimates may change based on a person’s contracted insurance benefits, insurance policy exclusions, maximum benefits, pending financial assistance, or pending state/federal or other aid. ",,
,,
Please note that any information that you receive is for informational purposes only and is not an offer or representation of actual pricing for services at MSK. This information is not meant to be nor should it be considered financial or medical advice. This document also may not be altered or edited in any way once downloaded.,,
,,
Code,Description,Std-Fee
SDHS01161,STENT FC ESOPH 18MMX,3700
SDHS01162,STENT FC ESOPH 22MMX,3700
SDHS01163,PORT POWER 8FR,930
SDHS01164,PROGEL PLEURAL AIRLE,1800
SDHS01165,SURGIFLO W/THROMBIN,205
SDHS01166,STENT PIGTAIL DB ZIM,230
SDHS01168,PROBE ALBATION 15CM,3360
SDHS01169,CUSA TIP SHEAR 1.57M,1681
SDHS01170,GASTRO TUBE MEASURIN,9
SDHS01171,ENDO CAPSULE BRAVO P,468
SDHS01172,HEMOCLIP TITANIUM SM,9
SDHS01173,HARMONIC SHEARS INSE,860
SDHS01174,STEM FEM META400 10X,20390
SDHS01176,TROCAR VERSASTEP SLE,78
SDHS01177,MIDAS REXT TOOK R-10,249
SDHS01178,BONE CEMENT HYDROSET,2391
SDHS01179,BONE CEMENT HYDROSET,4755
SDHS01180,BONE CEMENT HYDROSET,6842
SDHS01181,HEADBAND DISPOSABLE,84
SDHS01182,SNARE POLY LOOP LIGA,200
SDHS01183,LIGASURE SMALL JAW,850
SDHS01184,FLUID WARMING IRRIGA,77
SDHS01185,ANCHOR BAG TISSUE RE,130
SDHS01186,ANCHORBAG TSSUERETRV,164
SDHS01187,ANCHOR BAG TISSUE RE,298
SDHS01188,ENDOCLIP OTSC SYS 11,798
SDHS01189,ENDOCLIP OTSC SYS 14,1158
SDHS01190,ENDOCLIP ANCHOR OTSC,778
SDHS01191,ENDOCLIP GRASPRTWIN,1098
SDHS01192,TROCAR BALLOON 5-12M,54
SDHS01193,FIBULA SHAFT 25MM MT,1448
SDHS01194,FIBULA SHAFT 100MM M,1866
SDHS01195,HUMERUS SHAFT 60MM M,2126
SDHS01196,HUMERUS SHAFT 150MM,2412
SDHS01197,CATHETER THORACIC R,24
SDHS01198,SPINCTEROTOME BILLRO,380
SDHS01199,THORACIC VENT TRU-CL,470
SDHS01200,PATHFINDER BEACON,700
SDHS01201,PATHFINDER CLAMP KIT,150
SDHS01202,PATHFINDER PROBE CUR,1900
SDHS01203,PATHFINDER SHADOW/TR,1250
SDHS01204,MIDAS REX TOOL M-340,249
SDHS01205,STENT URET BNDR DVRS,196
SDHS01206,ENDO RETRACTOR II 10,180
SDHS01207,FACE CUSHION LG PRON,50
SDHS01208,PROBE NANOKNIFE 15-2,4700
SDHS01209,SCREW SELF TAP EMERG,26
SDHS01210,SCREW SELF DRILL 1.5,26
SDHS01211,PLATE LOWPROFILE RGD,42
SDHS01212,PLATE LOWPROFILE 2HO,52
SDHS01213,PLATE LOWPROFILE 2X2,302
SDHS01214,PLATE LOWPROFILE 16H,677
SDHS01215,PLT BURHOLCVR LWPRF,109
SDHS01216,PLT BURRHOLCVR LOWPR,122
SDHS01217,PLT SHUNT BURHLCVR L,132
SDHS01218,PLATE LOWPROFILE GAP,258
SDHS01219,PLATE LOWPROFILE GAP,143
SDHS01220,PLATE LOWPROFILE 8HO,180
SDHS01221,PLATE LOWPROFILE DBL,166
SDHS01222,MESH DYNAMIC 90X90X0,832
SDHS01223,PROGEL EXTENDED SPRA,170
SDHS01224,SURGICEL HEMOSTAT SN,271
SDHS01225,CATH MLTIDRAIN25-45C,144
SDHS01226,CATH PERICRDIOCNTSIS,253
SDHS01227,VENODYNE SCD SLEEVE,61
SDHS01228,VENODYNE SCD SLEEVE,153
SDHS01229,ABSORBATACK 5MM,950
SDHS01230,SEAL CANNULA 8.5MM D,80
SDHS01231,SUCTION ILLUMINATE M,450
SDHS01232,ENDO EASE DISCOVERY,1050
SDHS01233,TUBE WATER AUXILIARY,26
SDHS01234,STENT EVOLUTION FC 1,3230
SDHS01235,STENT EVOLUTION FC 2,3230
SDHS01236,ENDO CAP HALO SM,64
SDHS01237,STENT WALLFLEX BILIA,3310
SDHS01238,SURGIFLO W/O THROMBI,232
SDHS01239,PROBE ABLATION 25CM,3168
SDHS01240,CATH PERICRDIOCNTSIS,184
SDHS01241,CUSA TIP LAPAROSCOPI,420
SDHS01242,"MESH PROLITE 12""X12""",239
SDHS01243,MESH V-PATCH SMALL 4,699
SDHS01244,MESH V-PATCH MEDIUM,930
SDHS01245,"MESH C-QUIR 8""X10""",2319
SDHS01246,"MESH C-QUIR 8""X12""",2482
SDHS01247,"MESH C-QUIR 10""X14""",3240
SDHS01248,IMPLT BREAST SILI AL,1450
SDHS01249,IMPLT BREAST SAL ALL,800
SDHS01250,IMPLT BREAST SILI AL,1450
SDHS01251,IMPLT BREAST SILI AL,1250
SDHS01252,IMPLT BREAST SAL ALL,900
SDHS01253,AO SCRW CANN CONI 7.,589
SDHS01254,AO SCRW CANN CONI PT,589
SDHS01255,AO SCRW CANN LCK 7.3,660
SDHS01256,AO SCRW CANN CONI 5.,394
SDHS01257,AO SCRW CANN LCK 5.0,445
SDHS01258,TISSUELNK BIPOLAR SE,1150
SDHS01259,GRAFT VASCULAR PROPA,5730
SDHS01260,GRAFT VASCULAR PROPA,5902
SDHS01261,AO SCRW LCK/SLF-TAP3,283
SDHS01262,VALVE IBV SYSTEM 5-7,5300
SDHS01263,AO TIB PLT LCP PROX3,3496
SDHS01264,AO TIB PLT LCP PROX4,3480
SDHS01265,CORD DISSECTING PK D,540
SDHS01266,FORCEP DISSECTING PK,5800
SDHS01267,CATH BALLOON DBLE LU,293
SDHS01268,AO SCRW LCK SLF-TP 4,342
SDHS01269,AO PLT COND LCP 6H 4,3723
SDHS01270,AO PLT COND LCP 10H,3934
SDHS01271,AO PLT COND LCP 12H,4013
SDHS01272,AO PLT COND LCP 16H,4194
SDHS01273,AO PLT COND LCP 18H,4279
SDHS01274,AO PLT COND LCP 8H 4,3792
SDHS01275,AO PLT CRV COND LCP,4140
SDHS01276,AO PLT CRV COND LCP,4219
SDHS01277,AO TIB PLT LCP MED P,3674
SDHS01278,MESH V-PATCH LARGE 8,1089
SDHS01279,PROBE GASTIC ZEPHR 6,190
SDHS01280,NEEDLE FNA EUS FLEX,858
SDHS01281,ECHO STEM PR FM NC7-,12396
SDHS01282,Y-WIRE SAFE WIRE,800
SDHS01283,RETRACTOR WOUND XL,145
SDHS01284,KIT SINGLE-VIAL SPY,590
SDHS01285,STENT DYNAMIC Y FC 1,7170
SDHS01286,CPS SPDL W/PINS 38MM,10380
SDHS01287,CPS SPDL W/PINS 44MM,10380
SDHS01288,CPS ANCHOR PLUG 10-2,1806
SDHS01289,CPS TRANSVERSE PIN 2,802
SDHS01290,CPS CENTERING SLEEVE,722
SDHS01291,CPS XLG TRANSVERSE P,842
SDHS01292,OSS POROUS STRGT IM,3224
SDHS01293,OSS POROUS BOWED IM,3442
SDHS01294,OSS POROUS BOWED IM,3536
SDHS01295,OSS POROUS BOWED IM,3744
SDHS01296,OSS POROUS STRGT IM,3378
SDHS01297,OSS TIB BLOCK 10MM U,1962
SDHS01298,OSS TIB BLOCK 20MM M,1962
SDHS01299,OSS TIB BLOCK 20MM M,1962
SDHS01300,OSS NON-MOD PROX TIB,14242
SDHS01301,OSS NON-MOD PROX TIB,15178
SDHS01302,GAMMA 3 NAIL LGN 125,6202
SDHS01303,GAMMA 3 NAIL LGN 130,6202
SDHS01304,GAMMA 3 NAIL LGN 125,6202
SDHS01305,GAMMA 3 NAIL LGN 130,6202
SDHS01306,STPLR ENDOGIA ULTRA,315
SDHS01307,MOUNTAINEER SCREW OC,500
SDHS01308,MOUNTAINEER PLATE OC,6000
SDHS01309,MOUNTAINEER ROD PREB,550
SDHS01310,GASTROSTOMY KIT INTR,413
SDHS01311,PLATE LOWPROFILE 2HO,62
SDHS01312,PLATE LOWPROFILE 4HO,172
SDHS01313,PLATE LOWPROFILE 4HO,178
SDHS01314,SPONGE ENDO WOUND SY,540
SDHS01315,DRAIN PUMP ENDO WOUN,419
SDHS01316,RING LOC BIPOLAR 22X,4270
SDHS01317,CPS COMPRESSION CAP,174
SDHS01318,CPS NUT,636
SDHS01319,CPS TAPER LOCKING CA,1104
SDHS01320,CPS/OSS 5CM TPR ADAP,1620
SDHS01321,OSS MOD PROX TIB 9CM,19992
SDHS01322,OSS TIB SLEEVE AUGMN,1804
SDHS01323,SCREW DIAP SEG LOCK,530
SDHS01324,OSS PROX TIB 3CM 11X,13308
SDHS01325,RETRACTOR O-WOUND XX,230
SDHS01326,TRAY JAMSHIDI SOFT T,79
SDHS01327,IMPLT BRST RD SIENTR,1100
SDHS01328,IMPLT BRST RD SIENTR,1100
SDHS01329,IMPLT BRST RD SIENTR,1100
SDHS01330,IMPLT BRST RD SIENTR,1100
SDHS01331,IMPLT BRST RD SIENTR,1100
SDHS01332,IMPLT BRST OV SIENTR,1800
SDHS01333,IMPLT BRST OV SIENTR,1800
SDHS01334,IMPLT BRST OV SIENTR,1800
SDHS01335,IMPLT BRST RD SIENTR,1800
SDHS01336,IMPLT BRST CLS SIENT,1800
SDHS01337,HABIB PROBE ENDO ABL,3190
SDHS01338,HABIB ADAPTOR CABLE,560
SDHS01339,TISSUE EXPAN SIENTRA,2000
SDHS01340,TISSUE EXPAN SIENTRA,2000
SDHS01341,TISSUE EXPAN SIENTRA,2000
SDHS01342,TISSUE EXPAN SIENTRA,2400
SDHS01343,STPLR ENDOGIA TRI VA,443
SDHS01344,OBTURATOR BLADELSS 8,50
SDHS01345,EXTRACTOR STONE NCOM,437
SDHS01346,STYLET BRAINLAB,800
SDHS01347,DRAIN CHANNEL SILICO,29
SDHS01348,PORT GELPOINT PATH,1450
SDHS01349,MOUNTAINEER CONN ANG,1528
SDHS01350,MOUNTAINEER WASHER S,1651
SDHS01351,POSITIONER PAD PINK,143
SDHS01352,PUREGRAFT CYTORI KIT,830
SDHS01353,STAPLER RELOAD RADIA,754
SDHS01354,MODULAR HDCOMP 22MM,1486
SDHS01355,CLIP TUBE CLOSED GAM,492
SDHS01356,DRILL RADIO TRGET ST,494
SDHS01357,MICROTIP PLUS 1.57MM,7780
SDHS01358,CAUTERY SPATULA TIP,180
SDHS01359,CAUTERY HOOK TIP 5MM,180
SDHS01360,PIN PERCUTANEOUS 100,490
SDHS01361,NAVIGATED NEEDLE PAK,1210
SDHS01362,PIN PACK 75-125MM,274
SDHS01363,SHEATH ENDOWRIST DAV,40
SDHS01364,SEAL CANNULA ENDOWRI,40
SDHS01365,STAPLER RELOAD ENDOW,360
SDHS01366,CAUTERY HOOK DAVINCI,4000
SDHS01367,CATHETER GUIDE EXTND,450
SDHS01368,CLIP SURGICAL SPRING,28
SDHS01369,MEDTRONIC SPHERE SNA,100
SDHS01370,ELECTRODE BALL 24-27,289
SDHS01371,GRAFT SILASTIC SHEET,336
SDHS01372,OSS-K DIAPH SEG SMOO,9602
SDHS01373,OSS-K DIAPH SEG SMOO,9602
SDHS01374,OSS-K DIAPH SEG 7CM,10078
SDHS01375,SHUNT ASSISTANT 15,2652
SDHS01376,AO SCREW NUT 5.0MM,366
SDHS01377,AO PLATE MESH RIGID,4440
SDHS01378,PUMP HEPATIC SINGLE,16109
SDHS01379,COLO TITAN CLOVERLEA,3584
SDHS01380,COLO TITAN PUMP SET,7732
SDHS01381,LINER FREEDOM CONSTR,4718
SDHS01382,STAPLER TRI XTRA THI,408
SDHS01383,STAPLER TRI XTRA THI,576
SDHS01384,AO MXLL PLT NAR LOCK,872
SDHS01385,DRESSING PREVENA INC,990
SDHS01386,HEAD BIO-MOD HUM DIA,2878
SDHS01387,PROX BODY COMPR SRS,11300
SDHS01388,SEGMENT INTERCALARY,16686
SDHS01389,SEGMENT INTERCALARY,17710
SDHS01390,SEGMENT INTERCALARY,17900
SDHS01391,SEGMENT INTERCALARY,18088
SDHS01392,AUGMENT MOD REGENERE,9446
SDHS01393,DISTAL BODY HUM COMP,11786
SDHS01394,SEG INTERCALARY ANTI,16686
SDHS01395,SEG INTERCALARY HUM,19321
SDHS01396,HEAD HUM COMPR SRS E,5988
SDHS01397,DISTAL BODY FLANGE C,1940
SDHS01398,STEM INTRAMEDULLARY,8960
SDHS01399,STEM HUM COMPR REVIS,9856
SDHS01400,GLENOID KEEL BIOMODU,3048
SDHS01401,OSS COMPRESS COLLAR,2420
SDHS01402,INTRODUCER MICRO KIT,100
SDHS01403,STAPLER TRI ENDOGIA,403
SDHS01404,STAPLER TRI ENDOGIA,442
SDHS01405,CAP LOCKING ELLIPSE,250
SDHS01406,CAP LOCKING REVERE 6,400
SDHS01407,CAP LOCKING REVOLVE,400
SDHS01408,CLAMP CNNCTOR PARALL,1176
SDHS01409,CLAMP CNNCTR OFFSET,1214
SDHS01410,CLAMP CNNCTR PARALLE,1500
SDHS01411,CLAMP CNNCTR PARALLE,1500
SDHS01412,CLAMP CNNCTR PARALLE,7000
SDHS01413,CLAMP CONNECTOR PARA,1176
SDHS01414,CLAMP CONNECTOR PARA,1632
SDHS01415,CLAMP CONNECTOR REVE,1046
SDHS01416,CLAMP EXTENSION OFFS,7000
SDHS01417,CLAMP EXTENSION OFFS,3660
SDHS01418,CLAMP IN-LINE ROD 3.,3050
SDHS01419,CLAMP IN-LINE ROD 5.,7000
SDHS01420,CLAMP REVERE OFFSET,7000
SDHS01421,CLAMP REVERE OFFSET,2400
SDHS01422,CLAMP REVERE ROD-TO-,988
SDHS01423,CLAMP ROD 5.5MM GM,1632
SDHS01424,CLAMP ROD-TO-ROD 5.5,1500
SDHS01425,CLAMP ROD-TO-ROD 5.5,1500
SDHS01426,CLAMP ROD-TO-ROD 7-1,1176
SDHS01427,CNNECTR OFFSET LG ST,1500
SDHS01428,CONNECTOR CROSS LOW,1900
SDHS01429,CONNECTOR CROSS REVE,1900
SDHS01430,CONNECTOR HEAD OFFSE,1500
SDHS01431,CONNECTOR HEAD ROD E,1862
SDHS01432,CONNECTOR IN LINE 5.,1632
SDHS01433,CONNECTOR IN LINE 6.,1500
SDHS01434,CONNECTOR IN LINE CT,914
SDHS01435,CONNECTOR LATERAL CL,912
SDHS01436,CONNECTOR LATERAL EL,966
SDHS01437,CONNECTOR LOCK HEAD,322
SDHS01438,CONNECTOR OFFSET 5.5,1526
SDHS01439,CONNECTOR OFFSET 5.5,1632
SDHS01440,CONNECTOR OFFSET CLS,1632
SDHS01441,CONNECTOR OFFSET CLS,1094
SDHS01442,CONNECTOR OFFSET REV,1034
SDHS01443,CONNECTOR OFFSET REV,920
SDHS01444,CONNECTOR PARALLEL 5,1632
SDHS01445,CONNECTOR PARALLEL 6,1500
SDHS01446,CONNECTOR PARALLEL D,1632
SDHS01447,CONNECTOR PARALLEL R,1104
SDHS01448,CONNECTOR PARALLEL R,1072
SDHS01449,CONNECTOR T REVERE A,1900
SDHS01450,CONNECTOR TOP LOAD R,2700
SDHS01451,CONNECTOR Y OFFSET R,1970
SDHS01452,CONNECTOR Y OFFSET S,3200
SDHS01453,CONNECTOR-U ROD REVE,7000
SDHS01454,CORE FORTIFY 12MM GM,15008
SDHS01455,CORE FORTIFY 20MM GM,19694
SDHS01456,CORE FORTIFY-R 14MM,17780
SDHS01457,CORE FORTIFY-R 20MM,22000
SDHS01458,DRILL BIT SCREW GM,744
SDHS01461,ENDPLATE FORTIFY 12&,1250
SDHS01462,ENDPLATE FORTIFY 20,1470
SDHS01463,ENDPLATE FORTIFY-R 1,1470
SDHS01464,PLATE CERVICAL ANTR,4300
SDHS01465,PLATE CERVICAL XTEND,3740
SDHS01466,PLATE CERVICAL XTEND,3752
SDHS01467,PLATE CERVICAL XTEND,4000
SDHS01468,PLATE CERVICAL XTEND,4214
SDHS01469,PLATE CERVICAL XTEND,4450
SDHS01470,PLATE CRVICL PROVDNC,3740
SDHS01471,PLATE CRVICL PROVDNC,3752
SDHS01472,PLATE CRVICL PROVDNC,4000
SDHS01473,PLATE CRVICL PROVDNC,4214
SDHS01474,PLATE CRVICL PROVDNC,4450
SDHS01475,PLATE OCCIPITAL ELLI,5600
SDHS01476,PLATE REVERE SAC 5.5,3500
SDHS01477,PLATE XTEND EXTENDER,4488
SDHS01478,PLATE XTEND EXTENDER,4730
SDHS01479,PLUG REVERE HOUSING,400
SDHS01480,ROD CURVED 5.5 35-95,712
SDHS01481,ROD ELLIPSE 3.5 240M,680
SDHS01482,ROD ELLIPSE 3.5 40MM,386
SDHS01483,ROD ELLIPSE 3.5 80MM,472
SDHS01484,ROD OCCIPITAL ELLIPS,906
SDHS01485,ROD OCCIPITAL JOINTE,1830
SDHS01486,ROD REVOLVE 5.5MM GM,900
SDHS01487,ROD STRAIGHT 5.5 30-,712
SDHS01488,ROD STRAIGHT CP 6.35,712
SDHS01489,ROD STRAIGHT HEX END,1002
SDHS01490,ROD STRGHT HEX END W,900
SDHS01491,ROD TAPERED ELLIPSE,966
SDHS01492,SCREW BONE 3.6-4.2MM,778
SDHS01493,SCREW ELLIPSE POLYAX,1600
SDHS01494,SCREW ELLIPSE POLYAX,2800
SDHS01495,SCREW PROVIDENCE ANG,558
SDHS01496,SCREW REVERE 6.0 DOD,2400
SDHS01497,SCREW REVERE 6.35 MO,1640
SDHS01498,SCREW REVERE 6.35 PE,1640
SDHS01499,SCREW REVERE 6.35 PL,1640
SDHS01500,SCREW REVERE 6.35 RE,2200
SDHS01501,SCREW REVERE 6.5 DOD,1640
SDHS01502,SCREW REVERE PEDICLE,1640
SDHS01503,SCREW REVOLVE GM,2800
SDHS01504,SCREW XTEND ANGLE GM,558
SDHS01505,SPACER COALITION 12-,7144
SDHS01506,SPACER COLONIAL ACDF,3150
SDHS01507,SPACER XPAND LG 25X3,20800
SDHS01508,SPACER XPAND MD 21X2,18160
SDHS01509,SPACER XPAND MD 21X2,20000
SDHS01510,SPACER XPAND MD 21X2,19772
SDHS01511,SPACER XPAND MD 21X2,22444
SDHS01512,SPACER XPAND MD 21X2,17000
SDHS01513,SPACER XPAND MD 21X2,19500
SDHS01514,SPACER XPAND MD 21X2,20304
SDHS01515,SPACER XPAND MD 25X3,20300
SDHS01516,SPACER XPAND MD 25X3,22700
SDHS01517,SPACER XPAND MD 25X3,23760
SDHS01518,SPACER XPAND MD 25X3,21500
SDHS01519,SPACER XPAND MD 25X3,19410
SDHS01520,SPACER XPAND-R LG 25,25000
SDHS01521,SPACER XPAND-R LG 25,23000
SDHS01522,SPACER XPAND-R LG 25,26600
SDHS01523,SPACER XPAND-R LG 25,22800
SDHS01524,SPACER XPAND-R MD 21,24450
SDHS01525,SPACER XPAND-R MD 21,22300
SDHS01526,SPACER XPAND-R MD 21,20000
SDHS01527,SPACER XPAND-R MD 21,21800
SDHS01528,SPACER XPAND-R MD 21,19100
SDHS01529,SPACER XPAND-R MD 25,24700
SDHS01530,SPACER XPAND-R MD 25,25500
SDHS01531,SPACER XPAND-R MD 25,22300
SDHS01532,SPACER XPAND-R SM 13,19600
SDHS01533,SPACER XPAND-R SM 13,21200
SDHS01534,SPACER XPAND-R SM 13,18000
SDHS01535,U-CLAMP ROD 3.5-5.5M,3050
SDHS01536,COLO TITAN ZERO DEG,7732
SDHS01537,STPLR TRI ENDOGIA CR,352
SDHS01538,STPLR TRI ENDOGIA CR,504
SDHS01539,STPLR TRI ENDOGIA AR,359
SDHS01540,STPLR TRI ENDOGIA CR,395
SDHS01541,DRESSING FLEX 3 ACTI,24
SDHS01542,KIT PT CARE SPNAL TA,55
SDHS01543,SEALER VESSEL ENDOWR,1190
SDHS01544,HALO CATHETER ABLATI,3456
SDHS01545,KIT ACCESSORY 4-ARM,520
SDHS01546,CORD BIOPOLAR DISP,7
SDHS01547,HARMONIC SCALPEL ACE,1538
SDHS01548,PINS SKULL,74
SDHS01549,SUTURE PLEDGET TEFLO,6
SDHS01550,CATH BRUSH CYTOMAN,206
SDHS01551,BIT AO DRILL SM FRAG,392
SDHS01552,STENT NEPHRO ULTRATH,345
SDHS01553,DRAINAGE KIT PLEURX,108
SDHS01554,CONNECTOR RT ANGLE,112
SDHS01555,BRA SURGI,41
SDHS01556,TUBING IRRIGAT DLVRY,160
SDHS01557,TUBE CENTRIFUGE 50ML,29
SDHS01558,TUBING ASPIRATION,64
SDHS01559,TUBE IRRIGATION SET,13
SDHS01560,MICROCLIP TITANIUM H,21
SDHS01561,VESSEL CLUDE W/VESSE,22
SDHS01562,SHUNT PROGAV W/SA PR,5380
SDHS01563,CLIP RIB TITANM STNR,4150
SDHS01564,CLIP RIB TITANIUM ST,4150
SDHS01565,BAR CONNT TITANM PS,4150
SDHS01566,BAR CONNT TITANM CS,4150
SDHS01567,CLIP RIB 3D TITANIUM,4930
SDHS01568,CLIP RIB 3D TITANIUM,5324
SDHS01569,CLIP RIB TITANM XL 2,4650
SDHS01570,CLIP RIB TITANM STRA,4650
SDHS01571,BAR CONNT TITANM CS,4650
SDHS01572,PATCH SENSOR SP VIOP,1190
SDHS01573,KIT PROCEDURE IPH HI,7000
SDHS01574,PLEURAL INSERTION TR,956
SDHS01575,TRAY ACCESS MSK ARRO,134
SDHS01578,STAPLER HEMORRHOID P,883
SDHS01579,END CAP PROX HUMERAL,468
SDHS01580,END CAP PROX HUMERAL,468
SDHS01581,SHAFT MODIFIED TRINK,904
SDHS01582,KIT PINPOINT W/O INT,198
SDHS01583,KIT SYRINGE VERTECEM,360
SDHS01584,KIT CEMENT MIXING II,720
SDHS01585,BALLOON SYNFLATE VER,2340
SDHS01586,KIT ACCESS VERTCM DI,360
SDHS01587,KIT ACCESS VERTCM BE,360
SDHS01588,DRILL ACCESS VERTECE,324
SDHS01589,INFLATION VERTECEM S,270
SDHS01590,TUBE GASTRIC NASO-JE,167
SDHS01591,DRSSNG PICOWOUND SYS,456
SDHS01592,ELECTRODE LOOP MED O,840
SDHS01593,ELECTRODE BAND OLYMP,840
SDHS01594,ELECTRODE PLSMA BTTN,840
SDHS01595,STENT WALL BILIARY F,4900
SDHS01596,KIT PINPOINT W/ INTR,1100
SDHS01597,LASER FIBER GAS COOL,430
SDHS01598,STAPLER HEMORRHOID W,760
SDHS01599,PUMP NEURO SYNCMED 4,21280
SDHS01600,CATH INTRATHECL KIT,2090
SDHS01601,PUMP THERAPY MGR SYN,1520
SDHS01602,MESH POUCH SYNCMED,145
SDHS01603,CATHETER PASS KIT SY,280
SDHS01604,CATHETER CONN KIT SY,255
SDHS01605,GUIDEWIRE BLUNT TIP,300
SDHS01606,GUIDEWIRE TROCAR TIP,300
SDHS01607,ROD CRVED MULTIANGL,1000
SDHS01608,ROD STRGHT MULTANGL,1000
SDHS01609,SCRW POLYAXIAL 4.5-7,2600
SDHS01610,SCREW LOCKING MIS,300
SDHS01611,NEEDLE BIOPSY BONE O,300
SDHS01612,NEEDLE BIOPSY BONE J,300
SDHS01613,DBM BONUS II 10CC P/,170
SDHS01614,DBM BONUS II 5CC P/0,170
SDHS01615,CYMETRA 2CC P/0.5CC,155
SDHS01616,DERMA MATRIX 4X12CM,75
SDHS01617,DERMA MATRIX 5X10CM,73
SDHS01618,SURGIMEND 13X25CM P/,46
SDHS01619,STRATTICE 16X20 P/SQ,51
SDHS01620,STRATTICE 20X20 P/SQ,51
SDHS01621,STRATTICE 10X20 P/SQ,51
SDHS01622,STRATTICE 10X16 P/SQ,51
SDHS01623,ALLODERM 3X7 P/SQ,76
SDHS01624,ALLODERM 4 X 16 P/SQ,59
SDHS01625,ALLODERM 4X7CM P/SQ,21
SDHS01626,ALLODERM 6 X 16 CM P,62
SDHS01627,ALLODERM 8 X 16 CM P,62
SDHS01628,ALLODERM MESH P/SQ,30
SDHS01629,ALLODERM NON MESH P/,28
SDHS01630,DBX MIX 10CC P/0.5CC,179
SDHS01631,DBX PUTTY 10CC P/0.5,145
SDHS01632,DBX STRIP 2.5X10CM P,3114
SDHS01633,DURAGUARD 4X4 P/SQ,36
SDHS01634,DURAGUARD 6X8 P/SQ,20
SDHS01635,FLEX HD 4X16CM P/SQ,73
SDHS01636,FLEX HD 6X16CM P/SQ,52
SDHS01637,FLEX HD 8X16CM P/SQ,79
SDHS01638,FLEX HD 12X12CM P/SQ,78
SDHS01639,FLEX HD 4X7CM P/SQ,49
SDHS01640,FLEX HD 3X7CM P/SQ,83
SDHS01641,BONE MATRIX 10CC GEL,108
SDHS01642,PERIGUARD BOVINE 6X8,20
SDHS01643,PERIGUARD BOVINE 12*,6
SDHS01644,PERMACOL 15X20CM P/S,32
SDHS01645,PERMACOL 20X30CM P/S,18
SDHS01646,STRATTICE 10X10 P/SQ,51
SDHS01647,TUTOPLST PERICAR 4X7,105
SDHS01648,TUTOPLST PERICAR 6X6,96
SDHS01649,BIT FLUTED BALL 2-3X,458
SDHS01650,BIT DIAMND BALL 2-4X,458
SDHS01651,FORCEP BIPOLAR INSRT,629
SDHS01652,TUBING IRRIGAT CLEAR,52
SDHS01653,CATH FOGARTY LTX/FR,104
SDHS01654,NEEDLE FNA EUS ULTRS,410
SDHS01655,STENT DBLE PGTL BI 1,216
SDHS01656,NAIL PRX SHRT T2 LT/,6464
SDHS01657,BLADE OSCIL PRE/THN,95
SDHS01658,BONE CMNT STMULAN R/,2800
SDHS01659,ALLDRM RTU CNTR SM T,62
SDHS01660,ALLDRM CNTR SM PERF,62
SDHS01661,ALLDRM RTU 8X16 THIN,62
SDHS01662,ALLDRM RTU 4X16 THIN,59
SDHS01663,ALLDRM RTU CNTR MED,62
SDHS01664,ALLDRM CNTR MED PERF,62
SDHS01665,SUCTION IRRIGATOR DA,440
SDHS01666,CUSA TP NXT BONE SPR,2019
SDHS01667,CUSA TIP NXT EXTENDE,1991
SDHS01668,CUSA TP NXT STRL FLU,1864
SDHS01669,CUSA TUBING NXT STRL,1139
SDHS01670,NEEDLE WANG TRNBRCH,108
SDHS01671,KIT REFILL MITAKA,550
SDHS01672,ALLOGRAFT CRUSHED 30,26
SDHS01673,HALO CATHETR ULTRA L,3560
SDHS01674,HALO CATHETER ENDO C,3180
SDHS01675,ESU TIP EXTENDER,85
SDHS01676,NEEDLE TEMNO EVO COA,109
SDHS01677,SOLUTION BETADINE PR,29
SDHS01678,TUBE FEEDING JEJUNAL,272
SDHS01679,DRILL BIT AO 3.5MM,586
SDHS01680,REAMER SHAFT MOD TRI,950
SDHS01681,VALVE IBV SYSTM CATH,1500
SDHS01682,SHUNT PROGAV VP/MCLN,1036
SDHS01683,FORCEPS BIPOLR JEWLR,56
SDHS01684,VASCUGUARD 1X6CM P/S,51
SDHS01685,MATRX MATRSTEM PSM 4,40
SDHS01686,AMNIOGRAFT 2.0 X 1.5,447
SDHS01687,TISSUE EXPAN ALLERGA,2100
SDHS01688,TISSUE EXPAN ALLERGA,2100
SDHS01689,BRA SURGI PINK SM-3X,52
SDHS01690,NEEDLE BIOPSY JAMSHI,50
SDHS01691,TUBING IRRIGATION BI,112
SDHS01692,DRILL BIT T2 AO 4.2,572
SDHS01693,LEAD INTRODUCER KIT,560
SDHS01694,CNNLA SEAL UNVRSL 5-,36
SDHS01695,TIP COVER CRVD SCSSR,40
SDHS01696,SEALER VESSL ENDWRST,1190
SDHS01697,STPLR RLD ENDOWRIST,360
SDHS01698,STAPLR SHETH ENDWRST,40
