CODE,DESCRIPTION,CHARGE AMOUNT
5017512,SOLN STERILE WATER F/IRR 3000,31.00
5010525,"SOLN, STERILE WATER INH",18.00
7100142,SOLN. .9% NS IRR.,80.00
9400656,SOLN. .9% NS IRR.,60.00
6800932,SOLU MEDROL 1000 MG,113.00
6800940,SOLU MEDROL 125 MG,60.00
6800957,SOLU MEDROL 40 MG,40.00
6812499,SOLU-CORTEF 1000MG ACT-O-VL,56.00
6819502,SOLU-CORTEF 500MG VIAL,71.00
6808075,SOLU-MEDROL 500 MG,59.00
6809198,SOMA 350 MG,4.00
6809180,SOMA COMPD,6.00
5504675,"SOMNOPLASTY, BLADE",557.00
6811327,SORBITOL 70% 60ML,28.00
5534362,SPACEMAKER,"1,303.00"
7040041,SPECIAL STAIN,74.00
7040033,SPECIAL STAIN II,52.00
9000035,SPECIALTY CARE TRANSPORT,742.00
7031206,SPECIFIC GRAVITY BODY FLUID,13.00
5017207,SPECIPAN,17.00
9500999,SPEECH THERAPY OPEN CODE,3.00
5904412,SPINAL ANES SUPPLIES,232.00
7015704,SPINAL FL.CELL CT,31.00
3902202,SPIRAL ELECTRODE,57.00
6816508,SPIRIVA INHALER,100.00
6811996,SPIRONOLACT/HCTZ 25/25 TAB,6.00
5800735,SPLINT APPLICATION,111.00
5510201,SPLINT WRIST,48.00
5018106,"SPLINT, 3M/OCL",124.00
5510409,"SPLINT, FINGER",11.00
5508700,"SPLINT, KNEE",119.00
5500749,"SPLINT, NASAL EXT/INT",92.00
6906127,SPO2 PT SENSOR,38.00
5502000,SPONGE EYEWICK,13.00
5017306,"SPONGE, DRAIN",16.00
5800610,SPOT CHECK PULSE OXIMETER,0.00
6909725,SPUTUM COLLECTION,52.00
7009202,SPUTUM CULTURE,46.00
7039902,SPUTUM CYSTOLOGY W/BLOCK,119.00
7033301,SPUTUM GRAM STAIN,25.00
6811319,SSD 1% 400 GM,93.00
6810246,SSD 1% 50 GM,30.00
6809206,SSKI 1OZ,55.00
6802649,STADOL 2 MG/ML,40.00
7058841,STAPH ID/R BLOOD CULTURE PANEL,85.00
5500301,"STAPLER, ARTICULATING",779.00
5531603,"STAPLER, ARTICULATING RELOAD",342.00
5534136,"STAPLER, INSORB",152.00
5500707,"STAPLER, INTRALUM",984.00
5531435,"STAPLER, PLDS",912.00
5017405,"STAPLER, SKIN",244.00
5525803,"STAPLER, TA 45,60,90",370.00
5525704,"STAPLER, TA RELOAD",242.00
3900503,STAPLES SKIN,216.00
5512801,"STAPLES, BONE",141.00
5523808,"STAPLES, SKIN",216.00
6816375,STARLIX 120MG,9.00
7004583,STAT CHARGE (BA),323.00
6809214,STELAZINE 2 MG UD,5.00
5306816,STELLATE INJ.,782.00
5500297,"STEM, BIPOLAR ORTHO",0.00
5506902,STENT (ALL),"1,176.00"
5524004,STERI STRIP,20.00
9400672,STERILE DRESSING,22.00
7100183,STERILE GAUZE,40.00
7100498,STERILE GLOVES,12.00
5700414,STERILE GLOVES,12.00
9400698,STERILE GLOVES,12.00
6908610,STERILE H2O,6.00
5702105,STERILE INST.,14.00
5706882,STERILE TOWELS PK/6,28.00
6816631,STERILE WATER 1000 ML,44.00
6803936,STERILE WATER 20 ML,39.00
6412287,STERNOCLAVICULAR JT(S) 3 VIEWS,90.00
5821632,STEROID INJ/TRIGGER POINT,220.00
5306774,STEROIDEPIDURAL LUMBAR,716.00
6802656,STILPHOSTROL 250 MG INJ,61.00
9421538,STOCKINETTE,9.00
5019609,STOCKING,80.00
5511308,"STOCKNET, STERILE",50.00
7039704,STONE ANALYSIS,149.00
5515200,STONE BASKET,772.00
5506100,STONE GRASPER,445.00
7036502,STOOL (WBC/RBC),30.00
7001002,STOOL BACTERIAL PATHOGENS,400.00
7033509,STOOL CULTURE,136.00
5017702,STOPCOCK (ALL),9.00
5300673,STRAIGHT CATH RESIDUAL,116.00
3900261,STRAIGHT CATH RESIDUAL,116.00
3300142,STRAIGHT CATH RESIDUAL,116.00
3400157,STRAIGHT CATH RESIDUAL,116.00
3500162,STRAIGHT CATH RESIDUAL,116.00
3600160,STRAIGHT CATH RESIDUAL,116.00
5800547,STRAIGHT CATH RESIDUAL,116.00
3700135,STRAIGHT CATH SIMPLE,116.00
3900594,STRAIGHT CATH URINE SPEC,9.00
3500854,STRAIGHT CATH URINE SPEC,9.00
3600582,STRAIGHT CATH URINE SPEC,9.00
3400458,STRAIGHT CATH URINE SPEC,10.00
3300587,STRAIGHT CATH URINE SPEC,10.00
5300549,STRAIGHT CATH URINE SPEC,10.00
5800684,STRAIGHT CATH URINE SPEC,10.00
5017801,"STRAP, CATH LEG",36.00
5017819,"STRAP, MONTGOMERY",14.00
7100241,STRAPPING OF ANKLE,130.00
7100299,STRAPPING OF ANKLE,130.00
9401027,STRAPPING OF ANKLE,130.00
9401072,STRAPPING OF ANKLE,130.00
9401053,STRAPPING OF HIP,130.00
9401035,STRAPPING OF HIP,130.00
7100297,STRAPPING OF HIP,130.00
7100258,STRAPPING OF HIP,130.00
7100233,STRAPPING OF KNEE,130.00
7100212,STRAPPING OF KNEE,130.00
9401019,STRAPPING OF KNEE,130.00
9401091,STRAPPING OF KNEE,130.00
9401043,STRAPPING OF TOES,130.00
7100277,STRAPPING OF TOES,130.00
7100266,STRAPPING OF TOES,130.00
6800965,"STREPTOKINASE 250,000 U",289.00
6800973,"STREPTOKINASE 750,000 U",559.00
7000961,STRIATIONAL MUSCLE AB,107.00
5010517,"STRIP, BED ULTIMATE",108.00
5014105,"STRIP, PACKING",39.00
5531108,STRYKER ARTH PUMP TUB,243.00
5510078,STRYKER MIXING BOWL,329.00
5500216,STRYKER PAIN PUMP,162.00
3700051,SUB Q INJ,113.00
6790406,SUB Q INJ,113.00
6802672,SUBLIMAZE 5 ML,99.00
6802664,SUBLIMAZE INJ 2 ML,55.00
6817779,SUBOXONE 2MG/0.5MG,25.00
6800500,SUBOXONE 2MG/0.5MG SUBLINQUAL,35.00
6819064,SUBSEQUENT DOSE FOR BULK,0.00
6817233,SUCRALFATE SUSP,16.00
6818710,Sucrose 24% in Water PF-15 ml,0.00
5530019,SUCTION ADD'L,24.00
6909766,"SUCTION CATHETER, CLOSED",84.00
5504535,SUCTION COAG. ENT,37.00
5504667,SUCTION COAG/TIP DR ORTIZ,85.00
6904106,SUCTION KIT,19.00
6904007,SUCTION PROCEDURE,0.00
5601208,SUCTION RR SET,103.00
5519806,SUCTION SET,62.00
3900206,SUCTION SET,99.00
5301809,SUCTION SET,100.00
6905741,SUCTION SPECIMEN TRAP,19.00
5024419,SUCTION SUPPLIES,99.00
5521703,"SUCTION, PORT WOUND DRAIN",169.00
5524509,"SUCTION, VITAL VUE",426.00
6809222,SUDAFED 30 MG,4.00
9421546,SUEDE WRIST LACER,31.00
6803944,SUFENTA 2 ML,97.00
6820096,SUGAMMADEX,242.00
6801351,SULFACETAMIDE 10% 1 ML,9.00
6700447,SULFACETAMIDE 10% OINT,15.00
9420241,SUPINATION/PRONATION ORTHOSIS,266.00
6503985,SUPPLIES FOR STRESS LAB,0.00
5503602,"SUPPLIES, LAPROSCOPE",137.00
6809230,SUPRAX 100MG/5ML,136.00
6809255,SUPRAX 400 MG,61.00
5599980,SURGERY OPEN CODE,0.00
5515507,SURGERY SPONGES,56.00
3903952,SURGERY SPONGES,51.00
5300371,SURGICAL PREPERATION,126.00
5513601,SURGICEL,22.00
5524103,SURGICLIPS-OPEN,162.00
5503651,SURGIPRO MESH,295.00
5505953,SUSPENSORY,80.00
5018205,SUSPENSORY,62.00
5513106,SUTURE (NON-OR) 1 PAK,41.00
5018304,SUTURE 1 PAK,32.00
5513205,SUTURE PER PK,32.00
7100647,SUTURE REMOVAL TRAY,10.00
5821813,SUTURE TRAY-DISP,10.00
5503404,"SUTURE, ANCHOR",440.00
5513304,"SUTURE, POPOFF",94.00
5513403,"SUTURE, SPECIALITY",77.00
3700507,SWAN GANZ KIT (ICU),297.00
6818868,SYMBICORT 160/4.5 MCG INHALER,371.00
6818819,SYMBICORT 80/4.5 MCG INHALER,334.00
6809263,SYMMETREL 100 MG,4.00
5306873,SYMPATHETIC LUMBAR NERVE BLOCK,782.00
6816318,SYNAGIS 50 MG,"1,140.00"
6811350,SYNALAR 0.025% CREAM,62.00
6807176,SYNTHROID 100 MCG,4.00
6813158,SYNTHROID 112 MCG  TABLET,4.00
6807143,SYNTHROID 125 MCG,4.00
6816763,SYNTHROID 137 MCG,7.00
6807150,SYNTHROID 150 MCG,4.00
6813141,SYNTHROID 175 MCG,4.00
6802680,SYNTHROID 200 MCG INJ,79.00
6816714,SYNTHROID 25 MCG,6.00
6807184,SYNTHROID 50 MCG,4.00
6813232,SYNTHROID 75 MCG,4.00
6807168,SYNTHROID 88 MCG,4.00
5519608,SYRINGE ASEPTO,46.00
6600287,SYRINGE SET FOR POWER INJECTOR,38.00
6303201,SYRINGE SET FOR POWER INJECTOR,20.00
5519509,SYRINGE TOOMEY,20.00
5018502,"SYRINGE, BULB",14.00
9421553,T-BAR,25.00
5516596,T-PLATE 3H HD/3H SHAFT ANGLE,592.00
5516612,T-PLATE 3H HD/3H SHAFT LEFT,678.00
5516620,T-PLATE 3H HD/3H SHAFT RIGHT,678.00
5516729,T-PLATE 3H HD/4H SHAFT ANGLE,615.00
5516638,T-PLATE 3H HD/4H SHAFT LEFT,710.00
5516646,T-PLATE 3H HD/4H SHAFT RIGHT,710.00
5516653,T-PLATE 3H HD/5H SHAFT ANGLE,679.00
5516661,T-PLATE 3H HD/5H SHAFT LEFT,736.00
5516679,T-PLATE 3H HD/5H SHAFT RIGHT,736.00
5516737,T-PLATE 3H HD/6H SHAFT ANGLE,792.00
5516687,T-PLATE 3H HD/7H SHAFT ANGLE,991.00
5516695,T-PLATE 3H HD/7H SHAFT LEFT,803.00
5516711,T-PLATE 3H HD/7H SHAFT RIGHT,803.00
6901706,T-TUBE,48.00
6700355,T.P.N. SOLN 1000ML,299.00
6800981,T.P.N.ELECTOLYTES,38.00
7001266,T.S.I.,216.00
7010903,T3 UPTAKE,29.00
7000847,"T3, FREE",84.00
7004187,"T3, TOTAL",87.00
7006406,T4,34.00
7039001,T4 OUTPATIENT,30.00
7007180,TACROLIMUS,149.00
6809297,TAGAMET 400MG.TAB.,11.00
6809271,TAGAMET LIQ 60 ML MDP,100.00
6809305,TALACEN,5.00
6809313,TALWIN COMPD,5.00
6802698,TALWIN INJ 30MG/ML,26.00
6809321,TALWIN NX 50MG,5.00
6819387,TAMIFLU 30MG CAPSULE,54.00
6819874,TAMIFLU 30MG/5ML UDC,52.00
6819403,TAMIFLU 45MG CAPSULE,54.00
6817548,TAMIFLU 6MG/ML SUSP 25ML BOTT,294.00
6818025,TAMIFLU 75MG CAPSULE,24.00
6813307,TANNIC ACID POWDER,8.00
6809339,TAPAZOLE 10 MG,4.00
6809347,TAVIST 1 (1.34MG),4.00
6818587,TEFLARO (CEFTAROLINE)400MG INJ,171.00
6818637,TEFLARO(CEFTAROLINE)600MG INJ,171.00
7011505,TEGRETOL,89.00
6812754,TEGRETOL 100MG TABLET CHEW,4.00
6812481,TEGRETOL 100MG/5ML SUSP,6.00
6809354,TEGRETOL 200 MG,5.00
6818645,TEKTURNA 150MG TAB,20.00
6818694,TEKTURNA 300MG TABLET,25.00
6818900,TELAVANCIH 250 MG INJ,57.00
6818850,TELAVANCIH 750MG INJ,470.00
6809362,TELEPAQUE,12.00
7100126,TELFA BANDAGE,37.00
6809370,TEMAZEPAM/RESTORIL 15MG,4.00
6813216,TEMOVATE 0.05% CREAM,14.00
3701083,TEMPORARY TRANSCUTANEOUS PACIN,284.00
6809388,TENEX 1 MG,5.00
6809396,TENORETIC 50MG TAB,6.00
6813836,TENORMIN 25MG TABLET,5.00
6809404,TENORMIN 50 MG,5.00
6802706,TENSILON 10 MG/ML 10 ML,48.00
6810154,TERBUTALINE 1MG/ML 1 ML AMP,21.00
6809412,TERBUTALINE 2.5MG UD,4.00
6809420,TERBUTALINE 5 MG UD,4.00
6809438,TESSALON PERLE,4.00
7005345,"TESTOST,F/W W/TESTOSTERONE",201.00
7011604,TESTOSTERINE SERUM,164.00
7005792,"TESTOSTERONE,FREE&WEAKLY BOUND",201.00
7010176,TETANUS ANTIBODIES,83.00
5854675,TETANUS INJ,70.00
6802714,TETANUS TOX 0.5CC,70.00
6802003,TETANUS/DIPTHERIA (TD-DECAVAC),72.00
6818959,TETANUS/DIPTHERIA/PERTUSSIS,103.00
6800536,TETRACAINE,14.00
6809453,TETRACYCLINE 250 MG CA,4.00
5332945,TETUNUS INJECTION,56.00
7034002,THAWING FEE/UNIT,125.00
9500257,THE BREATHER,41.00
7010606,THEOPHYLLINE,77.00
6701601,THEOPHYLLINE 400MG/DEXTROSE,44.00
6809503,THEOPHYLLINE 60ML-80MG/15,7.00
6809461,THEOPHYLLINE SR 100MG,4.00
6809479,THEOPHYLLINE SR 200MG,4.00
6809487,THEOPHYLLINE SR 250MG,4.00
6809495,THEOPHYLLINE SR 300MG,4.00
7114259,THER. ACTIVITIES 15 MIN,63.00
7114295,THER. ACTIVITIES 15 MIN,63.00
7100589,THERABALL,22.00
9400631,THERABALL,29.00
9421561,THERABAND,19.00
7100563,THERABAND,19.00
9400261,THERAPEUTIC ACTI DIRECT 1 ON 1,70.00
9400263,"THERAPEUTIC ACTI,DIRECT 1 ON 1",70.00
9400235,"THERAPEUTIC ACTI,DIRECT 1 ON 1",70.00
9500232,THERAPEUTIC ACTIVITIES 1/1 PAT,60.00
9500223,THERAPEUTIC ACTIVITIES 1/1 PAT,60.00
7104870,THERAPEUTIC EX W/HOT OR ICE,84.00
7104807,THERAPEUTIC EX W/HOT OR ICE,84.00
7107402,THERAPEUTIC EXERCISE,74.00
7107420,THERAPEUTIC EXERCISE,70.00
9400433,"THERAPEUTIC PROC,GROUP, TWO OR",49.00
9400343,"THERAPEUTIC PROC,GROUP,TWO OR",49.00
6901003,THERAPIST IN ATTEN,0.00
6909634,THERAPIST TRANSPORT,0.00
7100555,THERAPUTTY,32.00
9421587,THERAPUTTY,41.00
7100571,THERATUBING,22.00
9421595,THERATUBING W 1 HAND,22.00
7012648,"THERMOA, VULGARIS AB, EA",27.00
7009356,"THERMOACT. SACCHARII AB, EA",27.00
6802722,THIAMINE 100 MG 1 ML,22.00
6809511,THIAMINE TABS 50MG,4.00
7001944,THIN PREP,87.00
7059132,THIOTHIXENE,90.00
5306857,THORACENTESIS,622.00
3700218,THORACENTESIS ASPIRATION,622.00
3400223,THORACENTESIS ASPIRATION,622.00
3300217,THORACENTESIS ASPIRATION,622.00
3600236,THORACENTESIS ASPIRATION,622.00
3500238,THORACENTESIS ASPIRATION,622.00
7058803,THORAZINE,119.00
6809552,THORAZINE 50 MG TAB,4.00
6809529,THORAZINE CONC 30MG/ML 30,10.00
6803969,THORAZINE INJ 50MG/2ML,24.00
7009301,THROAT CULTURE,43.00
7000301,THROMBIN TIME,28.00
6813067,THROMBIN-JMI 5MU VIAL,49.00
7000302,THROMBOPLASTIN INHIBITOR,43.00
7000797,THYROGLOBULIN ANTIBODIES,102.00
6809560,THYROID 60MG,4.00
7001076,THYROID MICROSOMAL AB,83.00
6809578,TICLID 250 MG,8.00
6802730,TIGAN 200 MG INJ,27.00
6809594,TIGAN 250 MG CAP,4.00
6810022,TIGAN PED SUPPOS 100 M,19.00
6810030,TIGAN SUPPOS 200 MG,14.00
6800999,TIMENTIN 3.1 GRAM,71.00
6801369,TIMOPTIC 0.25%,53.00
6801377,TIMOPTIC 0.5%,62.00
6811376,TINACTIN CR 1/2 OZ,12.00
6811384,TINCTURE BENZOIN 2OZ,47.00
5503214,TISSEL 2ML WITH TIP,500.00
5533906,TISSEL 5ML WITH TIP,"1,136.00"
7040504,TISSUE COMPLEX 88307,488.00
7040603,TISSUE COMPREHEN 88309,561.00
7059165,TISSUE TRANSGLUTAMINASE,233.00
5018809,"TISSUE, FACIAL",9.00
6818397,TIZANIDINE 4MG (ZANAFLEX) TAB,12.00
5800578,TNK ADMINISTRATION,276.00
6815971,TNKASE 50MG,"4,653.00"
6900427,TOBACCO COUNSEL-INTENSIVE,63.00
6900435,TOBACCO COUNSEL-INTERMITTANT,37.00
6801393,TOBEX OPHTHALMIC SOL,81.00
6812770,TOBRADEX EYE DROPS,75.00
6815666,TOBRADEX OPHTH OINT,55.00
7011802,TOBRAMYCIN PEAK,89.00
7035603,TOBRAMYCIN TROUGH,84.00
6801385,TOBREX OPHTH OINT,83.00
6809610,TOCAINIDE 400MG,5.00
6809628,TOFRANIL 10 MG,4.00
6809636,TOFRANIL 25 MG,4.00
5010384,TOOTH BRUSH,9.00
6815435,TOPAMAX 100MG,25.00
6816425,TOPAMAX 25,11.00
6811392,TOPICORT CR 0.25% 15G,76.00
7000532,TOPIRAMATE,113.00
6817076,TOPROL XL 25 MG,8.00
6816110,TOPROL XL 50 MG,7.00
6809651,TORADOL 10 MG,10.00
6802748,TORADOL 30 MG INJ,42.00
6802755,TORADOL 60 MG INJ,43.00
7013006,TOT.CATECHOLAMINE,148.00
7036007,TOTAL HEMOLYTIC COMPLEMENT,154.00
7036700,TOTAL PROTEIN,28.00
7040058,TOUCH PREP,55.00
5504402,TOURNIQUET CUFF(DIS),252.00
7053812,"TOXOPLASMA, IGG",65.00
7053820,"TOXOPLASMA, IGM",65.00
5800487,TPA,276.00
6819213,TPN ELECTROLYTES 20ML VIAL,87.00
6801005,TRACE METALS 5 ML,48.00
6908909,TRACH CLEAN & SUCTION,0.00
6908917,TRACH CLEANING KIT,28.00
6903900,TRACH MASK,21.00
5900436,TRACHEAL TUBE INTRODUCER,246.00
5505268,TRACHEOSTOMY TUBE,97.00
5800032,TRACHEOTOMY KIT,370.00
6803977,TRACRIUM 10MG/ML 1 ML,25.00
9421611,TRACTION,130.00
7100340,TRACTION BELT,37.00
9421629,TRACTION GLOVE,49.00
7107808,"TRACTION, MANUAL",65.00
7104850,"TRACTION, MECHANICAL",149.00
7104805,"TRACTION, MECHANICAL",149.00
7103351,TRAD COM CUSTOM W/ADJ HINGE,52.00
9300443,TRAD COM CUSTOM W/ADJ HINGE,52.00
9300476,TRAD/CUSTOM COUNTERFORCE,100.00
7103385,TRAD/CUSTOM COUNTERFORCE,100.00
9300245,TRAD/CUSTOM HS W/ADJ HINGE,97.00
9300260,TRAD/OTS CUSTOM STRENGTH,857.00
9300484,TRADI OTS COUNTERFORCE,119.00
7103393,TRADI OTS COUNTERFORCE,119.00
9300229,TRADI/OTS ADJUSTABLE HINGE,119.00
9300278,TRADITIO/COUNTER FORCE CS,173.00
9300450,TRADITION COMPACT CUSTOM,"1,300.00"
7103369,TRADITION COMPACT CUSTOM,"1,300.00"
7103443,TRADITION COMPACT OTS,841.00
9300526,TRADITION COMPACT OTS,841.00
9300427,TRADITION CUSTOM,"1,288.00"
7103336,TRADITION CUSTOM,"1,288.00"
9300211,TRADITION CUSTOM ADJUSTABLE HI,100.00
9300237,TRADITION CUSTOM HS,"1,382.00"
9300518,TRADITION OTS,841.00
7103435,TRADITION OTS,841.00
7103419,TRADITION SLALOM CUSTOM,"1,300.00"
9300492,TRADITION SLALOM CUSTOM,"1,300.00"
9300435,TRADITION SLALOM OTS,841.00
7103344,TRADITION SLALOM OTS,841.00
9300203,TRADITION X2K CUSTOM,"1,288.00"
9300195,TRADITION X2K OTS,843.00
6819692,TRANEXAMIC ACID 1000MG/10ML VI,91.00
6818785,TRANSDERM SCOPOLAMINE 1.5MG PA,58.00
7036403,TRANSFERRIN,77.00
5516745,TRANSFIXATION PIN,244.00
5516752,"TRANSFIXATION PIN, LG",244.00
7000722,TRANSFUSION-BLOOD COMPONENTS,323.00
6817480,TRANXENE T 3.75MG (CLORAZEPATE,19.00
6809685,TRANXENE T 7.5MG,8.00
5702220,"TRAY, ARTERIOGRAM",107.00
5702212,"TRAY, ARTHROGRAM",107.00
5702204,"TRAY, ASPIRATION",84.00
5700687,"TRAY, BLOCK",79.00
5018924,"TRAY, BONE MARROW BIOPSY",90.00
5700760,"TRAY, BROWLIFT BRIDGE","1,662.00"
3900701,"TRAY, C-SECTION",106.00
5018932,"TRAY, CATHETER DISP",58.00
5702303,"TRAY, CERVICAL BIOPSY",52.00
5702402,"TRAY, CIRCUMCISION",145.00
5500218,"TRAY, CURVETEK",212.00
5018965,"TRAY, CVP DRESSING",51.00
7100514,"TRAY, DEBRIDEMENT",31.00
9400714,"TRAY, DEBRIDEMENT",31.00
5700695,"TRAY, DILATOR",61.00
5702808,"TRAY, EAR",34.00
5702907,"TRAY, ENDOTRACHEAL",52.00
5700711,"TRAY, ENT EQ",301.00
5700448,"TRAY, ENT MINOR",51.00
5703004,"TRAY, EYE",119.00
5018973,"TRAY, IRRIGATION",17.00
5703103,"TRAY, K WIRE",90.00
5703202,"TRAY, LIVER BIOPSY",55.00
5704119,"TRAY, LUMBAR",72.00
5018908,"TRAY, LUMBAR",94.00
5015706,"TRAY, PARACENTESIS",204.00
5703301,"TRAY, PELVIC EXAM",37.00
5800016,"TRAY, PELVIC EXAM",48.00
5020003,"TRAY, PERITONEAL LAVAGE",112.00
5703400,"TRAY, PRECIPITATION",113.00
5703509,"TRAY, PROCTO",90.00
5500212,"TRAY, REAMERS",202.00
5704408,"TRAY, RETENTION",125.00
5700729,"TRAY, RETRACTOR SMALL",68.00
5703806,"TRAY, RIB SPREADER",72.00
5702238,"TRAY, SALPINGOGRAM",107.00
5500217,"TRAY, SM FRAG",212.00
5018916,"TRAY, SPINAL",112.00
5703707,"TRAY, STOMACH",37.00
5702709,"TRAY, SUTURE",122.00
5700794,"TRAY, SUTURE PASSER (GORE)",156.00
5024401,"TRAY, SUTURE REMOVAL",10.00
5024005,"TRAY, THORACENTESIS",112.00
5703905,"TRAY, THORACENTESIS",112.00
5019021,"TRAY, THORAKLEX",345.00
5704002,"TRAY, TRACHEOSTOMY",206.00
5702246,"TRAY, TRANSHEPATIC",107.00
5705231,"TRAY,MENESCUS ARRON INST.",62.00
6818595,TRAZODONE 150MG,12.00
6900153,TREATMENT ROOM,98.00
5301205,TREATMENT ROOM,113.00
6809693,TRENTAL 400MG,5.00
5700737,TREPHINE SINUS TRAY W/DRILL,805.00
9500141,TRG SPEECH GEN DEVICE,171.00
9500114,TRG SPEECH GEN DEVICE,171.00
6811418,TRIAMCINOLONE 0.1% CR,12.00
6811426,TRIAMCINOLONE 0.1% OINT,12.00
6809701,TRIAVIL 4-10,4.00
6809719,TRIAVIL 4-25,4.00
6816342,TRICOR 160MG,18.00
7029226,TRICYCLIC SCREEN,63.00
5306824,TRIGGER POINT,388.00
7035108,TRIGLYCERIDE,30.00
7058829,TRILEPTAL,130.00
6816862,TRILEPTAL 150MG TAB,11.00
6817639,TRILEPTAL 300MG TABLET,19.00
6817589,TRILEPTAL 300MG/5ML ORAL SYRIN,18.00
6809727,TRILISATE 750 MG,5.00
6809735,TRINSICON,4.00
6811434,TRIPLE DYE 1 APP,13.00
5525605,TRIPOLAR FORCEP,856.00
5503503,"TROCAR, DISP",376.00
7028624,TROPONIN I,112.00
7057706,TROPONIN T,106.00
9500331,TRTMENT SWALLWNG DYSFUNC &/OR,181.00
7060106,TRYPTASE,133.00
7035306,TSH,114.00
6905367,TUBE CHARGER,25.00
5504311,"TUBE, COLON",53.00
5526900,"TUBE, EAR VENT",91.00
5010459,"TUBE, FEEDING",8.00
5019138,"TUBE, KEEOFEED",52.00
5019120,"TUBE, LAVACUATER",72.00
5504923,"TUBE, LUKI",29.00
5505912,"TUBE, STOMACH",33.00
5022801,"TUBE, STOMACH",29.00
5504873,"TUBE,ET",32.00
9421637,TUBIGRIP,19.00
5515002,"TUBING, LEWICKY",169.00
5504881,"TUBING, VITRECTOMY",439.00
6803985,TUBOCURARINE INJ,62.00
6811442,TUCKS 40'S,14.00
6819569,TUDORZA PRESSAIR INHALER 400MC,328.00
7053804,TULAREMIA ANTIBODY,178.00
7000154,TUMOR IMMUNOHISTOCHEMISTRY INT,353.00
6815534,TUMS,4.00
5821819,"TX OF DENTAL PAIN, MINOR",119.00
5300439,TX ROOM IV THERAPY,134.00
6818108,TYGACIL 50MG,231.00
6809784,TYLENOL 325 MG,4.00
6809750,TYLENOL DROPS,8.00
6809768,TYLENOL EX STR,4.00
6809776,TYLENOL SUSP 160MG/5ML,8.00
6809792,TYLENOL/COD #2,4.00
6809800,TYLENOL/COD #3,6.00
6809818,TYLENOL/COD #4,5.00
7042302,TYPE & CROSSMATCH LEUKO POOR R,272.00
6817605,TYPHOID VACCINE IM 0.5ML,248.00
6813034,TYZINE 0.1% NOSE SPRAY,28.00
6803951,ULTIVA 2 MG,76.00
6816854,ULTRALET,10.00
6812184,ULTRAM 50MG TABLET,7.00
6903603,ULTRASONIC NEB,117.00
9401252,ULTRASOUND,63.00
9400243,ULTRASOUND,63.00
9400326,ULTRASOUND W/HOT OR ICE,84.00
9400377,ULTRASOUND W/HOT OR ICE,84.00
7104847,ULTRASOUND W/HOT OR ICE,84.00
7104874,ULTRASOUND W/HOT OR ICE,84.00
7115090,ULTRASOUND WITH ESTIM,70.00
7115009,ULTRASOUND WITH ESTIM,70.00
7107303,ULTRASOUND/15 MIN,74.00
7107330,ULTRASOUND/15 MIN,74.00
3800215,UMB CATH NEWBORN PROCEDURE,353.00
3800953,UMB CATHETERS,25.00
6802771,UNASYN 1.5 G  *AV,51.00
6800635,UNASYN 1.5 GRAM,50.00
6802789,UNASYN 3 G   *AV,92.00
9400368,UNIVERSAL CUFF,30.00
5300348,UNIVERSAL FEEDING ADAPTER,34.00
7107725,UNNA BOOT,163.00
7107758,UNNA BOOT,163.00
6900401,UPDRAFT AEROSOL,74.00
6900237,UPDRAFT INIT. HOUR,382.00
6900245,UPDRAFT SUBS HOUR,382.00
6900195,UPDRAFT TX SUB.,74.00
9420175,"UPPER EXTREMI FX.BRACE,RADIAL\",183.00
7027709,UREA NITROGEN BUN,26.00
7039100,UREA URINE 24 HR,30.00
6804728,URECHOLINE,4.00
6804736,URECHOLINE  25MG,4.00
5305628,URETH/STRICT/DILATION W/SOUND,370.00
7035405,URIC ACID,26.00
7021405,URIC ACID (U),28.00
7039209,URIC ACID BODY FLUID,28.00
7039308,URIC ACID URINE 24 HR,37.00
5019302,"URINAL, MALE",15.00
7010291,URINALYSIS,21.00
7014301,URINALYSIS M,28.00
3700150,"URINARY CATH, COMPLEX",248.00
7010309,URINE CULTURE,29.00
7021108,URINE GLUCOSE & KETONE,25.00
7060296,URINE HISTAMINE,136.00
7046709,URINE PREGNANCY TEST,65.00
7009210,URINE PRESUMPTIVE ID,40.00
6809834,URISED,4.00
6809842,URISPAS 100 MG,5.00
5516159,UROLOGY DRAIN BAG,50.00
6100390,US ABD PARACENTESIS INIT/PROC,846.00
6100457,US ABD PARACENTESIS SUB/PROC,846.00
6104202,US ABD/BIOPSY/PERC/NP,872.00
6100408,"US ABDOMEN,COMPLETE",392.00
6100507,"US ABDOMEN,LIMITED",174.00
6104004,US AMNIO IMAGE GUIDANCE FOR NP,426.00
6101208,US AMNIOCENTESIS PROC,442.00
6102701,US APPENDIX (LOWER ABD),303.00
6105239,US BREAST BX SUBS LESION,680.00
6105526,US BREAST BX W CLIP PLACEMENT,"1,767.00"
6105587,US BREAST BX WO CLIP,"1,323.00"
6105542,US BREAST CLIP PLACE 1ST LESIO,445.00
6105288,US BREAST CLIP PLACE SUBS LESI,445.00
6105668,US BREAST CYST DRAIN ADD LESIO,276.00
6105605,US BREAST CYST DRAIN PRIMARY,881.00
6101231,US BREAST LEFT COMPLETE,208.00
6101245,US BREAST LEFT LIMITED,163.00
6101214,US BREAST RIGHT COMPLETE,208.00
6101251,US BREAST RIGHT LIMITED,163.00
6105803,US CARDIAC LIM OR FOL-UP,309.00
