Description,2019 Price
IMP SHEATH BIO MITEK INTRAFIX 6-8MM,603.00
IMP SHEATH BIO MITEK INTRAFIX 7-9MM,603.00
IMP SHEATH BIO MITEK INTRAFIX 8-10MM,603.00
IMP SHEATH MITEK INTRAFIX FIXATION 30MM 254601,738.00
IMP SHELL ACET BIOM FREEDOM PE CNSTRND 50MM 11-107122,"5,795.00"
IMP SHELL ACET BIOM FREEDOM PE CNSTRND 54MM 11-107124,"5,795.00"
IMP SHELL ACET BIOM MCLGHLN FULL HEMI 50X23MM +5MM TI 103903,"7,493.00"
IMP SHELL ACET BIOM MCLGHLN FULL HEMI 56X24MM +5MM TI 103906,"7,493.00"
IMP SHELL ACET BIOM MCLGHLN FULL HEMI 58X23MM +5MM TI 103907,"7,493.00"
IMP SHELL ACET BIOM MCLGHLN FULL HEMI 60X23MM +5MM TI 103908,"7,493.00"
IMP SHELL ACET BIOM MCLGHLN FULL HEMI 68X25MM +5MM TI 103912,"7,493.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 46X22MM 11-106046,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 48X22MM 11-106048,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 50X23MM 11-106050,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 52X23MM 11-106052,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 54X24MM 11-106054,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 56X24MM 11-106056,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 58X25MM 11-106058,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 60X25MM 11-106060,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 62X25MM 11-106062,"1,875.00"
IMP SHELL ACET BIOM RANAWAT BURSTN RINGLOC 64X25MM 11-106064,"1,875.00"
IMP SHELL ACET DEPUY PINNACLE GRIPTION 48MM 121732048,"2,350.00"
IMP SHELL ACET DEPUY PINNACLE GRIPTION 54MM 121732054,"2,350.00"
IMP SHELL ACET DEPUY PINNACLE GRIPTION 58MM 121732058,"2,350.00"
IMP SHELL ACET S&N MULTI-HOLE R3 STD HIP 50MM 71338664,"2,000.00"
IMP SHELL ACET S&N MULTI-HOLE R3 STD HIP 60MM 71338669,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 48MM SZ C 502-03-48C,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 50MM SZ D 502-03-50D,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 52MM SZ D 502-03-52D,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 54MM SZ E 502-03-54E,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 56MM SZ E 502-03-56E,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 58MM SZ F 502-03-58F,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 60MM SZ F 502-03-60F,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 62MM SZ G 502-03-62G,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 62X63.8MM SZ H 542-11-62H,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 64MM SZ G 502-03-64G,"2,000.00"
IMP SHELL ACET STRK CLUSTER HOLE 64X65.8MM SZ H 542-11-64H,"2,000.00"
IMP SHELL ACET STRK MULTI-HOLE REV 54MM SZ E 509-02-54E,"7,492.00"
IMP SHELL ACET STRK MULTI-HOLE REV 56MM SZ E 509-02-56E,"7,492.00"
IMP SHELL ACET STRK MULTI-HOLE REV 58MM SZ F 509-02-58F,"7,492.00"
IMP SHELL ACET STRK MULTI-HOLE REV 60MM SZ F 509-02-60F,"7,492.00"
IMP SHELL ACET STRK MULTI-HOLE REV 62MM SZ G 509-02-62G,"7,492.00"
IMP SHELL ACET STRK MULTI-HOLE REV 64MM SZ G 509-02-64G,"7,492.00"
IMP SHELL ACET STRK MULTI-HOLE REV 66MM SZ H 509-02-66H,"7,492.00"
IMP SHELL ACET STRK RESTORATION HIP ADM 48MM RT 1235-2-481,"2,000.00"
IMP SHELL ACET STRK RESTORATION HIP ADM 50MM LT 1235-2-502,"2,000.00"
IMP SHELL ACET STRK RESTORATION HIP ADM 50MM RT 1235-2-501,"2,000.00"
IMP SHELL ACET STRK RESTORATION HIP ADM 52MM LT 1235-2-522,"2,000.00"
IMP SHELL ACET STRK RESTORATION HIP ADM 54MM LT 1235-2-542,"2,000.00"
IMP SHELL ACET STRK SOLID BACK 50MM SZ D 500-03-50D,"2,000.00"
IMP SHELL ACET STRK SOLID BACK 54MM SZ E 500-03-54E,"2,000.00"
IMP SHELL ACET STRK SOLID BACK 56MM SZ E 500-03-56E,"2,000.00"
IMP SHELL ACET STRK SOLID BACK 58MM SZ F 500-03-58F,"2,000.00"
IMP SHELL ACETAB CROWN CUP NO H 40MM 180-00-40,"2,013.00"
IMP SHELL ACETAB CROWN CUP NO H 42MM 180-00-42,"2,013.00"
IMP SHELL ACETAB CROWN CUP NO H 44MM 180-00-44,"2,013.00"
IMP SHELL ACETAB CROWN CUP NO H 46MM 180-00-46,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 48MM GRP1 180-01-48,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 50MM GRP1 180-01-50,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 52MM GRP2 180-01-52,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 54MM GRP2 180-01-54,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 56MM GRP3 180-01-56,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 58MM GRP3 180-01-58,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 60MM GRP4 180-01-60,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 62MM GRP4 180-01-62,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 64MM GRP5 180-01-64,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 66MM GRP5 180-01-66,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP CLSTR HL 68MM GRP5 180-01-68,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 48MM GRP1 180-02-48,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 50MM GRP1 180-02-50,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 52MM GRP2 180-02-52,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 54MM GRP2 180-02-54,"2,000.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 56MM GRP3 180-02-56,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 58MM GRP3 180-02-58,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 60MM GRP4 180-02-60,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 62MM GRP4 180-02-62,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 64MM GRP5 180-02-64,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 66MM GRP5 180-02-66,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP MLT-HL 68MM GRP5 180-02-68,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 48MM GRP1 180-00-48,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 50MM GRP1 180-00-50,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 52MM GRP2 180-00-52,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 54MM GRP2 180-00-54,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 56MM GRP3 180-00-56,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 58MM GRP3 180-00-58,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 60MM GRP4 180-00-60,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 62MM GRP4 180-00-62,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 64MM GRP5 180-00-64,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 66MM GRP5 180-00-66,"2,013.00"
IMP SHELL ACETAB NVTN CROWN CUP NO H 68MM GRP5 180-00-68,"2,013.00"
IMP SHELL ACETABULAR HOWM LT GAP 48MM 2082-0048L,"7,726.00"
IMP SHELL ACETABULAR HOWM LT GAP 52MM 2082-0052L,"7,726.00"
IMP SHELL ACETABULAR HOWM LT GAP 56MM 2082-0056L,"7,726.00"
IMP SHELL ACETABULAR HOWM LT GAP 60MM 2082-0060L,"7,726.00"
IMP SHELL ACETABULAR HOWM LT GAP 64MM 2082-0064L,"7,726.00"
IMP SHELL ACETABULAR HOWM LT GAP 68MM 2082-0068L,"7,726.00"
IMP SHELL ACETABULAR HOWM LT GAP 72MM 2082-0072L,"7,726.00"
IMP SHELL ACETABULAR HOWM RT GAP 52MM 2082-0052R,"7,726.00"
IMP SHELL ACETABULAR HOWM RT GAP 56MM 2082-0056R,"7,726.00"
IMP SHELL ACETABULAR HOWM RT GAP 60MM 2082-0060R,"7,726.00"
IMP SHELL ACETABULAR HOWM RT GAP 64MM 2082-0064R,"7,726.00"
IMP SHELL ACETABULAR HOWM RT GAP 68MM 2082-0068R,"7,726.00"
IMP SHELL ACETABULAR HOWM RT GAP 72MM 2082-0072R,"7,726.00"
IMP SHELL ACETABULUM BIOM 22MMX48MM 3H 12-104148,"1,688.00"
IMP SHELL ACETABULUM BIOM 23MMX50MM 3H 12-104150,"1,688.00"
IMP SHELL ACETABULUM BIOM 23MMX52MM 3H 12-104152,"1,688.00"
IMP SHELL ACETABULUM BIOM 24MMX54MM 3H 12-104154,"1,688.00"
IMP SHELL ACETABULUM BIOM 24MMX56MM 3H 12-104156,"1,688.00"
IMP SHELL ACETABULUM BIOM 25MMX66MM 3H 12-104166,"1,688.00"
IMP SHELL ACETABULUM BIOM RANAWAT 48,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 50MM SIZE 23 106050,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 52MM SIZE 23 106052,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 54MM SIZE 24 106054,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 56MM SIZE 24 106056,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 58MM SIZE 25 106058,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 60MM SIZE 25 106060,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 62MM SIZE 26 106062,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 64MM SIZE 26 106064,"5,025.00"
IMP SHELL ACETABULUM BIOM RANAWAT 68MM SIZE 27 106068,"5,025.00"
IMP SHELL ACETABULUM HOWM 40MM 542-11-40A,"2,000.00"
IMP SHELL ACETABULUM HOWM 42MM 542-11-42B,"2,000.00"
IMP SHELL ACETABULUM HOWM 44MM 542-11-44C,"2,000.00"
IMP SHELL ACETABULUM HOWM 46MM 542-11-46D,"2,000.00"
IMP SHELL ACETABULUM HOWM 48MM 542-11-48D,"2,000.00"
IMP SHELL ACETABULUM HOWM 50MM 542-11-50E,"2,000.00"
IMP SHELL ACETABULUM HOWM 52MM 542-11-52E,"2,000.00"
IMP SHELL ACETABULUM HOWM 54MM 542-11-54F,"2,000.00"
IMP SHELL ACETABULUM HOWM 56MM 542-11-56F,"2,000.00"
IMP SHELL ACETABULUM HOWM 58MM 542-11-58G,"2,000.00"
IMP SHELL ACETABULUM HOWM 60MM 542-11-60G,"2,000.00"
IMP SHELL ACETABULUM HOWM 66MM 542-11-66I,"2,000.00"
IMP SHELL ACETABULUM HOWM 68MM 542-11-68I,"2,000.00"
IMP SHELL ACETABULUM HOWM 70MM 542-11-70J,"2,000.00"
IMP SHELL ACETABULUM HOWM 72MM 542-11-72J,"2,000.00"
IMP SHELL ACETABULUM STRK 42MM 502-01-42A,"2,000.00"
IMP SHELL ACETABULUM STRK 42MM 502-11-42A,"2,000.00"
IMP SHELL ACETABULUM STRK 44MM 502-01-44B,"2,000.00"
IMP SHELL ACETABULUM STRK 44MM 502-11-44B,"2,000.00"
IMP SHELL ACETABULUM STRK 46MM 502-01-46C,"2,000.00"
IMP SHELL ACETABULUM STRK 46MM 502-11-46C,"2,000.00"
IMP SHELL ACETABULUM STRK 48MM 502-01-48D,"2,000.00"
IMP SHELL ACETABULUM STRK 48MM 502-11-48D,"2,000.00"
IMP SHELL ACETABULUM STRK 50MM 502-01-50D,"2,000.00"
IMP SHELL ACETABULUM STRK 50MM 502-11-50D,"2,000.00"
IMP SHELL ACETABULUM STRK 52MM 502-01-52E,"2,000.00"
IMP SHELL ACETABULUM STRK 52MM 502-11-52E,"2,000.00"
IMP SHELL ACETABULUM STRK 54MM 502-01-54E,"2,000.00"
IMP SHELL ACETABULUM STRK 54MM 502-11-54E,"2,000.00"
IMP SHELL ACETABULUM STRK 56MM 502-01-56F,"2,000.00"
IMP SHELL ACETABULUM STRK 56MM 502-11-56F,"2,000.00"
IMP SHELL ACETABULUM STRK 58MM 502-01-58F,"2,000.00"
IMP SHELL ACETABULUM STRK 58MM 502-11-58F,"2,000.00"
IMP SHELL ACETABULUM STRK 60MM 502-01-60G,"2,000.00"
IMP SHELL ACETABULUM STRK 60MM 502-11-60G,"2,000.00"
IMP SHELL ACETABULUM STRK 62MM 502-01-62G,"2,000.00"
IMP SHELL ACETABULUM STRK 62MM 502-11-62G,"2,000.00"
IMP SHELL ACETABULUM STRK 64MM 502-01-64H,"2,000.00"
IMP SHELL ACETABULUM STRK 64MM 502-11-64H,"2,000.00"
IMP SHELL ACETABULUM STRK 66MM 502-01-66H,"2,000.00"
IMP SHELL ACETABULUM STRK 66MM 502-11-66H,"2,000.00"
IMP SHELL ACETABULUM STRK 68MM 502-01-68I,"2,000.00"
IMP SHELL ACETABULUM STRK 68MM 502-11-68I,"2,000.00"
IMP SHELL ACETABULUM STRK 70MM 502-01-70I,"2,000.00"
IMP SHELL ACETABULUM STRK 70MM 502-11-70I,"2,000.00"
IMP SHELL ACETABULUM STRK 72MM 502-01-72J,"2,000.00"
IMP SHELL ACETABULUM STRK 72MM 502-11-72J,"2,000.00"
IMP SHELL ACETABULUM STRK 74MM 502-01-74J,"2,000.00"
IMP SHELL ACETABULUM STRK 74MM 502-11-74J,"2,000.00"
IMP SHELL ACETABULUM STRK 76MM 502-11-76K,"2,500.00"
IMP SHELL ACETABULUM STRK 78MM 502-11-78K,"2,290.00"
IMP SHELL ACETABULUM STRK 80MM 502-11-80L,"2,500.00"
IMP SHELL ACETABULUM STRK 82MM 502-11-82L,"2,500.00"
IMP SHELL ACETABULUM STRK SECUR-FIT HA PSL 52MM 2051-2052P,"4,000.00"
IMP SHELL ACETABULUM ZIM 44MM 00-6200-044-20,"2,250.00"
IMP SHELL ACETABULUM ZIM 48MM 00-6200-048-22,"1,750.00"
IMP SHELL ACETABULUM ZIM 50MM,"2,250.00"
IMP SHELL ACETABULUM ZIM 50MM 00-6200-050-22,"1,688.00"
IMP SHELL ACETABULUM ZIM 52MM 00-6200-052-22,"1,750.00"
IMP SHELL ACETABULUM ZIM 54MM 00-6200-054-22,"1,750.00"
IMP SHELL ACETABULUM ZIM 56MM 00-6200-056-20,"1,688.00"
IMP SHELL ACETABULUM ZIM 56MM 00-6200-056-22,"1,688.00"
IMP SHELL ACETABULUM ZIM 58MM 00-6200-058-22,"1,875.00"
IMP SHELL ACETABULUM ZIM 60MM 00-6200-060-22,"1,750.00"
IMP SHELL ACETABULUM ZIM 62MM 00-6200-062-22,"1,875.00"
IMP SHELL ACETABULUM ZIM 64MM 00-6200-064-22,"1,875.00"
IMP SHELL ACETABULUM ZIM 66MM 00-6200-066-20,"2,250.00"
IMP SHELL ACETABULUM ZIM 66MM 00-6200-066-22,"1,875.00"
IMP SHELL ACETABULUM ZIM MULTI 46MM 00-6200-046-20,"2,250.00"
IMP SHELL ACETABULUM ZIM MULTI 48MM 00-6200-048-20,"1,688.00"
IMP SHELL ACETABULUM ZIM MULTI 50MM 00-6200-050-20,"1,688.00"
IMP SHELL ACETABULUM ZIM MULTI 52MM 00-6200-052-20,"1,688.00"
IMP SHELL ACETABULUM ZIM MULTI 54MM 00-6200-054-20,"1,688.00"
IMP SHELL ACETABULUM ZIM MULTI 58MM 00-6200-058-20,"1,688.00"
IMP SHELL ACETABULUM ZIM MULTI 60MM 00-6200-060-20,"2,250.00"
IMP SHELL ACETABULUM ZIM MULTI 62MM 00-6200-062-20,"2,250.00"
IMP SHELL ACETABULUM ZIM MULTI 64MM 00-6200-064-20,"2,250.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X48MM 10-11148,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X48MM 10-11160,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X50MM 10-11150,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X54MM 10-11154,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X56MM 10-11156,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X58MM 10-11158,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X62MM 10-11162,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X64MM 10-11164,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X66MM 10-11166,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X68MM 10-11168,"3,668.00"
IMP SHELL BIOM ACET C2A-T M/H RAD 2H 37X70MM 10-11170,"3,668.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 42MM SZ A 10000658,"1,875.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 44MM SZ A 010000659,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 46MM SZ C 010000660,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 48MM SZ C 010000661,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 50MM SZ D 010000662,"1,875.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 52MM SZ E 010000663,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 54MM SZ F 010000664,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 56MM SZ F 010000665,"1,875.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 58MM SZ G 010000666,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 60MM SZ G 010000667,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 62MM SZ H 010000668,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 64MM SZ H 010000669,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 66MM SZ I 010000670,"2,063.00"
IMP SHELL BIOM G7 ACETAB PPS LIM HOLE 68MM SZ I 010000671,"2,063.00"
IMP SHELL HIP ACETAB 48X20MM 00-6202-048-20,"5,670.00"
IMP SHELL HIP ACETAB 48X22MM 00-6202-048-22,"3,375.00"
IMP SHELL HIP ACETAB 50X20MM 00-6202-050-20,"5,670.00"
IMP SHELL HIP ACETAB 50X21MM 00-6202-050-21,"3,375.00"
IMP SHELL HIP ACETAB 52X20MM 00-6202-052-20,"5,670.00"
IMP SHELL HIP ACETAB 52X22MM 00-6202-050-22,"3,375.00"
IMP SHELL HIP ACETAB 52X22MM 00-6202-052-22,"3,375.00"
IMP SHELL HIP ACETAB 54X20MM 00-6202-054-20,"5,670.00"
IMP SHELL HIP ACETAB 54X22MM 00-6202-054-22,"3,375.00"
IMP SHELL HIP ACETAB 56X20MM 00-6202-056-20,"5,670.00"
IMP SHELL HIP ACETAB 56X22MM 00-6202-056-22,"3,375.00"
IMP SHELL HIP ACETAB 58X20MM 00-6202-058-20,"5,670.00"
IMP SHELL HIP ACETAB 58X22MM 00-6202-058-22,"3,375.00"
IMP SHELL HIP ACETAB 60X20MM 00-6202-060-20,"5,670.00"
IMP SHELL HIP ACETAB 60X22MM 00-6202-060-22,"3,375.00"
IMP SHELL HIP ACETAB 62X20MM 00-6202-062-20,"5,670.00"
IMP SHELL HIP ACETAB 64X20MM 00-6202-064-20,"5,670.00"
IMP SHELL HIP ACETAB 64X22MM 00-6202-064-22,"3,375.00"
IMP SHELL HIP ACETAB 66X20MM 00-6202-066-20,"5,670.00"
IMP SHELL HIP ACETAB 68X22MM 00-6202-068-22,"3,375.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 48MM GRP1 186-01-48,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 50MM GRP1 186-01-50,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 52MM GRP2 186-01-52,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 54MM GRP2 186-01-54,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 56MM GRP3 186-01-56,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 58MM GRP3 186-01-58,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 60MM GRP4 186-01-60,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 62MM GRP4 186-01-62,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 64MM GRP5 186-01-64,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 66MM GRP5 186-01-66,"2,250.00"
IMP SHELL INTEGRIP CROWN CUP CLSTR 68MM GRP5 186-01-68,"2,250.00"
IMP SHELL S&N ACETABULAR 42MM 126542,"1,500.00"
IMP SHELL S&N ACETABULAR 43MM 126543,"1,500.00"
IMP SHELL S&N ACETABULAR 45MM 126545,"1,500.00"
IMP SHELL S&N ACETABULAR 46MM 126546,"1,500.00"
IMP SHELL S&N ACETABULAR 47MM 126547,"1,500.00"
IMP SHELL S&N ACETABULAR 48MM 126548,"1,500.00"
IMP SHELL S&N ACETABULAR 49MM 126549,"1,500.00"
IMP SHELL S&N ACETABULAR 50MM 126550,"1,500.00"
IMP SHELL S&N ACETABULAR 51MM 126551,"1,500.00"
IMP SHELL S&N ACETABULAR 52MM 126552,"1,500.00"
IMP SHELL S&N ACETABULAR 53MM 126553,"1,500.00"
IMP SHELL S&N ACETABULAR 54MM 126554,"1,500.00"
IMP SHELL S&N ACETABULAR 55MM 126555,"1,500.00"
IMP SHELL S&N ACETABULAR 56MM 126556,"1,500.00"
IMP SHELL S&N ACETABULAR 57MM 126557,"1,500.00"
IMP SHELL S&N ACETABULAR 58MM 126558,"1,500.00"
IMP SHELL S&N ACETABULAR 59MM 126559,"1,500.00"
IMP SHELL S&N ACETABULAR 60MM 126560,"1,500.00"
IMP SHELL SNN ACETABULAR 38MM 126438,"1,500.00"
IMP SHELL SNN ACETABULAR 39MM 126439,"1,500.00"
IMP SHELL SNN ACETABULAR 40MM 126440,"1,500.00"
IMP SHELL SNN ACETABULAR 41MM 126441,"1,500.00"
IMP SHELL SNN HA 3H STD 46MM 71336246,"1,750.00"
IMP SHELL SNN HA 3H STD 48MM 71336248,"1,750.00"
IMP SHELL SNN HA 3H STD 50MM 71336250,"1,750.00"
IMP SHELL SNN HA 3H STD 52MM 71336252,"1,750.00"
IMP SHELL SNN HA 3H STD 54MM 71336254,"1,750.00"
IMP SHELL SNN HA 3H STD 56MM 71336256,"1,750.00"
IMP SHELL SNN HA 3H STD 58MM 71336258,"1,750.00"
IMP SHELL SNN HA 3H STD 60MM 71336260,"1,750.00"
IMP SHELL SNN HA 3H STD 62MM 71336262,"1,750.00"
IMP SHELL SNN HA 3H STD 64MM 71336264,"1,750.00"
IMP SHELL SNN NO-HOLE HA 50MM 71334250,"1,750.00"
IMP SHELL SNN NO-HOLE STD 46MM 71334146,"1,750.00"
IMP SHELL SNN NO-HOLE STD 48MM 71334148,"1,750.00"
IMP SHELL SNN NO-HOLE STD 50MM 71334150,"2,359.00"
IMP SHELL SNN NO-HOLE STD 52MM 71334152,"2,359.00"
IMP SHELL SNN NO-HOLE STD 54MM 71334154,"2,359.00"
IMP SHELL SNN NO-HOLE STD 56MM 71334156,"2,359.00"
IMP SHELL SNN NO-HOLE STD 58MM 71334158,"2,359.00"
IMP SHELL SNN NO-HOLE STD 60MM 71334160,"2,359.00"
IMP SHELL SNN NO-HOLE STD 62MM 71334162,"2,359.00"
IMP SHELL SNN NO-HOLE STD 64MM 71334164,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 46MM 71334246,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 48MM 71334248,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 52MM 71334252,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 54MM 71334254,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 56MM 71334256,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 58MM 71334258,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 60MM 71334260,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 62MM 71334262,"1,750.00"
IMP SHELL SNN NO-HOLE STD HA 64MM 71334264,"1,750.00"
IMP SHELL SNN SP3 3H LG 66MM 71336466,"1,750.00"
IMP SHELL SNN SP3 3H LG 68MM 71336468,"1,750.00"
IMP SHELL SNN SP3 3H SM 40MM 71336440,"1,750.00"
IMP SHELL SNN SP3 3H SM 42MM 71336442,"1,750.00"
IMP SHELL SNN SP3 3H SM 44MM 71336444,"1,750.00"
IMP SHELL SNN SP3 3H STD 46MM 71336446,"2,359.00"
IMP SHELL SNN SP3 3H STD 48MM 71336448,"2,359.00"
IMP SHELL SNN SP3 3H STD 50MM 71336450,"2,359.00"
IMP SHELL SNN SP3 3H STD 52MM 71336452,"2,359.00"
IMP SHELL SNN SP3 3H STD 54MM 71336454,"2,359.00"
IMP SHELL SNN SP3 3H STD 56MM 71336456,"2,359.00"
IMP SHELL SNN SP3 3H STD 58MM 71336458,"2,359.00"
IMP SHELL SNN SP3 3H STD 60MM 71336460,"2,359.00"
IMP SHELL SNN SP3 3H STD 62MM 71336462,"2,359.00"
IMP SHELL SNN SP3 3H STD 64MM 71336464,"1,750.00"
IMP SHELL SNN TANDEM TRIAL 26X39MM 71363439,435.00
IMP SHELL SNN TANDEM TRIAL 26X40MM 71363440,435.00
IMP SHELL SNN TANDEM TRIAL 26X42MM 71363442,435.00
IMP SHELL SNN TANDEM TRIAL 26X43MM 71363443,435.00
IMP SHELL SNN TANDEM TRIAL 26X44MM 71363444,435.00
IMP SHELL SNN TANDEM TRIAL 26X45MM 71363445,435.00
IMP SHELL SNN TANDEM TRIAL 26X46MM 71363446,435.00
IMP SHELL SNN TANDEM TRIAL 26X47MM 71363447,435.00
IMP SHELL SNN TANDEM TRIAL 26X48MM 71363448,435.00
IMP SHELL SNN TANDEM TRIAL 26X49MM 71363449,435.00
IMP SHELL SNN TANDEM TRIAL 26X50MM 71363450,435.00
IMP SHELL SNN TANDEM TRIAL 26X51MM 71363451,435.00
IMP SHELL SNN TANDEM TRIAL 26X52MM 71363452,488.00
IMP SHELL SNN TANDEM TRIAL 26X53MM 71363453,435.00
