Location,Charge Code,Description,Fee,Charge Quantity - Pharmacy
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY MITRAL 34MM CARPENTIER PHYSIO,"10,725.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY MITRAL 36MM CARPENTIER PHYSIO,"10,725.00",
HEALTH ALLIANCE/CLINTON,27800051,RING ANNULOPLASTY MITRAL 38MM CARPENTIER PHYSIO,"10,725.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR 1.5MMX4.0CM GALAXY G3 MINI,"10,725.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR 3.0MMX8.0CM GALAXY G3 MINI,"10,725.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE STANDARD 360 DEGREE 20MMX33CM GDC-1,"10,600.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE STANDARD 360 DEGREE 18MMX40CM GDC-1,"10,600.70",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 4MM X 12MM X 14MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 8MM X 12MM X 14MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 9MM X 12MM X 14MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 9MM X 12MM X 14MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 10MM X 12MM X 14MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 10MM X 12MM X 14MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 11MM X 12MM X 14MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 11MM X 12MM X 14MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 12MM X 12MM X 14MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 12MM X 12MM X 14MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 5MM X 14MM X 16MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 5MM X 14MM X 16MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 6MM X 14MM X 16MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 7MM X 14MM X 16MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 8MM X 14MM X 16MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 9MM X 14MM X 16MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 9MM X 14MM X 16MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 10MM X 14MM X 16MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 11MM X 14MM X 16MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 12MM X 14MM X 16MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 12MM X 14MM X 16MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 10MM X 14MM X 16MM X 4DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER AVS AS PEEK 11MM X 14MM X 16MM X 0DEGREE,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER VERTEBRAL PEEK 0 DEGREE 4MMX14MMX16MM AVS AS,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,SPACER VERTEBRAL PEEK 4 DEGREE 4MMX14MMX16MM AVS AS,"10,576.39",
HEALTH ALLIANCE/CLINTON,27800051,CAGE SPINAL LUMBER TAPERED/DOMED STANDARD 7.5MMX14MM STALIF C,"10,450.00",
HEALTH ALLIANCE/CLINTON,27800051,CAGE LORDOTIC 13MMX18MMX8MM,"10,279.50",
HEALTH ALLIANCE/CLINTON,27800051,COIL COMPLEX FILL 07X21,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT MINI COMPLEX 3MM X 6MM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT RDFL COMPLEX 8MM X 24MM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT RDFL COMPLEX 5MM X 15MM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT MINI COMPLEX FILL 4MM X 10MM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT DCS COMPLEX 6MM X 15CM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT MINI COMPLEX 3.5MM X 9MM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT MINI COMPLEX 2.5MM X 4.5MM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT MINI COMPLEX 3.5MM X 7.5MM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT MINI COMPLEX 2.5MM X 2.5MM,"10,231.32",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CERVICAL ROUND TITANIUM 15MMX32MM SYNMESH,"10,224.50",
HEALTH ALLIANCE/CLINTON,27800051,CAGE CERVICAL ROUND TITANIUM 12MMX32MM SYNMESH,"10,224.23",
HEALTH ALLIANCE/CLINTON,27800051,MICROSPHERE EMBOLIZATION PARTICLE YELLOW 100-300UM 2ML LC BEADS,"10,175.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 7MMX15CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 7MMX20CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 8MMX20CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 9MMX30CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 10MMX30CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 2MMX4CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 3MMX6CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 3MMX8CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL TARGET 360 SOFT 4MM X 8CM,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 4MMX10CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 5MMX10CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 5MMX15CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 6MMX10CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 6MMX15CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 2MMX4CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 3MMX8CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 5MMX15CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 2.5MMX4CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 3MMX4CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 3MMX6CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 3MMX8CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 4MMX6CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 4MMX8CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 4MMX10CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 2MMX6CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 3MMX10CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 4MMX15CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 5MMX15CM TARGET 360 ULTRA,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 4MMX15CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 5MMX20CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 6MMX20CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 6MMX30CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 6MMX20CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 1MMX3CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 1.5MMX2CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 1.5MMX3CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 1.5MMX4CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE STANDARD 8MMX30CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 3MMX10CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 4MMX15CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 5MMX20CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE SOFT 6MMX30CM TARGET 360,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 1MMX2CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE 3MMX6CM TARGET 3D,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE 4MMX8CM TARGET 3D,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE 5MMX10CM TARGET 3D,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE 6MMX15CM TARGET 3D,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION DETACHABLE 7MMX15CM TARGET 3D,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 2MMX3CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 2MMX4CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 2.5MMX4CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 3MMX4CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 3MMX6CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION NEUROVASCULAR DETACHABLE 3.5MMX6CM TARGET 360 NANO,"10,094.70",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 2.5MMX5CM ORBIT GALAXY G3,"10,081.72",
HEALTH ALLIANCE/CLINTON,27800051,COIL  DETACHABLE COMPLEX FILL ORBIT 4MMX12CM GALAXY,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL  DETACHABLE COMPLEX FRAME ORBIT 7MMX25CM GALAXY,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL  DETACHABLE COMPLEX FILL ORBIT 5MMX15CM GALAXY,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL  DETACHABLE COMPLEX FILL ORBIT 3MMX6CM GALAXY,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL  DETACHABLE COMPLEX FILL ORBIT 10MMX30CM GALAXY,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL  DETACHABLE COMPLEX FILL ORBIT 12MMX30CM GALAXY,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL  DETACHABLE COMPLEX FILL ORBIT 4MMX10CM GALAXY,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL  DETACHABLE COMPLEX FILL ORBIT 4MMX7CM GALAXY,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 3MMX6CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 3MMX8CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 4MMX7CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 4MMX10CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 4MMX12CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 5MMX10CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 5MMX15CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 6MMX15CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 6MMX20CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 2.5MMX5CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 3.5MMX7.5CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 3.5MMX9CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 4MMX6CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 4MMX8CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 4MMX10CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 3MMX4CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 2MMX2CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 7MMX15CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 2.5MMX2.5CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT  2.5MMX3.5CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 7MMX21CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 3MMX6CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 3MMX8CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 3.5MMX5CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 8MMX15CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT GALAXY G2 COMPLEX FILL 8.0MM X 24CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 9MMX25CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 10MMX30CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 12MMX30CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 3.5MMX7.5CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 3.5MMX9CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX XTRASOFT 2MMX1.5CM ORBIT GALAXY G2,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL GALAXY COMPLEX FILL 3MM X 15CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL GALAXY COMPLEX FILL 7MM X 21CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL GALAXY COMPLEX FILL 8MM X 24CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL GALAXY COMPLEX FILL 9MM X 25CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL GALAXY COMPLEX FILL 6MM X 20CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 4MM X 6CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 4MM X 8CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 2.5MM X 3.5CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 3.5MM X 5CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 3.5MM X 9CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL GALAXY COMPLEX FILL 6MM X 15CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL GALAXY COMPLEX FILL 7MM X 15CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 3.5MM X 7..5CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 3MM X 3CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 3MM X 4CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 3MM X 6CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL XTRASOFT COMPLEX 3MM X 8CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT FRAME COMPLEX 8MM X 30CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT FRAME COMPLEX 9MM X 30CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT FRAME COMPLEX 10MM X 30CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL ORBIT FRAME COMPLEX 12MM X 30CM,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 2.5MMX3.5CM ORBIT GALAXY G3,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 3.5MMX7.5CM ORBIT GALAXY G3,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SYSTEM COMPLEX FILL 3.5MMX9CM ORBIT GALAXY G3,"10,039.04",
HEALTH ALLIANCE/CLINTON,27800051,PLUG MICRO VASCULAR OCCLUDER DETACHABLE 7MMX16MMX9.2MM CONCERTO,"9,872.50",
HEALTH ALLIANCE/CLINTON,27800051,PLUG MICRO VASCULAR OCCLUDER DETACHABLE 9MMX18MMX13.0MM CONCERTO,"9,872.50",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 2.0MMX3.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 3.0MMX4.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 3.0MMX6.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 3.0MMX8.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 4.0MMX6.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 4.0MMX8.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 4.0MMX10.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 5.0MMX6.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 5.0MMX10.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 5.0MMX15.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 6.0MMX10.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 6.0MMX15.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 7.0MMX15.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 9.0MMX20.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 8.0MMX20.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 9.0MMX30.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION SOFT 10.0MMX30.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 4.0MMX8.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 5.0MMX10.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 5.0MMX15.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 6.0MMX15.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 6.0MMX20.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 7.0MMX15.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 7.0MMX25.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 8.0MMX20.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 8.0MMX30.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 9.0MMX20.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 9.0MMX30.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 10MMX45.0CM SMART COIL,"9,680.00",
HEALTH ALLIANCE/CLINTON,27800051,COIL EMBOLIZATION STANDARD 11MMX45.0CM SMART COIL,"9,680.00",
