Bayhealth Medical Center ,,,
Kent General Hospital,,,
,,,
Charge Code,Charge Description,Charge,**Charge is variable and based on type of drug / supply and variabe cost
71000009,HC VAGINAL DELIVERY RECOVERY 90 M, $806.00 ,
71000010,HC VENIPUNCTURE, $22.00 ,
72000000,HC C-SECTION <=90 MIN," $5,209.00 ",
72000001,HC C-SECTION > 90 MIN PER 30 MIN, $859.00 ,
72000002,HC DELIVERY VAGINAL," $3,922.00 ",
72000003,HC DELIVERY VAGINAL COMPLEX," $5,936.00 ",
72000004,HC URETHRAL CATH INSERTED, $311.00 ,
72000005,HC URETHRAL CATH TEMPORARY, $311.00 ,
72000006,"HC AMNIOCENTESIS, DIAGNOSTIC"," $1,406.00 ",
72000007,HC FETAL CONTRACTION STRESS TEST, $483.00 ,
72000008,HC FETAL NON-STRESS TEST, $590.00 ,
72000009,HC ANTEPARTUM MANIPULATION," $5,236.00 ",
72000010,HC DELIVERY OF PLACENTA," $5,236.00 ",
72000011,HC IV INFUSION HYDRA INITIAL =< 1HR, $647.00 ,
72000012,HC IV INFUSION HYDRATION EA ADD'L HR, $284.00 ,
72000013,HC IV INFUSION THERA/PROPH/DIAG INITIAL, $599.00 ,
72000014,HC IV INFUSION THERA/PROPH/DIAG ADD-ON, $263.00 ,
72000015,HC TX/PROPH/DG ADDL SEQ IV INF, $167.00 ,
72000016,HC THER/DIAG CONCURRENT INF, $257.00 ,
72000017,HC THER/PROPH/DIAG INJ SC/IM, $197.00 ,
72000018,HC THERA/DIAG INJ-IV PUSH SING/INITL, $403.00 ,
72000019,HC TX/PRO/DX INJ NEW DRUG ADDON, $167.00 ,
72000020,HC TX/PRO/DX INJ SAME DRUG ADON, $253.00 ,
72000031,HC CHORIONIC VILLUS SAMPLING," $2,091.00 ",
72100000,HC INSERTION CERVICAL DILATOR, $465.00 ,
73000000,HC ELECTROCARDIOGRAM TRACING, $300.00 ,
73000001,HC EVENT MONITOR SETUP, $204.00 ,
73000002,HC EVENT MONITOR SCAN, $567.00 ,
73100000,HC HOLTER MONITOR SET-UP, $615.00 ,
73100001,HC HOLTER MONITOR SCAN, $868.00 ,
73100002,HC EVENT MONITOR SETUP, $204.00 ,
73100003,HC EXTERNAL ECG RECORDING, $310.00 ,
73100004,HC EXTERNAL ECG SCAN W/REPORT, $310.00 ,
74000003,HC CPAP FOLLOW-UP," $6,316.00 ",
74000004,HC EEG MONITOR > 1 HOUR, $880.00 ,
74000005,HC EEG AWAKE AND DROWSY, $919.00 ,
74000006,HC EEG 24 HOUR AMBULATORY," $1,793.00 ",
74000007,HC EEG MONITORING/COMPUTER UNATTENDED EA 24RS," $2,259.00 ",
74000008,HC HOME SLEEP TEST/TYPE 3 PORTA," $2,259.00 ",
75000000,HC DIAGNOSTIC BRONCHOSCOPY/WASH," $1,878.00 ",
75000001,HC DIAGNOSTIC BRONCHOSCOPY/LAVAGE," $1,878.00 ",
75000002,HC BRONCHOSCOPY W/BIOPSY(S)," $1,878.00 ",
75000003,HC BRONCHOSCOPY/LUNG BX EACH," $1,878.00 ",
75000004,HC BRONCH W/TRANSBRONCH NEED ASP BX EACH," $6,046.00 ",
75000005,HC BRONCH W/TRACH DILATE & PLACMENT OF STENT," $4,680.00 ",
75000006,HC EGD W/SUB-MUCOSAL INJ," $2,050.00 ",
75000007,HC EGD DIAGNOSTIC BRUSH WASH," $1,922.00 ",
75000008,HC EGD BIOPSY SINGLE/MULTIPLE," $1,922.00 ",
75000009,HC EGD INJECTION VARICES," $1,922.00 ",
75000010,HC EGD VARICES LIGATION," $1,922.00 ",
75000011,HC EGD PLACE GASTROSTOMY TUBE," $1,922.00 ",
75000012,HC EGD REMOVE FOREIGN BODY," $1,922.00 ",
75000013,HC EGD GUIDE WIRE INSERTION," $1,922.00 ",
75000014,HC EGD W/DILATION/BALLOON <30MM," $1,922.00 ",
75000015,HC EGD CAUTERY TUMOR POLYP," $1,922.00 ",
75000016,HC EGD REMOVE LESION SNARE," $1,922.00 ",
75000017,HC EGD CONTROL BLEEDING ANY," $1,922.00 ",
75000018,HC ERCP W/SPECIMEN COLLECTION," $4,901.00 ",
75000019,HC ENDO CHOLANGIOPANCREATOGRAPH," $4,901.00 ",
75000020,HC ERCP REMOVE DUCT CALCULI," $4,901.00 ",
75000021,HC ERCP DUCT STENT PLACEMENT," $10,602.00 ",
75000022,HC ERCP REMOVE FORGN BODY DUCT," $10,602.00 ",
75000023,HC ERCP STENT EXCHANGE W/DILATE," $10,602.00 ",
75000024,HC CHANGE GASTROSTOMY TUBE, $512.00 ,
75000025,HC SMALL BOWEL ENDOSCOPY," $1,796.00 ",
75000026,HC SMALL BOWEL ENDOSCOPY BR/WA," $1,796.00 ",
75000027,HC COLONOSCOPY THRU STOMA SPX," $2,004.00 ",
75000028,HC COLONOSCOPY WITH BIOPSY," $3,614.00 ",
75000029,HC COLONOSCOPY/STOMA W/SNARE POLYPEC," $2,004.00 ",
75000030,HC DIAGNOSTIC SIGMOIDOSCOPY," $1,250.00 ",
75000031,HC SIGMOIDOSCOPY AND BIOPSY," $1,250.00 ",
75000032,HC SIGMOIDOSCOPY FOR BLEEDING," $2,057.00 ",
75000033,HC SIGMOIDOSCOPY W/TUMR REMOVE," $2,003.00 ",
75000034,HC DIAGNOSTIC COLONOSCOPY," $2,004.00 ",
75000035,HC COLONOSCOPY W/FB REMOVAL," $2,004.00 ",
75000036,HC COLONOSCOPY AND BIOPSY," $2,004.00 ",
75000037,HC COLON W/SUB-MUCOSAL INJ," $2,159.00 ",
75000038,HC COLONOSCOPY W/CNTRL OF BLEEDING," $2,004.00 ",
75000039,HC COLONOSCOPY W/LESION REMOVAL BY HOT BX," $2,004.00 ",
75000040,HC COLONOSCOPY W/LESION REMOVAL BY SNARE," $2,004.00 ",
75000041,HC COLONOSCOPY W/BALLOON DILAT," $2,159.00 ",
75000042,HC COLONOSCOPY W/ABLATION," $3,361.00 ",
75000043,HC ESOPHAGEAL MOTILITY TESTING," $1,799.00 ",
75000044,HC G-ESOPHAGUS REFLUX TST W/ELECTROD," $1,539.00 ",
75000045,HC GI TRACT CAPSULE ENDOSCOPY," $2,654.00 ",
75000046,HC GI ENDOSCOPIC ULTRASOUND," $4,328.00 ",
75000047,HC ENTEROSCOPY W/CNTRL BLEEDING," $1,796.00 ",
75000048,HC DX BRONCHOSCOPE/BRUSH," $3,545.00 ",
75000049,HC BRONCHOSCOPY W/MARKERS," $10,480.00 ",
75000050,HC NAVIGATIONAL BRONCHOSCOPY," $1,939.00 ",
75000051,HC BRONCHOSCOPY/LUNG BX ADDL," $1,544.00 ",
75000052,HC STOMACH SURGERY PROCEDURE," $2,837.00 ",
75000053,HC EGD US FINE NEEDLE BX/ASPIR," $4,970.00 ",
75000054,HC BRONCHOSCOPY WITH ULTRASOUND (EBUS) 1OR2 STATION," $6,499.00 ",
75000055,HC BRONCHOSCOPY WITH ULTRASOUND (EBUS) 3OR MORE STATION," $6,499.00 ",
75000056,HC EGD WITH BALLOON DILATATION >30MM," $4,260.00 ",
75000057,HC ENDOSCOPIC ULTRASOUND WITH PSEUDOCYST DRAINAGE," $7,784.00 ",
75000058,HC (EGD) ENTEROSCOPY WITH BIOPSY," $3,550.00 ",
75000059,HC (EGD) ENTEROSCOPY WITH SNARE POLYPECTOMY," $3,550.00 ",
75000060,HC (COLON) ENTEROSCOPY," $3,550.00 ",
75000061,HC (COLON) ENTEROSCOPY WITH BIOPSY," $3,550.00 ",
75000062,HC (COLON) ENTEROSCOPY WITH CONTROL OF BLEEDING," $3,550.00 ",
75000063,HC (COLON) ENDOSCOPIC ULTRASOUND SIGMOIDOSCOPY/BIOPSY/FNA," $6,505.00 ",
75000064,HC 24 HOUR PH STUDY (REFLUX TEST)," $1,294.00 ",
75000065,HC MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS, $744.00 ,
75000066,HC MOD SED SAME PHYS/QHP EACH ADDL 15 MINS, $355.00 ,
75000067,HC FLEXIABLE SIGMOIDOSCOPY WITH SUBMUCOSAL INJECTION," $2,636.00 ",
75000068,HC FLEXIABLE SIGMOIDOSCOPY WITH DILATATION," $3,464.00 ",
75000069,HC ESOPHAGOGASTRIC DUODENOSCOPY SUBMUCOSAL INJECTION," $2,762.00 ",
75000070,HC EGD ENDOSCOPIC STENT PLACEMENT W/WIRE& DILATION," $15,558.00 ",
75000071,HC BRONCHOSCOPY W/REMOVAL FOREIGN BODY," $2,291.00 ",
75000072,HC SIGMOIDOSCOPY FLX W/RMVL FOREIGN BODY," $3,307.00 ",
75000073,HC TRACHEOBRNCHSC THRU EST TRACHS INC," $2,085.00 ",
75000075,HC COLONOSCOPY FLEXIBLE WITH BAND LIGATION(S)," $3,307.00 ",
75000076,HC SIGMOIDOSCOPY FLX WITH WITH BAND LIGATION(S)," $3,614.00 ",
75000077,HC COLONOSCOPY STOMA W/SUBMUCOSAL INJECTION," $3,614.00 ",
75000078,HC COLONOSCOPY STOMA W/BIOPSY SINGLE/MULTIPLE," $3,614.00 ",
75000079,HC ERCP BALLOON DILATE BILIARY/PANC DUCT/AMPULLA EA," $9,157.00 ",
75000080,HC EGD US GUIDED TRANSMURAL INJXN/FIDUCIAL MARKER," $4,764.00 ",
75000081,HC GI TRANSIT & PRES MEAS WIRELESS CAPSULE W/INTERP," $2,482.00 ",
75000082,HC PERQ REPLACEMENT GTUBE NOT REQ REVJ GSTRST TRC, $741.00 ,
76000000,HC INTRAOPERATIVE NEURO MONITORING," $1,411.00 ",
76000001,HC IONM EMG-ANAL SPHINCTER, $707.00 ,
76000002,"HC IONM EMG-CN III,IV,V /EYE", $191.00 ,
76000003,HC IONM FACIAL NERVE, $880.00 ,
76000004,HC IONM EEG DIRECT 8TH, $518.00 ,
76000005,HC IONM BAERS - BILATERAL, $880.00 ,
76000006,HC IONM EEG LESS THAN 1HR, $880.00 ,
76000007,HC IONM SP EMG-CN UNILATERAL, $443.00 ,
76000008,HC IONM SP EMG-CN BILATERAL, $443.00 ,
76000009,HC IONM MEP -NON-LIMB, $311.00 ,
76000010,HC IONM SSEP UPPER LIMBS, $880.00 ,
76000011,HC IONM SSEP LOWER LIMBS, $880.00 ,
76000012,HC IONM SSEP - DORSAL INTRA-SPINAL / DORSAL MAPPING, $880.00 ,
76000013,HC IONM TC MEP UPPER LIMBS," $3,423.00 ",
76000014,HC IONM TC MEP LOWER LIMBS / CERVICAL D WAVES," $3,423.00 ",
76000015,HC IONM TOF, $518.00 ,
76000016,HC IONM SSEP - 4 LIMBS UPPER/LOWER," $1,584.00 ",
76000017,HC IONM TC MEP - 4 LIMBS UPPER/LOWER / THORACIC D WAVES," $3,423.00 ",
76000018,HC IONM EEG - NON INTRACRANIAL, $753.00 ,
76000019,"HC IONM MAPPING 1ST HR/ CORTEX, SENSRY & PHASE REVERSAL"," $2,928.00 ",
76000020,HC IONM SP.EMG - EXTREMITY, $866.00 ,
76000021,HC IONM SP.EMG- NON EXTREMITY -MUSCLE, $693.00 ,
76000022,HC IONM H-REFLEX OR F WAVE PER EXT, $364.00 ,
76000023,HC IONM EEG-CRANI >1 HOUR (61 + MIN), $880.00 ,
76000024,"HC IONM MAPPING ADDITIONAL HRS / PR,CRTX & SENSRY", $753.00 ,
76000025,HC IONM SPEMG MUSCLE TEST 1 LIMB, $311.00 ,
76000026,HC IONM SPEMG MUSCLE TEST 2 LIMBS, $311.00 ,
76000027,HC IONM SPEMG MUSCLE TEST 3 LIMBS, $443.00 ,
76000028,HC IONM SPEMG MUSCLE TEST 4 LIMBS, $443.00 ,
76000029,HC IONM NVR CNDJ TST 1-2 STUDIES, $518.00 ,
76000030,HC IONM NVR CNDJ TST 3-4 STUDIES, $880.00 ,
76000031,HC IONM NVR CNDJ TST 5-6 STUDIES, $880.00 ,
76000032,HC IONM NVR CNDJ TST 7-8 STUDIES, $880.00 ,
76000033,HC IONM NVR CNDJ TST 9-10 STUDIES," $1,584.00 ",
76000034,HC IONM NVR CNDJ TST 11-12 STUDIES," $1,584.00 ",
76000035,HC IONM NRV CNDJ TEST 13/> STUDIES," $1,584.00 ",
76000036,HC IONM SP.EMG- RLN (LARNYX), $311.00 ,
76200000,HC HOURLY OBSERVATION CHARGE," $1,801.20 ",
77100000,HC ADM INFLUENZA VACCINE, $95.00 ,
77100001,HC ADM PNEUMOCOCCAL VACCINE, $95.00 ,
77100002,HC ADMINISTRATION OF HEPATITIS B VACCINE, $95.00 ,
80100000,HC DIALYSIS ACUTE I/P, $841.00 ,
80100001,HC DIALYSIS MAINT I/P," $1,568.00 ",
80100002,HC DIALYSIS MAINT-I/P," $1,568.00 ",
80100003,HC DIALYSIS ONE EVALUATION, $769.00 ,
80100004,HC DIALYSIS REPEATED EVALUATION, $311.00 ,
82100000,HC DIALYSIS ACUTE O/P, $841.00 ,
82100001,HC DIALYSIS MAINT O/P," $1,568.00 ",
92000000,HC FETAL NON-STRESS TEST, $590.00 ,
92000001,HC EXTRACRANIAL BILAT STUDY, $900.00 ,
92000002,HC EXTRACRANIAL UNI/LTD STUDY, $339.00 ,
92000003,HC INTRACRANIAL COMPLETE STUDY, $581.00 ,
92000004,HC UPR/L XTREMITY ART 2 LEVELS, $454.00 ,
92000005,HC UPR/LXTR ART STDY 3+ LVLS, $700.00 ,
92000006,HC LWR XTR VASC STDY BILAT, $818.00 ,
92000007,HC LOWER EXTREMITY STUDY; BILATERAL," $1,073.00 ",
92000008,HC LOWER EXTREMITY STUDY; UNILATERAL, $672.00 ,
92000009,HC UPPER EXTREMITY STUDY; BILATERAL," $1,073.00 ",
92000010,HC UPPER EXTREMITY STUDY; UNILATERAL, $672.00 ,
92000011,HC EXTREMITY STUDY; BILATERAL," $1,131.00 ",
92000012,HC EXTREMITY STUDY; UNILATERAL, $697.00 ,
92000013,HC VASCULAR STUDY; COMPLETE," $1,102.00 ",
92000014,HC VASCULAR STUDY; LIMITED," $1,102.00 ",
92000015,HC VASCULAR STUDY AORTA; COMPLETE," $1,122.00 ",
92000016,HC VASCULAR STUDY AORTA; LIMITED, $646.00 ,
92000017,HC DOPPLER FLOW TESTING, $408.00 ,
92000018,HC VESSEL MAPPING HEMO ACCESS, $468.00 ,
92000019,HC CAR SEAT/BED TESTING W/INTERP & REPORT 60 MIN, $76.00 ,
92000020,HC CAR SEAT/BED TESTNG W/INTERP & REPORT ADDL 30MIN, $38.00 ,
92100000,HC DUPLEX PENILE SCAN, $890.00 ,
94000000,HC SPEECH/LANG THERAPY GROUP, $95.00 ,
94000001,HC IV INFUSION HYDRA INITIAL =< 1HR, $647.00 ,
94000002,HC IV INFUSION HYDRATION EA ADD'L HR, $284.00 ,
94000003,HC IV INFUSION THERA/PROPH/DIAG INITIAL, $599.00 ,
94000004,HC IV INFUSION THERA/PROPH/DIAG ADD-ON, $263.00 ,
94000005,HC TX/PROPH/DG ADDL SEQ IV INF, $273.00 ,
94000006,HC THER/DIAG CONCURRENT INF, $273.00 ,
94000007,HC THER/PROPH/DIAG INJ SC/IM, $119.00 ,
94000008,HC THERA/DIAG INJ-IV PUSH SING/INITL, $249.00 ,
94000009,HC TX/PRO/DX INJ NEW DRUG ADDON, $253.00 ,
94000010,HC TX/PRO/DX INJ SAME DRUG ADON, $253.00 ,
94000011,HC CHEMO HORMON ANTINEOPLASTIC SQ/IM, $360.00 ,
94000012,HC CHEMO PROLONG INFUSE W/PUMP, $654.00 ,
94000013,HC PORTABLE PUMP FILLING AND MAINT, $594.00 ,
94000014,HC IRRIGATE IMPLANTED VENOUS DEVICE, $117.00 ,
94000015,HC THERAPEUTIC PHLEBOTOMY, $238.00 ,
94000016,HC TAVR/TAVI OPEN FEM ARTERY APPR," $7,146.00 ",
94000017,HC TAVR/TAVI OPEN AXILLARY ARTERY," $7,423.00 ",
94000018,HC TAVR/TAVI OPEN ILIAC ARTERY APPR," $7,783.00 ",
94000019,HC TAVR/TAVI TRANSAORTIC APPROACH," $8,567.00 ",
94000020,HC TAVR/TAVI W/PERC PERIPH ART/VEN," $3,010.00 ",
94000021,HC TAVR/TAVI W/OPEN PERIPH ART/VEN," $3,611.00 ",
94000022,HC TAVR/TAVI W/CENTRAL ART/VEN CANNU," $4,771.00 ",
94000023,HC ACTINOTHERAPY ULTRAVIOLET LIGHT, $83.00 ,
94200001,HC NUTRITION THERAPY INITIAL IND 15M, $43.00 ,
94200002,HC NUTRITION THERP FOLLOW UP IND 15M, $39.00 ,
94200003,HC NUTRITION THERAPY GROUP EACH 30 MIN, $50.00 ,
94200004,HC DIABETES MANAGEMENT TRAINING INDIV PER 30 MIN, $71.00 ,
94200005,HC DIAB MANAGE TRN IND/GROUP, $90.00 ,
94200006,HC SELF-MGMT EDUC & TRAIN 1 PT 30MIN, $94.00 ,
94200007,HC HC PRO PHONE CALL 5-10 MIN, $17.00 ,
94200008,HC HC PRO PHONE CALL 11-20 MIN, $36.00 ,
94200009,HC HC PRO PHONE CALL 21-30 MIN, $46.00 ,
94200010,HC PREVENTIVE COUNSELING INDIV 15MIN, $142.00 ,
94200011,HC TOBACCO USE CESSATION INTERMEDIATE 3-10 MINUTES, $83.00 ,
94200012,HC TOBACCO USE CESSATION INTENSIVE >10 MINUTES, $96.00 ,
94200013,HC PREVENT MED COUNSEL&/RISK FACTOR REDJ SPX 30 MIN, $218.00 ,
94200014,HC PREVENT MED COUNSEL&/RISK FACTOR REDJ SPX 45 MIN, $273.00 ,
94200015,HC PREVENT MED COUNSEL&/RISK FACTOR REDJ SPX 60 MIN, $340.00 ,
94300000,HC CARDIAC REHAB/MONITOR OUTPATIENT, $191.00 ,
94800000,HC PULMONARY REHAB SESSION, $126.00 ,
99000000,HC MAINT. CARDIOPULMONARY REHAB X3, $48.00 ,
99000001,HC MAINTENANCE CARDIOPULMONARY REHAB, $42.00 ,
99000002,HC  SCA TEST- ECHO PEDS FU/LIMITED, $50.00 ,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
