Description ,  Charge $   , Department 
CROTALIDAE ANTIVENIN POLYVAL 1 EA KIT,"$5,109 ",Pharmacy
CROTALIDAE ANTIVENIN POLYVAL 1 GM/10 ML VIAL,"$5,109 ",Pharmacy
DAPTOMYCIN 500 MG VIAL,$892 ,Pharmacy
DARBEPOETIN 300 MCG/0.6 ML SYR,"$3,711 ",Pharmacy
"EPOETIN ALFA 10,000 U/ML VIAL",$548 ,Pharmacy
DENOSUMAB 60 MG/ML SYR,"$1,894 ",Pharmacy
ESTRADIOL CYPIONATE 5 MG/1 ML VIAL,$52 ,Pharmacy
METHYLPREDNISOLONE ACETATE 40 MG/ML VIAL,$32 ,Pharmacy
METHYLPREDNISOLONE ACETATE 80 MG/ML VIAL,$46 ,Pharmacy
MEDROXYPROGESTERONE ACETATE 150 MG/ML VIAL,$186 ,Pharmacy
TESTOSTERONE CYPIONATE 200 MG/ML MDV,$5 ,Pharmacy
DEXAMETHASONE 4 MG/ML 5 ML VIAL,$18 ,Pharmacy
DEXAMETHASONE 4 MG/ML VIAL,$7 ,Pharmacy
DEXAMETHASONE 10 MG/ML VIAL PRESERVATIVE FREE,$18 ,Pharmacy
DIGOXIN 0.25 MG/ML AMP,$19 ,Pharmacy
PHENYTOIN 50 MG/ML 5 ML VIAL,$10 ,Pharmacy
HYDROmorphone 1 MG/ML CPJ,$11 ,Pharmacy
HYDROMORPHONE HCL 2 MG/ML VIAL,$9 ,Pharmacy
DIPHENHYDRAMINE 50 MG/ML VIAL,$7 ,Pharmacy
CHLOROTHIAZIDE 500 MG VIAL,"$1,038 ",Pharmacy
METHADONE HCL 10 MG/ML VIAL,"$1,167 ",Pharmacy
ERTAPENEM 1 GM VIAL,$277 ,Pharmacy
ESTRADIOL VALERATE 40 MG/ML VIAL,$660 ,Pharmacy
TBO-FILGRASTIM 300 MCG/0.5 ML SYR,$533 ,Pharmacy
TBO-FILGRASTIM 480 MCG/0.8 ML SYR,$850 ,Pharmacy
GENTAMICIN 80 MG/2 ML VIAL,$8 ,Pharmacy
HALOPERIDOL 5 MG/ML VIAL,$8 ,Pharmacy
HALOPERIDOL DECANOATE 100 MG/ML 5 ML MDV,$423 ,Pharmacy
HEPARIN 5000 UNITS/ML VIAL,$8 ,Pharmacy
ENOXAPARIN 40 MG/0.4 ML SYR,$48 ,Pharmacy
ENOXAPARIN 30 MG/0.3 ML SYR,$36 ,Pharmacy
ENOXAPARIN 60 MG/0.6 ML SYR,$17 ,Pharmacy
ENOXAPARIN 80 MG/0.8 ML SYR,$95 ,Pharmacy
ENOXAPARIN 100 MG/ML SYRINGE,$119 ,Pharmacy
TETANUS IMMUNE GLOBULIN 250 U SYR,$997 ,Pharmacy
HYDROCORTISONE SOD SUCCINATE 100 MG VIAL,$39 ,Pharmacy
INFLIXIMAB 100 MG VIAL,"$1,869 ",Pharmacy
IRON SUCROSE 100 MG/5 ML VIAL,$116 ,Pharmacy
INSULIN HumULIN 70/30 3 ML VIAL,$7 ,Pharmacy
INSULIN (TRESIBA) 100 UNITS/ ML PEN,$140 ,Pharmacy
INSULIN (LANTUS) PEN 3ML,$116 ,Pharmacy
LIRAGLUTIDE 18 MG/3 ML PEN,$418 ,Pharmacy
KETOROLAC 30 MG/ML VIAL,$7 ,Pharmacy
KETOROLAC 60 MG/2 ML VIAL,$12 ,Pharmacy
FUROSEMIDE 20 MG/2 ML VIAL,$13 ,Pharmacy
FUROSEMIDE 40 MG/4 ML VIAL,$12 ,Pharmacy
LEVOFLOXACIN 500 MG/100 ML PREMIX BAG,$20 ,Pharmacy
LEVOFLOXACIN 750 MG/150 ML PREMIX BAG,$20 ,Pharmacy
LIDOCAINE 20 MG/ML 5ML SYRINGE,$13 ,Pharmacy
LINEZOLID 600 MG/300 ML PREMIX BAG,$183 ,Pharmacy
LorazEPam 2 MG/ML VIAL,$7 ,Pharmacy
MANNITOL 25% 12.5 GM/50 ML VIAL,$16 ,Pharmacy
MEPERIDINE 25 MG/ML 1ML VIAL,$20 ,Pharmacy
MEPERIDINE 50 MG/ML 1ML VIAL,$21 ,Pharmacy
MEROPENEM 500 MG VIAL,$30 ,Pharmacy
METHYLERGONOVINE 0.2 MG/ML AMP,$62 ,Pharmacy
MIDAZOLAM HCL 1 MG/ML 2 ML VIAL,$6 ,Pharmacy
MIDAZOLAM 1 MG/ML 5 ML VIAL,$6 ,Pharmacy
MORPHINE SULFATE 2 MG/ML SYR,$10 ,Pharmacy
MORPHINE SULFATE 4 MG/ML SYR,$10 ,Pharmacy
MORPHINE SULFATE PF 1 MG/ML 10 ML VIAL,$7 ,Pharmacy
"MORPHINE ""DURAMORPH"" 5 MG/10 ML AMP",$61 ,Pharmacy
NALBUPHINE 10 MG/ML AMP,$14 ,Pharmacy
NALOXONE 0.4 MG/ML AMP,$45 ,Pharmacy
NALOXONE HCL 1 MG/ML SYR,$78 ,Pharmacy
OCTREOTIDE ACETATE 50 MCG/ML VIAL,$18 ,Pharmacy
PHENYLEPHRINE HCL 10 MG/ML AMP,$35 ,Pharmacy
ONDANSETRON 4 MG/2 ML VIAL,$7 ,Pharmacy
PALIPERIDONE 234 MG SYR,"$3,998 ",Pharmacy
PAMIDRONATE DISODIUM 9 MG/ML VIAL,$80 ,Pharmacy
PEGFILGRASTIM 6 MG/0.6 ML SYR,"$7,672 ",Pharmacy
PENICILLIN G POTASSIUM 5 MU VIAL,$37 ,Pharmacy
PIPERACILLIN/TAZOBACTAM SOD 3.375 GM VIAL,$31 ,Pharmacy
PIPERACILLIN/TAZOBACTAM SOD 4.5 GM VIAL,$40 ,Pharmacy
PROMETHAZINE 25 MG/ML VIAL,$7 ,Pharmacy
PROMETHAZINE 50 MG/ML VIAL,$10 ,Pharmacy
OXYTOCIN 10 UNITS/ML VIAL,$9 ,Pharmacy
OXYTOCIN 30 U/500 ML PREMIX BAG,$18 ,Pharmacy
FLUPHENAZINE DECANOATE 25 MG/ML VIAL,$332 ,Pharmacy
PROCAINAMIDE 500 MG/ML 2 ML VIAL,$164 ,Pharmacy
PROPOFOL 200 MG/20 ML VIAL,$20 ,Pharmacy
NEOSTIGMINE 1 MG/ML 10ML VIAL,$107 ,Pharmacy
PROTAMINE SULFATE 10 MG/ML VIAL,$36 ,Pharmacy
PRALIDOXIME CHLORIDE 1 GM VIAL,$188 ,Pharmacy
METOCLOPRAMIDE 10 MG/2 ML VIAL,$8 ,Pharmacy
RANITIDINE HCL 50 MG/2 ML VIAL,$37 ,Pharmacy
"RHO (D) IMMUNE GLOBULIN 1,500 IU/2 ML SYR",$344 ,Pharmacy
ROPIVACAINE 2 MG/ML AMP,$17 ,Pharmacy
ROPIVACAINE 2 MG/ML VIAL,$91 ,Pharmacy
ROPIVACAINE 5 MG/ML VIAL,$68 ,Pharmacy
FERRIC SODIUM GLUCONATE (FERRLECIT) 62.5 MG/5ML VI,$76 ,Pharmacy
METHYLPREDNISOLONE SOD SUCC 40 MG VIAL,$20 ,Pharmacy
METHYLPREDNISOLONE SOD SUCC 125 MG/2 ML VIAL,$29 ,Pharmacy
ALTEPLASE RECOMBINANT 100 MG VIAL,"$12,945 ",Pharmacy
ALTEPLASE (CATHFLO ACTIVASE) 2 MG/2 ML VIAL,$328 ,Pharmacy
FENTANYL 50 MCG/ML 2 ML VIAL,$8 ,Pharmacy
FENTANYL 50 MCG/ML 5 ML VIAL,$10 ,Pharmacy
SUFENTANIL CITRATE 50 MCG/ML 1 ML AMP,$16 ,Pharmacy
SUMATRIPTAN 6 MG/0.5 ML VIAL,$118 ,Pharmacy
TENECTEPLASE 50 MG KIT,"$9,150 ",Pharmacy
TERBUTALINE 1 MG/ML VIAL,$45 ,Pharmacy
TIROFIBAN 12.5 MG/250 ML BAG,"$1,036 ",Pharmacy
TRIAMCINOLONE 40 MG/ML,$29 ,Pharmacy
VANCOMYCIN 1000 MG VIAL,$45 ,Pharmacy
VANCOMYCIN HCL 1000 MG VIAL (FOR TOPICAL USE),$41 ,Pharmacy
HydrOXYzine 50 MG/ML VIAL,$54 ,Pharmacy
THIAMINE 100 MG/ML VIAL,$31 ,Pharmacy
PYRIDOXINE 100 MG/ML VIAL,$43 ,Pharmacy
VIT B-12 (CYANOCOBALAMIN) 1000 MCG/ML VIAL,$15 ,Pharmacy
PHYTONADIONE 2 MG/ML (0.5ML) AMP NEONATAL,$16 ,Pharmacy
PHYTONADIONE 10 MG/ML AMP,$112 ,Pharmacy
MAGNESIUM SULFATE 50% 1 GM/2 ML VIAL,$9 ,Pharmacy
MAGNESIUM SULFATE/SWFI 40 GM/1000 ML BAG,$63 ,Pharmacy
POTASSIUM CHLORIDE 20 MEQ/50 ML BAG,$11 ,Pharmacy
POTASSIUM CHLORIDE 10 MEQ/100 ML BAG,$11 ,Pharmacy
ZOLEDRONIC ACID 5 MG/100 ML VIAL,$425 ,Pharmacy
PROTHROMBIN COMPLEX CONCENTRATE 1 DOSE (MULTIPLE V,$11 ,Pharmacy
Sodium Chloride 0.9% 1000 ML BAG,$63 ,Pharmacy
DEXTROSE/SOD CHLORIDE (D51/4NS) 1000 ML BAG,$63 ,Pharmacy
DEXTROSE/SOD CHLORIDE (D51/2NS) 1000 ML BAG,$63 ,Pharmacy
DEXTROSE/SOD CHLORIDE (D5NS) 1000 ML BAG,$63 ,Pharmacy
DEXTROSE/WATER (D5W) 500 ML BAG,$63 ,Pharmacy
DEXTROSE/WATER (D5W) 1000 ML BAG,$63 ,Pharmacy
LACTATED RINGER'S 500 ML BAG,$63 ,Pharmacy
"LACTATED RINGER'S 1,000 ML BAG",$63 ,Pharmacy
DEXTROSE/LACTATED RINGERS (D5LR) 1000 ML BAG,$63 ,Pharmacy
MIRENA IUD SYSTEM 20 UG 5YR,"$1,309 ",Pharmacy
SYNVISC 16 MG/2 ML SYRINGE,$858 ,Pharmacy
ACETYLCYSTEINE 200 MG/ML (20%) 30 ML VIAL,$1 ,Pharmacy
ALBUTEROL 0.083% 2.5 MG/3 ML UD SVN,$2 ,Pharmacy
LEVALBUTEROL 1.25 MG/0.5 ML (CONC) SVN,$18 ,Pharmacy
ALBUTEROL/IPRATROPIUM 3MG/0.5MG SVN,$5 ,Pharmacy
BUDESONIDE 0.25 MG/2 ML SVN,$22 ,Pharmacy
BUDESONIDE 0.5 MG/2 ML SVN,$26 ,Pharmacy
IPRATROPIUM BROMIDE 0.5 MG/2.5 ML SVN,$3 ,Pharmacy
LEUPROLIDE 7.5 MG INJECTION,"$2,101 ",Pharmacy
LEUPROLIDE 22.5 MG INJECTION,"$6,303 ",Pharmacy
LEUPROLIDE 22.5 MG/1 EA KIT,"$1,951 ",Pharmacy
LEUPROLIDE 30 MG INJECTION,"$2,602 ",Pharmacy
LEUPROLIDE 45 MG INJECTION,"$3,903 ",Pharmacy
OMNIPAQUE 300 MG/ML 50 ML VIAL,$105 ,Pharmacy
IOHEXOL 300 MG/ML VIAL 30ML VIAL,$97 ,Pharmacy
INSULIN (HUMALOG) PEN 3ML,$153 ,Pharmacy
APIXABAN 2.5 MG TAB,$18 ,Pharmacy
APIXABAN 5 MG TAB,$18 ,Pharmacy
PRAVASTATIN 20 MG TAB,$10 ,Pharmacy
OSELTAMIVIR 75 MG CAP,$39 ,Pharmacy
OSELTAMIVIR PHOSPHATE 6 MG/ML BTL,$326 ,Pharmacy
ALENDRONATE SODIUM 70 MG TAB,$71 ,Pharmacy
FINASTERIDE 5 MG TAB,$13 ,Pharmacy
SITAGLIPTIN PHOSPHATE 100 MG TAB,$36 ,Pharmacy
CarVEDilol 6.25 MG TAB,$12 ,Pharmacy
rOPINIRole 0.5 MG TAB,$14 ,Pharmacy
DINOPROSTONE 20 MG SUPP,"$3,224 ",Pharmacy
LATANOPROST 2.5 ML BTL,$435 ,Pharmacy
BRIMONIDINE OPTH SOLN 5 ML BOTTLE,$334 ,Pharmacy
CELECOXIB 100 MG CAP,$19 ,Pharmacy
GLIMEPIRIDE 2 MG TAB,$6 ,Pharmacy
ZIPRASIDONE 20 MG CAP,$43 ,Pharmacy
SERTRALINE 100 MG TAB,$27 ,Pharmacy
SERTRALINE 25 MG TAB,$27 ,Pharmacy
FLECAINIDE 50 MG TAB,$4 ,Pharmacy
MORPHINE SULFATE 15 MG TAB (IMMEDIATE RELEASE),$1 ,Pharmacy
MORPHINE SULFATE 20 MG/ML,$2 ,Pharmacy
DEXAMETHASONE CONCENTRATE 1 MG/ML,$2 ,Pharmacy
FLUTICASONE PROPIONATE 50 MCG NASAL INHALER,$102 ,Pharmacy
LIDOCAINE VISCOUS 2% 100 ML BTL,$28 ,Pharmacy
PredniSONE 5 MG TAB,$1 ,Pharmacy
DEXAMETHASONE 4 MG TAB,$3 ,Pharmacy
FUROSEMIDE 20 MG TAB,$1 ,Pharmacy
LITHIUM CARBONATE 300 MG CAP,$1 ,Pharmacy
PredniSONE 1 MG TAB,$1 ,Pharmacy
WARFARIN 1 MG TAB,$5 ,Pharmacy
WARFARIN 5 MG TAB,$6 ,Pharmacy
WARFARIN 2.5 MG TAB,$6 ,Pharmacy
MOXIFLOXACIN 0.5% OPTH SOLN 3 ML BTL,$352 ,Pharmacy
CIPROFLOXACIN/HYDROCORTISONE OTIC SOLN 10ML BTL,$634 ,Pharmacy
AMLODIPINE 5 MG TAB,$16 ,Pharmacy
AZITHROMYCIN 200 MG/5 ML 15 ML BTL,$312 ,Pharmacy
ATORVASTATIN 10 MG TAB,$27 ,Pharmacy
NITROGLYCERIN 0.4 MG SUBL,$3 ,Pharmacy
PREGABALIN 25 MG CAP,$19 ,Pharmacy
LEVOTHYROXINE 100 MCG (0.1 MG) TAB,$3 ,Pharmacy
VALSARTAN 80 MG TAB,$19 ,Pharmacy
MOXIFLOXACIN 400 MG TAB,$62 ,Pharmacy
NITROGLYCERIN 0.4 MG/HR PATCH,$4 ,Pharmacy
DILTIAZEM 60 MG TAB,$4 ,Pharmacy
MUPIROCIN 2% OINTMENT 22 GM TUBE,$163 ,Pharmacy
CILOSTAZOL 50 MG TAB,$4 ,Pharmacy
PENICILLIN V 125 MG/5 ML 100 ML BTL,$24 ,Pharmacy
PENICILLIN V 250 MG/5 ML 100 ML BTL,$27 ,Pharmacy
AMOXICILLIN 250 MG/5 ML 100ML BOTTLE,$18 ,Pharmacy
AMOXICILLIN 400 MG/5 ML 50ML BOTTLE,$15 ,Pharmacy
OLANZAPINE 5 MG TAB,$30 ,Pharmacy
VENLAFAXINE XR 75 MG CAPCR,$10 ,Pharmacy
PROPRANOLOL 40 MG TAB,$2 ,Pharmacy
FLUDROCORTISONE 0.1 MG TAB,$2 ,Pharmacy
ACETAMINOPHEN/CODEINE 120MG/12MG/5 ML ELIXIR,$1 ,Pharmacy
CITRIC ACID/SODIUM CITRATE 30 ML UD,$7 ,Pharmacy
LACTULOSE 20 GM/30 ML UDC,$2 ,Pharmacy
DIGOXIN 0.125 MG TAB,$5 ,Pharmacy
TRIAMCINOLONE 0.1% 15 GM TUBE,$17 ,Pharmacy
HYDROCORTISONE 2.5% CREAM 1 OZ TUBE,$6 ,Pharmacy
KETOCONAZOLE 2 % 30 GM TUBE,$101 ,Pharmacy
HYDROCORTISONE 2.5% OINTMENT 30 GM TUBE,$29 ,Pharmacy
LIDOCAINE HCL 35.44 GM TUBE,$533 ,Pharmacy
LIDOCAINE/PRILOCAINE 5 GM TUBE UD,$97 ,Pharmacy
HydroCHLOROthiazide 25 MG TAB, $-   ,Pharmacy
LAMOTRIGINE 25 MG TAB,$31 ,Pharmacy
ALBUTEROL HFA INHALER,$29 ,Pharmacy
FLUTICASONE/SALMETEROL 100 MCG/50 MCG 14 DOSE,$157 ,Pharmacy
FLUTICASONE/SALMETEROL 250 MCG/50 MCG 14 DOSE,$200 ,Pharmacy
FLUTICASONE/SALMETEROL 500 MCG/50 MCG 14 DOSE,$327 ,Pharmacy
DUTASTERIDE 0.5 MG CAP,$16 ,Pharmacy
FLUTICASONE 110 MCG INHALER,$519 ,Pharmacy
SUMATRIPTAN 50 MG TAB,$141 ,Pharmacy
VALACYCLOVIR 500 MG TAB,$30 ,Pharmacy
BUMETANIDE 1 MG TAB,$3 ,Pharmacy
SOTALOL 80 MG TAB,$6 ,Pharmacy
CHOLESTYRAMINE 4 GM PKT,$7 ,Pharmacy
TIZANIDINE HCL 4 MG TAB,$3 ,Pharmacy
BUDESONIDE/FORMOTEROL FUMARATE 6 GM INH,$230 ,Pharmacy
BUDESONIDE 180 MCG/DOSE FLEXHALER,$245 ,Pharmacy
"METOPROLOL 25 MG TABCR ""TopROL XL""",$3 ,Pharmacy
"BuPROPion ""XL"" (24HR) 150 MG TABCR",$95 ,Pharmacy
PHYTONADIONE 5 MG TAB,$131 ,Pharmacy
AlprazOLam 0.25 MG TAB,$2 ,Pharmacy
NIFEdipine 10 MG CAP,$2 ,Pharmacy
CARBIDOPA/LEVODOPA 10/100 TABLET,$2 ,Pharmacy
AMIODARONE 200 MG TAB,$17 ,Pharmacy
MIDODRINE 2.5 MG TAB,$4 ,Pharmacy
NITROGLYCERIN  2% 15 MG/INCH OINTMENT,$3 ,Pharmacy
ROSUVASTATIN CALCIUM 40 MG TAB,$22 ,Pharmacy
ROSUVASTATIN CALCIUM 5 MG TAB,$22 ,Pharmacy
NIFEdipine 30 MG TABCR,$3 ,Pharmacy
DIVALPROEX NA 250 MG (24HR) ER TAB,$5 ,Pharmacy
KETOROLAC 10 MG TAB,$5 ,Pharmacy
VERAPAMIL ER 180 MG TAB,$6 ,Pharmacy
"NITROFURANTOIN MONOHYDRATE ""MACROBID""100 MG CAP",$7 ,Pharmacy
MECLIZINE 25 MG TAB,$1 ,Pharmacy
OXYBUTYNIN XL 5 MG TAB,$7 ,Pharmacy
ETHYL CHLORIDE 120 ML CAN,$84 ,Pharmacy
PAIN EASE MEDIUM STRAM SPRAY,$76 ,Pharmacy
GENTIAN VIOLET 60 ML BTL,$22 ,Pharmacy
HYDROcodone/ACETAM 5 MG/325 MG TAB,$2 ,Pharmacy
HYDROcodone/ACETAM 7.5 MG/325 MG TAB,$2 ,Pharmacy
OXYCODONE/APAP 5/325MG TAB,$3 ,Pharmacy
OXYcodone 5 MG TAB IMMEDIATE RELEASE,$1 ,Pharmacy
HYDROmorphone HCL 2 MG TAB,$1 ,Pharmacy
METHADONE 10 MG TAB,$1 ,Pharmacy
MORPHINE SULFATE 15 MG TABCR,$4 ,Pharmacy
MORPHINE SULFATE 100 MG TABCR,$20 ,Pharmacy
SODIUM HYPOCHLORITE 0.125% 16 OZ BTL,$6 ,Pharmacy
THYROID 15 MG TAB,$2 ,Pharmacy
THYROID 60 MG TAB,$2 ,Pharmacy
MEMANTINE 10 MG TAB,$19 ,Pharmacy
NYSTATIN OINTMENT 30 GM TUBE,$54 ,Pharmacy
RACEPINEPHRINE 2.25% 0.5ML SVN,$4 ,Pharmacy
SODIUM CHLORIDE 3 ML NEB VIAL,$1 ,Pharmacy
PRIMIDONE 50 MG TAB,$1 ,Pharmacy
CAPSICUM OLEO RESIN 60 GM TUBE,$25 ,Pharmacy
HYDROXYUREA 500 MG CAP,$3 ,Pharmacy
ESTRADIOL 1 MG TAB,$2 ,Pharmacy
CLOTRIMAZOLE 10 MG TROCHE,$3 ,Pharmacy
CHARCOAL/SORBITOL 50 GM/240 ML TUBE,$49 ,Pharmacy
MIDAZOLAM 2 MG/ML SYRUP,$2 ,Pharmacy
NYSTATIN POWDER 30 GM BTL,$105 ,Pharmacy
HYDROCORTISONE 100 MG/60 ML ENEMA,$26 ,Pharmacy
BUDESONIDE 3 MG CAP,$51 ,Pharmacy
VERAPAMIL 80 MG TAB,$1 ,Pharmacy
PROPAFENONE 150 MG TAB,$4 ,Pharmacy
SUCRALFATE 1 GM TAB,$2 ,Pharmacy
PROMETHAZINE 25 MG SUPP,$37 ,Pharmacy
ACETAMIN/BUTALBITAL/CAFFEINE  TAB,$4 ,Pharmacy
"BuPROPion ""SR"" (12HR) 100 MG TABCR",$4 ,Pharmacy
PROMETHAZINE 25 MG TAB,$1 ,Pharmacy
PROPRANOLOL 10 MG TAB,$1 ,Pharmacy
ALBUTEROL/IPRATROPIUM 4 GM INH (COMBIVENT RESPIMAT,$402 ,Pharmacy
ClonIDINE 0.2 MG/PATCH,$217 ,Pharmacy
TELMISARTAN 20 MG TAB,$17 ,Pharmacy
TIOTROPIUM BROMIDE 18 MCG HANDIHALER DSPK,$113 ,Pharmacy
DABIGATRAN ETEXILATE 75 MG CAP,$17 ,Pharmacy
CARISOPRODOL 350 MG TAB,$2 ,Pharmacy
METHYLPREDNISOLONE 4 MG TAB,$3 ,Pharmacy
PHENOBARBITAL 64.8 MG TAB,$2 ,Pharmacy
NYSTATIN CREAM 30 GM TUBE,$54 ,Pharmacy
HALOPERIDOL 5 MG TAB,$2 ,Pharmacy
ISOSORBIDE DINITRATE 5 MG TAB,$2 ,Pharmacy
AMOXICILLIN/CLAVULANATE 500 MG/125 MG TAB,$8 ,Pharmacy
AMOXICILLIN/CLAVULANATE 875 MG/125 MG TAB,$11 ,Pharmacy
CLARITHROMYCIN 500 MG TAB,$13 ,Pharmacy
AMOXICILLIN 250 MG CAP,$1 ,Pharmacy
AMANTADINE 100 MG CAP,$4 ,Pharmacy
OXAZEPAM 10 MG CAP,$2 ,Pharmacy
LEVOTHYROXINE 88 MCG (0.088 MG) TAB,$1 ,Pharmacy
LEVOTHYROXINE 112 MCG (0.112 MG) TAB,$2 ,Pharmacy
AMOXICILLIN/CLAVULANATE K 600 MG/5 ML 75ML BTL,$101 ,Pharmacy
FENTANYL 12 MCG/PATCH TDSY,$38 ,Pharmacy
BACLOFEN 10 MG TAB,$5 ,Pharmacy
DIVALPROEX NA 500 MG (12HR) DELAYED-RELEASE TAB,$3 ,Pharmacy
NITROGLYCERIN 2.5 MG CAPCR,$2 ,Pharmacy
NITROGLYCERIN 6.5 MG CAPCR,$2 ,Pharmacy
MetronidAZOLE 250 MG TAB,$1 ,Pharmacy
OXYBUTYNIN 5 MG TAB,$2 ,Pharmacy
PRENATAL VITAMIN 1 EA TAB, $-   ,Pharmacy
NITROGLYCERIN 0.2 MG/HR PATCH,$4 ,Pharmacy
TraZOdone (Deseryl) 50 MG TAB,$1 ,Pharmacy
DRONABINOL 5 MG CAP,$26 ,Pharmacy
SILVER ANTIMICROBIAL GEL 1.5 OZ TUBE,$7 ,Pharmacy
SCOPOLAMINE 1.5 MG PATCH,$48 ,Pharmacy
PALIPERIDONE 3 MG TAB,$57 ,Pharmacy
BENZOCAINE/TETRACAINE/BUTAMBEN 56 GM CAN,$362 ,Pharmacy
SODIUM POLYSTYRENE SULFONATE 15 GM,$12 ,Pharmacy
ARIPIPRAZOLE 10 MG TAB,$60 ,Pharmacy
TRIHEXYPHENIDYL HCL 5 MG TAB,$3 ,Pharmacy
QUETIAPINE 25 MG TAB,$9 ,Pharmacy
QUETIAPINE 100 MG TAB,$15 ,Pharmacy
KETOROLAC TROMETHAMINE 0.5% (OPHTH) 3 ML BTL,$95 ,Pharmacy
ATROPINE SULFATE 1% OPTH SOLN 5 ML BOTTLE,$113 ,Pharmacy
FLUORESCEIN 1 EA STRP,$1 ,Pharmacy
LIDOCAINE 2% JELLY 5ML TUBE,$21 ,Pharmacy
CIPROFLOXACIN OPTH SOLN 5 ML BTL,$26 ,Pharmacy
NEOMYCIN/POLYMYXIN/HYDROCORT OTIC SOLN 10 ML BTL,$182 ,Pharmacy
ERYTHROMYCIN 1 GM TUBE,$26 ,Pharmacy
METHYLERGONOVINE 0.2 MG TAB,$138 ,Pharmacy
NITROGLYCERIN 0.1 MG/HR PATCH,$4 ,Pharmacy
LEVOFLOXACIN 500 MG TAB,$41 ,Pharmacy
MONTELUKAST 10 MG TAB,$12 ,Pharmacy
TELMISARTAN 80 MG TAB,$10 ,Pharmacy
CADEXOMER IODINE 40 GM TUBE,$246 ,Pharmacy
SILVER SULFADIAZINE 50 GM JAR,$36 ,Pharmacy
TRIAMCINOLONE 0.1% 15 GM TUBE,$13 ,Pharmacy
SODIUM POLYSTYRENE SULFONATE 15 GM/60 ML,$23 ,Pharmacy
ALFUZOSIN 10 MG TAB,$9 ,Pharmacy
DOXYCYCLINE 100 MG TAB,$13 ,Pharmacy
PHENAZOPYRIDINE HCL 95 MG TAB,$1 ,Pharmacy
CALCITONIN NASAL SPRAY 3.7 ML BTL,$214 ,Pharmacy
MEGESTROL 20 MG TAB,$2 ,Pharmacy
MEGESTROL 40 MG/ML SUSP,$2 ,Pharmacy
FLUOXETINE 10 MG CAP,$6 ,Pharmacy
AZITHROMYCIN 250 MG TAB,$17 ,Pharmacy
FLUoxetine HCL 40 MG CAP,$8 ,Pharmacy
HYDROcodone/ACETAM 10 MG/325 MG TAB,$4 ,Pharmacy
PredniSOLONE 1 MG/ML SYRUP,$2 ,Pharmacy
PrednisOLONE SYRUP 3 MG/ML,$1 ,Pharmacy
ACETAMINOPHEN/CODEINE 120MG/12MG/5 ML SOLN,$1 ,Pharmacy
PROMETHAZINE/CODEINE 6.25 MG/10 MG/5 ML SYRUP,$1 ,Pharmacy
SULFAMETHOXAZOLE/TRIMETHOPRIM 200 MG/5 ML BTL,$23 ,Pharmacy
RISPERIDONE 1 MG TAB,$27 ,Pharmacy
RIVAROXABAN 10 MG TAB,$35 ,Pharmacy
LEVETIRACETAM 500 MG TAB,$20 ,Pharmacy
METOLAZONE 2.5 MG TAB,$7 ,Pharmacy
PANTOPRAZOLE 40 MG TAB,$11 ,Pharmacy
FUROSEMIDE 40 MG TAB,$1 ,Pharmacy
SPIRONOLACTONE 25 MG TAB,$1 ,Pharmacy
AMITRIPTYLINE 25 MG TAB,$2 ,Pharmacy
DICYCLOMINE 10 MG CAP,$2 ,Pharmacy
AMITRIPTYLINE 10 MG TAB,$1 ,Pharmacy
CHLORDIAZEPOXIDE 25 MG CAP,$2 ,Pharmacy
ACETAMINOPHEN/CODEINE 300 MG/30 MG TAB,$1 ,Pharmacy
INDOMETHACIN 25 MG CAP,$1 ,Pharmacy
ClonIDINE 0.1 MG TAB,$1 ,Pharmacy
CHLORDIAZEPOXIDE 10 MG CAP,$2 ,Pharmacy
CARBAMAZEPINE 200 MG TAB,$4 ,Pharmacy
TRIAMTERENE/HCTZ 75 MG/50 MG TAB,$2 ,Pharmacy
DOXEPIN 25 MG CAP,$2 ,Pharmacy
LEVOTHYROXINE SODIUM 25 MCG (0.025 MG) TAB,$1 ,Pharmacy
CHLORPROMAZINE HCL 25 MG TAB,$20 ,Pharmacy
PROCHLORPERAZINE 10 MG TAB,$2 ,Pharmacy
THIORIDAZINE 25 MG TAB,$2 ,Pharmacy
PRAZOSIN HCL 1 MG CAP,$4 ,Pharmacy
CYCLOBENZAPRINE 10 MG TAB,$2 ,Pharmacy
METHOTREXATE 2.5 MG TAB,$13 ,Pharmacy
LOPERAMIDE HCL 2 MG/10 ML UDC,$2 ,Pharmacy
HALOPERIDOL 1 MG TAB,$1 ,Pharmacy
DILTIAZEM 30 MG TAB,$1 ,Pharmacy
ATENOLOL 25 MG TAB,$2 ,Pharmacy
NAPROXEN 500 MG TAB,$3 ,Pharmacy
GLIPIZIDE 5 MG TAB,$1 ,Pharmacy
GLYBURIDE 5 MG TAB,$1 ,Pharmacy
PENTOXIFYLLINE 400 MG TABCR,$3 ,Pharmacy
VERAPAMIL ER 120 MG TAB,$5 ,Pharmacy
PHENYTOIN 100 MG ER CAP,$2 ,Pharmacy
LABETALOL 100 MG TAB,$1 ,Pharmacy
TERAZOSIN 1 MG CAP,$4 ,Pharmacy
BuPROPion 75 MG TAB,$4 ,Pharmacy
DOXAZOSIN 1 MG TAB,$8 ,Pharmacy
BusPIRone 15 MG TAB,$4 ,Pharmacy
CARBIDOPA/LEVODOPA 25/100 MG TABCR,$2 ,Pharmacy
