Arrowhead Regional Medical Center,,,, Effective on 01/01/2019 ,,
42177725,274,1.447,BOOT LOWER LEG MEDIUM,$439.00 ,,L1980
42177733,274,1.447,BOOT LOWER LEG X-LARGE,$406.00 ,,L1980
42178095,274,1.447,"COLLAR, ASPEN ADULT-TALL",$181.00 ,,L0140
42178103,274,1.447,"COLLAR, ASPEN ADULT-X-LARGE",$382.72 ,,L0140
42178137,274,1.447,COLLAR ASPEN ADULT-REG,$181.00 ,,L0140
42178145,274,1.447,COLLAR ASPEN ADULT-SHORT,$382.72 ,,L0140
42179408,270,1.447,"TAPE CASTING 2""X4YD",$27.04 ,,Z7610
42179416,270,1.447,"TAPE CASTING 3""X4YD",$32.24 ,,Z7610
42179424,623,1.447,"TAPE CASTING 4""X4YD",$42.64 ,,Z7610
42179432,270,1.447,"TAPE CASTING 5""X4YD",$52.00 ,,Z7610
42179523,270,1.447,BAG SHOWER ADLT LET,$160.16 ,,Z7610
42179630,270,1.447,NERVE ULNAR,$29.12 ,,Z7610
42179632,270,1.447,NERVE WRAP PROTECTOR 7MM X 4CM,"$6,045.00 ",,Z7610
42185959,270,1.447,DERMABOND PEN BLACK DISP.,$149.00 ,,Z7610
42200048,270,1.447,TRACH TUBE FENESTRATED,$258.00 ,,Z7610
42200162,270,1.447,HOLDER ENDO TUBE NEONA,$83.20 ,,Z7610
42200192,270,1.472,ACAPELLA CHOICE VIBRATORY PEP,$351.00 ,,Z7610
42200196,270,1.447,"ADAPTER, SUCTION NEO-LINK",$86.32 ,,Z7610
42200261,270,1.447,ADAPTER PEEP,$100.88 ,,Z7610
42200303,270,1.447,ADAPTER AIRWAY,$171.60 ,,Z7610
42200402,270,1.447,CAP E-Z,$142.48 ,,Z7610
42200555,270,1.447,DEVICE HEADGEAR SML INFANT FLO,$77.00 ,,Z7610
42200580,270,1.4421,DEVICE FIXATION LAPAROSCOPIC,$751.00 ,,Z7610
42200585,270,1.447,DEVICE HEADGEAR XS INFANT FLO,$79.00 ,,Z7610
42200907,270,1.447,AEROCHANBER PLUS,$78.00 ,,Z7610
42200931,270,1.447,OPTICHAMBER W/MOUTHPIECE,$83.20 ,,Z7610
42200956,270,1.447,AEROVENT,$43.68 ,,Z7610
42200972,270,1.447,"CIRCUIT, HEATED",$84.24 ,,Z7610
42201186,270,1.447,MISTY OX GIN,$59.28 ,,Z7610
42201202,270,1.447,FLOW SENSOR - SPIROMETRY,$44.72 ,,Z7610
42201210,270,1.447,BAG AEROSOL DRAINAGE SYSTEM,$11.44 ,,Z7610
42201225,270,1.447,SMART CAPNOBLOC W/02 TUBING,$108.00 ,,Z7610
42201228,270,1.447,TUBING OXYGEN,$12.48 ,,Z7610
42201275,270,1.447,SET FILTER LINE ADLT/PED,$73.00 ,,Z7610
42201301,270,1.447,"FILTER, MICROGARD",$39.52 ,,Z7610
42201418,270,1.447,SPIROMETER INCENT,$32.24 ,,Z7610
42201731,270,1.447,CANNISTER F/WTR RES,$125.84 ,,Z7610
42201749,270,1.447,CONCHA WATER,$34.32 ,,Z7610
42202002,270,1.447,CANNULA NASAL,$12.48 ,,Z7610
42203604,270,1.447,CIRCUIT ISOTHERMAL,$101.92 ,,Z7610
42203620,270,1.447,"METER, PEAK FLOW - MEDSOURCE",$106.08 ,,Z7610
42203655,270,1.447,SMARTGUARD PUPIL ASSESS DATA,$150.00 ,,Z7610
42203851,270,1.447,"FILTER, HYGROBAC """"S""""",$27.04 ,,Z7610
42203877,270,1.447,INDICATOR IN LINE,$11.44 ,,Z7610
42203919,270,1.447,"FILTER, MICRON",$12.48 ,,Z7610
42204859,270,1.447,NEBULIZER NEB-U-MIST,$12.48 ,,Z7610
42204883,270,1.447,NEBULIZER PARI JET,$135.20 ,,Z7610
42205500,270,1.447,MASK MIST AEROSOL,$12.48 ,,Z7610
42205625,270,1.447,MASK PED,$12.48 ,,Z7610
42205658,270,1.447,MASK OXY ADL,$11.44 ,,Z7610
42205666,270,1.447,MASK TRACH ADLT,$12.48 ,,Z7610
42205682,270,1.447,"MASK, OXYGEN NON-REBREATHING",$13.52 ,,Z7610
42205708,270,1.447,"MASK, CPAP MEDIUM",$134.16 ,,Z7610
42205757,270,1.447,"MASK, CPAP, FULL-FAST, MED.",$329.68 ,,Z7610
42205856,270,1.447,NEBULIZER W/MOUTHPC T,$12.48 ,,Z7610
42205948,270,1.447,FINGER PROBE NEONAT,$170.56 ,,Z7610
42205955,270,1.447,FNGR PROBE ADLT,$145.60 ,,Z7610
42206524,270,1.447,STYLET SATIN SLIP,$27.04 ,,Z7610
42206839,270,1.447,TRAY TRACH CARE DISP,$15.60 ,,Z7610
42206888,270,1.447,TRIPLE LUMEN VENOUS CATH 7FR,$412.00 ,,Z7610
42207134,270,1.447,TUBE ENDO 6.0,$18.72 ,,Z7610
42207191,270,1.447,TUBE ENDO 7.0,$18.72 ,,Z7610
42207217,270,1.447,TUBE ENDO 7.5,$18.72 ,,Z7610
42207241,270,1.447,TUBE ENDO 8.0,$18.72 ,,Z7610
42207274,270,1.447,TUBE ENDO 8.5,$18.72 ,,Z7610
42207605,270,1.447,TUBE TRACH 4.0 UNCUFFED,$11.44 ,,Z7610
42207993,270,1.447,TRACH TU #6 7MM ID,"$1,071.20 ",,Z7610
42208009,270,1.447,"KIT, TRACH TUBE, CUFF 8.0 MM",$590.00 ,,Z7610
42208884,270,1.447,BAG RESUSCITATION ADULT,$114.40 ,,Z7610
42208900,270,1.447,ADAPTER,$12.48 ,,Z7610
42209403,270,1.447,TRACH TU W/VALVE #4,$457.60 ,,Z7610
42209429,270,1.447,TRACH TU CUFFLES #4,$420.16 ,,Z7610
42209460,270,1.447,TRACH TU W/VALVE #6,$466.96 ,,Z7610
42209486,270,1.447,TRACH TU CUFFLES #6,$451.36 ,,Z7610
42209510,270,1.447,TRACH TU LOW #8,$489.84 ,,Z7610
42209528,270,1.447,TRACH TU W/VALVE #8,$401.44 ,,Z7610
42209544,270,1.447,TRACH TU CUFFLES #8,$420.16 ,,Z7610
42209825,270,1.447,NEBULIZER MINI HEART,$132.08 ,,Z7610
42214965,270,1.447,BULB SYG 1OZ,$12.48 ,,Z7610
42220012,270,1.447,KIT TISS EXPNDR FILL,$153.92 ,,Z7610
42220038,270,1.447,TRAY BIOPSY 100MM,$440.96 ,,Z7610
42220046,270,1.447,TRAY PACING CATH 5F W/BALLOON,"$1,275.04 ",,Z7610
42220051,270,1.447,SET TISSOMAT SPRAY,$495.04 ,,Z7610
42220077,270,1.447,SYS MINI FISTULA WOUND POUCH,$536.34 ,,Z7610
42220099,270,1.447,SYS MINI FISTULA WOUND POUCH,$750.00 ,,Z7610
42220129,270,1.447,KIT SYG ABG,$14.56 ,,Z7610
42220334,270,1.447,14F AMT BRIDLE NASAL TUBE SYST,$600.00 ,,Z7610
42220336,270,1.447,16F AMT BRIDLE NASAL TUBE SYST,$600.00 ,,Z7610
42220338,270,1.447,18F AMT BRIDLE NASAL TUBE SYST,$600.00 ,,Z7610
42220385,270,1.447,KIT CATH 20G CENTRAL VENOUS,$256.00 ,,Z7610
42220392,270,1.447,CATH KIT TRILU 3.7FR,$464.88 ,,Z7610
42220400,270,1.447,CATH KIT SGL 18GA,$190.32 ,,Z7610
42220434,270,1.447,LOWER EXTREMITY KIT,$164.32 ,,Z7610
42220442,270,1.447,SPINE DRESSING KIT,$395.20 ,,Z7610
42220475,270,1.447,COLLECTION RESERVOIR,$419.13 ,,Z7610
42220480,270,1.447,ASPIRATION & ANTICOAGULATION,$182.61 ,,Z7610
42220485,270,1.447,BOWL HEMOLITE 125ML PED LOW,$802.35 ,,Z7610
42220510,270,1.447,SET LAP/CHOLE ANGIO CA,$758.16 ,,Z7610
42220522,270,1.447,CATH TRIPLE LUMEN,$297.36 ,,Z7610
42220530,270,1.4631,"TRAY STRL PRCDR 11GX4"" W/NDL",$912.00 ,,Z7610
42220535,270,1.4631,"TRAY STRL PRCDR 11GX6"" W/NDL",$912.00 ,,Z7610
42220540,270,1.4631,ON CONTROL BONE MRRW NDL 11GX4,$824.00 ,,Z7610
42220545,270,1.4631,ON CONTROL BONE MRRW NDL 11GX6,$824.00 ,,Z7610
42220550,270,1.4631,ON CONTROL POWER DRIVER,"$4,168.00 ",,Z7610
42220582,270,1.447,TRAY CATH PICC 1.9FR,$340.08 ,,Z7610
42220590,270,1.447,CATH KIT MULT,$733.20 ,,Z7610
42220608,270,1.447,"TRAY, URETERAL 15FR",$28.08 ,,Z7610
42220665,270,1.447,TRAY NEONATAL PICC,$173.00 ,,Z7610
42220675,270,1.447,TRAY PICC NEONATAL,$320.00 ,,Z7610
42220707,270,1.447,TRAY DRESSING W/OPSITE,$30.16 ,,Z7610
42220806,270,1.447,TRAY FOLEY 16FR 5CC,$164.32 ,,Z7610
42220814,270,1.447,"SUTURE SET, DISPOSABLE",$37.44 ,,Z7610
42220822,270,1.447,TRAY FOLEY 18FR,$144.56 ,,Z7610
42220855,270,1.447,KIT INTRO 8FR 8F,$322.40 ,,Z7610
42220889,270,1.447,SET RADIAL ARTERY CATH 20GA,$169.52 ,,Z7610
42220930,270,1.447,SYS TUBING CELL SAVER BASIC,$107.00 ,,Z7610
42220935,270,1.447,SESERVOIR COLLECTION,$230.00 ,,Z7610
42221341,270,1.447,BAG URETERAL DRAINAGE,$76.96 ,,Z7610
42221344,270,1.447,DRAINAGE POUCH SET,$109.20 ,,Z7610
42221366,270,1.447,TRAY FOLEY 16FR 5CC URIMETER,$290.16 ,,Z7610
42221374,270,1.447,TRAY FOLEY 18FR 5CC,$208.00 ,,Z7610
42221465,270,1.447,"KIT, FEEDING JEJUNAL 9FR",$583.44 ,,Z7610
42221523,270,1.447,BLD TRANSFUS SET,$129.70 ,,Z7610
42221549,270,1.447,LAPAROSCOPIC SYSTEM,$820.56 ,,Z7610
42221550,270,1.447,IRRIGATOR NEZHAT DORSEY W/TIP,$807.00 ,,Z7610
42221580,270,1.447,TRAY AMNIOCENTESIS,$135.20 ,,Z7610
42221606,270,1.447,SET AUTOTRANSFUSION,$993.20 ,,Z7610
42221622,270,1.447,BREAST DBL PUMP KIT,$344.24 ,,Z7610
42221625,270,1.447,KIT BREAST PUMP DBL DUET,$153.00 ,,Z7610
42221705,270,1.447,PRESSURE MONITORING,$126.88 ,,Z7610
42221710,270,1.447,ENDOVIVE SAFETY PEG,$675.00 ,,Z7610
42221721,270,1.447,PONSKY PEG KIT,$675.00 ,,Z7610
42221727,270,1.447,KIT 20F SAFETY PEG PULL,$675.00 ,,Z7610
42221739,270,1.447,GASTRIC LAVAGE,$612.56 ,,Z7610
42221747,270,1.447,PERITONEAL LAVAGE KIT,$252.72 ,,Z7610
42221788,270,1.447,KIT LUMBAR DRAINAGE,"$1,976.00 ",,Z7610
42222079,279,1.447,KIT WILSON RADIOLUCENT,$701.00 ,,
42222091,270,1.447,TRAY LUMBAR PUNCTURE NEONATE,$118.56 ,,Z7610
42222100,270,1.447,TRAY LUMBAR PUNCTURE 20G X 3.5,$106.14 ,,Z7610
42222109,270,1.447,TRAY LUMBAR PUNCTURE ADULT,$61.00 ,,Z7610
42222133,270,1.447,TRAY LUMBAR PUNCT INFANT 22GA,$80.08 ,,Z7610
42222158,270,1.447,SIMPULSE SOLO W/SPLASH,$561.60 ,,Z7610
42222170,270,1.447,HANDPIECE INTERPULSE W/SFT TIP,$275.00 ,,Z7610
42222752,270,1.447,TRAY PREP SHAVE D,$12.48 ,,Z7610
42222901,270,1.447,IV START KIT,$31.20 ,,Z7610
42223016,270,1.447,TRAY EPIDURAL ANESTH,$131.00 ,,Z7610
42223057,270,1.447,TRAY SPINAL WHITACRE 25GA,$143.52 ,,Z7610
42223065,270,1.447,TRAY PUDENDAL ANESTHESIA,$121.68 ,,Z7610
42223081,270,1.447,TRAY EPIDURAL SINGLE,$194.48 ,,Z7610
42223090,270,1.447,TRAY EPIDURAL ANESTH,$152.00 ,,Z7610
42223255,270,1.447,TRANSDUCER SINGLE,$131.04 ,,Z7610
42223289,270,1.447,TRANSDUCER DUAL,$555.36 ,,Z7610
42223305,270,1.447,TRANSDUCER SAFE-SET,$265.20 ,,Z7610
42223784,270,1.447,TRAY LACERATION LATEX-FREE,$135.00 ,,Z7610
42223800,270,1.447,KIT HEARING SCREENING,$120.00 ,,Z9725
42223805,270,1.447,TRAY FOLEY CATH 18F W URIMETER,$120.00 ,,Z7610
42223806,270,1.447,METER URINE 18F SURESTEP,$123.00 ,,Z7610
42223810,270,1.447,TRAY FOLEY CATH 18F,$89.00 ,,Z7610
42223811,270,1.447,TRAY FOLEY 18 F IC W/ FSD,$94.00 ,,Z7610
42223812,250,1.447,FOLEY 16 F LUBRISIL IC,$196.00 ,,Z7610
42223820,270,1.447,TRAY FOLEY CATH 16F,$89.00 ,,Z7610
42223821,270,1.447,TRAY FOLEY 16F IC,$94.00 ,,Z7610
42223825,270,1.447,KIT URINE METER 16F FOLEY,$120.00 ,,Z7610
42223826,270,1.447,URINE METER 16F W/STATELOCK,$123.00 ,,Z7610
42223909,270,1.447,TRAY PICC CATH 3F COMP,"$1,417.52 ",,Z7610
42223917,270,1.447,TRAY PRO GROSHONG 4FR,$353.60 ,,Z7610
42223957,270,1.447,TRAY PICC 6FR TRIPLE LUMEN,"$1,575.00 ",,Z7610
42223958,270,1.447,CATH INTRAUTERINE,$377.52 ,,Z7610
42224105,270,1.447,KIT LEEP REDI,$270.40 ,,Z7610
42224113,270,1.447,"DRAIN,SAHARA CONT FLOW",$492.00 ,,Z7610
42224130,270,1.4421,UNIT CHEST DRAINAGE ADLT,$340.00 ,,Z7610
42290304,270,1.447,SET EPID PUMP PROVID 8,$193.44 ,,Z7610
42290305,270,1.447,TUBING CHAMBER NV YLW STRIPE,$73.77 ,,Z7610
42290311,270,1.447,TUBING PUMP M,$71.20 ,,Z7610
42290353,270,1.447,SET EXTENSION,$20.80 ,,Z7610
42290361,270,1.447,SET ANES 2 102,$31.50 ,,Z7610
42290494,270,1.447,SET ADDITIVE 2 INJ,$11.00 ,,Z7610
42290650,270,1.447,BLOOD PUMP SET 85,$23.92 ,,Z7610
42290750,270,1.447,SET ADMIN BLOOD W/30ML SYR,$60.00 ,,Z7610
42290767,270,1.447,SET BLOOD DONOR,$31.20 ,,Z7610
42290932,270,1.447,"SET EXT 54"" SM BORE",$16.64 ,,Z7610
42290940,270,1.447,"SET MICROBORE EXT 60""",$10.40 ,,Z7610
42290965,270,1.447,SET BIFURATED LOW VOLUME,$17.68 ,,Z7610
42291401,270,1.447,"CATH UMBILICAL 3.5FR 15""",$132.08 ,,Z7610
42293308,270,1.447,BAG E-PUMP FEEDING 1000ML,$47.84 ,,Z7610
42293423,270,1.447,SET PCA W/INJECTOR,$54.08 ,,Z7610
42293696,270,1.447,PRESSURE BAG,$126.00 ,,Z7610
42294033,270,1.447,ANTI-REFLUX VALVE,$83.20 ,,Z7610
42294157,270,1.447,"SET EXT 8"" S/B W/CLAMP",$12.48 ,,Z7610
42294207,270,1.447,"TUBE EXT 30""""",$12.48 ,,Z7610
42294355,270,1.447,"TUBE FEEDING 8FR 15""",$12.48 ,,Z7610
42295055,270,1.447,SET NITROGLYCERIN LIPID,$59.28 ,,Z7610
42295063,270,1.447,"TUBING, 5/16 PRE-CUT 8'",$65.52 ,,Z7610
42295154,270,1.447,SET BLOOD ADMIN Y SITE,$67.60 ,,Z7610
42295253,270,1.447,SET METRISET W/2 INJ SITES,$55.12 ,,Z7610
42295352,270,1.447,SET MINI ADDITIVE DROP,$12.48 ,,Z7610
42295402,270,1.447,"SET SECONDARY 40"" W/O",$16.64 ,,Z7610
42300053,270,1.447,BLANKET PT WARMTCH COMPL SYST,$44.88 ,,Z7610
42300061,270,1.447,BLANKET WARMING UPPER BODY CAR,$32.00 ,,Z7610
42300103,270,1.447,PAD HYPO 24X30,$121.68 ,,Z7610
42300152,270,1.447,PAD HYPO/HYPERTHE 24X60,$165.36 ,,Z7610
42300186,270,1.447,DISPOSAPROBE,$75.92 ,,Z7610
42300251,270,1.447,"TUBING CORR-A-FLEX 6""",$73.84 ,,Z7610
42300400,270,1.447,"TUBING, KLEIN",$120.64 ,,Z7610
42300509,270,1.447,VACUUM KIWI W/INDICATOR,$282.88 ,,Z7610
42300700,270,1.447,SYS VACUUM KIWI/INDICATOR LF,$181.00 ,,Z7610
42304451,270,1.447,TUBE SUCTION 3/16 X 6',$12.48 ,,Z7610
42320044,270,1.447,FORCEP KELLY STRAIGHT STR.,$30.16 ,,Z7610
42320051,270,1.447,FORCEP KELLY CURVED STR.,$32.24 ,,Z7610
42320275,270,1.447,AIRWAY NASOPH 26,$33.28 ,,Z7610
42320283,270,1.447,AIRWAY NASOPH,$27.70 ,,Z7610
42320291,270,1.447,AIRWAY NASO 30FR,$32.24 ,,Z7610
42320309,270,1.447,AIRWAY NASO 32FR,$32.24 ,,Z7610
42320680,636,1.408,GRAFT MESH 4CM X 4.5CM EPIFIX,"$4,882.00 ",,Q4131
42320820,270,1.447,EAR CURRETTES,$12.48 ,,Z7610
42320853,270,1.447,"PAPILLIOTOME, APOLLO 3","$1,263.60 ",,Z7610
42320866,270,1.447,WIRE GUIDE .035 STR,"$1,262.56 ",,Z7610
42321026,270,1.447,MASK ADLT SM,$127.92 ,,Z7610
42321083,270,1.447,MASK CHILD,$26.00 ,,Z7610
42321120,270,1.447,MASK FACE PED X-SM DISP,$329.00 ,,Z7610
42321836,270,1.447,ICE BAG SMALL,$17.68 ,,Z7610
42321844,270,1.447,"ICEPACK, LARGE",$17.68 ,,Z7610
42322123,270,1.447,DERMATOME BLADE,$289.12 ,,Z7610
42322826,270,1.447,PREMICIDE,$12.48 ,,Z7610
42322842,270,1.447,PREMICIDE 1200CC CANISTER,$12.48 ,,Z7610
42322859,270,1.447,CANNISTER 1200CC,$16.64 ,,Z7610
42322875,270,1.447,CANNISTER 3000CC,$20.80 ,,Z7610
42322958,270,1.447,VASCULAR TIE-RED MAXI,$20.80 ,,Z7610
42323022,270,1.447,TIP CAUTERY FINE,$61.00 ,,Z7610
42323097,270,1.447,HOLDER INSTRUMENT SURG-KIT,$26.00 ,,Z7610
42323519,270,1.447,POUCH IOBAN C-SECTION INCISE,$159.12 ,,Z7610
42324525,623,1.447,BDG GZ XEROFOAM 5X9,$12.48 ,,Z7610
42324541,270,1.447,"GAUZE, XEROFORM 1X8""",$12.48 ,,Z7610
42324608,270,1.447,KIT SHROUD XL,$27.00 ,,Z7610
42324657,270,1.447,SPEC MEASURE,$12.48 ,,Z7610
42324970,270,1.447,NERVE LOCATOR STI,$482.56 ,,Z7610
42324978,270,1.445,SONOPLEX STIM 21GX 100MM,$108.00 ,,Z7610
42325712,270,1.447,CURETTE URINE EXPLORA 3MM,$70.72 ,,Z7610
42325928,270,1.447,TIP SUCTION YANKAEUR W/IRRIG,"$1,350.96 ",,Z7610
42325936,270,1.447,SUCT SYS,"$1,312.48 ",,Z7610
42326060,270,1.447,TUBING VERSALIGHT YAUKER,$716.00 ,,Z7610
42326065,270,1.447,TUBING VERSALIGHT MINI 12FR,$802.00 ,,Z7610
42326538,270,1.447,TUBE SALEM SUMP 16FR,$13.52 ,,Z7610
42326546,270,1.447,"TUBE SALEM SUMP 18FR 48""",$64.48 ,,Z7610
42326553,270,1.447,"TUBE SALEM SUMP 14FR 48""",$64.48 ,,Z7610
42326579,270,1.447,TUBE SALEM SUMP 10FR,$71.76 ,,Z7610
42326652,270,1.447,TUBE CONN. 1/4X12' NON-STR,$12.48 ,,Z7610
42327437,270,1.447,MATT ARTHRO-SPG,$192.40 ,,Z7610
42327601,270,1.447,DRAPE OPMI LNG STYLE,$295.36 ,,Z7610
42327668,270,1.447,DRAPE URO/GYN BARRIER,$407.68 ,,Z7610
42327670,270,1.447,"DRAPE LEICA 46X120"" OH3",$249.00 ,,Z7610
42328161,270,1.447,VACURETT CR  9,$66.56 ,,Z7610
42328179,270,1.447,VACURETT CR 10,$45.76 ,,Z7610
42329029,270,1.447,LAMINERIA DIL MED,$99.84 ,,Z7610
42329300,270,1.447,HOLDER LIMB DISP W/BUCKLE,$14.56 ,,Z7610
42329722,270,1.447,RESTRAINT WRIST GUERNE,$175.76 ,,Z7610
42329730,270,1.447,RESTRAINT ANKLE GUERNE,$175.76 ,,Z7610
42329748,270,1.447,CUFF ANKLE,$111.00 ,,Z7610
42329755,270,1.447,CUFF ANKLE,$215.28 ,,Z7610
42329763,270,1.447,MITTS SECURE,$208.00 ,,Z7610
42329805,270,1.447,MITT SECURITY,$245.44 ,,Z7610
42330696,270,1.447,SILVER NITRATE,$190.00 ,,Z7610
42331165,270,1.447,BELT FETAL MONITORING,$15.60 ,,Z7610
42331454,270,1.447,EVACUATED CONTAINER 500ML,$23.92 ,,Z7610
42331462,270,1.447,CONTAINER EVACUATION,$27.04 ,,Z7610
42331610,270,1.447,AQUACEL AG SURGICAL COVER 3X6,$175.00 ,,
42331621,270,1.447,AQUACEL AG SURGICAL COVER 3X10,$218.00 ,,
42331660,270,1.447,PERF CRAN DGR-0,"$1,417.52 ",,Z7610
42331730,270,1.447,ABSORBER MULTIFOAM WHT/VIOLET,$122.00 ,,Z7610
42331900,270,1.447,C-ARM DRAPE,$203.00 ,,Z7610
42332569,270,1.447,SET EXTENSION 4' TPORT,$12.48 ,,Z7610
42332700,270,1.447,HEEL WARM INF,$16.64 ,,Z7610
42332858,270,1.447,SET BLOOD WARMER ST D100,$694.72 ,,Z7610
42332874,270,1.447,SET BLOOD & FLUID,$141.44 ,,Z7610
42333013,270,1.447,ELECTRODE MONOPOLAR,$24.96 ,,Z7610
42333146,270,1.447,ELECTRODE NEONATAL,$27.04 ,,Z7610
42333211,270,1.447,HOOK ELECTRODE,$593.84 ,,Z7610
42333245,270,1.447,BLOOD FILTER,$79.00 ,,Z7610
42333500,636,1.447,IUD PARAGARD,"$1,400.00 ",J7300,J7300
42333674,270,1.447,LENS THERAPEUTIC MORGAN,$136.24 ,,Z7610
42333716,270,1.447,PASTE MONSEL,$113.36 ,,Z7610
42333724,270,1.447,"TUBING, SMOKE EVACUATOR",$93.00 ,,Z7610
42333740,270,1.447,PAD LEEP PT. RETURN,$77.00 ,,Z7610
42333781,270,1.447,ELECTRODE WIRE LEEP,$97.76 ,,Z7610
42333815,270,1.447,REDUCER FOR SMOKE EVACUATOR,$43.68 ,,Z7610
42333864,270,1.447,ELECTRODE 5MM,$82.16 ,,Z7610
42333877,270,1.447,COSEAL SURGICAL SEALANT 4ML,"$3,330.00 ",,Z7610
42333900,270,1.447,COSEAL APPLICATOR,$237.00 ,,Z7610
42333911,270,1.447,FLOSEAL APPLICATOR,$511.68 ,,Z7610
42334458,270,1.447,"PUMP, BREAST MANUAL",$196.56 ,,Z7610
42334944,270,1.447,WIPE ALOE VESTA,$15.60 ,,Z7610
42335083,270,1.447,EYE SHIELD #3,$19.76 ,,Z7610
42335125,270,1.447,SHIELD EYE BILI PREMIE,$31.20 ,,Z7610
42335133,270,1.447,SHIELD EYE,$28.08 ,,Z7610
42335398,270,1.447,GELFOAM POWDER,$565.38 ,,Z7610
42335406,270,1.447,SPONGE COLLAGEN,$145.60 ,,Z7610
42335455,270,1.447,SPONGE COLLAGEN,$290.16 ,,Z7610
42335505,270,1.447,ULTRAFOAM  100 COMPRESSED,$256.00 ,,Z7610
42335521,270,1.447,SPONGE GELFOAM #100,$428.48 ,,Z7610
42335711,270,1.447,ADAPTER VALVE LOPEZ,$20.80 ,,Z7610
42335828,270,1.447,"SURGICEL NU-KNIT 6X9""","$1,449.76 ",,Z7610
42335836,270,1.447,"SURGICAL 2""X3""",$217.00 ,,Z7610
42335840,270,1.447,"SURGICAL 1/2X2""",$238.00 ,,Z7610
42335845,270,1.4421,"SURGICEL FIBRILLAR 2""X4""",$960.00 ,,Z7610
42335846,270,1.4421,SURGICEL FIBRILLAR,"$5,758.00 ",,Z7610
42336895,270,1.447,BIOSENTRY TRACT SEALANT,"$1,650.00 ",,Z7610
42337001,270,1.447,TISSEEL W/DIPLOJET KIT 4ML,"$2,468.00 ",,Z7610
42337006,279,1.447,TISSEEL VH FIBRIN SEALANT 4ML,"$2,026.00 ",,
42337010,279,1.4421,TISSEEL W/DUPLOJET KIT 10ML,"$4,652.00 ",,
42337011,270,1.447,TISSEEL W/DUPLOJET KIT 2ML,"$1,109.00 ",,Z7610
42337014,279,1.447,TISSEEL VH FIBRIN SEALANT 10ML,"$4,956.00 ",,
42337022,270,1.447,FLOSEAL HEMOSTATIC MATRIX 5ML,"$1,497.60 ",,Z7610
42337033,270,1.447,FLOSEAL HEMOSTATIC MATRIX 10ML,"$2,065.00 ",,Z7610
42337044,270,1.447,SOLN ADHESION REDUCTION ADEPT,"$1,834.56 ",,Z7610
42337111,270,1.447,TISSEAL READY TO USE 2ML,"$1,072.00 ",,Z7610
42337122,270,1.447,TISSEAL READY TO USE 4ML,"$1,795.00 ",,Z7610
42337133,270,1.447,TISSEAL READY TO USE 10 ML,"$3,148.00 ",,Z7610
42337551,270,1.447,BLADDER EVACUATOR DISPOBLE,$71.00 ,,Z7610
42337565,270,1.447,SHIELD SPLASH MED,$79.00 ,,Z7610
42337576,270,1.447,SHIELD SPLASH  LARGE,$122.72 ,,Z7610
42337626,270,1.447,DRAIN BLAKE 7MM,$336.96 ,,Z7610
42337634,270,1.447,DRAIN BLAKE FLAT 10MM,$265.20 ,,Z7610
42340018,270,1.447,"POUCH,1ST CHOICE UROSTOMY 2.5""",$52.00 ,,Z7610
42340034,270,1.447,ADAPTER UROSTOMY DRAIN TUBE,$22.88 ,,Z7610
42345975,270,1.447,POUCH DRAINABLE PREMIER,$36.40 ,,Z7610
42350017,270,1.447,CABLE PACEMAKER,$116.00 ,,Z7610
42351148,270,1.447,RESUSC BAG,$114.40 ,,Z7610
42351155,270,1.447,BAG RESUSC INF,$150.80 ,,Z7610
42351163,270,1.447,BAG HYPERINFLAT SYS,$113.36 ,,Z7610
42351170,270,1.447,BAG RESUS INFANT,$236.22 ,,Z7610
42351175,270,1.447,BAG HYPER W/INFANT MASK & CAP,$101.00 ,,Z7610
42431260,272,1.447,"CATHETER, URETERAL",$205.00 ,,Z7610
42454066,270,1.447,MICROLIPID 120ML,$12.00 ,,Z7610
42454181,270,1.447,FIBERSOURCE 250ML,$12.48 ,,Z7610
42454207,270,1.447,ENSURE COMPLETE CHOC 8oz,$3.88 ,,Z7610
42454223,270,1.447,ENSURE COMPLETE STRAWBERRY 8oz,$3.88 ,,Z7610
42455824,270,1.447,PRO-PEPTIDE UNFLAVORED,$39.00 ,,Z7610
42455990,270,1.447,NUTRITION FIBER 4/7.2OZ POWDER,$64.00 ,,Z7610
42460580,279,1.4421,BACTISURE WOUND LAVAGE,"$4,902.00 ",,Z7610
42502179,270,1.447,CUFF ADLT 27-46CM,$45.00 ,,Z7610
42502211,270,1.447,CUFF DISP NEONATAL #2,$32.24 ,,Z7610
42503409,270,1.447,SET CUFF BP ISOLATION,$156.00 ,,Z7610
42503508,270,1.447,"TOURNIQUET 18""",$189.00 ,,Z7610
42503557,270,1.447,"TOURNIQUET 24"" YELLOW",$211.00 ,,Z7610
42503607,270,1.447,"TOURNIQUET 35"" PURPLE",$243.00 ,,Z7610
42503615,270,1.447,"ALIGEL HORSESHOE DONUT, ADULT",$680.00 ,,Z7610
42503622,270,1.447,WEDGE NO-SLIP X-LONG STANDARD,$582.40 ,,Z7610
42503633,270,1.447,WEDGE NO-SLIP STANDARD,$516.88 ,,Z7610
42658323,270,1.4631,TORCON NB VS2 CATHETER,$156.00 ,,Z7610
42658325,272,1.447,TORCON MPA CATHETER 5FR 100CM,$132.00 ,,Z7610
42658355,270,1.4631,VD2 CATHETER,$170.00 ,,Z7610
42700906,270,1.447,ENT INST,$18.72 ,,Z7610
