HSP,MNEMONIC,BILLING DESCRIPTION,CHARGE
EMC,471012379,MITOMYCIN PER 5MG IJ,"$2,097.94"
EMC,471099912,RX ISOVUE 370MG/ML 100ML,"$1,043.81"
EMC,471099914,RX ISOVUE 370MG/ML 50ML,$315.43
EMC,471099915,RX ISOVUE 370MG/ML 150ML,"$1,444.06"
EMC,471099928,RX VISIPAQUE 320MG/ML 150ML,"$1,689.75"
EMC,471099931,RX MAGNEVIST INJ 20ML,$886.25
EMC,471099932,RX PROHANCE INJ 20ML,"$1,122.31"
EMC,471099933,RX VISIPAQUE 320MG/ML 50ML,$394.02
EMC,471099938,RX ISOVUE 300MG/ML 100ML,$940.51
EMC,471099942,RX ISOVUE 200MG/ML 20ML,$900.39
EMC,471099943,RX CYSTOGRAFIN 300ML,$590.18
EMC,471099944,RX GASTROGRAFIN 120ML,$676.46
EMC,471099947,RX GASTROGRAFIN 30ML,$234.67
EMC,471099951,RX OMNIPAQUE 300 MG/ML 100 ML,$967.23
EMC,471099953,PHENYLEPHRINE OP SOL 2.5% 15ML,$961.00
EMC,471099954,FLUCONAZOLE.NS INJ 200MG/100ML,$205.93
EMC,471099955,FLUCONAZOLE/NS INJ 400MG,$205.93
EMC,471099956,GLIMEPIRIDE TAB 1MG,$9.59
EMC,471099957,BUTORPHANOL TARTRATE 1MG INJ,$219.66
EMC,471099959,CLONID/EPI/KETOR/ROP/NS 100ML,$350.76
EMC,471099960,CA ONC MUCOSITIS SUSP 5ML,$48.05
EMC,471099961,HEPARIN SOD INJ 2 UNIT/2 ML,$205.93
EMC,471099962,PROVIDONE-IODINE OP SOL 5% 5ML,"$3,329.00"
EMC,471099963,CARIMUNE NF 12 GM VIAL,"$12,044.50"
EMC,471099964,TREANDA HCL INJ 180 MG,"$21,549.28"
EMC,471099965,TREANDA HCL INJ 45 MG,$0.00
EMC,471099966,LIDOCAINE-PF INJ 2% 2 ML VIAL,$190.67
EMC,471099967,VECURONIUM INJ 20 MG VIAL,$190.67
EMC,471099968,CEFDINIR 300 MG CAP,$45.51
EMC,471099969,KETOCONAZOLE CRM 2% 15 GM,$274.95
EMC,471099970,DOCETAXEL INJ 20MG/ML 7ML VIAL,"$7,228.07"
EMC,471099971,TROLAMINE SALICY CRM 10% 85 GM,$48.85
EMC,471099972,PERFLUTREN LIPID MICRO INJ 2ML,$969.89
EMC,471099973,NIVOLUMAB INJ 100MG/10ML VIAL,"$26,379.19"
EMC,471099974,NIVOLUMAB INJ 40MG/4ML VIAL,"$10,395.77"
EMC,471099976,FENTANYL/BUP 200MCG/0.125 50ML,$364.13
EMC,471099977,CETACAINE TOP 20 GM SPRAY,$644.23
EMC,471099978,TROPICAMIDE OPTH 1% 15 ML,$366.52
EMC,471099979,ZOLEDRONIC ACID INJ 4 MG/100ML,"$6,299.87"
EMC,471099981,TRYP/BALSAM/CAST OIL SPRAY 2oz,$134.80
EMC,471099982,GLIMUMAB INJ 50 MG/4 ML,"$14,868.93"
EMC,471099983,DOCOSANOL CRM 10% 2 GM,$157.32
EMC,471099984,TBO-FILGRASTIM INJ 300 MCG,"$2,667.98"
EMC,471099985,TBO-FILGRASTIM INJ 480 MCG,"$4,269.85"
EMC,471099986,VINCRISTINE INJ 2 MG/2 ML,$114.07
EMC,471099987,BENDAMUSTINE INJ 25 MG/ML,"$6,207.62"
EMC,471099988,MYCOPHENOLATE ACID TAB 180 MG,$40.65
EMC,471099989,DARATUMUMAB INJ 100 MG/5 ML,"$4,804.98"
EMC,471099990,DARATUMUMAB INJ 400 MG/20 ML,"$19,219.94"
EMC,471099992,FAMOTIDINE/NS INJ 20MG/50ML BG,$205.93
EMC,471099993,MULTIVITAMIN/IRON ORAL 1ML SOL,$7.18
EMC,471099994,MORPHINE ORAL 0.4 MG/ML SOL,$3.03
EMC,471099995,DOCETAXEL INJ 20 MG/ML VIAL,"$3,249.15"
EMC,471099996,DOPAMINE INJ 200MG/5ML,$23.67
EMC,471099997,PREDISOLONE OPTH 1% SUSP 1 ML,$246.74
EMC,471099998,RIVAROXABAN TAB 20 MG,$118.61
EMC,471099999,IMMUNE GLOBULIN INJ 10GM,"$18,013.35"
EMC,471100020,MANNITOL INJ 20% 500 ML BTL,$350.44
EMC,471100040,DEXTROSE 70% IVSOLN 1000 ML,$178.20
EMC,471100043,DEXTRAN-40/D5W IV 500 ML BAG,$224.62
EMC,471100065,SODIUM CHL IV 3% 500 ML BAG,$190.67
EMC,471100070,D10-1/4NS IVSOLN 250 ML BTL,$178.20
EMC,471100075,D5-1/4NS IVSOLN 250 ML BAG,$178.20
EMC,471100085,D5W IVSOLN 1000 ML BAG,$190.67
EMC,471100090,D5W IVSOLN 500 ML BAG,$178.20
EMC,471100095,D5W IVSOLN 250 ML BAG,$178.20
EMC,471100097,NS IVSOLN 100 ML MINIBAG,$190.67
EMC,471100100,D5W IVSOLN 100 ML BAG,$178.20
EMC,471100105,D5W IVSOLN 50 ML BAG,$178.20
EMC,471100110,D10W IVSOLN 1000 ML BAG,$178.20
EMC,471100120,D5-NS IVSOLN 1000 ML BAG,$178.20
EMC,471100125,D5-NS IVSOLN 500 ML BAG,$178.20
EMC,471100130,D5-1/2NS IVSOLN 1000 ML BAG,$178.20
EMC,471100135,D5-1/2NS IVSOLN 500 ML BAG,$178.20
EMC,471100140,D5-1/4NS IVSOLN 1000 ML BAG,$178.20
EMC,471100145,D5-1/4NS IVSOLN 500 ML BAG,$178.20
EMC,471100149,LACT RINGERS IVSOLN 1000 ML,$181.76
EMC,471100150,LACT RINGERS IVSOLN 500 ML,$178.20
EMC,471100155,D5-LR IVSOLN 1000 ML BAG,$190.67
EMC,471100160,D5-LR IVSOLN 500 ML BAG,$178.20
EMC,471100165,NORMAL SALINE IV 1000 ML BAG,$181.76
EMC,471100170,NORMAL SALINE IV 250 ML BAG,$183.55
EMC,471100172,NORMAL SALINE IV 150 ML BAG,$190.67
EMC,471100173,NORMAL SALINE IV 500 ML BAG,$190.67
EMC,471100175,NORMAL SALINE IV 100 ML BAG,$190.67
EMC,471100176,NORMAL SALINE IV 100ML ADD BAG,$190.67
EMC,471100180,NORMAL SALINE IV 50 ML BAG,$190.67
EMC,471100185,1/2 NOMAL SALINE IV 1000 ML,$178.20
EMC,471100205,WATER STERILE INJ 1000 ML BAG,$178.20
EMC,471100225,FAT EMULSION IVSOLN 20% 500 ML,"$4,033.57"
EMC,471100226,FAT EMULSION IVSOLN 20% 250 ML,$320.09
EMC,471100247,AMINO ACIDS 15% IV 2000 ML BTL,$371.73
EMC,471100250,D10W IVSOLN 250 ML BAG,$222.75
EMC,471100260,1/2 NOMAL SALINE IV 500 ML,$178.20
EMC,471100265,MAGNESIUM SULF INJ 40 GM/LITER,$178.20
EMC,471100270,MAGNESIUM SULF IV 4 GM/100 ML,$178.20
EMC,471100280,D10-1/2NS IVSOLN 1000 ML BAG,$178.20
EMC,471100305,MAGNESIUM SULF IV 1 GM/100 ML,$190.67
EMC,471100314,CARDIOPLEGIC IVSOLN 1000ML,$375.46
EMC,471100315,PLASLYTE ELEC IVSOLN 1000ML,$178.20
EMC,471100970,PRISMASOL REPLACE 4/2.5 5000ML,"$1,247.40"
EMC,471100975,PRISMASOL REPLACE 0/3.5 5000ML,"$1,247.40"
EMC,471100978,P.DIALYS D1.5 CA 2.5MEQ 2500ML,$240.25
EMC,471100979,P.DIALYS D2.5 CA 2.5MEQ 2000ML,$240.25
EMC,471904340,INSULIN HUMALG 75/25 1000 UNIT,$286.42
EMC,471904345,INSULIN HUMALOG 1000 UNIT,$286.42
EMC,471905120,INSULIN LANTUS 1000 UNIT,"$2,653.51"
EMC,471905550,ENOXAPARIN INJ 150 MG/ML,"$1,217.57"
EMC,471905565,ENOXAPARIN INJ 80 MG/0.8 ML,$649.13
EMC,471906990,INSULIN NOVOLOG 1000 UNIT,$286.41
EMC,471908160,PANTOPRAZOLE INJ 40 MG VIAL,$233.62
EMC,471910685,CYANOCOBALAMIN INJ 1000 MCG/ML,$233.62
EMC,471911806,VANCOMYCIN ORAL SOLN 50 MG/ML,$3.05
EMC,471912067,INSULIN NPH 300 UNITS INJ,$54.85
EMC,471912090,INSULIN LISPRO 300 UNITS,$103.12
EMC,471912092,INSULIN REGULAR 300 UNITS,$54.85
EMC,472000005,RT OXYGEN HOURLY,$61.43
EMC,472000007,CNBT; 1ST HR,$854.70
EMC,472000008,CNBT; EA ADDL HR,$710.93
EMC,472000010,MANIPULATE CHEST WALL; INITIAL,$527.08
EMC,472000015,MANIPULATE CHEST WALL; SUBSEQ,$327.46
EMC,472000018,NEWBORN RESUSCITATION,$587.39
EMC,472000020,AIRWAY INHALATION TREATMENT,$289.83
EMC,472000045,VENTILATOR MGMT; INITIAL DAY,"$2,681.04"
EMC,472000050,VENTILATOR MGMT; SUBSEQUENT,"$2,178.75"
EMC,472000055,POSITIVE PRESSURE VENTILATION,$731.16
EMC,472000060,DEMO/EVAL; USE OF RESP DEVICE,$473.96
EMC,472000072,VITAL CAPACITY TEST,$397.59
EMC,472000074,PULM FUNCTION TEST BY GAS,$599.62
EMC,472000095,EAR OR PULSE OXIMETRY; SINGLE,$274.07
EMC,472000100,HEART/LUNG RESUSCITATION (CPR),"$3,982.60"
EMC,472000900,RT ASSESSMENT,$0.00
EMC,472000905,RT RE-ASSESSMENT,$0.00
EMC,472000910,RT BRONCH ASSIST,$0.00
EMC,472000915,RT CARDIOVERSION ASSIST,$0.00
EMC,472000920,RT CPAP REASSESS; ER,$0.00
EMC,472000925,RT CPAP REASSESS; INPT,$0.00
EMC,472000930,RT CPR ASSIST; ER,$0.00
EMC,472000935,RT C-SECT ASSIST,$0.00
EMC,472000940,RT NORMAL DELIVERY ASSIST,$0.00
EMC,472000945,RT NASAL TRACH SUCTION,$352.25
EMC,472000950,RT OTHER ASSIST; ER,$0.00
EMC,472000955,RT OTHER ASSIST; INPATIENT,$0.00
EMC,472000960,RT PT EVAL; ER,$0.00
EMC,472000965,RT TRANSPORT; ER,$0.00
EMC,472000970,RT TRANSPORT; IN-HOUSE,$0.00
EMC,472000975,RT VENTILATOR REASSESS,$0.00
EMC,472000980,RT RAPID RESPONSE TEAM,$0.00
EMC,474000005,INSERT NON-TUNNEL CV CATH,"$9,338.26"
EMC,474000015,RD HEMODIALYSIS,"$6,572.54"
EMC,474000016,RD HEMODIALYSIS - OP,"$4,302.70"
EMC,474000025,RD HEMODIALYSIS ICU,"$6,142.56"
EMC,474000033,RD CONT EXTRACORP BLOOD TX ICU,"$5,813.30"
EMC,476000005,UPPER GI ENDOSCOPY; DIAGNOSTIC,"$3,322.20"
EMC,476000010,UPPER GI ENDOSCOPY; W/ INTERV,"$6,395.68"
EMC,476000015,SML BOWEL/STOMACH; DIAGNOSTIC,"$3,322.20"
EMC,476000020,SML BOWEL/STOMACH; W/ INTERV,"$5,977.27"
EMC,476000025,PROCTO/SIGMOIDOSCOPY; DIAG,"$2,880.82"
EMC,476000030,PROCTO/SIGMOIDOSCOPY; W/ INTER,"$5,535.89"
EMC,476000035,COLONOSCOPY; SCREENING,"$4,817.19"
EMC,476000040,COLONOSCOPY;DIAG W/INTERVENTIN,"$7,418.98"
EMC,476000045,ANOSCOPY; DIAGNOSTIC,$490.60
EMC,476000075,CHANGE GASTROSTOMY TUBE,"$1,219.71"
EMC,476000085,LIGATION OF HEMORRHOID(S),"$2,325.99"
EMC,476000087,US TRANSRECTAL,"$1,440.97"
EMC,476000089,SIGMOIDOSCOPY; W/ENDO US EXAM,"$2,922.37"
EMC,476000090,BRONCHOSCOPY BEDSIDE,"$3,423.28"
EMC,477000020,ELECTRICAL STIM; EA 15MIN,$277.38
EMC,477000025,ELECTRIC STIMULATION THERAPY,$297.41
EMC,477000030,GAIT TRAINING THERAPY EA 15MIN,$263.18
EMC,477000035,ELECTRIC CURRENT THER; EA 15M,$407.39
EMC,477000040,MANUAL THERAPY; EA 15MIN,$570.28
EMC,477000049,PT EVAL INIT 30 MIN; MCL ONLY,$450.35
EMC,477000050,PT INITIAL EVAL ADD 15MIN,$199.62
EMC,477000055,NEURO RE-EDUCATION; EA 15MIN,$476.31
EMC,477000060,PARAFFIN BATH THERAPY,$240.70
EMC,477000065,PROSTHETIC TRAINING; EA 15MIN,$280.78
EMC,477000080,THERAPEUTIC ACTIVITY; EA 15MIN,$387.54
EMC,477000085,THERAPEUTIC EXERCISE; EA 15MIN,$395.89
EMC,477000090,MECHANICAL TRACTION THERAPY,$257.07
EMC,477000095,ULTRASOUND THERAPY; EA 15MIN,$424.54
EMC,477000105,PT EVAL COMPREHENISVE,$878.28
EMC,477000110,PT EVAL INTERMEDIATE,$560.44
EMC,477000115,PT EVAL LIMITED,$509.90
EMC,477000120,KINETIC ACTIVITIES; ADD 15MIN,$280.78
EMC,477000125,THERAPEUTIC EXERCISE; ADD 15M,$280.78
EMC,477000155,SING/MULT MOD 1ST 30MIN,$608.98
EMC,477000160,SING/MULT MOD ADD 15MIN,$331.96
EMC,477000165,THERAPEUTIC EXERCISE; 30MIN,$434.65
EMC,477000180,ELECTRICAL STIM; 30MIN,$397.59
EMC,477000185,ELECTRIC CURRENT THER; 30MIN,$506.17
EMC,477000190,MANUAL THERAPY; 30MIN,$653.62
EMC,477000205,ULTRASOUND THERAPY; 30MIN,$256.07
EMC,477000210,KINETIC ACTIVITIES; 30MIN,$434.65
EMC,477000241,MOBILITY CURRENT STATUS,$0.01
EMC,477000242,MOBILITY GOAL STATUS,$0.01
EMC,477000243,MOBILITY D/C STATUS,$0.01
EMC,477000244,BODY POS CURRENT STATUS,$0.01
EMC,477000245,BODY POS GOAL STATUS,$0.01
EMC,477000246,BODY POS D/C STATUS,$0.01
EMC,477000247,CARRY CURRENT STATUS,$0.01
EMC,477000248,CARRY GOAL STATUS,$0.01
EMC,477000249,CARRY D/C STATUS,$0.01
EMC,477000250,SELF-CARE CURRENT STATUS,$0.01
EMC,477000251,SELF-CARE GOAL STATUS,$0.01
EMC,477000252,SELF-CARE D/C STATUS,$0.01
EMC,477000253,OTHER PT/OT CURRENT STATUS,$0.01
EMC,477000254,OTHER PT/OT GOAL STATUS,$0.01
EMC,477000255,OTHER PT/OT D/C STATUS,$0.01
EMC,477000256,SUB PT/OT CURRENT STATUS,$0.01
EMC,477000257,SUB PT/OT GOAL STATUS,$0.01
EMC,477000258,SUB PT/OT D/C STATUS,$0.01
EMC,477000260,PT EVAL LOW COMPLEXITY,$389.71
EMC,477000261,PT EVAL MOD COMPLEXITY,$483.70
EMC,477000262,PT EVAL HIGH COMPLEXITY,$416.99
EMC,477000263,PT RE-EVAL EST PLAN CARE,$238.45
EMC,478000007,EVAL SPEECH/FLUENCY,"$1,241.68"
EMC,478000008,EVAL SPEECH PRODUCTION,"$1,241.68"
EMC,478000009,EVAL SPEECH SOUND COMPREHEN,"$1,541.17"
EMC,478000010,SPEECH/HEARING INDIVIDUAL,$954.66
EMC,478000030,ORAL FUNCTION THERAPY,$480.22
EMC,478000035,ORAL FUNCTION THERAPY,$480.22
EMC,478000040,ORAL FUNCTION THERAPY,$480.22
EMC,478000045,ORAL FUNCTION THERAPY,$480.22
EMC,478000050,CLINICAL EVAL OF SWALLOW FUNC,$782.24
EMC,478000055,FLUORO MOTION EVAL SWALLOW FUN,"$1,107.40"
EMC,478000056,COGNITIVE TEST BY HC PRO,"$1,062.47"
EMC,478000057,BEHAVRAL QUALIT ANALYS VOICE,"$1,061.84"
EMC,478000060,GROUP THERAPEUTIC PROC; 2/MORE,$125.90
EMC,478000066,SWALLOW CURRENT STATUS,$0.01
EMC,478000067,SWALLOW GOAL STATUS,$0.01
EMC,478000068,SWALLOW D/C STATUS,$0.01
EMC,478000069,MOTOR SPEECH CURRENT STATUS,$0.01
EMC,478000070,MOTOR SPEECH GOAL STATUS,$0.01
EMC,478000071,MOTOR SPEECH D/C STATUS,$0.01
EMC,478000072,LANG COMP CURRENT STATUS,$0.01
EMC,478000073,LANG COMP GOAL STATUS,$0.01
EMC,478000074,LANG COMP D/C STATUS,$0.01
EMC,478000075,LANG EXPRESS CURRENT STATUS,$0.01
EMC,478000076,LANG EXPRESS GOAL STATUS,$0.01
EMC,478000077,LANG EXPRESS D/C STATUS,$0.01
EMC,478000078,ATTEN CURRENT STATUS,$0.01
EMC,478000079,ATTEN GOAL STATUS,$0.01
EMC,478000080,ATTEN D/C STATUS,$0.01
EMC,478000081,MEMORY CURRENT STATUS,$0.01
EMC,478000082,MEMORY GOAL STATUS,$0.01
EMC,478000083,MEMORY D/C STATUS,$0.01
EMC,478000084,VOICE CURRENT STATUS,$0.01
EMC,478000085,VOICE GOAL STATUS,$0.01
EMC,478000086,VOICE D/C STATUS,$0.01
EMC,478000087,SPEECH LANG CURRENT STATUS,$0.01
EMC,478000088,SPEECH LANG GOAL STATUS,$0.01
EMC,478000089,SPEECH LANG D/C STATUS,$0.01
EMC,478000090,EVAL SPEECH GENERATING DVC 1HR,$565.13
EMC,478000091,EVAL SPEECH GEN DVC ADD 30 MIN,$282.94
EMC,478000092,USE OF SPEECH DEVICE SERVICE,$416.36
EMC,478000093,ST COG FUNC ACTIVTY ONE-ON-ONE,$518.88
EMC,478000094,ST COG SKILLS DEV EA15MIN-MCR,$172.96
EMC,479000040,CONTRAST BATH THER; EA 15MIN,$160.94
EMC,479000045,ELECTRICAL STIM; EA 15MIN,$277.38
EMC,479000055,ELECTRIC CURRENT THER; EA 15M,$407.39
EMC,479000060,MANUAL THERAPY; EA 15MIN,$459.46
EMC,479000065,NEURO RE-EDUCATION; EA 15MIN,$476.31
EMC,479000071,OT EVAL EA ADD 15; MCL ONLY,$199.62
EMC,479000072,OT EVAL INIT 30 MIN;MCL ONLY,$455.97
EMC,479000077,OT TREAT 1ST 30 MIN; MCL ONLY,$608.98
EMC,479000078,OT TREAT EA ADD 15; MCL ONLY,$331.96
EMC,479000080,PARAFFIN BATH THERAPY,$208.29
EMC,479000095,SELF-CARE MGMT TRNG; EA 15MIN,$248.21
EMC,479000105,ORTHOTIC TRAINING; EA 15MIN,$215.46
EMC,479000110,THERAPEUTIC ACTIVITY; EA 15MIN,$312.23
EMC,479000115,THERAPEUTIC EXERCISE; EA 15MIN,$318.96
EMC,479000120,ULTRASOUND THERAPY; EA 15MIN,$342.04
EMC,479000125,OT EVAL BRIEF,$387.47
EMC,479000135,OT EVAL EXTENDED,$716.55
EMC,479000140,OT EVAL INTERMEDIATE,$560.44
EMC,479000145,OT EVAL LIMITED,$509.90
EMC,479000150,FUNCTIONAL ACTIVITIES; 30MIN,$647.65
EMC,479000155,KINETIC ACTIVITIES; ADD 15 MIN,$280.78
EMC,479000160,THERAPEUTIC EXERCISE; ADD 15M,$280.78
EMC,479000175,ELECTRICAL STIM; 30MIN,$397.59
EMC,479000180,THERAPEUTIC EXERCISE; 30MIN,$434.65
EMC,479000190,ELECTRIC CURRENT THER; 30MIN,$438.02
EMC,479000195,MANUAL THERAPY; 30MIN,$505.41
EMC,479000200,CONTRAST BATH THER; 30MIN,$276.29
EMC,479000205,ULTRASOUND THERAPY; 30MIN,$256.07
EMC,479000215,KINETIC ACTIVITIES; 30MIN,$434.65
EMC,479000220,SELF-CARE MGMT TRNG; 30MIN,$528.99
EMC,479000236,MOBILITY CURRENT STATUS,$0.01
EMC,479000237,MOBILITY GOAL STATUS,$0.01
EMC,479000238,MOBILITY D/C STATUS,$0.01
EMC,479000239,BODY POS CURRENT STATUS,$0.01
EMC,479000240,BODY POS GOAL STATUS,$0.01
EMC,479000241,BODY POS D/C STATUS,$0.01
EMC,479000242,CARRY CURRENT STATUS,$0.01
EMC,479000243,CARRY GOAL STATUS,$0.01
EMC,479000244,CARRY D/C STATUS,$0.01
EMC,479000245,SELF-CARE CURRENT STATUS,$0.01
EMC,479000246,SELF-CARE GOAL STATUS,$0.01
EMC,479000247,SELF-CARE D/C STATUS,$0.01
EMC,479000248,OTHER PT/OT CURRENT STATUS,$0.01
EMC,479000249,OTHER PT/OT GOAL STATUS,$0.01
EMC,479000250,OTHER PT/OT D/C STATUS,$0.01
EMC,479000251,SUB PT/OT CURRENT STATUS,$0.01
EMC,479000252,SUB PT/OT GOAL STATUS,$0.01
EMC,479000253,SUB PT/OT D/C STATUS,$0.01
EMC,479000260,OT EVAL LOW COMPLEXITY,$394.57
EMC,479000261,OT EVAL MOD COMPLEXITY,$394.57
EMC,479000262,OT EVAL HIGH COMPLEXITY,$394.57
EMC,479000263,OT RE-EVAL EST PLAN CARE,$241.60
EMC,479000264,OT COG SKILL DEV EA15MIN-MCR,$172.96
EMC,479000265,OT COG FUNC ACT ONE-ON-ONE,$345.92
EMC,487300005,BLOOD TRANSFUSION,"$2,693.25"
EMC,487300030,CHEMO IV INFUSION UP TO 1HR,"$2,593.40"
EMC,487300035,CHEMO IV INFUSION 1-8HR; ADD,"$1,293.30"
EMC,990000001,RETURNED CHECK FEE,$55.06
EMC,990000002,RETURNED CHECK FEE - 2ND,$76.70
EMC,3464200267,HDR SKIN SURF BRACHY 2 CM/1 CH,"$1,946.16"
EMC,30153015P,CCU ROOM & BOARD,"$12,902.00"
EMC,30153015V,OBSERVATION,$537.59
EMC,30153155P,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,30153155V,OBSERVATION,$399.31
EMC,30153171P,MED ROOM & BOARD,"$5,600.00"
EMC,30153172P,SUR ROOM & BOARD,"$5,600.00"
EMC,30153175P,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,30153290P,PED ROOM & BOARD,"$5,600.00"
EMC,30153380P,OB ROOM & BOARD,"$5,600.00"
EMC,3015ADAC,ICU Gen,"$5,600.00"
EMC,3015ADACP,ICU Gen,"$5,600.00"
EMC,3015ADACT,CCU Gen,"$9,584.00"
EMC,3015ADACTP,CCU Gen,"$5,600.00"
EMC,3015ADCRT,CCU Critical,"$12,902.00"
EMC,3015ADCRTP,CCU Critical,"$12,902.00"
EMC,3015ADIM,ICU Intermediate,"$9,584.00"
EMC,3015ADIMP,ICU Intermediate,"$9,584.00"
EMC,3015ADIMT,CCU Intermediate,"$9,584.00"
EMC,3015ADIMTP,CCU Intermediate,"$9,584.00"
EMC,3015ADOB,Obstetrics Acute,"$5,109.34"
EMC,3015AV,Observation Hourly,$537.59
EMC,3015PDAC,Pediatric Acute,"$5,600.00"
EMC,30703070L1,NICU ROOM & BOARD,"$3,699.00"
EMC,30703070L2,NICU ROOM & BOARD,"$8,488.00"
EMC,30703070L3,NICU ROOM & BOARD,"$8,625.00"
EMC,30703070L4,NICU ROOM & BOARD,"$9,958.00"
EMC,30703070P,NICU ROOM & BOARD,"$3,699.00"
EMC,30703171S,MED SEMI-PVT ROOM & BOARD,"$5,600.00"
EMC,30703172S,SUR SEMI-PVT ROOM & BOARD,"$5,600.00"
EMC,30703380S,OB SEMI-PVT ROOM & BOARD,"$5,600.00"
EMC,30703539P,NURSERY ROOM & BOARD,"$3,579.00"
EMC,3070PDNUR,Pediatric Acute,"$3,579.00"
EMC,3070PDSCN1,NICU Level I,"$3,699.00"
EMC,3070PDSCN2,NICU Level II,"$8,488.00"
EMC,3070PDSCN3,NICU Level III,"$8,625.00"
EMC,3070PDSCN4,NICU Level IV,"$9,958.00"
EMC,31533153V,OBSERVATION,$233.32
EMC,31533155P,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,31533155S,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,31533155S3,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,31533171P,MED ROOM & BOARD,"$5,600.00"
EMC,31533171S,MED ROOM & BOARD,"$5,600.00"
EMC,31533171S3,MED ROOM & BOARD,"$5,600.00"
EMC,31533172P,SUR ROOM & BOARD,"$5,600.00"
EMC,31533172S,SUR ROOM & BOARD,"$5,600.00"
EMC,31533172S3,SUR ROOM & BOARD,"$5,600.00"
EMC,31533175P,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,31533175S,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,31533175S3,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,31533290P,PED ROOM & BOARD,"$5,600.00"
EMC,31533290S,PED ROOM & BOARD,"$5,600.00"
EMC,31533290S3,PED ROOM & BOARD,"$5,600.00"
EMC,31533380P,OB ROOM & BOARD,"$5,600.00"
EMC,31533380S,OB ROOM & BOARD,"$5,600.00"
EMC,31533380S3,OB ROOM & BOARD,"$5,600.00"
EMC,31553155P,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,31553155V,OBSERVATION,$399.31
EMC,31553171P,MED ROOM & BOARD,"$5,600.00"
EMC,31553171V,OBSERVATION,$233.32
EMC,31553172P,SUR ROOM & BOARD,"$5,600.00"
EMC,31553172V,OBSERVATION,$233.32
EMC,31553175P,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,31553175V,OBSERVATION,$399.31
EMC,31553290P,PED ROOM & BOARD,"$5,600.00"
EMC,31553380P,OB ROOM & BOARD,"$5,600.00"
EMC,3155ADAC,Prog Acute,"$5,600.00"
EMC,3155ADACT,Prog Acute,"$9,584.00"
EMC,3155ADACTP,Prog Acute,"$9,584.00"
EMC,3155ADCRT,Prog Critical,"$12,902.00"
EMC,3155ADIM,Prog Intermediate,"$9,584.00"
EMC,3155ADIMT,Prog Intermediate,"$9,584.00"
EMC,3155ATV,Observation Hourly,$399.31
EMC,3155AV,Observation Hourly,$233.32
EMC,31713150P,TELE PVT ROOM & BOARD,"$9,584.00"
EMC,31713150S,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,31713155P,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,31713155S,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,31713155S3,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,31713171P,MED PVT ROOM & BOARD,"$5,600.00"
EMC,31713171S,MED SEMI-PVT ROOM & BOARD,"$5,600.00"
EMC,31713171S3,MED ROOM & BOARD,"$5,600.00"
EMC,31713171V,OBSERVATION,$233.32
EMC,31713172P,SUR PVT ROOM & BOARD,"$5,600.00"
EMC,31713172S,SUR SEMI-PVT ROOM & BOARD,"$5,600.00"
EMC,31713172S3,SUR ROOM & BOARD,"$5,600.00"
EMC,31713172V,OBSERVATION,$233.32
EMC,31713175P,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,31713175S,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,31713175S3,TELEMETRY ROOM & BOARD,"$9,584.00"
EMC,31713175V,OBSERVATION,$399.31
EMC,31713290P,PED PVT ROOM & BOARD,"$5,600.00"
EMC,31713290S,PED SEMI-PVT ROOM & BOARD,"$5,600.00"
EMC,31713290S3,PED ROOM & BOARD,"$5,600.00"
EMC,31713380S,OB SEMI-PVT ROOM & BOARD,"$5,600.00"
EMC,31713380S3,OB ROOM & BOARD,"$5,600.00"
EMC,3171ADAC,Med Private Room,"$5,600.00"
EMC,3171ADACP,Med Private Room,"$5,600.00"
EMC,3171ADACT,Med Private Room,"$9,584.00"
EMC,3171ADACTP,Med Private Room,"$9,584.00"
EMC,3171ADIM,Med Intermediate,"$9,584.00"
EMC,3171ADIMP,Med Intermediate,"$9,584.00"
EMC,3171ADIMT,Med Intermediate,"$9,584.00"
EMC,3171ADIMTP,Med Intermediate,"$9,584.00"
EMC,3171ATV,Observation Hourly,$399.31
EMC,3171AV,Observation Hourly,$233.32
EMC,31723150P,TELEMETRY/PCU ROOM & BOARD,"$9,584.00"
EMC,31723150S,TELEMETRY/PCU ROOM & BOARD,"$9,584.00"
EMC,31723155P,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
EMC,31723155S,PROGRESSIVE CARE ROOM & BOARD,"$9,584.00"
