MNEMONIC,DESCRIPTION, STD.CHARGE 
471013400,Sod/Potas Citr / Citric Ac 15 ML UnitDose Cup, $22.50 
471013430,Sod Polystyrene [Kayexalate]Powder 15GM (4TBSP) BT, $46.50 
471013435,Sod Polystyrene [Kayexalate] SUSP 15GM/60ML Unit D, $60.00 
471013445,Polymyxin/Trimethoprim [Polytrim] OPHTH 10 ML BTL, $82.50 
471013460,Potassium Acetate 2 MEQ/ML (20 mL) SDV, $37.06 
471013480,Potassium Chloride [KCL] 20 mEq/10 mL SDV, $24.00 
471013480,Potassium Chloride [KCL] 20MEQ/10ML SDV, $24.00 
471013500,Potassium Chloride [KCL] 40 MEQ SDV, $37.68 
471013500,Potassium Chloride [KCL] 40 MEQ SDV, $37.68 
471013520,Potassium Chloride [Slow K] 8 MEQ TABCR, $10.50 
471013530,Potassium Phosphate 3 MM/ML SDV, $103.67 
471013530,Potassium Phosphate 3 MM/ML SDV, $103.67 
471013540,Potassium Phosphate Neutral [Phospha] 250 MG TAB, $8.00 
471013555,Potassium Iodide [SSKI] 30 ML BTL30, $113.50 
471013570,Povidone Iodine 10% [Betadine] OINT 30 GM TUBE, $19.50 
471013600,Povidone Iodine 7.5% [Betadine] SHAMPOO 120 ML, $43.50 
471013610,POVIDONE IOD SOLN 120ML, $15.50 
471013610,Povidone Iodine 10% [Betadine] 120ML BTL, $19.50 
471013615,Povidone Iodine 5% [Betadine] OPHTH 30ML, $82.50 
471013620,Pralidoxime [Protopam] 1 gm VIAL, $303.45 
471013625,Pramoxine/Hcort 1% [Anusol HC-1] cream/30 GM TUBE, $364.00 
471013630,Pramoxine 1% [Proctofoam/Tucks] RECTAL FOAM 15 GM, $204.50 
471013634,Pravastatin [Pravachol] 20 MG TAB, $23.00 
471013640,Prazosin [Minipres] 1 MG CAP, $18.00 
471013660,Prazosin [Minipres] 5 MG CAP, $30.00 
471013675,prednisoLONE [Prelone] 15 mg/5 mL Unit Dose Cup, $19.50 
471013705,predniSONE [Orasone] 1MG TAB, $5.50 
471013710,predniSONE [Orasone] 10MG TAB, $5.50 
471013730,predniSONE [Orasone] 20MG TAB, $5.50 
471013740,predniSONE [Orasone] 50 MG TAB, $8.00 
471013750,predniSONE [Orasone] 5 MG TAB, $5.00 
471013760,prednisoLONE [Pediapred] SYRUP 5 MG/5 ML 30 ML, $194.00 
471013785,Phenylephrine 0.25%/Petrolatum [Preparation H]  Oi, $80.00 
471013786,"Phenyleph/Shark Oil [Preparation H, Anusol] SUPP.R", $6.50 
471013790,Primidone* [Mysoline] 250MG TAB, $14.50 
471013810,Primidone* [Mysoline] 50MG TAB, $12.00 
471013820,Probenecid [Benemid] 500 MG TAB, $15.00 
471013840,Procainamide [Pronestyl] 1000MG/10 mL SD-VIAL, $302.33 
471013840,Procainamide [Pronestyl] 1000MG/2 mL SD-VIAL, $372.74 
471013950,PROCHLORPERAZINE 10MG INJ, $88.00 
471013950,Prochlorperazine [Compazine] 10 mg/2 mL SD-VIAL, $111.00 
471013960,PROCHOLORPERAZINE 10MG TAB, $17.50 
471013960,Prochlorperazine [Compazine] 10 MG TAB, $16.00 
471013990,PROCHLORPERAZ 25MG SUPP, $22.50 
471013990,Prochlorperazine [Compazine] 25 MG SUPP, $67.00 
471014020,PROCHLORPERAZINE 5MG TAB, $11.00 
471014020,Prochlorperazine [Compazine] 5 MG TABLET, $9.50 
471014040,PROMETHAZINE 12.5 MG SUPP, $30.50 
471014040,Promethazine [Phenergan] 12.5 MG SUPP, $67.50 
471014050,PROMETHAZINE 25MG INJ, $45.00 
471014050,Promethazine [Phenergan] 25 mg SDV, $31.68 
471014060,PROMETHAZINE 25MG SUPP, $30.00 
471014060,Promethazine [Phenergan] 25 MG SUPP, $67.50 
471014070,PROMETHAZINE 25MG TAB, $8.50 
471014070,Promethazine [Phenergan] 25MG TAB, $8.50 
471014080,PROMETHAZINE 50MG INJ, $45.00 
471014090,Promethazine [Phenergan] 50 MG SUPP, $107.50 
471014100,Promethazine/DM [Phenergan DM] SYRUP 60 mL BTL, $33.00 
471014165,Propafenone [Rythmol] 150 MG TAB, $14.50 
471014167,Propofol [Diprivan] 200 mg/20 mL SD-VIAL, $52.00 
471014180,Proparacaine 0.5% [Alcaine] OP SOLN 15 ML, $171.50 
471014260,Propranolol [Inderal] 10 MG TAB, $7.50 
471014270,Propranolol [Inderal] 1 MG/mL SD-VIAL, $56.00 
471014290,Propranolol [Inderal] 40 MG TAB, $11.50 
471014330,Propranolol [Inderal LA] 60 MG CAPCR, $22.00 
471014340,Propranolol [Inderal LA] 80 MG CAPCR, $24.50 
471014345,Propylthiouracil [PTU] 50 mg TAB, $13.50 
471014350,Protamine Sulfate 10 MG/mL 25 mL SDV, $210.60 
471014360,Protamine Sulfate 10MG/mL  5mL SDV, $81.90 
471014390,Pseudoephedrine [Sudafed] 30 MG TAB, $4.00 
471014450,Psyllium [Metamucil] UD PACKAGE, $4.50 
471014475,Pyrazinamide 500 MG TAB, $45.00 
471014480,Pyridostigmine [Mestinon] 10 MG/2 mL SD-VIAL, $230.40 
471014490,Pyridostigmine [Mestinon TimeSpan] 180 MG TABCR, $82.00 
471014500,Pyridostigmine [Mestinon] 60 MG TAB, $22.50 
471014510,Pyridostigmine [Mestinon] SYRUP 60 mg/5 mL 60 mL, $371.50 
471014520,Pyridoxine [Vit B6] 100 MG/mL SD-VIAL, $91.20 
471014540,Pyridoxine [Vit B6]* 50 MG TAB, $4.00 
471014550,Pyrimethamine [Daraprim] 25 MG TAB," $2,175.00 "
471014553,Quinapril [Accupril] 5 MG TAB, $18.50 
471014554,Quinapril [Accupril] 10 MG TAB, $18.50 
471014560,quiNIDine GLUConate CR [Quinaglute] 324 MG TABCR, $63.00 
471014560,quiNIDine SULFATE 200 MG TAB, $6.00 
471014640,Rabies Immune Globulin 2 mL [Bayrab] 150 IU/mL SDV," $2,059.35 "
471014645,Rabies Immune Globulin 10 mL [Bayrab] 150 IU/mL SD," $9,399.42 "
471014663,Ramipril [Altace] 2.5 MG CAP, $19.50 
471014690,Reserpine 0.1 mg TAB, $18.00 
471014715,Rifabutin* [Mycobutin] 150 MG CAP, $66.50 
471014720,RifAMPin 150 mg CAPSULE, $20.00 
471014730,RifAMPin [Rifadin] 300 mg CAP, $20.50 
471014735,RifAMPin [Rifadin] 600 mg/10 mL SDV, $517.82 
471014737,RiMANTAdine [Flumadine] 50 mg/5 mL BTL60, $90.00 
471014738,RiMANTAdine [Flumadine] 100 mg TAB, $22.50 
471014755,risperiDONE [risperDAL] 1 mg TAB, $31.50 
471014810,Salsalate [Disalcid] 500 MG TAB, $25.00 
471014815,Salsalate [Disalcid] 750 MG TABLET, $19.00 
471014830,Scopolamine [Transderm-SCOP] 1.5 mg PATCH-72hr, $81.00 
471014870,Selegiline [Eldepryl] 5 MG TABLET, $20.50 
471014900,Sennosides [Senokot] 8.6 MG TAB, $4.00 
471014905,Sennosides [Senokot] 8.8 MG/5 ML SYRUP 60ML BTL, $26.50 
471014910,Senna/Docusate 8.6-50MG [Senokot S] TAB, $4.00 
471014922,Sertraline [Zoloft] 50 MG TAB, $8.00 
471014925,Silver Nitrate [Arzol] Applicator Stick, $9.00 
471014928,Silver Sulfadiazine 1% [Silvadene] CRM 25 gm TUBE, $79.50 
471014930,SILVER SULFADIAZ CRM 50GM, $19.00 
471014930,Silver Sulfadiazine 1% [Silvadene] CRM 50 gm JAR, $89.50 
471014940,Silver Sulfadiazine 1% [Silvadene] CRM 400 gm JAR, $230.00 
471014970,Simethicone [Mylicon] 80 MG CHEW, $4.00 
471014980,Simethicone [Mylicon] Drops 40 MG/0.6 ML BTL30, $62.50 
471014985,Simvastatin [Zocor] 10 MG TAB, $19.50 
471014990,Sincalide [Kinevac] 5 mcg SD-VIAL, $297.96 
471015010,Sodium Acetate 2 MEQ/mL SDV, $34.34 
471015020,Sodium Bicarbonate 8.4% 50 MEQ/50 mL SDV, $67.83 
471015030,Sodium Bicarbonate 8.4%  SD-Syringe 50 mL, $73.92 
471015040,Sodium Bicarbonate 4.2% PED SD-Syringe 5 MEQ/10 mL, $75.67 
471015050,Sodium Bicarbonate 650 MG TABLET, $4.00 
471015065,Sodium Chloride 23.4% [4 MEQ/ML] SD-VIAL 30 ML, $48.94 
471015070,Sodium Chloride 1 GM TABLET, $4.00 
471015100,NaCl 0.9% Bacteriostatic 30 ML, $26.64 
471015110,SODIUM CHL 0.9% BAC-T 50ML VIAL, $31.83 
471015120,Sodium Chloride 0.9% 10 ML PF INJ, $26.64 
471015123,Sodium Chloride 2% [Muro-128] OPHTH 15ML, $103.50 
471015130,Citric Acid/Sod Citrate [Bicitra] 30 ML Unit Dose, $16.50 
471015160,Sodium Hyaluronate [Healon] OPHTH SYR 4MG/0.4ML, $281.00 
471015170,Sodium Phosphate 3 MM/mL 5 mL SDV, $103.67 
471015184,Sodium Thiosulfate 1/6 MOLAR 10 ML VIAL, $112.50 
471015184,Sodium Thiosulfate 25% [250 MG/ML] SDV, $339.92 
471015185,Sorbitol 70% LIQ 60 ML BTL, $9.00 
471015186,Sotalol [Betapace] 80 MG TAB, $18.00 
471015220,Spironolactone [Aldactone] 25 mg TAB, $8.00 
471015330,Succinylcholine [Quelicin] 200MG/10mL SDV, $115.08 
471015340,Sucralfate [Carafate] 1GM TAB, $7.50 
471015350,SUFentanil [Sufenta] INJ 50 MCG/mL 5 mL SDV, $105.50 
471015355,SUFentanil [Sufenta] 50MCG/mL SDV, $48.00 
471015370,Sulfacetamide Sod [Bleph-10] 10% OPHTH 15ML, $193.00 
471015390,sulfADIAzine 500 MG TAB, $32.00 
471015400,Trimethoprim/Sulfamethoxazole 160/800 [Septra DS], $5.00 
471015410,Trimethoprim/Sulfamethoxazole [Septra] 80/400 MG/5, $68.34 
471015420,Trimethoprim/Sulfamethoxazole [Septra/Bactrim]160/, $34.50 
471015440,Sulfanilamide [AVC] VAGINAL CR 120GM, $565.50 
471015460,sulfaSALAzine* [Azulfidine-EN] 500 MG TABEC, $8.50 
471015520,Sulindac [Clinoril] 150MG TAB, $15.00 
471015530,Sulindac [Clinoril] 200MG TAB, $15.50 
471015533,SUMAtriptan [Imitrex] 25MG TAB, $81.50 
471015534,SUMAtriptan [Imitrex] 6 MG/0.5 ML VIAL, $297.50 
471015570,Saliva Substitute [Biotene] 45 ML BOTTLE, $43.50 
471015580,Tamoxifen [Nolvadex] 10 mg TAB, $23.50 
471015760,Temazepam [Restoril] 15 mg CAP, $13.00 
471015780,Terazosin [Hytrin] 1 MG CAP, $16.00 
471015785,Terazosin [Hytrin] 5 MG CAP, $16.00 
471015790,Terbutaline [Brethine] 1 MG/ML AMP, $43.60 
471015801,Terbutaline [Brethine Inh] 1 MG/mL INHALANT SOLN S, $28.00 
471015810,Terbutaline [Brethine] 2.5 MG TAB, $38.00 
471015875,Testosterone [DepoTestosterone] 200 mg/mL SDV, $157.50 
471015890,Tetanus Ig [Baytet] 250 UNITS SDV," $1,444.29 "
471015910,Tetracaine 0.5% [Pontocaine] OPHTH SOLN 2 ML, $81.00 
471015940,Tetracycline [Sumycin] 250 MG CAP, $54.50 
471015985,Tetrahydrozoline 0.05% [Visine] OPHTH 15ML, $43.50 
471015990,Theophylline 80 MG/15 ML ORAL UD CUP, $66.50 
471016150,Theophylline [Theo24] 100 MG CAPCR-24hr, $20.00 
471016170,Theophylline [Theo24] 300 MG CAPCR-24hr, $25.50 
471016200,Thiamine [Vita B1] 100 MG TAB, $6.00 
471016210,Thiamine [Vita B1] 100 MG/mL SDV, $74.69 
471016260,Thioguanine 40 mg TAB, $76.00 
471016325,Thiothixene [Navane] 2 MG CAP, $16.00 
471016327,Thiothixene [Navane] 5 MG CAP, $25.00 
471016345,"Thrombin Topical 20,000 UNITS KIT", $821.00 
471016350,"Thrombin 5,000 UNIT", $208.50 
471016410,Thyroid [Armour Thyroid] 30 MG TAB, $11.00 
471016420,Thyroid [Armour Thyroid] 60 MG TAB, $12.00 
471016460,Timolol 0.25% [Timoptic] OPHTH 5 ML BTL, $90.00 
471016470,Timolol 0.5% [Timoptic] OPHTH 5ML, $53.50 
471016510,Tobramycin [Tobrex] OPHTH OINT 3.5 GM TUBE, $536.00 
471016520,Tobramycin 0.3% [Tobrex] OPHTH 5 mL BTL, $88.50 
471016530,Tobramycin [Nebcin] POWDER 1.2 GM VIAL, $292.25 
471016550,Tobramycin [Nebcin] 20 MG/2 mL SDV, $41.64 
471016569,Tobramycin [Nebcin] 80 mg/2 mL VIAL, $25.94 
471016570,Tobramycin/Dexameth [Tobradex] OPHTH 5ML BTL, $397.00 
471016575,Tobramycin/Dexameth [Tobradex] OPHTH OINT 3.5GM, $538.50 
471016610,TOLAZamide [Tolinase] 250MG TAB, $23.00 
471016645,Tolmetin Sodium 400 MG CAPSULE, $12.00 
471016667,TPN Electrolytes 20 ML VIAL, $69.32 
471016670,Chromium/Copper/Mang/Zn CONC [MultiTrace-4] 1 ML V, $70.00 
471016672,Torsemide [Demadex] 10 MG TAB, $11.00 
471016673,Torsemide [Demadex] 20 MG TAB, $12.50 
471016674,traMADol [Ultram] 50MG TAB, $12.00 
471016680,traZODone [Desyrel] 100 MG TAB, $5.00 
471016700,traZODone [Desyrel] 50 MG TAB, $4.00 
471016720,Triamcinolone 0.1% [Kenalog] Cream/15 GM TUBE, $43.50 
471016725,Triamcinolone 0.1% [Kenalog] Oint/15 gm TUBE, $49.50 
471016750,Triamcinolone [Kenalog-10] 50 MG/5 mL SDV, $84.63 
471016760,Triamcinolone [Kenalog-40] 40 MG/mL SDV, $65.52 
471016770,Triamcinolone 0.1% [Kenalog Orabase] 5GM TUBE, $244.00 
471016790,Triamcinolone Diacetate [Aristocort Forte] 40MG SD, $436.19 
471016810,Triamterene [Dyrenium] 50 MG CAP, $56.00 
471016825,Trifluridine 1% [Viroptic] OPHTH 7.5 mL BTL, $446.00 
471016850,Trihexyphenidyl [Artane] 2 MG TAB, $5.00 
471016860,Trihexyphenidyl [Artane] 5 MG TAB, $7.00 
471016900,TRIMETHOBENZAMIDE 100MG SUPP, $19.50 
471016920,TRIMETHOBENZAMIDE 200MG SUPP, $22.50 
471016930,Trimethobenzamide [Tigan] 300 MG CAP, $21.00 
471016990,Tropicamide 0.5% [Mydriacyl] OPHTH 15ML, $82.50 
471016992,Tropicamide 1% [Mydriacyl] OPHTH 15ML, $82.50 
471016995,TUBERCULIN SKIN TEST, $11.50 
471016995,Tuberculin PPD [Tubersol] 5 UNITS/0.1 mL SDV, $10.00 
471017017,TYPHOID ORAL VACC #4, $20.50 
471017060,Ursodiol [Actigal] 300 MG CAP, $53.00 
471017070,Valproic Acid [Depakene] 250 mg CAP, $15.50 
471017090,"Vancomycin [Vancocin] 1,000 MG SDV", $95.40 
471017090,Vancomycin 1gm/100mL D5W BAG, $95.40 
471017120,Vancomycin [Vancocin] 500 MG SDV, $67.55 
471017120,Vancomycin [Vancocin] 500 MG SD-SYRINGE, $47.96 
471017120,Vancomycin [Vancocin] LOCK SOLN 1 MG/ML VIAL 30ML, $67.55 
471017123,Varicella Zoster IG [Variceim] 125 UNIT SDV, $647.05 
471017130,Vasopressin [Pitressin] 20 UNIT/ML VIAL, $441.32 
471017150,Vecuronium [Norcuron] 10 mg SDV, $65.40 
471017155,Venlafaxine [Effexor] 37.5 MG TAB, $20.00 
471017160,Verapamil [Isoptin] 10MG/4mL SDV, $174.66 
471017170,Verapamil [Calan] 120 MG TAB, $4.00 
471017190,Verapamil [Isoptin] 5MG/2mL SDV, $98.88 
471017200,Verapamil [Calan] 80 MG TAB, $4.00 
471017203,Verapamil [Calan SR] 120 MG CAPCR, $37.50 
471017205,Verapamil [Calan SR] 180 MG TABCR, $25.00 
471017210,Verapamil [Calan SR] 240 MG TABCR, $17.50 
471017220,vinCRIStine [Oncovin] 1 mg/mL SDV, $73.03 
471017230,"Pancreatic Enzymes [Zenpep] 10,000 UNITS CAP", $21.50 
471017385,Warfarin [Coumadin] 1 mg TAB, $20.50 
471017390,Warfarin [Coumadin] 10 mg TAB, $22.50 
471017400,Warfarin [Coumadin] 2.5 mg TAB, $22.00 
471017410,Warfarin [Coumadin] 2 mg TAB, $21.50 
471017420,Warfarin [Coumadin] 5 mg TAB, $23.00 
471017430,Warfarin [Coumadin] 7.5 mg TAB, $21.50 
471017460,Zidovudine [Retrovir] 100 mg CAP, $25.00 
471017465,Zidovudine [Retrovir] SYRUP 10 mg/mL BTL60, $85.00 
471017470,Zinc Oxide 20% [Desitin] OINT 30GM TUBE, $33.00 
471017475,Zinc Oxide/Gelatin [Unna Boot] 1 EACH, $87.00 
471017480,Zinc Sulfate 25 MG/5 ML SDV, $304.72 
471017485,Zinc Sulfate [Zincate] 220 MG CAP, $4.00 
471017490,Zolpidem [Ambien] 5 MG TAB, $12.00 
471021035,Ampicillin 500 MG/100 ML NS BAG, $86.87 
471021036,LevETIRAcetam [Keppra IV] 500mg/100mL NS BAG, $338.00 
471021037,"Baclofen IT 40,000 mcg/20 mL SDV"," $2,494.00 "
471026654,Immune Globulin 10% [Gammaked] 20 GM/200 ML SDV," $7,349.18 "
471036654,Immune Globulin 10% [Gammagard] 20GM/200ML SDV," $7,727.92 "
471044887,Azelastine [Astepro] NASAL SPRAY, $268.00 
471044987,Gabapentin [Neurontin] 250 MG/5 ML BTL 60ML, $113.50 
471045232,Leucovorin Calcium 200 MG/20 ML SDV, $272.83 
471045879,fluvoxaMINE [Luvox] 50 MG TAB, $18.00 
471046101,Glycerin 120 ML BTL, $33.00 
471047899,Darbepoetin Alfa [Aranesp] 40 MCG/0.4 ML SYR, $897.84 
471056874,Aluminum Hydroxide [Amphogel] 320 MG/5 ML BTL480, $50.00 
471060010,"Dextrose 5%/Sodium Chl 0.225% 1,000 ML BAG", $82.50 
471060020,Dextrose 5%/Sodium Chl 0.225% 250 ML BAG, $48.50 
471060030,Dextrose 5%/Sodium Chl 0.225% 500 ML BAG, $44.00 
471060040,"Dextrose 5%/Sodium Chl 0.45% 1,000 ML BAG", $90.00 
471060040,"Dextrose 5%/Sodium Chl 0.45% 1,000 ML BAG", $90.00 
471060041,"Dextrose 5%/Sodium Chl 0.45% 1,000 ML BAG", $90.00 
471060050,Dextrose 5%/Sodium Chl 0.45% 250 ML BAG, $90.00 
471060060,Dextrose 5%/Sodium Chl 0.45% 500 ML BAG, $90.00 
471060070,"Dextrose 5%/Sodium Chl 0.9% 1,000 ML BAG", $90.00 
471060080,Dextrose 5%/Sodium Chl 0.9% 250 ML BAG, $90.00 
471060100,"Dextrose 5% 1,000 ML BAG", $90.00 
471060100,"Dextrose 5% 1,000 ML BAG", $90.00 
471060100,"Dextrose 5% 1,000 ML BAG", $90.00 
471060100,"Dextrose 5% * 1,000 ML BAG", $90.00 
471060110,D5W/NaThiosulfate 1gm  100 ML BAG, $60.00 
471060110,Dextrose 5% 100 ML BAG, $60.00 
471060110,Dextrose 5% 100 ML BAG, $60.00 
471060110,Dextrose 5%  100 ML BAG, $60.00 
471060110,Dextrose 5% * 100 ML BAG, $60.00 
471060130,Dextrose 5% 250 ML BAG, $60.00 
471060130,Dextrose 5% 250 ML BAG, $60.00 
471060130,Dextrose 5%  250 ML BTL, $60.00 
471060130,Dextrose 5%  250 ML BTL, $60.00 
471060130,Dextrose 5% * 250 ML BTL, $60.00 
471060130,Dextrose 5% Aviva 250 ML BAG, $90.00 
471060130,Dextrose 5% Irrig/Infiltration 100 ML BAG, $60.00 
471060130,Dextrose 5% Irrig/Infiltration 250 ML BAG, $60.00 
471060140,Dextrose 5% 25 ML BAG, $60.00 
471060140,Dextrose 5% * 25 ML BAG, $60.00 
471060150,Dextrose 5% 500 ML BTL, $90.00 
471060150,Dextrose 5% 500 ML BTL, $90.00 
471060150,Dextrose 5%  500 ML BTL, $90.00 
471060150,Dextrose 5% * 500 ML BTL, $90.00 
471060150,Dextrose 5% Aviva 500 ML BAG, $90.00 
471060160,Dextrose 5% 50 ML BAG, $60.00 
471060160,Dextrose 5% * 50 ML BAG, $60.00 
471060170,"Dextrose 5%/Lactated Ringer's 1,000 ML BAG", $82.50 
471060170,"Dextrose 5%/Lactated Ringer's 1,000 ML BAG", $82.50 
471060171,"Dextrose 5%/Lactated Ringer's 1,000 ML BAG", $90.00 
471060180,Dextrose 5%/Lactated Ringer's 500 ML BAG, $44.00 
471060390,"Dextrose 10% 1,000 ML BAG", $90.00 
471060390,"Dextrose 10% 1,000 ML BAG", $90.00 
471060400,Dextrose 10% 250 ML BAG, $90.00 
471060400,Dextrose 10% 500 ML BAG, $90.00 
471060400,Dextrose 10% 250 mL BAG, $90.00 
471060400,Dextrose 10% 250 ML BAG, $90.00 
471060410,Dextrose 20% 500 ML BAG, $90.00 
471060466,Fat Emulsion 20% [Intralipid] 500 ML BAG, $90.00 
471060480,LACTATED RINGERS 1000ML, $90.00 
471060480,"Lactated Ringer's 1,000 ML BAG", $90.00 
471060480,"Lactated Ringer's 1,000 mL MBCC", $90.00 
471060481,"Lactated Ringer's 1,000 ML BAG", $90.00 
471060481,"Lactated Ringer's 1,000 mL PACA", $90.00 
471060490,Lactated Ringer's 250 ML BAG, $90.00 
471060500,Lactated Ringer's 500 ML BAG, $90.00 
471060520,Lidocaine/D5W 2GM/500ML, $68.89 
471060530,"Sodium Chloride 0.45% 1,000 ML ML", $90.00 
471060531,Sodium Chloride 0.45% (C/S) 1000 mL BAG, $90.00 
471060540,Sodium Chloride 0.45% 500 mL BAG, $90.00 
471060550,Sodium Chloride 0.9% IV (Chilled) 1000 ML, $90.00 
471060550,Sodium Chloride 0.9% 1000 mL, $90.00 
471060550,Sodium Chloride 0.9% Aviva 1000 mL, $90.00 
471060550,"Sodium Chloride 0.9% 1,000 mL BAG", $90.00 
471060550,Sodium Chloride 0.9% 1000 mL, $90.00 
471060550,Sodium Chloride 0.9%* 1000 mL, $90.00 
471060560,Epidural Sodium Chloride 0.9% 100 mL BAG, $60.00 
471060560,Sodium Chloride 0.9% 100 mL BAG, $60.00 
471060560,Sodium Chloride 0.9% 100 mL BAG, $60.00 
471060560,Sodium Chloride 0.9%* 100 mL BAG, $60.00 
471060560,Sodium Chloride 0.9%* 100 mL BAG, $60.00 
471060560,Sodium Chloride 0.9%* 100 mL BAG (OB), $60.00 
471060580,Epidural Sodium Chloride 0.9%  250 ML BAG, $90.00 
471060580,Sodium Chloride 0.9% 250 ML BAG, $90.00 
471060580,Sodium Chloride 0.9%  250 ML BAG, $90.00 
471060580,Sodium Chloride 0.9%  250 ML BAG, $90.00 
471060580,Sodium Chloride 0.9%  250 ML BAG, $90.00 
471060580,Sodium Chloride 0.9% * 250 ML BAG, $90.00 
471060580,Sodium Chloride 0.9% AVIVA 250 ML BAG, $90.00 
471060580,Sodium Chloride 0.9%  250 ML Irrigation, $90.00 
471060590,Sodium Chloride 0.9% 25 ML BAG, $60.00 
471060590,Sodium Chloride 0.9% * 25 ML BAG, $60.00 
471060600,Sodium Chloride 0.9% 500 ML BAG, $90.00 
471060600,Sodium Chloride 0.9% 500 ML BAG, $90.00 
471060600,Sodium Chloride 0.9% 500 ML BAG, $90.00 
471060600,Sodium Chloride 0.9% Aviva 500 ML BAG, $90.00 
471060600,Sodium Chloride 0.9% 500 ML IRRIG.SOLN, $44.00 
471060600,Sodium Chloride 0.9%* 500 ML BAG, $90.00 
471060600,Sodium Chloride 0.9%* 500 ML BAG, $90.00 
471060601,"Sterile Water, FOR DANTROLENE PREP", $44.47 
471060610,Epidural Sodium Chloride 0.9% 50 ML BAG, $60.00 
471060610,Sodium Chloride 0.9%* 50 ML BAG, $60.00 
471060610,Sodium Chloride 0.9%* 50 ML BAG, $60.00 
471060634,Potassium Chloride 20 MEQ/50 ML ST H2O, $35.53 
471060635,Potassium Chloride 40 MEQ/100 ML ST H2O, $37.82 
471060636,"Ringer's Solution 1,000 ML BAG", $82.50 
471060640,"Sterile Water FOR INJ 1,000 ML BAG", $193.00 
471065523,Sodium Benzoate 1 GM UD BTL, $9.00 
471065542,Antihemophilic Factor 8 [Recombinate] 1 FACTOR 8 U, $6.84 
471065547,Antihemophilic Factor 8 [Wilate] 1 F8U, $4.68 
471065549,Factor IX Recombinant [Benefix] HUMAN 1 UNIT, $5.94 
471065553,Meropenem [Merrem] 500 MG SD-VIAL, $101.99 
471065559,Factor IX Complex [Alphanine] 1 UNIT, $5.11 
471065566,Glycine Diluent for Flolan 50 mL Vial, $98.56 
471065576,Busulfan [Myleran] 1 mg/0.167 mL, $125.25 
471065577,DAUNOrubicin HCL [Cerubidine] 10 mg/2 mL SDV, $355.47 
471065582,DAUNOrubicin Liposome [Daunoxome] 10 mg/5 mL SDV, $360.40 
471065583,DOXOrubicin HCL LIPOSOME [Doxil] 10 mg/5 mL SDV," $1,365.36 "
471065585,EpiRUBicin [Ellence] 2 mg/mL SDV, $63.50 
471065588,Etoposide [Vepesid] 10 mg/0.5 mL VIAL, $14.61 
471065589,Mesna 200 mg/2 mL SD-VIAL, $198.75 
471065590,Oxaliplatin [Eloxatin] 0.5 mg/0.1 mL VIAL, $121.54 
471065601,vinBLAStine SULF [Velban] 1 mg/mL SDV, $42.55 
471065604,Interferon Alfa 2b [Intron A] 1 MU VIAL, $135.75 
471065608,Saccharomyces Boulardii [Florastor] 250 MG CAP, $21.00 
471065609,Alemtuzumab [Lemtrada] 12 mg/1.2 mL SDV," $43,600.64 "
471065610,Factor VIIa [NovoSEVEN] 1 MCG, $5.08 
471065619,Natalizumab [Tysabri] 1 mg/0.05 mL VIAL, $138.75 
471065620,"Hyaluronidase, Human Recomb. [Hylenex] 150 UNIT/ML", $290.16 
471065622,Fosaprepitant [Emend] 1 MG VIAL, $7.52 
471065623,Acyclovir [Zovirax] 5 MG/0.1 ML SDV, $0.87 
471065624,azaCITIDine [Vidaza] 1 mg/0.1 mL VIAL, $72.90 
471065624,azaCITIDine [Vidaza SQ] 1 mg/0.04 mL FOR SQ, $72.90 
471065626,Bendamustine [Treanda] 1 mg/0.01111 mL VIAL, $162.00 
471065628,PACLitaxel P-BOUND [Abraxane] 1 mg VIAL, $135.24 
471065632,Daptomycin [Cubicin] 1 mg SDV, $21.60 
471065636,Sodium Chloride 3% 15 ML AMPUL.NEB., $11.50 
471065637,Peginterferon Alfa2b [Pegintron] 120 MCG SYRINGEKI," $2,404.74 "
471065638,Calcium Glubionate [Calcionate] 5.4 GM/15 ML Unit, $10.00 
471065641,Abacavir/Lamivudine [Epzicom] 600-300MG TAB, $129.50 
471065642,Raltegravir [Isentress] 400 MG TAB, $75.00 
471065643,Ferumoxytol [Feraheme] 510 MG/17 ML SDV," $2,405.84 "
471065644,Atazanavir [Reyataz] 150 mg CAP, $93.00 
471065646,Ofatumumab [Arzerra] 10 MG/0.5 ML VIAL, $301.41 
471065648,Liothyronine Sod [Cytomel] 10 MCG/ML SDV," $1,192.71 "
471065649,Fluconazole [Diflucan] 100 mg/50 mL NS BAG, $77.35 
471065657,Febuxostat [Uloric] 40 MG TAB, $57.00 
471065659,Temozolomide [Temodar] 250 mg CAPSULE," $1,758.50 "
471065661,Lopinavir/Ritonavir [Kaletra] 400-100mg/5ml 160 ML," $1,348.00 "
471065663,Human Papillomavirus [Gardasil] 0.5 ML DISP.SYRIN, $177.50 
471065664,Meningococcal Tetravalent Conj [Menveo] 0.5 ML SD-, $139.00 
471065666,Sod Tetradecyl 1% [Sotradecol] 20 MG/2 mL SDV, $328.13 
471065667,"Pancreatic Enzymes [Zenpep] 20,000UNITS CAPSULE.DR", $41.50 
471065669,Piperacillin/Tazobactam [Zosyn] 2.25 GM/100 ML NS, $151.56 
471065671,Piperacillin/Tazobactam [Zosyn] 3.375 GM/100 ML NS, $197.40 
