Washington Hospital Healthcare System - 106010987,,"Price 1 = Inpatient, Emergency and Surgery patients",,
4500474011,HC LAB COMP 88235A, 416.85 , 416.85 ,
4500474021,HC CHROMOSOME AND AFP ANALYSIS AMNIOTIC FLUID LAB COMP 88267A, 416.85 , 416.85 ,
4500474031,HC LAB COMP 88380, 416.85 , 416.85 ,
4500474041,HC CHROMOSOME ANALYSIS CHORIONIC VILLUS SAMPLING LAB COMP 88235B, 530.80 , 530.80 ,
4500474051,HC CHROMOSOME ANALYSIS CHORIONIC VILLUS SAMPLING LAB COMP 88267B, 530.80 , 530.80 ,
4500474061,HC CHROMOSOME ANALYSIS CHORIONIC VILLUS SAMPLING LAB COMP 88280, 530.80 , 530.80 ,
4500474071,HC ANEUVYSION FISH LAB COMP 88275, 184.75 , 184.75 ,
4500474081,HC ANEUVYSION FISH LAB COMP 88271, 184.75 , 184.75 ,
4500474091,HC SNP MICROARRAY FOR PRENATAL ANALYSIS LAB COMP 81229A," 1,213.20 "," 1,213.20 ",
4500474101,HC SNP MICROARRAY FOR PRENATAL ANALYSIS LAB COMP G0452," 1,213.20 "," 1,213.20 ",
4500474111,HCCHROMOSOME ANALYSIS HIGH RESOLUTION PERIPHERAL BLOOD LAB COMP 88230, 464.20 , 464.20 ,
4500474121,HC CHROMOSOME ANALYSIS HIGH RESOLUTION LAB COMP 88262, 464.20 , 464.20 ,
4500474131,HC CHROMOSOME ANALYSIS HIGH RESOLUTION LAB COMP 88289, 464.20 , 464.20 ,
4500474141,HC SNP MICROARRAY FOR POC ANALYSIS LAB COMP 81229B, 822.50 , 822.50 ,
4500474151,HC SNP MICROARRAY FOR POC ANALYSIS LAB COMP G0452B, 822.50 , 822.50 ,
4500474161,HC SNP MICROARRAY PARENTAL FOLLOW-UP LAB COMP 81229C, 668.10 , 668.10 ,
4500474171,HC SNP MICROARRAY PARENTAL FOLLOW-UP LAB COMP G0452C, 668.10 , 668.10 ,
4500474181,"HC URINE MICROALBUMIN, RANDOM (IN-HOUSE)", 133.00 , 80.00 ,
4500474191,"HC URINE MICROALBUMIN, 24 HOURS-P (IN-HOUSE)", -   , -   ,utilization
4500474201,"HC HEPATITIS A VIRUS ANTIBODIES, IGG (IN-HOUSE)", 231.00 , 154.00 ,
4500474211,"HC HEPATITIS A VIRUS ANTIBODIES, IGM (IN-HOUSE)", 295.00 , 124.00 ,
4500474221,"HC HEPATITIS B VIRUS CORE ANTIBODIES,IGM (IN-HOUSE)", 241.00 , 137.00 ,
4500474231,"HC HEPATITIS B VIRUS CORE ANTIBODIES, TOTAL (IN-HOUSE)", 231.00 , 169.00 ,
4500474241,HC HEPATITIS B VIRUS SURFACE ANTIBODIES (IN-HOUSE), 35.00 , 17.00 ,
4500474251,HC HEPATITIS C VIRUS ANTIBODIES (IN-HOUSE), 198.00 , 124.00 ,
4500474261,HC HEPATITIS B VIRUS SURFACE AG (IN-HOUSE), 143.00 , 108.00 ,
4500474271,HC URINE MICROALBUMIN 24 HR (IN-HOUSE) COMP 82043, 70.00 , 51.00 ,
4500474281,HC URINE MICROALBUMIN 24 HOURS (IN-HOUSE) COMP 82570, 70.00 , 51.00 ,
4500474291,HC HIV AG/AB COMBO (IN-HOUSE), 143.00 , 143.00 ,
4500474301,HC TREPONEMA PAALADIUM ANTIBODIES IGG AND IGM (IN-HOUSE), 285.00 , 104.00 ,
4500474311,HC HIV 1/2 ANTIBODY DIFFERENTIATION SUPPLEMENTAL-P, -   , -   ,Panel
4500474321,HC HIV 1/2 ANTIBODY DIFFERENTIATION SUPPLEMENTAL COMP 86701, 51.26 , 51.26 ,
4500474331,HC  HIV 1/2 ANTIBODY DIFFERENTIATION SUP COMP 86702, 51.26 , 51.26 ,
4500474341,HC CALCIUM URINE, 7.35 , 7.35 ,
4500474351,HC RESPIRATORY SYNCYTIAL VIRUS BY PCR, 203.00 , 512.75 ,
4500474361,HC FLU AND RSV PANEL BY PCR (IN-HOUSE), 638.01 , 512.75 ,
4500474371,HC CULTURE BLOOD-AFB AND FUNGAL, 35.13 , 35.13 ,
4500474381,HC CULTURE-BONE MARROW, 35.13 , 35.13 ,
4500474391,HC IGF-1 WITH CALCULATED Z SCORE, 17.00 , 17.00 ,
4500485991,HC FECAL FAT - QUAL, 200.27 , 77.43 ,
4500486011,HC POC GLUCOSE ORDER, -   , -   ,utilization
4500486021,HC FERN TEST, 349.43 , 120.89 ,
4500821061,HC AFP AMNIOTIC FLUID, 78.00 , 78.00 ,
4500823301,HC CG8 COMP 82330, 140.32 , 140.32 ,
4500828031,HC CG8 COMP 82803, 140.32 , 140.32 ,
4500829471,HC CG8 COMP 82947, 140.32 , 140.32 ,
4500841321,HC CG8 COMP 84132, 140.32 , 140.32 ,
4500842951,HC CG8 COMP 84295, 140.32 , 140.32 ,
4500847031,HC POC URINE PREGNANCY TEST, 489.36 , 489.36 ,
4500847032,HC POC URINE PREGNANCY TEST, 489.36 , 168.96 ,
4500850091,HC BUFFY COAT, 151.80 , 151.80 ,
4500850141,HC CG8 COMP 85014, 140.32 , 140.32 ,
4500860031,HC RAST IMMUNOCAP SCORE IGE, 6.00 , 6.00 ,
4500862351,HC MYOSITIS AB COMP PANEL REF LAB COMP 86235, 29.62 , 29.62 ,
4500870761,HC ANAEROBIC DEFINITIVE IDENTIFICATION, 330.00 , 110.00 ,
4500870771,HC AEROBIC DEFINITIVE IDENTIFICATION-IN HOUSE, 330.00 , 110.00 ,
4500871851,HC BETA LACTAMASE TEST SENSITIVITY STUDY, 66.00 , 22.00 ,
4500872091,REFERENCE LAB CODE 87209, 30.50 , 30.50 ,
4500874911,HC CHG CHYLMD TRACH DNA AMP PROBE, 33.50 , 33.50 ,
4500875031,HC H1N1 TARGET FLU SHOT DNA/PCR, 217.51 , 217.51 ,
4500875911,HC CNG N GONOM DNA AMP PROB, 33.50 , 33.50 ,
4500877981,HC CHG DETEL AGENT NOS DNA AMP, 46.90 , 46.90 ,
4520356871,HC STONE ANALYSIS KIDNEY, 28.56 , 28.56 ,
4520485001,HC BONE MARROW EXAM, -   , -   ,utilization
4520485031,HC SPEC STAIN - GROUP 11, 49.97 , 35.74 ,
4520485061,HC SPEC STAIN - GROUP 1, 74.90 , 53.62 ,
4520485091,HC BIOPSY CORE ASPIRATE," 3,551.18 ", 89.26 ,
4520485121,HC SURG CONSULT, 122.26 , 87.52 ,
4520485151,HC PATH CONSULT REFERRED REQ PREP, 321.01 , 229.77 ,
4520485181,HC PATH CONSULT REFERRED NO PREP, 123.58 , 88.45 ,
4520485211,HC LEVEL 3-SURGICAL PATHOLOGY, 243.24 , 174.12 ,
4520485241,HC LEVEL 2-SURGICAL PATHOLOGY, 154.97 , 110.94 ,
4520485271,HC LEVEL 1-SURG PATH GROSS, 35.27 , 25.25 ,
4520485301,HC FROZEN SECTION 1ST BLOCK SGL SPEC, 348.74 , 249.63 ,
4520485331,HC FROZ SEC ADDT SPEC, 309.87 , 221.81 ,
4520485361,HC DECALCIFY, 24.77 , 17.73 ,
4520485391,HC BONE MARROW INTERPRET, 276.55 , 197.96 ,
4520485421,HC BONE MARROW ASPIRATION," 3,551.18 ", 53.03 ,
4520485431,HC DIAGNOSTIC BONE MARROW; BIOPSY(IES) AND ASPIRATION," 3,551.18 "," 3,551.18 ",
4520485451,HC CYTOPATHOLOGY EXTENDED, 159.07 , 113.87 ,
4520485481,HC LEVEL 4-SURGICAL PATHOLOGY, 360.86 , 258.31 ,
4520485511,HC TOUCH PREP, 214.57 , 153.60 ,
4520485541,HC PNEUMOCYSTIS CARINII, 199.00 , 142.45 ,
4520485561,HC IMMUNOHISTOCHEMISTRY, 68.33 , 68.33 ,
4520485571,HC LEVEL 5-SURGICAL PATHOLOGY, 493.75 , 353.44 ,
4520485601,HC LEVEL 6-SURGICAL PATHOLOGY, 664.57 , 475.73 ,
4520485631,HC CYTOLOGY FLUIDS AND BRONCH, -   , -   ,utilization
4520485641,HC CYTOPATH LIQUID BASED SLIDE PREP, 71.27 , 64.79 ,
4520485691,HC ASPIRATION CYTOLOGY, -   , -   ,utilization
4520485721,HC BRONCHIAL WASH CYTOLOGY, -   , -   ,utilization
4520485751,HC URINE CYTOLOGY, -   , -   ,utilization
4520485781,HC CSF CYTOLOGY, -   , -   ,utilization
4520485811,HC SPUTUM CYTOLOGY, -   , -   ,utilization
4520485841,HC CYTOLOGY CONCENTRATION, 314.14 , 224.85 ,
4520485871,HC CYTOLOGY ASPIRATION W/O IMAG GUIDANCE, 155.83 , 111.54 ,
4520485901,HC CYTOL SMEARS & INTERP, 194.83 , 139.46 ,
4520485931,HC CYTOL IMED EVAL & STAIN 1ST EVAL, 57.91 , 41.46 ,
4520485961,HC INTERP & REPORT (CYTOL), 214.57 , 153.60 ,
4520485971,HC PATH CONSULT CYTOLOGY INIT SITE, 214.57 , 153.60 ,
4520485981,HC PATH CONSULT CYTOLOGY ADDITION, 214.57 , 153.60 ,
4520486311,HC SELECT TISSUE FOR MOLECULAR EXAM, 62.63 , 62.63 ,
4520486321,HC CYTO IMMEDIATE EVAL & STAIN ADD, 57.91 , 41.46 ,
4520486331,HC IMMUNOHISTOCHEMISTRY MORPHOMETRIC ANALYSIS, 68.33 , 68.33 ,
4540150001,HC RED BLOOD CELLS - WASHED, 527.45 , 527.45 ,
4540150021,HC CRYOPRECIPITATE POOLED," 1,278.26 "," 1,278.26 ",
4540150061,HC PLATELETPHERESIS/1, 923.08 , 923.08 ,
4540150151,HC FRESH FROZEN PLASMA PEDI 8-24 HRS COLLECT, 400.99 , 400.99 ,
4540150181,HC CMV NEG, 61.77 , 61.77 ,
4540150211,HC HLA MATCHED, -   , -   ,utilization
4540150241,HC DEGLYCEROLIZATION, -   , -   ,utilization
4540150271,HC IRRADIATION, 61.77 , 61.77 ,
4540150331,HC HLA APHERESIS," 1,348.00 "," 1,348.00 ",
4540150361,HC DESIGNATED RBC, 428.91 , 428.91 ,
4540150391,HC DESIGNATED WHOLE BLOOD, 428.91 , 428.91 ,
4540150421,HC BLOOD BANK, -   , -   ,utilization
4540150451,HC RED BLOOD CELLS LEUKOREUCED, 346.86 , 346.86 ,
4540150481,HC CRYOPRECIPITATE SINGLE, 408.30 , 408.30 ,
4540150511,HC FRESH FROZEN PLASMA, 408.30 , 408.30 ,
4540150541,HC AUTOLOGOUS WHOLE BLOOD, 428.91 , 428.91 ,
4540150551,HC UNLISTED BLOOD PRODUCT, -   , -   ,utilization
4540150571,HC AUTOLOGOUS RED BLOOD CELLS, 428.91 , 428.91 ,
4540150601,HC RHOGAM FULL DOSE, 413.97 , 413.97 ,
4540150631,HC FACTOR IX COMPLEX, 182.16 , 182.16 ,
4540150661,HC FACTOR VIII COMPLEX, 182.16 , 182.16 ,
4590100161,HC ZIO PATCH AND MONITORING-P, -   , -   ,Panel
4590100171,HC ZIO HOOK-UP AND RECORDING, 650.00 , 650.00 ,
4590100181,HC ZIO SCANNING AND REPORTING, 750.00 , 750.00 ,
4593487801,HC CR POC GLUCOSE TEST, 166.39 , 166.39 ,
4630100001,HC XR A/C JOINT BILAT. W/WO WEIGHTS, 673.93 , 482.41 ,
4630100011,HC XR ABDOMEN / KUB, 530.21 , 379.54 ,
4630100021,HC XR ABDOMEN ACUTE AP/DECUB/AP CXR, 743.25 , 532.02 ,
4630100031,HC XR ABDOMEN AP/ OBLIQUE CONED, 574.83 , 411.47 ,
4630100041,HC XR ABDOMEN COMPLETE/SERIES, 743.25 , 532.02 ,
4630100051,HC XR ABDOMEN SINGLE VIEW, 530.21 , 379.54 ,
4630100061,HC XR ANKLE COMPLETE MIN 3 VWS, 540.08 , 386.61 ,
4630100071,HC XR ANKLE LIMITED 2 VIEWS, 500.48 , 358.26 ,
4630100081,HC XR ARTHRITIS JOINT SURVEY," 1,110.01 ", 794.59 ,
4630100091,HC XR ARTHROGRAM ANKLE P, -   , -   ,Panel
4630100101,HC XR ARTHROGRAM ANKLE SURG, 837.46 , 599.48 ,
4630100111,HC XR ARTHROGRAM ELBOW P, -   , -   ,Panel
4630100121,HC XR ARTHROGRAM ELBOW SURG, 837.46 , 599.48 ,
4630100131,HC XR ARTHROGRAM HIP P, -   , -   ,Panel
4630100141,HC XR ARTHROGRAM HIP SURG, 837.46 , 599.48 ,
4630100151,HC XR ARTHROGRAM KNEE P, -   , -   ,Panel
4630100161,HC XR ARTHROGRAM KNEE SURG, 837.46 , 599.48 ,
4630100171,HC XR ARTHROGRAM SHOULDER P, -   , -   ,Panel
4630100181,HC XR ARTHROGRAM SHOULDER SURG, 837.46 , 599.48 ,
4630100191,HC XR ARTHROGRAM WRIST P, -   , -   ,Panel
4630100201,HC XR ARTHROGRAM WRIST SURG, 837.46 , 599.48 ,
4630100211,HC XR BARIUM ENEMA / LOWER GI," 1,704.64 "," 1,220.22 ",
4630100221,HC XR BARIUM ENEMA THERAPEUTIC," 2,561.96 "," 1,833.88 ",
4630100231,HC XR BARIUM ENEMA WITH AIR," 2,229.86 "," 1,596.17 ",
4630100241,HC XR BONE AGE STUDY, 530.21 , 379.54 ,
4630100251,HC XR BONE LENGTH / SCANOGRAM, 787.90 , 563.99 ,
4630100261,HC XR SKELETAL SURVEY COMPLETE," 1,442.07 "," 1,032.25 ",
4630100281,HC XR C-ARM FLUORO 1ST HOUR," 1,298.30 ", 929.34 ,
4630100291,HC XR C-ARM FLUORO MORE THAN 1 HOUR," 2,879.11 "," 2,060.94 ",
4630100301,HC XR C-ARM FLUOROSCAN 1ST HOUR," 1,298.30 ", 929.34 ,
4630100311,HC XR CHEST 4 VIEWS, 787.90 , 563.99 ,
4630100321,HC XR CHEST INCL FLUORO MIN 4 VIEWS," 1,442.07 "," 1,032.25 ",
4630100331,HC XR CHEST PA & LATERAL, 634.23 , 453.98 ,
4630100341,HC XR CHEST PA STEREO, 530.21 , 379.54 ,
4630100351,HC XR CHEST PA VIEW, 490.58 , 351.18 ,
4630100361,HC XR CHEST PA WITH APICAL LORDOTIC, 743.25 , 532.02 ,
4630100371,HC XR CHEST PA WITH OBLIQUES, 743.25 , 532.02 ,
4630100381,HC XR CHEST AP VIEW," 1,035.65 ", 741.33 ,
4630100391,HC XR CHEST PORTABLE 2 VIEWS," 1,100.04 ", 787.43 ,
4630100401,HC XR CHEST AP FOR NG-TUBE," 1,035.65 ", 741.33 ,
4630100411,HC XR CHEST AP FOR PICCLINE," 1,035.65 ", 741.33 ,
4630100421,HC XR CHEST SINGLE DECUB VIEW, 530.21 , 379.54 ,
4630100431,HC XR CHEST SPECIAL VIEW, 530.21 , 379.54 ,
4630100441,HC XR CHEST/ABD 1 VW  F.B. IN CHILD, 530.21 , 379.54 ,
4630100451,HC XR CHOLANGIOGRAM OPERATIVE," 1,734.37 "," 1,241.50 ",
4630100461,HC XR CHOLANGIOGRAM OPERATIVE ADD, 857.26 , 613.64 ,
4630100471,HC XR CHOLANGIOGRAM T TUBE SURG, 317.06 , 226.97 ,
4630100481,HC XR CHOLANGIOGRAM T-TUBE P, -   , -   ,Panel
4630100491,HC XR CISTERNOGRAM," 1,357.78 ", 971.94 ,
4630100501,HC XR CLAVICLE, 530.21 , 379.54 ,
4630100511,HC XR C-SPINE AP W/ODONTOID & LAT., 609.50 , 436.31 ,
4630100521,HC XR C-SPINE AP/LAT/FLEX/EXT 4-5 VIEWS, 896.99 , 642.08 ,
4630100531,HC XR C-SPINE COMPLETE 4-5 VIEWS, 896.99 , 642.08 ,
4630100541,HC XR C-SPINE COMPLETE WITH FLEX/EXT 6+ VIEWS," 1,129.83 ", 808.74 ,
4630100551,HC XR C-SPINE FLEX /EXT. ONLY, 624.37 , 446.94 ,
4630100561,HC XR C-SPINE ONE VIEW, 431.13 , 308.59 ,
4630100571,HC XR CYSTOGRAM P, -   , -   ,Panel
4630100581,HC XR CYSTOGRAM INJECT SURG, 421.21 , 301.51 ,
4630100591,HC XR CYSTOURETHROGRAM P, -   , -   ,Panel
4630100611,HC XR DIALYSIS BONE SURVEY LIMITED, 743.25 , 532.02 ,
4630100621,HC XR DISCOGRAM CERVICAL," 5,488.02 "," 3,928.45 ",
4630100631,HC XR DISCOGRAM LUMBAR," 5,141.16 "," 3,680.14 ",
4630100641,HC XR ELBOW COMPLETE MIN 3 VWS, 574.83 , 411.47 ,
4630100651,HC XR ELBOW LIMITED 2 VIEWS, 530.21 , 379.54 ,
4630100661,HC XR ERCP BILE CATH ONLY," 3,614.91 "," 2,587.62 ",
4630100671,HC XR ERCP COMBINED," 3,649.57 "," 2,612.43 ",
4630100681,HC XR ERCP PANCREATIC DUCT ONLY," 3,614.91 "," 2,587.62 ",
4630100691,HC XR ESOPHAGRAM CERVICAL," 1,174.43 ", 840.68 ,
4630100701,HC XR ESOPHAGUS," 1,174.43 ", 840.68 ,
4630100711,HC XR EYE FOR FOREIGN BODY, 421.21 , 301.51 ,
4630100721,HC XR FACET INJECTION LUMBAR SPINE," 1,806.28 "," 1,293.13 ",
4630100731,HC XR FACIAL BONES COMPLETE, 807.76 , 578.22 ,
4630100741,HC XR FACIAL BONES LESS THAN 3 VIEWS, 629.33 , 450.49 ,
4630100751,HC XR FEMUR, 574.83 , 411.47 ,
4630100761,HC XR FINGER, 421.21 , 301.51 ,
4630100771,HC XR FISTULAGRAM / SINOGRAM," 1,050.56 ", 752.02 ,
4630100781,HC XR FLUORO SPEECH DYNAMICS," 2,101.05 "," 1,503.97 ",
4630100791,HC XR FLUOROSCOPY 1 HOUR," 1,298.30 ", 929.34 ,
4630100801,HC XR FLUOROSCOPY MORE THAN 1 HOUR," 2,938.56 "," 2,103.47 ",
4630100811,HC XR FOOT COMPLETE MIN 3 VWS, 540.08 , 386.61 ,
4630100821,HC XR FOOT LIMITED 2 VIEWS, 500.48 , 358.26 ,
4630100831,HC XR FOREARM, 530.21 , 379.54 ,
4630100861,HC XR GASTROVIEW PER ML, 0.64 , 0.46 ,
4630100871,HC XR HAND COMPLETE MIN 3 VWS, 555.03 , 397.29 ,
4630100881,HC XR HAND LIMITED 2 VIEWS, 500.48 , 358.26 ,
4630100891,HC XR HEEL / OSCALCIS/ CALCANEUS, 480.66 , 344.07 ,
4630100911,HC XR HIP INFANT FROG AND AP VIEW, 574.83 , 411.47 ,
4630100921,HC XR HIP OPERATIVE WITH C-ARM MIN 4 VWS," 3,339.85 "," 2,390.74 ",
4630100931,HC XR HIP UNILATERAL 1 VIEW, 485.67 , 347.66 ,
4630100941,HC XR HIP UNILATERAL INCL AP PELVIS, 574.83 , 411.47 ,
4630100951,HC XR HIPS BILATERAL INCL AP PELVIS, 673.93 , 482.41 ,
4630100961,HC XR HUMERUS, 574.83 , 411.47 ,
4630100991,HC XR HYSTEROSALPINGOGRAM P, -   , -   ,Panel
4630101001,HC XR HYSTEROSALPINGOGRAM  CATHSURG, 520.31 , 372.43 ,
4630101011,HC XR INFANT LOWER EXTREMITY 2 VIEWS, 500.48 , 358.26 ,
4630101021,HC XR INFANT UPPER EXTREMITY 2 VIEWS, 500.48 , 358.26 ,
4630101031,HC XR IV PYELOGRAM," 1,684.76 "," 1,206.00 ",
4630101051,HC XR KNEE AP/LAT OR ONE VIEW, 530.21 , 379.54 ,
4630101061,HC XR KNEE COMPLETE 3 VIEWS, 574.83 , 411.47 ,
4630101071,HC XR KNEE WITH PATELLA 4+ VIEWS, 629.33 , 450.49 ,
4630101081,HC XR KNEE WITH STANDING VIEWS 4+ VIEWS, 624.37 , 446.94 ,
4630101091,HC XR KNEES STANDING AP VIEW, 500.48 , 358.26 ,
4630101101,HC XR KUB PORTABLE," 1,005.91 ", 720.05 ,
4630101111,HC XR LEG TIBIA AND FIBULA, 530.21 , 379.54 ,
4630101121,HC XR LS SPINE AP/LAT/FLEX/EXT., 787.68 , 563.83 ,
4630101131,HC XR LS SPINE COMP. WITH FLEX/EXT," 1,174.43 ", 840.68 ,
4630101141,HC XR LS-SPINE AP AND LATERAL, 673.93 , 482.41 ,
4630101151,HC XR LS-SPINE COMPLETE, 911.76 , 652.64 ,
4630101161,HC XR LS-SPINE ONE VIEW, 431.13 , 308.59 ,
4630101171,HC XR MANDIBLE, 624.37 , 446.94 ,
4630101181,HC XR MANDIBLE PARTIAL, 465.60 , 333.29 ,
4630101191,HC XR MASTOID COMPLETE, 787.90 , 563.99 ,
4630101201,HC XR MASTOID UNILATERAL, 548.28 , 392.47 ,
4630101211,HC XR MODIFIED BARIUM SWALLOW," 1,298.30 ", 929.34 ,
4630101221,HC XR MYELOGRAM CERVICAL P, -   , -   ,Panel
4630101231,HC XR MYELOGRAM CERVICAL SURG," 1,199.21 ", 858.43 ,
4630101241,HC XR MYELOGRAM COMPLETE P, -   , -   ,Panel
4630101251,HC XR MYELOGRAM LUMBAR P, -   , -   ,Panel
4630101261,HC XR MYELOGRAM SURG," 1,030.72 ", 737.82 ,
4630101271,HC XR MYELOGRAM THORACIC," 2,911.28 "," 2,083.95 ",
4630101281,HC XR NASAL BONES, 530.21 , 379.54 ,
4630101291,HC XR NASAL DUODENAL TUBE PLACEMENT," 1,035.65 ", 741.33 ,
4630101301,HC XR NECK FOR SOFT TISSUE, 421.21 , 301.51 ,
4630101311,HC XR NEPHROSTOGRAM ANTEGRADE," 1,298.30 ", 929.34 ,
4630101321,HC XR OMNIPAQUE 180 MGL/ML, 38.90 , 27.84 ,
4630101331,HC XR OMNIPAQUE 240 MGL/ML, 12.01 , 8.60 ,
4630101341,HC XR OMNIPAQUE 300 MGL/ML, 77.83 , 55.71 ,
4630101351,HC XR OMNIPAQUE 300 MGL/ML, 11.00 , 7.88 ,
4630101371,HC XR OMNIPAQUE 350 MGL/ML, 11.21 , 6.23 ,
4630101381,HC XR ORBIT COMPLETE, 787.90 , 563.99 ,
4630101391,HC XR PACEMAKER INSERTION IN SURGERY," 1,479.45 "," 1,059.03 ",
4630101401,HC XR PARANASAL SINUSES COMPLETE, 787.90 , 563.99 ,
4630101411,HC XR PARANASAL SINUSES LIMITED, 624.37 , 446.94 ,
4630101421,HC XR PELVIS 1 OR 2 VIEWS, 530.21 , 379.54 ,
4630101431,HC XR PELVIS 3 VIEWS, 673.93 , 482.41 ,
4630101441,HC XR RETROGRADE PYELOGRAM," 2,879.11 "," 2,060.94 ",
4630101451,HC XR RIBS BILATERAL, 787.90 , 563.99 ,
4630101461,HC XR RIBS BILATERAL WITH PA CHEST, 896.99 , 642.08 ,
4630101471,HC XR RIBS UNILATERAL, 574.83 , 411.47 ,
4630101481,HC XR RIBS UNILATERAL WITH PA CHEST, 673.93 , 482.41 ,
4630101491,HC XR SACROILIAC JOINTS MIN 3 VIEWS, 624.37 , 446.94 ,
4630101501,HC XR SACRUM AND COCCYX, 574.83 , 411.47 ,
4630101511,HC XR SCAPULA, 530.21 , 379.54 ,
4630101521,HC XR SHOULDER 1 VIEW, 480.66 , 344.07 ,
4630101531,HC XR SHOULDER COMPLETE, 574.83 , 411.47 ,
4630101541,HC XR SKELETAL SURVEY INFANT, 743.25 , 532.02 ,
4630101551,HC XR SKULL AP AND LATERAL, 624.37 , 446.94 ,
4630101561,HC XR SKULL COMPLETE, 896.99 , 642.08 ,
4630101571,HC XR SM BOWEL VIA ENTER SURG," 1,050.56 ", 752.02 ,
4630101581,HC XR SMALL BOWEL SERIES," 1,298.30 ", 929.34 ,
4630101591,HC XR SMALL BOWEL WITH ENTROCLYSIS P, -   , -   ,Panel
4630101601,HC XR SPINE FOR SCOLIOSIS 1 VIEW, 500.48 , 358.26 ,
4630101611,HC XR SPINE FOR SCOLIOSIS 2 VIEWS, 673.93 , 482.41 ,
4630101621,HC XR SPINE SURVEY AP AND LATERAL," 1,020.80 ", 730.70 ,
4630101631,HC XR STERNOCLAVICULAR JOINT MIN 3 VWS, 698.71 , 500.14 ,
4630101641,HC XR STERNUM, 654.14 , 468.25 ,
4630101651,HC XR THORACOLUMBAR JUNCTION, 673.93 , 482.41 ,
4630101671,HC XR TILT TABLE STUDY," 2,646.14 "," 1,894.16 ",
4630101681,HC XR TMJ COMPLETE, 842.44 , 603.03 ,
4630101691,HC XR TMJ UNILATERAL, 500.48 , 358.26 ,
4630101701,HC XR TOE, 421.21 , 301.51 ,
4630101711,HC XR TOMOGRAPHY," 1,253.66 ", 897.39 ,
4630101721,HC XR TRANSHEPATIC CHOLANGIOGRAM NEW ACCESS," 3,438.95 "," 2,461.66 ",
4630101731,HC XR T-SPINE AP AND LATERAL, 654.14 , 468.25 ,
4630101741,HC XR T-SPINE ONE VIEW, 431.13 , 308.59 ,
4630101751,HC XR T-SPINE WITH OBLIQUE VIEWS MIN 4 VWS, 916.79 , 656.26 ,
4630101761,HC XR T-SPINE WITH SWIMMERS VIEW 3 VIEWS, 743.25 , 532.02 ,
4630101771,HC XR TUBE PLACEMENT WITH FLUORO," 2,933.63 "," 2,099.95 ",
4630101781,HC XR UPPER GI / SMALL BOWEL," 2,388.47 "," 1,709.71 ",
4630101791,HC XR UPPER GI / SM. BOWEL WITH AIR," 2,571.84 "," 1,840.97 ",
4630101801,HC XR UPPER GI SERIES W/KUB," 1,496.46 "," 1,071.19 ",
4630101811,HC XR UPPER GI SERIES WITH AIR W/KUB," 1,684.76 "," 1,206.00 ",
4630101821,HC XR URETHROCYSTOGRAM RETROGRADE," 1,461.77 "," 1,046.36 ",
4630101831,HC XR VASOGRAM / VESICULOGRAM," 1,129.83 ", 808.74 ,
4630101841,HC XR VENOGRAM BILATERAL P, -   , -   ,Panel
4630101851,HC XR VENOGRAM EXTREMITY FILMS SURG, 376.58 , 269.57 ,
4630101861,HC XR VENOGRAM UNILATERAL P, -   , -   ,Panel
4630101871,HC XR WRIST COMPLETE MIN 3 VWS, 540.08 , 386.61 ,
4630101881,HC XR WRIST LIMITED 2 VIEWS, 500.48 , 358.26 ,
4630101891,HC XR ARTHOGRAM ANKLE," 2,101.05 "," 1,503.97 ",
4630101901,HC XR ARTHROGRAM ELBOW," 2,101.05 "," 1,503.97 ",
4630101911,HC XR ARTHROGRAM HIP," 2,096.18 "," 1,500.47 ",
4630101921,HC XR ARTHROGRAM KNEE," 2,879.11 "," 2,060.94 ",
4630101931,HC XR ARTHROGRAM SHOULDER," 1,258.70 ", 900.99 ,
4630101941,HC XR ARTHROGRAM WRIST," 1,575.82 "," 1,128.01 ",
4630101951,HC XR CHOLANGIOGRAM T-TUBE, 470.80 ," 2,429.81 ",
4630101961,HC XR CYSTOGRAM MIN 3 VWS, 687.55 , 492.17 ,
4630101971,HC XR CYSTOURETHROGRAM RETROGRADE," 1,154.55 ", 826.46 ,
4630101981,HC XR HYSTEROSALPINGOGRAM, 924.01 , 661.41 ,
4630101991,HC XR MYELOGRAM CERVICAL," 1,969.72 "," 1,409.97 ",
4630102001,HC XR MYELOGRAM COMPLETE 2+ REGIONS," 4,031.18 "," 2,885.61 ",
4630102011,HC XR MYELOGRAM LUMBAR," 1,716.99 "," 1,229.04 ",
4630102021,HC XR SMALL BOWEL WITH ENTROCLYSIS," 1,580.75 "," 1,131.55 ",
4630102031,HC XR VENOGRAM EXTREMITY BILATERAL," 1,486.59 "," 1,064.13 ",
4630102041,HC XR VENOGRAM EXTREMITY UNILATERAL," 1,061.50 ", 759.84 ,
4630102051,HC XR LS SPINE FLEX/EXT ONLY, 673.93 , 482.41 ,
4630102061,HC XR HAND AND WRIST COMPLETE P, -   , -   ,Panel
4630102071,HC XR HAND AND WRIST LIMITED P, -   , -   ,Panel
4630102081,HC XR FOOT AND ANKLE COMPLETE P, -   , -   ,Panel
4630102091,HC XR FOOT AND ANKLE LIMITED P, -   , -   ,Panel
4630102101,HC XR FLUORO GUIDED SPINE INJECT," 1,298.25 ", 929.34 ,
4630102111,HC XR FACET INJECTION P, -   , -   ,Panel
4630102121,HC XR FLUORO GUIDED NEEDLE LOC," 1,298.25 ", 929.34 ,
