BATON ROUGE GENERAL HOSPITAL CHARGES,,
"Federal reporting rules require hospitals to maintain a catalog of thousands of procedure codes, code descriptions and list prices in a complex accounting tool, known as the hospital chargemaster. The prices listed on the chargemaster do not reflect what patients will ultimately pay as insurance companies negotiate discounts on the list prices. In addition, co-pays, co-insurance and deductibles can also bring additional discounts before a final charge is determined.                                                                                                                                                                                               ",,
"To get an accurate estimate of what your out of pocket expenses will be, contact us at (225) 381-6276, Monday through Friday, from 8 a.m. – 4:30 p.m.",,
,,
Chg Code,Description,Chg Amt
50600105,NM HEMANGIOMA (W/TAGGED RBC),"$1,251.55"
50600121,NM MECKELS SCAN,$860.15
50600139,NM BRAIN SCAN SPECT,$904.70
50600162,NM PARATHYROID IMAGING PLANAR,$793.00
50600212,NM BONE SCAN LIMITED,"$1,046.95"
50600220,NM BONE SCAN TRIPLE PHASE,"$1,263.80"
50600238,NM BONE SCAN SPECT,"$1,253.45"
50600287,NM GASTRIC EMPTYING,"$1,166.95"
50600303,NM RENAL SCAN MAG 3(W DRUGS),"$1,206.90"
50600352,NM GI BLEED (DELAY),$0.00
50600550,NM OCTREOTIDE SCAN,"$2,038.30"
50600758,NM THERAPY THYROID ABLATION,$828.60
50600808,NM THERAPY HYPERTHYROIDISM,$828.60
50601202,NM MISC SUPPLIES,$0.00
50601251,NM TESTICULAR SCAN,$785.05
50601509,NM BONE SCAN TOTAL BODY,"$1,239.70"
50601608,NM BRAIN DEATH SCAN,$849.75
50602150,NM LIVER/SPLEEN SCAN,"$1,142.40"
50602200,NM GALLIUM SCAN (72 HRS),"$2,038.30"
50602259,NM THYROID I-131 TOTAL BODY,"$1,236.75"
50602614,NM MUGA SCAN,"$1,497.15"
50602754,NM GI BLEEDING SCAN,$984.00
50603000,NM IDENTIFY SENTINEL NODE,$540.55
50603018,NM LYMPHATIC MAPPING IMAGING,"$1,183.00"
50603117,NM VENOGRAM BIL (LBL R C),$751.55
50603125,NM VENOGRAM UNI (LBL RC)  LT,$596.85
50603133,NM VENOGRAM UNI (LBL RC)  RT,$596.85
50603190,NM TECHNETIUM LABELED WBC  WB,"$1,258.25"
50603208,NM MISC PROCEDURES,$0.00
50603265,ZZ NM MDP PER 30 MCI,$148.70
50603331,NM TECHNETIUM LABELED WBC  LTD,"$1,200.70"
50603349,NM TECHNETIUM LABEL WBC  SPEC,"$1,005.90"
50603398,ZZ NM THALLIUM PER MCI,$141.50
50603414,ZZ SODIUM I123(DX) /100 UCI,$95.00
50603422,ZZ NM IN-111 OXISE PER 0.5 MCI,"$4,295.20"
50603430,ZZ NM IN-111 DTPA PER 0.5 MCI,"$4,456.45"
50603448,ZZ NM MAA PER 10 MCI,$520.50
50603455,ZZ NM CHOLETEC UP TO 15 MCI,$325.16
50603463,ZZ TC99MDTPA/DOSE UP TO 25 MCI,$307.95
50603471,ZZ NM I-131 CAPS 1ST MCI THER,$77.50
50603489,ZZ NM SULFUR COLLOID PER DOSE,$243.68
50603521,ZZ NM NEUROLITE UP TO 25 MCI,"$3,058.09"
50603539,ZZ NM XENON PER 10 MCI,$258.26
50603547,ZZ NM MAG3 PER 15 MCI,$949.24
50603554,ZZ NM OCTREOSCAN UP TO 6MCI,"$9,037.91"
50603562,ZZ NM ULTRATAG RED BLOOD CELLS,$399.10
50603570,ZZ SODIUM PERTECHNETATE/DOSE,$165.70
50603588,ZZ NM CARDIOLITE PER DOSE,$254.65
50603596,ZZ NM MYOVIEW PER DOSE,$233.82
50603620,NM INFLAMMATORY PROCESS/LTD,"$1,200.70"
50603653,NM INFLAMATORY PROCESS/WHL BDY,"$1,258.25"
50603661,NM CISTERNOGRM/CSF LEAK (SPEC),$601.30
50604396,ZZ NM I-131 CAPS 1ST MCI DIAG,$256.17
50604404,ADENOSCAN 30MG,"$1,193.92"
50604412,NM INJECTION ONLY,$122.70
50604420,NM MIBG SCAN,"$2,038.30"
50604438,ZZ NM GA 67 CITRATE PER MCI,$382.00
50604446,NM LUNG PERFUSION ONLY,$763.60
50604461,ZZ NM I-131 CAPS ADDL MCI DIAG,$256.17
50604479,ZZ NM I-131 CAPS ADDL MCI THER,$77.50
50604495,NM RADIOPHARMACEUTICAL IV THER,$583.85
50604503,NM DOSIMETRY CPT 77300,$373.00
50604511,NM SUPRVN OF RAD ELEMENT 77790,$214.40
50604529,NM RADIOPHM THRPY CPT 79445,$841.75
50604537,NM YTTRIUM 90 SIR SPHERE,"$59,482.50"
50604545,NM SPHERES LIVER SCAN,"$1,112.50"
50604552,NM BONE MARROW LTD,$784.10
50604560,NM BONE MARROW MULTIPLE AREAS,$873.10
50604578,NM BONE MARROW WHOLE BODY,$911.95
50604610,NM CARDIO STRESS (SPECT),"$1,680.35"
50604628,NM CARDIO REST (SPECT),"$1,680.35"
50604636,NM CARDIO STRESS/REST (SPECT),"$1,680.35"
50604644,THALLIUM VIABILITY,"$1,680.35"
50604669,NM MIBG SPECT 78803,"$1,405.25"
50604677,NM OCTREOTIDE SPECT 78803,"$1,405.25"
50604685,STAT CHARGE/15 MINUTES,$0.00
50604693,ZZ NM CERETEC PER 25MCI DOSE,"$3,004.86"
50604701,NM V/Q,"$1,416.85"
50604719,NM QUANTITATIVE PERFUSION ONLY,"$1,334.25"
50604727,NM QUANTITATIVE V/Q STUDY,"$1,360.05"
50604735,NM CHOLESCINTIGRAM (HIDA),"$1,291.40"
50604743,NM CHOLESCINTIGRM (HIDA) W EJECT FRACT,"$1,291.40"
50604750,KINEVAC 5MCG,$423.78
50604768,ZZ NM FILTERED SULFUR COLLOID,$432.35
50604776,ZZ NM IN-111 INDIUM WBC,"$4,690.15"
50604784,ZZ NM I-131 IOBENGUANE SULFATE,"$2,299.50"
50604792,ZZ NM CERETEC WBC,"$4,699.45"
50604800,ZZ NM I-123 CAP 200 UCI,$414.45
50604818,NM THYROID UPTAKE,$446.00
50604826,NM THYROID SCAN,$622.90
50604834,NM PARATHYROID PLANAR W SPECT,"$1,130.50"
50604842,NM THYROID UPTAKE W IMAGING,$799.75
50604859,Y90 ZEVALIN,"$170,181.10"
50604867,NM CSF SHUNT SURVEY,$453.90
50604883,XOFIGO RA-223 PER MICROCURIE,$628.80
50604891,NM I-123 WHOLE BODY,"$1,236.75"
50604909,IODINE I-123 IOFLUPANE,"$7,899.50"
50800036,CT MASTOIDS,"$1,638.65"
50800663,CT LUMBAR W/ & W/O CONTRAST,"$2,086.20"
50800671,CT LUMBAR  W/ CONTRAST,"$1,897.05"
50800689,CT THORACIC W/ & W/O CONTRAST,"$2,258.20"
50800697,CT THORACIC W/ CONTRAST,"$1,842.05"
50800721,CT PELVIS W/ & W/O  CONTRAST,"$1,716.45"
50800739,CT PELVIS W/CONTRAST,"$1,519.30"
50800747,CT ABDOMINAL W/ & W/O CONTRAST,"$1,855.55"
50800754,CT ABDOMINAL W/ CONTRAST,"$1,603.90"
50800762,CT CHEST W/ & W/O CONTRAST,"$1,593.45"
50800770,CT CHEST SCAN W/CONTRAST,"$1,489.40"
50800788,CT HEAD W/ & W/O CONTRAST,"$1,559.50"
50800796,CT HEAD W/ CONTRAST,"$1,393.20"
50800804,CT HEAD W/O CONTRAST,"$1,229.05"
50800820,CT CHEST SCAN,"$1,247.95"
50800838,CT ABDOMEN W/O CONTRAST,"$1,270.30"
50800846,CT PELVIS W/O CONTRAST,"$1,226.20"
50800879,CT THORACIC W/O CONTRAST,"$1,749.95"
50800887,CT LUMBAR W/O CONTRAST,"$1,782.45"
50800903,CT LIMITED THERAPY 6-10,$529.85
50800911,CT LIMITED THERAPY 11-20,$0.00
50800929,CT LIMITED THERAPY 1-5,$529.85
50800937,CT GUIDED ABCESS/SPEC,$487.30
50801018,ZZ CT BIOPSY MUSCLE,$527.90
50801026,ZZ CT BIOPSY PLEURA,$885.10
50801034,ZZ CT BIOPSY LUNG,$947.90
50801042,ZZ CT BIOPSY LIVER,"$1,095.10"
50801059,ZZ CT BIOPSY PANCREAS,"$1,077.15"
50801067,ZZ CT BIOPSY ABDOMINAL,$998.25
50801075,ZZ CT BIOPSY RENAL,"$1,085.65"
50801091,ZZ CT BIOPSY SPINAL CORD,$984.85
50805043,CT NECK SOFT TISSUE W/,"$1,438.50"
50805050,CT NECK SFT TISS W/ & W/O CONT,"$1,648.75"
50805068,CT NECK SOFT TISSUE W/O,"$1,195.40"
50805084,CT ORBITS/SELLA/EAR W/O,"$1,638.65"
50805092,CT STEREOTACTIC LOCALIZATION,"$1,090.90"
50805100,CT GUIDED NEEDLE PLACEMENT,"$1,384.70"
50805118,CT GUIDED CYST ASPIRATION,"$1,384.70"
50805126,CT LOCALIZED/LMTD ADDL CUTS,$516.90
50805134,CT LOWER EXT W/O CONTRAST RT,"$1,235.95"
50805142,CT LOWER EXT W/O CONTRAST LT,"$1,235.95"
50805159,CT LOWER EXT W/ CONTRAST RT,"$1,413.45"
50805167,CT UPPER EXT W/O CONTRAST RT,$945.55
50805175,CT UPPER EXT W/O CONTRAST LT,$945.55
50805183,CT LOWER EXT W/ CONTRAST LT,"$1,413.45"
50805191,CT LOWER EXT W/&W/O CONT RT,"$1,519.50"
50805209,CT LOWER EXT W&W/O CONTRAST LT,"$1,519.50"
50805217,CT UPPER EXT W/ CONTRAST RT,$933.15
50805225,CT UPPER EXT W/ CONTRAST LT,$933.15
50805233,CT UPPER EXT W/&W/O CONT RT,"$1,169.90"
50805241,CT UPPER EXT W/&W/O CONT LT,"$1,169.90"
50805258,ZZ CT DRAIN OVARIAN ABCESS,"$3,453.45"
50805266,ZZ CT DRAIN SOFT TISSUE NCK/TH,"$1,680.00"
50805282,ZZ CT INCISION DRAIN SUBCU,"$1,139.60"
50805290,ZZ CT DRAIN ISCHIORECTL/PERIRE,"$3,498.25"
50805324,ZZ CT DRAIN PERIVES/PREVESICAL,"$3,298.40"
50805332,CT THORACOSTOMY CONNECT DRAIN,$809.10
50805357,ZZ CT BIOPSY LUMPH NODE,"$1,134.95"
50805407,ZZ CT BIOPSY BONE (SUPERFICAL),$556.00
50805415,ZZ CT BIOPSYBONE(DEEP)FEM VERT,"$1,200.00"
50805423,CT MISC PROCEDURES,$0.00
50805431,CT MISC SUPPLIES,$0.00
50870013,ZZ CT THORACENTESIS PLEURODESI,$336.00
50870070,ZZ CT BIOPSY SOFT TSSUE NCK/TH,$989.30
50870088,ZZ CT BIOPSY EPIDIDYMIS,$373.25
50870096,ZZ CT BIOPSY SALIVARY GLAND,$627.75
50870138,ZZ CT ASPIRATION SP CORD CYST,$575.55
50870146,CT ANGIO HEAD W & W/O,"$1,810.75"
50870153,CT ANGIO NECK W & W/O,"$1,735.15"
50870161,CT ANGIO CHEST W & W/O,"$1,737.00"
50870179,CT ANGIO PELVIS W & W/O,"$1,471.30"
50870187,CT ANGIO UPPER EXT  W & W/O RT,"$1,200.90"
50870195,CT ANGIO UPPER EXT  W & W/O LT,"$1,200.90"
50870203,CT ANGIO LOWER EXT W & W/O LT,"$1,770.55"
50870211,CT ANGIO LOWER EXT W & W/O RT,"$1,770.55"
50870229,CT ANGIO ABDOMEN W/ & W/O,"$1,666.45"
50870237,CT ANGIO ABD AORTA&BIL EXT ROF,"$1,742.70"
50870252,CT ANGIO LOWER EXT W & W/O BIL,"$3,098.50"
50870260,CT ORBITS SELLA EAR W/,"$1,851.55"
50870278,CT ORBITS SELLA EAR W & W/O,"$2,060.45"
50870328,ZZ ASPIRATION RNL CYST/PEL RT,"$1,195.70"
50870336,ZZ ASPIRATION RNL CYST/PEL BIL,"$2,092.45"
50870344,ZZ ASPIRATION RNL CYST/PEL LT,"$1,195.70"
50870351,ZZ FINE NDL ASPIR W/IMAGING,$474.75
50870369,ZZ ABLAT 1>LIVR TUMR PERQ RADI,"$7,156.50"
50870377,CT GUID & MONITORIN-TISS ABLAT,"$1,089.80"
50870401,ZZ CT BIOPSY ADRENAL,"$5,669.80"
50870443,CT LOWER EXT W/O CONTRAST BIL,"$2,162.90"
50870450,CT LOWER EXT W CONTRAST BIL,"$2,473.50"
50870468,CT LOWER EXT W&W/O CONT BIL,"$2,659.15"
50870476,CT UPPER EXT W/O CONTRAST BIL,"$1,455.15"
50870484,CT UPPER EXT W CONTRAST BIL,"$1,633.00"
50870492,CT UPPER EXT W&W/O CONT BIL,"$1,800.45"
50870526,ZZ CT LIVER BX ADD ON,$318.75
50870641,CT CERVICAL SPINE W/EXT W/O,"$1,775.15"
50870658,CT CERVICAL SPINE W/EXT W,"$1,887.80"
50870666,CT CERVIC SPINE W EXT W & W/O,"$2,191.40"
50870674,CT MAXIOFACIAL/SINUS W EXT W/O,"$1,412.65"
50870682,CT MAXIOFACIAL SINUS W/EXT W,"$1,920.15"
50870690,CT MAXIOF/SINUS W EXT & W/O,"$2,137.50"
50870948,ZZ CT DRAIN SUBMAXILLARY,"$2,965.25"
50870955,CT 3D RENDER POST PROC NOT INDP WKSTATIO,$306.15
50870963,CT 3D RENDER POST PROCESS INDP WKSTATION,$525.60
50870971,ZZ CT INJ CELIAC PLEXUS,"$1,024.65"
50871102,CT INS PLEURAL CATH W CUFF,"$1,200.70"
50871151,CT CARDIAC W/O(CALCIUM SCORING,$437.50
50871185,CT CORONARY ANGIOGRAM,"$1,103.25"
50871193,ZZ CT PERC ASP/DRAIN SUBCU,$195.00
50871201,CT ABDOMEN/PELVIS W/O,"$2,217.20"
50871219,CT ABDOMEN/PELVIS W,"$2,726.45"
50871227,CT ABDOMEN/PELVIS W & W/O,"$3,115.90"
50871235,ZZ CT BX TISSUE BACK/FLANK,"$1,402.50"
50871243,CT PARACENTESIS,$981.30
50871268,CTA ABDOMEN/PELVIS,"$3,222.00"
50871276,CT THORACENTESIS ASPIRATION,"$1,424.50"
50871284,CT PLEURAL DRAIN (CHEST TUBE),"$1,424.50"
50871292,CT CRYOABLATION RENAL TUMOR,"$10,011.90"
50871300,CT GUIDED BONE MARROW BIOPSY,"$1,832.00"
50871318,CT CHEST LOW DOSE,"$1,247.95"
50871326,CT DRAIN SOFT TISSUE PERCUT,$456.55
50871334,CT DRAIN VISCERAL PERQ,"$2,679.60"
50871342,CT DRAIN RETRO/PERITONEAL PERQ,"$2,679.60"
50871359,CT DRAIN PERITONEAL TRANSVAG,"$1,812.00"
50871367,CT GUIDED ABLATE BONE TUMOR PERQ,"$9,489.85"
50871391,CT SCAN FOR BONE LENGTH STUDY,$284.05
50871409,CT COLONOGRAPHY W/O CONTRAST,$795.60
50871417,BRRIC CT CREATININE,$47.50
50871425,BRRIC CT BUN UREA NITROGEN,$42.80
50871433,ISOVUE 370 1ML DRAW OFF 200ML,$4.55
50871441,ISOVUE 370 1ML DRAW OFF 500ML,$2.20
50871458,CT CREATININE,$48.45
50871466,CT BUN UREA NITROGEN,$43.65
50871474,ONCONTROL POWERED DRIVER,"$2,082.50"
50871482,BONE MARROW BIOPSY TRAY,$455.00
50871490,BONE BIOPSY TRAY,"$1,458.35"
50871508,CT EXCHANGE DRAINAGE CATHETER,"$2,937.45"
50871524,CT INJ S/I JNT ARTHR/STER RT,"$1,355.90"
50871532,CT INJ S/I JNT ARTHR/STER LT,"$1,355.90"
50871540,CT INJ S/I JNT ARTHR/STER BIL,"$1,895.90"
50871557,NEEDLE CRYOABLATION FORTEC,$0.00
50871565,CATH PIGTAIL 6.3FR 10 MM,$374.20
50871573,CATHULT 12.0-38-25-P-65-CLM-RH,$374.20
50871581,CATHULT 16.0-38-25-P-6S-MCL,$374.20
50871599,CATHULT 18.0-38-25-P-6S-LMCL,$486.20
50871631,NEEDLE INRODUCOR COAXIAL 15GX4.6CM,$185.40
50871649,NEEDLE INTRODUCOR COAXIAL 15GX10.6CM,$185.40
50871656,NEEDLE BONE BIOPSY OSTY-CORE 16GX16.5CM,$479.45
50871664,CT GUIDED BONE MARROW ASPIRATE,"$1,608.80"
50871672,CT GUIDED DX BONE MARROW BX & ASPIR,"$1,886.15"
50871680,PROBE TISSUE ABLATION NEUWAVE,"$7,931.00"
50871698,CT HEART W/ CONTRAST,"$2,228.00"
50871706,NEEDLE BIOPSY BARD 20G 6CM,$393.65
50871714,NEEDLE BIOPSY BARD 16G 16CM,$393.65
50871722,NEEDLE BIOPSY BARD 18G 6CM,$393.65
50871748,INSERT GASTRO TUBE W FLUOR,"$1,386.30"
50871755,INSERT DUO/JEJ TUBE W FLUOR,"$1,386.30"
50871763,ABLATE PULM TUMOR PERQ CRYBL,"$5,978.55"
50871771,ABLATE PULM TUMOR PERQ RF,"$7,722.74"
50871789,PERQ ABLTJ LIVER CRYOABLATION,"$7,465.70"
50871797,PERC RF ABLATE RENAL TUMOR,"$11,405.55"
50900000,PET CT BRAIN W/O CONTRAST,"$1,082.25"
50900018,PET CT BRAIN W/O AND W CONTRAST,"$1,607.10"
50900026,PET CT SOFT TISSUE NECK W/O CONTRAST,"$1,132.45"
50900034,PET CT SOFT TISSUE NECK W CONTRAST,"$1,450.00"
50900042,PET CT SOFT TISS NECK W/O AND W CONTRAST,"$1,641.20"
50900059,PET CT CHEST W/O CONTRAST,"$1,213.80"
50900067,PET CT CHEST W CONTRAST,"$1,557.85"
50900075,PET CT PELVIS W CONTRAST,"$1,516.75"
50900083,PET CT ABDOMEN W/O CONTRAST,"$1,250.20"
50900091,PET CT ABDOMEN W CONTRAST,"$1,598.15"
50900109,PET CT ABDOMEN & PELVIS W/O CONTRAST,"$2,195.30"
50900117,PET CT ABDOMEN & PELVIS W CONTRAST,"$2,661.45"
50900125,PET INITIAL MYOCARIDAL METABOLIC EVAL,"$4,445.55"
50900133,PET INIT BRAIN ALZHEIMERS DEMNTIA EVAL,"$4,417.70"
50900141,PET RESTAGING TUMOR IMAGING LTD,"$4,030.75"
50900158,PET INITIAL BREAST,"$4,706.15"
50900166,PET INITIAL COLORECTAL,"$4,706.15"
50900174,PET INITIAL ESOPHAGEAL,"$4,706.15"
50900182,PET INITIAL HEAD NECK,"$4,706.15"
50900190,PET INITIAL LUNG,"$4,706.15"
50900208,PET INITIAL LYMPHOMA,"$4,706.15"
50900216,PET INITIAL TUMOR IMAGING SKULL TO THIGH,"$4,706.15"
50900224,PET RESTAGING BREAST,"$4,706.15"
50900232,PET RESTAGING COLORECTAL,"$4,706.15"
50900240,PET RESTAGING ESOPHAGEAL,"$4,706.15"
50900257,PET RESTAGING HEAD NECK,"$4,706.15"
50900265,PET RESTAGING LUNG,"$4,706.15"
50900273,PET RESTAGING LYMPHOMA,"$4,706.15"
50900281,PET RESTAGING THYROID,"$4,706.15"
50900299,PET RESTAGING TUMOR IMAGING SKULL/THIGH,"$4,706.15"
50900307,PET WHOLE BODY BONE SCAN,"$5,056.90"
50900315,PET INITIAL MELANOMA,"$5,056.90"
50900323,PET INITIAL TUMOR IMAGING WHOLE BODY,"$5,056.90"
50900331,PET RESTAGING MELANOMA,"$5,056.90"
50900349,PET RESTAGING TUMOR IMAGING WHOLE BODY,"$5,056.90"
50900356,PET INITIAL THYROID,"$4,706.15"
50900364,PET GUIDANCE PLACEMENT RAD THER FIELDS,$735.60
50900372,PET INITIAL TUMOR IMAGING LIMITED,"$4,030.75"
50900380,ISO FDG PET DOSE,$786.90
50900398,F18 SODIUM FLUORIDE USP,$715.35
50900406,AMYVID UP TO 10 MILLICURIES,"$6,517.85"
50900414,GLUCOSE TESTING BY MACHINE PET,$16.00
51000016,US TESTICULAR,$644.70
51000024,US PELVIC,$644.70
51000057,US THYROID,$481.90
51000081,US BLADDER RESIDUAL,$360.00
51000099,US THORACENTESIS,$597.45
51000107,US PLUERAL EFFUSN,$359.60
51000131,TRANS VAG/NON PREGNANT,$498.10
51000149,US HEAD/NECK SOFT TISSUE,$481.90
51000164,US GUIDED NEEDLE PLACEMENT,$597.45
51000255,US ABDOMINAL COMPLETE,$682.00
51000305,US ABDOMINAL LIMITED,$623.90
51000354,US LIVER/BILE,$623.90
51000453,US RENAL BIL,$772.50
51000459,US RENAL BIL,$772.50
51000503,US GALLBLADDER,$623.90
51000552,US GUIDANCE CYST ASPIRATION,$597.45
51000602,US PANCREAS,$623.90
51000701,US SPLEEN,$623.90
51000735,US LOCALIZATION,$345.60
51000743,US PARACENTESIS,$597.45
51000750,US AORTA,$566.50
51000859,US BLADDER,$566.50
51000925,ZZ US BIOPSY MUSCLE,$527.90
51000933,ZZ US BIOPSY PLEURA,$885.10
51000941,ZZ US BIOPSY LUNG,$947.90
51000958,ZZ US BIOPSY LIVER,"$1,095.10"
51000990,ZZ US BIOPSY THYROID,$512.45
51001006,US MISC S&I PROCEDURES,$0.00
51001204,US FETAL AGE DETR LMT ER/BC,$323.35
51001576,US LIVER TRANSPLANT,$623.90
51001584,US RENAL TRANSPLANT,$417.40
51001618,US ABD DOPPLER  LIMITED,$469.20
51001782,US LOWER EXT DOP VEN UNI,$328.35
51001808,US NEONATAL HEAD,$359.60
51001824,US RENAL,$566.50
51001865,US UPPER EXT DOP VENOUS UNI,$328.35
51001998,ZZ US PERC ASP/DRAIN SUBCU,$195.00
51002111,US GUIDED ABCESS/SPEC,$503.45
51002160,US BREAST LOCALIZATION EA,$597.45
51002186,US MISC SUPPLIES,$0.00
51070001,US AMINOCENTESIS,$337.55
51070027,US FETAL BIOPHYSIC W/NON-STRES,$455.10
51070076,US BIOPSY LYMPH NODE,"$1,134.95"
51070142,ZZ US ASP/INJ THYROID CYST,$473.40
51070167,ZZ US ASPIRATION  BREAST  INIT,$417.60
51070175,ZZ US ASPIRATION BRST EA ADDL,$222.15
51070217,US GUIDED  INTRAOPERATIVE,$485.60
51070282,US FETAL BIOPHY PROFILE W/O ST,$531.05
51070290,US STEREOTACTIC LOCAL EA,$597.45
51070324,US OB LTD(AMNIOTIC/FETAL HEART,$323.35
51070332,ZZ INJ SONOHYSTEROGRAPHY,$548.15
51070340,US INFUSION SONOHYSTEROGRAPHY,$595.60
51070357,ZZ ASPIRATION RNL CYST/PEL RT,"$1,195.70"
51070365,ZZ ASPIRATION RNL CYST/PEL BIL,"$2,092.45"
51070373,ZZ ASPIRATION RNL CYST/PEL LT,"$1,195.70"
51070415,ZZ FINE NDL ASPIR W/IMAGING,$474.75
51070449,OB COMPLETE <14 WKS,$556.90
51070456,OB COMPLETE <14 WKS  ADDL,$415.75
51070464,OB COMPLETE >14WKS,$689.05
51070472,OB COMPLETE > 14 WKS  ADDL,$689.05
51070480,OB COMPLETE+FETAL DETAIL,$726.95
51070498,OB COMPLETE+FETAL DETAIL  ADDL,$471.85
51070506,OB  RE-EVALUATE FETUS,$360.00
51070514,TRANS VAG/PREGNANT,$498.10
51070522,ZZ US BIOPSY ADRENAL,"$5,669.80"
51070530,US SPINAL AND SPINAL CONTENTS,$461.50
51070548,US GUIDE VASCULAR ACCESS,$340.85
51070571,US INFANT HIPS DYNAMIC,$491.35
51070654,US DOPPLER FETAL UMBILICAL ART,$458.20
51070662,US ABDOMEN RETROPERITONEAL,$391.90
51070670,ZZ US LIVER BX ADD ON,$318.75
51070787,US OB 1ST TRI NUCHAL MEAS,$522.50
51070795,US OB 1ST TRI NUCHAL ADDL,$330.00
51070811,US VELOCIMETRY MCA,$413.40
51070852,IUS STANDARD/PETITE TISSUE MARKERS,"$1,950.00"
51070878,US EXTREMITY COMPLETE,$527.15
51070886,US EXTREMITY LIMITED/SPECIFIC,$351.50
51070894,US FETAL ECHO,"$1,138.20"
51070902,US FOLLOW-UP FETAL ECHO,$794.10
51070910,US FETAL DOPPLER ECHO,$392.25
51070928,US FOL-UP FETAL DOPPLER ECHO,$356.75
51070936,US PARACENTESIS,$981.30
51070944,US PERITONEAL LAVAGE,$981.30
51070951,US GUIDANCE FOR VILLUS,$313.60
51070969,ZZ US GUIDANCE FOR VILLUS,$561.10
51070977,US THORACOSTOMY CONNECT DRAIN,$809.10
51070985,US THORACENTESIS ASPIRATION,"$1,424.50"
51070993,US PLEURAL DRAIN (CHEST TUBE),"$1,424.50"
51071009,US INFANT HIPS LIMITED NO DR,$453.70
51071017,US COLOR FLOW DOPPLER,$423.65
51071025,STAT US ASPIRATION BREAST 1ST,$0.00
51071033,STAT US ASPIRATION BRST ADDL,$0.00
51071041,STAT US BREAST BILATERAL,$0.00
51071058,STAT US BREAST LEFT,$0.00
51071066,STAT US ABDOMINAL COMPLETE,$0.00
51071074,STAT US ABDOMINAL LIMITED,$0.00
51071082,STAT OB COMPLETE <14 WKS,$0.00
51071090,STAT OB COMPLETE <14 WKS ADDL,$0.00
51071108,STAT OB COMPLETE >14WKS,$0.00
51071116,STAT OB COMPLETE >14 WKS ADDL,$0.00
51071124,STAT OB COMPLETE+FETAL DETAIL,$0.00
51071132,STAT OB COMP+FETAL DTL ADDL,$0.00
51071140,STAT US OB LTD AMNIO/FTL HRT,$0.00
51071157,STAT TRANS VAG/PREGNANT,$0.00
51071165,STAT TRANS VAG/NON PREGNANT,$0.00
51071173,STAT US PELVIC,$0.00
51071181,STAT US BRST LOCALIZATION BIL,$0.00
51071199,STAT US BRST LOCALIZATION LT,$0.00
51071207,ENSPIRE BIOPSY PROBE,"$1,025.30"
51071215,STAT US BREAST RIGHT,$0.00
51071223,STAT US BRST LOCALIZATION RT,$0.00
51071231,STAT FETAL BPP W/O STRESS,$0.00
51071249,STAT FETAL MCA,$0.00
51071256,STAT SALINE SONOGRAM,$0.00
51071264,STAT OB RE-EVALUATE FETUS,$0.00
51071272,TRAY PARACENTESIS,$434.05
51071280,US DRAIN SOFT TISSUE PERCUT,$456.55
51071298,US DRAIN VISCERAL PERQ,"$2,679.60"
51071306,US DRAIN RETRO/PERITONEAL PERQ,"$2,679.60"
51071314,US DRAIN PERITONEAL TRANSVAG,"$1,812.00"
51071322,US BRST BX W PLCMT 1ST LESION,"$1,458.20"
51071330,US BRST BX W PLCMT EA  ADDTL,"$1,093.65"
51071348,US NDL LOCALIZATION 1ST LESION,$403.70
51071355,US NDL LOCALIZATION EA ADDTL,$282.60
51071363,STAT US GENDER,$0.00
51071371,STAT US GENDER MULTI,$0.00
51071389,STAT 4D IMAGING,$0.00
51071397,STAT 4D IMAGING MULTI,$0.00
51071405,US BIOPSY RENAL,"$1,085.65"
51071413,US BREAST COMPLETE UNI,$442.10
51071421,US BREAST LIMITED UNI,$375.20
51071439,US BREAST COMPLETE BILAT,$703.35
51071447,US BREAST LIMITED BILAT,$643.35
51071454,US AXILLA UNI,$413.10
51071462,US AXILLA BILAT,$602.45
51071470,US ARTHROCENTESIS INTERMEDIATE JT,$326.35
51071488,US CAROTID BILAT,$510.00
51071496,US UPPER EXT ARTERIAL DUPLEX,$347.20
51071504,US LOWER EXT VENOUS DUPLEX BIL,$562.40
51071512,US UPPER EXT VENOUS DUPLEX BIL,$562.40
51071520,US DOPPLER RENAL ARTERY,$560.15
51071538,US AORTA IVC ILIAC VASC COMPLETE,$402.25
51071546,US AORTA IVC ILIAC VASC LTD,$328.35
51071553,US PARACENTESIS W/O IMAGING,"$1,393.90"
51071561,NEEDLE CORE BX MARQUEE,$476.90
51071579,NEEDLE CORE BX KIT MARQUEE,$548.40
51071587,NEEDLE MAX CORE BIOPSY INST,$295.70
51071595,US MISC SURGICAL PROCEDURES,$0.00
51071603,NO CHARGE ULTRASOUND DEPT,$0.00
51071611,US MISC SURGICAL PROCEDURES,$0.00
51071652,US ABDL AORTA SCREEN AAA,$429.35
51071678,US ELASTOGRAPHY,$565.15
51071686,US ABD LIMITED W/ ELASTOGRAPHY,$0.00
51071694,BOTTLE EVACUATED 1000ML W/VALVE ONLY,$90.15
51200020,MA MAMMO DIAG BILATERAL,$310.85
51200046,MA MAMMOGRAM DG SCREENING,$274.35
51200087,MA MAMMO DX BIL/AV,$310.85
51200350,MA MAMMO DG UNI/AV  LEFT,$235.05
51200368,MA MAMMO  UNI/AV  RIGHT,$235.05
51200376,MA MAMMOGRAM DG UNI  LEFT,$235.05
