Charge Code Description,"Rev
Code","Proc
 Code","Rate 
Exception",,,,,,,,,
5130057,CHEMODENERV MUSC MIGRAINE,PM,A,761,64615,,,,,616,N,N
5130058,BOTOX 200 UNIT VIAL(BILL PER UNIT),PM,A,636,J0585,,,,,28.5,N,N
5130059,"SYNVISC KIT 16MG SYRG, BILL PER MG",PM,A,636,J7325,,,,,79,N,N
5130060,"DRAIN/INJ, JNT/BURSA LRG - BILATERAL",PM,A,761,20610,50,,,,771,N,N
5130061,"SPG BLOCK IN OFF, SPHENOPALATINE GANGLIO",PM,A,761,64505,,,,,456,N,N
5130063,DILAUDID 2MG TAB,PM,A,250,,,,,,3.5,N,N
51700UT,BLADDER IRRIGATION,UROL,A,960,51700,,,,,454,N,Y
51701R,INSERT BLADDER CATHETER - RWC,RWC,A,960,51701,,,,,190,N,Y
51701UT,STRAIGHT CATH,UROL,A,960,51701,,,,,228,N,Y
51702R,INSERT TEMP BLADDER CATH - RWC,RWC,A,960,51702,,,,,278,N,Y
51702UT,URETHRAL CATH CHANGE,UROL,A,960,51702,,,,,218,N,Y
51705UT,SUPRAPUBIC CATH CHANGE,UROL,A,960,51705,,,,,484,N,Y
51798R,MEASUREMENT OF POST-VOLDING RESIDUAL UR,RWC,A,960,51798,,,,,215,N,Y
51798UT,BLADDER SCAN,UROL,A,960,51798,,,,,131,N,Y
51840R,"ANTERIOR VESICOURETHROPEXY, SIMPLE - RWC",RWC,A,960,51840,,,,,"3,620.00",N,Y
51845R,ABDOMINO-VAGINAL VESICAL NECK SUSPENSION,RWC,A,960,51845,,,,,943,N,Y
51860L,SUTURE BLADDER WOUND INJ;SIMPLE-GS,HCGS,A,960,51860,,,,,"5,865.00",N,Y
5200047,SAP ASSESSMENT,HELP,A,944,H0047,,,,,574,N,N
5200050,NO SHOW CHARGE HELP CTR,HELP,A,997,,,,,,30,N,N
5200052,HCH-EAP,HELP,A,997,,,,,,0,N,N
52000UT,CYSTOURETHROSCOPY,UROL,A,960,52000,,,,,287,N,Y
52005UT,CYSTOURETHROSCOPY WITH URETERAL CATH,UROL,A,960,52005,,,,,243,N,Y
5200700,MD-INIT MED/SOM PSYCH EVL,HELP,A,961,90792,,,,,464,N,N
5200710,MD PSYCH MED/SOM 20-30 MN,HELP,A,961,90833,,,,,173,N,N
5200720,MD PSYCH MED/SOM 45-50 MN,HELP,A,961,90836,,,,,271,N,N
5200809,MD PSYCH MED/SOM 75-80MIN,HELP,A,961,90838,,,,,289,N,N
5200821,MD INPT IND PSYCH 60 MIN,HELP,A,961,90837,,,,,317,N,N
5200839,CRISIS 1ST 60 MINUTES,HELP,A,914,90839,,,,,318,N,N
5200840,CRISIS EA ADDIT 30 MIN,HELP,A,914,90840,,,,,135,N,N
5200846,PSYCH/FAMILY W/O CLIENT,HELP,A,916,90846,,,,,242,N,Y
5200847,PSYCH/GROUP/FAM W CLIENT,HELP,A,916,90847,,,,,278,N,Y
5200857,PSYCH/GROUP,HELP,A,915,90853,,,,,166,N,N
5200875,INTERACTIVE COMPLEXITY,HELP,A,914,90785,,,,,206,N,N
5200889,REPORTS,HELP,A,914,90889,,,,,155,N,N
5201020,INDIV CD 45-50 MIN,HELP,A,914,90834,,,,,212,N,N
5201030,INDIV CD 20-30 MIN,HELP,A,914,90832,,,,,168,N,N
5201040,INDIV CD 75-80 MIN,HELP,A,914,90837,,,,,284,N,N
5201045,GROUP CD,HELP,A,915,90853,,,,,155,N,N
5201050,INDIV THERAPY 38-52 MIN,HELP,A,914,90834,,,,,212,N,Y
5201060,INDIV THERAPY 16-37 MIN,HELP,A,914,90832,,,,,168,N,Y
5201070,INDIV THERAPY 53 MIN >,HELP,A,914,90837,,,,,284,N,Y
5202000,ASSESS-DRUG/ALCOHOL/MH,HELP,A,914,90791,,,,,341,N,N
5202010,DIAGNOSTIC ASSESSMENT,HELP,A,914,90791,,,,,341,N,Y
5203000,CIGNA EAP-INDIV THER 38-52 MIN,HELP,A,914,99404,,,,,212,N,N
5203001,CIGNA EAP-DIAGNOSTIC ASSESSMENT,HELP,A,914,99404,,,,,341,N,N
5209075,MEDICAL TESTIMONY,HELP,A,961,99075,,,,,338,N,N
5209212,MD PSYCH STRAIGHT FORWARD,HELP,A,961,99212,,,,,173,N,N
5209213,MD PSYCH LOW COMPLEX,HELP,A,961,99213,,,,,271,N,N
5209214,MD PYSCH  MODERATE COMPLE,HELP,A,961,99214,,,,,289,N,N
5209215,MD PYSCH HIGH COMPLEX,HELP,A,961,99215,,,,,339,N,N
5209361,MED CONF WITH PHYS >30MIN,HELP,A,961,99367,,,,,237,N,N
5209362,MED CONF W/O PHYS >30MIN,HELP,A,914,99368,,,,,110,N,N
5209371,THERAP TELE MGMT 5-10MIN,HELP,A,914,98966,,,,,48,N,N
5209372,THERAP TELE MGMT 11-20MIN,HELP,A,914,98967,,,,,85,N,N
5209373,THERAP TELE MGMT 21-30MIN,HELP,A,914,98968,,,,,125,N,N
5209441,MD TELE MGMT W/PT 5-10MIN,HELP,A,961,99441,,,,,73,N,N
5209442,MD TELE MGT W/PT 11-20MIN,HELP,A,961,99442,,,,,124,N,N
5209443,MD TELE MGT W/PT 21-30 MN,HELP,A,961,99443,,,,,193,N,N
52204UT,CYSTOSCOPY W/BIOPSY(S),UROL,A,960,52204,,,,,259,N,Y
52214UT,CYSTO W FULGERATION OF TRIGONE,UROL,A,960,52214,,,,,324,N,Y
52224UT,CYSTO W FULG OF MINOR LESIONS < 0.5 CM,UROL,A,960,52224,,,,,375,N,Y
52234UT,CYSTO W FULG BLADDER TUMOR(S);0.5-2.0 CM,UROL,A,960,52234,,,,,451,N,Y
52235UT,CYSTO W FULG BLADDER TUMOR(S); 2.0-5.0CM,UROL,A,960,52235,,,,,528,N,Y
52240UT,CYSTO W FULGERTN LG BLADDER TUMOR(S),UROL,A,960,52240,,,,,718,N,Y
52276UT,CYSTO W DIR VISION INT URETHROTOMY,UROL,A,960,52276,,,,,485,N,Y
52281UT,CYSTO W DIL OF URETHRAL STRICTURE,UROL,A,960,52281,,,,,278,N,Y
52317UT,LITHOLAPAXY; IN BLAD & REM FRAG;< 2.5CM,UROL,A,960,52317,,,,,637,N,Y
52318UT,LITHOLAPAXY; IN BLAD & REM FRAG;>2.5CM,UROL,A,960,52318,,,,,868,N,Y
52332UT,CYST W INS OF INDWELLING URETER STENT,UROL,A,960,52332,,,,,284,N,Y
52351UT,DX CYSTO W URETER/PYEL,UROL,A,960,52351,,,,,555,N,Y
52352UT,CYSTO W STONE MANIP OR REM,UROL,A,960,52352,,,,,648,N,Y
52353UT,CYSTO W LITHOTRIPSY,UROL,A,960,52353,,,,,718,N,Y
52356UT,CYSTO/URETERO W/LITHOTRIPSY,UROL,A,960,52356,,,,,762,N,Y
52601UT,TRANSUR ELECTR RESECTION OF PROSTATE,UROL,A,960,52601,,,,,"1,541.00",N,Y
52648UT,LASER VAPORIZATOIN OF PROSTATE,UROL,A,960,52648,,,,,"1,255.00",N,Y
53440UT,MALE SLING OPERATION,UROL,A,960,53440,,,,,"1,370.00",N,Y
5400002,FU-CONSULT/REASS EA 15MIN,DIET,A,942,97803,,,,,41,N,Y
5400003,INITIAL CONSULT EA 15 MIN,DIET,A,942,97802,,,,,52,N,Y
5400004,NUTRITIONAL COUNSELING each 15 MIN,DIET,A,942,S9470,,,,,52,N,N
5400008,MNT:GROUPTHER  EA 30 MIN,DIET,A,942,97804,,,,,34,N,Y
5400108,"DSME, INDIV EA 30 MIN",DIET,A,942,G0108,,,,,72,N,Y
5400109,"DSME, GROUP EA 30 MIN",DIET,A,942,G0109,,,,,61,N,Y
54060L,REMOVAL OF PENILE LESION-GS,HCGS,A,960,54060,,,,,752,N,Y
54150R,CIRCUMCISION W/REGIONAL BLOCK - RWC,RWC,A,960,54150,,,,,815,N,Y
54160R,CIRCUMCISION NEONATE <=28 DAYS - RWC,RWC,A,960,54160,,,,,462,N,Y
54405UT,INSERT MULTI-COMP PENIS PROS,UROL,A,960,54405,,,,,"1,472.00",N,Y
54520L,ORCHIECTOMY SIMPLE-GS,HCGS,A,960,54520,,,,,"1,464.00",N,Y
5500010,COMPANY PHYSICAL,COMP,A,981,99213,,,,,72,N,N
5500014,COLLECT ONLY DRUG SCREEN,COMP,A,300,99001,,,,,20,N,N
5500015,COMP URINE DRUG SCR-DOT,COMP,A,300,80307,,,,,30,N,N
5500018,5COMP UR DRUG SCR-NON DOT,COMP,A,300,80307,,,,,30,N,N
5500019,DRUG SCR-MED TOX RAPID,COMP,A,300,80305,,,,,71,N,N
5500022,HAIR - COLLECT ONLY,COMP,A,940,99199,,,,,20,N,N
5500024,HAIR - MED TOX,COMP,A,301,80305,,,,,175,N,Y
5500025,"BREATH ALCOHOL, COMPANY",COMP,A,301,82075,,,,,20,N,N
5500060,"EKG, COMPANY",COMP,A,730,93005,,,,,173,N,N
5500065,"XRAY CHEST 1VW, COMPANY",COMP,A,320,71045,,,,,191,N,N
5500070,"XRAY CHEST 2VW, COMPANY",COMP,A,320,71046,,,,,228,N,N
5500075,"XRAY LUMBAR SP 5VW, COMP",COMP,A,320,72110,,,,,473,N,N
5500080,"MAMMOGRAM+CAD, COMPANY",COMP,A,403,77067,,,,,203,N,N
55040L,EXCISE HYDROCELE;UNILATERAL-GS,HCGS,A,960,55040,,,,,"1,626.00",N,Y
55060L,REPAIR RUNICA VAGINALIS HYDROCELE-GS,HCGS,A,960,55060,,,,,"1,578.00",N,Y
55060UT,REPAIR TUNICA VAGINALIS HYDROCELE,UROL,A,960,55060,,,,,689,N,Y
5509080,DOT-MRO REVIEW & SIGN,COMP,A,300,,,,,,26,N,N
55100TL,DRAINAGE OF SCROTUM ABSCESS,HCGS,A,960,55100,,,,,299,N,Y
55250UT,VASECTOMY UNIL OR BILAT,UROL,A,960,55250,,,,,411,N,Y
55500L,EXCISE HYDROCLE SPERM CORD UNIL-GS,HCGS,A,960,55500,,,,,"1,516.00",N,Y
55700UT,PROSTATE NEEDLE PUNCH BX,UROL,A,960,55700,,,,,240,N,Y
56405R,I&D VULVAR/PERINEAL ABSCESS - RWC,RWC,A,960,56405,,,,,347,N,Y
56420R,I&D BARTH-GLND ABSCESS - RWC,RWC,A,960,56420,,,,,462,N,Y
56440R,MARSUPIALIZATON OF BARTHOLIN GLAND CYST,RWC,A,960,56440,,,,,722,N,Y
56501R,DESTR VULVAR LESION;SIMPLE - RWC,RWC,A,960,56501,,,,,244,N,Y
56515R,DESTR VULVAR LESION;EXTEN - RWC,RWC,A,960,56515,,,,,347,N,Y
56605R,BX VULVAR/PERINEUM-1 LESION - RWC,RWC,A,960,56605,,,,,265,N,Y
56606R,BX EA ADDITIONAL LESION - RWC,RWC,A,960,56606,,,,,185,N,Y
56620R,VULVECTOMY SIMPLE;PARTIAL - RWC,RWC,A,960,56620,,,,,"2,299.00",N,Y
56700R,PART HYMENECTOMY/REVISION OF HYMEN RING,RWC,A,960,56700,,,,,720,N,Y
56740R,EXC BARTHOLINS GLAND/CYST - RWC,RWC,A,960,56740,,,,,"1,332.00",N,Y
56810R,PERINEOPLASTY REP PERI NONOB - RWC,RWC,A,960,56810,,,,,"1,106.00",N,Y
56820R,COLPOSCOPY-VULVA - RWC,RWC,A,960,56820,,,,,325,N,Y
56821R,COLPOSCOPY W/BX VULVA - RWC,RWC,A,960,56821,,,,,347,N,Y
5695805,MSLT/MWT,SLEP,A,920,95805,,,,,"1,774.00",N,N
5695806,HOME SLEEP STUDY UNATT&RESP EFFT,SLEP,A,920,95806,,,,,720,N,N
5695810,POLYSOMNOGRAPHY (PSG),SLEP,A,920,95810,,,,,"3,733.00",N,N
5695811,PSG WITH CPAP/BPAP TITRATION,SLEP,A,920,95811,,,,,"3,979.00",N,N
57000L,COLPOTOMY; WITH EXPLORATION-GS,HCGS,A,960,57000,,,,,393,N,Y
57010R,"INCISION/DRAINAGE,VAGINAL ABSCESS - RWC",RWC,A,960,57010,,,,,423,N,Y
57061R,DESTR-VAGINAL LESION;SIMPLE - RWC,RWC,A,960,57061,,,,,301,N,Y
57065R,DESTR-VAGINAL LESION;EXTENSIVE - RWC,RWC,A,960,57065,,,,,974,N,Y
57100R,BIOPSY OF VAGINAL MUCOSA - RWC,RWC,A,960,57100,,,,,327,N,Y
57120R,COLPOCLEISIS(LE FORT TYPE) - RWC,RWC,A,960,57120,,,,,427,N,Y
57135R,EXCISION VAG CYST/TUMOR - RWC,RWC,A,960,57135,,,,,"1,042.00",N,Y
57160R,FITTING&INSERTION-PESSARY - RWC,RWC,A,960,57160,,,,,140,N,Y
57200R,"COLPORRHAPHY, SUT OF INJ, VAGINA, NON OB",RWC,A,960,57200,,,,,540,N,Y
57240R,ANTERIOR COLPORRHAPHY,RWC,A,960,57240,,,,,"1,715.00",N,Y
57240TL,ANTERIOR COLPORRHAPHY,HCGS,A,960,57240,,,,,"1,652.00",N,Y
57250R,POST COLPORRHAPHY REP RECTOCELE - RWC,RWC,A,960,57250,,,,,"2,165.00",N,Y
57260L,COMB ANTEROPOSTERIOR COLPORRHAPHY-GS,HCGS,A,960,57260,,,,,"2,879.00",N,Y
57260R,COMB ANTEROPOSTERIOR COLPORRHAPHY - RWC,RWC,A,960,57260,,,,,"2,879.00",N,Y
57268R,"REPAIR OF ENTEROCELE, VAGINAL APPROACH",RWC,A,960,57268,,,,,"2,031.00",N,Y
57288UT,SLING OP FOR STRESS INCONTINENCE,UROL,A,960,57288,,,,,"1,284.00",N,Y
57410R,PV EXAM UNDER ANESTHESIA - RWC,RWC,A,960,57410,,,,,184,N,Y
57415R,REM'L IMPACTED FB-VAGINA - RWC,RWC,A,960,57415,,,,,197,N,Y
57420R,COLPOSCOPY OF ENTIRE VAGINA W/CERVIX-RWC,RWC,A,960,57420,,,,,331,N,Y
57421R,"COLPOSCOPY ENT VAGINA W/CX,W/BX - RWC",RWC,A,960,57421,,,,,353,N,Y
57452R,COLPOSCOPY OF CERVIX - RWC,RWC,A,960,57452,,,,,301,N,Y
57454R,COLPOSCOPY CERVIX W/BX &ECC - RWC,RWC,A,960,57454,,,,,390,N,Y
57455R,COLPOSCOPY  CERVIX W/BX - RWC,RWC,A,960,57455,,,,,361,N,Y
57456R,COLPOSCOPY CERVIX W/ECC - RWC,RWC,A,960,57456,,,,,371,N,Y
57460R,COLPOSCOPY CERVIX W/LOOP BX - RWC,RWC,A,960,57460,,,,,390,N,Y
57461R,COLPOSCOPY W/LOOP CONZ CERVIX - RWC,RWC,A,960,57461,,,,,650,N,Y
57500R,BX OF CERVIX - RWC,RWC,A,960,57500,,,,,276,N,Y
57505R,"ECC (SEP,PROCURE) - RWC",RWC,A,960,57505,,,,,301,N,Y
57520R,CONZ CERVIX-COLD KNIFE - RWC,RWC,A,960,57520,,,,,867,N,Y
57522R,CONZ OF CERVIX-LEEP - RWC,RWC,A,960,57522,,,,,578,N,Y
57530R,CERVICECTOMY AMPUTATION - RWC,RWC,A,960,57530,,,,,"1,413.00",N,Y
57700R,CERCLAGE OF UTERINE CERVIX-NONOB - RWC,RWC,A,960,57700,,,,,"1,049.00",N,Y
57800R,DILATION CERVICAL CANAL;INST(SEP) - RWC,RWC,A,960,57800,,,,,462,N,Y
58100R,"ENDOM,BX WO DIL;W/WO ECC - RWC",RWC,A,960,58100,,,,,317,N,Y
58110R,ENDOM BX W/COLPOSCOPY - RWC,RWC,A,960,58110,,,,,191,N,Y
58120R,D&C NONOBSTETRICAL - RWC,RWC,A,960,58120,,,,,"1,141.00",N,Y
58140R,MYOMECTOMY,RWC,A,960,58140,,,,,"2,868.00",N,Y
58150L,TAH W/WO REMOVAL TUBE-OVARY-GS,HCGS,A,960,58150,,,,,"4,324.00",N,Y
58150R,TAH W/WO REMOVAL TUBE-OVARY - RWC,RWC,A,960,58150,,,,,"4,324.00",N,Y
58180R,SUPRACERVICAL ABD HYSTERECTOMY - RWC,RWC,A,960,58180,,,,,"4,049.00",N,Y
58262R,VAG HYST INCLUDING T/O=<250GM - RWC,RWC,A,960,58262,,,,,"3,733.00",N,Y
58300R,IUD INSERTION (MIRENA) - RWC,RWC,A,960,58300,,,,,327,N,Y
58301L,REMOVE INTRAUTERINE DEVICE-GS,HCGS,A,960,58301,,,,,303,N,Y
58301R,REMOVE INTRAUTERINE DEVICE - RWC,RWC,A,960,58301,,,,,303,N,Y
58321R,ARTIFICIAL INSEMINATION,RWC,A,960,58321,,,,,502,N,Y
58322R,ARTIFICIAL INSEMINATION-INTRA UTERINE,RWC,A,960,58322,,,,,106,N,Y
58340R,CATH&INTRO SALINE/CONTR SIS/HSG - RWC,RWC,A,960,58340,,,,,185,N,Y
58350R,CHROMOTUBATION - RWC,RWC,A,960,58350,,,,,"1,441.00",N,Y
58353R,ENDOMET ABLAT ERM WO SCOPY GUIDE - RWC,RWC,A,960,58353,,,,,"1,801.00",N,Y
58550R,LAPARO-ASST VAG HYSTERECTOMY =<250GM-RWC,RWC,A,960,58550,,,,,"4,140.00",N,Y
58552PA,LAVH UTERUS 250G < WITHRMVL TUBE/OVARIES,SCS,A,960,58552,,,,,"1,719.00",N,N
58552R,LAP-VAG HYST INC T/O =<250GM - RWC,RWC,A,960,58552,,,,,"4,253.00",N,Y
58555R,HYSTEROSCOPY DIAGNOSTIC - RWC,RWC,A,960,58555,,,,,"1,112.00",N,Y
58558R,HYSTEROSCOPY SURG;W/BX&POLYPECT - RWC,RWC,A,960,58558,,,,,"1,801.00",N,Y
58561R,HYSTEROSCOPY; W REM LEIOMYOMATA - RWC,RWC,A,960,58561,,,,,"2,917.00",N,Y
58562R,HYSTEROS/ LAPAROS W REM OF IMP FOREIGN B,RWC,A,960,58562,,,,,"1,994.00",N,Y
58563R,LAP ENDOMET ABLATION - RWC,RWC,A,960,58563,,,,,"1,801.00",N,Y
58578R,UNLISTED LAPAROSCOPY PROCEDURE,RWC,A,960,58578,,,,,"2,749.00",N,Y
58600R,TUBAL LIGATION NO CAUTERY - RWC,RWC,A,960,58600,,,,,"1,793.00",N,Y
58605R,TUBAL LIGATION PP - RWC,RWC,A,960,58605,,,,,"1,801.00",N,Y
58611R,TUBAL LIGATION C/S - RWC,RWC,A,960,58611,,,,,927,N,Y
58615R,OCCLUS FALLOPIAN TUBE-DEVICE VAG - RWC,RWC,A,960,58615,,,,,"1,332.00",N,Y
58660R,LAPAROSCOPY SURG;W/LYSIS ADHES - RWC,RWC,A,960,58660,,,,,"3,002.00",N,Y
58661L,LAP/LYSIS/TUBES/OVARY-GS,HCGS,A,960,58661,,,,,"2,881.00",N,Y
58661R,LAP/LYSIS/TUBES/OVARY - RWC,RWC,A,960,58661,,,,,"2,881.00",N,Y
58662L,LAP/FULG/LESION/OVARY-GS,HCGS,A,960,58662,,,,,"3,002.00",N,Y
58662R,LAP/FULG/LESION/OVARY - RWC,RWC,A,960,58662,,,,,"3,002.00",N,Y
58670R,TUBAL LIGATION/FULGURATION - RWC,RWC,A,960,58670,,,,,"1,851.00",N,Y
58673R,LAPROSCOPY W SALPINGOSTOMY - RWC,RWC,A,960,58673,,,,,"3,523.00",N,Y
58679L,LAPAROSCOPIC OOPHOROTOMY-GS,HCGS,A,960,58679,,,,,"3,498.00",N,Y
58700R,SALPINGECT CMPL/PART UNI/BIL-SP - RWC,RWC,A,960,58700,,,,,"2,314.00",N,Y
58720R,SALP-OOPH CMPL/PART UNI/BIL-SP - RWC,RWC,A,960,58720,,,,,"2,776.00",N,Y
58740L,LYSIS OF ADHESIONS-GS,HCGS,A,960,58740,,,,,"2,881.00",N,Y
58740R,LYSIS OF ADHESIONS - RWC,RWC,A,960,58740,,,,,"2,776.00",N,Y
58800R,DRN OVAR CYST UNI/BIL-SEP PROC;VAG - RWC,RWC,A,960,58800,,,,,"1,158.00",N,Y
58900R,BIOPSY OF OVARY - RWC,RWC,A,960,58900,,,,,"1,848.00",N,Y
58925R,OOPHORECTOMY PART/TOT UNI/BIL - RWC,RWC,A,960,58925,,,,,"2,660.00",N,Y
58940L,"OOPHORECTOMY,PRT/TOT,UNIL-GS",HCGS,A,960,58940,,,,,"3,099.00",N,Y
58940R,"OOPHORECTOMY,PRT/TOT,UNIL - RWC",RWC,A,960,58940,,,,,"2,660.00",N,Y
58956PA,TAH W/BSO & TOTAL OMENTECTOMY MALIGNANCY,SCS,A,960,58956,,,,,"2,446.00",N,N
58956R,TAH W/BSO & TOTAL OMENTECTOMY FOR MALIG,RWC,A,960,58956,,,,,"2,446.00",N,Y
58999L,UNL PROC FEMALE GENITAL SYS-GS,HCGS,A,960,58999,,,,,249,N,Y
59000R,AMNIOCENTESIS - RWC,RWC,A,960,59000,,,,,597,N,Y
59020R,FETAL CONTRACTION STRESS TEST (INTERPRET,RWC,A,960,59020,26,,,,74,N,Y
59025R,NST - RWC,RWC,A,960,59025,,,,,96,N,Y
5910000,NSF CHARGE,NSF,A,997,,,,,,26,N,N
59120R,SURG TX ECTOP PF;W/SALPINGECT&/OOPH-RWC,RWC,A,960,59120,,,,,"3,123.00",N,Y
59150R,LAP TX ECTOP PG;NO SALPINGECT&/OOPH-RWC,RWC,A,960,59150,,,,,"2,892.00",N,Y
59151R,LAP TX ECTOPPG;SALPING&/OOPH - RWC,RWC,A,960,59151,,,,,"3,408.00",N,Y
59160R,CURETTAGE POSTPARTUM - RWC,RWC,A,960,59160,,,,,"1,064.00",N,Y
59200R,INSERT OF CERVICAL DILATOR - RWC,RWC,A,960,59200,,,,,313,N,Y
59300R,EPISIOT/VAG RPR OTH ATT PHYS - RWC,RWC,A,960,59300,,,,,753,N,Y
59320R,CERC CERV DUR PREG;VAGINAL - RWC,RWC,A,960,59320,,,,,"1,441.00",N,Y
59350R,HYSTERORRHAPHY OF RUPT UTERUS,RWC,A,360,59350,,,,,"2,006.00",N,Y
59400R,OB CARE W/VAG DEL&PP/GLOBAL - RWC,RWC,A,960,59400,,,,,"3,844.00",N,Y
59409R,VAGINAL DELIVERY ONLY - RWC,RWC,A,960,59409,,,,,"2,522.00",N,Y
59410R,VAGINAL DEL ONLY;INCL PP CARE - RWC,RWC,A,960,59410,,,,,"2,545.00",N,Y
59412R,EXT CEPHALIC VERS W/WO TOCOLYSIS - RWC,RWC,A,960,59412,,,,,347,N,Y
59414R,DELIVERY OF PLACENTA - RWC,RWC,A,960,59414,,,,,"1,296.00",N,Y
59425R,ANTPRTM 4-6V - RWC,RWC,A,960,59425,,,,,721,N,Y
59426R,ANTPRTM 7+V - RWC,RWC,A,960,59426,,,,,"1,370.00",N,Y
59430R,POSTPARTUMCARE ONLY - RWC,RWC,A,960,59430,,,,,276,N,Y
59510R,ROUTINE OB CARE W CS & PP CARE - RWC,RWC,A,960,59510,,,,,"4,683.00",N,Y
59514R,CESAREAN DELIVERY ONLY - RWC,RWC,A,960,59514,,,,,"3,123.00",N,Y
59515R,C-SEC DELIVERY ONLY; INCL PP CARE - RWC,RWC,A,960,59515,,,,,"3,240.00",N,Y
59812R,TX INCMPL AB ANY TRIMESTR COMPL SURG-RWC,RWC,A,960,59812,,,,,"1,059.00",N,Y
59820R,TX MISSED AB CMPL SURG;1ST TRIMESTER-RWC,RWC,A,960,59820,,,,,"1,130.00",N,Y
59821R,TX MISSED AB CMPL SURG;2ND TRIMESTER-RWC,RWC,A,960,59821,,,,,"1,310.00",N,Y
59870R,UTERINE EVAC&CURETTE HYDA MOLE - RWC,RWC,A,960,59870,,,,,"1,440.00",N,Y
59871R,REMOVAL OF CERCLAGE SUTURE UNDER ANES,RWC,A,960,59871,,,,,245,N,Y
59899R,BCKY PNRISK AS - RWC,RWC,A,960,59899,,,,,96,N,Y
60100L,BX THYROID PERC CORE NDL-GS,HCGS,A,960,60100,,,,,402,N,Y
60200FL,EXC THYR CYST/ADEN/TRANS ISTH(MC FAC)-GS,HCGS,A,510,60200,,,,,"4,500.00",N,N
60200PL,EXC THYR CYST/ADEN/TRANS ISTH(MC PRO)-GS,HCGS,A,960,60200,,,,,"3,000.00",N,Y
60200TL,EXC THYR CYST/ADEN/TRANS ISTH-GS,HCGS,A,960,60200,,,,,"7,500.00",N,N
60210L,PARTIAL THYROID LOBECTOMY UNILATERAL-GS,HCGS,A,960,60210,,,,,"9,563.00",N,Y
60220L,TOTAL THYROID LOBECTOMY UNIL-GS,HCGS,A,960,60220,,,,,"3,215.00",N,Y
60300FL,ASPIR/INJ THYROID CYST (MC FACIL)-GS,HCGS,A,510,60300,,,,,583,N,N
60300PL,ASPIR/INJ THYROID CYST (MC PRO)-GS,HCGS,A,960,60300,,,,,389,N,Y
60300TL,ASPIR / INJ THYROID CYST-GS,HCGS,A,960,60300,,,,,972,N,N
64430R,INJ ANESTH;PUDENDAL NERVE - RWC,RWC,A,960,64430,,,,,492,N,Y
64581UT,IMPLANT NEUROELECTRODES,UROL,A,960,64581,,,,,"1,209.00",N,Y
64585UT,REVISE/REMOVE NEUROELECTRODE,UROL,A,960,64585,,,,,258,N,Y
64590UT,INSRT/REDO PN/GASTR STIMUL,UROL,A,960,64590,,,,,289,N,Y
64595UT,REVISE/REV PN GASTR STIMUL,UROL,A,960,64595,,,,,227,N,Y
64708PA,"NEUROPLASTY MAJOR PERIPH NERVE, OPEN",SCS,A,960,64708,,,,,890,N,N
64721PA,"NEUROPLASTY, MEDIAN NRV AT CARPAL TUNNEL",SCS,A,960,64721,,,,,338,N,N
65205F,REMOVAL FB EXT EYE;CONJUN (MC FACIL)-FMC,FMC,A,510,65205,,,,,133,N,N
65205P,REMOVAL FB EXT EYE;CONJUN (MC PRO)-FMC,FMC,A,960,65205,,,,,89,N,Y
65205T,REMOVAL FB EXT EYE; CONJU-FMC,FMC,A,960,65205,,,,,222,N,N
67800TL,INCISION OF CHALAZION;SINGLE,HCGS,A,960,67800,,,,,332,N,Y
67840FL,EXC EYELID LESION WO CLOS (MC FACIL)-GS,HCGS,A,510,67840,,,,,861,N,N
67840PL,EXC EYELID LESION WO CLOS (MC PRO)-GS,HCGS,A,960,67840,,,,,575,N,Y
67840TL,EXC EYELID LESION WO CL/S-GS,HCGS,A,960,67840,,,,,"1,436.00",N,N
67850FL,DESTROY LESION OF LID MAR (MC FACIL)-GS,HCGS,A,510,67850,,,,,842,N,N
67850PL,DESTROY LESION OF LID MAR (MC PRO)-GS,HCGS,A,960,67850,,,,,561,N,Y
67850TL,DESTROY LESION OF LID=<1C-GS,HCGS,A,960,67850,,,,,"1,403.00",N,N
69000FL,DR EXT EAR ABSCESS/HEMA;S (MC FACIL)-GS,HCGS,A,510,69000,,,,,608,N,N
69000PL,DR EXT EAR ABSCESS/HEMA;S (MC PRO)-GS,HCGS,A,960,69000,,,,,406,N,Y
69000TL,DR EXT EAR ABSC/HEMA;SIMP-GS,HCGS,A,960,69000,,,,,"1,014.00",N,N
69100FL,BX EXTERNAL EAR (MC FACIL)-GS,HCGS,A,510,69100,,,,,464,N,N
69100PL,BX EXTERNAL EAR (MC PRO)-GS,HCGS,A,960,69100,,,,,309,N,Y
69100TL,BX EXTERNAL EAR-GS,HCGS,A,960,69100,,,,,773,N,N
69200F,REMOVAL FB EXT AUDIT CANA (MC FACIL)-FMC,FMC,A,510,69200,,,,,137,N,N
69200FL,REMOVAL FB EXT AUDIT CANA (MC FACIL)-GS,HCGS,A,510,69200,,,,,137,N,N
69200P,REMOVAL FB EXT AUDIT CANA (MC PRO)-FMC,FMC,A,960,69200,,,,,91,N,Y
69200PL,REMOVAL FB EXT AUDIT CANA (MC PRO)-GS,HCGS,A,960,69200,,,,,91,N,Y
69200T,REMOVAL FB EXT AUDIT CANA-FMC,FMC,A,960,69200,,,,,228,N,N
69200TL,REMOVAL FB EXT AUDIT CANA-GS,HCGS,A,960,69200,,,,,228,N,N
69209F,REM OF IMP CERUMEN IRRIG/LAV UNLATERAL,FMC,A,510,69209,,,,,62,N,N
