Hospital Name: Earl & Lorraine Miller Children's Hospital,,
OSHPD Facility ID#: 106196168,,
,,
OSHPD Year: 06/01/17- 05/31/18,,
,,
Charge Code,Description,Price
HC89003453,EBV AB TO NUCLEAR AG-QD,$23.00
HC89003461,EBV AB-VIRAL CAPSID AG-QD,$25.00
HC89003479,TOXOPLASMA AB-QD,$16.00
HC89003487,TOXOPLASMA AB IGM-QD,$20.00
HC89003503,GM1 AUTO AB-QD,$49.00
HC89003511,MUMPS IGM-AU,$13.40
HC89003529,ENTEROVIRUS BY PCR/BLOOD-AU,$110.00
HC89003537,ACETAZOLAMIDE URINE-AU,$91.00
HC89003545,ARYLSULFATASE A URINE-AU,$332.00
HC89003552,ARSENIC URINE-AU,$15.00
HC89003560,HEAVY METAL QN EA URINE;BERYLLIUM-AU,$125.00
HC89003578,DIPHENHYDRAMINE URINE-AU,$90.00
HC89003586,EPHEDRINE; 1-2 URINE-AU,$115.00
HC89003594,HYDROXYZINE URINE-AU,$113.00
HC89003610,MEPERIDINE ANLG; 1-2 URINE-AU,$103.00
HC89003628,NITROGEN URINE-AU,$213.00
HC89003644,RSV AB-AU,$12.00
HC89003651,FLECAINIDE-QD,$60.00
HC89003669,ADENOSINE DEAMINASE-AU,$31.00
HC89003677,CHLAMYDIA AB-QD,$12.00
HC89003701,PHENMETRAZINE URINE-AU,$125.00
HC89003719,PHENYLPROPANOLAMINE URINE-AU,$97.00
HC89003735,CREATININE URINE (PNL)-AU,$8.00
HC89003768,FLUORIDE URINE (PNL)-AU,$71.00
HC89003776,TRICHLOROACETIC URINE(PNL)-AU,$91.00
HC89003792,NBS PHENYLALANINE SCREEN-GE,$12.00
HC89003800,NBS TYROSINE SCREEN-GE,$11.00
HC89003818,NBS TRANSFERASE-GE,$18.25
HC89003826,NBS TSH-GE,$18.25
HC89003834,NBS HGB CHROMATOGRAPHY-GE,$18.25
HC89003842,CMV AB IGM-QD,$13.00
HC89003859,HERPES SIMPLEX II AB-QD,$23.00
HC89003867,PROCAINAMIDE W/NAPA-U2,$25.00
HC89003891,LIDOCAINE-U2,$38.00
HC89003909,CULTURE BORDETELLA-U2,$35.00
HC89003917,B.PARAPERTUSSIS/PERT DFA-U2,$13.00
HC89003958,CHROM ANALYSIS BONE MARROW-GC,$517.00
HC89003990,"KARYOTYPING,ADD EA-GC",$192.00
HC89004022,HEPARIN ANTI-XA -AU,$85.00
HC89004030,NEUTROPHIL-ASSOC ANTIBODIES -AU,$73.90
HC89004048,AMYLASE ISOENZYMES -AU,$9.70
HC89004055,CLOMIPRAMINE; 1-2-AU,$16.00
HC89004063,"CARNITINE, FREE-AU",$16.00
HC89004071,TOPIRAMATE-AU,$32.90
HC89004089,FAT FECAL QUAL-AU,$14.00
HC89004097,OSTEOCALCIN-AU,$16.00
HC89004105,ENTAMOEBA HISTOLYTICA AB - AU,$16.00
HC89004113,ADRENAL AB - AU,$46.00
HC89004121,FIBRINOGEN ANTIGEN-AU,$39.00
HC89004139,ACTIVATED PROT C RESISTANCE-AU,$22.70
HC89004147,HEXA P'LIPID NEUTRALIZATION-AU,$75.00
HC89004154,PHOSPHOLIPIDS - AU,$20.00
HC89004162,"ANTI-GLIADIN, IGA SPEC(PNL)-PR",$23.00
HC89004170,"ANTI-GLIADIN, IGG SPEC(PNL)-PR",$23.00
HC89004188,ANTI-HUMAN TIS TRNS IGA(PNL-PR,$62.00
HC89004196,ANTI-ENDOMY IGA AB IFA1ST STAIN(PNL)-PR,$106.00
HC89004204,IGA SER NEPHELOMETRY(PNL)-PR,$20.00
HC89004261,AMIKACIN - RANDOM-U2,$35.00
HC89004279,BETA-2 MICROGLOBULIN SR/PLS-AU,$8.00
HC89004287,"MEAT FIBERS, FECES-AU",$16.00
HC89004337,C6 COMPLEMENT-AU,$60.00
HC89004345,CRYPTOSPORIDIUM ANTIGEN-AU,$16.00
HC89004352,"BETA 2 GLYCOPROTEIN, IGG- AU",$15.00
HC89004360,"BETA 2 GLYCOPROTEIN, IGM- AU",$15.00
HC89004378,ADENOVIRUS AG-AU,$18.60
HC89004386,PROCAINAMIDE W/NAPA-AU,$16.00
HC89004394,"ADENOVIRUS AB, IGG-AU",$11.00
HC89004402,"ADENOVIRUS AB, IGM-AU",$11.00
HC89004410,"HTLV I/II AB, WESTERN BLOT-AU",$81.90
HC89004428,CHLORAMPHENICOL CSF-MA,$124.00
HC89004436,CHAGAS AB-AU,$16.00
HC89004444,ENCEPHALITIS CALIF AB (PNL)-AU,$19.00
HC89004451,ENCEPHALITIS EASTRN AB(PNL)-AU,$19.00
HC89004469,ENCEPHALITIS STLOUIS AB(PNL-AU,$19.00
HC89004477,ENCEPHALITIS WESTRN AB(PNL)-AU,$19.00
HC89004485,THROMBIN TIME-AU,$15.00
HC89004493,"ANTI-GLIADIN, IGA SPEC(PNL2-PR",$23.00
HC89004501,"ANTI-GLIADIN, IGG SPEC(PNL2-PR",$23.00
HC89004519,ANTI-HUMAN TIS TRNSIGA(PNL2-PR,$62.00
HC89004527,ANTI-ENDOMY IGA AB IFA1ST STAIN(PNL2-PR,$106.00
HC89004535,IGA SER NEPHELOMETRY(PNL2)-PR,$20.00
HC89004584,"COPPER, LIVER TISSUE-MA",$71.00
HC89004592,ASCA IGA (PNL)-PR,$32.00
HC89004600,ASCA IGG (PNL)-PR,$32.00
HC89004618,PANCA IGG (PNL)-PR,$32.00
HC89004626,ANTI-OMPC IGA (PNL)-PR,$32.00
HC89004634,ANTI-CBIR1 (PNL)-PR,$32.00
HC89004642,NSNAII IGG 1ST STAIN(PNL)-PR,$98.00
HC89004659,NSNAII IGG DNASE 1ST STAIN(PNL)-PR,$98.00
HC89004667,STREPTOCOCCUS PNEUM AG-FT,$75.00
HC89004675,ANTI-RO SS-A (PNL2)-RD,$21.00
HC89004683,ANTI-SM AB (PNL2)-RD,$24.00
HC89004691,ANTI-RNP AB (PNL2)-RD,$24.00
HC89004709,ANTI-LA (SS-B) (PNL)-RD,$24.00
HC89004717,ANTI-SCL-70 AB (PNL2)-RD,$24.00
HC89004725,ANTI-CHROMATIN AB (PNL2)-RD,$24.00
HC89004733,ANTI MICROSOMAL THYROI(PNL2-RD,$25.00
HC89004741,ANTI-CARDIOLIPIN AB (PNL2)-RD,$40.00
HC89004758,NBS BIOTINIDASE-GE,$18.25
HC89004766,NBS IMMUNO TRYPSINOGEN(IRT)-GE,$18.25
HC89004808,"MTB COMPLEX DNA, PCR-FT",$269.00
HC89004816,KAPPA LIGHT CHAINS-QD,$90.00
HC89004832,STREPTOLYSIN O AB (ASO)-AU,$10.00
HC89004840,ESTRONE BY TMS-AU,$31.00
HC89004857,"ESTROGENS, FRACTIONATED,TMS-AU",$25.00
HC89004865,DRVVT RUSS VIPER VENOM 1:1MIX RFX-AU,$12.80
HC89004873,DRVVT RUSS VIPER VNM CONFIRM RFX-AU,$23.40
HC89004881,PTT-D CORR RFX- AU,$11.00
HC89004899,PLAT NEUT RFX - AU,$39.00
HC89004949,HISTOPLASMA AB CF (PNL)-AU,$13.80
HC89004956,PARVOVIRUS B19 BY PCR -AU,$75.00
HC89004964,ASPERGILLUS ANTIGEN-AU,$72.10
HC89004972,CRYPTOCOCCUS AB (SERUM)-FT,$76.00
HC89004980,STREPTOCOCCUS GROUP B AG -AU,$20.00
HC89004998,H INFULENZA AG -AU,$20.00
HC89005003,S PNEUMONIA AG -AU,$20.00
HC89005011,N MENINGITIOIS GROUP C/W -AU,$20.00
HC89005029,N MENINGITIOIS GROUP A/Y -AU,$20.00
HC89005037,GROUP B/E COLI K1 AG -AU,$20.00
HC89005045,CALCIUM IONIZED-U2,$30.00
HC89005052,CALCIUM IONIZED-AU,$9.00
HC89005060,TRIGLYCERIDES-VAP(IN GRP)-AU,$9.00
HC89005078,ULTRACENTRIFUG VAP(IN PNL)-AU,$53.00
HC89005086,INFECT AGNT-VARIC ZSTR PCR-FT,$269.00
HC89005094,PARVOVIRUS B19 DNA QUAL PCR-FT,$269.00
HC89005102,VORICONAZOLE ANTIFNGL-FT,$178.00
HC89005110,B BURGDORFERI C6 PEP RFLX-FT,$93.00
HC89005128,B BURGDORFERI IGG WB -FT,$89.00
HC89005136,B BURGDORFERI IGM WB -FT,$89.00
HC89005144,HSV I IGG INDEX&INTERP -FT,$63.00
HC89005151,HSV 2 IGG INDEX&INTERP -FT,$63.00
HC89005169,HSV I/2 IGM INDEX&INTERP- FT,$63.00
HC89005177,"HSV I IGM, IFA - FT",$45.00
HC89005185,"HSV 2 IGM, IFA  -FT",$45.00
HC89005193,INFCT AGNT ADENO DNA  PCR-FT,$315.00
HC89005201,ADENOVIRUS AB (SERUM) -FT,$62.00
HC89005219,INFCT AGNT ADENO DNA(RFX QT-FT,$269.00
HC89005227,HERPES VIRUS-6 DNA QUANT -FT,$314.00
HC89005235,HERPESVIRUS 6 QUAL(RFX QNT)-FT,$269.00
HC89005243,HERPESVIRUS 6 AB IGG- FT,$81.00
HC89005250,HERPESVIRUS 6 AB IGM -FT,$81.00
HC89005268,HSV 1 QUANT PCR- FT,$158.00
HC89005276,HSV 2 QUANT PCR- FT,$158.00
HC89005284,BORDETELLA PERTUS PT IGG-FT,$41.00
HC89005292,BORDETELLA PERTUS PT IGA-FT,$41.00
HC89005300,BORDETELLA PERTUS FHA IGG-FT,$41.00
HC89005318,BORDETELLA PERTUS FHA IGA-FT,$41.00
HC89005334,HEPARIN-INDUCED PLATELET AB-EC,$210.00
HC89005342,FIBRINOGEN ANTIGEN-EC,$130.00
HC89005359,PARATHYROID HORMONE RELPEP-AU,$75.00
HC89005367,SEX HORMONE BINDING GLOB2ND-AU,$12.00
HC89005375,IMMUNOGLOB IGA-AU,$16.00
HC89005383,ENDOMYSIAL AB IGA SCRN-AU,$16.00
HC89005391,B-TYPE NATRIURETIC PEPTIDE-UCI,$100.00
HC89005409,MYOGLOBIN-UCI,$39.00
HC89005417,TROPONIN-UCI,$45.00
HC89005425,CULTURE MYCOPLASMA-FT,$99.00
HC89005433,CULTURE CHLAMYDIA-FT,$100.00
HC89005441,CULTURE - CHLAMYDIA STAIN-FT,$30.00
HC89005458,CHLAMYDIA PNEUMONIAE BY PCR-AU,$180.00
HC89005466,EPSTEIN-BARR VIRUS QNT PCR-AU,$90.00
HC89005474,BARTONELLA DNA QNT BY PCR-AU,$220.00
HC89005482,"INFLUENZA A&B ABS, IGG/IGM-AU",$33.00
HC89005490,MYELOPEROXIDASE AB (MPO)-AU,$13.70
HC89005508,MAGNESIUM URINE 24 HR-AU,$10.80
HC89005516,ASPERGILLUS ANTIGEN-FT,$217.00
HC89005524,ECHOVIRUS 4 AB-FT,$26.00
HC89005532,ECHOVIRUS 7 AB-FT,$26.00
HC89005540,ECHOVIRUS 9 AB-FT,$26.00
HC89005557,ECHOVIRUS 11 AB-FT,$26.00
HC89005565,ECHOVIRUS 30 AB-FT,$26.00
HC89005573,COXSACKIE B1 AB-FT,$22.00
HC89005581,COXSACKIE B2 AB-FT,$22.00
HC89005599,COXSACKIE B3 AB-FT,$22.00
HC89005607,COXSACKIE B4 AB-FT,$22.00
HC89005615,COXSACKIE B5 AB-FT,$22.00
HC89005623,COXSACKIE B6 AB-FT,$22.00
HC89005631,INFLUENZA A ANTIBODY-FT,$63.00
HC89005649,INFLUENZA B ANTIBODY-FT,$63.00
HC89005656,C PNEUMONIAE IGG ANTIBODY-FT,$90.00
HC89005664,C PNEUMONIAE IGA ANTIBODY-FT,$90.00
HC89005672,C PNEUMONIAE IGM ANTIBODY-FT,$90.00
HC89005680,PARVOVIRUS B19 DNA QNT PCR-FT,$269.00
HC89005698,STREPTOCOCCUS GRP B ANTIGEN-FT,$81.00
HC89005706,H. INFLUENZA TYPE B ANTIGEN-FT,$84.00
HC89005714,S. PNEUMONIAE ANTIGEN-FT,$84.00
HC89005722,N. MENINGITIDIS GRP C/W135-FT,$84.00
HC89005730,N. MENINGITIDIS GRP A/Y-FT,$84.00
HC89005789,WEST NILE VIRUS AB EA-QD,$24.00
HC89005797,LAMOTRIGINE-QD,$60.00
HC89005813,TACROLIMUS-QD,$35.00
HC89005821,AMIODARONE-AU,$19.50
HC89005839,PHENOBARBITAL-U2,$30.00
HC89005847,SPECIMEN CONCENTRATION-U2,$9.00
HC89005870,FACTOR VIII VW MULTI-AU,$63.00
HC89005920,DRUG SCREEN NONFORENSIC SRM^DOS-AU,$38.75
HC89005961,DRUGS OF ABUSE TEST-DTI 7A-AU,$27.20
HC89006159,DS AMPHETAMINE 1-2-AU,$21.25
HC89006167,FLUPHENAZINE; 1-3-AU,$18.00
HC89006175,HALOPERIDOL-AU,$28.70
HC89006191,METHADONE &METABOLITE QUANT URINE-AU,$44.00
HC89006233,ASSAY PHENCYCLIDINE (PCP)-AU,$75.00
HC89006258,"CANNABINOIDS, NATURAL(THC)-AU",$38.00
HC89006266,THIOTHIXENE; 1-2-AU,$26.00
HC89006274,AMIKACIN PEAK OR TROUGH-U2,$35.00
HC89006290,AMITRIPTYLINE (ANTIDEPR)1 OR 2-AU,$24.00
HC89006308,ALPRAZOLAM (BENZODZEPNS) 1-12-AU,$40.00
HC89006332,BENZODIAZEPINES; 1-12-AU,$42.80
HC89006381,CLONAZEPAM; 1-12-AU,$29.00
HC89006399,DIAZEPAM; 1-12-AU,$30.00
HC89006415,LIBRIUM; 1-12-AU,$21.00
HC89006423,LORAZEPAM; 1-12-AU,$34.00
HC89006472,CYCLOSPORINE-AU,$29.00
HC89006498,DOXEPIN; 1-2 SRM/PLSM-AU,$27.00
HC89006506,ETHOSUXIMIDE-AU,$12.00
HC89006522,IMIPRAMINE; 1-2-AU,$6.00
HC89006530,LIDOCAINE-AU,$16.00
HC89006548,NORTRIPTYLINE; 1-2-AU,$15.00
HC89006555,PHENOBARBITAL-AU,$11.80
HC89006563,PHENYTOIN FREE(PNL)-AU,$35.00
HC89006571,PRIMIDONE-AU,$8.00
HC89006589,NAPA-U2,$25.00
HC89006597,QUINIDINE-AU,$15.00
HC89006613,TACROLIMUS-AU,$15.00
HC89006621,TOBRAMYCIN INITIAL-U2,$38.00
HC89006654,BROMIDES-AU,$32.00
HC89006662,CLOZAPINE-AU,$24.30
HC89006670,DIGITOXIN-AU,$23.60
HC89006688,DIPHENHYDRAMINE SERUM/PLASMA-AU,$90.00
HC89006696,DISOPYRAMIDE-AU,$20.00
HC89006720,FLECAINIDE-AU,$32.20
HC89006738,GABAPENTIN (SERUM)-AU,$19.40
HC89006746,IBUPROFEN; 1-2-AU,$16.00
HC89006753,ISONIAZID-NM,$90.00
HC89006761,LAMOTRIGINE-AU,$19.40
HC89006795,MEPHENYTOIN-AU,$98.00
HC89006811,METHOTREXATE-AU,$16.00
HC89006829,MEXILETINE-AU,$29.00
HC89006837,NAPROXEN-AU,$106.00
HC89006845,OXCARBAZEPINE METABOLITE-AU,$28.60
HC89006852,OXCARBAZEPINE METABOLITE-QD,$60.00
HC89006878,PROTRIPTYLINE; 1-2-AU,$18.00
HC89006886,SIROLIMUS(RAPAMUNE)-AU,$43.00
HC89006910,TOCAINIDE-AU,$94.00
HC89006928,TRAZODONE; 1-2-AU,$19.70
HC89006936,TRIMIPRAMINE-AU,$113.00
HC89006969,WARFARIN-AU,$62.00
HC89006985,ACETYLCHOLINESTERASE-AU,$16.00
HC89007009,ACTH-ES,$88.00
HC89007017,ACTH-AU,$18.00
HC89007025,ADRENOCORTICOTROPIC HRMN-AU,$6.00
HC89007074,ALBUMIN SERUM/PLASMA NEPHELOMETRY-AU,$12.00
HC89007082,ALBUMIN URINE -AU,$4.00
HC89007090,ALDOSTERONE-AU,$24.30
HC89007108,A-1 ANTITRYPSIN-AU,$13.30
HC89007116,A-1 ANTITRYPSIN FECES-AU,$28.00
HC89007124,A-1 ANTITRYPSIN/PHENOTYPE-AU,$15.70
HC89007132,AFP-AU,$16.00
HC89007140,AFP-GE,$11.00
HC89007165,ALUMINIUM-AU,$14.60
HC89007173,AMINO ACID SINGLE QUANT-AU,$60.00
HC89007181,AMINO ACID SINGLE QUANT-QD,$130.00
HC89007199,CYSTINE QUANT URINE-AU,$60.00
HC89007207,AMINOLEVULINIC ACID-AU,$36.00
HC89007215,AMINO ACIDS QUANT-CA,$158.00
HC89007223,AMINO ACIDS QUANT URINE-CA,$158.00
HC89007231,AMINO ACIDS QUANT-AU,$90.00
HC89007249,DELTA OD 450-U2,$16.00
HC89007256,AMYLASE-QD,$73.00
HC89007264,ANGIOTENSIN CONVERT ENZYME-AU,$8.00
HC89007272,APOLIPOPROTEIN-AU,$15.20
HC89007298,ARSENIC-AU,$17.20
HC89007306,VITAMIN C-AU,$23.50
HC89007314,BARBITURATES QUANTITATIVE EA SPEC-U2,$42.00
HC89007322,BUTALBITAL/FLORINAL-AU,$16.00
HC89007330,PENTOBARBITAL-AU,$16.00
HC89007348,BILE ACIDS TOTAL-AU,$14.45
HC89007363,CADMIUM-AU,$15.00
HC89007389,STONE/CALCULI ANALYS MICRO-AU,$15.00
HC89007397,CARBOXYHEMOGLOBIN-AU,$39.00
HC89007405,CARNITINE FREE & TOTAL-AU,$31.50
HC89007413,CAROTENE-AU,$15.60
HC89007421,CATECHOLAMINES FRACT-AU,$38.50
HC89007439,CHLORAMPHENICOL-AU,$73.00
HC89007447,CHLORIDE FECAL-AU,$14.00
HC89007454,CHOLINESTERASE-AU,$14.00
HC89007462,PSEUDOCHOLINESTERASE-AU,$10.00
HC89007470,CHOLINESTERASE RBC-AU,$17.00
HC89007488,CHROMATOGRAPHY QUAL-AU,$120.00
HC89007637,"DIURETIC SCREEN, URINE - AU",$125.59
HC89007652,DEOXYPYRIDINOLIN CROSSLINKS-AU,$42.00
HC89007660,N-TELOPEPTIDE CROSSLINK UR-AU,$28.70
HC89007678,NTX SERUM-AU,$124.00
HC89007686,PYRIDINIUM CROSSLINKS TOTAL-AU,$54.00
HC89007694,CORTISOL FREE-QN,$125.00
HC89007702,CORTISOL FREE URINE-AU,$19.30
HC89007751,CPK-AU,$9.00
HC89007769,CPK ISO-AU,$9.00
HC89007777,CPK ISO-QN,$24.00
HC89007785,CRYOFIBRINOGEN-AU,$9.00
HC89007793,CRYOGLOBULIN(QUAL/SEMI QT)-AU,$7.90
HC89007801,CYANIDE-AU,$37.40
HC89007819,VIT B12 BINDING CAPACITY-AU,$24.00
HC89007827,DHEA-AU,$27.90
HC89007835,DHEA SULFATE-AU,$8.00
HC89007843,DHEA SULFATE-ES,$49.75
HC89007850,DEOXYCORTISOL 11-AU,$34.00
HC89007876,DEOXYCORTISOL 11-ES,$74.00
HC89007892,DIBUCAINE NO +PSEUDOCHOLIN-AU,$12.00
HC89007900,DIHYDROTESTOSTERONE TANDUM SPECT-AU,$37.80
HC89007926,DIHYDROXYVITAMIN D 1-25-AU,$23.00
HC89007942,ERYTHROPOIETIN-AU,$10.00
HC89007959,ESTRADIOL-ES,$68.00
HC89007967,ESTROGENS FRACTIONATED-AU,$20.00
HC89007975,ESTROGENS TOTAL-ES,$49.00
HC89007983,ESTRIOL-AU,$14.50
HC89008007,ESTRONE-AU,$38.00
HC89008015,ETHYLENE GLYCOL-AU,$28.00
HC89008023,FECAL FAT QUANT-AU,$100.00
HC89008031,FATTY ACIDS FREE-AU,$16.00
HC89008049,FATTY ACIDS FREE-QN,$22.00
HC89008064,FLUORIDE-AU,$108.00
HC89008098,FOLATE RBC-AU,$15.00
HC89008106,GALACTOSE-1-PHOS URIDYL TR-AU,$75.00
HC89008114,IMMUNOGLB IGA EA-AU,$6.00
HC89008122,"IMMUNOGLB IGA,D,G,M EA-QD",$6.00
HC89008148,IMMUNOGLOBULIN IGD-AU,$17.00
HC89008155,IGG SUBCLASS-AU,$58.00
HC89008171,GASTRIN-AU,$16.30
HC89008189,GLUCAGON-AU,$23.60
HC89008221,ALPHA-1 ACID GLYCOPROTEIN-AU,$63.00
HC89008239,FRUCTOSAMINE-AU,$8.00
HC89008247,FSH-ES,$29.00
HC89008254,LH(LUTEINIZ HORMONE)-ES,$33.00
HC89008262,HUMAN GROWTH HORMONE-AU,$17.60
HC89008270,HUMAN GROWTH HORMONE-ES,$35.00
HC89008288,HAPTOGLOBIN QUANT-AU,$16.00
HC89008320,HGB ELECTROPHERESIS-AU,$16.00
HC89008338,HGB CHROMATOGRAPHY-AU,$15.00
HC89008346,HEMOGLOBIN GLYCATED (A1C)-AU,$11.70
HC89008353,HEMOGLOBIN GLYCATED (A1C)-ES,$19.00
HC89008361,METHEMOBLOBIN-AU,$39.00
HC89008379,HEMOGLOBIN PLASMA-AU,$16.00
HC89008387,HEMOSIDERIN QUAL URINE-AU,$9.00
HC89008395,HEXOSAMINIDASE-AU,$232.00
HC89008403,HISTAMINE-AU,$29.20
HC89008411,HOMOVANILLIC ACID-AU,$17.00
HC89008429,HVA URINE-CA,$48.00
HC89008437,17-OH CORTICOSTEROIDS-QN,$29.00
HC89008445,17-OH CORTICOSTEROIDS -AU,$45.00
HC89008452,5-HIAA URINE-AU,$19.50
HC89008460,5-HIAA URINE-CA,$42.00
HC89008478,17 OH PROGESTERONE-AU,$24.30
HC89008486,17 OH PROGESTERONE-ES,$58.00
HC89008502,HYDROXYPROLINE TOTAL-AU,$16.00
HC89008510,IMMUNOASSAY AG QUAL/SEMI QT-AU,$13.70
HC89008528,GLIADIN IGA AND IGG ABS-AU,$21.00
HC89008544,CARNITINE-CA,$42.00
HC89008551,CARNITINE URINE-CA,$110.00
HC89008577,GLUTAMIC ACID AB-AU,$35.00
HC89008585,IGF BINDING PROTEIN-3-AU,$19.50
HC89008593,IGF BINDING PROTEIN-3-ES,$42.00
HC89008601,LEGIONELLA AG URINE-AU,$16.00
HC89008619,LEPTIN-QN,$75.00
HC89008627,MYASTHENIA GRAVIS EVAL-SL,$171.00
HC89008643,PANCREATIC POLYPEPTIDE-AU,$93.00
HC89008650,TRYPSIN-AU,$29.30
HC89008668,TRYPSIN-QD,$45.00
HC89008684,TSH RECEPTOR AB-AU,$16.00
HC89008718,GM1 AUTO AB-AT,$267.50
HC89008742,TRYPTASE-AU,$60.50
HC89008767,INSULIN TOTAL-ES,$25.00
HC89008775,IRON TOTAL URINE-AU,$174.83
HC89008783,IRON LIVER TISSUE-MA,$70.00
HC89008791,17 KETOSTEROIDS-AU,$21.00
HC89008809,17-KETOSTEROID FRACTIONAT'N-AU,$288.00
HC89008817,LDH-AU,$11.00
HC89008825,LD-AU,$11.00
HC89008833,LDH ISOENZYMES(PNL)-AU,$16.00
HC89008841,LEAD URINE-AU,$8.00
HC89008874,LEUCINE AMINOPEPTIDASE-AU,$27.00
HC89008882,LIPOPROTEIN ELECTROPHORESIS-AU,$52.30
HC89008890,LDL SUBCLASS-AU,$48.00
HC89008908,VLDL CHOLESTEROL-AU,$16.00
HC89008924,MANGANESE-AU,$16.70
HC89008940,BILE ACID FRACTIONATED-AU,$205.00
HC89008965,MEPROBAMATE; 1-2-AU,$18.00
HC89008981,MERCURY-AU,$11.30
HC89008999,METANEPHRINE-AU,$23.00
HC89009005,METHADONE &METABOLITE QUANT SERUM-AU,$73.00
HC89009039,METHSUXIMIDE; 1-3-AU,$16.00
HC89009047,MYELIN BASIC PROTEIN CSF-AU,$31.15
HC89009062,ALPHA-2 MACROGLOBULIN-AU,$19.00
HC89009070,ASSAY NICOTINE-AU,$68.00
HC89009328,NUCLEOTIDASE-5-AU,$12.00
HC89009344,OLIGOCLONAL BANDS (CSF)-AU,$72.00
HC89009351,ORGANIC ACIDS TOTAL QUANT-AU,$225.00
HC89009385,ORGANIC ACIDS TOT QUANT UR-AU,$135.00
HC89009401,ORGANIC ACIDS TOT QUANT UR-QD,$242.00
HC89009427,METHYL MALONIC ACID-AU,$17.00
HC89009435,MEPERIDINE ANLG; 1-2 SRM/PLSM-AU,$83.00
HC89009443,OXALATE URINE-AU,$21.40
HC89009450,PARATHYROID HORMONE INTACT-AU,$18.00
HC89009526,PARATHYROID HORMONE TERM-QN,$55.00
HC89009542,PHENYLALANINE SCREEN-AU,$16.00
HC89009559,ACID PHOS -TOTAL-AU,$10.00
HC89009567,ACID PHOS PROSTATIC-AU,$13.80
HC89009583,ALKALINE PHOS ISOENZYMES-AU,$19.50
HC89009591,ALK PHOS ISO BONE SPECIFIC-AU,$60.50
HC89009609,PHOSPHATIDYL GLYCEROL-FE,$59.00
HC89009633,PHOSPHORUS URINE-AU,$16.00
HC89009641,PORPHOBILINOGEN QUANT-AU,$31.00
HC89009666,PORPHYRINS FRACT URINE-AU,$29.40
HC89009674,PORPHYRINS FECAL FRACT-AU,$126.00
HC89009682,17-HYDROXYPREGNENOLONE-AU,$34.00
HC89009690,PROLACTIN-ES,$47.00
HC89009708,PSA TOTAL-AU,$6.00
HC89009716,PSA FREE-AU,$6.00
HC89009724,TOT PROT REFRACTOMETRIC-AU,$8.00
HC89009732,PROTEIN ELECT FRACT&QT(PNL)-AU,$4.00
HC89009740,PROTOPORPHYRINS RBC QUANT-AU,$57.00
HC89009757,PROINSULIN-AU,$24.00
HC89009773,VITAMIN B6 PYRIDOXAL-AU,$9.00
HC89009781,PYRUVATE-AU,$29.40
HC89009799,QUININE-AU,$97.00
HC89009807,RENIN-AU,$13.50
HC89009815,RENIN-ES,$60.00
HC89009823,VITAMIN B-2-AU,$176.00
HC89009831,SELENIUM-AU,$16.45
HC89009849,SEROTONIN-AU,$7.00
HC89009856,SEX HORMONE BINDING GLOB-ES,$48.00
HC89009864,SEX HORMONE BINDING GLOB-AU,$14.30
HC89009872,LIPID ASSOC SIALIC ACID-AU,$19.00
HC89009880,SODIUM OTHER SOURCE-AU,$14.00
HC89009898,SOMATOMEDIN-ES,$59.00
HC89009906,SOMATOMEDIN-AU,$9.00
HC89009930,TESTOSTERONE FREE-AU,$14.00
HC89009948,TESTOSTERONE FREE-ES,$7.00
HC89009955,TESTOSTERONE TOTAL-ES,$51.00
HC89009963,TESTOSTERONE TOTAL MALE-AU,$6.00
HC89009971,VITAMIN B1 THIAMINE-AU,$16.00
HC89009989,THIOCYANATE-AU,$26.00
HC89009997,THYROGLOBULIN BY CIA-AU,$11.00
HC89010011,T4 FREE-ES,$34.00
HC89010029,T4 FREE-AU,$30.00
HC89010037,THYROXINE BIND GLOBULIN-ES,$28.00
HC89010045,THYROXINE BIND GLOBULIN-AU,$17.00
HC89010052,THYROID STIM IMMUNOGLOB-AU,$40.00
HC89010060,TSH RECEPTOR AB-ES,$120.00
HC89010078,VITAMIN E-AU,$9.00
HC89010086,TRANSFERRIN-AU,$16.00
HC89010102,T-3 REVERSE-AU,$14.00
HC89010110,T-3 REVERSE-ES,$47.00
HC89010136,TRYPSIN (FECES)-AU,$11.00
HC89010144,URIC ACID FLUID-AU,$16.00
HC89010177,VANILLYLMANDELIC ACID URINE-AU,$17.00
HC89010185,VMA URINE-CA,$48.00
HC89010193,VMA URINE-AU,$16.00
HC89010201,VASOACTIVE INTEST PEPTIDE-QN,$57.00
HC89010219,VASOACTIVE INTEST PEPTIDE-AU,$29.00
HC89010227,ARGININE VASOPRESSIN HORMON-AU,$24.00
HC89010235,ARGININE VASOPRESSIN HORMON-QN,$61.00
HC89010243,VITAMIN A-AU,$9.00
HC89010250,VOLATILES-AU,$26.00
HC89010284,"ZINC, SERUM -AU",$7.00
HC89010292,C PEPTIDE-ES,$50.00
HC89010318,BETA-HCG QUANT-AU,$17.40
HC89010615,FACTOR VIII VW-AU,$33.00
HC89010623,FACTOR VIII VW AG-AU,$26.00
HC89010631,ANTITHROMBIN III-AU,$24.30
HC89010649,ANTITHROMBIN III AG-AU,$23.30
HC89010664,INHIB PROTEIN C ACTIVITY-AU,$24.00
HC89010672,INHIB PROTEIN S TOTAL-AU,$15.00
HC89010680,INHIB PROTEIN S FREE (FUNC)-AU,$16.00
