Procedure Description,CPT(R)/HCPCS Code, Unit Price 
HC ECG ROUTINE ECG W/LEAST 12 LDS I&R ONLY (PRO FEE),93010, 26.00 
HC CV STRS TST XERS&/OR RX CONT ECG TRCG ONLY,93017," 1,151.00 "
HC XTRNL ECG & 48 HR RECORDING,93225, 329.00 
HC EXTERNAL ECG SCANNING ANALYSIS REPORT,93226, 329.00 
HC PRGRMG DEV EVAL IMPLANTABLE SUBQ LEAD DFB SYSTEM,93260, 96.00 
HC XTRNL PT ACTIVATED ECG RECORD MONITOR 30 DAYS,93270, 513.00 
HC TELEMETRY MONITORING,93271, 115.00 
HC CAPNOGRAPHY RESPIRATORY RATE,93271, 115.00 
HC SIGNAL AVERAGED ELECTROCARDIOGRAPHY W/WO ECG,93278, 145.00 
HC PROGRAM EVAL IMPLANTABLE IN PRSN 1 LD PACEMAKER,93279, 147.00 
HC PROGRAM EVAL IMPLANTABLE IN PERSN DUAL LD PACER,93280, 187.00 
HC PROGRAM EVAL IMPLANTABLE IN PRSN MULTI LD PACER,93281, 253.00 
HC PRGRMNG DEV EVAL IMPLANTABLE IN PERSN 1 LD DFB,93282, 230.00 
HC PRGRMG EVAL IMPLANTABLE IN PRSN DUAL LEAD DFB,93283, 272.00 
HC PRGRMG EVAL IMPLANTABLE IN PERSON MULTI LEAD DFB,93284, 314.00 
HC PROGRAM EVAL IMPLANTABLE DEV IN PRSN ILR SYSTEM,93285, 125.00 
HC PERI-PX EVAL&PROGRAM IN PRSN PACEMAKER SYSTEM,93286, 56.00 
HC PERI-PX DEV EVAL & PROG SING/DUAL/MULTI LEAD DFB,93287, 62.00 
HC INTERROGATION EVAL IN PERSON 1/DUAL/MLT LEAD PM,93288, 118.00 
HC INTERROG EVAL F2F 1/DUAL/MLT LEADS IMPLTBL DFB,93289, 174.00 
HC INTERROGATION EVALUATION IN PERSON ILR SYSTEM,93291, 125.00 
HC INTERROGATION REMOTE </90 D TECHNICIAN REVIEW,93296, 193.00 
HC INTERROGATION EVAL REMOTE </30 D TECH REVIEW,93299, 79.00 
HC ECHO TTHRC R-T 2D W/WOM-MODE COMPL SPEC&COLR D,93306," 1,279.00 "
HC ECHO TRANSTHORAC R-T 2D W/WO M-MODE REC COMP,93307, 717.00 
HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD,93308, 499.00 
HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD,93308, 529.00 
HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD (PRO FEE),93308, 529.00 
HC ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R,93312," 1,962.00 "
HC DOPPLER ECHOCARD PULSE WAVE W/SPECTRAL DISPLAY,93320, 961.00 
HC DOP ECHOCARD COLOR FLOW VELOCITY MAPPING,93325," 1,111.00 "
HC ECHO TTHRC R-T 2D W/WO M-MODE COMPLETE REST&ST,93350," 1,253.00 "
HC RIGHT HEART CATH O2 SATURATION & CARDIAC OUTPUT,93451," 10,854.00 "
HC L HRT CATH W/NJX L VENTRICULOGRAPHY IMG S&I,93452," 11,438.00 "
HC R & L HRT CATH W/NJX L VENTRICULOG IMG S&I,93453," 11,981.00 "
HC CATH PLACEMENT & NJX CORONARY ART ANGIO IMG S&I,93454," 10,280.00 "
HC CATH PLMT & NJX CORONARY ART/GRFT ANGIO IMG S&I,93455," 6,731.00 "
HC CATH PLMT R HRT & ARTS W/NJX & ANGIO IMG S&I,93456," 10,280.00 "
HC CATH PLMT R HRT/ARTS/GRFTS W/NJX& ANGIO IMG S&I,93457," 10,280.00 "
HC CATH PLMT L HRT & ARTS W/NJX & ANGIO IMG S&I,93458," 12,850.00 "
HC CATH PLMT L HRT/ARTS/GRFTS WNJX & ANGIO IMG S&I,93459," 12,850.00 "
HC R & L HRT CATH WINJX HRT ART& L VENTR IMG,93460," 14,413.00 "
HC R& L HRT CATH W/INJEC HRT ART/GRFT& L VENT I,93461," 15,263.00 "
HC LEFT HEART CATH BY TRANSEPTAL PUNCTURE,93462," 9,254.00 "
HC MEDICATION ADMIN & HEMODYNAMIC MEASURMENT,93463, 355.00 
HC PHYSIOLOGIC EXERCISE STUDY & HEMODYNAMIC MEASU,93464, 826.00 
HC INSERTION FLOW DIRECTED CATHETER FOR MONITORING,93503," 3,529.00 "
HC ENDOMYOCARDIAL BIOPSY,93505," 4,621.00 "
HC NJX SEL HRT ART CONGENITAL HRT CATH W/S&I,93563, 354.00 
HC NJX SEL L VENT/ATRIAL ANGIO HRT CATH W/S&I,93565, 384.00 
HC NJX SEL R VENT/ATRIAL ANGIO HRT CATH W/S&I,93566, 384.00 
HC NJX SUPRAVALV AORTOG HRT CATH W/S&I,93567, 538.00 
HC NJX PULMONARY ANGIO HRT CATH W/S&I,93568, 538.00 
HC IV DOP VEL&/OR PRESS C/FLO RSRV MEAS 1ST VSL,93571, 914.00 
HC IV DOP VEL&/OR PRESS C/FLO RSRV MEAS ADDL VSL,93572, 259.00 
HC PRQ TCAT CLSR CGEN INTRATRL COMUNICAJ W/IMPLT,93580," 43,321.00 "
HC INTRA-VENTRIC&/ATRIAL MAPG TACHYCARD W/CATH MA,93609," 10,460.00 "
HC INTRACARDIAC ELECTROPHYSIOLOGIC 3D MAPPING,93613," 10,460.00 "
HC COMPRE ELECTROPHYSIOLOGIC W/O ARRHYT INDUCTION,93619," 9,764.00 "
HC COMPRE ELECTROPHYSIOLOGIC ARRHYTHMIA INDUCTION,93620," 9,764.00 "
HC COMPRE ELECTROPHYSIOL XM W/LEFT ATRIAL PACNG/REC,93621," 9,764.00 "
HC COMPRE ELECTROPHYSIOL XM W/LEFT VENTR PACNG/REC,93622," 9,764.00 "
HC PROGRAMMED STIMJ & PACG AFTER IV DRUG NFS,93623," 10,460.00 "
HC ELECTROPHYSIOLOGIC FOLLOW-UP W/PAC/REC W/ARRHYT,93624," 12,014.00 "
HC INTRAOP EPICAR& ENDOCAR PACG& MAPG,93631," 9,764.00 "
HC EPHYS EVAL PACG CVDFB LDS W/TSTG OF PULSE GEN,93641," 2,987.00 "
HC EPHYS EVAL PACG CVDFB PRGRMG/REPRGRMG PARAMETERS,93642," 2,987.00 "
HC ICAR CATHETER ABLATION ATRIOVENTR NODE FUNCTION,93650," 14,754.00 "
HC EPHYS EVAL W/ABLATION SUPRAVENT ARRHYTHMIA,93653," 38,717.00 "
HC EPHYS EVAL W/ABLATION VENTRICULAR TACHYCARDIA,93654," 36,525.00 "
HC ICAR CATHETER ABLATION ARRHYTHMIA ADD ON,93655," 11,378.00 "
HC EPHYS EVL TRNSPTL TX ATRIAL FIB ISOLAT PULM VEIN,93656," 36,525.00 "
HC ABLATE L/R ATRIAL FIBRIL W/ISOLATED PULM VEIN,93657," 12,174.00 "
HC CARDIOVASCULAR FUNCTION EVAL W/TILT TABLE W/MNTR,93660," 1,612.00 "
HC INTRACARD ECHOCARD W/THER/DX IVNTJ INCL IMG S&I,93662," 9,048.00 "
HC BIS EXTRACELLULAR FLUID ALYS LYMPHEDEMA ASSMNT,93702, 327.00 
HC BIS EXTRACELLULAR FLUID ALYS LYMPHEDEMA ASSMNT,93702, 327.00 
HC BL BLD PRESS W/TAPE&/DISK 24/> HR REC ONL,93786, 211.00 
HC AMBULATORY BP ANALYSIS,93788, 110.00 
HC UNLISTED CARDIOVASCULAR SERVICE/PROCEDURE,93799, 287.00 
HC DUPLEX SCAN EXTRACRANIAL ART COMPL BI STUDY,93880," 1,091.00 "
HC DUPLEX SCAN EXTRACRANIAL ART COMPL BI STUDY,93880," 1,091.00 "
HC DUPLEX SCAN EXTRACRANIAL ART UNI/LMTD STUDY,93882, 826.00 
HC TRANSCRANIAL DOPPLER STDY INTRACRANIAL ART COMPL,93886, 896.00 
HC TRANSCRANIAL DOPPLER STDY INTRACRANIAL ART LMTD,93888, 260.00 
HC NON-INVAS PHYSIOLOGIC STD EXTREMITY ART 2 LEVEL,93922, 467.00 
HC NON-INVASIVE PHYSIOLOGIC STUDY EXTREMITY 3 LEVLS,93923, 546.00 
HC N-INVAS PHYSIOLOGIC STD LXTR ART COMPL BI,93924, 681.00 
HC DUP-SCAN LXTR ART/ARTL BPGS COMPL BI STUDY,93925, 750.00 
HC DUP-SCAN LXTR ART/ARTL BPGS UNI/LMTD STUDY,93926, 883.00 
HC DUP-SCAN UXTR ART/ARTL BPGS COMPL BI STUDY,93930, 681.00 
HC DUP-SCAN UXTR ART/ARTL BPGS UNI/LMTD STUDY,93931, 538.00 
HC DUP-SCAN XTR VEINS COMPLETE BILATERAL STUDY,93970, 802.00 
HC DUP-SCAN XTR VEINS UNILATERAL/LIMITED STUDY,93971, 504.00 
HC DUP-SCAN ARTL FLO ABDL/PEL/SCROT&/RPR ORGN COM,93975," 1,091.00 "
HC DUP-SCAN ARTL FLO ABDL/PEL/SCROT&/RPR ORGN LMT,93976, 737.00 
HC DUP-SCAN AORTA IVC ILIAC VASCL/BPGS COMPLETE,93978, 625.00 
HC DUP-SCAN AORTA IVC ILIAC VASCL/BPGS UNI/LMTD,93979, 412.00 
HC DUP-SCAN ARTL INFL&VEN O/F PEN VSL COMPL,93980, 260.00 
HC DUPLEX SCAN HEMODIALYSIS ACCESS,93990, 531.00 
HC VENTILATION ASSIST & MGMT INPATIENT 1ST DAY,94002, 687.00 
HC VENTILATION ASSIST & MGMT INPATIENT EA SBSQ DA,94003, 687.00 
HC SPMTRY W/VC EXPIRATORY FLO W/WO MXML VOL VNTJ,94010, 196.00 
HC BRNCDILAT RSPSE SPMTRY PRE&POST-BRNCDILAT ADMN,94060, 611.00 
HC BRNCSPSM PROVOCATION EVAL MLT SPMTRY W/ADMN AGT,94070," 1,290.00 "
HC VITAL CAPACITY TOTAL SEPARATE PROCEDURE,94150, 195.00 
HC EXERCISE TEST FOR BRONCHOSPASM,94617, 307.00 
HC SIX MINUTE WALK TEST,94618, 307.00 
HC PULMONARY STRESS TESTING,94618, 307.00 
HC CARDIOPULMONARY EXERCISE TESTING,94621, 880.00 
HC PRESSURIZED/NONPRESSURIZED INHALATION TREATMENT,94640, 432.00 
HC PENTAMIDINE AERSL INHALATION PNEUMOCYSTIS/PROPH,94642, 437.00 
HC CPAP VENTILATION CPAP INITIATION&MGMT,94660, 679.00 
HC DEMO&/EVAL OF PT UTILIZ AERSL GEN/NEB/INHLR/IP,94664, 225.00 
HC MANJ CH WALL FACILITATE LNG FUNCJ 1 DEMO&/EVAL,94667, 130.00 
HC MANJ CHEST WALL FACILITATE LUNG FUNCTION SUBSQ,94668, 105.00 
HC PLETHYSMOGRAPHY LUNG VOLUMES W/WO AIRWAY RESIST,94726, 331.00 
HC GAS DILUT/WASHOUT LUNG VOL W/WO DISTRIB VENT&V,94727, 193.00 
HC CO DIFFUSING CAPACITY,94729, 193.00 
HC PULSE OXIMETRY - SINGLE,94760, 56.00 
HC NONINVASIVE EAR/PULSE OXIMETRY MULTIPLE DETER,94761, 290.00 
HC NONINVASIVE EAR/PULSE OXIMETRY MULTIPLE DETER,94761, 290.00 
HC NONINVASIVE EAR/PULSE OXIMETRY MULTIPLE DETER,94761, 290.00 
"HC PULSE OXIMETRY, CONTINUOUS",94762, 311.00 
HC CIRCADIAN RESPIRATRY PATTERN REC 12-24 HR INFANT,94772, 726.00 
"HC CAR SEAT TEST, EA ADDL 30 MIN",94781, 63.00 
HC UNLISTED PULMONARY SERVICE/PROCEDURE,94799," 8,766.00 "
HC UNLISTED PULMONARY SERVICE/PROCEDURE,94799, 316.00 
HC NITRIC OXIDE EXPIRED GAS DETERMINATION,95012, 141.00 
HC PATCH/APPLICATION TEST SPECIFY NUMBER TESTS,95044, 71.00 
HC INHLJ BRNCL CHALLENGE TSTG W/HISTAM/METHACHOL,95070, 696.00 
HC POLYSOM <6 YRS SLEEP STAGE 4/> ADDL PARAM ATTND,95782," 4,963.00 "
HC POLYSOM <6 YRS SLEEP W/CPAP/BILVL VENT 4/> PARAM,95783," 5,262.00 "
HC MLT SLEEP LATENCY/MAINT OF WAKEFULNESS TSTG,95805," 3,713.00 "
HC SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,95806," 3,486.00 "
HC POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,95810," 5,665.00 "
HC POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,95811," 6,326.00 "
HC ELECTROENCEPHALOGRAM EXTEND MONITORING 41-60 MIN,95812, 591.00 
HC ELECTROENCEPHALOGRAM EXTND MNTR >1 HR,95813, 591.00 
HC ELECTROENCEPHALOGRAM W/REC AWAKE&DROWSY,95816," 1,366.00 "
HC ELECTROENCEPHALOGRAM W/REC AWAKE&ASLEEP,95819," 1,132.00 "
HC MUSC TSTG MNL W/REPRT XTR EX HAND/TRNK,95831, 118.00 
HC MUSC TSTG MNL W/REPRT XTR EX HAND/TRNK,95831, 118.00 
HC MUSC TSTG MNL W/REPRT HAND W/WO CMPRSN NRML SIDE,95832, 64.00 
HC ROM MEAS&REPRT EA XTR EX HAND/EA TRNK SCTJ SPI,95851, 63.00 
HC ROM MEAS&REPRT EA XTR EX HAND/EA TRNK SCTJ SPI,95851, 63.00 
HC ROM MEAS&REPRT HAND W/WO COMPARISON NORMAL SID,95852, 42.00 
HC NDL EMG 1 XTR W/WO RELATED PARASPINAL AREAS,95860, 701.00 
HC NDL EMG 2 XTR W/WO RELATED PARASPINAL AREAS,95861, 755.00 
HC NEEDLE EMG THRC PARASPI MUSC EXCLUDING T1/T12,95869, 242.00 
HC NEEDLE EMG LMTD STD MUSC 1 XTR/NON-LIMB UNI/BI,95870, 411.00 
HC NEEDLE EMG W/1 FIBER ELECTRODE QUAN MEAS JITTER,95872," 1,366.00 "
HC NEEDLE EMG EA EXTREMITY W/PARASPINL AREA LIMITED,95885, 344.00 
HC NEEDLE EMG EA EXTREMTY W/PARASPINL AREA COMPLETE,95886, 344.00 
HC NEEDLE EMG NONEXTREMTY MSCLES W/NERVE CONDUCTION,95887, 182.00 
HC NERVE CONDUCTION STUDIES 1-2 STUDIES,95907, 356.00 
HC NERVE CONDUCTION STUDIES 3-4 STUDIES,95908, 360.00 
HC NERVE CONDUCTION STUDIES 5-6 STUDIES,95909, 384.00 
HC NERVE CONDUCTION STUDIES 7-8 STUDIES,95910, 412.00 
HC NERVE CONDUCTION STUDIES 9-10 STUDIES,95911, 595.00 
HC NERVE CONDUCTION STUDIES 11-12 STUDIES,95912, 595.00 
HC NERVE CONDUCTION STUDIES 13/> STUDIES,95913, 654.00 
"HC TEST AUTO NERV SYS,CARDIOVAGAL INNER",95921, 349.00 
"HC CANALITH REPOSITIONING PROCEDURE, PER DAY",95922, 245.00 
"HC TEST AUTO NERV SYS,SUDOMOTOR",95923, 245.00 
HC TSTG ANS FUNCJ PARASYMP&SYMP W/5 MIN PASIVE TILT,95924, 591.00 
HC SHORT-LATENCY SOMATOSENS EP STD UPR LIMBS,95925," 1,265.00 "
HC SHORT-LATENCY SOMATOSENS EP STD LWR LIMBS,95926," 1,778.00 "
HC VISUAL EP TESTING CNS EXCEPT GLAUCOMA W/I&R,95930," 1,516.00 "
BLINK REFLEX TEST,95933, 395.00 
HC NEUROMUSCULAR JUNCT TSTG EA NRV ANY 1 METH,95937, 631.00 
HC SHORT-LATENCY SOMATOSENS EP STD UPR & LOW LIMB,95938, 654.00 
HC PARASYMP & SYMP NRV FUNCJ HRT RATE VARIABILITY,95943, 591.00 
HC LOCALIZE CEREBRAL SEIZURE CABLE/RADIO EEG/VIDEO,95951," 6,782.00 "
HC LOCALIZE CEREBRAL SEIZURE CPTR PORTABLE EEG,95953," 4,820.00 "
HC ASSESSMENT APHASIA W/INTERP & REPORT PER HOUR,96105, 273.00 
HC STANDARDIZED COGNITIVE PERFORMANCE TESTING,96125, 321.00 
HC HLTH RSK ASSESSMENT,96160, 717.00 
HC IV HYDRATION INIT (31MIN TO 1HR),96360, 427.00 
HC IV HYDRATION INIT (31MIN TO 1HR) - 2ND SITE,96360, 427.00 
HC IV INFUSION HYDRATION EACH ADDITIONAL HOUR,96361, 170.00 
HC IV HYDRATION ADD'L HR - 2ND SITE,96361, 170.00 
HC IV INFUSION OF MEDICATION - 1ST HR,96365, 442.00 
HC IV INFUSION OF MEDICATION - ADDL HR(S),96366, 170.00 
HC IV INFUSION 2NDARY MED - 1ST HR,96367, 170.00 
HC IV INFUSION 2NDARY MED - ADDL HR(S),96368, 170.00 
HC SUBCUTANEOUS INFUSION INITIAL 1 HR W/PUMP SET-UP,96369, 449.00 
HC SUBCUTANEOUS INFUSION EACH ADDITIONAL HOUR,96370, 130.00 
HC INJECTION - SQ/IM,96372, 123.00 
HC THERAPEUTIC PROPHYLACTIC/DX NJX INTRA-ARTERIAL,96373, 253.00 
HC IV PUSH - INITIAL,96374, 298.00 
"HC IV PUSH - SEQUENTIAL, EA NEW SUB/DRUG",96375, 214.00 
"HC IV PUSH - SEQUENTIAL, EA SAME SUB/DRUG",96376, 273.00 
HC APPL ON-BODY INJECTOR FOR TIMED SUBQ INJECTION,96377, 123.00 
HC CHEMOTX ADMN SUBQ/IM NON-HORMONAL ANTI-NEO,96401, 298.00 
HC CHEMOTX ADMN SUBQ/IM HORMONAL ANTI-NEO,96402, 298.00 
HC CHEMOTHERAPY ADMINISTRATION INTRALESIONAL </7,96405, 253.00 
HC CHEMOTX ADMN IV PUSH TQ 1/1ST SBST/DRUG,96409, 570.00 
HC CHEMOTX ADMN IV PUSH TQ EA SBST/DRUG,96411, 317.00 
HC CHEMOTX ADMN IV NFS TQ UP 1 HR 1/1ST SBST/DRUG,96413, 843.00 
HC CHEMOTHERAPY ADMN IV INFUSION TQ EA HR,96415, 316.00 
HC CHEMOTX ADMN TQ INIT PROLNG CHEMOTX NFUS PMP,96416, 911.00 
HC CHEMOTX ADMN IV NFS TQ EA SEQL NFS TO 1 HR,96417, 316.00 
HC CHEMOTHERAPY ADMIN INTRA-ARTERIAL PUSH TQ,96420, 462.00 
HC CHEMOTHERAPY ADMIN INTRA-ARTERIAL INFUS </1 HR,96422, 721.00 
HC CHEMOTHERAPY ADMN INTRAARTERIAL INFUSION EA HR,96423, 230.00 
HC CHEMOTX ADMN IA NFS >8 HR PRTBLE IMPLTBL PMP,96425, 721.00 
HC CHEMOTX ADMN PLEURAL CAVITY REQ&W/THORACNTS,96440, 721.00 
HC CHEMOTX ADMN PRTL CAVITY PORT/CATH,96446, 484.00 
HC CHEMOTX ADMN CNS REQ SPINAL PUNCTURE,96450, 920.00 
HC REFILLING & MAINTENANCE PORTABLE PUMP,96521, 445.00 
HC IRRIGAJ IMPLNTD VENOUS ACCESS DRUG DELIVERY SYST,96523, 156.00 
HC PDT DSTR PRMLG LES SKN ILLUM/ACTIVJ PER DAY,96567, 431.00 
HC DBRDMT PRMLG LES W/PDT PER DAY,96574, 410.00 
HC ACTINOTHERAPY ULTRAVIOLET LIGHT,96900, 208.00 
HC MCRSCP XM HAIR PLUCK/CLIP FOR CNTS/STRUCT ABNORM,96902, 224.00 
HC WHOLE BODY INTEGUMENTARY PHOTOGRAPHY,96904, 255.00 
HC PHOTOCHEMOTX TAR&UVB/PETROLATUM/UVB,96910, 208.00 
HC PHOTOCHEMOTX PSORALENS&ULTRAVIOLET PUVA,96912, 208.00 
HC PHOTOCHEMOTHERAPY DERMATOSES 4-8 HRS SUPERVISION,96913, 405.00 
HC LASER SKIN DISEASE PSORIASIS TOT AREA <250 SQ CM,96920, 431.00 
HC LASER SKIN DISEASE PSORIASIS 250-500 SQ CM,96921, 460.00 
HC LASER SKIN DISEASE PSORIASIS >500 SQ CM,96922, 490.00 
HC RCM CELULR & SUBCELULR SKN IMGNG IMG ACQUISITION,96932, 81.00 
HC RCM CELULR & SUBCELULR SKN IMGNG IMG ACQ EA ADDL,96935, 81.00 
HC UNLISTED SPECIAL DERMATOLOGICAL SERVICE/PROCED,96999, 169.00 
HC RE-EVAL PT,97002, 143.00 
HC INITIAL OT EVAL,97003, 345.00 
HC RE-EVAL OT,97004, 143.00 
HC APPLICATION MODALITY 1/> AREAS HOT/COLD PACKS,97010, 76.00 
HC APPLICATION MODALITY 1/> AREAS HOT/COLD PACKS,97010, 76.00 
HC APPL MODALITY 1/> AREAS TRACTION MECHANICAL,97012, 185.00 
HC VASOPNEUMATIC DEVICE THERAPY,97016, 48.00 
HC APPL MODALITY 1/> AREAS PARAFFIN BATH,97018, 43.00 
HC APPL MODALITY 1/> AREAS PARAFFIN BATH,97018, 43.00 
HC APPLICATION MODALITY 1/> AREAS WHIRLPOOL,97022, 107.00 
HC APPL MODALITY 1/> AREAS ELEC STIMJ EA 15 MIN,97032, 182.00 
HC APPL MODALITY 1/> AREAS ELEC STIMJ EA 15 MIN,97032, 182.00 
HC APPL MODALITY 1/> AREAS IONTOPHORESIS EA 15 MIN,97033, 81.00 
HC APPL MODALITY 1/> AREAS IONTOPHORESIS EA 15 MIN,97033, 81.00 
HC APPL MODALITY 1/> AREAS ULTRASOUND EA 15 MIN,97035, 122.00 
HC APPL MODALITY 1/> AREAS ULTRASOUND EA 15 MIN,97035, 122.00 
HC UNLIST MODALITY SPEC TYPE&TIME CONSTANT ATTEND,97039, 394.00 
HC THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES,97110, 212.00 
HC THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES,97110, 212.00 
HC THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCA,97112, 169.00 
HC THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCA,97112, 169.00 
HC THER PX 1/> AREAS EACH 15 MIN AQUA THER W/XERSS,97113, 210.00 
HC THER PX 1/> AREAS EA 15 MIN GAIT TRAINJ W/STAIR,97116, 110.00 
HC THER PX 1/> AREAS EACH 15 MINUTES MASSAGE,97124, 127.00 
HC THER PX 1/> AREAS EACH 15 MINUTES MASSAGE,97124, 127.00 
HC DEV COGNI EA 15 MIN,97127, 92.00 
HC DEV COGNI EA 15 MIN,97127, 92.00 
HC MANUAL THERAPY TQS 1/> REGIONS EACH 15 MINUTES,97140, 165.00 
HC MANUAL THERAPY TQS 1/> REGIONS EACH 15 MINUTES,97140, 165.00 
HC THERAPEUTIC PROCEDURES GROUP 2/> INDIVIDUALS,97150, 124.00 
HC THERAPEUTIC PROCEDURES GROUP 2/> INDIVIDUALS,97150, 124.00 
HC PHYSICAL THERAPY EVALUATION LOW COMPLEX 20 MINS,97161, 196.00 
HC PHYSICAL THERAPY EVALUATION MOD COMPLEX 30 MINS,97162, 196.00 
HC PHYSICAL THERAPY EVALUATION HIGH COMPLEX 45 MINS,97163, 196.00 
HC PHYSICAL THERAPY RE-EVAL EST PLAN CARE 20 MINS,97164, 133.00 
HC OCCUPATIONAL THERAPY EVAL LOW COMPLEX 30 MINS,97165, 189.00 
HC OCCUPATIONAL THERAPY EVAL MOD COMPLEX 45 MINS,97166, 189.00 
HC OCCUPATIONAL THERAPY EVAL HIGH COMPLEX 60 MINS,97167, 189.00 
HC OCCUPATIONAL THER RE-EVAL EST PLAN CARE 30 MINS,97168, 126.00 
HC THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,97530, 177.00 
HC THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,97530, 177.00 
HC SENSORY INTEGRATIVE TECHNIQUES EACH 15 MINUTES,97533, 140.00 
HC SENSORY INTEGRATIVE TECHNIQUES EACH 15 MINUTES,97533, 140.00 
HC SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES,97535, 165.00 
HC SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES,97535, 165.00 
HC WHEELCHAIR MGMT EA 15 MIN,97542, 129.00 
HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,97597, 250.00 
HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,97597, 250.00 
HC DEBRIDEMENT OPEN WOUND 20 SQ CM/< (PRO FEE),97597, 169.00 
HC DEBRIDEMENT OPEN WOUND 20 SQ CM/<,97597, 265.00 
HC DEBRIDEMENT OPEN WOUND 20 SQ CM/< (PRO FEE),97597, 169.00 
HC DEBRIDEMENT OPEN WOUND EACH ADDITIONAL 20 SQ CM,97598, 444.00 
HC DEBRIDEMENT OPEN WOUND EACH ADDITIONAL 20 SQ CM,97598, 444.00 
HC RMVL DEVITAL TISS N-SLCTV DBRDMT W/O ANES 1 SESS,97602, 236.00 
HC PHYSICAL PERFORMANCE TEST/MEAS W/REPRT EA 15 MIN,97750, 135.00 
HC PHYSICAL PERFORMANCE TEST/MEAS W/REPRT EA 15 MIN,97750, 135.00 
HC ASSTV TECHNOL ASSMT DIR CNTCT W/REPRT EA 15 MIN,97755, 141.00 
HC ASSTV TECHNOL ASSMT DIR CNTCT W/REPRT EA 15 MIN,97755, 141.00 
HC ORTHOTICS MGMT & TRAINJ INITIAL ENCTR EA 15 MINS,97760, 140.00 
HC ORTHOTICS MGMT & TRAINJ INITIAL ENCTR EA 15 MINS,97760, 140.00 
HC PROSTHETICS TRAINING INITIAL ENCTR EA 15 MINS,97761, 104.00 
HC PROSTHETICS TRAINING INITIAL ENCTR EA 15 MINS,97761, 104.00 
HC ORTHO/PROSTH CKOUT EA 15 MIN,97763, 140.00 
HC ORTHO/PROSTH CKOUT EA 15 MIN,97763, 140.00 
"HC ACUPUNCTURE,ONE + NEEDLES.W/O ELECTRIC STIMULATION; INIT 5 MIN",97810, 150.00 
HC ACUPUNTURE W/O ELECTRIC STIMULAT; EA  ADD 15 MIN 1 ON 1  W/ REINSERT NEEDLES,97811, 150.00 
HC ACUPUNTURE W/ ELECTRIC STIMULATION INT 15 MIN OF 1 ON 1 W/ PT,97813, 150.00 
HC ACUPUNCTURE W/ ELEC STIM; EA ADD 15 MIN OF 1ON1 CONTACT W REINSERT,97814, 150.00 
HC ADDITIONAL FLASKS,99001, 81.00 
HANDLING NATERA,99001, 42.00 
HANDLING GENEDX,99001, 59.00 
SPECIMEN HANDLING,99001, 62.00 
SHIPPING AND HANDLING,99001, 85.00 
HC HANDLING SEQUENOM,99001, 49.00 
"HC CONCIOUS SED,SAME PHY,UNDER 5",99143, 267.00 
"HC CONSCIOUS SED,SAME PHY,5YRS OR",99144, 335.00 
"HC CONSC SED, DIFF PHYS;<5 YRS, 1ST",99148, 267.00 
"HC CONSC SED,DIFF PHYS,5YRS OR OL",99149, 335.00 
"HC CONSC SED,DIFF PHYS,EA ADDL 15",99150, 120.00 
"HC CONCIOUS SED,SAME PHY,UNDER 5(PRO-FEE)",99151, 148.00 
"HC CONSCIOUS SED,SAME PHY,5YRS OR(PRO-FEE)",99152, 148.00 
HC MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS,99152, 117.00 
HC MOD SED SAME PHYS/QHP EACH ADDL 15 MINS,99153, 46.00 
"HC CONSC SED, DIFF PHYS;<5YRS, 1ST(PRO-FEE)",99155, 148.00 
"HC CONSC SED,DIFF PHYS,5YRS OR OL(PRO-FEE)",99156, 148.00 
HC MOD SED OTHER PHYS/QHP INITIAL 15 MINS 5/> YRS,99156, 160.00 
"HC CONSC SED,DIFF PHYS,EA ADDL 15(PRO-FEE)",99157, 67.00 
HC MOD SED OTHER PHYS/QHP EACH ADDL 15 MINS,99157, 121.00 
HC PHLEBOTOMY THERAPEUTIC SEPARATE PROCEDURE,99195, 228.00 
"HC NEW VISIT, 10 MINS.",99201, 155.00 
HC OFFICE OUTPATIENT NEW 10 MINUTES (PRO FEE),99201, 87.00 
HC OFFICE OUTPATIENT NEW 10 MINUTES (PRO FEE),99201, 87.00 
"HC NEW VISIT, 20 MINS.",99202, 189.00 
HC OFFICE OUTPATIENT NEW 20 MINUTES (PRO FEE),99202, 165.00 
