Charge Item,CHARGE,Price
4103300,"OB Care Visit 13, Est. Pat. AMB",181.5
4103301,"OB Care Visit 14, Est. Pat. AMB",181.5
4103302,"OB Care Visit 15, Est. Pat. AMB",181.5
4103303,"OB Care Visit 7, Est. Pat. AMB",181.5
4103304,"OB Care Visit 8, Est. Pat. AMB",181.5
4103305,"OB Care Visit 9, Est. Pat. AMB",181.5
4103306,Visit Antepartum OB Z1034 AMB,114
4103307,Visit Postpartum OB Z1038 AMB,114
4103308,Z6300 Psych-Soc Assmt AMB,79.5
4103309,Z6304 Psych-Soc F/U Indiv AMB,42
4103310,Z6200 Initial Nutritional Assess AMB,79.5
4103311,Z6204 Nutrition F/U Indiv AMB,42
4103312,Office Visit Level 1 Est 99211 AMB,119.5
4103313,Office Visit Level 1 New 99201 AMB,164.5
4103314,Office Visit Level 2 Est 99212 AMB,154
4103315,Office Visit Level 2 New 99202 AMB,201
4103316,Office Visit Level 3 Est 99213 AMB,161.5
4103317,Office Visit Level 3 New 99203 AMB,251
4103318,Office Visit Level 4 Est 99214 AMB,176.5
4103319,Office Visit Level 4 New 99204 AMB,327
4103320,Office Visit Level 5 Est 99215 AMB,234.5
4103321,Office Visit Level 5 New 99205 AMB,401.5
4103322,"OB Care Visit 1, Level 1, Est. Pat. AMB",110.5
4103323,"OB Care Visit 2, Level 1, Est. Pat. AMB",110.5
4103324,"OB Care Visit 3, Level 1, Est. Pat. AMB",110.5
4103325,"OB Care Visit 1, Level 2, Est. Pat. AMB",110.5
4103326,"OB Care Visit 2, Level 2, Est. Pat. AMB",143.5
4103327,"OB Care Visit 3, Level 2, Est. Pat. AMB",143.5
4103328,"OB Care Visit 1, Level 3, Est. Pat. AMB",150
4103329,"OB Care Visit 2, Level 3, Est. Pat. AMB",150
4103330,"OB Care Visit 3, Level 3, Est. Pat. AMB",150
4103331,"OB Care Visit 1, Level 4, Est. Pat. AMB",164
4103332,"OB Care Visit 2, Level 4, Est. Pat. AMB",164
4103333,"OB Care Visit 3, Level 4, Est. Pat. AMB",164
4103334,Visit Initial OB Z1032 AMB,234.5
4103335,Ed/Counseling 15 Min Family Pact AMB,82.5
4103336,Ed/Counseling 30 Min Family Pact AMB,134
4103337,Ed/Counseling 45 Min Family Pact AMB,186.5
4103338,Individual Education Counsel 10Min Family Pact AMB,55
4103339,BCEDP Case Management AMB,208.5
4103340,Z6402 CPSP Health Education Initial Assmt AMB,79.5
4103341,Initial Comp Preventive Med 1 to 4 years New 99382 AMB,175.5
4103342,Initial Comp Preventive Med 12 to 17 years New 99384 AMB,195
4103343,Initial Comp Preventive Med 18 to 39 years New 99385 AMB,262
4103344,Initial Comp Preventive Med 40 to 64 years New 99386 AMB,291
4103345,Initial Comp Preventive Med 5 to 11 years New 99383 AMB,185.5
4103346,Initial Comp Preventive Med 65+ years New 99387 AMB,328.5
4103347,Initial Comp Preventive Med less than 1 year New 99381 AMB,166.5
4103348,Z6308 Psych-Soc F/U Postpartum AMB,42
4103349,Z6406 Health Education F/U Indiv AMB,161
4103350,Z6410 Health Education Perinatal Indiv AMB,42
4103351,Z6414 Health Education Postpartum AMB,42
4103352,Z6400 Initial Client Orientation Maternal ED AMB,42
4106994,96372 Single Therapeutic Injection,130.5
4107000,Administration of Dtap,130.5
4107001,Admin of Infanrix,130.5
4107002,Admin of DTaP,130.5
4107023,Admin of Varicella,130.5
4107024,Admin of Varicella,130.5
4107037,Admin of Pediarix,130.5
4107038,Admin of Pediarix,130.5
4107049,Admin of Kinrix,130.5
4107050,Admin of Kinrix,130.5
4107063,Admin of Hep A,130.5
4107064,Admin of Hep A,130.5
4107076,Admin of Hep B Adult,130.5
4107077,Admin of Hep B Peds,130.5
4107078,Admin of Hep B Peds,130.5
4107096,Admin of ActHIB,130.5
4107097,Admin of ActHIB,130.5
4107109,Admin of Ceravix HPV,130.5
4107110,Admin of Gardasil HPV,130.5
4107123,Admin of Menactra,130.5
4107124,Admin of Menactra,130.5
4107135,Admin of MMR,130.5
4107136,Admin of MMR,130.5
4107145,Admin of Prevnar 13,130.5
4107152,Admin of Rotateq,130.5
4107158,Admin of Tdap,130.5
4107175,"Cleanser, Wound Skintegrity Spray",29.65
4108096,Z6208 Nutrition F/U Postpartum AMB,42
4111734,Admin of Hep A Peds,130.5
4111735,Admin of Hep A Peds,130.5
4111758,Nebulizer AMB,54
4111829,Dressing Minor AMB,44.5
4111830,Dressing Intermediate AMB,44.5
4111831,Dressing Major AMB,54
4113758,Vitamin D 25 Hydroxy Level,88
4113759,Amikacin Level,65
4113760,Amikacin Level Peak,65
4113761,Amikacin Level Trough,65
4115747,"Sling, High back XLarge",284.91
4115748,THD Slide One Kit,1307.5
4115749,Major Laparoscopy Module,444.85
4115763,Mustang OTW Balloon Dilation Cath 5.0mm X 80mm X 135cm,585.9
4115764,"Sling, High back Large",177.74
4115765,"Sling, High back Medium",186.05
4115766,"Larnygeal Mask, Sz. 2 LMA",48.3
4119759,Blade OSC Stablecut Zimmer,229.15
4119760,Procalcitonin,137.5
4119763,"WC Skin subst. trunk, arms, legs > or = 100 sq cm - Ea addt'l 100 sq cm",636
4119764,"WC Skin subst. trunk, arms, legs > or = 100 sq cm - 1st 100 sq cm",636
4119765,"WC Skin subst. Face, Scalp, Mouth, Neck, Genitalia, Hands, Feet or Digits > or = 100 sq cm - 1st 100",636
4119766,"WC Skin subst. Face, Scalp, Mouth, Neck, Genitalia, Hands, Feet or Digits > or = 100 sq cm - Ea addt",636
4119767,"WC Debride, Sub-Q Tissue ea addtl' 20 sq cm",274.5
4119769,Trocar 15 mm x 100 mm,410
4123777,Microwave Charge OT,68.5
4125916,MatriStem MicroMatrix Powder 20mg,157.92
4125917,MatriStem Wound Matrix 3cm x 3.5cm,374.85
4125918,MatriStem MicroMatrix Powder 30mg,274.89
4125919,MatriStem Wound Matrix 10cm x 15cm,1739.1
4125920,MatriStem MicroMatrix Powder 500mg,3761.25
4127906,Stent Bard Inlay Ureteral 6 X 24,364.8
4127911,Stent Bard Inlay Ureteral 6 X 28,364.8
4127912,Stent Bard Inlay Ureteral 6 X 26,364.8
4127913,Stent Bard Inlay Ureteral 7 X 24,364.8
4127914,Stent Bard Inlay Ureteral 7 X 26,364.8
4127915,Stent Bard Inlay Ureteral 7 X 22,364.8
4127916,Stent Bard Inlay Ureteral 7 X 28,364.8
4128368,Stent Bard Inlay Ureteral 6 X 22,364.8
4128373,Stent Bard Inlay Ureteral 4.7 X 14,364.8
4128378,Stent Bard Inlay Ureteral 8 X 24,364.8
4128424,K-Wire 1.7 Partially Threaded,79.2
4131770,K-Wire 2.5 Partially Threaded,79.2
4137769,Sling Highback Small,193.15
4137774,Suture Anchor 5.5 Peek,1455
4137775,Mustang OTW Balloon Dilation Cath 6.0mm X 60mm X 75cm,584.55
4137780,Biosure PK Screw 9mm x 30mm,540
4137991,Ped Intensive Care Initial <28 Days of age,486
4137993,Nasal Cannula Adapter,51.65
4142108,Peripheral Rotalink Plus 200mm,7659
4142113,Dilator Healicoil Regenesorb 5.5,571.25
4143769,Quick Catch Polyp Trap,20.2
4143774,Suture Chromic Gut 2-0,17.95
4149770,Wet Mount,64.5
4151774,Synthetic Cannabinoids (Spice) Screen,10
4155769,Rheumatoid Factor Quant,5.02
4155770,"Cyclic Citrullinated Peptide (CCP) Ab, IgG",7.1
4155775,Apolipoprotein B,13.15
4155776,Apolipoprotein A-1,13.15
4157769,"Dehydroepiandrosterone Sulfate, Serum",19.62
4159769,Pericardiocentesis Catheter Tray Sterile,567.55
4159958,"Oxalate, Urine",14.02
4159959,"Citric Acid, Urine",30.27
4159960,"Uric Acid, Urine`",5.25
4159973,"Hepatitis B Surface Antigen, Confirm (ARUP)",11.25
4160115,Dressing Maxorb Extra AG Silver ALG 2X2,28
4160121,Burn Matrix 7x10 cm,3075
4160142,VIA Compliance Kit,107.4
4160179,Vitamin B1 (Thiamine),19.05
4160339,Burn Matrix 5x5 cm,2091
4160376,Burn Matrix 10x15 cm,5535
4160523,Allevyn Life 5 X 5,19.35
4160524,Allevyn Life Sacrum Small,39.2
4160535,Allevyn Life Heel,60.5
4160540,Allevyn Life Sacrum XLarge,60.5
4160551,Allevyn Life 6 X 6,25.1
4161776,XR Femur 1 View Bilateral,103
4161779,XR Femur 1 View Left,103
4161782,XR Femur 1 View Right,103
4161788,Cuff Disposable Child,11.75
4161824,Cuff Disposable Large Adult,14.1
4168520,Cuff Disposable Small Child,11.75
4169774,Sterile Water for Inhalation 1000ML,8.2
4171773,Cuff Disposable Infant,11.75
4172033,"Chlamydia trachomatis PCR, Urine",47.76
4172035,West Nile Virus RNA by PCR,5.02
4173769,Tourniquet Disposable Sterile 15 X 2.5,127.4
4173774,Tourniquet Disposable Sterile 24 X 4,147.35
4173779,Tourniquet Disposable Sterile 34 X 4,149.75
4173784,Tourniquet Disposable Sterile 44 X 4,163.1
4175810,"Scleroderma (Scl-70) (ENA) Antibody, IgG",14.59
4175811,"West Nile Virus Antibody, IgM, Serum",18.34
4175819,"Neisseria gonorrhoeae PCR, Urine",47.76
4175827,88313 Alician Blue Stain (ALB),72
4175828,88313 Iron Stain (FE),72
4175829,88313 Mucin Stain (MUC),72
4175830,88313 Periodic Acid Schiff Stain (PAS),72
4175831,88313 Reticulum Stain (RET),72
4175832,88313 Trichrome Stain (TRI),72
4175833,88313 Amyloid Stain (AMY),72
4175834,88313 Grimelus Stain (GRIM),72
4175835,88312 Acid Fast Stain (AFB),83
4175836,88312 Giemsa Stain (GIE),83
4175837,88312 Gomori's Methenamine Stain (GMS),83
4175838,88312 Quick Stain Frozen Section/Fixed Tissue (QUI),83
4179819,Epic Vascular Stent 6mm X 20mm X 75,3600
4179828,"Allergen, Food, Beef",4.65
4179829,"Allergen, Food, Pork",4.65
4179843,"Tubing, Closed Inject Delivery System",159.53
4179851,C. difficile Antigen and Toxins,133
4181769,Factor V Leiden (F5) R506Q Mutation,31.83
4181794,Carbapenem-Resistant Organism Culture,7.33
4181801,"Underpad, Ultrasorbs Disposable",8.12
4181807,Amplatz Sheath Dilator Set,265.65
4181815,"Liver Fibrosis, Chronic Viral Hepatitis (Echosens FibroMeter)",160
4185801,"Adenosine Deaminase, Pleural Fluid",6.5
4187794,"Mesh SYM 20 X 15CM 7.9"" X 6""",1743.7
4187795,Reliatack Reload 8 RDPT,516.45
4187796,"Mesh SYM 25 X 20CM 9.8"" X 9""",2782.7
4187809,"Mesh SYM 30 X 20CM 11.8"" X 7.9""",3804
4187814,Reliatack Device 4 XDPT,1598.65
4187819,"Mesh SYM 15cm Round 6""",1565
4187848,Shampoo Tearless,8.5
4189776,"Catheter, Thoracic 36FR Rt Angle",34
4189777,"Catheter, Thoracic 32FR Rt Angle",34
4189808,Gore Bio-A Tissue Reinforcement Mesh 7 X 10 cm,1449
4189835,Foley Statlock Swivel,23.9
4195769,"Handle, BritePro Solo Standard",42.52
4195774,"BriteBlade Pro Mac Size 4, Disposable",28.9
4195779,"BriteBlade Pro Miller Size 00, Disposable",28.9
4195784,"BriteBlade Pro Miller Size 0, Disposable",28.9
4195789,"BriteBlade Pro Miller Size 4, Disposable",28.9
4195794,"BriteBlade Pro Mac Size 3, Disposable",28.9
4195795,"BriteBlade Pro Miller Size 3, Disposable",28.9
4195804,"BriteBlade Pro Mac Size 1, Disposable",28.9
4195805,"BriteBlade Pro Mac Size 2, Disposable",28.9
4195806,"BriteBlade Pro Miller Size 2, Disposable",28.9
4195807,"BriteBlade Pro Miller Size 1, Disposable",28.9
4197779,HME Filter Thermoflo 1/2 HCH Media,20.26
4197794,Gunther Vena Cava Filter Retrieval,540
4203780,RPR Titer (DRMC),19.95
4205769,EpiFix Mesh 3.5 cm x 3.5 cm,3583.5
4205770,EpiFix 14 mm Disk,898.5
4205771,AmnioFix 4 x 6 cm,5401.5
4205787,EpiFix Mesh 4 cm x 4.5 cm,3883.5
4205794,Amnio Fix 6 x 16cm,10294.5
4205802,EpiFix 18 mm Disk,2056.5
4205811,EpiFix Mesh 2 cm x 3 cm,3433.5
4205812,AmnioFix 7 x 6 cm,5983.5
4207771,"15274 - WC Skin subst. trunk, arms, legs > or = 100 sq cm - Ea addt'l 100 sq cm",636
4207772,"15277 - WC Skin subst. Face, Scalp, Mouth, Neck, Genitalia, Hands, Feet or Digits > 100 sq cm - 1st",636
4207781,"15272 - WC Skin Substitute Graft trunk, arms, legs 100 sq cm addtl 25 sq cm",636
4207786,"15275 - WC Skin Substitute Graft face, scalp, orbits, genitalia, hands, feet, digits 100sq cm 1st [",636
4207791,"15276 - WC Skin Substitute Graft face, scalp, orbits, genitalia, hands, feet, digits 100sq cm addtl",636
4207792,"15278 - WC Skin subst. Face, Scalp, Mouth, Neck, Genitalia, Hands, Feet or Digits > 100 sq cm - Ea a",636
4207801,"15271 - WC Skin Substitute Graft trunk, arms, legs 100 sq cm 1st < 25 sq cm",636
4207806,Cystic Fibrosis (CFTR) 165 Pathogenic Variants,180
4207809,"Factor VIII, Activity",15.86
4207810,"15273 - WC Skin subst. trunk, arms, legs ] or = 100 sq cm - 1st 100 sq cm",636
4209786,Miller Size 4,28.9
4209787,Miller Size 3,28.9
4209788,Miller Size 2,28.9
4209789,Miller Size 1,28.9
4209790,Miller Size 00,28.9
4209791,Miller Size 0,28.9
4209792,Mac Size 4,28.9
4209793,Mac Size 3,28.9
4209794,Mac Size 2,28.9
4209795,Mac Size 1,28.9
4209796,"Handle, Standard",42.52
4209842,HME Filter Thermoflo 1/2 HCH,20.26
4209847,Thoracic Catheter 12 Fr,39.2
4209852,Thoracic Catheter 16 Fr,39.2
4215770,IGF-1 (Insulin-Like Growth Factor 1),21.92
4215802,Trocar Balloon Kii Blunt Tip 12X100mm,311.4
4215833,Pneumocystis jirovecii by DFA,10.21
4217801,Fastener Tube Oral Endotracheal,41.47
4217808,Anchorfast Guard,57.59
4218010,"Cryptococcus Antigen, CSF",10.1
4219802,Mask Oxygen POM,48.65
4221822,PT Evaluation High Complexity,322.5
4221823,PT Evaluation Low Complexity,193.5
4221824,PT Evaluation Moderate Complexity,258
4221846,OT Evaluation Low Complexity,168
4221847,OT Evaluation High Complexity,280
4221848,OT Evaluation Moderate Complexity,224
4221876,BP Cuff Disposable Neonatal Single Line #4,12.58
4221881,LMA SZ5 Fastrach Single Use Combo Kit,355.9
4221886,BP Cuff Disposable Neonatal Single Line #3,12.58
4221887,LMA SZ4 Fastrach Single Use Combo Kit,355.9
4225802,Admin of Fluzone Quad,130.5
4225803,Admin of Fluzone 0.50ml,130.5
4225804,Admin of Fluvirin,130.5
4225805,Admin of Fluarix,130.5
4225836,Admin of Flumist Nasal,130.5
4225846,Admin of Afluria,130.5
4225852,Hemoglobin A2 and F by Column,15.4
4227801,"Vitamin K1, Serum",14.93
4229808,Trocar 5X100 Kii Optical Access System,259.8
4235801,"Slipper, Green Medium",4.18
4235802,Catheter Cholangiogram Oval,327.85
4235811,Trocar 5X100 Kii First Entry Z Thread,259.8
4235816,"Slipper, Teal Toddler",2.54
4235828,"Slipper, Red Small",4.1
4237803,WC Debride Sub - Q Deep,1265
4237804,WC Deep Wound Debridement,2780
4237805,WC Applic/Cast/NWB/Fx,610
4237806,WC Applic/Cast/WB/Fx,610
4237807,WC Applic/Cast/Ulcer,610
4237808,WC 11055 Callus Debridement - Paring or Cutting,350
4237809,WC 11056 Callus Debridement - Paring or Cutting,350
4237810,WC 11057 Callus Debridement - Paring or Cutting,665
4237812,WC Debrid. Nails 1-10,165
4243831,Suction Trumpet 5MM X 45CM,397.9
4245801,Suture Vicryl 0 18in Violet Endoloop 45cm,182.75
4245822,Clearify Visualization System,259.8
4245831,Pediatric Trans Echo Congenital Complete,1740
4245833,Pediatric Trans Echo Congetital Limited,1345
4245835,Pediatric Echo w/ Spect/Color Flow,1758
4245837,Pediatric Doppler PW/CW Display Complete,783
4245839,Pediatric Doppler PW/CW Display Limited,494
4245841,Pediatric Doppler Color Flow Mapping,261
4247807,Respiratory Virus Panel,600
4251841,Hepatitis B Surface Antigen,11.42
4259804,Cordis Avanti Sheath 8FR,149.4
4259805,Suture V-LOC 180 CV-23,138
4259806,Connecting Tube W/Stopcock,74.55
4259819,Cordis Avanti Sheath 7FR,149.4
4259824,Mycophenolic Acid and Metabolites,19.66
4259826,Cordis Avanti Sheath 6FR,149.9
4273802,Thoracic Trocar Catheter 32Fr Soft,584.55
4275801,Catheter - Foley Bardex W/5 1/2 Ext Cable,98.84
4277801,Needle Verres Insuflation 150mm,97.15
4283811,88342 Prostate Specific Antigen by IHX,63.77
4283812,88342 Vimentin by IHX,63.77
4283813,88342 Thyroid Transcription Factor (TTF-1) by IHX,63.77
4283814,"88342 Pan Cytokeratin (AE1,3) by IHX",63.77
4283815,88342 S-100 Protein by IHX,63.77
4283816,88342 Helicobacter pylori by IHX,63.77
4283817,88342 Cytokeratin 7 (CK 7) by IHX,63.77
4283818,88342 p63 by IHX,63.77
4283819,88360 ERBB2 (HER2) (HercepTest) by IHX,63.77
4283820,"88360 Ki-67, MIB-1, by IHX",63.77
4283821,88360 Estrogen Receptor (ER) by IHX,63.77
4283822,88360 Progesterone Receptor (PR) by IHX,63.77
4285826,"Hepatitis B Surface Antigen, Confirm",11.42
4285830,Hepatitis B Core Antibody IgM,13.02
4285831,Hepatitis A Antibody IgM,12.44
4287802,Hepatitis C Virus Antibody,15.78
4287803,Hepatitis A Virus Antibody,13.7
4287804,General Health Panel,234
4289801,Obstetrics Lab Panel,469
4297910,EZ-IO Intraosseaous Vascular Access Needle Adult,483.6
4297978,PICC Line Tray,259.8
4297983,Needle Aspiration Excelon Transbronchial,410.6
4301365,Case Conference Initial 30 min,66
4301366,Case Conference 15 min,54
4301434,"Cortisol, Serum (ARUP)",14.58
4301435,Carcinoembryonic Antigen (ARUP),17.28
4305824,"Prostate Specific Antigen, Total (ARUP)",16.47
4307809,Sam Chest Seal Without Valve,81.75
4307810,Copilot Bougie Disposable Adult,78.6
4307834,Rasp Large Tear Cross 14.0 X 7.0 mm,443.8
4307835,Sam Chest Seal With Valve,128
4307849,Oral Care Tooth Brush,17.4
4309805,EKG Read by Physician,86
4319803,Reload Gray 60,457.35
4329805,Sleeve - Trocar Laparoscopic 5MM,144
4329806,Cannister 600ML,110
4333801,Walker Bariatric,270.3
4339801,Footwear XLrg Yellow Hi Fall Risk,4.59
4341804,Trocar Visiport Plus 12mm W/Fixation,281.22
4356066,Probe Temperature NovaTemp,24.3
4361801,Pad Zoll One Step Complete Peds,268.1
4361802,EZ-IO Intraosseaous Vascular Access Needle 15mm Peds,483.6
4363819,Pad Zoll One Step Complete,294.25
4363820,AmnioFill 100mg,750
4365804,AmnioFill 250mg,1425
4366110,"Tc 99M Medronate, diagnostic, per study dose, up to 30 mci",495
4377801,Cannula Disposable Inner Sz 8.0mm XLT,287.1
4377807,Brief Bariatric,13.53
4379802,Emesis Bag,3.7
4379812,Underpad Xtra Strong,12.65
4379817,Catheter Stabilization Device,66.7
4383816,Treponema pallidum Antibody by PA (ARUP),11.4
4387805,Dressing EZ-Stabilizer Securement,107.15
4388028,Needle Stimplex Echogenic Nerve Block 20g x 4in,71.4
4399801,Stellarex Drug Coated Balloon 4mm x 80mm 135cm,3875
4399806,Stellarex Drug Coated Balloon 6mm x 40mm 135cm,3875
4399811,Stellarex Drug Coated Balloon 6mm x 120mm 135cm,4250
4399816,Dressing Allevyn Gentle 2 1/8 x 4 3/4,9.72
4399821,Stellarex Drug Coated Balloon 5mm x 40mm 135cm,3875
4399822,Stellarex Drug Coated Balloon 5mm x 60mm 135cm,3875
4399823,Stellarex Drug Coated Balloon 6mm x 60mm 135cm,3875
4399824,Stellarex Drug Coated Balloon 5mm x 120mm 135cm,4250
4399841,Dressing Allevyn Gentle 2 x 2,8.2
4399848,Stellarex Drug Coated Balloon 4mm x 60mm 135cm,3875
4399849,Stellarex Drug Coated Balloon 6mm x 80mm 135cm,3875
4399858,Dressing Allevyn Life 10.3cm x 10.3cm,13.06
4399863,WC Est Patient (Brief) 10 min or less w/ addt'l proc,153.5
4399864,WC Est Patient (Limited) 11 - 30 min w/ addt'l proc,219.5
4399865,WC Est Pt (Complex) > 90 min w/ addt'l proc,493.5
4399866,WC Est Pt (Extended) 61 - 90 min w/ addt'l proc,375
4399867,WC Est Pt (Intermediate) 31 - 60 min w/ addt'l proc,291
4399868,WC New Patient (Brief) 10 min or less w/ addt'l proc,153.5
4399869,WC New Patient (Limited) 11 - 30 min w/ addt'l proc,219.5
4399870,WC New Pt (Complex) > 90 min w/ addt'l proc,493.5
4399871,WC New Pt (Extended) 61 - 90 min w/ addt'l proc,375
4399872,WC New Pt (Intermediate) 31 - 60 min w/ addt'l proc,291
4399873,Stellarex Drug Coated Balloon 4mm x 40mm 135cm,3875
4399878,Stellarex Drug Coated Balloon 5mm x 80mm 135cm,3875
4399883,Stellarex Drug Coated Balloon 4mm x 120mm 135cm,4250
4399888,Tube Holder NG Secure Nasograstric,9.59
4399892,Catheter Iv Safety 24G 0.7X14mm  Pur Str.,10.75
4403801,Manifold,77
4403806,Irrigator Igloo Wound Exit Portals,8.88
4403811,Extension Set 12in 2 Port Y Clamp Secur-Lok,46.45
4403816,Blade 90mm 3.54in,144.56
4405801,56620 Vulvectomy simple - partial / Labiaplasty,850
4405805,Anchor Guard,57.59
4407801,WC PICO 4x8in Neg Pressure Wound Therapy 50 sqcm,703
4407802,WC PICO 4x12in Neg Pressure Wound Therapy > 50sqcm,903
4407811,WC PICO 6x6in Neg Pressure Wound Therapy 50 sqcm,703
4407812,WC PICO 4x16in Neg Pressure Wound Therapy > 50sqcm,903
4407813,WC PICO 6x8in Neg Pressure Wound Therapy >50sqcm,903
4407814,WC PICO 6x12 in Neg Pressure Wound Therapy > 50sqcm,903
4407815,WC PICO 8x8in Neg Pressure Wound Therapy > 50sqcm,903
4407816,WC PICO 10x10in Neg Pressure Wound Therapy > 50sqcm,903
4413801,MA Mammo Diagnostic Digi Bilat w/ Tomo,392.5
4413802,MA Mammo Diagnostic Digi Left w/ Tomo,308.5
4413803,MA Mammo Diagnostic Digi Right w/ Tomo,308.5
4413804,MA Mammo Screening Digi Bilat w/ Tomo,392.5
4413805,MA Mammo Diagnostic Digi Bilat w/ Tomo,392.5
4413808,MA Mammo Diagnostic Digi Left w/ Tomo,308.5
4413811,MA Mammo Diagnostic Digi Right w/ Tomo,308.5
4413814,MA Mammo Screening Digi Bilat w/ Tomo,392.5
4413817,LCSW Visit Charge Level 1 Est Pt,119.5
4417831,Diagnostic Digital Breast Tomosynthesis,65
4417833,Screening Digital Breast Tomosynthesi,65
4419815,LCSW Visit Charge Level 2 Est Pt,154
4419816,LCSW Visit Charge Level 1 New Pt,164.5
4419817,LCSW Visit Charge Level 2 New Pt,201
4419818,LCSW Visit Charge Level 3 New Pt,251
4419819,LCSW Visit Charge Level 3 Est Pt,161.5
4429813,PTD 7fr OTW Rotator Kit Trerotola,515.3
4429814,PTD 5fr Rotator Kit Trerotola,443.8
4430114,Percutaneous Thrombolytic Device Set 7fr,1585.85
4430121,Percutaneous Thrombolytic Device Set 5fr,1382.9
4433885,"LCSW 90837 Psychotherapy, 60min w patient",285
4433886,"LCSW 90839 Psychotherapy for crisis, first 60min",285
4439814,Inj Shoulder Arthro or Enchance CT/MR,262
