EAP,EAP Description, Avg Chg 
25009999,"OXYCODONE ER 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR", 8.18 
25009999,OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TABLET, 0.89 
25009999,OXYMETAZOLINE 0.05 % NASAL SPRAY, 3.54 
25009999,PAROXETINE 10 MG TABLET, 1.73 
25009999,PAROXETINE 20 MG TABLET, 0.48 
25009999,PEG-ELECTROLYTE SOLUTION 420 GRAM ORAL SOLUTION, 36.00 
25009999,PEPPERMINT SPIRIT ORAL, 28.73 
25009999,PHENAZOPYRIDINE 100 MG TABLET, 2.19 
25009999,PHENOBARBITAL 20 MG/5 ML (4 MG/ML) ORAL ELIXIR, 3.75 
25009999,PHENOBARBITAL 32.4 MG TABLET, 0.82 
25009999,PHENYLEPHRINE 0.25 %-MINERAL OIL 14 %-PETROLATM 74.9 % RECTAL OINTMENT, 33.46 
25009999,PHENYLEPHRINE 10 % EYE DROPS, 106.48 
25009999,PHENYLEPHRINE 2.5 % EYE DROPS, 88.85 
25009999,PHENYTOIN 100 MG/4 ML ORAL SUSPENSION, 10.99 
25009999,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE, 1.42 
25009999,PHYTONADIONE ORAL SOLUTION 10 MG/ML (FROM IV), 26.70 
25009999,PILOCARPINE 1 % EYE DROPS, 256.58 
25009999,PILOCARPINE 2 % EYE DROPS, 256.71 
25009999,PILOCARPINE 4 % EYE DROPS, 242.85 
25009999,PIOGLITAZONE 15 MG TABLET, 0.30 
25009999,POLYETHYLENE GLYCOL 3350 17 GRAM ORAL POWDER PACKET, 2.82 
25009999,POLYHEXAMETHYLENE BIGUANIDE (PHMB) 2 % STOCK SOLN CMPD MEE, 18.00 
25009999,"POLYMYXIN B SULFATE 10,000 UNIT-TRIMETHOPRIM 1 MG/ML EYE DROPS", 29.02 
25009999,POLYVINYL ALCOHOL-POVIDONE (PF) 1.4 %-0.6 % EYE DROPS IN A DROPPERETTE, 0.09 
25009999,POSACONAZOLE 200 MG/5 ML (40 MG/ML) ORAL SUSPENSION, 775.85 
25009999,POTASSIUM CHLORIDE 20 MEQ/15 ML ORAL LIQUID, 29.13 
25009999,"POTASSIUM CHLORIDE ER 10 MEQ TABLET,EXTENDED RELEASE", 1.11 
25009999,"POTASSIUM, SODIUM PHOSPHATES 280 MG-160 MG-250 MG ORAL POWDER PACKET", 1.01 
25009999,POVIDONE-IODINE 5 % EYE SOLUTION, 2.13 
25009999,PRAMIPEXOLE 0.25 MG TABLET, 0.57 
25009999,PRAVASTATIN 10 MG TABLET, 1.18 
25009999,PRAZOSIN 1 MG CAPSULE, 4.15 
25009999,"PREDNISOLONE ACETATE 0.12 % EYE DROPS,SUSPENSION", 255.37 
25009999,"PREDNISOLONE ACETATE 1 % EYE DROPS,SUSPENSION", 80.58 
25009999,PREGABALIN 100 MG CAPSULE, 21.82 
25009999,PREGABALIN 25 MG CAPSULE, 19.86 
25009999,PROCHLORPERAZINE 25 MG RECTAL SUPPOSITORY, 17.45 
25009999,PROCHLORPERAZINE MALEATE 10 MG TABLET, 0.97 
25009999,PROMETHAZINE 25 MG TABLET, 0.17 
25009999,PROMETHAZINE 6.25 MG/5 ML SYRUP, 0.57 
25009999,PROPARACAINE 0.5 % EYE DROPS, 112.11 
25009999,PROPRANOLOL 10 MG TABLET, 0.41 
25009999,PROPRANOLOL 20 MG TABLET, 0.55 
25009999,PROPRANOLOL 40 MG/5 ML (8 MG/ML) ORAL SOLUTION, 0.19 
25009999,PSYLLIUM HUSK (WITH SUGAR) 3.4 GRAM ORAL POWDER PACKET, 0.44 
25009999,PYRIDOSTIGMINE BROMIDE 60 MG TABLET, 2.91 
25009999,PYRIDOXINE (VITAMIN B6) 50 MG TABLET, 0.64 
25009999,QUETIAPINE 100 MG TABLET, 0.63 
25009999,QUETIAPINE 25 MG TABLET, 0.21 
25009999,RACEPINEPHRINE 2.25 % SOLUTION FOR NEBULIZATION, 4.13 
25009999,RANITIDINE 15 MG/ML SYRUP, 3.47 
25009999,RIFAMPIN 300 MG CAPSULE, 2.28 
25009999,RIFAXIMIN 550 MG TABLET, 87.47 
25009999,RISPERIDONE 0.25 MG TABLET, 0.55 
25009999,RISPERIDONE 1 MG TABLET, 0.63 
25009999,RIVAROXABAN 10 MG TABLET, 26.69 
25009999,RIVAROXABAN 15 MG TABLET, 23.81 
25009999,ROPINIROLE 0.25 MG TABLET, 1.11 
25009999,ROPINIROLE 1 MG TABLET, 0.29 
25009999,ROSUVASTATIN 20 MG TABLET, 23.66 
25009999,RUFINAMIDE 40 MG/ML ORAL SUSPENSION, 68.22 
25009999,SALMETEROL 50 MCG/DOSE BLISTER POWDER FOR INHALATION, 592.03 
25009999,SCOPOLAMINE 1 MG OVER 3 DAYS TRANSDERMAL PATCH, 50.51 
25009999,SCOPOLAMINE 1MG OVER 3 DAYS TRANSDERMAL PATCH, 48.94 
25009999,SENNOSIDES 8.6 MG TABLET, 0.09 
25009999,SENNOSIDES 8.8 MG/5 ML SYRUP, 0.94 
25009999,SERTRALINE 50 MG TABLET, 0.44 
25009999,SEVOFLURANE INHALATION LIQUID, 372.50 
25009999,SILDENAFIL (ANTIHYPERTENSIVE) 20 MG TABLET, 2.95 
25009999,SILVER NITRATE APPLICATORS 75 %-25 % TOPICAL STICK, 1.34 
25009999,"SIMETHICONE 40 MG/0.6 ML ORAL DROPS,SUSPENSION", 0.06 
25009999,SIMETHICONE 80 MG CHEWABLE TABLET, 0.08 
25009999,SIMVASTATIN 20 MG TABLET, 0.27 
25009999,SITAGLIPTIN 100 MG TABLET, 34.61 
25009999,SODIUM CHLORIDE 0.65 % NASAL SPRAY AEROSOL, 3.95 
25009999,SODIUM CHLORIDE 1 GRAM TABLET, 0.29 
25009999,SODIUM CHLORIDE 5 % EYE DROPS, 25.87 
25009999,SODIUM CHLORIDE 5 % EYE OINTMENT, 24.65 
25009999,SODIUM CHLORIDE-ALOE VERA NASAL GEL, 14.52 
25009999,SODIUM CITRATE-CITRIC ACID 500 MG-334 MG/5 ML ORAL SOLUTION, 3.85 
25009999,SODIUM HYPOCHLORITE 0.5 % SOLUTION, 47.30 
25009999,SODIUM POLYSTYRENE SULFONATE 15 GRAM-SORBITOL 19.3 G/60 ML ORAL SUSP, 21.24 
25009999,SOTALOL 80 MG TABLET, 0.20 
25009999,SPIRONOLACTONE 25 MG TABLET, 0.42 
25009999,SUCRALFATE 100 MG/ML ORAL SUSPENSION, 18.18 
25009999,SULFACETAMIDE-PREDNISOLONE 10 %-0.23 % (0.25 %) EYE DROPS, 54.50 
25009999,SULFAMETHOXAZOLE 200 MG-TRIMETHOPRIM 40 MG/5 ML ORAL SUSPENSION, 6.21 
25009999,SULFAMETHOXAZOLE 800 MG-TRIMETHOPRIM 160 MG TABLET, 0.44 
25009999,SULFASALAZINE 500 MG TABLET, 0.52 
25009999,SUMATRIPTAN 25 MG TABLET, 1.99 
25009999,SURGICAL LUBRICANT JELLY TOPICAL, 62.82 
25009999,TAMOXIFEN 10 MG TABLET, 1.11 
25009999,TAMSULOSIN 0.4 MG CAPSULE, 1.06 
25009999,TEMAZEPAM 15 MG CAPSULE, 0.26 
25009999,TERAZOSIN 1 MG CAPSULE, 0.38 
25009999,TETRACAINE 0.5 % EYE DROPS, 32.25 
25009999,TETRACAINE 0.5 % VISCOUS EYE DROPS, 96.04 
25009999,TETRACAINE HCL (PF) 0.5 % EYE DROPS, 23.44 
25009999,THIAMINE MONONITRATE (VITAMIN B1) 100 MG TABLET, 0.17 
25009999,"THROMBIN (BOVINE) 5,000 UNIT TOPICAL SOLUTION", 89.51 
25009999,THYROID (PORK) 30 MG TABLET, 1.82 
25009999,TICAGRELOR 90 MG TABLET, 14.61 
25009999,TIMOLOL MALEATE 0.25 % EYE DROPS, 12.46 
25009999,TIMOLOL MALEATE 0.5 % EYE DROPS, 22.26 
25009999,TIMOLOL MALEATE 0.5 % EYE GEL FORMING SOLUTION, 247.26 
25009999,TIOTROPIUM BROMIDE 18 MCG CAPSULE WITH INHALATION DEVICE, 151.53 
25009999,TIZANIDINE 4 MG TABLET, 0.34 
25009999,TOBRAMYCIN 0.3 % EYE DROPS, 15.50 
25009999,TOBRAMYCIN 0.3 % EYE OINTMENT, 403.27 
25009999,"TOBRAMYCIN 0.3 %-DEXAMETHASONE 0.1 % EYE DROPS,SUSPENSION", 126.05 
25009999,TOBRAMYCIN-DEXAMETHASONE 0.3 %-0.1 % EYE OINTMENT, 410.24 
25009999,TOLTERODINE 2 MG TABLET, 1.59 
25009999,TOPIRAMATE 25 MG TABLET, 0.09 
25009999,TORSEMIDE 20 MG TABLET, 1.02 
25009999,TRAMADOL 50 MG TABLET, 0.18 
25009999,TRAZODONE 50 MG TABLET, 0.25 
25009999,TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM, 11.85 
25009999,TRIAMCINOLONE ACETONIDE 55 MCG NASAL SPRAY AEROSOL, 64.22 
25009999,TRIAMTERENE 37.5 MG-HYDROCHLOROTHIAZIDE 25 MG CAPSULE, 0.85 
25009999,TROPICAMIDE 0.5 % EYE DROPS, 34.80 
25009999,TROPICAMIDE 1 % EYE DROPS, 36.42 
25009999,URSODIOL 300 MG CAPSULE, 11.14 
25009999,VALACYCLOVIR 500 MG TABLET, 1.18 
25009999,VALPROIC ACID (AS SODIUM SALT) 250 MG/5 ML (5 ML) ORAL SOLUTION, 1.03 
25009999,VALPROIC ACID (AS SODIUM SALT) 500 MG/10 ML (10 ML) ORAL SOLUTION, 1.17 
25009999,VALSARTAN 80 MG TABLET, 0.90 
25009999,VANCOMYCIN BAK OPHTHALMIC SOLN 14 MG/ML CMPD MEE, 2.64 
25009999,VANCOMYCIN OPHTHALMIC SOLN 25 MG/ML CMPD MEE_MGH, 0.09 
25009999,VANCOMYCIN ORAL SOLUTION 25 MG/ML, 339.24 
25009999,VANCOMYCIN ORAL SOLUTION 50 MG/ML CMPD, 2.95 
25009999,VANCOMYCIN SUBCONJUNCTIVAL INJ 25 MG/0.5 ML CMPD MEE, 0.53 
25009999,VARENICLINE 0.5 MG TABLET, 15.01 
25009999,VENLAFAXINE 25 MG TABLET, 1.20 
25009999,"VENLAFAXINE ER 37.5 MG CAPSULE,EXTENDED RELEASE 24 HR", 1.15 
25009999,VERAPAMIL 80 MG TABLET, 0.21 
25009999,"VERAPAMIL ER (SR) 120 MG TABLET,EXTENDED RELEASE", 0.46 
25009999,"VERAPAMIL ER (SR) 180 MG TABLET,EXTENDED RELEASE", 0.47 
25009999,VITAMIN B COMPLEX AND VITAMIN C NO.20-FOLIC ACID 1 MG CAPSULE, 0.39 
25009999,"VITAMIN E (DL, ACETATE) 400 UNIT CAPSULE", 0.13 
25009999,VITAMINS A AND D-WHITE PETROLATUM-LANOLIN TOPICAL OINTMENT, 10.49 
25009999,VORICONAZOLE 200 MG TABLET, 22.53 
25009999,WARFARIN 1 MG TABLET, 1.04 
25009999,WARFARIN 2 MG TABLET, 0.68 
25009999,WARFARIN 2.5 MG TABLET, 0.71 
25009999,WARFARIN 5 MG TABLET, 0.74 
25009999,WHITE PETROLATUM 41 % TOPICAL OINTMENT, 21.25 
25009999,WHITE PETROLATUM-MINERAL OIL 83 %-15 % EYE OINTMENT, 12.36 
25009999,ZINC OXIDE-VITAMIN B5-VIT E 11.3% TOPICAL CREAM, 13.44 
25009999,ZOLPIDEM 5 MG TABLET, 0.15 
25009999,ZONISAMIDE 100 MG CAPSULE, 1.73 
25509999,HC PHARMACY (636) CONTRAST RADIOLOGY EAP SHELL, 1.98 
25909999,SODIUM CHLORIDE 3 % FOR NEBULIZATION, 0.60 
63600072,HC INJ ABOBOTULINUMTOXINA 5 UN, 23.00 
63600103,HC INJ DEXAMETHASONE SOD PHOS 1MG, 0.15 
63600119,HC GENTAMICIN UP TO 80 MG INJEC, 9.01 
63600177,HC INJ METHYLPREDISONE UP TO 40MG, 8.66 
63600191,HC INJ VANCOMYCIN HCL PER 500MG, 2.07 
63600240,HC METHOTREXATE SODIUM PER 5MG, 4.17 
63600248,HC ONDANSETRON ORAL PER 1 MG, 1.50 
63600364,HC TRIAMCINOLONE ACETONIDE APOTHECON KENALOG-40 40 MG/ML VIAL 1 VIAL  00003029305-1, 6.31 
63600501,Unmapped code - 63600501, 80.31 
63600502,Unmapped code - 63600502, 9.98 
63601031,HC AMINOLEVULINIC ACID HCL TOP, 220.16 
63601078,HC ONDANSETRON HCL INJECTION, 0.54 
63601080,HC METHYLPREDNISOLONE INJECTION, 7.92 
63601093,HC DIPHENHYDRAMINE HCL 50MG, 9.00 
63601106,HC INJ FAMOTIDINE 20 MG, 3.17 
63601205,HC MEE ALLODERM, 909.72 
63601212,HC BOTULINUM TOXIN B PER 100 U, 47.00 
63601213,HC INJECTION INCOBOTULINUMTOXIN A 1 UNIT, 7.95 
63601216,HC INJECTION AFLIBERCEPT 1 MG," 1,387.50 "
63601217,HC RANIBIZUMAB INJECTION, 585.00 
63601218,HC INJECTIONONABOTULINUMTOXINA, 13.12 
63601219,HC INFLIXIMAB INJECTION, 162.00 
63601220,HC BEVACIZUMAB INJECTION, 115.00 
63601222,HC VERTEPORFIN INJECTION, 17.74 
63601224,HC TRIAMCINOLONE A INJ PRS-FREE, 237.60 
63601225,HC DEXAMETHASONE INTRA IMPLANT, 285.64 
63601227,HC FLUOROURACIL 500MG, 0.77 
63601229,HC CIDOFOVIR INJECTION PER 375 MG, 973.45 
63601232,HC MEE VANCOMYCIN 500 MG, 6.22 
63601257,Unmapped code - 63601257, 6.33 
63601258,Unmapped code - 63601258, 17.68 
63601259,Unmapped code - 63601259, 540.81 
63601263,Unmapped code - 63601263, 145.14 
63601270,Unmapped code - 63601270," 1,250.00 "
63601277,Unmapped code - 63601277," 13,200.00 "
63601282,Unmapped code - 63601282, 148.55 
63609998,HC PHARMACY (636) WITH HCPCS AND (259) MCARE EAP SHELL, 0.70 
63609998,INSULIN GLARGINE (U-100) 100 UNIT/ML SUBCUTANEOUS SOLUTION, 0.96 
63609998,INSULIN GLARGINE 100 UNIT/ML SUBCUTANEOUS SOLUTION, 0.89 
63609998,INSULIN HUMAN U-100 NPH-REGULR 70-30 MIX 100 UNIT/ML SUBCUTANEOUS SUSP, 0.26 
63609998,INSULIN LISPRO (U-100) 100 UNIT/ML SUBCUTANEOUS SOLUTION, 0.30 
63609998,INSULIN LISPRO 100 UNIT/ML SUBCUTANEOUS SOLUTION, 0.35 
63609998,INSULIN NPH HUMAN RECOMB 100 UNIT/ML SUBCUTANEOUS SUSPENSION, 0.22 
63609998,INSULIN NPH ISOPHANE U-100 HUMAN 100 UNIT/ML SUBCUTANEOUS SUSPENSION, 0.22 
63609998,INSULIN REGULAR HUMAN 100 UNIT/ML INJECTION SOLUTION, 0.17 
63609998,INSULIN U-100 REGULAR HUMAN 100 UNIT/ML INJECTION SOLUTION, 0.13 
63609999,ABOBOTULINUMTOXINA 300 UNIT INTRAMUSCULAR SOLUTION, 12.12 
63609999,"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) INTRAVENOUS SOLUTION", 1.00 
63609999,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION, 28.30 
63609999,ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION, 9.41 
63609999,ACYCLOVIR SODIUM 50 MG/ML INTRAVENOUS SOLUTION, 0.09 
63609999,ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION, 25.93 
63609999,ADENOSINE 3 MG/ML INTRAVENOUS SYRINGE, 3.03 
63609999,AFLIBERCEPT 2 MG/0.05 ML INTRAVITREAL SOLUTION FOR INJECTION, 88.57 
63609999,ALTEPLASE 2 MG INTRA-CATHETER SOLUTION, 127.22 
63609999,ALTEPLASE INJECTION 10 MCG/0.1 ML CMPD MEE, 16.27 
63609999,AMIKACIN 50 MG/ML DILUTION CMPD MEE, 0.16 
63609999,AMIODARONE 50 MG/ML INTRAVENOUS SOLUTION, 0.63 
63609999,AMPHOTERICIN B 50 MG SOLUTION FOR INJECTION, 13.78 
63609999,AMPHOTERICIN B INTRAVITREAL INJ 10 MCG/0.1 ML CMPD MEE_BWH, 14.46 
63609999,AMPHOTERICIN B INTRAVITREAL INJ 5 MCG/0.1 ML CMPD MEE_BWH, 13.04 
63609999,AMPICILLIN 1 GRAM SOLUTION FOR INJECTION, 2.55 
63609999,AMPICILLIN 2 GRAM SOLUTION FOR INJECTION, 1.38 
63609999,AMPICILLIN-SULBACTAM 1.5 GRAM SOLUTION FOR INJECTION, 4.38 
63609999,AMPICILLIN-SULBACTAM 3 GRAM INTRAVENOUS SOLUTION, 7.66 
63609999,AMPICILLIN-SULBACTAM 3 GRAM SOLUTION FOR INJECTION, 3.89 
63609999,AMPICILLIN-SULBACTAM IVPB IN NS 3 GRAM (100 ML) CMPD NSM_MEE, 6.90 
63609999,ATROPINE 0.1 MG/ML INJECTION SYRINGE, 0.20 
63609999,ATROPINE 0.4 MG/ML INJECTION SOLUTION, 0.27 
63609999,ATROPINE 0.8 MG/2 ML (0.4 MG/ML) IN 0.9 % SODIUM CHLORIDE IV SYRINGE, 0.28 
63609999,AZATHIOPRINE 50 MG TABLET, 1.28 
63609999,AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION, 5.20 
63609999,BEVACIZUMAB 2.5 MG/0.1 ML INTRAVITREAL SYRINGE, 77.69 
63609999,BEVACIZUMAB INTRALESIONAL 1.25 MG/ML SYRINGE CMPD MEE," 1,064.34 "
63609999,BEVACIZUMAB INTRALESIONAL 5 MG/ML SYRINGE CMPD MEE," 1,064.34 "
63609999,BEVACIZUMAB INTRAVITREAL 1.25 MG/0.05 ML SYRINGE CMPD MEE," 1,161.10 "
63609999,BLEOMYCIN 15 UNIT SOLUTION FOR INJECTION, 33.88 
63609999,BLEOMYCIN INJECTION 3 UNITS/ML CMPD BWH_MEE, 75.18 
63609999,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTION, 5.13 
63609999,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) INJECTION SOLUTION, 2.81 
63609999,BUPIVACAINE 0.5 % (5 MG/ML) INJECTION SOLUTION, 2.78 
63609999,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJECTION SOLUTION", 8.59 
63609999,"BUPIVACAINE-EPINEPHRINE (PF) 0.75 %-1:200,000 INJECTION SOLUTION", 8.90 
63609999,BUPRENORPHINE 4 MG-NALOXONE 1 MG SUBLINGUAL FILM, 23.26 
63609999,CALCIUM GLUCONATE 100 MG/ML (10 %) INTRAVENOUS SOLUTION, 14.60 
63609999,CEFAZOLIN 1 GRAM INTRAVENOUS SOLUTION, 3.38 
63609999,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION, 1.56 
63609999,CEFAZOLIN 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) INTRAVENOUS PIGGYBACK, 4.95 
63609999,CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION, 0.59 
63609999,CEFAZOLIN IVPB IN NS 2 G (100 ML) CMPD MEEI, 19.52 
63609999,CEFAZOLIN SUBCONJUNCTIVAL INJ 50 MG/0.5 ML CMPD MEE, 1.47 
63609999,CEFEPIME 1 GRAM SOLUTION FOR INJECTION, 3.20 
63609999,CEFEPIME 2 GRAM INTRAVENOUS SOLUTION, 3.77 
63609999,CEFEPIME 2 GRAM SOLUTION FOR INJECTION, 2.45 
63609999,CEFTAZIDIME 1 GRAM INTRAVENOUS SOLUTION, 4.81 
63609999,CEFTAZIDIME 1 GRAM SOLUTION FOR INJECTION, 3.86 
63609999,CEFTAZIDIME 100 MG/ML DILUTION CMPD MEE , 0.05 
63609999,CEFTAZIDIME 2 GRAM SOLUTION FOR INJECTION, 4.38 
63609999,CEFTAZIDIME INTRAVITREAL INJ 2 MG/0.1 ML CMPD MEE, 0.59 
63609999,CEFTAZIDIME SUBCONJUNCTIVAL INJ 100 MG/0.5 ML CMPD MEE, 4.23 
63609999,CEFTRIAXONE 1 GRAM SOLUTION FOR IV INJECTION, 1.41 
63609999,CEFTRIAXONE 2 GRAM SOLUTION FOR INJECTION, 0.88 
63609999,CEFTRIAXONE FOR IM INJECTION 350 MG/ML, 0.99 
63609999,CEFUROXIME 100 MG/ML DILUTION CMPD MEE, 0.01 
63609999,CEFUROXIME INTRAOCULAR INJ 1 MG/0.1 ML CMPD MEE, 0.11 
63609999,CEFUROXIME SODIUM 1.5 GRAM INTRAVENOUS SOLUTION, 3.59 
63609999,CHLORPROMAZINE 25 MG/ML INJECTION SOLUTION, 35.91 
63609999,CIDOFOVIR 75 MG/ML INTRAVENOUS SOLUTION, 96.37 
63609999,CIDOFOVIR INTRALESIONAL INJ 5 MG/ML CMPD MEE, 355.15 
63609999,CIDOFOVIR INTRALESIONAL INJ 7.5 MG/ML CMPD MEE, 735.77 
63609999,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK, 4.31 
63609999,CIPROFLOXACIN 6 % (6 MG/0.1 ML) INTRATYMPANIC SUSPENSION, 42.05 
63609999,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION, 3.12 
63609999,CLINDAMYCIN 600 MG/4 ML INTRAVENOUS SOLUTION, 5.92 
63609999,CLINDAMYCIN 600 MG/50 ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS PIGGYBACK, 7.07 
63609999,COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION, 177.67 
63609999,"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION", 7.95 
63609999,CYCLOSPORINE MODIFIED 100 MG CAPSULE, 20.46 
63609999,CYCLOSPORINE MODIFIED 25 MG CAPSULE, 5.12 
63609999,DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION, 0.87 
63609999,DESMOPRESSIN 4 MCG/ML INJECTION SOLUTION, 24.47 
63609999,DEXAMETHASONE (PF) INTRAVITREAL INJ 400 MCG/0.1 ML CMPD MEE, 0.09 
63609999,DEXAMETHASONE 0.5 MG TABLET, 0.10 
63609999,DEXAMETHASONE 0.7 MG INTRAVITREAL IMPLANT, 285.64 
63609999,DEXAMETHASONE 1.5 MG TABLET, 0.12 
63609999,DEXAMETHASONE 4 MG TABLET, 0.02 
63609999,DEXAMETHASONE 4 MG/ML INJECTION SOLUTION, 0.50 
63609999,DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION SOLUTION, 0.47 
63609999,DEXAMETHASONE SYR 4 MG/ML (NEO), 0.09 
63609999,DEXTROAMPHETAMINE-AMPHETAMINE 5 MG TABLET, 1.77 
63609999,DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLUTION, 8.35 
63609999,DEXTROSE 5 % AND LACTATED RINGERS INTRAVENOUS SOLUTION, 355.91 
63609999,DEXTROSE 5 % IN LACTATED RINGERS IV BOLUS, 156.60 
63609999,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS PIGGYBACK, 6.90 
63609999,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION, 7.57 
63609999,DEXTROSE 5 % IV BOLUS, 9.72 
63609999,DIGOXIN 250 MCG/ML INJECTION SOLUTION, 6.18 
63609999,DIPHENHYDRAMINE 50 MG/ML INJECTION SOLUTION, 1.02 
63609999,"DIPHTH,PERTUS(ACEL)TETANUS(PF)2LF-(2.5-5-3-5MCG)-5 LF/0.5 ML IM SUSP", 67.07 
63609999,ENOXAPARIN 100 MG/ML SUBCUTANEOUS SYRINGE, 1.91 
63609999,ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE, 1.89 
63609999,ENOXAPARIN 40 MG/0.4 ML SUBCUTANEOUS SYRINGE, 1.86 
63609999,ENOXAPARIN 60 MG/0.6 ML SUBCUTANEOUS SYRINGE, 2.82 
63609999,ENOXAPARIN 80 MG/0.8 ML SUBCUTANEOUS SYRINGE, 1.85 
63609999,EPINEPHRINE 0.1 MG/ML INJECTION SYRINGE, 1.53 
63609999,EPINEPHRINE 1 MG/ML (1 ML) INJECTION SOLUTION, 2.82 
63609999,EPINEPHRINE 1 MG/ML INJECTION SOLUTION, 0.89 
63609999,EPINEPHRINE HCL (PF) 1 MG/ML (1 ML) INJECTION SOLUTION, 1.43 
63609999,ERTAPENEM 1 GRAM SOLUTION FOR INJECTION, 88.78 
63609999,ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION, 4.81 
63609999,FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION, 2.56 
63609999,FAMOTIDINE (PF) 20 MG/50 ML IN 0.9 % NACL (ISO) INTRAVENOUS PIGGYBACK, 12.63 
63609999,FAMOTIDINE 10 MG/ML INTRAVENOUS SOLUTION, 2.08 
63609999,FENTANYL (PF) 10 MCG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SYRINGE, 9.90 
63609999,FENTANYL (PF) 100 MCG/2 ML (50 MCG/ML) INTRAVENOUS SYRINGE, 2.64 
63609999,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION, 2.35 
63609999,FLU VACC QS2018-19 (36 MOS UP)(PF)60 MCG (15 MCG X4)/0.5 ML IM SYRINGE, 30.58 
63609999,FLU VACCINE QS2017-18(36 MOS UP)(PF)60 MCG(15 MCGX4)/0.5 ML IM SYRINGE, 35.94 
63609999,FLU VACCINE TS2017-18(65YR UP)(PF)180 MCG/0.5 ML INTRAMUSCULAR SYRINGE, 86.24 
63609999,FLU VACCINE TS2018-19(65YR UP)(PF)180 MCG/0.5 ML INTRAMUSCULAR SYRINGE, 83.32 
63609999,FLUCONAZOLE 200 MG/100 ML IN SOD. CHLORIDE (ISO) INTRAVENOUS PIGGYBACK, 8.85 
63609999,FLUCONAZOLE IVPB 2 MG/ML, 7.48 
63609999,FLUOCINOLONE 0.19 MG INTRAVITREAL IMPLANT, 694.74 
63609999,FLUOCINOLONE 0.59 MG INTRAVITREAL IMPLANT," 24,637.50 "
63609999,FLUOROURACIL 500 MG/10 ML INTRAVENOUS SOLUTION, 5.78 
63609999,FLUOROURACIL SUBCONJUNCTIVAL INJ 5 MG/0.1 ML CMPD MEE, 0.05 
63609999,FOSCARNET 24 MG/ML INTRAVENOUS SOLUTION, 0.49 
63609999,FOSCARNET INTRAVITREAL INJ 1200 MCG/0.1 ML CMPD MEE, 587.84 
63609999,FUROSEMIDE 10 MG/ML INJECTION SOLUTION, 3.28 
63609999,GANCICLOVIR SODIUM 500 MG INTRAVENOUS SOLUTION, 137.14 
63609999,GENTAMICIN 40 MG/ML INJECTION SOLUTION, 4.82 
63609999,GENTAMICIN INTRAVITREAL INJ 400 MCG/0.1 ML MEE, 0.26 
63609999,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION, 12.69 
63609999,HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION, 0.40 
63609999,HC PHARMACY (636) WITH HCPCS EAP SHELL, 2.17 
63609999,"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION SOLUTION", 3.10 
63609999,"HEPARIN (PORCINE) 25,000 UNIT/250 ML (100 UNIT/ML) IN DEXTROSE 5 % IV", 0.85 
63609999,"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION SOLUTION", 0.69 
63609999,HEPARIN LOCK FLUSH (PORCINE) 100 UNIT/ML INTRAVENOUS SOLUTION, 0.08 
63609999,"HEPARIN, PORCINE (PF) 10 UNIT/ML INTRAVENOUS SYRINGE", 0.25 
63609999,"HEPARIN, PORCINE (PF) 100 UNIT/ML INTRAVENOUS SYRINGE", 0.04 
