SVCCD,Description,PRICE1,As of Date
7210663,ATORVASTATIN 80MG TB,29.5,7/2/2019
7210677,ATOMOXETINE 60MGCAP ,34.5,7/2/2019
7210687,PED MULTVIT W/FE CHW,2.3,7/2/2019
7210703,LEFLUNOMIDE 10MG TAB,139,7/2/2019
7210719,PROPAFENONE 325MG ER,4.3,7/2/2019
7210737,PROGESTERON 100MG CP,15,7/2/2019
7210747,PARICALCITOL 1MCG CP,51.5,7/2/2019
7210750,CAR25-LEV100-ENT200T,20,7/2/2019
7210754,IPRATROPI 17MCG PUF ,9.5,7/2/2019
7210760,COENZYME Q10 100MGCP,2.3,7/2/2019
7210771,HALOPERIDOL 10MG/5ML,12.5,7/2/2019
7210772,VALPROATE 250MG/5ML ,4.3,7/2/2019
7210773,LITHIUM CIT 8MEQ/5ML,0.3,7/2/2019
7210776,LEVOFLOXACIN 25MG/ML,4,7/2/2019
7210784,TD IM NO PRSRV GE 7Y,267,7/2/2019
7210787,CLIND 18MG/ML D5W 50,157.5,7/2/2019
7210788,CLIND 12MG/ML D5W 50,157.5,7/2/2019
7210790,RANOLAZI 500MG ER TB,21,7/2/2019
7210791,OXYCOD10-APAP325MGTB,4.3,7/2/2019
7210794,DIPH/TET/ACPERT .5ML,490,7/2/2019
7210796,DAKINS .25%SOL 473ML,7.8,7/2/2019
7210797,DAKINS .5% SOL 473ML,7.8,7/2/2019
7210805,ARIPIPRAZOLE 2MG TAB,100.5,7/2/2019
7210827,FOLIC ACID 400MCG TB,1,7/2/2019
7210840,POTASSIUM 99MG TAB  ,3,7/2/2019
7210842,LUBIPROSTONE 24MCG  ,21,7/2/2019
7210847,CHLORPROMAZ 100MG TB,17.5,7/2/2019
7210857,LOSARTAN 100MG TAB  ,19,7/2/2019
7210873,OXYCHLOROSEN PWD 2GM,46,7/2/2019
7210874,VALPROATE 500MG/5ML ,241,7/2/2019
7210878,ONDANSETRON 4MG PO  ,122,7/2/2019
7210900,FELBAMATE 600MG TAB ,31,7/2/2019
7210903,IPRATROPIU .02% 2.5M,7.8,7/2/2019
7210930,LIDOCAIN 2%/EPI 20ML,195,7/2/2019
7210979,DOCUS NA 10MG/ML 10M,1,7/2/2019
7210986,ALBENDAZOLE 200MG TB,625,7/2/2019
7210993,COLISTIME UP TO 150M,262,7/2/2019
7210998,DESMOPRESS TAB 0.1MG,23,7/2/2019
7210999,GLUCOSE 4GM CHW TAB ,2.3,7/2/2019
7211009,ESCITALOPRAM 5MG TAB,21,7/2/2019
7211013,FAMCICLOVIR 250MG TB,2.3,7/2/2019
7211043,QUETIAPI FUM 200MGTB,66,7/2/2019
7211046,SERTRALIN 20MG/ML 60,227,7/2/2019
7211058,MISOPROSTOL 25MCG TB,13,7/2/2019
7211065,PROMETHAZINE 25MG TB,3.5,7/2/2019
7211080,BUPIVAC .25% MPF 30M,159,7/2/2019
7211088,CITALOPROM 10MG/5ML ,34.5,7/2/2019
7211099,VARENICILINE .5MG TB,17.5,7/2/2019
7211106,TETRACYCLINE 250MG C,2.3,7/2/2019
7211116,DORZOLAMID 2%OS 10ML,350,7/2/2019
7211157,OXYCO7.5-APAP325MGTB,23.5,7/2/2019
7211170,HYDROCORT 10MG TAB  ,4,7/2/2019
7211183,MONTELUKAST 5MG CHEW,29,7/2/2019
7211190,PHENAZOPYRID 95MG TB,2,7/2/2019
7211216,ATOMOXETINE 10MG PO ,38.5,7/2/2019
7211236,EMOLLIENT CREAM 85GM,56.5,7/2/2019
7211248,CLOBETASOL.05% 50ML ,320,7/2/2019
7211295,LOPERA 1MG/7.5ML 7.5,8,7/2/2019
7211308,DOCOSANOL 10% 2GM CR,126.5,7/2/2019
7211324,CEFPROZ 125/5 50ML  ,87,7/2/2019
7211354,SOD CHLOR .9% 20ML  ,157.5,7/2/2019
7211357,STER WATER IRR1000ML,16,7/2/2019
7211386,AMPHETAMINE 10MG TAB,6,7/2/2019
7211413,PENTOSAN 100MG CAP  ,20.5,7/2/2019
7211438,RISPERDONE 0.5MG TAB,3.3,7/2/2019
7211442,SITAGLIPTIN 50MG TAB,39.5,7/2/2019
7211461,LEVOTHYROX 100MCG TB,2.3,7/2/2019
7211474,PYRIDOXINE 25MG TAB ,1,7/2/2019
7211486,OXYCOD5-APAP325MG TB,2.3,7/2/2019
7211489,PALIPERIDON 3MG SRTB,96,7/2/2019
7211490,PALIPERIDON 6MG SRTB,96,7/2/2019
7211493,CLIND 6MG/ML D5W 50M,244.5,7/2/2019
7211495,BUPIV.5%/EPI PF1.8ML,157.5,7/2/2019
7211519,SITAGLIPTIN 25MG TAB,39.5,7/2/2019
7211521,CRB37.5-LV150-ENT200,20,7/2/2019
7211530,ONDANSET 4MG/5ML SOL,87.5,7/2/2019
7211556,ALISKIREN 150MG TAB ,17.5,7/2/2019
7211577,DANAZOL 100MG CAP   ,15,7/2/2019
7211599,LIDOCAINE 2%VIS 15ML,2.3,7/2/2019
7211601,MICONAZ VAG 200MGSUP,146.5,7/2/2019
7211603,VERAPAMIL 5MG/2ML   ,157.5,7/2/2019
7211622,CALAMINE LOTN 180ML ,11.5,7/2/2019
7211630,CHLORHEXIDIN 4% 15ML,8.5,7/2/2019
7211644,SOD BICARB 325MG TAB,1,7/2/2019
7211646,BENZOCAINE GEL 7.5GM,7.8,7/2/2019
7211647,ACTIV CHARC LIQ 240M,78,7/2/2019
7211649,PHENOBARBI 32.4MG TB,2.3,7/2/2019
7211695,MIDAZOLAM 2MG/ML 5ML,20.5,7/2/2019
7211726,HYDROMORPH 10MG/50ML,243.5,7/2/2019
7211731,H-COD7.5/APAP325MGTB,3.7,7/2/2019
7211747,ACETYLCYST 600MG CAP,2,7/2/2019
7211754,DESMOPRESS.01% 5MLSP,1773,7/2/2019
7211756,OXYCODONE 10MG SR TB,15,7/2/2019
7211776,CAPECITABINE 500MG  ,149.5,7/2/2019
7211782,RABIES IG IM/SC 150U,2598.5,7/2/2019
7211783,RABIES IG HEAT TX   ,2400,7/2/2019
7211790,RABIES VAC IM       ,2365,7/2/2019
7211803,HEP B VAC PED       ,272.5,7/2/2019
7211805,PANTOPRAZOLE SOD VL ,195,7/2/2019
7211807,DAPTOMYCIN 1 MG INJ ,6,7/2/2019
7211825,AMPHOTER B LIPO 10MG,345.5,7/2/2019
7211827,BIVALIRUDIN 1MG INJ ,29.5,7/2/2019
7211828,BOTULINUM TOXI A 1U ,52.5,7/2/2019
7211834,ERTAPENEM SOD/500MG ,378.5,7/2/2019
7211835,ETANERCEPT 25MG IJ  ,2660.5,7/2/2019
7211841,INFLIXIMAB 10 MG INJ,487,7/2/2019
7211845,MILRINONE 5MG INJ   ,97,7/2/2019
7211847,OCTREOTIDE ND 25MCG ,123.5,7/2/2019
7211849,PAMIDRONATE 30MG IJ ,251.5,7/2/2019
7211862,TIROFIBAN 0.25MG INJ,100,7/2/2019
7211867,ZIPRSIDNE MESYL 10MG,130.5,7/2/2019
7211879,TACROLIMUS 1MG PO   ,21.5,7/2/2019
7211882,MYCOPHE MOF 250MG PO,6,7/2/2019
7211887,DOXORUBICIN 10MG INJ,1065.5,7/2/2019
7211904,ETOPOSIDE 10MG INJ  ,10.5,7/2/2019
7211933,EPO 1000UN INJ NESRD,144.5,7/2/2019
7211934,FOSPHENYTOIN 50MG   ,69,7/2/2019
7211938,AMINOPHYLL 250MG INJ,157.5,7/2/2019
7211954,MYCOPHENOL AC 180MG ,21.5,7/2/2019
7211960,D5W/SOD CHL.9% 500ML,95,7/2/2019
7211961,VORICONAZOLE 10MG   ,74.5,7/2/2019
7211970,ENOXAPARIN 10MG INJ ,78,7/2/2019
7211971,AMPICILLIN/SUB 1.5GM,193.5,7/2/2019
7211972,SUCCINYLCHN 20MG INJ,27,7/2/2019
7211978,CALCIUM GLUC 10%10ML,157.5,7/2/2019
7211979,"CALCITONIN,SAL 400IU",21503,7/2/2019
7211981,LEUCOVORIN 50MG INJ ,157.5,7/2/2019
7211982,CEFAZOLIN 500MG INJ ,157.5,7/2/2019
7211983,CEFTRIAXONE 250MGINJ,157.5,7/2/2019
7211984,CEFUROXIME 750MG INJ,120,7/2/2019
7211985,CEFTAZIDIM 500MG INJ,97.5,7/2/2019
7211989,PROCHLORPE UPTO 10MG,192.5,7/2/2019
7211991,METHYLPR ACE 40MGINJ,157.5,7/2/2019
7211993,DEXAMETH NA 1MG INJ ,39.5,7/2/2019
7211994,DIGOXIN 0.5MG INJ   ,157.5,7/2/2019
7211997,HYDROMORPH UP TO 4MG,157.5,7/2/2019
7211998,DIMETH SULF 50% 50ML,4815,7/2/2019
7212003,HALOPERIDOL 5MG INJ ,157.5,7/2/2019
7212004,HALOPER DEC 50MGINJ ,157.5,7/2/2019
7212006,HYDROCORTIS 100MGINJ,238,7/2/2019
7212007,IRON SUCROSE 1MG INJ,6.2,7/2/2019
7212012,KETOROLAC 15MG INJ  ,79,7/2/2019
7212013,FUROSEMIDE 20MG INJ ,157.5,7/2/2019
7212016,LORAZEPAM 2MG INJ   ,157.5,7/2/2019
7212021,NALOXONE HCL 1MG INJ,130.5,7/2/2019
7212022,PHENYLEPHRIN 1ML INJ,268,7/2/2019
7212023,ONDANSETRON 1MG INJ ,39.5,7/2/2019
7212024,PIPER/TAZOB 1G/.125G,126.5,7/2/2019
7212027,DESMOPRESSIN 1MCGINJ,139,7/2/2019
7212031,PROTAMINE 10MG INJ  ,31.5,7/2/2019
7212032,METOCLOPRAM 10MG INJ,157.5,7/2/2019
7212036,SOD FERRIC 12.5MGINJ,82.5,7/2/2019
7212037,METHYLPRED 40MG INJ ,192,7/2/2019
7212039,FENTANY CIT 0.1MGINJ,157.5,7/2/2019
7212041,CHLORPROM UP TO 50MG,157.5,7/2/2019
7212048,VANCOMYCIN 500MG INJ,192,7/2/2019
7212049,HYDROXYZI UP TO 25MG,192,7/2/2019
7212050,VIT B12 CYAN 1000MCG,157.5,7/2/2019
7212051,PHYTONADIONE 1MG INJ,119.5,7/2/2019
7212052,MAGNES SULF 500MGINJ,7.9,7/2/2019
7212054,NORM SALIN 1000ML IV,377,7/2/2019
7212055,NORM SAL STER500MLIV,376,7/2/2019
7212062,DEX 5%/WATER 500ML  ,376.5,7/2/2019
7212063,DEX 5%/WATER 250ML  ,376.5,7/2/2019
7212064,DEX 5%/WATER 100ML  ,380,7/2/2019
7212065,DEX 5%/WATER 50ML   ,380,7/2/2019
7212066,AZATHIOPRINE 50MG TB,3.3,7/2/2019
7212068,CYCLOSPORINE 25MG PO,12.5,7/2/2019
7212073,BUDESON INH .25MG/2M,30,7/2/2019
7212077,METHOTREXATE 2.5MGPO,5.5,7/2/2019
7212082,VINCRISTIN SULF 1MG ,532.5,7/2/2019
7212085,ALBUMIN 25% 50ML IV ,157.5,7/2/2019
7212086,PROCHLORPERAZ 5MG PO,2.3,7/2/2019
7212087,PROCHLORPERA 10MG TB,2.3,7/2/2019
7212091,HYDROXYZI PAM 50MGCP,2.3,7/2/2019
7212102,BACLOFEN 10MG INJ   ,249,7/2/2019
7212104,THIAMINE 100MG INJ  ,157.5,7/2/2019
7212105,TERBUTALINE 1MG INJ ,193.5,7/2/2019
7212109,AMPICILLIN 500MG INJ,191,7/2/2019
7212111,HYDRALAZINE 20MG INJ,257.5,7/2/2019
7212115,DICYCLOMINE 20MG INJ,374.5,7/2/2019
7212116,BENZTROPN MES 1MGINJ,330,7/2/2019
7212117,GLUCAGON 1MG INJ    ,1200,7/2/2019
7212118,LIDOCAINE 10MG IV   ,1.5,7/2/2019
7212119,DIPHENHYDRAM 50MGINJ,157.5,7/2/2019
7212121,ESTROGEN CNJ 25MGINJ,1328,7/2/2019
7212122,METHOCARBAML 10MLINJ,455,7/2/2019
7212124,AMIODARONE 30MG INJ ,31.5,7/2/2019
7212125,METHYLERGONV .2MGINJ,238.5,7/2/2019
7212126,METHYLPRED 125MG INJ,247,7/2/2019
7212127,OXYTOCIN UP TO 10UN ,157.5,7/2/2019
7212128,BUTORPHANOL 1MG INJ ,96,7/2/2019
7212133,KETOROLAC 15MG INJ  ,192,7/2/2019
7212137,FLUCONAZOL 200MG INJ,263,7/2/2019
7212139,NEOSTIGMINE .5MG INJ,79,7/2/2019
7212142,DEX 5%/WATER 1000ML ,265.5,7/2/2019
7212145,RISPERIDONE LA 0.5MG,108,7/2/2019
7212148,CEFEPIME 500MG INJ  ,119.5,7/2/2019
7212149,MANNITOL 25% 50MLINJ,157.5,7/2/2019
7212150,NORM SALINE 250ML IV,265.5,7/2/2019
7212151,ACETAZOLAMI 500MGINJ,539.5,7/2/2019
7212155,MEROPENEM 100MG INJ ,41.5,7/2/2019
7212156,MOXIFLOXAC 100MG INJ,114,7/2/2019
7212160,ACYCLOVIR 5MG INJ   ,1,7/2/2019
7212163,CHLORPROCAIN 30MLINJ,254,7/2/2019
7212170,METHYLPRED 80MG INJ ,242.5,7/2/2019
7212171,METHYLPREDNIS 4MG PO,2.3,7/2/2019
7212173,PENICI G POT .6MUINJ,11,7/2/2019
7212174,PNEUMO-VAC 2YR-ADULT,240,7/2/2019
7212178,TOBRAM 60MG/MLNEB 5M,905,7/2/2019
7212188,DIHYDROERGOT 1MG INJ,800,7/2/2019
7212190,PHENTOLAMINE 5MG INJ,1152.5,7/2/2019
7212194,FLUPHENZI UP TO 25MG,207,7/2/2019
7212201,ACTYLCYSTN INJ 100MG,28,7/2/2019
7212202,AMKCN SULF INJ 100MG,38.5,7/2/2019
7212208,DIGOXIN IMMUNE FAB  ,5130,7/2/2019
7212225,SINCALIDE INJ 5MCG  ,242,7/2/2019
7212241,BETAM ACE/SOD PHO3MG,83,7/2/2019
7212243,MORPHINE UP TO 10MG ,157.5,7/2/2019
7212244,PROMETHAZI UPTO 50MG,157.5,7/2/2019
7212247,AZITHROMYC 500MG INJ,242.5,7/2/2019
7212248,GENTAMICIN UPTO 80MG,157.5,7/2/2019
7212249,CHLORPROM UP TO 50MG,157.5,7/2/2019
7212251,DORNASE ALFA 1MG INH,738.5,7/2/2019
7212258,MICAFUNGIN 1MG INJ  ,20.5,7/2/2019
7212259,TIGECYCLINE 1 MG INJ,14.5,7/2/2019
7212279,SUMATRIPTAN 6MG INJ ,1085,7/2/2019
7212284,CABERGOLINE .25MG PO,76,7/2/2019
7212314,MINOCYCLINE 1MG IJ  ,16,7/2/2019
7212319,IBUTILIDE 1MG INJ   ,3281.5,7/2/2019
7212322,CHLOROTHIAZ 500MG IJ,3275,7/2/2019
7212334,PIPER/TAZOB 1G/.125G,88.5,7/2/2019
7212343,LEVOFLOXAC 250MG INJ,264,7/2/2019
