ST ROSE HOSPITAL CHARGE MASTER 2019,,,
Charge Code,Charge Description,Hospital name,Charge amount 
1764737,ONDANSETRON ODT 4MG,ST ROSE HOSPITAL,$3.57 
1764738,ONDANSETRON 4MG/5ML ORAL SOLN,ST ROSE HOSPITAL,$9.79 
1764868,MECLIZINE 12.5 MG TAB,ST ROSE HOSPITAL,$3.19 
1764869,MECLIZINE 25MG TAB,ST ROSE HOSPITAL,$4.70 
1764984,SCOPOLAMINE 1.5MG PATCH,ST ROSE HOSPITAL,$53.06 
1764992,BUSPIRONE 15MG,ST ROSE HOSPITAL,$2.40 
1765006,BUSPIRONE 2.5MG TAB,ST ROSE HOSPITAL,$4.80 
1765007,BUSPIRONE 5MG TAB,ST ROSE HOSPITAL,$2.18 
1765015,BUSPIRONE 10MG TAB,ST ROSE HOSPITAL,$1.55 
1765023,CHLORDIAZEPOXIDE CAP 10MG,ST ROSE HOSPITAL,$16.20 
1765031,CHLORDIAZEPOXIDE CAP 25MG,ST ROSE HOSPITAL,$15.04 
1765049,CHLORDIAZEPOXIDE CAP 5MG,ST ROSE HOSPITAL,$8.84 
1765097,ALPRAZOLAM 0.125MG TAB,ST ROSE HOSPITAL,$15.90 
1765098,ALPRAZOLAM 0.25MG TAB,ST ROSE HOSPITAL,$15.74 
1765106,ALPRAZOLAM 0.5MG TAB,ST ROSE HOSPITAL,$11.06 
1765163,DIAZEPAM 10MG TAB,ST ROSE HOSPITAL,$16.00 
1765170,DIAZEPAM 1 MG TAB,ST ROSE HOSPITAL,$4.70 
1765171,DIAZEPAM 2MG TAB,ST ROSE HOSPITAL,$15.89 
1765189,DIAZEPAM 5MG TAB,ST ROSE HOSPITAL,$15.43 
1765270,LORAZEPAM TAB 0.5 MG,ST ROSE HOSPITAL,$15.95 
1765272,LORAZEPAM 0.25 MG TAB,ST ROSE HOSPITAL,$4.70 
1765288,LORAZEPAM TAB 1MG,ST ROSE HOSPITAL,$15.64 
1765403,FLUMAZENIL 0.5MG/5ML INJ,ST ROSE HOSPITAL,$18.35 
1765809,DOXEPIN CAP 10MG,ST ROSE HOSPITAL,$3.24 
1765833,DOXEPIN CAP 25MG,ST ROSE HOSPITAL,$3.58 
1765841,DOXEPIN CAP 50MG,ST ROSE HOSPITAL,$3.80 
1765924,HYDROXYZINE HCL TAB 10MG,ST ROSE HOSPITAL,$2.51 
1765940,HYDROXYZINE HCL TAB 25MG,ST ROSE HOSPITAL,$3.10 
1765973,HYDROXYZINE PAM CAP 25MG,ST ROSE HOSPITAL,$2.28 
1765981,HYDROXYZINE PAM CAP 50MG,ST ROSE HOSPITAL,$2.50 
1766012,traZODONE TAB 25MG,ST ROSE HOSPITAL,$4.70 
1766013,traZODONE TAB 50MG,ST ROSE HOSPITAL,$1.94 
1766095,ARIPIPRAZOLE 2.5 MG TAB,ST ROSE HOSPITAL,$52.70 
1766096,ARIPIPRAZOLE 10MG TAB,ST ROSE HOSPITAL,$76.70 
1766097,ARIPIPRAZOLE 5MG TAB,ST ROSE HOSPITAL,$23.46 
1766112,AMITRIPTYLINE 10MG TAB,ST ROSE HOSPITAL,$1.84 
1766146,AMITRIPTYLINE 25MG TAB,ST ROSE HOSPITAL,$2.35 
1766153,AMITRIPTYLINE 50MG TAB,ST ROSE HOSPITAL,$3.44 
1766179,FLUOXETINE 20MG CAP,ST ROSE HOSPITAL,$1.99 
1766211,LURASIDONE 80 MG TAB,ST ROSE HOSPITAL,$112.80 
1766302,DESIPRAMINE TAB 25MG,ST ROSE HOSPITAL,$6.35 
1766351,IMIPRAMINE 25MG TAB,ST ROSE HOSPITAL,$2.82 
1766401,NORTRIPTYLINE 10MG CAP,ST ROSE HOSPITAL,$3.18 
1766419,NORTRIPTYLINE 25MG CAP,ST ROSE HOSPITAL,$3.44 
1766443,VENLAFAXINE 75MG CAP,ST ROSE HOSPITAL,$4.54 
1766450,VENLAFAXINE 25MG CAP,ST ROSE HOSPITAL,$4.51 
1766468,VENLAFAXINE 37.5MG CAP,ST ROSE HOSPITAL,$3.87 
1766492,VENLAFAXINE XR 75MG CAP,ST ROSE HOSPITAL,$4.31 
1766526,VENLAFAXINE XR 37.5 MG CAP,ST ROSE HOSPITAL,$6.47 
1766542,PAROXETINE 10MG,ST ROSE HOSPITAL,$3.17 
1766559,PAROXETINE 20MG,ST ROSE HOSPITAL,$2.29 
1766609,FLUOXETINE 10MG CAP,ST ROSE HOSPITAL,$2.28 
1766641,BUPROPION 75MG TAB,ST ROSE HOSPITAL,$4.45 
1766658,BUPROPION 100MG TAB,ST ROSE HOSPITAL,$5.43 
1766666,BUPROPION CR 100MG TAB,ST ROSE HOSPITAL,$3.61 
1766674,BUPROPION CR 150MG TAB,ST ROSE HOSPITAL,$4.38 
1766690,SERTRALINE 25 MG TAB,ST ROSE HOSPITAL,$2.57 
1766708,SERTRALINE 50MG TAB,ST ROSE HOSPITAL,$3.57 
1766724,SERTALINE TAB 100MG,ST ROSE HOSPITAL,$2.40 
1766757,DULOXETINE 60MG CAP,ST ROSE HOSPITAL,$10.98 
1766759,DULOXETINE 30MG CAP,ST ROSE HOSPITAL,$5.80 
1766765,DULOXETINE 20MG CAP,ST ROSE HOSPITAL,$5.86 
1766772,MIRTAZAPINE 7.5 MG TAB,ST ROSE HOSPITAL,$9.11 
1766773,MIRTAZAPINE 15MG TAB,ST ROSE HOSPITAL,$2.71 
1766856,FLUVOXAMINE 50MG TAB,ST ROSE HOSPITAL,$2.70 
1766906,OLANZAPINE 2.5MG TAB,ST ROSE HOSPITAL,$2.81 
1766914,OLANZAPINE 5MG TAB,ST ROSE HOSPITAL,$1.75 
1766922,OLANZAPINE 10MG TAB,ST ROSE HOSPITAL,$3.03 
1766955,QUETIAPINE 100MG TAB,ST ROSE HOSPITAL,$2.75 
1766970,QUETIAPINE 12.5MG TAB,ST ROSE HOSPITAL,$5.70 
1766971,QUETIAPINE 25MG TAB,ST ROSE HOSPITAL,$2.26 
1767003,ZIPRASIDONE 20MG CAP,ST ROSE HOSPITAL,$6.54 
1767021,ILOPERIDONE 8MG TAB,ST ROSE HOSPITAL,$58.80 
1767110,CHLORPROMAZINE TAB 100MG,ST ROSE HOSPITAL,$2.90 
1767136,CHLORPROMAZINE 25MG TAB,ST ROSE HOSPITAL,$16.02 
1767201,FLUPHENAZINE HCL INJ 2.5MG/ML 10ML,ST ROSE HOSPITAL,$580.80 
1767219,FLUPHENAZINE 1MG TAB,ST ROSE HOSPITAL,$1.86 
1767243,FLUPHENAZINE 5MG TAB,ST ROSE HOSPITAL,$2.92 
1767417,LOXAPINE 25MG CAPSULE,ST ROSE HOSPITAL,$4.80 
1767431,ESCITALOPRAM 2.5 MG TAB,ST ROSE HOSPITAL,$5.00 
1767432,ESCITALOPRAM 5 MG TAB,ST ROSE HOSPITAL,$4.92 
1767433,ESCITALOPRAM 10MG TAB,ST ROSE HOSPITAL,$2.29 
1767435,ESOMEPRAZOLE 40 MG INJ,ST ROSE HOSPITAL,"$1,240.60 "
1767581,TRIFLUOPERAZINE 5MG TAB,ST ROSE HOSPITAL,$6.29 
1767582,TRIFLUOPERAZINE 2.5 MG TAB,ST ROSE HOSPITAL,$2.67 
1767664,HALOPERIDOL ORAL CONC 2MG/ML 5ML,ST ROSE HOSPITAL,$2.80 
1767672,THIOTHIXENE 5MG CAPSULE,ST ROSE HOSPITAL,$7.33 
1767748,HALOPERIDOL 0.5MG TABLET,ST ROSE HOSPITAL,$2.65 
1767755,HALOPERIDOL 1MG TAB,ST ROSE HOSPITAL,$2.70 
1767771,HALOPERIDOL TAB 2MG,ST ROSE HOSPITAL,$2.90 
1767789,HALOPERIDOL 5MG TABLET,ST ROSE HOSPITAL,$3.89 
1767804,LITHIUM CARBONATE 150MG,ST ROSE HOSPITAL,$5.00 
1767805,LITHIUM CARBONATE 300MG,ST ROSE HOSPITAL,$2.30 
1767821,LITHIUM CITRATE 8MEQ/5ML SYRUP,ST ROSE HOSPITAL,$5.40 
1767854,RISPERIDONE 0.25MG TAB,ST ROSE HOSPITAL,$4.21 
1767862,RISPERIDONE 1MG TAB,ST ROSE HOSPITAL,$1.82 
1768191,ZOLPIDEM TAB 5MG,ST ROSE HOSPITAL,$15.25 
1768233,TEMAZEPAM 15MG CAP,ST ROSE HOSPITAL,$12.91 
1768464,TOPIRAMATE 100MG TAB,ST ROSE HOSPITAL,$3.19 
1768471,ENTACAPONE 100 MG TAB,ST ROSE HOSPITAL,$13.00 
1768472,ENTACAPONE 200 MG TAB,ST ROSE HOSPITAL,$12.52 
1768498,DIVALPROEX EC 125MG TAB,ST ROSE HOSPITAL,$4.70 
1768506,PHENORBARBITAL EL 20MG/5ML,ST ROSE HOSPITAL,$1.12 
1768514,PHENOBARBITAL 20MG/5ML UD CUP,ST ROSE HOSPITAL,$6.73 
1768515,PHENOBARBITAL 60MG/15ML UD CUP,ST ROSE HOSPITAL,$12.80 
1768555,VALPROIC ACID 250MG/5ML UD CUP,ST ROSE HOSPITAL,$2.69 
1768571,PHENOBARBITAL TAB 100MG,ST ROSE HOSPITAL,$17.66 
1768589,PHENOBARBITAL TAB 30MG,ST ROSE HOSPITAL,$11.45 
1768604,CLONAZEPAM 0.25MG TAB,ST ROSE HOSPITAL,$16.81 
1768605,CLONAZEPAM 0.5MG TAB,ST ROSE HOSPITAL,$14.11 
1768613,CLONAZEPAM 1MG TAB,ST ROSE HOSPITAL,$14.01 
1768639,DIVALPROEX 125MG SPRINKLE CAP,ST ROSE HOSPITAL,$7.41 
1768647,DIVALPROEX 250MG CAP,ST ROSE HOSPITAL,$3.04 
1768654,VALPROIC ACID 250MG CAP,ST ROSE HOSPITAL,$4.90 
1768670,DIVALPROEX DR 500MG TAB,ST ROSE HOSPITAL,$4.09 
1768688,VALPROATE 500MG/5ML VIAL INJ,ST ROSE HOSPITAL,$27.91 
1768704,PHENYTOIN CAP 100MG,ST ROSE HOSPITAL,$2.96 
1768753,TOPIRAMATE 25MG CAP,ST ROSE HOSPITAL,$2.72 
1768787,PHENYTOIN 50MG TAB,ST ROSE HOSPITAL,$3.16 
1768811,GABAPENTIN 300MG CAP,ST ROSE HOSPITAL,$2.71 
1768828,LAMOTRIGINE 12.5MG TAB,ST ROSE HOSPITAL,$4.60 
1768829,LAMOTRIGINE 25MG TAB,ST ROSE HOSPITAL,$4.32 
1768837,LAMOTRIGINE 100MG TAB,ST ROSE HOSPITAL,$2.24 
1768860,PRIMIDONE 250MG TAB,ST ROSE HOSPITAL,$3.58 
1768877,PRIMIDONE 25MG TAB,ST ROSE HOSPITAL,$6.00 
1768878,PRIMIDONE 50MG TAB,ST ROSE HOSPITAL,$3.42 
1768902,CARBAMAZEPINE 100MG TAB,ST ROSE HOSPITAL,$2.72 
1768910,CARBAMAZEPINE 200MG TAB,ST ROSE HOSPITAL,$3.72 
1768926,CARBAMAZEPINE SYRUP 100MG/5ML 5ML CUP,ST ROSE HOSPITAL,$9.97 
1768936,GABAPENTIN 400MG CAP,ST ROSE HOSPITAL,$2.28 
1768944,GABAPENTIN 100MG CAP,ST ROSE HOSPITAL,$2.34 
1768971,LACOSAMIDE 50MG TAB,ST ROSE HOSPITAL,$32.27 
1768984,LEVETIRACETAM 250MG TAB,ST ROSE HOSPITAL,$2.59 
1768985,LEVETIRACETAM 500MG TAB,ST ROSE HOSPITAL,$2.45 
1768986,LEVETIRACETAM 100 MG/ML ORAL SOLN,ST ROSE HOSPITAL,$28.54 
1768987,LEVETIRACETAM 100 MG/ML 5 ML INJ,ST ROSE HOSPITAL,$51.56 
1769116,DANTROLENE 25 MG CAP,ST ROSE HOSPITAL,$3.90 
1769131,TIZANIDINE 2MG TAB,ST ROSE HOSPITAL,$4.50 
1769132,TIZANIDINE 4MG TAB,ST ROSE HOSPITAL,$5.96 
1769157,DANTROLENE 20MG INJ,ST ROSE HOSPITAL,$233.10 
1769165,ATRACURIUM 10MG/ML 10ML VIAL,ST ROSE HOSPITAL,$43.62 
1769172,CYCLOBENZAPRINE 5 MG TAB,ST ROSE HOSPITAL,$3.85 
1769173,CYCLOBENZAPRINE 10MG TAB,ST ROSE HOSPITAL,$2.29 
1769180,BACLOFEN TAB 5MG,ST ROSE HOSPITAL,$6.50 
1769181,BACLOFEN TAB 10MG,ST ROSE HOSPITAL,$2.98 
1769263,METHOCARBAMOL 750MG TAB,ST ROSE HOSPITAL,$3.35 
1769264,METHOCARBAMOL 500MG TAB,ST ROSE HOSPITAL,$3.83 
1769298,CARISOPRODOL 350MG TAB,ST ROSE HOSPITAL,$15.84 
1769546,MEMANTINE 5MG TAB,ST ROSE HOSPITAL,$4.73 
1769547,MEMANTINE 7MG XR CAP,ST ROSE HOSPITAL,$32.80 
1769553,DONEPEZIL 5MG TAB,ST ROSE HOSPITAL,$1.88 
1769587,RIVASTIGMINE 1.5MG CAP,ST ROSE HOSPITAL,$8.99 
1769694,ENTECAVIR 0.5MG TAB,ST ROSE HOSPITAL,$92.10 
1769701,PRAMIPEXOLE 0.125MG TAB,ST ROSE HOSPITAL,$4.52 
1769702,PRAMIPEXOLE 0.25MG TAB,ST ROSE HOSPITAL,$1.74 
1769727,TRIHEXYPHENIDYL TAB 1MG,ST ROSE HOSPITAL,$4.90 
1769728,TRIHEXYPHENIDYL TAB 2MG,ST ROSE HOSPITAL,$5.03 
1769736,TRIHEXYPHENIDYL TAB 5 MG,ST ROSE HOSPITAL,$5.27 
1769769,BENZTROPINE 0.5MG TAB,ST ROSE HOSPITAL,$3.39 
1769777,BENZTROPINE 1MG TAB,ST ROSE HOSPITAL,$2.54 
1769785,BENZTROPINE 2MG TAB,ST ROSE HOSPITAL,$3.40 
1769843,ROPINIROLE TAB 1MG,ST ROSE HOSPITAL,$3.41 
1769868,ROPINIROLE TAB 0.25MG,ST ROSE HOSPITAL,$2.71 
1769900,CARBIDOPA/LEVODOPA 10/100 TAB,ST ROSE HOSPITAL,$4.49 
1769917,CARBIDOPA/LEVODOPA 12.5/50 TAB,ST ROSE HOSPITAL,$7.50 
1769918,CARBIDOPA/LEVODOPA 25/100 TAB,ST ROSE HOSPITAL,$2.57 
1769926,CARBIDOPA/LEVODOPA 25/250 TAB,ST ROSE HOSPITAL,$2.79 
1769934,CARBIDOPA/LEVODOPA 50/200 CR TAB,ST ROSE HOSPITAL,$3.70 
1769942,CARBIDOPA/LEVODOPA 25-100 CR TAB,ST ROSE HOSPITAL,$7.93 
1769959,SYMMETREL CAP 100MG,ST ROSE HOSPITAL,$7.31 
1769991,ROCURONIUM 10MG/ML 5ML INJ,ST ROSE HOSPITAL,$18.92 
1770171,HYDROCORTISONE ACE 25 MG SUPP,ST ROSE HOSPITAL,$27.27 
1770222,BRIMONIDINE 0.2% EYE DROPS,ST ROSE HOSPITAL,$21.79 
1770254,TRIAMCINOLONE 0.5% CRM,ST ROSE HOSPITAL,$24.60 
1770338,ATROPINE SULFATE 1% OP SOLN,ST ROSE HOSPITAL,$138.29 
1770346,ATROPINE 1% OPHTH DROPS,ST ROSE HOSPITAL,$109.17 
1770502,BACITRACIN OINT,ST ROSE HOSPITAL,$7.60 
1770510,BACITRACIN OINTMENT 30 GRAM,ST ROSE HOSPITAL,$9.39 
1770536,MUPIROCIN 2% OINT,ST ROSE HOSPITAL,$23.49 
1770569,MUPIROCIN CREAM 2%,ST ROSE HOSPITAL,$209.80 
1770585,MUPIROCIN NASAL OINT,ST ROSE HOSPITAL,$44.00 
1770650,ANALGESIC OINT 30 GM TUBE,ST ROSE HOSPITAL,$15.20 
1770668,"BENZOIN, TINCTURE (OZ)",ST ROSE HOSPITAL,$19.23 
1770775,POVIDONE-IODINE 10% SOLN,ST ROSE HOSPITAL,$9.54 
1770777,POVIDONE-IODINE 10% SOLN 15ML,ST ROSE HOSPITAL,$6.69 
1770874,BETAMETHASONE DIP 0.05% OINT,ST ROSE HOSPITAL,$157.43 
1770932,BLINX,ST ROSE HOSPITAL,$11.90 
1771047,CALAMINE LOTION 120ML,ST ROSE HOSPITAL,$8.13 
1771088,CETACAINE TOPICAL SPRAY,ST ROSE HOSPITAL,$213.87 
1771104,CEPACOL LOZENGE,ST ROSE HOSPITAL,$3.37 
1771211,CHLOROSEPTIC SPRAY,ST ROSE HOSPITAL,$10.87 
1771245,CIPROFLOXACIN 0.3% OPHTH SOLN,ST ROSE HOSPITAL,$10.43 
1771294,CIPROFLOXACIN 0.3% OPHTH SOLN,ST ROSE HOSPITAL,$22.49 
1771427,NEOMYCIN/POLY B/HC OPHTH SUSP,ST ROSE HOSPITAL,$237.04 
1771443,NEOMYCIN/POLY/B HC OTIC SOLN,ST ROSE HOSPITAL,$18.90 
1771450,NEOMYCIN/POLY P/HC OTIC SUSP,ST ROSE HOSPITAL,$102.26 
1771575,CYCLOPENTOLATE 1% OPHTH DROP,ST ROSE HOSPITAL,$114.53 
1771625,DAKINS 1/4 STR SOLN (SODIUM HYPOCHLORITE,ST ROSE HOSPITAL,$32.10 
1771658,DAKINS 1/2 STR SOLN (SODIUM HYPOCHLORITE,ST ROSE HOSPITAL,$36.48 
1771666,DEBROX,ST ROSE HOSPITAL,$13.81 
1771682,DESONIDE 0.05% CREAM,ST ROSE HOSPITAL,$167.00 
1771781,DERMOPLAST SPRAY,ST ROSE HOSPITAL,$21.07 
1772052,EUCERIN or generic CREAM,ST ROSE HOSPITAL,$15.13 
1772219,RACEPINEPHRINE 2.25%/0.5ML,ST ROSE HOSPITAL,$7.23 
1772559,FLUORESCIEN/PROPARACAINE OP SOLN,ST ROSE HOSPITAL,$86.88 
1772565,FLUORESCEIN 10% INJ 5ML,ST ROSE HOSPITAL,$91.70 
1772573,FLUORESCEIN SOD 1MG STRIP (100,ST ROSE HOSPITAL,$5.20 
1772599,FLURBIPROFEN 0.03% OPHTH SOLN,ST ROSE HOSPITAL,$9.82 
1772672,GARAMYCIN OPHTH DROP,ST ROSE HOSPITAL,$23.77 
1772680,GENTAMICIN OPHTH OINT 0.3%,ST ROSE HOSPITAL,$26.80 
1772748,CLOTRIMAZOLE 1% VAG CREAM,ST ROSE HOSPITAL,$13.86 
1772904,A AND OINT 5GM PKT,ST ROSE HOSPITAL,$2.71 
1773100,CHLORHEXIDINE GLUC BOT (HIBICLENS gen),ST ROSE HOSPITAL,$19.93 
1773118,CHLORHEXIDINE 0.12% RINSE,ST ROSE HOSPITAL,$10.01 
1773324,HYDROCORTISONE CREAM 0.5%,ST ROSE HOSPITAL,$8.29 
1773332,HYDROCORTISONE CR 1%,ST ROSE HOSPITAL,$11.46 
1773381,HYDROCORTISONE OINT 1%,ST ROSE HOSPITAL,$17.19 
1773399,HYDROCORTISONE 2.5% CR,ST ROSE HOSPITAL,$79.31 
1773407,HYDROCORTISONE 2.5% OINT,ST ROSE HOSPITAL,$11.26 
1773415,HYDROGEN PEROXIDE SOLN 120ML BOTTLE,ST ROSE HOSPITAL,$6.37 
1773506,ERYTHROMYCIN OPH OINT 3.5MG,ST ROSE HOSPITAL,$38.47 
1773530,ERYTHROMYCIN 1GM OP OINT,ST ROSE HOSPITAL,$15.22 
1773740,SALIVA SUBSTITUTE ORAL SPRAY,ST ROSE HOSPITAL,$16.63 
1773787,TRIAMCINOLONE DENTAL PASTE,ST ROSE HOSPITAL,$199.34 
1773803,TRIAMCINOLONE 0.025% CR,ST ROSE HOSPITAL,$10.58 
1773811,TRIAMCINOLONE 0.1% CR,ST ROSE HOSPITAL,$10.80 
1773845,TRIAMCINOLONE CR 0.1%,ST ROSE HOSPITAL,$26.40 
1773878,TRIAMCINOLONE 0.1% OINT,ST ROSE HOSPITAL,$23.00 
1773936,KERI LOTION,ST ROSE HOSPITAL,$17.40 
1773969,KETOROLAC 0.05% OPTH SOLN,ST ROSE HOSPITAL,$24.18 
1774009,LACRI-LUBE,ST ROSE HOSPITAL,$31.62 
1774058,ISOPROPYL ALCOHOL 70%,ST ROSE HOSPITAL,$8.63 
1774124,FLUOCINONIDE 0.05% CR,ST ROSE HOSPITAL,$55.83 
1774140,FLUOCINONIDE 0.05% OINT,ST ROSE HOSPITAL,$35.20 
1774322,CLOTRIMAZOLE 1% CREAM,ST ROSE HOSPITAL,$8.71 
1774371,LOTRISONE CREAM 15GM,ST ROSE HOSPITAL,$56.64 
1774538,NEO/POLY B/DEXAMETH OPTH OINT 3.5GM,ST ROSE HOSPITAL,$46.40 
1774539,NEO/POLY B/DEXAMETH EYE DROPS,ST ROSE HOSPITAL,$51.44 
1774579,AQUAPHOR(MINERAL OIL/PETROLA),ST ROSE HOSPITAL,$13.14 
1774611,MICONAZOLE 100 MG VAG SUPP,ST ROSE HOSPITAL,$5.40 
1774628,MICONAZOLE 2% OINTMENT,ST ROSE HOSPITAL,$15.10 
1774629,MICONAZOLE 2% CREAM,ST ROSE HOSPITAL,$12.37 
1774678,MICONAZOLE 2% VAGINAL CREAM,ST ROSE HOSPITAL,$19.74 
1774728,NYSTATIN/TRIAMCINOLONE CREAM,ST ROSE HOSPITAL,$176.77 
1774751,MYCOLOG OINT 15G,ST ROSE HOSPITAL,$186.43 
1774801,NYSTATIN CREAM 15GM,ST ROSE HOSPITAL,$15.70 
1774819,"NYSTATIN SUSP 100,000/ML 5ML",ST ROSE HOSPITAL,$4.75 
1774835,NYSTATIN OINT,ST ROSE HOSPITAL,$25.20 
1774876,NYSTATIN TOPICAL POWDER,ST ROSE HOSPITAL,$45.50 
1774877,MICONAZOLE 2% TOPICAL POWDER,ST ROSE HOSPITAL,$15.04 
1774900,MEGESTROL 40MG/ML 10ML UD CUP,ST ROSE HOSPITAL,$11.21 
1774918,METRONIDAZOLE GEL 0.75% 70GM,ST ROSE HOSPITAL,$307.10 
1774959,TROPICAMIDE 0.5% OPHTH DROPS,ST ROSE HOSPITAL,$21.50 
1774967,TROPICAMIDE 1% OPHTH DROPS,ST ROSE HOSPITAL,$9.90 
1775238,NAPHAZOLINE/PHENIRAMINE OPTH SOLN,ST ROSE HOSPITAL,$13.80 
1775410,BACITRACIN/NEOMYCIN/POLYMYXIN OINT PKT,ST ROSE HOSPITAL,$2.50 
1775428,BACITRACIN/NEOMYCIN/POLYMYXIN OINT,ST ROSE HOSPITAL,$9.82 
1775451,BACITRACIN/NEOMYCIN/POLYMYXIN OPHTH OINT,ST ROSE HOSPITAL,$8.80 
1775568,PHENYLEPHRINE 1% NASAL SPRAY,ST ROSE HOSPITAL,$15.10 
1775610,PHENYLEPHRINE 10% EYE DROPS,ST ROSE HOSPITAL,$104.90 
1775980,PERMETHRIN 5% CR 60GM,ST ROSE HOSPITAL,$139.10 
1775998,PERMETHRIN 1% LOTION 2 OZ,ST ROSE HOSPITAL,$29.17 
1776319,PILOCARPINE 1% OPHTH DROP,ST ROSE HOSPITAL,$135.42 
1776335,PILOCARPINE 2% OPHTH DROPS,ST ROSE HOSPITAL,$211.30 
1776525,POLYMYXIN B/BACITRACIN 1GM 144,ST ROSE HOSPITAL,$2.86 
1776533,POLYMYXIN-B/BACITRACIN OINT Tube,ST ROSE HOSPITAL,$17.07 
1776574,POLYMYXIN-B/BACITRACIN OPTH OINT EA,ST ROSE HOSPITAL,$24.80 
1776608,POLYMYXIN/TRIMETHOPRIM OPHTH DROPS,ST ROSE HOSPITAL,$23.90 
1776715,TETRACAINE 0.5% OPTH SOLN 4ML EACH,ST ROSE HOSPITAL,$25.56 
1776749,PREDNISOLONE 1% OP SUSP,ST ROSE HOSPITAL,$318.50 
1776764,PREDNISOLONE 1% OP SUSP,ST ROSE HOSPITAL,$109.12 
1776814,PREPARATION H or generic OINT,ST ROSE HOSPITAL,$22.43 
1776855,HYDROCORTISONE/PRAMOXINE AEROSOL FOAM,ST ROSE HOSPITAL,$283.42 
1776954,PROPARACAINE 0.5% OPTH SOLN 15ML EA,ST ROSE HOSPITAL,$84.82 
1777028,COLLAGENASE 250 UNITS/GM OINT,ST ROSE HOSPITAL,$504.99 
1777044,COLLEGENASE 250 UNITS/GM OINT,ST ROSE HOSPITAL,$129.10 
1777093,SELENIUM SULFIDE 1% SHAMPOO,ST ROSE HOSPITAL,$12.50 
1777218,SILVER SULFADIAZINE 1% CRM,ST ROSE HOSPITAL,$25.69 
1777242,SILVER SULFADIAZINE 1% CREAM,ST ROSE HOSPITAL,$92.03 
1777283,SILVER NITRATE APPLICATOR,ST ROSE HOSPITAL,$3.82 
1777424,SULFACETAMIDE SOD 10% OP SOLN,ST ROSE HOSPITAL,$99.28 
1777580,ECONAZOLE 1% CREAM,ST ROSE HOSPITAL,$158.97 
1777853,CLOBETASOL E 0.05% CREAM,ST ROSE HOSPITAL,$133.79 
1777986,CARBOXYMETHYLCELLULOSE 0.5% OP DROPS,ST ROSE HOSPITAL,$5.78 
1777994,DORZOLAMIDE/TIMOLOL 2%-0.5% OPTH SOLN,ST ROSE HOSPITAL,$124.60 
1778000,ARTIFICIAL TEARS,ST ROSE HOSPITAL,$11.66 
1778042,TETRACAINE 1% INJ VIAL,ST ROSE HOSPITAL,$116.57 
1778067,TERBINAFINE 1% CREAM,ST ROSE HOSPITAL,$20.70 
1778158,TIMOLOL 0.5% OPHTH SOLN,ST ROSE HOSPITAL,$15.76 
1778174,TOBRAMYCIN OPHTH OINT,ST ROSE HOSPITAL,$530.20 
1778190,TOBRAMYCIN .3% EYE DROPS 5ML,ST ROSE HOSPITAL,$18.13 
1778679,WITCH HAZEL/GLYCERIN PADS (TUCKS or gen),ST ROSE HOSPITAL,$10.28 
1778711,DORZOLAMIDE 2% OPHTH SOLN,ST ROSE HOSPITAL,$27.94 
1778810,"PETROLATUM, WHITE OINT TUBE",ST ROSE HOSPITAL,$10.79 
1778927,CARBAMAZEPINE SUSP 200MG/10ML CUP,ST ROSE HOSPITAL,$8.50 
1778970,KETOTIFEN FUMARATE 0.03% EYE DROPS,ST ROSE HOSPITAL,$21.55 
1778976,TETRAHYDROZOLINE 0.05% OP,ST ROSE HOSPITAL,$9.29 
1779321,ZINC OXIDE OINT,ST ROSE HOSPITAL,$10.56 
1779370,LATANOPROST 0.005% OPTH SOLN,ST ROSE HOSPITAL,$18.07 
1779917,ROCURONIUM 10 MG/ML INJ 10ML,ST ROSE HOSPITAL,$36.10 
1780204,FLUCONAZOLE 100MG TAB,ST ROSE HOSPITAL,$6.27 
1780206,FLUCONAZOLE 40MG/ML ORAL LIQ,ST ROSE HOSPITAL,$100.33 
1780212,FLUCONAZOLE 200MG TAB,ST ROSE HOSPITAL,$11.32 
1780246,VORICONAZOLE 200MG TAB,ST ROSE HOSPITAL,$78.72 
1780261,VORICONAZOLE 50MG TAB,ST ROSE HOSPITAL,$23.50 
1780329,AZULIFIDINE TAB 500MG,ST ROSE HOSPITAL,$4.01 
1780352,LEFLUNOMIDE 20MG TAB,ST ROSE HOSPITAL,$5.20 
1780444,SMX/TMP 200-40MG/5ML SUSP 20ML,ST ROSE HOSPITAL,$16.25 
1780451,SMX/TMP 200MG-40MG/5ML SUSP,ST ROSE HOSPITAL,$5.30 
1780477,SMX/TMP SS TAB,ST ROSE HOSPITAL,$4.80 
1780485,SMX/TMX DS TAB,ST ROSE HOSPITAL,$2.53 
1780709,CLOTRIMAZOLE 10 MG TROCHES,ST ROSE HOSPITAL,$5.10 
1780766,FLUCYTOSINE 500MG CAP,ST ROSE HOSPITAL,$314.21 
1780816,POSACONAZOLE 40MG/ML SUSP,ST ROSE HOSPITAL,$148.20 
1780857,KETOCONAZOLE 200 MG TAB,ST ROSE HOSPITAL,$9.38 
1780873,KETOCONAZOLE 2% CREAM,ST ROSE HOSPITAL,$57.64 
1780874,KETOCONAZOLE 2% SHAMPOO,ST ROSE HOSPITAL,$55.20 
1781178,NITROFURANTION MCR 50MG CAP,ST ROSE HOSPITAL,$6.70 
1781186,NITROFURANTION MCR 100MG CAP,ST ROSE HOSPITAL,$4.10 
