Facility,Service,Price,,
Northwestern Medicine Central DuPage Hospital,SPLIT BLOOD OR PRODUCTS,$168.00,,
Northwestern Medicine Central DuPage Hospital,OFFICE/OUTPATIENT VISIT NEW LEVEL 1,$168.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PREALBUMIN,$167.63,,
Northwestern Medicine Central DuPage Hospital,DIAB MANAGE TRN  PER INDIV,$167.25,,
Northwestern Medicine Central DuPage Hospital,MACROSCOPIC EXAM ARTHROPOD,$167.00,,
Northwestern Medicine Central DuPage Hospital,RADIOSTEREOMETRIC (RAS) ANALYSIS LOWER EXTREMITY EX,$167.00,,
Northwestern Medicine Central DuPage Hospital,CANNULA INF SZ 5 NASAL CPAP,$166.75,,
Northwestern Medicine Central DuPage Hospital,INFANT CPAP PRONGS,$166.75,,
Northwestern Medicine Central DuPage Hospital,NEEDL BREAST PREC GD 20X2.5,$166.75,,
Northwestern Medicine Central DuPage Hospital,ACUPUNCT W/STIMUL ADDL 15M,$166.75,,
Northwestern Medicine Central DuPage Hospital,SPECIMEN INFECT AGNT CONCNTJ,$166.63,,
Northwestern Medicine Central DuPage Hospital,INFECT AG EIA HEP B SURFACE AG NEUTRAL,$166.50,,
Northwestern Medicine Central DuPage Hospital,FOAM ULT SILV 4IN X 5IN STRL,$166.00,,
Northwestern Medicine Central DuPage Hospital,HCPF ECHO 2D COMP W/CONRAST,$165.75,,
Northwestern Medicine Central DuPage Hospital,URINE CULTURE/COLONY COUNT,$165.63,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF URINE VMA,$165.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF CK (CPK),$165.00,,
Northwestern Medicine Central DuPage Hospital,URINE CULTURE/COLONY COUNT,$165.00,,
Northwestern Medicine Central DuPage Hospital,PAPPA SERUM,$164.75,,
Northwestern Medicine Central DuPage Hospital,CRYPTOCOCCUS ANTIBODY,$164.50,,
Northwestern Medicine Central DuPage Hospital,OXYGEN THERAPY PER ENTR,$164.25,,
Northwestern Medicine Central DuPage Hospital,SHOE POST OP DARBY DS101200,$164.25,,
Northwestern Medicine Central DuPage Hospital,TRAY ARTHROGRAM PROCEDURE,$164.25,,
Northwestern Medicine Central DuPage Hospital,CANNULA RAM INFANT,$164.00,,
Northwestern Medicine Central DuPage Hospital,CANNULA RAM NEWBORN,$164.00,,
Northwestern Medicine Central DuPage Hospital,CANNULA RAM PREEMIE,$164.00,,
Northwestern Medicine Central DuPage Hospital,INTRINSIC FACTOR ANTIBODY,$164.00,,
Northwestern Medicine Central DuPage Hospital,MONONUCLEAR CELL ANTIGEN,$164.00,,
Northwestern Medicine Central DuPage Hospital,CRYPTOCOCCUS ANTIBODY,$164.00,,
Northwestern Medicine Central DuPage Hospital,HCPF INTERNAL MAMMARY ANGIO,$164.00,,
Northwestern Medicine Central DuPage Hospital,"I131 IODIDE CAP TX, PER MILLICURIE",$163.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE PORT ADMIN L0.75IN 20GA  ADPT PWRLC SWIS,$163.50,,
Northwestern Medicine Central DuPage Hospital,CLOZAPINE,$163.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF CITRATE,$163.00,,
Northwestern Medicine Central DuPage Hospital,HIV1 AG W/HIV1 AND HIV2 AB,$163.00,,
Northwestern Medicine Central DuPage Hospital,"PAP TEST, LIQUID SCREEN W/IMAGING",$163.00,,
Northwestern Medicine Central DuPage Hospital,THERAPEUTIC EXERCISES,$162.75,,
Northwestern Medicine Central DuPage Hospital,HIV-1/HIV-2 1 RESULT ANTBDY,$162.38,,
Northwestern Medicine Central DuPage Hospital,HIV1 AG W/HIV1 AND HIV2 AB,$162.38,,
Northwestern Medicine Central DuPage Hospital,HIV1 AG W/HIV1  HIV2 AB -2,$162.38,,
Northwestern Medicine Central DuPage Hospital,URINE PREGNANCY TEST,$162.25,,
Northwestern Medicine Central DuPage Hospital,HCPF MRA QMRA NOVA BRAIN W/O C,$162.25,,
Northwestern Medicine Central DuPage Hospital,OXYGEN NASAL CANULA THERAPY,$162.00,,
Northwestern Medicine Central DuPage Hospital,OSTOMY POUCH ADAPT LUBE F,$162.00,,
Northwestern Medicine Central DuPage Hospital,HCPF ARTERY X-RAYS- PELVIS,$162.00,,
Northwestern Medicine Central DuPage Hospital,MURAMIDASE,$161.88,,
Northwestern Medicine Central DuPage Hospital,RUSSELL VIPER VENOM DILUTED,$161.88,,
Northwestern Medicine Central DuPage Hospital,AIRWAY NASOPHARYNGEAL #12,$161.75,,
Northwestern Medicine Central DuPage Hospital,AIRWAY NASOPHARYNGEAL #14,$161.75,,
Northwestern Medicine Central DuPage Hospital,AIRWAY NASOPHARYNGEAL #16,$161.75,,
Northwestern Medicine Central DuPage Hospital,AIRWAY NASOPHARYNGEAL #22,$161.75,,
Northwestern Medicine Central DuPage Hospital,AIRWAY NASOPHARYNGEAL #24,$161.75,,
Northwestern Medicine Central DuPage Hospital,AIRWAY NASOPHARYNGEAL #26,$161.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF MYELOPE ROXIDASE (MPO),$161.75,,
Northwestern Medicine Central DuPage Hospital,"HCPF SKIN SUBSTITUTE GRAFT FACE, NECK, HANDS, FEET, 100 SQ CM OR GREATER EACH ADD'L",$161.75,,
Northwestern Medicine Central DuPage Hospital,HCPF DEB MUSC/FASCIA ADD-ON,$161.50,,
Northwestern Medicine Central DuPage Hospital,FIBRIN DEGRADATION QUANT,$161.38,,
Northwestern Medicine Central DuPage Hospital,IV WRAP PEDI LG,$161.25,,
Northwestern Medicine Central DuPage Hospital,RBC SERUM PRETX INCUBJ/INHIB,$161.25,,
Northwestern Medicine Central DuPage Hospital,HCPF MRA QMRA NOVA CAROT W/O C,$161.25,,
Northwestern Medicine Central DuPage Hospital,OR LEVEL 5 EACH ADDITIONAL MINUTE,$161.00,,
Northwestern Medicine Central DuPage Hospital,BORDETELLA ANTIBODY,$160.88,,
Northwestern Medicine Central DuPage Hospital,LYMPH CHORIOMENINGITIS AB,$160.75,,
Northwestern Medicine Central DuPage Hospital,VAGINAL DILATORS 1 1/8IN,$160.50,,
Northwestern Medicine Central DuPage Hospital,VAGINAL DILATORS 7/8IN,$160.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF NICKEL,$160.50,,
Northwestern Medicine Central DuPage Hospital,ANGIOTENSIN I ENZYME TEST,$160.00,,
Northwestern Medicine Central DuPage Hospital,FIBRINOGEN ANTIGEN,$160.00,,
Northwestern Medicine Central DuPage Hospital,WEST NILE VIRUS ANTIBODY,$160.00,,
Northwestern Medicine Central DuPage Hospital,CULTURE ANAEROBE IDENT EACH,$160.00,,
Northwestern Medicine Central DuPage Hospital,HCPF INJECTION FOR CHOLANGIOGRAM; EXISTING ACCESS,$160.00,,
Northwestern Medicine Central DuPage Hospital,ILIAC ARTERY REVASCULAR W/STENT; ADD-ON,"$16,974.00",,
Northwestern Medicine Central DuPage Hospital,OPEN PERQ PLACE STENT EACH ADD'L; ADD-ON,"$16,776.00",,
Northwestern Medicine Central DuPage Hospital,OPEN PERQ PLACE STENT; ADD-ON,"$16,776.00",,
Northwestern Medicine Central DuPage Hospital,PERQ PLMT BILE DUCT STENT-NEW ACCESS WO CATH,"$16,711.75",,
Northwestern Medicine Central DuPage Hospital,ELECTROPHYSIOLOGY EVALUATION WITH INDUCTION,"$16,606.75",,
Northwestern Medicine Central DuPage Hospital,REVISION OF AORTIC VALVE,"$16,327.25",,
Northwestern Medicine Central DuPage Hospital,PRQ CARD REVASC MI 1 VSL,"$16,176.50",,
Northwestern Medicine Central DuPage Hospital,IODINE I-123 IOFLUPANE (DATSCAN),"$16,012.75",,
Northwestern Medicine Central DuPage Hospital,THER/PROPH/DIAG INJ SC/IM,$159.75,,
Northwestern Medicine Central DuPage Hospital,FETAL HEMOGLOBIN ASSAY QUAL,$159.63,,
Northwestern Medicine Central DuPage Hospital,EVALUATE PT USE OF INHALER,$159.50,,
Northwestern Medicine Central DuPage Hospital,CCP ANTIBODY,$159.38,,
Northwestern Medicine Central DuPage Hospital,CHROMOSOME KARYOTYPE STUDY,$158.88,,
Northwestern Medicine Central DuPage Hospital,BLADDER CARE TR W/O CATH,$158.75,,
Northwestern Medicine Central DuPage Hospital,COUDE CATH 18FR 30CC,$158.75,,
Northwestern Medicine Central DuPage Hospital,JACKSONPRATT RESERVR 400CC,$158.75,,
Northwestern Medicine Central DuPage Hospital,"HOSPITAL OBSERVATION PER HR, TELEMETRY",$158.75,,
Northwestern Medicine Central DuPage Hospital,"HOSPITAL OBSERVATION PER HR, TELEMETRY, CARVE-OUT",$158.75,,
Northwestern Medicine Central DuPage Hospital,DESTRUCT B9 LESION 1-14,$158.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF LIPOPROTEIN(A),$158.38,,
Northwestern Medicine Central DuPage Hospital,ASSAY NEPHELOMETRY NOT SPEC,$158.38,,
Northwestern Medicine Central DuPage Hospital,FUNGI IDENTIFICATION YEAST,$158.38,,
Northwestern Medicine Central DuPage Hospital,EASY CAP CO2 DETECTOR,$158.25,,
Northwestern Medicine Central DuPage Hospital,EASY CAP CO2 DETECTOR PEDS,$158.25,,
Northwestern Medicine Central DuPage Hospital,SHOE CAST MED,$158.25,,
Northwestern Medicine Central DuPage Hospital,SHOE CAST SM,$158.25,,
Northwestern Medicine Central DuPage Hospital,"DRUGS OF ABUSE SCREEN, QUALITATIVE",$158.00,,
Northwestern Medicine Central DuPage Hospital,ANTI-PHOSPHOLIPID ANTIBODY,$157.88,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREEN QUANT GABAPENTIN,$157.88,,
Northwestern Medicine Central DuPage Hospital,BLOOD FILTER,$157.75,,
Northwestern Medicine Central DuPage Hospital,HERPES SIMPLEX NES ANTBDY,$157.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF ESTRONE,$157.38,,
Northwestern Medicine Central DuPage Hospital,IRON BINDING TEST,$157.38,,
Northwestern Medicine Central DuPage Hospital,HCPF REMOVAL SKIN TAG UP TO 15,$157.25,,
Northwestern Medicine Central DuPage Hospital,HCPF CONTRAST X-RAY AORTA  ABD,$157.00,,
Northwestern Medicine Central DuPage Hospital,LIPOPROTEIN BLD HR FRACTION,$156.88,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF VITAMIN A,$156.88,,
Northwestern Medicine Central DuPage Hospital,MICROSOMAL ANTIBODY EACH,$156.88,,
Northwestern Medicine Central DuPage Hospital,SAME DAY SURGERY SUPPLIES,$156.75,,
Northwestern Medicine Central DuPage Hospital,BINDER AB 46-62 12 NL,$156.75,,
Northwestern Medicine Central DuPage Hospital,ALCOHOLS BIOMARKERS 1OR 2,$156.75,,
Northwestern Medicine Central DuPage Hospital,CATHETER FOLEY TRAY,$156.63,,
Northwestern Medicine Central DuPage Hospital,PROTOZOA ANTIBODY NOS,$156.63,,
Northwestern Medicine Central DuPage Hospital,PNEUMOCYSTIS CARINII AG IF,$156.38,,
Northwestern Medicine Central DuPage Hospital,HIV-1/HIV-2 1 RESULT ANTBDY,$156.00,,
Northwestern Medicine Central DuPage Hospital,SALMONELLA ANTIBODY,$156.00,,
Northwestern Medicine Central DuPage Hospital,HCPF VEIN X-RAY- TRUNK,$156.00,,
Northwestern Medicine Central DuPage Hospital,DRESS PRISMA MATRIX 4.34 SQ,$155.50,,
Northwestern Medicine Central DuPage Hospital,SHOE CAST LG,$155.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF ASCORBIC ACID,$155.25,,
Northwestern Medicine Central DuPage Hospital,IV EMS SUPPLIES,$155.00,,
Northwestern Medicine Central DuPage Hospital,DEHYDROEPIANDROSTERONE_DEHYDROEPIANDROSTERONE (DHEA),$154.75,,
Northwestern Medicine Central DuPage Hospital,KLEIHAUER-BETKE STAIN,$154.25,,
Northwestern Medicine Central DuPage Hospital,HEMOGLOBIN FETAL KLEIHAUER-BETKE STAIN,$154.25,,
Northwestern Medicine Central DuPage Hospital,HCPF ARTERY X-RAYS- ABDOMEN,$154.00,,
Northwestern Medicine Central DuPage Hospital,HCPF VEIN X-RAY- NECK,$154.00,,
Northwestern Medicine Central DuPage Hospital,HCPF CONTRAST X-RAY AORTA THOR,$154.00,,
Northwestern Medicine Central DuPage Hospital,HCPF BLW DIA ART EA AD 2ND/3RD,$154.00,,
Northwestern Medicine Central DuPage Hospital,NEUROMUSCULAR REEDUCATION,$154.00,,
Northwestern Medicine Central DuPage Hospital,C-REACTIVE PROTEIN HS,$153.25,,
Northwestern Medicine Central DuPage Hospital,CCP ANTIBODY,$153.13,,
Northwestern Medicine Central DuPage Hospital,HCPF INJECT EXT VENOGRAPHY,$153.00,,
Northwestern Medicine Central DuPage Hospital,C-REACTIVE PROTEIN HS,$152.63,,
Northwestern Medicine Central DuPage Hospital,HCPF ESTABLISHED PATIENT LEVEL 4,$152.50,,
Northwestern Medicine Central DuPage Hospital,HCPF NEW PATIENT LEVEL 3,$152.50,,
Northwestern Medicine Central DuPage Hospital,FUNGI IDENTIFICATION YEAST,$152.13,,
Northwestern Medicine Central DuPage Hospital,HCPF VEIN X-RAY- CHEST,$152.00,,
Northwestern Medicine Central DuPage Hospital,RBC ANTIBODY SCREEN,$151.88,,
Northwestern Medicine Central DuPage Hospital,IGG 1 2 3 OR 4 EACH,$151.63,,
Northwestern Medicine Central DuPage Hospital,ASPERGILLUS ANTIBODY,$151.63,,
Northwestern Medicine Central DuPage Hospital,VARICELLA ZOSTER AG IF,$151.63,,
Northwestern Medicine Central DuPage Hospital,INFECT AG IF HSV 1,$151.38,,
Northwestern Medicine Central DuPage Hospital,IRON BINDING TEST,$151.13,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PSA FREE,$151.13,,
Northwestern Medicine Central DuPage Hospital,IV WRAP PEDI SM,$151.00,,
Northwestern Medicine Central DuPage Hospital,HCPF VENO HEPATIC W/O PRESSURS,$151.00,,
Northwestern Medicine Central DuPage Hospital,AGENT NOS ASSAY W/OPTIC,$150.63,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF VITAMIN A,$150.63,,
Northwestern Medicine Central DuPage Hospital,STAPH A DNA AMP PROBE,$150.63,,
Northwestern Medicine Central DuPage Hospital,OFFICE/OUTPATIENT VISIT ESTABLISHED LEVEL 1,$150.42,,
Northwestern Medicine Central DuPage Hospital,EXT SET 24IN 2 PORT Y CLAMP,$150.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PREGNENOLONE,$150.13,,
Northwestern Medicine Central DuPage Hospital,RUBELLA ANTIBODY,$150.13,,
Northwestern Medicine Central DuPage Hospital,MIC SUSCEPT MYCOBACTERIA,$150.13,,
Northwestern Medicine Central DuPage Hospital,HCPF CT SCAN FOR NEEDLE BIOPSY,$150.00,,
Northwestern Medicine Central DuPage Hospital,VAC Y CONNTOR F/WND,$15.50,,
Northwestern Medicine Central DuPage Hospital,STERILE INSTRUMENT,$15.38,,
Northwestern Medicine Central DuPage Hospital,REVISION OF MITRAL VALVE,"$15,975.25",,
Northwestern Medicine Central DuPage Hospital,ABLATION OF ATRIOVENTRICULAR NODE,"$15,846.50",,
Northwestern Medicine Central DuPage Hospital,ABLATE ARRHYTHMIA ADD ON,"$15,846.50",,
Northwestern Medicine Central DuPage Hospital,TX L/R ATRIAL FIB ADDL,"$15,846.50",,
Northwestern Medicine Central DuPage Hospital,ILIAC ARTERY REVASCULAR; ADD-ON,"$15,430.75",,
Northwestern Medicine Central DuPage Hospital,RADIOTHERAPY DOSE PLAN IMRT,"$15,409.00",,
Northwestern Medicine Central DuPage Hospital,ABLATION TX RDCT/IRDICTN/BONE TMRS/INC ADJ SFT TISS/TMR EXT PERC W/IMAGING GUIDE CRYBLTN,"$15,323.00",,
Northwestern Medicine Central DuPage Hospital,R&L HRT CATH W/VENTRICLGRPHY,"$15,270.25",,
Northwestern Medicine Central DuPage Hospital,PRQ CARD STENT W/ANGIO 1 VSL,"$15,197.50",,
Northwestern Medicine Central DuPage Hospital,PERCUTANEOUS CARDIAC STENT/ATHERECTOMY/ANGIOPLASTY; INITIAL VESSEL,"$15,197.50",,
Northwestern Medicine Central DuPage Hospital,PRQ CARD REVASC CHRONIC 1VSL,"$15,197.50",,
Northwestern Medicine Central DuPage Hospital,PERCUTANEOUS KYPHOPLASTY; LUMBAR,"$15,024.75",,
Northwestern Medicine Central DuPage Hospital,MOPATH PROCEDURE LEVEL 1,$149.75,,
Northwestern Medicine Central DuPage Hospital,MUMPS ANTIBODY,$149.50,,
Northwestern Medicine Central DuPage Hospital,TOXOPLASMA ANTIBODY IGM,$149.00,,
Northwestern Medicine Central DuPage Hospital,HCPF SIMPLE REP LAC 2.6-7.5CM,$148.63,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PRIMIDONE,$148.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF BLOOD OSMOLALITY,$148.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF URINE OSMOLALITY,$148.50,,
Northwestern Medicine Central DuPage Hospital,C-REACTIVE PROTEIN,$148.50,,
Northwestern Medicine Central DuPage Hospital,INFLUENZA ASSAY W/OPTIC,$148.50,,
Northwestern Medicine Central DuPage Hospital,CYTOPATH C/V INTERPRET,$148.38,,
Northwestern Medicine Central DuPage Hospital,DRESSING AQUA AG HYDR 4X4.7,$148.25,,
Northwestern Medicine Central DuPage Hospital,RHEUMATOID FACTOR TEST QUAL,$148.00,,
Northwestern Medicine Central DuPage Hospital,HCPF VENO HEPATIC W/PRESSURES,$148.00,,
Northwestern Medicine Central DuPage Hospital,HCPF DESTRUCT B9 LESION- 1-14,$147.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF LIDOCAINE,$147.50,,
Northwestern Medicine Central DuPage Hospital,WEST NILE VIRUS AB IGM,$147.00,,
Northwestern Medicine Central DuPage Hospital,CULTURE SCREEN ONLY,$147.00,,
Northwestern Medicine Central DuPage Hospital,SMEAR SPECIAL STAIN,$147.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF THYROID (T3 OR T4),$147.00,,
Northwestern Medicine Central DuPage Hospital,BLOOD TYPE-RH PHENOTYPING,$146.75,,
Northwestern Medicine Central DuPage Hospital,MEDICAL NUTRITION GROUP,$146.75,,
Northwestern Medicine Central DuPage Hospital,SCREEN C/V THIN LAYER BY MD,$146.25,,
Northwestern Medicine Central DuPage Hospital,ULTRASOUND PROBE COVER,$146.00,,
Northwestern Medicine Central DuPage Hospital,GLUCOSE TEST,$146.00,,
Northwestern Medicine Central DuPage Hospital,LIPOPRO BLD ELECTROPHORETIC,$146.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF SELENIUM,$146.00,,
Northwestern Medicine Central DuPage Hospital,ALANINE AMINO (ALT) (SGPT),$146.00,,
Northwestern Medicine Central DuPage Hospital,CANDIDA DNA AMP PROBE,$146.00,,
Northwestern Medicine Central DuPage Hospital,HEMOGLOBIN CHROMOTOGRAPHY,$146.00,,
Northwestern Medicine Central DuPage Hospital,GARDNER VAG DNA AMP PROBE,$146.00,,
Northwestern Medicine Central DuPage Hospital,CYTOPATH C/V THIN LAYER,$146.00,,
Northwestern Medicine Central DuPage Hospital,HCPF VEIN X-RAY KIDNEY,$146.00,,
Northwestern Medicine Central DuPage Hospital,RESUSCITATION BG INFANT,$145.25,,
Northwestern Medicine Central DuPage Hospital,HEMOLYSINS/AGGLUTININS,$145.13,,
Northwestern Medicine Central DuPage Hospital,SURGICEL,$145.00,,
Northwestern Medicine Central DuPage Hospital,BLOOD METHEMOGLOBIN ASSAY,$145.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF LIPOPROTEIN,$145.00,,
Northwestern Medicine Central DuPage Hospital,HCPF ARTERY X-RAY ARM/LEG UNI,$145.00,,
Northwestern Medicine Central DuPage Hospital,RESUSCITATION BG ADULT,$144.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF LITHIUM,$144.50,,
Northwestern Medicine Central DuPage Hospital,ORGANIC ACIDS TOTAL QUANT,$144.50,,
Northwestern Medicine Central DuPage Hospital,CATH SET RADIAL ARTERY,$144.00,,
Northwestern Medicine Central DuPage Hospital,CRYPTOSPORIDIUM AG IA,$143.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF CALCIUM IN URINE,$143.50,,
Northwestern Medicine Central DuPage Hospital,PROBE TEMP SKIN INF GIRAFFE,$143.25,,
Northwestern Medicine Central DuPage Hospital,ENDOTRACHEAL TUBE HOLDER,$143.00,,
Northwestern Medicine Central DuPage Hospital,CYTOPATH C/V INTERPRET,$143.00,,
Northwestern Medicine Central DuPage Hospital,INJECTION FOR KNEE X-RAY,$143.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF APOLIPOPROTEIN,$142.88,,
Northwestern Medicine Central DuPage Hospital,COMPLETE CBC W/AUTO DIFF WBC,$142.88,,
Northwestern Medicine Central DuPage Hospital,ANTISTREPTOLYSIN O TITER,$142.88,,
Northwestern Medicine Central DuPage Hospital,HCPF VEIN X-RAY- ARM/LEG BIL,$142.00,,
Northwestern Medicine Central DuPage Hospital,CYSTATIN C,$141.88,,
Northwestern Medicine Central DuPage Hospital,ACTICOATBURN 4X4 DRESSING,$141.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF INSULIN FREE,$141.63,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF THYROID (T3 OR T4),$141.13,,
Northwestern Medicine Central DuPage Hospital,COOMBS TEST INDIRECT TITER,$141.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF CHROMIUM,$140.88,,
Northwestern Medicine Central DuPage Hospital,RX 250,$140.87,,
Northwestern Medicine Central DuPage Hospital,GROUP THERAPEUTIC PROCEDURES,$140.75,,
Northwestern Medicine Central DuPage Hospital,HYPERINFLATION BG KT 1/2 LT,$140.50,,
Northwestern Medicine Central DuPage Hospital,OXISENSOR PEDIATRIC,$140.38,,
Northwestern Medicine Central DuPage Hospital,ASSAY IGA/IGD/IGG/IGM EACH,$140.25,,
Northwestern Medicine Central DuPage Hospital,LIPOPROTEIN BLD BY NMR,$140.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF VOLATILES,$140.25,,
Northwestern Medicine Central DuPage Hospital,GARDNER VAG DNA AMP PROBE,$140.25,,
Northwestern Medicine Central DuPage Hospital,TRICHOMONAS VAGIN DIR PROBE,$140.25,,
Northwestern Medicine Central DuPage Hospital,EXAM SYNOVIAL FLUID CRYSTALS,$140.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF SEX HORMONE GLOBUL,$140.25,,
Northwestern Medicine Central DuPage Hospital,URINE BACTERIA CULTURE,$140.25,,
Northwestern Medicine Central DuPage Hospital,ARM SLING PED,$140.00,,
Northwestern Medicine Central DuPage Hospital,WIRELESS PRESSURE SENSOR,"$140,838.75",,
Northwestern Medicine Central DuPage Hospital,NIPPLE SHIELD-REGULAR,$14.00,,
Northwestern Medicine Central DuPage Hospital,NIPPLE SHIELD-SMALL,$14.00,,
