MNEMONIC,MNEM DESC,Cur Chg
4783000114,SP EVAL/FIT VOICE PROSTH,$366.98
02929Y,ST\SPEECH/LANG EVAL & REPORT,$673.61
02930Y,STY\SPEECH/LAN THERAPY,$499.05
02931Y,ST\SPEECH VISITS ONE HOUR,$290.33
02951Y,STY\SPEECH VISITS 30MIN MCAL,$146.12
44703,CST\APHASIA EVAL,$910.79
44706,CST\SPEECH/LANG EVAL,$726.75
44707,CST\SPEECH/LANG THERAPY,$499.05
44709,CST\DYSPHAGIA EVAL,$760.90
44711,ST\DYSPHAGIA THERAPY,$428.84
4785000000,SP EVAL/FIT VOICE PROSTH,$366.98
24573,OT\PROC THER EX 15 MIN,$273.24
24574,OT\PROC THER ACTIVITIES 15 MIN,$269.44
24577,OT\PROC ADL TRNG 15 MINS,$244.78
4790000001,OT EVAL LOW COMPLEXITY,$656.53
4790000002,OT EVAL MOD COMPLEXITY,$656.53
4790000003,OT EVAL HIGH COMPLEXITY,$656.53
4790000004,OT RE-EVALUATION,$284.62
4793000001,OT EVAL LOW COMPLEXITY,$656.53
4793000002,OT EVAL MOD COMPLEXITY,$656.53
4793000003,OT EVAL HIGH COMPLEXITY,$656.53
4793000004,OT RE-EVALUATION OP,$284.62
02666Y,OT\MASSAGE 15 MIN,$284.62
02668Y,OT EVAL EA ADD 15MIN MCAL,$582.54
02669Y,OT\TREATMENT INIT 30MIN MCAL,$178.37
02670Y,OT\TREATMENT ADDL 15MIN MCAL,$85.40
02698Y,OT\MANUAL THERAPY,$284.62
02699Y,OT\SENSORY INTEGRATION,$364.33
02784Y,OT\ACTIVE WOUND CARE/20 CM OR<,$392.80
02787Y,OTYV\PROC E-STIM/TENS 15 MIN,$284.62
02795YW,OT\MASSAGE,$100.57
02798Y,OT\ACTIVE WOUND CARE/20CM OR <,$392.80
02903YW,OTY\THERAPEUTIC ACTIVITIES,$132.82
02905Y,OT\IONTOPHORESIS 15 MIN,$284.62
02905YW,OT\IONTOPHORESIS 30 MIN,$98.66
02920Y,OTY\MOD PARAFFIN BATH,$284.62
02920YW,OTY\MOD PARAFFIN BATH,$62.63
02925YW,OTY\ULTRASOUND 30 MIN,$68.31
02926Y,OT\ULTRASOUND THERAPY,$284.62
02944YW,OTY\ELECTRIC STIM THERAPY,$62.63
24573Y,OT\THERAPEUTIC EXERCISES,$292.20
24574Y,OT\THERAPEUTIC ACTIVITIES,$269.44
24577Y,OT\SELF CARE MNGT TRAINING,$284.62
26584YW,OT\PROC NM RE-ED 30 MIN,$132.82
26585Y,OTY\PROC MANUAL MOB,$284.62
26586YW,OT\THERAPEUTIC EXERCISES,$132.82
26588Y,OTY\PROC ORTHO/SPLINT 15 MIN,$284.62
26588YW,OTYW\ORTHO/SPLINT 15MIN,$111.96
44752,COT\PROC ORTHO/PROS CHKOUT 15M,$206.84
44757,COT\PROC THER ACTIVITY 15 M,$269.44
44758,COT\PROC ORTHO/SPLINT 15 MIN,$409.85
44765,COT\PROC NM RE-ED 15 M,$252.38
44775,COT\PROC SELF CARE//HM TRNG15,$271.35
44777,COT\PROC THER EX 15 M,$303.60
4795000001,OT EVAL LOW COMPLEXITY CCC,$656.53
4795000002,OT EVAL MOD COMPLEXITY CCC,$656.53
4795000003,OT EVAL HIGH COMPLEXITY CCC,$656.53
4795000004,OT RE-EVAL CCC,$284.62
12001,IC\INTRAV INFUS HYDRATE ADD'L,$157.49
12003,IC\INTRAV INFUS THER ADD'L HR,$157.49
12004,IC\INTRAV INFUS ADD'L SEQUENTL,$157.49
12005,IC\SUBCUT INFUS FOR THER 1HR,$576.84
12006,IC\SC INFUS EACH ADD'L HR,$157.49
12007,IC\THER/PROPH/DG INJ SC/IM,$157.49
12009,IC\THER/PROPH/DG/INJ IV PUSH,$419.35
12010,IC\THER/PROPH/DG INJ EACH ADD,$419.35
12034,IC\ADMIN OF INFLUENZA,$85.40
12044,IC\DRESSING CHANGE (OTHER),$127.15
12045,IC\EXAM ROOM AD'L SERVICES,$210.63
12047,IC\PICC LINE REMOVAL,$210.63
12049,IC\THER\PROPH INJ NEW DRUG,$419.35
12000A,IC\INTRAV INFUS HYDRATE INIT,$576.84
12002A,IC\INTRAV INFUS FOR THERAPY,$576.84
12021A,"IC\PHLEBOTOMY, THERAPEUTIC",$389.00
12022A,IC\BLOOD TRANSFUSION SERVICE,"$1,662.21"
12023A,IC\PORT DRAW W/MEDI FLUSH NS,$106.26
12024A,IC\PICC LINE,"$4,218.13"
12029A,IC\PICC DRESSING CHANGE,$127.15
12030A,IC\BLOOD TRANSFUSION W/MEDIPOR,"$1,662.21"
12039A,IC\HYDRATE INFUS W/MEDIPORT,$576.84
12040A,IC\INFUSIION W/PICC,$576.84
12041A,IC\INFUSION W/MEDIPORT,$576.84
12043A,IC\MEDIPORT FLUSH,$314.99
12048A,IC\MEDIPORT FL/HEPARIN W/LABS,$106.26
12050A,IC\MID LINE INSERTION,"$2,846.24"
20003,OH\PPD,$43.65
20004,OH\Hep B vaccine dose (3),$113.86
20005,OH\Tdap VACCINE,$85.40
20006,OH\MMR VACCINE,$113.86
20007,OH\VARICELLA VACCINE,$199.24
20009,"OH\NEW PATIENT, 20 MIN",$218.22
20010,"OH\NEW PATIENT, 45 MIN",$413.65
20011,"OH\NEW PATIENT, 60 MIN",$550.28
20012,OH\Established Patient 10 min,$132.82
20013,OH\Established Patient 15 min,$180.27
20016,OH\PHYSICAL WITH AGILITY,$149.91
20017,OH\FLU SHOT,$45.55
20018,OH\COLLECTION FEE,$55.05
20019,"OH\ RESPIRATOR FIT TEST, N-95",$56.92
20020,OH\MINOR PROCEDURE,"$1,068.29"
7876000000,SPEC PROCESSING,$85.40
40001,CCC\SHAMPOO,$5.70
40002,CCC\SHAMPOO-SET OR BLOWDRY,$9.50
40004,CCC\HAIRCUT,$9.50
40005,CCC\PERMANENT WAVE,$47.44
40006,CCC\RINSES,$5.70
40008,CCC\MANICURE-PLAIN,$5.70
40009,CCC\PEDICURE,$22.76
40010,CCC\HAIR COLOR,$47.44
40011,CCC\MEDICAL 6 WEEK HAIRCUT,$0.00
