Charge Code,Charge Desc,Charge Amt
4350029,CANCER ANTIGEN (CA) 125,37
4350030,"PORPHOBILINOGEN, QN, RANDOM UR",47
4350031,MYOGLOBIN,26
4350035,"OXALATE, QUANT, 24-HOUR URINE",47
4350036,DHEA-SULFATE,26
4350037,"5-HIAA, QUANT., 24-HR URINE",47
4350038,"DHEA, SERUM",26
4350039,"VANILLYLMANDELIC ACID, 24-HR URINE",37
4350040,"CATECHOLAMINES, URINE, FREE, 24-HR",42
4350041,NMO IGG AUTOANTIBODIES,1602
4350042,"METANEPHRINES, FRAC, QN, 24-HR",104
4350043,"GROWTH HORMONE, SERUM",21
4350044,TRYPTASE,250
4350045,PROGESTERONE,21
4350046,INSULIN,21
4350048,"GASTRIN, SERUM",32
4350049,"HCG, BETA SUBUNIT, QNT, SERUM",21
4350050,"CORTISOL, URINARY FREE",52
4350051,"ACTH, PLASMA",37
4350052,ESTRADIOL,21
4350053,"ESTRONE, SERUM",47
4350055,"ESTRIOL, SERUM",32
4350056,"GLUCAGON, PLASMA",68
4350057,"C1 ESTERASE INHIBITOR, SERUM",42
4350058,"VITAMIN B6, PLASMA",37
4350059,ANDROSTENEDIONE LCMS,68
4350060,"PROSTATIC ACID PHOS, SERUM",42
4350061,"VISCOSITY, SERUM",47
4350062,"CALCITONIN, SERUM",42
4350064,"COLD AGGLUTININ TITER, QUANT",47
4350065,T PALLIDUM AB (FTA-AB),37
4350066,HEP B SURFACE AB,32
4350067,"VDRL, CSF",26
4350068,"COMPLEMENT C3, SERUM",26
4350069,ANTIPARIETAL CELL ANTIBODY,47
4350070,"CYTOMEGALOVIRUS (CMV) AB, IGG",68
4350071,HBSAG SCREEN,26
4350072,HEP BE AG,32
4350073,HEP BE AB,32
4350074,ACTIN (SMOOTH MUSCLE) ANTIBODY,42
4350075,MITOCHONDRIAL (M2) ANTIBODY,32
4350076,THYROID PEROXIDASE (TPO) AB,21
4350079,"HEP B CORE AB, TOT",32
4350080,"HEP A  AB, TOTAL",32
4350081,"HEP A AB, IGM",26
4350082,AMEBIASIS ANTIBODIES,47
4350083,HLA B 27 DISEASE ASSOCIATION,141
4350084,LACOSAMIDE,515
4350085,"LIDOCAINE (XYLOCAINE), SERUM",58
4350088,"CARBON MONOXIDE, BLOOD",58
4350089,"AMIKACIN TROUGH, SERUM",21
4350090,"ARSENIC, BLOOD",47
4350091,"ETHOSUXIMIDE (ZARONTIN), SERUM",58
4350092,"LEAD, BLOOD (ADULT)",16
4350093,"METHOTREXATE (MTX), SERUM",73
4350094,"CHLORDIAZEPOXIDE, SERUM",99
4350095,TRICYCLIC ANTIDEPRESSANTS,58
4350097,"ZONISAMIDE (ZONEGRAN), SERUM",47
4350098,"PARASITE EXAM, BLOOD",78
4350099,"PARASITE ID, WORM",110
4350100,"VIRAL CULTURE, GENERAL",188
4350102,PINWORM PREP - ENTEROBIUS,32
4350104,"C-PEPTIDE, SERUM",16
4350105,ANGIOTENSIN-CONVERTING ENZYME,21
4350106,"BETA-2 MICROGLOBULIN, SERUM",21
4350107,"OSTEOCALCIN, SERUM",104
4350108,"THYROTROPIN RECEPTOR AB, SERUM",78
4350109,IGF-1,42
4350110,"TRIIODOTHYRONINE, FREE, SERUM",21
4350111,"VIP, PLASMA",203
4350112,"INTRINSIC FACTOR ABS, SERUM",26
4350113,ANTIHISTONE ANTIBODIES,26
4350114,SJOGREN'S ANTI-SS-A,37
4350115,SJOGREN'S ANTI-SS-B,42
4350117,ANTITHROMBIN ACTIVITY,47
4350118,THROMBIN TIME,42
4350119,RNP ANTIBODIES,21
4350120,SMITH ANTIBODIES,37
4350121,"COMPLEMENT C1Q, QUANTITATIVE",37
4350122,"CITRIC ACID (CITRATE), URINE",37
4350123,"HEP B CORE AB, IGM",26
4350125,"VITAMIN A, SERUM",58
4350126,ANTISCLERODERMA-70 ANTIBODIES,26
4350127,STREPTOCOCCUS PNEUMONIAE AG,146
4350128,OLIGOCLONAL BANDING,136
4350132,17-OH PROGESTERONE LCMS,47
4350133,VITAMIN B5,94
4350134,VITAMIN B3 (NIACIN+METABOLITE),276
4350135,"IODINE, 24 HR URINE",208
4350136,"ACYLCARNITINE PROFILE, PLASMA",182
4350140,"NICOTINE AND MEABOLITE, QUANT",146
4350141,"BENZODIAZEPINE CONFIRMATION, UR",115
4350142,"COBALT, PLASMA",68
4350143,"CHROMIUM, PLASMA",32
4350144,"CLONAZEPAM (KLONOPIN(R)), SERUM",84
4350145,PROTEIN C ANTIGEN,58
4350148,"CALCITRIOL (1,25 DI-OH VIT D)",130
4350149,VIT B12 UNSAT BINDING CAPACITY,26
4350150,"VITAMIN D, 25-HYDROXY",63
4350151,"SEX HORM BINDING GLOB, SERUM",26
4350152,"SULFONAMIDES UNDIFFERENT, S/P",510
4350153,"ANTISKIN AUTOANTIBODIES, QUANT",115
4350154,ANTIGLOMERULAR BM AB,32
4350155,RABIES NEUT.ABS TITRAT.(RFFIT),297
4350156,"HIV ANTIBODY, CONFIRM RAPID SCREEN",84
4350157,"CATECHOLAMINES, PLASMA",125
4350158,"MERCURY, BLOOD",162
4350159,"ACHR BINDING ABS, SERUM",47
4350161,FACTOR II ACTIVITY,68
4350162,FACTOR V ACTIVITY,68
4350163,FACTOR VII ACTIVITY,58
4350164,FACTOR IX ACTIVITY,115
4350165,FACTOR X ACTIVITY,63
4350166,FACTOR XI ACTIVITY,141
4350169,"INFLUENZA B ABS, CF",47
4350170,"VARICELLA-ZOSTER V AB, IGG",16
4350171,"EBV EARLY ANTIGEN AB, IGG",68
4350173,ANTI-DSDNA ANTIBODIES,21
4350174,"ALA DELTA, 24-HOUR URINE",162
4350176,"MUMPS ANTIBODIES, IGG",16
4350177,"RUBEOLA ANTIBODIES, IGG",16
4350178,"VARICELLA-ZOSTER AB, IGM",21
4350180,FRUCTOSAMINE,21
4350181,"FDP, PLASMA",68
4350183,HEPARIN ANTI-XA,229
4350186,PROTEIN C-FUNCTIONAL,141
4350187,ACTIVATED PROTEIN C RESISTANCE,141
4350190,"OSMOLALITY, FECAL",26
4350191,LIPOPROTEIN (A),52
4350192,"SEROTONIN, SERUM",37
4350193,"C1 ESTERASE INHIBITOR, FUNC",73
4350194,"C-REACTIVE PROTEIN, CARDIAC",26
4350195,"CALCULI, URINARY",94
4350196,"HGB, FETAL, QUANT",52
4350198,"VITAMIN B1 (THIAMINE), BLOO",42
4350199,VITAMIN K1,42
4350201,CYSTATIN C,182
4350203,"METANEPHRINES, FRAC., PL. FREE",47
4350205,"LACTOFERRIN, FECAL, QUANT",609
4350208,"PANCREATIC AMYLASE, S",115
4350209,"VITAMIN B2, WHOLE BLOOD",68
4350210,"MYELIN BASIC PROTEIN, CSF",229
4350211,EPSTEIN-BARR VIRUS PCR,1072
4350212,VZV REAL TIME PCR,1072
4350213,BARTONELLA DNA PCR,926
4350215,"MYCOPLASMA PNEUMONIAE, PCR",1072
4350216,HUMAN HERPES VIRUS 6 PCR,526
4350218,TOXOPLASMA GONDII PCR,552
4350219,ENTEROVIRUS RT-PCR,458
4350220,PARVOVIRUS B19 PCR,983
4350222,LYME (B.BURGDORFERI) PCR,645
4350223,CMV PCR,411
4350224,ECHINOCOCCUS ANTIBODY,604
4350226,BK QUANT PCR (URINE),1098
4350227,HIV-2 AB SCREEN,182
4350229,BK QUANT PCR (PLASMA/SERUM),1098
4350231,CMV QUANT DNA PCR (PLASMA),588
4350232,HIV 1/2 AB EVALUATION,598
4350233,"JC VIRUS DNA, PCR (CSF)",916
4350235,"JC VIRUS DNA, PCR (WHOLE BLOOD)",552
4350236,EBV PCR QUANT (WHOLE BLOOD),1098
4350237,NGI SUPERQUAL (TM) WNV RT PCR,458
4350239,IGF-BP3,94
4350240,HCV AB REFLEX HCV RT-PCR,32
4350241,ALPHA SUBUNIT (FREE),162
4350242,"ERYTHROPOIETIN (EPO), SERUM",26
4350243,CA 27.29,52
4350246,HCV ANTIBODY,37
4350247,"PREGNENOLONE, MS",141
4350248,THYROID STIM IMMUNOGLOBULIN,297
4350249,NGI HBV SUPERQUANT,916
4350250,IGF-BP1,208
4350251,CHROMOGRANIN A,94
4350253,IA-2 AUTOANTIBODIES,208
4350254,INSULIN ANTIBODIES,120
4350255,PROBNP,276
4350256,GAD-65 AUTOANTIBODY,47
4350257,CANCER ANTIGEN (CA) 15-3,58
4350258,"HISTAMINE, PLASMA",141
4350259,HEPARIN INDUCED PLATELET,182
4350261,STRIATIONAL ANTIBODIES,58
4350262,"RUBEOLA ANTIBODIES, IGM",63
4350263,"MUMPS, ANTIBODIES, IGM",146
4350264,"ANTI-DNA (SS) IGG, AB, QN",26
4350265,ANTI-JO-1,26
4350266,"RHEUMATOID ARTHRITIS, QN/FLUID",52
4350267,"ANTIGLIADIN ABS, IGA",21
4350268,"ANTIGLIADIN ABS, IGG",21
4350272,"H. PYLORI, IGG ABS",21
4350275,"HELICOBACTER PYLORI, IGA",32
4350276,"HELICOBACTER PYLORI,  IGM AB",21
4350284,ANTIMYELOPEROXIDASE (MPO) ABS,21
4350285,ANTIPROTEINASE 3 (PR-3) ABS,21
4350287,LIVER-KIDNEY MICROSOMAL AB,68
4350288,TTG/DGP SCREEN,94
4350289,"HTLV-1/II ANTIBODIES, QUAL.",115
4350291,"HISTOPLASMA ABS, QN, DID",68
4350293,PROTEIN S-FUNCTIONAL,182
4350294,LEGIONELLA PNEUMOPHILA ABS.,68
4350295,T-TRANSGLUTAMINASE (TTG) IGA,21
4350298,PROCALCITONIN,364
4350299,"HSV, IGM I/II COMBINATION",26
4350300,ANTI-CENTROMERE B ANTIBODIES,26
4350303,"ANTINUCLEAR ANTIBODIES, IFA",16
4350304,T-TRANSGLUTAMINASE (TTG) IGG,21
4350305,ENDOMYSIAL ANTIBODY IGA,26
4350307,"H. PYLORI STOOL AG, EIA",172
4350308,H. PYLORI BREATH TEST,200
4350309,E COLI SHIGA TOXIN EIA,68
4350310,"GIARDIA LAMBLIA AG, EIA",58
4350311,L. PNEUMOPHILA SEROGP 1 UR AG,63
4350315,CCP ANTIBODIES IGG/IGA,68
4350316,"ASPERGILLUS AG, BAL/SERUM",364
4350318,C DIFFICILE TOXIN GENE NAA,364
4350319,ALDOSTERONE,42
4350320,ALLOPURINOL + METABOLITE,593
4350326,"ANGIOTENSIN CONVERT ENZ., CSF",182
4350339,"FUNGITELL, SERUM",505
4350344,HEPATITIS PANEL (ANEMIA CLINIC ONLY),115
4350351,CYSTIC FIBROSIS MUTATION 97,1238
4350355,"JAK2 MUTATION ANALYSIS, QUAL",869
4350357,"C-TELOPEPTIDE, SERUM",318
4350358,21-HYDROXYLASE ANTIBODIES,245
4350359,"GLYCOMARK (R) (1,5 AG)",125
4350360,"VITAMIN D 25-HYDROXY, D2 + D3",208
4350361,CORTICOSTEROID BIND.GLOB(CBG),120
4350362,DIHYDROTESTOSTERONE,162
4350363,"SALIVARY CORTISOL, MS",214
4350364,ANTI-MULLERIAN HORMONE (AMH),198
4350366,"PROINSULIN ICMA, ENDO SCI",24
4350367,PTHRP (PTH-RELATED PEPTIDE),115
4350368,BETA-HYDROXYBUTYRATE,208
4350369,THIOPURINE METABOLITES,619
4350370,HELPER T-LYMPH-CD4,104
4350371,"HPV, HIGH-RISK",182
4350372,CHROMOSOME MICROARRAY,6864
4350373,THIOPURINE METHYLTRANSFERASE,1144
4350375,APL (PML-RARA) QUANT,1404
4350377,FACTOR V LEIDEN MUTATION,276
4350378,"FACTOR II, DNA ANALYSIS",276
4350379,MTHFR,323
4350380,"HEREDITARY HEMOCHROMATOSIS, DNA",396
4350381,"ALK PHOSPHATASE, BONE SPECIFIC",141
4350382,"SEMEN ANALYSIS, BASIC",182
4350383,"HCV RT-PCR, QUANT (NON-GRAPH)",458
4350385,REALTIME ABBOTT,484
4350387,HCV RNA BDNA 3.0,640
4350388,IGE PEANUT (F013),21
4350389,IGE EGG WHITE (F001),21
4350390,IGE MILK (F002),21
4350391,IGE CASHEW NUT (F202),21
4350392,IGE EGG (YOLK) (F075),21
4350393,IGE LATEX (K082),21
4350394,IGE BANANA (F092),21
4350395,IGG ASPERGILLUS FUMIGATUS (M003),21
4350397,"AMINO ACID PROFILE, QN, PLASMA",182
4350398,"METHADONE CONFIRMATION, URINE",162
4350399,"TACROLIMUS (FK506), BLOOD",182
4350400,"VORICONAZOLE, SERUM/PLASMA",354
4350401,"CARNITINE, TOTAL AND FREE",37
4350402,"CYCLOSPORINE, BLOOD",21
4350403,"AMIODARONE (CORDARONE(R), S",37
4350404,"METHYLMALONIC ACID, SERUM",141
4350405,"HOMOCYST(E)INE, PLASMA",47
4350406,"TOPIRAMATE (TOPAMAX), SERUM",32
4350407,"NICOTINE METABOLITE, URINE",42
4350408,MYCOPHENOLIC ACID AND METABO,364
4350409,"GABAPENTIN (NEURONTIN), SERUM",26
4350410,"OXCARPAZEPINE (TRILEPTAL),S",21
4350411,"LEVETIRACETAM (KEPPRA), S",130
4350412,"LAMOTRIGINE (LAMICTAL), SERUM",26
4350414,"COMPREHENSIVE DRUG ANALYSIS, UR",687
4350415,"COCAINE CONFIRMATION, WB",458
4350416,"TROPHERY, WHIPPEI BY RAPID PCR",1961
4350417,FACTOR VII ACTIVITY,94
4350418,COMPLEMENT COMPONENT 5,260
4350420,"FLUCYTOSINE, SERUM/PLASMA",364
4350421,RNA POLYMERASE III IGG ABS,318
4350424,ANTI-SPERMATOZOA ANTIBODIES,292
4350425,"CANNABINOID, SERUM",780
4350426,MECONIUM 5 PANEL,297
4350427,MECONIUM METHADONE CONFIRM,234
4350428,"ALA DEHYDRATASE, RBC",1280
4350429,PERPHENAZINE (TRILAFON),411
4350430,"CARBOHYDRATE, URINE",619
4350431,"PORPHYRINS EVALUATION, WB",723
4350432,"NMO/AQP4-IGG CBA, CSF",1748
4350434,APOLIPOPROTEIN E (APOE),2470
4350437,D-LACTATE,546
4350439,"BICARBONATE (HC03), URINE",162
4350440,"FORMIC ACID, SERUM/PLASMA",422
4350441,"PBG DEAMINASE, ERYTHROCYTES",484
4350443,"FLUORESCENT TREPONEMA AB, CSF",19
4350444,TRYPANOSOMA CRUZI AB IGG,240
4350448,"LIPASE, FLUID",167
4350449,HUNTINGTON DISEASE MUTATION,1144
4350450,"HEMOSIDERIN, URINE",177
4350451,LEPTOSPIRA IGM,344
4350453,TIAGABINE (GABITRIL),297
4350454,CAMPYLOBACTER JEJUNI ANTIBODY,710
4350456,TOTAL PROTEIN,16
4350457,PROTEIN ELECTROPHORETIC FRACT-QUANT,16
4350458,IMMUNOGLOBULIN 1,26
4350459,IMMUNOGLOBULIN 2,26
4350460,IMMUNOGLOBULIN 3,26
4350461,TOTAL PROTEIN,26
4350462,PROTEIN ELECTROPHORETIC FRACT-QUANT,26
4350463,IMMUNOFIXATION ELECTROPHORESIS,26
4350464,"PHOSPHATASE, ALKALINE",16
4350465,"PHOSPHATASE, ALKALINE ISOENZYMES",16
4350466,LACTASE DEHYDROGENASE,21
4350467,LACTASE DEHYDROGENASE ISOENZYMES,21
4350468,"G-6-PD, QUANTITATIVE",21
4350469,"RED BLOOD CELL, AUTOMATED",21
4350470,"CREATINE KINASE, TOTAL",26
4350471,CREATINE KINASE ISOENZYMES,26
4350472,"ALBUMIN, SERUM",37
4350473,"ALBUMIN, URINE, QUANT",37
4350474,IMMUNOGLOBULIN 1,37
4350475,IMMUNOGLOBULIN 2,37
4350476,COPPER,42
4350477,CREATININE OTHER SOURCE,42
4350478,"TOTAL, PROTEIN, URINE",47
4350479,"PROTEIN ELECTROPHOR FRACT-QUANT, URINE",47
4350480,"TOTAL PROTEIN, URINE",32
4350481,"PROTEIN ELECTROPHOR FRAC-QUANT, URINE",32
4350482,"IMMUNOFIXATION ELECTLROPHORESIS, URINE",32
4350483,ALDOSTERONE,47
4350484,RENIN,47
4350485,ESTRADIOL,58
4350486,ESTRONE,58
4350487,MICROSOMAL ANTIBODIES,26
4350488,THYROGLOBULIN ANTIBODY,26
4350489,PHENOBARBITAL,125
4350490,PHENYTOIN,125
4350491,ALCOHOL,125
4350492,"ANALGESICS, NON-OPIOID",125
4350493,ANABOLIC STEROIDS,125
4350494,"ANTIPSYCHOTICS, NOS",125
4350495,BARBITURATES,125
4350496,BENZODIAZEPINES,125
4350497,ARSENIC,32
4350498,CREATININE OTHER SOURCE,32
4350499,PHENOBARBITAL,37
4350500,PRIMIDONE,37
4350501,"OVA AND PARASITES, SMEAR, CONC, ID",32
4350502,"OVA AND PARASITES, COMPLEX SPECIAL STAIN",32
4350503,ALPHA-FETOPROTEIN,47
4350504,ESTRIOL,47
4350505,"GONADOTROPIN, CHORIONIC, QUANTITATIVE",47
4350506,INHIBIN A,47
4350507,ARSENIC,16
4350508,LEAD,16
4350509,"MERCURY, QUANTITATIVE",16
4350510,"OSMOLALITY, BLOOD",84
4350511,VASOPRESSIN,84
4350512,"TESTOSTERONE, FREE",156
4350513,"TESTOSTERONE, TOTAL",156
4350514,"PHENYTOIN, TOTAL",73
4350515,"PHENYTOIN, FREE",73
4350516,ARSENIC,11
4350517,CADMIUM,11
4350518,CREATININE OTHER SOURCE,11
4350519,LEAD,11
4350520,"MERCURY, QUANTITATIVE",11
4350521,"IMMUNOSSAY, QUANTITATIVE BY RIA",219
4350522,"FLUORESCENT NONINFECT AGENT ANTIBODY,SCN",219
4350523,ASPERGILLUS 1,104
4350524,ASPERGILLUS 2,104
4350525,ASPERGILLUS 3,104
4350526,BLASTOMYCES,104
4350527,COCCIDIOIDES,104
4350528,HISTOPLASMA,104
4350529,"ALPHA-1-ANTITRYPSIN, TOTAL",73
4350530,"ALPHA-1-ANTITRYPSIN, PHENOTYPE",73
4350531,"B CELLS, TOTAL COUNT",47
4350532,"T CELLS, TOTAL COUNT",47
4350533,ABSOLUTE CD4 AND CD8 COUNT WITH RATIO,47
4350534,PROTHROMBIN TIME,104
4350535,"PROTHROMBIN TIME, SUBS, PLASMA FRACTIONS",104
4350536,"FACTOR VIII (AHG), 1-STAGE",78
4350537,"THROMBOPLASTIN TIME, PARTIAL",78
4350538,"THROMBOPLAS TIME,PARTIAL,SUBS,PLAS 1",78
4350539,"THROMBOPLAS TIME,PARTIAL,SUBS,PLAS 2",78
4350540,"THROMBOPLAS TIME,PARTIAL,SUBS,PLAS 3",78
4350541,"RUSSELL VIPER VENOM TIME, DILUTED",26
4350542,"THROMBOPLAST TIME, PARTIAL, SUBS PLASMA",26
4350543,"HGB FRACTIONATION, CHROMATOGRAPHY",32
4350544,"SICKLING OF RBC, REDUCTION",32
4350545,"TOTAL PROTEIN, URINE",63
4350546,"PROTEIN ELECTROPHOR FRACT-QUANT, URINE",63
4350547,"IMMUNOFIXATION ELECTROPHORESIS, URINE",63
4350548,"ALBUMIN, SERUM",47
4350549,"ALBUMIN, URINE, QUANT",47
4350550,IMMUNOBLOBULIN 1,47
4350551,IMMUNOGLOBULIN 2,47
4350552,OLIGOCLONAL BANDS,47
4350553,"WEST NILE VIRUS, IGM",115
4350554,WEST NILE VIRUS,115
4350555,BORRELIA BURGDORFERI,162
4350556,EHRLICHIA 1,162
4350557,EHRLICHIA 2,162
4350558,EHRLICHIA 3,162
4350559,EHRLICHIA 4,162
4350560,"PROTOZOA, NOT ELSEWHERE SPECIFIED 1",162
4350561,"PROTOZOA, NOT ELSEWHERE SPECIFIED 2",162
4350562,"WEST NILE VIRUS, IGM",115
4350563,WEST NILE VIRUS,115
4350564,"HERPES SIMPLEX VIRUS, AMP PROBE TECH 1",63
4350565,"HERPES SIMPLEX VIRUS, AMP PROBE TECH 2",63
4350566,"INFECTIOUS AGENT DETECT, AMP PROBE TECH",63
4350567,"TESTOSTERONE, FREE",16
4350568,"TESTOSTERONE, TOTAL",16
4350569,"INSULIN, TOTAL",21
4350570,"INSULIN, FREE",21
4350571,COLLAGEN CROSS LINKS,26
4350572,CREATININE OTHER SOURCE,26
4350573,PROTEIN S TOTAL,89
4350574,PROTEIN S FREE,89
4350575,"FLUORES NONINFECT AGENT ANTIBODY, TITER",26
4350576,FUNGUS NOT ELSEWHERE SPECIFIED 1,26
4350577,FUNGUS NOT ELSEWHERE SPECIFIED 2,26
4350578,HERPES SIMPLEX TYPE 1,32
4350579,HERPES SIMPLEX TYPE 2,32
4350580,IMMUNOGLOBULIN,21
4350581,IMMUNOASSAY OTHER THAN INFECT AGENT 1,21
4350582,IMMUNOASSAY OTHER THAN INFECT AGENT 2,21
4350583,IMMUNOASSAY OTHER THAN INFECT AGENT 3,21
4350584,IMMUNOASSAY OTHER THAN INFECT AGENT 4,21
4350585,"FLUORES NONINFECT AGENT ANTIBODY, SCREEN",21
4350586,CONCENTRATION FOR INFECTIOUS AGENT,26
4350587,FLUORES OR ACID FAST STAIN FOR BACTERIA,26
4350588,CHLAMYDIA TRACHOMATIS AMPLIFIED PROBE,73
4350589,NEISSERIA GONORRHOEAE AMPLIED PROBE,73
4350590,IMMUNOGLOBULIN,84
4350591,IMMUNOGLOBULIN SUBCLASS 1,84
4350592,IMMUNOGLOBULIN SUBCLASS 2,84
4350593,IMMUNOGLOBULIN SUBCLASS 3,84
4350594,IMMUNOGLOBULIN SUBCLASS 4,84
4350595,CYTOMEGALOVIRUS IGM,52
4350596,HERPES SIMPLEX NON-SPECIFIC,52
4350597,RUBELLA,52
4350598,TOXOPLASMA IGM,52
4350599,TOXOPLASMA,68
4350600,TOXOPLASMA IGM,68
4350601,"EPSTEIN-BARR VIRUS, NUCLEAR ANTIGEN",58
4350602,"EPSTEIN-BARR VIRUS, VIRAL CAPSID 1",58
4350603,"EPSTEIN-BARR VIRUS, VIRAL CAPSID 2",58
4350604,CYTOMEGALOVIRUS,94
4350605,CYTOMEGALOVIRUS IGM,94
4350606,HEPATITIS B CORE ANTIBODY TOTAL,32
4350607,HEPATITIS B CORE ANTIBODY IGM,32
4350608,HEPATITIS B SURFACE ANTIBODY,32
4350609,HEPATITIS B SURFACE ANTIGEN,32
4350610,ANTISTREPTOLYSIN O TITER,52
4350611,DEOXYRIBONUCLEASE ANTIBODY,52
4350612,"FOLIC ACID, RBC",26
4350613,HEMATOCRIT,26
4350614,HEPATITIS B CORE ANTIBODY TOTAL,32
4350615,HEPATITIS B SURFACE ANTIBODY,32
4350616,HEPATITIS A ANTIBODY TOTAL,32
4350617,HEPATITIS C ANTIBODY,32
4350618,HEPATITIS B SURFACE ANTIGEN,32
4350619,CHLAMYDIA 1,188
4350620,CHLAMYDIA 2,188
4350621,CHLAMYDIA 3,188
4350622,CHLAMYDIA IGM 1,188
4350623,CHLAMYDIA IGM 1,188
4350624,CHLAMYDIA IGM 1,188
4350625,CRYOFIBRINOGEN,26
4350626,CRYOGLOBULIN,26
4350627,HEPATITIS B CORE ANTIBODY TOTAL,32
4350628,HEPATITIS B SURFACE ANTIBODY,32
4350629,HEPATITIS C ANTIBODY,32
4350630,HEPATITIS B SURFACE ANTIGEN,32
4350631,HEPATITIS A ANTIBODY TOTAL,32
4350632,HEPATITIS C ANTIBODY,32
4350633,HEPATITIS B SURFACE ANTIGEN,32
4350634,"TOTAL PROTEIN, URINE",42
4350635,"PROTEIN ELECTROPHOR FRACT-QUANT, URINE",42
4350636,HBA1/HBA2 GENE ANAL FOR DELET OR VAR,26
4350637,FERRITIN,26
4350638,"HGB FRACTIONATION, CHROMATOGRAPHY",26
4350639,"COMPLETE CBC, AUTOMATED",26
4350640,"SICKLING OF RBC, REDUCTION",26
4350641,PROSTATE SPECIFIC ANTIGEN TOTAL,16
4350642,PROSTATE SPECIFIC ANTIGEN FREE,16
4350643,"FACTOR V, LABILE FACTOR",182
4350644,FACTOR INHIBITOR TEST,182
4350645,PROTHROMBIN TIME,182
4350646,"PROTHROMBIN TIME,SUBS,PLASMA FRACTIONS1",182
4350647,"PROTHROMBIN TIME,SUB,PLASMA FRACTIONS 2",182
4350648,"THROMBOPLASTIN TIME, PARTIAL",182
4350649,COLLAGEN CROSS LINKS,68
4350650,CREATININE OTHER SOURCE,68
4350651,APOLIPOPROTEIN,104
4350652,"BILIRUBIN, TOTAL",104
4350653,"CHOLESTEROL, TOTAL",104
4350654,"GLUCOSE, QUANTITATIVE, BLOOD",104
4350655,"GLUTAMYLTRANSFERASE, GAMMA",104
4350656,"HAPTOGLOBIN, QUANTITATIVE",104
4350657,"NEPHELOMETRY, EACH ANALYTE NES",104
4350658,"TRANSFERASE, ASPARTATE AMINO",104
4350659,"TRANSFERASE, ALANINE AMINO",104
4350660,TRIGLYCERIDES,104
4350661,INFECT AGENT DRUG SUSCEP PHENOTYPE PRED,416
4350662,"HIV-1, REV TRANSCRIPTASE&PROTEASE REGION",416
4350663,INFEC AGT PHENOTYPE ANAL BY NUCLEIC ACID,416
4350664,EACH ADDITIONAL DRUG TESTED 1,416
4350665,EACH ADDITIONAL DRUG TESTED 2,416
4350666,EACH ADDITIONAL DRUG TESTED 3,416
4350667,EACH ADDITIONAL DRUG TESTED 4,416
4350668,EACH ADDITIONAL DRUG TESTED 5,416
4350669,EACH ADDITIONAL DRUG TESTED 6,416
4350670,EACH ADDITIONAL DRUG TESTED 7,416
4350671,EACH ADDITIONAL DRUG TESTED 8,416
4350672,EACH ADDITIONAL DRUG TESTED 9,416
4350673,EACH ADDITIONAL DRUG TESTED 10,416
4350674,EACH ADDITIONAL DRUG TESTED 11,416
4350675,"LIPOPROT, HI RES FRACT&QUANT W/SUBCLAS",125
4350676,TRIGLYCERIDES,125
4350677,CONCENTRATION FOR INFECTIOUS AGENT,104
4350678,SPECIAL STAIN FOR INCLUS BODIES/PARASITE,104
4350679,"IMMUNOFIXATION ELECTROPHORESIS, SERUM",318
4350680,"IMMUNOFIXATION ELECTROPHORESIS, URINE",318
4350681,LIPID PANEL,89
4350682,"LIPOPROTEIN,QUANT PARTICLES&SUBCLASSES",89
4350683,"EXTRACT NUCLEAR ANTIGEN, ANTIBODY, EA1",84
4350684,"EXTRACT NUCLEAR ANTIGEN,ANTIBODY, EA 2",84
4350685,"EXTRACT NUCLEAR ANTIGEN,ANTIBODY, EA 3",84
4350686,"EXTRACT NUCLEAR ANTIGEN,ANTIBODY, EA 4",84
4350687,"EXTRACT NUCLEAR ANTIGEN,ANTIBODY,EACH5",84
4350688,"EXTRT NUCLEAR ANTIGEN,ANTIBODY, EACH 6",84
4350689,"EXTRACT NUCLEAR ANTIGEN,ANTIBODY, EA 7",84
4350690,HISTOPLASMA 1,130
4350691,HISTOPLASMA 2,130
4350692,"VIRUS, NOT ELSEWHERE SPECIFIED 1",193
4350693,"VIRUS, NOT ELSEWHERE SPECIFIED 2",193
4350694,"BACTERIUM, NOT ELSEWHERE SPECIFIED 1",16
4350695,"BACTERIUM, NOT ELSEWHERE SPECIFIED 2",16
4350696,"BACTERIUM, NOT ELSEWHERE SPECIFIED 3",16
4350697,"BACTERIUM, NOT ELSEWHERE SPECIFIED 4",16
4350698,"BACTERIUM, NOT ELSEWHERE SPECIFIED 5",16
4350699,"BACTERIUM, NOT ELSEWHERE SPECIFIED 6",16
4350700,"BACTERIUM, NOT ELSEWHERE SPECIFIED 7",16
4350701,"BACTERIUM, NOT ELSEWHERE SPECIFIED 8",16
4350702,"BACTERIUM, NOT ELSEWHERE SPECIFIED 9",16
4350703,"BACTERIUM, NOT ELSEWHERE SPECIFIED 10",16
4350704,"BACTERIUM, NOT ELSEWHERE SPECIFIED 11",16
4350705,"BACTERIUM, NOT ELSEWHERE SPECIFIED 12",16
4350706,"BACTERIUM, NOT ELSEWHERE SPECIFIED 13",16
4350707,"BACTERIUM, NOT ELSEWHERE SPECIFIED 14",16
4350708,COXIELLA BURNETTII 1,146
4350709,COXIELLA BURNETII 2,146
4350710,COXIELLA BURNETII 3,146
4350711,COXIELLA BURNETII 4,146
4350712,BORDETELLA 1,276
4350713,BORDETELLA 2,276
