Proc Code Description,Modifier,Price
RPR NONUNION/MALUNION RADIUS/ULNA W/O AUTOGRAFT,,"$19,755.00 "
RPR PRIMARY OPEN/PRQ RUPTURED ACHILLES W/GRAFT,,"$22,195.50 "
RPR RECRT INCAL/VNT HERNIA REDUCIBLE,,"$15,886.50 "
RPR RECRT INGUINAL HERNIA ANY AGE REDUCIBLE,,"$12,169.50 "
RPR TDN FLXR FOOT 1/2 W/O FREE GRAFG EACH TENDON,,"$10,365.00 "
RPR TDN/MUSC XTNSR F/ARM&/WRST SEC FR GRF EA TDN,,"$10,365.00 "
RPR TUN/NON-TUN CTR VAD CATH W/O SUBQ PORT/PMP,,"$2,908.50 "
RPR UMBILICAL HERNIA AGE 5 YRS/> INCARCERATED,,"$10,830.00 "
RPR UMBILICAL HRNA 5 YRS/> REDUCIBLE,,"$7,581.00 "
RPR/ADVMNT FLXR TDN N/Z/2 W/O FR GRAFT EA TENDON,,"$10,365.00 "
RPR/ADVMNT FLXR TDN ZONE 2 W/O FR GRFT EA TENDON,,"$10,365.00 "
RPSG PREV IMPLTED CAR VEN SYS L VENTR ELTRD,,"$8,931.00 "
RPSG PREV IMPLTED PM/DFB R ATR/R VENTR ELECTRODE,,"$8,931.00 "
RPSG PREVIOUSLY PLACED CVC UNDER FLUOR GDNCE,,"$2,908.50 "
RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I,,"$8,931.00 "
RUNX1 GENE ANALYSIS TARGETED SEQUENCE ANALYSIS,,"$3,954.00 "
RUSSELL VIPER VENOM TIME DILUTED,,$174.00 
RUSSELL VIPER VENON TIME UNDILUTED,,$157.50 
RX SP-GENRATJ AUGMNT&COMUNICAJ DEV 1ST HR,,$775.50 
RX SP-GENRATJ AUGMNT&COMUNICAJ DEV EA 30 MIN,,$324.00 
RX/PHYSICAL EEG ACTIVAJ PHYS/QHP ATTENDANCE,TC,"$3,535.50 "
SALINE INFUS SONOHYSTEROGRAPHY W/COLOR DOPPLER,TC,"$1,267.50 "
SALIVARY GLAND IMAGING SERIAL IMAGES,TC,"$1,870.50 "
SC STD ANTMCRB AGT MACROBROTH DIL METH EA AGT,,$120.00 
SCLEROTHERAPY FLUID COLLECTION PRQ W/IMG GID,,"$3,831.00 "
SCREENING MAMMOGRAPHY BI 2-VIEW BREAST INC CAD,TC,$630.00 
SCROTOPLASTY COMPLICATED,,"$14,809.50 "
SEC PRQ TRLUML THRMBC N-CORONARY N-INTRACRANIAL,,"$5,146.50 "
SECONDARY CLOSURE SURG WOUND/DEHSN EXTSV/COMPLIC,,"$6,069.00 "
SEDIMENTATION RATE RBC AUTOMATED,,$64.50 
SEDIMENTATION RATE RBC NON-AUTOMATED,,$66.00 
SELECT PICTURE AUDIOMETRY,,$183.00 
SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES,,$181.50 
SEMEN ALYS PRESENCE&/MOTILITY SPRM HUHNER,,$147.00 
SEMEN ANALYSIS SPERM PRESENCE&/MOTILITY SPRM,,$198.00 
SEMEN ANALYSIS VOLUME COUNT MOTILITY DIFFERENT,,$198.00 
SENSORINEURAL ACUITY LEVEL,,$183.00 
SENSORMOTOR XM W/MLT MEAS OCULAR DEVIJ W/I&R SPX,TC,$243.00 
SENSORY INTEGRATIVE TECHNIQUES EACH 15 MINUTES,,$238.50 
SEPTOPLASTY/SUBMUCOUS RESECJ W/WO CARTILAGE GRF,,"$9,612.00 "
SERPINA1 GENE ANALYSIS COMMON VARIANTS,,$538.50 
SERUM BACTERICIDAL TITER,,$192.00 
SERUM SCREENING % REACTIVE ANTIBODY QUICK METH,,$489.00 
SERUM SCREENING % REACTIVE ANTIBODY STANDRD METH,,$555.00 
SESAMOIDECTOMY FIRST TOE SPX,,"$10,365.00 "
SGMDSC FLX DIRED SBMCSL NJX ANY SBST,,"$2,838.00 "
SGMDSC FLX RMVL TUM POLYP/OTH LES SNARE TQ,,"$3,730.50 "
SGMDSC FLX W/DCMPRN W/PLMT DCMPRN TUBE,,"$3,730.50 "
SHEATH ABOVE KNEE,,$129.00 
SHORT INCREMENT SENSITIVITY INDEX,,$183.00 
SHORT-LATENCY SOMATOSENS EP STD LWR LIMBS,TC,"$1,200.00 "
SHORT-LATENCY SOMATOSENS EP STD TRNK/HEAD,TC,"$1,080.00 "
SHORT-LATENCY SOMATOSENS EP STD UPR & LOW LIMB,TC,"$3,535.50 "
SHORT-LATENCY SOMATOSENS EP STD UPR LIMBS,TC,"$1,200.00 "
SHOULDER ORTHOSIS ACROMIO/CLAVICULAR PREFAB,,$818.00 
SHOULDER ORTHOSIS FIG 8 ABDUCT RESTRAINER PREFAB,,$375.00 
SHUNTOGRAM INDWELLING NONVASCULAR SHUNT RS&I,TC,$633.00 
SIALOGRAPHY RS&I,TC,"$1,267.50 "
SICKLING RBC REDUCTION,,$100.50 
SIGMOIDOSCOPY FLX ABLATION TUMOR POLYP/OTH LES,,"$12,037.50 "
SIGMOIDOSCOPY FLX CONTROL BLEEDING,,"$3,730.50 "
SIGMOIDOSCOPY FLX DX W/COLLJ SPEC BR/WA IF PFRMD,,"$1,960.50 "
SIGMOIDOSCOPY FLX PLACEMENT OF ENDOSCOPIC STENT,,"$16,750.50 "
SIGMOIDOSCOPY FLX TNDSC BALO DILAT,,"$3,730.50 "
SIGMOIDOSCOPY FLX W/BIOPSY SINGLE/MULTIPLE,,"$2,838.00 "
SIGMOIDOSCOPY FLX W/RMVL FOREIGN BODY,,"$3,730.50 "
SIGMOIDOSCOPY FLX W/RMVL TUMOR BY HOT BX FORCEPS,,"$2,838.00 "
SIGNAL AVERAGED ELECTROCARDIOGRAPHY W/WO ECG,TC,$487.50 
SIMPLE CYSTOMETROGRAM,TC,"$1,285.50 "
SIMPLE REPAIR F/E/E/N/L/M >30.0 CM,,$651.00 
SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM,,$736.50 
SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,,$537.00 
SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,,$585.00 
SIMPLE REPAIR F/E/E/N/L/M 20.1CM-30.0 CM,,"$1,243.50 "
SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,,$651.00 
SIMPLE REPAIR F/E/E/N/L/M 7.6CM-12.5 CM,,$651.00 
SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK >30.0CM,,$787.50 
SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,,$510.00 
SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,,$678.00 
SIMPLE UROFLOMETRY,TC,$850.50 
SINGLE NERVE BLOCK INJECTION ARM NERVE,,"$2,716.50 "
SINUSOIDAL VERTICAL AXIS ROTATIONAL TESTING,TC,$756.00 
SINUSOT MAX ANTRT RAD W/RMVL ANTROCH POLYPS,,"$17,560.50 "
SKIN TEST CANDIDA,,$385.50 
SKIN TEST COCCIDIOIDOMYCOSIS,,$742.50 
SKIN TEST HISTOPLASMOSIS,,$742.50 
SKIN TEST TUBERCULOSIS INTRADERMAL,,$120.00 
SKIN TEST UNLISTED ANTIGEN EACH,,variable pricing
SLCO1B1 GENE ANALYSIS COMMON VARIANTS,,"$2,097.00 "
SLCTV CATH 1STORD W/WO ART PUNCT/FLUOR/S&I BIL,,"$9,031.50 "
SLCTV CATH 1STORD W/WO ART PUNCT/FLUORO/S&I UN,,"$9,031.50 "
SLCTV CATH CAROTID/INNOM ART ANGIO INTRCRANL ART,,"$15,000.00 "
SLCTV CATH CAROTID/INNOM ART ANGIO XTRCRANL ART,,"$9,031.50 "
SLCTV CATH INTRCRNL BRNCH ANGIO INTRL CAROT/VERT,,"$4,926.00 "
SLCTV CATH INTRNL CAROTID ART ANGIO INTRCRNL ART,,"$15,000.00 "
SLCTV CATH PLMT SEGMENTAL/SUBSEGMENTAL PULM ART,,"$3,328.50 "
SLCTV CATH PLMT VEN SYS 1ST ORDER BRANCH,,$781.00 
SLCTV CATH PLMT VEN SYS 2ND ORDER/> SLCTV BRANC,,$807.00 
SLCTV CATH SUBCLAVIAN ART ANGIO VERTEBRAL ARTERY,,"$9,031.50 "
SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY,,"$15,013.50 "
SLCTV CATH XTRNL CAROTID ANGIO XTRNL CAROTD CIRC,,$570.00 
SLCTV CATHETER PLMT LEFT/RIGHT PULMONARY ARTERY,,$705.00 
SLCTV CATHJ 1ST 2ND ORD THRC/BRCH/CPHLC BRNCH,,"$1,269.00 "
SLCTV CATHJ 2ND ORDER ABDL PEL/LXTR ART BRNCH,,"$2,178.00 "
SLCTV CATHJ 3RD+ ORD SLCTV ABDL PEL/LXTR BRNCH,,"$7,500.00 "
SLCTV CATHJ 3RD+ ORD SLCTV THRC/BRCH/CPHLC BRNCH,,"$7,348.50 "
SLCTV CATHJ EA 1ST ORD ABDL PEL/LXTR ART BRNCH,,"$3,519.00 "
SLCTV CATHJ EA 1ST ORD THRC/BRCH/CPHLC BRNCH,,$997.50 
SLCTV CATHJ EA 2ND+ ORD ABDL PEL/LXTR ART BRNCH,,$406.50 
SLEEP STD REC VNTJ RESPIR ECG/HRT RATE&O2 ATTN,TC,"$3,535.50 "
SLING OPERATION STRESS INCONTINENCE,,"$10,092.00 "
SLINGS,,$39.00 
SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,TC,"$1,080.00 "
SLP STDY UNATND W/MIN HRT RATE/O2 SAT/RESP ANAL,TC,$463.50 
SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,,$603.00 
SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,,"$1,243.50 "
SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,,"$1,312.50 "
SMR PRIM SRC CPLX SPEC STAIN OVA&PARASITS,,$423.00 
SMR PRIM SRC FLUORESCENT&/AFS BCT FNGI PARASIT,,$127.50 
SMR PRIM SRC GRAM/GIEMSA STAIN BCT FUNGI/CELL,,$102.00 
SMR PRIM SRC SPEC STAIN BODIES/PARASITS,,$123.00 
SMR PRIM SRC WET MOUNT NFCT AGT,,$66.00 
SODIUM SERUM PLASMA OR WHOLE BLOOD,,$64.50 
SPCL STN 2 I&R EXCPT MICROORG/ENZYME/IMCYT,TC,$357.00 
SPEC DOSIM ONLY PRESCRIBED TREATING PHYS,TC,$600.00 
SPEC MEDICAL RADJ PHYSICS CONSLTJ,,$780.00 
SPEC TELETHX PORT PLN PARTS HEMIBDY TOT BDY,TC,"$1,590.00 "
SPECIAL STAIN GROUP 1 MICROORGANISMS I&R,TC,$478.50 
SPECIAL STAIN I&R GROUP III ENZYME CONSITUENTS,TC,"$4,633.50 "
SPECIAL STAIN I&R HISTOCHEMICAL W/FROZEN TISSU,TC,$855.00 
SPECIAL TREATMENT PROCEDURE,TC,"$3,280.50 "
SPECIFIC GRAVITY EXCEPT URINE,,$48.00 
SPECTROPHOTOMETRY ANALYT NOT ELSEWHERE SPECIFIED,,$132.00 
SPEECH AUDIOMETRY THRESHOLD,,$183.00 
SPEECH AUDIOMETRY THRESHOLD SPEECH RECOGNIJ,,$183.00 
SPHINCTEROTOMY ANAL DIVISION SPHINCTER SPX,,"$9,214.50 "
SPINAL PUNCTURE LUMBAR DIAGNOSTIC,,"$1,650.00 "
SPINAL PUNCTURE THER DRAIN CEREBROSPINAL FLUID,,"$1,918.50 "
SPLEEN IMAGING ONLY W/WO VASCULAR FLOW,TC,"$1,870.50 "
SPLENOPORTOGRAPY RS&I,TC,"$3,141.00 "
SPLIT AGRFT F/S/N/H/F/G/M/D GT 1ST 100 CM/</1 %,,"$9,475.50 "
SPLIT AGRFT F/S/N/H/F/G/M/D GT EA 100 CM/EA 1 %,,"$1,894.50 "
SPLIT AGRFT T/A/L 1ST 100 CM/&/1% BDY INFT/CHLD,,"$6,069.00 "
SPLIT AGRFT T/A/L EA 100 CM/EA 1% BDY INFT/CHLD,,"$1,626.00 "
SPLITTING BLOOD/BLOOD PRODUCTS EACH UNIT,,"$1,413.00 "
SPMTRY W/VC EXPIRATORY FLO W/WO MXML VOL VNTJ,TC,$600.00 
SPONTANEOUS NYSTAGMUS TEST,TC,$616.85 
SPRM ISOL CPLX PREP INSEMINATION/DX SEMEN ALYS,,$540.00 
SPRM ISOL SMPL PREP INSEMINATION/DX SEMEN ALYS,,$540.00 
SPUTUM OBTAINING SPEC AEROSOL INDUCED TX SPX,,"$1,413.00 "
STAB PHLEBT VARICOSE VEINS 1 XTR > 20 INCS,,"$10,035.00 "
STAB PHLEBT VARICOSE VEINS 1 XTR 10-20 STAB INCS,,"$10,035.00 "
STAGGERED SPONDAIC WORD,,$756.00 
STANDARDIZED COGNITIVE PERFORMANCE TESTING,,$822.00 
STAPEDECTOMY/STAPEDOTOMY,,"$17,560.50 "
STEM CELLS TOTAL COUNT,,$621.00 
STENGER TEST PURE TONE,,$183.00 
STENGER TEST SPEECH,,"$2,609.66 "
STENT PLMT CENTRAL DIAYLSIS SEG PFRMD DIAL CIR,,"$10,507.50 "
STEREOTACTIC BODY RADIATION DELIVERY,,"$10,951.50 "
STIMULUS EVOKED RESPONSE,TC,$778.50 
STRAPPING ANKLE &/FOOT,,$532.50 
STRAPPING HAND/FINGER,,$120.00 
STRAPPING KNEE,,$232.50 
STRAPPING SHOULDER,,$232.50 
STRAPPING THORAX,,$532.50 
STRAPPING TOES,,$232.50 
STRAPPING UNNA BOOT,,$532.50 
STREPTOKINASE ANTIBODY,,$181.50 
SUB GRFT F/S/N/H/F/G/M/D <100SQ CM 1ST 25 SQ CM,,"$3,781.50 "
SUB GRFT F/S/N/H/F/G/M/D<100SQ CM EA ADDL25SQ CM,,"$1,080.00 "
SUBCUTANEOUS INFUSION EACH ADDITIONAL HOUR,,$295.50 
SUBCUTANEOUS INFUSION INITIAL 1 HR W/PUMP SET-UP,,$600.00 
SUBMUCOUS RESCJ INFERIOR TURBINATE PRTL/COMPL,,"$6,468.00 "
SUBQ INFUSION ADDITIONAL PUMP INFUSION SITE,,$451.50 
SUGARS CHROMATOGRAPHIC TLC/PAPER CHROMATOGRAPHY,,$370.50 
SUGARS MONO DI&OLIGOS 1 QUALITATAIVE EACH SPEC,,$103.50 
SUGARS MONO DI&OLIGOS 1 QUANTITATIVE EACH SPEC,,$217.50 
SUGARS MONO DI&OLIGOS MLT QUALITATIVE EACH SPE,,$103.50 
SUGARS MONO DI&OLIGOS MLT QUANTITATIVE EA SPEC,,$189.00 
SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I,,"$15,013.50 "
SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I,,"$9,031.50 "
SURFACE APPLIC LOW DOSE RATE RADIONUCLIDE SOURCE,TC,$583.50 
SURG TX ANAL FISTULA INTERSPHINCTERIC,,"$9,214.50 "
SURG TX ANAL FISTULA SUBQ,,"$9,214.50 "
SUSCEPTBILTY STDY ANTIMICRBIAL AGNT AGAR DILUTJ,,$43.50 
SUSCEPTIBILITY STUDY ANTIMICROBIAL DISK METHOD,,$142.50 
SUSCEPTIBILITY STUDY ANTIMICROBIAL ENZYME DETCJ,,$43.50 
SUSCEPTIBLTY STDY ANTIMICRBIAL MICRO/AGAR DILUTJ,,$202.50 
SUSCEPTIBLTY STDY ANTMCRB MICRO/AGAR DILUTJ EA,,$187.50 
SUSCEPTIBLTY STDY ANTMCRB MYCOBACT PROPORJ MTHD,,$102.00 
SUTURE 1 NERVE HAND/FOOT COMMON SENSORY NERVE,,"$17,649.00 "
SUTURE DIGITAL NERVE HAND/FOOT 1 NERVE,,"$17,649.00 "
SUTURE/REPAIR TESTICULAR INJURY,,"$6,991.50 "
SWALLOWING FUNCJ W/CINERADIOGRAPY/VIDRADIOG,TC,$823.50 
SWEAT COLLECTION IONTOPHORESIS,,$540.00 
SYNOVECTOMY CARPOMETACARPAL JOINT,,"$9,225.00 "
SYNTHETIC SENTENCE IDENTIFICATION TEST,,$183.00 
SYPHILIS TEST NON-TREPONEMAL ANTIBODY QUAL,,$91.50 
SYPHILIS TEST QUANTITATIVE,,$72.00 
T CELLS ABSOLUTE CD4 COUNT,,$298.50 
T CELLS ABSOLUTE CD4&CD8 COUNT RATIO,,$774.00 
T CELLS TOTAL COUNT,,$621.00 
TB ANTIGEN RESPONSE GAMMA INTERFERON T-CELL SUSP,,"$1,233.00 "
TB CELL MEDIATED ANTIGN RESPNSE GAMMA INTERFERON,,"$1,321.50 "
TCAT IV STENT CRV CRTD ART EMBOLIC PROTECJ,,"$4,641.00 "
TCAT PERMANENT OCCLUSION/EMBOLIZATION PRQ CNS,,"$5,289.00 "
TCAT PERMANT OCCLUSION/EMBOLIZATION PRQ NON-CNS,,"$36,895.50 "
TCAT PLACEMENT RADJ DLVR DEV SBSQ C IV BRACHYTX,,$745.50 
TCAT PLMT IV STENT ICRA W/BALO ANGIOP IF PFRMD,,"$6,763.50 "
TCATH STENT PLACEMT ANTEGRADE CAROTID/INNOMINATE,,"$3,765.00 "
TCATH STENT PLACEMT RETROGRAD CAROTID/INNOMINATE,,"$4,989.00 "
TELETHX ISODOSE PLN CPLX W/BASIC DOSIMETRY,TC,"$1,113.00 "
TELETHX ISODOSE PLN SMPL W/DOSIMETRY CALCULATION,TC,"$1,590.00 "
TEMPORARY TRANSCUTANEOUS PACING,,"$4,092.00 "
TENDON SHEATH INCISION,,"$3,868.50 "
TENODESIS BICEPS TENDON ELBOW SEPARATE PROCEDURE,,"$22,195.50 "
TENODESIS DISTAL JOINT EACH,,"$10,365.00 "
TENOTOMY ADDUCTOR HIP PERCUTANEOUS SPX,,"$10,365.00 "
TESTICULAR IMAGING WITH VASCULAR FLOW,TC,"$1,870.50 "
THER PROPH/DX NJX EA SEQL IV PUSH SBST/DRUG FAC,,$88.50 
THER PROPH/DX NJX IV PUSH SINGLE/1ST SBST/DRUG,,$450.00 
THER PX 1/> AREAS EA 15 MIN GAIT TRAINJ W/STAIR,,$187.50 
THER PX 1/> AREAS EACH 15 MIN AQUA THER W/XERSS,,$252.00 
THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCA,,$196.50 
THER PX 1/> AREAS EACH 15 MINUTES MASSAGE,,$214.50 
THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,TC,"$2,151.00 "
THER RAD SIMULAJ-AIDED FIELD SETTING INTERMED,TC,"$2,067.00 "
THER RAD SIMULAJ-AIDED FIELD SETTING SIMPLE,TC,"$1,245.00 "
THER SP-GENRATJ DEV PRGRMG&MODIFICAJ,,$900.00 
THERAPEUT ACTVITY DIRECT PT CONTACT EACH 15 MIN,,$189.00 
THERAPEUTIC APHERESIS PLASMA PHERESIS,,"$5,250.00 "
THERAPEUTIC APHERESIS PLATELETS,,"$1,507.50 "
THERAPEUTIC APHERESIS WHITE BLOOD CELLS,,"$4,671.00 "
THERAPEUTIC ENEMA RDCTJ INTUSSUSCEPTION/OBSTRCJ,TC,$942.00 
THERAPEUTIC INJECTION IV PUSH EACH NEW DRUG,,$262.50 
THERAPEUTIC IVNTJ W/FOCUS ON COGNITIVE FUNCTION,,$738.00 
THERAPEUTIC PROCEDURES GROUP 2/> INDIVIDUALS,,$181.50 
THERAPEUTIC PROPHYLACTIC/DX INJECTION SUBQ/IM,,$450.00 
THERAPEUTIC PROPHYLACTIC/DX NJX INTRA-ARTERIAL,,$450.00 
THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES,,$220.50 
THORACENTESIS NEEDLE/CATH PLEURA W/IMAGING,,"$2,721.00 "
THORACENTESIS NEEDLE/CATH PLEURA W/O IMAGING,,"$2,908.50 "
THROMBIN TIME PLASMA,,$127.50 
THROMBIN TIME TITER,,$112.50 
THROMBOLYSIS ART/VENOUS INFSN W/IMAGE SUBSQ TX,,"$2,587.50 "
THROMBOLYSIS ARTERIAL INFUSION ICRA RS&I INIT TX,,"$14,847.00 "
THROMBOLYSIS CEREBRAL IV INFUSION,,"$3,450.00 "
THROMBOLYSIS CORONARY INTRAVENOUS INFUSION,,"$2,115.00 "
THROMBOLYSIS VENOUS INFUSION W/IMAGING INIT TX,,"$8,931.00 "
THROMBOMODULIN,,$171.00 
THROMBOPLASTIN INHIBITION TISSUE,,$174.00 
THROMBOPLASTIN TIME PARTIAL PLASMA/WHOLE BLOOD,,$142.50 
THROMBOPLASTIN TIME PRTL SUBSTIT PLASMA FRCTJ EA,,$117.00 
THROMBOXANE METABOLITE W/WO THROMBOXANE URINE,,$276.00 
THYROGLOBULIN ANTIBODY,,$342.00 
THYROID CARCINOMA METASTASES IMG WHOLE BODY,TC,"$2,572.50 "
THYROID HORM UPTK/THYROID HORMONE BINDING RATIO,,$123.00 
THYROID IMAGING WITH VASCULAR FLOW,TC,"$1,870.50 "
THYROID STIMULATING IMMUNE GLOBULINS TSI,,$586.50 
THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASUREMENT,TC,"$1,870.50 "
THYROID UPTAKE W/BLOOD FLOW SNGLE/MULT QUAN MEAS,TC,"$1,870.50 "
THYROIDECTOMY TOTAL/COMPLETE,,"$15,886.50 "
THYROIDECTOMY TOTAL/SUBTOTAL LMTD NECK DISSECT,,"$15,628.50 "
THYROTROPIN RELEASING HORMONE STMLJ PANEL 1 HR,,$829.50 
THYROTROPIN RELEASING HORMONE STMLJ PANEL 2 HR,,"$1,107.00 "
TISS CUL NEO DISORDERS BONE MARROW BLOOD CELLS,,"$1,533.00 "
TISS CUL NON-NEO DISORDERS AMNIOTIC/CHORNC CELLS,,"$2,424.00 "
TISS CUL NON-NEO DISORDERS LYMPHOCYTE,,"$1,917.00 "
TISS CUL NON-NEO DISORDERS SKN/OTH SOLID TISS BX,,"$2,316.00 "
TISS KOH SLIDE SAMPS SKN/HR/NLS FNGI/ECTOPARASIT,,$54.00 
TISSUE GRAFTS OTHER,,"$10,647.00 "
TMPP MASTOIDECTOMY W/O OSSICULAR CHAIN RECNSTJ,,"$17,560.50 "
TMPP MASTOIDECTOMY W/OSSICULAR CHAIN RECNSTJ,,"$17,560.50 "
TONE DECAY TEST,,$183.00 
TONSILLECTOMY & ADENOIDECTOMY <AGE 12,,"$17,560.50 "
TONSILLECTOMY & ADENOIDECTOMY AGE 12/>,,"$9,240.00 "
TONSILLECTOMY PRIMARY/SECONDARY <AGE 12,,"$17,560.50 "
TONSILLECTOMY PRIMARY/SECONDARY AGE 12/>,,"$8,223.00 "
TOTAL THYROID LOBEC UNI W/CONTRALAT STOT LOBEC,,"$15,886.50 "
TOTAL THYROID LOBECTOMY UNI W/WO ISTHMUSECTOMY,,"$15,886.50 "
TOXIN/ANTITOXIN ASSAY TISSUE CULTURE,,$357.00 
TPMT GENE ANALAYSIS COMMON VARIANTS,,"$2,097.00 "
TRACHEOBRNCHSC THRU EST TRACHS INC,,"$1,674.00 "
TRACHEOSTOMA REVJ SMPL W/O FLAP ROTATION,,"$9,240.00 "
TRACHEOSTOMY EMERGENCY CRICOTHYROID MEMBRANE,,"$1,674.00 "
TRACHEOSTOMY EMERGENCY PROCEDURE TRANSTRACHEAL,,"$3,928.50 "
TRACHEOTOMY TUBE CHANGE PRIOR TO FISTULA TRACT,,$753.00 
TRANSCATHETER BIOPSY,,"$14,847.00 "
TRANSCERV FALLOPIAN TUBE CATH W/WO HYSTOSALPING,,"$8,865.00 "
TRANSCRANIAL DOPPLER INTRACRAN ART VASOREAC STDY,TC,"$1,920.00 "
TRANSCRANIAL DOPPLER STDY INTRACRANIAL ART COMPL,TC,"$2,112.00 "
TRANSCRANIAL DOPPLER STDY INTRACRANIAL ART LMTD,TC,"$1,054.50 "
TRANSFERASE ALANINE AMINO ALT SGPT,,$82.50 
TRANSFERASE ASPARTATE AMINO AST SGOT,,$76.50 
TRANSFUSION BLOOD/BLOOD COMPONENTS,,"$1,800.00 "
TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL,TC,$225.00 
TRANSURETHRAL RESECTION BLADDER NECK,,"$10,807.50 "
TRAUMA RESPONSE TEAM ASSOC W/HOSP CC SERVICE,,"$4,950.00 "
TRB@ REARRANGEMENT ANAL AMPLIFICATION METHOD,,"$2,578.50 "
TRB@ REARRANGEMENT ANAL DIRECT PROBE METHODOLOGY,,$612.00 
TREATMENT CLOSED ELBOW DISLOCATION REQ ANES,,"$5,175.00 "
TREATMENT CLOSED ELBOW DISLOCATION W/O ANES,,"$1,324.50 "
TRG@ GENE REARRANGEMENT ANALYSIS,,"$2,487.00 "
TRIIODOTHYRONINE T3 REVERSE,,$298.50 
TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART,,"$18,255.00 "
TRLML BALO ANGIOP OPEN/PERQ IMG S&I EA ADDL ART,,"$3,328.50 "
TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I 1ST VEIN,,"$18,255.00 "
TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I ADDL VEIN,,"$2,430.00 "
TRLUML BALO ANGIOP CTR DIALYSIS SEG W/IMG S&I,,"$2,550.00 "
TRURL ELECTROSURG RESCJ PROSTATE BLEED COMPLETE,,"$15,958.50 "
TRURL RESCJ RESIDUAL/REGROWTH OBSTR PRSTATE TISS,,"$13,180.50 "
TRYPSIN FECES QUANTITATIVE 24-HR COLLECTION,,$124.50 
TSTG ANS FUNCJ PARASYMP&SYMP W/5 MIN PASIVE TILT,TC,"$1,080.00 "
TTE CMPL SPEC DOPPLER & COLOR FLOW DOPPLER ECHO,,"$4,300.50 "
TTE FLW W/CNTRST R-T 2D INCL M-MODE REC FU/LTD,,"$3,988.50 "
TTE FLW W/CNTRST R-T DOC 2D INCL M-MODE REC CMPL,,"$4,300.50 "
TTE W/CNTRST INCL M-MODE REC REST & CV ST W/I&R,,"$4,300.50 "
TUBE THORACOSTOMY INCLUDES WATER SEAL,,"$2,908.50 "
TX ANAL FSTL TRANS/SUPRA/XTRASPHNCTRC INCL SETON,,"$9,214.50 "
TX DEVICES DESIGN & CONSTRUCTION COMPLEX,TC,"$2,067.00 "
TX DEVICES DESIGN & CONSTRUCTION INTERMEDIATE,TC,$780.00 
TX DEVICES DESIGN & CONSTRUCTION SIMPLE,TC,$600.00 
TX INCOMPLETE ABORTION ANY TRIMESTER SURGICAL,,"$8,865.00 "
TX MISSED ABORTION FIRST TRIMESTER SURGICAL,,"$8,865.00 "
TX SPEECH LANG VOICE COMMJ &/AUDITORY PROC IND,,$525.00 
TX SPEECH LANGUAGE VOICE COMMJ AUDITRY 2/>INDIV,,$187.50 
TX SPON HIP DISLC ABDCT SPLNT/TRCJ W/MANJ ANES,,"$5,175.00 "
TX SPONTAN HIP DISLC ABDCT SPLNT/TRCJ W/O ANES,,$967.50 
TX SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE,,"$1,926.00 "
TX SUPERFICIAL WOUND DEHISCENCE W/PACKING,,"$1,243.50 "
TX SWALLOWING DYSFUNCTION&/ORAL FUNCJ FEEDING,,$459.00 
TX TARSAL BONE FX XCP TALUS&CALCN W/MANJ,,"$6,075.00 "
TYMPANOLYSIS TRANSCANAL,,"$9,240.00 "
TYMPANOMETRY,,$67.50 
TYMPANOPLASTY W/O MASTOIDEC 1ST/REVJ PROSTH TORP,,"$17,560.50 "
TYMPANOPLASTY W/O MASTOIDECT W/O OSSICLE RECNSTJ,,"$17,560.50 "
TYMPANOSTOMY GENERAL ANESTHESIA,,"$4,414.50 "
TYMPANOSTOMY LOCAL/TOPICAL ANESTHESIA,,"$1,317.00 "
TYMPNOPLSTY W/O MSTDC 1ST/REVJ W/OSICLE RECNSTJ,,"$17,560.50 "
