Service Description,CPT/HCPCS Code,Charge
THERAPEUTIC PROCEDURE >=1 AREAS EA 15 MIN MASSAGE,97124,111.00
THERAPEUTIC PROCEDURE >=1 AREAS EA 15 MIN NEUROMUSCULAR REEDUCATION,97112,191.00
THERAPEUTIC PROCEDURE >=1 AREAS EA 15 MIN THERAPEUTIC EXERCISES,97110,170.00
THERAPEUTIC PROCEDURE(S) GROUP,97150,142.00
THERAPEUTIC PROCEDURES TO IMPROVE RESPIRATORY FUNCTION/15 MINUTES,G0238,99.00
THERAPEUTIC RADIOLOGY PORT IMAGE(S),77417,279.00
THERAPEUTIC RADIOLOGY SIMULATION-AIDED FIELD SETTING COMPLEX,77290,2341.00
THERAPEUTIC RADIOLOGY SIMULATION-AIDED FIELD SETTING INTERMEDIATE,77285,897.00
THERAPEUTIC RADIOLOGY SIMULATION-AIDED FIELD SETTING; SIMPLE,77280,1102.00
THERAPEUTIC RADIOLOGY TREATMENT PLANNING COMPLEX,77263,1022.00
THERAPEUTIC SVCS USE SPEECH-GENERATING DEV W/PROGRAMMING/MODIFICATION,92609,332.00
THERAPEUTIC/PROPHYLACTIC/DIAGNOSTIC INJECT EA AD SEQUENTIAL IV PUSH SAME,96376,263.00
THERAPEUTIC/PROPHYLACTIC/DIAGNOSTIC INJECTION INTRA-ARTERIAL,96373,213.00
THERAPEUTIC/PROPHYLACTIC/DIAGNOSTIC INJECTION SUBCUTANEOUS/INTRAMUSCULAR,96372,215.00
THORACENTESIS ASPIRATION OF PLEURAL SPACE WITH IMAGING,32555,1039.00
THORACENTESIS ASPIRATION THE PLEURAL SPACE W/O IMAGING,32554,1863.00
THORACOTOMY W CONTROL OF TRAUMATIC HEMORRHAGE AND/OR REPAIR LUNG TEAR,32110,3527.00
THORACOTOMY WITH CARDIAC MASSAGE,32160,3790.00
THORACOTOMY WITH EXPLORATION,32100,15759.00
THROMBECTOMY FISTULA ARTERIOVENOUS W/O REVISION OPEN,36831,14097.00
THROMBECTOMY VEIN INCISION ABDOMINAL/FEMPOP,34451,5775.00
THROMBELASTOGRAPH (TEG),85348,28.00
THROMBIN CLOTTING TIME,85670,107.00
THROMBIN TIME TITER,85675,52.00
THROMBOLYSIS CEREBRAL IV INFUSION,37195,1651.00
THROMBOLYSIS CORONARY BY INTRACORONARY INFUSION W/SELECTIVE CORONARY ANG,92975,2972.00
THROMBOLYSIS CORONARY BY INTRAVENOUS INFUSION,92977,1153.00
THROMBOMODULIN,85337,79.00
THROMBOPLASTIN INHIBITION TISSUE,85705,52.00
THYROID STIMULATING HORMONE,84443,196.00
THYROTROPIN RELEASING HORMONE (TRH) STIMULATION 1 HOUR,80438,416.00
THYROTROPIN RELEASING HORMONE (TRH) STIMULATION 2 HOUR,80439,554.00
THYROXINE REQUIRING ELUTION NEONATAL,84437,53.00
TIAGABINE THERAPUTIC DRUG ANALYSIS,80199,179.00
TICAGRELOR 90 MG TABLET,,13.64
TISSUE CULTURE AMNIOTIC,88235,931.00
TISSUE CULTURE LYMPHOCYTE,88230,661.00
TISSUE CULTURE NEOPLASTIC DISORDERS,88237,952.00
TISSUE CULTURE SKIN,88233,1047.00
TISSUE CULTURE SOLID TUMOR,88239,734.00
TISSUE EXAM KOH SKIN HAIR NAIL,87220,74.00
TISSUE I ADDITIONAL,88341,428.00
TOBRAMYCIN THERAPUTIC DRUG ANALYSIS,80200,142.00
TOBRAMYCIN-PEAK,80200,142.00
TOBRAMYCIN-RANDOM,80200,142.00
TOBRAMYCIN-TROUGH,80200,142.00
TONE DECAY TEST,92563,185.00
TOPIRAMATE THERAPUTIC DRUG ANALYSIS,80201,221.00
TOXOPLASMA ANTIBODY,86777,195.00
TOXOPLASMA ANTIBODY IGM,86778,185.00
TRABECULOPLASTY BY LASER SURGERY,65855,4486.00
TRACHEOBRONCHOSCOPY THROUGH ESTABLISHED TRACHEOSTOMY INCISION,31615,2242.00
TRACHEOSTOMA REVISION SIMPLE WITHOUT FLAP ROTATION,31613,7065.00
TRACHEOSTOMY EMERGENCY PROCEDURE CRICOTHYROID MEMBRANE,31605,2443.00
TRACHEOSTOMY PLANNED,31600,2723.00
TRACHEOTOMY TUBE CHANGE PRIOR TO ESTABLISHMENT OF FISULA TRACT,31502,729.00
TRAMADOL DEFINITIVE ASSAY,80373,259.00
TRANSABDOMINAL AMNIOINFUSION INCLUDING ULTRASOUND GUIDANCE,59070,608.00
TRANSCATH PERM OCCL/EMBOL PERCUT NON CENTRAL NERVOUS SYSTEM HEAD OR NECK,61626,15158.00
TRANSCATH PERM OCCLUSION/EMBOLIZATION PERCUT CENTRAL NERVOUS SYSTEM,61624,5478.00
TRANSCATH PLACE EXTRACRANIAL VERTEBRAL ARTERY STENT(S) S&I EA ADD VESSEL,0076T,10016.00
TRANSCATH PLACE EXTRACRANIAL VERTEBRAL ARTERY STENT(S) S&I INIT VESSEL,0075T,9515.00
TRANSCATH PLACE RAD DELIVERY DEVE SUBSQ CORONARY INTRAVASC BRACHYTHERAPY,92974,8708.00
TRANSCATH REMOVAL PERMANENT LEADLESS PACEMAKER VENTRICULAR,0388T,11706.00
TRANSCATHETER BIOPSY,37200,4913.00
TRANSCATHETER BIOPSY RADIOLOGICAL S&I,75970,2410.00
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT W/ANGIOPLASTY EA ADDL ARTERY,37237,10879.00
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT W/ANGIOPLASTY EACH ADDL VEIN,37239,3702.00
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT W/ANGIOPLASTY INITIAL ARTERY,37236,24189.00
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT W/ANGIOPLASTY INITIAL VEIN,37238,22800.00
TRANSCATHETER PLACEMENT STENT CAROTID ARTERY W/EMBOLIC PROTECTION S&I,37215,6689.00
TRANSCATHETER PLACEMENT STENT CAROTID ARTERY W/O EMBOLIC PROTECTION S&I,37216,5870.00
TRANSCATHETER THERAPY ART/VEN INFUSION THROMB NON-CRNY W/REMVL SUBSQ DAY,37214,9089.00
TRANSCATHETER THERAPY ART/VEN INFUSION THROMBOLYSIS NON-CORONAY SBSQ DAY,37213,9089.00
TRANSCATHETER THERAPY ARTERIAL INFUSION THROMBOLYSIS INITIAL,37211,8244.00
TRANSCATHETER THERAPY EMBOLIZATION ANY METHOD RAD S&I,75894,3219.00
TRANSCATHETER THERAPY VENOUS INFUSION THROMBOLYSIS INITIAL,37212,4073.00
TRANSCERVICAL CATHETERIZATION OF FALLOPIAN TUBE RADIOLOGICAL S&I,74742,112.00
TRANSCORTIN (CORTISOL BINDING GLOBULIN),84449,162.00
TRANSCRANIAL DOPPLER INTRACRANIAL ARTERIES EMBOLI DETECT W/O BUBBLE INJ,93892,471.00
TRANSCRANIAL DOPPLER INTRACRANIAL ARTERIES EMBOLI DETECT WITH BUBBLE INJ,93893,813.00
TRANSCUTANEOUS CARBOXYHEMOGLOBIN,88740,28.00
TRANSCUTANEOUS METHEMOGLOBIN,88741,28.00
TRANSECTION OR AVULSION OF LINGUAL NERVE,64740,5279.00
TRANSFERRIN,84466,102.00
TRANSFUSION BLOOD OR BLOOD COMPONENTS,36430,1235.00
TRANSLMNL BALLOON ANGIOPL CENTRAL DIALYSIS SEG THRU DIALYSIS CIRCUIT,36907,9079.00
TRANSLMNL BALLOON ANGIOPL WITHIN SAME ARTERY 1ST ARTERY,37246,6928.00
TRANSLMNL BALLOON ANGIOPL WITHIN SAME ARTERY EA ADD ARTERY,37247,6928.00
TRANSLMNL BALLOON ANGIOPL WITHIN SAME VEIN 1ST VEIN,37248,1770.00
TRANSLMNL BALLOON ANGIOPL WITHIN SAME VEIN EA ADD VEIN,37249,1770.00
TRANSLUMINAL DILATION AQUEOUS OUTFLOW CANAL W/O RETENTION DEVICE/STENT,66174,11475.00
TRANSLUMINAL DILATION AQUEOUS OUTFLOW CANAL W/RETENTION OF DEVICE/STENT,66175,8526.00
TRANSLUMINAL PERIPHERAL ARTHERECTOMY ABDOMINAL AORTA,0236T,36441.00
TRANSLUMINAL PERIPHERAL ATHERECTOMY BRACHIOCEPHALIC,0237T,36441.00
TRANSLUMINAL PERIPHERAL ATHERECTOMY W/S&I ILIAC ARTERY EACH VESSEL,0238T,21674.00
TRANSLUMINAL PERIPHERAL ATHERECTOMY W/S&I RENAL ARTERY,0234T,39452.00
TRANSPLANT PREPARATION HARVEST STEM CELL CONCENTRATE,38214,2070.00
TRANSPLANT PREPARATION VOLUME DEPLETE OF HARVEST,38212,1132.00
TRANSTELEPHONIC RHYTHM STRIP EVAL 1/2/MULT LD PACER SYST <90 DAYS,93293,174.00
TRANSTHORACIC ECHOCARDIOGRAPHY CONGENITAL CARDIAC ANOMALIES COMPLETE W/CONTRAST,93303,962.00
TRANSTHORACIC ECHOCARDIOGRAPHY CONGENITAL CARDIAC ANOMALIES COMPLETE W/O CONTRAST,93303,962.00
TRANSTHORACIC ECHOCARDIOGRAPHY CONGENITL CARD ANOMALIES FOLLOW/LTD STUDY W/CONTRAST,93304,768.00
TRANSTHORACIC ECHOCARDIOGRAPHY CONGENITL CARD ANOMALIES FOLLOW/LTD STUDY W/O CONTRAST,93304,768.00
TRANSURETHRAL DESTRUCTION PROSTATE TISSUE BY MICROWAVE THERMOTHERAPY,53850,12803.00
TRANSURETHRAL RADIOF FEMALE URN INCONTINENCE,53860,6696.00
TRANSURETHRAL RESECTION RESIDUAL/REGROWTH OBSTRUCT PROSTATE TISS COMPLT,52630,12602.00
TRAUMA ACTIVATION LEVEL 1 WO PRE-NOTIFICATION,,210.00
TRAUMA RESPONSE TEAM ASSOCIATED WITH HOSPITAL CRITICAL CARE SERVICE LVL1,G0390,1158.00
TRAVEL FEE PER TRIP,P9604,28.00
"TRB (T CELL ANTIGEN RECEPTOR, BETA) GENE REARNG AMPLIFY METH",81340,889.00
TREAT SPEECH LANG VOICE COMMUNICATION AUDTRY PROC DISORDER GROUP,92508,182.00
TREATMENT DEVICES DESIGN AND CONSTRUCTION COMPLEX,77334,2166.00
TREATMENT DEVICES DESIGN AND CONSTRUCTION INTERMEDIATE,77333,758.00
TREATMENT DEVICES DESIGN AND CONSTRUCTION SIMPLE,77332,599.00
TREATMENT EXTENSIVE/PROGRESSIVE RETINOPATHY PHOTOCOAGULATION,67228,1951.00
TREATMENT INCOMPLETE ABORTION ANY TRIMESTER COMPLETED SURGICALLY,59812,2616.00
TREATMENT OF CLOSED ELBOW DISLOCATION REQUIRING ANESTHESIA,24605,3159.00
TREATMENT OF CLOSED ELBOW DISLOCATION WITHOUT ANESTHESIA,24600,704.00
TREATMENT OF MISSED ABORTION COMPLETED SURGICALLY FIRST TRIMESTER,59820,3167.00
TREATMENT OF TARSAL BNE FRACTURE W/O MANIPULATION EACH,28450,535.00
TREATMENT SPEECH LANGUAGE VOICE COMMUNICATN AUD PROC DISORDR INDIVID,92507,292.00
TREATMENT SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE,12020,544.00
TREATMENT SUPERFICIAL WOUND DEHISCENCE WITH PACKING,12021,536.00
TREATMENT SWALLOW DYSFUNCTION AND/OR ORAL FUNCTION FOR FEEDING,92526,306.00
TREPONEMA PALLIDUM,86780,145.00
TREPONEMA PALLIDUM ANTIGEN IMMUNOFLUORESCENT,87285,99.00
"TRG(T CELL ANTIGEN RECEPTOR, GAMMA)GENE REARNG DETECT ADNORML CLONAL POP",81342,874.00
TRICHINELLA ANTIBODY,86784,289.00
TRICHOMONAS VAGINALIS AMPLIFIED,87661,380.00
"TRICYCLICS, DRUG SCREEN",80307,180.00
TRIGLYCERIDES,84478,124.00
TRIMMING OF DYSTROPHIC NAILS ANY NUMBER,G0127,163.00
TRIMMING OF NONDYSTROPHIC NAILS ANY NUMBER,11719,143.00
TROPONIN QUALITATIVE,84512,63.00
TROPONIN QUANTITATIVE,84484,228.00
TRYPSIN DUODENAL FLUID,84485,62.00
TRYPSIN FECES QUANTITATIVE 24-HOUR COLLECTION,84490,58.00
"TUBE OR NEEDLE CATHETER JEJUNOSTOMY ENTERAL ALIMENTATION, INTRAOPERATIVE",44015,1150.00
TUBE THORACOSTOMY INCLUDES CONNECTION TO DRAINAGE SYSTEM OPEN,32551,1400.00
TUBERCULOSIS ANTIGEN RESPONSE GAMMA ENUMERATION,86481,554.00
TUMOR ANTIGEN OTHER QUANTITATIVE EA SERUM,86316,297.00
TUMOR IMMUNOHISTOCHEMISTRY P/SPEC EA ANTIBODY STAIN COMPUTER-ASSIST TECH,88361,510.00
TUMOR IMMUNOHISTOCHEMISTRY P/SPEC EA ANTIBODY STAIN MANUAL,88360,361.00
TYMPANIC MEMBRANE REPAIR WITH OR WITHOUT SITE PREP/PERF CLOS W/WO PATCH,69610,6832.00
TYMPANOMETRY,92567,273.00
TYMPANOMETRY AND REFLEX THRESHOLD MEASUREMENTS,92550,421.00
TYMPANOSTOMY LOCAL OR TOPICAL ANESTHESIA,69433,1317.00
TYROSINE,84510,86.00
ULTRASOUND ELASTOGRAPHY FIRST TARGET LESION,76982,824.00
ULTRASOUND ELASTOGRAPHY PARENCHYMA,76981,310.00
UNLISTED PROC MOLECULAR PATH,81479,425.00
UNLISTED PROCEDURE CHEMISTRY,84999,143.00
UNSPECIFIED DIAGNOSTIC PROCEDURE BY REPORT,D0999,327.00
UPGRADE IMPLANT PACEMAKER SYST CONVER 1 CHAMBER SYSTEM TO 2 CHAMBER SYST,33214,17864.00
UREA NITROGEN BLOOD (BUN),84520,100.00
UREA NITROGEN CLEARANCE,84545,54.00
UREA NITROGEN SEMIQUANTITATIVE,84525,31.00
UREA NITROGEN URINE,84540,77.00
URIC ACID,84550,86.00
URINALYSIS GLASS TEST,81020,31.00
URINALYSIS MICROSCOPIC ONLY,81015,31.00
URINALYSIS QL OR SEMIQN NON IMMUNO,81005,18.00
URINALYSIS W MICROSCOPY AUTO,81001,136.00
URINALYSIS W MICROSCOPY NONAUTO,81000,61.00
URINALYSIS W/O MICROSCOPY AUTO,81003,76.00
URINALYSIS W/O MICROSCOPY NONAUTO,81002,80.00
"URINALYSIS, AUTO",81003,76.00
"URINALYSIS, AUTO POCT",81003,76.00
URINE CULTURE QT,87088,119.00
URINE VOLUME MEASURE,81050,24.00
UROBILINOGEN FECES QUANTITATIVE,84577,103.00
UROBILINOGEN SEMIQUANTITATIVE,84583,42.00
UROBILINOGEN URINE,84578,27.00
US ABDOMEN COMPLETE,76700,1313.00
US ABDOMEN LIMITED,76705,828.00
US ABDOMEN WITH CONTRAST,C9744,939.00
US ABDOMINAL AORTA REAL TIME WITH IMAGE DOCUMENTATION SCREENING AAA,76706,448.00
US BONE DENSITY PERIPHERAL,76977,620.00
US BREAST UNILATERAL COMPLETE,76641,691.00
US BREAST UNILATERAL LIMITED,76642,680.00
US CHEST,76604,547.00
US DOPP ECHO FETAL COMPLETE,76827,969.00
US DOPP ECHO FETAL FOLLOW/REPEAT STUDY,76828,227.00
US DOPP FETAL CEREBRAL ARTERY,76821,789.00
US DOPP FETAL UMBILICAL ARTERY,76820,702.00
US ELASTOGRAPHY,0346T,313.00
US ENCEPHALOGRAM REAL TIME WITH IMAGE DOCUMENTATION,76506,679.00
US ENDOMYOCARDIAL BIOPSY S&I,76932,237.00
US FETAL BIOPHYSICAL W/NON-STRESS TESTING,76818,707.00
US FETAL BIOPHYSICAL W/O NON-STRESS TESTING,76819,836.00
US FETAL CVS ECHO 2D/M-MODE,76825,1394.00
US FETAL CVS ECHO 2D/M-MODE FU,76826,773.00
US FOLLOWUP,76970,398.00
US GUIDANCE ASPIRATION OVA IMAGING S&I,76948,740.00
US GUIDANCE VASCULAR ACCESS,76937,580.00
US GUIDE LOCALIZATION TARGET VOLUME FOR DELIVERY OF RADIATION TREATMENT,77387,445.00
US GUIDED AMNIOCENTESIS S&I,76946,580.00
US GUIDED CHORIONIC VILLUS SAMPLING S&I,76945,744.00
US GUIDED COMPRESSION PSEUDOANEURYSM,76936,1543.00
US GUIDED CORDOCENTESIS/NTRAUTERINE FETAL TRANSFUSION S&I,76941,585.00
US GUIDED INTERSTITIAL THERAPY,76965,852.00
US GUIDED NEEDLE PLACEMENT S&I,76942,1178.00
US GUIDED PERICARDIOCENTESIS S&I,76930,242.00
US GUIDED TISSUE PARENCHYMAL ABLATION,76940,1217.00
US HEAD/NECK SOFT TISSUE,76536,874.00
US HIPS INFANT DYNAMIC,76885,339.00
US HIPS INFANT STATIC LIMITED,76886,339.00
US INTRAOPERATIVE,76998,1011.00
US JOINT COMPLETE REAL-TIME W/IMAGE DOCUMENTATION,76881,835.00
US JOINT OR NON VASCULAR EXTREMITY LIMITED,76882,1068.00
US KIDNEY TRANSPLANT W DUPLEX DOPPLER,76776,511.00
US OPHTHALMIC BIOMETRY US ECHOGRAPY A-SCAN,76516,331.00
US OPHTHALMIC BMTRY US ECHOGRAPY A-SCAN INTRAOCULAR LENS POWER CALCULAT,76519,509.00
US OPHTHALMIC ULTRASOUND DIAGNOSTIC QUAN A-SCAN ONLY,76511,509.00
US OPHTHALMIC US DIAGNOSTIC B-SCAN & QUAN A-SCAN SAME PT ENCOUNTER,76510,744.00
US OPHTHALMIC US DIAGNOSTIC B-SCAN IMMERSION METHOD,76513,553.00
US OPHTHALMIC US DIAGNOSTIC CORNEAL PACHYMETRY UNI/BI,76514,145.00
US OPTHALMIC B-SCAN,76512,509.00
US PELVIS NON-OBSTETRIC COMPLETE,76856,999.00
US PELVIS NON-OBSTETRIC LIMITED/FOLLOW-UP,76857,904.00
US PREGNANCY TRANSVAGINAL,76817,970.00
US PREGNANT UTERUS < 14 WKS EA ADDITIONAL GESTATION,76802,818.00
US PREGNANT UTERUS < 14 WKS SINGLE/1ST GESTATION,76801,1012.00
US PREGNANT UTERUS <14 WKS NUCHAL MEASURMENT SINGLE/1ST GESTATION,76813,835.00
US PREGNANT UTERUS >=14 WKS EA ADDL GESTATION,76810,1238.00
US PREGNANT UTERUS >=14 WKS SINGLE/1ST GESTATION,76805,1049.00
US PREGNANT UTERUS DETAILED ADDL GESTATION,76812,824.00
US PREGNANT UTERUS DETAILED SINGLE/1ST GESTATION,76811,1176.00
US PREGNANT UTERUS FOLLOW-UP PER FETUS,76816,786.00
US PREGNANT UTERUS LIMITED >=1 FETUS,76815,462.00
US PREGNANT UTERUS NUCHAL MEAS ADDL GESTATION,76814,332.00
US RETROPERITONEAL COMPLETE,76770,758.00
US RETROPERITONEAL LIMITED,76775,996.00
US SCROTUM AND CONTENTS,76870,878.00
US SONOHYSTEROGRAPHY W OR W/O COLOR FLOW,76831,1192.00
US SPINAL CANAL AND CONTENTS,76800,650.00
US TRANSRECTAL,76872,1031.00
US TRANSRECTAL PROSTATE VOLUME,76873,612.00
US TRANSVAGINAL,76830,767.00
US VESSEL MAP HEMODIALYSIS ACCESS,G0365,792.00
USE OF VERTICAL ELECTRODES,92547,24.00
VAGINAL DELIVERY HIGH RISK LEVEL 2,,6288.00
VAGINAL DELIVERY LEVEL 1,,3144.00
VAGINAL DELIVERY ONLY,59409,5421.00
VALPROIC ACID FREE THERAPUTIC DRUG ANALYSIS,80165,109.00
VALPROIC ACID TOTAL THERAPUTIC DRUG ANALYSIS,80164,220.00
VALSARTAN 80 MG-HYDROCHLOROTHIAZIDE 12.5 MG TABLET,,1.75
VANCOMYCIN RESISTANCE NUCLEIC ACID PROBE AMPLIFIED,87500,289.00
VANCOMYCIN THERAPUTIC DRUG ANALYSIS,80202,163.00
VANILLYMANDELIC ACID (VMA) URINE,84585,214.00
VANOMYCIN-RANDOM,80202,167.00
VANOMYCIN-TROUGH,80202,161.00
VAPORIZATION PROSTATE LASER COMPLETE,52648,8691.00
VARICELLA VIRUS VACCINE (VAR) LIVE FOR SUBCUTANEOUS USE,90716,367.00
VARICELLA ZOSTER ANTIBODY,86787,133.00
VARICELLA ZOSTER ANTIGEN IMMUNOFLUORESCENT,87290,313.00
VASCULAR EMBOLIZATION OCCLUSION ARTERIAL OTHER THAN HEMMORRHAGE/TUMOR,37242,22232.00
VASCULAR EMBOLIZATION OCCLUSION ARTVEN HEMORRHAGE LYMHATIC EXTRAVASTION,37244,23901.00
VASCULAR EMBOLIZATION OCCLUSION FOR TUMORS ORGAN ISCHEMIA INFARCTION,37243,29034.00
VASCULAR EMBOLIZATION OCCLUSION VENOUS OTHER THAN HEMORRHAGE,37241,22052.00
VASECTOMY UNILATERAL/BILATERAL W/POSTOPERATIVE SEMEN EXAMINATION(S),55250,4608.00
VASOACTIVE INTESTINAL PEPTIDE,84586,433.00
VENIPUNCTURE,36415,31.00
VENIPUNCTURE < 3 YEARS NECESSITATING MD/QHP SKILL OTHER VEIN,36406,76.00
VENIPUNCTURE < 3 YEARS NECESSITATING MD/QHP SKILL SCALP VEIN,36405,84.00
VENIPUNCTURE < AGE 3 FEMORAL/JUGULAR VEIN,36400,205.00
VENIPUNCTURE >=3 YEARS NECESSITATING MD/QHP SKILL DIAGNOSTIC OR THERAPTC,36410,150.00
VENIPUNCTURE CUTDOWN YOUNGER THAN AGE 1 YEAR,36420,119.00
VENOGRAPHY ADRENAL BILATERAL SELECTIVE RAD S&I,75842,11416.00
VENOGRAPHY ADRENAL UNILATERAL SELECTIVE RAD S&I,75840,11416.00
VENOGRAPHY CAVAL INFERIOR WITH SERIALOGRAPHY RAD S&I,75825,5727.00
VENOGRAPHY CAVAL SUPERIOR WITH SERIALOGRAPHY RAD S&I,75827,2017.00
VENOGRAPHY EPIDURAL RADIOLOGICAL S&I,75872,3682.00
VENOGRAPHY ORBITAL RADIOLOGICAL S&I,75880,3682.00
VENOGRAPHY RENAL BILATERAL SELECTIVE RAD S&I,75833,5835.00
VENOGRAPHY RENAL UNILATERAL SELECTIVE RAD S&I,75831,5105.00
VENOGRAPHY SUPERIOR SAGITTAL SINUS RAD S&I,75870,3682.00
VENOGRAPHY VENOUS SINUS/JUGULAR CATHETER RAD S&I,75860,3217.00
VENOUS CATHETERIZATION FOR SELECTIVE ORGAN BLOOD SAMPLING,36500,1591.00
VENOUS SAMPLING THRU CATH W/WO ANGIOGRAPHY RAD S&I,75893,5316.00
VENTILATION ASSIST/MANAGE INITIATE HOSP INPATIENT/OBSERVATION 1ST DAY,94002,808.00
VENTILATION ASSIST/MANAGE INITIATE HOSP INPATIENT/OBSERVATION SUBSQ DAY,94003,795.00
VENTRICULOCISTERNOSTOMY,62180,7873.00
VERTEBROPLASTY PERCUTANEOUS 1 VERTEBRAL BODY INJECTION LUMBOSACRAL EA AD,22512,4736.00
VERTEBROPLASTY PERCUTANEOUS CERVIOTHORACIC W/GUIDANCE,22510,5594.00
VESTIBULOPLASTY POSTERIOR BILATERAL,40843,16750.00
VIPER VENOM PROTHROMBIN TIME,85612,73.00
VIRUS ANTIBODY NOT SPECIFIED,86790,222.00
VISUAL EVOKED POTENTIAL TESTING CENTRAL NERVOUS SYSTEM CHECKERBRD/FLASH,95930,1131.00
VISUAL FIELD EXAM UNILAT/BILAT W/INTERP & REPORT EXTENDED,92083,131.00
VISUAL FIELD EXAM UNILAT/BILAT W/INTERP & REPORT INTERMEDIATE,92082,249.00
VISUAL FIELD EXAM UNILAT/BILAT W/INTERP & REPORT LIMITED,92081,249.00
VISUAL REINFORCEMENT AUDIOMETRY,92579,536.00
VITAL CAPACITY TOTAL,94150,139.00
VITAMIN B-12,82607,206.00
VITAMIN D 25 HYDROXYL,82306,395.00
"VITAMIN D,25-HYDROXY (CALCIFEDIOL",82306,395.00
VITAMIN K,84597,330.00
VITAMIN NOT OTHERWISE SPECIFIED,84591,321.00
VITRECTOMY MECHANICAL PARS PLANA APPROACH W/ENDOLASR PANRETINL PHOTOCOAG,67040,10612.00
VKORC1 (VIT K EPOXIDE REDUCTASE COMPLEX SUBUNIT 1) GENE ANALS COMMON VAR,81355,215.00
VOICE FUNCTIONAL LIMIT CURRENT STATUS AT THERAPY,G9171,0.01
VOICE FUNCTIONAL LIMIT DISCHARGE STATUS AT DISCHARGE,G9173,0.01
VOICE FUNCTIONAL LIMIT PROJ GOAL STATUS AT THERAPY/DISCHARGE,G9172,0.01
VOIDING PRESSURE STUDIES INTRA-ABDOMINAL,51797,706.00
VOLATILES GC QUANTITATIVE,84600,153.00
WBC AUTOMATED,85048,118.00
WEDGE EXCISION OF SKIN OF NAIL FOLD,11765,344.00
WEDGING OF CAST,29740,613.00
WEST NILE VIRUS ANTIBODY,86789,184.00
WEST NILE VIRUS IGM ANTIBODY,86788,184.00
WHEELCHAIR MANAGEMENT EACH 15 MINUTES,97542,103.00
WHOLE BLOOD,P9010,553.00
WHOLE BLOOD LEUKOCYTES REDUCED IRRADIATED EA,P9056,836.00
WINDOWING OF CAST,29730,313.00
WORK HARDENING/CONDITIONING EACH ADDITIONAL HOUR,97546,216.00
WORK HARDENING/CONDITIONING INITIAL 2 HOURS,97545,527.00
XR ABDOMEN 1 VIEW,74018,349.00
XR ABDOMEN AP/DECUBITUS/ERECT/CHEST SINGLE VIEW,74022,772.00
XR ACROMIOCLAVICULAR JTS,73050,245.00
XR ANKLE 2 VIEWS,73600,455.00
XR ANKLE MINIMUM 3 VIEWS,73610,317.00
XR ARTHROGRAM ELBOW S&I,73085,922.00
XR ARTHROGRAM HIP S&I,73525,789.00
XR ARTHROGRAM KNEE S&I,73580,809.00
XR ARTHROGRAM SHOULDER S&I,73040,803.00
XR ARTHROGRAM TMJ (TEMPOROMANDIBULAR) S&I,70332,1536.00
XR ARTHROGRAM WRIST S&I,73115,803.00
XR BARIUM CONTRAST ENEMA,74270,730.00
XR BARIUM ENEMA THERAPEUTIC,74283,527.00
XR BARIUM ENEMA W AIR CONTRAST,74280,936.00
XR BARIUM SWALLOW W CINE/VIDEO,74230,987.00
XR BITEWING SINGLE FILM,D0270,2123.00
XR BITEWINGS TWO FILMS,D0272,2123.00
XR BONE AGE STUDIES,77072,433.00
XR BONE LENGTH STUDIES,77073,530.00
XR BONE SURVEY (METS) LIMITED,77074,872.00
XR BONE SURVEY COMPLETE,77075,1151.00
XR BONE SURVEY INFANT,77076,212.00
XR CALCANEUS MINIMUM 2 VIEWS,73650,314.00
XR CEPHALOGRAM ORTHODONTIC,70350,237.00
XR CEPHALOMETRIC FILM,D0340,129.00
XR CERVICAL SPINE 2 OR 3 VIEWS,72040,415.00
XR CERVICAL SPINE 4-5 VIEWS,72050,872.00
XR CERVICAL SPINE 6 OR MORE VIEWS,72052,815.00
XR CHEST 1 VIEW,71045,378.00
XR CHEST 2 VIEWS,71046,424.00
XR CHEST 3 VIEWS,71047,440.00
XR CHEST COMPLETE MINIMUM 4 VIEWS,71048,408.00
XR CHOLANGIOGRAM INTRAOP ADDL S&I,74301,111.00
XR CHOLANGIOGRAM INTRAOP S&I,74300,1379.00
XR CHOLECYSTOGRAM ORAL,74290,612.00
XR CINE/VIDEORADIOGRAPHY,76120,288.00
XR CINE/VIDEORADIOGRPHY ADD ON,76125,288.00
XR CLAVICLE COMPLETE,73000,365.00
XR CONSULTATION,76140,50.00
XR CORPORA CAVERNOSOGRAM S&I,74445,557.00
XR CYSTOGRAM MINIMUM 3 VIEWS S&I,74430,729.00
XR CYSTOURETHROGRAM RETRO S&I,74450,850.00
XR CYSTOURETHROGRAM VOIDING S&I,74455,945.00
XR DACRYOCYSTOGRAPHY NASOLACRIMAL DUCT S&I,70170,775.00
XR ELBOW 2 VIEWS,73070,395.00
XR ELBOW MINIMUM 3 VIEWS,73080,399.00
XR EPIDUROGRAM S&I,72275,1587.00
XR ERCP (ENDOSCOPIC CATHETERIZATION BILIARY DUCTAL) BILIARY ONLY S&I,74328,830.00
XR ERCP (ENDOSCOPIC CATHETERIZATION BILIARY DUCTAL) COMBINED S&I,74330,1391.00
