IDENTIFIER,DESCRIPTION,CATEGORY OF SERVICE,CHARGE AMOUNT,
6051553,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,525.49",
6031175,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,528.66",
6061729,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,528.66",
6048394,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,528.78",
6058556,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,529.76",
6030348,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,531.47",
6045820,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,532.20",
6048692,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,534.76",
6048854,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,537.20",
6049021,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,541.47",
6047589,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,543.42",
6048667,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,545.62",
6068574,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,549.40",
6044390,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,550.01",
6110806,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,551.84",
6055272,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,555.50",
6036127,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,560.14",
6045265,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,561.60",
6045486,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,561.60",
6045487,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,561.60",
6099875,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,563.31",
6062674,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,565.87",
6048071,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,568.43",
6056604,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,570.14",
6056725,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,577.70",
6062228,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,577.70",
6031349,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,579.90",
6056606,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,579.90",
6049152,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,582.34",
6054442,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,582.95",
6049491,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,586.00",
6056157,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,586.00",
6102083,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,586.00",
6118356,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,586.00",
6150541,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,586.00",
6044601,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,594.30",
6045481,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,594.54",
6047981,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,598.20",
6052489,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,598.20",
6044884,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,598.44",
6044884,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,598.44",
6045440,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,601.25",
6103614,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,602.23",
6065990,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,602.71",
6045181,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,607.47",
6098616,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,609.55",
6032566,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,610.40",
6047970,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,610.40",
6040222,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,621.14",
6022040,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,622.51",
6031345,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,622.60",
6051811,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,622.60",
6051812,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,622.60",
6049825,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,624.55",
6062399,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,625.04",
6104986,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,630.29",
6062498,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,634.80",
6103336,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,634.80",
6088905,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,637.97",
6036486,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,640.29",
6062621,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,646.07",
6050303,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.00",
6051795,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.00",
6051796,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.00",
6051957,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.00",
6052502,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.00",
6056981,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.00",
6058658,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.00",
6100104,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.00",
6103537,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,647.24",
6032950,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,650.78",
6048668,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,659.20",
6036736,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,666.52",
6052791,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,667.01",
6045484,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,671.40",
6066471,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,674.82",
6056605,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,677.99",
6118324,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,680.79",
6049648,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,683.60",
6048873,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,695.80",
6049737,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,696.04",
6062842,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,697.39",
6063813,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,701.90",
6036520,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,704.58",
6054717,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,708.00",
6055937,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,708.00",
6055938,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,708.00",
6067757,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,708.00",
6067759,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,708.00",
6070360,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,708.00",
6065623,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,718.98",
6110321,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,722.52",
6045961,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,727.52",
6031538,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,732.40",
6103617,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,738.26",
6052339,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,741.55",
6045442,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,742.16",
6045443,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,742.16",
6068444,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,744.60",
6050229,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,745.21",
6050672,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,745.82",
6036491,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6045251,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6045252,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6045253,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6052365,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6056672,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6056673,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6056674,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6056675,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6103332,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,756.80",
6065585,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,758.26",
6047592,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,765.95",
6045870,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,769.00",
6047982,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,769.00",
6049502,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,769.00",
6054129,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,769.00",
6054878,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,769.00",
6054879,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,769.00",
6055939,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,769.00",
6029585,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,772.90",
6045587,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,774.86",
6029645,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,775.71",
6029645,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,775.71",
6103613,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,775.71",
6048497,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,778.03",
6051340,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,784.01",
6036900,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,788.76",
6048038,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,792.91",
6048039,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,792.91",
6110810,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,793.40",
6110811,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,793.40",
6118696,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,793.40",
6118697,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,793.40",
6118698,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,793.40",
6044968,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,804.38",
6048669,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,805.60",
6053007,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,809.26",
6053472,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,810.48",
6056930,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,817.80",
6062761,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,820.61",
6036427,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,821.70",
6050230,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,825.12",
6050231,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,825.12",
6022328,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6022378,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6036652,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6036653,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6049492,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6050310,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6054470,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6054474,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6054702,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6056396,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6095133,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6115141,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6119507,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,830.00",
6022177,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,831.22",
6045467,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,841.47",
6052245,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,841.47",
6030349,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,845.01",
6030349,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,845.01",
6045410,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,845.86",
6045411,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,845.86",
6045412,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,845.86",
6045490,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,845.86",
6037014,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,850.62",
6055844,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,854.40",
6031266,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,856.23",
6049211,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,856.23",
6113532,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,856.23",
6062630,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,858.61",
6120057,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,862.21",
6031689,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,865.99",
6047360,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,866.60",
6052184,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,866.60",
6052185,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,866.60",
6052186,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,866.60",
6050697,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,866.84",
6104909,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,867.33",
6049195,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,877.58",
6045573,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,878.80",
6045574,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,878.80",
6045359,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,884.41",
6048137,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,884.90",
6062257,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,889.78",
6050970,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,891.00",
6095823,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,891.00",
6058641,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,893.44",
6031715,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,902.14",
6052211,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,902.59",
6045488,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,903.20",
6051755,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,903.20",
6065770,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,903.20",
6056655,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,912.23",
6055264,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,912.96",
6068504,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,914.18",
6037057,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,915.40",
6049810,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,915.40",
6048853,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,921.50",
6048856,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,921.50",
6118487,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,921.50",
6055669,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,924.79",
6053704,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,934.92",
6103673,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,936.75",
6067491,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,940.53",
6022377,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,952.00",
6045047,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,952.00",
6045462,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,952.00",
6047355,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,952.00",
6051309,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,952.00",
6052227,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,952.00",
6054327,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,953.63",
6066473,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,953.95",
6022164,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,957.40",
6040120,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,964.20",
6047552,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,967.86",
6045413,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,970.30",
6053769,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,976.03",
6036701,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,976.28",
6103595,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,976.28",
6033019,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,976.40",
6112935,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,976.40",
6054366,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,979.45",
6056549,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,980.43",
6151731,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,987.50",
6051807,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,988.60",
6108558,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,991.04",
6057257,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,992.75",
6065741,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$1,994.70",
6057061,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$2,001.53",
6113071,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY,Supply/Implant,"$2,002.63",
