CDMCHRG#,CDMDSC,NEWPRICE,STAT
4704730,VERAPAMIL HCL 180 MG TAB SA,5,
4704748,VERAPAMIL HCL 120 MG TAB SA,9,
4704755,PROPAFENONE HCL 150 MG TAB,14,
4704771,PROPAFENONE SR 225 MG CAP,19,
4704789,COLLAGENASE 250 U OINT(GM),1784,
4704862,IBUPROFEN 100MG/5ML SUSP 120ML,35,
4704938,TRAMADOL HCL 50 MG TAB,7,
4704953,REGRANEX 0.01% GEL,7786,
4704979,LEVOFLOXACIN 500 MG TAB,155,
4705018,ESTROGENS CONJ 25MG/5ML INJJG,1616.64,
4705083,ESTROGENS CONJUGATED 0.625 MG,32,
4705091,ESTROGENS CONJUGATED 0.3 MG TA,32,
4705109,ESTROGENS CONJUGATED VAGINAL C,1955.03,
4705125,FLUORESCEIN SOD 1 MG STRIP,4,
4705273,GLIPizidE 10 MG TAB SA,7,
4705281,DOXAZOSIN 2 MG TAB,11,
4705323,FLUCONAZOLE 100 MG TAB,182,
4705349,FLUCONAZOLE/NS 200MG/100ML IVP,150,
4705414,SERTRALINE HCL 50 MG TAB,4,
4705505,ROCURONIUM BR 10 MG/ML VIAL,124.8,
4705521,COSYNTROPIN 0.25 MG VIAL,1023.2,
4705547,HYDROXYUREA 500 MG CAP,11,
4705570,DRONABINOL 2.5 MG CAP,96,
4705588,DRONABINOL 5 MG CAP,99,
4705653,DIGOXIN 0.05 MG/ML ELIXIR,9,
4705661,DIPHENOXYLATE /ATROP ELIXIR,9,
4705703,LIDOCAINE 2% 100ML ORAL VISC,31.65,
4705711,LIDOCAINE 4% TOPICAL SOL 50ML,74,
4705729,LITHIUM CITRATE 300MG/5ML ELX,7,
4705737,LORAZEPAM 2 MG/ML SOL,262.54,
4705752,METHADONE 25MG/2.5ML OR,9,
4705786,PREDnisONE 5MG/5ML ELIXIR,11,
4705802,MORPHINE SULF 20 MG/ML SOL,9,
4705828,SALIVA SUBSTITUTE SOL,39,
4705844,AZATHIOPRINE 50MG TABLET,61,
4705901,HYDROMORPHONE HCL 2 MG TAB,9,
4705919,LEUCOVORIN CALCIUM 5 MG TAB,19,
4705927,LEUCOVORIN CALCIUM 25 MG TAB,110,
4705943,NEVIRAPINE 200 MG TAB,109,
4706115,DEXAMETHASONE 2 MG TAB,6,
4706123,DEXAMETHASONE 0.5 MG TAB,4,
4706156,FERROUS SULF 300 MG/5ML ELX,2,
4706172,FUROSEMIDE 20 MG TAB,4,
4706214,GUAIFENESIN 100 MG/5ML SYRUP,2,
4706271,LIDOCAINE 2% 15ML ORAL VISC,9.01,
4706297,LITHIUM CARB 300 MG CAP,4,
4706313,LOPERAMIDE HCL 2 MG CAP,2,
4706321,METHADONE HCL 5 MG TAB,9,
4706339,METHADONE HCL 10 MG TAB,9,
4706347,METOCLOPRAMIDE 5MG/5ML ELIXIR,8,
4706388,MINERAL OIL,27.83,
4706396,PHENOBARBITAL 20 MG/5ML ELIXIR,9,
4706404,PHENOBARBITAL 32.4 MG TAB,9,
4706412,PHENOBARBITAL 100 MG TAB,9,
4706420,PHENOBARBITAL 60 MG TAB,9,
4706453,PREDNISONE 5 MG TAB,4,
4706461,PREDnisONE10 MG TAB,4,
4706479,PREDnisONE 20 MG TAB,4,
4706487,PREDnisONE1 MG TAB,4,
4706495,PSEUDOEPHEDRINE 30 MG TAB,2,
4706511,SOD POLYSTYRENE SULFONATE 15 G,68,
4706537,WARFARIN 1 MG TAB,15,
4706545,WARFARIN 2 MG TAB,16,
4706552,WARFARIN 5 MG TAB,17,
4706594,WARFARIN 2.5 MG TAB,17,
4706602,WARFARIN 3 MG TAB,17,
4706610,CARBIDOPA/LEVODOPA CR 50/200,13.91,
4706677,TERCONAZOLE 0.4% CRM/APPL,422,
4706693,ECONAZOLE NITRATE 1% CRM(GM),158,
4706719,FLUOROMETHOLONE AC 0.1% EYE  D,898,
4706800,BRINZOLAMIDE 1% EYE DROPS,486,
4706818,PHENYLEPH HCL/CYCLOPENT EYE DR,214,
4706867,TOBRAMYCIN 0.3% OINT(GM),831,
4706875,TOBRAMYCIN 0.3%/DEXAMETH 0.1%,1279,
4706883,TOBRAMYCIN/DEXAMETH EYE OINT(G,1705,
4706891,CIPROFLOXACIN HCL 0.3% EYE  DR,929,
4706917,APRACLONIDINE 0.5% EYE DROPS,1166,
4706925,SOD./POTASSIUM/CAL/MAGNESIUM,69,
4706958,MAALOX SUSP,2,
4707014,NICOTINE 7 MG/24 PATCH,18,
4707022,SCOPOLAMINE 1.5 MG/72h PATCH,287,
4707113,AMLODIPINE 2.5 MG TAB,33.07,
4707121,AMLODIPINE 5 MG TAB,33,
4707204,AZITHROMYCIN 250 MG TAB,145,
4707212,AZITHROMYCIN 100 MG/5ML SUSP,702,
4707220,AZITHROMYCIN 200 MG/5ML SUSP 30 ML,701,
4707246,AZITHROMYCIN 500 MG VIAL,72,
4707279,PHENYTOIN 50 MG TAB CHEW,9,
4707295,ATORVASTATIN CA 20 MG TAB,80,
4707345,PHENYTOIN EXTENDED 100 MG CAP,4,
4707352,PHENYTOIN EXTENDED 30 MG CAP,6,
4707378,QUINAPRIL 5MG TABLET,25,
4707394,QUINAPRIL 10 MG TAB,26,
4707402,QUINAPRIL 20 MG TAB,25,
4707444,NITROGLYCERIN 0.4 MG TAB SL,36,
4707477,GABAPENTIN 100 MG CAP,5,
4707493,GABAPENTIN 300 MG CAP,30,
4707501,GABAPENTIN 400 MG CAP,13,
4707550,PRAMOXINE HCL/CALAMINE LOT,29,
4707576,KETAMINE HCL 50 MG/ML VIAL,57.64,
4707584,KETAMINE HCL 100 MG/ML VIAL,78.64,
4707618,AMMONIUM LACT 12% LOT,144,
4707691,MEPERIDINE HCL 25 MG/ML SYR,43.6,
4707709,MEPERIDINE HCL 50 MG/ML SYR,26,
4707758,MORPHINE SULF 4MG/ML SYR,26,
4707766,MORPHINE SULF 8MG/ML SYR,26,
4707782,MORPHINE SULF 15MG/ML SYR,26,
4707790,MORPHINE SULF 10MG/ML SYR,26,
4707840,HYDROMORPHONE HCL 2 MG/ML SYR,26,
4707857,NALBUPHINE HCL 10 MG/ML AMP,26,
4707881,MARCAINE 0.5% VIAL,26,
4707899,VALPROATE SOD 100 MG VIAL,165.95,
4707923,MORPHINE SULF 2MG/ML SYR,26,
4708111,LIDOCAINE 0.5%/EPI 1:200 000 V,58.64,
4708129,LIDOCAINE 1%/EPI 1:100000 20ML VIAL,36,
4708137,LIDOCAINE 2%/EPI 1:100 000 VIA,40.8,
4708152,CLARITHROMYCIN 250 MG TAB,75,
4708194,ERYTHROMYCIN EES 200MG/5ML SUS,18,
4708228,TERAZOSIN HCL 1 MG CAP,13,
4708244,TERAZOSIN HCL 2 MG CAP,13,
4708269,TERAZOSIN HCL 5 MG CAP,13,
4708301,CHLOROPROCAINE HCL 3% VIAL,79.2,
4708319,LIDOCAINE 0.5% VIAL,102.36,
4708327,LIDOCAINE 1% VIAL,27.71,
4708335,LIDOCAINE-MPF 2% VIAL,32.06,
4708350,LIDOCAINE 1% VIAL,26,
4708418,WATER FOR INJECTION STERILE VI,26.81,
4708434,SOD CL 0.9% VIAL,26,
4708467,DEXTROSE 50%-WATER PFS 50ML,56,
4708491,LIDOCAINE HCL 2% ABBOJECT,29.14,
4708590,SOD BICARB 4.2% PFS 10ML,85.6,
4708608,VALPROATE SOD 250 MG/5ML ELIXI,4,
4708731,DIVALPROEX SOD 125 MG CAP SPRI,14,
4708764,DIVALPROEX SOD 125 MG TAB EC,14,
4708772,DIVALPROEX SOD 250 MG TAB EC,14,
4708780,DIVALPROEX SOD 500 MG TAB EC,26,
4708855,ERYTHROMYCIN BASE 333 MG TAB E,46,
4708913,ERYTHROMYCIN STEARATE 250 MG T,4,
4708921,ERYTHROMYCIN LACTO 500MG INJJG,79.28,
4708939,SOD BICARBONATE 4.2% VIAL 5ML,37.3,
4708954,SUCCINYLCHOLINE 20 MG/ML VIAL,61.04,
4708970,SOD BICARB 8.4% PFS 50ML,60,
4708988,DEXT 50%/W VIAL,26,
4709002,POTASSIUM CL,26,
4709028,NOREPINEPHRINE 1 MG/ML AMP,53.1,
4709051,epiNEPHrine  INJ 1MG,27.38,
4709127,DOPamine/DEX 5% 1.6MG/ML IV 25,100,
4709234,PHYTONADIONE 10 MG/ML AMP,273.38,
4709267,RITONAVIR 100 MG CAP,73,
4709283,FAT EMULSION 20% 100ML ADDITIVE,294.16,
4709366,NITROGLYCERIN 0.4MG 4.9ML SPRAY,1796,
4709382,DESMOPRESSIN AC  INJ JG,185.44,
4709390,DESMOPRESSIN AC  INJ JG,566.4,
4709408,DESMOPRESSIN AC 0.01% NASAL SP,1970,
4709432,DIHYDROERGOTAM1MG/ML 1ML INJJG,598.96,
4709457,METHYLERGONOVINE MAL 0.2 MG/ML,55.04,
4709473,METHYLERGONOVINE MAL 0.2 MG TA,452,
4709622,TEMAZEPAM 7.5 MG CAP,80,
4709648,TERBINAFINE HCL 1% CRM(GM),87,
4709671,OCTREOTIDE AC  0.05MG,43.2,
4709689,OCTREOTIDE AC 0.1MG,76.39,
4709697,OCTREOTIDE AC 0.5MG,746.49,
4709739,CYCLOSPORINE (MODIFIED) 25 MG CAP,15,
4709747,CYCLOSPORINE (MODIFIED) 100 MG CAP,60,
4709788,CALCITONIN 200 UNIT/INH NASAL SPRAY,2885,
4709796,URSODIOL 300 MG CAP,19.91,
4709846,CARBAMAZEPINE 400 MG TAB SA,19,
4709853,CARBAMAZEPINE 100 MG TAB SA,8,
4709929,PAMIDRONATE 30 MG VIAL,259.2,
4709945,VALSARTAN 80 MG,38,
4709952,DIBUCAINE 1% OINT(GM),48,
4710067,LORATADINE 10 MG TAB,2,
4710109,BETAMETHASONE SOLUSPAN 6MG/ML,338.8,
4710133,THEOPHYLLINE ANHYD 300 MG TAB,4,
4710232,CLOTRIMAZOLE/BETAMET DIP CRM(G,237,
4710281,EPTIFIBATIDE 0.75MG/ML-100ML JG,3849,
4710299,EPTIFIBATIDE 2 MG/ML VIAL 10ML JG,1246.4,
4710307,MOMETASONE 50 MCG NASAL SPRAY,1671,
4710315,ISOSORBIDE MONONITRATE 30 MG T,5,
4710331,NITROGLYCERIN 0.2 MG PATCH,16,
4710406,FOSINOPRIL 10 MG TAB,10,
4710489,CHOLESTYRAMINE/SUCR 4GM PKT,41,
4710513,ESTRADIOL 0.01% CRM/APPL 42GM,1673,
4710539,BUSPiroNE HCL 5 MG TAB,7,
4710588,METFORMIN HCL 500 MG TAB,4,
4710596,METFORMIN HCL 850 MG TAB,17,
4710752,NITROGLYCERIN 2% OINT 1GM,21,
4710778,SUCRALFATE 1GM /10ML SUSP,44,
4710794,DILTIAZEM HCL 5 MG/ML VIAL,29.3,
4710828,DILTIAZEM HCL CD 180 MG CAP,5,
4710844,DILTIAZEM HCL CD 240 MG CAP,13,
4710851,CARDIZEM CD 300MG CAP SA,14,
4710877,FLECAINIDE 50 MG TAB,14,
4710927,PRAMOXINE 1%/HYDROCORISONE 1%,336,
4710950,HYDROCORTISONE AC 2.5% CRM(GM),430,
4710968,CHLORHEXIDINE 0.12% RINSE,84,
4711206,PENICILLIN V POT 250MG/5ML SUS,35,
4711248,AMOXICILLIN 250 MG /5ML 150ML SUSP,57,
4711255,AMOXICILLIN 250 MG /5ML SUSP,10.91,
4711263,CEPHALEXIN 125 MG /5ML ORAL SU,4,
4711305,SULFA/TMP 200-40MG/5ML,4,
4711446,CODEINE /APAP 12MG/120MG PER,12,
4711453,PROMETHAZINE/CODEINE SYRUP,9,
4711461,HALOPERIDOL 2MG/ML ORAL CONC,10,
4711578,SARNA ANTI-ITCH LOT,72,
4711594,NITROFURANTOIN BID 100MG,29.99,
4711750,HYDROCORTISONE 1% OINT (GM),56,
4711768,BACITRACIN/POLYMYXIN B SULF PK,2,
4711784,BACITRACIN 500U OPH O,600,
4711792,NEOMY SULF/BACITRAC ZN/POLY/HC,521,
4711818,VITAMINS A AND D OINT(GM),4,
4711842,BETAMETHASONE VAL  0.1% CRM(GM,179,
4711909,NYSTATIN 100 000 UNIT CR,210,
4711917,BETAMETHASONE DIP 0.05% CRM(GM,751.33,
4711958,ZINC OXIDE OINT(GM),27,
4711966,SULFACETAMIDE SOD 10% EYE OINT,65,
4711982,HYDROCORTISONE 2.5% 30GM RECTAL CRM,261.5,
4711990,NYSTATIN/TRIAMCIN CRM(GM),1166.56,
4712014,BACITRACIN ZINC 500 U PACKET,2,
4712022,FLUOCINONIDE 0.05% CRM(GM),365,
4712048,HYDROCORTISONE 2.5% OINT 30GM,34,
4712063,LIDOCAINE HCL 5% OINT(GM),1589,
4712238,INDAPAMIDE 2.5 MG TAB,13,
4712311,BUPRopiON HCL 150 MG TAB SA,42,
4712329,BUPRopiON HCL 75 MG TAB,7,
4712337,BUPRopiON HCL 100 MG TAB,9,
4712352,DIGOXIN IMMUNE FAB 40 MG VIAL,8000,
4712378,DIGOXIN 0.125 MG TAB,16,
4712436,LABETALOL HCL 5 MG/ML VIAL,17.75,
4712444,RANITIDINE HCL 25 MG/ML VIAL,30.37,
4712469,CLOBETASOL PROP 0.05% CRM(GM),220,
4712477,CLOBETASOL PROP 0.05% OINT(GM),640,
4712485,CEFTAZIDIME   INJ 1GM,37.76,
4712501,RANITIDINE 15 MG/ML LIQ,67.52,
4712519,CEFUROXIME 250 MG TAB,36,
4712626,ONDANSETRON HCL 2 MG/ML VIAL,26.49,
4712642,ONDANSETRON HCL 4 MG TAB,195,
4712667,SUMATRIPTAN 6 MG VIAL,811.56,
4712675,FLUTICASONE PROP 50 MCG SPRAY,683,
4712691,SUMATRIPTAN 25 MG TAB,217,
4712725,LAMIVUDINE 150 MG TAB,58,
4712733,LAMIVUDINE 10 MG/1ML SOL,18,
4712766,FLUTICASONE 44 MCG AER W/ADAP,1305,
4712774,FLUTICASONE 110 MCG AER W/ADAP,1747,
4712782,FLUTICASONE 220 MCG AER W/ADAP,2712,
4712790,SUMATRIPTAN 20 MG NASAL SPRAY,457,
4712808,CISATRACURIUM BESYL 10 MG/ML V,2851.2,
4712824,CISATRACURIUM BESYL 2 MG/ML VI,264,
4712832,CEFUROXIME 250 MG /5ML ORAL SU,292,
4712857,ZIDOVUDINE/LAMIVUDINE 300MG/15,125,
4712865,LAMOTRIGINE 25 MG TAB,72,
4712899,VINORELBINE 10 MG/ML VIAL,156,
4712907,ATOVAQUONE 750MG/5ML SUSP,276.37,
4712923,MERCAPTOPURINE 50 MG TAB,17,
4712949,PEDIOTIC EAR SUSP,247,
4712956,VALACYCLOVIR HCL 500 MG TAB,69,
4712980,BUPRopiON HCL 100 MG TAB SA,14,
4713004,ACYCLOVIR 200 MG CAP,11,
4713194,HYDRalazinE HCL 10 MG TAB,4,
4713251,FUROSEMIDE 40 MG TAB,4,
4713319,BENZTROPINE 0.5 MG TAB,4,
4713459,ACETAMINOPHEN 120MG SUPP,2,
4713467,TOLNAFTATE POWDER,30,
4713475,INDOMETHACIN 25 MG CAP,4,
4713491,BENZTROPINE 1 MG TAB,4,
4713517,METHYLDOPA 250 MG TAB,4,
4713558,BISMUTH SUBSAL 262 MG SUSP,35,
4713590,SIMETHICONE 40MG/0.6ML DROPS,11,
4713624,FERROUS SULF 325 MG TAB,2,
4713640,PRENATAL S TAB,4,
4713798,DESONIDE 0.05% CRM(GM),642,
4713806,CAPSAICIN CREAM 0.025% 60GM,132,
4713822,PREPARATION H OINT(GM),65,
4713830,CALAMINE LOT,29,
4713897,ACETAMINOPHEN 325 MG SUPP,2,
4713939,SIMETHICONE 80 MG TAB CHEW,2,
4713988,LIDOCAINE 1%/EPI 1:200 000 VIA,90.1,
4713996,LIDOCAINE 1%/EPI 1:200 000 VIA,26,
4714010,LIDOCAINE 2%/EPI 1:200 000 VIA,123.04,
4714044,LIDOCAINE-MPF 2% VIAL,28.8,
4714051,LIDOCAINE-MPF 2% VIAL,26,
4714085,LIDOCAINE 1% VIAL,32.4,
4714119,LIDOCAINE 2% JELLY,135,
4714127,LIDOCAINE 2% JELLY,8.75,
4714135,LIDOCAINE HCL 2.5% OINT(GM),129,
4714150,MEPIVACAINE HCL 15 MG/ML VIAL,88.48,
4714168,FUROSEMIDE 10 MG/ML,25.83,
4714184,DOPamine HCL 40 MG/ML PFS 10ML,26,
4714192,ATROPINE SULF 0.1 MG/ML PFS 10,38.4,
4714218,CALCIUM CL 10% PFS 10ML,68.43,
4714267,BUPIVACAINE/DEX 0.75% AMP,26,
4714275,BUPIVACAINE/EPI 0.25%/1:200 00,52,
4714283,BUPIVACAINE/EPI 0.5%/1:200 000,116.66,
4714291,SENSORCAINE 0.25% VIAL,26,
4714317,BUPIVACAINE 0.25% VIAL,31.5,
4714325,SENSORCAINE/EPI 0.25%/.0005,74.4,
4714333,BUPIVACAINE 0.5% INJ,38.4,
4714358,SENSORCAINE/EPI 0.5%/0.0005,36,
4714366,BUPIVACAINE 0.5% INJ,28,
4714374,BUPIVACAINE 0.75% VIAL,31.23,
4714382,BUPIVACAINE/EPI 0.75%/1:200 00,89.36,
4714424,FUROSEMIDE 10 MG/ML VIAL,33.89,
4714457,MVI 12 COMBO,139.47,
4714481,NALOXONE HCL 0.4 MG/ML VIAL,397.77,
4714556,LIDOCAINE/PRILOCAINE CRM 5GM,80,
4714564,CALCITONIN INJ 200 U,8000,
4714630,DOBUTamine HCL 12.5 MG/ML VIAL,46.4,
4714689,PYRIDOSTIGMINE BR  60 MG TAB,67,
4714812,PIPERACILLIN/TAZO 2.25GM PREMIX,114.57,
4714820,PIPERACILLIN/TAZO 3.375GM PREMIX,196.55,
4714838,PIPERACILLIN/TAZO 4.5GM PREMIX,255.9,
4714853,CEFAZOLIN  INJ 500MG,27.75,
4714903,LORAZEPAM 2 MG/ML VIAL,26,
4714945,PENICILLIN G POT 5 MILU VIAL,337.44,
4714952,PENICILLIN G POT 20 MILU VIAL,94.08,
4714986,VECURONIUM BR  10 MG VIAL,816,
4715074,PRAZOSIN HCL 5 MG CAP,15,
4715140,ZINC SULF 220 MG CAP,2,
4715165,VITAMIN B COMP W-C CAP,2,
4715181,MULTIVITAMINS W-MINERALS TAB,2,
4715207,BISACODYL 10 MG SUPP,2,
4715215,ACETAMINOPHEN 650 MG SUPP,2,
4715231,SODIUM CHLOR 0.65% NASAL 45ML SOL,17,
4715280,BENZOCAINE 20% (DERMOPLAST) 60 ML,39,
4715322,METRONIDAZ 0.75% 30GM GEL,366,
4715439,LEUPROLIDE 7.5MG DEPOT KITJG,2743.19,
4715462,LISINOPRIL 2.5 MG TAB,6,
4715488,QUETIAPINE 100 MG TAB,5,
4715504,QUETIAPINE 25 MG TAB,38,
4715587,TAMOXIFEN 10 MG TAB,10,
4715595,BICALUTAMIDE 50 MG TAB,149,
4715637,ISOSORBIDE DINIT  20 MG TAB,10,
4715660,RENACIDIN IRRIGATION 30ML SOLN,39,
4715686,FAT EMULSION 20% 100ML,248,
4715736,PROBENECID 500 MG TAB,8,
4715785,ACETazolaMIDE 250 MG TAB,25.09,
4715900,ALLOPURINOL 100 MG TAB,4,
4715926,ALLOPURINOL 300 MG TAB,8,
4715983,PROPRANOLOL HCL 10 MG TAB,4,
4716007,PROPRANOLOL HCL 40 MG TAB,6,
4716049,IBUPROFEN 600 MG TAB,4,
4716148,DOXYCYCLINE HYCLATE 100 MG TAB,43,
4716155,SULFAMETHOX/TMP 800/160MG TAB,4,
4716189,VERAPAMIL HCL 80 MG TAB,5,
4716221,DOXEPIN HCL 10 MG CAP,4,
4716312,MINOXIDIL 2.5 MG TAB,5,
4716338,NEOMY SULF/POLYMYXIN B SULF AM,275.49,
4716346,TRIAMCINOLONE AC PASTE,645,
4716395,BACLOFEN 10 MG TAB,5,
4716437,BACITRACIN 50 000 U  VIAL,93.01,
4716445,POLYVINYL TEAR EYE DROPS,36,
4716569,LEVOBUNOLOL 0.5% EYE DROPS,216,
4716668,PROGESTERONE OIL 50 MG/ML VIAL,287.2,
4716676,DEXAMETHASONE AC 8 MG/ML VIAL,195.6,
4716684,METHOCARBAMOL 100 MG/ML VIAL,418.56,
4716759,TRIAMCINOLONE AC 0.1% CRM(GM),45,
4716767,TRIAMCINOLONE AC 0.5% CRM(GM),83.5,
4716791,NEOMY SULF/POLYMYX B SULF/HC E,25,
4716924,NITROGLYCERIN 0.1 MG PATCH,15,
4716932,ETHYL CL SPRAY,320,
4717021,MAGNESIUM SULF SALT GRANULES,8,
4717047,GLYCERIN LIQ ~100%,8,
4717096,METHYL SALICYLATE NF LIQ,63,
4717153,MAGNESIUM CITRATE 300ML BOTTLE,3,
4717237,PREDnisoLONE 5MG/5ML ELIXIR,22,
4717260,LEVOTHYROXINE SOD 100 MCG TAB,5,
4717278,LEVOTHYROXINE SOD 125 MCG TAB,6,
4717286,LEVOTHYROXINE SOD 150 MCG TAB,4.44,
4717294,LEVOTHYROXINE SOD 175 MCG TAB,7,
4717310,LEVOTHYROXINE SOD 88 MCG TAB,5,
4717328,LEVOTHROID 112MCG TABLET,3.98,
4717336,THYROID 30 MG TAB,4,
4717401,PHYSOSTIGMINE 1 MG/ML AMP,85.28,
4717427,DINOPROSTONE 10 MG VAG SUPP,3235,
4717435,OXYTOCIN 10 U VIAL,26,
4717443,PYRIDOXINE 100 MG/ML VIAL,89.92,
4717492,FUROSEMIDE 10 MG/ML VIAL,26,
4717526,TACROLIMUS 1 MG CAP,42,
4717534,ADENOSINE 3 MG/ML 30ML VIAL,3135.28,
4717542,ADENOSINE 3 MG/ML 2ML VIAL,105.12,
4717567,GENTAMICIN 80MG/2ML IN,26,
4717591,CALCIUM CL 100MG/ML VIAL,25.99,
4717625,DOXYCYCLINE HYCLATE 100 MG VIA,231.92,
4717658,FOLIC ACID 5 MG/ML VIAL,137.87,
4717666,SOD PHOS 3 MM/ML VIAL,251.81,
4717674,VANCOMYCIN 500MG INJ,36.64,
4717682,MINERAL OIL TOPICAL VIAL,104,
4717690,PROTAMINE SULF 10 MG/ML VIAL,86.4,
4717708,PROTAMINE SULF 10 MG/ML VIAL,260,
4717799,MAGNESIUM SULF 50% VIAL,26,
4717856,CLOTRIMAZOLE 1% VAG CRM/APPL,58,
4717872,ACYCLOVIR 200MG/5ML SUSP,12,
4717906,HYDROCORTISONE 1% CRM(GM),49.36,
4717930,MICONAZOLE 2% CRM/APPL,14,
4717989,ACETIC ACID 2% /HYDROCORTISONE,1929,
4718052,LACTULOSE 10GM/15ML 240ML ELIX,151.75,
4718110,MICONAZOLE 100 MG VAG SUPP,93,
4718144,PRAMOXINE/HYDROCORTISONE 2.5%,530,
4718169,BACITRACIN/POLYMYXIN B OINT(GM,87,
4718185,CYANOCOBALAMIN 1000 MCG/ML VIA,37.52,
4718227,IRON DEXTRAN COMPLEX 50 MG/ML JG,301.68,
4718235,METHYLENE BLUE 10MG/ML 1ML VIAL JG,53.76,
4718243,INDIGO CARMINE 0.8% AMP,69.2,
4718268,WATER FOR INJ BACTERIOSTATIC V,10,
4718276,HYDRalazinE HCL 20 MG/ML VIAL,115.2,
4718292,VASOPRESSIN 20 U VIAL,763.25,
4718300,epiNEPHrine  INJ 1MG,61.96,
4718326,DOPamine 40 MG/ML VIAL,26,
4718334,POTASSIUM AC T,26,
4718342,SOD ACET 2 MEQ/ML VIAL,32,
4718359,POTASSIUM CL,26,
4718367,POTASSIUM PHOS 3MMOL/ML 15ML ADDIT,27.85,
4718391,SOD CL 4 MEQ/ML VIAL,26.4,
4718433,CALCIUM GLUC INJ,26,
4718441,PAPAVERINE HCL 30 MG/ML VIAL,112.48,
4718466,MANNITOL 25% VIAL,36,
4718474,GLYCOPYRROLATE 0.2 MG/ML VIAL,130,
4718508,DEXAMETHASONE 4 MG/ML,26,
4718532,SOD THIOSULF 25% VIAL,777.6,
4718557,VERAPAMIL HCL 2.5 MG/ML VIAL,234.71,
4718623,ACETYLCYSTEINE 20%,105,
4718649,AMINOCAPROIC ACID 250 MG/ML VI,26,
4718748,TETRAHYDROZOLINE 0.05% EYE DRO,4,
4718755,ADULT SUPPOSITORY,2,
4718920,FLUOCINOLONE ACET 0.025% CRM(G,273,
4718938,SOD BICARBONATE 650 MG TAB,2,
4719050,SILVER SULFADIAZINE 1% CRM(GM),120,
4719068,LYSINE 500 MG TAB,4,
4719084,LIDOCAINE 2% JELLY,62,
4719308,ASPIRIN 300 MG SUPP,12,
4719324,OPIUM/BELLADONNA ALKALOIDS SUP,268,
4719365,NEUTRA-PHOS PKT,5,
4719456,CLONIDINE HCL 0.1 MG/24 PATCH,432,
4719464,CLONIDINE HCL 0.2 MG/24 PATCH,447,
4719472,CLONIDINE HCL 0.3 MG/24 PATCH,1008,
4719480,TAMSULOSIN HCL 0.4 MG CAP SR,55,
4719514,IPRATROPIUM 0.03% NASAL SPRAY,1092,
4719548,IPRATROPIUM 0.06% NASAL SPRAY,935,
4719621,HYDROCORTISONE 2.5% CRM(GM),68,
4719647,TRIAMCINOLONE AC 0.1% OINT(GM),45,
4719662,DIAZEPAM 5 MG/ML VIAL,106.24,
4719712,GENTAMICIN SULF 10MG/ML,26,
4719720,HEPARIN 5 000 U/ML VIAL,39.92,
4719753,HEPARIN PF 10 U/ML VIAL,26,
4719761,PHENOBARBITAL SOD 65 MG/ML VIA,153.6,
4719795,PROCHLORPERAZINE 5 MG/ML VIAL,177.6,
4719803,PHENYTOIN 50 MG/ML VIAL,26,
4719811,THIAMINE HCL INJ,99.52,
4719829,MORPHINE SULF 0.5MG/ML AMP PF,163.58,
4719837,MORPHINE SULF 1MG/ML AMP PF,26,
4719845,FENTANYL INJ,26,
4719886,SUFENTANIL CIT 50 MCG/ML AMP,160,
4719928,DIGOXIN 0.25 MG/ML AMP,57.6,
4719944,NALOXONE 0.4MG/ML AMPUL,189.76,
4719951,PROMETHAZINE HCL 25 MG/ML AMP,26,
4720074,HEPARIN 1 000 U/ML 30ML VIAL,69.6,
4720090,PHENYTOIN 50 MG/ML VIAL,26,
4720116,SULFAMETHOX/TMP 80-16/ML 20ML VIAL,154.24,
4720140,HYDROCORTISONE 2.5% OINT 20GM,40,
4720181,LEVOTHYROXINE SOD 25 MCG TAB,4,
4720215,LEVOTHYROXINE SOD 75 MCG TAB,5,
4720256,DEXAMETHASONE SOD PHOS 10 MG/M,80,
4720298,LEUCOVORIN CA INJ 100MG,91,
4720314,ETOPOSIDE 20 MG/ML VIAL,87.12,
4720322,TOBRAMYCIN SULF 40 MG/ML VIAL,28.62,
4720355,PROCHLORPERAZINE MAL 25 MG SUP,108,
4720371,NICOTINE 2 MG GUM,2,
4720405,FLUOXETINE HCL 10 MG CAP,21,
4720439,FLUOXETINE HCL 20 MG/5ML ELX,40,
4720447,TRIAMTERENE/HCTZ 75MG/50MG TAB,8,
4720454,VERAPAMIL HCL 40 MG TAB,4,
4720461,LABETALOL HCL 100MG TABLET,10,
4720470,TRIFLUOPERAZINE HCL 1 MG TAB,8,
4720488,TRIFLUOPERAZINE HCL 2 MG TAB,8,
4720520,PERPHENAZINE 2MG TABLET,16,
4720603,ALPRAZOLAM 0.25 MG TAB,9,
4720611,ALPRAZOLAM 0.5 MG TAB,9,
4720629,ALPRAZOLAM 1 MG TAB,10,
4720645,HALOPERIDOL 0.5 MG TAB,4,
4720652,HALOPERIDOL 1 MG TAB,4,
4720686,HALOPERIDOL 5 MG TAB,8,
4720728,FLUPHENAZINE HCL 2.5 MG TAB,7,
4720785,GLYBuridE 2.5 MG TAB,4,
4720892,THIORIDAZINE HCL 25 MG TAB,7,
4720900,ISOSORBIDE DINIT  5 MG TAB,8,
4720934,CHLORpromAZINE HCL 25 MG TAB,11,
4720991,ERGOTAMINE/CAFFEINE 1MG/100MG,83,
4721056,THIOTHIXENE 2 MG CAP,7,
4721064,THIOTHIXENE 5 MG CAP,11,
