83894,$67.00 
RISPERIDONE 1MG TAB, $-   
RISPERIDONE 2MG TABLET, $-   
RISPERIDONE 2MG TBDL, $-   
RISPERIDONE 37.5MG INJECTION, $-   
RISPERIDONE CONSTA 50MG/2ML, $-   
RISPERIDONE MICROSPHER 12.5MG SYR, $-   
RISTOCETIN COFACTOR ACTIVITY,$700.00 
RITALIN (METHYLPHEIDINE),$317.00 
RITODRINE 10MG TAB, $-   
RITODRINE 10MG/1ML INJ 5ML, $-   
RITODRINE 150MG INJ, $-   
RITODRINE 150MG/10ML INJ 10ML, $-   
RITONAVIR 100MG CAPSULE, $-   
RITONAVIR 100MG TABLET, $-   
RITUXIMAB 10 MG/ML INJ 2.5ML, $-   
RITUXIMAB 10MG/1ML INJ. 10ML, $-   
RIVAROXABAN 10MG TABLET, $-   
RIVAROXABAN 15MG TABLET, $-   
RIVAROXABAN 20MG TABLET, $-   
RIVASTIGMINE 1.5MG CAPS, $-   
RIVASTIGMINE 3MG CAPSULE, $-   
RIVASTIGMINE 4.5MG CAPSULE, $-   
RIVASTIGMINE 4.6MG/24HR PATCH, $-   
RIVASTIGMINE 6MG CAPSULE, $-   
RIVASTIGMINE PATCH 13.3MG/24HRS, $-   
RIVASTIGMINE TARTRATE 9.5MG PATCH, $-   
RIZATRIPTAN 5MG TABLET, $-   
RIZATRIPTAN BENZOATE 5MG TABLET, $-   
"RMSF, IGG & IGM CSF", $-   
RNP AUTOANTIBODIES,$194.00 
ROBINUL FORTE 2MG TABLET, $-   
ROCKY MOUNTAIN SPOTTED FEVER ABS,$250.00 
"ROCKY MOUNTAIN SPOTTED FEVER,IGM",$250.00 
ROCURONIUM 100MG/10ML (HMM), $-   
ROCURONIUM 100MG/10ML FOR DRIP, $-   
ROCURONIUM 10MG/ML INJ 5ML, $-   
ROCURONIUM BR INJ 100MG/10ML, $-   
ROFECOXIB 25 MG TABLET, $-   
ROFLUMILAST 500MCG, $-   
"ROM MEAS-HAND,W OR W/O COMPARISON",$44.10 
"ROM MEAS-HAND,W OR W/O COMPARISON",$68.25 
ROMIPLOSTIM 1MCG, $-   
ROMIPLOSTIM 250MCG/0.5ML INJ, $-   
ROPINIROLE 0.25MG TAB, $-   
ROPINIROLE 0.5MG TABLET, $-   
ROPINIROLE 2MG TAB, $-   
ROPINIROLE 4MG TABLET, $-   
ROPIVACAINE 0.2% 100ML, $-   
ROPIVACAINE 10MG/ML 10ML, $-   
ROPIVACAINE 10MG/ML 20ML, $-   
ROPIVACAINE HCL 2MG/ML 10ML, $-   
ROPIVACAINE HCL 2MG/ML 200ML BOT., $-   
ROPIVICAINE 5MG/1ML INJ. 30ML, $-   
ROPIVICAINE 7.5MG/1ML INJ 20ML, $-   
ROSIGLITAZONE 2MG TAB, $-   
ROSIGLITAZONE 8MG TABLET, $-   
ROSIGLITAZONE MALEATE 4 MG TABLET, $-   
ROSUVASTATIN 10MG, $-   
ROSUVASTATIN 40MG TABLET, $-   
ROSUVASTATIN 5MG TAB, $-   
ROTAVIRUS VACCINE PENTAVALENT 2ML, $-   
ROTIGOTINE 8MG/24H PATCH, $-   
ROTIGOTINE PATCH 2MG/24HRS, $-   
ROTIGOTINE PATCH 4MG, $-   
ROTIGOTINE PATCH 6MG, $-   
RPP, $-   
RPR,$70.56 
RPR,$81.00 
RPR REFLEX,$70.58 
"RPR,QUANTITATIVE (LABCORP)",$81.00 
RSV AB,$114.16 
RSV SERUM ANTIBODIES, $-   
RUBELLA IGG(SENDOUT),$126.00 
RUBELLA IGM SENDOUT,$126.00 
RUBELLA SCREEN,$126.00 
RUBELLA VACCINE, $-   
"RUBELLA, QUANTITATIVE",$126.00 
"RUBEOLA ANTIBODY,IGG",$118.00 
"RUBEOLA ANTIBODY,IGM",$118.00 
RUBEOLA-SENDOUT,$118.00 
RUSH DONNAGEL PG 5ML, $-   
RUSSELL VIPER VENOM TIME,$41.00 
RU-TUSS 800 DM TABLET, $-   
RX CLARIFY ORDER, $-   
"RYE GRASS,PERENNIAL (ON 6797)",$33.00 
S-100 PROTEIN-CHRG ONLY,$331.00 
SACCHAROMYCES BOULARDII 250MG, $-   
SACCHAROMYCES CEREVISIAE PROFILE, $-   
"SACCHAROMYCES CEREVISIAE, IGA",$193.00 
"SACCHAROMYCES CEREVISIAE, IGG",$193.00 
SACUBITRIL-VALSARTAN 97-103MG TAB, $-   
SACUBITRIL-VALSARTAN TAB 24-26MG, $-   
SALACYLIC ACID SHAMPOO 120ML, $-   
SALACYLIC ACID-SULPH SHAMP 200ML, $-   
SALICYLATE,$110.00 
SALINE NASAL SPRAY/DROPS 30ML, $-   
SALIVA STIMULANT AGENT 44.3ML, $-   
SALIVA SUBSTITUTE AEROSOL 25GM, $-   
SALIVA SUBSTITUTE LIQ 120ML, $-   
SALIVA SUBSTITUTE LIQ 8OZ, $-   
SALIVARY CORTISOL,$136.00 
SALMETEROL 50MCG INH. POWDER DISK, $-   
SALMETEROL INH 13GM, $-   
SALMETEROL INH 6.5GM, $-   
SALMETEROL XINAFOATE 28'S, $-   
SALMETEROL-FLUTICASONE 100/50MCG, $-   
SALMETEROL-FLUTICASONE 250/50MCG, $-   
SALMETEROL-FLUTICASONE 500/50MCG, $-   
SALMONELLA TYPHI ABS,$288.00 
SALSALATE 500MG TAB, $-   
SALT/BAKING SODA MOUTHWASH 240ML, $-   
SAQUINAVIR 200MG CAP, $-   
SARGRAMOSTIM 500MCG INJ., $-   
SAXAGLIPTIN MONOHYDRATE 2.5MG TAB, $-   
SAXAGLIPTIN MONOHYDRATE 5MG TAB, $-   
SCHILLING'S TEST PART II,$351.00 
SCI-70 IGG ANTIBODY (ON 6461),$194.00 
SCOPOLAMINE 0.25% OPTH 5ML, $-   
SCOPOLAMINE 0.4MG/ML INJ 1ML, $-   
SCOPOLAMINE 1.5MG 72H PATCH, $-   
SEA WATER 118ML, $-   
SEAFOOD ALLERGEN, $-   
SEC CLOS SURG WND/DEH EXT/COMP,"$6,278.00 "
SECOBARBITAL 100 MG CAP, $-   
SECOBARBITAL 50MG/ML INJ 2ML, $-   
SECRETIN ACETATE 0.2 MCG INJ, $-   
SECRETIN ACETATE 16MCG INJ, $-   
SED RATE AUTOMATED,$76.00 
SED RATE WINTROBE,$74.00 
SED RATE(WESTERGREN)..,$74.00 
SEDATIVE(80368),$20.00 
"SELCT CATH PLCMT,ADD'L 2ND/3RD/>","$3,100.00 "
"SELCT CATH PLCMT,EA 1ST ORD ABDOM","$2,604.00 "
"SELCT CATH PLCMT,INIT 2ND ORD ABD","$2,699.00 "
"SELCT CATH PLCMT,INIT 2ND ORD THO","$2,699.00 "
"SELCT CATH PLCMT,INIT 3RD ORD ABD","$3,152.00 "
"SELCT CATH PLCMT,INIT 3RD ORD THO","$3,152.00 "
SELECT CATH PLCMT LT PULM ARTERY,"$3,100.00 "
SELECT CATH PLCMT SEG/SUBSEG PA,"$3,100.00 "
"SELECT CATH PLCMT VENOUS,1ST ORDE","$3,100.00 "
"SELECT CATH PLCMT VENOUS,2ND OR >","$3,100.00 "
"SELECT CATH PLCMT,EA 1ST ORD THOR","$3,100.00 "
"SELECT PLCMT,ADD'L 2ND/3RD/> ABD","$3,100.00 "
SELEGILINE 5MG CAPSULE, $-   
SELEGILINE 5MG TABLET, $-   
SELENIUM 2.5% SHAMPOO 120ML, $-   
SELENIUM 50 MCG, $-   
SELENIUM SULFIDE SUSP 2.5% 120ML, $-   
SELENIUM SULFIDE SUSP 2.5% 120ML, $-   
"SELENIUM, SERUM OR PLASMA",$163.00 
"SELENIUM,BLOOD",$163.00 
SELF CARE CURRENT STATUS,$0.01 
SELF CARE CURRENT STATUS,$0.01 
SELF CARE DISCHARGE STATUS,$0.01 
SELF CARE DISCHARGE STATUS,$0.01 
SELF CARE PROJECTED STATUS,$0.01 
SELF CARE PROJECTED STATUS,$0.01 
SELF CARE/HOME MGMT TRAIN 1/1 15M,$154.35 
SELF CARE/HOME MGMT TRAIN 1/1 15M,$154.35 
SELSUN BLUE 7 FL OZ, $-   
SEMEN ANALYSIS,$189.00 
SEMEN WASHING,$152.00 
SENNA 218MG/5ML SYRUP 30ML, $-   
SENNA SYRUP 176MG/5ML, $-   
SENNOIDES SYRUP 8.8MG/5ML 5ML, $-   
SENNOSIDES 8.6MG TABLET, $-   
SENSITIVITY II -CHRG ONLY,$91.00 
SENSITIVITY KB II - CHRG,$81.00 
SENSOR PLUSE LNCS ADULT,$41.43 
SENSOR PULSE NEO-L LNCS,$50.15 
SENSORY INTEGRATION 15MIN,$171.00 
SENSORY INTEGRATION 15MIN,$171.00 
SEPERATION BY GEL 6456,$67.00 
SEROTONIN,$213.00 
SEROTONIN RELEASE ASSAY(SRA),$544.00 
"SEROTYPING, SP. - CHRG ONLY",$107.00 
SERPRATION BY GEL ELECTRO.(6424),$67.00 
SERTRALINE 100MG TABLET, $-   
SERTRALINE 25MG TABLET, $-   
SERTRALINE 50MG TABLET, $-   
"SERTRALINE(ZOLOFT),S/P",$317.00 
SERUM INTEGRATED 2,$300.00 
SERUM OSTEO CALCIN,$278.00 
SERUMINTEGRATEDSCREEN,$90.00 
SESAME SEED IGE,$33.00 
SET BLOOD FULL TYPE POSITIVE,$38.80 
SET BLOOD WARMING HEMOCOIL,$84.37 
SET BUCKET ENEMA,$9.24 
SET EXTENSION CATHETER,$11.72 
SET EXTENSION TWIN SITE,$12.62 
SET EZ FEED BAG F/PATROL 1000ML,$28.86 
SET EZ FEED BAG F/PATROL PUMP,$12.38 
SET INFUSION WINGED 19GX1IN,$23.25 
SET INFUSION WINGED 19GX3/4IN,$23.25 
SET INFUSION WINGED 22GX1IN,$23.25 
SET IV ADMIN NITROGLYCERIN,$37.49 
SET IV ADMIN VENTED NITRO/AMNIODA,$38.30 
SET IV BLOOD ADMINISTRATION,$38.20 
SET IV BLOOD FLUID WARMING DIS,$48.99 
SET IV BLOOD INTERLINK,$26.46 
SET IV CONTINU-FLO 3 LEUR,$17.39 
SET IV EXTENSION,$9.18 
SET IV EXTENSION Y TYPE CATH,$9.42 
SET IV FILTER,$17.81 
SET IV INFUSION BUTTERFLY 23G,$5.25 
SET IV INFUSION BUTTERFLY 25G,$8.27 
SET IV INFUSION BUTTERFLY 25GX1/2,$5.51 
SET IV MICRODRIP,$17.81 
SET IV NITROGLYCERINE 105IN,$27.77 
SET IV PCA ADMIN,$26.45 
SET IV PRIMARY ALARIS,$21.01 
SET IV PRIMARY PUMP 110IN,$104.31 
SET IV SECONDARY,$5.25 
SET IV SECONDARY 40IN,$28.67 
SET IV SECONDARY 70IN VENTED 2,$5.25 
SET IV SECONDARY INTERLINK LEVER,$5.37 
SET IV SOL CONTIN-FLOW 10DROP/ML,$18.72 
SET IV SYRINGE ADAPTER,$24.87 
SET IV THREE PORT FOR ANESTHESIA,$22.76 
SET VAGINAL IRRIGATOR,$73.87 
SEVELAMER CARBONATE 0.8GM PD, $-   
SEVELAMER CARBONATE 2.4G PD, $-   
SEVELAMER CARBONATE 800MG TAB, $-   
SEVELAMER CARBONATE 800MG TABLET, $-   
SEX HORMONE BINDING GLOBULIN,$32.00 
SEX HORMONE-BINDING GLOBULIN,$37.00 
SEXUAL ASSAULT KIT,$78.55 
SHEATH INTRODUCER BT 5FRX35CM,$51.00 
SHEATH INTRODUCER BT 5FRX55CM,$56.55 
SHEATH UROLOGICAL VINYL 1.5IN,$30.44 
SHEATH UROLOGICAL VINYL 1.62IN,$30.44 
SHEEP SORREL,$33.00 
SHELL VIAL (ON 6587),$101.00 
SHIELD EYE COVER ALUMINUM,$7.79 
SHIGA-TOXIN 1,$66.00 
SHIGA-TOXIN 2,$66.00 
SHIGA-TOXINS 1 & 2,$66.00 
SHORTNESS OF BREATH PANEL, $-   
SHRIMP IGE,$33.00 
SICKLE CELL TEST,$67.00 
SIGMOIDOSCOPY FLEXIBLE W/REM FB,"$1,634.00 "
SILDENAFIL 0.8MG/0.5ML ORAL SYR, $-   
SILDENAFIL 10MG/12.5ML VIAL, $-   
SILDENAFIL 25MG TABLET, $-   
SILDENAFIL CITRATE 20MG TABLET, $-   
SILODOSIN 4MG, $-   
SILODOSIN 8MG CAPSULE, $-   
SILVER GEL 44.4ML, $-   
SILVER NITRATE APPLICATORS 10PK, $-   
SILVER NITRATE STICK, $-   
SILVER NITRATE STICK 30'S, $-   
SILVER SULFADIAZINE 1% 50GM, $-   
SILVER SULFADIAZINE 1% CR 400GM, $-   
SILVER SULFADIAZINE 1% CR 50GM, $-   
SILVER SULFADIAZINE 20GM, $-   
SILVER SULFADIAZINE 400 GM, $-   
SILVER SULFADIAZINE CREAM 20GM, $-   
SIMETHICONE 125MG CAP, $-   
SIMETHICONE 80MG CHEW TAB, $-   
SIMETHICONE 95MG EC TAB, $-   
SIMETHICONE DROPS 30ML, $-   
SIMETHICONE EC 60MG TAB, $-   
SIMPLY SALINE MIST 44ML, $-   
SIMVASTATIN 10MG TAB, $-   
SIMVASTATIN 20MG TAB, $-   
SIMVASTATIN 40MG TABLET, $-   
SIMVASTATIN 5MG TABLET, $-   
SINCALIDE 5MCG INJ., $-   
SINGULAIR 4MG TABLET CHEWABLE, $-   
SINGULAIR 5MG TABLET CHEWABLE, $-   
SINGULAIR ORAL 4MG GRANULE, $-   
"SIROLIMUS(RAPAMUNE), BLOOD",$199.00 
SIRVASTATIN 0.3MG TAB, $-   
SITAGLIPTIN 25MG TAB, $-   
SITAGLIPTIN 50MG TABLET, $-   
SITAGLIPTIN PHOSPHATE 100MG TAB, $-   
SITZ BATH W/1500ML SOLUTION,$95.92 
SJOGREN ANTIBODIES(ANTI-SS-A/RO),$194.00 
SJOGREN ANTIBODIES(ANTI-SS-B/LA),$194.00 
SJOGREN'S AB(SSA&SSB), $-   
SKELETAL MUSCLE BIOPSY, $-   
SKELETAL MUSCLE RELAXANTS,$20.00 
SKELETAL(80370),$45.00 
"SKIN CLEANSER, GENERAL 355ML", $-   
SKIN EMMOLIENT 25% LOT 240ML, $-   
SKIN EMMOLIENT CR 120GM, $-   
SKIN EMMOLIENT LOT 120ML, $-   
SKIN EMOLLIENT 118ML, $-   
SKIN EMOLLIENT 57GM, $-   
SKIN EMOLLIENT CREAM 4OZ, $-   
SKIN EMOLLIENT LOT 222ML, $-   
SKIN EMOLLIENT LOT 240ML, $-   
SKIN EMOLLIENT LOT 240ML, $-   
SKIN EMOLLIENT LOT 480ML, $-   
SKIN EMOLLIENT LOTION 120ML, $-   
SKIN OINTMENT 7.5GM, $-   
SLA ANTIBODY,$232.63 
SLE PROFILE C, $-   
SLEEP STAG >=4 W/CPAP INI FST,"$3,900.00 "
SLEEP STAG >=5 PARA W CPA PF FST,$520.00 
SLEEP STAG 1-3 PARA PF FST,$310.00 
SLEEP STAG 1-3 PARA POLYSO FST,"$2,222.00 "
SLEEP STAG 4> PARA FST,"$3,500.00 "
SLEEP STAG 4> PF FST,$510.00 
SLEEP STUDY ATTENDED FST,"$1,811.00 "
SLEEP STUDY ATTENDED PF FST,$310.00 
SLEEP STUDY UNATTENDED FST,"$1,449.00 "
SLEEP STUDY UNATTENDED PF FST,$195.00 
SLEEVE SCD KNEE LARGE EXPRESS,$136.29 
SLEEVE SCD KNEE MED EXPRESS,$90.72 
SLEEVE SCD THIGH MED EXPRESS,$154.81 
SLEEVE SCD THIGH SMALL EXPRESS,$163.63 
SLFAMETHOXAZOLE-TRIMETHOPRIM 20ML, $-   
SLING ARM CHILD/PED,$20.84 
SLING ARM COMFORT MEDIUM,$18.95 
SLING ARM COMFORT SMALL,$18.35 
SLING ARM DELUXE XL,$15.58 
SLING ARM LARGE,$14.25 
SLING ARM MEIDUM,$14.25 
SLING ARM SMALL,$18.00 
SLING ARM SUPER LARGE,$20.95 
SLING ARM SUPER X-SMALL,$20.95 
SLING ARM X-SMALL,$21.62 
SLITTING PREPUCE DORSAL LAT EXCEP,"$6,111.00 "
SM IGG ANTIBODY (ON 6461),$194.00 
SMOKING CESSATION COUNSEL >3MIN,$127.00 
SMOOTH MUSCLE AB,$183.00 
SMX-TMP 400MG/80MG/5ML INJ, $-   
SNARE DISP 25MM,$58.43 
SOD ACETATE 150MEQ/1000ML WATER, $-   
SOD BICARBONATE IN WATER 150MEQ, $-   
SOD CHLORIDE 0.65% 37.5ML SPRAY, $-   
SOD CHLORIDE 0.9% 25ML, $-   
SOD CHLORIDE 0.9% PF 20ML, $-   
SOD CHLORIDE 23.4% (FOR DRIP)30ML, $-   
SOD CHLORIDE INHALATION 3% 15ML, $-   
SOD CHLORIDE NAS IRRIGATION 30ML, $-   
SOD CL/NESA/EPI/SOD BICARB 500ML, $-   
SOD GLYCEROPHOSPHATE 20MM/20ML, $-   
SOD PHOSPHATE-BIPHOS ENEMA 133ML, $-   
SOD PHOSPHATE-BIPHOS LIQ 45ML, $-   
SOD PHOSPHATE-BIPHOS PED ENEMA, $-   
"SOD. CHLORIDE 0.9%, 30 ML", $-   
SOD. CHLORIDE 5% OPTH SOLN 15ML, $-   
SOD. FLUORIDE 1.1 MG TAB, $-   
SOD. HYPOCHLORITE 0.5% SOLN 480ML, $-   
SODIUM,$48.00 
SODIUM ACETATE 2MEQ/ML INJ 20ML, $-   
SODIUM ACETATE 4MEQ/ML 100ML, $-   
SODIUM ACETATE INJ 4MEQ/ML 50ML, $-   
SODIUM ASCORBATE 1000MG 2ML INJ, $-   
SODIUM BENZOATE 5GM POWDER, $-   
SODIUM BICARB 100MEQ FOR DRIP, $-   
SODIUM BICARB 1MEQ/1ML ORAL SYR, $-   
SODIUM BICARBONATE 4.2% INJ 10ML, $-   
SODIUM BICARBONATE 4.2% VIAL 5ML, $-   
SODIUM BICARBONATE 600 MG TAB, $-   
SODIUM BICARBONATE 8.4% INJ 10ML, $-   
SODIUM BICARBONATE 8.4% INJ 50ML, $-   
SODIUM BICARBONATE 8.4% INJ 50ML, $-   
SODIUM BICARBONATE(FOR DRIP)50MEQ, $-   
SODIUM CHLORIDE 0.4% SPRAY 50ML, $-   
SODIUM CHLORIDE 0.65% 50ML, $-   
SODIUM CHLORIDE 0.9% 100ML,$7.31 
SODIUM CHLORIDE 0.9% 10ML SYRINGE, $-   
SODIUM CHLORIDE 0.9% 50ML ACUDOSE, $-   
SODIUM CHLORIDE 0.9% 50ML AD-VANT, $-   
SODIUM CHLORIDE 0.9% INJ. 10 ML, $-   
SODIUM CHLORIDE 1 GM TAB, $-   
SODIUM CHLORIDE 10% 10ML VIAL, $-   
SODIUM CHLORIDE 14.6% 40ML, $-   
SODIUM CHLORIDE 14.6% INJ. 20ML, $-   
SODIUM CHLORIDE 1GM TABLET, $-   
SODIUM CHLORIDE 2.5MEQ/ML LIQ 1ML, $-   
SODIUM CHLORIDE 3% INHALATION 4ML, $-   
SODIUM CHLORIDE 3% INJ 500ML, $-   
SODIUM CHLORIDE 3% NAS. SPY 30ML, $-   
SODIUM CHLORIDE 4MEQ/ML 30ML, $-   
SODIUM CHLORIDE 4MEQ/ML 30ML VIAL, $-   
SODIUM CHLORIDE 4MEQ/ML ORAL SYR, $-   
SODIUM CHLORIDE ADV 0.9% 50ML, $-   
SODIUM CHLORIDE ADV. 0.9% 100ML, $-   
SODIUM CHLORIDE ADVANT INF 100ML, $-   
SODIUM CHLORIDE NASAL MIST 45ML, $-   
SODIUM CHLORIDE NEBU 0.9% 3ML, $-   
SODIUM CITRATE 0.3M LIQ 30ML, $-   
SODIUM GLYCEROPHOS 20MMOLE/20ML, $-   
SODIUM HYALURONATE 15MG/ML 2ML, $-   
SODIUM HYPOCHL. 0.25% SOLN 480ML, $-   
SODIUM HYPOCHLORITE FULL STRENGTH, $-   
SODIUM HYPOCHLORITE HALF STRENGTH, $-   
SODIUM PHOSPHATE 1.5G TABLET, $-   
SODIUM PHOSPHATE 20MMOLE FOR DRIP, $-   
SODIUM PHOSPHATE 3MMO/ML INJ. 5ML, $-   
SODIUM POLYSTYRENE SULF ENEMA, $-   
SODIUM POLYSTYRENE SULF SUSP 30ML, $-   
SODIUM SULFA. 10% OPTH SOLN 15ML, $-   
SODIUM TETRADEC SULF. 3% INJ. 2ML, $-   
SODIUM THIOSULFATE 10% INJ. 10ML, $-   
SODIUM THIOSULFATE 12.5GM 50ML, $-   
"SODIUM, 24 HOUR URINE",$71.00 
"SODIUM, BODY FLUID",$114.00 
"SODIUM, RANDOM URINE",$71.00 
"SODIUM, SERUM",$48.00 
"SODIUM, URINE", $-   
"SODIUM,24(LABCORP)",$95.00 
"SODIUM,STOOL",$114.00 
"SODIUM,URINE(24 HR OR RANDOM)LC",$71.00 
SODIUM-POC,$48.00 
SOL IV 0.45% NACL 1000ML,$53.13 
SOL IV 0.45% NACL 500ML,$5.25 
SOL IV 0.9% NACL 1000ML,$53.13 
SOL IV 0.9% NACL 100ML,$30.50 
SOL IV 0.9% NACL 250ML,$31.76 
SOL IV 0.9% NACL 500ML,$51.19 
SOL IV DEXTR 5% 0.9% NACL 1000ML,$53.13 
SOL IV DEXTROSE 10% 1000ML,$7.37 
SOL IV DEXTROSE 5% 0.225% NACL,$53.13 
SOL IV DEXTROSE 5% 0.45% NACL,$53.13 
SOL IV DEXTROSE 5% 1000ML,$53.13 
SOL IV DEXTROSE 5% 100ML,$6.04 
SOL IV DEXTROSE 5% 250ML,$5.25 
SOL IV DEXTROSE 5% 500ML,$5.25 
SOL IV DEXTROSE 5% LACTATED RING,$53.13 
SOL IV LACTATED RINGERS 1000ML,$53.13 
SOL IV LACTATED RINGERS 500ML,$5.25 
SOL IV NACL 100ML MINI BAG,$55.28 
SOLIFENACIN 10MG TAB, $-   
SOLIFENACIN SUCCINATE 5MG TABLET, $-   
SOLUBLE FIBRIN MONOMER,$50.00 
SOLUBLE LIVER ANTIGEN(SLA) IGG AB,$100.00 
"SOMA,SERUM",$317.00 
SONATA 5MG, $-   
SORBITOL 70% LIQ 30ML, $-   
SOTALOL 80MG TAB, $-   
SOTALOL HCL 120MG TABLET, $-   
SOYBEAN,$33.00 
SP ANGIO ADRENAL BILATERAL,"$3,100.00 "
SP ANGIO ADRENAL UNILATERAL,"$3,100.00 "
SP ANGIO BRACHIAL,"$3,100.00 "
SP ANGIO CAROTID CEREBRAL BI S&I,"$3,100.00 "
SP ANGIO CAROTID CEREBRAL UNI S&I,"$3,100.00 "
SP ANGIO CAROTID CERV BILAT S&I,"$3,100.00 "
SP ANGIO CAROTID CERV UNILAT S&I,"$3,100.00 "
SP ANGIO EXT CAROTID UNIL SEL S&I,"$3,100.00 "
SP ANGIO EXTREMITY BILATERAL,"$3,100.00 "
SP ANGIO EXTREMITY UNILATERAL,"$3,100.00 "
SP ANGIO PELVIC,"$3,100.00 "
SP ANGIO PULM BILAT SELECT S&I,"$3,100.00 "
SP ANGIO PULM UNILAT SELECT S&I,"$3,100.00 "
SP ANGIO PULMONARY NON-SELECTIVE,"$3,100.00 "
SP ANGIO RENAL BILAT SELECT S&I,"$3,100.00 "
SP ANGIO RENAL UNILAT SELECT S&I,"$3,100.00 "
"SP ANGIO SPINAL, EACH VESSEL","$3,100.00 "
SP ANGIO THRU EXISTING CATHETER,$707.00 
SP ANGIO VERTEBRAL CER &/INTR S&I,"$3,100.00 "
SP ANGIO VISCERAL,"$3,100.00 "
SP AORTOGRAM ABD & BILAT FEMORA,"$3,100.00 "
SP AORTOGRAM THORACIC,"$3,100.00 "
SP AORTOGRAPHY ABD-SERIALOGR S&I,"$3,100.00 "
SP BILIARY STRICT DILAT W/O STENT,"$5,265.00 "
SP BILIARY STRICT DILAT W/STENT,"$5,265.00 "
SP CHANGE OF GASTROSTOMY TUBE,"$1,009.00 "
SP CHANGE PERCUT BILI DRAIN CATH,"$2,282.00 "
SP CISTERNOGRAPHY,"$2,039.00 "
SP DILATE TRANSHEP BILI DUCT STRI,$738.00 
SP DILATION OF NEPH/URETER S&I,$533.00 
SP DILATION STRICTURE/OBSTRUCTION,$516.00 
SP EGD FOR GASTROSTOMY TUBE,"$2,711.00 "
SP HEPATIC VENOGRAPHY W/EVAL,"$3,328.00 "
SP INSERTION OF PICC LINE,$993.00 
SP INTRALUMINAL DILATION ESOPH.,"$2,731.00 "
SP INTRO CATH AORTA,"$3,100.00 "
SP INTRO CATH RT HRT/MAIN PUL ART,"$3,100.00 "
SP INTRO NEEDLE/INTRACATH VEIN,$160.00 
SP IVC FILTER PLACEMENT S&I,"$1,268.00 "
SP LYMPHANGIOGRAM BILATERAL,"$1,182.00 "
SP LYMPHANGIOGRAM UNIL,$994.00 
SP MYELOGRAPHY LUMBOSACRAL S&I,"$2,039.00 "
SP MYELOGRAPHY MULTI-LEVEL,"$2,039.00 "
SP NEPHROSTOGRAM/LOOPOGRAM S&I,$739.00 
SP PERC TUBE/DRAIN CHANGE S&I,$354.00 
SP PERC. PLACEMENT GASTROSTOMY TU,"$3,147.00 "
SP RENAL ASPIRATION,"$1,492.00 "
SP RENIN DETERMINATION,$957.00 
SP REPOSITION GI FEEDING TUBE,"$1,562.00 "
SP SELECT ADD'L VESSEL POST BASIC,"$3,100.00 "
SP SELECT CATH PLC LT/RT PULM ART,"$3,100.00 "
SP STOMACH & SB TUBE PLACEMENT,"$1,215.00 "
SP THORACENTESIS-ASPIR-INIT/SUBSQ,"$1,009.00 "
SP TRANSCATH THERAPY/EMBOLIZATION,"$2,050.00 "
SP TRANSCATHETER BIOPSY,"$2,663.00 "
SP TRANSCATHETER BIOPSY S&I,$799.00 
SP TRANSCATHETER RETRIEVAL/FB,"$1,701.00 "
SP VENA CAVA INFERIOR,"$3,100.00 "
SP VENA CAVA SUPERIOR,"$3,100.00 "
SP VENOGRAM BILATERAL,"$1,030.00 "
SP VENOGRAM EXTREMITY UNILATERAL,$605.00 
SP VENOGRAPHY ADRENAL BILATERAL,"$3,100.00 "
SP VENOGRAPHY ADRENAL UNILATERAL,"$3,100.00 "
SP VENOGRAPHY RENAL BILATERAL,"$3,100.00 "
SP VENOGRAPHY RENAL UNILATERAL,"$3,100.00 "
SP VENOUS MECH THROMBECTOMY,"$4,400.00 "
SP VENOUS THROMBECT REPEAT,"$4,400.00 "
SP. GRAVITY-BODY FLUID,$42.00 
SPECIAL COAGULATION INTER,$50.00 
"SPECIFIC GRAVITY, URINE",$46.00 
SPERM ANTIBODIES, $-   
"SPERM ANTIBODY,IGG",$132.00 
"SPERM ANTIBODY,IGM",$132.00 
SPERM COUNT,$76.00 
SPERM COUNT-POST VAS.,$72.00 
SPERM MOTILITY,$72.00 
SPINAL MUSCULAR ATROPHY ANALYSIS,"$1,258.00 "
SPINAL PUNCTURE LUMBAR DIAGNOSTIC,"$1,267.00 "
SPINAL PUNCTURE LUMBAR DISK,"$1,267.00 "
SPINAL PUNCTURE LUMBAR DISK PF,$300.00 
SPINOBULBAR MUSCULAR ATROPHY,$400.00 
SPIROCHETTE,$107.00 
SPIROMETRY W/REC FVC MVV,$184.00 
SPIRONOLACT./HCTZ 25-25 TAB, $-   
SPIRONOLACTONE 100MG TABLET, $-   
SPIRONOLACTONE 1MG/1ML SUSP 1ML, $-   
SPIRONOLACTONE 1MG/1ML SUSP 5ML, $-   
SPIRONOLACTONE 25 MG TAB, $-   
SPIRONOLACTONE 4MG/ML 5ML SUSP, $-   
SPIRONOLACTONE 50MG TABLET, $-   
SPIRONOLACTONE W/HCTZ 25/25 TAB, $-   
SPLINT ALUM ELBOW MED,$471.87 
SPLINT ALUM FINGER 7X7/8 FOAM,$48.99 
SPLINT ALUM WRIST/FOREARM LG LT,$24.28 
SPLINT ALUM WRIST/FOREARM LG RT,$24.28 
SPLINT ALUM WRIST/FOREARM MED RT,$24.28 
SPLINT ALUM WRIST/FOREARM SM LT,$24.28 
SPLINT ALUM WRIST/FOREARM SM RT,$24.28 
SPLINT CLAVICLE LARGE,$82.69 
