Wheeling ,,
Item Description,CPT/HCPC ,Price
CONTRAST BATH EAD 15MIN,97034,$85.28 
AQUATIC THERAPY(THER EXER,97113,$99.30 
ORTHOTICS TRAINING INITIAL ENCOUNTER ,97760,$102.33 
PROSTHETIC TRAIN EA 15MIN,97761,$43.00 
WHEELCHAIR MGT EA 15 MIN,97542,$81.54 
ORTH CHECK ESTAB EA 15 MN,97763,$73.80 
PT-DEVELOPMENTAL TESTING,96111,"$1,191.84 "
STD COGNATIVE PERF TEST,96125,$340.26 
AUSTIM RATING SCALES,96116,$317.50 
PT EVAL LOW,97161,$270.68 
PT EVAL MODERATE,97162,$270.68 
PT EVAL HIGH,97163,$270.68 
PT RE-EVALUATION,97164,$107.43 
SELF CARE/HOME MNT EA 15,97535,$111.93 
NEUROMUSC RE-ED EA 15 MIN,97112,$134.25 
PARAFFIN BATH 1X,97018,$86.40 
MANUAL LYMPH DRAIN EA 15M,97140,$98.10 
THER PROCED-GROUP 1X,97150,$48.82 
REPORT CARD-FULL UE,95832,$115.20 
ORTHOTICS TRAINING INITIAL ENCOUNTER ,97760,$74.10 
PROSTHETIC TRAIN EA 15MIN,97761,$38.50 
THERAP ACTIVITY EA 15 MIN,97530,$89.75 
TX SWALLOW/FEEDING DYS,92526,$96.20 
EVAL SWALLOW ORAL FUNCTIO,92610,$111.12 
ORTH STATUS CHANGE,97763,$91.20 
OT-DEVELOPMENTAL TESTING,96111,"$1,612.55 "
STD COGNATIVE PERF TEST,96125,$340.26 
AUSTIM RATING SCALES,96116,$317.50 
OT EVAL LOW,97165,$308.79 
OT EVAL MODERATE,97166,$308.79 
OT EVAL HIGH,97167,$308.79 
OT RE-EVALUATION,97168,$67.71 
SPEECH/LANG TREAT,92507,$300.00 
SPEECH-DEVELOPMENTAL TEST,96111,"$1,202.86 "
NON-MEDICAL S/L DISORDERS, ,$57.00 
STD COGNATIVE PERF TEST,96125,$208.50 
PVT PAY COMP AUTISM EVAL, ,$100.30 
PVT PAY OT DEVELP DELAY,97535,$48.00 
PVT PAY PT DEVELP DELAY,97110,$39.00 
SPEECH FEEDING GROUP,97150,$48.82 
OT FEEDING GROUP,97150,$56.14 
SPEECH COGNITIVE REHAB,97127,$125.50 
OT COGITIVE REHAB,97127,$81.60 
DEVELOPMENTAL SCREEN-PT,96110,$71.16 
DEVELOPMENTAL SCRN-SPEECH,96110,$71.16 
DEVELOPMENTAL SCREEN- OT,96110,$71.16 
EVAL SPEECH FLUENCY,92521,$277.04 
EVAL SPEECH PRODUCTION,92522,$258.69 
EVAL SPEECH AND LANGUAGE,92523,$467.26 
EVAL VOICE AND RESONANCE,92524,$269.69 
AUSTISM RATING SCALES,96116,$317.50 
UNION LOCAL SPEECH,92507,$55.66 
AAC EVALUATION,92607,$242.86 
AAC EVALUATION EXTENDED,92608,$86.73 
SGD TREATMENT,92609,$349.03 
SPEECH/LANG GROUP,92508,$74.33 
SOCIAL LANG GROUP PVT PAY, ,$30.00 
MARTINS FERRY OT,97535,$42.75 
TRANSIT CARE WITHIN 7 DAY,99496,$185.00 
TRANSIT CARE WITHIN 14 DA,99495,$126.00 
NEW LEVEL 1,99201,$27.00 
NEW LEVEL 1,99201,$27.00 
NEW LEVEL 2,99202,$44.00 
NEW LEVEL 2,99202,$44.00 
NEW LEVEL 3,99203,$70.00 
NEW LEVEL 3,99203,$70.00 
NEW LEVEL 4,99204,$89.00 
NEW LEVEL 4,99205,$89.00 
NEW LEVEL 5,99205,$102.00 
NEW LEVEL 5,99205,$102.00 
HVC TRANSFER OF CARE,99495,$126.00 
I+D ABSCESS SIMPLE,10060,$131.00 
I+D ABSCESS COMPLEX,10061,$162.00 
I+D PILONIDAL CYST,10080,$173.00 
REMOVE FOREIGN BODY SIMPL,10120,$140.00 
I+D HEMATOMA,10140,$124.00 
PUNCTURE ASPIRATION CYST,10160,$60.00 
DEBRIDEMENT INFECTED SKIN,11000,$60.00 
PARING 1 BENIGN LESION,11055,$48.00 
PARING 2-4 BENIGN LESIONS,11056,$57.00 
PARING >4 BENIGN LESIONS,11057,$66.00 
BIOPSY SKIN 1 LESION,11100,$128.00 
BIOPSY SKIN EA ADDL,11101,$61.00 
REMOVE SKIN TAG UP TO 15,11200,$107.00 
REMOVE SKIN TAG ADDL 10,11201,$46.00 
SHAVE LESION .1 TO .5CM,11300,$86.00 
SHAVE LESION .6 TO 1.0 CM,11301,$96.00 
SHAVE LESION 1.1 TO 2.0CM,11302,$105.00 
SHAVE LESION >2.0 CM,11303,$121.00 
SHAVE LESION .1 TO .5 CM,11305,$68.00 
SHAVE LESION .6 TO 1.0 CM,11306,$91.00 
SHAVE LESION 1.1 TO 2.0CM,11307,$103.00 
SHAVE LESION > 2.0 CM,11308,$118.00 
SHAVE LESION .1 TO .5CM,11310,$97.00 
SHAVE LESION .6 TO 1.0 CM,11311,$108.00 
SHAVE LESION 1.1 TO 2.0CM,11312,$116.00 
SHAVE LESION >2.0 CM,11313,$146.00 
EXC BGN .1 TO .5CM TRUNK,11400,$146.00 
EXC BGN .6 TO 1.0CM TRUNK,11401,$166.00 
EXC BGN 1.1- 2.0 CM TRUNK,11402,$220.00 
EXC BGN 2.1 TO 3.0CM TRUN,11403,$243.00 
EXC BGN .1 TO .5CM SCALP,11420,$137.00 
EXC BGN .6 TO 1.0CM SCALP,11421,$171.00 
EXC BGN 1.1 TO 2.0CM SCAL,11422,$221.00 
EXC BGN 2.1 TO 3.0CM SCAL,11423,$220.00 
EXC BGN 3.1TO 4.0CM SCALP,11424,$270.00 
EXC BGN .1 TO .5CM FACE,11440,$193.00 
EXC BGN .6 TO 1.0 CM FACE,11441,$218.00 
EXC BGN 1.1 TO 2.0CM FACE,11442,$240.00 
EXC BGN 2.1 TO 3.0 FACE,11443,$273.00 
EXC MAL .1 TO .5CM TRUNK,11600,$190.00 
EXC MAL .6 TO 1.0 TRUNK,11601,$199.00 
EXC MAL 1.1 TO 2.0CM TRUN,11602,$213.00 
EXC MAL .1 TO .5CM SCALP,11620,$187.00 
EXC MAL .6 TO 1.0CM SCALP,11621,$201.00 
EXC MAL 1.1 TO 2.0CM SCAL,11622,$229.00 
EXC MAL .1 TO .5CM FACE,11640,$188.00 
EXC MAL .6 TO 1.0CM FACE,11641,$225.00 
EXC MAL 1.1 TO 2.0CM FACE,11642,$269.00 
DEBRIDE NAILS 1-5,11720,$32.00 
DEBRIDE NAILS 6+,11721,$45.00 
REM NAIL PT OR ALL SIMPLE,11730,$81.00 
EVAC SUBUNGUAL HEMATOMA,11740,$40.00 
EXC NAIL FOR PERM REMOVAL,11750,$172.00 
INJ ENTRA LESION UP TO 7,11900,$65.00 
REP LAC UP TO 2.5CM NONFA,12001,$198.00 
REP LAC < 2.5CM FACE,12011,$195.00 
REP LAYER >2.5 CM HEAD,12031,$204.00 
INIT TREAT 1ST DEG BURN,16000,$91.00 
DRESS BURN NO ANES SMALL,16020,$103.00 
DEST BGN OR PREMAL LES 1,17000,$94.00 
DES BGN OR PREM LES 2-14,17003,$21.00 
DEST BGN OR PREM LES 15>,17004,$245.00 
DEST FLAT WART UP TO 14,17110,$97.00 
DEST FLAT WART 15+,17111,$98.00 
CHEM CAUTERY GRAN TISSUE,17250,$68.00 
PUNCT ASPIR BREAST CYST,19000,$116.00 
PUN ASP BREAST CYST EA AD,19001,$23.00 
TREAT FRACT CLAVICLE CLOS,23500,$259.00 
TRIGGER POINT INJ,20550,$85.00 
ASP/INJ SM JOINT GAN CYS,20600,$61.00 
ASP/INJ INTERMEDIATE JOIN,20605,$85.00 
ASP/INJ MAJOR JOINT,20610,$115.00 
TREAT FX PROXIMAL HUMERAL,23600,$300.00 
INSERT FOLEY CATH,51702,$157.00 
TREAT FX DISTAL RADIAL,25600,$350.00 
DRAIN FING ABSC SIMPLE,26010,$292.00 
TREAT FX FING SHAFT EA,26720,$200.00 
TREAT FX FINGER INV JOINT,26740,$217.00 
TREAT FX FING DISTAL,26750,$235.00 
TREAT FX PATELLA CLOSED,27520,$334.00 
TREAT FX FIBULA CLOSED,27780,$300.00 
TREAT FX FIB MALLEOL CLOS,27786,$300.00 
REM FOREIGN BODY FT SIMP,28190,$273.00 
TREAT FX GR TOE CLOSED,28490,$133.00 
TREAT FX PHALANGES EA CLO,28510,$138.00 
REM ENDOCERVICAL POLYP,57500,$190.00 
REM FOR BODY INTRANASAL,30300,$221.00 
CAUTERY NASAL BLEED SIMPL,30901,$139.00 
EXC EXT THROMBOTIC HEMORR,46320,$184.00 
ANOSCOPY,46600,$72.00 
DEST PERIANAL LESION SIMP,46900,$220.00 
DEST PENIS LESION SIMPLE,54050,$134.00 
I+D BARTH GLAND ABSCESS,56420,$190.00 
DES VULV LESION SIMPLE,56501,$188.00 
REM ENDOCERVICAL POLYP,57500,$190.00 
EPIL TRICHIASIS FORCEPS O,67820,$55.00 
REM FOREIGN BODY AUD CANA,69200,$109.00 
REM IMPACTED CERUMEN,69210,$57.00 
NEW PT LVL 1,99201,$27.00 
NEW PT LVL 1 + PROC,99201,$27.00 
NEW PT LVL 2,99202,$44.00 
NEW PT LVL 2 + PROC,99202,$44.00 
NEW PT LVL 3,99203,$70.00 
NEW PT LVL 3 + PROC,99203,$70.00 
NEW PT LVL 4,99204,$89.00 
NEW PT LVL 4 + PROC,99204,$89.00 
NEW PT LVL 5,99205,$102.00 
NEW PT LVL 5 + PROC,99205,$102.00 
PAP,Q0091,$25.00 
COLORECTAL CANCER SCREEN,82272,$15.00 
ADMIN PNEUMOCOCCAL VACCIN,G0009,$40.00 
"FLU VACCINE, ADMINISTRATI",G0008,$40.00 
INJECTION FEE,96372,$44.00 
FLU VACCINE SPLIT VIRUS,90658,$20.00 
PNEUMOCOCCAL VACCINE,90732,$71.00 
PREV VISIT <1 EST,99391,$64.00 
PREV VISIT 1-4 EST,99392,$68.00 
PREV VISIT 5-11 EST,99393,$66.00 
PREV VISIT 12-17 EST,99394,$72.00 
PREV VISIT 18-39 EST,99395,$76.00 
PREV VISIT 40-64 EST,99396,$37.00 
PREV VISIT 65+ EST,99397,$42.00 
PREV VISIT <1 NEW,99381,$90.00 
PREV VISIT 1-4 NEW,99382,$92.00 
PREV VISIT 5-11 NEW,99383,$88.00 
PREV VISIT 12-17 NEW,99384,$94.00 
PREV VISIT 18-39 NEW,99385,$99.00 
PREV VISIT 40-64 NEW,99386,$52.00 
PREV VISIT 65+ NEW,99387,$59.00 
PREV VISIT <1 EST + PROC,99391,$64.00 
PREV VISIT 1-4 EST + PROC,99392,$68.00 
PREV VISIT 5-11 EST +PROC,99393,$66.00 
PREV VISIT 12-17 EST +PRO,99394,$72.00 
PREV VISIT 18-37 EST +PRO,99395,$76.00 
PREV VISIT 40-64 EST +PRO,99396,$37.00 
PREV VISIT 65+ EST +PROC,99397,$42.00 
PREV VISIT <1 NEW +PROC,99381,$90.00 
PREV VISIT 1-4 NEW +PROC,99382,$92.00 
PREV VISIT 5-11 NEW +PROC,99383,$88.00 
PREV VISIT 12-17 NEW +PRO,99384,$94.00 
PREV VISIT 18-39 NEW +PRO,99385,$99.00 
PREV VISIT 40-64 NEW +PRO,99386,$52.00 
PREV VISIT 65+ NEW +PROC,99387,$59.00 
PELVIC SCREEN BREAST EXAM,G0101,$27.00 
HEMOGLOBIN,85018,$15.00 
PORT FLUSH,96523,$84.15 
GLUCOSE QUANT BLOOD,82962,$15.00 
VIT B12,J3420,$1.75 
HEP A ADULT,90632,$85.25 
HEP B ADULT,90746,$95.50 
STREP TEST,87430,$25.00 
URINALYSIS WITHOUT MICRO,81002,$28.75 
DEPO MEDROL 80MG INJ,J1040,$17.00 
DEPO MEDROL 40MG INJ,J1030,$9.25 
TD VACCINE ADULT,90714,$15.25 
FLUCELVAX,90661,$20.00 
IMMUN ADMIN,90471,$40.00 
IMMUN ADMIN EA ADDITIONAL,90472,$25.00 
INFLUENZA TEST,87804,$25.00 
PPD INTRADERMAL,86580,$20.00 
TDAP VACCINE,90715,$45.00 
FOLEY CATH,A4344,$32.00 
INSERT FOLEY CATH,51702,$157.00 
TORADOL 15MGS,J1885,$8.00 
DEST MAL NEOPLASM FACE,17280,$115.00 
PROTHROMBIN TIME,85610,$20.00 
PREVNAR 13,90670,$225.00 
CELESTONE 3MG,J0702,$17.00 
FLU QUADRAVALENT,90686,$20.00 
OCCULT BLOOD,82270,$15.00 
EKG,93005,$68.75 
VENIPUNCTURE,36415,$20.00 
ROCEPHIN PER 250MG,J0696,$22.50 
DEXAMETHASONE 1 MG,J1100,$1.00 
AFLURIA ADMIN,Q2035,$25.00 
FLULAVAL ADMIN,Q2036,$25.00 
FLUVIRON ADMIN,Q2037,$25.00 
FLUZONE ADMIN,Q2038,$25.00 
NOSVLU ADMIN,Q2039,$25.00 
FUROSEMIDE 20MG IV,J1940,$6.30 
PROLIA,J0897,$30.00 
HEP B ADMINISTRATION,G0010,$40.00 
NEBULIZER TX,94640,$42.00 
BENADRYL 50 MG,J1200,$2.47 
INJ TRIGGER POINT,20553,$77.00 
TRANSIT CARE WITHIN 14 DA,99495,$126.00 
TRANSIT CARE WITHIN 7 DAY,99496,$185.00 
LVL 1 NEW PT VISIT,99201,$27.00 
LVL 1 NEW PT VISIT + PROC,99201,$27.00 
LVL 2 NEW PT VISIT,99202,$44.00 
LVL 2 NEW PT VISIT + PROC,99202,$44.00 
LVL 3 NEW PT VISIT,99203,$70.00 
LVL 3 NEW PT VISIT + PROC,99203,$70.00 
LVL 4 NEW PT VISIT,99204,$89.00 
LVL 4 NEW PT VISIT,99204,$89.00 
LVL 5 NEW PT VISIT,99205,$102.00 
LVL 5 NEW PT VISIT + PROC,99205,$102.00 
PREV VISIT <1 EST,99391,$64.00 
PREV VISIT <1 EST + PROC,99391,$64.00 
PREV VISIT 1-4 EST,99392,$68.00 
PREV VISIT 1-4 EST + PROC,99392,$68.00 
PREV VISIT 5-11 EST,99393,$66.00 
PREV VISIT 5-11 EST + PRO,99393,$66.00 
PREV VISIT 12-17 EST,99394,$72.00 
PREV VISIT 12-17 EST+ PRO,99394,$72.00 
PREV VISIT 18-39 EST,99395,$76.00 
PREV VISIT 18-39 EST+PRO,99395,$76.00 
PREV VISIT 40-64 EST,99396,$37.00 
PREV VISIT 40-64 EST+PRO,99396,$37.00 
PREV VISIT 65+ EST,99397,$42.00 
PREV VISIT 65 + EST,99397,$42.00 
PREV VISIT <1 NEW,99381,$90.00 
PREV VISIT < 1 NEW + PROC,99381,$90.00 
PREV VISIT 1-4 NEW,99382,$92.00 
PREV VISIT 1-4 NEW + PROC,99382,$92.00 
PREV VISIT 5-11 NEW,99383,$88.00 
PREV VISIT 5-11 NEW + PRO,99383,$88.00 
PREV VISIT 12-17 NEW,99384,$94.00 
PREV VISIT 12-17 NEW +PRO,99384,$94.00 
PREV VISIT 18-39 NEW,99385,$99.00 
PREV VISIT 18-39 NEW +PRO,99385,$99.00 
PREV VISIT 40-64 NEW,99386,$52.00 
PREV VISIT 40-64 NEW +PRO,99386,$52.00 
PREV VISIT 65+ NEW,99387,$59.00 
PREV VISIT 65+ NEW + PRO,99387,$59.00 
I&D ABSCESS SIMPLE,10060,$131.00 
I&D ABSCESS COMPLEX,10061,$162.00 
I&D PILONIDAL CYST,10080,$173.00 
REM FOR BODY SIMPLE,10120,$140.00 
I&D HEMATOMA,10140,$124.00 
PUNCT ASP CYST,10160,$60.00 
PARING BEN LESION,11055,$48.00 
PARING 2-4 BEN LESIONS,11056,$57.00 
PARING >4 BEN LESIONS,11057,$66.00 
BX SKIN LESION,11100,$128.00 
BX EA ADDL,11101,$61.00 
REM SKIN TG UP TO 15,11200,$107.00 
REM SKIN TAG EA ADDL,11201,$46.00 
SHAVE LESION .1-.5CM,11300,$86.00 
SHAVE LES .6-1.0 CM,11301,$96.00 
SHAVE LES .1-.5CM,11305,$68.00 
SHAVE LES .6 - 1.0 CM,11306,$91.00 
SHAVE LESION .1-.5 CM,11310,$97.00 
SHAVE LESION .6 - 1.0 CM,11311,$108.00 
EXC BGN .1 - .5CM TRUNK,11400,$146.00 
EXC BGN .6 - 1.0 CM TRUNK,11401,$166.00 
EXC BGN .1 - .5CM SCALP,11420,$137.00 
EXC BGN .6 - 1.0 CM SCALP,11421,$171.00 
EXC BGN .1 - .5 CM FACE,11440,$193.00 
EXC BGN .6 - 1.0 CM FACE,11441,$218.00 
DEBRIDE NAILS 1-5,11720,$32.00 
DEBRIDE NAILS 6+,11721,$45.00 
REM NAIL PT OR ALL SIMPLE,11730,$81.00 
REP LAC UP TO 2.5 CM,12001,$198.00 
REP LAC <2.5 CM FACE,12011,$195.00 
INIT 1ST DEG BURN,16000,$91.00 
DEST LES 1,17000,$94.00 
DEST LES 2-14,17003,$21.00 
DEST LES 15+,17004,$245.00 
DEST FLAT WART 1-14,17110,$97.00 
DEST FLAT WART 15+,17111,$98.00 
TRIGGER POINT INJ,20550,$85.00 
ASP/INJ SM JOINT,20600,$61.00 
ASP/INJ MED JOINT,20605,$85.00 
ASP/INJ LG JOINT,20610,$115.00 
REM FOR BODY SIMPLE,28190,$273.00 
REM FOR BODY INTRANASAL,30300,$221.00 
CAUT NASAL BLEED,30901,$139.00 
VENIPUNCTURE,36415,$20.00 
INSERT FOLEY CATH,51702,$157.00 
REM FOR BODY AUD CANAL,69200,$109.00 
REM IMP CERUMEN,69210,$57.00 
UA W/O MICRO,81002,$28.75 
OCCULT BLOOD,82270,$15.00 
OCCULT BLOOD,82272,$15.00 
QUANT GLUCOSE,82962,$15.00 
PROTIME,85610,$20.00 
STREP SCREEN,87430,$25.00 
FLUARIX,90686,$20.00 
INFLUENZA TEST,87804,$25.00 
IMM ADMIN,90471,$40.00 
IMM ADM EA ADDL,90472,$25.00 
HEP A,90632,$85.25 
INFLUENZA SPLIT VIRUS,90658,$20.00 
TD VACCINE,90714,$15.25 
TDAP,90715,$45.00 
PNEUMOVAX,90732,$71.00 
EKG,93005,$68.75 
INJECTION,96372,$40.00 
FOLEY CATH,A4344,$32.00 
FLU ADM,G0008,$40.00 
PNEUMO ADMIN,G0009,$40.00 
HEP ADMIN,G0010,$40.00 
BREAST/PELVIC EXAM,G0101,$31.05 
ROCEPHIN 250 MG,J0696,$22.50 
CELESTONE 3 MG,J0702,$17.00 
PROLIA,J0897,$30.00 
DEPOMEDROL 40MG,J1030,$9.25 
DEPOMEDROL 80MG,J1040,$17.00 
DEXAMETHASONE,J1100,$1.00 
TORADOL 15MG,J1885,$8.00 
B12,J3420,$1.75 
PAP,Q0091,$25.00 
AFLURIA,Q2035,$25.00 
FLULAVAL,Q2036,$25.00 
FLUVIRON,Q2037,$25.00 
FLUZONE,Q2038,$25.00 
NOSVLU,Q2039,$25.00 
TRANSIT CARE WITHIN 14 DA,99495,$126.00 
ZOSTAVAX,90736,$190.00 
EKG,93005,$68.75 
PREVNAR 13,90670,$225.00 
TDAP VACCINE,90715,$40.00 
I+D ABSCESS SIMPLE,10060,$131.00 
I+D ABSCESS COMPLEX,10061,$162.00 
I+D PILONIDAL CYST,10080,$173.00 
REMOVE FOREIGN BODY SIMPL,10120,$140.00 
I+D HEMATOMA,10140,$124.00 
PUNCTURE ASPIRATION CYST,10160,$60.00 
DEBRIDEMENT INFECTED SKIN,11000,$60.00 
PARING 1 BENIGN LESION,11055,$48.00 
PARING 2-4 BENIGN LESIONS,11056,$57.00 
PARING >4 BENIGN LESIONS,11057,$66.00 
BIOPSY SKIN 1 LESION,11100,$128.00 
BIOPSY SKIN EA ADDL,11101,$61.00 
REMOVE SKIN TAG UP TO 15,11200,$107.00 
REMOVE SKIN TAG ADDL 10,11201,$46.00 
SHAVE LESION .1 TO .5CM,11300,$86.00 
SHAVE LESION .6 TP 1.0 CM,11301,$96.00 
SHAVE LESION 1.1 TO 2.0CM,11302,$105.00 
SHAVE LESION >2.0CM,11303,$121.00 
SHAVE LESION .1 TO .5CM,11305,$68.00 
SHAVE LESION .6 TO 1.0CM,11306,$91.00 
SHAVE LESION 1.1 TO 2.0CM,11307,$103.00 
SHAVE LESION > 2.0CM,11308,$118.00 
SHAVE LESION .1 TO .5CM,11310,$97.00 
SHAVE LESION .6 TO 1.0CM,11311,$108.00 
SHAVE LESION 1.1 TO 2.0CM,11312,$116.00 
SHAVE LESION >2.0 CM,11313,$146.00 
EXC BGN .1 TO .5CM TRUNK,11400,$146.00 
EXC BGN .6 TO 1.0CM TRUNK,11401,$166.00 
EXC BGN 1.1-2.0 CM TRUNK,11402,$220.00 
EXC BGN 2.1 TO 3.0CM TRUN,11403,$243.00 
EXC BGN .1 TO .5CM SCALP,11420,$137.00 
EXC BGN .6 TO 1.0CM SCALP,11421,$171.00 
EXC BGN 1.1 TO 2.0CM SCAL,11422,$221.00 
EXC BGN 2.1 TO 3.0CM SCAL,11423,$220.00 
EXC BGN 3.1 TO4.0CM SCALP,11424,$270.00 
EXC BGN .1 TO .5CM FACE,11440,$193.00 
EXC BGN .6TO 1.0 CM FACE,11441,$218.00 
EXC BGN 1.1 TO 2.0CM FACE,11442,$240.00 
EXC BGN 2.1 TO 3.0 FACE,11443,$273.00 
EXC MAL .1 TO .5CM TRUNK,11600,$190.00 
EXC MAL .6 TO 1.0 TRUNK,11601,$199.00 
EXC MAL 1.1 TO 2.0CM TRUN,11602,$213.00 
EXC MAL .1 TO .5CM SCALP,11620,$187.00 
EXC MAL .6 TO 1.0 CM SCAL,11621,$201.00 
EXC MAL 1.1 TO 2.0CM SCAL,11622,$229.00 
EXC MAL .1 TO .5CM FACE,11640,$188.00 
EXC MAL .6 TO 1.0 CM FACE,11641,$225.00 
EXC MAL 1.1 TO 2.0CM FACE,11642,$269.00 
DEBRIDE NAILS 1-5,11720,$32.00 
DEBRIDE NAILS 6+,11721,$45.00 
REM NAIL PT OR ALL SIMPLE,11730,$81.00 
EVAC SUBUNGUAL HEMATOMA,11740,$40.00 
EXC NAIL FOR PERM REMOVAL,11750,$172.00 
INJ ENTRA LESION UP TO 7,11900,$65.00 
REP LAC UP TO 2.5CM NONFA,12001,$198.00 
REP LAC <2.5CM FACE,12011,$195.00 
REP LAYER >2.5CM HEAD,12031,$204.00 
INIT TREAT 1ST DEG BURN,16000,$91.00 
DRESS BURN NO ANES SMALL,16020,$103.00 
DEST BGN OR PREMAL LES 1,17000,$94.00 
DES BGN OR PREM LES 2-14,17003,$21.00 
DEST BGN OR PREM LES 15>,17004,$245.00 
DEST FLAT WART UP TO 14,17110,$97.00 
DEST FLAT WART 15+,17111,$98.00 
CHEM CAUTERY GRAN TISSUE,17250,$68.00 
PUNCT ASPIR BREAST CYST,19000,$116.00 
PUN ASP BREAST CYST EA AD,19001,$23.00 
TREAT FRACT CLAVICLE CLOS,23500,$259.00 
TRIGGER POINT INJ,20550,$85.00 
ASP/INJ SM JOINT GAN CYS,20600,$61.00 
ASP/INJ INTERMEDIATE JOIN,20605,$85.00 
ASP/INJ MAJOR JOINT,20610,$115.00 
TREAT FX PROXIMAL HUMERAL,23600,$300.00 
INSERT FOLEY CATH,51702,$157.00 
TREAT FX DISTAL RADIAL,25600,$350.00 
DRAIN FING ABSC SIMPLE,26010,$292.00 
TREAT FX FING SHAFT EA,26720,$200.00 
TREAT FX FINGER INV JOINT,26740,$217.00 
TREAT FX FING DISTAL,26750,$235.00 
TREAT FX PATELLA CLOSED,27520,$334.00 
TREAT FX FIBULA CLOSED,27780,$300.00 
TREAT FX FIB MALLEOL CLOS,27786,$300.00 
REM FOREIGN BODY FT SIMP,28190,$273.00 
TREAT FX GR TOE CLOSED,28490,$133.00 
TREAT FX PHALANGES EA CLO,28510,$138.00 
REM ENDOCERVICAL POLYP,57500,$190.00 
REM FOR BODY INTRANASAL,30300,$221.00 
CAUTERY NASAL BLEED SIMPL,30901,$139.00 
EXC EXT THROMBOTIC HEMORR,46320,$184.00 
ANOSCOPY,46600,$72.00 
DEST PERIANAL LESION SIMP,46900,$220.00 
DEST PENIS LESION SIMPLE,54050,$134.00 
I+D BARTH GLAND ABSCESS,56420,$190.00 
DES VULV LESION SIMPLE,56501,$188.00 
REM ENDOCERVICAL POLYP,57500,$190.00 
EPIL TRICHIASIS FORCEPS O,67820,$55.00 
REM FOREIGN BODY AUD CANA,69200,$109.00 
REM IMPACTED CERUMEN,69210,$57.00 
NEW PT LVL 1,99201,$27.00 
NEW PT LVL 1 + PROC,99201,$27.00 
NEW PT LVL 2,99202,$44.00 
NEW PT LVL 2 + PROC,99202,$44.00 
NEW PT LVL 3,99203,$70.00 
NEW PT LVL 3 + PROC,99203,$70.00 
NEW PT LVL 4,99204,$89.00 
NEW PT LVL 4 + PROC,99204,$89.00 
NEW PT LVL 5,99205,$102.00 
NEW PT LVL 5 + PROC,99205,$102.00 
PAP,Q0091,$2.50 
COLORECTAL CANCER SCREEN,82272,$15.00 
ADMIN PNEUMONOCCAL VACCIN,G0009,$40.00 
"FLU VACCINE, ADMINISTRAIO",G0008,$40.00 
INJECTION FEE,96372,$44.00 
FLU VACCINE SPLIT VIRUS,90658,$20.00 
PNEUMOCOCCAL VACCINE,90732,$71.00 
PRE VISIT <1 EST,99391,$64.00 
PREV VISIT 1-4 EST,99392,$68.00 
PREV VISIT 5-11 EST,99393,$66.00 
PREV VISIT 12-17 EST,99394,$72.00 
PREC VISIT 18-39 EST,99395,$76.00 
PREV VISIT 40-64 EST,99396,$37.00 
PREV VISIT 65+ EST,99397,$42.00 
PREV VISIT <1 NEW,99381,$90.00 
PREV VISIT 1-4 NEW,99382,$92.00 
PREV VISIT 5-11 NEW,99383,$88.00 
PREV VISIT 12-17 NEW,99384,$94.00 
PREV VISIT 18-39 NEW,99385,$99.00 
PREV VISIT 40-64 NEW,99386,$52.00 
PREV VISIT 65+ NEW,99387,$59.00 
PREV VISIT <1 EST + PROC,99391,$64.00 
PREV VISIT 1-4 EST + PROC,99392,$68.00 
PREV VISIT 5-11 EST+ PROC,99393,$66.00 
PREV VISIT 12-17 EST +PRO,99394,$72.00 
PREV VISIT 18-37 EST +PRO,99395,$76.00 
PREV VISIT 40-64 EST +PRO,99396,$37.00 
PREV VISIT 65+ EST+PROC,99397,$42.00 
PREV VISIT <1 NEW+ PROC,99381,$90.00 
PREV VISIT 1-4 NEW + PROC,99382,$92.00 
PREV VISIT 5-11 NEW +PROC,99383,$88.00 
PREV VISIT 12-17 NEW +PRO,99384,$94.00 
PREV VISIT 18-39 NEW +PRO,99385,$99.00 
PREV VISIT 40-64 NEW+ PRO,99386,$52.00 
PREV VISIT 65+ NEW +PROC,99387,$59.00 
PELVIC SCREEN BREAST EXAM,G0101,$27.00 
HEMOGLOBIN,85018,$15.00 
GLUCOSE QUANT BLOOD,82962,$15.00 
VIT B12,J3420,$1.75 
HEP A ADULT,90632,$85.25 
HEP B ADULT,90746,$95.50 
STREP TEST,87430,$25.00 
URINALYSIS WITHOUT MICRO,81002,$25.00 
DEPO MEDROL 80MG INJ,J1040,$17.00 
DEPO MEDROL 40 MG INJ,J1030,$9.25 
TD VACCINE ADULT,90714,$15.25 
FLUCELVAX,90661,$20.00 
IMMUN ADMIN,90471,$40.00 
IMMUN ADMIN EA ADDITIONA,90472,$25.00 
INFLUENZA TEST,87804,$25.00 
PPD INTRADERMAL,86580,$20.00 
TDAP VACCINE,90715,$45.00 
FOLEY CATH,A4344,$32.00 
INSERT FOLEY CATH,51702,$157.00 
TORADOL 15MGS,J1885,$8.00 
DEST MAL NEOPLASM FACE,17280,$115.00 
PROTHROMBIN TIME,85610,$20.00 
CELESTONE 3MG,J0702,$17.00 
FLU QUADRAVALENT,90686,$20.00 
OCCULT BLOOD,82270,$15.00 
EKG,93005,$68.75 
VENIPUNCTURE,36415,$20.00 
TRIAMCINDONE ACETEN 10MG,J3301,$2.75 
ROCEPHIN PER 250MG,J0696,$22.50 
