Description,Unit Charge,,,,,,,,
SCREW 6.0 HYDRO CORT 150X40MM," $1,438.02 ",,,,,,,,
SCREW 6.0 HYDRO CORT 150X50MM," $1,404.82 ",,,,,,,,
SCREW 6.0 HYDRO CORT 160X30MM," $1,404.82 ",,,,,,,,
SCREW 6.0 HYDRO CORT 180X30MM," $1,281.98 ",,,,,,,,
SCREW 6.0 HYDRO CORT 180X50MM," $1,241.74 ",,,,,,,,
SCREW 6.0 HYDRO CORT 180X60MM," $1,111.10 ",,,,,,,,
SCREW 6.0 HYDRO CORT 200X30MM," $1,404.82 ",,,,,,,,
SCREW 6.0 HYDRO CORT 200X40MM," $1,404.82 ",,,,,,,,
SCREW 6.0 HYDRO CORT 200X50MM," $1,139.50 ",,,,,,,,
SCREW 6.0 HYDRO CORT 200X60MM," $1,404.82 ",,,,,,,,
SCREW 6.0 HYDRO CORT 200X80MM," $1,139.50 ",,,,,,,,
SCREW 6.0 HYDRO CORT 250X30MM," $1,111.10 ",,,,,,,,
SCREW 6.0 MONO XIA 6.5X100MM," $3,010.47 ",,,,,,,,
SCREW 6.0 MONO XIA 6.5X60MM," $2,842.38 ",,,,,,,,
SCREW 6.0 MONO XIA 6.5X70MM," $3,010.47 ",,,,,,,,
SCREW 6.0 MONO XIA 6.5X80MM," $3,010.47 ",,,,,,,,
SCREW 6.0 MONO XIA 6.5X90MM," $3,010.47 ",,,,,,,,
SCREW 6.0 MONO XIA 7.5X100MM," $2,842.38 ",,,,,,,,
SCREW 6.0 MONO XIA PANGEA 25MM," $3,059.67 ",,,,,,,,
SCREW 6.0 MONO XIA PANGEA 30MM," $3,059.67 ",,,,,,,,
SCREW 6.0 MONO XIA PANGEA 50MM," $3,059.67 ",,,,,,,,
SCREW 6.0 MONO XIA PANGEA 55MM," $3,059.67 ",,,,,,,,
SCREW 6.0 MONO XIA PANGEA 60MM," $3,059.67 ",,,,,,,,
SCREW 6.0 MONO XIA PANGEA 65MM," $3,059.67 ",,,,,,,,
SCREW 6.0 MONO XIA PANGEA 75MM," $4,242.63 ",,,,,,,,
SCREW 6.0 POLY XIA PANGEA 30MM," $3,230.36 ",,,,,,,,
SCREW 6.0 POLY XIA PANGEA 50MM," $3,230.36 ",,,,,,,,
SCREW 6.0 POLY XIA PANGEA 55MM," $3,230.36 ",,,,,,,,
SCREW 6.0 REDUCTION 4.5X30MM," $3,572.78 ",,,,,,,,
SCREW 6.0 TAPER CORT 150X50MM, $798.47 ,,,,,,,,
SCREW 6.0 TAPER CORT 220X60MM, $838.46 ,,,,,,,,
SCREW 6.0 TI MONO MATRIX 20MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 25MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 30MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 35MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 40MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 45MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 50MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 55MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 60MM," $3,059.67 ",,,,,,,,
SCREW 6.0 TI MONO MATRIX 65MM," $3,059.67 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X20MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X25MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X28MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X30MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X32MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X35MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X38MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X40MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 4X45MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 5X25MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 5X30MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 5X35MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 5X40MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 5X45MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 5X50MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 5X55MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 6X45MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 6X50MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 6X55MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 6X60MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 6X65MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X100MM," $4,123.87 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X30MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X35MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X40MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X45MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X50MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X55MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X60MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X65MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X70MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X75MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X80MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 7X90MM," $4,123.87 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X100MM," $4,123.87 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X25MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X30MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X35MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X40MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X45MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X50MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X55MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X60MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X65MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X70MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X75MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X80MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 8X90MM," $4,123.87 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X100MM," $4,123.87 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X30MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X35MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X40MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X45MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X50MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X55MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X60MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X65MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X70MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X75MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X80MM," $3,015.29 ",,,,,,,,
SCREW 6.0 USS THRD TI 9X90MM," $4,123.87 ",,,,,,,,
SCREW 6.0MM LCK 100MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 105MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 110MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 115MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 120MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 125MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 48MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 50MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 52MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 54MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 56MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 58MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 60MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 64MM  IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 68MM  IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 72MM IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 80MM  IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 85MM  IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 90MM  IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK 95MM  IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0MM LCK76MM  IM NAILS," $1,332.08 ",,,,,,,,
SCREW 6.0X40," $2,845.04 ",,,,,,,,
SCREW 6.2 PEDI CLICK X 30MM," $1,967.29 ",,,,,,,,
SCREW 6.2 PEDI CLICK X 35MM," $1,967.29 ",,,,,,,,
SCREW 6.2 PEDI CLICK X 40MM," $1,967.29 ",,,,,,,,
SCREW 6.2 PEDI CLICK X 45MM," $1,967.29 ",,,,,,,,
SCREW 6.2 PEDI CLICK X 50MM," $1,967.29 ",,,,,,,,
SCREW 6.2 PEDI CLICK X 55MM," $1,967.29 ",,,,,,,,
SCREW 6.2 PREASSB CLICK X 30MM," $3,230.36 ",,,,,,,,
SCREW 6.2 PREASSB CLICK X 35MM," $3,230.36 ",,,,,,,,
SCREW 6.2 PREASSB CLICK X 40MM," $3,230.36 ",,,,,,,,
SCREW 6.2 PREASSB CLICK X 45MM," $3,230.36 ",,,,,,,,
SCREW 6.2 PREASSB CLICK X 50MM," $3,230.36 ",,,,,,,,
SCREW 6.2 PREASSB CLICK X 55MM," $3,230.36 ",,,,,,,,
SCREW 6.2MM X 30MM," $3,630.02 ",,,,,,,,
SCREW 6.2MM X 45MM," $3,267.90 ",,,,,,,,
SCREW 6.35 EXPD INNER SS SET, $841.47 ,,,,,,,,
SCREW 6.35 EXT TAB SS 5X35MM," $3,742.40 ",,,,,,,,
SCREW 6.35 EXT TAB SS 6X35MM," $3,742.40 ",,,,,,,,
SCREW 6.35 EXT TAB SS 6X40MM," $3,742.40 ",,,,,,,,
SCREW 6.35 MAS REDUCT 6.5X55MM," $5,156.68 ",,,,,,,,
SCREW 6.35 MAS TI 4.5X25MM," $4,565.58 ",,,,,,,,
SCREW 6.35 MAS TI 6.5X25MM," $4,565.58 ",,,,,,,,
SCREW 6.35 MAS TI 6.5X30MM," $4,565.58 ",,,,,,,,
SCREW 6.35 MAS TI 6.5X35MM," $4,565.58 ",,,,,,,,
SCREW 6.35 MAS TI 8.5X60MM," $4,565.58 ",,,,,,,,
SCREW 6.35 POLY EXPD SS 5X30MM," $3,486.36 ",,,,,,,,
SCREW 6.35 REDUCT TI 7.5X35MM," $5,156.68 ",,,,,,,,
SCREW 6.35 REDUCT TI 7.5X40MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS FIX ANG 4.5X25MM," $2,845.04 ",,,,,,,,
SCREW 6.35 SS FIX ANG 4.5X30MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 4.5X35MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 4.5X40MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 4.5X45MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 5.5X25MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 5.5X30MM," $3,233.58 ",,,,,,,,
SCREW 6.35 SS FIX ANG 5.5X35MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 5.5X40MM," $3,233.58 ",,,,,,,,
SCREW 6.35 SS FIX ANG 5.5X45MM," $2,845.04 ",,,,,,,,
SCREW 6.35 SS FIX ANG 6.5X30MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 6.5X35MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 6.5X40MM," $3,233.58 ",,,,,,,,
SCREW 6.35 SS FIX ANG 6.5X45MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 6.5X50MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 7.5X30MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 7.5X35MM," $2,845.04 ",,,,,,,,
SCREW 6.35 SS FIX ANG 7.5X40MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 7.5X45MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS FIX ANG 7.5X50MM," $3,233.48 ",,,,,,,,
SCREW 6.35 SS MULT AX 4.5X20MM," $4,308.18 ",,,,,,,,
SCREW 6.35 SS MULT AX 4.5X25MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 4.5X30MM," $4,308.18 ",,,,,,,,
SCREW 6.35 SS MULT AX 4.5X35MM," $4,308.18 ",,,,,,,,
SCREW 6.35 SS MULT AX 4.5X40MM," $4,308.18 ",,,,,,,,
SCREW 6.35 SS MULT AX 4.5X45MM," $4,308.18 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.0X25MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.0X30MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.0X35MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.0X40MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.5X25MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.5X30MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.5X35MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.5X40MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.5X45MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 5.5X50MM," $4,308.18 ",,,,,,,,
SCREW 6.35 SS MULT AX 6.5X30MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 6.5X35MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 6.5X40MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 6.5X45MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 6.5X50MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 7.5X30MM," $4,135.87 ",,,,,,,,
SCREW 6.35 SS MULT AX 7.5X35MM," $4,308.18 ",,,,,,,,
SCREW 6.35 SS MULT AX 7.5X40MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 7.5X45MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS MULT AX 7.5X50MM," $3,572.78 ",,,,,,,,
SCREW 6.35 SS REDUCT 4.5X30MM," $4,798.98 ",,,,,,,,
SCREW 6.35 SS REDUCT 4.5X35MM," $4,798.98 ",,,,,,,,
SCREW 6.35 SS REDUCT 4.5X40MM," $4,798.98 ",,,,,,,,
SCREW 6.35 SS REDUCT 5.5X25MM," $4,798.98 ",,,,,,,,
SCREW 6.35 SS REDUCT 5.5X30MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 5.5X35MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 5.5X40MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 5.5X45MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 6.5X30MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 6.5X35MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 6.5X40MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 6.5X45MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 6.5X50MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 7.5X35MM," $4,798.98 ",,,,,,,,
SCREW 6.35 SS REDUCT 7.5X40MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 7.5X45MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS REDUCT 7.5X50MM," $4,213.43 ",,,,,,,,
SCREW 6.35 SS SET BREAK OFF, $972.74 ,,,,,,,,
SCREW 6.35 SS SET REDUCTION, $821.42 ,,,,,,,,
SCREW 6.35 TI MAS 4.5X25MM," $4,213.43 ",,,,,,,,
SCREW 6.35 TI MAS 4.5X40MM," $4,213.43 ",,,,,,,,
SCREW 6.35 TI MAS 5.5X25MM," $4,213.43 ",,,,,,,,
SCREW 6.35 TI MAS 5.5X45MM," $5,156.68 ",,,,,,,,
SCREW 6.35 TI MAS 6.5X30MM," $5,156.68 ",,,,,,,,
SCREW 6.35 TI MAS 6.5X50MM," $5,156.68 ",,,,,,,,
SCREW 6.5 FAS 5.5X20MM," $4,213.43 ",,,,,,,,
SCREW 6.5 FAS 5.5X25MM," $4,213.43 ",,,,,,,,
SCREW 6.5 FAS 5.5X40MM," $4,213.43 ",,,,,,,,
SCREW 6.5 FAS 5.5X45MM," $4,213.43 ",,,,,,,,
SCREW 6.5 FAS 5.5X50MM," $4,213.43 ",,,,,,,,
SCREW 6.5 FAS 5.5X55MM," $4,213.43 ",,,,,,,,
SCREW 6.5 FAS 5.5X60MM," $4,213.43 ",,,,,,,,
SCREW 6.5 MAS TSRH SHORT 30MM," $2,196.61 ",,,,,,,,
SCREW 6.5 MAS TSRH SHORT 35MM," $2,196.61 ",,,,,,,,
SCREW 6.5 MAS TSRH SHORT 40MM," $2,196.61 ",,,,,,,,
SCREW 6.5 MAS TSRH SHORT 45MM," $2,196.61 ",,,,,,,,
SCREW 6.5 POLY TSRH SHORT 35MM," $2,196.61 ",,,,,,,,
SCREW 6.5 POLY TSRH SHORT 40MM," $2,196.61 ",,,,,,,,
SCREW 6.5 SAS COCR TI 30MM," $5,214.99 ",,,,,,,,
SCREW 6.5 SAS COCR TI 35MM," $5,214.99 ",,,,,,,,
SCREW 6.5 SAS COCR TI 40MM," $5,214.99 ",,,,,,,,
SCREW 6.5 SAS COCR TI 45MM," $5,214.99 ",,,,,,,,
SCREW 6.5 SAS COCR TI 50MM," $5,214.99 ",,,,,,,,
SCREW 6.5 SAS COCR TI 55MM," $5,214.99 ",,,,,,,,
SCREW 6.5 X 40," $2,062.88 ",,,,,,,,
SCREW 6.5 X 45MM," $4,268.91 ",,,,,,,,
SCREW 6.5MM X 100MM 121640," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 105MM 121641," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 110MM 121642," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 115MM 121643," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 120MM 121644," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 30," $3,240.78 ",,,,,,,,
SCREW 6.5MM X 30MM," $1,902.09 ",,,,,,,,
SCREW 6.5MM X 30MM 121626," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 35MM 121627," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 40MM," $1,902.09 ",,,,,,,,
SCREW 6.5MM X 40MM 121628," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 45MM," $3,240.78 ",,,,,,,,
SCREW 6.5MM X 65MM 121633," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 70MM 121634," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 75MM 121635," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 80MM 121636," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 85MM 121637," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 90MM 121638," $1,421.82 ",,,,,,,,
SCREW 6.5MM X 95MM 121639," $1,421.82 ",,,,,,,,
SCREW 6.5X40MM," $2,842.38 ",,,,,,,,
SCREW 6.5X50 CANNULATED, $345.81 ,,,,,,,,
SCREW 6/7 ACUTRAK 100MM," $2,536.94 ",,,,,,,,
SCREW 6/7 ACUTRAK 40MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 45MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 50MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 55MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 60MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 65MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 70MM," $2,287.94 ",,,,,,,,
SCREW 6/7 ACUTRAK 75MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 80MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 85MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 90MM," $2,231.50 ",,,,,,,,
SCREW 6/7 ACUTRAK 95MM," $2,231.50 ",,,,,,,,
SCREW 60MM THRD SCHANZ 5X150MM," $1,179.26 ",,,,,,,,
SCREW 60MM THRD SCHANZ 5X175MM," $1,273.45 ",,,,,,,,
SCREW 62MMX4.5MM, $181.74 ,,,,,,,,
SCREW 64MMX4.5MM, $181.74 ,,,,,,,,
SCREW 65MMX4.5MM, $325.54 ,,,,,,,,
SCREW 66MMX4.5MM, $181.74 ,,,,,,,,
SCREW 68MMX4.5MM, $181.74 ,,,,,,,,
SCREW 6MM, $432.34 ,,,,,,,,
SCREW 7.0 CANN FT 100MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 105MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 110MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 115MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 120MM," $1,321.82 ",,,,,,,,
SCREW 7.0 CANN FT 30MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 70MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 75MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 85MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 90MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN FT 95MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 100MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 105MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 110MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 115MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 120MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 55MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 70MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 75MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 80MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 85MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 90MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN MED THRD 95MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 100MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 105MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 110MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 115MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 120MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 30MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 35MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 40MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 45MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 50MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 55MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 60MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 65MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 70MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 75MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 80MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 85MM," $1,537.75 ",,,,,,,,
SCREW 7.0 CANN PT 90MM," $1,321.82 ",,,,,,,,
SCREW 7.0 CANN PT 95MM," $1,321.82 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/30MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/35MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/40MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/45MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/50MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/55MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/60MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/65MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/70MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/75MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/80MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/85MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/90MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/16MMTHRD/95MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/32MMTHRD/45MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/32MMTHRD/50MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/32MMTHRD/65MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN/32MMTHRD/85MM," $1,705.68 ",,,,,,,,
SCREW 7.0 CANN16MM THRD105MM," $2,449.36 ",,,,,,,,
SCREW 7.0 CANN16MM THRD115MM," $2,449.36 ",,,,,,,,
SCREW 7.0 CANN16MM THRD125MM," $2,449.36 ",,,,,,,,
SCREW 7.0 CANN16MM THRD130MM," $2,395.04 ",,,,,,,,
SCREW 7.0 CANN32MM THRD110MM," $2,449.36 ",,,,,,,,
SCREW 7.0 CANN32MM THRD115MM," $2,395.04 ",,,,,,,,
SCREW 7.0 MONO TI MATRIX 100MM," $3,059.67 ",,,,,,,,
