Hospital Service Code,Service Description,Hospital Charge
60193893,IMMUNE GLOBULIN              *,84.00
60193927,IMMUNE GLOBULIN HEP B        *,299.00
60193968,INFLUENZA VACCINE ADMIN.,28.00
60194115,IV REHYDRATION D5W/NS        *,103.00
60194123,INTRVEN CNTR LINE CARE       *,141.00
60194255,LACERATION REPAIR 2.6-7.5CM,335.00
60194313,RITUZMAB 100MG,1623.00
60194347,LUMBAR PUNCTURE SIMPLE       *,2304.00
60194461,MEASLES VACCINE              *,84.00
60194495,MEASLES/MUMPS/RUBELLA        *,222.00
60194560,HERCEPTIN 440MG,7289.00
60194586,MUMPS SKIN TEST              *,38.00
60194982,SMOKING CESSATION 3-10 MINS.,122.00
60194990,SMOKING CESSATION OVER 10 MINS,122.00
60195062,PERITNEOCNTSIS/PARACEN       *,1927.00
60195138,MORPHINE 10MG                *,63.00
60195153,DOXORUBICIN 10MG.            *,303.00
60195161,DOXORUBICIN 50MG.            *,1113.00
60195179,BLEOMYCIN 15UNITS            *,1113.00
60195187,PNEUMOCOCCAL VACCINE         *,103.00
60195195,CISPLATIN 10MG.              *,200.00
60195203,CISPLATIN 50MG.              *,644.00
60195211,PPD                          *,86.00
60195229,VINBLASTINE 10MG.            *,303.00
60195237,VINCRISTINE 2MG.             *,709.00
60195245,VINCRISTINE 1MG,188.00
60195252,ETOPOSIDE 20MG.              *,406.00
60195260,5FU-FLUROURACIL 500MG.       *,141.00
60195278,CYTOXAN 100MG.               *,38.00
60195286,CYTOXAN 200MG.               *,84.00
60195294,CYTOXAN 500MG.               *,141.00
60195302,IV HYDRATION THRPY 31MIN-1HR,367.00
60195310,REHYDRA.IV THERAPY ADDL.1HR,182.00
60195336,EAR IRR/LAVAGE W INSTRUMENT,248.00
60195377,NS FIRST 1000CC              *,103.00
60195385,NS EACH ADD'L 1000CC         *,103.00
60195419,D5 1/2NS FIRST 1000CC        *,103.00
60195427,D51/2NS EA ADD'L 1000CC      *,103.00
60195435,D51/2NS 20KCL 1000CC         *,103.00
60195443,D51/2NS 20KCL EA 1000CC      *,103.00
60195450,D5NS FIRST 1000CC            *,103.00
60195468,D5NS EACH ADD'L 1000CC       *,103.00
60195476,VANCOMYCIN 500MG,103.00
60195609,ANTIBIOTIC IV THERAPY        *,367.00
60195617,ANTIBIOTIC IV THERAPY ADD'LHR*,182.00
60195666,D5W FIRST 1000CC             *,103.00
60195674,D5W EACH ADD'L 1000CC        *,103.00
60195682,POTASSIUM CHLORIDE 40ME      *,38.00
60195690,THIAMINE 100MG               *,38.00
60195922,DIAZEPAM 5MG                 *,38.00
60195948,AMPHOTERICIN B 50MG          *,200.00
60195955,LORAZEPAN 2MG (ATIVAN)       *,38.00
60195963,CYTARABINE 100MG.            *,84.00
60195971,CYTARABINE 500 MG.           *,161.00
60195989,GANCICLOVIR 500MG.           *,200.00
60195997,"ASPARAGINASE 10,000 UNITS    *",244.00
60196003,IFOSFAMIDE 1GM.              *,303.00
60196011,FUROSEMIDE 10MG (LASIX)      *,38.00
60196029,LEUCOVORIN 10MG.             *,38.00
60196037,LEUCOVORIN 1000MG.           *,200.00
60196045,MAGNESIUM SULFATE 50%        *,38.00
60196052,TETANUS/DIPTHERIA TOXID,269.00
60196060,MESNA 200MG.                 *,84.00
60196078,MESNA 500MG.                 *,141.00
60196086,MESNA 1GM.                   *,303.00
60196094,METHOTREXATE                 *,161.00
60196102,MITOXANTRONE 20MG.           *,2021.00
60196110,AZITHROMYCIN 500MG INJ,272.00
60196128,MUSTARGEN 10MG.              *,84.00
60196136,STREPTOZOCIN 1GM.            *,244.00
60196144,THORACENTESIS,3108.00
60196169,REGLAN 100 MG.               *,63.00
60196177,"UROKINASE 250,000 UNITS      *",1318.00
60196185,ONDANSETRON 4MG INJ,200.00
60196227,MORPHINE 4MG,35.00
60196235,ATROVENT INH.,33.00
60196383,TRANSF PACKED RED CELLS      *,558.00
60196391,TRANSF. BLOOD PRODUCTS,558.00
60196417,"TRANSFUSION, PLATELETS       *",558.00
60196433,DIABETIC EDUCATION INDIVIDUAL,361.00
60196466,DIABETIC EDUCATION GROUP,213.00
60196599,URINALYSIS COMPLETE,38.00
60196706,DIAGNOSTIC EVAL W/ NO MED EM,646.00
60196714,VISION SCREENING TEST(SNELLEN),141.00
60196722,DIAGNOSTIC EVAL W/ MED EM,695.00
60196730,KOH,45.00
60196771,WET MOUNT,53.00
60196805,CANDIDA SKIN TEST            *,38.00
60196854,PSYCHOTHERAPY 30 (16-37) MIN,303.00
60196946,PSYCHOTHERAPY 45 (38-52) MIN,404.00
60196961,PSYCHOTHERAPY 60 (53/+) MIN,469.00
60197001,LCSW 20-30 MINUTES,282.00
60197019,PSYCH EVALUATION,561.00
60197035,PSYCH-MED MANAGEMENT,244.00
60197043,LCSW 40-50 MINUTES,372.00
60197068,GROUP THERAPY,260.00
60197092,NEUROPSYCH TESTING,372.00
60197118,LCSW PSYCHOSOCIAL EVAL.,561.00
60197159,LCSW 75-80 MINUTES,469.00
60197209,NORMAL SALINE 100CC,86.00
60197217,COLPOSCOPY,616.00
60197225,NORMAL SALINE 250CC,86.00
60197233,"NEW PATIENT, E/M 60 MIN",1118.00
60197241,MEDICATION MANAGEMENT 10 MIN,324.00
60197290,NEULASTA 6MG SYR,22067.00
60197324,MEDICATION MANAGEMENT 15 MIN,427.00
60197332,MEDICATION MANAGEMENT 25 MIN,604.00
60197340,MEDICATION MANAGEMENT 45 MIN,943.00
60197357,PSYCHOLOGICAL TESTING,375.00
60197407,"DEVELOPMENTAL TEST, EXTENDED",463.00
60197449,NEUROBEHAV STATUS EXAM,375.00
60197456,NEUROPSYCHO TEST 1 HOUR,372.00
60197472,"HEALTH & BEHR ASSESSMT 15""",123.00
60197480,HEALTH & BEHVR REASSESSMT,183.00
60197522,"HEALTH & BEHVR INTERVEN 15""",123.00
60197530,HEALTH & BEHVR GROUP,90.00
60197548,HEALTH & BEHVR FAMILY,183.00
60197555,PENICILLIN BENZ 100K UNIT INJ,27.00
60197647,IV THERAPY,182.00
60197654,IV INSERT                    *,134.00
60197662,IV BILATERAL INSERT          *,134.00
60197704,"EPOGEN 1,000 UNITS",188.00
60197712,"EPOGEN 1,000 UNITS",188.00
60197746,BICILLIN PENICILLIN,103.00
60197753,PEN G BENZ+PROCAINE          *,103.00
60197761,CEFTRIAXONE 500MG            *,123.00
60197787,INSULIN 100 UNITS,38.00
60197803,LIDOCAINE                    *,38.00
60197811,PROCAINE PENICILLIN          *,103.00
60197837,DIPHENHYDRAMINE 10MG         *,38.00
60197852,MEPERIDINE 100MG             *,38.00
60197860,DEXAMETHASONE 4MG INJ.,84.00
60197886,HEPARIN 100UNITS             *,38.00
60197944,PROCHLORPERAZINE 5MG         *,84.00
60198017,INTERFERON,161.00
60198041,PACLITAXEL 30MG,841.00
60198066,LUPRON 3.75MG,2048.00
60198074,LUPRON 7.5MG,2048.00
60198108,DOCETAXOL (TAXOTERE),841.00
60198116,LEVOFLOXACIN 500MG,841.00
60198371,CALCIUM GLUCONATE 10ML,38.00
60198397,ISOPROTERENOL 5MG            *,84.00
60198488,VITAMIN K,38.00
60198496,XOLIAR (OMALIZUMAB) 5MG INJ,103.00
60198512,HEPATITIS B (RECOMBIVAX)     *,109.00
60198553,HALOPERIDOL,123.00
60198595,NALOXONE .4MG,63.00
60198611,SODIUM CHLORIDE              *,38.00
60198652,CEFAZOLIN 500MG,84.00
60198736,TESTOSTERONE CYPIONATE 200MG,63.00
60198744,THIOTEPA                     *,269.00
60198751,DACARBAZINE 200MG.           *,123.00
60198769,CARMUSTINE 100MG.            *,341.00
60198777,MITOMYCIN 20MG.              *,1421.00
60198785,MITOMYCIN 5MG                *,509.00
60198793,CEFTAZIDIME 2GMS             *,123.00
60198801,ESTRADIOL VAL 10 MG INJ,63.00
60198876,FAMOTIDINE (PEPCID),38.00
60198967,VITAMIN B12                  *,38.00
60199080,CEFTRIAXONE 250MG            *,123.00
60199163,FLUDARABINE 50MG.            *,690.00
60199247,FOSCARNET                    *,406.00
60199254,GOSERELIN 3.6MG              *,1418.00
60199262,PROCHLORPERAZINE 10MG        *,123.00
60199288,CARBOPLATIN 200MG,2224.00
60199296,CARBOPLATIN 50MG             *,333.00
60199320,GRANISETRON,335.00
60199601,CERVIX BIOPSY SUPPLY,3025.00
60199635,ENDOMETRIAL BIOPSY SUPPLIES,691.00
60199759,HEPATITIS A,95.00
60199775,ADMIN. HEPATITIS B VACCINE,28.00
60199783,ADMIN. PNEUMO. VACCINE,28.00
60199916,BIOPSY CERVIX,3025.00
60199924,"BIOPSY, ENDOMETRIUM",691.00
60201019,EXAM/TREATMENT ROOM,247.00
60201027,EXAM/TREATMENT ROOM,270.00
60201035,EXAM/TREATMENT ROOM,282.00
60201043,EXAM/TREATMENT ROOM,378.00
60201050,EXAM/TREATMENT ROOM,399.00
60201118,EXAM/TREATMENT ROOM,200.00
60201126,EXAM/TREATMENT ROOM,261.00
60201134,EXAM/TREATMENT ROOM,285.00
60201142,EXAM/TREATMENT ROOM,399.00
60201159,EXAM/TREATMENT ROOM,420.00
60285681,UA-DIPSTICK W/O MICRO,38.00
60290004,E/M INITIAL EXPANDED EXAM,586.00
60290012,E/M INITIAL DETAILED EXAM,669.00
60290020,E/M INITIAL COMPLEX EXAM,1118.00
60290046,E/M EST. FOCUSED EXAM,324.00
60290053,FACLLITY FEE ONLY            *,247.00
60290061,E/M EST. EXPANDED EXAM,427.00
60290087,E/M EST. COMPREHENSIVE EXAM,943.00
60290152,INDIV. NUTRITION ASSMT.,302.00
60290285,EXAM/TREATMENT ROOM          *,247.00
60291192,BONE MARROW BIOPSY NDL/TROCAR,728.00
60291473,VENIPUNCTURE                 *,38.00
60291523,BONE MARROW ASPIR ONLY       *,213.00
60291762,CHEMO IV CMPLX/TO 1 HR       *,367.00
60291770,CHEMO IV CMPLX/ADDL HR       *,200.00
60291796,CHEMO IV SCLEROS SOLUT       *,367.00
60291820,CHEMOTHERAPY IV SIMPLE       *,367.00
60295128,PHLEBOTOMY THERAPEUTIC       *,120.00
60296381,"TRANSFUSN,ERYTHROCYTES       *",558.00
60296399,"TRANSFUSION, EXCHANGE        *",285.00
60296415,"TRANSFUSN, ERYTHROCYTES",558.00
60296597,URINALYSIS COMPLETE,38.00
60297298,NEULASTA 6MG SYR,22067.00
60297702,"EPOGEN PER 1,000 UNITS",188.00
60298734,TESTOSTERONE CYPIONATE 200MG,63.00
60298965,B12 INJECTION,38.00
60311990,VENIPUNCTURE,38.00
60323003,HAVRIX 1440 VACCINE (ADULT),476.00
60323029,ENGERIX-B 20 VACCINE (ADULT),391.00
60323326,PNEUMOVAX 23 VACCINE (PPSV23),512.00
60323334,PREVNAR 13 VACCINE,2022.00
60323367,TENIVAC VACCINE,165.00
60324415,FLUARIX PFS ADMIN FEE (.5 ML),28.00
60324423,FLUMIST NASAL ADMIN FEE,28.00
60324456,FLUZONE PFS ADMIN FEE (.5 ML),28.00
60324563,PNEUMOVAX 23 VAC >2YR,
60324571,PREVNAR 13 VACCINE,
60324605,TENIVAC VAC 7+YR,
60324738,ADMIN. IMMUNIZATION,28.00
60324753,ADMIN. PNEUMOCOCCAL VACCINE,28.00
60324761,ADMIN. HEP B VACCINE,28.00
60324795,FLULAVAL MDV ADMIN FEE (.5 ML),28.00
60324803,FLUVIRIN PFS ADMIN FEE (.5 ML),28.00
60324811,FLUZONE HIGH DOSE PFS ADFEE,28.00
60380326,GLUCOSE REAGENT STRIP,45.00
60380383,KOH,45.00
60380433,UA-DIPSTICK W/O MICRO,39.00
60380573,PPD SKIN TEST,86.00
60391059,E/M INITIAL FOCUSED EXAM,352.00
60391067,E/M INITIAL EXPANDED EXAM,586.00
60391083,E/M INITIAL DETAILED EXAM,669.00
60391091,E/M INITIAL COMPREHENSIVE EXAM,895.00
60391125,E/M INITIAL COMPLEX EXAM,1118.00
60391133,E/M EST BRIEF EXAM,272.00
60391141,E/M EST FOCUSED EXAM,324.00
60391158,E/M EST EXPANDED VISIT,427.00
60391166,E/M EST DETAILED EXAM,604.00
60391174,E/M EST COMPREHENSIVE EXAM,943.00
60392230,EXAM/TREATMENT ROOM,248.00
60392255,EXAM/TREATMENT ROOM,276.00
60392263,EXAM/TREATMENT ROOM,366.00
60392297,EXAM/TREATMENT ROOM,470.00
60392313,EXAM/TREATMENT ROOM,618.00
60392321,EXAM/TREATMENT ROOM,201.00
60392339,EXAM/TREATMENT ROOM,276.00
60392347,EXAM/TREATMENT ROOM,285.00
60392354,EXAM/TREATMENT ROOM,399.00
60392370,EXAM/TREATMENT ROOM,470.00
60960606,PSYCH INTERACT COMPLEXITY,345.00
60960614,DIAGNOSTIC EVAL W/ NO MEDICAL,586.00
60960622,DIAGNOSTIC EVAL W/ MED EM,632.00
60960630,PSYCHOTHERAPY 30 (16-37) MIN,276.00
60960648,PSYCHOTHER W/EM 30 (16-37) MIN,285.00
60960655,PSYCHOTHERAPY 45 (38-52) MIN,368.00
60960663,PSYCHOTHER W/EM 45 (38-52) MIN,374.00
60960671,PSYCHOTHERAPY 60 (53/+) MIN,425.00
60960689,PSYCHOTHER W/EM 60 (53/+) MIN,618.00
60960697,PSYCH CRISIS 60 MIN,512.00
60960705,PSYCH CRISIS EA ADD 30 MIN,258.00
60960713,GROUP THERAPY,236.00
60960721,PHARM MGMT AND PRESCRIBING,222.00
60960739,"HEALTH & BEHVR ASSESSMT 15""",111.00
60960747,HEALTH & BEHVR REASSESSMT,166.00
60960754,"HEALTH & BEHVR INTERVEN 15""",111.00
60960762,HEALTH & BEHVR GROUP,82.00
60960770,HEALTH & BEHVR FAMILY,166.00
60960788,EM NEW PT FOCUSED EXAM,352.00
60960796,EM NEW PT EXPANDED EXAM,586.00
60960804,EM NEW PT DETAILED EXAM,669.00
60960812,EM NEW PT COMPREHNSV EXAM,895.00
60960820,EM NEW PT COMPLEX EXAM,1118.00
60960838,EM ESTAB PT FOCUSED,324.00
60960846,EM ESTAB PT EXPANDED EXAM,427.00
60960853,EM ESTAB PT DETAILED EXAM,604.00
60960861,EM ESTAB PT COMPREHNSV EXAM,943.00
60992237,EXAM-TRMT RM NEW PT FOCUS,227.00
60992252,EXAM-TRMT RM NEW PT EXPAN,247.00
60992260,EXAM-TRMT RM NEW PT DTLED,257.00
60992294,EXAM-TRMT RM NEW PT CPRSV,348.00
60992310,EXAM-TRMT RM NEW PT CMPLX,361.00
60992336,EXAM-TRMT RM EST PT FOCUS,250.00
60992344,EXAM-TRMT RM EST PT EXPAN,259.00
60992351,EXAM-TRMT RM EST PT DTLED,361.00
60992377,EXAM-TRMT RM EST PT CPRSV,382.00
61101002,PSYCH/LCSW COUNSEL 16-37 MINS,282.00
61101010,EXAM/TREATMENT ROOM,247.00
61101028,EXAM/TREATMENT ROOM,276.00
61101036,EXAM/TREATMENT ROOM,282.00
61101044,EXAM/TREATMENT ROOM,470.00
61101051,EXAM/TREATMENT ROOM,399.00
61101077,PSYCH INTERACT THERAPY,378.00
61101119,EXAM/TREATMENT ROOM,200.00
61101127,EXAM/TREATMENT ROOM,276.00
61101135,EXAM/TREATMENT ROOM,285.00
61101143,EXAM/TREATMENT ROOM,399.00
61101150,EXAM/TREATMENT ROOM,470.00
61101259,GROUP PSYCHOTHERAPY,260.00
61101317,PSYCHIATRIC DIAGNOSTIC EXAM,646.00
61101325,PSYCHIATRIC DIAG EX W/MED.SVCS,695.00
61101390,HEALTH BEHAVIOR ASSESSMENT,123.00
61101408,HEALTH AND BEHAVIOR REASSESS,183.00
61101416,HEALTH BEHAVIOR INTERVENTION,123.00
61101424,HEALTH AND BEHAVIOR FAM/PATIEN,183.00
61101507,PSYCHOTERAPY CRISIS 60 MINS,563.00
61101515,PSYCHO CRISIS ADDL 30 MINUTES,284.00
61108908,E/M EST. BRIEF EXAM,272.00
61110011,ADMIN.IMMUNIZATION,28.00
61113528,FINE NDL ASPIRATION,338.00
61116075,OXYGEN SUPPLIES              *,123.00
61116224,INHALATION THERAPY           *,240.00
61116455,NEBULIZER MASK               *,27.00
61116570,PEAK FLOW-DISP. MOUTHPIECE,188.00
61121133,ESTRADIOL VALERATE INJ 10MG,523.00
61121216,HALOPERIDOL 50MG INJ,674.00
61122040,FLUPHENAZINE 25MG INJ,84.00
61140224,VENIPUNCTURE,38.00
61165544,ZOSTER VACCINE,491.00
61165577,DIABETIC EDUCATION GROUP,213.00
61165619,HEPATITIS A VACCINE,103.00
61165627,ENGERIX-B 20 VACCINE (ADULT),119.00
61165700,SMOKING CESSATION 3-10 MINS.,122.00
61165718,SMOKING CESSATION OVER 10MINS.,122.00
61170007,DIABETIC EDUCATION INDIVIDUAL,361.00
61176772,WET MOUNT SLIDE              *,53.00
61185583,FINGER SPLINT,248.00
61187159,PEAK FLOW DETERMINATION,194.00
61187183,VARICELLA VACCINE,222.00
61188892,GENERAL MED.CLINIC MISC.,
61190005,E/M INITIAL EXPANDED EXAM,586.00
61190013,E/M INITIAL DETAILED EXAM,669.00
61190021,E/M INITIAL COMPLEX EXAM,1118.00
61190047,E/M EST. FOCUSED EXAM,324.00
61190062,E/M EST. EXPANDED EXAM,427.00
61190088,E/M EST. COMPREHENSIVE EXAM,943.00
61190138,E/M INITIAL FOCUSED EXAM,352.00
61190153,INDIV. NUTRITION ASSMT.,302.00
61190179,E/M EST. FOCUSED EXAM,324.00
61190187,E/M EST. DETAILED EXAM,604.00
61190229,E/M INITIAL COMPREHENSIVE EXAM,895.00
61190286,EXAM/TREATMENT ROOM          *,200.00
61190534,ABSCESS I & D                *,182.00
61190625,ASPIRATION JOINT,1329.00
61190773,ALRGY INTRDRM/11-20          *,113.00
61190807,ALRGY SCRTCH TEST/1-30       *,223.00
61190898,ANOSCPY                      *,169.00
61190955,ARTERIAL PUNCTURE            *,123.00
61190989,ARTHROCENTESIS LG JNT        *,1049.00
61191045,AUDIOMETRY,113.00
61191292,BIOPSY OF SKIN,1329.00
61191300,BLADDER SCAN,169.00
61191649,CATHETERIZATION              *,455.00
61192530,EXAM-TRMT RM WELL VISIT 18-39,249.00
61192712,HEALTH AND BEHAVIOR GROUP,90.00
61192753,DIPHTHER/TETANUS ADLT        *,86.00
61192829,DRESSING CHANGE              *,141.00
61192845,BURN TREATMENT,315.00
61192902,EKG TRACING                  *,224.00
61193025,REMOVAL FOREIGN BODY-SKIN,1329.00
61193108,STERILE TRAY,59.00
61193561,"REMOVE F.B., LEFT EYE",261.00
61193579,"REMOVE F.B., RIGHT EYE",261.00
61193587,"REMOVE F.B., BOTH EYES",395.00
61193595,"REMOVE R.B., LEFT EAR",223.00
61193603,"REMOVE F.B., RIGHT EAR",223.00
61193611,"REMOVE F.B., BOTH EARS",504.00
61193629,FOREIGN BODY REMOVAL/NOSE,148.00
61193744,GLUCOSE REAGENT STRIP,45.00
61193801,HEMATOCRIT                   *,53.00
61193892,IMMUNE GLOBULIN              *,38.00
61193926,"IMMUNE GLOBULIN, HEP B       *",299.00
61193967,INFLUENZA VACCINE ADMIN.,28.00
61193983,INJECTION TRIGGER PT,1049.00
61194106,IV INSERT                    *,134.00
61194254,"LACER REPAIR, TR & EXT",302.00
61194320,KOH,45.00
61194346,LUMBAR PUNCTURE SIMPLE       *,2304.00
61194460,MEASLES                      *,84.00
61194494,MMR VACCINE,222.00
61194585,MUMPS SKIN TEST              *,38.00
61194759,INITIAL WELL VISIT 18-39,387.00
61194825,OCCULT BLOOD TEST            *,45.00
61195061,PARACENTESIS                 *,1927.00
61195186,PNEUMOCOCCAL VACCINE         *,103.00
61195210,PPD SKIN TEST                *,86.00
61195335,EAR IRR/LAVAGE W INSTRUMENT,248.00
61195350,B12 INJECTION,38.00
61195376,NORMAL SALINE                *,103.00
61195384,NS EA ADD'L 1000CC,103.00
61195392,RUBELLA                      *,84.00
61195426,D5-1/2NS @ ADD'L 1000CC,103.00
61195434,D5 1/2 NSW20KCL 1000CC       *,103.00
61195475,VANCOMYCIN                   *,103.00
61195483,"SIGMOIDOSCOPY, DX            *",463.00
61195558,ACE BANDAGE                  *,21.00
61195640,PLASMALYTE FIRST 1000CC,103.00
61195657,PLASMALYTE EA 1000CC,103.00
61195665,D5W FIRST 1000CC             *,103.00
61195673,D5W EA ADD'L 100CC,103.00
61195723,SPIROMETRY                   *,220.00
61195731,HYDROCORTISONE,84.00
61195947,AMPHOTERICIN 50MG            *,200.00
61196051,TETANUS TOXOID               *,59.00
61196093,METHOTREXATE 100MG           *,161.00
61196143,THORACENTESIS                *,1400.00
61196531,UNNA BOOT,333.00
61196598,UA-DIPSTICK COMPLETE.,38.00
61196655,URINE PREGNANCY TEST,59.00
61196705,DIAGNOSTIC EVAL W/ NO MED EM,646.00
61196713,VISION SCREEN                *,141.00
61196721,DIAGNOSTIC EVAL W/ MED EM,695.00
61196739,KOH SLIDE                    *,45.00
61196804,CANDIDA SKIN TEST            *,38.00
61196853,PSYCHOTHERAPY 30 (16-37) MIN,303.00
61196945,PSYCHOTHERAPY 45 (38-52) MIN,404.00
61196960,PSYCHOTHERAPY 60 (53/+) MIN,469.00
61197000,PSYCH/LCSW COUNSEL. 30 MINS.,282.00
61197042,PSYCH/LCSW COUNSEL 38-52 MINS,416.00
61197067,GROUP THERAPY,260.00
61197117,PSYCH/LCSW EVALUATION,561.00
61197125,BIOPSY LYMPH NODES           *,244.00
61197133,BIOPSY BREAST                *,244.00
61197158,PSYCH/LCSW COUNSEL 53+ MINS,469.00
61197232,"NEW PATIENT, E/M 60 MIN",1118.00
61197240,MEDICATION MANAGEMENT 10 MIN,324.00
61197323,MEDICATION MANAGEMENT 15 MIN,427.00
61197331,MEDICATION MANAGEMENT 25 MIN,604.00
61197349,MEDICATION MANAGEMENT 45 MIN,943.00
61197356,PSYCHOLOGICAL TESTING,375.00
61197406,"DEVELOPMENTAL TEST, EXTENDED",463.00
61197448,NEUROBEHAV STATUS EXAM,375.00
61197455,NEUROPSYCHO TEST 1 HOUR,372.00
61197463,THERAPEUTIC INJECTION        *,63.00
61197471,"HEALTH & BEHR ASSESSMT 15""",123.00
61197489,HEALTH & BEHVR REASSESSMT,183.00
61197521,"HEALTH & BEHVR INTERVEN 15""",123.00
61197539,HEALTH & BEHVR GROUP,90.00
61197547,HEALTH & BEHVR FAMILY,183.00
61197661,CEFTRIAXONE 125MG/250MG,123.00
61197679,ENBREL 25MG INJ.,299.00
61197703,"EPOGEN PER 1,000 UNITS",188.00
61197711,"EPOGEN 1,000 UNITS",188.00
61197737,KENALOG,38.00
61197752,PENICILLIN G BNZ+PRC 100KU INJ,103.00
61197760,CEFTRIAXONE 500MG            *,123.00
61197778,INSULIN NPH                  *,38.00
61197786,INSULIN REGULAR              *,38.00
61197794,LIDOCAINE                    *,38.00
61197836,DIPHENHYDRAMINE,36.00
61197869,DEXAMETHASONE                *,84.00
61197893,HEPARIN                      *,38.00
61197927,METHYLPREDNISOLONE,72.00
61197943,COMPAZINE                    *,84.00
61197968,EPINEPHRINE 0.1MG INJ,38.00
61198487,AQUAMEPHYTON (VIT K)         *,38.00
61198495,XOLIAR (OMALIZUMAB) 5MG INJ,103.00
61198511,HEPTAVAX B                   *,160.00
61198651,CEFAZOLIN 500MG,84.00
61198719,BETHAMETHASONE (CELESTONE)   *,38.00
61198735,TESTOSTERONE                 *,63.00
61198818,DEPO-PROVERA,28.00
61198966,CYNANOCOBALAMIN (B12)        *,38.00
61198974,GLUCAGON                     *,103.00
61198982,GOLD 100MG                   *,63.00
61198990,PENICILLIN G PROBENECID      *,103.00
61199006,CHOLERA VACCINE              *,38.00
61199014,SYNTHROID                    *,103.00
61199097,CEFTRIAXONE 1GM,123.00
61199204,KETOROLAC 30MG,36.00
61199493,PERITONEOCENTESIS TRAY,608.00
61199758,TRIAMCINOLONE,38.00
61199774,ADMIN. HEPATITIS B VACCINE,28.00
61199782,ADMIN. PNEUMO. VACCINE,28.00
61199980,U/-DIPSTICK,38.00
61647707,DMV RENEWAL NON-9163         *,372.00
61647715,HEP B TRAINING SESS/HR       *,282.00
61664009,PPX/PROMOTIONAL EXAM         *,372.00
61664017,DMV RENEWAL EXAM             *,223.00
61664025,RULE/DISABILTY TRANS EXAM    *,401.00
61664033,DMV 9163 RENEAL EXAM         *,372.00
61664041,DMV 9163 RENEWAL F/U EXAM    *,141.00
61664058,RESPIRATOR EXAM              *,534.00
61664066,FULL ASBEST EXM (+CXR & B RD)*,522.00
61664074,CHEST X-RAY (2-VIEW)         *,353.00
61664082,CHEST X-RAY B-READING        *,117.00
61664090,EKG TREADMILL TEST           *,1067.00
61664108,PARTIAL RESPIRATOR EXAM      *,163.00
61664116,PPD - 1                      *,85.00
61664124,PPD - 2                      *,85.00
61664132,AUDIOGRAM - MEA              *,84.00
61664140,CUSTOM-MADE EARPLUGS         *,163.00
61664165,HEPATITIS B BLOOD DRAW       *,57.00
61664173,HEPATITIS B VACCINE (DOSE) #,200.00
61664181,RUBEOLA (MEASLES VACCINE)    *,117.00
61664199,RUBEOLA TITER                *,84.00
61664207,RUBELLA VACCINE              *,117.00
61664215,RUBELLA TITER                *,134.00
61664223,POLIO VACCINE/PER DOSE       *,87.00
61664231,SERUM BANKING (GLADSTONE)    *,166.00
61664249,BLOOD LEAD                   *,117.00
61664256,FEP                          *,134.00
61664264,CBC W/DIFFERENTIAL           *,148.00
61664272,SFEHS LAB PANEL (PER # TESTS)*,29.00
61664280,BUN                          *,63.00
61664298,SERUM CREATININE             *,71.00
61664306,PAP SMEAR                    *,65.00
61664314,TETANUS VACCINE              *,39.00
61664322,RBC/PLASMA CHOLINESTERASE    *,133.00
61664330,EKG INTERPRET (CARDIO. SV.)  *,139.00
61664348,L-S SPINE X-RAY              *,422.00
61664355,CHEST X-RAY (3-VIEW)         *,401.00
61664363,VARICELLA TITER              *,87.00
61664371,RABIES VACCINE/PER DOSE      *,236.00
61664389,RABIES BLOOD DRAW            *,19.00
61664397,INFLUENZA VACCINE ADMIN.,28.00
61664405,SICKLE CELL TEST (HEP)       *,179.00
61664413,OVA & PARASITE TESTING       *,109.00
61664421,OVA & PARASITE KITS          *,2.00
61664439,TYPHOID VACCINE              *,45.00
61664447,URINE TOXICOLOGY SCREEN      *,649.00
61664454,SFFD H2 EXAM W/DIAG & LAB    *,548.00
61664462,SFFD H2 EXAM ABOVE + PAP     *,338.00
61664470,SFFD H2 EXAM ABOVE 2 + PAP   *,422.00
61664488,SFPD HQ WITH DIAGS & LAB     *,458.00
61664496,SFFD Q2 EXAM ABOVE +L-S SPINE*,548.00
61664504,ASBEST. EXAM (NO CSR-NO B RD)*,325.00
61664512,BACK EXAMS (FIT PROGS)       *,103.00
61664520,RULE EXAM (COMPLICATED)      *,498.00
61664538,RULE EXAM FOLLOW-UP          *,200.00
61664546,RESPIRATOR FIT TESTING       *,113.00
61664553,ANERGY TESTING               *,29.00
61664561,HBIG                         *,29.00
61664579,VARICELLA VACCINE            *,222.00
61664587,AZT/3-DAY COURSE             *,35.00
61664595,AZT/28-DAY COURSE            *,57.00
61664603,CBC                          *,92.00
61664611,HEPATITIS B QUANT (H2Q)      *,107.00
61664629,HEPATITIS B SURF. ANTIBODY H2*,95.00
61664637,HEPATITIS B CORE ANTIBODY H4 *,114.00
61664645,HEPATITIS B SURFACE ANTIGEN  *,107.00
61664652,HEPATITIS C ANTIBODY         *,147.00
61664660,BHCG/PREGNANCY               *,49.00
