Standard Hospital Charge, Unit Price 
SLCTV CATH SUBCLAVIAN ART ANGIO VERTEBRAL ARTERY," $3,241.00 "
SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY," $5,544.00 "
SLCTV CATH XTRNL CAROTID ANGIO XTRNL CAROTD CIRC," $3,001.00 "
SLEEP STUDY UNATTEND HRT/OX, $767.00 
SLEEP STUDY UNATTENDED," $1,288.00 "
SLEEP STUDY; ATTENDED," $2,680.00 "
"SLING, ARM BLUE", $33.00 
SLP-COGNITIVE SKILLS DEVELOPMENT EACH 15 MINUTES, $87.00 
"SLP-ENDOSCOPIC EVAL,SWALLOW,CINE/VIDEO", $547.00 
"SLP-EVAL, ORAL & PHARYNGEAL SWALLOW FUNCTION", $423.00 
"SLP-EVAL, SWALLOW FUNCTION,CINE/VIDEO RECORD", $547.00 
"SMALL BOWEL ENDOSCOPY,ABLATE LESION"," $3,095.00 "
"SMALL BOWEL ENDOSCOPY,BIOPSY"," $3,186.00 "
"SMALL BOWEL ENDOSCOPY,PAST 2ND DUODENUM"," $2,745.00 "
"SMALL BOWEL ENDOSCOPY,W/CONTROL,BLEEDING"," $3,140.00 "
"SMALL BOWEL SCOPE,TO ILEUM,BIOPSY"," $3,211.00 "
"SMALL BOWEL SCOPE,TO ILEUM,DIAGNOSTIC"," $2,713.00 "
"SMALL BOWEL SCOPE,W/ILEUM,W/CONTROL,BLEEDING"," $3,310.00 "
SMELL TEST KIT, $123.00 
SNARE," $1,115.00 "
SNARE," $1,115.00 "
SNARE BASKET RETRIEV DEVICE, $800.00 
SNARE POLYPECTOMY, $68.00 
SO VEST ADB/PREFAB/F&A, $398.00 
SOCK HIP DISARTICULATION, $62.00 
SOLE FULL, $87.00 
SOLE WEDGE  BETWEEN SOLE, $81.00 
SOLE WEDGE OUTSIDE-L3360, $57.00 
SOMATOSENSORY EVOK POTENTIA, $694.00 
SOMATOSENSORY LOWER LIMBS, $633.00 
SOMATOSENSORY UPPER AND LOWER COMBINED, $722.00 
SOMATOSENSORY UPPER LIMBS, $737.00 
"SONOGRAM EXAM, HYSTEROSONOGRAPHY", $637.00 
SPACE OAR IMPLANT SUPPLY," $9,831.00 "
SPACE OAR PLACEMENT," $4,796.00 "
SPEAKING VALVE, $349.00 
SPEAKING VALVE, $432.00 
SPEAKING VALVE PASSY MUIR, $269.00 
SPECIAL ANTIGEN TYPING IGG, $216.00 
"SPECIAL EYE EVAL,GONISCOPY", $134.00 
"SPECIAL EYE EVAL,SENSORIMOTOR", $161.00 
"SPECIAL EYE EXAM, INITIAL", $145.00 
"SPECIAL EYE EXAM, SUBSEQUENT", $151.00 
SPECIAL RADIATION TREATMENT," $1,769.00 "
SPECIMEN COLLECTION KITS AND SUPPLIES SUPPLY L, $105.00 
SPECTRA SOCK, $32.00 
"SPEECH AUDIOMETRY, COMPLETE", $80.00 
SPEECH GROUP THERAPY STANDARD, $165.00 
SPEECH LANGUAGE TREATMENT, $330.00 
SPEECH THRESHOLD AUDIOMETRY, $87.00 
SPEECH TREATMENT STANDARD, $330.00 
SPERM ID FROM ASPIRATION (NOT SEMINAL FLUID), $668.00 
SPERM ID/TESTIS-FRESH OR CRYOPRESERVED," $1,177.00 "
"SPERM ISOLATION, COMPLEX, OOCYTE", $670.00 
"SPERM ISOLATION, COMPLEX, PREP", $399.00 
"SPERM ISOLATION, SIMPLE, ARTIFICIAL INSEMINATION", $299.00 
SPHINCTERTOME, $646.00 
SPINAL NEEDLES, $24.00 
SPINAL PUNCT LUMBAR DX, $895.00 
"SPINAL PUNCTURE,THERAPEUTIC DRAINAGE", $695.00 
SPIROMETER, $37.00 
SPIROMETRY, $352.00 
SPLEEN IMAGING, $735.00 
SPLINT, $86.00 
SPLINT #1, $26.00 
SPLINT #2, $62.00 
SPLINT #3, $103.00 
SPLINT #4, $131.00 
SPLINT #5, $172.00 
SPLINT #6, $229.00 
SPLINT #7, $198.00 
"SPLINT-MULTIPODUS L-NARD, SMALL MEDIUM OR LARGE", $277.00 
SPLIT GROUNDING PAD, $18.00 
"SPLIT THICK GRAFT,TRUNK,ARM,LEG;1ST 100SQCM/1%BODY AREA,INFNT/CHILD"," $2,430.00 "
"SPLIT THICK GRFT,HEAD,FAC,HND,FT;1ST 100SQCM/1%BDY AREA,INFNT/CHILD"," $2,763.00 "
"SPLIT THICKNESS GRAFT, TRUNK,ARM,LEG; EACH ADDTL 100 SQ CM"," $2,326.00 "
"SPLIT THICKNESS GRAFT,HEAD,FACE,HAND,FEET EA 100SQCM"," $2,326.00 "
"SPONGE, GAUZE 8-PLY 2X2IN STERILE", $3.00 
"SPONGE, GAUZE 8-PLY 4X4IN STERILE", $3.00 
SPONTANEOUS NYSTAGMUS TEST, $312.00 
SPOT MARKER ENDOSCOPIC, $70.00 
SR-90 STRANDED IVBT BRACHY," $9,222.00 "
SRG GARMENT GLOVE WRIST LEVEL 3, $314.00 
STABILIZATION DEVICE STATLOCK, $70.00 
STAPLING-ENDO CUTTERS-STAPLERS-RELOADS SUPPLY L, $23.00 
STENT  BILIARY, $661.00 
STENT  PANCREATIC, $534.00 
STENT  PERIPHERAL," $4,659.00 "
STENT 16MM S17-16-EV3 MEGA," $5,232.00 "
STENT 26MM MEGA LD-INTRATHE," $3,822.00 "
STENT COATED/COVERED W/DELY," $5,748.00 "
STENT COATED/COVERED W/DELY," $9,573.00 "
STENT COATED/COVERED W/DELY," $4,110.00 "
STENT CORONARY," $3,137.00 "
STENT CORONARY CHROMIUM COB," $3,980.00 "
STENT COVRD/COAT W/O DELIV," $8,115.00 "
STENT COVRD/COAT W/O DELIV," $8,115.00 "
STENT DRUG ELUTING," $9,825.00 "
STENT FLUENCY," $8,206.00 "
STENT FORMULA CORONARY-COOK," $2,930.00 "
STENT GENESIS," $4,022.00 "
STENT NON-COV W/DELIVERY SY," $8,325.00 "
STENT PERCUFLEX URINARY DIV, $415.00 
STENT SMART," $7,780.00 "
STENT SUPPLY H," $37,942.00 "
STENT SUPPLY H," $20,050.00 "
STENT SUPPLY M," $12,966.00 "
STENT TRANSHEP 10MMX20MMCOR," $4,552.00 "
STENT TRANSHEP 9MMX20MM COR," $7,347.00 "
STENT VERIFLEX CORONARY," $1,836.00 "
STENT WALL," $4,878.00 "
STENT Z CO0K," $2,948.00 "
"STENT, COATED/COV W/DEL SYS H"," $30,761.00 "
"STENT, COATED/COV W/DEL SYS M"," $6,671.00 "
"STENT, NON-COA/NON-COV W/DEL M"," $4,243.00 "
"STENT, NON-COAT/COV W/O DEL M"," $3,415.00 "
"STENT, NON-COR, TEM W/DEL SY L", $442.00 
"STENT, NON-COR, TEM W/O DEL L", $459.00 
STENT; COVERED CP 3.4 CM," $15,595.00 "
STEREO PROBE, $675.00 
STEREOTACT RAD TX BODY-PER," $4,027.00 "
STERILE SLEEVE, $658.00 
STOCKTON SPEC BED, $341.00 
STOMA MEASURING DEVICE, $34.00 
STOPCOCK SUPPLY L, $22.00 
STRAIGHT KNEE JOINT HVY DUT, $240.00 
STRAPPING OF TOES, $163.00 
STRAPPING; ANKLE &/OR FOOT, $288.00 
STRETCH BANDNET NONSTERILE 6X18IN, $3.00 
STUMP SOCK SINGLE PLY ABOVE KNEE, $22.00 
STUMP SOCK SINGLE PLY BELOW KNEE, $32.00 
STUMP SOCK UPPER LEG EACH, $24.00 
STYLET LOCKING LIBERATOR," $1,556.00 "
STYLET/NEEDLE SUPPLY L, $368.00 
STYLET/NEEDLE SUPPLY M," $1,155.00 "
SUB GRAFT F/S/N/H/F/G/M/D /<100SCM /<1ST 25 SCM," $1,940.00 "
SUB GRAFT F/S/N/H/F/G/M/D />100SCM 1ST 100SCM," $2,590.00 "
SUB GRAFT F/S/N/H/F/G/M/D />100SCM ADL 100SCM," $1,184.00 "
SUBCONJUNCTIVAL INJECTION, $272.00 
SUBGLOTTIC ET TUBE DRAINAGE, $187.00 
SUBMUCOUS RESCJ INFERIOR TURBINATE PRTL/COMPL," $2,846.00 "
SUCTION SUSPENSION WITH ABO, $716.00 
SUCTION/IRRIGATION SUPPLY L, $231.00 
SUCTION/IRRIGATION SUPPLY M," $1,281.00 "
SUFFALATION-INSULFALATION TREATMENT, $225.00 
SUPERSELECTIVE CATH 2ND+ORDER RENAL&ACCESSORY ARTERY/S&I BILAT," $3,241.00 "
SUPERSELECTIVE CATH 2ND+ORDER RENAL&ACCESSORY ARTERY/S&I UNI," $5,544.00 "
SUPP NON-INSULIN INF CATH/WK L, $12.00 
"SUPPORT, BREAST BINDER, LARGE, ITEM # 37542", $77.00 
"SUPPORT, BREAST BINDER, MEDIUM, ITEM# 37541", $76.00 
"SUPPORT, BREAST BINDER, SMALL, ITEM# 37540", $80.00 
"SUPPORT, BREAST BINDER, X-LARGE, ITEM #37543", $79.00 
SURFACE APPLICATION OF LDR SOURCE," $1,285.00 "
"SURGICAL BOOT, EACH, INFANT", $91.00 
SURGICAL SLIPPER, $141.00 
SURGICAL SUPPLY L, $306.00 
SURGICAL SUPPLY M," $5,639.00 "
SURGICAL TREATMENT INCOMPLETE ABORTION," $3,232.00 "
"SURGICAL TREATMENT MISSED ABORTION,1ST TRI"," $3,468.00 "
SURGICEL 2 X 14, $228.00 
SURGICEL FIBRILLAR 1X2, $130.00 
SURGICEL PACKING  1 X 2, $214.00 
SURGIFLO HEMOSTATIC MATRIX KIT W/ THROMBIN, $622.00 
SUTURE  A KUHLMAN, $30.00 
"SUTURE EYELID WOUND,FULL THICK"," $2,055.00 "
SVC OCCLUSION BALLOON," $2,843.00 "
"SWALLOWING FUNCTION,W/CINERADIOGRAPHY &/OR VIDEO", $454.00 
SWAN GANZ INSERTION," $3,155.00 "
SYME MOLDED SOCKET SACH FOO," $4,186.00 "
SYME SOCKET LINER KEMBLO PE, $646.00 
SYME WITH POSTERIOR OPENING, $481.00 
SYRINGE -INJ EPOETIN/DARB, $64.00 
SYRINGE -INJ EPOETIN/DARB, $69.00 
SYRINGE SUPPLY L, $101.00 
SYRINGE-INJ EPOETIN/DARB-ACUTE DIALYSIS, $67.00 
"SYSTEM, VACUUM DELIVERY KIWI OMNICUP", $98.00 
SYT/SSX TRANSLOCATION PCR, $746.00 
T CELL CL (TRG GENE REARR), $866.00 
TANDEMHEART TRANSEPTAL CANNULA SET," $6,310.00 "
TAPE SUPPLY L, $136.00 
TB INTRADERMAL TEST, $35.00 
TCAT DLVR ENHNCD FIXJ DEV," $4,265.00 "
TCAT PLMT IV STENT CTR DIALYSIS SEG W/IMG S&I," $1,498.00 "
TEE CONGENITAL," $1,937.00 "
TEE CONGENITAL  IMAGE  I&R," $1,550.00 "
TEE PROBE PLCMT ONLY-CONGEN," $1,174.00 "
TEE PROBE PLCMT ONLY-CONGEN," $1,193.00 "
TEE PROBE-PLACEMENT ONLY," $1,525.00 "
"TEE W/SURGICALTAVR, TAVPR, VSD, MVP", $706.00 
TELETHER ISO-PORT PLAN," $1,299.00 "
TEMP TRANSCUTANEOUS PACING, $938.00 
TEMPORAL ARTERY LIGATION OR BIOPSY," $2,785.00 "
TEMPORARY CLOSURE EYELID BY SUTURE," $1,282.00 "
TENOTOMY ELBOW LATERAL/MEDIAL PERCUTANEOUS," $3,943.00 "
"TENOTOMY, ADDUCTOR OF HIP, PERCUTANEOUS"," $5,645.00 "
"TENOTOMY, OPEN, FLEXOR, TOE, SINGLE"," $1,981.00 "
"TENOTOMY, SHOULDER, SINGLE TENDON"," $7,151.00 "
TENS-BASD SCOL ORTH & ACC P," $5,141.00 "
TERM DEV AUTO GRASP FEATURE," $6,099.00 "
TERM DEV HOOK MECH ANY SZ L, $732.00 
TERM DEV HOOK MECH VO L/UL," $1,003.00 "
TERM DEV SPORT/REC/WORK ANY," $1,138.00 "
TERMINAL DEV HOOK  RETREAD, $273.00 
TEST AUTO NRV SYS SUDOMOTOR, $474.00 
TEST SOCKET ABOVE KNEE-L562, $636.00 
TEST SOCKET BELOW KNEE, $558.00 
TEST SOCKET SYME-L5618, $551.00 
TH/WGHT BEAR QUAD-LAT BRIM MOLDED TO PATIENT," $1,192.00 "
THAWING CRYOPRESERVED; EMBRYO, $704.00 
THAWING CRYOPRESERVED; OOCYTE, $966.00 
THER PROC RESP FUNCT/MUSC -, $77.00 
THERA PROC RESP FUNCT PER 1, $77.00 
THERA PROC RESP MUSCLES EA, $159.00 
THERA REP TRANS(TMS) MAPPING; SUB RE-DETERMINATION, $734.00 
THERA REPETIVE TRANSCRANIAL MAG STIM(TMS);INITIAL DELIVERY&MANGMNT, $694.00 
THERA REPETIVE TRANSCRANIAL MAG STIM(TMS);SUBS DELIVERY&MANGMNT, $694.00 
THERA REPETIVE TRANSCRANIAL MAG STIM(TMS);SUBS DELIVERY&MANGMNT(RN ONLY), $796.00 
"THERAP APHERESIS,W/ EXTRACORP IMMUNOADSORPTION"," $5,451.00 "
"THERAPEUTIC APHERESIS, PLASMA PHERESIS"," $3,456.00 "
"THERAPEUTIC APHERESIS, PLASMA PHERESIS-DIALYSIS"," $3,240.00 "
"THERAPEUTIC APHERESIS, RED BLOOD CELLS"," $3,565.00 "
"THERAPEUTIC APHERESIS, WHITE BLOOD CELLS"," $3,717.00 "
"THERAPEUTIC APHERESIS,PLASMA PHERESIS; EMERGENT"," $3,802.00 "
"THERAPEUTIC APHERESIS,RED BLOOD CELLS; EMERGENT"," $3,859.00 "
"THERAPEUTIC APHERESIS,WHITE BLOOD CELLS; EMERGENT"," $3,922.00 "
THERAPEUTIC SCHOOL PER 15MI, $85.00 
"THERAPEUTIC SERVICE,SPEECH GENERATING DEVICE USE, W/ PROG", $309.00 
THERAVEST CHEST WRAP, $632.00 
THERESPHERE SOURCE 1 DOSE - YTTRIUM-90," $70,178.00 "
THERMOCOOL SF NAV F CURVE 7.5FR," $6,841.00 "
THIGH HIGH STOCKING, $21.00 
THIGH LACER NON-MOLDED-L568, $501.00 
THORACENTESIS NEEDLE/CATH PLEURA W/IMG," $1,617.00 "
THORACENTESIS NEEDLE/CATH PLEURA W/O IMG, $992.00 
THORACIC DUCT STENT PLACEMENT," $3,512.00 "
"THORACIC EXTENSION FOR MIAMI J COLLAR, JTO", $499.00 
THORACIC MAIN BODY SYSTEM," $29,337.00 "
"THORACOTOMY,OPEN HEART MASSAGE", $504.00 
THORAFLEX HYBRID DEVICE; G150224," $14,000.00 "
THORCOM CTRL TRAUMTC HEMRRG&/RPR LNG TEAR," $4,325.00 "
THROAT X-RAY & FLUOROSCOPY, $371.00 
THROM/EMBOLECTOMY STROKE DEV," $21,439.00 "
THROMBECTOMY/EMBOLECTOMY DEVICE SUPPLY H," $20,529.00 "
THROMBECTOMY/EMBOLECTOMY DEVICE SUPPLY L, $487.00 
THROMBECTOMY/EMBOLECTOMY DEVICE SUPPLY M," $6,187.00 "
THROMBOLYSIS ART INFUSION NOT CORONARY/INTRCRANIALW/IMAGING INITIAL," $4,265.00 "
THROMBOLYSIS ART/VENOUS INFUSION NOT CORONARY W/IMAGE SUBSQ TREATMENT," $2,637.00 "
THROMBOLYSIS VENOUS INFUSION W/IMAGING INITIAL TREATMENT," $2,814.00 "
THYROID IMAGING-INCLUDING VASCULAR FLOW, $469.00 
THYROID METASTASES IMAGING BODY," $1,549.00 "
THYROID METASTASES UPTAKE, $619.00 
"THYROID UPTAKE, SINGLE OR MULTI QUANTITATIVE", $812.00 
TIBIAL FRACTURE ORTHOSIS SOFT, $973.00 
TIBIAL LENGTH SOCK  FX OR E, $65.00 
TINNITUS ASSESSMENT, $875.00 
"TISSUE GRAFT OTHER (PARATENON, FAT, DERMIS)"," $2,711.00 "
TISSUE MARKER  11-GAUGE MIC, $414.00 
TISSUE MARKER IMPLANTABLE," $1,421.00 "
TISSUE MARKER(IMP)GOLD PROS," $1,171.00 "
TITANIUM CONNECTOR, $259.00 
TLD /  MICRODOSIMETRY, $794.00 
TLSO FLEX SAC TO T9 PREFAB, $583.00 
TLSO FLEX THORACIC REG PRE," $1,718.00 "
TLSO FLEX TRUNK SUPPORT TO ABOVE T9, $739.00 
TLSO INCLUSIVE OF FURNISHIN," $3,425.00 "
TLSO RIGID PLAST CUST FAB L0484," $2,900.00 "
TLSO RIGID PLASTIC CUSTOM FABRICATED," $2,201.00 "
TLSO RIGIDLINED CUST FAB L0482," $2,610.00 "
TLSO TRIPLANAR PREFAB INC F," $2,295.00 "
TLSO-PECTUS CARINATUM CMPRS," $2,696.00 "
TLSO-SPINAL SYS PREFAB L0464," $2,048.00 "
TORQUE CONTROL DEVICE-MEDIT, $30.00 
TORQUE VISE SUPPLY L, $25.00 
TORSION MECHANISM KNEE/ANKLE FOR CUSTOM FABRICATED ORTHOTICS ONLY, $426.00 
TORTICOLLIS COLLAR PED-CSTM, $212.00 
TOTAL CARE BARI CARE BED FOAM, $697.00 
TOTAL CARE BARI W AIR, $630.00 
TOTAL CARE BARI W AIR - PULMONARY," $1,052.00 "
TOTAL CARE CONNECT SPORT W AIR, $624.00 
TOTAL CARE SPEC BED, $597.00 
TOTAL CARE SPORT W AIR, $595.00 
TOUHY BORST CONNECT 9F-BRAU, $49.00 
TOURNIQUET SUPPLY L, $137.00 
TP53 GENE SEQUENCING," $2,764.00 "
TRACH  CUSTOM," $1,101.00 "
TRACH  STANDARD, $180.00 
TRACH  TUBE/SILVER SIZE 4-8, $461.00 
TRACH BIVONA CUSTOM," $1,704.00 "
TRACH BIVONA PED CUFFED, $596.00 
TRACH FLEXTEND, $358.00 
"TRACH REVISION,SIMPLE"," $2,495.00 "
TRACH TUBE BIVONA PED UNCUF, $212.00 
TRACH TUBE CHANGE, $333.00 
TRACH TUBE-SHILEY/ SIZE 4-8, $188.00 
TRACHEOBRONCHOSCOPY THRU TRACHEOSTOMY," $1,156.00 "
"TRACHEOSTOMY,EMERG, TRANSTRACH"," $1,112.00 "
"TRACHEOSTOMY,EMERGENT,CRICOTHYROID"," $1,649.00 "
TRANSCATH MITRAL VALVE IMPLANT PERCUT APPROACH," $4,000.00 "
TRANSCATH MITRAL VALVE IMPLANT TRASNAPICAL APPR," $5,785.00 "
"TRANSCATH MITRAL VALVE REPAIR, PERC APPR, INCL TRANSSEPTAL PUNCT PERFORMD; ADD PROST SAME SESSION"," $2,578.00 "
"TRANSCATH MITRAL VALVE REPAIR, PERC APPR, INCL TRANSSEPTAL PUNCTURE PERFORMED; INITIAL PROSTHESIS"," $4,796.00 "
TRANSCATHETER BIOPSY," $4,383.00 "
"TRANSCATHETER RETRIEVAL,PERCUT"," $3,850.00 "
"TRANSCATHETER STENT OPEN/PERC, CCA W/ EPS"," $3,326.00 "
"TRANSCATHETER STENT OPEN/PERC, CCA W/O EPS"," $3,722.00 "
TRANSCATHETER TREATMENT EMBOLIZATION," $3,383.00 "
"TRANSCATHETER TRICUSPID VALVE REPLACEMENT, FEME"," $15,471.00 "
TRANSCRAN DOPPLR EMBOLI DET, $233.00 
TRANSCRAN DOPPLR IC ART-COM, $978.00 
TRANSCUTANEOUS 02 MEASUREMENT, $757.00 
"TRANSECTION OR AVULSION OF; FACIAL NERVE, DIFFERENTIAL OR COMPLETE"," $1,942.00 "
TRANSEPTAL NEEDLE," $1,106.00 "
"TRANSFER OF EMBRYO,INTRAUTERINE", $766.00 
TRANSFER SET CHANGE, $242.00 
TRANSFUSION ONCE PER DAY," $1,753.00 "
TRANSITIONAL CARE MANAGE SERVICE 14 DAY DISCHRGE, $114.00 
TRANSITIONAL CARE MANAGE SERVICE 7 DAY DISCHARGE, $138.00 
TRANSPARENT TEGADERM +PAD 2 X 2 3/4IN, $3.00 
TRANSPARENT TEGADERM HP W/FRM 2 3/8 X 2 3/4IN, $3.00 
TRANSPARENT TEGADERM HP W/FRM 4 X 4 3/4IN, $3.00 
TRANSPARENT TEGADERM W/FRM 4X10IN, $3.00 
TRANSPERINEAL ACCESS SYSTEM, $870.00 
TRANSPORT VENTILATE, $439.00 
TRANSTHORACIC ECHO 2D," $1,311.00 "
"TRANSVERSE ABD PLANE BLOCK, BILATERAL INJ W/GUIDE"," $1,374.00 "
"TRANSVERSE ABD PLANE BLOCK, UNILATERAL INJ W/ GUIDE", $895.00 
TRAY CENTRAL LINE, $232.00 
TRAY CHEST TUBE INSERTION, $124.00 
TRAY PERC INTRO 9FRX10CM 11, $294.00 
TRAY SUPPLY L, $211.00 
TRAY SUPPLY M," $1,135.00 "
TRAY UMBILICAL LINE INSERTI, $271.00 
"TREAT THUMB DISLOCATION,MANIPULATION", $320.00 
"TREATMENT EXTENSIVE RETINOPATHY, PHOTOCOAGULATION"," $1,422.00 "
TREATMENT OF SWALLOWING DYSFUNCTION &/OR ORAL FUNCTION FOR FEEDING, $310.00 
TRIALYSIS CATHETER, $551.00 
TRICHOMONAS RAPID TEST, $126.00 
"TRIM BENIGN HYPERKERATOTIC SKIN LESION,>4", $328.00 
"TRIM BENIGN HYPERKERATOTIC SKIN LESION,2-4", $256.00 
TRIM DYSTROPHIC NAILS  ANY, $105.00 
"TRIM HYPERKERATOTIC SKIN LESION, ONE", $201.00 
TRIM NONDYSTROPHIC NAILS, $147.00 
TRLUML BALO ANGIOP 1ST ART," $5,384.00 "
TRLUML BALO ANGIOP 1ST VEIN," $5,384.00 "
TRLUML BALO ANGIOP ADDL ART," $1,788.00 "
TRLUML BALO ANGIOP ADDL VEIN," $3,931.00 "
TRLUML BALO ANGIOP CTR DIALYSIS SEG W/IMG S&I," $5,317.00 "
TRNSFR SHOE ORTH EXIST L3620, $130.00 
TRNSFR SHOE ORTH NEW L3630, $202.00 
TRUSS SINGLE W/STANDARD PAD, $128.00 
"TRUSS, DBL WITH STANDARD PADS", $261.00 
TRUSTEP FOOT BUMPER SET (COMPLETE SET), $106.00 
TUBAL LIGATION DEVICE," $5,125.00 "
TUBE FEEDING ENTERAL PRODUC, $55.00 
TUBE MAINTENANCE PACK, $263.00 
TUBE SUPPLY L, $65.00 
TUBE SUPPLY M," $1,431.00 "
TUBE THORACOSTOMY INCLUDES WATER SEAL," $1,043.00 "
TUBE TRACH EX LENGTH 8.0 95, $307.00 
TUBING  COAX CL FREE  CRYO, $708.00 
TUBING COOLFLOW IRRIG BIOSE, $249.00 
"TUBING, EXTENSION 12 FT FOR CYCLER #2085-5C4464P", $4.00 
TUBULAR TENSOGRIP 3.4IN SIZE E NAT, $105.00 
TUBULAR TENSOGRIP 4.0IN SIZE F NAT, $115.00 
TUBULAR TENSOGRIP 4.7IN SIZE G NAT, $122.00 
TUMOR IMAGING SPECT," $2,005.00 "
"TUMOR IMAGING, WHOLE BODY"," $2,022.00 "
"TUMOR IMAGING, WHOLE BODY, 2 OR MORE DAYS"," $2,091.00 "
TUNNELED PERITONEAL CATH EXCHANGE, $966.00 
TUR PROGREAT MICRO-CATH 2.8," $2,093.00 "
TWIST DRILL HOLE(S) FOR SUBDURAL/VENTRICULAR PUNCTURE; IMPLANTING CATH," $2,859.00 "
TYMPANOMETRY, $89.00 
TYMPANOMETRY AND REFLEX THRESHOLD MEASUREMENTS, $156.00 
"U/S BREAST, UNILATERAL WITH OR WITHOUT AXILLA, COMPLETE", $941.00 
"U/S BREAST, UNILATERAL WITH OR WITHOUT AXILLA, LIMITED", $795.00 
UE ADD HARNESS  SINGLE CABL, $217.00 
"UE ADDITION, LATEX SUSPENSION SLEEVE, EACH", $99.00 
"UE ADDITION, SILICONE GEL INSERT OR EQUAL", $951.00 
UE FX ORTH SHOULD CAP FOREARM," $1,328.00 "
UF DRAIN BAG CHANGE, $56.00 
UGT1A1 PROMOTER GENOTYPING, $288.00 
ULSO-3D REFORMTS; ON INDEPENDENT WORK STATION," $1,053.00 "
ULSO-3D; NOT ON INDEPENDENT WORK STATION, $471.00 
ULTRA-LIGHT EXOSKELETAL (BK, $796.00 
ULTRASONIC GUIDANCE VASCULAR ACCESS - NON-VAST, $720.00 
ULTRASONIC GUIDANCE VASCULAR ACCESS - VAST ONLY, $700.00 
"ULTRASONIC GUIDANCE, AMNIOCENTESIS", $493.00 
"ULTRASONIC GUIDANCE, CHORIONIC VILLUS SAMPLING", $573.00 
"ULTRASONIC GUIDANCE, COMP REPAIR,PSEUDO-ANEUR/AV FIST", $569.00 
"ULTRASONIC GUIDANCE, INTRAOPERATIVE", $756.00 
"ULTRASONIC GUIDANCE, OVA ASPIRATION", $468.00 
"ULTRASONIC GUIDANCE, PERICARD TAP", $383.00 
"ULTRASONIC GUIDANCE, RADIOELEMENT APPLICATION", $948.00 
"ULTRASONIC GUIDANCE, TISSUE ABLATION"," $1,061.00 "
ULTRASOUND ACCESSORIES SUPPLY L, $108.00 
ULTRASOUND ELASTOGRAPHY, $247.00 
ULTRAVIOLET LIGHT NB UVB WITH PETROLATUM, $238.00 
ULTRAVIOLET LIGHT UVA OR NB UBV W/OUT PETROLATUM, $147.00 
"UMATS ALCOHOL/DRUG SERVICE, INTENSE", $456.00 
UMBILICAL MAPPING CABLE," $2,740.00 "
UNDERGARMENT SUPPORT, $193.00 
UNLISTD NEURO VASCULAR IR P," $2,816.00 "
UNLISTD-HEMIC OR LYMPH SYS THOR DUCT INTRRPTN," $3,394.00 "
"UNLISTED PROCEDURE,MEHTA CASTING", $225.00 
"UNNABOOT, DOME PASTE 4IN", $19.00 
"UP EXT ADD, QUICK DSCNNCT LAMINTN CLLR W/ COUPLNG PIECE, OTTO BLCK/EQUAL", $310.00 
UP EXTREM ART STDY; CMPL BI," $1,023.00 "
UPGRADE OF PACEMAKER SYSTEM," $14,208.00 "
UPP EXT PROSTH ADD FLEX WRI," $3,489.00 "
UPPER DOUBLE BALLOON ENDOSCOPY W/ DILATION," $1,313.00 "
"UPPER EXTREMITY ADD, TEFLON OR EQUAL, CABLE LINING", $69.00 
UPPER EXTREMITY SILICONE PROSTHESIS FINGER," $4,892.00 "
UPPER EXTREMITY TERM DEVICE HOOK TINES PA, $658.00 
UPPER GI ENDOSCOPY W/US FINE NEEDLE BIOPSY," $2,586.00 "
"UPPER GI ENDOSCOPY, BIOPSY"," $2,540.00 "
"UPPER GI ENDOSCOPY, DRAIN PSEUDOCYST"," $3,005.00 "
"UPPER GI ENDOSCOPY, FINE NEEDLE NEEDLE BIOPSY,GUIDED"," $3,231.00 "
"UPPER GI ENDOSCOPY, LIGATION VARICES"," $3,066.00 "
"UPPER GI ENDOSCOPY, SCLEROSIS INJECTION"," $2,310.00 "
"UPPER GI ENDOSCOPY, TUBE PLACE"," $2,868.00 "
"UPPER GI ENDOSCOPY,BALLOON DILATION,30MM"," $2,918.00 "
"UPPER GI ENDOSCOPY,CONTROL BLEED"," $2,668.00 "
"UPPER GI ENDOSCOPY,DIAGNOSIS"," $2,309.00 "
"UPPER GI ENDOSCOPY,DILATION W/ GUIDE"," $2,484.00 "
"UPPER GI ENDOSCOPY,REMOVE FOREIGN BODY"," $2,498.00 "
"UPPER GI ENDOSCOPY,REMOVE TUMOR,FORCEPS"," $2,872.00 "
"UPPER GI ENDOSCOPY,REMOVE TUMOR,SNARE"," $2,703.00 "
"UPPER GI ENDOSCOPY,THERMAL GERD TREATMENT"," $2,867.00 "
"UPPER GI ENDOSCOPY,W/ DILATION, GASTRIC OUT"," $2,851.00 "
"UPPER GI ENDOSCOPY,W/DIRECTED SUBMUCOSAL INJECTION"," $2,464.00 "
"URETER ENDOSCOPY,BIOPSY"," $3,707.00 "
URETERAL EMBOLIZATION/OCCL INCL IMAGE GUIDANCE," $1,433.00 "
URETERAL REFLUX STUDY," $1,258.00 "
URETEROSCOPY WITH LASER LITHOTRIPSY," $8,473.00 "
URETHRAL WASH, $215.00 
URINE BAG LEG/ABD W/WO TUBE, $20.00 
URINE FLOW MEASUREMENT, $169.00 
US ABDL AORTA SCREEN AAA, $690.00 
US DOPPLER FETAL MID CEREBRAL ARTERY, $481.00 
