Procedure Code,Procedure Name,Charge
027800095-31896,PLATE 1.5MM RAPID RESORBABLE MESH 50X50X0.8MM STERILE,"$4,374.37 "
027800095-31901,MESH CRANIAL CRANIOMAXILLOFACIAL MEDPOR TITAN DOUBLE BARRIER 76X50X1MM TITANIUM POLYETHYLENE POROUS EMBED SHEET SOLID STERILE,"$4,379.70 "
027800095-31902,PLATE HUMERUS PERIARTICULAR PROXIMAL LEFT 3H 3.5MM,"$4,382.33 "
027800095-31903,PLATE HUMERUS PERIARTICULAR PROXIMAL RIGHT 3H 3.5MM,"$4,382.33 "
027800095-31904,PLATE BONE LEFT METATARSOPHALANGEAL CHARLOTTE SMALL STAINLESS STEEL SLIMLINE,"$4,384.25 "
027800095-31905,PLATE BONE RIGHT METATARSOPHALANGEAL CHARLOTTE SMALL STAINLESS STEEL SLIMLINE,"$4,384.25 "
027800095-31906,PLATE BN FEMUR DISTAL LEFT 156MM 5HL,"$4,384.77 "
027800095-31907,PLATE LCP 140MM 5H TIBIA LFT PRXML LTRL,"$4,384.77 "
027800095-31908,PLATE LCP 140MM 5H TIBIA RGHT PRXML LTRL,"$4,384.77 "
027800095-31909,PLATE LCP 156MM 5H FEMUR RIGHT DISTAL,"$4,384.77 "
027800095-31917,PLATE BN LAPIDUS OBLIQUE LEFT 4HL,"$4,387.50 "
027800095-31918,PLATE BN SLANTED COMPRSSN LISFRANC 3H LT,"$4,387.50 "
027800095-31919,PLATE LISFRANC SLANTED T 4H LEFT,"$4,387.50 "
027800095-31920,PLATE MID FOOT FUSION LARGE,"$4,387.50 "
027800095-31921,PLATE MID FOOT FUSION SMALL,"$4,387.50 "
027800095-31922,PLATE SLANT LISFANC 3H W/COMPRESS RT,"$4,387.50 "
027800095-31938,ROD INTRAMEDULLARY HAND WRIST ULNA 210MM 3MM STERILE,"$4,390.75 "
027800095-31939,ROD ORTHOPEDIC ULNAR WRIST HAND 250MM 3.6MM ULNA INTRAMEDULLARY IMPLANT STERILE,"$4,390.75 "
027800095-31942,PLATE 3.5MM MEDIAL PROXIMAL TIBIA 16H RIGHT,"$4,406.81 "
027800095-31943,PLATE BN MEDIAL VA-LCP LEFT 78MM,"$4,406.81 "
027800095-31944,PLATE BONE TIBIA LEFT PROXIMAL MEDIAL LCP 249MM STAINLESS STEEL 3.5MM SCREWS 16 HOLE NONSTERILE,"$4,406.81 "
027800095-31945,PLATE FUSION MEDIAL VA-LCP 3.5MM,"$4,406.81 "
027800095-31947,PLATE BONE TIBIA LEFT PROXIMAL LCP 298MM STAINLESS STEEL 4.5MM SCREWS LARGE FRAGMENT SET 16 HOLE STERILE,"$4,409.24 "
027800095-31948,PLATE TIBIA PROXIMAL 16H RT 4.5X298MM,"$4,409.24 "
027800095-31950,PLATE TIBIA ANTRL DSTL SS LT15H3.5X210MM,"$4,414.15 "
027800095-31951,PLATE TIBIA DISTL ANTEROLTRL RT 15H3.5MM,"$4,414.15 "
027800095-31962,PLATE BONE LEFT PROXIMAL TIBIA LCP 232MM STAINLESS STEEL 3.5MM SCREW 16 HOLE LOW BEND NONSTERILE,"$4,416.59 "
027800095-31963,PLATE DISTAL RADIUS DIAMETA VOLAR 7H LEFT,"$4,416.59 "
027800095-31964,PLATE DISTAL RADIUS VOLAR SS 7H RT,"$4,416.59 "
027800095-31965,PLATE TIBIAL PROX LOW BND RT16H3.5X232MM,"$4,416.59 "
027800095-31969,PLATE LCP CONDYLAR 8H 4.5X206MM LEFT,"$4,419.06 "
027800095-31970,PLATE LCP CONDYLAR 8H 4.5X206MM RIGHT,"$4,419.06 "
027800095-31971,PLATE BONE ORBITAL FLOOR SYNPOR .8MM 44.6MM FAN TITANIUM POROUS PURPLE MESH ANATOMICALLY SHAPED SMOOTH STERILE,"$4,419.42 "
027800095-31989,ROD PRE CURVED,"$4,420.00 "
027800095-31990,ROD PRE CURVED 3.5MM 200MM,"$4,420.00 "
027800095-31992,BONE MATRIX DBX PUTTY 10ML,"$4,431.38 "
027800095-31994,PLATE BONE RIGHT DIAPHYSIS METAPHYSIS DISTAL VOLAR LCP STAINLESS STEEL 5 HOLE STERILE,"$4,433.75 "
027800095-31995,PLATE DISTAL RADIUS DIAMETA VOLAR 5H LEFT STER,"$4,433.75 "
027800095-32012,PLATE MESH CORBITAL MIDFACE MTX TI 0.2MM,"$4,441.06 "
027800095-32013,PLATE ORBITAL FLOOR 04.503.307,"$4,441.06 "
027800095-32014,PLATE ORBITAL MESH MATRIXMIDFACE TI .4MM,"$4,441.06 "
027800095-32017,PLATE HUMERUS PERIARTICULAR PROXIMAL LEFT 6H 3.5MM,"$4,450.88 "
027800095-32018,PLATE HUMERUS PERTCLR PRX RT 4H3.5X127MM,"$4,450.88 "
027800095-32019,PLATE BONE TIBIA LEFT DISTAL ANTEROLATERAL LCP 236MM STAINLESS STEEL 3.5MM SCREWS 17 HOLE NONSTERILE,"$4,453.31 "
027800095-32020,PLATE BONE TIBIA RIGHT DISTAL ANTEROLATERAL LCP 236MM STAINLESS STEEL 3.5MM SCREWS 17 HOLE NONSTERILE,"$4,453.31 "
027800095-32021,PLATE BONE HUMERUS TIBIAL DISTAL PROXIMAL LCP 114X12X2.5MM STANDARD TITANIUM 3.5MM SCREW SMALL FRAGMENT SET 6 HOLE HEAD 5 HOLE SHAFT LOCK NONSTERILE,"$4,455.78 "
027800095-32022,PLATE LCP PROXIMAL HUMERUS STANDARD SS 5H 3.5X114MM,"$4,455.78 "
027800095-32042,PLATE BONE FEMUR RIGHT DISTAL LCP 196MM TITANIUM 7 HOLE NONSTERILE,"$4,475.35 "
027800095-32043,PLATE LCP 180MM 7H TIBIA LFT PRXML LTRL,"$4,475.35 "
027800095-32044,PLATE LCP 180MM 7H TIBIA RGHT PRXML LTRL,"$4,475.35 "
027800095-32045,PLATE LCP 196MM 7H FEMUR LEFT DISTAL,"$4,475.35 "
027800095-32079,PLATE CERVICAL SPINE VARIABLE ANGLE 2-LEVEL 28MM,"$4,478.50 "
027800095-32080,PLATE CERVICAL SPINE VARIABLE ANGLE 2-LEVEL 34MM,"$4,478.50 "
027800095-32081,PLATE CERVICAL SPINE VARIABLE ANGLE 2-LEVEL 37MM,"$4,478.50 "
027800095-32082,PLATE BONE SPINE CERVICAL ANTERIOR REFLEX HYBRID 14MM TITANIUM LEVEL 1,"$4,484.03 "
027800095-32085,NAIL INTRAMEDULLARY FEMUR PROXIMAL TFN-ADVANCED LATERAL RELIEF CUT 17CM 12MM 130D SHORT TITANIUM GREEN CANNULATED PREASSEMBLE LOCK MECHANISM STATIC INTERLOCK STERILE,"$4,488.25 "
027800095-32086,NAIL TITAN CANNLTD STER 130DG RT10X170MM,"$4,488.25 "
027800095-32087,NAIL TITAN CANNULATED 130DEG 11X170MM,"$4,488.25 "
027800095-32088,PLATE BONE TIBIA LEFT DISTAL ANTEROLATERAL LCP 262MM STAINLESS STEEL 3.5MM SCREWS 19 HOLE NONSTERILE,"$4,490.04 "
027800095-32089,PLATE BONE TIBIA RIGHT DISTAL ANTEROLATERAL LCP 262MM STAINLESS STEEL 3.5MM SCREWS 19 HOLE NONSTERILE,"$4,490.04 "
027800095-32090,NAIL HUMERAL LEFT 7X240MM MULTILOC TI-STERILE,"$4,492.80 "
027800095-32091,NAIL HUMERAL LONG LEFT 8.5X240,"$4,492.80 "
027800095-32092,NAIL HUMERAL RIGHT 7X255MM MULTILOC TI-STERILE,"$4,492.80 "
027800095-32093,NAIL HUMERAL RIGHT 8.5X255MM MULTILOC TI-STERILE,"$4,492.80 "
027800095-32094,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 180MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32095,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 180MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32096,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 195MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32097,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 195MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32098,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 210MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32099,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 210MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32100,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 225MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32101,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 225MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32102,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 255MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32103,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 255MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32104,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 270MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32105,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 270MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32106,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 285MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32107,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 285MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32108,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 300MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32109,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 300MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32110,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 315MM 7MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32111,NAIL INTRAMEDULLARY LEFT HUMERUS MULTILOC 315MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32112,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 180MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32113,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 195MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32114,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 210MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32115,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 225MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32116,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 240MM 7MM 9.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED STERILE,"$4,492.80 "
027800095-32117,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 240MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32118,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 270MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32119,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 285MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32120,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 300MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32121,NAIL INTRAMEDULLARY RIGHT HUMERUS MULTILOC 315MM 8.5MM LONG STRAIGHT TITANIUM BLUE CANNULATED ROUND BARREL CENTRAL INSERTION POINT POLYETHYLENE INLAY ASCENDING SCREW OPTION STERILE,"$4,492.80 "
027800095-32125,PLATE TIBIA MED DISTL VA-RT 4H 2.7X3.5MM,"$4,502.29 "
027800095-32129,PLATE BONE LEFT DISTAL VOLAR RADIAL VARIAX 145MM 2XL STANDARD 2.7MM SCREW 11 HOLE ANATOMICAL,"$4,504.50 "
027800095-32135,PLATE DISTAL RADIUS VOLAR DIA-M LT 9H,"$4,519.42 "
027800095-32136,PLATE DISTAL RADIUS VOLAR DIA-M RT 9H,"$4,519.42 "
027800095-32138,DEVICE SEQUENT MENISCAL REPAIR (7 IMPLANTS) CURVED NEEDLE,"$4,522.41 "
027800095-32143,PLATE BONE FOREFOOT MIDFOOT LCP STAINLESS STEEL 2.4/2.7 MM SCREWS 5X12 HOLES VARIABLE ANGLE LOCKING MESH NONSTERILE,"$4,529.23 "
027800095-32144,PLATE BONE TARSAL FOREFOOT MIDFOOT LCP TITANIUM 2.4/2.7 MM SCREWS 5X12 HOLES MESH VARIABLE ANGLE LOCKING NONSTERILE,"$4,529.23 "
027800095-32145,PLATE BONE TIBIA LEFT DISTAL ANTEROLATERAL LCP 288MM STAINLESS STEEL 3.5MM SCREWS 21 HOLE NONSTERILE,"$4,531.67 "
027800095-32146,PLATE BONE TIBIA RIGHT DISTAL ANTEROLATERAL LCP 288MM STAINLESS STEEL 3.5MM SCREWS 21 HOLE NONSTERILE,"$4,531.67 "
027800095-32149,SYSTEM IMPLANT INTERNALBRACE PK FORFOOT,"$4,533.75 "
027800095-32150,PLATE BONE LEFT DISTAL DIAPHYSEAL METAPHYSEAL VOLAR RADIAL LCP TITANIUM 7 HOLE STERILE,"$4,539.02 "
027800095-32151,PLATE LCP DIA-META VOLAR DISTAL RADIUS 7H RIGHT,"$4,539.02 "
027800095-32152,PLATE RADIUS DISTAL LCP DIA-META VOLAR LEFT 7H STERILE,"$4,539.02 "
027800095-32153,PLATE DISTAL RAD TI LCP SHAFT RT 7H,"$4,539.24 "
027800095-32155,SCREW BONE OCCIPITOCERVICOTHORACIC SPINE MOUNTAINEER 26MM 4MM TITANIUM FAVORED ANGLE STERILE,"$4,547.40 "
027800095-32156,SCREW BONE OCCIPITOCERVICOTHORACIC SPINE MOUNTAINEER 26MM 4MM TITANIUM LONG SHANK,"$4,547.40 "
027800095-32157,SCREW BONE OCCIPITOCERVICOTHORACIC SPINE MOUNTAINEER 30MM 4MM TITANIUM MIDLINE FIXATION SYSTEM,"$4,547.40 "
027800095-32158,SCREW BONE SPINE MOUNTAINEER 12MM 3.5MM TITANIUM FIXED ANGLE,"$4,547.40 "
027800095-32159,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 10MM 3.5MM TITANIUM FIX ANGLE,"$4,547.40 "
027800095-32160,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 12MM 4MM TITANIUM FIX ANGLE,"$4,547.40 "
027800095-32161,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 14MM 4MM TITANIUM FIX ANGLE,"$4,547.40 "
027800095-32162,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 16MM 4MM TITANIUM FIX ANGLE,"$4,547.40 "
027800095-32163,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 18MM 3.5MM TITANIUM FIX ANGLE,"$4,547.40 "
027800095-32164,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 20MM 4MM TITANIUM FIX ANGLE,"$4,547.40 "
027800095-32165,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 24MM 3.5MM TITANIUM FIX ANGLE,"$4,547.40 "
027800095-32166,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 26MM 3.5MM LONG TITANIUM,"$4,547.40 "
027800095-32167,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 30MM 4.35MM TITANIUM MIDLINE FIXATION SYSTEM FIX ANGLE,"$4,547.40 "
027800095-32168,SCREW BONE SPINE OCCIPITOCERVICOTHORACIC MOUNTAINEER 35MM 4.35MM TITANIUM MIDLINE FIXATION SYSTEM FIX ANGLE,"$4,547.40 "
027800095-32169,SCREW MOUNTAINEER FIXED ANGLE 3.5X10MM,"$4,547.40 "
027800095-32170,SCREW MOUNTAINEER FIXED ANGLE 4.0X18MM,"$4,547.40 "
027800095-32171,SCREW MOUNTAINEER FIXED ANGLE 4.0X22MM,"$4,547.40 "
027800095-32172,SCREW MOUNTAINEER FIXED ANGLE 4.0X30MM,"$4,547.40 "
027800095-32173,SCREW MOUNTAINEER FIXED ANGLED 3.5X14MM,"$4,547.40 "
027800095-32174,SCREW MOUNTAINEER FIXED ANGLED 3.5X16MM,"$4,547.40 "
027800095-32175,SCREW MOUNTAINEER FIXED ANGLED 3.5X20MM,"$4,547.40 "
027800095-32176,SCREW MOUNTAINEER FIXED ANGLED 3.5X22MM,"$4,547.40 "
027800095-32177,SCREW MOUNTAINEER MEDIAL LATERAL 3.5X12MM,"$4,547.40 "
027800095-32178,SCREW MOUNTAINEER MEDIAL LATERAL 3.5X14MM,"$4,547.40 "
027800095-32179,SCREW MOUNTAINEER MEDIAL LATERAL 3.5X16MM,"$4,547.40 "
027800095-32180,SCREW MOUNTAINEER MEDIAL LATERAL 3.5X18MM,"$4,547.40 "
027800095-32181,SCREW MOUNTAINEER MEDIAL LATERAL 3.5X20MM,"$4,547.40 "
027800095-32182,SCREW MOUNTAINEER MEDIAL LATERAL 4.0X18MM,"$4,547.40 "
027800095-32183,SCREW MOUNTAINEER MEDIAL LATERAL 4.35X20MM,"$4,547.40 "
027800095-32184,SCREW MOUNTAINEER MEDIAL LATERAL 4.35X25MM,"$4,547.40 "
027800095-32185,SCREW MOUNTAINEER MEDIAL LATERAL 4.35X40MM,"$4,547.40 "
027800095-32186,SCREW MOUNTAINEER MEDIAL LATERAL 4X16MM,"$4,547.40 "
027800095-32187,SCREW MOUNTAINEER MEDIAL/LATERAL 4.0X26MM,"$4,547.40 "
027800095-32188,SCREW MOUNTAINEER SMOOTH SHANK 3.5X28MM,"$4,547.40 "
027800095-32193,CAGE SPINAL TISSUE DIVERGENCE 15X9.4X6MM ANTERIOR CERVICAL FUSION SYSTEM,"$4,550.00 "
027800095-32199,PLATE FIXATION FRACTURE RIB RIBLOC 115MM,"$4,550.00 "
027800095-32205,SUBSTITUTE BONE GRAFT STIMULAN RAPID CURE CALCIUM SULPHATE KIT 10ML,"$4,550.00 "
027800095-32206,PLATE BONE RIGHT DISTAL MEDIAL TIBIA LCP 142MM 2.7/3.5MM SCREW 6 HOLE VARIABLE ANGLE NONSTERILE,"$4,551.24 "
027800095-32207,PLATE TIBIA MED DISTL VA-L 6H 2.7X3.5MM,"$4,551.24 "
027800095-32209,NORIAN SRS FAST SET PUTTY 5CC (FSP),"$4,555.36 "
027800095-32213,PLATE HUMERUS PERIARTICULAR PROXIMAL LEFT 5H 3.5X145MM,"$4,558.58 "
027800095-32214,PLATE HUMERUS PERIARTICULAR PROXIMAL RIGHT 5H 3.5MM,"$4,558.58 "
027800095-32219,PLATE BONE TIBIA LEFT PROXIMAL MEDIAL LCP 275MM STAINLESS STEEL 3.5MM SCREWS 18 HOLE NONSTERILE,"$4,563.49 "
027800095-32220,PLATE BONE TIBIA RIGHT MEDIAL PROXIMAL LCP 275MM STAINLESS STEEL 3.5MM SCREWS 18 HOLE NONSTERILE,"$4,563.49 "
027800095-32221,PLATE BONE SPINE CERVICAL ANTERIOR 27.5MM TITANIUM 1 HOLE,"$4,563.65 "
027800095-32222,PLATE BONE SPINE CERVICAL ANTERIOR 32.5MM TITANIUM 1 HOLE,"$4,563.65 "
027800095-32223,PLATE BONE SPINE CERVICAL ANTERIOR PREMIER 30MM LORDOTIC CURVATURE TITANIUM PRECOMPRESSION SLIDE WASHER STERILE,"$4,563.65 "
027800095-32224,PLATE SPINE ANTERIOR CERVICAL 27.5MM,"$4,563.65 "
027800095-32225,PLATE SPINE ANTERIOR CERVICAL 32.5MM,"$4,563.65 "
027800095-32226,SCREW TI POLY SYNAPSE F/ ROD  4.5X50MM,"$4,564.63 "
027800095-32227,IMPLANT CRANIAL CURVE MEDPOR 38X48X.85MM,"$4,565.50 "
027800095-32228,PLATE BN FEMUR DISTAL LEFT 9HL 236MM,"$4,565.93 "
027800095-32229,PLATE LCP 220MM 9H TIBIA LFT PRXML LTRL,"$4,565.93 "
027800095-32230,PLATE LCP 220MM 9H TIBIA RGHT PRXML LTRL,"$4,565.93 "
027800095-32231,PLATE LCP 236MM 9H FEMUR RIGHT DISTAL,"$4,565.93 "
027800095-32239,PLATE MESH CONTOURABLE MALLEABLE TI 1.5X38X45MM,"$4,573.40 "
027800095-32240,PLATE MESH CONTOURABLE RIGID TI 1.5X38X45MM,"$4,573.40 "
027800095-32241,PLATE LCP ANTEROLATERAL DISTAL TIBIA  17H 3.5X236MM LEFT STER,"$4,575.74 "
027800095-32242,PLATE BONE PERIARTICULAR LEFT TIBIA PROXIMAL LCP 370MM STAINLESS STEEL 4.5MM SCREWS 20 HOLE LOCKING STERILE,"$4,578.18 "
027800095-32243,PLATE LCP CONDYLAR 10H 4.5X242MM LEFT,"$4,580.62 "
027800095-32244,PLATE LCP CONDYLAR 10H 4.5X242MM RIGHT,"$4,580.62 "
027800095-32251,PLATE BONE RIGHT DISTAL FIBULA 139MM TIMAX 6 HOLE COMPOSITE ANATOMIC LOCKING NONSTERILE,"$4,582.50 "
027800095-32252,PLATE FIBULA LEFT 6 HOLE,"$4,582.50 "
027800095-32256,STRIP MASTERGRAFT CERAMIC SCAFOLD10CM,"$4,589.00 "
027800095-32258,PLATE BONE FEMUR RIGHT DISTAL LCP 196MM TITANIUM 7 HOLE STERILE,"$4,597.78 "
027800095-32259,PLATE BONE WRIST LCP 118MM SHORT BEND TITANIUM FUSION NONSTERILE,"$4,597.78 "
027800095-32260,PLATE LCP WRIST FUSION SHORT BEND,"$4,597.78 "
027800095-32261,PLATE TIBIA MED DISTAL 2.7X3.5MM 8H LFT,"$4,597.78 "
027800095-32262,PLATE TIBIA MED DISTL VA-RT 8H 2.7X3.5MM,"$4,597.78 "
027800095-32263,PLATE WRIST FUSION STRT LCP TI 112MM,"$4,597.78 "
027800095-32264,PLATE WRIST LCP FUSION TI STANDARD BEND,"$4,597.78 "
027800095-32265,PLATE BN FEMUR SS RT 6H LOCKING 155MM,"$4,598.10 "
027800095-32271,ROD INTRAMEDULLARY ANKLE FIBULA 110MM 3MM 2 INTERLOCK SCREW HOLE STERILE,"$4,605.25 "
027800095-32274,ROD HUNTER TENDON 4.0MMX24.5CM,"$4,605.97 "
027800095-32279,PLATE BN MTP 0DG SHORT LEFT,"$4,611.75 "
027800095-32280,PLATE BN MTP 10 DG SHORT LEFT,"$4,611.75 "
027800095-32281,PLATE BN MTP 10DG MEDIUM LEFT,"$4,611.75 "
027800095-32282,PLATE BN MTP 5 DG LEFT SHORT,"$4,611.75 "
027800095-32283,PLATE BN MTP SHORT RT 10H,"$4,611.75 "
027800095-32284,PLATE MEDIUM LEFT 0DG MTP,"$4,611.75 "
027800095-32285,PLATE MTP 0 DG MEDIUM RIGHT,"$4,611.75 "
027800095-32286,PLATE MTP 0 DG SHORT RIGHT,"$4,611.75 "
027800095-32287,PLATE MTP 5DG SHRT-SHRT 2 HOLE DISTAL,"$4,611.75 "
027800095-32288,PLATE MTP LONG RIGHT 10H,"$4,611.75 "
027800095-32289,PLATE MTP MEDIUM LEFT SZ5,"$4,611.75 "
027800095-32290,PLATE MTP MEDIUM RIGHT 10H,"$4,611.75 "
027800095-32291,PLATE MTP SHORT RIGHT 5HL,"$4,611.75 "
027800095-32292,PLATE MTP SHORT-SHORT 0DG 2H DISTAL RGHT,"$4,611.75 "
027800095-32293,PLATE MTP SHORT-SHORT 10DG 2 HOLE DISTAL,"$4,611.75 "
027800095-32294,PLATE MTP SHORT-SHORT 5DG 2H DISTAL LEFT,"$4,611.75 "
027800095-32295,TISSUE SYNTHETIC PRO-DENSE CALCIUM PHOSPHATE CALCIUM SULFATE INJECTABLE BIOCOMPOSITE REGENERATION STERILE 4ML,"$4,611.75 "
027800095-32297,GRAFT BONE ALLOMATRIX DEMINERALIZED BONE MATRIX PUTTY BIOCOMPOSITE INJECTABLE 10ML,"$4,615.00 "
027800095-32298,PLATE BONE LEFT DVR 41X22MM NARROW MINI LOCKED,"$4,615.00 "
027800095-32299,PLATE BONE RADIUS LEFT VOLAR DISTAL DVR 43X24MM MINI CONTOUR CROSSLOCK ANATOMIC NONSTERILE,"$4,615.00 "
