Category,Description,Price
Orthotics,HC BRACE WRIST D-RING,$136.00 
Orthotics,HC WHO SPLINT FOAM RT LRG,$86.00 
Orthotics,HC WHO SPLINT FOAM RT MED,$78.00 
Orthotics,HC WHO SPLINT FOAM LT MED,$77.00 
Orthotics,HC WHO SPLINT FOAM LT LRG,$76.00 
Orthotics,HC SPLINT/WRIST/FOREARM/RIGHT/MED,$68.00 
Orthotics,HC SPLINT ANKLE PNEUMATIC AIRCAST,$326.00 
Osteopathic Manipulative Treatment Procedures ,HC OSTEO MANIP 1-2 REGIONS,$113.00 
Osteopathic Manipulative Treatment Procedures ,HC OSTEO MANIP 3-4 REGIONS,$110.00 
Other Pathology and Laboratory Procedures,HC SWEAT COLLECTION IONTOPHORESIS,$237.00 
Other Pathology and Laboratory Procedures,HC CELL COUNT BODY FLUID W/DIFF,$149.00 
Other Pathology and Laboratory Procedures,HC CELL COUNT BODY FLUID,$127.00 
Other Pathology and Laboratory Procedures,HC CRYSTAL ID LIGHT MICROSCOPY,$100.00 
Other Pathology and Laboratory Procedures,HC EOS-NASAL/SPUTUM SMEAR,$54.00 
Otolaryngology,HC SIJ ANESTH/STEROID INJ,"$2,548.00 "
Otolaryngology,HC INJECT FOR SACROILIAC JOINT,"$2,297.00 "
Otorhinolaryngologic ,HC OTOLARYNGOLOGIC EXAM W ANESTH,"$1,100.00 "
Otorhinolaryngologic ,HC NASOPHARYNGOSCOPY,$667.00 
Out of OR Proc.,HC OUT OF OR PROCEDURE,"$14,715.00 "
Pap Smear,HC PAP SMEAR SCREEN,$48.00 
Pathology and Lab Services,HC GRANULOCYTES PHER EA,"$4,140.00 "
Pathology and Lab Services,HC PLT APHER/PHER L/R HLA EA,"$2,613.00 "
Pathology and Lab Services,"HC PLATELETS, PATHOGEN REDUCED","$2,611.00 "
Pathology and Lab Services,HC PLATELETS PHER L/R IRR EA,"$2,611.00 "
Pathology and Lab Services,HC RED CELLS IRR EA,"$2,114.00 "
Pathology and Lab Services,HC PLATELETS PHER L/R EA DIR,"$2,077.00 "
Pathology and Lab Services,HC RBC LR FRZ DEGLYC WASH IRRAD,"$1,277.00 "
Pathology and Lab Services,HC RED CELLS DEGLY EA,"$1,147.00 "
Pathology and Lab Services,HC RED CELLS L/R IRR EA,"$1,088.00 "
Pathology and Lab Services,HC RED CELLS WASHED EA,$945.00 
Pathology and Lab Services,HC BLOOD SPLIT UNIT SPECIFY AMT,$816.00 
Pathology and Lab Services,HC RED CELLS L/R EA,$728.00 
Pathology and Lab Services,HC PLATELETS L/R,$677.00 
Pathology and Lab Services,HC RED CELLS PACKED EA,$637.00 
Pathology and Lab Services,HC WHOLE BLOOD EA UNIT,$539.00 
Pathology and Lab Services,HC PLATELETS L/R IRR,$449.00 
Pathology and Lab Services,HC FFP EA,$306.00 
Pathology and Lab Services,HC PLAS POOL MLT DNR SD,$281.00 
Pathology and Lab Services,HC PLASMA FROZEN 8 TO 24,$247.00 
Pathology and Lab Services,HC PLASMA CRYO REDUCED EA,$182.00 
Pathology and Lab Services,HC CATH FOR COLLECT SINGLE PT,$130.00 
Pathology and Lab Services,HC CRYOPRECIPITATE EA UNIT,$79.00 
Peds Emergency,HC COMP ASSES CARE PLAN CCM SVC,$128.00 
Pharmacy - Drug,HC FLUCICLOVINE F-18,"$1,210.66 "
Physical Medicine and Rehabilitation Evaluations,HC NEGATIVE PRESSURE WOUND THERAPY > 50 SQ CM,$781.00 
Physical Medicine and Rehabilitation Evaluations,HC NEGATIVE PRESSURE WOUND THERAPY <= 50 SQ CM,$751.00 
Physical Medicine and Rehabilitation Evaluations,HC NEG PRESS WOUND TX <=50 CM,$394.00 
Physical Medicine and Rehabilitation Evaluations,HC DEBR/REM DEV TISS,$372.00 
Physical Medicine and Rehabilitation Evaluations,HC REMOVAL OF DEVITALIZED TISSUE FROM WOUND,$292.00 
Physical Medicine and Rehabilitation Evaluations,HC DEBR/REM TISS ADDL 20 SQ CM,$236.00 
Physical Therapy,HC BIOFEEDBACK TRAINING,$361.00 
Physical Therapy,HC THERAPEUTIC EXERCISES 15 MIN,$188.00 
Physical Therapy,HC MANUAL THRPY 15 MIN,$173.00 
Physical Therapy,HC VASOPNEUMATIC DEVICE THERAPY,$169.00 
Physical Therapy,HC WHIRLPOOL,$165.00 
Physical Therapy,HC AQUATIC THRPY 15 MIN,$158.00 
Physical Therapy,HC ORTHOTIC MNGMNT/FIT/TRAN 15 INIT ENC,$155.00 
Physical Therapy,HC NEUROMUSCULAR RE-ED 15 MIN,$153.00 
Physical Therapy,HC IONTOPHORESIS 15 MIN,$151.00 
Physical Therapy,HC ORTHC/PROSTC MGMT SBSQ ENC,$151.00 
Physical Therapy,HC THERAPEUTIC ACTIVITIES 15 MIN,$151.00 
Physical Therapy,HC PROSTHETIC TRAINING EA 15 MINS,$150.00 
Physical Therapy,HC WHEELCHAIR MANAGE 15 MIN,$150.00 
Physical Therapy,HC COGNITIVE SKILLS DEVELOPMENT,$148.00 
Physical Therapy,HC PT ROM TESTING EA EXT/TRUNK,$145.00 
Physical Therapy,HC TRACTION MECHANICAL,$144.00 
Physical Therapy,HC E-STIM ATTENDED 15 MIN,$142.00 
Physical Therapy,HC E-STIM UNATTENDED OTHER,$142.00 
Physical Therapy,HC ULTRASOUND 15 MIN,$134.00 
Physical Therapy,HC MASSAGE 15 MIN,$133.00 
Physical Therapy,HC GAIT TRAINING 15 MIN,$132.00 
Physical Therapy,HC ASSISTIVE TECH ASSESS,$131.00 
Physical Therapy,HC HOME INSTRUCT/PRGM 15 MIN,$128.00 
Physical Therapy,HC PARAFFIN BATH THERAPY,$115.00 
Physical Therapy,HC SUB PT/OT D/C STATUS,$0.01 
Physical Therapy,HC SUB PT/OT GOAL STATUS,$0.01 
Physical Therapy,HC SUB PT/OT CURRENT STATUS,$0.01 
Physical Therapy,HC BODY POS D/C STATUS,$0.01 
Physical Therapy,HC OTHER PT/OT D/C STATUS,$0.01 
Physical Therapy,HC OTHER PT/OT CURRENT STATUS,$0.01 
Physical Therapy,HC OTHER PT/OT GOAL STATUS,$0.01 
Physical Therapy,HC CARRY D/C STATUS,$0.01 
Physical Therapy,HC BODY POS GOAL STATUS,$0.01 
Physical Therapy,HC BODY POS CURRENT STATUS,$0.01 
Physical Therapy,HC SELF CARE D/C STATUS,$0.01 
Physical Therapy,HC CARRY CURRENT STATUS,$0.01 
Physical Therapy,HC CARRY GOAL STATUS,$0.01 
Physical Therapy,HC MOBILITY D/C STATUS,$0.01 
Physical Therapy,HC SELF CARE GOAL STATUS,$0.01 
Physical Therapy,HC SELF CARE CURRENT STATUS,$0.01 
Physical Therapy,HC MOBILITY GOAL STATUS,$0.01 
Physical Therapy,HC MOBILITY CURRENT STATUS,$0.01 
Physical Therapy - Eval or Re-Eval,HC PT EVAL HIGH COMPLEX,$422.00 
Physical Therapy - Eval or Re-Eval,HC PT EVAL MOD COMPLEX,$408.00 
Physical Therapy - Eval or Re-Eval,HC PT EVAL LOW COMPLEX,$380.00 
Physical Therapy - Eval or Re-Eval,HC PHYSICAL PERFORM TEST EA 15 MIN,$326.00 
Physical Therapy - Eval or Re-Eval,HC PT RE-EVAL EST PLAN CARE,$228.00 
Physical Therapy - Group Rate,HC THERAPEUTIC GROUP,$166.00 
Positron Emission (PET) Scan,HC PET W/CT TUMR IMAG WHOLE BODY,"$7,863.00 "
Positron Emission (PET) Scan,HC PET BRAIN METABOLIC EVAL,"$6,642.00 "
Positron Emission (PET) Scan,HC PET BRAIN PERF EVAL,"$6,515.00 "
Positron Emission (PET) Scan,HC PET MYOCARD METABOLIC EVAL,"$6,326.00 "
Positron Emission (PET) Scan,HC PET W/CT TUMR LIMITED AREA,"$5,594.00 "
Positron Emission (PET) Scan,HC PET W/CT TUMR SKULL MID-THIGH,"$5,594.00 "
Positron Emission (PET) Scan,HC PET TUMR IMAGING LIMITED AREA,"$5,495.00 "
Positron Emission (PET) Scan,HC PET TUMR IMAGING WHOLE BODY,"$5,404.00 "
Positron Emission (PET) Scan,HC PET MYOCARD PERF SGL/ST,"$5,019.00 "
Positron Emission (PET) Scan,HC PET MYOCARD PERF MULT/ST PERF,"$5,019.00 "
Positron Emission (PET) Scan,HC PET TUMR IMAG SKULL MID-THIGH,"$5,013.00 "
Pregnancy Ultrasound,HC OB US < 14 WKS ADDL FETUS,$284.00 
Pregnancy Ultrasound,HC OB US < 14 WKS SINGLE FETUS,$520.00 
Prosthetic Implants,HC IMPL COLLAGEN 2.5CC,"$2,661.00 "
Prosthetic Implants,HC MACROPLASTIQUE 5ML-2 SYRINGES,"$2,263.00 "
Prosthetic Implants,HC PT PRGRM FOR IMPLT NEUROSTIM R,"$2,063.00 "
Prosthetic Implants,HC MACROPLASTIQUE 2.5ML-1 SYRINGE,"$1,132.00 "
Prosthetic Implants,HC COAPTITE 1ML PER SYRINGE,$913.00 
Psychiatric,HC BRIDGE ON DISCHARGE,$173.00 
Pulmonary Function,HC CARDIOPULM EXERCISE TESTING,"$1,567.00 "
Pulmonary Function,HC SPIROMETRY/PFT CPLX,"$1,213.00 "
Pulmonary Function,HC SPIROMETRY/PFT PRE & POST,$759.00 
Pulmonary Function,HC SPIROMETRY/PFT SMP,$740.00 
Pulmonary Function,HC EXERCISE TST BRNCSPSM,$620.00 
Pulmonary Function,HC HIGH ALT SIM TEST,$551.00 
Pulmonary Function,HC PULMONARY STRESS TESTING,$526.00 
Pulmonary Function,HC O2 UPTAKE EXPIRED GAS REST,$517.00 
Pulmonary Function,HC PLETHYSMOGRAPHY LUNG VOL,$516.00 
Pulmonary Function,HC O2 UPTAKE EXPIRED GAS REST/EXR,$456.00 
Pulmonary Function,HC GAS DILUTION/WASHOUT DETERMINE,$452.00 
Pulmonary Function,HC FLOW VOLUME LOOP,$416.00 
Pulmonary Function,HC CARBON MONOXIDE DIFF (DLCO),$390.00 
Pulmonary Function,HC CO2 EXPIRED GAS DETERMINATION,$363.00 
Pulmonary Function,HC AIRWAY RESIST BY OSCILLOMETRY,$337.00 
Pulmonary Function,HC PULMONARY COMPLIANCE STUDY,$272.00 
Pulmonary Function,HC PULMONARY UNLSTD PROC,$266.00 
Pulmonary Function,HC PULSE OX PER HR,$261.00 
Pulmonary Function,HC MAXIMUM VOLUNTARY VENT,$230.00 
Pulmonary Function,HC VITAL CAPACITY TOTAL,$169.00 
Pulmonary Function,HC EXPIRED GAS COLLECTION,$83.00 
Pulmonary Function,HC RESP FUNCTION 15 MIN,$156.00 
Pulmonary Function,HC RESP STRENGTH/ENDURANCE 15 MIN,$152.00 
Pulmonary Function,HC PULM REHAB W/EXER PER HR,$405.00 
Pulmonary Function,HC RESP FUNCTION GROUP,$304.00 
Rad - Dx - General,HC XR PLACE OCCLUSIVE DEVICE A/V,$533.00 
Radiation Therapy,HC ROBOT LIN-RADSURG COM FIRST,"$19,131.00 "
Radiation Therapy,HC PROTON TX - COMPLEX,"$10,750.00 "
Radiation Therapy,HC PROTON TX - INTERMEDIATE,"$9,500.00 "
Radiation Therapy,HC ROBT LIN-RADSURG FRACTX 2-5,"$8,877.00 "
Radiation Therapy,HC INTRACAVITARY RADIOELE APP INT,"$8,649.00 "
Radiation Therapy,HC RAD TREAT INTRAOP XRAY SINGLE,"$8,403.00 "
Radiation Therapy,HC HDR ELECTRONIC BRACHYTX INT,"$7,906.00 "
Radiation Therapy,HC PROTON TX SIMPLE W COMP,"$7,472.00 "
Radiation Therapy,HC HDR RDNCL NTR/ICAV BRACH 12+,"$7,458.00 "
Radiation Therapy,HC IO RAD TX DELIVER BY ELCTRNS,"$7,454.00 "
Radiation Therapy,HC INTENSITY MOD TX PLAN,"$6,764.00 "
Radiation Therapy,HC PLAN RAD 3D W/ DOSE VOL,"$5,877.00 "
Radiation Therapy,HC HDR RDNCL NTR/ICAV BRACH 2-12,"$5,756.00 "
Radiation Therapy,HC INTERSTITIAL BRACHY CPLX,"$5,197.00 "
Radiation Therapy,HC HDR RDNCL INTRST/INTR BRACH 1,"$4,053.00 "
Radiation Therapy,HC PLACE DEV RAD NON SPEC,"$3,686.00 "
Radiation Therapy,HC PROTON TX SIMPLE WO COMP,"$3,655.00 "
Radiation Therapy,HC INTENSITY MOD RAD TX SIMPLE,"$2,883.00 "
Radiation Therapy,HC NTSTY MODUL RAD TX DLVR CPLX,"$2,883.00 "
Radiation Therapy,HC RAD THRPY SPECIAL HEMI/TTL BDY,"$2,621.00 "
Radiation Therapy,HC SBRT MGMT 1+ LESIONS =< 5 FRAC,"$2,259.00 "
Radiation Therapy,HC MLC DEVICE(S) FOR IMRT,"$1,819.00 "
Radiation Therapy,HC SIMULATION CPLX,"$1,699.00 "
Radiation Therapy,HC INTERSTITIAL BRACHY SMP,"$1,667.00 "
Radiation Therapy,HC MEDICAL PHYSICS SPECIAL,"$1,467.00 "
Radiation Therapy,HC PORT PLAN SPECIAL,"$1,444.00 "
Radiation Therapy,HC TREATMENT DEVICE CPLX,"$1,352.00 "
Radiation Therapy,HC SIMULATION INTERMED,"$1,293.00 "
Radiation Therapy,HC SIMULATION SMP,"$1,163.00 "
Radiation Therapy,HC TREATMENT DEVICE INTERMED,$970.00 
Radiation Therapy,HC TELETHX ISODOSE PLAN CPLX,$966.00 
Radiation Therapy,HC MEDICAL PHYSICS CONTINUING,$935.00 
Radiation Therapy,HC BRACHYTX ISODOSE COMPLEX,$871.00 
Radiation Therapy,HC BRACHYTX ISODOSE INTERMED,$830.00 
Radiation Therapy,HC ISODOSE TELETHRPY SMP,$805.00 
Radiation Therapy,HC RESP MOTION MGMT,$783.00 
Radiation Therapy,HC TREATMENT DEVICE SMP,$705.00 
Radiation Therapy,HC DOSIMETRY CALCULATION SPECIAL,$678.00 
Radiation Therapy,HC DOSIMETRY CALCULATION BASIC,$620.00 
Radiation Therapy,HC SUPERVIS HANDLE RADIOELE,$598.00 
Radiation Therapy,HC RADIOELEMENT SURFACE APP,$517.00 
Radiation Therapy,HC RAD THER TREAT UPTO 5 MEV INT,$502.00 
Radiation Therapy,HC GUIDANCE FOR RADIAJ TX DLVR,$409.00 
Radiation Therapy,HC BRACHYTX ISODOSE PLAN SIMPLE,$298.00 
Radiation Therapy,HC RAD THRPY PORT FILM(S),$294.00 
Radiation Therapy,HC RADIATION TREAT DELIVERY,$254.00 
Radiation Therapy,"HC RADIATION TREATMENT DELIVERY; >=1 MEV, COMPLEX","$1,045.00 "
Radiation Therapy,"HC RADIATION TREATMENT DELIVERY; >=1 MEV, SIMPLE",$951.00 
Radiology - Diagnostic ,HC XR BONE SURVEY CMPL,"$1,042.00 "
Radiology - Diagnostic ,HC XR BONE SURVEY INFANT,$886.00 
Radiology - Diagnostic ,HC XR BONE DENSITY AXIAL,$680.00 
Radiology - Diagnostic ,HC XR BONE SURVEY LTD,$662.00 
Radiology - Diagnostic ,HC XR FLUORO NEEDLE PLACEMENT,$653.00 
Radiology - Diagnostic ,HC XR FLUORO NEEDLE LOCALIZATION,$585.00 
Radiology - Diagnostic ,HC XR FLUORO CV ACCESS PLACEMENT,$564.00 
Radiology - Diagnostic ,HC XR JOINT STRESS VIEW(S),$382.00 
Radiology - Diagnostic ,HC XR BONE LENGTH STUDY,$376.00 
Radiology - Diagnostic ,HC XR JOINT SURVEY 1V,$374.00 
Radiology - Diagnostic ,HC XR BONE AGE,$371.00 
Radiology - Diagnostic ,HC XR BONE DENSITY APPENDICULAR,$243.00 
Radiology - Diagnostic ,HC XR BONE DENSITY AXIAL 1OR MORE,$241.00 
Radiology - Diagnostic ,HC XR FRAC ASSESS DUAL ENERGY,$151.00 
Radiopharm,HC SINCALIDE VL 5MCG,$467.00 
Radiopharm,HC Y-90 MICROSPHERES SIRT THERAPY,"$46,415.00 "
Radiopharm,HC NON-HEU TC-99M ADD-ON/DOSE,$1.00 
Recovery Room - Range,RECOVERY ROOM RATES,$222 - $1864
Reproductive Medicine ,HC SEMEN ANLYS CMPL,$228.00 
Reproductive Medicine ,HC SEMEN MOTILITY/CNT W/O HUHN,$80.00 
Reproductive Medicine ,HC SPERM ANTIBODY,$68.00 
Reproductive System ,HC PLACE NEEDLES PELVIC FOR RT,"$5,230.00 "
Resp - Inhalation Service,HC VENT MANGMNT INPT/OBS INIT DAY,"$3,646.00 "
Resp - Inhalation Service,HC VENT MANGMNT INPT/OBS SUBS DAY,"$2,478.00 "
Resp - Inhalation Service,HC CPAP PER DAY,"$2,052.00 "
Resp - Inhalation Service,HC CPAP PER DAY INIT AND MGT,$463.00 
Resp - Inhalation Service,HC AEROSOL INHALATION PENTAMIDINE,$382.00 
Resp - Inhalation Service,HC SURFACTANT ADMIN THRU TUBE,$343.00 
Resp - Inhalation Service,HC CONTINUOUS AER INHAL TX 1ST HR,$256.00 
Resp - Inhalation Service,HC NONPRESSURIZED INHALATION,$227.00 
Resp - Inhalation Service,HC CONTINUOUS INHAL TX EA ADDL HR,$210.00 
Resp - Inhalation Service,HC NEBULIZER US DEMO/EVAL,$176.00 
Respiratory Service,HC PTC SEPTAL RED THERAPY,$258.00 
Respiratory Service,HC CHEST PHYSIOTHRPY INITIAL,$155.00 
Respiratory Service,HC CHEST WALL MANIPULATION,$105.00 
Respiratory Service,HC PULSE OX SINGLE,$83.00 
Respiratory System,HC ABLATE PULM TUMOR PERQ CRYBL,"$20,956.00 "
Respiratory System,HC NSL/SINS NDSC W/SINS DILAT,"$11,296.00 "
Respiratory System,HC NASAL ENDO W/ SPHENOIDOTOMY,"$10,908.00 "
Respiratory System,HC EPIGLOTTIDECTOMY,"$10,692.00 "
Respiratory System,HC ABLATION THRPY PULMNRY-UNILAT,"$10,601.00 "
Respiratory System,HC LARYNGOSCOPY W/EXC OF TUMOR,"$9,777.00 "
Respiratory System,HC RPR FISTULA OROMAXILLARY,"$9,203.00 "
Respiratory System,HC LARYNGOSC OP ARYTEN W/MIC/TEL,"$8,334.00 "
Respiratory System,HC LARYNGOSC OP EXC/STRIP W/MI/TE,"$7,893.00 "
Respiratory System,HC LARYNGOSC FLEX FIBER REM LESN,"$7,623.00 "
Respiratory System,HC LARYNGOSCOP W/ARYTENOIDECTOM,"$7,137.00 "
Respiratory System,HC LARGSC W/LASER DSTR LES UNI,"$6,576.00 "
Respiratory System,HC NASAL/SINUS ENDO W/ SPNDTMY,"$6,525.00 "
Respiratory System,HC REM I-NASAL LES INT APPR,"$6,084.00 "
Respiratory System,HC BRONCH W/OCC & VLV INITIAL,"$5,962.00 "
Respiratory System,HC TRACHEOSTOMY,"$5,534.00 "
Respiratory System,HC LARYNGOSC DIRECT W/DILAT INIT,"$5,263.00 "
Respiratory System,HC ENDO NASAL DILATION FRT SINUS,"$5,121.00 "
Respiratory System,HC ENDO NASAL DILATION SPHENOID,"$5,121.00 "
Respiratory System,HC LARYNGOSC OP W/INJ CORD,"$5,072.00 "
Respiratory System,HC ENDO NASAL ETHMOIDECT PARTIAL,"$5,038.00 "
Respiratory System,HC RES TURBINATE SUBMUCOUS,"$5,028.00 "
Respiratory System,HC ENDO NASAL DILATION MAX SINUS,"$4,947.00 "
Respiratory System,HC REV TRACHEOSTOMY SCAR,"$4,862.00 "
Respiratory System,HC LARYNGOSC OP W/INJ CORD W/MIC,"$4,773.00 "
Respiratory System,HC LARYNGOSC OP W/BX,"$4,727.00 "
Respiratory System,HC ENDO NASAL W/BX/POLYP/DEBR,"$4,488.00 "
Respiratory System,HC REM FB NASAL W/ANES,"$4,451.00 "
Respiratory System,HC BRNCHSC W/RMV VALVE 1ST LOBE,"$4,449.00 "
Respiratory System,HC LARYNGOSC OP W/BX W/MIC/TELE,"$4,388.00 "
Respiratory System,HC INSERT CATH PLEURAL INDWELL W/,"$4,177.00 "
Respiratory System,HC ENDO NASAL W/MAXIL ANTROSTOMY,"$4,146.00 "
Respiratory System,HC BRONCHOSC W/ASP BX TRANSBRONCH,"$4,025.00 "
Respiratory System,HC BRONCHOSC W/REM FB,"$4,024.00 "
Respiratory System,HC LARYNGOSC DIR DX W/MICRO/TELE,"$3,580.00 "
Respiratory System,HC LARGSC W/INJ AUGMENTATION,"$3,434.00 "
Respiratory System,HC LARGSC W/THER INJECTION UNI,"$3,434.00 "
Respiratory System,HC ABLATION SFT TISS TURBIN INTRA,"$3,227.00 "
Respiratory System,HC LARYNGOSCOPY DIRECT P/O,"$3,089.00 "
Respiratory System,HC LARYNGOSC DIRECT DX,"$2,959.00 "
Respiratory System,HC BRONCHOSC W/LAVAGE ALVEOLAR,"$2,877.00 "
Respiratory System,HC BRONCHOSC W/BX TRANSBRONCH SGL,"$2,865.00 "
Respiratory System,HC BRONCHOSC DX W/W/O FLUOR&WASH,"$2,825.00 "
Respiratory System,HC BRONCHOSC W/ASP TREE INITIAL,"$2,821.00 "
Respiratory System,HC BRONCH W/OCC & VLV ADD,"$2,698.00 "
Respiratory System,HC ENDO NASAL W/CONTROL BLEEDING,"$2,658.00 "
Respiratory System,HC TRACHEOSTOMY EMERGENCY,"$2,572.00 "
Respiratory System,HC LYSIS INTRANASAL SYNECHIA,"$2,262.00 "
Respiratory System,HC BX PLEURA NEEDLE PERC,"$2,179.00 "
Respiratory System,HC BRNCHSC W/RMV VALVE EA ADDL,"$2,084.00 "
Respiratory System,HC THORACENTESIS W/IMAGING GUID,"$1,934.00 "
Respiratory System,HC BX LUNG/MEDIASTINUM PERC NDL,"$1,915.00 "
Respiratory System,HC REMOVE LUNG CATHETER,"$1,770.00 "
Respiratory System,HC THORCENT W/O IMAGING,"$1,736.00 "
Respiratory System,HC PLEUR DRAIN W/INSRT CATH W/IMG,"$1,706.00 "
Respiratory System,HC BX INTRANASAL,"$1,501.00 "
Respiratory System,HC LARYNGOSC FLEX FIBER BX,"$1,420.00 "
Respiratory System,HC THORACOSTOMY INS CHEST TUBE,"$1,293.00 "
Respiratory System,HC BRONCHOSC W/NEEDLE ASPIRATION,"$1,291.00 "
Respiratory System,HC BRONCHOSC LUNG BIOPSY EA LOBE,"$1,226.00 "
Respiratory System,HC LARGSC W/RMVL FOREIGN BDY(S),"$1,222.00 "
Respiratory System,HC LYSE CHEST FIBRIN INITIAL DAY,"$1,102.00 "
Respiratory System,HC ASP CATH TRACHEOBRONCH,"$1,093.00 "
Respiratory System,HC LARYNGOSC FLEX FIBER STROBO,"$1,034.00 "
Respiratory System,HC LYSE CHEST FIBRIN SUBSEQ DAY,$982.00 
Respiratory System,HC DX LARGNOGOSCOPY NEWBORN,$938.00 
Respiratory System,HC INTUBATION ENDOTRACHEAL,$797.00 
Respiratory System,HC INJ TURBINATE THERAPEUTIC,$729.00 
Respiratory System,HC BRONCHOSC THRU TRACH,$729.00 
Respiratory System,HC LARYNGOSCOPY FLEX,$592.00 
Respiratory System,HC CHG TUBE TRACHEOTOMY,$559.00 
Respiratory System,HC CNTRL NOSEBLEED ANT SMP,$415.00 
Respiratory System,HC LARYNGOSCOPY INDIRECT,$389.00 
Respiratory System,HC REM FB NASAL,$376.00 
Respiratory System,HC CNTRL NOSEBLEED POST INITIAL,$338.00 
Respiratory System,HC NASAL PACKING ANTERIOR,$291.00 
Respiratory System,HC FLEX LARYNGOSCOPY W INJECTION,$241.00 
Respiratory System,HC ENDO NASAL DIAGNOSTIC,$176.00 
Room and Board - Range,HC ROOM AND BOARD RANGES,"$3,135 - $10,560"
Screening Mammography,HC MAMMO SCREEN BILAT DIG IMAGE,$490.00 
Screening Mammography,HC BREAST TOMOSYNTHESIS BI,$182.00 
Sling,HC SLING ARM,$96.00 
Speech Therapy - Language Path - Eval or Re-eval,HC EVAL VOICE PROSTHETIC,$980.00 
Speech Therapy - Language Path - Eval or Re-eval,HC EVAL SPEECH DEVICE 1ST HR,$880.00 
Speech Therapy - Language Path - Eval or Re-eval,HC EVAL NON-SPEECH DEVICE,$855.00 
Speech Therapy - Language Path - Eval or Re-eval,HC EVAL SOUND PROD,$781.00 
Speech Therapy - Language Path - Eval or Re-eval,HC BEHAV QUAL ANAL VC,$781.00 
Speech Therapy - Language Path - Eval or Re-eval,HC SPEECH EVAL COMPREHENSIO,$781.00 
Speech Therapy - Language Path - Eval or Re-eval,HC EVAL FLUENCY,$672.00 
Speech Therapy - Language Path - Eval or Re-eval,HC EVAL SWALLVIDEO/FLUORO,$657.00 
Speech Therapy - Language Path - Eval or Re-eval,HC EVAL SWALLOW,$631.00 
Speech Therapy - Language Path - Eval or Re-eval,HC EVAL SPEECH DEVICE ADD 30M,$207.00 
Speech Therapy - Language Path - Eval or Re-eval,HC ST SCREENING SWALLOWING,$189.00 
Speech Therapy - Language Path - Eval or Re-eval,HC AAC TX NONSPEECH DEVICE,$161.00 
Speech Therapy - Language Path - Eval or Re-eval,HC ST SCREENING LANGUAGE,$131.00 
Speech Therapy - Language Path - Eval or Re-eval,HC ST SCREENING SPEECH,$131.00 
Speech Therapy - Language Pathology,HC EVAL SWALL ENDO C/V,"$1,009.00 "
Speech Therapy - Language Pathology,HC THERAPEUTIC SP DEVICE SERVICE,$520.00 
Speech Therapy - Language Pathology,HC LARYNGEAL FUNCTION STUDY,$396.00 
Speech Therapy - Language Pathology,HC ST AUD REHABILITATION PRE-LING,$288.00 
Speech Therapy - Language Pathology,HC TREAT SPEECH GROUP,$212.00 
Speech Therapy - Language Pathology,HC TX SWALLOW/ORAL,$195.00 
Speech Therapy - Language Pathology,HC TREAT SPEECH/LANG,$195.00 
Speech Therapy - Language Pathology,HC MOTOR SPEECH D/C STATUS,$0.01 
Speech Therapy - Language Pathology,HC LANG COMP D/C STATUS,$0.01 
Speech Therapy - Language Pathology,HC LANG EXPRESS D/C STATUS,$0.01 
Speech Therapy - Language Pathology,HC LANG COMP CURRENT STATUS,$0.01 
Speech Therapy - Language Pathology,HC MOTOR SPEECH GOAL STATUS,$0.01 
Speech Therapy - Language Pathology,HC MOTOR SPEECH CURRENT STATUS,$0.01 
Speech Therapy - Language Pathology,HC LANG COMP GOAL STATUS,$0.01 
Speech Therapy - Language Pathology,HC SPEECH LANG D/C STATUS,$0.01 
Speech Therapy - Language Pathology,HC LANG EXPRESS CURRENT STATUS,$0.01 
Speech Therapy - Language Pathology,HC LANG EXPRESS GOAL STATUS,$0.01 
Speech Therapy - Language Pathology,HC ATTEN D/C STATUS,$0.01 
Speech Therapy - Language Pathology,HC SPEECH LANG CURRENT STATUS,$0.01 
Speech Therapy - Language Pathology,HC SPEECH LANG GOAL STATUS,$0.01 
Speech Therapy - Language Pathology,HC ATTEN GOAL STATUS,$0.01 
Speech Therapy - Language Pathology,HC ATTEN CURRENT STATUS,$0.01 
Speech Therapy - Language Pathology,HC MEMORY D/C STATUS,$0.01 
Speech Therapy - Language Pathology,HC MEMORY GOAL STATUS,$0.01 
Speech Therapy - Language Pathology,HC MEMORY CURRENT STATUS,$0.01 
Speech Therapy - Language Pathology,HC SWALLOW D/C STATUS,$0.01 
Speech Therapy - Language Pathology,HC VOICE D/C STATUS,$0.01 
Speech Therapy - Language Pathology,HC VOICE GOAL STATUS,$0.01 
Speech Therapy - Language Pathology,HC VOICE CURRENT STATUS,$0.01 
Speech Therapy - Language Pathology,HC SWALLOW GOAL STATUS,$0.01 
Speech Therapy - Language Pathology,HC SWALLOW CURRENT STATUS,$0.01 
Surgical Female Genital System,HC  PLASTIC REP UTERINE CERVIX VAGINAL,"$6,232.00 "
Surgical Female Genital System,HC INDUCED ABORTION BY DIL & EVACUATION,"$4,284.00 "
Surgical Pathology,HC GROSS & MICRO LEVEL III,$189.00 
Surgical Pathology,HC MORPHO ANLYS IN SITU MANUAL,$540.00 
Surgical Pathology,HC M/PHMTRC ALYSISHQUANT/SEMIQ,$388.00 
Surgical Pathology,HC ELECTRON MICROSCOPY DIAGNOSTIC,"$1,221.00 "
Surgical Pathology,HC GROSS & MICRO LEVEL VI,$991.00 
