Description/FIM Description,Primary Price
SOD CHLORIDE 0.9% FLUSH 10 ML,$0.48 
SOD CHLORIDE 0.9% INH SOL 3 ML,$8.32 
SOD CHLORIDE 0.9% IRR SOL 1L,$6.30 
SOD CHLORIDE 0.9% IV 100 ML,$1.61 
SOD CHLORIDE 0.9% IV 1000 ML,$6.30 
SOD CHLORIDE 0.9% IV 250 ML,$6.30 
SOD CHLORIDE 1 G TAB,$0.20 
SOD CHLORIDE 23.4% IV SOL 30ML,$0.46 
SOD CHLORIDE 23.4%4MEQ/ML(PO),$0.36 
SOD CHLORIDE NASAL DROPS 30ML,$11.07 
SOD FERRIC GLUC 12.5MG/ML (5X),$42.14 
SOD GLYCERPHOS 20MMOL/20ML INJ,$24.91 
SOD HYAL10MG/ML 0.55ML-PROVISC,$380.69 
SOD HYALURON OPTH INJ 10MG/ML,$380.69 
SOD HYALURON OPTH INJ 14 MG/ML,$409.68 
SOD HYPOCHLOR 0.25% SOL-DAKINS,$27.53 
SOD HYPOCHLORITE .125%(DAKINS),$27.53 
SOD HYPOCHLORITE1/4%SOL-DAKINS,$27.53 
SOD PHOSPHATE 15MMOL/5ML INJ,$24.91 
SOD PHOSPHATE 45MMOL/15ML INJ,$109.00 
SOD POLYSTYRENE SUL 15G/60ML,$55.36 
SOD POLYSTYRENE SULF PWDR,$75.13 
SOD. HYPOCHLORITE .25%(DAKINS),$27.53 
SOD. HYPOCHLORITE .5%(DAKINS),$27.53 
SODIUM ACETATE 2MEQ/ML,$0.47 
SODIUM BICARBONA SYRE 50MEQ,$19.37 
SODIUM BICARBONATE 650MG TAB,$0.24 
SODIUM BICARBONATE INJ 100MEQ,$23.52 
SODIUM BICARBONATE SYRE 5 MEQ,$24.91 
SODIUM BICARBONATE VL 2.4MEQ/5,$33.21 
SODIUM CHLORIDE  23.4% 100ML,$40.79 
SODIUM CHLORIDE 0.9% 20ML SDV,$5.22 
SODIUM CHLORIDE 3% 4ML INH,$1.00 
SODIUM CHLORIDE 3% INJ 500 ML,$35.98 
SODIUM CHLORIDE 3%ML (500X),$35.98 
SODIUM CHLORIDE 4MEQ/1ML LIQ,$5.53 
SODIUM CHLORIDE 7% 4ML INH SOL,$1.05 
SODIUM CHLORIDE 7% NEBU 4ML,$1.05 
SODIUM CHLORIDE BACT 0.9%,$2.77 
SODIUM CHLORIDE INJ 0.9%/2 ML.,$8.32 
"SODIUM CHLORIDE LIQ,4MEQ",$5.53 
SODIUM CHLORIDE OPT/SOLN 5%,$92.72 
SODIUM CHLORIDE OPT-OINT 5%,$62.25 
SODIUM CHLORIDE TABLET 1G,$0.20 
SODIUM CHLORIDE VL 9% 20ML,$2.77 
SODIUM PHOSPHATE IVPB 3MMOLES,$24.91 
SODIUM TETRADECYL 3% 2ML,$137.80 
SODIUM THIOSULFATE 25% 50 ML,$31.05 
"SODIUM, OTHER SOURCE",$46.00 
"SODIUM, SERUM",$38.00 
"SODIUM, URINE",$42.00 
"SODIUM,BICARBONATE VL 50MEQ",$5.53 
SODIUM/POT/CA/MAG 500 ML,$19.37 
SOEHENDRA BILIARY DILAT'N CATH,$241.50 
SOEHENDRABILLRTHII SPHINCTERTM,$753.90 
SOLIFENACIN 5 MG TAB,$26.25 
SOLIFENACIN 5MG TABLET,$26.25 
SOMATOMEDIN ASSAY,$444.00 
SOMATOSTATIN ASSAY,$200.00 
SOMATROPIN 0.2MG INJECTION,$88.20 
"SORBITOL LIQ 70%,5ML",$5.53 
SOTALOL 5MG/ML ORAL SUSPENSION,$0.63 
SOTALOL 80 MG TAB,$19.37 
SOTALOL TAB 80 MG,$19.37 
"SPECIAL STAINS, GROUP 1, EACH",$465.00 
"SPECIAL STAINS, GROUP 2, EACH",$561.00 
SPECIAL TREATMENT PROCEDURE,"$4,466.00 "
"SPECIFIC GRAVITY, BODY FLUID",$42.00 
SPECIMEN CONCENTRATION,$49.00 
SPECTROPHOTOMETRY,$69.00 
SPEECH AND LANGUAGE EVALUATION,$591.00 
SPEECH EVALUATION,$484.00 
SPEECH SERVICE,$115.50 
"SPEECH/HEARING THERAPY, GROUP",$110.00 
"SPEECH/HEARING THERAPY,INDIVID",$342.00 
SPEHENDRA STENT RETRIEVER,$477.75 
SPIN/BRAIN PUMP REFIL & MAIN,$884.00 
SPINAL PUNCTURE- LUMBAR- DX,$638.00 
"SPINE CERVICAL, MIN OF 4 VIEWS",$711.00 
"SPINE, CERVICAL, AP & LATERAL",$698.00 
"SPINE, CERVICAL, FLEX + EXT",$698.00 
"SPINE, CERVICAL, SINGLE VIEW",$279.00 
"SPINE, LUMBAR, AP AND LATERAL",$698.00 
"SPINE, LUMBAR, FLEXION & EXTEN",$698.00 
"SPINE, LUMBAR, MIN OF 4 VIEWS",$711.00 
"SPINE, LUMBAR, SINGLE VIEW",$279.00 
"SPINE, THORACIC, AP & LATERAL",$396.00 
"SPINE, THORACIC, SINGLE VIEW",$279.00 
"SPINE, THORACOLUMBAR, 2 VIEWS",$386.00 
SPIROMETER INCENTIVE FLOW,$18.90 
"SPIROMETRY,PRE/POST BRONCH-DIL","$1,363.00 "
SPIRONOLACTONE 25 MG TAB,$0.20 
SPIRONOLACTONE 5 MG/MLNICUSUSP,$8.32 
SPIRONOLACTONE SUSPENSION 5 MG,$8.32 
SPIRONOLACTONE TABLET 25 MG,$0.20 
SPLENOPORTOGRAM,"$3,802.00 "
"SPLINT, RESTING HAND",$330.75 
SPLIT BLOOD OR BLOOD PRODUCTS,$152.00 
SPY SCOPE,"$7,717.50 "
SPYGLASS CHOLANGIOSCOPY PROCDR,"$9,319.00 "
SRS - COBALT 60 - 1 SESSION,"$53,640.00 "
"SSEP,UP&LOWEXTR,LAB/BED/INTRAO","$3,384.00 "
"SSEP,UPP EXTR, LAB/BED/INTRAOP","$1,185.00 "
SSKI DROPS (POTASS IODIDE SOL),$22.57 
STANDARDIZED COG PERFORM 1HR,$410.00 
STEM CELL/BONE MARROW ACQUISTN,"$117,458.25 "
"STEM CELLS, TOTAL COUNT",$362.00 
"STENGER TEST, PURE TONE",$207.00 
"STENGER TEST, SPEECH",$521.00 
STENT AXIOS 15MMX10MMX146CM,"$11,400.00 "
STENT BILIARY AXIOS 20X10MM,"$14,985.00 "
STENT BILIARY SOLUS DP 10FX7CM,$308.25 
STENT BILIARY VIABIL 10X80MM,"$6,900.00 "
STENT BILIARY WALLFLEX 8/80 UC,"$4,950.00 "
STENT BILIARY WALLFLX 10/40 FC,"$7,200.00 "
STENT BILIARY WALLFLX 10/60 FC,"$7,200.00 "
STENT BILRY CRVD CMPSS 7F 10CM,$150.00 
STENT COR 12MM 2MM RESOL ONYX,"$3,000.00 "
STENT COR 15MM 2MM RESOL ONYX,"$3,000.00 "
STENT COR 18MM 2MM RESOL ONYX,"$3,000.00 "
STENT COR 22MM 2MM RESOL ONYX,"$3,000.00 "
STENT COR 26MM 2MM RESOL ONYX,"$3,000.00 "
STENT COR 30MM 2MM RESOL ONYX,"$3,000.00 "
STENT COR 8MM 2MM RESOL ONYX,"$3,000.00 "
STENT DES ELUVIA 6X120X130,"$7,785.00 "
STENT ESOPH ENDOMAXX 19X24X100,"$6,900.00 "
STENT ESOPH NITI-S 18MMX8CM,"$6,450.00 "
STENT ESOPH NITI-S 20MMX8CM,"$6,750.00 "
STENT GRAFT VIABAHN VBX 7X59MM,"$8,688.00 "
STENT GRAFT VIABAHN VBX 7X79MM,"$9,942.00 "
"STENT INTRO SYS,OASIS,10FR/6FR",$157.50 
STENT NEUROFORM ATLAS 3X21MM,"$17,969.25 "
STENT NEUROFORM ATLAS 3X24MM,"$17,969.25 "
STENT NEUROFORM ATLAS 4.5X30MM,"$17,969.25 "
STENT NEUROFORM ATLAS 4X24MM,"$17,969.25 "
STENT PANC ADVANIX 4F X3 CM,$501.00 
STENT PANC ZIMMON 7F 25CM,$150.75 
STENT PANCRTC GEENEN 7F 15CM,$160.65 
STENT PLACEMENT,$389.00 
STENT PLACEMENT CBD OR PD,$389.00 
STENT PLACEMENT MULTIPLE,$389.00 
STENT REMOVAL OR CHANGE,$389.00 
STENT TIPS VIATORR 8-10MM 7CM,"$14,850.00 "
STENT TIPS VIATORR 8-10MM 8CM,"$14,850.00 "
STENT TRCH/BRNC BNSTNT 12X40MM,"$7,485.00 "
STENT VASC BLN LIFESTRM 8X58MM,"$7,050.00 "
STENT VASC LIFESTREAM 58MM OD7,"$7,050.00 "
STENT VASC ZILVER 9X30MM 125CM,"$2,400.00 "
STENT VASC ZILVR 10X30MM 125CM,"$2,400.00 "
"STENT, DES RONYX22508UX","$3,375.00 "
"STENT, DES RONYX22512UX","$3,375.00 "
"STENT, DES RONYX22515UX","$3,375.00 "
"STENT, DES RONYX22518UX","$3,375.00 "
"STENT, DES RONYX22522UX","$3,375.00 "
"STENT, DES RONYX22526UX","$3,375.00 "
"STENT, DES RONYX22530UX","$3,375.00 "
"STENT, DES RONYX22534UX","$3,375.00 "
"STENT, DES RONYX22538UX","$3,375.00 "
"STENT, DES RONYX25008UX","$3,375.00 "
"STENT, DES RONYX25015UX","$3,375.00 "
"STENT, DES RONYX25018UX","$3,375.00 "
"STENT, DES RONYX25022UX","$3,375.00 "
"STENT, DES RONYX25026UX","$3,375.00 "
"STENT, DES RONYX25030UX","$3,375.00 "
"STENT, DES RONYX25034UX","$3,375.00 "
"STENT, DES RONYX25038UX","$3,375.00 "
"STENT, DES RONYX27508UX","$3,375.00 "
"STENT, DES RONYX27512UX","$3,375.00 "
"STENT, DES RONYX27515UX","$3,375.00 "
"STENT, DES RONYX27518UX","$3,375.00 "
"STENT, DES RONYX27522UX","$3,375.00 "
"STENT, DES RONYX27526UX","$3,375.00 "
"STENT, DES RONYX27530UX","$3,375.00 "
"STENT, DES RONYX27534UX","$3,375.00 "
"STENT, DES RONYX27538UX","$3,375.00 "
"STENT, DES RONYX30008UX","$3,375.00 "
"STENT, DES RONYX30012UX","$3,375.00 "
"STENT, DES RONYX30015UX","$3,375.00 "
"STENT, DES RONYX30018UX","$3,375.00 "
"STENT, DES RONYX30022UX","$3,375.00 "
"STENT, DES RONYX30026UX","$3,375.00 "
"STENT, DES RONYX30030UX","$3,375.00 "
"STENT, DES RONYX30034UX","$3,375.00 "
"STENT, DES RONYX30038UX","$3,375.00 "
"STENT, DES RONYX35008UX","$3,375.00 "
"STENT, DES RONYX35012UX","$3,375.00 "
"STENT, DES RONYX35015UX","$3,375.00 "
"STENT, DES RONYX35018UX","$3,375.00 "
"STENT, DES RONYX35022UX","$3,375.00 "
"STENT, DES RONYX35026UX","$3,375.00 "
"STENT, DES RONYX35030UX","$3,375.00 "
"STENT, DES RONYX35034UX","$3,375.00 "
"STENT, DES RONYX35038UX","$3,375.00 "
"STENT, DES RONYX40012UX","$3,375.00 "
"STENT, DES RONYX40015UX","$3,375.00 "
"STENT, DES RONYX40018UX","$3,375.00 "
"STENT, DES RONYX40022UX","$3,375.00 "
"STENT, DES RONYX40026UX","$3,375.00 "
"STENT, DES RONYX40030UX","$3,375.00 "
"STENT, DES RONYX40038UX","$3,375.00 "
"STENT, DES RONYX45012UX","$3,375.00 "
"STENT, DES RONYX45015UX","$3,375.00 "
"STENT, DES RONYX45018UX","$3,375.00 "
"STENT, DES RONYX45022UX","$3,375.00 "
"STENT, DES RONYX45026UX","$3,375.00 "
"STENT, DES RONYX45030UX","$3,375.00 "
"STENT, DES RONYX50012UX","$3,375.00 "
"STENT, DES RONYX50018UX","$3,375.00 "
"STENT, DES RONYX50022UX","$3,375.00 "
"STENT, DES RONYX50030UX","$3,375.00 "
"STENT, LVIS JR, 2.5 X 17MM","$21,750.00 "
"STENT, LVIS JR, 2.5 X 23MM","$21,750.00 "
"STENT, LVIS JR, 2.5 X 34MM","$21,750.00 "
"STENT, LVIS JR, 2.5MMX13MM","$21,750.00 "
"STENT, LVIS JR, 3.5 X 18MM","$21,750.00 "
"STENT, LVIS JR, 3.5 X 23MM","$21,750.00 "
"STENT, LVIS JR, 3.5 X 28MM","$21,750.00 "
"STENT, LVIS JR, 3.5 X 33MM","$21,750.00 "
"STENT, LVIS, 3.5 X 17MM","$19,500.00 "
"STENT, LVIS, 3.5 X 22MM","$19,500.00 "
"STENT, LVIS, 4.5 X 18MM","$19,500.00 "
"STENT, LVIS, 4.5 X 23MM","$19,500.00 "
"STENT, LVIS, 4.5 X 32MM","$19,500.00 "
"STENT, LVIS, 5.5 X 30MM","$19,500.00 "
"STENT, NON-COR, W/O DEL, LEV11",$579.60 
"STENT, NON-COR, W/O DEL, LEV9",$399.00 
"STENT, VEIN INITIAL","$35,247.00 "
"STENT,BAREMETAL W/DELSYS,LEV28","$3,415.65 "
"STENT,BAREMETAL W/DELSYS,LEV30","$3,961.65 "
"STENT,BAREMETAL W/DELSYS,LEV31","$3,255.00 "
"STENT,BAREMETAL W/DELSYS,LEV33","$3,675.00 "
"STENT,BAREMETAL W/DELSYS,LEV34","$5,054.70 "
"STENT,BAREMETAL W/DELSYS,LEV35","$4,095.00 "
"STENT,BAREMETAL W/DELSYS,LEV36","$4,725.00 "
"STENT,BAREMETAL W/DELSYS,LEV37","$5,775.00 "
"STENT,BAREMETAL W/DELSYS,LEV39","$10,245.90 "
"STENT,BAREMETAL W/DELSYS,LEV40","$8,925.00 "
"STENT,DES W/DELIV SYS, LEV42","$11,025.00 "
"STENT,DES W/DELIV SYS, LEV43","$12,075.00 "
"STENT,DES W/DELIV SYS, LEV44","$13,125.00 "
"STENT,DES W/DELIV SYS, LEV47","$16,275.00 "
"STENT,DES W/DELIV SYS, LEV48","$17,325.00 "
"STENT,DES W/DELIV SYS,LEV 37","$5,775.00 "
"STENT,DES W/DELIV SYS,LEV 38","$8,879.85 "
STER SUBMUC TUNN ENDO RESECT,"$3,753.10 "
STEREOTAC BODY RAD THER <=5 FR,"$11,022.00 "
STERILE PACK,$456.75 
"STERILE SUPPLY, LEV1",$78.75 
"STERILE SUPPLY, LEV10",$593.25 
"STERILE SUPPLY, LEV11",$724.50 
"STERILE SUPPLY, LEV12",$855.75 
"STERILE SUPPLY, LEV14","$1,118.25 "
"STERILE SUPPLY, LEV17","$1,512.00 "
"STERILE SUPPLY, LEV18","$1,643.25 "
"STERILE SUPPLY, LEV19","$1,774.50 "
"STERILE SUPPLY, LEV2",$131.25 
"STERILE SUPPLY, LEV20","$1,905.75 "
"STERILE SUPPLY, LEV23","$2,299.50 "
"STERILE SUPPLY, LEV24","$2,430.75 "
"STERILE SUPPLY, LEV26","$2,756.25 "
"STERILE SUPPLY, LEV29","$3,543.75 "
"STERILE SUPPLY, LEV3",$183.75 
"STERILE SUPPLY, LEV34","$4,856.25 "
"STERILE SUPPLY, LEV36","$5,906.25 "
"STERILE SUPPLY, LEV37","$7,218.75 "
"STERILE SUPPLY, LEV4",$236.25 
"STERILE SUPPLY, LEV41","$12,468.75 "
"STERILE SUPPLY, LEV43","$12,075.00 "
"STERILE SUPPLY, LEV5",$288.75 
"STERILE SUPPLY, LEV7",$393.75 
"STERILE SUPPLY, LEV8",$446.25 
"STERILE SUPPLY, LEV9",$498.75 
STERILE SUPPLY-CATH LAB-LEV 1,$51.45 
STERILE SUPPLY-CATH LAB-LEV 18,"$1,068.90 "
STERILE SUPPLY-CATH LAB-LEV 2,$86.10 
STERILE SUPPLY-CATH LAB-LEV 3,$119.70 
STERILE SUPPLY-CATH LAB-LEV 30,"$2,475.90 "
STERILE SUPPLY-CATH LAB-LEV 34,"$3,059.70 "
STERILE SUPPLY-CATH LAB-LEV 4,$154.35 
STERILE SUPPLY-CATH LAB-LEV 7,$256.20 
STERILE SUPPLY-CATH LAB-LEV 9,$324.45 
STERILE SUPPLY-EP LAB-LEV 1,$51.45 
STERILE SUPPLY-EP LAB-LEV 11,$471.45 
STERILE SUPPLY-EP LAB-LEV 14,$727.65 
STERILE SUPPLY-EP LAB-LEV 15,$812.70 
STERILE SUPPLY-EP LAB-LEV 18,"$1,068.90 "
STERILE SUPPLY-EP LAB-LEV 2,$86.10 
STERILE SUPPLY-EP LAB-LEV 24,"$1,581.30 "
STERILE SUPPLY-EP LAB-LEV 26,"$1,793.40 "
STERILE SUPPLY-EP LAB-LEV 3,$119.70 
STERILE SUPPLY-EP LAB-LEV 31,"$2,647.05 "
STERILE SUPPLY-EP LAB-LEV 36,"$3,843.00 "
STERILE SUPPLY-EP LAB-LEV 4,$154.35 
STERILE SUPPLY-EP LAB-LEV 6,$222.60 
STERILE SUPPLY-EP LAB-LEV 7,$256.20 
STERILE SUPPLY-EP LAB-LEV 8,$290.85 
STERILE SUPPLY-EP LAB-LEV 9,$324.45 
STERILE SUPPLY-PERIPH-LEV 2,$86.10 
STERILE SUPPLY-PERIPH-LEV 3,$119.70 
STERILE SUPPLY-PERIPH-LEV 9,$324.45 
STERILE TALC 4GM POWDER,$420.00 
STERILE TALC 5GM,$324.45 
"STERILE TALC POWDER,4GM",$420.00 
STERILE WATER BACT INJS 30 ML,$3.75 
"STERNOCLAVICULAR JOINTS, LEFT",$446.00 
"STERNOCLAVICULAR JOINTS, RIGHT",$446.00 
"STERNUM,MINIMUM OF TWO VIEWS",$438.00 
"STIMULATION,PACING HEART ADDON","$5,923.00 "
STONE EXTRACTION,$389.00 
STONE RISK PROFILE,$158.00 
STOOL FOR FECAL CALPROTECTIN,$360.00 
STORQ GUIDEWIRE .035 INX180CM,$162.75 
STRAP HAND OR FINGER,$334.00 
STREP PNEUMONIA ANTIGEN-CSF,$98.00 
STRESS MANAGEMENT/LIFE COACH,$372.00 
STRESS TEST SPECT MULT W/WM&EF,"$5,276.00 "
STRIBILD 150/150/200/300 TAB,$370.80 
SUBMUCOSAL INJ ELEVIEW METHBL,$243.00 
"SUBSTITUTION STUDY, PTT",$142.00 
SUCCIMER 100MG CAP,$44.64 
SUCCINYLCHOLINE VL 200 MG,$6.92 
SUCRALFATE 1 G TAB,$6.92 
SUCRALFATE 1 G/10 ML ORAL SUSP,$11.07 
SUCRALFATE LIQ 1 GM/10 ML,$11.07 
SUCRALFATE TABLET 1G UD,$6.92 
SUCTION,$416.85 
SUCTION DEVICE FOR WOUNDS/DAY,$735.00 
SUFENTANIL 250MCG/5ML AMPULE,$49.90 
"SUFENTANIL, 100MG/2ML INJ.",$81.66 
SUGAMMADEX 200MG/2ML SDV,$359.10 
"SUGARS, SINGLE, QUALITATIVE",$39.00 
"SUGARS,SINGLE,QUANT,EA SPECIMN",$113.00 
SULFACET/PREDNI OPHTH SOLN 5ML,$47.06 
SULFACETAMIDE OPTH SOLN 10%15M,$15.24 
SULFADIAZINE 500 MG TAB,$9.10 
SULFASALAZINE 500 MG TAB,$2.77 
SULFASALAZINE TAB. 500 MG UD,$2.77 
"SULFHEMOGLOBIN, QUANTITATIVE",$90.00 
SULINDAC TAB 200 MG UD,$15.24 
SUMATRIPTAN 100 MG TAB,$1.83 
SUMATRIPTAN 100MG TABLET,$1.83 
SUMATRIPTAN 25 MG TAB,$5.58 
SUMATRIPTAN 25MG TABLET,$5.58 
SUMATRIPTAN 50 MG TAB,$79.19 
"SUMATRIPTAN INJECTION, 6 MG",$611.71 
SUMATRIPTAN SUCC 50MG TAB,$79.19 
SURFACTANT ADMIN THRU TUBE,$328.00 
SURG PLACE IMPLANT; ENDOSTEAL,$625.00 
SURGIC REMOVL RESID TOOTH ROOT,$232.00 
"SURGICAL COMPONENT, CT GUIDED","$2,757.00 "
"SURGICAL COMPONENT, US GUIDED","$2,753.00 "
"SURGICAL COMPONENT,DIAGNOSTICS","$2,753.00 "
SURGICAL STENT,$208.00 
SUTURE CINCH OVERSTITCH,$196.50 
SUTURE OVERSTTCH PLYPRPYLN 2-0,$181.23 
SUTURE SYS ENDO OVERSTITCH,"$2,900.01 "
SWALLOW FUNCTION W/CINE,"$1,067.00 "
SYMBICORT 80-4.5MCG MDI,$347.27 
SYNCHRO10 GUIDEWIRE200CM/55CM,"$2,352.00 "
SYNCHRO10 GUIDEWIRE300CM/55CM,"$2,772.00 "
SYNCHRO14 GUIDEWIRE200CM/35CM,"$2,583.00 "
SYNCHRO14 GUIDEWIRE300CM/35CM,"$3,213.00 "
"SYNCHRO2 GUDEWR200CM, STANDARD","$2,352.00 "
"SYNCHRO2 GUIDEWIRE 200CM, SOFT","$2,352.00 "
"SYNCHRO2 GUIDEWIRE300CM,STND","$2,940.00 "
"SYPHILIS TEST, QUALITATIVE",$63.00 
"SYPHILIS TEST, QUANTITATIVE",$51.00 
SYS BALLOON GASTRIC ORBERA,"$5,550.00 "
SYS DEL FIDUCL MRKR BEACON 22G,"$1,530.00 "
SYS DELV TORQVUEAMPLTZ 8F 80CM,"$2,532.00 "
SYS EMBOLIC LIQ TRUFILL,"$10,485.00 "
SYS ENDO CLIP OVESCO OTSC,"$1,797.00 "
SYS INTRODCR VENATECH LP 96CM,$595.41 
"SYSTEM, DISPOSABLE PRESSURE",$76.65 
"SYSTEM,EMBOLIC PROTECTION,L-36","$3,843.00 "
"SYSTEM,EMBOLIC PROTECTION,L-37","$4,695.60 "
"SYSTEM,EMBOLIC PROTECT'N,LEV26","$1,793.40 "
"SYSTEM,EMBOLIC PROTECT'N,LEV36","$3,843.00 "
"SYSTEM,EMBOLIC PROTECT'N,LEV37","$7,218.75 "
T CELL ABSOLUTE CD4 CD8 COUNT,$347.00 
T CELL ABSOLUTE CD4 COUNT,$183.00 
T2 CANDIDA PANEL,$289.00 
TACROLIMUS 0.5 MG CAP,$3.56 
TACROLIMUS 0.5MG/ML ORAL SUSP,$21.80 
TACROLIMUS 1 MG CAP,$21.80 
TACROLIMUS 1 MG CAPSULE,$21.80 
"TACROLIMUS 1MG,0.5 MG CAP",$3.56 
"TACROLIMUS 1MG,5MG CAP",$14.27 
TACROLIMUS 5 MG/ML IV SOL,$643.66 
TACROLIMUS ASSAY,$196.00 
TACROLIMUS CAP 1 MG (5X),$14.27 
"TACROLIMUS INJECTION, 5 MG",$643.66 
TALC SCLEROSING AGENT 4 GRAMS,$175.74 
TALIMOGENE LAHERPAR 1MU (100X),$158.40 
TALIMOGENE LAHERPAR 1MU (1X),$158.40 
TALIMOGENE LAHERPAR INJ 100 MU,$158.40 
TALIMOGENE LAHERPAREP INJ 1MU,$158.40 
TAMOXIFEN 10 MG TAB,$17.43 
TAMOXIFEN 2MG/ML ORAL SOLN,$15.00 
TAMOXIFEN TABLET 10MG,$17.43 
TAMSULOSIN 0.4 MG ORAL CAP,$12.45 
"TAMSULOSIN,0.4MG CAPSULE",$12.45 
TAPENTADOL 50 MG TABLET,$6.64 
TAPENTADOL 50MG TAB,$6.64 
TAPENTADOL 75 MG TABLET,$7.74 
TARGET 360 NOCOIL  1.5MMX3CM,"$8,778.00 "
TARGET 360 NOCOIL  1.5MMX4CM,"$8,778.00 "
TARGET 360 NOCOIL  1MMX2CM,"$8,778.00 "
TARGET 360 NOCOIL  1MMX3CM,"$8,778.00 "
TARGET 360 NOCOIL  2MMX3CM,"$8,778.00 "
TARGET 360 NOCOIL  2MMX4CM,"$8,778.00 "
TARGET 360 NOCOIL  3MMX4CM,"$8,778.00 "
TARGET 360 NOCOIL  3MMX6CM,"$8,778.00 "
TARGET 360 SOFT COIL 3MMX10CM,"$8,778.00 "
TARGET 360 SOFT COIL 4MMX15CM,"$8,778.00 "
TARGET 360 STND COIL 6MMX30CM,"$8,778.00 "
TARGET 360 STND COIL 7MMX30CM,"$8,778.00 "
TARGET 360 STND COIL 9MMX30CM,"$8,778.00 "
TARGET 360 ULTRA COIL 2MMX4CM,"$8,778.00 "
TARGET 360 ULTRA COIL 2MMX6CM,"$8,778.00 "
TARGET 360 ULTRA COIL 3MMX10CM,"$8,778.00 "
TARGET 360 ULTRA COIL 3MMX4CM,"$8,778.00 "
TARGET 360 ULTRA COIL 3MMX8CM,"$8,778.00 "
TARGET 360 ULTRA COIL 4MMX10CM,"$8,778.00 "
TARGET 360 ULTRA COIL 4MMX15CM,"$8,778.00 "
TARGET 360 ULTRA COIL2.5MMX4CM,"$8,778.00 "
TARGET 360 ULTRA COIL3.5MMX8CM,"$8,778.00 "
TARGET 3D COIL  4MMX8CM,"$8,778.00 "
TARGET 3D COIL 3MMX6CM,"$8,778.00 "
TARGET HELICAL NO COIL2X4CM,"$6,132.00 "
TARGET HELICAL NO COIL2X6CM,"$6,132.00 "
TARGET HELICAL NO COIL3X6CM,"$6,132.00 "
TARGET HELICAL NO COIL3X8CM,"$6,132.00 "
TARGET HELICAL ULTRCOIL X8CM,"$6,132.00 "
TARGET HELICAL ULTRCOIL2X6CM,"$6,132.00 "
TARGET HELICAL ULTRCOIL2X8CM,"$6,132.00 "
TARGET HELICAL ULTRCOIL3X10CM,"$6,132.00 "
TARGET HELICAL ULTRCOIL4X15CM,"$6,132.00 "
TARGET HELICALNO COIL1.5X2CM,"$6,132.00 "
TARGET HELICALNO COIL1.5X3CM,"$6,132.00 "
TARGET HELICALNO COIL1.5X4CM,"$6,132.00 "
TARGET HELICALNO COIL1MMX2CM,"$6,132.00 "
TARGET HELICALNO COIL1MMX3CM,"$6,132.00 "
TARGET HELICALNO COIL2.5X3CM,"$6,132.00 "
TARGET HELICALNO COIL2.5X4CM,"$6,132.00 "
TARGET HELICALNO COIL2.5X6CM,"$6,132.00 "
TARGET HELICALNO COIL2MMX2CM,"$6,132.00 "
TARGET XL 360 STND COIL9X30CM,"$11,424.00 "
TARGET XL HELICAL COIL9X30CM,"$8,295.00 "
"TB STENT,ULTRAFLEX PC,12X40","$9,292.50 "
"TB STENT,ULTRAFLEX PRTCV,14X30","$10,395.00 "
"TB STENT,ULTRAFLEX PRTCV,14X40","$10,395.00 "
"TB TEST, CELL IMMUN MEASURE",$347.00 
TCD VASOREACTIVITY STUDY,"$1,188.00 "
TCGR BM BETA,"$1,513.00 "
TCGR BM GAMMA,"$1,581.00 "
TCGR OTHERS BETA,"$1,513.00 "
TCGR OTHERS GAMMA,"$1,581.00 "
TCGR PARAFFIN BETA,"$1,513.00 "
TCGR PARAFFIN GAMMA,"$1,581.00 "
TCGR PB GAMMA,"$1,581.00 "
TCPO2 (TRANSCUTAN O2 TENSION),"$1,032.00 "
"TEAR,ARTIFICIAL OPTM-SOLN",$23.52 
TEDIZOLID PHOS. 200MG TAB,"$1,250.79 "
TEE 2D M-MODE,"$2,485.00 "
TEE -CONTRST DOPPLR COLOR FLOW,"$2,061.00 "
"TELETHERAPY PORT PLAN, SPECIAL","$2,518.00 "
TELETHX ISODOSE PLAN CPLX,"$3,556.00 "
TELETHX ISODOSE PLAN SIMPLE,"$1,242.00 "
TELMISARTAN 20 MG TABLET,$8.78 
TELMISARTAN 40 MG TAB,$8.78 
TELMISARTAN 40 MG TABLET,$8.78 
TELMISARTAN 80 MG TAB,$8.78 
TELMISARTAN 80 MG TABLET,$8.78 
TEMAZEPAM 15 MG CAP,$2.77 
TEMAZEPAM CAPSULE 15MG UD,$2.77 
TEMOZOLAMIDE 1 MG INJECTION,$18.97 
TEMOZOLOMIDE 5MG (1X) ORAL,$41.41 
"TEMOZOLOMIDE CAPSULE, 5 MG",$41.41 
TEMOZOLOMIDE ORAL 5MG (20X),$41.41 
TEMSIROLIMUS 1MG INJ (X25),$196.15 
TEMSIROLIMUS INJECTION 1 MG,$196.15 
TENOFOVIR ALAFENAMIDE 25MG TAB,$119.76 
TENOFOVIR DP FUM 300 MG TAB,$128.01 
TERAZOCIN TABLET 5 MG UD,$8.32 
TERAZOSIN 5 MG CAP,$8.32 
TERAZOSIN TABLET 1 MG,$11.07 
TERAZOSIN TABLET 2 MG,$11.07 
"TERBINAFINE CREAM, 1% 15 GM",$40.13 
"TERBINAFINE TABLET, 250 MG",$52.59 
TERBUTALINE 1 MG/ML INJ SOL,$13.07 
TERBUTALINE INJECTION TO 1 MG,$13.07 
