Procedure Number,Description,Standard Charge
149577,HC HC SGF F/N/G >=100SQCM E/A100,$457.78 
149579,HC INSERT TUN PERITON CATH WO PRT,"$4,950.90 "
149581,HC INSERT TUN PERITON CATH W PRT,"$5,941.08 "
149583,HC REMOVE OBSTRUCT GI TUBE W GDE,$792.73 
149585,HC LC SGF T/A/L <=100SQCM E/A25,$439.00 
149587,HC LC SGF T/A/L >=100SQCM 1ST100,"$5,176.78 "
149589,HC LC SGF T/A/L >=100SQCM E/A100,"$5,176.78 "
149591,HC LC SGF F/N/G >=100SQCM 1ST100,"$1,545.67 "
149593,HC LC SGF F/N/G >=100SQCM E/A100,$386.41 
149595,HC EMERGENT PERICARDIOTOMY,"$9,505.86 "
149597,HC COMPREHENSIVE AUDIOMETRY EVAL,$332.43 
149599,HC TYMPANOMETRY,$225.86 
149603,HC INJ ASP JOINT MAJOR US GD,"$1,710.30 "
149605,HC WELLLNESS PROFILE W HGBA1C,$25.88 
149607,HC WELLNESS GLUCOSE NO COTININE,$13.46 
149609,HC WELLNESS HA1C NO COTININE,$13.46 
150755,HC RX 343 W HCPCS,$689.21 
150757,HC RX 344 W HCPCS,$137.59 
152194,HC EXTENDED RECOVERY PER MIN BCB AUTO,$1.12 
153643,HC REPAIR VAG/EPIS NOT AT DELIV,"$2,843.29 "
153645,HC SKIN SUB APLIGRAF PER SQ CM,$136.28 
153653,HC SKIN SUBST DERMAGRAFT SQ CM,$158.24 
153655,HC SKIN SUBST GRAFTJACKET SQ CM,"$18,676.25 "
153661,HC MATRISTEM MICROMATRIX 1MG,$9.92 
154099,HC SKIN SUBST ALLODERM SQ CM,"$45,399.19 "
154106,HC SKIN SUBSTITUTE NOS,"$14,990.61 "
154108,HC SKIN SUBST EPIFIX PER SQ CM,"$1,013.23 "
156067,HC LXTRM THOR PARASPINAL UPRGHT,$311.38 
156071,HC ABL1 GENE ANALYSIS,$388.09 
156073,HC CEBPA GENE FULL GENE SEQUENCE,$388.09 
156077,HC KIT GENE TARGETED SEQ ANALYS,$407.49 
156081,HC KRAS GENE ADD VARIANT(S),$232.18 
156083,HC NRAS GENE VARIANTS IN EXON 2&3,$348.83 
156085,HC PDGFRA GENE ANALYS,$388.09 
156087,HC DRUG TEST PRSMV DIR OPT OBS 80305,$138.55 
156089,HC IMMUNOFLUOR ANTB ADDL STAIN,$200.93 
156091,HC XR SPINE ENTIRE 1 VIEW,$759.23 
156093,HC XR SPINE ENTIRE 2-3 VIEW,$911.08 
156095,HC XR SPINE ENTIRE 4-5 VIEW,"$1,093.29 "
156097,HC XR SPINE ENTIRE MIN 6 VIEW,"$1,311.94 "
156099,HC XR HIP WWO PELVIS 1 VIEW,$939.12 
156101,HC XR HIP WWO PELVIS 2 VIEW BIL,"$1,465.02 "
156103,HC XR HIP WWO PELVIS 2-3 VIEW,"$1,126.94 "
156105,HC XR HIP WWO PELVIS 3-4 VIEW BIL,"$1,758.02 "
156107,HC XR HIP WWO PELVIS MIN 4 VW,"$1,352.33 "
156109,HC XR HIP WWO PELVIS MIN 5 VW BIL,"$2,109.63 "
156111,HC XR FEMUR 1 VIEW,$164.99 
156113,HC XR FEMUR MIN 2 VIEW,$197.99 
156116,HC GASTRIC EMPTY W SB & COL 2+DAY,"$4,035.55 "
156118,HC BILIARY CHANGE CATHETER,"$4,390.83 "
156120,HC BILIARY CONVERT EXT TO INTEXT,"$4,390.83 "
156122,HC BILIARY DILATION EACH DUCT,"$5,296.85 "
156124,HC BILIARY DUCT BIOPSY PERC,"$2,744.65 "
156126,HC BILIARY DUCT STONE REMOVAL,"$4,569.88 "
156128,HC BILIARY INJ W GD EXIST ACCESS,"$3,242.94 "
156130,HC BILIARY INJ W GD NEW ACCESS,"$3,242.94 "
156132,HC BILIARY PLACE ACC SB ASSIST NW,"$6,304.57 "
156134,HC BILIARY PLACE INJ DRAIN EXT,"$4,994.92 "
156136,HC BILIARY PLACE INJ DRAIN INTEXT,"$6,304.57 "
156138,HC BILIARY PLACE STENT EXIST ACC,"$12,314.19 "
156140,HC BILIARY PLACE STENT NEW W DRN,"$18,618.77 "
156142,HC BILIARY PLACE STENT NEW WO DRN,"$10,291.77 "
156144,HC BILIARY REMOVE CATH W FLUORO,"$1,091.37 "
156146,HC ABLATION RF UFE W GDE,"$11,931.85 "
156148,HC INJ ANES PARASPIN THOR AD W GD,"$1,689.79 "
156150,HC INJ ANES PARASPIN THOR IN W GD,"$1,689.79 "
156152,HC INJECT ARTHROGRAM HIP W ANES,"$2,024.34 "
156154,HC IVUS NONCOR W GD ADD,"$5,710.15 "
156156,HC IVUS NONCOR W GD INI,"$5,506.22 "
156158,HC NEPH CHANGE W INJ W GD,"$2,597.29 "
156160,HC NEPH INJ EXIST ACC W GD,"$2,465.82 "
156162,HC NEPH INJ NEW ACC W GD,"$6,976.33 "
156164,HC NEPH PLACE CATH W GDE,"$4,510.50 "
156166,HC NEPH TO NEPHURET CHANGE,"$5,878.12 "
156168,HC NEPHROURET CHANGE W FLUORO,"$2,741.21 "
156170,HC NEPHROURETER PLACE STENT NEW,"$5,878.12 "
156172,HC NONTHROMBLY INTRACRAN W GD ADD,"$12,816.94 "
156174,HC NONTHROMBLY INTRACRAN W GD INI,"$16,021.17 "
156176,HC SCLERO TX LYMPHOCELE CYST SERO,"$10,541.01 "
156178,HC URET PLACE STENT EXIST NEPH,"$5,878.12 "
156180,HC URET PLACE STENT NEW NO NEPH,"$5,878.12 "
156182,HC URET PLACE STENT NEW W NEPH,"$10,388.63 "
156184,HC URETER BIOPSY W GD,"$1,915.95 "
156186,HC URETER EMBO W GD,"$12,362.89 "
156188,HC URETEROPLASTY W GD,"$2,043.89 "
156190,HC MTHROMB &OR LYSIS INTRACRAN,"$13,487.67 "
156192,HC INJ CONT PARASPIN THOR W GD,"$2,556.59 "
156194,HC PLACE INT DVC SOFT TISSUE 1ST,"$2,268.74 "
156196,HC PLACE INT DVC SOFT TISSUE ADD,"$2,078.36 "
156198,HC NITRIC OXIDE 15 MINS,$54.97 
156207,HC BRACHY HDR INTERST 1 CHANNEL,"$2,891.12 "
156209,HC BRACHY HDR INTERST 2-12 CHAN,"$11,232.38 "
156211,HC BRACHY HDR INTERST OVR 12 CH,"$9,069.21 "
156213,HC BRACHY HDR SKIN 1 CHANNEL,"$8,673.37 "
156215,HC BRACHY HDR SKIN 2 OR MORE CHAN,"$11,232.38 "
156217,HC HDR ELECT BRACHY INTRST PER FX,"$1,250.38 "
156219,HC HDR ELECT BRACHY SKIN PER FX,"$1,250.38 "
156221,HC CLIN BRACHYTHERAP SIMP/INTERM,"$6,057.90 "
156223,HC REPAIR BLOOD VESSEL LOWER EXT,$688.64 
156227,HC PT APP SPLINT SHORT ARM DYNAM,$817.62 
156229,HC PT APP SPLINT SHORT ARM STATIC,$786.48 
156231,HC PT APPLY SPLINT FINGER DYNAMIC,$182.45 
156233,HC PT APPLY SPLINT FINGER STATIC,$152.04 
156235,HC PT MANUAL MUSCLE TEST HAND(S),$35.88 
156237,HC PT MM TEST TOTAL BODY W/O HAND,$50.67 
156239,HC PT MM TEST TOTAL BODY W/HANDS,$60.19 
156241,HC PT ROM TEST HAND(S),$17.94 
156243,HC PT CONTRAST BATHS EA 15MIN,$34.59 
156245,HC OT APPLY CAST HAND & FOREARM,$273.27 
156247,HC OT APPLY CAST FINGER,$156.50 
156249,HC OT MM TEST TOTAL BODY W/O HAND,$50.67 
156251,HC OT MM TEST TOTAL BODY W/HANDS,$60.19 
156253,HC OT WORK HARDENING EA ADDL HR,$60.06 
156255,"HC OT PROSTHETICS TRAINING UPPER, LOWER, TRUNK INITIAL EA 15 MIN",$32.34 
156257,HC OT APPLY CAST ELBOW TO FINGER,$273.27 
156265,HC MYOCARDIAL STRAIN IMAGING,$407.87 
157602,HC GASTRIC EMPTY W SB TRANSIT,"$3,228.44 "
157628,HC MASS/TANDEM SPEC QUAN (CDH),$27.92 
157632,HC BRONCH EBUS SAMPLNG 1/2 NODE,"$5,712.48 "
157634,HC BRONCH EBUS SAMPLNG 3/> NODE,"$6,854.98 "
157636,HC BRONCH EBUS IVNTJ PERPH LES,"$6,335.47 "
157654,HC CHANGE STENT VIA TRANSURETER,"$1,701.41 "
157660,HC INJ ILEAL CONDUIT URET CATH,"$1,642.63 "
157662,HC DESTR NEUR AGENT OTH PERPH,"$3,682.16 "
157664,HC ESOPHOGOSCOPY,"$3,271.79 "
157668,HC TRANSCATH SEPTAL REDUCTION TX,"$31,911.28 "
157670,HC ADVNCD CARE PLAN 30 MIN,$75.81 
157672,HC ADVNCD CARE PLAN ADDL 30 MIN,$8.85 
157674,HC INTERV ENDOBRONCHIAL US,"$3,446.06 "
157676,HC NONINVAS VASC DX STUDY PROC,$817.88 
158029,HC PROCAINAMIDE W/METABOLITES,$169.52 
158033,HC PCP CONFIRM (ZDOAM),$139.27 
158035,HC RECEPTOR ASSAY PROGESTERONE,$656.61 
158039,HC HTLV I ANTIBODY,$193.79 
158049,HC FIBRINOGEN PARACOAGULATION,$161.31 
158051,HC PLAMINOGEN EXC ANTIGENIC,$154.99 
158055,HC PLATELET NEUTRALIZATION,$146.23 
158067,HC ENDOVENOUS ABLATION THERAPY LASER INCOMPETENT EXTREMITY SUBSEQ VEINS SAME LEG SEPARATE ACCESS,"$3,114.32 "
158071,HC INJ JUGULAR VEIN,"$5,339.30 "
158133,HC PML/RARALPHA COM BREAKPOINTS,$334.92 
158137,HC ABLATION CRYO PULM W GD,"$14,963.74 "
158139,HC ENDOVENOUS ABLATION THERAPY LASER INCOMPETENT EXTREMITY 1ST VEIN,"$8,609.42 "
158141,HC INJ ANES CAROTID SINUS PLEX,"$1,884.99 "
158143,HC EVAL POCKET REVISION ONLY,"$5,645.74 "
158145,HC PLACE SPACER W IMAGING,"$6,446.29 "
158151,HC INTRACARDIAC ECHO ONLY,"$14,815.21 "
158153,HC INTRAVASCULAR DOPPLER FFR ONLY 1ST,"$7,381.08 "
158155,HC INTRAVASCULAR DOPPLER FFR ONLY ADD,"$1,501.79 "
158157,HC DIABETES EDUC INDIV 30 MIN,$44.29 
158161,HC COUNSL ALCOHOL MISUSE 15 MIN,$77.22 
158165,HC GENETIC COUNSELING EA 30 MIN,$24.44 
158167,HC MRI CARDIAC W STRESS W/O CONTR,"$2,052.46 "
158169,HC MRI CARDIAC W STRESS W CONTR,"$3,138.25 "
158171,HC MRI CARD VELOC FLOW MAP ADD,$305.63 
158967,HC NEUROPSYCH TST BY PSYCH/PHYS,$315.57 
158971,HC OT HOT/COLD PACKS,$16.86 
158973,HC PT HOT/COLD PACKS,$14.81 
158981,HC OT GAIT TRAINING EA 15 MIN,$201.53 
159284,HC IORT XRAY DELIVERY,"$8,446.22 "
159286,HC IORT ELECTRON DELIVERY,"$8,104.01 "
159288,HC RXT BREAST APPL PLACE/REMOV,"$4,052.00 "
159290,HC BONE MARROW BIOPSY/ASPIRATION,"$1,647.49 "
159292,HC RXT BREAST APPL PLACE/REMOV,"$4,052.00 "
159294,HC BRONCH BAL,"$3,299.86 "
159296,HC BRONCH BRUSH,"$3,299.86 "
159298,HC BRONCH BX ENDOBRONCHIAL,"$3,299.86 "
159300,HC BRONCHOSCOPY/NEEDLE BX ADDL,"$1,535.68 "
159302,HC BRONCH FOREIGN BODY REMOVAL,"$3,299.86 "
159304,HC BRONCHOSCOPY/NEEDLE BX EACH,"$5,803.87 "
159306,HC BRONCHOSCOPY/LUNG BX ADDL,"$1,461.88 "
159308,HC BRONCHOSCOPY/LUNG BX EACH,"$6,335.47 "
159310,HC INTRO NDL/CATH RETRO BRACHIAL,$373.99 
159312,HC INCISION SOFT TISSUE,"$4,158.02 "
159314,HC SHUNT CREATION EMERGENT,"$12,572.70 "
159385,HC ENDOVASC REPAIR AAA OPEN BRACHIAL ARTERY UNILATERAL,"$5,938.68 "
159387,HC ENDOVASC REPAIR AAA VISCERAL AND INFRARENAL AORTA AND 2 VESSELS,"$4,810.34 "
159389,HC ENDOVASC REPAIR AAA VISCERAL AND INFRARENAL AORTA AND 3 VESSELS,"$5,344.82 "
159391,HC ENDOVASC REPAIR AAA VISCERAL AND INFRARENAL AORTA AND 4 OR MORE VESSELS,"$5,938.68 "
159393,HC ANGIOGRAM ADRENAL BI S/I,"$9,000.96 "
159395,HC TEE FOR MONITORING,"$3,313.93 "
159397,HC SKIN SUBST INTEGRA MESH SQ CM,"$49,363.16 "
159399,HC MISCELLANEOUS LAB TEST,$0.00 
159994,HC SUBACUTE ROOM AND CARE,"$1,245.26 "
160011,HC IMPLANT EYE CONFORMER,$717.48 
160479,BLS NON-EMERGENT BASE,"$1,387.25 "
160486,HC INJECT HYSTEROSALPINOGRAPHY,$292.26 
160487,HC NM CT SPECT GI,"$1,548.33 "
160488,HC NM CT SPECT CARDIAC,"$1,545.71 "
160489,HC NM CT SPECT HEMO OR LYMPH,"$1,548.33 "
160490,HC NM CT SPECT BONE,"$1,545.71 "
160491,HC NM CT SPECT RESPIRATORY,"$1,545.71 "
160492,HC NM CT SPECT NERVOUS SYSTEM,"$1,545.71 "
160493,HC NM CT SPECT GU,"$1,545.71 "
160494,HC NM CT SPECT OTHER,"$1,504.80 "
160576,HC NITROUS OXIDE,$869.99 
160677,HC INJ NERVE BLK CARPAL TUNNEL,"$1,000.49 "
160695,HC ACUPUNCTURE W/ STIM ADD 15 MIN,$105.02 
160697,HC ACUPUNCTURE W/O STIM ADD 15 MIN,$100.20 
160720,HC VFC HEP B VACCINE ADMIN,$35.71 
160739,HC INTERVN BIOPSY COLD,$253.06 
160740,HC INTERVN BIOPSY HOT,$602.51 
160741,HC INTERVN SNARE COLD,$253.06 
160742,HC INTERVN SNARE HOT,$602.51 
160746,SP ACUPUNCTURE 90 MIN,$126.60 
160748,SP ACUPUNCTURE 90 MIN DISC,$110.78 
160750,SP ACUPUNCTURE 60 MIN,$84.40 
160752,SP ACUPUNCTURE 60 MIN DISC,$68.57 
160754,SP ACUPUNCTURE 30 MIN,$65.94 
160756,SP ACUPUNCTURE 15 MIN,$47.48 
160961,HC IO ANAL GAST N-STIM INIT,$280.82 
160963,HC IO ANAL GAST N-STIM SUBSQ,$184.57 
160965,HC IO GA N-STIM SUBSQ W/REPROG,$184.57 
160967,HC CLOSURE LEFT ATRIAL APPENDAGE WITH IMPLANT INCLUDING IMAGING,"$40,384.13 "
160978,SP ACUPUNCTURE 30 MIN DISC,$47.48 
160984,HC CONTRAST LOW OSM 300-399 MG/ML,$11.05 
160986,SP ACUPUNCTURE 15 MIN DISC,$26.38 
161086,C MOTOR EVOKED LWR LIMBS,"$1,228.60 "
161088,HC ACUPUNCTURE W/ STIM INITIAL 15 MIN  ,$83.61 
161089,HC ACUPUNCTURE W/O STIM INITIAL 15 MIN ,$83.61 
161090,HC ACUPUNCTURE W/ STIM ADD 15 MIN ,$81.57 
161091,HC ACUPUNCTURE W/O STIM ADD 15 MIN ,$81.57 
161235,HC  MASSAGE EA 15 MIN,$71.38 
161236,HC  MANUAL THERAPY EA 15 MIN,$76.48 
161237,TL-201 THALLOUS CHLORIDE THALLIUM DX PER MCI,$76.17 
161238,TC-99M LABELED RBC ULTRATAG DX PER STUDY DOSE,$560.05 
161239,TC-99M TETROFOSMIN MYOVIEW DX PER STUDY DOSE,$570.27 
161240,TC-99M CARDIOLITE DX PER STUDY DOSE,$646.25 
161241,C MOTOR EVOKED UPR&LWR LIMBS,"$1,361.99 "
161306,HC REMOVE SPINAL ELECTRODE PERC ARRAY INCL FLUORO,"$4,430.74 "
161307,HC BONE MARROW WHOLE BODY AREA,"$2,816.13 "
161308,HC BONE MARROW MULTIPLE AREA,"$2,346.77 "
161328,HC PROSTH IMPLANT NOS,"$34,907.60 "
161498,HC OPEN REVISION DIALYSIS CURCUIT WO THROMBECTOMY,"$20,085.38 "
161501,HC 17-HYDROXYPREGNENOLONE,$150.94 
161503,HC ACETYLCHOLINESTERASE ASSAY,$113.06 
161504,HC ADENOVIRUS AG IF,$121.39 
161505,HC ADRENAL IMAGING,"$3,278.95 "
161506,HC ALDOLASE,$121.48 
161507,HC ALPHA 2 ANTI-PLASMIN,$170.73 
161508,HC AMINO ACIDS 2-5 QUANT EACH,$26.79 
161509,HC AMINO ACIDS MULTIPLE QUAL,$291.04 
161510,HC AMNIOTIC FLUID SCAN,$69.53 
161511,HC ANGIOPLASTY ARTERIAL ADDITIONAL ARTERY,"$12,482.97 "
161512,HC ANGIOPLASTY ARTERIAL INITIAL ARTERY,"$12,482.97 "
161513,HC ANGIOPLASTY DIALYSIS CURCUIT PTA CENTRAL SEGMENT,"$13,492.59 "
161514,HC ANGIOPLASTY VENOUS ADDITIONAL VEIN,"$13,492.59 "
161515,HC ANGIOPLASTY VENOUS INITIAL VEIN,"$13,492.59 "
161516,HC APPLICATION CRANIAL TONGS,"$1,338.16 "
161517,HC APPLICATION HALO,"$1,514.26 "
161519,HC ATHERCTOMY VISCERAL W IMAG S/I,"$14,261.96 "
161520,HC ATHERECTOMY ABD AORTA W S/I,"$14,261.96 "
161521,HC ATHERECTOMY RENAL W IMAG S/I,"$14,261.96 "
161525,"HC SKIN BIOPSY, SINGLE LESION",$785.20 
161528,HC CALCULUS QUAL ANALYSIS,$117.16 
161529,HC CAPSULE ENDOSCOPY ESOPHAGUS,"$1,879.08 "
161530,HC CAPSULE WIRELESS MEASURE,"$1,879.08 "
161531,HC CAR ION CHNNLPATH INC 10 GNS,$899.92 
161532,HC CAR ION CHNNLPATH INC 2 GNS,$899.92 
161533,HC CARDIAC STRUCTURE MORPH CONGEN,"$2,308.15 "
161534,HC CARDIOVERSION INTERNAL,"$4,437.73 "
161535,HC CAST/SPLINT SHORT ARM BILAT,$816.23 
161536,HC CATECHOLAMINES TOTAL URINE,$174.05 
161543,HC CNS DNA AMP PROBE TYPE 12-25,$641.26 
161544,HC COCAINE OR METABOLITE,$153.34 
161545,HC COLD AGGLUTININ SCREEN,$131.38 
161547,HC COMPLEMENT FIXATION EACH,$101.41 
161551,HC CORPORA CAVERNOSOGRAM S/I,$421.96 
161552,HC CREATINE,$46.92 
161558,HC CT STEREOTACTIC GUIDE,"$1,282.96 "
161559,HC CYSTINE & HOMOCYSTINE UR QUAL,$82.61 
161560,HC CYTOGENETIC STUDY UNLISTED,$384.48 
161561,HC CYTOTOXIC AB SCR QUICK METH,$306.19 
161562,HC DELIVERY PLACENTA ONLY,"$6,184.66 "
161563,HC DEOXYCORTISOL 11,$296.30 
161564,HC DIPHTHERIA ANTIBODY,$153.98 
161565,HC DISCOGRAPHY CERV/THOR S/I,"$4,650.46 "
161566,HC DRUG TEST PRSMV CHEM ANLYZR,$112.63 
161567,HC DRUG TEST PRSMV DIR OPT OBS,$16.78 
161568,HC DRUG TEST PRSMV INSTRMNT,$22.38 
161569,HC DUPLEX PENILE VESSELS COMPL,"$1,147.13 "
161573,HC EMBOLIZATION DIALYSIS CIRCUIT,"$27,220.71 "
161578,HC FACTOR XIII FIBRIN STABILIZING,$165.42 
161579,HC FEBRILE AGGLUTININS EA AG,$72.01 
161580,HC FETAL CHRMOML MICRODELTJ,$899.92 
161581,HC FLUORIDE ASSAY,$187.68 
161582,HC FLURAZEPAM ASSAY,$200.41 
161584,HC GIARDIA ANTIGEN IF,$121.39 
161585,HC GIARDIA LAMBLIA ANTIBODY,$144.58 
161587,HC HALOPERIDOL,$214.65 
161590,HC HEMAGGLUTINATION INHIBITION,$82.89 
161591,HC HEMOGLOBIN STABILITY SCREEN,$134.70 
161592,HC HEMOGLOBIN-OXYGEN AFFINITY,$638.85 
161593,HC HEMOLYSIN ACID,$89.81 
161594,HC HEMOLYSINS/AGGLUTININS INCUBAT,$139.93 
161595,HC HEMOPHILUS INFLUENZA ANTIBODY,$70.66 
161596,HC HEPATITIS B AMPLIF PROBE,$362.16 
161597,HC HEPATITIS C DIRECT PROBE,$202.94 
161598,HC HEPATITIS DELTA AGENT,$177.09 
161599,HC HIV-1 AG EIA,$178.56 
161600,HC HLA TYPING DR/DQ MULT ANTIGEN,$651.66 
161601,HC HYDROXYPROLINE TOTAL,$246.06 
161602,HC IMMASY INF AG AB QL OR SEM SIN,$133.62 
161603,HC IMMUNODIFFUSION NOS,$142.10 
161604,HC INC/REMOVAL FB SUBQ SIMPLE,"$1,122.50 "
161607,HC INHERITED CARDMYPTHY 5 GNS,$899.92 
161608,HC INJECT DIALYSIS CIRCUIT ONLY,"$5,335.12 "
161609,HC INJECT DIALYSIS CIRCUIT WITH PTA PERIPHERAL SEGMENT,"$15,454.56 "
161610,HC INJECT DIALYSIS CIRCUIT WITH STENT WWO PTA PERIPHERAL SEGMENT,"$35,446.87 "
161611,HC INJECT DIALYSIS CIRCUIT WITH THROMBECTOMY ANY SEGMENT & PERIPHERAL PTA,"$27,219.02 "
161612,HC INJECT DIALYSIS CIRCUIT WITH THROMBECTOMY ANY SEGMENT & PERIPHERAL STENT WWO PTA,"$37,091.88 "
161613,HC INJECT DIALYSIS CIRCUIT WITH THROMBECTOMY ANY SEGMENT,"$17,099.58 "
161614,INJECT INTRALAMINAR EPIDURAL CERVICAL/THORACIC WITH GUIDANCE,"$1,764.86 "
161615,HC INJECT INTRALAMINAR EPIDURAL CERVICAL/THORACIC WITHOUT GUIDANCE,"$1,470.71 "
161616,HC INJECT INTRALAMINAR EPIDURAL LUMBAR/SACRAL WITH GUIDANCE,"$1,823.45 "
161619,HC INS ICD OR SICD GEN ONLY DUAL,"$40,859.40 "
161620,HC INS ICD OR SICD GEN ONLY MULT,"$49,031.28 "
161621,HC INTER WEAR ICD DEVICE IN PERS,$329.60 
161625,HC INTRA-ATRIAL PACING,"$5,040.40 "
161626,HC IVUS OR OCT CORONARY W GD ADDL,"$4,820.45 "
161627,HC IVUS OR OCT CORONARY W GD INIT,"$7,330.43 "
161628,HC LIPOPROTEIN SEPARATE & QUANT,$100.00 
161629,HC LITHO ESWL CYSTO,"$3,304.00 "
161630,HC MAMMO DIAGNOSTIC WITH CAD,$296.44 
161631,HC MAMMO DIAGNOSTIC WITH CAD BI,$807.58 
161632,HC MAMMO DIAGNOSTIC WITH CAD SAME DAY BI,$807.58 
161633,HC MAMMO DIAGNOSTIC WITH CAD SAME DAY,$296.44 
161634,HC MAMMO DX CAD RT SAME DAY,$296.44 
161635,HC MAMMO SCREENING WITH CAD,$287.87 
161637,HC MEPROBAMATE LEVEL,$178.43 
161639,HC MOD SED OTH PHYS/QHP LESS THAN 5YRS OLD INITIAL 15 MINUTES,$30.25 
161641,HC MOD SED OTH PHYS/QHP 5YRS OLD AND GREATER INITIAL 15 MINUTES,$30.25 
161643,HC MOD SED OTH PHYS/QHP EACH ADDITIONAL 15 MINUTES,$30.25 
161644,HC MOD SED SAME PHYS/QHP LESS THAN 5YRS OLD INITIAL 15 MINUTES,$30.25 
161646,HC MOD SED SAME PHYS/QHP 5YRS OLD AND GREATER INITIAL 15 MINUTES,$30.25 
161648,HC MOD SED SAME PHYS/QHP EACH ADDITIONAL 15 MINUTES,$30.25 
161650,HC MORPHOMETRIC ANALYSIS TUMOR,$312.37 
161651,HC MORPHOMETRIC ANL SKELETAL MUSC,$296.30 
161652,HC MRO EVALUATION,$62.40 
161653,HC MSH2 GENE DUP/DELETE VARIANT,$805.34 
161655,HC MUCOPLOYSACCHARIDE SCREEN,$99.70 
161656,HC MYOCARDIAL INFARCTION PLANR,"$1,990.47 "
161659,HC NEUROPSYCH TST BY PSYCH/PHYS,$315.57 
161660,HC NITROBLUE TETRAZOLIUM DYE,$115.25 
161661,HC NOCARDIA ANTIBODY,$133.49 
161662,HC NP EST OUTPT VISIT LEVEL 2,$152.24 
161664,HC ONCOLOGY PROSTATE PROB SCORE,$675.34 
161665,HC ONCOPROTEIN HER-2/NEU,$651.94 
161666,HC OT ASSISTIVE TECH ASSESS 15 MIN,$39.11 
161667,HC OT EVAL HIGH COMPLEX,$657.70 
161668,HC OT EVAL LOW COMPLEX,$538.13 
161669,HC OT EVAL MOD COMPLEX,$597.91 
161670,HC OT GAIT TRAINING EA 15 MIN,$153.52 
161673,HC OT STRAPPING SHOULDER,$56.47 
161676,HC PARAINFLUENZA AG IF,$121.39 
161677,HC PHENCYCLIDINE (PCP) ASSAY,$148.75 
161678,HC PHENOTHIAZINE ASSAY,$157.65 
161682,HC PLACE STENT DIALYSIS CURCUIT WWO PTA CENTRAL SEGMENT,"$26,656.41 "
161683,HC PNEUMOCYSTIS CARNII AG IF,$121.39 
161685,HC PORPHYRINS URINE QUAL,$87.19 
161692,HC PT APPLY SPLINT SHORT LEG,$137.86 
161693,HC PT EVAL HIGH COMPLEX,$616.32 
161694,HC PT EVAL LOW COMPLEX,$482.34 
161695,HC PT EVAL MOD COMPLEX,$554.62 
161697,HC PT RE-EVAL EST PLAN CARE,$404.52 
161700,HC PT STRAPPING THORAX,$137.86 
161702,HC QUININE ASSAY,$117.73 
161703,HC RECEPTOR ASSAY ESTROGEN,$651.94 
161704,HC RECEPTOR ASSAY THYROTROPIN,$529.70 
161706,HC REPAIR BLOOD VESSEL UPPER EXT,"$5,779.80 "
161708,HC REVASC TIB/PER ATH/STENT EA AD,"$18,975.23 "
161709,HC RH PHENOTYPE BLOOD TYPING,$128.31 
161710,HC SALMONELLA ANTIBODY,$136.03 
161711,HC SEPT9 METHYLATION ANALYSIS,$93.85 
161712,HC SEX CHROMATIN ID BARR BODIES,$152.35 
161713,HC SIALIC ACID ASSAY,$135.95 
161715,HC SP BASELINE CONCUSS TST W COMP,$55.00 
161717,HC STRAPPING KNEE,$654.45 
161720,HC TESTOSTERONE BIOAVAILABLE,$81.38 
161721,HC TETANUS ANTIBODY,$149.74 
161724,HC TOXIN/ANTITOXIN ASSAY TIS CULT,$203.72 
161725,HC TRAUMA ACT CRIT II CONS/EVAL,"$2,783.00 "
161726,HC TUMOR ANTIGEN QUAL/SEMIQUANT,$198.56 
161727,HC TYROSINE ASSAY,$105.29 
161728,HC US EXTREMITY VEIN COMPLETE,$342.21 
161729,HC US GUIDED CORD TRANSFUSION S/I,"$1,765.31 "
161765,HC ENDOVASC TAA REPR WO SUBCLAV,"$1,586.51 "
161766,HC ENDOVASC TAA PROXIMAL EXTENSION S/I,"$2,288.46 "
161767,HC ENDOVASC TAA PROXIMAL EXTENDER ADDITIONAL,"$1,586.51 "
161768,HC ENDOVASC TAA DISTAL EXTENDER DELAYED,"$1,586.51 "
161769,HC ENDOVASC AAA INFRARENAL AORTO-AORTIC PROSTH,"$1,586.51 "
161770,HC ENDOVASC AAA INFRARENAL EXTENSION ADDITIONAL VESSEL,$713.48 
161771,HC ENDOVASC REPAIR AAA ILIAC ARTERY OCCLUSIVE DEVICE,"$1,586.51 "
161772,HC ENDOVASC REPAIR AAA VISCERAL AORTA AND 1 VESSEL,"$4,174.55 "
161773,HC ENDOVASC REPAIR AAA VISCERAL AORTA AND 2 VESSELS,"$4,638.39 "
161774,HC ENDOVASC REPAIR AAA VISCERAL AORTA AND 3 VESSELS,"$5,153.77 "
161775,HC ENDOVASC REPAIR AAA VISCERAL AORTA AND 4 OR MORE VESSELS,"$5,726.41 "
161776,HC TRANSCATH PHYSIOLOGIC SENSOR ANEURYSM SAC,"$1,586.51 "
161838,HC SP OP LACTATION CONSULT,$25.00 
161847,HC CYTAL MATRIX PER SQ CM,$15.24 
161951,HC ABLATE VEIN EXTREMITY MECHANOCHEMICAL 1ST VEIN,"$8,315.78 "
161952,HC ABLATE VEIN EXTREMITY MECHANOCHEMICAL SUBSEQUENT VEIN/S SAME EXTREM SEPARATE ACCESS,"$3,114.32 "
161957,HC  MAMMO DIAGNOSTIC WITH CAD LEFT,$296.44 
161958,HC  MAMMO DIAGNOSTIC WITH CAD RIGHT,$296.44 
161959,HC  MAMMO SCREENING WITH CAD BILATERAL,$287.87 
