No.,General Description,Charge
91800004,HC OBSERVATIONAL BEHAV ASSESSMENT ADDL 30 MIN,323.00
91800005,HC BEHAVIORAL IDENTIFICATION ASSESS 15 MIN,73.00
91800006,HC OBSERVATIONAL BEHAV ASSESS FIRST 15 MIN,162.00
91800007,HC OBSERVATIONAL BEHAV ASSESS ADDL 15 MIN,162.00
92000001,HC INTERM EYE EXAM EST PT,164.00
92000001,HC INTERM EYE EXAM EST PT,164.00
92000002,HC FLUORESCEIN ANGIOSCOPY W INT & REP,375.00
92000003,HC SERIAL TONOMETRY,302.00
92000005,HC PSS W 4/> PARAM W TECH,1244.00
92000006,HC PSS W 4/> P W CPAP/BIPAP,514.00
92000006,HC PSS W 4/> P W CPAP/BIPAP,627.00
92000007,HC TENSILON TEST,514.00
92000007,HC TENSILON TEST,614.00
92000009,HC SLS-EPS; PERIPH NRV; UP LIMBS,1359.00
92000010,"HC SLS-EPS, PERIPH NRV; LWR LIMBS",1465.00
92000011,"HC SLS-EPS, PERIPH NRV; TRUNK/HD",287.00
92000011,"HC SLS-EPS, PERIPH NRV; TRUNK/HD",228.00
92000012,"HC C MOTOR EVOKED, UPPR LIMBS",1359.00
92000013,"HC C MOTOR EVOKED, LWR LIMBS",617.00
92000013,"HC C MOTOR EVOKED, LWR LIMBS",157.00
92000014,HC VEP TEST CNS; CHECKERBD/FLASH,1475.00
92000014,HC VEP TEST CNS; CHECKERBD/FLASH,228.00
92000015,HC BLINK REFLEX TEST,306.00
92000015,HC BLINK REFLEX TEST,305.00
92000017,HC NEUROMUSCULAR JUNCTION TEST,306.00
92000017,HC NEUROMUSCULAR JUNCTION TEST,305.00
92000018,HC EA NS PGS; S/CPLX WO REPR,306.00
92000018,HC EA NS PGS; S/CPLX WO REPR,305.00
92000019,HC EA NS PG; SMPL W REPROGR,306.00
92000019,HC EA NS PG; SMPL W REPROGR,305.00
92000020,HC FETAL NON STRESS TEST,1475.00
92000021,HC CPLX CN NS PG; 1ST HR,305.00
92000022,"HC ANALYZE NEUROSTIM BRAIN, 1ST HR",305.00
92000023,HC ANALYZ NEUROSTIM BRAIN EA ADDTL 30 MIN,305.00
92000024,HC FETAL NON-STRESS TEST,762.00
92000025,HC ABP MONITORING; RECORDING,1565.00
92000026,HC CORNEAL TOPOGRAPHY,94.00
92000026,HC CORNEAL TOPOGRAPHY,93.00
92000027,HC SPECIAL EYE EVALUATION,132.00
92000027,HC SPECIAL EYE EVALUATION,132.00
92000028,HC VISUAL FIELD EXAMINATION(S),213.00
92000028,HC VISUAL FIELD EXAMINATION(S),213.00
92000029,HC VISUAL FIELD EXAMINATION(S),296.00
92000029,HC VISUAL FIELD EXAMINATION(S),296.00
92000030,HC VISUAL FIELD EXAMINATION(S),337.00
92000030,HC VISUAL FIELD EXAMINATION(S),336.00
92000031,HC CMPTR OPHTH DX IMG ANT SEGMT,212.00
92000031,HC CMPTR OPHTH DX IMG ANT SEGMT,80.00
92000032,HC CMPTR OPHTH IMG OPTIC NERVE,212.00
92000032,HC CMPTR OPHTH IMG OPTIC NERVE,80.00
92000033,HC CPTR OPHTH DX IMG POST SEGMT,212.00
92000033,HC CPTR OPHTH DX IMG POST SEGMT,80.00
92000034,HC GLAUCOMA PROVOCATIVE TESTS,114.00
92000034,HC GLAUCOMA PROVOCATIVE TESTS,114.00
92000035,"HC SPECIAL EYE EXAM, INITIAL",114.00
92000035,"HC SPECIAL EYE EXAM, INITIAL",114.00
92000036,"HC SPECIAL EYE EXAM, SUBSEQUENT",182.00
92000036,"HC SPECIAL EYE EXAM, SUBSEQUENT",182.00
92000037,HC EYE EXAM WITH PHOTOS,519.00
92000037,HC EYE EXAM WITH PHOTOS,308.00
92000038,HC EYE MUSCLE EVALUATION,223.00
92000038,HC EYE MUSCLE EVALUATION,222.00
92000039,HC ELECTRO-OCULOGRAPHY,295.00
92000039,HC ELECTRO-OCULOGRAPHY,295.00
92000040,HC ELECTRORETINOGRAPHY,829.00
92000040,HC ELECTRORETINOGRAPHY,495.00
92000041,HC COLOR VISION EXAMINATION,417.00
92000041,HC COLOR VISION EXAMINATION,234.00
92000042,HC DARK ADAPTATION EYE EXAM,314.00
92000042,HC DARK ADAPTATION EYE EXAM,314.00
92000043,HC EYE PHOTOGRAPHY,472.00
92000043,HC EYE PHOTOGRAPHY,197.00
92000044,HC INTERNAL EYE PHOTOGRAPHY,538.00
92000044,HC INTERNAL EYE PHOTOGRAPHY,537.00
92000045,HC EXTREMITY STUDY,734.00
92000045,HC EXTREMITY STUDY,734.00
92000046,HC PENILE VASCULAR STUDY,795.00
92000046,HC PENILE VASCULAR STUDY,794.00
92000048,HC ANTIGEN THERAPY SERVICES,214.00
92000048,HC ANTIGEN THERAPY SERVICES,214.00
92000049,"HC GUIDE NERV DESTR, ELEC STIM",181.00
92000049,"HC GUIDE NERV DESTR, ELEC STIM",180.00
92000050,HC SCREEN PAP SMEAR;OBTAIN/PREP/LAB,28.00
92000050,HC SCREEN PAP SMEAR;OBTAIN/PREP/LAB,28.00
92000051,HC POLYSOM 6/> YRS 4/> PARAM,9346.00
92000052,"HC SLEEP STUDY, UNATTENDED, HOME",2117.00
92000053,HC MULTIPLE SLEEP LATENCY,4291.00
92000054,HC MAINTENANCE OF WAKEFULLN,3272.00
92000055,HC POLYSOM 6/>YRS CPAP 4/> PARM,9518.00
92000056,HC FLUOR ANG W/MULTFRM IMG,1514.00
92000056,HC FLUOR ANG W/MULTFRM IMG,526.00
92000057,HC IRIS FLUOR ANGIO,1139.00
92000058,HC OPHTHALMIC BIOMETRY,839.00
92000059,"HC ANALYZE NEUROSTIM,COMPLX/PROG, 1ST HR",306.00
92000059,"HC ANALYZE NEUROSTIM,COMPLX/PROG, 1ST HR",305.00
92000060,HC MUSC TST DONE W/NERV TST LIM,159.00
92000060,HC MUSC TST DONE W/NERV TST LIM,159.00
92000061,HC MUSC TEST DONE W/N TEST COMP,167.00
92000061,HC MUSC TEST DONE W/N TEST COMP,167.00
92000062,HC SEP UPPER & LOWER EXT,1028.00
92000063,HC MEP UPPER & LOWER EXT,2827.00
92000064,HC POLYSOM 6/>YRS CPAP 4/> PARM,9518.00
92000065,HC MUSC TST DONE W/N TST NONEXT,209.00
92000066,"HC INTRAOP NEURO MONITOR,15 MIN",183.00
92000067,HC HEIDELBERG RETINA TOMOGRAPHY,212.00
92000069,HC WAVEFRONT DIAGNOSTICS,58.00
92000070,HC AMBULATORY BP ANALYSIS W RPT > 24 HRS,222.00
92100001,HC CAROTID DUPLEX SCAN; BILAT,1565.00
92100001,HC CAROTID DUPLEX SCAN; BILAT,1035.00
92100002,HC CAROTID DUPLEX SCAN; UNIL/LIMIT,1639.00
92100002,HC CAROTID DUPLEX SCAN; UNIL/LIMIT,970.00
92100003,HC INTRACRANIAL ARTERY DOPPLER; COMPL,2544.00
92100004,HC INTRACRANIAL ARTERY DOPPLER; LIMITED,1706.00
92100005,"HC TCD, EMBOLI DETECT W/O INJ",2726.00
92100006,"HC TCD, EMBOLI DETECT W/INJ",2654.00
92100007,HC EXTREMITY STUDY SGL  LEV BIL,1039.00
92100007,HC EXTREMITY STUDY SGL  LEV BIL,735.00
92100008,HC EXTREMITY STUDY MULTI LEV BIL,1627.00
92100008,HC EXTREMITY STUDY MULTI LEV BIL,1108.00
92100009,HC EXTREMITY STUDY LOWER EXTREMITY W EXERCISE,2019.00
92100009,HC EXTREMITY STUDY LOWER EXTREMITY W EXERCISE,1384.00
92100010,HC DUPLEX LE ART/BPG; BILAT,2794.00
92100010,HC DUPLEX LE ART/BPG; BILAT,1061.00
92100011,HC DUPLEX LE ART/BPG; UNIL/LIMIT,1352.00
92100011,HC DUPLEX LE ART/BPG; UNIL/LIMIT,678.00
92100012,HC DUPLEX UE ART/BPG; BILAT,2256.00
92100012,HC DUPLEX UE ART/BPG; BILAT,1051.00
92100013,HC DUPLEX UE ART/BPG; UNIL/LIMIT,1402.00
92100013,HC DUPLEX UE ART/BPG; UNIL/LIMIT,658.00
92100014,HC DUPLEX EXT VEINS; BILAT,1854.00
92100014,HC DUPLEX EXT VEINS; BILAT,1048.00
92100015,HC DUPLEX EXT VEINS; UNIL/LIMIT,1186.00
92100015,HC DUPLEX EXT VEINS; UNIL/LIMIT,656.00
92100016,HC DUPLEX ARTERIAL FLOW; COMPL,2107.00
92100016,HC DUPLEX ARTERIAL FLOW; COMPL,1057.00
92100017,HC DUPLEX ARTERIAL FLOW; LIMITED,1633.00
92100018,"HC DUPLEX A,IVC, IL/BPG; COMPL",1504.00
92100019,HC DUPLEX HEMODIALYSIS ACCESS,1662.00
92100019,HC DUPLEX HEMODIALYSIS ACCESS,667.00
92100020,"HC US, DUPL/PENILE, ART&VEI",718.00
92100021,HC TCD-VASOREACTIVITY STUDY,2667.00
92100022,HC INTRACRANIAL STUDY; COMPL,1057.00
92100022,HC INTRACRANIAL STUDY; COMPL,1056.00
92100023,HC INTRACRANIAL STUDY; LIMITED,430.00
92100023,HC INTRACRANIAL STUDY; LIMITED,429.00
92100024,HC DUPLEX ARTERIAL FLOW; LIMITED,1045.00
92100024,HC DUPLEX ARTERIAL FLOW; LIMITED,1045.00
92200001,"HC MUSCLE TEST, ONE LIMB",313.00
92200001,"HC MUSCLE TEST, ONE LIMB",222.00
92200002,"HC MUSCLE TEST, 2 LIMBS",409.00
92200002,"HC MUSCLE TEST, 2 LIMBS",265.00
92200003,"HC MUSCLE TEST, 3 LIMBS",519.00
92200003,"HC MUSCLE TEST, 3 LIMBS",314.00
92200004,"HC MUSCLE TEST, 4 LIMBS",978.00
92200004,"HC MUSCLE TEST, 4 LIMBS",406.00
92200005,"HC MUSCLE TEST, LARYNX",217.00
92200005,"HC MUSCLE TEST, LARYNX",217.00
92200006,HC EMG CRAN NERV - UNILAT,316.00
92200006,HC EMG CRAN NERV - UNILAT,211.00
92200007,"HC NEEDLE EMG, CRANIAL NRV; BILAT",356.00
92200007,"HC NEEDLE EMG, CRANIAL NRV; BILAT",255.00
92200008,HC N EMG; THORACIC MUSCLES NOT T1/T12,120.00
92200008,HC N EMG; THORACIC MUSCLES NOT T1/T12,182.00
92200009,"HC MUSCLE TEST, NONPARASPINAL",120.00
92200009,"HC MUSCLE TEST, NONPARASPINAL",174.00
92200010,"HC N EMG SFE, QUAN",182.00
92200010,"HC N EMG SFE, QUAN",182.00
92200011,"HC GUIDE NERV DESTR, NEEDLE EMG",166.00
92200011,"HC GUIDE NERV DESTR, NEEDLE EMG",166.00
92200015,HC ABR MONITORING SVC,1051.00
92200016,"HC NEEDLE EMGS, ANAL SPHINC",2596.00
92200017,HC BLINK REFLEX TEST,401.00
92200019,HC NEUROMUSCULAR JUNCTION TEST EA NERVE,617.00
92200020,HC NVR CNDJ TST 1-2 STUDIES,630.00
92200020,HC NVR CNDJ TST 1-2 STUDIES,263.00
92200021,HC NVR CNDJ TST 3-4 STUDIES,630.00
92200021,HC NVR CNDJ TST 3-4 STUDIES,318.00
92200022,HC NVR CNDJ TST 5-6 STUDIES,630.00
92200022,HC NVR CNDJ TST 5-6 STUDIES,380.00
92200023,HC NVR CNDJ TST 7-8 STUDIES,630.00
92200023,HC NVR CNDJ TST 7-8 STUDIES,491.00
92200024,HC NVR CNDJ TST 9-10 STUDIES,911.00
92200024,HC NVR CNDJ TST 9-10 STUDIES,570.00
92200025,HC NVR CNDJ TST 11-12 STUDIES,911.00
92200025,HC NVR CNDJ TST 11-12 STUDIES,644.00
92200026,HC NRV CNDJ TEST 13/> STUDIES,893.00
92200026,HC NRV CNDJ TEST 13/> STUDIES,721.00
92200027,HC ANS PARASYMP & SYMP W/TILT,378.00
92400002,HC ANTIGEN THERAPY SERVICES,107.00
92400002,HC ANTIGEN THERAPY SERVICES,107.00
92400003,HC ANTIGEN THERAPY SERVICES,107.00
92400003,HC ANTIGEN THERAPY SERVICES,107.00
92400004,HC ANTIGENS-ALLERGEN IMMUN; SGL/MUL,73.00
92400004,HC ANTIGENS-ALLERGEN IMMUN; SGL/MUL,72.00
92400005,HC CONTIGEN SKIN TEST,361.00
92400006,HC INHALED HIST/MCH,488.00
92400008,HC PERQ & ICUT ALLG TEST VENOMS,65.00
92400009,HC PERQ&IC ALLG TEST DRUGS/BIOL,65.00
92400010,HC INGEST CHALLENGE INI 120 MIN,1003.00
92400010,HC INGEST CHALLENGE INI 120 MIN,803.00
92400011,HC NGEST CHALLENGE ADDL 60 MIN,1003.00
92400011,HC NGEST CHALLENGE ADDL 60 MIN,366.00
92400012,HC INGEST CHALLENGE INI 120 MIN,1003.00
92400013,HC NGEST CHALLENGE ADDL 60 MIN,1003.00
92400014,HC PROF SVCS ALLG IMMNTX X W/PRV ALLGIC XTRCS 1 INJ.,79
92400015,HC PROF SVCS ALLG IMMNTX X W/PRV ALLGIC XTRCS 2 OR MORE INJ.,79
94000000,"HC PHLEBOTOMY, THERAPEUTIC",256.00
94000001,HC BODY ANTHRALIN TREATMENT,209.00
94000002,MCAL GENETIC COUNSL EA 15MIN MD SPRV,189.00
94000003,HC GENETIC COUNSELING EA 30 MINS,379.00
94000004,"HC PHLEBOTOMY, THERAPEUTIC",256.00
94000005,HC RAPID DESENSITIZATION PROCEDURE EACH HOUR,941.00
94000006,HC INSJ ANT SEG AQUEOUS DRG DEV W/IO RSVR,7326.00
94200001,HC MED NUTR PER 15 MIN,128.00
94200002,HC MED NUTR PER 15 MIN (EXH),253.00
94200003,HC MED NUTR REASSESS/15 MIN,128.00
94200004,HC GRP MED NUTR EA 30 MIN,75.00
94200005,"HC EDU/TRAIN NUTR SLF-MNG 30M,1PT",166.00
94200006,HC SELF MGMT SVC IND 30 MIN,302.00
94200006,HC SELF MGMT SVC IND 30 MIN,222.00
94200007,HC SELF MGMT SVC GRP 30 MIN,178.00
94200008,HC SELF-MGMT EDUC & TRAIN 1 PT,166.00
94200009,"HC SELF-MGMT EDUC/TRAIN, 2-4 PT, EA 30 MIN",80.00
94200010,"HC SELF-MGMT EDUC/TRAIN, 5-8 PT, EA 30 MIN",58.00
94200011,HC SELF-MGMT EDUC & TRAIN 1 PT,166.00
94300001,HC CARDIAC REHAB; W CONT ECG,321.00
94300002,HC CARDIAC REHAB WO MONITOR,321.00
94800001,HC PULMONARY REHAB W EXER,567.00
94900000,HC OR SUPPORT/RESUSCITN UNDER 1HR,813.00
94900001,HC OR SUPPORT/RESUSCITN 1-2 HRS,1618.00
94900002,HC OR SUPPORT/RESUSCITN 3 HRS,2114.00
94900003,HC PSORIASIS TRTMNT ONE DAY,1580.00
94900004,HC UVB TREATMENT,109.00
94900005,HC HEP C MGMT WEEKS 1-16,1145.00
94900005,HC HEP C MGMT WEEKS 1-16,1145.00
94900006,HC HEP C MGMT WEEKS 17+,599.00
94900006,HC HEP C MGMT WEEKS 17+,599.00
99800001,HC DIGNICAP W/ASSIST,50
99800002,HC DIGNICAP NO ASSIST,0.00
0402T,PR COLLAGEN CROSS-LINKING OF CORNEA,800.00
A4215,PR STERILE NEEDLE,13.00
A4220,PR INFUSION PUMP REFILL KIT,176.00
A4262,PR TEMPORARY TEAR DUCT PLUG,94.00
A4263,PR PERMANENT TEAR DUCT PLUG,95.00
A4314,PR CATH W/DRAINAGE 2-WAY LATEX,58.00
A4335,PR INCONTINENCE SUPPLY,33.00
A4338,PR INDWELLING CATHETER LATEX,58.00
A4340,PR INDWELLING CATHETER SPECIAL,133.00
A4344,PR CATH INDW FOLEY 2 WAY SILICN,58.00
A4346,PR CATH INDW FOLEY 3 WAY,90.00
A4351,PR STRAIGHT TIP URINE CATHETER,8.00
A4352,PR COUDE TIP URINARY CATHETER,31.00
A4550,PR SURGICAL TRAYS,208.00
A4561,"PR PESSARY RUBBER, ANY TYPE",122.00
A4562,"PR PESSARY, NON RUBBER,ANY TYPE",122.00
A4615,PR CANNULA NASAL,488.00
A4648,PR IMPLANTABLE TISSUE MARKER,58.00
A4649,PR SURGICAL SUPPLIES,172.00
A6010,PR COLLAGEN BASED WOUND FILLER,12.00
A6196,PR ALGINATE DRESSING <=16 SQ IN,12.00
A6197,PR ALGINATE DRSG >16 <=48 SQ IN,12.00
A6198,PR ALGINATE DRESSING > 48 SQ IN,24.00
A6209,PR FOAM DRSG <=16 SQ IN W/O BDR,12.00
A6234,PR HYDROCOLLD DRG <=16 W/O BDR,18.00
A6238,PR HYDROCOLLD DRG >16<=48 W/BDR,18.00
A6251,PR ABSORPT DRG <=16 SQ IN W/O B,29.00
A6257,PR TRANSPARENT FILM <= 16 SQ IN,6.00
A6261,PR WOUND FILLER GEL/PASTE /OZ,12.00
A6446,"PR CONFORM BAND S W>=3"" <5""/YD",9.00
A6449,"PR LT COMPRES BAND >=3"" <5""/YD",9.00
A6451,"PR MOD COMPRES BAND W>=3""<5""/YD",9.00
A6452,"PR HIGH COMPRES BAND W>=3""<5""YD",9.00
A6454,"PR SELF-ADHER BAND W>=3"" <5""/YD",24.00
A6456,"PR ZINC PASTE BAND W >=3""<5""/YD",30.00
A9541,PR TC99M SULFUR COLLOID,607.00
C000001,HC ESTAB ACCESS ARTERY W/BP,774.00
C000002,HC WALK TEST 6% OXYGEN,840.00
C000003,HC BRONCHOSPASM EVAL,2255.00
C000004,HC BRONCHO. EVAL W/AGONIST,2255.00
C000009,HC PULM STRESS TEST SIMPLE,750.00
C000010,HC PULMON STRES TEST-COMPLE,2642.00
C000011,"HC PULSE OX,MULTIPLE DETER.",111.00
C000012,HC ARTERIAL BLOOD GAS MULTIPLE,849.00
C000248,HC EXTRACTABLE ANTIGEN,181.00
C000249,"HC IGG, SERUM",224.00
C000250,"HC ALBUMIN, SERUM",119.00
C000251,"HC ALBUMIN, CSF",116.00
C000252,"HC IGG, CSF",224.00
C000253,HC EBNA ANTIBODY,236.00
C000254,HC VCA ANTIBODY,371.00
C000255,HC EXTRACTABLE ANTIGEN,181.00
C000256,"HC COUNTERELECTROPHORES,",89.00
C000257,HC FLOW CYTOM EA. CELL,199.00
C000258,HC FLOW CYTO T CELLS TOTAL,310.00
C000259,HC FLOW CYTO T4/T8 W/RATIO,213.00
C000260,HC FLOW CYTO NK CELLS,280.00
C000261,HC FLOW CYTO B CELLS,231.00
C000262,HC FLOW CYTOM. EA CELL,210.00
C000263,HC FLOW CYTOM. EA CELL,199.00
C000264,HC GLIADIN ANTIBODY 1,239.00
C000265,HC GLIADIN ANTIBODY 2,239.00
C000266,HC ANCA ANTIBODY 1,239.00
C000267,HC ANCA ANTIBODY 2,239.00
C000268,HC KT/LT ANALYTE 1,116.00
C000269,HC KT/LT ANALYTE 2,116.00
C000270,HC HSV 1 AB,199.00
C000271,HC HSV 2 AB,220.00
C000272,HC HTLV I ANTIBODY,132.00
C000273,HC HTLV II ANTIBODY,132.00
C000274,HC O2 SAT,138.00
C000275,HC CARBONMONOXIDE QUANT,266.00
C000276,HC METHEMOGLOBIN QUANT,83.00
C000277,HC EACH AGGREGATING AGENT,393.00
C000278,HC EACH FACTR INHIBITOR T,214.00
C000279,HC EACH AGGREGATING AGENT,393.00
C000280,"HC PLATELET, AGGREGATION, TEG",445.00
C000281,"HC FIBRINOGEN ACTIVITY, TEG",186.00
C000287,HC MOLEC DX; ISOL/EXT HI PUR NUC,75.00
C000288,HC MOLEC DX; ENZYM DIGEST,75.00
C000289,"HC MOLEC CYTO; CISH, ANLY 3-5 CEL",497.00
C000290,"HC MOLEC DX; MUTAT SCAN, BY PP",316.00
C000291,HC MOLEC DX; ENZYM DIGEST,75.00
C000292,HC MOLEC DX; ENZYM DIGEST,75.00
C000293,HC MOLEC DX; ENZYM DIGEST,75.00
C000294,"HC MOLEC CYTO; CISH, ANLY 3-5 CEL",497.00
C000295,"HC MOLEC DX; MUTAT SCAN, BY PP",316.00
C000316,HC KRAS MUTATION ID2,164.00
C000317,HC KRAS NUCLEIC ACID1,164.00
C000318,HC KRAS NUCLEIC ACID2,164.00
C000324,HC CYP2C19 EXTRACTION,27.00
C000325,HC CYP2C19 AMPLIF MULTIPLEX,146.00
C000326,HC CYP2C19 AMPLIFICATION 3,74.00
C000327,HC CYP2C19 AMPLIFICATION 4,74.00
C000328,HC CYP2C19 AMPLIFICATION 5,74.00
C000329,HC CYP2C19 AMPLIFICATION 6,74.00
C000341,HC KRASS CELL LYSIS,131.00
C000342,HC KRAS AMPLIFICATION,164.00
C000343,HC KRAS MUTATION ID1,164.00
C000344,HC KRAS MUTATION ID2,164.00
C000345,HC KRAS NUCLEIC ACID1,164.00
C000346,HC KRAS NUCLEIC ACID2,164.00
C000352,"HC PTEN FISH ANALYSIS, MANUAL",821.00
C000353,"HC PTEN FISH ANALYSIS, MANUAL",821.00
C000354,"HC EGFR FISH ANALYSIS, MANUAL",821.00
C000355,"HC EGFR FISH ANALYSIS, MANUAL",821.00
C000384,HC NONSYND DEAF DOT BLOT PROD,71.00
C000385,HC NONSYND DEAF NUCLEIC PROBE 1,71.00
C000386,HC NONSYND DEAF NUCLEIC PROBE 2,71.00
C000387,HC NONSYND DEAF NUCLEIC PROBE 3,71.00
C000388,HC NONSYND DEAF NUCLEIC PROBE 4,71.00
C000389,HC NONSYND DEAF NUCLEIC ACID AMP,294.00
C000415,HC ALPHA THAL ENZYMATIC DIGEST 1,71.00
C000416,HC ALPHA THAL ENZYMATIC DIGEST 2,71.00
C000417,HC ALPHA THAL SEPARATION 1,71.00
C000418,HC ALPHA THAL NUCLEIC ACID PRBE 1,71.00
C000419,HC ALPHA THAL SEPARATION 2,71.00
C000420,HC ALPHA THAL NUCLEIC ACID PRBE 2,71.00
C000421,HC ALPHA THAL NUCLEIC ACID XFER 1,71.00
C000422,HC ALPHA THAL NUCLEIC ACID XFER 2,71.00
C000498,HC 1P19Q FISH ANALYSIS PROBE 1,821.00
C000499,HC 1P19Q FISH ANALYSIS PROBE 2,821.00
C000500,HC 1P19Q FISH ANALYSIS PROBE 3,821.00
C000501,HC 1P19Q FISH ANALYSIS PROBE 4,821.00
C000502,HC ERBB2 FISH ANALYSIS PROBE 1,821.00
C000503,HC ERBB2 FISH ANALYSIS PROBE 2,821.00
C000533,HC WARFARIN AMPLIF 3,206.00
C000541,HC WARFARIN AMPLIF MULTIPLEX,409.00
C000542,HC WARFARIN EXTRACTION,98.00
C000574,"HC ABG PUNCTURE, B&A OXYGEN #1",567.00
C000575,"HC ABG PUNCTURE, B&A OXYGEN #2",567.00
C000576,"HC SODIUM, SERUM POC",227.00
C000577,"HC POTASSIUM, SERUM POC",142.00
C000578,"HC O&P,FE-HEMATOX STN FOR",76.00
C000579,"HC PARASITES,AF STN FOR",90.00
C000580,HC C. DIFICILE ANTIGEN EIA,136.00
C000581,"HC CALCIUM IONIZED, POC",301.00
C000582,"HC BLOOD GAS, POC",836.00
C000583,"HC COAGU TIME ACTIVATED, TEG",270.00
C000584,"HC COAGULOPATHY , INTERP & REPORT",158.00
C000585,"HC O&P,DIR & CONC EXAM FO",120.00
C000586,HC GDH SOMATIC ANTIGEN EIA,115.00
C000587,HC CHROMOSOME KARYOTYPE STUDY,900.00
C000588,HC TISSUE CULTURE - PLACENTA,1072.00
C000589,HC TISSUE CULTURE - PLACENTA,948.00
C000590,HC TISSUE CULTURE - BONE MARROW 1,591.00
C000591,HC TISSUE CULTURE - BONE MARROW 2,591.00
C000592,"HC CHROMOSOME ANALYSIS, 15-20",740.00
C000593,HC CHROM ANAL 15-20 CELLS 2KARYO,740.00
C000594,HC CHROMOSOM ANAL-PLACENTA,1490.00
C000595,HC CHROMOSOME ANALYSIS - PLACENTA,1159.00
C000596,"HC CYTOGENETICS, DNA PROBE #1",318.00
C000597,"HC CYTOGENETICS, DNA PROBE #2",318.00
C000598,"HC CYTOGENETICS, DNA PROBE #3",318.00
C000599,"HC CYTOGENETICS, DNA PROBE",318.00
C000600,"HC CYTOGENETICS, DNA PROBE #1",318.00
C000601,"HC CYTOGENETICS, DNA PROBE #2",318.00
C000602,"HC CYTOGENETICS, DNA PROBE #3",318.00
C000603,"HC CYTOGENETICS, DNA PROBE #4",318.00
C000604,"HC CYTOGENETICS, DNA PROBE #5",318.00
C000605,"HC CYTOGENETICS, DNA PROBE #6",318.00
C000606,"HC CYTOGENETICS, DNA PROBE #7",318.00
C000607,"HC CYTOGENETICS, DNA PROBE #8",318.00
C000609,HC CYTOGENETICS DNA PROBE #2,318.00
C000610,HC CYTOGENETICS DNA PROBE # 1,318.00
C000611,HC CYTOGENETICS DNA PROBE # 2,318.00
C000612,"HC CYTOGENETICS, 10-30",263.00
C000613,"HC CYTOGENETICS, 10-30, #1",263.00
C000614,"HC CYTOGENETICS, 10-30, #2",263.00
C000615,"HC CYTOGENETICS, 10-30, #3",263.00
C000616,"HC CYTOGENETICS, 100-300",328.00
C000618,HC CYTOGENETICS 100-300,328.00
C000619,HC IN SITU HYBRID 100-300 CELLS,328.00
C000620,HC CHROMOSOME KARYOTYPE STUDY,198.00
C000621,HC CHROMOSOME KARYOTYPE STUDY,162.00
C000622,"HC CHROMOSOME STUDY, ADDITIONAL",774.00
C000645,"HC PTT, ACTIVATED 1",265.00
C000646,"HC PTT, ACTIVATED 2",265.00
C000647,HC PTT EACH PLASMA FRACTION,183.00
C000658,HC PROTHROMBIN TIME 1,127.00
C000659,HC PROTHROMBIN TIME 2,127.00
C000660,HC PT EACH PLASMA FRACTION,99.00
C000666,HC CYTOGENETICS DNA PROBE,312.00
C000667,HC CYTOGENETICS 100-300,583.00
C000668,HC NUCLEIC ACID PROBE #5,71.00
C000669,HC NUCLEIC ACID PROBE #6,71.00
C000671,HC DOT/SLOT BLOT PRODUCT,71.00
C000672,HC NUCLEIC ACID PROBE #1,71.00
C000673,HC NUCLEIC ACID PROBE #2,71.00
C000674,HC NUCLEIC ACID PROBE #3,71.00
C000675,HC NUCLEIC ACID PROBE #4,71.00
C000676,HC NUCLEIC ACID AMPLIFICATI,294.00
C000689,HC BRCA NUCLEIC ACID PROBE 1,70.00
C000690,HC BRCA NUCLEIC ACID PROBE 2,70.00
C000691,HC BRCA NUCLEIC ACID PROBE 3,70.00
C000692,HC BRCA NUCLEIC ACID PROBE 4,70.00
C000693,HC BRCA NUCLEIC ACID PROBE 5,70.00
C000694,HC BRCA NUCLEIC ACID PROBE 6,70.00
C000695,HC BRCA DOT/SLOT BLOT PROD,70.00
C000696,HC BRCA MOLEC AMPL MULTIPLX,288.00
C000717,HC MYCN FISH ANALYSIS PROBE 1,821.00
C000718,HC MYCN FISH ANALYSIS PROBE 2,821.00
C000719,HC MYC FISH ANALYSIS PROBE 1,821.00
C000720,HC MYC FISH ANALYSIS PROBE 2,821.00
C000721,HC ISO 17Q FISH ANALYSIS PROBE 1,821.00
C000722,HC ISO 17Q FISH ANALYSIS PROBE 2,821.00
C000733,HC DLCO WITHIN BREATH-ADD 1,750.00
C000734,HC DLCO WITHIN BREATH-ADD 2,750.00
C000735,HC DLCO WITHIN BREATH-ADD 3,750.00
C000736,HC DLCO WITHIN BREATH-ADD 4,750.00
C000737,HC DLCO WITHIN BREATH-ADD 5,750.00
C000786,HC LEVEL 2;HBA1/2 POINT MUTATIONS,0.00
C000797,HC BRCA1/2;185DELAG;5385INSC;6174,0.00
C000807,HC CYTOGENETICS DNA PROBE,318.00
C000808,HC CYTOGENETICS 100-300,328.00
C000809,"HC CYTOGENETICS, DNA PROBE #1",318.00
C000810,"HC CYTOGENETICS, DNA PROBE #2",318.00
C000811,HC CYTOGENETICS 100-300,328.00
C000812,HC CYTOGENETICS DNA PROBE,318.00
C000813,HC CYTOGENETICS 100-300,328.00
C000814,HC CYTOGENETICS DNA PROBE,318.00
C000815,HC CYTOGENETICS 100-300,328.00
C000816,HC ESTAB ACCESS TO ARTERY,774.00
C000818,HC CYP2C9 COMMON VARIANTS,0.00
C000819,HC VKORC1 WARF METABOLISM,0.00
