NewYork-Presbyterian Standard Hospital Charges 2019,,
,,
Category,Charge Description,Price
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 3-LEV ACF PLATE 48MM,"$4,760.00"
IMPLANTABLES/MEDICAL SUPPLIES,SEPTAL OCCLUDER 12MM,"$17,334.80"
IMPLANTABLES/MEDICAL SUPPLIES,GUI/CVS CUSTOM MADE STN GRAFT,"$4,768.62"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO WALLSTENT 14X90X100CM,"$4,777.70"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 2MMX3CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 2MMX4CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 2.5MMX4CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 3MMX4CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 3MMX6CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 3MMX8CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 4MMX6CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 4MMX8CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 4MMX10CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 5MMX10CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 2MMX6CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 4MMX15CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 5MMX15CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 1MMX2CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 1MMX3CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 1.5MMX2CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 1.5MMX3CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,NANO DETACH COIL 2.0MMX3CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,NANO DETACH COIL 2.0MMX4CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,NANO DETACH COIL 2.5MMX4CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,NANO DETACH COIL 3.0MMX4CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,NANO DETACH COIL 3.0MMX6CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,NANO DETACH COIL 3.5MMX6CM,"$4,791.33"
IMPLANTABLES/MEDICAL SUPPLIES,LCP PLATE CRVD 16H 4.5X336MM L,"$4,795.00"
IMPLANTABLES/MEDICAL SUPPLIES,SPIROFLEX VG CATHETER 5FX135CM,"$4,816.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 6X120X120CM,"$4,835.60"
IMPLANTABLES/MEDICAL SUPPLIES,RT STL CANN HUM NAIL 7X240MM,"$4,838.40"
IMPLANTABLES/MEDICAL SUPPLIES,RT TI CANN HUM NAIL 8.5X225 R,"$4,838.40"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TI 3 LVL 45MM VECTRA,"$4,845.12"
IMPLANTABLES/MEDICAL SUPPLIES,IZ PENILE RESERVOIR 100ML,"$4,855.11"
IMPLANTABLES/MEDICAL SUPPLIES,SMART COIL XSFT 4MMX10CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,STD SMART COIL 12MMX60CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT SMART COIL 3MMX6CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT SMART COIL 3MMX8CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT SMART COIL 4MMX8CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT SMART COIL 4MMX10CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT SMART COIL 5MMX10CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT SMART COIL 5MMX15CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT SMART COIL 6MMX10CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT SMART COIL 6MMX15CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,XSFT SMART COIL 1MMX2CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,XSFT SMART COIL 1.5MMX3CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,XSFT SMART COIL 2.5MMX4CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,XSFT SMART COIL 3MMX6CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,XSFT SMART COIL 3MMX8CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,XSFT SMART COIL 4MMX6CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,XSFT SMART COIL 4MMX8CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SMART COIL XSFT 2MMX6CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SMART COIL XSFT 2.5MMX6CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SMART COIL XSFT 2.5MMX8CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SMART COIL XSFT 3.5MMX8CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SMART COIL XSFT 4.5MMX12CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,SMART COIL SFT 4.5MMX10CM,"$4,860.80"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO WALLSTENT 16X90X100CM,"$4,867.97"
IMPLANTABLES/MEDICAL SUPPLIES,IMPL W/SWIVELOCK 4.75X19.1MM,"$4,872.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROTEGE BIL STENT 8X120X120CM,"$4,877.60"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TIB DIST STL 12H 202MM L,"$4,881.80"
IMPLANTABLES/MEDICAL SUPPLIES,ULTRA DETACH COIL 3MMX10CM,"$4,902.74"
IMPLANTABLES/MEDICAL SUPPLIES,GAMMA NAIL 125DEG 11X180MM,"$4,902.80"
IMPLANTABLES/MEDICAL SUPPLIES,FROZN ACHILLES TENDON160-194MM,"$4,914.00"
IMPLANTABLES/MEDICAL SUPPLIES,SEPARATOR WIRE F/CATD,"$4,914.00"
IMPLANTABLES/MEDICAL SUPPLIES,ACTIFUSE ABX PUTTY 10.0ML,"$4,916.80"
IMPLANTABLES/MEDICAL SUPPLIES,CONN TRANS TI 60MM F/40MM ROD,"$4,916.80"
IMPLANTABLES/MEDICAL SUPPLIES,ATTAIN LV LEAD,"$4,925.48"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP CAROTID STENT 8X30X135,"$4,942.00"
IMPLANTABLES/MEDICAL SUPPLIES,PRECISE PRO RX STENT 8X40X135,"$4,942.00"
IMPLANTABLES/MEDICAL SUPPLIES,PRECISE PRO RX STENT 9X40X135,"$4,942.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE LCP CRVD 18H 4.5X370MM R,"$4,959.36"
IMPLANTABLES/MEDICAL SUPPLIES,RT STL CANN HUM NAIL 8.5X240MM,"$4,983.55"
IMPLANTABLES/MEDICAL SUPPLIES,LT STL CANN HUM NAIL 8.5X255MM,"$4,983.55"
IMPLANTABLES/MEDICAL SUPPLIES,NAIL HUM CANN MLTLCK 225X7MM,"$4,983.55"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TI 2 LEVEL 28MM VECTRA-T,"$4,995.20"
IMPLANTABLES/MEDICAL SUPPLIES,PARIETEX COMP MESH 30X20CM,"$5,007.74"
IMPLANTABLES/MEDICAL SUPPLIES,COTTON BONE WEDGE 6X24X14MM,"$5,009.20"
IMPLANTABLES/MEDICAL SUPPLIES,POD4 TRGT VSSL COIL 3-4MMX30CM,"$5,012.00"
IMPLANTABLES/MEDICAL SUPPLIES,POD4 TRGT VSSL COIL 4-5MMX30CM,"$5,012.00"
IMPLANTABLES/MEDICAL SUPPLIES,X-SM INFUSE BONE GRAFT KIT,"$5,026.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT BIL RX PART COV,"$5,026.00"
IMPLANTABLES/MEDICAL SUPPLIES,SEPTAL OCCLUDER 14MM,"$17,334.80"
IMPLANTABLES/MEDICAL SUPPLIES,SEPTAL OCCLUDER 16MM,"$17,334.80"
IMPLANTABLES/MEDICAL SUPPLIES,EXPANDER TISS FULL HT360-430CC,"$5,026.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPANDER TISS MH SMTH380-450CC,"$5,026.00"
IMPLANTABLES/MEDICAL SUPPLIES,EXPANDER TISS MH SMTH500-600CC,"$5,026.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROTECT EMBOSHIELD SIZE 7,"$5,031.60"
IMPLANTABLES/MEDICAL SUPPLIES,MIC MECH DETCH VASC PLUG 5MM,"$5,037.20"
IMPLANTABLES/MEDICAL SUPPLIES,GUIDE CATH INTRMD STR 6FX115CM,"$5,040.00"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO WALLSTENT 24X70X100CM,"$5,056.13"
IMPLANTABLES/MEDICAL SUPPLIES,WALLSTENT 10FR 22MMX70MMX75CM,"$5,056.13"
IMPLANTABLES/MEDICAL SUPPLIES,KIT CATH/ACCESS STRETTA 8800,"$5,065.20"
IMPLANTABLES/MEDICAL SUPPLIES,TI PRE-CON PLATE 17H SZ 6/7 L,"$5,098.77"
IMPLANTABLES/MEDICAL SUPPLIES,TI PRE-CON PLATE 17H SZ 6/7 R,"$5,098.77"
IMPLANTABLES/MEDICAL SUPPLIES,TI PRE-CON PLATE I 15H SZ 3 R,"$5,098.77"
IMPLANTABLES/MEDICAL SUPPLIES,AMPLATZER DUCT OCCLUDER 8X6MM,"$5,138.00"
IMPLANTABLES/MEDICAL SUPPLIES,AMPLATZER DUCT OCCLUDER 6X4MM,"$5,138.00"
IMPLANTABLES/MEDICAL SUPPLIES,AMPLATZER OCCLUDER DUCT 10X8MM,"$5,138.00"
IMPLANTABLES/MEDICAL SUPPLIES,COCR MDM CEMENTLESS LINER 46MM,"$5,145.92"
IMPLANTABLES/MEDICAL SUPPLIES,COCR DUAL MOBILITY LINER 36MM,"$5,145.92"
IMPLANTABLES/MEDICAL SUPPLIES,TI POLY CANC SCREW 4.5X36MM,"$5,160.40"
IMPLANTABLES/MEDICAL SUPPLIES,TI LVL-2 ANT CER PLATE 32MM,"$5,160.54"
IMPLANTABLES/MEDICAL SUPPLIES,SPIROFLEX RX CATHETER 4FX135CM,"$5,166.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT ESOPH SIL,"$5,180.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT ESOPH,"$5,180.00"
IMPLANTABLES/MEDICAL SUPPLIES,ESOPH STENT 18X100MM,"$5,180.00"
IMPLANTABLES/MEDICAL SUPPLIES,STD PLATE ANCHOR IMP 8MM,"$5,180.00"
IMPLANTABLES/MEDICAL SUPPLIES,ORBERA INTRAGASTRIC BALLOON,"$5,180.00"
IMPLANTABLES/MEDICAL SUPPLIES,SENZA IPG PATIENT REMOTE,"$5,187.00"
IMPLANTABLES/MEDICAL SUPPLIES,POD4 TRGT VSSL COIL 6-8MMX30CM,"$5,198.67"
IMPLANTABLES/MEDICAL SUPPLIES,POD4 TRGT VSSL COIL 5-6MMX30CM,"$5,222.00"
IMPLANTABLES/MEDICAL SUPPLIES,DF-CRV NAV ABLAT CATH 7F 4MM,"$5,241.60"
IMPLANTABLES/MEDICAL SUPPLIES,RAPID CURE STIMULANT KIT 10CC,"$5,250.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT 3D COIL 2.0MMX3CM,"$5,250.00"
IMPLANTABLES/MEDICAL SUPPLIES,HYPERSOFT 3D COIL 2.0MMX4CM,"$5,250.00"
IMPLANTABLES/MEDICAL SUPPLIES,KIT SPINE DISP,"$5,250.00"
IMPLANTABLES/MEDICAL SUPPLIES,LUMENDI DILUMEN PLATFORM,"$5,250.00"
IMPLANTABLES/MEDICAL SUPPLIES,OR IMPLANT,"$5,288.89"
IMPLANTABLES/MEDICAL SUPPLIES,CLOVERLEAF RESERVOIR 125CC,"$5,297.13"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TI 4 LVL 60MM VECTRA,"$5,304.32"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE TI 4 LVL 72MM VECTRA,"$5,304.32"
IMPLANTABLES/MEDICAL SUPPLIES,GRAFT BONE AUGMENT 1.5CC,"$5,306.00"
IMPLANTABLES/MEDICAL SUPPLIES,PRODIGY NEUROSTIM CHARGER,"$5,309.50"
IMPLANTABLES/MEDICAL SUPPLIES,SONICPINS RX CNTRL PIN 2.1X4MM,"$5,311.60"
IMPLANTABLES/MEDICAL SUPPLIES,IMP BLADDER GEL DEFLUX SYR,"$5,318.47"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL ANNULOPLASTY RING 28MM,"$5,320.00"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL ANNULOPLASTY RING 30MM,"$5,320.00"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL ANNULOPLASTY RING 32MM,"$5,320.00"
IMPLANTABLES/MEDICAL SUPPLIES,MITRAL ANNULOPLASTY RING 36MM,"$5,320.00"
IMPLANTABLES/MEDICAL SUPPLIES,CONVERT ENDO GRAFT 24X12X80MM,"$5,320.00"
IMPLANTABLES/MEDICAL SUPPLIES,ACCULINK CAROTID STENT SYSTEM,"$5,339.60"
IMPLANTABLES/MEDICAL SUPPLIES,BIL STENT FULL COV RX 10X80MM,"$5,369.21"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP CAROTID STENT 9X30X135,"$5,409.60"
IMPLANTABLES/MEDICAL SUPPLIES,CERTU-SLK ABLAT PROBE 17GX20CM,"$5,457.20"
IMPLANTABLES/MEDICAL SUPPLIES,CERTU-SPR ABLAT PROBE 17GX15CM,"$5,457.20"
IMPLANTABLES/MEDICAL SUPPLIES,EMBOLIC LIQUID 18ML,"$5,460.00"
IMPLANTABLES/MEDICAL SUPPLIES,EMBOLIC LIQUID 34ML,"$5,460.00"
IMPLANTABLES/MEDICAL SUPPLIES,STENT DUODENAL,"$5,460.00"
IMPLANTABLES/MEDICAL SUPPLIES,RECT PHASIX MESH 4X6IN,"$5,460.00"
IMPLANTABLES/MEDICAL SUPPLIES,STIMUL LEAD IMP W/TISS CNTCT,"$5,460.00"
IMPLANTABLES/MEDICAL SUPPLIES,2DIR ABLAT CATH D-F CRV 8FX115,"$5,460.00"
IMPLANTABLES/MEDICAL SUPPLIES,SINUPLASTY BALL SYS KIT 6X16MM,"$5,460.00"
IMPLANTABLES/MEDICAL SUPPLIES,HALO-90 ABLATION CATH 160CM,"$5,502.00"
IMPLANTABLES/MEDICAL SUPPLIES,SYNTHES VAR PLA/SCR/NALS,"$5,507.76"
IMPLANTABLES/MEDICAL SUPPLIES,MAXCESS IV KIT,"$5,512.50"
IMPLANTABLES/MEDICAL SUPPLIES,MAXCESS 4 SURG ACCESS KIT,"$5,512.50"
IMPLANTABLES/MEDICAL SUPPLIES,ANGIO VALVULOTOME 1.5MMX98CM,"$5,541.20"
IMPLANTABLES/MEDICAL SUPPLIES,MATRIX PUTTY BONE CUSTOM 10CC,"$5,544.00"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 6X20CM,"$5,549.85"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 7X20CM,"$5,549.85"
IMPLANTABLES/MEDICAL SUPPLIES,STD DETACH COIL 8X30CM,"$5,549.85"
IMPLANTABLES/MEDICAL SUPPLIES,STD DETACH COIL 9X30CM,"$5,549.85"
IMPLANTABLES/MEDICAL SUPPLIES,STD DETACH COIL 12X45CM,"$5,549.85"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 8X30CM,"$5,549.85"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 9X30CM,"$5,549.85"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 12X45CM,"$5,549.85"
IMPLANTABLES/MEDICAL SUPPLIES,BIL STENT FULL COV RX 10X60MM,"$5,550.91"
IMPLANTABLES/MEDICAL SUPPLIES,COVD ESOPH STENT 18X60MM,"$5,558.00"
IMPLANTABLES/MEDICAL SUPPLIES,COVD ESOPH STENT 18X80MM,"$5,558.00"
IMPLANTABLES/MEDICAL SUPPLIES,COVD ESOPH STENT 18X100MM,"$5,558.00"
IMPLANTABLES/MEDICAL SUPPLIES,STR TP PERC CATH 6FX135CM,"$5,572.00"
IMPLANTABLES/MEDICAL SUPPLIES,FULL COVR ESOPH STENT 18X60MM,"$5,586.00"
IMPLANTABLES/MEDICAL SUPPLIES,STR TIP MICRO CATH 1.5FX165CM,"$5,586.00"
IMPLANTABLES/MEDICAL SUPPLIES,STR TIP MICRO CATH 3.0FX165CM,"$5,586.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 5X200MMX130CM,"$5,586.00"
IMPLANTABLES/MEDICAL SUPPLIES,S/EXP VASC STENT 6X200MMX130CM,"$5,586.00"
IMPLANTABLES/MEDICAL SUPPLIES,SEPTAL OCCLUDER 18MM,"$17,334.80"
IMPLANTABLES/MEDICAL SUPPLIES,SEPTAL OCCLUDER 20MM,"$17,334.80"
IMPLANTABLES/MEDICAL SUPPLIES,WALLFLEX FC ESOPH STENT 12X18,"$5,593.29"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 9X90MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ILIAC LEG ENDO GRAFT 11X56MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 11X74MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 11X90MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,AAA ENDOILLIAC LEG GRAFT 13X39,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 13X56MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,GRAFT ENDO ILIAC LEG 13X90MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 13X122MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,LEFT ILIAC ENDO GRAFT 16X56MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 16X74MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 16X90MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 20X39MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 20X56MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO ILIAC LEG GRAFT 20X74MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDOILIAC LEG GRAFT 20 X 90MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDOILIAC LEG GRAFT 24 X 56MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,ENDOILIAC LEG GRAFT 24 X 90MM,"$5,597.20"
IMPLANTABLES/MEDICAL SUPPLIES,OUTBACK ELITE REENTRY CATH 120,"$5,598.60"
IMPLANTABLES/MEDICAL SUPPLIES,ENDOMAXX ESOPH STENT 19X100MM,"$5,600.00"
IMPLANTABLES/MEDICAL SUPPLIES,ENDOMAXX ESOPH STENT 23X100MM,"$5,600.00"
IMPLANTABLES/MEDICAL SUPPLIES,ENDOMAXX ESOPH STENT 23X120,"$5,600.00"
IMPLANTABLES/MEDICAL SUPPLIES,DTRAX CERVICAL T-CAGE,"$5,600.00"
IMPLANTABLES/MEDICAL SUPPLIES,DTRAX CAGE-B CERVICAL IMP,"$5,600.00"
IMPLANTABLES/MEDICAL SUPPLIES,MODULE SCREW F/QUARTEX,"$5,600.00"
IMPLANTABLES/MEDICAL SUPPLIES,SYS TUBE EUSTACHIAN 6MMX16MM,"$5,628.00"
IMPLANTABLES/MEDICAL SUPPLIES,MODULE NDL DISP M5,"$5,687.50"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO STENT GRAFT 8X40MMX80CM,"$5,711.69"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO STENT GRAFT 10X60MMX80CM,"$5,711.69"
IMPLANTABLES/MEDICAL SUPPLIES,BIL STENT FULL COV RX 8X60MM,"$5,719.25"
IMPLANTABLES/MEDICAL SUPPLIES,XLG TOP BENGAL IMP 4DEG 9MM,"$5,723.82"
IMPLANTABLES/MEDICAL SUPPLIES,DELTA LP MESH 122X122X0.5MM,"$5,724.60"
IMPLANTABLES/MEDICAL SUPPLIES,TI LVL-3 ANT CER PLATE 51MM,"$5,729.89"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH 3D COIL 1.5MMX3CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,XTR SFT DETCH 3D COIL 1MMX3CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,XTR SFT DETCH 3D COIL 2MMX4CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,XTR SFT DETCH 3D COIL 3MMX6CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,XTR SFT DETCH 3D COIL 3MMX8CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH 3D COIL 1.5MMX2CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH 3D COIL 1.5MMX4CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH 3D COIL 2.5MMX4CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,XTR SFT DETCH 3D COIL 2MMX2CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,XTR SFT DETCH 3D COIL 2MMX3CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,X-SFT DETCH 3D COIL 3.5MMX10CM,"$5,731.60"
IMPLANTABLES/MEDICAL SUPPLIES,MATRIX BONE STEM 5CC,"$5,740.00"
IMPLANTABLES/MEDICAL SUPPLIES,ALLOGRAFT SPACER 40X10MM,"$5,740.00"
IMPLANTABLES/MEDICAL SUPPLIES,WALLFLEX FC ESOPH STENT 10X18,"$5,760.54"
IMPLANTABLES/MEDICAL SUPPLIES,P-LINE VASC BIL STENT 10X60MM,"$5,762.40"
IMPLANTABLES/MEDICAL SUPPLIES,VIABIL STENT 10X40MM,"$5,772.20"
IMPLANTABLES/MEDICAL SUPPLIES,P-LINE VASC BIL STENT 10X80CM,"$5,772.20"
IMPLANTABLES/MEDICAL SUPPLIES,P-LINE VASC BIL STENT 10X100MM,"$5,778.73"
IMPLANTABLES/MEDICAL SUPPLIES,BAHA BIM400 MAGNET IMPL,"$5,796.00"
IMPLANTABLES/MEDICAL SUPPLIES,SMITH&NEPHEW VAR PLA/SCR/NALS,"$5,811.50"
IMPLANTABLES/MEDICAL SUPPLIES,BIL STENT FULL COV RX 10X40MM,"$5,816.03"
IMPLANTABLES/MEDICAL SUPPLIES,PUSH SUT CATCHER DEV 12MMX32CM,"$5,821.20"
IMPLANTABLES/MEDICAL SUPPLIES,POST LAT BONE GRAFT 2.5X10CM,"$5,824.00"
IMPLANTABLES/MEDICAL SUPPLIES,NERVE PROTECTOR 7MMX4CM,"$5,876.22"
IMPLANTABLES/MEDICAL SUPPLIES,COAXIAL UMBILICAL TBG 183CM,"$5,880.00"
IMPLANTABLES/MEDICAL SUPPLIES,AERO TRACH/BRON STENT 12X40MM,"$5,880.00"
IMPLANTABLES/MEDICAL SUPPLIES,AERO TRACH/BR STENT 14X40MM,"$5,880.00"
IMPLANTABLES/MEDICAL SUPPLIES,AERO TRACH/BR STENT 18X60MM,"$5,880.00"
IMPLANTABLES/MEDICAL SUPPLIES,SPACER ALLOGRAFT 40X12MM,"$5,880.00"
IMPLANTABLES/MEDICAL SUPPLIES,Spacer Allograft 40x14mm,"$5,880.00"
IMPLANTABLES/MEDICAL SUPPLIES,COCR MDM CEMENTLESS LINER 48MM,"$5,881.26"
IMPLANTABLES/MEDICAL SUPPLIES,PIN CNTRL SONICPINS RX 2.1X4MM,"$5,888.40"
IMPLANTABLES/MEDICAL SUPPLIES,ENVEO PRO DELIVERY SYS 14F,"$5,908.00"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE OCT OC 31MM,"$5,933.29"
IMPLANTABLES/MEDICAL SUPPLIES,STENT COLON,"$5,939.56"
IMPLANTABLES/MEDICAL SUPPLIES,ENDO STENT GRAFT 12X60MMX80CM,"$5,991.69"
IMPLANTABLES/MEDICAL SUPPLIES,AVIATOR 2-LEV ACF PLATE 34MM,"$5,998.91"
IMPLANTABLES/MEDICAL SUPPLIES,WALLFLEX FC ESOPH STENT 15X18,"$6,004.89"
IMPLANTABLES/MEDICAL SUPPLIES,PLATE OCT OC 37MM,"$6,009.25"
IMPLANTABLES/MEDICAL SUPPLIES,ATTAIN PERFORMA-S LV LEAD,"$6,011.60"
IMPLANTABLES/MEDICAL SUPPLIES,ATTAIN PERFORMA STR LV LEAD,"$6,011.60"
IMPLANTABLES/MEDICAL SUPPLIES,LEAD QUAD PERFORMA 88CM,"$6,011.60"
IMPLANTABLES/MEDICAL SUPPLIES,FULL COVR ESOPH STENT 20X60MM,"$6,020.00"
IMPLANTABLES/MEDICAL SUPPLIES,LEFT MANDIBLE IMPL,"$6,024.63"
IMPLANTABLES/MEDICAL SUPPLIES,STD DETACH COIL 14X50CM,"$6,055.53"
IMPLANTABLES/MEDICAL SUPPLIES,SOFT DETACH COIL 14X50CM,"$6,055.53"
IMPLANTABLES/MEDICAL SUPPLIES,HEAD HUMERAL STD 18X48MM,"$6,082.36"
IMPLANTABLES/MEDICAL SUPPLIES,DEVICE TROCH REATTACH LNG STL,"$6,090.31"
IMPLANTABLES/MEDICAL SUPPLIES,PROBE ABLATION PR XT 15CMX15G,"$6,104.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROBE ABLATION PR XT 20CMX15G,"$6,104.00"
IMPLANTABLES/MEDICAL SUPPLIES,THERM NAV DF ABL CATH 7FX8MM,"$6,115.20"
IMPLANTABLES/MEDICAL SUPPLIES,RX CAROTID STENT 10MMX40MM,"$6,120.80"
IMPLANTABLES/MEDICAL SUPPLIES,EVANS BN RPR WEDGE 8X20X22MM,"$6,120.80"
IMPLANTABLES/MEDICAL SUPPLIES,ACTIFUSE APPLICATOR,"$6,146.00"
IMPLANTABLES/MEDICAL SUPPLIES,LEAD INTRAMUSC NEUROSTIM 35CM,"$6,160.00"
IMPLANTABLES/MEDICAL SUPPLIES,PROBE CRYOABLATION 10CM,"$6,160.00"
