CDM_NBR [corp],HOSP,DEPT_DESC [corp],CDM_DESC [corp],CURR_PRICE
8006720,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,GS3509 STIFF GUIIDEWIRE,$176.00 
8006722,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSB502 INTRODUCER W/MRKR,$99.00 
8006729,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3225-0380S LONG NAIL KT,"$6,406.00 "
8006731,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MX0200 MORCELLATOR,"$2,519.00 "
8006732,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,410003 GRAFT BONE LARGE,"$20,191.00 "
8006733,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,410001 GRAFT BONE SMALL,"$2,472.00 "
8006734,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CDSLM13 DURAMATRIX,$847.00 
8006735,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CDSLM33 DURAMATRIX,"$1,502.00 "
8006736,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,4137 LEAD,"$2,006.00 "
8006737,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,112-SLF BONE MATRIX,"$9,614.00 "
8006741,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1161928 XENMATRIX,"$41,152.00 "
8006742,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0062251210 KIT U2Q,$887.00 
8006743,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,15-32520 ELASTOMER,$59.00 
8006746,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,BFR-6 CATHETER TESIO,"$1,140.00 "
8006747,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,Q6000-01 ELECTRODE,"$1,849.00 "
8006748,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SMH1040F FIBERLSERHOLMIUM,"$1,204.00 "
8006749,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0068403941 FIBER LASER,"$2,253.00 "
8006750,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72200681 PROBE,"$1,887.00 "
8006751,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,100201 PROTRACTOR,"$2,504.00 "
8006752,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RFS2-6-12 STYLETINSTRUMNT,"$2,135.00 "
8006753,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,BC-700 SYSTEM SINUS,"$4,407.00 "
8006754,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8065797003 HEXAFLUORIDE,"$1,255.00 "
8006756,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,KM71-153 TROCAR POINT,$8.00 
8006757,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,KM71291 TROCAR POINT,$25.00 
8006758,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00568241 PEG KIT,$190.00 
8006759,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0100-20TB GASTRO PORT,$97.00 
8006760,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0100-22TB GASTRO STRIPE,$97.00 
8006761,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0100-24TB GASTRO DISTAL,$97.00 
8006762,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,821616RSVR SHNT PLST,"$1,242.00 "
8006763,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1381E SCREW INTRFRNC,$369.00 
8006764,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1680BC SCREW INTRFRNC,"$1,011.00 "
8006765,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,B-2104 LIGATOR L-SC,"$1,910.00 "
8006766,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,EC500J FLTR VC JUGULAR,"$4,799.00 "
8006767,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00533640 STENT BIL PLST,$174.00 
8006768,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00533810 STENT BIL PLST,$318.00 
8006769,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00533840 STENT BIL PLST,$318.00 
8006770,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00533850 STENT BIL PLST,$318.00 
8006771,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5050-041 FXTN WIRE,$21.00 
8006772,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5515180 MICROINTRODUCER,$408.00 
8006773,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,906750 TUNNELER,"$2,003.00 "
8006774,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ACC07S INTRO SHEATH,$159.00 
8006775,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PNG330 GUID NERVE MATRIX,"$4,703.00 "
8006776,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PNG430 GUID NERVE MATRIX,"$8,324.00 "
8006777,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,45-993KT SHEATH STAINLESS,$117.00 
8006778,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,15-7381-12 PLATE DOG BN,$845.00 
8006779,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSS903 INTRO SHEATH,$37.00 
8006780,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSS0 TIP CATH,"$1,027.00 "
8006781,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,T-DOC-7FA CATH URODYNAMIC,$104.00 
8006784,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,823041 CATH NEURO,$632.00 
8006785,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,823045 CATH NEURO,$539.00 
8006786,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A4407 CATH VASC,$167.00 
8006789,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,14940-01 GWIRE VASC,$369.00 
8006792,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,401-855M SHEATH,$148.00 
8006793,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72200682 ELCTRSRG,"$1,820.00 "
8006794,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,LF-100 FIBER SURG,"$1,018.00 "
8006795,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,600564 CATH CV PEDI,$671.00 
8006796,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CC-019 CATH CHOLANGIO,$108.00 
8006797,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CS-01700 CATH CHOLANGIO,$252.00 
8006799,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,138008 CATH URET,$47.00 
8006800,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,381167 CATH IV ORNG,$12.00 
8006802,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8229705 ENDOTRACHEAL TUBE,"$1,056.00 "
8006803,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8229706 ENDOTRACHEAL TUBE,"$1,287.00 "
8006804,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8229707 ENDOTRACHEAL TUBE,"$1,287.00 "
8006805,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8229708 ENDOTRACHEAL TUBE,"$1,249.00 "
8006806,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8229709 ENDOTRACHEAL TUBE,"$1,056.00 "
8006807,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,1475501050 SOLERAROD,$963.00 
8006808,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,102452300 TIBIAL TRAY,"$3,217.00 "
8006809,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,102451300 TIBIAL TRAY,"$3,217.00 "
8006813,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ASA-001 AMID STAPLER,$803.00 
8006814,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,122132148 ACETAB LINER,"$3,179.00 "
8006815,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7200040 PLATE,"$4,038.00 "
8006816,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7200047 PLATE,"$4,038.00 "
8006817,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,B-2240 LAP BAND,"$11,540.00 "
8006818,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7200050 PLATE,"$5,048.00 "
8006819,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5955600 VENTRALIGHT MESH,"$2,809.00 "
8006820,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CZ70BD 18.5 IOL LENS,$241.00 
8006821,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CZ70BD 13.5 IOL LENS,$241.00 
8006822,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5400.10/1 SCRW BONE,$311.00 
8006823,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,34410DS PUNCH FRCP,"$1,234.00 "
8006824,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR40M -0.5 IOL LENS,$562.00 
8006825,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G16758 STENT URET,$103.00 
8006826,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3708660 NEUROSTIM KT,"$2,552.00 "
8006827,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,420291-03 KT ARM DRAPE,$835.00 
8006828,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-6004BC IMPLANT BREAST,"$2,488.00 "
8006829,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,133MX-13-T EXPANDER TISS,"$4,799.00 "
8006830,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-1147-100-75 SCRW BONE,$598.00 
8006831,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,33410C INSR FRCP REDDICK,"$1,312.00 "
8006832,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-4305M EXPANDER TISS,"$1,926.00 "
8006833,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-1147-040-41 SCRW BONE,$614.00 
8006834,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-1147-042-40 SCRW BONE,$569.00 
8006835,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-4304M EXPANDER TISS,"$1,926.00 "
8006836,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7360MC IMPL BREAST,"$2,488.00 "
8006837,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7300MC IMPL BREAST,"$2,488.00 "
8006838,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7470MC IMPL BREAST,"$2,488.00 "
8006839,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,45-5555 ALGFT BN,"$4,679.00 "
8006840,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7504BC IMPL BREAST,"$2,488.00 "
8006841,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7425MC IMPL BREAST,"$2,488.00 "
8006842,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7445MC IMPL BREAST,"$2,488.00 "
8006843,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7490MC IMPL BREAST,"$2,889.00 "
8006844,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7275MC IMPL BREAST,"$2,488.00 "
8006845,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,430340 GFT SOFT TISS,"$5,248.00 "
8006848,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5500.08/1 SCRW BONE,$257.00 
8006849,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,29238 SCRW BONE,"$3,030.00 "
8006850,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,93-4400 SLING SUBURETHRAL,"$2,831.00 "
8006851,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5400.12/1 SCRW BONE,$270.00 
8006852,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5400.11/1 SCRW BONE T,$311.00 
8006856,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MTA4UO 11.0 IOL LENS,$482.00 
8006857,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-2200 IMPLANT BREAST,"$1,284.00 "
8006858,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-3630 IMPLANT BREAST,"$2,151.00 "
8006859,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SN60WF 9.0 IOL LENS,$478.00 
8006860,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR40M 4.5 IOL LENS,$562.00 
8006861,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SN60WF 7.0 IOL LENS,$478.00 
8006862,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-2250 IMPLANT BREAST,"$1,284.00 "
8006863,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5400.08/1 SCRW BONE,$257.00 
8006864,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5100.04 SCRW BONE,$51.00 
8006865,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-2475 IMPLANT BREAST,"$1,284.00 "
8006866,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G09764 PNEUMOTHORAX,$377.00 
8006867,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,UMS3 MESH SURG,$248.00 
8006868,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,EGIA45AV RELOAD STAPLER,"$1,357.00 "
8006869,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,133MV-14 EXPANDER TISS,"$3,996.00 "
8006871,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5100.05 SCRW BONE,$51.00 
8006872,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,BP-LE FIBER LSR,"$3,531.00 "
8006873,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,33310UL INSR FRCP,"$1,394.00 "
8006876,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,354-7312 EXPANDER TISS,"$4,976.00 "
8006878,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,482318540 SCRW SPIN,"$4,151.00 "
8006880,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,453017 GFT SOFT,"$7,383.00 "
8006881,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0061921300 STENT URET,$461.00 
8006883,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72203290 ANCHOR SUT,"$1,268.00 "
8006884,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-4754BC IMPLANT BREAST,"$2,488.00 "
8006885,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,2-802 FRCP SURG TI,"$1,390.00 "
8006886,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5826 PACEMAKER,"$10,112.00 "
8006887,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1381T SCRW INTRFRNC,$305.00 
8006888,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G27190 STENT PANCR GRN,$209.00 
8006889,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G24545 STENT PANCR GRN,$209.00 
8006890,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,DB7545T SCRW SPIN PEDICLE,"$3,692.00 "
8006891,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-2359-020-35 SCRW BN SS,$335.00 
8006892,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-2348-017-35 SCRW BN SS,$105.00 
8006893,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M001145140 CATH BLLN DIL,$764.00 
8006895,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,48144025 SCRW SPIN,"$6,656.00 "
8006897,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,48144035 SCRW SPIN,"$6,656.00 "
8006898,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,400075 GFT BN ASEPTIC,"$1,297.00 "
8006899,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PB2440BSX STENT BIL COCR,"$5,566.00 "
8006900,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-2360-033-16 GWIRE,$925.00 
8006901,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-8004 SIZER MAMMARY,$963.00 
8006902,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PB1240BSX STENT BIL COCR  M,"$5,566.00 "
8006903,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SN60WF 10.0 IOL LENS,$478.00 
8006904,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,53-27612E SCRW BONE,$373.00 
8006905,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,400080 GFT BN ASEPTIC,"$2,103.00 "
8006906,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3133-060 ROD SPIN,"$1,647.00 "
8006907,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SA60AT 18.0 IOL LENS,$482.00 
8006908,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-7320MC IMPLANT BREAST,"$2,488.00 "
8006909,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,53-23626E SCRW BONE,$373.00 
8006910,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SN60WF 10.5 IOL LENS,$478.00 
8006911,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PB1250BSXSTENT BIL COCR BLLN EXPANDING L135CM L12MM OD5MM,"$5,566.00 "
8006912,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,128690 STAPLE BONE,$777.00 
8006913,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,354-7313 EXPANDER TISS,"$4,976.00 "
8006915,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5950040 PATCH  HERNIA,"$2,598.00 "
8006916,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-6501 SIZER MAMMARY,$963.00 
8006917,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G07516 GWIRE VASC,$116.00 
8006918,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-2275 EXPANDER TISS,"$1,284.00 "
8006919,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,FL0790.2 FRCP SURG,"$1,236.00 "
8006920,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72200755 ANCHOR SUT,$786.00 
8006921,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0061752550 STENT URET,$366.00 
8006922,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,136308000 SPACER FEM T,$640.00 
8006923,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,A-5400.06/1 SCRW BONE,$257.00 
8006924,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,0115814 MESH SURG,$722.00 
8006925,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SAX01D GFT VASC,"$7,206.00 "
8006926,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SN60WF 9.5 IOL LENS,$478.00 
8006927,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0061751990 STENT URET,$366.00 
8006928,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0061752500 STENT URET,$366.00 
8006930,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,50-15004 SCRW BONE,$286.00 
8006931,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,SN60WF 6.0 IOL LENS,$478.00 
8006932,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,CO-N2326 SCRW BONE,$257.00 
8006933,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,27425FG FRCP ENDO,"$2,087.00 "
8006935,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72203380 ANCHOR SUT,"$1,156.00 "
8006936,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MN60MA 50.0 IOL LENS,$478.00 
8006937,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M0062251030 CATH BLLN DIL,$748.00 
8006938,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-5035TC-09 SCRWINTRFRNC,$722.00 
8006939,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PMK-22-54 PROBE,"$3,876.00 "
8006940,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3232-045 IMPL TESTICULAR,"$2,729.00 "
8006941,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-7555MC SIZER MAMMARY,$963.00 
8006942,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-7445MC SIZER MAMMARY,$963.00 
8006943,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MN60MA 3.0 IOL LENS,$478.00 
8006944,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-2001BC IMPLANT BREAST,"$2,488.00 "
8006945,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-4840-040-01 SCRW BN,$58.00 
8006946,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,3232-040 IMPL TESTICULAR,"$2,729.00 "
8006947,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MA50BM 19.5 IOL LENS,$433.00 
8006948,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,8888561019 CATH,$48.00 
8006949,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,71804016 SCRW BN,$77.00 
8006950,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,MN60MA 4.0 IOL LENS,$478.00 
8006952,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,ENLW1613C124E STENT VASC,"$15,970.00 "
8006953,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G21363 PROBE DOPPLER,"$1,396.00 "
8006955,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M001271810 CATH NEPHRO,$231.00 
8006956,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,350-1001BC IMPLANT BREAST,"$2,889.00 "
8006957,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-4254 SIZER MAMMARY,$963.00 
8006958,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,52-27216E SCRW BN,$360.00 
8006959,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1555PS SCRW,$915.00 
8006960,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-4751 SIZER MAMMARY,$722.00 
8006961,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,27-135 CATH LKNG,$302.00 
8006962,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,6020-0335 STEM FEM HIP,"$7,062.00 "
8006963,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-5504 SIZER MAMMARY,$963.00 
8006964,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G47708ST INTRO PT TIP,$111.00 
8006965,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00545930 CATH BLLN DIL,$831.00 
8006966,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00551591 GWIRE EXCHG BIL,$408.00 
8006968,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M00545910 CATH BLLN DIL,$831.00 
8006969,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-8737-04 GWIRE ARTHRO,$48.00 
8006970,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-3751 SIZER MAMMARY,$963.00 
8006971,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-7504 SIZER MAMMARY,$963.00 
8006972,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-4004 SIZER MAMMARY,$963.00 
8006973,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-5004 SIZER MAMMARY,$963.00 
8006975,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1390C SCRW INTRFRNC,$754.00 
8006976,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-7001 SIZER MAMMARY,$963.00 
8006977,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-2001 SIZER MAMMARY,$963.00 
8006978,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-3251 SIZER MAMMARY,$963.00 
8006979,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-5751 SIZER MAMMARY,$963.00 
8006980,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-8001 SIZER MAMMARY,$963.00 
8006981,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-5251 SIZER MAMMARY,$963.00 
8006982,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSS404 INTRO SHEATH,$54.00 
8006983,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-3501 SIZER MAMMARY,$963.00 
8006984,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-4251 SIZER MAMMARY,$963.00 
8006985,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G08283 NEEDLE BX LIVER,"$1,461.00 "
8006986,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5018-5-150PN FXTN SS ORTHO STER L150MM L40MM OD5MM,$461.00 
8006987,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,G07402 NEEDLE DRNG PIG,$209.00 
8006988,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5018-3-120PN FXTN SS ORTHO STER L120MM L30MM OD5MM,$592.00 
8006990,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,450481 GRAFT BN CORTICAL,"$4,013.00 "
8006991,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,M001184620 MICROCATHETER,"$2,199.00 "
8006992,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,PM020 CATH DRUG DELT-PEEL,$189.00 
8006993,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,40100954 SCREW CORTICAL,$343.00 
8006994,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5950020 PATCH HERNIA,"$2,003.00 "
8006995,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,RSZ-3754 SIZER MAMMARY,$963.00 
8006996,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,72404193 SLING SYS UROL,"$4,205.00 "
8006997,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,AR-1392E SCREW INTRFRNC,$369.00 
8006998,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,316-0003 GWIRE ORTHO,$55.00 
8006999,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,5028-8-350 ROD EXFIX CFBR,"$1,021.00 "
8007000,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,48553602 ROD SPIN TI STR,"$9,289.00 "
8007001,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,00-4840-045-01 SCReW BONE,$58.00 
8007002,SHARON HOSPITAL,SUPPLIES/IMPLANTS-OR,7193E DIL SURG CRV OPTH,"$1,475.00 "
