Charge Code,Charge Description, Charge Amount ,Comments
63610000,IOHEXOL 140 MG IODINE/ML INTRAVENOUS SOLUTION [10318]," $6,243.80 ",
63600002,IOTHALAMATE MEGLUMINE 60 % INJECTION (ONE STEP) [40840527], $486.00 ,
25000001,IRBESARTAN 150 MG-HYDROCHLOROTHIAZIDE 12.5 MG TABLET [25088], $50.20 ,
25000001,ISONIAZID 100 MG TABLET [4026], $24.10 ,
25000001,ISOSORBIDE DINITRATE 30 MG TABLET [4066], $17.70 ,
25000001,KETAMINE 100 MG/10 ML (10 MG/ML) IN 0.9 % SODIUM CHLORIDE IV SYRINGE [125477], $140.20 ,
25000001,KETAMINE 100 MG/ML INJECTION SOLUTION [4237], $132.80 ,
25000001,KETAMINE 100 MG/ML INJECTION SOLUTION (ONE STEP) [40841489], $132.80 ,
25000001,KETAMINE 100 MG/ML INJECTION SOLUTION (ONE STEP-IM) [40841490], $132.80 ,
25000001,LAMIVUDINE 100 MG TABLET [24419], $263.50 ,
25000001,LAMIVUDINE 50 MG PARTIAL TABLET [40841475], $132.70 ,
25000001,"LANTHANUM 1,000 MG CHEWABLE TABLET [43548]", $194.60 ,
25000001,LEFLUNOMIDE 20 MG TABLET [23873], $88.90 ,
63600002,LEVALBUTEROL 1.25 MG/3 ML SOLUTION FOR NEBULIZATION [24916], $90.50 ,
25000001,LEVETIRACETAM 750 MG TABLET [26818], $57.90 ,
25000001,LEVOCETIRIZINE 5 MG TABLET [87837], $41.60 ,
25000001,LEVOFLOXACIN 0.5 % EYE DROPS [28872]," $1,012.50 ",
25000001,LEVOTHYROXINE 137 MCG TABLET [10405], $19.20 ,
25000001,LEVOTHYROXINE 300 MCG TABLET [4427], $19.60 ,
25000001,LEVOTHYROXINE 68.5 MCG PARTIAL TABLET [40841767], $9.70 ,
25000001,LIDOCAINE-DIPHENHYD-AL-MAG-SIM 200 MG-25 MG-400 MG-40MG/30ML MOUTHWASH [40841632], $26.60 ,
25000001,"LIDOCAINE-EPINEPHRINE (PF) 1.5 %-1:200,000 INJECTION SOLUTION [15956]", $135.00 ,
25000001,LINAGLIPTIN 2.5 MG PARTIAL TABLET [40841515], $90.00 ,
25000001,LINAGLIPTIN 5 MG TABLET [109773], $222.20 ,
63600002,LINEZOLID IVPB 300 MG IN 150 ML (CC) [500118]," $1,296.00 ",
63600002,LINEZOLID IVPB 750 MG IN 375 ML (CC) [500119]," $1,296.00 ",
63600002,LINEZOLID IVPB 900 MG IN 450 ML (CC) [500120]," $1,296.00 ",
25000001,"LIPASE-PROTEASE-AMYLASE 3,000-9,500-15,000 UNIT CAPSULE,DELAYED RELEAS [111147]", $20.10 ,
25000001,LISINOPRIL 10 MG-HYDROCHLOROTHIAZIDE 12.5 MG TABLET [24711], $15.00 ,
25000001,LISINOPRIL 20 MG-HYDROCHLOROTHIAZIDE 25 MG TABLET [10453], $16.40 ,
25000001,LITHIUM CARBONATE 150 MG CAPSULE [4528], $1.90 ,
25000001,LITHIUM CARBONATE 300 MG CAPSULE [4529], $2.40 ,
25000001,LORAZEPAM 2 MG TABLET [4574], $2.10 ,
25000001,LOSARTAN 100 MG TABLET [22588], $12.20 ,
25000001,LOSARTAN 50 MG-HYDROCHLOROTHIAZIDE 12.5 MG TABLET [14958], $33.60 ,
25000001,MAGNESIUM CHLORIDE 200 MG/ML (20 %) INJECTION SOLUTION [4709], $257.90 ,
25000001,MAGNESIUM OXIDE-MAGNESIUM AMINO ACID CHELATE 133 MG TABLET [125882], $1.00 ,
63600002,MAGNESIUM SULFATE 2 GRAM/50 ML (4 %) IN WATER IVPB (CTDN) [40841469], $236.30 ,
25000001,MECLIZINE 12.5 MG TABLET [12024], $0.70 ,
25000001,MECLIZINE 25 MG TABLET [12025], $11.60 ,
25000001,MECOBALAMIN-LEVOMEFOLATE CALCIUM-PYRIDOXAL PHOS 3 MG-35 MG-2 MG TABLET [40506], $19.50 ,
25000001,MELATONIN 1 MG TABLET [82464], $0.40 ,
25000001,MELATONIN 5 MG CAPSULE [40841510], $1.50 ,
,"MEMANTINE ER 21 MG-DONEPEZIL 10 MG CAPSULE SPRINKLE,EXT.RELEASE 24 HR [180421]", $228.20 ,
63600002,MEPERIDINE (PF) 25 MG/0.5 ML INJECTION SOLUTION [108101], $33.30 ,
63600002,MEROPENEM 1 G IVPB IN 50 ML NS (CC PYXIS) [40841101], $173.60 ,
25000001,METHADONE 20 MG SOLUBLE PARTIAL TABLET [40841694], $2.30 ,
25000001,METHADONE 40 MG SOLUBLE TABLET [41938], $4.50 ,
63600002,METHOCARBAMOL 100 MG/ML INJECTION SOLUTION [4970]," $1,070.60 ",
25000001,METHSUXIMIDE 300 MG CAPSULE [10564], $69.10 ,
63600002,METHYLPREDNISOLONE 2 MG TABLET [10573], $26.20 ,
25000001,METHYLTESTOSTERONE 10 MG TABLET [4997]," $1,132.60 ",
25000001,METOPROLOL TARTRATE 100 MG TABLET [5008], $11.20 ,
63600002,METRONIDAZOLE IVPB 250 MG IN 50 ML IN (CC PYXIS) [500941], $14.90 ,
25000001,MICONAZOLE NITRATE 100 MG VAGINAL SUPPOSITORY [10603], $12.60 ,
63600002,MIDAZOLAM (VERSED) 100 MG/250 ML INFUSION (CMPD PREMIX) [40841729]," $2,227.50 ",
63600002,MIDAZOLAM 1 MG/ML INJECTION SOLUTION [40872], $46.10 ,
25000001,MIGLITOL 50 MG TABLET [20798], $49.00 ,
25000001,MILNACIPRAN 100 MG TABLET [97090], $94.20 ,
25000001,MILNACIPRAN 25 MG TABLET [97088], $94.20 ,
25000001,MINERAL OIL-CHONDRUS 2.5 ML/5 ML ORAL EMULSION [5084], $26.60 ,
25000001,MIRTAZAPINE 3.75 MG PARTIAL TABLET [40840324], $9.30 ,
25000001,MIRTAZAPINE 30 MG TABLET [17465], $37.80 ,
25000001,MOMETASONE 0.1 % TOPICAL OINTMENT [10648], $361.10 ,
25000002,MOMETASONE 200 MCG/ACTUATION HFA AEROSOL INHALER [172562]," $3,643.40 ",
63600002,MORPHINE (PF) 0.5 MG/ML INJECTION SOLUTION [29464], $406.90 ,
63600002,MORPHINE 2 MG/ML INJECTION SYRINGE [5170], $42.70 ,
63600002,MORPHINE 4 MG/ML INJECTION SYRINGE [5172], $42.70 ,
25000001,MULTIVITAMIN TABLET [5245], $0.50 ,
25000001,NADOLOL 5 MG PARTIAL TABLET [40841159], $11.60 ,
25000001,NAPROXEN SODIUM 220 MG TABLET [13135], $1.30 ,
25000001,NAPROXEN SODIUM 275 MG TABLET [5394], $31.00 ,
25000001,NARATRIPTAN 2.5 MG TABLET [22486], $398.20 ,
25000001,NATEGLINIDE 120 MG TABLET [29438], $23.40 ,
25000001,NEBIVOLOL 2.5 MG PARTIAL TABLET [40840332], $36.30 ,
25000001,NEFAZODONE 50 MG TABLET [21492], $63.30 ,
25000001,NIACIN 125 MG PARTIAL TABLET [40840334], $0.20 ,
25000001,NIACIN 25 MG PARTIAL TABLET [40840333], $0.20 ,
25000001,NIACIN 50 MG TABLET [5541], $0.40 ,
25000001,NIACINAMIDE 500 MG TABLET [5548], $0.50 ,
25000001,"NIFEDIPINE ER 60 MG TABLET,EXTENDED RELEASE [10720]", $35.00 ,
25000001,"NISOLDIPINE ER 34 MG TABLET,EXTENDED RELEASE 24 HR [91081]", $113.40 ,
25000001,NITROGLYCERIN 0.4 % (W/W) RECTAL OINTMENT [113577]," $9,895.00 ",
25000001,NITROGLYCERIN 400 MCG SUBLINGUAL POWDER IN A PACKET [180628], $110.30 ,
25000001,NITROGLYCERIN 400 MCG/SPRAY TRANSLINGUAL AEROSOL [103879]," $3,029.50 ",
25000001,NORETHINDRONE-ETHINYL ESTRADIOL 0.4 MG-35 MCG TABLET [10740], $93.50 ,
25000001,NORTRIPTYLINE 75 MG CAPSULE [5677], $57.00 ,
25800002,NS 0.9% GLASS BOTTLE 300 ML IV SOLN [40841045], $13.70 ,
25000001,NUTRITIONAL SUPPLEMENTS ORAL PACKET [117566], $27.10 ,
25000001,OLANZAPINE 10 MG DISINTEGRATING TABLET [28160], $344.30 ,
25000001,OLMESARTAN 40 MG TABLET [32763], $99.50 ,
25000001,ORLISTAT 120 MG CAPSULE [23901], $105.60 ,
25000001,OXAZEPAM 15 MG CAPSULE [5931], $14.90 ,
25000001,"OXYMORPHONE ER 7.5 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR [161116]", $61.90 ,
25000001,"PALIPERIDONE ER 6 MG TABLET,EXTENDED RELEASE 24 HR [78065]", $412.60 ,
25000001,PANTOTHENIC ACID (VIT B5) 500 MG TABLET [6029], $0.80 ,
25000001,PAROXETINE 10 MG/5 ML ORAL SUSPENSION [22959], $26.60 ,
25000001,PAROXETINE 30 MG TABLET [10856], $38.10 ,
63600002,"PENICILLIN G BENZATHINE 2,400,000 UNIT/4 ML INTRAMUSCULAR SYRINGE [108050]"," $5,224.10 ",
63600002,PENICILLIN G PROCAINE 1.2 MILLION UNIT/2 ML INTRAMUSCULAR SYRINGE [118128], $895.50 ,
25000001,PH TEST 15 FEET [120861],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,PHENTOLAMINE 5 MG INJECTION SOLUTION [10947]," $6,885.00 ",
25000001,PHENYLEPHRINE 0.25 %-COCOA BUTTER 88.44 % RECTAL SUPPOSITORY [168819], $7.60 ,
25000001,PHENYLEPHRINE 1 % NASAL DROPS [6245], $53.90 ,
25000001,PHENYLEPHRINE 1 % NASAL SPRAY [117036], $57.80 ,
25000001,PINDOLOL 10 MG TABLET [6296], $24.30 ,
25000001,PIOGLITAZONE 30 MG TABLET [25529], $320.70 ,
63600002,PIPERACILLIN-TAZOBACTAM 3.375GM IN 50 ML (CC ER PYXIS) [40840930], $370.60 ,
25000001,POLYETHYLENE GLYCOL 3350 17 GRAM/DOSE ORAL POWDER [24984], $122.10 ,
63600002,PORFIMER 75 MG INTRAVENOUS SOLUTION [14472]," $138,413.40 ",
25000001,POTASSIUM CHLORIDE 20 MEQ ORAL PACKET [6434], $137.80 ,
63600002,POTASSIUM CHLORIDE 20 MEQ/50 ML IN STERILE WATER INTRAVENOUS PIGGYBACK [11077], $52.70 ,
63600002,POTASSIUM CHLORIDE 20 MEQ/50 ML IVPB (CTDN) [40841465], $43.20 ,
25000001,POTASSIUM CHLORIDE 40 MEQ/15 ML ORAL LIQUID [6433], $26.60 ,
25000001,"POTASSIUM CHLORIDE ER 10 MEQ TABLET,EXTENDED RELEASE [6436]", $8.80 ,
25000001,"POTASSIUM CITRATE-CITRIC ACID 1,100 MG-334 MG/5 ML ORAL SOLUTION [22646]", $26.60 ,
25000001,POVIDONE (BULK) K-30 POWDER [23281]," $1,691.60 ",
25000001,PRAMIPEXOLE 1 MG TABLET [21288], $43.80 ,
25000001,PRAZOSIN 5 MG CAPSULE [6470], $29.50 ,
25000001,PREDNISOLONE 5 MG TABLET [6483], $227.80 ,
63600002,PREDNISOLONE SODIUM PHOSPHATE 5 MG BASE/5 ML (6.7 MG/5 ML) ORAL SOLN [11118], $26.60 ,
63600002,PREDNISONE 0.5 MG PARTIAL TABLET [40842187], $0.90 ,
25000001,PROPAFENONE 225 MG TABLET [11147], $31.50 ,
25000001,PROPRANOLOL 80 MG TABLET [6660], $13.10 ,
25000001,PSYLLIUM HUSK 6 GRAM ORAL POWDER PACKET [166033], $4.40 ,
25000001,PSYLLIUM ORAL PACKET [24190], $6.30 ,
25000001,"QUETIAPINE ER 300 MG TABLET,EXTENDED RELEASE 24 HR [82090]", $344.80 ,
25000001,"QUETIAPINE ER 400 MG TABLET,EXTENDED RELEASE 24 HR [82091]", $405.20 ,
25000001,"QUETIAPINE ER 50 MG TABLET,EXTENDED RELEASE 24 HR [95676]", $133.10 ,
25000001,QUINAPRIL 10 MG TABLET [11251], $16.50 ,
63600002,"RABIES VACCINE,HUMAN DIPLOID (PF) 2.5 UNIT INTRAMUSCULAR SOLUTION [11257]"," $5,498.10 ",
25000001,REPAGLINIDE 1 MG TABLET [22586], $49.50 ,
25000001,RIBOFLAVIN (VITAMIN B2) 25 MG TABLET [116080], $0.40 ,
25000001,RISPERIDONE 2 MG TABLET [18311], $53.20 ,
25000001,RITONAVIR 80 MG/ML ORAL SOLUTION [16440], $26.60 ,
25000001,RIVASTIGMINE 6 MG CAPSULE [28281], $57.00 ,
25000001,ROPINIROLE 0.5 MG TABLET [21800], $33.80 ,
25000001,ROPINIROLE 4 MG TABLET [26429], $35.10 ,
25000001,ROSIGLITAZONE 1 MG PARTIAL TABLET [40840365], $21.50 ,
25000001,ROSIGLITAZONE 2 MG TABLET [25251], $61.70 ,
25000001,ROSIGLITAZONE 4 MG TABLET [25252], $91.60 ,
25000001,ROSUVASTATIN 40 MG TABLET [35136], $140.90 ,
25000001,SALIVA STIMULANT COMBINATION NO.7 ORAL MUCOSAL GEL [181838], $63.60 ,
25000001,SALSALATE 750 MG TABLET [7035], $12.20 ,
25000001,SENNA LEAF EXTRACT 176 MG/5 ML SYRUP [122848], $3.50 ,
25000001,SENNOSIDES 8.6 MG-DOCUSATE SODIUM 50 MG TABLET [24216], $0.70 ,
25000001,SERTRALINE 100 MG TABLET [11350], $36.70 ,
25000001,SIMETHICONE 40 MG PARTIAL CHEWABLE TABLET [40840183], $0.40 ,
25000001,SIMVASTATIN 80 MG TABLET [23449], $66.20 ,
63600002,SIROLIMUS 1 MG TABLET [28958], $473.70 ,
25000001,SITAGLIPTIN 25 MG TABLET [77615], $232.00 ,
25000001,SODIUM CHLORIDE 2 % EYE DROPS [11404], $246.10 ,
63600002,SODIUM HYALURONATE 10 MG/ML INTRA-ARTICULAR SYRINGE [108111]," $3,078.00 ",
25000001,SODIUM POLYSTYRENE SULFONATE 15 GRAM-SORBITOL 20 GRAM/60 ML ORAL SUSP [180318], $26.60 ,
25000001,SPIRONOLACTONE 100 MG TABLET [11425], $20.00 ,
25000001,STAVUDINE 15 MG CAPSULE [13308], $82.30 ,
25000001,STAVUDINE 30 MG CAPSULE [13310], $90.80 ,
25000001,SULFANILAMIDE 15 % VAGINAL CREAM [7560]," $3,662.90 ",
25000001,SUMATRIPTAN 50 MG TABLET [15328], $339.40 ,
25000001,TERAZOSIN 2 MG CAPSULE [14551], $21.70 ,
25000001,TERCONAZOLE 80 MG VAGINAL SUPPOSITORY [11512], $440.50 ,
25000001,TESTOSTERONE 2 MG/24 HOUR TRANSDERMAL 24 HOUR PATCH [112807], $151.90 ,
25000001,THEOPHYLLINE 80 MG/15 ML ORAL ELIXIR [7820], $26.60 ,
25000001,"THEOPHYLLINE ER 100 MG CAPSULE,EXTENDED RELEASE 24 HR [27418]", $32.40 ,
25000001,"THEOPHYLLINE ER 200 MG TABLET,EXTENDED RELEASE,12 HR [27613]", $7.70 ,
25000001,"THEOPHYLLINE ER 400 MG CAPSULE,EXTENDED RELEASE 24 HR [31783]", $83.30 ,
25000001,"THEOPHYLLINE ER 600 MG TABLET,EXTENDED RELEASE 24 HR [117125]", $26.50 ,
25000001,TIMOLOL 0.5 % EYE DROPS [15115]," $1,971.00 ",
25000001,TIOTROPIUM BROMIDE 2.5 MCG/ACTUATION MIST FOR INHALATION [171742]," $6,442.20 ",
63600002,TOBRAMYCIN SULFATE 40 MG/ML (RESPIRATORY USE ONLY) [40841181], $55.00 ,
25000001,TOLAZAMIDE 500 MG TABLET [8007], $47.20 ,
25000001,TOLTERODINE 2 MG TABLET [22783], $119.10 ,
25000001,TOPIRAMATE 25 MG SPRINKLE CAPSULE [27642], $39.50 ,
63600002,TOPOTECAN 4 MG/4 ML (1 MG/ML) INTRAVENOUS SOLUTION [108590]," $2,430.00 ",
25000001,TORSEMIDE 10 MG TABLET [18292], $9.50 ,
25000001,TORSEMIDE 2.5 MG PARTIAL TABLET [40840388], $2.40 ,
25000001,TORSEMIDE 5 MG PARTIAL TABLET [40840387], $4.80 ,
25000001,"TRAMADOL ER 100 MG TABLET,EXTENDED RELEASE 24HR MPHASE [97204]", $63.60 ,
25000001,TRANDOLAPRIL 4 MG TABLET [17019], $15.90 ,
63600002,TRASTUZUMAB 440 MG INTRAVENOUS SOLUTION [24053]," $55,238.50 ",
63600002,TREPROSTINIL SODIUM 10 MG/ML INJECTION SOLUTION [32934]," $198,990.00 ",
25000001,TRETINOIN 50 MG/ 20 ML SOLN FOR NG (CONCORD) [40841035], $26.60 ,
25000001,TRIFLURIDINE 1 % EYE DROPS [11595]," $3,009.70 ",
25000001,UREA 20 % TOPICAL CREAM [19776], $161.80 ,
25000001,UREA 40 % TOPICAL CREAM [11620]," $1,398.70 ",
25000001,URINE GLUCOSE-KETONES TEST STRIPS [116549],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,VALACYCLOVIR 1 GRAM TABLET [13132], $338.30 ,
25000001,VALPROIC ACID 250 MG CAPSULE [8429], $10.80 ,
63600002,VANCOMYCIN 500 MG/100 ML IN DEXTROSE 5 % INTRAVENOUS PIGGYBACK [11632], $106.70 ,
63600002,VANCOMYCIN IVPB 1.5 G IN D5W 250 ML (CC ED PYXIS) [40841451], $121.50 ,
63600002,VECURONIUM BROMIDE 20 MG INTRAVENOUS SOLUTION [11635], $286.90 ,
25000001,VENLAFAXINE 75 MG TABLET [12206], $29.50 ,
25000001,"VERAPAMIL ER (PM) 200 MG CAPSULE 24HR PELLET CT,EXT.RELEASE [88031]", $34.10 ,
25000001,"VERAPAMIL ER 240 MG 24 HR CAPSULE,EXTENDED RELEASE [23151]", $31.00 ,
25000001,"VIT D3-FOLIC ACID-VIT B2-B6-B12 2,000 UNIT-800 MCG-0.32 MG TABLET [160476]", $4.20 ,
25000001,VIT E-WHEAT GERM-ALOE VERA TOPICAL OINTMENT [81693], $46.20 ,
25000001,"VITAMIN E (DL, ACETATE) 100 UNIT CAPSULE [123071]", $0.50 ,
25000001,VITAMIN E 200 UNIT CAPSULE [8700], $0.70 ,
25000001,VITAMIN E 400 UNIT CAPSULE [8701], $1.40 ,
25000001,VITAMINS A AND D-WHITE PETROLATUM-LANOLIN TOPICAL OINTMENT [8723], $43.70 ,
25000001,WATER ORAL LIQUID [14786],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,WHISKY [40841413],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,WHITE PETROLATUM 41 % TOPICAL OINTMENT [121116], $74.30 ,
25000001,WHITE PETROLATUM TOPICAL OINTMENT [11408], $34.90 ,
25000001,WITCH HAZEL-GLYCERIN (HAMAMEL) TOPICAL PADS [11678], $2.00 ,
25000001,ZALEPLON 10 MG CAPSULE [25998], $174.40 ,
25000001,ZILEUTON 600 MG TABLET [91001], $507.50 ,
25000001,ZINC GLUCONATE 50 MG TABLET [8872], $0.80 ,
25000001,ZINC OXIDE-COD LIVER OIL 40 % TOPICAL OINTMENT [117455], $28.00 ,
25000001,ZIPRASIDONE 40 MG CAPSULE [29779], $121.10 ,
25000001,ZIPRASIDONE 60 MG CAPSULE [29780], $146.90 ,
25000001,ZIPRASIDONE 80 MG CAPSULE [29781], $146.90 ,
25000001,ZOLMITRIPTAN 2.5 MG DISINTEGRATING TABLET [29868], $676.80 ,
25000001,ZOLMITRIPTAN 5 MG TABLET [22219]," $1,578.80 ",
25000001,ACYCLOVIR 400 MG TABLET [8971], $50.60 ,
25000001,"ALPRAZOLAM ER 0.5 MG TABLET,EXTENDED RELEASE 24 HR [35864]", $29.10 ,
25000001,ALUM-SAL ACID-MENTHOL-CAMPHOR TOPICAL OINTMENT [40841106], $23.10 ,
25000001,AMOXICILLIN 250 MG CHEWABLE TABLET [452], $9.20 ,
63600002,"ARIPIPRAZOLE ER 300 MG INTRAMUSCULAR SUSPENSION,EXTENDED RELEASE [165093]"," $25,140.30 ",
63600002,"ARIPIPRAZOLE ER 400 MG INTRAMUSCULAR SUSPENSION,EXTENDED RELEASE [165094]"," $33,520.40 ",
25000001,ARIPIPRAZOLE LAUROXIL INFO [40841580],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,ARIPIPRAZOLE MAINTENA INFO [40841229],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,BECLOMETHASONE DIPROP 40 MCG/ACTUATION HFA BREATH ACTIVATED AEROSOL [184680]," $2,742.40 ",
25000001,BECLOMETHASONE DIPROP 80 MCG/ACTUATION HFA BREATH ACTIVATED AEROSOL [184681]," $3,671.90 ",
25000001,BREXPIPRAZOLE 1 MG TABLET [175177], $599.10 ,
25000001,BUPRENORPHINE 8 MG-NALOXONE 2 MG SUBLINGUAL TABLET [34714], $140.70 ,
25000001,CAMPHOR-METHYL SALICYLATE-MENTHOL TOPICAL PATCH [24708], $1.70 ,
25000001,CARIPRAZINE 1.5 MG CAPSULE [177409], $648.50 ,
25000001,CARIPRAZINE 3 MG CAPSULE [177410], $648.50 ,
25000001,"DEXTROAMPHETAMINE-AMPHETAMINE ER 10 MG 24HR CAPSULE,EXTEND RELEASE [31587]", $95.20 ,
25000001,"DEXTROAMPHETAMINE-AMPHETAMINE ER 5 MG 24HR CAPSULE,EXTEND RELEASE [33005]", $82.80 ,
25000001,DEXTROSE-DEXTRIN-MALTOSE 24 GRAM/31 GRAM ORAL GEL [165530], $60.30 ,
25000001,DIPHENHYDRAMINE 25 MG TABLET [2505], $0.90 ,
25000001,DONEPEZIL 5 MG DISINTEGRATING TABLET [41135], $105.20 ,
25000001,DOXYCYCLINE HYCLATE 100 MG TABLET [2625], $83.00 ,
25000001,ERYTHROMYCIN 250 MG TABLET [2889], $188.00 ,
25000001,"ERYTHROMYCIN 250 MG TABLET,DELAYED RELEASE [116538]", $119.30 ,
25000001,"ERYTHROMYCIN 333 MG TABLET,DELAYED RELEASE [2892]", $150.10 ,
25000001,ERYTHROMYCIN 500 MG PARTICLES IN TABLET [9954], $145.40 ,
25000001,ERYTHROMYCIN 500 MG TABLET [2890], $283.40 ,
25000001,ERYTHROMYCIN ETHYLSUCCINATE 400 MG TABLET [2901], $197.30 ,
25000001,ERYTHROMYCIN STEARATE 250 MG TABLET [2904], $177.30 ,
25000001,ETONOGESTREL IMPLANT INFO [40841712],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,FERROUS SULFATE 220 MG (44 MG IRON)/5 ML ORAL SOLUTION [3069], $26.60 ,
25000001,FLUPHENAZINE DECANOATE INFO [40841225],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,GLUCAGON (HUMAN RECOMBINANT) 1 MG INJECTION KIT [41581]," $4,549.00 ",
25000001,"GUANFACINE ER 1 MG TABLET,EXTENDED RELEASE 24 HR [99835]", $157.40 ,
25000001,"GUANFACINE ER 2 MG TABLET,EXTENDED RELEASE 24 HR [99836]", $157.40 ,
25000001,HALOPERIDOL 10 MG TABLET [3580], $27.20 ,
25000001,HALOPERIDOL DECANOATE INFO [40841226],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,INHALATIONAL SPACING DEVICE [120710], $561.60 ,
63600002,INSULIN GLARGINE (U-100) 100 UNIT/ML SUBCUTANEOUS SOLUTION [28282]," $4,366.60 ",
25000001,IPRATROPIUM 20 MCG-ALBUTEROL 100 MCG/ACTUATION MIST FOR INHALATION [171752]," $6,034.70 ",
25000001,IPRATROPIUM BROMIDE 17 MCG/ACTUATION HFA AEROSOL INHALER [41142]," $5,821.50 ",
25000001,LAMOTRIGINE 5 MG CHEWABLE DISPERSIBLE TABLET [104568], $41.30 ,
25000001,LEVOMEFOLATE CALCIUM 7.5 MG TABLET [70769], $40.10 ,
25000001,"LEVOMILNACIPRAN ER 20 MG CAPSULE,24 HR,EXTENDED RELEASE [168596]", $193.80 ,
25000001,LEVONORGESTREL IMPLANT INFO [40841698],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,LICE KIT [40841100], $64.80 ,
25000001,LISDEXAMFETAMINE 30 MG CAPSULE [81474], $159.30 ,
25000001,LITHIUM CITRATE 8 MEQ/5 ML (5 ML) ORAL SOLUTION [160884], $26.60 ,
25000001,"MAGNESIUM L-LACTATE ER 84 MG TABLET,EXTENDED RELEASE [4715]", $4.20 ,
25000001,MAOI WITHIN 14 DAYS [40841236],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,MEDROXYPROGESTERONE (DEPO-PROVERA) INFO [40841679],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,MEDROXYPROGESTERONE 5 MG TABLET [4856], $6.40 ,
25000001,MENTHOL 4 % TOPICAL GEL [165952], $79.30 ,
25000001,METHYLPHENIDATE 10 MG TABLET [4986], $14.30 ,
25000001,"METHYLPHENIDATE ER 18 MG TABLET,EXTENDED RELEASE 24 HR [28750]", $131.40 ,
25000001,MODAFINIL 200 MG TABLET [24703], $450.10 ,
25000001,MUPIROCIN 2 % (1 G) TOP OINT [40841175], $52.50 ,
25000001,NALTREXONE INFO [40841579],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,NAPHAZOLINE-PHENIRAMINE 0.02675 %-0.315 % EYE DROPS [15058], $70.70 ,
25000001,"NEOMYCIN 3.5 MG-POLYMYXIN 10,000 UNIT-HYDROCORT 10 MG/ML EYE DROP,SUSP [35126]"," $2,099.10 ",
25000001,NICOTINE 10 MG INHALATION CARTRIDGE [22150], $40.20 ,
25000001,OLANZAPINE 10 MG TABLET [17937], $268.90 ,
25000001,PALIPERIDONE SUSTENNA INFO [40841227],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PALIPERIDONE TRINZA INFO [40841581],,"Place holder,static, order communication, zero charge item or charge panel"
,PATIENT'S OWN BULK MED [40841177],,"Place holder,static, order communication, zero charge item or charge panel"
25000001,PERMETHRIN 1 % TOPICAL LIQUID [10918], $136.30 ,
25000001,PERPHENAZINE 8 MG TABLET [6159], $44.10 ,
25000001,PHENOBARB-HYOSCYAMN-ATROPINE-SCOP 16.2 MG-0.1037 MG-0.0194 MG TABLET [28134], $144.30 ,
25000001,PHENYLEPHRINE 0.25 %-PRAMOXINE 1 %-GLYCERIN-WH.PETROLATUM RECTAL CREAM [77868], $91.00 ,
25000001,PRAMIPEXOLE 0.25 MG TABLET [21290], $39.40 ,
25000001,PREGNANCY TEST KIT [6753], $113.30 ,
25000001,QUETIAPINE 300 MG TABLET [29267], $216.30 ,
25000001,QUETIAPINE 400 MG TABLET [70398], $269.20 ,
25000001,QUETIAPINE 50 MG TABLET [70397], $88.70 ,
25000001,"QUETIAPINE ER 150 MG TABLET,EXTENDED RELEASE 24 HR [96233]", $238.90 ,
25000001,RISPERIDONE 3 MG TABLET [18312], $62.40 ,
25000001,RISPERIDONE CONSTA INFO [40841228],,"Place holder,static, order communication, zero charge item or charge panel"
63600002,RISPERIDONE MICROSPHERES 12.5 MG/2 ML INTRAMUSCULAR SYRINGE [81838]," $2,931.40 ",
63600002,RISPERIDONE MICROSPHERES 50 MG/2 ML INTRAMUSCULAR SYRINGE [37239]," $14,693.20 ",
25000001,SPINOSAD 0.9 % TOPICAL SUSPENSION [108426]," $3,888.00 ",
25000001,TRIFLUOPERAZINE 5 MG TABLET [8164], $22.00 ,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
