HOSPITAL NAME:   FOOTHILLS REGIONAL MEDICAL CENTER,,,,
OSHPD ID:   106301357,,,,
EFFECTIVE DATE OF SERVICE:   06-01-2018,,,,
,,,,
,,,,
Fac,Charge #,Description,Price,GL Key
513,47802053, ST-CM LANG COMP CURRENT STATUS ,0.01,4780
513,47802061, ST-CM LANG COMP GOAL STATUS    ,0.01,4780
513,47802079, ST-CM LANG COMP D/C STATUS     ,0.01,4780
513,47802087, ST-CM LANG EXPRESS CRNT STATUS ,0.01,4780
513,47802095, ST-CM LANG EXPRESS GOAL STATUS ,0.01,4780
513,47802103, ST-CM EXPRESS D/C STATUS       ,0.01,4780
513,47802111, ST-CM ATTEN CURRENT STATUS     ,0.01,4780
513,47802129, ST-CM ATTEN GOAL STATUS        ,0.01,4780
513,47802137, ST-CM ATTEN D/C STATUS         ,0.01,4780
513,47802145, ST-CM MEMORY CURRENT STATUS    ,0.01,4780
513,47802152, ST-CM MEMORY GOAL STATUS       ,0.01,4780
513,47802160, ST-CM MEMORY D/C STATUS        ,0.01,4780
513,47802178, ST-CM VOICE CURRENT STATUS     ,0.01,4780
513,47802186, ST-CM VOICE GOAL STATUS        ,0.01,4780
513,47802194, ST-CM VOICE D/C STATUS         ,0.01,4780
513,47802202, ST-CM SPEECH LANG CRNT STATUS  ,0.01,4780
513,47802210, ST-CM SPEECH LANG GOAL STATUS  ,0.01,4780
513,47802228, ST-CM SPEECH LANG D/C STATUS   ,0.01,4780
513,47900048, OT ELEC STIM ATTEND EA 15 MIN  ,120,4790
513,47900063, OT THERAPEUTIC EX EA 15        ,296,4790
513,47900089, OT NEURO MUSCULAR RE-ED        ,142,4790
513,47900105, OT THERAPEUTIC ACTIVE EA 15    ,312,4790
513,47900121, OT ADL TRAINING EA 15 MIN      ,312,4790
513,47900147, OT COMMUNITY/WORK TRAIN        ,374,4790
513,47900162, OT EXTREMITY TEST EA 15 MIN    ,144,4790
513,47900188, OT ORTHOTICS TRAIN EA 15 MIN   ,301,4790
513,47900196, OT SELF-CARE HOME TRAIN/15M    ,146,4790
513,47900204, OT SOFT TISSUE MOB/15M         ,146,4790
513,47900212, OT SPLINT ADJUST/15M           ,146,4790
513,47900220, OT WHEELCHAIR TRAIN/15M        ,146,4790
513,47900238, OT ORTHOTIC FIT/TRAIN          ,293,4790
513,47900246, OT PROSTHETIC TRAIN            ,293,4790
513,47900253, OT NEUROMUSC RE-ED/15M         ,146,4790
513,47900261, OT HOT OR COLD PACK EA TX      ,136,4790
513,47900279, OT CONTRAST BATH EA 15MIN      ,154,4790
513,47900287, OT ELECTRICAL STIM EA TX UNATT ,121,4790
513,47900295, OT PARAFFIN BATH               ,131,4790
513,47900303, OT TENS                        ,146,4790
513,47900311, OT ULTRASOUND EA 15 MIN        ,152,4790
513,47900329, OT-CH MOBILITY CURRENT STATUS  ,0.01,4790
513,47900337, OT-CH MOBILITY GOAL STATUS     ,0.01,4790
513,47900345, OT-CH MOBILITY D/C STATUS      ,0.01,4790
513,47900352, OT-CH BODY POS CURRENT STATUS  ,0.01,4790
513,47900360, OT-CH POS GOAL STATUS          ,0.01,4790
513,47900378, OT-CH BODY POS D/C STATUS      ,0.01,4790
513,47900386, OT-CHCARRY CURRENT STATUS      ,0.01,4790
513,47900394, OT-CH CARRY GOAL STATUS        ,0.01,4790
513,47900402, OT-CH CARRY D/C STATUS         ,0.01,4790
513,47900410, OT-CH SELF CARE CURRENT STATUS ,0.01,4790
513,47900428, OT-CH SELF CARE GOAL STATUS    ,0.01,4790
513,47900436, OT-CH SELF CARE D/C STATUS     ,0.01,4790
513,47900444, OT-CH OTH PRIM CURRENT STATUS  ,0.01,4790
513,47900451, OT-CH PRIMARY GOAL STATUS      ,0.01,4790
513,47900469, OT-CH OTH PRIM GOAL D/C STATUS ,0.01,4790
513,47900477, OT-CH OTH SECOND CURRENT STAT  ,0.01,4790
513,47900485, OT-CH OTH SECOND GOAL STATUS   ,0.01,4790
513,47900493, OT-CH SECONDARY D/C STATUS     ,0.01,4790
513,47900501, OT-CI MOBILITY CURRENT STATUS  ,0.01,4790
513,47900519, OT-CI MOBILITY GOAL STATUS     ,0.01,4790
513,47900527, OT-CI MOBILITY D/C STATUS      ,0.01,4790
513,47900535, OT-CI BODY POS CURRENT STATUS  ,0.01,4790
513,47900543, OT-CI BODY POS GOAL STATUS     ,0.01,4790
513,47900550, OT-CI BODY POS D/C STATUS      ,0.01,4790
513,47900568, OT-CI CARRY CURRENT STATUS     ,0.01,4790
513,47900576, OT-CI CARRY GOAL STATUS        ,0.01,4790
513,47900584, OT-CI CARRY D/C STATUS         ,0.01,4790
513,47900592, OT-CI SELF CARE CURRENT STATUS ,0.01,4790
513,47900600, OT-CI SELF CARE GOAL STATUS    ,0.01,4790
513,47900618, OT-CI SELF CARE S/C STATUS     ,0.01,4790
513,47900626, OT-CI OTH PRIM CURRENT STATUS  ,0.01,4790
513,47900634, OT-CI OTH PRIM GOAL STATUS     ,0.01,4790
513,47900642, OT-CI OTH PRIM D/C STATUS      ,0.01,4790
513,47900659, OT-CI OTH SEC CURRENT STATUS   ,0.01,4790
513,47900667, OT-CI OTH SECOND GOAL STATUS   ,0.01,4790
513,47900675, OT-CI OTH SECOND D/C STATUS    ,0.01,4790
513,47900683, OT-CJ MOBILITY CURRENT STATUS  ,0.01,4790
513,47900691, OT-CJ MOBILITY GOAL STATUS     ,0.01,4790
513,47900709, OT-CJ MOBILITY D/C STATUS      ,0.01,4790
513,47900717, OT-CJ BODY POS CURRENT STATUS  ,0.01,4790
513,47900725, OT-CJ BODY POS GOAL STATUS     ,0.01,4790
513,47900733, OT-CJ BODY POS D/C STATUS      ,0.01,4790
513,47900741, OT-CJ CARRY CURRENT STATUS     ,0.01,4790
513,47900758, OT-CJ CARRY GOAL STATUS        ,0.01,4790
513,47900766, OT-CJ SELF CARE CURRENT STATUS ,0.01,4790
513,47900774, OT-CJ SELF CARE CURRENT STATUS ,0.01,4790
513,47900782, OT-CJ SELF CARE GOAL STATUS    ,0.01,4790
513,47900790, OT-CJ SELF CARE D/C STATUS     ,0.01,4790
513,47900808, OT-CJ OTH PRIM CURRENT STATUS  ,0.01,4790
513,47900816, OT-CJ OTH PRIM GOAL STATUS     ,0.01,4790
513,47900824, OT-CJ OTH PRIM D/C STATUS      ,0.01,4790
513,47900832, OT-CJ OTH SEC CURRENT STATUS   ,0.01,4790
513,47900840, OT-CJ OTH SECOND GOAL STATUS   ,0.01,4790
513,47900857, OT-CJ OTH SECOND D/C STATUS    ,0.01,4790
513,47900865, OT-CK MOBILITY CURRENT STATUS  ,0.01,4790
513,47900873, OT-CK MOBILITY GOAL STATUS     ,0.01,4790
513,47900881, OT-CK MOBILITY D/C STATUS      ,0.01,4790
513,47900899, OT-CK BODY POS CURRENT STATUS  ,0.01,4790
513,47900907, OT-CK BODY POS GOAL STATUS     ,0.01,4790
513,47900915, OT-CK BODY POS D/C STATUS      ,0.01,4790
513,47900923, OT-CK CARRY CURRENT STATUS     ,0.01,4790
513,47900931, OT-CK CARRY GOAL STATUS        ,0.01,4790
513,47900949, OT-CK CARRY D/C STATUS         ,0.01,4790
513,47900956, OT-CK SELF CARE CURRENT STATUS ,0.01,4790
513,47900964, OT-CK SELF CARE GOAL STATUS    ,0.01,4790
513,47900972, OT-CK SELF CARE D/C STATUS     ,0.01,4790
513,47900980, OT-CK OTH PRIM CURRENT STATUS  ,0.01,4790
513,47900998, OT-CK OTH PRIM GOAL STATUS     ,0.01,4790
513,47901004, OT-CK OTH PRIM D/C STATUS      ,0.01,4790
513,47901012, OT-CK OTH SEC CURRENT STATUS   ,0.01,4790
513,47901020, OT-CK OTH SEC GOAL STATUS      ,0.01,4790
513,47901038, OT-CK OTH SEC D/C STATUS       ,0.01,4790
513,47901046, OT-CL MOBILITY CURRENT STATUS  ,0.01,4790
513,47901053, OT-CL MOBILITY GOAL STATUS     ,0.01,4790
513,47901061, OT-CL MOBILITY D/C STATUS      ,0.01,4790
513,47901079, OT-CL BODY POS CURRENT STATUS  ,0.01,4790
513,47901087, OT-CL BODY POS GOAL STATUS     ,0.01,4790
513,47901095, OT-CL BODY POS D/C STATUS      ,0.01,4790
513,47901103, OT-CL CARRY CURRENT STATUS     ,0.01,4790
513,47901111, OT-CL CARRY GOAL STATUS        ,0.01,4790
513,47901129, OT-CL CARRY D/C STATUS         ,0.01,4790
513,47901137, OT-CL SELF CARE CURRENT STATUS ,0.01,4790
513,47901145, OT-CL SELF CARE GOAL STATUS    ,0.01,4790
513,47901152, OT-CL SELF CARE D/C STATUS     ,0.01,4790
513,47901160, OT-CL OTH PRIM CURRENT STATUS  ,0.01,4790
513,47901178, OT-CL OTH PRIM GOAL STATUS     ,0.01,4790
513,47901186, OT-CL OTH PRIMARY D/C STATUS   ,0.01,4790
513,47901194, OT-CL OTH SEC CURRENT STATUS   ,0.01,4790
513,47901202, OT-CL OTH SEC GOAL STATUS      ,0.01,4790
513,47901210, OT-CL OTH SEC D/C STATUS       ,0.01,4790
513,47901228, OT-CM MOBILITY CURRENT STATUS  ,0.01,4790
513,47901236, OT-CM MOBILITY GOAL STATUS     ,0.01,4790
513,47901244, OT-CM MOBILITY D/C STATUS      ,0.01,4790
513,47901251, OT-CM BODY POS CURRENT STATUS  ,0.01,4790
513,47901269, OT-CM BODY POS GOAL STATUS     ,0.01,4790
513,47901277, OT-CM BODY POS D/C STATUS      ,0.01,4790
513,47901285, OT-CM CARRY CURRENT STATUS     ,0.01,4790
513,47901293, OT-CM CARRY GOAL STATUS        ,0.01,4790
513,47901301, OT-CM CARRY D/C STATUS         ,0.01,4790
513,47901319, OT-CM SELF CARE CURRENT STATUS ,0.01,4790
513,47901327, OT-CM SELF CARE GOAL STATUS    ,0.01,4790
513,47901335, OT-CM SELF CARE D/C STATUS     ,0.01,4790
513,47901343, OT-CM OTH PRIM CURRENT STATUS  ,0.01,4790
513,47901350, OT-CM OTH PRIM GOAL STATUS     ,0.01,4790
513,47901368, OT-CM OTH PRIMARY D/C STATUS   ,0.01,4790
513,47901376, OT-CM OTH SEC CURRENT STATUS   ,0.01,4790
513,47901384, OT-CM OTH SEC GOAL STATUS      ,0.01,4790
513,47901392, OT-CM OTH SEC D/C STATUS       ,0.01,4790
513,47901400, OT-CN MOBILITY CURRENT STATUS  ,0.01,4790
513,47901418, OT-CN MOBILITY GOAL STATUS     ,0.01,4790
513,47901426, OT-CN MOBILITY D/C STATUS      ,0.01,4790
513,47901434, OT-CN BODY POS CURRENT STATUS  ,0.01,4790
513,47901442, OT-CN BODY POS GOAL STATUS     ,0.01,4790
513,47901459, OT-CN BODY POS D/C STATUS      ,0.01,4790
513,47901467, OT-CN CARRY CURRENT STATUS     ,0.01,4790
513,47901475, OT-CN CARRY GOAL STATUS        ,0.01,4790
513,47901483, OT-CN CARRY D/C STATUS         ,0.01,4790
513,47901491, OT-CN SELF CARE CURRENT STATUS ,0.01,4790
513,47901509, OT-CN SELF CARE CURRENT STATUS ,0.01,4790
513,47901517, OT-CN SELF CARE D/C STATUS     ,0.01,4790
513,47901525, OT-CN OTH PRIM CURRENT STATUS  ,0.01,4790
513,47901533, OT-CN OTH PRIM GOAL STATUS     ,0.01,4790
513,47901541, OT-CN OTH PRIM D/C STATUS      ,0.01,4790
513,47901558, OT-CN OTH SEC CURRENT STATUS   ,0.01,4790
513,47901566, OT-CN OTH SEC GOAL STATUS      ,0.01,4790
513,47901574, OT-CN OTH SEC D/C STATUS       ,0.01,4790
513,47901582, OT EVAL LOW COMPLEX 30 MIN     ,371,4790
513,47901590, OT EVAL MOD COMPLEX 45 MIN     ,391,4790
513,47901608, OT EVAL HIGH COMPLEX 60 MIN    ,410,4790
513,47901616, OT RE-EVAL EST PLAN CARE       ,227,4790
513,50221662, SPECTRA FILMS                  ,37,4470
513,50500099, TUBE-BRONCHOENDOTRACHEAL       ,179,4470
513,50500172, SET IRRIGATION                 ,119,4470
513,50501246, ENDO 5MM HOOK ELECT PROBE + II ,177,4470
513,50501287, CARRA DRESS (ALL SIZES)        ,50,4470
513,50501303, ACCUCHECK LIGNEETS             ,3,4470
513,50501352, JAGWIRE - GUIDE WIRE           ,624,4470
513,50501394, GUIDE WIRES EXCHANGE (REPLENT) ,463,4470
513,50501402, ESPOHAGEAL BALLOON (DILATION)  ,550,4470
513,50501477, RAPID FIRE LIGATOR BAND        ,556,4470
513,50501600, ENDO POUCH PRO                 ,153,4470
513,50501626, TRAY  CATH (GROSHERG)          ,556,4470
513,50503119, HUMIDIFIER  AGUA PAK RESPIR    ,43,4470
513,50503259, BLADE  END CUTTER ARTHROSCOPIC ,331,4470
513,50503275, BLADE  FUL-RAD ARTHRO RESEC    ,439,4470
513,50504026, BAG BILE DRAINAGE              ,57,4470
513,50505197, BANDAGE COBAN                  ,15,4470
513,50507201, BLADE SAW DISPS 2IN            ,147,4470
513,50507227, BLADE SAGITTAL OR DISPOS       ,180,4470
513,50509017, BOOT BUCKS TRACTION            ,242,4470
513,50509702, BRONCHIAL BRUSH                ,97,4470
513,50514389, CATH CHOLANGIOGRAPH OR         ,200,4470
513,50515568, CATH PERITONEAL                ,490,4470
513,50515832, CATH TRAY FOLEY                ,133,4470
513,50515972, CATH-AV SEQUENTIAL             ,820,4470
513,50522481, SUCTION EVACUATOR DAV 7085     ,194,4470
513,50523158, DRAIN HEMOVAC LG/MED/SM        ,209,4470
513,50525153, DRESS-DUODERM 4X4              ,53,4470
513,50525211, DRESS-FLUFFS 6 EA              ,12,4470
513,50525781, DRESS-OP SITE LG               ,21,4470
513,50527191, ELECTRODE QUII-PACE ER         ,306,4470
513,50527258, ELEC-SURG EXTEN BLADE ELECTROD ,65,4470
513,50528322, ENDOPATH NDLE PN120 & PN150 OR ,196,4470
513,50528355, ENDO FOG REDUCER CLEAR SITE OR ,51,4470
513,50530054, GELFOAM 100                    ,113,4470
513,50530427, GRAFT VASCULAR S0607           ,1983,4470
513,50531078, GUIDE WIRE LARGE               ,135,4470
513,50532308, HEMOSTAT DISP                  ,188,4470
513,50539360, ANGIOCATH                      ,33,4470
513,50539717, KIT PERCUT CATH INTRO ICU USCI ,202,4470
513,50539725, KIT PERCU INTRO DAVOL 60151 OR ,268,4470
513,50547132, NEBULIZER ADAPTER RESPIA       ,48,4470
513,50547249, NEEDLE SPINAL (O.R.)           ,111,4470
513,50547264," NEEDLE BIPOSY 14GX6"" (O.R.)    ",186,4470
513,50552132, PAD DUO-THERM 14X20 FLAT       ,124,4470
513,50553197," PLASTER RL 6""X 1'              ",30,4470
513,50560010, SCREW                          ,110,4470
513,50565522, SPLINT FINGER ALUM-FOAM OR ALL ,19,4470
513,50565654, SPLINT NASAL EXTERN MED DOME   ,150,4470
513,50566348," STENT URETERAL 4""8FRX26CM OR   ",1076,4470
513,50566405, STERILE SLEEVE OR              ,14,4470
513,50568302, STRAINER URINE                 ,4,4470
513,50570068, SUPPORT LUMBO-SACRAL           ,352,4470
513,50571504, SYRINGE 20CC & 10CC & 5CC      ,3,4470
513,50573062, SCALPEL (O.R.)                 ,25,4470
513,50573146, SLIPPERS                       ,20,4470
513,50573260, SUTURE GENERAL ER              ,64,4470
513,50573401, SWAB LEMON-GLYC                ,7,4470
513,50574409, TEMPERATURE INDICATOR CRYSTALN ,28,4470
513,50577097, TRAY-BASIC SURGERY INSTRUMENTS ,361,4470
513,50577253, TRAY-INTUBATION                ,299,4470
513,50577378, TRAY-LUMBAR PUNCTURE ADLT/PEDS ,166,4470
513,50577774, TRAY-THORACENTESIS W/NEEDLE    ,249,4470
513,50578368, TUBE-SHEPARD GROM VENT W/O W/R ,68,4470
513,50578582, TUBE-TRACHEOSTOMY  ADULT       ,285,4470
513,50589787, AUTO-SUT PREM SURGICLIP 11.5   ,325,4470
513,50589860, AUTO-SUT SURG LING LOOPS       ,113,4470
513,50590389, CAST PADDING (ALL SIZES)       ,11,4470
513,50590488, CATH HICKMAN                   ,215,4470
513,50590587, CATH SUPRAPUBLIC               ,113,4470
513,50590611, CATH URETERAL ROUND TIP        ,39,4470
513,50590744, CLOSED TRACHEAL SUCTION SYS    ,91,4470
513,50590918, D-DIAPERS NEWBORN              ,21,4470
513,50591262, ELEC BOVIE BLADE               ,69,4470
513,50591270, ELECTRODE DISPERS (BOVIE PAD)  ,84,4470
513,50591403, ET LIGACLIP (4SIZES)           ,97,4470
513,50591494, EVAC Q KWICK                   ,45,4470
513,50591635, HEPATIC II                     ,69,4470
513,50591882, SET IRRG (ALL TYPES)           ,30,4470
513,50592302, MYRINGOTOMY INSTR KIT (1)      ,198,4470
513,50592385, NEEDLE LESS                    ,3,4470
513,50592963, OT BOOT BUCKS                  ,133,4470
513,50593185, PACKING VAGINAL                ,12,4470
513,50593680, SOLTN-DIALYSIS 2L              ,53,4470
513,50594183, SURGICAL BLADE                 ,76,4470
513,50594274, SWAB ACUDYNE                   ,2,4470
513,50594290, SYRINGE 1CC TO 10CC W/NEEDLE   ,6,4470
513,50594894, TRAY PERC END GAST OR          ,296,4470
513,50595453, TUBE-SIGMOID SUCT              ,24,4470
513,50595461, TUBE-T                         ,62,4470
513,50595677, AMNI HOOK                      ,15,4470
513,50595776, BOTTLE SUC LG DISPOS           ,50,4470
513,50595891, SCLEROTHERAPY NEEDLE           ,180,4470
513,50596121, VEIN STRIPPER DISP             ,127,4470
513,50598655," STOCKNETTE BIAS 6"" STER OR     ",73,4470
513,50598689, CONTRAST READI-CAT X-RAY       ,50,4470
513,50599034, TRIPLE DYE L&D                 ,9,4470
513,50599075, TRACH VALVE SPEAKING SUBACUTE  ,186,4470
513,50599471, HEEL PROTECTOR S/SKIN SUBACUTE ,65,4470
513,50599919, CALCUM ALGINATE MEXORB         ,17,4470
513,50616804, RHOGAM UNIT                    ,531,4540
513,51801157, OXYGEN HUMIDIFIER              ,36,4720
513,51811008, PULSE OXIMETER                 ,46,4720
513,51901122, ACUTE DIALYSIS                 ,1461,4740
513,51901296, O/S THERAPEUTIC PLASMA XCHANGE ,1050,4740
513,51901304, O/S THERAPEUTIC CYTAPHERESIS   ,1100,4740
513,51901312, O/S RED CELL EXCHANGE          ,1100,4740
513,51901320, O/S STEM CELL STANDARD COLLECT ,1475,4740
513,51901338, O/S THERAPEUTIC PHLEBOTOMY     ,500,4740
513,51901346, DIALYSIS-UNSCHEDULED           ,1920,4740
513,51901353, DIALYSIS-OUTPATIENT            ,1164,4740
513,54901350, SWANZ-GANZ DAILY CHARGE        ,200,4470
513,57137119, IV SET-PRIMARY DE              ,65,4470
513,57137127, IV SET-PRIMARY FI              ,73,4470
513,57138059, IV SOL D5 250ML                ,132,4710
513,57138067, IV SOL D5 500ML                ,132,4710
513,57138075, IV SOL D5 1000ML               ,132,4710
513,57138109, IV SOL D5 0.90 NS 500ML        ,132,4710
513,57138117, IV SOL D5 0.90 NS 1000ML       ,132,4710
513,57138125, IV SOL D5 0.45 NS 500ML        ,132,4710
513,57138133, IV SOL D5 0.45 NS 1000ML       ,132,4710
513,57138141, IV SOL D5 0.20 NS 500ML        ,132,4710
513,57138158, IV SOL D5 0.20 NS 1000ML       ,132,4710
513,57138166, IV SOL D5 LR 500ML             ,132,4710
513,57138174, IV SOL D5  LR 1000ML           ,132,4710
513,57138190, IV SOL LR 500ML                ,132,4710
513,57138208, IV SOL LR 1000ML               ,132,4710
513,57138281, IV SOL 0.90 NS 250ML           ,132,4710
513,57138299, IV SOL 0.90 NS 500ML           ,132,4710
513,57138307, IV SOL 0.90 NS 1000ML          ,132,4710
513,57138323, IV SOL 0.45 NS 500ML           ,132,4710
513,57170490, ANGIOCATH                      ,44,4470
513,57170573, IV RATE CLIP                   ,7,4470
513,57170680, MINIDRIE ADM SET               ,17,4470
513,57170722, PCA - INFUSER (DAILY CHARGES)  ,80,4470
513,57170888, IV SOL 0.45 NS 1000ML          ,132,4710
513,99000101, ROOM & BOARD                   ,0,                 
513,99000119, SUBACUTE-NON VENT              ,0,                 
513,99000127, SUBACUTE-VENT                  ,0,                 
513,99000200, ROOM & BOARD                   ,0,                 
513,99000309, ROOM & BOARD                   ,0,                 
513,99000408, ROOM & BOARD                   ,0,                 
513,99000507, ROOM & BOARD                   ,0,                 
513,99000606, ROOM & BOARD                   ,0,                 
513,99000705, ROOM & BOARD                   ,0,                 
513,99000804, ROOM & BOARD                   ,0,                 
513,99000903, ROOM & BOARD                   ,0,                 
513,99001000, ROOM & BOARD                   ,0,                 
513,99001109, ROOM & BOARD                   ,0,                 
513,99001208, ROOM & BOARD                   ,0,                 
513,99001307, ROOM & BOARD                   ,0,                 
513,99001406, ROOM & BOARD                   ,0,                 
513,99001505, ROOM & BOARD                   ,0,                 
513,99001604, ROOM & BOARD                   ,0,                 
513,99001703, ROOM & BOARD                   ,0,                 
513,99001802, ROOM & BOARD                   ,0,                 
513,99001901, ROOM & BOARD                   ,0,                 
513,99002008, ROOM & BOARD                   ,0,                 
513,99002107, ROOM & BOARD                   ,0,                 
513,99002206, ROOM & BOARD                   ,0,                 
513,99010100, ROOM & BOARD                   ,0,                 
513,99010209, ROOM & BOARD                   ,0,                 
513,99010308, ROOM & BOARD                   ,0,                 
513,99010407, ROOM & BOARD                   ,0,                 
513,99010506, ROOM & BOARD                   ,0,                 
513,99010605, ROOM & BOARD                   ,0,                 
513,99010704, ROOM & BOARD                   ,0,                 
513,99010803, ROOM & BOARD                   ,0,                 
513,99010902, ROOM & BOARD                   ,0,                 
513,99011009, ROOM & BOARD                   ,0,                 
513,99011108, ROOM & BOARD                   ,0,                 
513,99011207, ROOM & BOARD                   ,0,                 
513,99011405, ROOM & BOARD                   ,0,                 
513,99011504, ROOM & BOARD                   ,0,                 
513,99011603, ROOM & BOARD                   ,0,                 
513,99011702, ROOM & BOARD                   ,0,                 
513,99012007, ROOM & BOARD                   ,0,                 
513,99012106, ROOM & BOARD                   ,0,                 
513,99012205, ROOM & BOARD                   ,0,                 
513,99012403, ROOM & BOARD                   ,0,                 
513,99012601, ROOM & BOARD                   ,0,                 
513,99012809, ROOM & BOARD                   ,0,                 
513,99020109, ROOM & BOARD                   ,0,                 
513,99020208, ROOM & BOARD                   ,0,                 
513,99020307, ROOM & BOARD                   ,0,                 
513,99020406, R&B SUB-PED/PRIV VENT          ,0,                 
513,99020505, R&B SUB-PED/PRIV NON-VENT      ,0,                 
513,99020604, R&B SUB-PED/SEMI VENT          ,0,                 
513,99020703, R&B SUB-PED/SEMI NON-VENT      ,0,                 
513,99020802, SUB-PED/VENT                   ,0,                 
513,99020901, SUB-PED/NON-VENT               ,0,                 
513,99021008, ROOM & BOARD                   ,0,                 
513,99021107, ROOM & BOARD                   ,0,                 
513,99021206, ROOM & BOARD                   ,0,                 
513,99021404, ROOM & BOARD                   ,0,                 
513,99021503, ROOM & BOARD                   ,0,                 
513,99021602, ROOM & BOARD                   ,0,                 
513,99021701, ROOM & BOARD                   ,0,                 
513,99021909, ROOM & BOARD                   ,0,                 
513,99051302, ROOM & BOARD ADMIN DAY         ,0,                 
513,99070104, PRIVATE                        ,0,                 
513,99070203, SEMI-PRIVATE                   ,0,                 
513,99070302, 3&4 BEDS                       ,0,                 
513,99070401, ICU                            ,0,                 
513,99070500, ISOLATION                      ,0,                 
513,99070609, SUB-ACUTE/NON-VENT             ,0,                 
513,99070708, SUB-ACUTE/VENT                 ,0,                 
513,99070807, CCU                            ,0,                 
513,99070906, NURSERY REGULAR                ,0,                 
513,99071003, NURSERY BOARDER                ,0,                 
513,99071102, SUB-ACUTE/NON-VENT LOA         ,0,                 
513,99071201, SUB-ACUTE/VENT LOA             ,0,                 
513,99071300, SUB-PED/VENT                   ,0,                 
513,99071409, SUB-PED/NON VENT               ,0,                 
513,99071508, SUB-PED/VENT LOA               ,0,                 
513,99071607, SUB-PED/NON-VENT LOA           ,0,                 
513,99071706, PSYCH/PRIVATE                  ,0,                 
