Description, Total Price 
HB REMOVAL SUBCUTANEOUS CARDIAC RHYTHM MONITOR," $1,500.00 "
"HB REMOVAL SUBMAND STONE, COMPLICATED", $350.00 
HB REMOVAL SUPERFICIAL IMPLANT, $250.00 
HB REMOVAL TUNNELED INTRAPERITONEAL CATHETER," $1,083.00 "
HB REMOVAL VAGINAL FOR.BODY W ANESTH," $2,503.00 "
HB REMOVAL W/ REINSERT DRUG IMPLANT DEVICE, $175.00 
"HB REMOVAL, BLOOD CLOT, ANT SEGMENT, EYE"," $2,200.00 "
HB REMOVE ELTRD/ THORACOTOMY," $4,500.00 "
HB REMOVE FB EXT EYE, $125.00 
HB REMOVE FB NASAL, $175.00 
HB REMOVE FOREARM/WRIST FOREIGN BODY," $2,926.00 "
HB REMOVE IABP PERC, $695.00 
HB REMOVE IMPACTED CERUMEN INSTRUMENTATION UNILAT, $85.00 
"HB REMOVE PELV/HIP F.B.,DEEP"," $2,926.00 "
"HB REMOVE PELV/HIP F.B.,SUBCUTANEOUS", $450.00 
"HB REMOVE PILONIDAL LESION, SIMPLE", $650.00 
HB REMOVE PLEURAL CATH TUNNELLED, $450.00 
HB REMOVE PPM LEAD SGL," $4,500.00 "
HB REMOVE SKIN TAGS ADD ON, $2.00 
HB REMOVE SUBCUT SHOULDER FOREIGN BODY, $350.00 
HB REMOVE TISSUE EXPANDER(S), $450.00 
HB REMOVE TONG/HALO APPLIED BY OTHER DR, $750.00 
HB REMOVE TUNLD CVC WO P/P," $1,550.00 "
HB REMOVE TUNLD VAD  WO P/P, $650.00 
HB REMOVE URETHERAL STENT VIA TRANSURETH, $750.00 
"HB REMOVE VENT ASST DEVICE,BIVENTRICULAR"," $2,650.00 "
"HB REMOVE VENT ASST DEVICE,SINGLE VENTRICLE"," $2,650.00 "
HB REMOVE/BIVALVE FULL ARM/LEG CAST, $175.00 
HB REMT INTRGN DEV EVAL PMKR/ICD TECH RVW (ONCE/90 DAYS), $210.00 
HB REMV F.B./STONE IN TEAR DUCT, $250.00 
"HB REMV FOREIGN BODY, KNEE/THIGH, DEEP"," $1,475.00 "
"HB REMV IRIS, PERIPH FOR GLAUCOMA"," $1,099.00 "
HB REMV PACN CARDIOV DEFIB PULS GENERATR ONLY," $2,650.00 "
HB REMV PERM PACEM PULS GENERAT ONLY," $3,500.00 "
HB REMV PERM PACEM PULS GENERAT REPL PACEM PULS GENERAT SNGL LEAD," $8,596.00 "
HB REMV TISSUE FOR GRAFT OTHR, $850.00 
HB REMV TOE BENIGN BONE LESN, $750.00 
HB REMV TRANSVS PACEM LEAD DUAL," $2,450.00 "
"HB REMVAL OF FOREIGN BODY,SHOULDER,SUB/INTRA DEEP"," $1,484.00 "
HB REMVL EMBED FB DENTOALVEOLAR STRUCTURE," $1,246.00 "
"HB REMVL IMPACTED CERUMEN 1 OR BOTH EARS,SAME DAY EXAM", $85.00 
HB REMVL OF BIVALVING SHOULDER OR HIP SPICA, $153.00 
HB RENAL BPSY TRAY, $80.00 
"HB REOPENING LAMINECTOMY FOR POSTOP HEMATOMA, INFECTION", $250.00 
HB REP LAC MOUTH FL/ANT 2/3TONG, $145.00 
"HB REP TENDON MUSCLE FOREARM/WRIST PRIMARY, SINGLE"," $1,892.00 "
"HB REPAIR BL VES DIRECT,LOW EXTREM", $550.00 
"HB REPAIR BL VES DIRECT,UP EXTREM"," $2,500.00 "
"HB REPAIR BLADDER WOUND/INJ,SIMPLE"," $1,506.00 "
HB REPAIR BLOOD VESS HAND/FING," $2,800.00 "
HB REPAIR BROW PTOSIS," $1,150.00 "
"HB REPAIR COMPLEX EYELID, NOSE, EAR, LIP 2.6-7.5 CM", $550.00 
"HB REPAIR COMPLEX FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS &  FEET; 1.1-2.5 CM", $350.00 
"HB REPAIR COMPLEX FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS & FEET; 2.6-7.5 CM", $550.00 
"HB REPAIR COMPLEX FOREHEAD, CHEEKS, CHIN, MOUTH, NECK, AXILLAE, GENITALIA, HANDS & FEET; EA ADDL 5 CM/<", $25.00 
"HB REPAIR COMPLEX SCALP, ARM, LEG 1.1-2.5 CM", $350.00 
HB REPAIR COMPLEX SCALP/ARM/LEG 2.6-7.5 CM, $550.00 
HB REPAIR COMPLEX SCALP/ARM/LEG EA ADDL 5 CM/<, $25.00 
HB REPAIR COMPLEX TRUNK 1.1-2.5 CM, $350.00 
HB REPAIR COMPLEX TRUNK 2.6-7.5 CM, $550.00 
HB REPAIR COMPLEX TRUNK EACH ADDITIONAL 5 CM/<, $25.00 
"HB REPAIR COMPLX EYELID, NOSE, EAR, LIP EA ADDL 5 CM/<", $25.00 
HB REPAIR CONJUNC LACERATN, $950.00 
"HB REPAIR CORNEA LAC, APPLY GLUE"," $1,150.00 "
"HB REPAIR CORNEA LAC, NONPERFORATING"," $1,699.00 "
"HB REPAIR CORNEA LAC, PERF, NO UVEAL"," $1,632.00 "
"HB REPAIR CORNEA LAC, PERF, RESEC UVEAL"," $1,944.00 "
"HB REPAIR DETACD RETINA, INJECT AIR/GAS"," $1,150.00 "
HB REPAIR EACH ADDNL DIGIT NERVE, $125.00 
"HB REPAIR EXTEN TENDON SHEATH, LOWER LEG"," $1,093.00 "
"HB REPAIR EXTEN TENDON, DISTAL INSERT, CLOSED", $250.00 
"HB REPAIR EXTEN TENDON, DORSUM HAND, EACH", $450.00 
"HB REPAIR EXTENSOR TENDON, PRIME OR 2NDARY, EACH"," $2,926.00 "
"HB REPAIR EYE BLOWOUT, PERIORB+IMPLANT"," $1,550.00 "
"HB REPAIR FLEX TENDON, ZONE 2, SECONDARY, EACH", $450.00 
"HB REPAIR INTERMEDIATE FACE, EARS, EYELIDS, NOSE, LIPS AND MUCOUS MEMBRANES 2.5 CM/<", $175.00 
"HB REPAIR INTERMEDIATE FACE, EARS, EYELIDS, NOSE, LIPS AND MUCOUS MEMBRANES 30.0 CM", $350.00 
"HB REPAIR INTERMEDIATE WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS & MUCOUS MEMBRANES 12.6-20.0CM", $350.00 
"HB REPAIR INTERMEDIATE WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS & MUCOUS MEMBRANES 2.6-5.0 CM", $175.00 
"HB REPAIR INTERMEDIATE WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS & MUCOUS MEMBRANES 20.1-30.0CM", $350.00 
"HB REPAIR INTERMEDIATE WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS & MUCOUS MEMBRANES 5.1-7.5 CM", $175.00 
"HB REPAIR INTERMEDIATE WOUNDS OF FACE, EARS, EYELIDS, NOSE, LIPS & MUCOUS MEMBRANES 7.6-12.5 CM", $250.00 
"HB REPAIR INTERMEDIATE WOUNDS OF NECK, HANDS, FEET AND EXTERNAL GENITALIA >30.0 CM", $750.00 
"HB REPAIR INTERMEDIATE WOUNDS OF NECK, HANDS, FEET AND EXTERNAL GENITALIA 12.6-20 CM", $250.00 
"HB REPAIR INTERMEDIATE WOUNDS OF NECK, HANDS, FEET AND EXTERNAL GENITALIA 2.6-7.5 CM", $175.00 
"HB REPAIR INTERMEDIATE WOUNDS OF NECK, HANDS, FEET AND EXTERNAL GENITALIA 20.1-30.0 CM", $250.00 
"HB REPAIR INTERMEDIATE WOUNDS OF NECK, HANDS, FEET AND EXTERNAL GENITALIA 7.6-12.5CM", $175.00 
"HB REPAIR INTERMEDIATE WOUNDS OF NECK, HANDS, FEET AND/OR EXTERNAL GENITALIA 2.5CM/<", $175.00 
"HB REPAIR INTERMEDIATE WOUNDS OF SCALP, AXILLAE, TRUNK AND EXTREMITIES 12.6-20.0CM", $175.00 
"HB REPAIR INTERMEDIATE WOUNDS OF SCALP, AXILLAE, TRUNK AND EXTREMITIES 2.6-7.5 CM", $175.00 
"HB REPAIR INTERMEDIATE WOUNDS OF SCALP, AXILLAE, TRUNK AND EXTREMITIES 20.1-30.0 CM", $350.00 
"HB REPAIR INTERMEDIATE WOUNDS OF SCALP, AXILLAE, TRUNK AND EXTREMITIES 7.6 CM TO 12.5 CM", $175.00 
HB REPAIR IRIS/CILIARY BODY," $1,298.00 "
HB REPAIR LACERATION PALATE UP TO 2 CM, $339.00 
HB REPAIR LIP, $450.00 
HB REPAIR LIP HALF VERT HT, $450.00 
"HB REPAIR LIP; OVER ONE-HALF VERTICAL HEIGHT, OR COMPLEX", $550.00 
"HB REPAIR MOUTH LACERATION,>2.5 CM", $690.00 
HB REPAIR NASAL CAVITY STENOSIS," $2,700.00 "
HB REPAIR OF ACQUIRED VSD (NON-CONGENITAL)," $6,800.00 "
HB REPAIR OF DIGIT NERVE," $1,750.00 "
"HB REPAIR OF EXTENSOR TENDON, FOREARM"," $2,875.00 "
HB REPAIR OF NAIL BED, $350.00 
"HB REPAIR OF WEB FINGER, EACH"," $1,250.00 "
"HB REPAIR ORTHOTIC DEV., LABOR", $84.00 
"HB REPAIR ORTHOTIC DEV., PARTS", $37.50 
HB REPAIR PALATE LACER 2+CM OR COMPLX," $4,957.00 "
HB REPAIR SGL ELECTRODE PPM/ICD," $3,500.00 "
"HB REPAIR TCAT MITRAL VALVE, ADDITIONAL PROTHESIS"," $3,560.00 "
"HB REPAIR TCAT MITRAL VALVE, INITIAL PROTHESIS"," $6,200.00 "
HB REPAIR TWO ELECTRODE PPM/ICD," $2,450.00 "
"HB REPAIR, DETACH RETINA, PHOTOCOAGULATION", $850.00 
"HB REPAIR,TENDON,EXTENSOR,FOOT,PRIMARY OR SECONDARY;EACH TENDON"," $2,162.00 "
"HB REPL GAST TUBE ,INCL REMVL,W/OUT IMG/ENDO GUID REQ REV GAST TRCT", $650.00 
HB REPLACE  AORTIC VALVE (TAVR/TAVI) OPEN FEMORAL ART APPROACH," $10,250.00 "
HB REPLACE AORTIC VALVE (TAVR/TAVI )PERQ FEMORAL ART APPROACH," $8,500.00 "
HB REPLACE AORTIC VALVE (TAVR/TAVI) OPEN AXILLARY ART APPROACH," $15,550.00 "
HB REPLACE AORTIC VALVE OPEN ILIAC ARTERY APPROACH," $17,500.00 "
HB REPLACE AORTIC VALVE OPEN TRANSAORTIC APPROACH," $17,500.00 "
HB REPLACE DUO/JEJ TUBE PERQ W FL, $769.00 
HB REPLACE G/C TUBE PERQ W FL, $606.00 
"HB REPLACE GAST TUBE PERC,INCL  REMOV  W/O IMG/ENDOSCOPIC GUIDANCE", $250.00 
HB REPLACE NON-TUN CVC WO P/P," $1,013.00 "
HB REPLACEMENT OF OXYGENATOR FOR VAD/ECMO," $3,600.00 "
HB REPLACEMENT STRAP, $18.75 
"HB REPLC PICC  W/O PORT/ PUMP INCL IMG GUID,IMG DOC ALL ASSOC RAD SUPRV/INTERP", $675.00 
HB REPOS PREV IMPLTBL SUBQ DFB," $3,650.00 "
HB REPOSIT PREV IMPL TRANSV PACEM/ PACING CARDIOV-DEFIBR RT ATRIAL/ RT VENTRI," $2,500.00 "
HB REPOSITION CBC W FLOURO, $966.00 
HB REPOSITION G-TUBE, $750.00 
HB REPOSITION IVC FILTER ENDOVASC," $2,896.00 "
HB REPOSITION PREV ELTRD LV," $3,250.00 "
HB REPOSITION VAD W/IMAGING DIFFERENT SESSION," $3,125.00 "
HB REPOSITIONING SLEEVE 30CM, $9.00 
"HB REPR CMPL WND LID,NOS,EAR 1.1-2.5 CM", $350.00 
"HB REPROGRAMMING, PROGRAMMABLE CSF SHUNT", $250.00 
HB RESEARCH ADDITIONAL TIME CT LVL 1, $743.00 
HB RESEARCH ADDITIONAL TIME CT LVL 2," $1,485.00 "
HB RESEARCH ADDITIONAL TIME CT LVL 3," $2,228.00 "
HB RESEARCH ADDITIONAL TIME CT LVL 4," $3,341.00 "
HB RESEARCH ADDITIONAL TIME MRI LVL 1," $1,840.00 "
HB RESEARCH ADDITIONAL TIME MRI LVL 2," $2,760.00 "
HB RESEARCH ADDITIONAL TIME MRI LVL 3," $4,140.00 "
HB RESEARCH ADDITIONAL TIME MRI LVL 4," $5,520.00 "
HB RESEARCH ADDITIONAL TIME NM LVL 1, $892.00 
HB RESEARCH ADDITIONAL TIME NM LVL 2," $1,338.00 "
HB RESEARCH ADDITIONAL TIME NM LVL 3," $2,008.00 "
HB RESEARCH ADDITIONAL TIME NM LVL 4," $2,677.00 "
HB RESEARCH ECHO HEART TRANSTHR 2D COMPL EXT TIME," $1,622.00 "
HB RESEARCH ECHO HEART TRANSTHR 2D COMPL HF STUDY, $879.00 
HB RESEARCH ECHO HEART TRANSTHR 2D COMPL W/CONTRAST EXT TIME," $1,909.00 "
HB RESEARCH ECHO HEART TRANSTHR 2D COMPL W/CONTRAST HF STUDY, $972.84 
HB RESEC CYST/LESN IRIS/CILIARY BODY, $606.00 
"HB RESECTION OF LIP, MORE THAN 1/4TH, W/O RESCONTRUCTION"," $1,550.00 "
HB RESP CARE - VEST TX & ASSESSMENT, $518.00 
HB RESPIRATORY MOTION MGMT SIMULATION, $850.00 
HB RESPIRATRY FLOW VOLUME LOOP, $130.00 
HB RESTING METABOLIC RATE (RMR) PATIENT PAY, $60.00 
HB RESTOR IOL PT PAY, $745.00 
HB RESTOR TORIC IOL, $835.00 
HB RESTRAINT XTRMT LMB DRNG HLDR, $8.00 
HB RETRIEVAL BASKET LVL 6, $675.00 
HB RETRIEVAL BASKET LVL 7, $825.00 
HB RETRIEVAL BASKET LVL 9," $1,125.00 "
HB RETRIEVAL DEVICE," $1,860.00 "
HB RETRIEVAL DEVICE LVL 10," $1,350.00 "
HB RETRIEVAL DEVICE LVL 11," $1,650.00 "
HB RETRIEVAL DEVICE LVL 12," $1,950.00 "
HB RETRIEVAL DEVICE LVL 14," $2,550.00 "
HB RETRIEVAL DEVICE LVL 15," $2,850.00 "
HB RETRIEVAL DEVICE LVL 18," $3,750.00 "
HB RETRIEVAL DEVICE LVL 19," $4,050.00 "
HB RETRIEVAL DEVICE LVL 24," $5,550.00 "
HB RETRIEVAL DEVICE LVL 3, $225.00 
HB RETRIEVAL DEVICE LVL 31," $7,650.00 "
HB RETRIEVAL DEVICE LVL 36," $9,375.00 "
HB RETRIEVAL DEVICE LVL 37," $10,050.00 "
HB RETRIEVAL DEVICE LVL 39," $11,475.00 "
HB RETRIEVAL DEVICE LVL 4, $145.00 
HB RETRIEVAL DEVICE LVL 46," $22,395.00 "
HB RETRIEVAL DEVICE LVL 6, $675.00 
HB RETRIEVAL DEVICE LVL 7, $825.00 
HB RETRIEVAL DEVICE LVL 8, $975.00 
HB RETRIEVAL DEVICE LVL 9," $1,125.00 "
HB RETRIEVAL IVC FILTER ENDOVASC 2HRS OR LESS," $2,896.00 "
HB RETRIEVAL VC FILTER > 2 HRS," $4,675.00 "
"HB RETROBULBAR INJECT, ALCOHOL", $125.00 
HB RETROBULBAR INJECTION, $250.00 
HB REVAS FEM-POP ATHERECT LT," $6,015.00 "
HB REVAS ILIAC PTA EA ADD VES," $8,523.00 "
HB REVAS ILIAC W STENT(S) EA ADD VES," $6,015.00 "
HB REVAS TIB PERO ART UNI W/ ATHRECT," $10,557.00 "
HB REVAS TIB PERO ATHRECT EA ADD VESS," $10,557.00 "
HB REVAS TIB PERO PTA EA ADD VESS UNILATER," $6,015.00 "
HB REVAS TIB PERO STENT(S) RT," $10,557.00 "
HB REVASC CHRNC W/ DIAG," $2,765.00 "
HB REVASC CHRONIC OCCLSN W/DES/ATHR/ANG ;ADDL, $805.00 
HB REVASC CHRONIC OCCLSN W/DES/ATHR/ANG ;SNGL," $7,530.00 "
HB REVASC ENDO ILIAC W/STENT(S) PLCMNT UNILAT 37221," $10,388.00 "
HB REVASC FEM-POP ATHERECTOMY &STENT 37227," $18,975.00 "
HB REVASC FEM-POP PTA UNILAT 37224," $5,230.00 "
HB REVASC FEM-POP TRANSLUM STENT(S) INCL ANGIOPLASTY 37226," $11,254.00 "
"HB REVASC TIBIA PERONEAL W  PTA, UNILAT 37228"," $5,230.00 "
HB REVASC W TRANSLUM STENT PLAC INCL ANGIOPLASTY SAME 37234," $5,734.00 "
HB REVASC W TRANSLUMINAL STENT PLACEMENT W ARTHER 37231," $18,612.00 "
"HB REVASC. ACUTE OCCLSN W/DES/ATHR/ANG, SGL W/DX CATH"," $3,595.00 "
"HB REVASC. ACUTE OCCLSN W/DES/ATHR/ANG, SNGL"," $9,500.00 "
HB REVASC. ACUTE OCCLSN W/DIAG," $7,190.00 "
HB REVASC. CABG W/DES/ATHR/ANG; ADDL VSL, $805.00 
HB REVASC. CABG W/DES/ATHR/ANG; SNGL VSL," $6,360.00 "
HB REVASC.CABG W/DS/ATHR/ANG;SGL VSL W/DIAG," $1,500.00 "
HB REVASCULAR  ILIAC PTA UNILAT 37220," $2,875.00 "
HB REVIS TRANSVEN INTRAHEP PORTOSYS SHUNT," $5,629.00 "
HB REVIS/REMOV CRANIAL NEURORCVR," $1,750.00 "
HB REVIS/REPAIR OP WOUND ANTER SGMT," $1,250.00 "
HB REVISE BREAST RECONSTRUCTION," $2,450.00 "
HB REVISE EXTERNAL EAR, $750.00 
HB REVISE EYELASHES, $125.00 
"HB REVISE EYELASHES, FORCEPS", $125.00 
"HB REVISE EYELASHES, INCIS LID MARGIN", $250.00 
HB REVISE MEDIAN N/CARPAL TUNNEL SURG," $1,750.00 "
HB REVISE SKIN POCKET ICD," $2,550.00 "
HB REVISE SKIN POCKET PPM," $2,550.00 "
HB REVISE TEAR DUCT OPENING," $1,150.00 "
HB REVISE TRACHEOSTOMY SCAR," $2,017.00 "
HB REVISE ULNAR NERVE AT ELBOW," $1,750.00 "
HB REVISE ULNAR NERVE AT WRIST," $1,750.00 "
HB REVISE/REPAIR HAND/FOOT NERVE," $1,716.00 "
"HB REVISION EYELID, XPOSITN TARSAL PLATE"," $1,150.00 "
HB REVISION OF EYELID," $1,150.00 "
"HB REVISION OF EYELID, < 1/4 LID MARGIN", $350.00 
"HB REVISION OF EYELID, > 1/4 LID MARGIN"," $1,154.00 "
"HB REVISION OF EYELID, LATERAL", $850.00 
"HB REVISION OF EYELID, MEDIAL"," $1,550.00 "
HB REVISION OF LOWER EYELID, $750.00 
HB REVISION OF LOWER EYELID EXTEN FAT PAD, $750.00 
HB REVISION OF UPPER EYELID, $750.00 
HB REVISION OF UPPER EYELID W/EXCESS SKIN, $750.00 
HB RHB REMOVE EYELID LESION, $125.00 
HB RHYTHMIA MAPPING PATCH KIT," $2,250.00 "
HB RIGHT HEART CATHETERIZATION," $3,444.00 "
HB RMVL FB UP ARM/ELBOW SQ, $250.00 
HB RMVL FECAL IMPACTION/FB SPX UNDER ANES," $1,550.00 "
HB RMVL OF SUBQ DEFIBRILLATOR," $3,650.00 "
HB RO DOSIMETRY BASIC CALC, $292.00 
HB RO IMRT PLAN /COURSE OF TRMT," $5,020.00 "
HB RO MED PHYS CONTNUING CONSLT, $405.00 
HB RO MED PHYS SPECIAL CONSULT, $490.00 
HB RO MLC DEVICE(S) IMRT PER PLAN," $1,990.00 "
HB RO PORT FILM(S), $179.00 
HB RO RADIOELEMNT HANDLING/LOAD, $202.00 
HB RO SIMULATION FIELD SET 3-D," $2,500.00 "
HB RO SIMULATN FIELD SET COMPLEX," $1,350.00 "
HB RO SIMULATN FIELD SET INTRMED, $950.00 
HB RO SIMULATN FIELD SET SIMPLE, $495.00 
HB RO SPECIAL DOSIMETRY, $150.00 
HB RO SPECIAL TREATMENT PRCDE," $1,600.00 "
HB RO SPECL TELETHRPY PORT PLAN, $525.00 
HB RO TRMT >/= 1 MEV; COMPLEX, $775.00 
HB RO TRMT >/= 1 MEV; INTERMEDIATE, $650.00 
HB RO TRMT >/= 1 MEV; SIMPLE, $500.00 
HB RO TRMT DEV COMPLX-WDGE/FILT, $706.00 
HB RO TRMT DEV INTRMD-STENT/BITE BLK, $413.00 
HB RO TRMT DEV SIMP-BOLUS/BLOCK, $310.00 
HB RO TRMT DEV SIMP-BOLUS/BLOCK - DISP SYED TEMPLATE," $2,390.00 "
HB ROBOTIC STEREOTACT 1ST SESSION," $15,500.00 "
HB ROBOTIC STEREOTACT 2ND-5TH SESS," $6,400.00 "
HB ROLLING BALL TIP, $10.00 
HB ROOM AND BOARD SEMI PRIV REHAB," $1,520.00 "
HB ROSACLEAR HYD COMP CORRECTOR (10% DISC), $57.00 
HB ROSACLEAR HYD COMP CORRECTOR (15% DISC), $54.00 
HB ROSACLEAR HYD COMP CORRECTOR (50% DISC), $32.00 
HB ROSACLEAR HYD COMP CORRECTOR (FULL PRICE), $63.00 
HB ROSCH-UCHIDA TRANSJUGULAR LIVER ACCESS KIT LVL10," $1,350.00 "
HB ROTABLATOR CORONARY ADVANCER LVL 7, $825.00 
HB ROTALINK BURR LVL 14," $2,550.00 "
HB ROTATABLE POYLP RETRIEVAL DEVICE, $219.00 
HB ROTATING ADAPTOR, $2.00 
HB ROTATION TOOL KIT, $60.00 
"HB ROUND TOP DOTS, PP", $6.00 
HB ROUTINE LOPS FOOT CARE, $79.00 
HB RPLCMT AORTIC VALVE BY TRNSLOC AUTOL PULM VALVE," $15,500.00 "
"HB RPR INTERMEDIATE WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES >30.0 CM", $750.00 
"HB RPR INTERMEDIATE WOUNDS OF SCALP, AXILLAE, TRUNK AND/OR EXTREMITIES 2.5 CM OR LESS", $175.00 
HB RPR SIMPLE (DEHISCENCE), $550.00 
HB RPR SIMPLE (DEHISCENCE)W PACKING, $600.00 
HB RPR TENDON FINGER EA, $450.00 
HB RT CARE-VEST SETUP, $210.00 
HB RT EXHALED AIR ANALYSIS," $1,121.00 "
HB RT NASAL CANNULA OPTIFLOW, $60.00 
HB RT SUP HIGHFLOW O2 HUMIDIFIER KIT W/CIRCUIT CHAMBER, $177.00 
HB RT SUPPLIES BRONCHIAL ALVEOLAR LAVAGE, $127.00 
HB RT SUPPLIES- BRONCHOSCOPY ASSIST, $870.00 
HB RT SUPPLIES COUGH ASSIST, $198.00 
HB RT SUPPLIES TRACH ASSIST, $165.00 
HB RT SUPPLY-HELIOX GAS, $231.00 
HB RUBBER NIPPLE, $3.00 
HB RUBIDIUM RB-82 DX PER STY<=60 MCI," $2,175.00 "
HB RUBY 7," $1,420.00 "
HB RUBY HD XL, $910.00 
HB RUBY STAND, $20.00 
"HB RUNFAST, INDIVIDUAL CLASS, PT PAY", $175.00 
HB RX BILIARY DILATATION BALLOON 8X2, $232.00 
HB S/B GASTROSTOMY TUBE LVL 3, $225.00 
HB S/B GASTROSTOMY TUBE LVL 5, $525.00 
HB S/B GASTROSTOMY TUBE LVL 6, $675.00 
HB SA  PREV COUNSELING INDIVID 60 MIN (OQHP), $158.00 
HB SA ADULT/GERIATRIC DOMICILIARY PARTIAL HOSPITALIZATION, $331.00 
"HB SA FAM PSYCHOTH/ W/OUT PT, 50 MINUTES", $186.00 
"HB SA FAM PSYCHOTH/ W/OUT PT, 50 MINUTES (OQHP)", $186.00 
"HB SA FAMILY PSYCHOTHERAPY W/PT, 50 MINUTES (MD)", $195.00 
"HB SA FAMILY PSYCHOTHERAPY W/PT, 50 MINUTES (OQHP)", $195.00 
HB SA GROUP PSYCHOTHERAPY, $100.00 
HB SA HISTORY & PHYSICAL HIGH COMPLEXITY, $625.00 
HB SA HISTORY & PHYSICAL MODERATE COMPLEXIT, $450.00 
HB SA MEDICAL CARE COMPREHENSIVE, $220.00 
"HB SA MEDICAL CARE, INTERMEDIATE", $220.00 
"HB SA MEDICAL CARE, LIMITED", $135.00 
HB SA OFF VISIT EST LEVEL 1, $51.00 
HB SA OFF VISIT EST LEVEL 2, $71.00 
HB SA OFF VISIT EST LEVEL 3, $99.00 
HB SA OFF VISIT EST LEVEL 4, $135.00 
HB SA OFF VISIT EST LEVEL 5, $211.00 
HB SA OFF VISIT EST LEVEL III  (MD/SA), $99.00 
HB SA OFF VISIT EST LEVEL IV  (MD/SA), $135.00 
HB SA OFF VISIT NEW LEVEL 3, $148.00 
HB SA OFF VISIT NEW LEVEL 4, $195.00 
HB SA OFF VISIT NEW LEVEL 5, $250.00 
HB SA PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES, $325.00 
HB SA PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES (MD), $325.00 
HB SA PSYCHIATRIC DIAGNOSTIC EVALUATION, $220.00 
HB SA PSYCHIATRIC DIAGNOSTIC EVALUATION  (MD), $220.00 
HB SA PSYCHIATRIC DIAGNOSTIC EVALUATION (OQHP), $220.00 
HB SA PSYCHOTHERAPY COMPLEX INTERACTIVE, $25.00 
HB SA PSYCHOTHERAPY FOR CRISIS EACH ADDL 30 MINUTES, $140.00 
HB SA PSYCHOTHERAPY FOR CRISIS INITIAL 60 MINUTES, $300.00 
HB SA PSYCHOTHERAPY PATIENT 30 MINUTES, $110.00 
HB SA PSYCHOTHERAPY PATIENT 30 MINUTES (MD), $110.00 
HB SA PSYCHOTHERAPY PATIENT 45 MINUTES , $160.00 
HB SA PSYCHOTHERAPY PATIENT 45 MINUTES (MD), $160.00 
HB SA PSYCHOTHERAPY PATIENT 45 MINUTES (OQHP), $160.00 
HB SA PSYCHOTHERAPY PATIENT 60 MINUTES, $200.00 
HB SA PSYCHOTHERAPY PATIENT 60 MINUTES (MD), $200.00 
HB SA PSYCHOTHERAPY PT W/E&M SRVCS 30 MIN, $90.00 
HB SA PSYCHOTHERAPY PT W/E&M SRVCS 45 MIN, $140.00 
HB SA PSYCHOTHERAPY PT W/E&M SRVCS 60 MIN, $180.00 
HB SAC FIBERGLASS MATERIALS, $120.00 
HB SAFEGUARD PRESSURE ASSISTED DEVICE LVL 3, $225.00 
HB SAFIRE EXTENTION CABLE 1500 T6, $525.00 
HB SALIVARY DUCT DILATOR, $87.00 
HB SAMARIUM SM-153 LEXI TX - TO 150MCI," $17,205.00 "
HB SAMPLING DEVICE," $1,950.00 "
HB SAN-CASSI II CORE BX SYS 12G, $720.00 
HB SAS SPLINT MATERIALS, $90.00 
"HB SB ENDOSCOPY, RMVL LESN, FORCEPS/CAUT"," $1,550.00 "
"HB SB ENDOSCOPY, RMVL LESN, SNARE"," $1,550.00 "
"HB SB ENDOSCOPY, W/CONTROL, BLEEDING"," $1,550.00 "
"HB SB SCOPE, CONVERSION OF PERC GASTRO TO JEJUN TUBE"," $1,550.00 "
"HB SB SCOPE, PLACE PERCUT JEJUN TUBE"," $1,550.00 "
"HB SB SCOPE, PLACE TRANSENDOSCOPIC STENT"," $3,104.00 "
"HB SB SCOPE, TO ILEUM, DIAGNOSTIC"," $1,550.00 "
"HB SB SCOPE, TO ILEUM, TRANSENDOSCP STENT"," $2,148.00 "
"HB SB SCOPE, W/ILEUM, W/CONTROL, BLEEDING"," $1,550.00 "
HB SBSQ PSYCHIATRIC COLLAB CARE MGMT 1ST 60 MINS, $150.00 
HB SCALPEL SURG BD STAINLS STL LOCKING, $6.00 
HB SCAN CMPTRIZED OPHTHY DX IMGAGE ANT SEGMT UNI/BIL, $346.00 
HB SCEPTER OCCULSION BALLOON CATHETER," $4,074.00 "
HB SCLEROTHERAPY FLUID COLLECTION," $1,225.00 "
"HB SCOPE REPAIR, PT PAY", $10.00 
HB SCOPE THROUGH TRACHEOSTOMY, $350.00 
"HB SCREEN DIGITAL BREAST TOMOSYNTHESIS, BILATERAL", $102.00 
HB SCREEN MAMMOGRAM INCL CAD WHEN PERFORMED UNILAT (MOD 52), $244.00 
HB SCREENING GYN & BRST EXAM, $80.00 
"HB SCREENING MAMMOGRAM, BILATERAL, INCLUDING CAD WHEN PERFORMED", $302.00 
HB SEALANT GEL-HEMOSTASTIS, $485.00 
