Charge Description Master, Charge 
SENSORY INTEGRATIVE TECHNIQUES DIRECT EACH 15 MINS BY PHYSICAL THERAPIST, 91.00 
SENSORY INTEGRATIVE TECHNIQUES DIRECT EACH 15 MINS BY RECREATIONAL THERAPIST, 91.00 
SERIAL TONOMETRY, 86.00 
SERUM PRETREATMENT INHIBITOR INCUBATE, 191.00 
SERUM PRETREATMENT RED CELL ABSORPTION, 89.00 
SERUM/WHOLE BLOOD TOTAL CHOLESTEROL, 25.00 
SEVERING ADHESIONS ANTERIOR SEGMENT LASER, 720.00 
SEVERING ADHESIONS ANTERIOR SYNECHIAE INCISIONAL," 2,987.00 "
SEVERING ADHESIONS GONIOSYNECHIAE INCISIONAL," 2,455.00 "
SEVERING ADHESIONS/STRANDS VITREOUS BY LASER, 875.00 
SEVERING OF TARSORRHAPHY," 1,157.00 "
SEX HORMONE BINDING GLOBULIN, 103.00 
SHAVING EPIDERMAL LESION, 135.00 
SHELLS, 320.00 
SHINGRIX 50MCG, 257.78 
SHORT TANDEM REPEAT MARKERS SPECIMEN ANALYSIS, 738.00 
SHORT TANDEM REPEAT MARKERS SPECIMEN ANALYSIS EACH ADDITIONAL SPECIMEN, 163.00 
SHORT TERM VAD PER DAY," 2,290.00 "
SHRINKER UPPER LIMB, 115.00 
SIALOGRAPHY, 558.00 
SIALOLITHOTOMY," 2,361.00 "
SICKLING OF RED BLOOD CELL REDUCTION, 114.00 
SIGMOIDOSCOPY FLEXIBLE DIAGNOSTIC," 1,676.00 "
SIGMOIDOSCOPY FLEXIBLE SCREENING," 1,459.00 "
SIGMOIDOSCOPY FLEXIBLE W/ ABLATION TUMOR POLYP LESION," 4,824.00 "
SIGMOIDOSCOPY FLEXIBLE W/ BAND LIGATION," 3,025.00 "
SIGMOIDOSCOPY FLEXIBLE W/ BIOPSY," 2,146.00 "
SIGMOIDOSCOPY FLEXIBLE W/ CONTROL BLEEDING," 3,526.00 "
SIGMOIDOSCOPY FLEXIBLE W/ DECOMPRESSION," 3,454.00 "
SIGMOIDOSCOPY FLEXIBLE W/ ENDOSCOPIC MUCOSAL RESECTION," 5,978.00 "
SIGMOIDOSCOPY FLEXIBLE W/ ENDOSCOPIC ULTRASOUND EXAM," 3,699.00 "
SIGMOIDOSCOPY FLEXIBLE W/ REMOVAL FOREIGN BODY," 3,148.00 "
SIGMOIDOSCOPY FLEXIBLE W/ REMOVAL TUMOR POLYP LESION BY HOT BIOPSY FORCEPS," 2,810.00 "
SIGMOIDOSCOPY FLEXIBLE W/ REMOVAL TUMOR POLYP LESION BY SNARE," 3,618.00 "
SIGMOIDOSCOPY FLEXIBLE W/ STENT PLACEMENT," 4,629.00 "
SIGMOIDOSCOPY FLEXIBLE W/ SUBMUCOSAL INJECTION," 1,983.00 "
SIGMOIDOSCOPY FLEXIBLE W/ TRANSENDOSCOPIC BALLOON DILATION," 2,330.00 "
SIGMOIDOSCOPY FLEXIBLE W/ ULTRASOUND GUIDED FINE NEEDLE ASPIRATION," 5,100.00 "
SIGMOIDOSCOPY RIGID DIAGNOSTIC," 1,119.00 "
SIGMOIDOSCOPY RIGID W/ BIOPSY," 1,911.00 "
SIGNAL AVERAGED EKG, 245.00 
SILICONE BREAST PROSTHESIS BALANCER, 340.00 
SILICONE BREAST PROSTHESIS BALANCER LEVEL 2, 360.00 
SIMULATION AIDED FIELD SETTING COMPLEX," 2,416.00 "
SIMULATION AIDED FIELD SETTING INTERMEDIATE," 2,197.00 "
SIMULATION AIDED FIELD SETTING SIMPLE," 1,353.00 "
SKELETAL DYSPLASIA, 800.00 
SKELETAL MUSCLE RELAXANTS 1 OR 2, 81.00 
SKIN FULL GRAFT NOSE/EARS/EYELIDS & LIPS <= 20 SQ CM," 2,308.00 "
SKIN FULL GRAFT NOSE/EARS/EYELIDS & LIPS EACH ADDITIONAL 20 SQ CM," 1,680.00 "
SKIN SUBSTITUTE PER CC; INTEGRA FLOWABLE MATRIX (3 CC)," 3,223.71 "
SKIN SUBSTITUTE PER SQ CM; ALLODERM MEDIUM 4X7CM (28 SQ CM), 78.96 
SKIN SUBSTITUTE PER SQ CM; ALLODERM THIN 2X4CM (8 SQ CM), 157.14 
SKIN SUBSTITUTE PER SQ CM; APLIGRAF (44 SQ CM), 90.34 
SKIN SUBSTITUTE PER SQ CM; EZ DERM XENOGRAFT 3X12IN (232 SQ CM), 1.11 
SKIN SUBSTITUTE PER SQ CM; EZ DERM XENOGRAFT 3X48IN (929 SQ CM), 0.52 
SKIN SUBSTITUTE PER SQ CM; EZ DERM XENOGRAFT 3X4IN (77 SQ CM), 1.05 
SKIN SUBSTITUTE PER SQ CM; EZ DERM XENOGRAFT SHEET 7X18IN (813 SQ CM), 0.60 
SKIN SUBSTITUTE PER SQ CM; INTEGRA BILAYER MATRIX 2X2IN (26 SQ CM), 181.22 
SKIN SUBSTITUTE PER SQ CM; INTEGRA BILAYER MATRIX 4X10IN (259 SQ CM), 52.09 
SKIN SUBSTITUTE PER SQ CM; INTEGRA BILAYER MATRIX 4X5IN (130 SQ CM), 63.20 
SKIN SUBSTITUTE PER SQ CM; INTEGRA BILAYER MATRIX 8X10IN (517 SQ CM), 42.10 
SKIN SUBSTITUTE PER SQ CM; MEDISKIN 3X12IN (232 SQ CM), 1.03 
SKIN SUBSTITUTE PER SQ CM; MEDISKIN 3X48IN (292 SQ CM), 1.35 
SKIN SUBSTITUTE PER SQ CM; MEDISKIN 7X18IN (813 SQ CM), 0.50 
SKIN SUBSTITUTE PER SQ CM; OASIS ULTRA TRI-LAYER 5X7CM (35 SQ CM), 27.26 
SKIN SUBSTITUTE PER SQ CM; OASIS ULTRA TRI-LAYER 7X10CM (70 SQ CM), 36.35 
SKIN SUBSTITUTE PER SQ CM; OASIS ULTRA TRI-LAYER 7X20CM (140 SQ CM), 36.35 
SKIN SUBSTITUTE PER SQ CM; OASIS WOUND MATRIX 3X3.5CM (11 SQ CM), 24.34 
SKIN SUBSTITUTE PER SQ CM; OASIS WOUND MATRIX 3X7CM (21 SQ CM), 31.84 
SKIN SUBSTITUTE PER SQ CM; THERASKIN 1X1IN (6 SQ CM), 394.00 
SKIN SUBSTITUTE PER SQ CM; THERASKIN 1X2IN (13 SQ CM), 202.62 
SKIN SUBSTITUTE PER SQ CM; THERASKIN 2X3IN (39 SQ CM), 88.31 
SKIN SUBSTITUTE PER SQ CM; THERASKIN 3X6IN (116 SQ CM), 69.72 
SKIN SUBSTITUTE PER SQ CM;INTEGRA MESHED BILAYER MATRIX 2X2IN (26 SQCM), 221.64 
SKIN SUBSTITUTE PER SQ CM;INTEGRA MESHED BILAYER MATRIX 4X10IN(259 SQCM), 62.50 
SKIN SUBSTITUTE PER SQ CM;INTEGRA MESHED BILAYER MATRIX 4X5IN (130 SQCM), 77.30 
SKIN SUBSTITUTE PER SQ CM;INTEGRA MESHED BILAYER MATRIX 8X10IN(517 SQCM), 49.58 
SKIN SUBSTITUTE PER SQ CM;OASIS ULTRA TRI-LAYER 3X7CM (21 SQ CM), 45.00 
SKIN SUBSTITUTE PER SQCM; EZ DERM XENOGRAFT SHEET 7X18IN (813 SQCM), 483.63 
SKIN TEST ANTIGEN NOT OTHERWISE SPECIFIED, 102.00 
SKIN TEST CANDIDA, 49.00 
SKIN TEST TUBERCULOSIS INTRADERMAL, 27.00 
SLEEP STUDY," 4,451.00 "
SLITTING PREPUCE DORSAL OR LATERAL," 2,336.00 "
SM 153 LEXIDRONAM =< 150 MCI," 58,635.00 "
SMALL INTESTINAL ENTEROSCOPY W/ STENT PLACEMENT," 4,090.00 "
SMEAR COMPLEX STAIN, 77.00 
SMEAR FLUORESCENT OR ACID FAST STAIN, 111.00 
SMEAR GRAM OR GIEMSA, 99.00 
SMEAR INFECTIOUS WET MOUNT, 36.00 
SMEAR SPECIAL STAIN, 123.00 
SMN1 GENE CHARACTERIZATION COMPOUND HETEROZYGOTE SEQUENCING," 2,350.00 "
SNIP INCISION LACRIMAL PUNCTUM, 394.00 
SODIUM FLUORIDE F-18 =< 30 MCI, 930.00 
SODIUM SERUM/PLASMA/WHOLE BLOOD, 40.00 
SODIUM URINE, 57.00 
SOMATOMEDIN, 375.00 
SOMATOSENSORY TESTING UPPER & LOWER LIMBS," 2,248.00 "
SPECIAL DOSIMETRY, 752.00 
SPECIAL MEDICAL RADIATION PHYSICS CONSULTATION," 1,193.00 "
SPECIAL RADIATION TREATMENT PROCEDURE," 3,396.00 "
SPECIAL STAINS GROUP 1 MICROORGANISMS INCLUDING INTERPRETATION & REPORT, 208.00 
SPECIAL STAINS GROUP 2 ENZYME CONSTITUENTS OR IMMUNOCYTOCHEMISTRY & IMMUNOHISTOCHEMISTRY INCLUDING INTERPRETATION & REPORT, 208.00 
SPECIAL STAINS GROUP 3 ENZYME CONSTITUENTS INCLUDING INTERPRETATION & REPORT, 790.00 
SPECIAL TELETHERAPY PORT PLAN," 1,529.00 "
SPECTROPHOTOMETRY ANALYTE NOT ELSEWHERE SPECIFIED, 39.00 
SPECULAR MICROSCOPY & ENDOTHELIAL CELL ANALYSIS, 205.00 
SPEECH AUDIOMETRY THRESHOLD, 78.00 
SPEECH AUDIOMETRY THRESHOLD W/ SPEECH RECOGNITION, 90.00 
SPEECH EVALUATION FLUENCY, 314.00 
SPEECH EVALUATION SOUND PRODUCTION, 227.00 
SPEECH EVALUATION SOUND PRODUCTION W/ LANGUAGE COMPREHENSION AND EXPRESSION, 486.00 
SPEECH THERAPY GROUP, 101.00 
SPEECH THERAPY INDIVIDUAL, 345.00 
SPINAL MUSCULAR ATROPHY CARRIER STUDY, 633.00 
SPINAL MUSCULAR ATROPHY DIAGNOSTIC, 639.00 
SPINAL PUMP W/ ELECTRONIC ANALYSIS, 387.00 
SPINAL PUMP W/ ELECTRONIC ANALYSIS AND REPROGRAMMING, 387.00 
SPINAL PUMP W/ ELECTRONIC ANALYSIS W/ REFILL & REPROGRAMMING, 423.00 
SPINAL PUMP W/ ELECTRONIC ANALYSIS W/ REFILL & REPROGRAMMING BY PHYSICIAN OR QUALIFIED SKILLED PROFESSIONAL, 573.00 
SPIROMETRY VITAL CAPACITY W/ OR W/O MAXIMAL VOLUNTARY VENTILATION, 531.00 
SPLINT FUNCTION FOOT DROP CUSTOM F/T, 182.00 
SPLINT LEG GUTTER, 85.00 
SPLINT POSTERIOR ARM, 74.00 
SPLINT THUMB POST/OPPONENS/CB, 62.00 
SPLIT BLOOD PRODUCT EACH UNIT, 191.00 
SPUTUM INDUCTION, 275.00 
SR89 STRONTIUM PER MCI," 17,609.00 "
STEM CELLS TOTAL COUNT, 240.00 
STENGER PURE TONE, 84.00 
STENGER SPEECH TEST, 771.00 
STEREOSCOPIC XRAY GUIDANCE, 321.00 
STEREOTACTIC BIOPSY/ASPIRATION/EXCISION INCLUDING BURR HOLES FOR INTRACRANIAL LESION W/ COMPUTED TOMOGRAPHY AND/OR MAGNETIC RESONANCE GUIDANCE," 26,568.00 "
STEREOTACTIC BODY RADIATION THERAPY PER FRACTION TO 1+ LESIONS MAX 5 FRACTIONS W/ IMAGING GUIDANCE," 4,711.00 "
STEREOTACTIC RADIOSURGERY LINEAR ACCELERATOR BASED CRANIAL LESION 1 SESSION," 12,421.00 "
STEREOTACTIC RADIOSURGERY MULTI-SOURCE COBALT 60 CRANIAL LESION 1 SESSION," 47,158.00 "
STERNAL EXTENSION, 150.00 
STRAPPING ANKLE AND/OR FOOT BY ATHLETIC TRAINER, 210.00 
STRAPPING ANKLE AND/OR FOOT BY PHYSICAL THERAPIST, 210.00 
STRAPPING ELBOW OR WRIST BY ATHLETIC TRAINER, 213.00 
STRAPPING ELBOW OR WRIST BY PHYSICAL THERAPIST, 213.00 
STRAPPING HAND OR FINGER BY ATHLETIC TRAINER, 374.00 
STRAPPING HAND OR FINGER BY PHYSICAL THERAPIST, 374.00 
STRAPPING HIP BY ATHLETIC TRAINER, 222.00 
STRAPPING HIP BY PHYSICAL THERAPIST, 222.00 
STRAPPING KNEE BY ATHLETIC TRAINER, 218.00 
STRAPPING KNEE BY PHYSICAL THERAPIST, 218.00 
STRAPPING SHOULDER BY ATHLETIC TRAINER, 205.00 
STRAPPING SHOULDER BY PHYSICAL THERAPIST, 205.00 
STRAPPING TOES BY ATHLETIC TRAINER, 133.00 
STRAPPING TOES BY PHYSICAL THERAPIST, 133.00 
STRESS TEST W/ CONTINUOUS EKG MONITORING, 562.00 
STRONTIUM SR89 CHLORIDE PER MCI," 17,609.00 "
SUBSTANCE AWARNESS PROGRAM 6 HOURS, 462.00 
SUBSTANCE AWARNESS PROGRAM 8 HOURS, 573.00 
SUFENTANIL 0-50MCG/ML 20 ML, 622.00 
SUFENTANIL 51-100 MCG/ML 20ML," 1,144.00 "
SUPERVISION HANDLING LOAD RADATION SOURCE, 185.00 
SUPRAPUBIC CATH (COUDE COUNCIL SILICONE), 16.44 
SURGICAL EXCISION &/OR REPAIR, 770.00 
SURGICAL EXCISION LESION ANAL SIMPLE," 3,514.00 "
SURGICAL EXCISION LESION PENIS SIMPLE," 3,138.00 "
SURGICAL PATHOLOGY CONSULT EACH ADDITIONAL TISSUE BLOCK W/ FROZEN SECTION, 253.00 
SURGICAL PATHOLOGY CONSULT FIRST TISSUE BLOCK W/ FROZEN SECTION SINGLE SPECIMEN, 269.00 
SURGICAL PATHOLOGY LEVEL I GROSS EXAM ONLY, 126.00 
SURGICAL PATHOLOGY LEVEL II GROSS & MICROSCOPIC EXAM, 161.00 
SURGICAL PATHOLOGY LEVEL III GROSS & MICROSCOPIC EXAM, 314.00 
SURGICAL PATHOLOGY LEVEL IV GROSS & MICROSCOPIC EXAM EXCEPT PROSTATE NEEDLE BIOPSY, 343.00 
SURGICAL PATHOLOGY LEVEL IV GROSS & MICROSCOPIC FOR PROSTATE NEEDLE BIOPSY, 972.00 
SURGICAL PATHOLOGY LEVEL V GROSS & MICROSCOPIC EXAM, 528.00 
SURGICAL PATHOLOGY LEVEL VI GROSS & MICROSCOPIC EXAM, 790.00 
SURGICAL TREATMENT INCOMPLETE ABORTION ANY TRIMESTER," 3,316.00 "
SUTURE WOUND EYELID," 1,835.00 "
SUTURE WOUND EYELID FULL THICKNESS," 4,908.00 "
SUTURE WOUND EYELID PARTIAL THICKNESS," 2,670.00 "
SWALLOWING DYSFUNCTION TREATMENT, 237.00 
SWALLOWING EVALUATION, 460.00 
SYNVISC OR SYNVISC ONE 1 MG, 38.49 
SYSTEM IUD MIRENA, 882.90 
TAA COMPONENT DISTAL," 17,663.00 "
TAA COMPONENT PROXIMAL," 36,282.00 "
TAA EXTENSION PROXIMAL OR DISTAL," 19,236.00 "
TAA MAIN GRAFT PROXIMAL OR DISTAL," 45,566.00 "
TACROLIMUS, 223.00 
TANGENITAL BIOPSY SKIN EACH ADDITIONAL LESION, 218.00 
TANGENITAL BIOPSY SKIN FIRST LESION, 459.00 
TATTOOING INTRADERMAL <= 6 SQ CM TOTAL AREA, 724.00 
TATTOOING INTRADERMAL > 6 SQ CM <= 20 SQ CM TOTAL AREA, 805.00 
TC-99 PYROPHOSPHATE =< 25 MCI, 92.00 
TC99M BICISATE =< 25 MCI," 4,973.00 "
TC-99M CHELEX 100 RESIN, 131.00 
TC-99M DISOFENIN =< 15 MCI, 122.00 
TC99M FANOLESOMAB =< 25 MCI," 4,683.00 "
TC99M PENTETATE =< 25 MCI, 69.00 
TC-99M PERTECHNETATE PER 1 MCI, 13.00 
TC99M SUCCIMER =< 10 MCI, 738.00 
TC99M TETROFOSMIN PER DOSE, 473.00 
T-CELL RECEPTOR BETA GENE REARRANGEMENT ANALYSIS BY POLYMERASE CHAIN REACTION (PCR)," 1,260.00 "
T-CELLS ABSOLUTE CD4 AND CD8 COUNT, 210.00 
TD VACCINE NO PRSRV >/=7 IM, 95.00 
TDAP VACCINE >7 IM, 115.00 
TECHNETIUM TC99M ARCITUMOMAB =< 45 MCI," 6,347.00 "
TECHNETIUM TC99M AUTO WBC," 3,082.00 "
TECHNETIUM TC-99M TILMANOCEPT UP TO 0.5 MILLICURIES," 1,850.00 "
TELETHERAPY ISODOSE PLAN COMPLEX W/ BASIC DOSIMETRY CALCULATION," 4,222.00 "
TELETHERAPY ISODOSE PLAN SIMPLE W/ BASIC DOSIMETRY CALCULATION," 1,949.00 "
TEMP CLOSURE EYELIDS BY SUTURE," 1,157.00 "
TEMPERATURE SENSORY MONITORED SCALP COOLING, 25.00 
TESTING AUTONOMIC NERVOUS SYSTEM FUNC W/ AT LEAST 5 MINUTES PASSIVE TILT, 321.00 
TESTOSTERONE FREE, 108.00 
TESTOSTERONE TOTAL, 211.00 
THANATROPIC DYSPLASIA," 1,700.00 "
THEOPHYLLINE, 50.00 
THERAPEUTIC ACTIVITIES DIRECT EACH 15 MINS BY PHYSICAL THERAPIST, 136.00 
THERAPEUTIC ACTIVITIES DIRECT EACH 15 MINUTES BY OCCUPATIONAL THERAPIST, 136.00 
THERAPEUTIC ACTIVITIES INDIVIDUAL EACH 15 MINS BY ATHLETIC TRAINER, 136.00 
THERAPEUTIC ANESTHETIC NERVE BLOCK," 1,364.00 "
THERAPEUTIC APHERESIS W/ SELECTIVE HDL DELIPIDATION & PLASMA REINFUSION," 5,500.00 "
THERAPEUTIC CELL (T-CELL) PROCUREMENT (US/DKMS)," 26,781.00 "
THERAPEUTIC EXERCISES RANGE OF MOTION & FLEXIBILITY EACH 15 MINS BY ATHLETIC TRAINER, 119.00 
THERAPEUTIC EXERCISES RANGE OF MOTION & FLEXIBILITY EACH 15 MINS BY OCCUPATIONAL THERAPIST, 119.00 
THERAPEUTIC EXERCISES RANGE OF MOTION & FLEXIBILITY EACH 15 MINS BY PHYSICAL THERAPIST, 119.00 
THERAPEUTIC EXERCISES RANGE OF MOTION & FLEXIBILITY EACH 15 MINS BY RECREATIONAL THERAPIST, 119.00 
THERAPEUTIC PROCEDURE GROUP BY PHYSICAL THERAPIST, 58.00 
THERAPEUTIC RADIOLOGY PORT IMAGE(S), 565.00 
THERAPEUTIC SERVICES FOR SPEECH DEVICES, 289.00 
THERAPEUTIC TREATMENT PLANNING BY TRANSDUCER ARRAY LAYOUT, 250.00 
THERAPUETIC ACTIVITIES INDIVIDUAL EACH 15 MINS BY RECREATIONAL THERAPIST, 136.00 
THERAPUETIC PROCEDURE GROUP BY ATHLETIC TRAINER, 58.00 
THERAPUETIC PROCEDURE GROUP BY RECREATIONAL THERAPIST, 58.00 
THIGH CUFF AND DROP LOCK, 932.00 
THORACENTESIS W/ IMAGING GUIDANCE," 2,094.00 "
THORACENTESIS W/O IMAGING GUIDANCE," 1,684.00 "
THORACOSCOPY W/ PLEURODESIS," 7,063.00 "
THROMBECTOMY ARTERIAL/VENOUS GRAFT OTHER THAN HEMODIALYSIS GRAFT," 7,621.00 "
THROMBECTOMY ARTERIOVENOUS FISTULA W/O REVISION DIALYSIS GRAFT," 5,372.00 "
THROMBIN TIME PLASMA, 80.00 
THROMBOENDARTERECTOMY COMMON FEMORAL," 11,121.00 "
THROMBOPLASTIN TIME PARTIAL (PTT) PLASMA/WHOLE BLOOD, 71.00 
THROMBOPLASTIN TIME PARTIAL (PTT) SUBSTITUTION PLASMA FRACTIONS EACH, 121.00 
THYROGLOBULIN, 198.00 
THYROID HORMONE (T3 OR T4) THYROID HORMONE BINDING RATIO (THBR), 37.00 
THYROID IMAGING W/ OR W/O VASCULAR FLOW," 1,027.00 "
THYROID STIMULATING HORMONE, 63.00 
THYROID STIMULATING IMMUNOGLOBULINS, 158.00 
THYROID UPTAKE SINGLE OR MULTIPLE W/ QUANTITATIVE MEASUREMENTS, 941.00 
THYROID UPTAKE SINGLE OR MULTIPLE W/ QUANTITATIVE MEASUREMENTS W/ OR W/O VASCULAR FLOW," 2,261.00 "
THYROXINE TOTAL, 99.00 
TILT TABLE EVALUATION," 3,707.00 "
TIMED URINE VOLUME MEASURE EACH, 53.00 
TISSUE CULTURE BONE MARROW BLOOD CELLS, 651.00 
TISSUE CULTURE OTHER TISSUE," 1,086.00 "
TISSUE EXAMINATION BY KOH SLIDE FOR FUNGI/PARASITES/MITES, 24.00 
TISSUE MARKER IMPLANTABLE, 585.00 
TL201 THALLIUM PER 1 MCI, 93.00 
TLSO 2 PC PREFABRICATED W/ CUSTOMIZATION," 2,758.14 "
TMS MAGNETIC STRIP, 125.00 
TOBRAMYCIN, 156.00 
TOPOGRAPHY CORNEAL, 100.00 
TOTAL PROTEIN OTHER SPECIMEN, 72.00 
TOXIN ASSAY TISSUE CULTURE, 165.00 
TRABECULOPLASTY BY LASER 1+ SESSIONS, 720.00 
TRACH CUSTOM, 480.00 
TRACHEAL PUNCTURE," 3,708.00 "
TRACHEOBRONCHOSCOPY," 2,048.00 "
TRACHEOSTOMY EMERGENT CIRCOTHYROID," 1,377.00 "
TRACHEOSTOMY EMERGENT TRANSTRACHEAL," 1,765.00 "
TRACHEOSTOMY FENESTRATION W/ SKIN FLAPS," 7,690.00 "
TRACHEOSTOMY PLANNED (NON-EMERGENT)," 3,214.00 "
TRACTION MECHANICAL BY ATHLETIC TRAINER, 93.00 
TRACTION MECHANICAL BY PHYSICAL THERAPIST, 93.00 
TRAINING & ED GROUP FOR MENTAL HEALTH PATIENTS > 45 MINS HARDING, 266.00 
TRAINING & ED GROUP FOR MENTAL HEALTH PATIENTS > 45 MINS TALBOT, 144.00 
TRAINING & ED INDIVIDUAL FOR MENTAL HEALTH PATIENTS > 45 MINS, 220.00 
TRANSCATHER AORTIC VALVE," 55,964.00 "
TRANSCATHETER AORTIC VALVE REPLACEMENT (TAVR) W/ PROSTHETIC VALVE  FROM TRANSAORTIC APPROACH," 51,715.00 "
TRANSCATHETER BIOPSY," 5,372.00 "
TRANSCATHETER CLOSURE ATRIAL SEPTAL DEFECT W/ IMPLANT," 14,809.00 "
TRANSCATHETER CLOSURE CONGENITAL VENTRICULAR SEPTAL DEFECT W/ IMPLANT," 14,203.00 "
TRANSCATHETER MITRAL VALVE REPLACEMENT PERCUTANEOUS APPROACH," 7,842.00 "
TRANSCATHETER MITRAL VALVE REPLACEMENT TRANSTHORACIC/TRANSAPICAL APPROACH," 51,715.00 "
TRANSCATHETER OCCLUSION/EMBOLIZATION CENTRAL NERVOUS SYSTEM PERMANENT," 10,631.00 "
TRANSCATHETER OCCLUSION/EMBOLIZATION NON-CENTRAL NERVOUS SYSTEM HEAD/NECK PERMANENT," 10,099.00 "
TRANSCATHETER PERCUTANEOUS CLOSURE OF PATENT DUCTUS ARTERIOSUS," 14,203.00 "
TRANSCATHETER PLACEMENT INTRACRANIAL INTRAVASCULAR STENTS," 10,631.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT CENTRAL DIALYSIS SEGMENT W/ IMAGING & RADIOLOGICAL SUPERVISION & INTERPRETATION," 17,648.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT CERVICAL CAROTID ARTERY W/ EMBOLIC PROTECTION," 5,006.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT CERVICAL CAROTID ARTERY W/O EMBOLIC PROTECTION," 4,028.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT COMMON CAROTID/INNOMINATE ARTERY OPEN OR PERCUTANEOUS ANTEGRADE APPROACH W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 6,937.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT COMMON CAROTID/INNOMINATE ARTERY RETROGRADE TREATMENT OPEN IPSILATERAL CERVICAL CAROTID EXPOSURE W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 9,256.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT OPEN/PERCUTANEOUS NONCAROTID/INTRACRANIAL/CORONARY EACH ADDITIONAL ARTERY W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 11,005.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT OPEN/PERCUTANEOUS NONCAROTID/INTRACRANIAL/CORONARY INITAL ARTERY W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 15,396.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT W/ ANGIOPLASTY SAME VESSEL OPEN/PERCUTANEOUS EACH ADDITIONAL VEIN W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 11,568.00 "
TRANSCATHETER PLACEMENT INTRAVASCULAR STENT W/ ANGIOPLASTY SAME VESSEL OPEN/PERCUTANEOUS EACH INITIAL VEIN W/ RADIOLOGICAL SUPERVISION & INTERPRETATION," 13,996.00 "
TRANSCATHETER RENAL SYMPATHETIC DENERVATION PERCUTANEOUS W/ ARTERIAL PUNCTURE CATHETER PLACEMENT RENAL ARTERY W/ FLUOROSCOPY & RADIOLOGICAL SUPERVISION & INTERPRETATION BILATERAL," 13,009.00 "
TRANSCATHETER RENAL SYMPATHETIC DENERVATION PERCUTANEOUS W/ ARTERIAL PUNCTURE CATHETER PLACEMENT RENAL ARTERY W/ FLUOROSCOPY & RADIOLOGICAL SUPERVISION & INTERPRETATION UNILATERAL," 10,407.00 "
TRANSCATHETER RETRIEVAL INTRAVASCULAR FOREIGN BODY W/ OR W/O IMAGING & RADIOLOGICAL SUPERVISION & INTERPRETATION," 7,980.00 "
TRANSCATHETER SEPTAL REDUCTION THERAPY INCLUDING TEMPORARY PACEMAKER INSERTION," 23,638.00 "
TRANSCRANIAL DOPPLER STUDY OF INTRACRANIAL ARTERIES COMPLETE, 684.00 
TRANSCRANIAL DOPPLER STUDY OF INTRACRANIAL ARTERIES EMBOLI DETECTION W/ MICROBUBBLE, 871.00 
TRANSCRANIAL DOPPLER STUDY OF INTRACRANIAL ARTERIES EMBOLI DETECTION W/O MICROBUBBLE, 788.00 
TRANSCRANIAL DOPPLER STUDY OF INTRACRANIAL ARTERIES LIMITED, 391.00 
TRANSCRANIAL DOPPLER STUDY OF INTRACRANIAL ARTERIES VASOREACTIVITY STUDY, 690.00 
TRANSCRANIAL FOCUSED ULTRASOUND ABLATION/THERAPEUTIC INTERVENTION W/ MAGNETIC RESONANCE GUIDANCE EXABLATE," 7,265.00 "
TRANSCRANIAL MAGNETIC STIMULATION INITIAL, 250.00 
TRANSCRANIAL MAGNETIC STIMULATION REDETERMINATION, 250.00 
TRANSCRANIAL MAGNETIC STIMULATION SUBSEQUENT, 350.00 
TRANSCUTANEOUS ELECTRICAL MODULATION PAIN REPROCESSING EACH SESSION, 202.00 
TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) COMPLETE," 1,742.00 "
TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) CONGENITAL ANOMALIES W/ CONTRAST," 2,073.00 "
TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) CONGENITAL ANOMALIES W/O CONTRAST," 1,906.00 "
TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) GUIDANCE FOR TRANSCATHETER INTRACARDIAC/GREAT VESSEL STRUCTURAL INTERVENTION(S) INCLUDING CONTRAST/DOPPLER/3D," 1,475.00 "
TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) PROBE PLACEMENT ONLY," 1,657.00 "
TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) W/ CONTRAST," 2,859.00 "
TRANSFERASE ALANINE AMINO, 59.00 
TRANSFERASE ASPARTATE AMINO (AST) (SGOT), 55.00 
TRANSFERRIN, 67.00 
TRANSFORAMINAL INJECTION EACH ADDITIONAL LEVEL, 942.00 
TRANSFORAMINAL INJECTION SINGLE LEVEL," 1,174.00 "
TRANSFUSION BLOOD OR BLOOD COMPONENTS," 1,369.00 "
TRANSFUSION INTRAUTERINE FETAL," 1,451.00 "
TRANSITIONAL CARE, 741.00 
