Hospital Name:  Mercy St Francis SF,,,
OSHPD Facility No: 106380960,,,
"Effective Date of Charges: July 1, 2018",,,
,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator
8780603,XR SHOULDER 1 VIEW LT FY , 756.00 ,
8780604,XR SHOULDER 1 VIEW RT FY , 756.00 ,
8780605,XR SHOULDER 2+VIEWS LT FY, 995.00 ,
8780606,XR SHOULDER 2+VIEWS RT FY, 995.00 ,
8780607,IR ARTHROGRAM ELBOW LT FY," 1,668.00 ",
8780608,IR ARTHROGRAM ELBOW RT FY," 1,668.00 ",
8780609,IR ARTHROG SHOULDER LT FY," 1,718.00 ",
8780610,IR ARTHROGR SHOULD RT FY ," 1,718.00 ",
8780611,IR ARTHROGRM SHOULD BI FY, 995.00 ,
8780612,IR ARTHROGRAM WRIST LT FY," 1,668.00 ",
8780613,IR ARTHROGRAM WRIST RT FY," 1,668.00 ",
8780614,XR FINGER(S) 2+VWS LT FY , 617.00 ,
8780615,XR FINGER(S) 2+VWS RT FY , 617.00 ,
8780616,IR MYELOGRAM CERVICAL FY ," 2,194.00 ",
8780617,IR MYELOGRAM LUMBAR FY   ," 2,194.00 ",
8780618,IR MYELOGRAM THORACIC FY ," 2,194.00 ",
8780619,XR BONE SURVEY COMPLET FY," 3,103.00 ",
8780620,XR CERVICAL SPINE 1VW FY , 501.00 ,
8780621,XR CERVICAL SPINE 4-5V FY," 1,152.00 ",
8780622,XR CERVICAL SPINE 2-3V FY, 851.00 ,
8780623,XR CERVICAL SPINE >=6V FY," 1,473.00 ",
8780624,XR LUMBAR SPINE 1 VIEW FY, 501.00 ,
8780625,XR LUMBAR SPINE 2OR3V FY ," 1,129.00 ",
8780626,XR LSPINE BEND ONLY2-3 FY," 1,267.00 ",
8780627,XR LUMBAR SPINE 4+VWS FY ," 1,547.00 ",
8780628,XR L SPINE CMP BND 6+V FY," 2,024.00 ",
8780629,XR SACROILIAC JT 3+VWS FY," 1,590.00 ",
8780630,XR SACRUM & COCCYX 2+V FY," 1,325.00 ",
8780631,XR THORACIC SPINE 1VW FY , 501.00 ,
8780632,XR THORACIC SPINE 4+VW FY," 1,177.00 ",
8780633,XR THORACIC SPINE 2VWS FY, 885.00 ,
8780634,XR THORACIC SPINE 3VWS FY, 992.00 ,
8780635,XR THORACOLUM JUNCT>=2 FY," 1,102.00 ",
8780636,XR BONE AGE STUDIES FY   ," 1,174.00 ",
8780637,XR ANKLE 3+ VIEWS LT FY  , 859.00 ,
8780638,XR ANKLE 3+ VIEWS RT FY  , 859.00 ,
8780639,XR ANKLE 2 VIEWS LT FY   , 731.00 ,
8780640,XR ANKLE 2 VIEWS RT FY   , 731.00 ,
8780641,IR BONE LENGTH STUDIES FY," 1,316.00 ",
8780642,XR KNEE 1 OR 2 VWS RT FY ," 1,448.00 ",
8780643,XR KNEE 1 OR 2 VWS LT FY ," 1,448.00 ",
8780644,XR KNEE 3 VIEWS LT FY    ," 1,765.00 ",
8780645,XR KNEE 3 VIEWS RT FY    ," 1,765.00 ",
8780646,XR KNEE AP STANDING BI FY," 1,676.00 ",
8780647,XR KNEE 4+ VIEWS RT FY   ," 2,047.00 ",
8780648,XR KNEE 4+ VIEWS LT FY   ," 2,047.00 ",
8780649,XR CALCANEUS 2+VWS LT FY , 841.00 ,
8780650,XR CALCANEUS 2+VWS RT FY , 841.00 ,
8780651,XR TIBIA&FIBULA 2VW LT FY, 815.00 ,
8780652,XR TIBIA & FIB 2 VW RT FY, 815.00 ,
8780653,XR FOOT 3+ VIEWS LT FY   , 786.00 ,
8780654,XR FOOT 3+ VIEWS RT FY   , 786.00 ,
8780655,XR FOOT 2 VIEWS LT FY    , 685.00 ,
8780656,XR FOOT 2 VIEWS RT FY    , 685.00 ,
8780657,IR ARTHROGRAM ANKLE LT FY," 1,718.00 ",
8780658,IR ARTHROGRAM ANKLE RT FY," 1,718.00 ",
8780659,IR ARTHROGRAM KNEE LT FY ," 1,718.00 ",
8780660,IR ARTHROGRAM KNEE RT FY ," 1,718.00 ",
8780661,XR KNEE 1 OR 2VWS BIL FY ," 2,171.00 ",
8780662,XR KNEE 3 VIEWS BIL FY   ," 2,646.00 ",
8780663,XR KNEE 4+ VIEWS BIL FY  ," 3,070.00 ",
8780664,XR TOE(S) 2+ VIEWS LT FY , 618.00 ,
8780665,XR TOE(S) 2+ VIEWS RT FY , 618.00 ,
8780666,XR PELVIS CMPL 3+VIEWS FY," 1,021.00 ",
8780667,XR PELVIS 1 OR 2 VIEWS FY, 685.00 ,
8780668,IR ARTHROGRAM HIP LT FY  ," 2,038.00 ",
8780669,IR ARTHROGRAM HIP BIL FY ," 3,057.00 ",
8780670,IR ARTHROGRAM HIP RT FY  ," 2,038.00 ",
8780671,XR COLON BE W WO KUB FY  ," 1,813.00 ",
8780672,XR COLON BE W AIR CON FY ," 2,625.00 ",
8780673,IR TUBE/CTH CHANGE CON FY," 3,579.00 ",
8780674,XR CINE/VIDEO FY         ," 2,029.00 ",
8780675,IR INTRALUM STRICT DIL FY," 3,579.00 ",
8780676,XR ESOPHAGUS FY          ," 1,828.00 ",
8780677,XR SINUS TR/FIST/ABSC FY ," 1,910.00 ",
8780678,IR FLUOR GUIDE NDL PLC FY," 1,908.00 ",
8780679,IR FLUOR CVAD PL/RP/RE FY," 1,478.00 ",
8780680,IR GI TUBE LONG INTRO FY ," 2,392.00 ",
8780681,XR SWALL FUNC CIN/VID FY ," 1,817.00 ",
8780682,IR FLUOR GUIDE CTH DRN FY," 3,427.00 ",
8780683,XR SMALL BOWEL FY        ," 1,598.00 ",
8780684,XR UGI W AIR CON W KUB FY," 3,346.00 ",
8780685,XR UGI AIR CON+SM BOW FY ," 2,865.00 ",
8780686,XR UGI WO KUB FY         ," 1,962.00 ",
8780687,XR UGI W SM INTESTINE FY ," 3,062.00 ",
8780688,XR UGI W KUB FY          ," 2,040.00 ",
8780689,IR HYSTEROSALPINGOGRAM FY," 1,668.00 ",
8780690,XR UROGR (IVP) WWO TOM FY," 2,149.00 ",
8780691,XR UROGR DRP/BOLUS TOM FY," 2,392.00 ",
8780692,IR UROGR ANTEGRADE LT FY ," 1,668.00 ",
8780693,IR UROGR ANTEGRADE RT FY ," 1,668.00 ",
8780694,XR UROGRAM RETROGRADE FY ," 1,791.00 ",
8780695,XR CYSTOURETHROGR VOID FY," 2,075.00 ",
8780696,XR CYSTOGRAM 3+ VIEWS FY ," 1,668.00 ",
8780697,XR CHOL INTRAOP ADDSET FY," 1,089.00 ",
8780698,IR ENDO ERCP FY          ," 4,054.00 ",
8780699,IR ENDO BILIA DUCT CTH FY," 3,817.00 ",
8780700,IR ENDO PANCR DUCT CTH FY," 3,778.00 ",
8780701,XR CHOLANG/PAN INTRAOP FY," 1,813.00 ",
8780702,IR ANGIO EXTREMITY LT FY ," 8,915.00 ",
8780703,IR ANGIO EXTREMITY RT FY ," 8,915.00 ",
8780704,MA SURGIC SPECIMEN EA FY ," 1,791.00 ",
8780705,IR VENOGRAM EXTREM LT FY ," 3,161.00 ",
8780706,IR VENOGRAM EXTREM RT FY ," 4,123.00 ",
8780707,IR VENOGRAM EXTREM BIL FY," 4,295.00 ",
8780708,IR AORTOG ABD ILIOFEM FY ," 10,419.00 ",
8780709,IR AORTOG ABD W SERIAL FY," 8,915.00 ",
8780710,IR ANGIO EXTREMITY BIL FY," 9,622.00 ",
8780711,XR FLUORO < 1 HR FY      ," 1,768.00 ",
8780712,XR ABDOMEN 1 VIEW  FY    , 803.00 ,
8780713,XR ABDOMEN 2 VIEWS FY    ," 1,004.00 ",
8780714,XR ABDOMEN >=3 VIEWS FY  ," 1,253.00 ",
8780715,XR CHEST 1 VIEW FY       , 643.00 ,
8780716,XR CHEST 2 VIEWS FY      , 836.00 ,
8780717,XR CHEST 3 VIEWS FY      ," 1,029.00 ",
8780718,XR CHEST >= 4 VIEWS FY   ," 1,280.00 ",
8780719,IR EPIDUROGRAM FY        ," 2,663.00 ",
8780720,IR FLUOR NDL LOC SPINE FY," 1,374.00 ",
8780721,IR ANGIO EXTREM OR LT FY ," 5,559.00 ",
8780722,IR ANGIO EXTREM OR RT FY ," 5,559.00 ",
8780723,MA MAMMO DIAG W CAD RT FY, 874.00 ,
8780724,MA MAMMO DIAG W CAD LT FY, 874.00 ,
8780725,MA MAMMO DIAG W CAD BI FY," 1,049.00 ",
8780726,MA MAMMO SCRN W CAD RT FY, 862.00 ,
8780727,MA MAMMO SCRN W CAD LT FY, 862.00 ,
8780728,MA MAMMO SCREEN CAD BI FY," 1,157.00 ",
8780729,MA MAM DX POST CAD RT FY , 874.00 ,
8780730,MA MAM DX POST CAD LT FY , 874.00 ,
8780731,XR FEMUR 2+ VIEWS LT FY  , 717.00 ,
8780732,XR FEMUR 2+ VIEWS RT FY  , 717.00 ,
8780733,XR HIP W PELVIS 1VW LT FY, 583.00 ,
8780734,XR HIP W PELVIS 1VW RT FY, 583.00 ,
8780735,XR HIP W PEL 2-3VWS LT FY, 845.00 ,
8780736,XR HIP W PEL 2-3VWS RT FY, 845.00 ,
8780737,XR HIP W PELV 4+VWS LT FY," 1,056.00 ",
8780738,XR HIP W PELV 4+VWS RT FY," 1,056.00 ",
8780739,XR HIP W PELV 2VWS BIL FY, 897.00 ,
8780740,XR HIP W PEL 3-4VWS BI FY," 1,119.00 ",
8780741,XR HIP W PEL 5+VWS BIL FY," 1,399.00 ",
8780742,XR SPINE ENTIRE 1 VIEW FY," 1,269.00 ",
8780743,XR SPINE ENTIRE 2-3VWS FY," 1,726.00 ",
8780744,XR SPINE ENTIRE 4-5VWS FY," 2,156.00 ",
8780745,XR SPINE ENTIRE 6+VWS FY ," 2,694.00 ",
8780746,XR BONE DENS(DXA)AXAL FY ," 1,177.00 ",
8799992,RADIOLOGY NC             , -   ,1
8799994,BX BREAST STEREO PERC 1ST," 4,449.00 ",
8799996,BX BRST STEREO PERC EA AD," 4,449.00 ",
8799997,PLC BRST LOC DEV STER ADD," 2,281.00 ",
8799998,PLC BRST LOC DEV STER 1ST," 2,281.00 ",
8800005,CT DEPARTMENT            , -   ,2
8810054,CT ABDOMEN PELV W CON CT ," 12,223.00 ",
8810055,CT ABDOMEN PELV WO CON CT," 12,223.00 ",
8810056,CT ABDOMEN PEL WWO CON CT," 14,675.00 ",
8810057,CT ABDOMEN W CON CT      ," 6,111.00 ",
8810058,CT ABDOMEN WO CON CT     ," 6,111.00 ",
8810059,CT ABDOMEN WO&W CON CT   ," 7,335.00 ",
8810060,CT ANGIO ABD/PEL W CON CT," 13,249.00 ",
8810061,CT ANGIO ABDOMEN W CON CT," 6,625.00 ",
8810062,CT ANGIO CHEST W CON CT  ," 6,625.00 ",
8810063,CT ANGIO HEAD W CON CT   ," 6,625.00 ",
8810064,CT ANG HRT/COR AR 3D W CT," 1,395.00 ",
8810065,CT ANG LOW EXTREM W LT CT," 6,625.00 ",
8810066,CT ANG LOW EXTREM W RT CT," 6,625.00 ",
8810067,CT ANGIO NECK W CON CT   ," 6,625.00 ",
8810068,CT ANGIO PELVIS W CON CT ," 6,625.00 ",
8810069,CT ANG UPP EXTREM W LT CT," 6,625.00 ",
8810070,CT ANG UP EXTREM W RT CT ," 6,625.00 ",
8810071,CT CERVIC SPINE W CON CT ," 6,355.00 ",
8810072,CT CERVIC SPINE WO CON CT," 4,887.00 ",
8810073,CT CERVICAL SPINE WO&W CT," 6,598.00 ",
8810074,CT CHEST W CON CT        ," 6,355.00 ",
8810075,CT CHEST WO CON CT       ," 6,111.00 ",
8810076,CT CHEST WO&W CON CT     ," 7,335.00 ",
8810077,CT HEAD W CON CT         ," 7,335.00 ",
8810078,CT HEAD WO CON CT        ," 4,400.00 ",
8810079,CT HEAD WO&W CON CT      ," 6,355.00 ",
8810080,CT HRT EVAL COR CA WO CT ," 1,123.00 ",
8810081,CT HRT STR/MORP CONGEN CT," 1,395.00 ",
8810082,CT HRT STRC/MORP/3D W CT ," 1,395.00 ",
8810083,CT LOW EXTREMITY W LT CT ," 6,355.00 ",
8810084,CT LOW EXTREMITY W RT CT ," 6,355.00 ",
8810085,CT LOW EXTREMITY WO LT CT," 4,887.00 ",
8810086,CT LOW EXTREMITY WO RT CT," 4,887.00 ",
8810087,CT LOW EXTREM WO&W LT CT ," 6,598.00 ",
8810088,CT LOW EXTREM WO&W RT CT ," 6,598.00 ",
8810089,CT LUMBAR SPINE W CON CT ," 6,988.00 ",
8810090,CT LUMBAR SPINE WO CON CT," 5,522.00 ",
8810091,CT LUMB SPINE WO&W CON CT," 7,231.00 ",
8810092,CT MAXILLOFACIAL W CON CT," 5,868.00 ",
8810093,CT MAXILLOFACIA WO CON CT," 4,400.00 ",
8810094,CT MAXILLOFAC WO&W CON CT," 6,355.00 ",
8810095,CT ORBIT/SEL/FOS/EAR W CT," 5,868.00 ",
8810096,CT ORBIT/SEL/FO/EAR WO CT," 6,111.00 ",
8810097,CT ORBIT/SEL/FO/E WO&W CT," 6,355.00 ",
8810098,CT PELVIS W CON CT       ," 6,111.00 ",
8810099,CT PELVIS WO CON CT      ," 6,111.00 ",
8810100,CT PELVIS WO&W CON CT    ," 7,335.00 ",
8810101,CT SOFT TIS NECK W CON CT," 6,111.00 ",
8810102,CT SOFT TISSUE NECK WO CT," 5,868.00 ",
8810103,CT ABDOMEN W CON         ," 6,111.00 ",
8810104,CT SOFT TISS NECK WO&W CT," 6,355.00 ",
8810105,CT THORAC SPINE W CON CT ," 6,355.00 ",
8810106,CT THORAC SPINE WO CON CT," 4,887.00 ",
8810107,CT THORACIC SPINE WO&W CT," 6,598.00 ",
8810108,CT UPP EXTREM W CON LT CT," 6,355.00 ",
8810109,CT UPP EXTREM W CON RT CT," 6,355.00 ",
8810110,CT UP EXTREM WO CON LT CT," 4,400.00 ",
8810111,CT UPP EXTR WO CON RT CT ," 4,400.00 ",
8810112,CT UPP EXTREM WO&W LT CT ," 6,598.00 ",
8810113,CT UPP EXTREM WO&W RT CT ," 6,598.00 ",
8810152,CT ABDOMEN WO&W CON      ," 7,335.00 ",
8810251,CT ABDOMEN WO CON        ," 6,111.00 ",
8810384,CT ANGIO ABDOMEN W CON   ," 6,625.00 ",
8810459,CT CERVICAL SPINE WO CON ," 4,887.00 ",
8810509,CT CERVICAL SPINE WO&W   ," 6,598.00 ",
8810608,CT CERVICAL SPINE W CON  ," 6,355.00 ",
8810707,CT CHEST W CON           ," 6,355.00 ",
8810756,CT CHEST WO&W CON        ," 7,335.00 ",
8810905,CT CHEST WO CON          ," 6,111.00 ",
8810988,CT ANGIO CHEST W CON     ," 6,625.00 ",
8810996,CT ANGIO AORTA W RUNOFF  ," 6,625.00 ",
8811002,CT GUIDE CATH DRAIN      ," 3,427.00 ",
8811051,CT GUIDED THERAPY PLACEMT," 3,665.00 ",
8811150,CT GUIDED NEEDLE PLACEMNT," 3,427.00 ",
8811200,CT HEAD WO CON           ," 4,400.00 ",
8811259,CT HEAD WO&W CON         ," 6,355.00 ",
8811358,CT HEAD W CON            ," 5,868.00 ",
8811481,CT ANGIO HEAD W CON      ," 6,625.00 ",
8811556,CT LUMBAR SPINE WO CON   ," 5,522.00 ",
8811606,CT LUMBAR SPINE WO&W CON ," 7,231.00 ",
8811705,CT LUMBAR SPINE W CON    ," 6,988.00 ",
8811911,CT LOW EXTREMITY WO&W LT ," 6,598.00 ",
8811929,CT LOW EXTREMITY WO&W RT ," 6,598.00 ",
8812018,CT LOW EXTREMITY WO LT   ," 4,887.00 ",
8812026,CT LOW EXTREMITY WO RT   ," 4,887.00 ",
8812067,CT LOW EXTREMITY W LT    ," 6,355.00 ",
8812075,CT LOW EXTREMITY W RT    ," 6,355.00 ",
8812117,CT ANGIO LOW EXTREM W LT ," 6,625.00 ",
8812125,CT ANGIO LOW EXTREM W RT ," 6,625.00 ",
8812158,CT MAXILLOFACIAL WO CON  ," 4,400.00 ",
8812208,CT MAXILLOFACIAL WO&W CON," 6,355.00 ",
8812257,CT MAXILLOFACIAL W CON   ," 5,868.00 ",
8812604,CT SOFT TISSUE NECK WO&W ," 6,355.00 ",
8812653,CT SOFT TISSUE NECK WO   ," 5,868.00 ",
8812703,CT SOFT TISSUE NECK W CON," 6,111.00 ",
8812786,CT ANGIO NECK W CON      ," 6,625.00 ",
8812851,CT ORBIT/SEL/FOS/EAR WO&W," 6,355.00 ",
8812901,CT ORBIT/SEL/FOS/EAR W   ," 5,868.00 ",
8812950,CT ORBIT/SEL/FOS/EAR WO  ," 6,111.00 ",
8813107,CT PELVIS W CON          ," 6,111.00 ",
8813156,CT PELVIS WO&W CON       ," 7,335.00 ",
8813305,CT PELVIS WO CON         ," 6,111.00 ",
8813388,CT ANGIO PELVIS W CON    ," 6,625.00 ",
8813396,CT ANGIO ABD/PELVIS W CON," 13,249.00 ",
8813420,CT 3D WO SEPARATE WKSTATN," 2,818.00 ",
8813438,CT 3D W SEPARATE WKSTATN ," 2,818.00 ",
8813552,CT THORACIC SPINE WO CON ," 4,887.00 ",
8813602,CT THORACIC SPINE WO&W   ," 6,598.00 ",
8813701,CT THORACIC SPINE W CON  ," 6,355.00 ",
8813867,CT FOLLOW UP LTD OR LOCAL," 2,516.00 ",
8813917,CT UPP EXTREM WO&W LT    ," 6,598.00 ",
8813925,CT UPP EXTREM WO&W RT    ," 6,598.00 ",
8814014,CT UPP EXTREM WO CON LT  ," 4,400.00 ",
8814022,CT UPP EXTREM WO CON RT  ," 4,400.00 ",
8814063,CT UPP EXTREM W CON LT   ," 6,355.00 ",
8814071,CT UPP EXTREM W CON RT   ," 6,355.00 ",
8814105,CT ANGIO UPP EXTREM W LT ," 6,625.00 ",
8814113,CT ANGIO UPP EXTREM W RT ," 6,625.00 ",
8814154,CT GUIDED LOCALIZA STEREO," 2,790.00 ",
8814253,CT GUIDE TISSUE ABLATION ," 4,400.00 ",
8814261,RENAL TUMOR(S) ABLAT CRYO," 6,547.00 ",
8814279,RENAL TUMOR(S ABLAT RADIO," 6,547.00 ",
8814360,CT ABDOMEN PELVIS WO CON ," 12,223.00 ",
8814378,CT ABDOMEN PELVIS W CON  ," 12,223.00 ",
8814386,CT ABDOMEN PELVIS WWO CON," 14,675.00 ",
8814394,CT CEREBRL PERFUSION WCON," 1,779.00 ",
8816035,*CT CHEST/ABD/PEL W CON  , -   ,2
8816043,*CT CHEST/ABD/PEL WO CON , -   ,2
8816050,*CT CHST/ABD/PEL WO&W CON, -   ,2
8816068,*CT NCK/CHST/ABD/PEL W   , -   ,2
8816076,*CT NCK/CHST/ABD/PEL WO  , -   ,2
8816084,*CT CHEST/ABDOMEN W CON  , -   ,2
8816092,*CT CHEST/ABDOMEN WO CON , -   ,2
8816100,*CT CHEST/ABD WO&W CON   , -   ,2
8816183,*CT ANGIO ABD/PEL W CON  , -   ,2
8816209,*CT ANGIO ABD/CHEST W CON, -   ,2
8816225,*CT LUMBR/THOR SPINE WO  , -   ,2
8817033,MODERATE SEDAT ADD 15MIN , 226.00 ,
8818908,CT HRT EVAL COR CA WO CON," 1,123.00 ",
8818916,CT LUNG SCAN             ," 1,123.00 ",
8818924,CT THERAPY TX PLANNING   ," 2,252.00 ",
8818940,CT TELERADIOGRPY/EXAM NC , -   ,1
8820177,LOCM 200-299MG/ML IODINE , 6.02 ,
8820185,LOCM 300-399MG/ML IODINE , 2.42 ,
8820219,LOCM 300-399MG/ML IODINE , 0.39 ,
8820227,LOCM 200-299MG/ML IODINE , 0.43 ,
8820250,NEEDLE BIOPSY GUN        , 510.00 ,
8820310,CT LUNG SCREEN LOW DOSE  , 289.00 ,
8820326,CT HRT STRC/MORP/3D W CON," 1,395.00 ",
8820334,CT HRT STRC/MORP CONGENTL," 1,395.00 ",
8820342,CT ANGIO HRT/COR ART 3D W," 1,395.00 ",
8820343,PLC INTERSTIT PERC THORAX," 3,012.00 ",
8820344,PLC INTER PER ABD/PEL/PER," 3,012.00 ",
8820345,CT GUIDE CATH DRAIN FY   ," 3,427.00 ",
8829997,MOD SEDAT =>5YRS 1ST 15M , 267.00 ,
8900003,MRI DEPARTMENT           , -   ,2
8910051,MR ANGIO ABDOMEN WO CON  ," 6,128.00 ",
8910069,MR ANGIO ABDOMEN W CON   ," 6,128.00 ",
8910077,MR ANGIO ABDOMEN WO&W CON," 6,128.00 ",
8910119,MR ANGIO CHEST W CON     ," 6,128.00 ",
8910127,MR ANGIO CHEST WO&W CON  ," 6,128.00 ",
8910135,MR ANGIO HEAD W CON      ," 8,086.00 ",
8910143,MR ANGIO HEAD WO&W CON   ," 9,312.00 ",
8910150,MR ANGIO HEAD WO CON     ," 5,576.00 ",
8910176,MR ANGIO NECK W CON      ," 8,735.00 ",
8910184,MR ANGIO NECK WO&W CON   ," 10,061.00 ",
8910192,MR ANGIO NECK WO CON     ," 6,026.00 ",
8910267,MR ANGIO PELVIS W CON    ," 4,927.00 ",
8910283,MR ANGIO PELVIS WO&W CON ," 5,911.00 ",
8910408,MR ABDOMEN WO CON        ," 5,033.00 ",
8910416,MR ABDOMEN W CON         ," 7,297.00 ",
8910424,MR ABDOMEN WO&W CON      ," 8,404.00 ",
8910457,MR BRAIN WO CON          ," 5,576.00 ",
8910507,MR BRAIN WO&W CON        ," 9,312.00 ",
8910556,MR BRAIN W CON           ," 8,086.00 ",
8910663,MR BREAST WO CON LT      ," 6,128.00 ",
8910671,MR BREAST WO CON RT      ," 6,128.00 ",
8910705,MR C SPINE WO&W CON      ," 8,548.00 ",
8910754,MR C SPINE W CON         ," 7,422.00 ",
8910804,MR C SPINE WO CON        ," 5,118.00 ",
8910853,MR CHEST WO CON          ," 6,128.00 ",
8910861,MR CHEST W CON           ," 6,639.00 ",
8910879,MR CHEST WO&W CON        ," 7,351.00 ",
8910952,MR L SPINE WO&W CON      ," 9,411.00 ",
8911000,MR L SPINE W CON         ," 8,170.00 ",
8911018,MR LOW EXTREM JNT W LT   ," 5,360.00 ",
8911026,MR LOW EXTREM JNT W RT   ," 5,360.00 ",
8911034,MR LOW EXTREM JNT WO&W LT," 6,174.00 ",
8911042,MR LOW EXTREM JNT WO&W RT," 6,174.00 ",
8911067,MR LOW EXTREM JNT WO LT  ," 3,697.00 ",
8911075,MR LOW EXTREM JNT WO RT  ," 3,697.00 ",
8911083,MR LOW EXTREM W CON LT   ," 6,242.00 ",
8911091,MR LOW EXTREM W CON RT   ," 6,242.00 ",
8911117,MR LOW EXTREM WO CON LT  ," 4,305.00 ",
8911125,MR LOW EXTREM WO CON RT  ," 4,305.00 ",
8911133,MR LOW EXTREM WO&W CON LT," 7,190.00 ",
8911141,MR LOW EXTREM WO&W CON RT," 7,190.00 ",
8911158,MR L SPINE WO CON        ," 5,635.00 ",
8911208,MR ORB/FAC/NECK W CON    ," 7,215.00 ",
8911257,MR ORB/FAC/NECK WO&W CON ," 8,292.00 ",
8911307,MR ORB/FAC/NECK WO CON   ," 4,976.00 ",
8911356,MR PELVIS WO CON         ," 5,135.00 ",
8911364,MR PELVIS W CON          ," 7,447.00 ",
8911372,MR PELVIS WO&W CON       ," 8,577.00 ",
8911505,MR T SPINE WO&W CON      ," 9,757.00 ",
8911554,MR T SPINE W CON         ," 8,474.00 ",
8911604,MR T SPINE WO CON        ," 5,843.00 ",
8911687,MR UPP EXTREM JNT W LT   ," 6,242.00 ",
8911695,MR UPP EXTREM JNT W RT   ," 6,242.00 ",
8911711,MR UPP EXTREM JNT WO LT  ," 4,305.00 ",
8911729,MR UPP EXTREM JNT WO RT  ," 4,305.00 ",
8911737,MR UPP EXTREM JNT WO&W LT," 7,190.00 ",
8911745,MR UPP EXTREM JNT WO&W RT," 7,190.00 ",
8911760,MR UPP EXTREM WO CON LT  ," 3,311.00 ",
8911778,MR UPP EXTREM WO CON RT  ," 3,311.00 ",
8911786,MR UPP EXTREM W CON LT   ," 4,055.00 ",
8911794,MR UPP EXTREM W CON RT   ," 4,055.00 ",
8911802,MR UPP EXTREM WO&W CON LT," 4,791.00 ",
8911810,MR UPP EXTREM WO&W CON RT," 4,791.00 ",
8911901,MR CHOLANGIO MRCP WO CON ," 8,950.00 ",
8911919,MR BREAST W CON LT       ," 6,128.00 ",
8911927,MR BREAST W CON RT       ," 6,128.00 ",
8912016,MR SPECTROSCOPY          ," 4,409.00 ",
8912024,MR 3D WO SEPARATE WKSTATN," 2,818.00 ",
8912032,MR 3D W SEPARATE WKSTATN ," 8,171.00 ",
8912040,MR TELERADIOGRPY/EXAM NC , -   ,1
8913006,*MR MRA HEAD/NECK W CON  , -   ,2
8913014,*MR MRA HEAD/NECK WO CON , -   ,2
8913022,*MR MRA HEAD/NECK WO&W   , -   ,2
8917031,MODERATE SEDAT ADD 15MIN , 226.00 ,
8920167,GADOLINIUM-BAS MR CON/ML , 22.50 ,
8930003,MOD SEDAT =>5YRS 1ST 15M , 267.00 ,
8930004,MR CARDIAC WO CON LTD    ," 4,710.00 ",
8930006,MR ANGIO LOWER EXTR WO&W ," 6,174.00 ",
8930007,MR ANGIO LOWER EXTR W CON," 6,174.00 ",
9000001,ULTRASOUND DEPARTMENT    , -   ,2
9010042,US GUIDED VASCULAR ACCESS," 1,478.00 ",
9010059,US V DPLX AB/PEL/RET LTD ," 1,326.00 ",
9010109,US V DPLX AB/PEL/RET CMP ," 1,742.00 ",
9010158,US ABD COMPLETE WO CON   ," 1,654.00 ",
9010208,US ABDOMEN WO CON LTD    ," 1,274.00 ",
9010307,US BREAST COMPLETE BIL   ," 1,793.00 ",
9010364,US BREAST COMPLETE LT    ," 1,195.00 ",
9010372,US BREAST COMPLETE RT    ," 1,195.00 ",
9010406,US CHEST                 ," 1,437.00 ",
9010455,US V DPLX HEMODIAL ACESS , 892.00 ,
9010554,US FETAL BIOPH PROF W NST," 2,101.00 ",
9010562,US FETAL BIOP PROF WO NST," 2,101.00 ",
9010570,US PREG NUCAL TRANSLU 1ST, 444.00 ,
9010588,US PREG NUCAL TRANSL ADD , 282.00 ,
9010604,US GUIDE CATH DRAIN      ," 3,427.00 ",
9010620,US GUIDED TISSUE ABLATION," 2,865.00 ",
9010703,US GUIDED NEEDL PLACEMENT," 1,455.00 ",
9010729,US GUIDE INTRAOP 1-2 HOUR," 1,553.00 ",
9010752,US PREG=>14WKS EA ADD GES," 1,422.00 ",
9010760,US GUIDED PERICARDIOCENT , 491.00 ,
9010778,US PREG<14WK SNGL1ST GEST," 1,848.00 ",
9010786,US PREG<14WKS EA ADD GEST, 980.00 ,
9010802,US PREG=>14WK SNG 1ST GES," 2,145.00 ",
9010810,US PREG+DETL SNGL1ST GEST," 2,101.00 ",
9010828,US PREG+DETL EA ADDL GEST, 570.00 ,
9010836,US PREG FOLLOWUP/EA GEST , 670.00 ,
9010844,US PREG TRANSVAGINAL     , 582.00 ,
9010851,US PREG 1 OR >FETUSES LTD, 519.00 ,
9010901,US PELVIS NON OB COMP    ," 2,149.00 ",
9010950,US PELVIS NON OB LTD F/U ," 1,439.00 ",
9011107,US TRANSRECTAL           ," 1,910.00 ",
9011115,*US PSEUDOANEURYSM PANEL , -   ,2
9011123,US GUIDED COMPRESS REPAR ," 2,289.00 ",
9011156,US RETROPERITONEAL LTD   , 937.00 ,
9011255,US RETROPERITONEAL COMPL ," 1,910.00 ",
9011354,US SCROTUM               ," 1,360.00 ",
9011388,US SONOHYSTEROGRAM       ," 1,526.00 ",
9011396,*US SONOHYSTEROGRAM PANEL, -   ,2
9011453,US SOFT TISS HEAD & NECK ," 1,553.00 ",
9011503,US TRANSVAGINAL          ," 1,910.00 ",
9014010,MODERATE SEDAT ADD 15MIN , 226.00 ,
9020058,US V DPLX AO/IVC/GRFT CMP," 1,683.00 ",
9020108,US V DPLX AO/IVC/GRFT LTD, 892.00 ,
9020157,US DPLX EXTRACRAN CMP BIL," 2,222.00 ",
