Procedure ID,Procedure,Charge
S66433,LENS CATARACT IOL 7 DIOPTER 6 X 12.5MM,318.75
S66487,STENT VASC NEUROFORM 3 EZ FIBR 45X20MM,21441.88086
S66579,BALLOON NC EUPHORA 2.00MM X 6MM RX,543.75
S66580,BALLOON NC EUPHORA 2.00MM X 8MM RX,543.75
S66581,BALLOON NC EUPHORA 2.00MM X 12MM RX,543.75
S66582,BALLOON NC EUPHORA 2.00MM X 15MM RX,543.75
S66583,BALLOON NC EUPHORA 2.00MM X 20MM RX,543.75
S66584,BALLOON NC EUPHORA 2.25MM X 6MM RX,543.75
S66585,BALLOON NC EUPHORA 2.25MM X 8MM RX,543.75
S66586,BALLOON NC EUPHORA 2.25MM X 12MM RX,543.75
S66587,BALLOON NC EUPHORA 2.25MM X 15MM RX,543.75
S66588,BALLOON NC EUPHORA 2.25MM X 20MM RX,543.75
S66589,BALLOON NC EUPHORA 2.50MM X 6MM RX,543.75
S66590,BALLOON NC EUPHORA 2.50MM X 8MM RX,543.75
S66591,BALLOON NC EUPHORA 2.50MM X 12MM RX,543.75
S66592,BALLOON NC EUPHORA 2.50MM X 15MM RX,543.75
S66593,BALLOON NC EUPHORA 2.50MM X 20MM RX,543.75
S66594,BALLOON NC EUPHORA 2.50MM X 27MM RX,543.75
S66595,BALLOON NC EUPHORA 2.75MM X 6MM RX,543.75
S66596,BALLOON NC EUPHORA 2.75MM X 8MM RX,543.75
S66597,BALLOON NC EUPHORA 2.75MM X 12MM RX,543.75
S66598,BALLOON NC EUPHORA 2.75MM X 15MM RX,543.75
S66599,BALLOON NC EUPHORA 2.75MM X 20MM RX,543.75
S66600,BALLOON NC EUPHORA 2.75MM X 27MM RX,543.75
S66601,BALLOON NC EUPHORA 3.00MM X 6MM RX,543.75
S66602,BALLOON NC EUPHORA 3.00MM X 8MM RX,543.75
S66603,BALLOON NC EUPHORA 3.00MM X 12MM RX,543.75
S66604,BALLOON NC EUPHORA 3.00MM X 15MM RX,543.75
S66605,BALLOON NC EUPHORA 3.00MM X 20MM RX,543.75
S66606,BALLOON NC EUPHORA 3.00MM X 27MM RX,543.75
S66607,BALLOON NC EUPHORA 3.25MM X 6MM RX,543.75
S66608,BALLOON NC EUPHORA 3.25MM X 8MM RX,543.75
S66609,BALLOON NC EUPHORA 3.25MM X 12MM RX,543.75
S66610,BALLOON NC EUPHORA 3.25MM X 15MM RX,543.75
S66611,BALLOON NC EUPHORA 3.25MM X 20MM RX,543.75
S66612,BALLOON NC EUPHORA 3.25MM X 27MM RX,543.75
S66613,BALLOON NC EUPHORA 3.50MM X 6MM RX,543.75
S66614,BALLOON NC EUPHORA 3.50MM X 8MM RX,543.75
S66615,BALLOON NC EUPHORA 3.50MM X 12MM RX,543.75
S66616,BALLOON NC EUPHORA 3.50MM X 15MM RX,543.75
S66617,BALLOON NC EUPHORA 3.50MM X 20MM RX,543.75
S66618,BALLOON NC EUPHORA 3.50MM X 27MM RX,543.75
S66619,BALLOON NC EUPHORA 3.75MM X 6MM RX,543.75
S66620,BALLOON NC EUPHORA 3.75MM X 8MM RX,543.75
S66621,BALLOON NC EUPHORA 3.75MM X 12MM RX,543.75
S66622,BALLOON NC EUPHORA 3.75MM X 15MM RX,543.75
S66623,BALLOON NC EUPHORA 3.75MM X 20MM RX,543.75
S66624,BALLOON NC EUPHORA 3.75MM X 27MM RX,543.75
S66625,BALLOON NC EUPHORA 4.00MM X 6MM RX,543.75
S66626,BALLOON NC EUPHORA 4.00MM X 8MM RX,543.75
S66627,BALLOON NC EUPHORA 4.00MM X 12MM RX,543.75
S66628,BALLOON NC EUPHORA 4.00MM X 15MM RX,543.75
S66629,BALLOON NC EUPHORA 4.00MM X 20MM RX,543.75
S66630,BALLOON NC EUPHORA 4.00MM X 27MM RX,543.75
S66631,BALLOON NC EUPHORA 4.50MM X 8MM RX,543.75
S66632,BALLOON NC EUPHORA 4.50MM X 12MM RX,543.75
S66633,BALLOON NC EUPHORA 4.50MM X 15MM RX,543.75
S66634,BALLOON NC EUPHORA 4.50MM X 20MM RX,543.75
S66635,BALLOON NC EUPHORA 5.00MM X 8MM RX,543.75
S66636,BALLOON NC EUPHORA 5.00MM X 12MM RX,543.75
S66637,BALLOON NC EUPHORA 5.00MM X 15MM RX,543.75
S66648,BALLOON NC STORMER 2.0 X 11MM MX,900
S66651,BALLOON NC STORMER 2.0 X  16MM MX,900
S66654,BALLOON NC STORMER 2.0 X 21MM MX,900
S66657,BALLOON NC STORMER 2.25 X 6MM MX,900
S66660,BALLOON NC STORMER 2.25 X 11MM MX,900
S66663,BALLOON NC STORMER 2.25 X 16MM MX,900
S66666,BALLOON NC STORMER 2.25 X 21MM MX,900
S66669,BALLOON NC STORMER 2.5 X 6MM MX,900
S66670,BALLOON 2.5 X 6MM NC STORMER OTW,904.1599731
S66672,BALLOON NC STORMER 2.5 X 11MM MX,900
S66673,BALLOON 2.5 X 11MM NC STORMER OTW,900
S66675,BALLOON NC STORMER 2.5 X14MM MX,900
S66676,BALLOON NC STORMER 2.5 X 14MM W,900
S66677,BALLOON NC STORMER 2.5 X 16MM MX,900
S66678,BALLOON 2.5 X 16MM NC STORMER OTW,900
S66680,BALLOON NC STORMER 2.5 X 18MM MX,900
S66681,BALLOON NC STORMER 2.5 X 18MM W,900
S66682,BALLOON NC STORMER 2.5 X 21MM MX,900
S66683,BALLOON 2.5 X 21MM NC STORMER OTW,900
S66685,BALLOON NC STORMER 2.5 X 26MM MX,900
S66686,BALLOON 2.5 X 26MM NC STORMER OTW,937.5
S66688,BALLOON NC STORMER 2.5 X 31MM MX,900
S66689,BALLOON 2.5 X 31MM NC STORMER OTW,937.5
S66691,BALLOON NC STORMER 2.75 X 6MM MX,900
S66692,BALLOON 2.75 X 6MM NC STORMER OTW,900
S66694,BALLOON NC STORMER 2.75 X 11MM MX,900
S66695,BALLOON 2.75 X 11MM NC STORMER OTW,900
S66697,BALLOON NC STORMER 2.75 X 14MM MX,900
S66698,BALLOON NC STORMER 2.75 X 14MM W,900
S66699,BALLOON NC STORMER 2.75 X 16MM MX,900
S66700,BALLOON 2.75 X 16MM NC STORMER OTW,899.960022
S66702,BALLOON NC STORMER 2.75 X 18MM MX,900
S66703,BALLOON NC STOMER 2.75X18MM W,900
S66704,BALLOON NC STORMER 2.75 X 21MM MX,900
S66705,BALLOON 2.75 X 21MM NC STORMER OTW,900
S66707,BALLOON NC STORMER 3.0 X 6MM MX,900
S66708,BALLOON 3.0 X 6MM NC STORMER OTW,900
S66710,BALLOON NC STORMER 3.0 X 11MM MX,900
S66711,BALLOON 3.0 X 11MM NC STORMER OTW,900
S66713,BALLOON NC STORMER 3.0 X 14MM MX,900
S66714,BALLOON NC STORMER 3.0 X 14MM W,900
S66715,BALLOON NC STORMER 3.0 X 16MM MX,900
S66716,BALLOON 3.0 X 16MM NC STORMER OTW,900
S66718,BALLOON NC STORMER 3.0 X 18MM MX,900
S66719,BALLOON NC STORMER 3.0 X 18MM W,900
S66720,BALLOON NC STORMER 3.0 X 21MM MX,900
S66721,BALLOON 3.0 X 21MM NC STORMER OTW,899.8099976
S66723,BALLOON NC STORMER 3.0 X 26MM MX,900
S66724,BALLOON 3.0 X 26MM NC STORMER OTW,904.1599731
S66726,BALLOON NC STORMER 3.0 X 31MM MX,900
S66727,BALLOON 3.0 X 31MM NC STORMER OTW,901.3900146
S66729,BALLOON NC STORMER 3.25 X 6MM MX,900
S6673,SCREW  RECON 5.0 X 65MM,805.8800049
S66730,BALLOON 3.25 X 6MM NC STORMER OTW,901.3900146
S66732,BALLOON NC STORMER 3.25 X 11MM MX,900
S66733,BALLOON 3.25 X 11MM NC STORMER OTW,900
S66735,BALLOON NC STORMER 3.25 X 14MM MX,900
S66736,BALLOON NC STORMER 3.25 X 14MM W,900
S66737,BALLOON NC STORMER 3.25 X 16MM MX,900
S66738,BALLOON 3.25 X 16MM NC STORMER OTW,900
S6674,NAIL  FEM 8.2 X 260MM,5409.109863
S66740,BALLOON NC STORMER 3.25 X 18MM MX,900
S66741,BALLOON NC STORMER 3.25 X 18MM W,900
S66742,BALLOON NC STORMER 3.25 X 21MM MX,900
S66743,BALLOON 3.25 X 21MM NC STORMER OTW,900
S66745,BALLOON NC STORMER 3.5 X 6MM MX,900
S66746,BALLOON 3.5 X 6MM NC STORMER OTW,799.9899902
S66748,BALLOON NC STORMER 3.5 X 11MM MX,900
S66749,BALLOON 3.5 X 11MM NC STORMER OTW,904.1599731
S6675,SCREW TI TROCHANTERIC FIX NAIL STER 125D,677.25
S66751,BALLOON NC STORMER 3.5 X 14MM MX,900
S66752,BALLOON NC STORMER 3.5 X 14MM W,900
S66753,BALLOON NC STORMER 3.5 X 16MM MX,900
S66754,BALLOON 3.5 X 16MM NC STORMER OTW,900
S66756,BALLOON NC STORMER 3.5 X 18MM MX,900
S66757,BALLOON NC STORMER 3.5 X 18MM W,900
S66758,BALLOON NC STORMER 3.5 X 21MM MX,900
S66759,BALLOON 3.5 X 21MM NC STORMER OTW,900
S6676,BONE SET SCRW TITIANIUM TROCHANT 130DEG,677.25
S66761,BALLOON NC STORMER 3.5 X 26MM MX,900
S66762,BALLOON NC STORMER 3.5 X 26MM W,900
S66763,BALLOON NC STORMER 3.75 X 6MM MX,900
S66764,BALLOON 3.75 X 6MM NC STORMER OTW,912.4899902
S66766,BALLOON NC STORMER 3.75 X 11MM MX,900
S66767,BALLOON 3.75 X 11MM NC STORMER OTW,900
S66769,BALLOON NC STORMER 3.75 X 14MM MX,900
S6677,SCREW BONE 11MM 85MM TI FEM TROCH PROX,1998.819946
S66770,BALLOON NC STORMER 3.75 X 14MM W,900
S66771,BALLOON NC STORMER 3.75 X 16MM MX,900
S66772,BALLOON 3.75 X 16MM NC STORMER OTW,900
S66774,BALLOON NC STORMER 3.75 X 18MM MX,900
S66775,BALLOON NC STORMER 3.75 X 18MM W,900
S66776,BALLOON NC STORMER 3.75 X 21MM MX,900
S66777,BALLOON 3.75 X 21MM NC STORMER OTW,900
S66779,BALLOON NC STORMER 4.0 X 6MM MX,900
S6678,SCREW BONE FIX TI TROCHANTER ST 11X95MM,1998.819946
S66780,BALLOON 4.0 X 6MM NC STORMER OTW,900
S66782,BALLOON NC STORMER 4.0 X 11MM MX,900
S66783,BALLOON 4.0 X 11MM NC STORMER OTW,900
S66785,BALLOON NC STORMER 4.0X 14MM MX,900
S66786,BALLOON NC STORMER 4.0 X 14MM W,900
S66787,BALLOON NC STORMER 4.0 X 16MM MX,900
S66788,BALLOON 4.0 X 16MM NC STORMER OTW,799.9899902
S6679,NAIL 8MM 255MM TIB NLEX IM CANL PROX BND,5371.419922
S66790,BALLOON NC STORMER 4.0 X 18MM MX,900
S66791,BALLOON NC STORMER 4.0 X 18MM W,900
S66792,BALLOON 4.0 X 21MM NC STORMER OTW,900
S66794,BALLOON NC STORMER 4.0 X 26MM MX,900
S66795,BALLOON NC STORMER 4.0 X 26MM W,900
S6680,NAIL 8MM 27CM TIB NLEX IM CANL PROX BND,5371.419922
S6681,NAIL 8MM 285MM TIB XPRT IM UNIV CANL,5371.419922
S6682,NAIL 8MM 300MM TIB XPRT IM RND CANL PROX,5371.419922
S6683,NAIL 8MM 315MM TIB XPRT IM UNIV CANL,5371.419922
S6684,NAIL 8MM 330MM TIB XPRT IM UNIV RND CANL,5371.419922
S6685,NAIL 8MM 345MM TIB XPRT IM UNIV RND CANL,5371.419922
S6686,NAIL 8MM 36CM TIB XPRT IM UNIV RND BRL,5371.419922
S6687,NAIL 8MM 375MM TIB XPRT IM UNIV CANL,5371.419922
S66871,CATHETER EP NAVISTAR 7.5FR 2X5X2MMX115CM,7885.5
S66874,WIRE BONE KIRSCHNER DARCO HEADED 2.5MM,101.25
S6688,NAIL 8MM 390MM TIB XPRT IM UNIV CANL,5371.419922
S66882,CATHETER EMB ART TUBE PACKS 2FRX4MMX60CM,281.7000122
S6689,NAIL 8MM 405MM TIB XPRT IM UNIV CANL,5371.419922
S66893,CATHETER EMB LF SIL TUBE PK 4FRX9MMX40CM,184.2400055
S66896,KIT PROC SHNT PERITNL 90CM,3444.419922
S66897,SHUNT CAROTID SUNDT SIL SS 3X4MMX30CM,1492.5
S6690,NAIL 8MM 420MM TIB XPRT IM UNIV CANL,5371.419922
S6691,NAIL 8MM 43.5CM TIB NLEX IM CANL PROX,5371.419922
S66916,NUSHIELD 4 X 6,12675
S6692,NAIL 9MM 25.5CM TIB NLEX IM CANL PROX,5371.419922
S6693,NAIL 9MM 27CM TIB NLEX IM CANL PROX BND,5371.419922
S6694,NAIL 9MM 285MM TIB XPRT IM UNIV CANL,5371.419922
S6695,NAIL 9MM 300MM TIB XPRT IM UNIV CANL,5371.419922
S6696,NAIL 9MM 315MM TIB XPRT IM UNIV CANL,5371.419922
S6697,NAIL 9MM 330MM TIB XPRT IM UNIV CANL,5371.419922
S6698,NAIL 9MM 345MM TIB XPRT IM UNIV CANL,5371.419922
S6699,NAIL 9MM 36CM TIB NLEX IM UNIV RND CANL,5371.419922
S66993,SHUNT VASC AXIUS POLYMR 2.00X18.00MM,334.5
S6700,NAIL 9MM 375MM TIB XPRT IM UNIV CANL,5371.419922
S6701,NAIL 9MM 39CM TIB XPRT IM PROX BND CANL,5371.419922
S67018,PLATE HOOK OLERCRANON NEUTRAL 4 HOLE,2625
S67019,PLATE HOOK OLECRN 6H RT OFFST,2800
S6702,NAIL 9MM 40.5CM TIB NLEX IM CANL PROX,5371.419922
S6703,NAIL 9MM 420MM TIB NLEX IM CANL PROX BND,5371.419922
S67033,STABILIZER VACUUM ACROBAT I OFF PUMP,3922.23999
S67034,ANCHOR SUTURE MULTIFIX P PEEK 4.5MM,2082.5
S67035,SUTURE KNOTLESS MAGNUM2 INSRT HNDL,3696
S67036,ANCHOR SUTURE ARTHROSCOP MAGNUM 2,3696
S67037,SUTURE MAGNUM M MAGNUMWIRE 2 STRND,3209.5
S67039,ANCHOR SUTURE SPEEDSCREW OPUS 5.5MM,1781.25
S6704,NAIL 9MM 435MM TIB XPRT IM UNIV CANL,5371.419922
S67041,ANCHOR SUTURE SPEEDLOCK OPUS PEEK 3.4MM,2082.5
S67049,SCREW BONE SPEEDSCREW PEEK-OPTIMA 6.5MM,3787
S6705,NAIL 10MM 255MM TIB XPRT IM UNIV CANL,5371.419922
S67050,CUFF ARTHSCP REPAIR KNOTLESS MAGNUM 2,3986.5
S67067,TROCAR ENDOSCOPY VERSAPORT V2 LATEX FREE BLADELESS OPTICAL STERILE DISPOSABLE 5MM,64.87999725
S67072,VALVE HEART MECH MITRAL ON-X 25/33MM,13000
S6708,NAIL 10MM 300MM TIB XPRT IM UNIV RND,5371.419922
S6709,NAIL 10MM 315MM NLEX IM CANL PROX BND TI,5371.419922
S6710,NAIL 10MM 330MM TIB XPRT IM RND CANL,5371.419922
S6711,NAIL 10MM 34.5CM TIB NLEX IM CANL PROX,5371.419922
S67119,PUTTY BONE HEMASORB MATRIS 2GR,656.25
S6712,NAIL 10MM 360MM TIB NLEX IM CANL FX PROX,5371.419922
S67122,APPLICATOR BONE PUTTY HEMASORB APPLY,900
S6713,NAIL 10MM 375MM TIB NLEX IM CANL FX PROX,5371.419922
S67136,BAND TENSION FIX OLECRANON SLED 47MM,2887.5
S67137,SLED OLECRANON NEUTRAL 70MM,3237.5
S6714,NAIL 10MM 390MM TIB NLEX IM CANL PROX,5371.419922
S6715,NAIL 10MM 405MM TIB XPRT IM UNIV CANL,5371.419922
S6717,NAIL 10MM 435MM TIB NLEX IM CANL PROX,5371.419922
S6718,NAIL 11MM 255MM TIB NLEX IM CANL PROX,5371.419922
S67185,WASHER OLECRANON SLED,975
S6719,NAIL 11MM 270MM TIB NLEX IM CANL FX PROX,5371.419922
S6720,NAIL 11MM 285MM TIB XPRT IM CANL PROX,5371.419922
S67204,CONFORM SHEET Q-PACK 45X20X7MM,8595.129883
S6721,NAIL 11MM 300MM TIB NLEX IM CANL FX PROX,5371.419922
S67221,CATHETER ANGIO 6FRX.035INX4X40MMX120CM,2058
S67223,CATHETER ANGIO 6FRX.035INX5X20MMX120CM,2058
S67225,CATHETER ANGIO 6FRX.035INX5X60MMX120CM,2058
S67226,CATHETER ANGIO .035INX6X40MMX120CM,2058
S6723,NAIL 11MM 330MM TIB NLEX IM CANL FX PROX,5371.419922
S6724,NAIL 11MM 345MM TIB NLEX IM CANL PROX,5371.419922
S67240,GRAFT BONE ALLGRFT ILIUM CREST WEDGE 8MM,4200
S67249,STENT SE BILIARY PRECISE RX 6X30X135CM,3675
S67250,STENT SE BILIARY PRECISE RX 6X40X135CM,3675
S67251,STENT SE BILIARY PRECISE RX 7X30X135CM,3675
S67252,STENT SE BILIARY PRECISE RX 7X40X135CM,3675
S67253,STENT SE BILIARY PRECISE RX 8X20X135CM,3675
S67254,STENT SE BILIARY PRECISE RX 8X30X135CM,3675
S67255,STENT SE BILIARY PRECISE RX 8X40X135CM,3675
S67256,STENT SE BILIARY PRECISE RX 9X20X135CM,6981.589844
S67263,EXTENSION PRECICE ANTEGRAD FEMUR 10.7X80,44613.25
S67264,ANTEGRADE FEMUR TROCHANTERIC 10.7MM DIAM,44613.25
S67267,STENT SE BILIARY PRECISE RX 10X20X135CM,3675
S67268,GRAFT TISSUE PERMACOL LF 1MMX5X10CM,3026.48999
S6727,NAIL 11MM 390MM TIB XPRT IM UNIV CANL,5371.419922
S6728,NAIL 11MM 405MM TIB XPRT IM UNIV CANL,5371.419922
S67284,STENT BALLOON-EXPANDABLE MED 15MM,1856.25
S67287,PEG BONE TI SMTH SUBCHOND DISTL 2.0X16MM,316.8800049
S67289,PEG BONE TI SMTH SUBCHOND DISTL 2.0X18MM,316.8800049
S6729,NAIL 11MM 420MM TIB NLEX IM CANL PROX,5371.419922
S67290,PEG BONE TI SMTH SUBCHOND DISTL 2.0X20MM,316.8800049
S67292,SCREW BONE CANN FRS TI HEADLESS 2.5X12MM,853.1300049
S67293,PEG BONE TI SMTH SUBCHOND DISTL 2.0X22MM,316.8800049
S67294,PEG BONE TI SMTH SUBCHOND DISTL 2.0X24MM,316.8800049
S67296,PEG BONE TI SMTH SUBCHOND DISTL 2.0X26MM,316.8800049
S6730,NAIL 11MM 235MM TIB XPRT IM UNIV CANL,5371.419922
S67304,SCREW BONE CANN FRS TI RECON 3.0X14MM,853.1300049
S67305,SCREW BONE CANN FRS TI RECON 3.0X16MM,853.1300049
S6731,NAIL 12MM 255MM TIB NLEX IM CANL PROX,5371.419922
S67310,STENT BE BILIARY PALMAZ UNMOUNT XL 30MM,3325
S67313,MESH PROLN POLYPROPYL 3D PATCH 1 31/32IN,996.0800171
S67316,STENT BE BILIARY PALMAZ UNMOUNT XL 40MM,3325
S67317,CATHETER ATHERECTOMY SILVERHAWK DISTAL VESSEL STANDARD TIP PERIPHERAL 6FR X 2.6CM,9408.75
S67319,CATH SILVERHAWK ATH SMALL STAND 2.6CM,9408.75
S6732,NAIL 12MM 270MM TIB XPRT IM UNIV CANL,5371.419922
S67320,CATH SILVERHAWK ATH SMALL X-LONG 7.2CM,9571.25
S67321,CATH SILVERHAWK ATH X-SMALL STAND 2.2CM,9408.75
S67322,CATH SILVERHAWK ATH X-SMALL X-LONG 6.0CM,9571.25
S67323,CATH SILVERHAWK ATH LARGE STAND 6.0CM,9571.25
S67324,CATH SILVERHAWK ATH LARGE XTEND 9.0CM,9571.25
S67325,CATH SILVERHAWK ATH MEDIUM STAND 6.0CM,9571.25
S67328,GRAFTON DBM MATIRX PLF 2.5X10CM  2EA,3355.800049
S6733,NAIL 12MM 285MM TIB XPRT IM UNIV CANL,5371.419922
S67338,STENT BE BILIARY PALMAZ UNMOUNT XL 50MM,3325
S6735,NAIL 12MM 315MM TIB XPRT IM UNIV CANL,5371.419922
S67357,PIN GUIDE DISP 0.8X70MM,109.6900024
S6736,NAIL 12MM 33CM TIB NLEX IM CANL PROX BND,5371.419922
S67360,GRAFT BONE GRAFTON ORTHOBLEND 5CC,2688.77002
S67361,LUBRICANT/DIFFUSER CARTRIDGE 4-PK,78.30000305
S67362,GUIDEWIRE ASTATO XS 20 .014  17 X 300CM,626.25
S67363,GUIDEWIRE ASAHI ASTATO 30-300CM .018,626.25
S6738,NAIL 12MM 360MM TIB XPRT IM UNIV FLUT,5371.419922
S6739,NAIL 12MM 375MM TIB XPRT IM UNIV FLUT,5371.419922
S6740,NAIL 12MM 390MM TIB XPRT IM UNIV CANL,5371.419922
S67403,PATCH THOR PERI-GUARD LF BOVINE 4X4CM,1141.609985
S67404,TISSUE GRAFT PERI-GUARD LF BOVINE 6X8CM,1841.439941
S67405,PATCH THOR PERICARDIA SFT TISS 8X14CM,2093.209961
S67414,CATHETER DRN PIGTL 6FR,300
S6742,NAIL 12MM 420MM TIB XPRT IM UNIV CANL,5371.419922
S67429,STEM 1-PIECE MONOFOCAL IOL 5.0 DIOPTER,562.5
S6743,NAIL 12MM 435MM TIB XPRT IM UNIV CANL,5371.419922
S67430,STEM 1-PIECE MONOFOCAL IOL 5.5 DIOPTER,487.5
S67431,STEM 1-PIECE MONOFOCAL IOL 6.0 DIOPTER,487.5
S67432,STEM 1-PIECE MONOFOCAL IOL 6.5 DIOPTER,562.5
S67433,STEM 1-PIECE MONOFOCAL IOL 7.0 DIOPTER,562.5
S67434,STEM 1-PIECE MONOFOCAL IOL 7.5 DIOPTER,562.5
S67435,STEM 1-PIECE MONOFOCAL IOL 8.0 DIOPTER,487.5
S67436,STEM 1-PIECE MONOFOCAL IOL 8.5 DIOPTER,562.5
S67437,STEM 1-PIECE MONOFOCAL IOL 9.0 DIOPTER,562.5
S67438,STEM 1-PIECE MONOFOCAL IOL 9.5 DIOPTER,487.5
S67439,STEM 1-PIECE MONOFOCAL IOL 10.0 DIOPTER,562.5
S6744,NAIL 13MM 255MM TIB NLEX IM CANL PROX,5371.419922
S67440,STEM 1-PIECE MONOFOCAL IOL 10.5 DIOPTER,562.5
S67441,STEM 1-PIECE MONOFOCAL IOL 11.0 DIOPTER,487.5
S67442,STEM 1-PIECE MONOFOCAL IOL 11.5 DIOPTER,487.5
S67443,STEM 1-PIECE MONOFOCAL IOL 12.0 DIOPTER,487.5
S67444,STEM 1-PIECE MONOFOCAL IOL 12.5 DIOPTER,562.5
S67445,STEM 1-PIECE MONOFOCAL IOL 13.0 DIOPTER,487.5
S67446,STEM 1-PIECE MONOFOCAL IOL 13.5 DIOPTER,487.5
S67447,STEM 1-PIECE MONOFOCAL IOL 14.0 DIOPTER,487.5
S67448,STEM 1-PIECE MONOFOCAL IOL 14.5 DIOPTER,487.5
S67449,STEM 1-PIECE MONOFOCAL IOL 15.0 DIOPTER,487.5
S6745,NAIL 13MM 270MM TIB NLEX IM CANL PROX,5371.419922
S67450,STEM 1-PIECE MONOFOCAL IOL 15.5 DIOPTER,487.5
S67451,STEM 1-PIECE MONOFOCAL IOL 16.0 DIOPTER,487.5
S67452,STEM 1-PIECE MONOFOCAL IOL 16.5 DIOPTER,487.5
S67453,STEM 1-PIECE MONOFOCAL IOL 17.0 DIOPTER,487.5
S67454,STEM 1-PIECE MONOFOCAL IOL 17.5 DIOPTER,487.5
S67455,STEM 1-PIECE MONOFOCAL IOL 18.0 DIOPTER,487.5
S67456,STEM 1-PIECE MONOFOCAL IOL 18.5 DIOPTER,487.5
S67457,STEM 1-PIECE MONOFOCAL IOL 19.0 DIOPTER,487.5
S67458,STEM 1-PIECE MONOFOCAL IOL 19.5 DIOPTER,487.5
S67459,STEM 1-PIECE MONOFOCAL IOL 20.0 DIOPTER,487.5
S67460,STEM 1-PIECE MONOFOCAL IOL 20.5 DIOPTER,487.5
S67461,STEM 1-PIECE MONOFOCAL IOL 21.0 DIOPTER,487.5
S67462,STEM 1-PIECE MONOFOCAL IOL 21.5 DIOPTER,487.5
S67463,STEM 1-PIECE MONOFOCAL IOL 22.0 DIOPTER,487.5
S67464,STEM 1-PIECE MONOFOCAL IOL 22.5 DIOPTER,487.5
S67465,STEM 1-PIECE MONOFOCAL IOL 23.0 DIOPTER,487.5
S67466,STEM 1-PIECE MONOFOCAL IOL 23.5 DIOPTER,487.5
S67467,STEM 1-PIECE MONOFOCAL IOL 24.0 DIOPTER,487.5
S67468,STEM 1-PIECE MONOFOCAL IOL 24.5 DIOPTER,487.5
S67469,STEM 1-PIECE MONOFOCAL IOL 25.0 DIOPTER,487.5
S67470,STEM 1-PIECE MONOFOCAL IOL 25.5 DIOPTER,487.5
S67471,STEM 1-PIECE MONOFOCAL IOL 26.0 DIOPTER,487.5
S67472,STEM 1-PIECE MONOFOCAL IOL 26.5 DIOPTER,487.5
S67473,STEM 1-PIECE MONOFOCAL IOL 27.0 DIOPTER,487.5
S67474,STEM 1-PIECE MONOFOCAL IOL 27.5 DIOPTER,487.5
S67475,STEM 1-PIECE MONOFOCAL IOL 28.0 DIOPTER,487.5
S67476,STEM 1-PIECE MONOFOCAL IOL 28.5 DIOPTER,487.5
S67477,STEM 1-PIECE MONOFOCAL IOL 29.0 DIOPTER,562.5
S67478,STEM 1-PIECE MONOFOCAL IOL 29.5 DIOPTER,487.5
S67479,STEM 1-PIECE MONOFOCAL IOL 30.0 DIOPTER,562.5
S6748,NAIL 13MM 31.5CM TIB IM CANL PROX BND TI,5371.419922
S67480,STEM 1-PIECE MONOFOCAL IOL 30.5 DIOPTER,562.5
S67481,STEM 1-PIECE MONOFOCAL IOL 31.0 DIOPTER,562.5
S67482,STEM 1-PIECE MONOFOCAL IOL 31.5 DIOPTER,562.5
S67483,STEM 1-PIECE MONOFOCAL IOL 32.0 DIOPTER,562.5
S67484,STEM 1-PIECE MONOFOCAL IOL 32.5 DIOPTER,487.5
S67485,STEM 1-PIECE MONOFOCAL IOL 33.0 DIOPTER,562.5
S67486,STEM 1-PIECE MONOFOCAL IOL 33.5 DIOPTER,562.5
S67487,STEM 1-PIECE MONOFOCAL IOL 34.0 DIOPTER,562.5
S67489,BALLOON CUTTING PERIPH OTW 5 X 2X135CM,2462.25
S67490,BALLOON CUTTING PERIPH OTW 5 X 2X50CM,2462.25
S67491,BALLOON CUTTING PERIPH OTW 5 X 2X90CM,2462.25
S67492,BALLOON CUTTING PERIPH OTW 6 X 2X135CM,2462.25
S67493,BALLOON  CUTTING PERIPH OTW 6X2X50CM,2462.25
S67494,BALLOON CUTTING PERIPH OTW 6 X 2X90CM,2462.25
S67495,BALLOON CUTTING PERIPH OTW 7 X 2X135CM,2462.25
S67497,BALLOON CUTTING PERIPH OTW 7 X 2X90CM,2462.25
S67498,BALLOON CUTTING PERIPH OTW 8 X 2X135CM,2462.25
S67500,BALLOON CUTTING PERIPH OTW 8 X 2X90CM,2462.25
S67501,BALLOON CUTTING PERIPH SPCB 2X1.5X140CM,2462.25
S67502,BALLOON CUTTING PERIPH SPCB 2.5X1.5X140C,2462.25
S67503,BALLOON CUTTING PERIPH SPCB 3X1.5X140CM,2462.25
S67504,BALLOON CUTTING PERIPH SPCB 3.5X1.5X140C,2462.25
S67505,BALLOON CUTTING PERIPH SPCB 4X1.5X140CM,2462.25
S67508,MESH HERNIA PROCEED LF PROCEED 6X8IN,2877.879883
S67511,MESH HERNIA PROCEED LATEX FREE PROCEED POLYPROPYLENE OXIDIZED REGENERATED CELLULOS,1703.589966
S6752,NAIL 13MM 37.5CM TIB XPRT IM UNIV RND,5371.419922
S67520,GRAFT MESH COMP PARIETEX 15CM,1800.640015
S67521,GRAFT MESH PARIETEX COMP KNT 20X15CM,2514.469971
S67522,GRAFT MESH COMP PARIETEX 20X15CM,2059.75
S67523,DEVICE EMB MSH COMP PARIETEX 20CM,2471.459961
S67524,GRAFT MESH COMP PARIETEX 25X20MM,3130.540039
S67525,GRAFT MESH PARIETEX COMP HERN 3.6X3.1IN,1443.640015
