MNEMONIC,DESC.,CUR PRICE 12/2018
ORS0375761,PLT DORSAL STNDRD 60MM RIGHT,2100
ORS0375762,SCREW BONE T7 2.7x18MM,227.5
ORS0375763,SCREW BONE T7 2.7x20MM,227.5
ORS0375764,SCREW LOCKING T7 2.7x18MM,287
ORS0375765,SCREW LOCKING T7 2.7x20MM,287
ORS0375766,SCREW LOCKING T7 2.7x22MM,287
ORS0375767,WIRE PTCA FIELDER XT 190CM,325
ORS0375768,NDLE STIMUQUICK NB 22GA x 50,24.95
ORS0375769,NDL STIMUQUICK NB 22GAx150,32
ORS0375770,IMP HYPROCURE SINUS TARIS 10MM,3950
ORS0375771,SUT FBWR PARS SUT IMPLNT KIT,1875
ORS0375772,ROD MTP JT INTERPHLEX 8MM,1750
ORS0375773,KIT MTP JT FLX INTERPHLEX,687.5
ORS0375774,PLT RAD DIST GEMINUS VLR RT 3H,2237.5
ORS0375775,PEG SMOOTH LCK 2.0x10MM,122.5
ORS0375776,PEG SMOOTH LCK 2.0x14MM,122.5
ORS0375777,PEG SMOOTH LCK 2.0x24MM,122.5
ORS0375778,PEG HI COMP LCK 2.7x16MM,122.5
ORS0375779,PEG HI COMP LCK 2.7x18MM,122.5
ORS0375780,PEG HI COMP LCK 2.7x20MM,122.5
ORS0375781,PEG THRD LCK 2.3x20MM,247.5
ORS0375782,SCRW CORTICAL LCK 3.5x12MM,247.5
ORS0375783,SCREW CORT NON-LCK 3.5x9MM,122.5
ORS0375784,SCREW CORT NON-LCK 3.5x14MM,272.5
ORS0375785,GUIDE A.I.M.ING 1.5MM,75
ORS0375786,PLT VOLAR FIX ANGL 5H LEFT 7,2162.5
ORS0375787,SCREW INTFR CANN METAL 8x20MM,237.5
ORS0375788,IMP MAMM MOD LM PROJ NATREL320,3312.5
ORS0375789,IMP MAMM MOD LF PROJ NATREL310,3312.5
ORS0375790,IMP MAMM MOD LM PROJ NATREL390,3312.5
ORS0375791,SIZER MAMM MOD LM PROJ 320,625
ORS0375792,SIZER MAMM MOD LF PROJ 310,625
ORS0375793,SIZER MAMM MOD LF PROJ 390,625
ORS0375794,SCREW BONE HDLSS CANN 2x36MM,925
ORS0375795,SCREW BONE HDLSS CANN 2x38MM,925
ORS0375796,SCREW BONE HDLSS CANN 2x40MM,925
ORS0375797,SCREW BONE HDLSS CANN 2x42MM,925
ORS0375798,SCREW BONE HDLSS CANN 2x10MM,925
ORS0375799,SCREW BONE HDLSS CANN 2x14MM,925
ORS0375800,SCREW BONE HDLSS CANN 2x16MM,925
ORS0375801,SCREW BONE HDLSS CANN 2x18MM,925
ORS0375802,SCREW BONE HDLSS CANN 2x24MM,925
ORS0375803,ELECTRD VAPR TRIPOLR 90 W/SUCT,487.5
ORS0375805,IMP MAMM MODHT MOD PROJ 320ML,3312.5
ORS0375806,PROGRMR for VERIFY EXT,1000
ORS0375807,CABLE TWIST LOCK 25CM,200
ORS0375808,SIZER MAMM MOD HT FLL PROJ 640,625
ORS0375809,SIZER MAMM FLL HT FLL PROJ 595,625
ORS0375810,BLD HGH SPD ROT SLGHT CRV 12D,502.5
ORS0375811,ENDOBUTTON CL ULTRA FXTN 45MM,630
ORS0375812,SCREW INTFR CANN 7x20MM,340
ORS0375813,PLT CLAV 8H RT LOW PROF MED,2405
ORS0375814,SCREW HEXALOBE N/LOCK 3.5x10MM,197.5
ORS0375815,SCRW HEXALOBE LOCKING 3.5x10MM,302.5
ORS0375816,SCRW HEXALOBE LOCKING 3.5x14MM,302.5
ORS0375817,PLATE BONE HUM PROX 4H RIGHT,4812.5
ORS0375818,PEG BONE HUM PROX THRD S3 4x50,377.5
ORS0375819,SCREW BONE MULTI DIR 3.8x24MM,268.05
ORS0375820,PIN GUIDE SHLOULDER 2MM,74.33
ORS0375821,SCREW BONE MULTI-DIR 3.8x26MM,268.05
ORS0375822,DRILL BIT FAST SHORT 4MM,243.28
ORS0375823,DRILL BIT LONG 4MM,243.28
ORS0375824,DRILL BIT RADIUS INOVTN 2.8MM,238.78
ORS0375825,SCREW BONE V-LOCK 90DEG 3.8x26,268.05
ORS0375826,SET SCREW BONE 90DEG V-LOCK SS,171.2
ORS0375827,PEG BONE HUM PROX THRD S3 4x35,268.05
ORS0375828,PEG BONE HUM PROX THRD S3 4x45,268.05
ORS0375829,PEG HUM PROX THRD S3 4x40MM,268.05
ORS0375830,PEG HUM PROX THRD S3 4x42 5MM,397.5
ORS0375831,VITRECTOMY PAK ANTERIOR 23GA,562.5
ORS0375832,GRAFT DENOVO NATURAL,11250
ORS0375833,BINDER BREAST FLORAL LINE 2XL,55
ORS0375834,DRAIN WOUND ROUND BLAKE 15FR,127.46
ORS0375835,BLADE SAW OSC PRECIS 25x9MM,82.03
ORS0375836,BLASE SAW OSC/SAG 9x31x0.38,62.88
ORS0375837,GWIRE TROCAR TIP THRDED .062,55
ORS0375838,SIZER MAMM NATRLL SI 475ML,625
ORS0375839,IMP MAMM ROUND NATRELLE 450ML,2250
ORS0375840,IMP MAMM ROUND NATRELLE 600ML,2250
ORS0375841,SCREW COMP MICRO FT 2.5x14MM,663.75
ORS0375842,BIT DRL COMP FT CALIBRTD 2.0MM,487.5
ORS0375843,GWIRE W/TROCAR TIP .045,49.5
ORS0375844,GRAFT DENOVA NT NATURAL 111-10,11250
ORS0375845,TENDON GRACILIS FROZEN,3937.5
ORS0375846,KIT MATRIX HEMOSTATIC SURGIFLO,456.33
ORS0375847,PACKING NASAL XEROGEL,375
ORS0375848,CUP FISION 10H 18MM DIAM,3725
ORS0375849,REAMER V/FUSION CUP 18MM,625
ORS0375850,IMP MAMM NATRL MOD XFL PRO 410,3250
ORS0375851,SIZER MAMM MOD XFL PROJ 410ML,625
ORS0375852,PEG BONE SMOOTH LCKG 2.0x10MM,216.25
ORS0375853,CATH ABLATN NOVASURE ENDOMETRL,2875
ORS0375854,K WIRE JONES 228MM,65
ORS0375855,BIT DRILL CANN JONES,467.5
ORS0375856,SCREW JONES 4.5 x 40MM,2932.5
ORS0375857,SYSBIO-COMP ACHIL MID SUB,2193.75
ORS0375858,SCRW TI CANN QCK FX PT 2.0MM,300
ORS0375859,SCRW TI CANN QCK FX PT 2.4MM,362.5
ORS0375860,GWIRE W/LASER LINE THRDS,45
ORS0375861,LEAD KIT NEUROSTIM TRIAL 1x8-5,3475
ORS0375862,CABLE MULTI LEAD TRIALING,750
ORS0375863,IMPL SYSTEM MPFL BIOCOMPOSITE,5312.5
ORS0375864,SCRW COMP MICRO FT 2.5x12MM,663.75
ORS0375865,SCRW COMP MICRO FT 2.5x18MM,663.75
ORS0375866,SCRW COMP FT MINI 3.5x14MM,737.5
ORS0375867,SCRW COMP FT MIN 3.5x16MM,663.75
ORS0375868,BIT DRILL COMP FT CALBRT 2.7MM,438.75
ORS0375869,GWIRE W/TROCAR TIP 0.86MM,55
ORS0375870,DRILL BIT PROF MICRO CMP FT,375
ORS0375871,DRILL BIT PROF MINI COMP FT,375
ORS0375872,SCREW JONES 5.5 x 45MM,3022.5
ORS0375873,PLT CLAV DISTAL LONG LT SS 8H,1375
ORS0375874,PLATE VOLAR DIST RAD 4H RT,2487.5
ORS0375875,PEG THREAD LOCKING 2.3x16MM,272.5
ORS0375876,PLATE HOOK (GEMINUS),1237.5
ORS0375877,SCREW HOOK PLATE(GEMINUS),220
ORS0375878,SCREW CORT CRUCFRM 2x8MM,65
ORS0375879,SCREW COMP MICRO FT 2.5x10,663.75
ORS0375880,SCREW COMP MICRO FT 2.5x16,663.75
ORS0375881,GWIRE TROCAR THRD 0.86x40,65
ORS0375882,PLATE VOLAR DISTL 3-H LEFT,2487.5
ORS0375883,PEG THREAD NON-LCK 2.7x16MM,272.5
ORS0375884,SCREW CORT LOCKNG 3.5x11MM,272.5
ORS0375885,PLATE CLAVICLE LCP 7-H 3.5MM,846.75
ORS0375886,SCREW MILAGRO ADVNC 7x23MM,1005
ORS0375887,SCREW MILAGRO ADVNC 8x23MM,1005
ORS0375888,SCREW SLFTAP T8 2.7MM,383.78
ORS0375889,PLATE LCP OLEC 4-H 2.7x3.5MM,3160.63
ORS0375890,PIN BENDING > 2.4& 2.7MM PLATE,313.85
ORS0375891,SCREW CANC TI 3.0 x14MM,375
ORS0375892,SCREW CANC TI  3.0 x 16MM,375
ORS0375893,SCREW CANC TI 3.0 x 20MM,375
ORS0375894,SCREW CANC TI 3.0 x 22MM,375
ORS0375895,G-WIRE TROCAR TIP .045/LASER,37.5
ORS0375896,DRILL BIT CANNULATED 1.7MM,281.28
ORS0375897,DRILL BIT CANNULATED 2.0MM(AO),437.5
ORS0375898,SCREW BONE CANN THRD 4x54MM,493.78
ORS0375899,SCREW BONE CANN THRD 4x64MM,493.78
ORS0375900,PEG THRD LCK 2.3x 19MM,272.5
ORS0375901,SCREW POLY LCK 2.5x18MM,437.5
ORS0375902,GUIDE PLS A.I.M.ING 9MMx10,137.5
ORS0375903,K-WIRE STD TIP 9MMx152MM,75
ORS0375904,PEG HIGH COMPR LCK 2.7x21MM,272.5
ORS0375905,ANCHOR HEALICOIL RSB SA 4.75BK,1875
ORS0375906,ANCHOR HEALICOIL RSB SA 4.75BL,1875
ORS0375907,ANCHOR FOOTPRINT ULTR PK 4.5MM,988.8
ORS0375908,BONE PLUG CANC W CARTILLA 10MM,1350
ORS0375909,BONE PLUG CANC W CARTILLA 11MM,1350
ORS0375910,PLT CLAV SLCP 7H 3.5x120 LT,2547.08
ORS0375911,PLATE LCP VA 4H 2.7x116MM,3295.08
ORS0375912,SCREW MD 2.7x20MM,545
ORS0375913,GUIDE NITENOL ST 1.1MM - 15IN,192.08
ORS0375914,SCREW RHYCK GEN II 3.5x24MM,255
ORS0375915,SCREW RHYCK GEN II 2.7x16MM,255
ORS0375916,SCREW RHYCK GEN II 2.7x18MM,255
ORS0375917,GRAFT NERVE NUROMND 12MMx25CM,3875
ORS0375918,PLATE CLAV FX THREAD SS,1237.5
ORS0375919,PATCH TISSUE DERMIS 40x70x3MM,9722.5
ORS0375920,PROBE MEASUREMENT 70DEG,395
ORS0375921,ANCHOR SWIVELOCK C 4.75x22MM,938.25
ORS0375922,IMP MAMM MOD PROJCTN SIL 400ML,3312.5
ORS0375923,SCREW MILGRO ADVANCE 9x23MM,1005
ORS0375924,SCREW TI CANN PT2 4x18MM,312.5
ORS0375925,SCREW TI CANN PT2 4x20MM,312.5
ORS0375926,BUTTON DOG BONE,875
ORS0375927,SCREW NON-LCKNG 1.3x14MM,149.18
ORS0375928,SCREW NON-LCKNG 1.3x16MM,149.18
ORS0375929,SCREW MILAGRO ADVANCE 9X30MM,1005
ORS0375930,SCREW COMP MICRO FT 2.5x30MM,663.75
ORS0375931,GWIRE W TROCAR TIP DIA 1.35MM,37.5
ORS0375932,HEAD EVOLVE CoCr 22MM,5717.5
ORS0375933,STEM EVOLVE CoCr +2 4.5MM,6795
ORS0375934,LENS IOL CRYSTALENS 5-0 AT50AO,2237.5
ORS0375935,INSTRUMENT SPECIAL ARTHX TRAY,750
ORS0375936,TIP RIGID EVICEL 35CM,94.82
ORS0375937,SCREW BONE ACUTRAK II 16MM,1240
ORS0375938,IMP MAMM MOD PROJCTN SIL 160ML,3375
ORS0375939,IMP MAMM MOD PROJCTN SIL 215ML,3375
ORS0375940,SIZER MAMM MOD PROJ SIL 160ML,625
ORS0375941,SIZER MAMM MOD PROJ SIL 185ML,625
ORS0375942,SIZER MAMM MOD PROJ SIL 215ML,625
ORS0375943,SIZER MAMM MOD PROJ SIL 195ML,625
ORS0375944,PLATE LOCK T-SHAPE 2.5MM,1136.03
ORS0375945,SCREW TI CANN QCKFX PT2 4x16MM,312.5
ORS0375946,IMP MAMM SILICON MOD+ 616ML,2125
ORS0375947,ALLODERM TISS CONTR LRG RTU,13845
ORS0375948,IMPL BREAST SI STYLE 15 575ML,2125
ORS0375949,CATH BALN RFA 360 EXPRESS,6422.5
ORS0375950,KNIFE SLIT INTREPID BVL 2.4MM,122.5
ORS0375951,CAPSULR TENSION RING 14 SZ10,497.5
ORS0375952,CAPSULR TENSION RING 14A SZ12,497.5
ORS0375953,PLATE DVR NARROW MINI RT,2775
ORS0375954,TUNNELER ARTHRO TUNNELPRO,1612.5
ORS0375955,ENDOBUTTON CL ULTRA PAC 1 2,1092.5
ORS0375956,SCREW NONLOCK CANC 4x26MM,85
ORS0375957,SCRW LISFRANC 3.7x30MM,2532.5
ORS0375958,DRILL BIT LISFRANC 2.6MM,462.5
ORS0375959,U-PLT MIDFOOT FUSION SM RT,4895
ORS0375960,SCREW CORT LOW PRO 2.7x22MM,317.5
ORS0375961,PLATE CLAVICLE  8H,1237.5
ORS0375962,PLATE CLAVICLE 1/3 LT SS,1237.5
ORS0375963,PLATE DIAMETA DISTL RAD 7H LT,4023.53
ORS0375964,BASE PLT PHALNG SHAFT 2-HOLE,1654.7
ORS0375965,SCRW CORTX STRDRV 2.0x8MM,88.6
ORS0375966,SCRW T6 REC STRDRV 2.0x8MM,342.23
ORS0375967,SCREW T6 REC STRDRV 2.0x9MM,342.23
ORS0375968,BIT DRILL M QC 2.0x57MM,246.95
ORS0375969,BIT DRILL GLIDING HOLE 2.0x66M,246.95
ORS0375970,INSERT CONSTRND GENII 15MM,750
ORS0375971,STNT URETERAL ZAONTX 6FR 12CM,72.75
ORS0375972,SCREW CP R FT MINI 3.5x22MM,1055
ORS0375973,SCRW  COM FT MINI 3.5x24MM,1055
ORS0375974,SCRW CANN LOWPRO TI 2x18MM,520
ORS0375975,ANCHOR HEALICOIL RGSA 4.75MM,1205
ORS0375976,ANCHOR HEALIX ADV KNOTLS PK,940
ORS0375977,PEG THREAD LOCK 2.3x10MM,272.5
ORS0375978,PEG THREAD LOCK 3-2.3x14MM,272.5
ORS0375979,PEG THREAD NONLOCK 2.7x20MM,272.5
ORS0375980,PEG THRD LOCK 2.3x22MM,272.5
ORS0375981,SIZER MAMM MED HT MOD 280ML,750
ORS0375982,SIZER MAMM MED HT MOD 315ML,750
ORS0375983,SIZER MAMM MED HT MOD 525ML,1000
ORS0375984,IMP MAMM MEMORY SHAPE 315ML,3375
ORS0375985,IMP MAMM TLL HT MOD 525ML,3375
ORS0375986,SCRW CMPRSN HDLS 2.4x30MM,831.1
ORS0375987,PLT LCP DIAMETA 5H SHAFT,3930.63
ORS0375988,PLT DIAMETA DIST RAD 5H LT S,3930.63
ORS0375989,SIZER BREAST MOD 620ML,625
ORS0375990,SIZER BREAST MOD 685ML,625
ORS0375991,IMPL BREAST 410MX SIL 650ML,3312.5
ORS0375992,IMPL BREAST 410MX SIL 685ML,3312.5
ORS0375993,SIZER BREAST 445ML,625
ORS0375994,IMPL BREAST 410MX SIL 445ML,3312.5
ORS0375995,KIT ACCESS PORT I STANDARD SZ,1487.5
ORS0375996,IMMOB SHLDR SLING ORTHO SM/MED,112.5
ORS0375997,FOAM ARTHROS LEG HOLDER WHITE,42.64
ORS0375998,STRAP CHIN F/INTEG SHLDR CHAIR,47.78
ORS0375999,NEEDLE CURVED SPEED CLINCH,987.5
ORS0376000,SCREW CANN LOW PROFILE 2x16MM,300
ORS0376001,SCRW CANN LOW PROFILE 3x18MM,520
ORS0376002,SIZER MAMM MOD PROJ SIL 320ML,625
ORS0376003,SIZER MAMM MOD PROJ SIL 360ML,625
ORS0376004,SIZER MAMM MOD PROJ SIL 400ML,625
ORS0376005,KIT SPACEMAKER W/2 TROCARS,1006.88
ORS0376006,SIZER RE-STERILIZABLE 360ML,625
ORS0376007,PLT WRIST 170MM LCP STR,4680
ORS0376008,SCREW TFN ADV 110MM S,2090.25
ORS0376009,SCREW CANN LOW PROFILE 2x20MM,350
ORS0376010,SCREW CANN LOW PROFILE 2x26MM,350
ORS0376011,STEM RADIAL HEAD 9x6MM,4597.5
ORS0376012,PLATE VOLAR 4H LT 6PEG,3775
ORS0376013,CEMENT QUICKSET KIT 8ML,7125
ORS0376014,PLATE VOLAR DBL COMP 20MM,4270
ORS0376015,ANCHOR KNTLS SUTURE TAK 3.0,1062.5
ORS0376016,GWIRE STR CH 0.014x 182CM,937.5
ORS0376017,IMPL BREAST NATRELLE SIL 170ML,3000
ORS0376018,IMPL BREAST 410MX SIL 550ML,3312.5
ORS0376019,PLATE BONE LC 7H 2.4x60MM,990
ORS0376020,IMPLT TOE FLEX TI SZ 2S,2827.5
ORS0376021,ALLODERM TISS THIN 4x7CM (28),2245
ORS0376022,SCREW LAG 3 CROSSCHCK 3.5x28MM,890
ORS0376023,PLATE CROSSCHCK MTP LT,6622.5
ORS0376024,HEAD HUM VERAS-DIAL TI,9405
ORS0376025,IMPLNT TOE FLEX HINGE SIL SZ6,2827.5
ORS0376026,PLATE HUM PROX SS 6-HOLE,4257.23
ORS0376027,PEG STANDARD 4MM x 30MM,220.75
ORS0376028,PEG SHLDR TI STD 4MM x 25MM,347.5
ORS0376029,PEG STANDARD 4MM x 37.5MM,220.75
ORS0376030,PEG STANDARD 4MM x 35MM,220.75
ORS0376031,PEG STANDARD 4.0MM X 45MM,220.75
ORS0376032,SCREW CORTICAL 90DEG 3.8x22MM,268.05
ORS0376033,SCREW INT MILAGRO 8x15MM,1245
ORS0376034,PLT BONE ULNAR RYHCK,3780
ORS0376035,SHLD SMR ADAPTOR TAPER 4MM,1167.5
ORS0376036,HANDPIECE IRRIG / ASPIRATOR,55
ORS0376037,BONE CRUSHED CANCEL 30ML,1612.5
ORS0376038,TAPE LABRAL WHITE 1.5MM 36IN,162.5
ORS0376039,WASHER SUTURE,357.5
ORS0376040,SCREW CANCEL LOW PROFILE,320
ORS0376041,SCRW CMPRSN HDLSS 2.4x17MM,831.1
ORS0376042,SCRW CMPRSN HDLSS 2.4x19MM,831.1
ORS0376043,SIZER MAMM FULL HT/PROJ 535ML,562.5
ORS0376044,SCREW INT MILAGRO 10x30MM,1210
ORS0376045,MESH SOFT 3IN x 6IN,135.75
ORS0376046,DEVIC TRACKR FIX CAP 15 SHOT,712.5
ORS0376047,ALLMTRX BONEGRAFT PUTTY 10ML,4312.5
ORS0376048,SCRW LCKNG CORT NS 3.5x16MM,735
ORS0376049,SCREW MUC NS 7.0x75x32MM,2642.5
ORS0376050,STAPLE KIT COMP 18x16 (DISP),5130
ORS0376051,KIT STAPLE COMP 20x20 (DISP),5130
ORS0376052,KNEE KIT SCP SIDE DELIVERY 5ML,9437.5
ORS0376053,SCREW CANN LP 2.0x 22MM,300
ORS0376054,PLATE ULNAR BI-LAT DVR,3042.5
ORS0376055,IMPL BREAST 410 HI CO 140ML,3312.5
ORS0376056,IMPL BREAST 410 HI CO 450ML,3312.5
ORS0376057,SIZER BREAST NATRLL410 140ML,625
ORS0376058,SIZER BREAST NATRLL410 450ML,625
ORS0376059,SIZER BREAST NATRLL410 190ML,625
ORS0376060,SCREW CANN LOCKING 3.7x24MM,501.1
ORS0376061,SCREW CANN LOCKING 3.7x30MM,501.1
ORS0376062,NAIL CANN TFN 130DEG 10x440MM,6500.23
ORS0376063,BIL CARTILAGE 1ML,2450
ORS0376064,SCRW CORT NON LCK 3.5X13MM,285
ORS0376066,WASHER 7.0MM ST,80.25
ORS0376067,EXT HOOK ST/FOR TI CANN NAILS,681.63
ORS0376068,GWIRE W/LASER LINE 0.86MM SS,53.76
ORS0376069,FEM VANGARD PS OPN INTL LT 55,8557.5
ORS0376070,SCREW CANN BONE LCK 7.3x30MM,740.55
ORS0376071,SCREW CANN BONE LCK 7.3x60MM,633.95
ORS0376072,RECON IMPLANT SYS/LAT ANKLE,3750
ORS0376073,SUT TENDON FROZEN FREE LAT ANK,3322.5
ORS0376074,SCREW HEADED 4.0x28MM,765
ORS0376075,DRILL BIT CANN 3.0MM,580
ORS0376076,PLT LCP DIST 9H HEAD RIGHT,2111.98
ORS0376077,PLT LCP DIST RAD VOLAR 11H,4209.3
ORS0376078,PLATE LCP DIST RAD VOLAR 4H RT,2130.18
ORS0376079,SCREW VOLAR STR DRV 2.4x8MM,342.23
ORS0376080,PIN LOCK BTTRS VA 1.8x16MM,359.33
ORS0376081,PIN LOCK BTTRS VA 1.8x22MM,359.33
ORS0376082,SCRW LCK STRDRV 2.0x20MM,283.55
ORS0376083,SIZER MAMM ROUND 350ML,750
ORS0376084,SCREW TI CANN QCK FX PT 2x12MM,500
ORS0376085,PIN HALF THREAD 15MM 2.5x80MM,332.5
ORS0376086,PIN HALF THREAD 20MM 3.0x80MM,332.5
ORS0376087,FIXATIOR ARTICULATING CORETRAK,8212.5
ORS0376088,PLAT3 DICROSSCHCK 3.5x30MM,6622.5
ORS0376089,SCRW LAG 3 DICROSCHCK 3.5x30MM,890
ORS0376090,ANCHOR CRKSCREW FT 4.5x14MM,625
ORS0376091,ANCHOR CORKSCREW BIO FIT,641.25
ORS0376092,CHARGING SYSTEM RESTORE,5975
ORS0376093,PT PROGRAMMER RESTORE,2975
ORS0376094,NEUROSTIMLATR RESTOR MRI 97714,54875
ORS0376095,BLADE SAW CMNTD STRY OXF,2125
ORS0376096,GUIDE MDL SET LG PH3,4800
ORS0376097,PEG COM FEM OXF TWIN PMA LG,6612.5
ORS0376098,TRAY COM TIB OXF UNI SZ D PMA,4465
ORS0376099,BRIDGE ANA OXF LG LT SZ4 PMA,2087.5
ORS0376100,SCRW CANN LONG THRD 4x 44MM,415.13
ORS0376101,SCREW CANN LONG THRD 4x48MM,415.13
ORS0376102,SCREW CANN LONG THRD 4x52MM,493.78
ORS0376103,PLT BONE TIB 8H RT 3.5x161MM,3783.95
ORS0376104,NAIL TROCH FIX TI 11x75MM,1422.65
ORS0376105,SCREW CORT LOCK 3.5x14MM,272.5
ORS0376106,PLT SUTURE 3-H TI,5340
ORS0376107,SCREW CORT TI 3.5x22MM,161.25
ORS0376108,SCREW CORT 3.5x24MM,161.25
ORS0376109,PLT FRAC SCRW TI CORT 3.5x30MM,400
ORS0376110,PLT FRAC SCRW TI CORT 3.5x40MM,400
ORS0376111,PLT FRAC SCRW TI CORT 3.5x40MM,400
ORS0376112,PIN PER PINNINGTERM THRD 2.8MM,215
ORS0376113,DRIVER HEX CANN 2.5MM,395
ORS0376114,FEM COMP VANGRD INTL LT 75MM,8557.5
ORS0376115,PEG THREADED NON-LOC 2.7x22MM,272.5
ORS0376116,PEG THREADED NON-LOC 2.7x24MM,272.5
ORS0376117,IMPLNT MAMM ROUND OHES 190ML,2450
ORS0376118,PLT CROSSCHECK MTP LT,11622.5
ORS0376119,KIT INTERBRACE LIG REPAIR,2437.5
ORS0376120,SCREW HEADED 3.5x30MM,630
ORS0376121,PSN KNEE FEM CCR STD LT SZ7,5925
ORS0376122,PSN KNEE ASF UC LT 4-11 14MM,3562.5
ORS0376123,PSN KNEE ASF UC VE 4-11 20MM,3562.5
ORS0376124,SCRW MTPHSEAL SLFTAP 2.7x16MM,139.33
ORS0376125,END CAP FEM STRDRV T40 15MM,378.7
ORS0376126,SCREW CANN 3.7x34MM,501.1
ORS0376127,SCREW HDLS DART FIE 2.5x18MM,815
ORS0376128,SCREW CORTX LOW PRO 2.7x28MM,161.25
ORS0376129,SCRW CORTEX LOW PRO 2.7x28,161.25
ORS0376130,CANNULA PASSPORT BUTTON 12x30,150
ORS0376131,STEM SHLD SMR FINN 18MM,4167.5
ORS0376132,NAIL TIB W/PROX BEND 11x450MM,4500
ORS0376133,PSN CROSSLINK FXD BEAR RT 14MM,3562.5
ORS0376134,IMPLT IBALANCE HTO 13/14DEG,6787.5
ORS0376135,ANCHOR HTO IBALANCE CANC 26MM,895
ORS0376136,ANCHOR HTO IBALANCE CANC 28MM,895
ORS0376137,ANCHOR HTO IBALANCE CORT 44MM,895
ORS0376138,SCREW CNTRL UNI REV 6.5x25MM,425
ORS0376139,STEM UNI REV CAP COATED SZ10,6212.5
ORS0376140,INSRT HUM S/36+6 FIT 36 CUP,2537.5
ORS0376141,GLENOSPHERE UNI REP 36+4 LAT,5250
ORS0376142,PLATE CLAV EXT 8H LT 3.5x130MM,2515.3
ORS0376143,SCREW HEADED 4.0x32MM,765
ORS0376144,SCREW HEADED 4.0x34MM,765
ORS0376145,STEM PRM MICRO COMP 10MM,11525
ORS0376146,HEAD HUM VERSA DISL 46x18x53MM,4455
ORS0376147,SCREW HEADED 4.0 x 26MM,5012.5
ORS0376148,PLATE LAPIDUS 2MM,5012.5
ORS0376149,WAND COBLATN WEREWOLF FLW50,1502.5
ORS0376150,CABLE OR 1x16 61CM & EXTN,1500
ORS0376151,KIT KYPHOPLASTY,8380
ORS0376152,KIT ACCESS PORT II LOW PROFILE,1875
ORS0376153,PEG SMOOTH LOCK 2.0x21MM,272.5
ORS0376154,SUT PDS II 7-0 VIOLT MONO BV-1,107.1
ORS0376155,SUT VICRYL 8-0 VILT BRD BV13-5,89.6
ORS0376156,SET BD COMB SPINL/EPI 18G/27G,25.2
ORS0376157,TRAY BD COMBINED SPINAL/EPIDRL,52.17
ORS0376158,IMPL TOE FLEX HINGE W/GROM 1S,2827.5
ORS0376159,SIZER MAMM RESTERILZR 560ML,625
ORS0376160,IMPLANT MAMM 410 HI CO 560ML,3312.5
ORS0376161,KIT SWIVELOCK DX 3.5x8.5,393.75
ORS0376162,ANCHOR SWIVELOCK DX 3.5x8.5,1062.5
ORS0376163,LEAD NEUROSTIMULTR 50CM,9750
ORS0376164,KIT PATIENT TRIAL,287.5
ORS0376165,EXTENSION REACH MYOSURE,4082.5
ORS0376166,KIT MINISCAL ROOT,2487.5
ORS0376167,SUT ANCHOR BIOCOMP TAK3x14.5MM,850
ORS0376168,DILATOR & CANN SHORT 2MM-3MM,212.5
ORS0376169,DILATOR & CANN SHORT 5MM,212.5
ORS0376170,IMPLATE NAIL MTCRPL STNDARD 4,2062.5
ORS0376171,IMPLATE NAIL DISTL RADIUS SHRT,2062.5
ORS0376172,IMPLATE CONNECT 2MMx15.0DEG,987.5
ORS0376173,SCREWS SET 3.0x2.0MM,272.5
ORS0376174,SCREW UNICORTICAL 2.8x6.0MM,337.5
ORS0376175,SCREW UNICORTICAL 2.8x10.0MM,337.5
ORS0376176,DRILL IMPLANT UNICORT 3MMx41MM,337.5
ORS0376177,REAMR IMPLATE MTACRPL 2.7x87MM,337.5
ORS0376178,REAMR IMPLAT 2 MTCPRL 3.4x87MM,337.5
ORS0376179,REAMR IMPLATE 3 MTCPL 4x87MM,337.5
ORS0376180,GRAFT MTRX DERMIS 5CMx4CMx1MM,3000
ORS0376181,SIZER MAMM MOD FULL PROJ 375ML,625
ORS0376182,IMP MAMM NATRL MOD FL-PROJ 375,3312.5
ORS0376183,PLUG BONE TNL CANN SL LF 6.3MM,82.4
ORS0376184,BARRIER INTERCEED ABSORB 3x4,815.21
ORS0376185,SCREW CANN LOWPROFILE 2x30MM,350
ORS0376186,IMPL BREAST NATRELLE INSPIRA,2362.5
ORS0376187,HTA PROSERVA PROCEDURE KIT,3426
ORS0376188,SCREW NON-LOCK 2.7x10MM,365
ORS0376189,SCREW LOCKING 2.7MMx10MM,690
ORS0376190,SCRW LAG 3DICROSCHECK 3.5x26MM,732.5
ORS0376191,SCREW LOCKING 2.7MM x 16MM,702.5
ORS0376192,SUTURE PDS II 7.0 MONO BV-1,37.58
ORS0376193,SCRW CANN LOW PROFILE 2x14MM,300
ORS0376194,SCRW COMP MICRO FT 2.5x11MM,663.75
ORS0376195,SYRINGE KYPHON INFLATION,360
ORS0376196,CLIP MULTI FOR CEMENT,121.25
ORS0376197,PLT CLAV FRAC CNTRL 1/3 SS RT,1237.5
ORS0376198,SCREW BONE CANN THRD 4x34MM,415.13
ORS0376199,SCREW BONE CANN THRD 4x36MM,415.13
ORS0376200,SCREW BONE CANN THRD 4x38MM,415.13
ORS0376201,SCREW BONE CANN THRD 4x40MM,415.13
ORS0376202,SCREW BONE CANN LONG 4x42MM,415.13
