Report Name:,Daily CDM,
5990114,GOAL OTHR OR SUB FNC LMT,0.01
5990122,DC MOBLTY: WLK & MVE ARND,0.01
5990130,DC CHNG & MAINTN BDY PSTN,0.01
5990148,"DC CRRY,MOVE,&HNDL OBJCTS",0.01
5990155,DISCHARGE SELF CARE,0.01
5990163,DC OTHR PT PRM FNC LIMIT,0.01
5990171,DC OTHR PT SBSQNT FNC LMT,0.01
5991005,EVAL MOBLTY WLK & MVE ARN,0.01
5991013,EVAL CHNG & MNTN BDY PSTN,0.01
5991021,"EVAL CRRY, MVE&HNDL OBJCT",0.01
5991039,EVAL SELF CARE,0.01
5991047,EVAL OTHR PT PRM FNC LMT,0.01
5991054,EVAL OTHR SBSQNT FNC LMT,0.01
5991062,GOAL MOBLE WLK & MVE ARND,0.01
5991070,GOAL CHNG & MNTN BDY PSTN,0.01
5991088,"GOAL CRRY,MVE&HNDL OBJCTS",0.01
5991096,GOAL SELF CARE,0.01
5991104,GOAL OTH PT PRM FNC LIMIT,0.01
5991112,GOAL OTHR OR SUB FNC LMT,0.01
5991120,DC MOBLTY: WLK & MVE ARND,0.01
5991138,DC CHNG & MAINTN BDY PSTN,0.01
5991146,"DC CRRY,MOVE,&HNDL OBJCTS",0.01
5991153,DISCHARGE SELF CARE,0.01
5991161,DC OTHR PT PRM FNC LIMIT,0.01
5991179,DC OTHR PT SBSQNT FNC LMT,0.01
5992003,EVAL MOBLTY WLK & MVE ARN,0.01
5992011,EVAL CHNG & MNTN BDY PSTN,0.01
5992029,"EVAL CRRY, MVE&HNDL OBJCT",0.01
5992037,EVAL SELF CARE,0.01
5992045,EVAL OTHR PT PRM FNC LMT,0.01
5992052,EVAL OTHR SBSQNT FNC LMT,0.01
5992060,GOAL MOBLE WLK & MVE ARND,0.01
5992078,GOAL CHNG & MNTN BDY PSTN,0.01
5992086,"GOAL CRRY,MVE&HNDL OBJCTS",0.01
5992094,GOAL SELF CARE,0.01
5992102,GOAL OTH PT PRM FNC LIMIT,0.01
5992110,GOAL OTHR OR SUB FNC LMT,0.01
5992128,DC MOBLTY: WLK & MVE ARND,0.01
5992136,DC CHNG & MAINTN BDY PSTN,0.01
5992144,"DC CRRY,MOVE,&HNDL OBJCTS",0.01
5992151,DISCHARGE SELF CARE,0.01
5992169,DC OTHR PT PRM FNC LIMIT,0.01
5992177,DC OTHR PT SBSQNT FNC LMT,0.01
5993001,EVAL MOBLTY WLK & MVE ARN,0.01
5993019,EVAL CHNG & MNTN BDY PSTN,0.01
5993027,"EVAL CRRY, MVE&HNDL OBJCT",0.01
5993035,EVAL SELF CARE,0.01
5993043,EVAL OTHR PT PRM FNC LMT,0.01
5993050,EVAL OTHR SBSQNT FNC LMT,0.01
5993068,GOAL MOBLE WLK & MVE ARND,0.01
5993076,GOAL CHNG & MNTN BDY PSTN,0.01
5993084,"GOAL CRRY,MVE&HNDL OBJCTS",0.01
5993092,GOAL SELF CARE,0.01
5993100,GOAL OTH PT PRM FNC LIMIT,0.01
5993118,GOAL OTHR OR SUB FNC LMT,0.01
5993126,DC MOBLTY: WLK & MVE ARND,0.01
5993134,DC CHNG & MAINTN BDY PSTN,0.01
5993142,"DC CRRY,MOVE,&HNDL OBJCTS",0.01
5993159,DISCHARGE SELF CARE,0.01
5993167,DC OTHR PT PRM FNC LIMIT,0.01
5993175,DC OTHR PT SBSQNT FNC LMT,0.01
5994009,EVAL MOBLTY WLK & MVE ARN,0.01
5994017,EVAL CHNG & MNTN BDY PSTN,0.01
5994025,"EVAL CRRY, MVE&HNDL OBJCT",0.01
5994033,EVAL SELF CARE,0.01
5994041,EVAL OTHR PT PRM FNC LMT,0.01
5994058,EVAL OTHR SBSQNT FNC LMT,0.01
5994066,GOAL MOBLE WLK & MVE ARND,0.01
5994074,GOAL CHNG & MNTN BDY PSTN,0.01
5994082,"GOAL CRRY,MVE&HNDL OBJCTS",0.01
5994090,GOAL SELF CARE,0.01
5994108,GOAL OTH PT PRM FNC LIMIT,0.01
5994116,GOAL OTHR OR SUB FNC LMT,0.01
5994124,DC MOBLTY: WLK & MVE ARND,0.01
5994132,DC CHNG & MAINTN BDY PSTN,0.01
5994140,"DC CRRY,MOVE,&HNDL OBJCTS",0.01
5994157,DISCHARGE SELF CARE,0.01
5994165,DC OTHR PT PRM FNC LIMIT,0.01
5994173,DC OTHR PT SBSQNT FNC LMT,0.01
5995006,EVAL MOBLTY WLK & MVE ARN,0.01
5995014,EVAL CHNG & MNTN BDY PSTN,0.01
5995022,"EVAL CRRY, MVE&HNDL OBJCT",0.01
5995030,EVAL SELF CARE,0.01
5995048,EVAL OTHR PT PRM FNC LMT,0.01
5995055,EVAL OTHR SBSQNT FNC LMT,0.01
5995063,GOAL MOBLE WLK & MVE ARND,0.01
5995071,GOAL CHNG & MNTN BDY PSTN,0.01
5995089,"GOAL CRRY,MVE&HNDL OBJCTS",0.01
5995097,GOAL SELF CARE,0.01
5995105,GOAL OTH PT PRM FNC LIMIT,0.01
5995113,GOAL OTHR OR SUB FNC LMT,0.01
5995121,DC MOBLTY: WLK & MVE ARND,0.01
5995139,DC CHNG & MAINTN BDY PSTN,0.01
5995147,"DC CRRY,MOVE,&HNDL OBJCTS",0.01
5995154,DISCHARGE SELF CARE,0.01
5995162,DC OTHR PT PRM FNC LIMIT,0.01
5995170,DC OTHR PT SBSQNT FNC LMT,0.01
5996004,EVAL MOBLTY WLK & MVE ARN,0.01
5996012,EVAL CHNG & MNTN BDY PSTN,0.01
5996020,"EVAL CRRY, MVE&HNDL OBJCT",0.01
5996038,EVAL SELF CARE,0.01
5996046,EVAL OTHR PT PRM FNC LMT,0.01
5996053,EVAL OTHR SBSQNT FNC LMT,0.01
5996061,GOAL MOBLE WLK & MVE ARND,0.01
5996079,GOAL CHNG & MNTN BDY PSTN,0.01
5996087,"GOAL CRRY,MVE&HNDL OBJCTS",0.01
5996095,GOAL SELF CARE,0.01
5996103,GOAL OTH PT PRM FNC LIMIT,0.01
5996111,GOAL OTHR OR SUB FNC LMT,0.01
5996129,DC MOBLTY: WLK & MVE ARND,0.01
5996137,DC CHNG & MAINTN BDY PSTN,0.01
5996145,"DC CRRY,MOVE,&HNDL OBJCTS",0.01
5996152,DISCHARGE SELF CARE,0.01
5996160,DC OTHR PT PRM FNC LIMIT,0.01
5996178,DC OTHR PT SBSQNT FNC LMT,0.01
5996186,PT EVAL LOW COMPLEXITY,409.00
5996194,PT EVAL OBS LO  COMPL,409.00
5996202,KX PT EVAL LOW COMPL,409.00
5996210,PT EVAL MOD COMPLEXITY,449.00
5996228,PT EVAL OBS MOD COMPL,449.00
5996236,KX PT EVAL MOD COMPL,449.00
5996244,PT EVAL HIGH COMPLEXITY,489.00
5996251,PT EVAL OBS HIGH COMPL,489.00
5996269,KX PT EVAL HIGH COMPL,489.00
5996277,PT REEVAL,225.00
5996285,PT REEVAL OBS,225.00
5996293,KX PT REEVAL,225.00
5996384,NICU PT EVAL LOW COMPLEX,409.00
5996392,HRIF PT EVAL LOW COMPLEX,409.00
5996400,NICU PT EVAL MED COMPLEX,449.00
5996418,HRIF PT EVAL MED COMPLEX,449.00
5996426,NICU PT EVAL HIGH COMPLEX,489.00
5996434,HRIF PT EVAL HIGH COMPLEX,489.00
5996442,NICU PT REEVAL,225.00
5996459,HRIF PT REEVAL,225.00
6000012,FACILITY FEE-LEVEL 1,511.00
6001549,FACILITY FEE-LEVEL 5,"1,034.00"
6001556,FACILITY FEE-LEVEL 3,897.00
6001788,FACILITY FEE LEVEL 1 -25,511.00
6001796,FACILITY FEE-LEVEL 3 -25,897.00
6001804,FACILITY FEE-LEVEL 5 -25,"1,034.00"
6012652,FACILITY FEE-LEVEL 2,719.00
6012660,FACILITY FEE-LEVEL 2 -25,719.00
6012678,FACILITY FEE-LEVEL 4,999.00
6012686,FACILITY FEE-LEVEL 4 -25,999.00
6100051,OT THERAPEUTIC EXER-15MIN,225.00
6100168,OT SPLINT CHECKOUT 15 MIN,225.00
6100804,OT PED DEV TST EXTENDED,449.00
6100812,OT PED DEV TST LIMITED,449.00
6100820,FLUIDOTHERAPY,107.00
6101190,OT THERAPEUTIC ACT-15 MIN,225.00
6101216,OT SPLINT FIT/TRN-15 MIN,225.00
6101224,OT ADL/SELF MGMT TRN-15MN,225.00
6101364,OT EVALUATION 60 MIN,449.00
6101372,M/CAL OT EVAL-INTL 30MIN,225.00
6101380,OT EVALUATION 45 MIN,449.00
6101398,OT EVALUATION 75 MIN,449.00
6101414,M/CAL OT TRT INTL 30MIN,449.00
6101422,M/CAL OT TRT ADD'L 15MIN,225.00
6101430,M/CAL OT EVAL ADD 15MIN,112.00
6101505,OT EVALUATION-120 MIN,449.00
6101513,OT COGNITIVE TRN-15 MIN,225.00
6101521,OT VASOPNEUMATIC DEVICE,107.00
6101539,OT PARAFFIN BATH,107.00
6101810,OT ELECTRICAL STIM UNATTN,107.00
6101828,OT ELECTRICAL STIM ATTND,225.00
6101836,OT ULTRASOUND 15 MIN,107.00
6101851,OT IONTOPHORESIS 15 MIN,225.00
6101919,OT MANL THERAPY-15 MIN,225.00
6101927,PEDIATRIC DEVELOPMNTL TST,449.00
6101943,OT CONTRAST BATH,107.00
6101968,OT RE-EVALUATION 30 MIN,225.00
6105001,KX-OT THERAPTC EXERCS 15M,225.00
6105019,KX-OT SPLINT CHKOUT 15MIN,225.00
6105027,KX-FLUIDOTHERAPY,107.00
6105035,KX-OT THRPTC ACTVTS 15MIN,225.00
6105043,KX-OT SPLNT FIT/TRN 15MIN,225.00
6105050,KX-OT ADL/SLF MGMG TRN15M,225.00
6105068,KX-OT COGNITIVE TRN 15MIN,225.00
6105076,KX-OT VASOPNEUMATIC DEVC,107.00
6105084,KX-OT PARAFFIN BATH,107.00
6105092,KX-OT ELECTRCL STIM UNATT,107.00
6105100,KX-OT ELECTRCL STIM ATTND,225.00
6105118,KX-OT ULTRASOUND 15 MIN,107.00
6105126,KX-OT IONTOPHORESIS 15 MN,225.00
6105134,KX-OT MANUAL THERAPY 15 M,225.00
6105142,KX-OT CONTRAST BATH,107.00
6105159,KX-OT EVALUATION 45 MIN,449.00
6105167,KX-OT EVALUATION 60 MIN,449.00
6105175,KX-OT EVALUATION 75 MIN,449.00
6105183,KX-OT EVALUATION 120 MIN,449.00
6105191,KX-OT PED DEV TESTING,449.00
6105209,KX-OT PED DEV TEST EXTND,449.00
6105217,KX-OT PED DEV TESTNG LMTD,449.00
6105225,KX-OT RE-EVALUATN 30 MIN,449.00
6106009,GY-OT THRPTC EXRCS 15 MIN,225.00
6106017,GY-OT SPLINT CHECKOUT 15M,225.00
6106025,GY-OT FLUIDOTHERAPY,107.00
6106033,GY-OT THRPTC ACTVTY 15 M,225.00
6106041,GY-OT SPLNT FIT/TRN 15 M,225.00
6106058,GY-OT ADL/SLF MGMT TRN 15,225.00
6106066,GY-OT GODNITIVE TRN 15 M,225.00
6106074,GY-OT VASOPNEUMATIC DEVIC,107.00
6106082,GY-OT PARAFFIN BATH,107.00
6106090,GY-OT ELECTRCL STIM UNATT,107.00
6106108,GY-OT ELECTRCL STIM ATTN,225.00
6106116,GY-OT ULTRASOUND 15 MIN,107.00
6106124,GY-OT IONTOPHORESIS 15 MN,225.00
6106132,GY-OT MANUAL THERAPY 15 M,225.00
6106140,GY-OT CONTRAST BATH,107.00
6106157,GY-OT EVALUATION 45 MIN,449.00
6106165,GY-OT EVALUATION 60 MIN,449.00
6106173,GY-OT EVALUATION 75 MIN,449.00
6106181,GY-OT EVALUATION 120 MIN,449.00
6106199,GY-OT PED DEV TESTING,449.00
6106207,GY-OT PED DEV TEST EXTEND,449.00
6106215,GY-OT PED DEV TEST LIMITD,449.00
6106223,GY-OT RE-EVALUATIOB 30 MI,449.00
6107007,GA-OT THERAPEUTIC EXRC 15,225.00
6107015,GA OT SPLINT CHKOUT 15 M,225.00
6107023,GA-OT FLUIDOTHERAPY,107.00
6107031,GA-OT THRPTC ACTVTY 15 M,225.00
6107049,GA-OT SPLNT FIT/TRN 15 M,225.00
6107056,GA-OT ADL/SLF MGMT TRN 15,225.00
6107064,GA-OT CGNTV TRN 15 MIN,225.00
6107072,GA-OT VASOPNEUMATIC DVC,107.00
6107080,GA-OT PARAFFIN BATH,107.00
6107098,GA-OT E-STIM UNATTENDED,107.00
6107106,GA-OT E-STIM ATTENDED,225.00
6107114,GA-OT ULTRASOUND 15 MIN,107.00
6107122,GA-OT IONTOPHORESIS 15 M,225.00
6107130,GA-OT MANUAL THERAPY 15 M,225.00
6107148,GA-OT CONTRAST BATH,107.00
6107155,GA-OT EVALUATION 45 MIN,449.00
6107163,GA-OT EVALUATION 60 MIN,449.00
6107171,GA-OT EVALUATION 75 MIN,449.00
6107189,GA-OT EVALUATION 120 MIN,449.00
6107197,GA-OT PED DEV TESTING,449.00
6107205,GA-OT PED DEV TEST EXTEND,449.00
6107213,GA-OT PED DEV TEST LIMITD,449.00
6107221,GA-OT RE-EVALUATION,449.00
6190003,EVAL MOBLTY;WLK&MOVE ARND,0.01
6190011,EVAL CHNG&MNTN BDY POSITN,0.01
6190029,"EVAL CRRY,MV,&HNDL OBJCTS",0.01
6190037,EVAL SELF CARE,0.01
6190045,EVAL OTHR OT PRM FNC LMT,0.01
6190052,EVAL OTHR OT SBSQNT FNCTN,0.01
6190060,GOAL MOBLTY:WALK&MOVE ARN,0.01
6190078,GOAL CHNG&MNTN BDY PSTN,0.01
6190086,"GOAL CRY,MVE,&HNDL OBJECT",0.01
6190094,GOAL SELF CARE,0.01
6190102,GOAL OTHR OT PRM FNC LMTN,0.01
6190110,GOAL OTHR OT SUB FNC LMTN,0.01
6190128,DSCHRG MBLTY WLK&MOV ARND,0.01
6190136,DSCHRG CHNG&MNTN BDY PSTN,0.01
6190144,"DSCHRG CRRY,MV,&HNDL OBJC",0.01
6190151,DISCHARGE SELF CARE,0.01
6190169,DC OTHR OT PRMRY FNC LMT,0.01
6190177,DC OTHR OT SBSQNT FNC LMT,0.01
6191001,EVAL MOBLTY;WLK&MOVE ARND,0.01
6191019,EVAL CHNG&MNTN BDY POSITN,0.01
6191027,"EVAL CRRY,MV,&HNDL OBJCTS",0.01
6191035,EVAL SELF CARE,0.01
6191043,EVAL OTHR OT PRM FNC LMT,0.01
6191050,EVAL OTHR OT SBSQNT FNCTN,0.01
6191068,GOAL MOBLTY:WALK&MOVE ARN,0.01
6191076,GOAL CHNG&MNTN BDY PSTN,0.01
6191084,"GOAL CRY,MVE,&HNDL OBJECT",0.01
6191092,GOAL SELF CARE,0.01
6191100,GOAL OTHR OT PRM FNC LMTN,0.01
6191118,GOAL OTHR OT SUB FNC LMTN,0.01
6191126,DSCHRG MBLTY WLK&MOV ARND,0.01
6191134,DSCHRG CHNG&MNTN BDY PSTN,0.01
6191142,"DSCHRG CRRY,MV,&HNDL OBJC",0.01
6191159,DISCHARGE SELF CARE,0.01
6191167,DC OTHR OT PRMRY FNC LMT,0.01
6191175,DC OTHR OT SBSQNT FNC LMT,0.01
6192009,EVAL MOBLTY;WLK&MOVE ARND,0.01
6192017,EVAL CHNG&MNTN BDY POSITN,0.01
6192025,"EVAL CRRY,MV,&HNDL OBJCTS",0.01
6192033,EVAL SELF CARE,0.01
6192041,EVAL OTHR OT PRM FNC LMT,0.01
6192058,EVAL OTHR OT SBSQNT FNCTN,0.01
6192066,GOAL MOBLTY:WALK&MOVE ARN,0.01
6192074,GOAL CHNG&MNTN BDY PSTN,0.01
6192082,"GOAL CRY,MVE,&HNDL OBJECT",0.01
6192090,GOAL SELF CARE,0.01
6192108,GOAL OTHR OT PRM FNC LMTN,0.01
6192116,GOAL OTHR OT SUB FNC LMTN,0.01
6192124,DSCHRG MBLTY WLK&MOV ARND,0.01
6192132,DSCHRG CHNG&MNTN BDY PSTN,0.01
6192140,"DSCHRG CRRY,MV,&HNDL OBJC",0.01
6192157,DISCHARGE SELF CARE,0.01
6192165,DC OTHR OT PRMRY FNC LMT,0.01
6192173,DC OTHR OT SBSQNT FNC LMT,0.01
6193007,EVAL MOBLTY;WLK&MOVE ARND,0.01
6193015,EVAL CHNG&MNTN BDY POSITN,0.01
6193023,"EVAL CRRY,MV,&HNDL OBJCTS",0.01
6193031,EVAL SELF CARE,0.01
6193049,EVAL OTHR OT PRM FNC LMT,0.01
6193056,EVAL OTHR OT SBSQNT FNCTN,0.01
6193064,GOAL MOBLTY:WALK&MOVE ARN,0.01
6193072,GOAL CHNG&MNTN BDY PSTN,0.01
6193080,"GOAL CRY,MVE,&HNDL OBJECT",0.01
6193098,GOAL SELF CARE,0.01
6193106,GOAL OTHR OT PRM FNC LMTN,0.01
6193114,GOAL OTHR OT SUB FNC LMTN,0.01
6193122,DSCHRG MBLTY WLK&MOV ARND,0.01
6193130,DSCHRG CHNG&MNTN BDY PSTN,0.01
6193148,"DSCHRG CRRY,MV,&HNDL OBJC",0.01
6193155,DISCHARGE SELF CARE,0.01
6193163,DC OTHR OT PRMRY FNC LMT,0.01
6193171,DC OTHR OT SBSQNT FNC LMT,0.01
6194005,EVAL MOBLTY;WLK&MOVE ARND,0.01
6194013,EVAL CHNG&MNTN BDY POSITN,0.01
6194021,"EVAL CRRY,MV,&HNDL OBJCTS",0.01
6194039,EVAL SELF CARE,0.01
6194047,EVAL OTHR OT PRM FNC LMT,0.01
6194054,EVAL OTHR OT SBSQNT FNCTN,0.01
6194062,GOAL MOBLTY:WALK&MOVE ARN,0.01
6194070,GOAL CHNG&MNTN BDY PSTN,0.01
6194088,"GOAL CRY,MVE,&HNDL OBJECT",0.01
6194096,GOAL SELF CARE,0.01
6194104,GOAL OTHR OT PRM FNC LMTN,0.01
6194112,GOAL OTHR OT SUB FNC LMTN,0.01
6194120,DSCHRG MBLTY WLK&MOV ARND,0.01
6194138,DSCHRG CHNG&MNTN BDY PSTN,0.01
6194146,"DSCHRG CRRY,MV,&HNDL OBJC",0.01
6194153,DISCHARGE SELF CARE,0.01
6194161,DC OTHR OT PRMRY FNC LMT,0.01
6194179,DC OTHR OT SBSQNT FNC LMT,0.01
6195002,EVAL MOBLTY;WLK&MOVE ARND,0.01
6195010,EVAL CHNG&MNTN BDY POSITN,0.01
6195028,"EVAL CRRY,MV,&HNDL OBJCTS",0.01
6195036,EVAL SELF CARE,0.01
6195044,EVAL OTHR OT PRM FNC LMT,0.01
6195051,EVAL OTHR OT SBSQNT FNCTN,0.01
6195069,GOAL MOBLTY:WALK&MOVE ARN,0.01
6195077,GOAL CHNG&MNTN BDY PSTN,0.01
6195085,"GOAL CRY,MVE,&HNDL OBJECT",0.01
6195093,GOAL SELF CARE,0.01
6195101,GOAL OTHR OT PRM FNC LMTN,0.01
6195119,GOAL OTHR OT SUB FNC LMTN,0.01
6195127,DSCHRG MBLTY WLK&MOV ARND,0.01
6195135,DSCHRG CHNG&MNTN BDY PSTN,0.01
6195143,"DSCHRG CRRY,MV,&HNDL OBJC",0.01
6195150,DISCHARGE SELF CARE,0.01
6195168,DC OTHR OT PRMRY FNC LMT,0.01
6195176,DC OTHR OT SBSQNT FNC LMT,0.01
6196000,EVAL MOBLTY;WLK&MOVE ARND,0.01
6196018,EVAL CHNG&MNTN BDY POSITN,0.01
6196026,"EVAL CRRY,MV,&HNDL OBJCTS",0.01
6196034,EVAL SELF CARE,0.01
6196042,EVAL OTHR OT PRM FNC LMT,0.01
6196059,EVAL OTHR OT SBSQNT FNCTN,0.01
6196067,GOAL MOBLTY:WALK&MOVE ARN,0.01
6196075,GOAL CHNG&MNTN BDY PSTN,0.01
6196083,"GOAL CRY,MVE,&HNDL OBJECT",0.01
6196091,GOAL SELF CARE,0.01
6196109,GOAL OTHR OT PRM FNC LMTN,0.01
6196117,GOAL OTHR OT SUB FNC LMTN,0.01
6196125,DSCHRG MBLTY WLK&MOV ARND,0.01
6196133,DSCHRG CHNG&MNTN BDY PSTN,0.01
6196141,"DSCHRG CRRY,MV,&HNDL OBJC",0.01
6196158,DISCHARGE SELF CARE,0.01
6196166,DC OTHR OT PRMRY FNC LMT,0.01
6196174,DC OTHR OT SBSQNT FNC LMT,0.01
6196182,OT EVAL LOW COMPLEXITY,409.00
6196190,OT EVAL OBS LOW COMPL,409.00
6196208,KX OT EVAL LOW COMPL,409.00
6196216,OT EVAL MOD COMPLEXITY,449.00
6196224,OT EVAL OBS MOD COMPL,449.00
6196232,KX OT EVAL MOD COMPL,449.00
6196240,OT EVAL HIGH COMPLEXITY,489.00
6196257,OT EVAL OBS HIGH COMPL,489.00
6196265,KX OT EVAL HIGH COMPL,489.00
6196273,OT REEVAL,225.00
6196281,OT REEVAL OBS,225.00
6196299,KX OT REEVAL,225.00
6300016,ED DEPT LEVEL 1 99281,321.00
6300024,ED DEPT LEVEL 2 99282,966.00
6300032,ED DEPT LEVEL 4 99284,"2,513.00"
6300073,ED DEPT LEVEL 5 99285,"4,236.00"
6300156,ED DEPT LEVEL 1 99281,321.00
6300172,SUTURE GENERAL/EA,61.00
6300198,ED DEPT LEVEL 3 99283,"1,511.00"
6300347,EMERGNCY DEPT MEDICAL TRI,321.00
6301097,CLSD TX ANKLE DISLOC W/AN,"1,927.00"
6301105,CLSD TX TRIMALLEOLAR FX W,"2,268.00"
6301154,FX SCAPULA CLSD W/OR RED,"1,134.00"
6301162,LEVEL 1 PROCEDURE-ER,615.00
6301170,LEVEL 2 PROCEDURE-ER,"1,233.00"
6301188,LEVEL 3 PROCEDURE-ER,"3,075.00"
6301196,LEVEL 4 PROCEDURE-ER,"7,379.00"
6301204,ED MINOR W/PROC-TEST-25,321.00
6301212,ED REGULAR W/PROC TEST-25,966.00
6301220,ED INTERMED W/PROC-25,"1,511.00"
6301238,ED ADV CARE W/PROCEDURE,"4,236.00"
6301246,ED MAJ W/PROC-TEST-25,"2,513.00"
6301253,ED CRIT'L CARE W/PROC-25,"7,064.00"
6301261,OPEN TX IP JOINT DISLOCTN,"2,157.00"
6301287,FX ORBIT CLD W/O RED21400,"1,890.00"
6301295,CLOSED FEMUR FX 27508,"3,061.00"
6301311,CLSD PHALANX FX W/MANIPLN,824.00
6301329,AMPUTATION FINGER/THUMB,"3,970.00"
6301337,CLSD FX TIBIA W/ANES&MANP,"5,395.00"
6301345,INTERMED RPR SCALP 12.5-2,"1,589.00"
6301352,CAUTERY NASAL HEMOR 1NARE,677.00
6301360,CLSD TX PROX FIBULA W/OMA,"1,798.00"
6301386,ED DEPT LEVEL 4 99284,"2,513.00"
6301394,ED DEPT LEVEL 5 99285,"7,048.00"
6301402,BLOOD ADMIN (PER DAY),"1,201.00"
6301410,"CARDIOVRSN, ELECTRIC EXT","2,557.00"
6301428,"RYTHM ECG, TRACING",397.00
6301436,PHH-D STOCKINET BIAS X 4,114.00
6301444,PHH-D STOCKINET BIAS X 5,114.00
6301451,PHH-D STOCKINETTE TUBE,47.00
6301469,PHH-D STOCKINET BIAS X2,52.00
6301477,PHH-D STOCKINETTE TUB X2,47.00
6301485,PHH-D STOCKINETTE TUB X3,70.00
6301493,PHH-D STOCKINETTE TUB X 4,70.00
6301501,PHH-D STOCKINET BIAS X 3,52.00
6301519,ER VISIT LVL III SAME DAY,"1,972.00"
6301527,ER VISIT LVL IV SAME DAY,"2,513.00"
6302004,PHALANX FX W/MANIP,"1,248.00"
6302012,PHALANX FX CLS TX,794.00
6302020,CLSD TX ACROMIOCLAV DISLC,"1,134.00"
6302038,CLSD TX KNEE DIS W/ANESTH,"2,268.00"
6302053,ED MAJOR W/PROC >12 HRS,"2,513.00"
6302061,ED ADVANCED W/PROC >12HRS,"7,048.00"
6302079,ED CRITICAL CARE-25>12HRS,"11,431.00"
6302517,URINALYSIS W/O MICROSCOPY,30.00
6302558,BURN MED WHOLE FACE/EXT,482.00
6303002,ED DEPT LEVEL 1 99281,321.00
6303010,ED DEPT LEVEL 2 99282,966.00
6303028,FT ED REG W/PROC TEST-25,966.00
6303036,ED DEPT LEVEL 3 99283,"1,511.00"
6303044,FT ED INTERMED W/PROC-25,"1,511.00"
6303051,ED DEPT LEVEL 4 99284,"2,513.00"
6303069,FT ED MAJ W/PROC-TEST-25,"2,513.00"
6308852,ED DEPT CRITIC CARE 99291,"2,444.00"
6308860,CRITICAL CARE ADD'L 30MIN,"1,221.00"
6308878,INTUBATION ENDOTRACH ER,"1,349.00"
6308886,BURNS LG W/O ANESTHESIA,"1,134.00"
6308910,IP JOINT DISLOC W/MANIP W,"1,222.00"
6309140,ED DEPT CRITIC CARE 99291,"7,064.00"
6309157,PHALANX FX PHALANGES W/O,718.00
6309173,TROCHANTER FX,"1,701.00"
6309181,CLSD TX MED MALLELOUS FX,"1,589.00"
6309199,CLSD HUMERAL CONDYLAR FX,"1,871.00"
6309223,ED LAC RPR 236-7.5CM12002,"1,233.00"
6309231,ED IMMUNZTN ADMIN-90471,569.00
6309256,ED PLACE NEEDLE IN VEIN,615.00
6309264,ED KAC ROR FACE-<2.512011,"1,233.00"
6309272,ED LAC REPAIR Z2.5-12001,"1,233.00"
6309280,ED APPLY ST F/ARM SPLINT,594.00
6309298,ED CAST/STRAP UNLIS29799,496.00
6309306,ED APPLY DYN F/ARM SPLINT,496.00
6309314,ED APPLY SHORT LEG SPLING,"1,190.00"
6309322,ED LAC REP-LYR-FAC 2.6-5,"1,233.00"
6309330,ED LAC RPR FAC 236-512013,"1,233.00"
6309348,ED LAC REP-LYR-<2.5-FACE,"1,233.00"
6309355,ED APPLY FINFER SPLING-ST,491.00
6309363,ED APPLY LONG ARM SPLINT,594.00
6309371,ED REMOV NAIL PLATE-11730,"1,233.00"
6309397,ED NOSEBLEED CONTRL-30901,615.00
6309405,ED SPINAL TAP-62270,"1,233.00"
6309413,ED BURN TX NO ANES SM-160,"1,190.00"
6309421,ED DRAIN ABCESS SPL-10060,"1,233.00"
6309439,ED DRAIN ABCESS COMP-MULT,"1,233.00"
6309447,ED APPLY FINGER SPLINT-ST,594.00
6309454,ED INSERT CATHETER-51702,594.00
6309470,EXTENSOR TENDON REPAIR,"3,394.00"
6309504,FX DISTAL PHALAX CLSD W/O,664.00
6309512,INCISION & REMVL FB COMPL,"1,363.00"
6309520,THUMB SPICA SPLINT,594.00
6309538,ARTHROCENTESIS,339.00
6309561,FX GREAT TOE CLSD W/MANIP,"1,363.00"
6309587,INTERMED RPR FACE 5.1-7.5,"1,589.00"
6309595,I&D ABSCESS MULT/COMPL,"1,248.00"
6309603,CLSD TX IP JT DISLOCATION,339.00
6309611,"INTERMED RPR NECK,HAND,FT","1,927.00"
6309645,SIMP RPR FACE 7.6-12.5CM,"1,589.00"
6309660,INTMED RPR FACE 20.1-30CM,"3,855.00"
6309678,INTERMED RPR FACE 12.6-20,"3,742.00"
6309686,INTERMED RPR FACE 5.1-7.5,"1,589.00"
6309694,SIMPLE RPR FACE 20.1-30CM,"3,855.00"
6309702,SIMPLE RPR FACE 12.6-20CM,"2,495.00"
6309710,SIMPLE RPR FACE 7.6-12.5C,"1,589.00"
6309728,CPLX RPR SCALP/ARM1.1-2.5,"1,701.00"
6309736,CPLX RPR EYELID/NOSE 2.6,"4,764.00"
6309744,CPLX RPR EYELID/NOSE 1.1,"2,268.00"
6309769,INTMED RPR NECK/HAND 7.6-,"1,473.00"
6309777,INTER RPR NECK/HAND 20.1,"2,609.00"
6309801,INTER RPR SCALP/TRK 20.1,"2,042.00"
6309819,INTER RPR SCALP/TRK<2.5CM,679.00
6309827,SIMPLE REPAIR 12.6-20CM,"1,134.00"
6309835,SIMPLE REPAIR 20.1-30CM,"1,589.00"
6309876,IP JNT DISLOC W/MANIP WO,679.00
6309975,DEBRIDEMENT FOREIGN W/OPN,"1,363.00"
6309983,EXCSIION OF NAIL PART/COM,"1,589.00"
6309991,ED IV INFSN 16-60M,"1,510.00"
6310007,ED IV INFUSION EA ADDL HR,137.00
