IVNUM,IVDESC, Price 
70166446,CON ASNIS3 CAN SCREW SS 8.0X100MM/25MM T,"$1,620.00 "
70166447,CON ASNIS3 CAN SCREW SS 8.0X105MM/25MM T,"$1,620.00 "
70166448,CON ASNIS3 CAN SCREW SS 8.0X110MM/25MM T,"$1,347.00 "
70166449,CON ASNIS3 CAN SCREW SS 8.0X115MM/25MM T,"$1,047.00 "
70166450,CON ASNIS3 CAN SCREW SS 8.0X120MM/25MM T,"$1,347.00 "
70166451,CON EXTERNAL FIXATION ANKLE KIT,"$8,557.50 "
70166452,CON EXTERNAL FIXATION TIBIA KIT,"$9,300.00 "
70166453,CON EXTERNAL FIXATION PELVIC KIT,"$11,568.00 "
70166454,CON EXTERNAL FIXATION WRIST KIT,"$5,898.00 "
70166455,CON EXTERNAL FIXATION MONOTUBE WRIST KIT,"$4,430.00 "
70166456,CON VARIAX DISTAL LAT FIBULA PLATE 3H,"$2,286.00 "
70166457,CON VARIAX DISTAL LAT FIBULA PLATE 4H,"$2,286.00 "
70166458,CON VARIAX DISTAL LAT FIBULA PLATE 5H,"$2,074.00 "
70166459,CON VARIAX DISTAL LAT FIBULA PLATE 6H,"$2,152.00 "
70166460,CON VARIAX DISTAL LAT FIBULA PLATE 7H,"$2,628.00 "
70166461,CON VARIAX DISTAL LAT FIBULA PLATE 8H,"$2,756.00 "
70166462,CON VARIAX DISTAL LAT FIBULA PLATE 9H,"$2,628.00 "
70166463,ALLEN BOW FRAME,$400.00 
70166471,OT COMFORT COOL D-RING WRIST SPLINT SR,$43.90 
70166472,OT COMFORT COOL D-RING WRIST SPLINT SL,$43.90 
70166473,OT R-SOFT WRIST BRACE W/SPICA LT SM,$46.88 
70166474,OT ROLYAN FIT WRIST & THUMB SPICA LT SM,$44.12 
70166475,*VICRYL 0 J840D CT,$89.18 
70166477,"VARIAX H-PLATE, MEDIUM","$2,718.00 "
70166481,PT EZ POSTURE STRAP SMALL,$82.30 
70166487,PT EZ POSTURE STRAP MEDIUM,$79.90 
70166488,PT POSTURE SUPPORT CORRECTOR MEDIUM,$33.44 
70166489,PT POSTURE SUPPORT CORRECTOR MED/LG,$37.90 
70166490,PT POSTURE SUPPORT CORRECTOR LARGE,$35.34 
70166504,SEPRA FILM ADHESION BARRIER,$872.76 
70166506,PT MOTHER TO BE (XL) W/ INSERT,$43.02 
70166509,PT CMC THUMB ABD SPLINT SM/LT,$52.78 
70166510,PT CMC THUMB ABD SPLINT SM/RT,$53.84 
70166511,PT CMC THUMB ABD SPLINT MED/LT,$40.80 
70166512,PT CMC THUMB ABD SPLINT MED/RT,$55.56 
70166514,PT WALKER ADULT STANDARD GUARDIAN,$54.34 
70166515,PT CMC THUMB ABD SPLINT LG/LT,$53.84 
70166516,PT CMC THUMB ABD SPLINT LG/RT,$40.80 
70166527,TUBE FEEDING JEJUNAL W/PEG   DNR,$553.52 
70166529,"CON DRILL BIT,AO COUPLING 2.0X125MM",$831.00 
70166530,"CON DRILL BIT,AO COUPLING 2.5X125MM",$750.00 
70166531,"CON DRILL BIT,AO COUPLING 2.7X125MM",$831.00 
70166532,"CON DRILL BIT,AO COUPLING 3.5X125MM",$750.00 
70166533,"TAPS, AO QUICK COUPLING 2.7X125MM",$675.00 
70166534,"TAPS, AO QUICK COUPLING GOLD 3.5X125MM",$654.00 
70166535,"TAPS, AO QUICK COUPLING 4.0X125MM",$654.00 
70166536,"COUNTERSINK W/TIP, AO 6.0X100MM",$657.00 
70166537,ELASTOSIL T-HANDLE SMALL W/AO COUPLING,"$1,695.00 "
70166538,ELASTOSIL TEARDROP SMALL W/AO COUPLING,"$1,587.00 "
70166539,DRILL GUIDE 2.0/2.7MM FOR 2.7MM SCREW,"$1,173.00 "
70166540,DRILL GUIDE 2.5/3.5MM FOR 3.5/4MM SCREW,"$1,182.00 "
70166541,"INSERTS 2.5MM, BUTTRESS","$1,152.00 "
70166542,PARALLEL DRILL GUIDE,"$1,047.00 "
70166543,"DOUBLE DRILL SLEEVE, LOAD/NEUTRAL DRILL","$1,335.00 "
70166544,"INSERTS, 2.5MM NEUTRAL","$1,152.00 "
70166545,"INSERTS, 2.5MM COMPRESSION","$1,152.00 "
70166546,ELASTOSIL HANDLE SCREWDRIVER HEX 2.5X200,"$1,569.00 "
70166547,SCREWDRIVER CAPTURE SLEEVE 3.5MM/4.00,"$1,569.00 "
70166548,"SCREWDRIVER, AO QUICK COUPLING 2.5X115MM",$915.00 
70166549,"Ti DEPTH GAUGE, 0-70MM 2.7,3.5,4.0 SCREW","$2,175.00 "
70166550,SCREWDRIVER CAPTURE SLEEVE 2.7MM,"$2,094.00 "
70166551,"BENDING TEMPLATE, RECON, 8 HOLE",$250.00 
70166552,"BENDING TEMPLATE, RECON, 18 HOLE",$250.00 
70166553,"BENDING TEMPLATE, COMPRESSION 8 HOLE",$250.00 
70166554,"BENDING TEMPLATE, COMPRESSION 18 HOLE",$305.00 
70166555,CON K-WIRE 1.25X150MM,$119.00 
70166556,CON K-WIRE 1.6X150MM,$70.00 
70166557,CON GUIDE WIRE THREADED 1.4X150MM,$584.00 
70166558,SCREW FORCEPS,$460.00 
70166559,SHARP HOOK (LENGTH=190MM),$540.00 
70166560,BALL SPIKE (LENGTH=190MM),$540.00 
70166561,BENDING IRONS,"$1,323.00 "
70166562,SELF-CENTERING BONE FORCEPS,"$2,076.00 "
70166563,REDUCTION FORCEPS W/POINTS,"$2,133.00 "
70166564,REDUCTION FORCEPS W/SERRATED JAW,"$2,133.00 "
70166565,"HOHMANN RETRACTOR, 6.0X165MM",$849.00 
70166566,"HOHMANN RETRACTOR, 8.0X165MM",$843.00 
70166567,PERIOSTEAL AND FREER ELEVATOR L=190MM,$843.00 
70166568,CON K-WIRE TROCAR POINT,$77.00 
70166569,"CANNULATED SCREW DRIVER, W/ELASTOSIL","$1,707.00 "
70166570,CON CANNULATED DRILL 2.7MM W/AO COUPLING,"$1,728.00 "
70166571,CANNULATED SCREWDRIVER W/AO COUPLING,"$1,197.00 "
70166572,DRILLING GUIDE 1.4/2.7MM F.T.,$792.00 
70166573,"CANNULATED COUNTERSINK, 4.0MM SCREW","$1,299.00 "
70166574,CLEANING WIRE 1.4 F.,$290.00 
70166575,MEASURING GAUGE 1.4,$365.00 
70166576,CON DRILL BIT 3.1MMX204MM,$596.00 
70166577,TAP 4.0MMX140MM,$732.00 
70166578,"SCREWDRIVER T15, L=200MM","$1,653.00 "
70166579,"SOLID SCREWDRIVER BIT T15, L=115MM","$1,194.00 "
70166580,SCREW HOLDING SLEEVE L=78MM,"$2,031.00 "
70166581,DRILL SLEEVE L=82MM,$930.00 
70166582,DIRECT DEPTH GAUGE LOCKING SCREW 14-120,"$2,064.00 "
70166583,UNIVERSAL TORQUE LIMITER T15/4.0MM,"$2,678.00 "
70166584,LOCKING INSERT-INSERTER,$720.00 
70166585,PROXIMAL HUMERAL AIMING BLOCK-RIGHT,"$2,607.00 "
70166586,PROXIMAL HUMERAL AIMING BLOCK-LEFT,"$2,607.00 "
70166587,CON DRILL BIT 2.3X125MM,$600.00 
70166588,3.0X130MM TAP,$600.00 
70166589,LOCKING SCREW HOLDING SLEEVE,$540.00 
70166590,DRILL SLEEVE L=68MM,$600.00 
70166591,DEPTH GAUGE FOR LOCKING SCREWS,$708.00 
70166592,TORQUE LIMITING T8 1.5Nm 1.0MM LOCK SET,"$2,372.00 "
70166593,DISTAL RADIUS AIMING BLOCK LEFT,$636.00 
70166594,DISTAL RADIUS AIMING BLOCK RIGHT,$636.00 
70166595,LOCKING INSERT INTRODUCER,$564.00 
70166596,METAL BASE,"$3,250.00 "
70166597,LID FOR BASE,"$1,182.00 "
70166598,TOP INSERT TRAY,"$2,284.00 "
70166599,MIDDLE INSERT TRAY,"$2,280.00 "
70166600,BOTTOM INSERT TRAY,"$2,025.00 "
70166601,SCREW RACK W/LID,"$3,036.00 "
70166602,SILICON MAT,$588.00 
70166603,"CON CORTICAL SCREW 2.7X8MM, SELF CUTTING",$174.00 
70166604,"CORTICAL SCREW 2.7X10MM, SELF CUTTING",$174.00 
70166605,"CON CORTICAL SCREW 2.7X12MM, SELF CUTTNG",$174.00 
70166606,"CON CORTICAL SCREW 2.7X14MM, SELF CUTTNG",$174.00 
70166607,"CON CORTICAL SCREW 2.7X16MM, SELF CUTTNG",$174.00 
70166608,"CON CORTICAL SCREW 2.7X18MM, SELF CUTTNG",$174.00 
70166609,"CON CORTICAL SCREW 2.7X20MM, SELF CUTTNG",$174.00 
70166610,"CON CORTICAL SCREW 2.7X22MM, SELF CUTTNG",$315.00 
70166611,"CON CORTICAL SCREW 2.7X24MM, SELF CUTTNG",$315.00 
70166612,"CON CORTICAL SCREW 2.7X26MM, SELF CUTTNG",$174.00 
70166613,"CON CORTICAL SCREW 2.7X28MM, SELF CUTTNG",$174.00 
70166614,"CON CORTICAL SCREW 2.7X30MM, SELF CUTTNG",$174.00 
70166615,"CON CORTICAL SCREW 3.5X10MM, SELF CUTTNG",$174.00 
70166616,"CON CORTICAL SCREW 3.5X12MM, SELF CUTTNG",$174.00 
70166617,"CON CORTICAL SCREW 3.5X14MM, SELF CUTTNG",$310.00 
70166618,"CON CORTICAL SCREW 3.5X16MM, SELF CUTTNG",$310.00 
70166619,"CON CORTICAL SCREW 3.5X18MM, SELF CUTTNG",$270.00 
70166620,"CON CORTICAL SCREW 3.5X20MM, SELF CUTTNG",$310.00 
70166621,"CON CORTICAL SCREW 3.5X22MM, SELF CUTTNG",$310.00 
70166622,"CON CORTICAL SCREW 3.5X24MM, SELF CUTTNG",$310.00 
70166623,"CON CORTICAL SCREW 3.5X26MM, SELF CUTING",$240.00 
70166624,"CON CORTICAL SCREW 3.5X28MM, SELF CUTTNG",$295.00 
70166625,"CON CORTICAL SCREW 3.5X30MM, SELF CUTTNG",$240.00 
70166626,"CON CORTICAL SCREW 3.5X32MM, SELF CUTTNG",$174.00 
70166627,"CON CORTICAL SCREW 3.5X34MM, SELF CUTTNG",$240.00 
70166628,"CON CORTICAL SCREW 3.5X36MM, SELF CUTTNG",$295.00 
70166629,"CON CORTICAL SCREW 3.5X38MM, SELF CUTTNG",$295.00 
70166630,"CON CORTICAL SCREW 3.5X40MM, SELF CUTTNG",$310.00 
70166631,"CON CORTICAL SCREW 3.5X42MM, SELF CUTTNG",$294.00 
70166632,"CON CORTICAL SCREW 3.5X44MM, SELF CUTTNG",$240.00 
70166633,"CON CORTICAL SCREW 3.5X46MM, SELF CUTTNG",$295.00 
70166634,"CON CORTICAL SCREW 3.5X48MM, SELF CUTTNG",$280.00 
70166635,"CON CORTICAL SCREW 3.5X50MM, SELF CUTTNG",$174.00 
70166636,"CON CORTICAL SCREW 3.5X55MM, SELF CUTTNG",$174.00 
70166637,"CON CORTICAL SCREW 3.5X60MM, SELF CUTTNG",$174.00 
70166638,CON 4.0 CANCELLOUS FULL THREAD X10,$174.00 
70166639,CON 4.0 CANCELLOUS FULL THREAD X12,$270.00 
70166640,CON 4.0 CANCELLOUS FULL THREAD X14,$285.00 
70166641,CON 4.0 CANCELLOUS FULL THREAD X16,$285.00 
70166642,CON 4.0 CANCELLOUS FULL THREAD X18,$174.00 
70166643,CON .0 CANCELLOUS FULL THREAD X20,$174.00 
70166644,CON 4.0 CANCELLOUS FULL THREAD X22,$174.00 
70166645,CON 4.0 CANCELLOUS FULL THREAD X24,$174.00 
70166646,CON 4.0 CANCELLOUS FULL THREAD X26,$174.00 
70166647,CON 4.0 CANCELLOUS FULL THREAD X28,$174.00 
70166648,CON 4.0 CANCELLOUS FULL THREAD X30,$174.00 
70166649,CON 4.0 CANCELLOUS FULL THREAD X32,$174.00 
70166650,CON .0 CANCELLOUS FULL THREAD X34,$174.00 
70166651,CON 4.0 CANCELLOUS FULL THREAD X36,$174.00 
70166652,CON 4.0 CANCELLOUS FULL THREAD X38,$174.00 
70166653,CON 4.0 CANCELLOUS FULL THREAD X40,$174.00 
70166654,CON 4.0 CANCELLOUS FULL THREAD X45,$174.00 
70166655,CON 4.0 CANCELLOUS FULL THREAD X50,$174.00 
70166656,CON 4.0 CANCELLOUS FULL THREAD X55,$174.00 
70166657,CON 4.0 CANCELLOUS FULL THREAD X60,$174.00 
70166658,CON 4.0 CANCELLOUS PARTIAL THREAD X10,$174.00 
70166659,CON 4.0 CANCELLOUS PARTIAL THREAD X12,$174.00 
70166660,CON 4.0 CANCELLOUS PARTIAL THREAD X14,$174.00 
70166661,CON 4.0 CANCELLOUS PARTIAL THREAD X16,$174.00 
70166662,CON 4.0 CANCELLOUS PARTIAL THREAD X18,$174.00 
70166663,CON 4.0 CANCELLOUS PARTIAL THREAD X20,$174.00 
70166664,CON 4.0 CANCELLOUS PARTIAL THREAD X22,$174.00 
70166665,CON 4.0 CANCELLOUS PARTIAL THREAD X24,$174.00 
70166666,CON 4.0 CANCELLOUS PARTIAL THREAD X26,$174.00 
70166667,CON 4.0 CANCELLOUS PARTIAL THREAD X28,$174.00 
70166668,CON 4.0 CANCELLOUS PARTIAL THREAD X30,$174.00 
70166669,CON 4.0 CANCELLOUS PARTIAL THREAD X32,$174.00 
70166670,CON 4.0 CANCELLOUS PARTIAL THREAD X34,$174.00 
70166671,CON 4.0 CANCELLOUS PARTIAL THREAD X36,$174.00 
70166672,CON 4.0 CANCELLOUS PARTIAL THREAD X38,$174.00 
70166673,CON 4.0 CANCELLOUS PARTIAL THREAD X40,$174.00 
70166674,CON 4.0 CANCELLOUS PARTIAL THREAD X45,$174.00 
70166675,CON 4.0 CANCELLOUS PARTIAL THREAD X50,$270.00 
70166676, CON 4.0 CANCELLOUS PARTIAL THREAD X55,$174.00 
70166677,CON 4.0 CANCELLOUS PARTIAL THREAD X60,$174.00 
70166678,OT WRIST BRACE D-RING SMALL,$20.24 
70166679,OT SPLINT CLOCKSPRING/BUNNELL EXT LG,$23.98 
70166682,DRESSING MEPIFORM 2 X3,$25.60 
70166684,CON BIO CHIPS 30CC,"$2,056.29 "
70166685,CON BIO CHIPS 15CC,"$1,308.57 "
70166686,BMP INFUSE BONE GRAFT SMALL,"$7,610.00 "
70166687,BMP INFUSE BONE GRAFT MEDIUM,"$10,600.00 "
70166688,HEMOVAC 10FR 400ML,$165.24 
70166690,GLIDEWIRE .025 STRAIGHT,$292.05 
70166692,CATHETER WORD BARTHOLIN GLAND,$123.90 
70166693,PT TENS UNIT DIGITAL,$55.30 
70166694,CON DRILL BIT 4.2 X 300MM,"$1,107.00 "
70166695,CON 1/3 TUB PL W/COLLAR 7HOLE L,$536.00 
70166700,CON AxSOS 4.0MM LOCKING SCREW L14MM,$700.00 
70166701,CON AxSOS 4.0MM LOCKING SCREW L16MM,$700.00 
70166702,CON AxSOS 4.0MM LOCKING SCREW L18MM,$700.00 
70166703,CON AxSOS 4.0MM LOCKING SCREW L20MM,$700.00 
70166704,CON AxSOS 4.0MM LOCKING SCREW L22MM,$700.00 
70166705,CON AxSOS 4.0MM LOCKING SCREW L24MM,$700.00 
70166706,CON AxSOS 4.0MM LOCKING SCREW L26MM,$700.00 
70166707,CON AxSOS 4.0MM LOCKING SCREW L28MM,$700.00 
70166708,CON AxSOS 4.0MM LOCKING SCREW L30MM,$700.00 
70166709,CON AxSOS 4.0MM LOCKING SCREW L32MM,$772.00 
70166710,CON AxSOS 4.0MM LOCKING SCREW L34MM,$700.00 
70166711,CON AxSOS 4.0MM LOCKING SCREW L36MM,$700.00 
70166712,CON AxSOS 4.0MM LOCKING SCREW L38MM,$700.00 
70166713,CON AxSOS 4.0MM LOCKING SCREW L40MM,$700.00 
70166714,CON AxSOS 4.0MM LOCKING SCREW L42MM,$700.00 
70166715,CON AxSOS 4.0MM LOCKING SCREW L44MM,$700.00 
70166716,CON AxSOS 4.0MM LOCKING SCREW L46MM,$700.00 
70166717,CON AxSOS 4.0MM LOCKING SCREW L48MM,$700.00 
70166718,CON AxSOS 4.0MM LOCKING SCREW L50MM,$700.00 
70166719,CON AxSOS 4.0MM LOCKING SCREW L55MM,$700.00 
70166720,CON AxSOS 4.0MM LOCKING SCREW L60MM,$700.00 
70166721,CON AxSOS 3.0MM LOCKING SCREW L8MM,$464.00 
70166722,CON AxSOS 3.0MM LOCKING SCREW L10MM,$464.00 
70166723,CON AxSOS 3.0MM LOCKING SCREW L12MM,$464.00 
70166724,CON AxSOS 3.0MM LOCKING SCREW L14MM,$464.00 
70166725,CON AxSOS 3.0MM LOCKING SCREW L16MM,$464.00 
70166726,CON AxSOS 3.0MM LOCKING SCREW L18MM,$464.00 
70166727,CON AxSOS 3.0MM LOCKING SCREW L20MM,$464.00 
70166728,CON AxSOS 3.0MM LOCKING SCREW L22MM,$464.00 
70166729,CON AxSOS 3.0MM LOCKING SCREW L24MM,$464.00 
70166730,CON AxSOS 3.0MM LOCKING SCREW L26MM,$464.00 
70166731,CON AxSOS 3.0MM LOCKING SCREW L28MM,$464.00 
70166732,CON AxSOS 3.0MM LOCKING SCREW L30MM,$464.00 
70166733,CON DISTAL VOLAR RADIUS 3 HOLE LEFT,"$2,050.00 "
70166734,CON DISTAL VOLAR RADIUS 4 HOLE LEFT,"$2,050.00 "
70166735,CON DISTAL VOLAR RADIUS 3 HOLE RIGHT,"$2,050.00 "
70166736,CON DISTAL VOLAR RADIUS 4 HOLE RIGHT,"$2,050.00 "
70166737,CON PROXIMAL LATERAL HUMERUS 3 HOLE LEFT,"$3,682.00 "
70166738,CON PROXIMAL LATERAL HUMERUS 3HOLE RIGHT,"$3,682.00 "
70166739,CON LOCKING 1/3 TUB PLATE 4 HOLE L50MM,$752.00 
70166740,CON LOCKING 1/3 TUB PLATE 6 HOLE L76MM,$752.00 
70166741,CON LOCKING 1/3 TUB PLATE 8 HOLE L102MM,$612.00 
70166742,CON LOCKING 1/3 TUB PLATE 10 HOLE L128MM,$612.00 
70166743,CON LOCKING COMPR PLATE 4 HOLE L58MM,$510.00 
70166744,CON LOCKING COMPR PLATE 6 HOLE L84MM,$621.00 
70166745,CON LOCKING COMPR PLATE 7 HOLE L97MM,$675.00 
70166746,CON LOCKING COMPR PLATE 8 HOLE L110MM,$750.00 
70166747,CON LOCKING COMPR PLATE 10 HOLE L136MM,$735.00 
70166748,CON LOCKING RECON PLATE 4 HOLE L48MM,"$1,671.00 "
70166749,CON LOCKING RECON PLATE 6 HOLE L172MM,"$1,965.00 "
70166750,CON LOCKING RECON PLATE 8 HOLE L96MM,"$2,154.00 "
70166751,CON LOCKING RECON PLATE 10 HOLE L120MM,"$2,223.00 "
70166752,CON 1/3 TUB PL W/COLLAR 4 HOLE L51MM,$445.00 
70166753,CON 1/3 TUB PL W/COLLAR 5 HOLE L64MM,$464.00 
70166754,CON 1/3 TUB PL W/COLLAR 6 HOLE L77MM,$410.00 
70166755,CON 1/3 TUB PL W/COLLAR 8 HOLE L103MM,$455.00 
70166756,CON 1/3 TUB PL W/COLLAR 10 HOLE L129MM,$455.00 
70166757,CON WASHER O 7MM,$264.00 
70166758,CON WASHER O 9MM,$288.00 
70166759,CON LOCKING INSERT 3.0MM LOCKING SCREW,$335.00 
70166760,CON LOCKING INSERT 4.0MM LOCKING SCREW,$335.00 
70166761,CON CABLE PLUGS 4.0MM LOCKING SCREW,$335.00 
70166785,PT BELT WORK S'PORT SAUNDERS,$77.60 
70166786,PLATE TITANIUM CALCANEAL Y-PL,"$1,931.00 "
70166787,PLATE TITANIUM CLOVER-LEAF 7HOLE,"$1,627.14 "
70166788,PLATE 3.5MM TITANIUM LC-DCP,$423.55 
70166789,PLATE 3.5 TITANIUM RECONSTRUCTION 5HOLE,"$1,294.38 "
70166790,PLATE 3.5MM TITANIUM RECONSTRUCTION 6H,"$1,491.78 "
70166791,PLATE 3.5MM TITANIUM RECONSTRUCTION 7H,"$1,534.08 "
70166792,PLATE 3.5MM TITANIUM RECONSTRUCTION 8H,"$1,624.32 "
70166793,PLATE 3.5MM TITANIUM RECONSTRUCTION 9H,"$1,672.26 "
70166794,PLATE 3.5MM TITANIUM RECONSTRUCTION 10H,"$1,700.46 "
70166796,PT BACK SUPPORT SMALL FORMFIT ADVANCED,$33.82 
70166797,PT BACK SUPPORT MED FORMFIT ADVANCED,$33.82 
70166798,PT BACK SUPPORT LG FORMFIT ADVANCED,$33.82 
70166799,PT BACK SUPPORT XL FORMFIT ADVANCED,$33.82 
70166800,PT BACK SUPPORT XXL FORMFIT ADVANCED,$33.82 
70166801,PT BACK SUPPORT XXXL FORMFIT ADVANCED,$33.82 
70166802,ENSEAL TRIO 3MM CURVE TIP (THYROID),"$1,440.03 "
70166803,ENSEAL G2 SUPER JAW (COLON/GYN)  DNR,"$1,659.00 "
70166818,GORE DUAL MESH PLUS 18X24CM  DNR,"$4,094.00 "
70166819,GORE DUAL MESH PLUS 26X34CM   DNR,"$5,302.50 "
70166822,PT C-90 FOOTDROP BRACE RT/SMALL,$79.50 
70166823,PT SWEDISH AFO BRACE WMNS RIGHT,$64.00 
70166824,PT SWEDISH AFO BRACE WMNS LEFT,$64.00 
70166825,PT SWEDISH AFO BRACE MENS RIGHT,$64.00 
70166826,PT SWEDISH AFO BRACE MENS LEFT,$64.00 
70166827,ETHIBOND 0 CX21D,$89.11 
70166831,OT SPLINT ULTRA SPICA 3pp LFT SMALL,$46.80 
70166839,I/A TIP 0.3MM,$84.00 
70166840,SLIT KNIFE 2.4MM DB   DNR,$294.00 
70166841,SMART PORT CT 6.6FR LOW PROFILE,$760.00 
70166842,SMART PORT CT 8FR,$760.00 
70166846,CATH FOLEY 16FR/5CC COUNCIL TIP LATEX,$84.98 
70166847,CATH FOLEY 18FR/5CC COUNCIL TIP LATEX,$80.99 
70166848,CATH FOLEY 20FR/5CC COUNCIL TIP LATEX,$80.99 
70166910,LENS TORIC ALCON,$800.00 
70166911,PT DELUXE FREEDOM WAND,$118.98 
70166915,VICRYL 3-0 J774D,$90.58 
70166922,BLADE SAGITTAL,$333.60 
70166923,CON PLATE FIBULA STR 2H/28.5MM,"$1,734.00 "
70166924,CON PLATE FIBULA STR 3H/40.5MM,"$1,734.00 "
70166925,CON PLATE FIBULA STR 4H/L60MM,"$1,734.00 "
70166926,CON PLATE FIBULA STR 5H/L72MM,"$1,734.00 "
70166927,CON PLATE FIBULA STR 6H/L84MM,"$1,734.00 "
70166928,CON PLATE FIBULA STR 7H/L96MM,"$2,124.00 "
70166929,CON PLATE FIBULA STR 8H/L108MM,"$2,229.00 "
70166930,CON PLATE FIBULA STR 10H/L132MM,"$1,800.00 "
70166931,CON PLATE FIBULA STR 12H/L156MM,"$2,535.00 "
70166932,CON PLATE FIBULA STR 14H/L180MM,"$2,535.00 "
70166933,PT OFF-LOADING BOOT REPLACEMENT PAD,$27.14 
70166941,PT WHEELS SWIVEL FOR WALKER,$30.20 
70166943,BLUNTPORT PLUS,$498.20 
70166955,*ER PEDS ET TUBE HOLDER TAN MEGA,$70.00 
70166959,HF RESECTION ELECTRODE 45 DEG NEEDLE,$408.84 
70166965,OT ROLYAN SOFSTRETCH SPLINT XSMALL,$20.16 
70166966,OT ROLYAN SOFSTRETCH SPLINT SMALL,$21.22 
70166967,OT ROLYAN SOFSTRETCH SPLINT MEDIUM,$21.22 
70166968,OT ROLYAN SOFSTRETCH SPLINT LARGE,$21.22 
70166969,OT ROLYAN SOFSTRETCH SPLINT XLARGE,$20.16 
70166973,TROCAR ENDOPATH XCEL BLUNT TIP,$309.45 
70166974,US AQUALINER GUIDEWIRE 150CM,$256.00 
70166976,GRANEE NEEDLE,$270.00 
70166980,HF ELECTRODE ROLLER 24-28FR,$486.52 
70166981,SUTURE RETRIEVER HOFFEE,$255.00 
70166989,OT LMB ULNAR DEVIATION SPLINT RT 2 1/4,$42.96 
70166990,OT LMB ULNAR DEVIATION SPLINT LFT 2 1/4,$42.96 
70166991,OT LMB ULNAR DEVIATION SPLINT RT 2 7/8,$42.96 
70166992,OT LMB ULNAR DEVIATION SPLINT LFT 2 7/8,$42.96 
70166993,OT LMB ULNAR DEVIATION SPLINT RT 3 3/8,$42.96 
70166994,OT LMB ULNAR DEVIATION SPLINT LFT 3 3/8,$42.96 
70166995,OT FLEXION FINGER SPRING WHITE MED,$32.06 
70166996,OT LMB FINGER FLEXION SIZE C (LARGE),$32.06 
70166997,OT LMB EXTENSION FINGER SPLINT SIZE A,$29.06 
70166998,OT LMB EXTENSION FINGER SPLINT SIZE B,$29.06 
70166999,OT LMB EXTENSION FINGER SPLINT SIZE C,$29.06 
70167000,OT LMB EXTENSION FINGER SPLINT SIZE D,$29.06 
70167001,OT WRIST WIDGET,$50.92 
70167002,OT SQUEEZE ULNAR COMPRESSION WRAP,$45.82 
70167005,HEADREST PRONE DISPOSABLE CHANAGED 90,$158.58 
70167012,OT HAND ASSIST LEFT SIZE 1,$124.94 
70167013,OT HAND ASSIST LEFT SIZE 2,$122.50 
70167014,OT HAND ASSIST RIGHT SIZE 1,$124.94 
70167015,OT HAND ASSIST RIGHT SIZE 2,$124.94 
70167016,HOVERMATT,$156.00 
70167017,HERNIA PATCH VENTRALEX SMALL,"$1,065.00 "
70167018,HERNIA PATCH VENTRALEX MEDIUM,"$1,425.90 "
70167019,HERNIA PATCH VENTRALEX LARGE,"$1,875.00 "
70167021,HERNIA PLUG SMALL PERFIX,$543.40 
70167022,HERNIA PLUG MEDIUM PERFIX,$599.60 
70167023,GLIDEWIRE STRAIGHT TIP .035 URETERAL DNR,$292.05 
70167033,SURGICEL HEMOSTAT 4X8,$503.16 
70167034,OR DRAPE C-SECTION INCISE CHANGED TO 90,$116.39 
70167036,ENSEAL TISSUE SEALING LAP DEVICE  DNR,"$1,551.09 "
70167037,******HMC VAGINAL DILATOR (SET),$263.70 
70167038,******HMC VAGINAL DILATOR MEDIUM,$82.95 
70167039,******HMC VAGINAL DILATOR LARGE,$91.35 
70167051,PT REPLACEMENT INSOLE OFFLOAD WALKER,$27.14 
70167053,ENDO STAPLER 60MM POWERED  DNR,"$1,379.34 "
70167054,WOUND PROTECTOR ALEXIS SMALL,$260.00 
70167055,WOUND PROTECTOR ALEXIS MEDIUM,$260.00 
70167056,RELOAD ENDOSCOPIC REGULAR   DNR,$511.76 
70167057,RELOAD ENDOSCOPIC VASCULAR   DNR,$511.76 
70167060,OT PROGRESSIVE FINGER EXTENSION SPLNT MD,$66.80 
70167061,OT JOINT JACK FINGER SPLINT MEDIUM,$46.30 
70167062,OT MURPHY RING SIZE 3,$46.92 
70167065,PARIETEX PROGRIP LEFT   DNR,"$1,109.10 "
70167066,PARIETEX PROGRIP RIGHT,"$1,109.10 "
70167069,BLADE 4.0MM SCALLOPED,$274.50 
70167070,BLADE 4.0MM BARREL BUR   DNR,$289.95 
70167078,CAST COVER HALF ARM,$107.94 
70167088,GYNECARE TVT EXACT SEEGER  DNR,"$2,513.20 "
70167089,ETHIBOND 5 MB47G,$114.80 
70167091,CAST COVER HALF LEG,$126.00 
70167092,CAST COVER FULL LEG,$126.00 
70167093,OT LEG LIFTER W/FOOT GRIP 40,$20.30 
70167095,PT GIVMOHR SLING MEDIUM,$101.34 
70167096,PT GIVMOHR SLING LARGE,$93.24 
70167097,PT CMC THUMB SPLINT LFT LG,$35.36 
70167098,OT PROGRESSIVE FINGER EXTENSION SPLNT XS,$66.80 
70167117,BLADE 3.5MM COUGAR   DNR,$274.50 
70167130,STAPLE 75MM RELOAD BLUE,$446.20 
70167131,HERNIA MESH SOFT 12X12   DNR,$628.00 
70167141,OT PIP LIGMENT REPAIR SPLINT SMALL,$59.76 
70167142,OT PIP LIGMENT REPAIR SPLINT MEDIUM,$59.76 
70167145,OT CANDO DIGI-FLEX 3LB RED,$24.44 
70167150,OT CMC THUMB SPLINT LFT/LG+,$35.34 
70167155,OT ACCUFLEX DYNAMIC ELBOW ORTHOSIS,$175.00 
