Description, Base Price 
fluticasone Nasal 0.05 mg/inh Spry [MCHC],16.12
fluticasone-salmeterol 100-50 mcg Inh-14[MCHC],47.15
fluticasone-salmeterol 250 mcg-50 mcg Pow [MCHC],47.16
fluticasone-salmeterol 500-50 mcg Inh -14[MCHC],67.41
fluvastatin 20 mg Cap [MCHC],27.10
folic acid 1 mg Tab [MCHC],15.39
folic acid 5 mg/mL 10mL MDV  [MCHC],28.50
formoterol 12 mcg Inh Cap(#60) /inhaler [MCHC],22.52
formoterol-mometasone 5-100 mcg INH 120[MCHC],73.00
formoterol-mometasone 5-200 mcg/inh 60 INH[MCHC],76.46
fosaprepitant 150 mg Pow,"1,098.53"
foscarnet 24 mg/mL-250ml IVPB[MCHC],23.00
fosinopril 10 mg Tab [MCHC],15.67
fosphenytoin (PE) 100 mg/2 mL Inj Sol [MCHC],22.76
fosphenytoin (PE) 500 mg/10 mL Inj Sol [MCHC],28.29
furosemide 100 mg/10mL SDV [MCHC],20.82
furosemide 20 mg Tab [MCHC],15.16
furosemide 20mg/2mL SDV  [MCHC],22.45
furosemide 40 mg Tab [MCHC],15.30
furosemide 40 mg/4mL SDV  [MCHC],21.35
furosemide 80 mg Tab [MCHC],15.27
gabapentin 100 mg Cap [MCHC],15.46
gabapentin 300 mg Cap [MCHC],15.25
gabapentin 400 mg Cap [MCHC],15.63
gabapentin 600 mg Tab,16.61
galantamine 12 mg Tab [MCHC],29.17
"galantamine 16 mg oral Cap, ER [MCHC]",37.10
galantamine 4 mg Tab [MCHC],35.00
"galantamine 8 mg oral Cap, ER [MCHC]",20.98
galantamine 8 mg Tab [MCHC],36.00
gatifloxacin 0.3% Opth Sol [MCHC],125.27
gemcitabine 1gm/26.3ml soln SDV [MCHC],31.15
gemcitabine 200mg/5.26ml IV Soln SDV [MCHC],31.97
gemcitabine 2gm/52.6mL SDV [MCHC],27.49
gemfibrozil 600 mg Tab [MCHC],15.72
gentamicin 0.1% Top Oint [MCHC],23.58
gentamicin 0.3% Opth Oint [MCHC],32.00
gentamicin 0.3% Opth Sol [MCHC],18.27
gentamicin 40 mg/mL Inj Sol 2mL[MCHC],21.89
gentian violet Top 2% Sol [MCHC],15.28
glimepiride 2 mg Tab [MCHC],17.12
glimepiride 4 mg Tab [MCHC],16.73
glipiZIDE 10 mg Tab [MCHC],15.21
glipiZIDE 2.5 mg ER Tab [MCHC],18.79
glipiZIDE 5 mg ER Tab [MCHC],17.41
glipiZIDE 5 mg Tab [MCHC],16.19
glucagon recombinant 1 mg SYR  [MCHC],925.66
glucose 40% Oral gel [MCHC],15.39
glyBURIDE 5 mg Tab [MCHC],15.24
glycerin adult Supp [MCHC],15.23
glycerin pediatric Supp [MCHC],15.28
glycerin-witch hazel Top 10%-50% Pad [MCHC],15.44
glycine Irr 1.5% Irr Sol 3000 mL [MCHC],15.02
glycopyrrolate 0.2 mg/mL Sol,38.29
glycopyrrolate 0.4 mg/2mL SDV [MCHC],21.69
glycopyrrolate 1 mg/5 mL Oral Sol [MCHC],18.95
glycopyrrolate 1mg/5mL Inj Sol [MCHC],21.17
glycopyrrolate 2 mg Tab [MCHC],22.13
guaifenesin 200 mg Tab [MCHC],15.14
guaifenesin 200 mg/10 mL Oral Liq [MCHC],15.22
guaiFENesin 400 mg Tab [MCHC],15.23
guaifenesin 600 mg ER Tab [MCHC],17.30
guaifenesin-codeine 100 mg-10 mg/5mL Liq [MCHC],15.42
guaifenesin-DM 100-10 mg/5 mL  liq 10 mL [MCHC],15.55
guaifenesin-pseudoephed 600-120mg ER Tab [MCHC],15.45
guanfacine 1 mg Tab [MCHC],18.03
halobetasol Top 0.05% Crm [MCHC],32.43
haloperidol 1 mg Tab [MCHC],16.68
haloperidol 2 mg/mL Oral Conc [MCHC],16.21
haloperidol 5 mg Tab [MCHC],17.48
haloperidol 5 mg/mL SDV  [MCHC],22.76
haloperidol decanoate 100 mg/mL Inj 1mL [MCHC],203.41
hemin 313 mg  Inj SDV [MCHC],"5,960.80"
heparin 100 units/mL-NaCl 0.45% Sol [MCHC],20.08
heparin 5000 units/mL MDV  [MCHC],24.79
heparin flush 10 units/mL 5ml SYR [MCHC],20.34
heparin flush 100 units/mL-5ml SYR [MCHC],20.13
hepatitis B adult vaccine 20 mcg/mL SYR [MCHC],212.14
hepatitis B immune globulin  5mL SYR [MCHC],345.09
hepatitis B immune globulin IM 0.5mL [MCHC],560.47
hepatitis B PED vaccine 10mcg/0.5 mL Inj [MCHC],143.03
homatropine 5% Opth Sol [MCHC],17.80
homatropine-hydrocodone 1.5 mg-5 mg Tab [MCHC],16.95
homatropine-hydrocodone 1.5-5 mg/5 mL  [MCHC],15.36
hyaluronate sodium 20 mg/2mL Sol [MCHC],238.75
hydrALAZINE 10 mg Tab [MCHC],15.47
hydrALAZINE 20 mg/mL Inj Sol [MCHC],30.51
hydrALAZINE 25 mg Tab [MCHC],15.47
hydrochlorothiazide 25 mg Tab [MCHC],15.08
hydrochlorothiazide-triamter 25-50mg Cap [MCHC],19.45
hydrochlorothiazi-triamter 25-37.5mg Tab [MCHC],15.85
HYDROcodon-APAP 7.5-325mg/15 mL Sol UD[MCHC],15.62
hydrocodone-acetaminophen 10-325mg Tab [MCHC],15.46
HYDROcodone-acetaminophen 5-325mg Tab[MCHC],15.86
hydrocodone-acetaminophen 7.5-325mg Tab [MCHC],17.24
hydrocodone-ibuprofen 7.5 mg-200 mg Tab [MCHC],17.80
hydrocortisone 100 mg/60 mL Enema [MCHC],15.71
hydrocortisone 100mg/2mL SDV  [MCHC],70.87
hydrocortisone 2.5% Rectal Crm [MCHC],17.35
hydrocortisone 25 mg Supp [MCHC],27.79
hydrocortisone 250mg/4mL Inj [MCHC],103.12
hydrocortisone compounding 25g Pwdr [MCHC],25.27
hydrocortisone Top 1% Crm [MCHC],15.28
hydrocortisone2.5% cream 30gm [MCHC],15.34
hydromorphone 1 mg/mL  SDV [MCHC],28.99
hydromorphone 2 mg Tab [MCHC],15.74
hydromorphone 2 mg/mL SDV  [MCHC],29.63
hydromorphone 4 mg Tab [MCHC],15.81
hydromorphone 4 mg/mL CPJ  [MCHC],29.03
hydromorphone HP 10 mg/mL  AMP  [MCHC],29.52
hydromorphone HP 50mg/5mL Inj Sol [MCHC],29.19
hydromorphone PCA 10mg/25ml vial [MCHC],57.87
hydroxychloroquine 200 mg Tab [MCHC],22.08
hydroxyurea 500 mg Cap [MCHC],18.11
hydrOXYzine HCl 10 mg/5 mL Liq : 5mL [MCHC],15.43
hydrOXYzine HCl 50 mg/mL Inj [MCHC],62.66
hydrOXYzine hydrochloride 10 mg Tab [MCHC],15.68
hydrOXYzine hydrochloride 25 mg Tab [MCHC],15.78
hydrOXYzine pamoate 25 mg Cap [MCHC],15.48
hylan G-F 8units/mL intra-artic Inj 6mL SYR [MCHC],240.40
hyoscyamine 0.125 mg sublingual Tab [MCHC],17.14
hyoscyamine 0.125 mg/5 mL Oral Liq [MCHC],15.18
hyoscyamine 0.375 mg ER Tab [MCHC],16.83
ibandronate 150 mg oral tablet [MCHC],448.88
ibandronate 3mg IV Sol SDV [MCHC],372.80
ibuprofen 100 mg/5 mL Oral Susp 120mL [MCHC],0.00
ibuprofen 200 mg Tab [MCHC],0.00
ibuprofen 600 mg Tab [MCHC],15.36
ibuprofen 800 mg Tab [MCHC],15.62
imipenem-cilastatin 500 mg Inj [MCHC],66.70
imipramine 10 mg Tab [MCHC],15.35
imipramine 25 mg Tab [MCHC],15.47
immune globulin IV 10% -1gm/10ml Sol [MCHC],49.23
"immune globulin, IV 10% - 10gm/100mL [MCHC]",40.88
"immune globulin, IV 10% - 2.5gm/25mL [MCHC]",49.23
"immune globulin, IV 10% - 20gm/200mL [MCHC]",40.88
"immune globulin, IV 10% - 30gm/300mL [MCHC]",40.88
"immune globulin, IV 10% - 5gm/50mL [MCHC]",40.88
indapamide 2.5 mg Tab [MCHC],17.49
indigotindisulfonate 8 mg/mL  [MCHC],26.69
indinavir 400 mg Cap [MCHC],26.69
indomethacin 25 mg Cap [MCHC],15.84
inFLIXimab 100 mg Pwd-Inj SDV  [MCHC],"2,158.50"
influenza vaccine PF quad 0.5ml syr [MCHC],158.78
"influenza vaccine, HD PF 0.5mL syr [MCHC]",331.63
Inhalation Chamber for MDIs [MCHC],136.44
insulin degludec 200 units/mL 3ml Pen [MCHC],220.10
insulin detemir 100 units/mL 3ml MDVpen [MCHC],114.74
insulin glargine 100 units/mL 3ml MDVpen [MCHC],53.02
insulin isophane-reg 50-50units/mL 10 mL [MCHC],36.73
insulin isophane-reg 70-30units/mL MDV[MCHC],26.67
insulin lispro 100 units/mL 3mL MDV [MCHC],44.24
insulin NPH  100 units/mL 3m MDV [MCHC],26.82
insulin prot-aspart 70-30units/mL 10 mL MDV[MCHC],36.67
insulin regular  100 units/mL 3ml MDV [MCHC],27.42
iopamidol 61% intrathecal SDV  [MCHC],23.87
ipecac 7% Oral Syrup 30 mL [MCHC],18.72
ipratropium 0.02% Inh Sol 2 mL [MCHC],15.39
ipratropium 0.03% nasal spray [MCHC],27.63
ipratropium 17 mcg/inh MDI [MCHC],104.87
ipratropium Nasal 0.06% Spry [MCHC],21.91
irbesartan 75 mg Tab [MCHC],15.32
irinotecan (Camptosar) 100mg/5ml SDV[MCHC],36.30
irinotecan 300mg/15mL SDV [MCHC],43.56
iron polysaccharide 60 mg oral capsule [MCHC],18.23
iron polysaccharide-Vit.C 150-50 mg Cap [MCHC],19.09
iron sucrose 20 mg/mL 5mL SDV  [MCHC],42.85
isoproterenol 0.2 mg/mL IV Sol [MCHC],53.32
isosorbide dinitrate 10 mg Tab [MCHC],16.85
isosorbide dinitrate 20 mg Tab [MCHC],17.91
isosorbide mononitrate 20 mg Tab [MCHC],15.47
isosorbide mononitrate 30 mg ER Tab [MCHC],16.52
isosorbide mononitrate 60 mg ER Tab [MCHC],17.57
isosulfan blue 1% sol. (50 mg/5mL) SDV [MCHC],363.95
isradipine 2.5 mg Cap [MCHC],19.67
isradipine 5 mg ER Tab [MCHC],26.46
itraconazole 100 mg Cap [MCHC],63.70
ketamine 10 mg/mL  20mL SDV  [MCHC],23.42
ketoconazole 200 mg Tab [MCHC],22.22
ketoconazole Top 2% Crm [MCHC],20.46
ketorolac 0.5% Opth Sol [MCHC],19.18
ketorolac 15 mg/mL SDV  [MCHC],23.41
ketorolac 30 mg/mL SDV [MCHC],23.92
ketorolac 60 mg/2 mL SDV  [MCHC],22.62
labetalol 100 mg Tab [MCHC],16.20
labetalol 100mg/20mL MDV  [MCHC],20.74
labetalol 200 mg Tab,16.75
labetalol 5 mg/mL SYR  [MCHC],26.94
lactase 9000 units Tab [MCHC],15.87
Lactated Ringers IV Sol 1000 mL [MCHC],20.02
Lactated Ringers IV Sol 500 mL [MCHC],20.03
lactobacillus 80 mg oral capsule [MCHC],17.17
lactulose 20 g/30 mL Oral Syrup [MCHC],15.07
lamivudine-zidovudine Tab [MCHC],21.94
lamotrigine 100 mg Tab [MCHC],15.75
lamotrigine 200 mg Tab [MCHC],32.92
lamotrigine 25 mg Tab [MCHC],15.47
lanolin/petrolatum oint [MCHC],15.09
lanreotide 120 mg/0.5 mL SC Sol [MCHC],"36,265.00"
lanreotide 60mg/0.2 mL Inj [MCHC],"47,745.00"
lanreotide 90 mg/0.3 mL Syringe (MCHC],"41,578.33"
lansoprazole 15 mg Oral EC Cap [MCHC],39.03
lansoprazole 15 mg SoluTab [MCHC],39.03
lansoprazole 30 mg Dis Tab [MCHC],39.03
lansoprazole 30 mg Oral EC Cap [MCHC],19.40
latanoprost 0.005% Opth Sol [MCHC],24.84
leflunomide 20 mg Tab [MCHC],18.22
letrozole 2.5 mg Tab [MCHC],66.87
leucovorin 100 mg IV Inj SDV [MCHC],107.94
leucovorin 200 mg Pwd-Inj SDV [MCHC],92.14
leucovorin 350mg SDV [MCHC],94.66
leucovorin 500  Pdw-Inj SDV [MCHC],247.04
"leuprolide 22.5 mg IM Inj, ER [MCHC]","10,109.40"
leuprolide 22.5 mg/3 months Eligard [MCHC],"1,347.55"
"leuprolide 30 mg IM Inj, ER [MCHC]","9,211.23"
leuprolide 45 mg/6 months Inj [MCHC],"17,826.98"
"leuprolide 7.5 mg IM Inj, ER [MCHC]","1,672.28"
levalbuterol  45 mcg/inh MDI [MCHC],28.29
levalbuterol 0.63 mg/3 mL Inh Sol [MCHC],17.05
levalbuterol 1.25 mg/3 mL Inh Sol [MCHC],16.94
levETIRAcetam 100 mg/mL Sol,20.00
levetiracetam 250 mg Tab [MCHC],17.66
levetiracetam 500 mg Tab [MCHC],15.74
levETIRAcetam 500 mg/5mL Oral Sol [MCHC},15.68
levETIRAcetam 750 mg E.R. Tab [MCHC],18.00
levofloxacin 250 mg Tab,15.86
levofloxacin 250 mg/50 mL IVPB [MCHC],20.14
levofloxacin 500 mg Tab,15.97
levofloxacin 500 mg/100 mL IVPB [MCHC],20.10
levofloxacin 750 mg Tab [MCHC],16.61
levofloxacin 750 mg/150 mL IVPBl [MCHC],20.07
levofloxacin Opth 0.5% Sol [MCHC],33.82
levothyroxine 100 mcg (0.1 mg) Tab [MCHC],16.74
levothyroxine 100 mcg pwd-inj SDV[MCHC],323.03
levothyroxine 112 mcg (0.112 mg) Tab [MCHC],17.44
levothyroxine 125 mcg (0.125 mg) Tab [MCHC],17.40
levothyroxine 137 mcg (0.137 mg) Tab [MCHC],15.87
levothyroxine 150 mcg (0.15 mg) Tab [MCHC],17.47
levothyroxine 175 mcg (0.175 mg) Tab [MCHC],18.04
levothyroxine 200 mcg (0.2 mg) SDV  [MCHC],117.00
levothyroxine 200 mcg (0.2 mg) Tab [MCHC],16.07
levothyroxine 25 mcg (0.025 mg) Tab [MCHC],16.60
levothyroxine 50 mcg (0.05 mg) Tab [MCHC],16.83
levothyroxine 75 mcg (0.075 mg) Tab [MCHC],16.99
levothyroxine 88 mcg (0.088 mg) Tab [MCHC],16.13
Lido/EPI/tetracaine topical 10ml [MCHC],67.32
lidocaine 0.4%(4mg/mL)-D5W Inj Sol 250mL [MCHC],20.05
lidocaine 0.5% MPF SDV [MCHC],0.00
lidocaine 1%  20mL MDV [MCHC],0.00
lidocaine 1% 10mL SDV [MCHC],0.00
lidocaine 1% MPF Inj Sol 30 mL [MCHC],0.00
lidocaine 1% MPF Inj Sol 5mL VIAL [MCHC],0.00
lidocaine 1% preservative-free Sol [MCHC],0.00
lidocaine 2%  100mg/5ml Inj Sol SYR [MCHC],22.30
lidocaine 2% Inj Sol 20 mL MDV  [MCHC],0.00
lidocaine 2% MPF 5 mL SDV [MCHC],0.00
lidocaine 2% PF  5 mL MDV  [MCHC],0.00
lidocaine 5%-0.4% Sol [MCHC],20.05
lidocaine Top 2% Gel (jelly) 30g [MCHC],17.74
lidocaine Top 4%  Sol (LTA) [MCHC],35.73
lidocaine Top 4% Sol 50mL [MCHC],17.95
lidocaine Top 5% (700mg) patch [MCHC],27.36
lidocaine topical 2% jelly 200mg/10ml Uro-jet[MCHC],17.79
lidocaine topical 4% Kit [MCHC],30.31
lidocaine topical 4% Kit [MCHC],30.31
lidocaine viscous topical 2% Sol 15ml[MCHC],15.23
"lidocaine-epi 1%-1:100,000  20 mL MDV  [MCHC]",20.25
"lidocaine-epi 2%-1:100,000 Inj  20 mL MDV [MCHC]",20.34
lidocaine-prilocaine Top 2.5%-2.5% Crm [MCHC],20.25
linezolid 600 mg Tab [MCHC],373.34
liothyronine 25 mcg Tab [MCHC],19.33
liraglutide 18 mg/3 mL Injector [MCHC],309.18
lisinopril 10 mg Tab [MCHC],15.46
lithium 150 mg Cap [MCHC},15.53
lithium 300 mg Cap [MCHC],15.77
lithium 450 mg ER Tab [MCHC],16.07
loperamide 1 mg/5 mL Oral Liq [MCHC],15.09
loperamide 2 mg Cap [MCHC],17.63
lopinavir-ritonavir 100-25mg oral tablet [MCHC],34.66
loratadine 10 mg Tab [MCHC],15.89
lorazepam 0.5 mg Tab [MCHC],15.12
lorazepam 1 mg Tab [MCHC],15.45
lorazepam 2 mg/mL Inj SDV [MCHC],23.05
LORazepam 2 mg/mL Oral Conc. 1ml [MCHC],19.85
losartan 25 mg Tab [MCHC],16.54
losartan-hydrochlorothiazide 100-25mg Tb [MCHC],15.40
lovastatin 20 mg Tab [MCHC],15.40
lubiprostone 24 mcg oral capsule [MCHC],34.79
Magic Mouthwash Susp 120ml [MCHC],31.25
magnesium citrate  Oral Liq 296 mL [MCHC],15.02
magnesium hydroxide 400mg/5mL Susp 30 mL [MCHC],15.21
magnesium oxide 400 mg Tab [MCHC],15.40
magnesium sulfate 1g/2mL Inj Sol  [MCHC],22.65
magnesium sulfate 2gm/50ml IVPB [MCHC],20.91
magnesium sulfate 5gm/10ml UU SYR [MCHC],26.43
magnesium sulfate Pwdr [MCHC],15.01
mannitol 20% IV Sol 500 mL [MCHC],20.01
mannitol 25% IV Sol 50 mL [MCHC],20.19
measles/mumps/rubella virus vaccine SDV[MCHC],265.72
mebendazole 100 mg Chew Tab [MCHC],29.81
meclizine 12.5 mg Tab [MCHC],16.54
meclizine 25 mg Tab [MCHC],16.89
medroxyPROGESTERone 150 mg/mL IM SDV [MCHC],127.80
medroxyPROGESTERone 2.5 mg Tab [MCHC],15.52
megestrol 20 mg Tab [MCHC],16.50
megestrol 40 mg/mL Oral Susp 5mL [MCHC],15.31
melatonin 10 mg tab [MCHC],15.58
meloxicam 15 mg Tab [MCHC],15.15
meloxicam 7.5 mg Tab,15.52
meloxicam 7.5 mg/5 mL oral Susp 100mL [MCHC],16.78
memantine 10 mg Tab [MCHC],16.54
memantine 14 mg ER Cap [MCHC],30.56
memantine 21 mg Cap [MCHC],55.86
memantine 7 mg ER Cap [MCHC],68.10
menthol/zinc oxide top pwd [MCHC],15.12
meperidine 25 mg/mL CPJ  [MCHC],29.10
meperidine 50 mg/mL Inj [MCHC],29.48
meperidine PCA 300mg/30mL vial [MCHC],21.00
meropenem 1000 mg Pwd-Inj SDV [MCHC],51.40
meropenem 1gm/50 mL IVPB [MCHC},82.19
mesalamine 800 mg Tab [MCHC],48.28
metaxalone 800 mg Tab [MCHC],35.28
metformin 500 mg ER Tab [MCHC],15.69
metformin 500mg tab [MCHC],15.36
metformin 850 mg Tab [MCHC],15.30
methadone 5 mg Tab [MCHC],15.88
methazolamide 50 mg Tab [MCHC],26.96
methimazole 10 mg Tab [MCHC],17.33
methimazole 5 mg Tab [MCHC],16.30
methocarbamol 750 mg Tab,15.80
methohexital 500 mg  MDV  [MCHC],236.83
methotrexate 100mg/4mL PF SDV [MCHC],28.81
methotrexate 2.5 mg Tab [MCHC],25.81
methotrexate 50mg/2mL Inj SDV [MCHC],32.35
methsuximide 300 mg Oral Cap [MCHC],21.15
methyl salicylate/menthol Top Cream [MCHC],15.32
methyl salicylate/menthol Top Lotion [MCHC],15.33
methyldopa 250 mg Tab [MCHC],15.69
methyldopa 250mg/5mL IV Sol [MCHC],50.84
methylene blue 10 mg/mL SDV  [MCHC],77.30
methylene blue 50mg/10ml Amp [MCHC],71.99
methylPREDNISolone 1000mg SDV [MCHC],68.96
methylPREDNISolone 125mg/2mL SDV  [MCHC],53.57
methylPREDNISolone 4 mg Tab [MCHC],17.19
methylPREDNISolone 40mg/mL Inj [MCHC],42.21
methylPREDNISolone 500 mg Pow SDV [MCHC],103.93
methylPREDNISolone 500mg/4mL Inj [MCHC],80.48
methylPREDNISolone Acetate(Depo) 80mg/mL SDV[MCHC],78.76
methylPREDNISolone Acetate(Depo)40mg/mL SDV[MCHC],50.31
metoclopramide 10 mg Tab [MCHC],15.78
metoclopramide 10mg/2mL SDV  [MCHC],22.42
metoclopramide 5 mg/5 mL Oral Syrup [MCHC],15.14
metolazone 2.5 mg Tab [MCHC],21.51
metoprolol 25 mg ER Tab [MCHC],17.55
metoprolol 50 mg ER Tab [MCHC],17.06
metoprolol 50 mg Tab [MCHC],15.42
metoprolol 5mg/5mL SDV  [MCHC],20.97
metronidazole 0.75% Vag Gel w/Appl [MCHC],18.63
metronidazole 250 mg Tab [MCHC],16.31
metronidazole 500 mg Tab [MCHC],16.73
metronidazole 500 mg/100 mL IVPB [MCHC],20.05
metroNIDAZOLE topical 0.75% Crm 45gm[MCHC],20.57
miconazole 200 mg Vag Supp [MCHC],65.09
miconazole Top 2% Crm [MCHC],15.35
midazolam 2mg/2ml PF SDV [MCHC},21.24
midazolam 5 mg/mL SDV [MCHC],18.69
midazolam 5mg/5ml Sol SDV [MCHC],20.64
midodrine 5 mg Tab [MCHC],17.44
mineral oil 100% Liq 473 mL [MCHC],15.04
mineral oil 100% Oral Liq 2 mL [MCHC],28.51
minoxidil 2.5 mg Tab [MCHC],15.50
mirtazapine 15 mg Tab [MCHC],15.56
misoprostol 100 mcg Tab [MCHC],16.92
moexipril 7.5 mg Tab [MCHC],18.59
mometasone 220 mcg/inh Inh Aer Pwdr [MCHC],478.09
mometasone Nasal 50 mcg/inh Spry [MCHC],24.12
montelukast 10 mg Tab [MCHC],15.65
morphine 10 mg/mL PF Inj.  [MCHC],28.31
morphine 10mg / 0.5mL Oral Conc[MCHC],23.46
morphine 10mg/10mL preservative-free AMP [MCHC],25.53
morphine 15 mg ER Tab [MCHC],15.88
morphine 15 mg Tab (reg. rel.) [MCHC],18.49
morphine 2 mg/mL Inj SDV [MCHC],26.82
morphine 20 mg/mL Oral Conc 1mL [MCHC],29.23
morphine 30 mg ER Tab [MCHC],20.24
morphine 4 mg/mL Inj SDV  [MCHC],28.15
morphine 50 mg/mL Inj Sol 20mL [MCHC],22.30
morphine 60 mg ER Tab [MCHC],16.95
morphine PCA 30mg/30ml vial (1:1) [MCHC],21.03
moxifloxacin 0.5% Opth Sol [MCHC],41.96
Multiple Vitamin with Minerals Tab [MCHC],0.00
Multiple Vitamins IV Sol 10 mL SDV[MCHC],24.13
Multiple Vitamins Oral Liq 5 mL [MCHC],0.00
Multiple Vitamins with Iron Chew Tab [MCHC],0.00
"Multiple Vitamins, Antiox (Ocuvite)Tab [MCHC]",0.00
"Multivitamins w/ Folate, Prenatal  Tab [MCHC]",15.12
mupirocin Top 2% Crm [MCHC],48.65
mupirocin Top 2% Oint [MCHC],15.85
mycophenolate  250 mg Cap [MCHC],33.68
mycophenolate mofetil 500 mg Tab[MCHC],16.56
nabumetone 500 mg Tab [MCHC],17.67
nadolol 20 mg Tab [MCHC],25.54
nafcillin 1 g Inj  [MCHC],44.07
nafcillin 2 g Inj SDV [MCHC],57.19
nalbuphine 10 mg/mL  AMP  [MCHC],35.72
nalbuphine 20 mg/mL AMP   [MCHC],45.57
naloxone 0.4 mg/mL SDV  [MCHC],82.10
naloxone 2mg/2ml SYR [MCHC],74.77
naproxen 500 mg Tab [MCHC],15.26
nebivolol 20 mg Tab [MCHC],22.86
nebivolol 5 mg Tab [MCHC],35.10
nefazodone 50 mg Tab [MCHC],19.52
neomycin 500 mg Tab [MCHC],18.62
neomycin/bacit/polymyxinB/HC  Top Oint [MCHC],49.16
neomycin/bacit/polymyxinB/HC Opth Oint [MCHC],28.42
neomycin/bacitracin/polymyxin B Top Oint [MCHC],0.00
neomycin/bacitracin/polymyxin Top Oint UD[MCHC],0.00
neomycin/bacitracin/polymyxinB Opth Oint [MCHC],29.36
neomycin/polymyxin B/gramicidin Opth Sol [MCHC],32.58
neomycin/polymyxin B/hydrocort Opth Susp [MCHC],61.92
neomycin/polymyxin B/hydrocort Otic Sol [MCHC],30.46
neostigmine 1 mg/mL 10mL MDV [MCHC],29.20
niacin 500 mg ER Tab [MCHC],32.98
niacin 500 mg Tab [MCHC],15.10
niCARdipine 2.5 mg/mL Inj Sol 10mL [MCHC],26.84
nicotine 10 mg/mL Inh device [MCHC],19.14
nicotine 14 mg/24 hr patch [MCHC],21.63
nicotine 21 mg/24 hr patch [MCHC],21.12
nicotine 7 mg/24 hr patch [MCHC],22.40
NIFEdipine 10 mg Cap [MCHC],18.89
NIFEdipine 30 mg ER Tab [MCHC],20.18
nitazoxanide 500 mg Tab [MCHC],104.37
nitrofurantoin macrocrystals 50 mg Cap [MCHC],22.60
nitrofurantoin monohyd macro 100 mg Cap [MCHC],19.10
nitroglycerin 0.1 mg/hr Transderm patch [MCHC],17.32
nitroglycerin 0.2 mg/hr Transderm patch [MCHC],16.66
nitroglycerin 0.3 mg/hr Transderm patch [MCHC],61.22
nitroglycerin 0.4 mg SubL Spry [MCHC],104.50
nitroglycerin 0.4 mg sublingual Tab [MCHC],16.76
nitroglycerin 0.4 mg/hr Transderm patch [MCHC],17.27
nitroglycerin 0.6 mg/hr Transderm patch [MCHC],17.73
nitroglycerin 100 mcg/mL-D5% Sol 250 mL [MCHC],20.19
nitroglycerin 2% Top Oint [MCHC],22.39
nitroprusside 25 mg/mL  2mL  SDV [MCHC],149.96
Non-Formulary Patient's Own Med [MCHC],0.00
norepinephrine 1 mg/mL Sol,27.86
nortriptyline 10 mg Cap [MCHC],15.34
nortriptyline 25 mg Cap [MCHC],15.60
Nutritional Supplement [MCHC],15.04
"nystatin 100,000 units/mL Oral Susp 5mL [MCHC]",15.82
"nystatin 500,000 units Tab [MCHC]",17.32
"nystatin Top 100,000 units/g Crm 15g [MCHC]",16.40
"nystatin Top 100,000 units/g Oint 15g [MCHC]",17.61
"nystatin Top 100,000 units/g Oint 30g [MCHC]",15.20
"nystatin Top 100,000 units/g Pwdr 15g [MCHC]",16.58
nystatin-triamcinolone Top Crm [MCHC],20.41
nystatin-triamcinolone Top Oint [MCHC],18.39
ocrelizumab 300 mg/10 mL SDV [MCHC],"4,082.50"
octreotide 10 mg IM Depot SYR [MCHC],"5,026.60"
octreotide 20 mg Im Depot SYR  [MCHC],"9,421.83"
octreotide 30 mg IM Depot SYR  [MCHC],"14,098.55"
octreotide 50 mcg/mL SDV  [MCHC],31.53
octreotide 500 mcg/mL SDV [MCHC],74.09
ofloxacin Otic 0.3% Sol [MCHC],32.21
olanzapine 10 mg Tab [MCHC],44.47
OLANZapine 20 mg Tab[MCHC],16.47
olanzapine 5 mg Tab [MCHC],16.47
olmesartan 20 mg Tab [MCHC],24.21
olmesartan 40 mg Tab [MCHC],35.92
omalizumab 150 mg Pwd-Inj SDV [MCHC],"2,678.48"
omega-3 fatty acids 1000 mg Cap [MCHC],15.18
omeprazole 20 mg Oral EC Cap [MCHC],15.93
ondansetron 4 mg Dis Tab[MCHC],16.29
ondansetron 4 mg Tab,16.51
ondansetron 4mg/2mL SDV  [MCHC],24.42
ondansetron 8 mg Dis Tab (ODT) [MCHC],17.40
ondansetron 8 mg Tab [MCHC],15.61
"Opth irrigation, extraocular Sol [MCHC]",15.86
oritavancin 400 mg SDV [MCHC],"2,252.20"
orphenadrine 100 mg ER Tab [MCHC],16.61
orphenadrine 60mg/2mL SDV  [MCHC],26.49
oseltamivir 30 mg Cap [MCHC],76.14
oseltamivir 45 mg Cap [MCHC],66.65
oseltamivir 6mg/mL Oral Liq 60mL [MCHC],19.31
oseltamivir 75 mg Cap [MCHC],52.36
oxacillin 10 g Pdr-Inj MDV [MCHC],210.13
oxaliplatin 100mg/20mL IV Sol SDV [MCHC],29.15
oxaliplatin 50mg/10mL IV Sol SDV [MCHC],30.83
oxazepam 10 mg Cap [MCHC],17.80
oxcarbazepine 300 mg Tab [MCHC],15.90
oxybutynin 5 mg ER Tab [MCHC],21.91
oxybutynin 5 mg Tab [MCHC],16.89
oxycodone 10 mg ER Tab [MCHC],29.61
oxycodone 20 mg ER Tab [MCHC],40.85
oxycodone 20 mg/mL Oral Conc 1mL [MCHC],24.93
oxycodone 40 mg ER Tab [MCHC],55.42
oxycodone 5 mg Tab [MCHC],15.84
oxycodone 80 mg ER Tab [MCHC],60.56
oxycodone-acetaminophen 5-325mg Tab [MCHC],16.78
